Hybridization REF	TCGA-A2-A0EX-01A-21R-A034-07
FBXO3	1.3125
DVL1	0.0726666666666667
CMKLR1	1.18116666666667
TYMS	-3.9585
PEF1	1.19575
ZNF750	1.9815
MCM5	-0.8255
MEGF11	-0.749666666666667
KCNK7	0.302
PTP4A3	-0.0475
C1QTNF2	-0.661
OR6S1	0.16
FAM122B	-1.284
ZNF551	-0.232
HBQ1	-2.6225
GEMIN6	-0.27125
ARSK	0.23675
RBP7	2.40483333333333
CPNE9	0.36475
DSC1	1.5185
LOC730112	-0.795333333333333
MAP2K4	0.08425
HS3ST5	1.094
EPB41L3	-0.1715
TEKT2	1.09875
CDKN2B	1.18366666666667
ZNF480	0.70525
MAP3K6	-0.0606
MAP6	1.92583333333333
HN1	-0.3423
OR2L13	0.8514
SLC16A11	0.35325
FAM96A	-0.85475
APOL1	-0.34025
C5orf32	0.18125
RTP1	-0.8035
RNF175	0.546
ZBTB41	0.6165
AHCTF1	-0.4904
SAE2	-0.3891
ITGA2	0.109166666666667
MME	-0.215666666666667
CCDC14	-2.0355
MAST4	0.911857142857143
KRT33B	0.146
KCTD2	-0.1825
WDR26	-0.307416666666667
MFI2	-0.127
NR4A3	-0.78525
ARSA	1.33825
UNKL	-0.502166666666667
SULT6B1	0.3485
CCNA2	-3.64633333333333
SOX15	-0.0735
PPAPDC1B	1.63
C19orf44	0.2795
MCAT	1.08975
ARID1B	0.424125
OR52N1	0.0295
C12orf48	-1.95825
MAGI1	0.106375
NIPA2	-0.90925
GBX2	-2.872
RSHL3	0.449571428571429
RAVER1	-0.102333333333333
C15orf17	0.08
SLC30A2	0.200625
ZNF518	0.54875
PCYT1B	-0.7885
C10orf114	-1.28725
EIF3H	1.91791666666667
SLC25A39	-0.651666666666667
KIF1B	-0.18525
AMOTL2	0.32
C6orf120	0.663625
PSRC1	-2.78125
PLA2G10	3.26375
KIF5C	1.0305
MRPL37	-0.6245
C17orf62	0.0383333333333333
C9orf135	-1.20133333333333
DUSP10	0.1108
CLCNKB	0.9525
PSMA5	-0.3125
C8orf53	2.1375
AMPD3	0.526
PIAS1	-0.2015
ADCYAP1R1	-0.3375
GYLTL1B	-0.22975
CDH20	-0.1045
FBXO7	-0.022
TMEM134	0.503666666666667
FLJ14213	0.535
ZNF3	-0.4715
LRRFIP1	0.171541666666667
CNOT2	0.173833333333333
ABI3	2.568
ALDH5A1	-1.10433333333333
HNT	3.4414
SERPINA4	-2.383
TK2	0.54175
STMN1	-2.06055555555556
GUCA2A	0.1548
GALNT10	0.808285714285714
DPP6	-1.2528
C9orf93	-0.24525
PRELID2	-0.418625
STK39	1.325875
SFTPA1	-1.93625
CKS2	-1.72722222222222
RHO	0.797142857142857
C20orf135	-0.5605
XKR3	-3.6195
CR1	0.118125
RPS6KA2	1.15171428571429
C20orf112	0.314
MRPL22	-0.2995
C4orf23	0.716833333333333
GADD45B	1.48625
KLHDC1	1.784
C2orf48	-3.9405
ZNF287	1.8255
DAAM2	-0.66625
DPPA2	-3.44066666666667
TCTN3	0.103333333333333
DNAJB11	-0.26275
FPR1	3.15325
DEFB4	-0.5995
PTCD2	-0.9711
SMOC2	5.348
CABP7	3.39533333333333
SERPINB11	0.886
MAGEF1	-0.06725
NDE1	-0.608666666666667
ITGA10	0.627
FSHB	0.3895
ANXA2	0.56275
HORMAD2	-0.489666666666667
HLCS	-0.19275
MCF2L	0.90675
FH	-0.561
TBC1D24	1.21275
KIAA1505	0.65325
LGALS2	0.6385
CNBD1	-0.454
SYNPO2L	-0.73375
PTPN23	-0.257714285714286
C1orf183	-0.590666666666667
MAGEA8	-2.61375
DGCR8	-1.982
GSR	2.49725
PAQR7	0.7765
ZNF676	-1.31775
CACNA1C	0.1705
SP7	0.3095
PDCD6	0.3885
NRN1L	-1.169
BRI3BP	-0.7505
KIAA1183	1.59725
ASB4	1.05575
CCL23	0.8278
OBSL1	-0.929625
SLC12A7	0.618
KIAA0240	1.415125
CD1B	-2.31183333333333
FCGR2A	1.22325
MDC1	-1.2985
HTR1A	0.445666666666667
OCEL1	0.201
ATP11B	-0.963533333333333
FBXO34	0.296833333333333
PCDH12	3.53733333333333
RPE	-0.165
C17orf74	0.155
CSDC2	1.8985
PET112L	-0.278
TMBIM1	0.17875
P2RXL1	0.051
TCHP	-0.99925
TRMT1	-0.909166666666667
F2RL2	0.486833333333333
LRRC32	3.18966666666667
IMPG2	0.413
BGLAP	-0.50025
LOC493869	-1.17558333333333
MRAS	1.66125
SLC35F5	0.76125
CBWD1	-0.409
AXL	-1.469875
ATP2C2	0.2175
TELO2	-0.26175
PNPLA3	-2.9835
PCDHB14	1.1755
CD276	-0.20025
KRT80	-1.618875
DUSP28	-0.05
CSNK1E	-0.276666666666667
SRP14	0.7815
KCNQ4	-0.1155
KRT72	-0.366666666666667
CCDC117	0.582125
C6orf89	0.0434444444444445
TUBB2B	-2.79483333333333
RTN4IP1	-0.71025
CR1L	-4.38366666666667
CEND1	0.154625
C12orf41	-0.820166666666667
RNF31	-0.026
UBN1	-0.274666666666667
C17orf32	0.671875
SLC5A7	0.88725
GPR92	0.828666666666667
ESAM	2.6196
CTNNA1	0.702833333333333
HRBL	0.2301
CBX4	-0.49475
TMEM182	-0.2295
SH3TC2	-0.818166666666667
IL10	0.0683333333333333
PXMP4	1.447
RNF167	-0.4803
PAK7	2.058
ETV3	-0.4845
ATPIF1	-0.144833333333333
LOC554207	-3.26883333333333
OR8H1	-0.1675
WDFY3	1.059875
DPM1	-1.029
GPSM1	-1.52
WDR92	0.0194
LRP1	0.422
ANKH	-0.905125
THUMPD3	-1.12275
POLR1B	-0.75375
OLFM4	4.95966666666667
RAD9B	-0.75425
TSPY2	-5.2895
PAX6	-1.977
SCG2	-2.16375
SLC17A6	0.20075
FMO3	5.204125
PADI4	-0.329142857142857
TUBB4	-0.9165
NLK	-0.5945
POU4F3	-1.222
SDF4	-0.4995
ITGBL1	3.64566666666667
NETO1	-1.52975
TAP2	0.18725
ABBA-1	-0.0959166666666667
GNAI1	-0.24325
VPS4B	0.45925
NOPE	0.2782
GALNT6	3.21983333333333
SESN1	0.578625
GBE1	-1.88133333333333
CLASP1	0.32575
RASGEF1B	0.87575
ACOT11	-0.639142857142857
AFAP1	0.89425
OR2H2	0.3145
DPY19L2P1	-1.8565
DZIP1	-1.1445
SEC22C	-0.293833333333333
GPR161	-0.370333333333333
RNF146	0.6405
WDR74	-0.729
GALP	0.0275
PURA	1.2205
DNPEP	0.659
RP11-78J21.1	-0.59525
ERBB2	2.4915
FANCM	-0.515583333333333
NEO1	0.3475
DDX3Y	-4.9591
RPS3A	1.139625
MXRA7	-0.162071428571429
LGALS3	-0.672666666666667
GLT8D1	-0.00675000000000001
CFL2	-1.4235
UPB1	-0.0975
NAP1L5	0.42975
CLDN14	-1.1435
DHX38	-0.68775
BTBD1	-0.2485
TARS2	-0.275
ABCF1	-0.2263
FCF1	0.0671666666666667
LRRC49	0.61575
GUCY1B2	-2.046
C1orf177	-0.481666666666667
SMARCA4	-0.681071428571429
LRP8	-3.3025
TAGLN3	-1.526
MRPL14	-0.67925
TTRAP	-0.069
ZDHHC20	0.754
NFE2L3	-2.0675
KIAA1377	0.152125
PALMD	1.559
TMEM43	-0.1015
TTL	-2.162375
STAT5B	-0.799833333333333
SSB	-0.800625
OR10H5	-0.5565
SLC22A13	-1.12666666666667
AKAP3	-0.22925
TIMM23	0.1465
OAS2	1.7415
KIAA0423	1.137
TRIM11	0.295
GLIS3	1.66314285714286
TMEM50B	0.8265
ARHGEF4	-1.822875
DEGS1	-1.43818181818182
TBL1XR1	1.55596666666667
G6PD	-1.83675
SP140	0.8655
MUC17	0.0998888888888889
NUDC	-0.1881
DNAJC5B	1.08316666666667
SCARA3	-0.922166666666667
CPA3	7.127
BCAT2	0.500375
MFN1	-0.1849
NRG3	1.186
SNX11	0.059
PLEKHH1	-0.8585
GPR177	-0.123833333333333
HCFC2	0.4985
TCAP	0.38775
MOCOS	-2.47075
C14orf93	0.22625
PRDM10	-0.721
SLC16A4	-0.115916666666667
SRGAP1	-0.00850000000000001
VIP	0.393
DUSP27	0.5015
LILRA1	0.4333
MC2R	0.563
MGC24103	-1.39275
MBTD1	-2.464
FUT11	-0.474
USP33	0.395
C15orf39	0.3155
MAP3K12	-0.06975
PAAF1	-0.766166666666667
BARHL1	-0.177
FLJ16165	-0.7225
PIWIL2	-2.979
SYNE1	0.579833333333333
CMTM4	0.495375
TSPYL1	1.3752
GUF1	-0.637666666666667
TMEM157	1.7365
WDR44	-0.13925
HIST1H3C	-0.033
DKFZp666G057	0.8865
RNPEP	-0.41725
GAS2L2	-0.134833333333333
ADH4	-5.26875
GRPR	4.231
FBXL17	0.912
ZBTB10	0.9834
Gcom1	0.892166666666667
HTRA1	2.2633
ZNF585A	0.241666666666667
SLC26A2	-0.110071428571429
OTOP3	0.0548
WISP1	3.25322222222222
ATP2B4	-0.48625
FLJ10769	0.777
CRAMP1L	-0.196125
CHST12	-0.77125
RAB22A	0.179166666666667
TARDBP	-0.256
STAU1	-0.9585
CRB3	1.96733333333333
MIG7	-1.59925
CHMP1A	-0.898166666666667
ZNF160	0.170875
B3GALT6	0.63825
BARX1	-1.019
C6orf167	-2.121
NXNL1	0.608
DHX29	0.197125
HADHB	-0.1915
PLXNB2	0.613
ILDR1	-2.2295
SLC15A3	2.81525
GAS2	-2.88216666666667
C20orf69	0.37675
NUMB	-0.2035
TNIP1	-0.424125
MESP1	-0.570333333333333
PSKH1	-0.182
NSFL1C	-0.430125
RHOG	-0.21
HEY1	-1.46333333333333
KNG1	-1.899875
ITGAX	1.0175
LIN9	-1.08483333333333
CANT1	0.549625
XRN1	0.3395
CCDC96	1.50111111111111
HEATR6	-1.363
GNG7	1.169
RUNX2	1.6583125
SOX1	-0.2788
FCRL5	0.4074
ZNF99	-0.208125
FAM9A	-0.366
SNX22	0.427333333333333
MBNL3	-1.2385
ODC1	-2.7896
ADORA2B	-2.62283333333333
NR2F6	-0.202
ZFYVE16	0.0881111111111111
SYNJ2BP	0.8594
POLE	-1.561
E2F2	-1.450375
THRA	0.674666666666667
PTGES2	-1.03066666666667
HIP1R	0.219166666666667
TMUB1	-0.849833333333333
ENO3	-2.56575
RSPH10B	0.169
CXorf39	1.3985
IRGC	0.00125000000000003
GPR109B	-0.16525
FLJ13305	-0.6085
LCE3A	0.348
TNFRSF18	-0.777333333333333
DET1	0.566
TRPM3	-0.374583333333334
C16orf79	-1.924
FECH	-0.407166666666667
RAP2A	0.3135
CRIP1	0.462166666666667
AZIN1	0.187625
SLC7A7	3.039
IL10RA	0.6386
TMEM64	-2.198
CDC42EP4	0.7344
C16orf58	-0.6224
ARG2	-3.143
POU5F1P4	-4.567
FAM62B	-0.36325
DNAH8	-2.3851
ASH2L	0.8025
TSLP	-1.63066666666667
CNTNAP5	0.42525
TMEM16C	-1.715
IFNA14	-2.103
SLC1A3	-0.082125
CABYR	0.59375
BCL7B	-0.6397
NUDT13	-1.884
C13orf28	0.8265
C1orf53	-0.132
ARL6IP4	0.2012
RPL35A	0.2765
EMR3	-0.73975
RAB40C	0.17575
SLC41A1	-1.3788
LRCH1	-0.28075
LY6G5B	-0.599
FAM124A	-0.0465
MGC10981	-4.29583333333333
CLIP3	0.6508
MAP4K2	-0.6635
CHIC1	0.5895
SULF1	4.1555
C20orf30	0.0729285714285714
PRDM5	-0.502375
ELOVL1	-0.14075
C11orf48	-0.765875
SLC39A10	0.076
KCNV1	0.0776666666666667
ACP1	-0.428
ZMYM2	-0.40225
B3GNT6	-0.023
C9orf69	-0.20575
C2orf15	0.91175
C20orf166	-0.151
HSP90AA6P	-0.937
EDG7	-4.126
NEURL	1.7955
LPL	-0.0855
CLEC2D	-0.188153846153846
GRRP1	2.18933333333333
CD8B	-2.9665
HIST1H3D	-1.75566666666667
SLC6A12	0.47425
FAM27L	0.1415
CD84	0.6846
RASA1	-0.585
PHKG1	-0.328
MAGEA11	-1.212
IMPA1	0.816
NPM3	-0.94625
RARRES1	4.08075
SH3BP1	-0.10975
B3GNTL1	-0.896
ARPC5L	-0.582666666666667
KLHL26	-0.0685
SIM2	0.397625
GJC1	1.178
C20orf194	0.11025
EXO1	-3.66975
SLC2A2	-4.9406
LOC285074	-0.587
LRG1	0.9495
KIRREL	0.411
PIK3R1	1.63528571428571
C4orf34	1.9875
MAF	-0.281666666666667
ADCY4	3.6275
ZMIZ2	0.8267
SLC46A3	1.464
STAMBP	-0.222666666666667
CCDC16	0.747
MS4A12	0.592
TCF20	0.29325
LRRC46	0.994
C20orf152	-0.1195
MRPS6	-0.6525
ABCB11	0.4735
KCNC2	0.2264
CDH19	-1.73883333333333
C9orf123	1.0305
SSH3	0.944875
LDLRAD1	-2.058
CCBE1	-0.926
ZNF135	1.7785
TAAR1	-1.634
WFDC12	0.248
CCDC42	0.153666666666667
FLJ12529	-0.8525
PER1	-0.679333333333333
TIMM50	-0.137833333333333
SMARCAD1	-0.149
FAM26C	-1.4755
TP53TG3	-1.1065
SH3RF1	1.707
LMCD1	2.3325
GPR63	-0.201
FLJ21986	-1.149375
AIFM3	-1.01125
MICAL1	-0.551166666666667
BLZF1	-0.0418333333333333
IQCA	2.9385
PCDHGC3	-0.628
SAC	-0.0803333333333333
BCL6B	1.67416666666667
DDO	-0.20525
MARCO	1.522
DCHS1	1.19316666666667
C1orf170	1.68983333333333
CD200R1	0.877
C22orf15	0.1355
SEPT11	0.705666666666667
ADNP	-0.075
UST	1.0387
C13orf34	-1.73033333333333
RFFL	0.542357142857143
APBA3	0.247
C2orf60	-1.176375
CUTL1	-0.1764
PMS1	-1.2005
ZNF689	2.3035
EIF3E	0.447833333333333
IL9	0.2485
RPL31	0.133
LY9	0.672166666666667
ATP2B3	0.404
KDELR2	0.191166666666667
TFCP2	-0.141375
NLRP12	0.430625
FLJ45422	-0.129
TLE4	-0.5952
ZNF570	-0.1005
FLJ43806	-2.179
TLK2	-0.997875
CIR	0.60475
MARS2	-0.171
COL24A1	0.095
SDF2L1	-0.5865
HIBADH	0.0443333333333333
IGFBP3	-2.24642857142857
C12orf23	0.907375
PSPC1	-0.166
C20orf43	0.19375
TRAV20	0.2265
ARHGAP24	1.12275
KIAA1975	0.452125
C1QA	3.0031
DNTT	-4.1315
C10orf6	-0.405416666666667
C11orf41	0.1005
HNRPF	0.346125
COL11A1	6.75283333333333
UBAP2	-0.325333333333333
CDKN2AIPNL	-0.9155
C20orf174	3.5585
SPRED2	0.05725
PLA2G12A	0.1655
ICEBERG	-2.7678
SCN10A	1.085
C11orf65	0.09325
GBP5	3.132
PITPNC1	-1.7275
POU3F3	1.178
NCOA7	-0.2335
LIN7C	0.5837
LOC348840	-0.826
NKX2-2	-4.20666666666667
ANKRD13D	-0.69175
LOC123688	0.49
FUT2	1.193
TAAR8	-0.0545
FZD4	0.557583333333333
PNMA3	-0.403
OR4L1	0.2085
WIT1	-2.008
EXOC3L	0.9575
ATPBD4	0.0463
KRBA1	-0.78025
UBXD6	2.0065
HOXB7	-0.0968571428571428
C7orf23	-0.021
UNQ338	0.7145
STAB2	1.37475
CDC20B	-0.171
IRF9	1.215
CENTG1	0.6155
TNPO2	-1.45075
MCPH1	-0.12425
BMS1P5	-1.97675
SLC26A7	0.0995
HIST1H3J	-0.07875
C9orf3	0.3268
LBH	1.55825
MYO1D	0.828875
PTDSS2	0.6095
NFU1	0.61075
DEPDC4	-1.72175
WNT7B	2.1513
GLP2R	-1.3162
SETD4	-1.1055
DYNLT3	-0.5711
FKBP11	-1.1875
SESTD1	1.00316666666667
FLII	0.24525
RPS16	0.6181
CHPF	-0.414
CSNK2A1	-0.475
SUMO1P1	0.0935
FKBP6	-0.8015
ZNF214	0.706833333333333
TWIST1	1.11633333333333
DDX56	-1.18483333333333
TRAM1L1	2.6894
EPO	-3.09383333333333
MRPS18B	-0.233
ZNF682	-0.274333333333333
RPL14	0.159666666666667
MAFF	0.206
LOC51136	-0.9525
LY96	0.52725
DDX20	-0.456
ABTB1	0.3605
ARL5A	0.4349
CCT6A	-1.2245
HEPACAM	-1.4124
EHHADH	-0.135833333333333
RBAK	0.461666666666667
CGB1	0.747
ITGB5	0.7219
YIPF3	-0.51275
FKBP2	-0.2185
NR1D1	-0.3372
TMEM110	0.3955
NEK2	-3.2745
PRAMEF8	-3.169
C20orf52	-1.185
PCDHGA3	-1.6375
VWA3B	0.508333333333333
NDUFA5	-0.0545
THAP9	-0.972
FLVCR2	-0.4685
AP1S1	-0.89975
SMAD6	-1.05525
SAV1	0.476
SAT1	1.251375
ZNF251	0.2225
ADAMTS7	0.438
RPP38	-0.23825
C1orf211	-1.898
YPEL2	1.24565
RBMS1	-0.203
ZNF445	-0.105166666666667
NRXN2	0.8295
PGBD4	-0.007
UGT2B28	1.3855
WBSCR16	-1.3079
NLRC3	-0.022375
ASTL	-0.10475
ST6GALNAC1	-2.582
ZADH2	0.363125
MLLT4	0.492916666666667
ARL6	0.355
MEF2C	1.3625
CBFA2T3	-1.384
AFF3	1.74992857142857
COG7	-0.46
MYB	0.180166666666667
PLXNA3	-0.7195
XRCC2	-1.98183333333333
MMS19	-0.139125
ST8SIA5	-1.13375
CHPT1	2.03916666666667
KIAA1712	-0.9765
OR6X1	0.2205
ACTR3	-0.05125
UGCG	2.849
OR4P4	-0.851
ZAP70	-2.8275
LPP	1.89325
ZNF485	-0.898
PTPRCAP	0.70575
IL12RB1	-0.06625
ATRX	0.4122
CHST8	0.242375
C14orf109	1.00125
ARV1	0.0685
NMB	-0.546142857142857
COX5A	-0.885666666666667
EIF6	-0.51
MPPED2	0.347166666666667
SEMG1	-3.694
CHRDL1	1.858
TRAF3IP2	0.62675
WNK2	-0.4395
LILRA4	3.4365
LAMA2	5.38475
PXT1	0.574
RLBP1	-3.919
CD300C	0.00249999999999997
SLTM	-0.161875
FLJ10404	-0.5971875
APOBEC3D	-2.57416666666667
RENBP	-0.273166666666667
ATXN7L1	-0.0980000000000001
NID1	0.40825
TUBGCP3	-0.884875
ITIH5	1.4405625
CCDC110	2.7565
C8A	-2.41275
MGC87042	0.04825
HOXC13	1.5055
TFDP2	-1.32175
HCP5	1.01525
POLI	-0.10525
UCN	-1.0115
ZNF764	0.594
C8orf45	0.9425
FHL3	-0.2805
SPATA5L1	-0.676
MMRN2	3.39433333333333
NDST1	0.523166666666667
COL20A1	-0.242
ZNF248	-1.0805
PELP1	-0.781666666666667
MBL2	-3.8852
RNF41	0.433875
C5orf24	1.146
THOC5	-0.0615714285714285
SERINC3	0.117
RP11-151A6.2	1.63375
CDCP2	-0.70425
HIST1H2AA	-0.65
C11orf75	0.635666666666667
FKBP7	0.24975
DDOST	-0.42525
GPNMB	0.796833333333333
TTF2	-1.72566666666667
KCNT1	0.536166666666667
SLC39A14	-1.391875
NGRN	-0.0147
GPR137B	2.36275
MECP2	0.1315
PSMA1	-0.8
C16orf73	-5.482
TMEM60	-0.3355
CSN3	2.1
NOS1	0.170333333333333
RAB7L1	0.103166666666667
YBX2	-0.918
KIAA1166	-0.031875
FUBP3	-0.118333333333333
ABCG1	1.4075
ACACA	0.109166666666667
ARL11	-0.1551
ATOH1	-1.211
ODF1	-0.2406
CREB3L3	-1.886
TMEM127	1.51957142857143
DSCAML1	-0.16475
PLN	4.2835
LYPLA1	1.24908333333333
PRDM9	-2.41633333333333
SASP	0.24125
PLUNC	-0.646
INTU	-0.263
HISPPD1	-0.7975
LNPEP	-0.1675
YARS2	-1.01316666666667
APCDD1L	-1.0125
ZCCHC4	-0.8082
FBXO22	-0.5845
TTLL13	-0.0635
ZNF669	-0.653333333333333
PTGDR	2.09325
DDX27	-0.78725
KIAA0409	-0.421833333333333
GJB6	0.341666666666667
ASB8	0.677
PLP2	-0.642333333333333
MEPE	-0.24625
OR10J5	0.8855
KRT222P	1.09375
COQ7	0.129
C1orf101	0.0025
RERG	2.8949
CHMP5	0.102375
THAP11	-0.301375
ZNF43	-0.206666666666667
ZRANB3	-0.456666666666667
KRT13	0.71875
MRPL19	-0.5585
RBBP9	0.15725
SPATA17	1.38933333333333
BXDC5	0.516333333333333
PAFAH1B1	-1.01858333333333
MAGEE1	0.6145
OSTF1	0.502
KIAA0323	-0.25825
TXNDC13	0.284333333333333
CNTN4	2.452625
LCE1B	0.4475
UNQ501	0.075
ZNF154	0.1095
C3orf64	-0.355
SYT5	0.3994
PON1	-0.372333333333333
FLJ10357	-0.284
ATP4A	-0.3585
GNPDA1	-0.859833333333333
MGAT1	0.5075
C14orf121	0.04825
SLC35B2	-0.64075
MIER3	0.274333333333333
CHEK1	-4.360625
ZNF8	-0.119
TXNDC1	-0.0608333333333334
CKB	-1.3073
RTN3	0.525928571428571
FZD2	-0.8065
PART1	-1.47314285714286
PSMB6	-1.382
PCDHB8	-1.164
PHC3	-0.035
PPP1R8	-0.195666666666667
NOVA2	1.20116666666667
TNFRSF11B	-2.26525
GOLPH3	0.935833333333333
UBLCP1	-0.53325
SUHW3	-0.8275
TTLL1	1.6235
OPN4	-0.0285
OR13G1	0.6055
ZPBP2	0.432833333333333
HSD17B11	-1.188
C9orf50	0.266
DHDDS	0.317714285714286
CTSW	0.7365
NEFM	0.8425
MRPL28	-0.90275
SYN1	0.775333333333333
PIGV	-0.077
ZIM2	1.79775
APBB1	0.4005
SND1	-0.58225
C1orf123	0.273833333333333
CHD3	-0.7585
BHLHB8	0.0145
RNASE2	-0.878
BCAP31	-0.223125
SLC25A44	-0.402166666666667
CHD6	-0.1136
PIB5PA	3.12561538461539
SELS	0.249375
LOC541471	-0.121875
FAT2	0.155
ZNF81	-0.985
OR4C16	1.052
FLJ10081	-0.5243
LRRC4	1.028
CS	-0.28
N4BP2	-0.5135
IGFBP7	1.9905
ZNF318	-0.487083333333333
NDNL2	0.43375
ZNF609	0.246375
SIRT4	0.8385
EXOSC10	-0.18225
ECE2	0.162545454545455
OVGP1	0.23175
GTPBP3	-0.6695
PACS2	0.5459
C19orf36	-0.824166666666667
ARL4C	-0.7955
ATG4B	-0.39625
UBQLNL	0.96325
RHOXF2B	-3.713
PLEKHG2	-1.181
GALR1	0.4465
AQP4	0.8534
HDAC7A	-0.305333333333333
DCUN1D3	0.56275
OR8A1	-0.918
CCRN4L	0.38225
CBR4	-0.0493333333333333
KIFC1	-2.82483333333333
SLC7A14	-1.0715
LHX5	1.014
TRPC7	0.969
LPXN	-1.15325
SERPINA1	-2.19625
RPS13	-0.3539
BPIL3	-0.062
PRKAA1	-0.85875
FADS2	-0.7423
ENAH	-0.223375
PRO1768	1.069
APBA2BP	-0.40475
LIPH	1.71116666666667
C3orf33	-0.80025
RCC2	0.247785714285714
ALDH1A2	-2.90255555555556
RNF103	1.9745
AHCY	0.281
ALG12	0.238
CCL17	1.59125
ZNF543	1.51516666666667
ESRRG	1.4329
CNGA1	1.19566666666667
RDH5	-0.680666666666667
OTX1	0.000299999999999995
PTGFR	-0.814833333333333
CDR2	-0.60975
SELE	3.466
NLGN2	-1.36883333333333
EXOSC9	-1.53525
ZNF566	0.408833333333333
KLRC2	-3.9155
GPR12	1.0675
KIAA0196	1.25425
PDRG1	-0.10225
SSR3	-0.736285714285714
MSI1	-0.5045
CST9	3.5365
CC2D1A	-0.68975
PLAGL1	-0.298647058823529
ZNF778	0.0985
RNF2	0.449
KLF6	0.557333333333333
THBD	2.25666666666667
tcag7.1314	-0.2105
NR5A1	-0.3415
ABCD2	0.41675
DNAJC7	-1.87775
CLEC4C	0.721
TM2D3	0.420375
CCDC4	-1.082
PLAC2	-0.02375
DCD	6.346
FAAH	1.95725
POLA1	-0.188833333333333
TM7SF2	-1.048875
FLJ39822	-0.0995
FLOT2	-0.185125
MAP4K1	-0.520333333333333
SRP68	-0.53025
C21orf74	null
ARPC5	-0.193125
LOC126075	1.5985
HECW2	0.464125
ZDHHC4	-0.34075
ANKRD42	2.1747
PDE9A	-0.793833333333333
ABCA8	2.36375
NDUFS2	-0.97
UBR5	0.70375
BTBD16	-2.735
LOC554174	0.2045
ZNF20	0.656
KIAA1843	0.2255
WDR17	0.0918571428571429
C15orf33	0.963
RNF113A	-0.68875
CAMKK1	-0.8616
CLCN2	-0.92975
ANXA6	-1.2895
LOC340069	-0.8515
EMID1	-0.03075
DPM3	-0.534333333333333
ELA1	0.753
SLC25A13	-1.3801
KRT24	-0.117
SMPD1	0.1265
TH	-0.441625
COL6A2	0.986571428571429
ANKS1B	0.2575
GPR126	-0.9499
ZC3H12A	-0.430333333333333
TMEM47	0.851
C2orf51	-0.739833333333333
C1orf88	1.675
HSF2BP	0.14875
AKAP10	0.82075
RPAP3	-0.4965
KLHDC8B	1.194875
STOM	1.6696
MUPCDH	-0.59225
C10orf72	-0.29125
PLEKHA3	1.05658333333333
TCP11L1	0.06525
CWF19L1	-0.033125
SPEF1	1.21853846153846
YSK4	0.234333333333333
ELN	3.7149
SAMD8	0.065
MPI	-0.745833333333333
MEPCE	-0.0679
ABCC3	-1.7025
NANOGP1	-2.942
KCNK17	0.44525
HLA-DMB	4.33016666666667
RRAGA	0.86275
ANGEL1	-0.3235
RBM32B	0.0735
CPN1	-2.797
MGC52282	-0.8286
HLA-A	0.738166666666667
OR9G4	-0.053
EDNRB	-1.794
SCD	-0.504285714285714
C14orf80	-1.36783333333333
BAGE2	-0.703
RABL4	0.878333333333333
RCVRN	0.0375
SHANK1	0.3925
NLRP7	-2.5975
CD226	1.6885
STAT3	0.731625
SYNJ2	-0.7739
TPCN2	-0.704
WDR36	-0.801916666666667
MBD4	-0.482
ROBO1	-0.2597
ST3GAL6	-2.74425
SLAMF8	2.25233333333333
ATN1	0.455166666666667
GPR141	1.04625
KRT36	0.0215
TPH1	0.39
DDX52	0.23
ZSCAN29	-0.291
TRPT1	-0.1555
DPEP3	0.62725
DENND4A	-0.972375
TSPAN16	0.387
PTCHD2	-0.198
LOC145814	-0.55
CAP1	0.053
EIF5A2	-0.61
NT5DC3	-1.898125
SEPT9	-0.823
SEZ6L2	-0.310125
EGFLAM	3.334
VPS11	0.27275
NDUFB5	-0.224333333333333
CIDEA	2.77283333333333
IER5L	0.18875
N6AMT1	0.8705
FAM83C	0.34725
OXR1	1.44691666666667
IRX1	-0.051
DGKB	-0.0365
GCN5L2	-2.27825
MIR16	0.327
FBXW9	0.41975
WDR4	-0.925666666666667
PDC	0.369
VPS33B	-0.829
HEXB	-0.78275
FLJ32214	0.92575
TCEB3	-0.3555
CRLF1	-3.19425
ABI3BP	1.07625
C8orf22	-4.196
PYCR1	-0.7845
KIAA1706	0.07875
CDK5R2	0.840625
WAS	0.8145
C12orf60	-0.24825
CCBL2	0.229625
MADD	-0.3365
C5orf34	-2.148
WDR42A	0.5248
KLF12	0.012625
HSPA1A	1.078
ITM2C	-1.75241666666667
DAPK2	1.0915
LOC442590	-1.525
SUMF2	-0.0908750000000001
CENPA	-3.55015384615385
TMED5	-0.599625
CDH6	-0.3258
BRP44	0.23175
THG1L	-0.642
GABRA2	-1.92475
C14orf166	-0.46375
MYL1	-1.2735
TNFSF18	0.186
PAP2D	-1.23266666666667
PPIB	-0.6205
KLHL4	-0.079
SFN	-0.674666666666667
CCDC127	1.213
FRAP1	-0.16175
GOLGA5	0.50725
SDCCAG1	-0.30775
MGC21675	0.169333333333333
C10orf95	-0.41075
KIAA1345	0.00433333333333334
C1orf163	-0.6075
LACE1	-0.307166666666667
OR10K2	-0.024
CENPN	-3.01272
TMED2	0.938
UGT1A6	-1.6145
ANG	-0.60875
U2AF1	-1.47883333333333
CASC2	0.274833333333333
NMT2	-0.676666666666667
OSGEPL1	0.52375
DFNB31	-1.5065
SLC6A20	-0.11375
DKC1	-1.10325
FXYD4	-0.9395
WDR64	0.458
MGC5590	0.24
CREBZF	-0.405166666666667
DAZ1	0.3505
