Hybridization REF	TCGA-B6-A0WX-01A-11R-A109-07
MDC1	-0.477
HTR1A	0.186833333333333
OCEL1	0.7495
ATP11B	-0.41025
FBXO34	0.239166666666667
PCDH12	2.75833333333333
RPE	-0.895
C17orf74	0.157
CSDC2	1.44033333333333
PET112L	-0.21
TMBIM1	0.137375
P2RXL1	-0.4115
TCHP	-0.841
TRMT1	-0.337166666666667
F2RL2	1.15675
LRRC32	3.04666666666667
IMPG2	0.2185
BGLAP	0.6545
LOC493869	0.0625833333333333
MRAS	2.56475
SLC35F5	1.06375
CBWD1	-1.1245
AXL	-1.470625
ATP2C2	3.42225
TELO2	-0.496
PNPLA3	-3.54025
PCDHB14	1.041
CD276	0.32825
KRT80	-1.046375
DUSP28	-0.334
CSNK1E	-0.489416666666667
SRP14	0.2045
KCNQ4	0.223
KRT72	1.1425
CCDC117	0.084625
C6orf89	0.327833333333333
TUBB2B	0.047
RTN4IP1	-0.50175
CR1L	-3.10833333333333
CEND1	0.4885
C12orf41	-0.804
RNF31	-0.428
UBN1	-0.16
C17orf32	0.402875
SLC5A7	0.355
GPR92	0.791166666666667
ESAM	1.7277
CTNNA1	-0.764916666666667
HRBL	-0.0791
CBX4	-0.03775
TMEM182	-0.1245
SH3TC2	0.674166666666667
IL10	0.482666666666667
PXMP4	-0.532
RNF167	0.4675
PAK7	2.60066666666667
ETV3	0.258
ATPIF1	-1.1855
LOC554207	-1.874
OR8H1	0.14575
WDFY3	0.731875
DPM1	-0.841
GPSM1	-0.772
WDR92	0.3567
LRP1	1.17383333333333
ANKH	-0.00937500000000002
THUMPD3	-0.8395
POLR1B	-0.14275
OLFM4	5.013
RAD9B	-0.3255
TSPY2	-3.7675
PAX6	2.305
SCG2	-2.959875
SLC17A6	0.35875
FMO3	1.938375
PADI4	-0.341875
TUBB4	-0.4146
NLK	-1.3805
POU4F3	0.2315
SDF4	-0.13475
ITGBL1	4.23533333333333
NETO1	-1.544875
TAP2	-0.07575
ABBA-1	0.27825
GNAI1	-0.30675
VPS4B	0.42325
NOPE	0.2395
GALNT6	0.996166666666667
SESN1	0.114625
GBE1	-2.04577777777778
CLASP1	0.68525
RASGEF1B	1.25625
ACOT11	0.491857142857143
AFAP1	1.34525
OR2H2	0.07725
DPY19L2P1	-1.204
DZIP1	-0.42175
SEC22C	-0.181583333333333
GPR161	1.63041666666667
RNF146	0.68325
WDR74	-0.89375
GALP	-0.038
PURA	1.08125
DNPEP	0.41725
RP11-78J21.1	-1.6625
ERBB2	1.444875
FANCM	-0.9695
NEO1	0.894833333333333
DDX3Y	-4.3531
RPS3A	-0.343375
MXRA7	0.82
LGALS3	-0.611833333333333
GLT8D1	1.03275
CFL2	-1.53683333333333
UPB1	0.03
NAP1L5	0.01575
CLDN14	0.41025
DHX38	-0.209
BTBD1	-0.965
TARS2	1.0585
ABCF1	0.0828
FCF1	-0.230833333333333
LRRC49	0.049
GUCY1B2	-2.1365
C1orf177	1.28016666666667
SMARCA4	-0.147357142857143
LRP8	-2.38
TAGLN3	-0.59025
MRPL14	0.12075
TTRAP	-0.428
ZDHHC20	-0.16925
NFE2L3	1.02075
KIAA1377	-0.359125
PALMD	0.6576
TMEM43	0.94475
TTL	-1.201625
STAT5B	-0.849166666666667
SSB	-0.228125
OR10H5	-0.2125
SLC22A13	-1.2075
AKAP3	-0.28375
TIMM23	-0.185666666666667
OAS2	1.43666666666667
KIAA0423	0.00100000000000001
TRIM11	1.88016666666667
GLIS3	2.176375
TMEM50B	-0.0431666666666667
ARHGEF4	0.6265
DEGS1	2.35318181818182
TBL1XR1	0.8751
G6PD	-2.26175
SP140	1.1035
MUC17	-0.067
NUDC	-0.4932
DNAJC5B	1.01466666666667
SCARA3	0.8055
CPA3	3.267
BCAT2	-0.7905
MFN1	-0.3969
NRG3	0.0745
SNX11	0.02975
PLEKHH1	-1.25116666666667
GPR177	-0.228333333333333
HCFC2	-0.33775
TCAP	-0.23575
MOCOS	-0.65975
C14orf93	-0.09875
PRDM10	-0.4085
SLC16A4	0.33875
SRGAP1	0.466666666666667
VIP	0.338
DUSP27	0.303
LILRA1	0.3845
MC2R	0.1935
MGC24103	-0.33575
MBTD1	-1.0845
FUT11	-0.561833333333333
USP33	0.4426
C15orf39	-0.72125
MAP3K12	-0.473625
PAAF1	-1.27416666666667
BARHL1	-0.2715
FLJ16165	-0.1985
PIWIL2	-2.373
SYNE1	0.935583333333333
CMTM4	-0.381875
TSPYL1	-0.2254
GUF1	-1.403
TMEM157	0.0795
WDR44	0.21475
HIST1H3C	-0.06225
DKFZp666G057	1.279
RNPEP	0.11
GAS2L2	-0.343333333333333
ADH4	-4.07875
GRPR	-0.00233333333333331
FBXL17	1.7415
ZBTB10	1.27566666666667
Gcom1	-0.156888888888889
HTRA1	2.5919
ZNF585A	0.0421666666666666
SLC26A2	1.47128571428571
OTOP3	0.365166666666667
WISP1	2.87855555555556
ATP2B4	0.100583333333333
FLJ10769	0.08775
CRAMP1L	0.038
CHST12	-0.1935
RAB22A	0.861333333333333
TARDBP	-0.218071428571429
STAU1	-0.06375
CRB3	2.469
MIG7	0.10825
CHMP1A	-0.0208333333333333
ZNF160	-0.345
B3GALT6	0.0685
BARX1	-0.314833333333333
C6orf167	-1.1889375
NXNL1	0.206
DHX29	0.163
HADHB	0.47725
PLXNB2	0.30875
ILDR1	-0.8325
SLC15A3	2.563
GAS2	-2.8255
C20orf69	-0.62525
NUMB	-0.37125
TNIP1	-0.053875
MESP1	0.627
PSKH1	-0.08475
NSFL1C	-0.382125
RHOG	0.00125
HEY1	-0.862833333333333
KNG1	-1.80125
ITGAX	1.5404
LIN9	0.2085
CANT1	0.014125
XRN1	1.05885714285714
CCDC96	0.8212
HEATR6	-0.5135
GNG7	1.34358333333333
RUNX2	1.889
SOX1	0.447333333333333
FCRL5	0.8955
ZNF99	0.059875
FAM9A	-0.4275
SNX22	1.04616666666667
MBNL3	-1.68933333333333
ODC1	-1.6382
ADORA2B	0.237166666666667
NR2F6	0.14675
ZFYVE16	-0.491555555555556
SYNJ2BP	0.4595
POLE	-1.454
E2F2	-1.4075
THRA	-0.0823333333333333
PTGES2	-1.4975
HIP1R	-0.106166666666667
TMUB1	-0.269166666666667
ENO3	-2.1825
RSPH10B	0.6825
CXorf39	0.0956250000000001
IRGC	-0.00949999999999999
GPR109B	-1.53525
FLJ13305	0.4335
LCE3A	-0.5995
TNFRSF18	0.421333333333333
DET1	-0.2755
TRPM3	-0.208833333333333
C16orf79	-1.053
FECH	-0.716666666666667
RAP2A	-0.392166666666667
CRIP1	-0.171166666666667
AZIN1	0.657375
SLC7A7	2.8635
IL10RA	0.703
TMEM64	-0.4695
CDC42EP4	0.3806
C16orf58	0.0748
ARG2	-2.67325
POU5F1P4	-4.513
FAM62B	0.49425
DNAH8	0.2595
ASH2L	0.501875
TSLP	-0.846333333333333
CNTNAP5	-0.0658333333333333
TMEM16C	-0.51575
IFNA14	-0.2645
SLC1A3	1.97125
CABYR	1.20825
BCL7B	-0.6471
NUDT13	-0.560833333333333
C13orf28	-0.0145
C1orf53	0.85075
ARL6IP4	-0.2525
RPL35A	0.45375
EMR3	0.223
RAB40C	0.227083333333333
SLC41A1	0.5685
LRCH1	0.1975
LY6G5B	-0.399
FAM124A	0.382642857142857
MGC10981	-0.7005
CLIP3	0.8809
MAP4K2	-0.325
CHIC1	-0.26225
SULF1	3.0435
C20orf30	-0.732071428571428
PRDM5	0.176
ELOVL1	0.962
C11orf48	-0.892125
SLC39A10	-0.37225
KCNV1	0.253
ACP1	-0.5695
ZMYM2	-0.364625
B3GNT6	-0.0211666666666667
C9orf69	-0.42525
C2orf15	-0.0585
C20orf166	0.073
HSP90AA6P	-0.1195
EDG7	0.334
NEURL	-1.55725
LPL	4.8205
CLEC2D	-0.213357142857143
GRRP1	1.3155
CD8B	-2.1089
HIST1H3D	-0.149
SLC6A12	-0.15675
FAM27L	0.106
CD84	1.0413
RASA1	-0.795
PHKG1	0.1815
MAGEA11	-1.6475
IMPA1	-0.9845
NPM3	-1.1075
RARRES1	4.61575
SH3BP1	0.13025
B3GNTL1	0.348
ARPC5L	-0.952333333333333
KLHL26	0.867
SIM2	1.669125
GJC1	0.595
C20orf194	0.489
EXO1	-0.1575
SLC2A2	-2.19366666666667
LOC285074	-0.721
LRG1	-0.213
KIRREL	0.896
PIK3R1	1.14792857142857
C4orf34	-0.68375
MAF	-0.305055555555556
ADCY4	2.953
ZMIZ2	1.115
SLC46A3	0.669833333333333
STAMBP	0.559166666666667
CCDC16	0.67625
MS4A12	-0.339
TCF20	0.14925
LRRC46	1.2125
C20orf152	-0.03575
MRPS6	-0.30075
ABCB11	0.872
KCNC2	-0.183166666666667
CDH19	-1.84383333333333
C9orf123	0.679166666666667
SSH3	0.36575
LDLRAD1	-3.29
CCBE1	-0.7595
ZNF135	1.19125
TAAR1	0.4235
WFDC12	0.2795
CCDC42	0.464333333333333
FLJ12529	-0.4895
PER1	-0.235333333333333
TIMM50	-1.18183333333333
SMARCAD1	-0.664833333333333
FAM26C	0.0815
TP53TG3	-1.28366666666667
SH3RF1	1.9111
LMCD1	3.0605
GPR63	-0.5085
FLJ21986	-1.438125
AIFM3	-0.26175
MICAL1	0.609666666666667
BLZF1	1.11766666666667
IQCA	3.75116666666667
PCDHGC3	-0.138
SAC	0.33825
BCL6B	1.57816666666667
DDO	-1.2395
MARCO	3.63
DCHS1	1.66483333333333
C1orf170	-0.163333333333333
CD200R1	0.566833333333333
C22orf15	-0.394
SEPT11	0.327166666666667
ADNP	0.4205
UST	0.5934
C13orf34	-1.282
RFFL	0.0420714285714286
APBA3	0.4615
C2orf60	-0.6585
CUTL1	0.2974
PMS1	-0.621375
ZNF689	-0.4605
EIF3E	0.606666666666667
IL9	-0.284666666666667
RPL31	-0.438375
LY9	1.05816666666667
ATP2B3	0.23175
KDELR2	0.521833333333333
TFCP2	0.70275
NLRP12	-0.56125
FLJ45422	1.03075
TLE4	-0.0769
ZNF570	-0.34
FLJ43806	0.214
TLK2	-0.135375
CIR	1.1725
MARS2	-0.4805
COL24A1	1.383
SDF2L1	-0.5615
HIBADH	-0.841833333333333
IGFBP3	-0.991642857142857
C12orf23	0.151625
PSPC1	-0.521
C20orf43	-0.146
TRAV20	0.2675
ARHGAP24	0.851625
KIAA1975	-0.63975
C1QA	3.3374
DNTT	-4.29833333333333
C10orf6	-0.463416666666667
C11orf41	0.568375
HNRPF	0.061125
COL11A1	7.344
UBAP2	-0.0755
CDKN2AIPNL	-0.8145
C20orf174	2.46875
SPRED2	0.2055
PLA2G12A	-0.684666666666667
ICEBERG	-1.11833333333333
SCN10A	0.0875
C11orf65	-0.43225
GBP5	4.33725
PITPNC1	-1.3135
POU3F3	1.88
NCOA7	1.391375
LIN7C	-1.0792
LOC348840	-1.0075
NKX2-2	-2.43575
ANKRD13D	0.12775
LOC123688	0.54075
FUT2	0.748
TAAR8	-0.0465
FZD4	0.0206666666666667
PNMA3	1.36916666666667
OR4L1	0.2755
WIT1	-2.36725
EXOC3L	0.99425
ATPBD4	-0.6844
KRBA1	-0.392
UBXD6	-1.351
HOXB7	0.237071428571429
C7orf23	-1.2905
UNQ338	3.361
STAB2	0.462
CDC20B	0.03425
IRF9	1.491
CENTG1	0.347166666666667
TNPO2	-1.01725
MCPH1	0.38425
BMS1P5	-0.65625
SLC26A7	0.22975
HIST1H3J	1.33575
C9orf3	0.4338
LBH	2.482625
MYO1D	1.11975
PTDSS2	-0.724
NFU1	0.102
DEPDC4	-1.7715
WNT7B	1.485
GLP2R	-0.0775
SETD4	-0.1727
DYNLT3	-0.7663
FKBP11	0.4695
SESTD1	0.92
FLII	0.9725
RPS16	-0.3205
CHPF	0.8535
CSNK2A1	-0.322166666666667
SUMO1P1	-0.461
FKBP6	-0.88
ZNF214	-0.372166666666667
TWIST1	0.508333333333333
DDX56	-0.990166666666667
TRAM1L1	0.5877
EPO	-3.13733333333333
MRPS18B	-0.555
ZNF682	-0.130666666666667
RPL14	-0.0311666666666667
MAFF	-0.29725
LOC51136	-0.8475
LY96	0.402
DDX20	-0.531
ABTB1	1.318
ARL5A	0.0546
CCT6A	-0.461
HEPACAM	-1.1285
EHHADH	-0.143666666666667
RBAK	0.623666666666667
CGB1	-0.2775
ITGB5	1.0589
YIPF3	0.51925
FKBP2	-0.02225
NR1D1	-0.5822
TMEM110	0.111
NEK2	-0.346
PRAMEF8	-2.8125
C20orf52	-0.355
PCDHGA3	-0.3085
VWA3B	0.41875
NDUFA5	-0.5465
THAP9	-0.93925
FLVCR2	-0.544833333333333
AP1S1	-0.98875
SMAD6	-1.0705
SAV1	1.03125
SAT1	0.507625
ZNF251	1.12125
ADAMTS7	0.6094
RPP38	0.72475
C1orf211	-1.34
YPEL2	1.4919
RBMS1	0.689
ZNF445	0.0208333333333333
NRXN2	0.546
PGBD4	-0.382125
UGT2B28	-0.84525
WBSCR16	-0.76
NLRC3	0.340875
ASTL	0.2375
ST6GALNAC1	-3.11725
ZADH2	-0.2325
MLLT4	1.76666666666667
ARL6	-0.378333333333333
MEF2C	0.8335
CBFA2T3	-1.7555
AFF3	-0.2385
COG7	0.0576666666666667
MYB	-3.8305
PLXNA3	0.5925
XRCC2	-1.00733333333333
MMS19	-0.82
ST8SIA5	-0.84975
CHPT1	-0.820333333333333
KIAA1712	-1.070625
OR6X1	0.784
ACTR3	0.26625
UGCG	-0.635333333333333
OR4P4	-0.116
ZAP70	-2.1855
LPP	1.839
ZNF485	0.1305
PTPRCAP	0.532
IL12RB1	0.409
ATRX	0.0567
CHST8	-1.50575
C14orf109	-0.673
ARV1	0.63225
NMB	-0.647714285714286
COX5A	-1.30333333333333
EIF6	-0.52825
MPPED2	-0.0356666666666667
SEMG1	-0.588
CHRDL1	1.953
TRAF3IP2	0.893
WNK2	0.035375
LILRA4	2.67366666666667
LAMA2	5.038
PXT1	-0.7655
RLBP1	-0.897
CD300C	-0.33975
SLTM	-0.66725
FLJ10404	-0.3671875
APOBEC3D	-3.181
RENBP	-0.309333333333333
ATXN7L1	0.2505
NID1	1.16725
TUBGCP3	-0.975875
ITIH5	0.9835
CCDC110	2.0935
C8A	-2.76575
MGC87042	0.7765
HOXC13	2.83625
TFDP2	-0.455
HCP5	1.350875
POLI	0.0305
UCN	-1.186
ZNF764	-0.014
C8orf45	1.34075
FHL3	0.3675
SPATA5L1	-1.317
MMRN2	2.408
NDST1	0.140833333333333
COL20A1	-0.0606666666666667
ZNF248	-0.0281666666666667
PELP1	0.771833333333333
MBL2	-2.06
RNF41	-0.6825
C5orf24	0.502875
THOC5	-0.59775
SERINC3	-0.0346666666666667
RP11-151A6.2	-0.2945
CDCP2	0.38575
HIST1H2AA	0.10025
C11orf75	0.923833333333333
FKBP7	1.1905
DDOST	-0.08575
GPNMB	0.9745
TTF2	0.523833333333333
KCNT1	-0.0561666666666667
SLC39A14	-0.81425
NGRN	0.1779
GPR137B	2.5415
MECP2	-0.01325
PSMA1	-0.7985
C16orf73	-5.137
TMEM60	0.0801666666666667
CSN3	4.244
NOS1	0.154166666666667
RAB7L1	1.079
YBX2	1.0525
KIAA1166	-0.12225
FUBP3	-1.26766666666667
ABCG1	0.2255
ACACA	-0.545416666666667
ARL11	-0.1162
ATOH1	-0.317
ODF1	0.114
CREB3L3	-1.728
TMEM127	1.68285714285714
DSCAML1	0.127
PLN	2.534
LYPLA1	-0.544583333333333
PRDM9	-2.00225
SASP	-0.992
PLUNC	-0.00900000000000002
INTU	0.6785
HISPPD1	-0.73725
LNPEP	-0.571833333333333
YARS2	-0.406333333333333
APCDD1L	0.7065
ZCCHC4	-1.0934
FBXO22	-1.43083333333333
TTLL13	-0.371
ZNF669	0.4245
PTGDR	2.04125
DDX27	0.198
KIAA0409	-0.880166666666667
GJB6	1.9345
ASB8	0.61975
PLP2	0.143666666666667
MEPE	0.057
OR10J5	-0.045
KRT222P	1.23875
COQ7	0.373333333333333
C1orf101	1.17225
RERG	1.2431
CHMP5	0.1565
THAP11	0.000749999999999997
ZNF43	-0.112
ZRANB3	-0.6905
KRT13	0.23275
MRPL19	-0.34975
RBBP9	0.788125
SPATA17	1.4955
BXDC5	0.811
PAFAH1B1	0.0423333333333334
MAGEE1	0.54
OSTF1	0.1695
KIAA0323	-0.824333333333333
TXNDC13	1.22416666666667
CNTN4	1.613
LCE1B	0.8
UNQ501	0.242
ZNF154	-0.9365
C3orf64	0.92775
SYT5	0.157
PON1	-0.112833333333333
FLJ10357	0.151
ATP4A	-0.1955
GNPDA1	-0.741666666666667
MGAT1	0.7635
C14orf121	-0.152
SLC35B2	0.1005
MIER3	-0.0771666666666666
CHEK1	-2.09375
ZNF8	-0.466
TXNDC1	-2.00316666666667
CKB	-0.7881
RTN3	0.0177142857142857
FZD2	0.346833333333333
PART1	1.47675
PSMB6	-0.175
PCDHB8	-0.5885
PHC3	-0.1468
PPP1R8	-0.713833333333333
NOVA2	1.2815
TNFRSF11B	-3.86525
GOLPH3	0.67
UBLCP1	-0.321
SUHW3	0.19825
TTLL1	0.70675
OPN4	-0.1295
OR13G1	0.072
ZPBP2	-0.158833333333333
HSD17B11	-1.25425
C9orf50	-0.159
DHDDS	-0.4445
CTSW	1.0631
NEFM	0.680333333333333
MRPL28	-0.61325
SYN1	0.642166666666667
PIGV	-0.531666666666667
ZIM2	-1.0675
APBB1	-0.154
SND1	-0.33375
C1orf123	0.118166666666667
CHD3	-0.014
BHLHB8	0.09875
RNASE2	-0.2565
BCAP31	0.13975
SLC25A44	0.692833333333333
CHD6	0.1189
PIB5PA	0.123307692307692
SELS	-0.130125
LOC541471	-0.528875
FAT2	2.557
ZNF81	0.3775
OR4C16	0.5895
FLJ10081	-0.2833
LRRC4	0.458
CS	-1.10083333333333
N4BP2	-0.373375
IGFBP7	2.183
ZNF318	0.138
NDNL2	0.528625
ZNF609	-0.22475
SIRT4	-0.02
EXOSC10	-0.4355
ECE2	0.1515
OVGP1	-0.148
GTPBP3	-0.51925
PACS2	-0.343
C19orf36	-1.30633333333333
ARL4C	1.11
ATG4B	-0.48925
UBQLNL	0.8005
RHOXF2B	-3.4085
PLEKHG2	-0.397
GALR1	-0.9125
AQP4	0.379833333333333
HDAC7A	0.499166666666667
DCUN1D3	0.2195
OR8A1	-0.1785
CCRN4L	-0.21675
CBR4	-1.4485
KIFC1	-1.96
SLC7A14	-0.984666666666667
LHX5	-0.127
TRPC7	-0.0695
LPXN	-0.51375
SERPINA1	-2.120625
RPS13	-0.4649
BPIL3	-1.373
PRKAA1	-1.37875
FADS2	-0.1063
ENAH	2.2701875
PRO1768	0.196
APBA2BP	-0.991
LIPH	4.20766666666667
C3orf33	-0.59875
RCC2	0.148142857142857
ALDH1A2	-2.6958
RNF103	1.17625
AHCY	-1.373
ALG12	-0.1445
CCL17	1.82825
ZNF543	0.0541666666666667
ESRRG	2.2825
CNGA1	3.364
RDH5	-0.937333333333333
OTX1	1.9046
PTGFR	-0.826833333333333
CDR2	0.871625
SELE	2.93275
NLGN2	0.290333333333333
EXOSC9	-0.84625
ZNF566	0.183333333333333
KLRC2	-4.411
GPR12	0.7025
KIAA0196	0.6885
PDRG1	-0.12325
SSR3	-0.534857142857143
MSI1	-0.391
CST9	-0.042
CC2D1A	0.521
PLAGL1	1.29111111111111
ZNF778	0.218
RNF2	0.542
KLF6	1.64316666666667
THBD	0.939
tcag7.1314	1.516
NR5A1	0.00866666666666667
ABCD2	0.148
DNAJC7	-2.288
CLEC4C	0.0365
TM2D3	-0.232875
CCDC4	-0.21
PLAC2	0.78875
DCD	2.1835
FAAH	0.581625
POLA1	-0.41
TM7SF2	-2.33975
FLJ39822	0.234166666666667
FLOT2	0.257125
MAP4K1	-0.298
SRP68	-0.21925
C21orf74	-0.2665
ARPC5	1.618
LOC126075	2.15025
HECW2	-0.124875
ZDHHC4	-0.5255
ANKRD42	0.6317
PDE9A	1.40033333333333
ABCA8	1.46675
NDUFS2	-0.01275
UBR5	0.156875
BTBD16	-2.48225
LOC554174	0.1005
ZNF20	0.373
KIAA1843	0.614
WDR17	-0.510875
C15orf33	-0.029
RNF113A	-0.456
CAMKK1	-0.5003
CLCN2	-0.132
ANXA6	-1.398
LOC340069	-0.191
EMID1	0.67675
DPM3	0.710166666666667
ELA1	0.073
SLC25A13	-0.7428
KRT24	0.097
SMPD1	-0.375
TH	-0.198
COL6A2	1.87964285714286
ANKS1B	0.61525
GPR126	-1.3312
ZC3H12A	-0.838166666666667
TMEM47	1.09783333333333
C2orf51	-0.214333333333333
C1orf88	1.83266666666667
HSF2BP	0.03675
AKAP10	0.61
RPAP3	-0.5495
KLHDC8B	0.032125
STOM	-0.4699
MUPCDH	0.03475
C10orf72	0.758375
PLEKHA3	0.190083333333333
TCP11L1	-0.377
CWF19L1	-0.41175
SPEF1	0.886
YSK4	-1.7465
ELN	3.3652
SAMD8	-0.135666666666667
MPI	-1.844
MEPCE	-0.2883
ABCC3	-0.32025
NANOGP1	-1.959
KCNK17	4.69125
HLA-DMB	3.99716666666667
RRAGA	1.03675
ANGEL1	-0.8145
RBM32B	-0.2965
CPN1	-2.62375
MGC52282	-0.6151
HLA-A	1.18583333333333
OR9G4	-0.1295
EDNRB	-1.024875
SCD	-3.04407142857143
C14orf80	-1.30066666666667
BAGE2	0.0235
RABL4	1.00733333333333
RCVRN	-0.152
SHANK1	0.1765
NLRP7	-1.76975
CD226	0.6845
STAT3	0.73875
SYNJ2	0.1554
TPCN2	0.0738333333333333
WDR36	-1.11283333333333
MBD4	-0.174
ROBO1	-0.7192
ST3GAL6	-3.26525
SLAMF8	2.036
ATN1	0.6285
GPR141	0.3495
KRT36	-0.179
TPH1	0.786
DDX52	0.9985
ZSCAN29	-0.122666666666667
TRPT1	-0.438833333333333
DPEP3	0.79425
DENND4A	-1.10925
TSPAN16	0.0315
PTCHD2	-0.4245
LOC145814	-0.51975
CAP1	0.816666666666667
EIF5A2	-0.5822
NT5DC3	-0.830875
SEPT9	-0.629
SEZ6L2	1.149875
EGFLAM	2.939
VPS11	0.590125
NDUFB5	-0.565333333333333
CIDEA	1.69866666666667
IER5L	0.388
N6AMT1	-0.11925
FAM83C	-0.08375
OXR1	1.15425
IRX1	1.441
DGKB	-0.235
GCN5L2	-0.74225
MIR16	-0.28825
FBXW9	-0.35475
WDR4	-0.929333333333333
PDC	0.155
VPS33B	-0.74325
HEXB	-0.28775
FLJ32214	0.78225
TCEB3	-0.88975
CRLF1	1.5095
ABI3BP	2.18575
C8orf22	-3.54475
PYCR1	-0.632375
KIAA1706	1.3525
CDK5R2	0.774
WAS	0.4575
C12orf60	-0.94325
CCBL2	-0.104125
MADD	-0.657
C5orf34	-1.215
WDR42A	0.3825
KLF12	0.954125
HSPA1A	0.418
ITM2C	-0.753416666666666
DAPK2	1.848
LOC442590	0.2485
SUMF2	0.765375
CENPA	-1.875
TMED5	-0.51125
CDH6	-0.7653
BRP44	1.075125
THG1L	-0.9165
GABRA2	-1.92425
C14orf166	-0.61625
MYL1	-1.2665
TNFSF18	0.169
PAP2D	-1.0605
PPIB	-0.45775
KLHL4	-0.326875
SFN	-0.221166666666667
CCDC127	-0.3265
FRAP1	-0.8625
GOLGA5	0.64025
SDCCAG1	0.0845
MGC21675	-0.1855
C10orf95	-0.55375
KIAA1345	-0.0658333333333333
C1orf163	-0.1635
LACE1	0.112666666666667
OR10K2	-0.0705
CENPN	-1.55152
TMED2	-0.98775
UGT1A6	2.417
ANG	-1.06075
U2AF1	-1.01683333333333
CASC2	-0.128
NMT2	0.1875
OSGEPL1	-0.34425
DFNB31	-0.6605
SLC6A20	-0.028125
DKC1	-0.2015
FXYD4	-1.05775
WDR64	0.1575
MGC5590	0.083
CREBZF	-0.065
DAZ1	-0.62475
PRPSAP1	0.492
GCHFR	-1.78825
TTC7A	-0.2445
LOC196993	-0.348
UBD	1.50083333333333
S100A1	1.681125
RPL6	-0.00649999999999999
DNAJB6	0.2996
NAGS	1.2015
C2orf58	-0.3105
KERA	1.66316666666667
MT1X	-0.226
UBE2B	0.4544
KEAP1	0.351
MST1	-2.98025
OMA1	1.008
ABLIM2	0.9995
BCL2L13	-0.672916666666667
JAZF1	0.881333333333333
TMEM63B	0.2755
S100A8	-1.4778
ARFIP2	-0.84725
UROS	-0.6535
KHDRBS2	1.3715
POLQ	-1.891375
SOAT1	-1.6005
SPAG4	-2.15475
MRPS30	-1.679
LOC494141	-0.39675
OR2T11	0.203
ORAOV1	-0.5056
ZNF184	0.174333333333333
TCEB3B	-0.0955
ADAM21	1.1895
GDPD1	0.0605
SPINLW1	-0.55875
PRR14	0.314833333333333
KCTD9	-0.2544
NUDT3	0.058
KIAA1822	1.3273
HIST1H4K	1.2695
DFNA5	-1.4725
GABPA	-0.05475
C14orf44	0.015
POLB	1.1855
PTAR1	0.136
SEC31A	1.0121
TRIM58	-1.32675
TAS2R14	0.26
VPS8	0.27675
H1F0	0.408833333333333
PRKCB1	-2.00816666666667
UGT2A1	-0.1765
TOR1B	-0.04475
LSS	-1.39625
C2orf19	-0.055
HNRNPC	0.125642857142857
TMEM100	-1.1575
LOC116349	-0.19075
OR51M1	0.859
CCDC142	-0.982
ISG15	1.992
ZCCHC14	0.448625
CREBL2	0.401625
TGDS	-1.562
DC2	-0.367
CACNA2D3	-0.813857142857143
ZNF429	-0.756375
LYPD6	-1.67716666666667
SUCLG1	-0.304166666666667
OR51I1	-1.2175
MAGEH1	1.58325
PRPF40A	0.22
SMR3A	2.23
SPINK2	1.32275
THAP2	0.555
NPY5R	0.39025
IRF4	-1.29925
SPESP1	-1.3035
OR10S1	0.2045
DTD1	0.5215
TUBE1	-0.85725
DDX19A	-1.1805
PDPN	-0.543125
TMEM34	0.0800833333333333
MGAM	1.0105
COL3A1	6.38988888888889
GFM2	-1.1009
OR5A2	0.102
PSG9	-0.6595
ARHGEF11	0.591166666666667
IVNS1ABP	0.5613125
SIGIRR	-0.0105
DUSP19	-0.301125
DNAJC14	-0.4548
ACSS1	-0.8825
IL1RAPL2	0.4655
C4orf30	-0.88575
SEPT4	2.391
LANCL3	-1.254
SPAG17	0.617333333333333
PRDX3	-1.598375
HNF1A	-1.72
P4HA2	-0.138875
RFWD3	-0.121333333333333
MOV10	-0.80125
DNAJA5	-0.0112142857142857
LOC729440	-0.17825
LOC200383	1.0955
SMC2	-2.53825
MIXL1	-1.2255
TMEM9	0.9025
FAM86A	0.948
ZNF174	0.3508
MYH14	-0.73
CCR8	0.5665
VPS37C	0.670166666666667
GPATCH1	0.308833333333333
B3GNT8	2.294
TBX4	-0.4865
CNR2	0.5565
PCDH1	0.687
C5orf29	3.384375
OCIAD2	0.9555
PLCG2	1.795
KIAA0247	1.467875
HRH3	0.1991
CAPN13	4.165875
CCR1	-1.0448
MGC15523	0.182166666666667
UVRAG	-0.0698333333333333
DNAJA2	-0.634833333333333
ITGA2B	-1.19816666666667
CLDN5	3.148375
PTPRN2	-2.07628571428571
ZNF512	0.308333333333333
PSAP	0.784428571428571
CCDC140	-0.617
LRRC55	0.25375
CYP26C1	0.142
C8orf47	4.1975
LYN	0.868375
DUSP6	-0.327666666666667
TGFB3	3.673
ELK1	-0.237
PCDH11Y	-0.117166666666667
HGD	-3.206
C17orf58	-1.438
MYO3A	0.0745
SERPINE2	-3.63516666666667
AARSD1	-1.05675
C14orf73	-1.65275
ADAM33	0.11525
ZNF491	-0.0605
MAPK6	-1.11266666666667
TCN1	2.48133333333333
SLC24A6	0.386
UBE2R2	0.87375
H1FNT	0.35575
TATDN2	0.3855
LILRB1	1.02475
P2RY5	1.473
NUCB2	-0.31825
C2orf37	0.35425
SNX27	1.29033333333333
MTA3	-0.14
FOXO4	0.579
ID4	4.02633333333333
SOX5	-2.19116666666667
PXMP3	1.0705
