Hybridization REF	TCGA-A8-A09A-01A-11R-A00Z-07
SLC16A4	0.128083333333333
SRGAP1	1.50883333333333
VIP	0.3305
DUSP27	0.0631666666666667
LILRA1	0.4904
MC2R	0.388
MGC24103	-2.00475
MBTD1	-1.2115
FUT11	-0.473833333333333
USP33	0.1981
C15orf39	-0.83625
MAP3K12	-0.367125
PAAF1	-0.239333333333333
BARHL1	-0.795
FLJ16165	-0.386
PIWIL2	-2.92475
SYNE1	0.3135
CMTM4	1.402875
TSPYL1	0.7662
GUF1	0.929
TMEM157	-1.463
WDR44	0.57525
HIST1H3C	0.8045
DKFZp666G057	0.443
RNPEP	2.137
GAS2L2	-0.3925
ADH4	-5.13075
GRPR	4.68666666666667
FBXL17	0.89075
ZBTB10	1.34816666666667
Gcom1	0.573777777777778
HTRA1	2.0019
ZNF585A	0.14
SLC26A2	0.0878333333333333
OTOP3	-0.208
WISP1	2.47344444444444
ATP2B4	-0.49425
FLJ10769	1.33475
CRAMP1L	0.623875
CHST12	0.1705
RAB22A	0.865666666666667
TARDBP	-0.417928571428571
STAU1	0.55475
CRB3	2.25633333333333
MIG7	-2.6295
CHMP1A	0.192166666666667
ZNF160	0.1545
B3GALT6	-0.564375
BARX1	-1.31466666666667
C6orf167	-1.9976875
NXNL1	0.3325
DHX29	-0.422875
HADHB	0.4365
PLXNB2	0.1045
ILDR1	-0.77225
SLC15A3	2.742
GAS2	-3.22283333333333
C20orf69	-0.814
NUMB	-0.36525
TNIP1	-0.0425
MESP1	-1.345
PSKH1	0.692
NSFL1C	-0.085125
RHOG	-0.0525
HEY1	-1.0325
KNG1	-2.07171428571429
ITGAX	2.0745
LIN9	-1.20516666666667
CANT1	2.3775
XRN1	0.415142857142857
CCDC96	1.36766666666667
HEATR6	-0.358833333333333
GNG7	1.0275
RUNX2	1.144
SOX1	0.493833333333333
FCRL5	0.2966
ZNF99	-0.075125
FAM9A	-0.178
SNX22	0.208666666666667
MBNL3	-2.77966666666667
ODC1	-1.6425
ADORA2B	-2.15116666666667
NR2F6	0.74825
ZFYVE16	-0.426388888888889
SYNJ2BP	0.2894
POLE	-0.64525
E2F2	-1.720125
THRA	0.345333333333333
PTGES2	-0.483
HIP1R	0.340333333333333
TMUB1	-0.445333333333333
ENO3	-2.84725
RSPH10B	2.045
CXorf39	0.443625
IRGC	0.2335
GPR109B	-0.4765
FLJ13305	-1.327
LCE3A	-0.7715
TNFRSF18	-1.14183333333333
DET1	-0.1925
TRPM3	-0.00322222222222226
C16orf79	-2.336
FECH	0.0606666666666667
RAP2A	1.113
CRIP1	0.9465
AZIN1	0.68975
SLC7A7	3.27625
IL10RA	1.1176
TMEM64	0.124
CDC42EP4	1.9187
C16orf58	-0.3026
ARG2	-3.376
POU5F1P4	-4.715
FAM62B	0.78575
DNAH8	-1.44
ASH2L	0.663375
TSLP	-1.71166666666667
CNTNAP5	1.17383333333333
TMEM16C	5.4955
IFNA14	0.591
SLC1A3	0.445875
CABYR	1.11975
BCL7B	0.3193
NUDT13	-1.8485
C13orf28	0.2535
C1orf53	-0.94925
ARL6IP4	-0.1394
RPL35A	-0.97325
EMR3	0.46
RAB40C	0.68
SLC41A1	-0.691833333333333
LRCH1	1.10675
LY6G5B	-0.837
FAM124A	-0.4355
MGC10981	-4.124
CLIP3	0.4796
MAP4K2	-0.248666666666667
CHIC1	0.203
SULF1	4.333
C20orf30	0.355428571428571
PRDM5	-0.667875
ELOVL1	0.90475
C11orf48	-0.26425
SLC39A10	-0.09375
KCNV1	1.175
ACP1	-0.0143333333333333
ZMYM2	0.00662500000000002
B3GNT6	-0.266833333333333
C9orf69	0.75375
C2orf15	1.592
C20orf166	0.914
HSP90AA6P	-0.0255
EDG7	-0.6085
NEURL	0.902125
LPL	1.10566666666667
CLEC2D	0.0241428571428571
GRRP1	1.77316666666667
CD8B	-2.2731
HIST1H3D	0.420666666666667
SLC6A12	1.28475
FAM27L	-0.473
CD84	2.298
RASA1	0.0465
PHKG1	0.43
MAGEA11	0.5405
IMPA1	-0.2628
NPM3	-1.49125
RARRES1	3.639
SH3BP1	-0.044625
B3GNTL1	0.024
ARPC5L	-0.2325
KLHL26	0.646
SIM2	-1.6155
GJC1	0.365
C20orf194	0.81725
EXO1	-2.96975
SLC2A2	-2.65133333333333
LOC285074	-0.60525
LRG1	-2.86275
KIRREL	-0.0925
PIK3R1	1.152
C4orf34	1.76
MAF	-0.903722222222222
ADCY4	3.99333333333333
ZMIZ2	0.4699
SLC46A3	3.33533333333333
STAMBP	0.648
CCDC16	0.3675
MS4A12	-0.467
TCF20	0.26425
LRRC46	1.027
C20orf152	0.429333333333333
MRPS6	-1.23075
ABCB11	0.1995
KCNC2	1.5846
CDH19	-2.77433333333333
C9orf123	-0.212166666666667
SSH3	1.67275
LDLRAD1	-2.9505
CCBE1	-0.6395
ZNF135	2.061625
TAAR1	1.4135
WFDC12	0.114
CCDC42	-0.251
FLJ12529	-0.4365
PER1	-1.008
TIMM50	0.0221666666666667
SMARCAD1	0.0316666666666667
FAM26C	-0.125
TP53TG3	-1.61766666666667
SH3RF1	1.6368
LMCD1	2.3415
GPR63	-0.9985
FLJ21986	-1.852125
AIFM3	-0.732
MICAL1	-0.649333333333333
BLZF1	0.521333333333333
IQCA	1.37666666666667
PCDHGC3	-0.705
SAC	0.659
BCL6B	2.47766666666667
DDO	-0.7095
MARCO	3.88425
DCHS1	0.8535
C1orf170	0.5605
CD200R1	0.7035
C22orf15	-0.6405
SEPT11	0.308666666666667
ADNP	0.72475
UST	-0.7674
C13orf34	-1.06733333333333
RFFL	0.255428571428571
APBA3	-0.264
C2orf60	-0.509
CUTL1	0.1846
PMS1	-1.00142857142857
ZNF689	1.5305
EIF3E	-0.2055
IL9	-0.254666666666667
RPL31	-1.153875
LY9	0.408166666666667
ATP2B3	-0.0745
KDELR2	0.845541666666667
TFCP2	0.5445
NLRP12	0.31475
FLJ45422	-0.04875
TLE4	-0.4506
ZNF570	-0.145
FLJ43806	-1.092
TLK2	0.350625
CIR	0.46575
MARS2	0.134
COL24A1	1.798
SDF2L1	-0.3605
HIBADH	1.2195
IGFBP3	-1.52014285714286
C12orf23	1.5815
PSPC1	0.40025
C20orf43	0.82675
TRAV20	0.354
ARHGAP24	0.470375
KIAA1975	0.4205
C1QA	3.4277
DNTT	-4.53283333333333
C10orf6	-0.121666666666667
C11orf41	0.806375
HNRPF	0.33075
COL11A1	5.7865
UBAP2	-0.549666666666667
CDKN2AIPNL	-1.6965
C20orf174	3.98275
SPRED2	0.3825
PLA2G12A	0.228833333333333
ICEBERG	-3.054
SCN10A	0.51
C11orf65	-0.087
GBP5	4.909
PITPNC1	-0.135
POU3F3	0.4235
NCOA7	-1.001125
LIN7C	1.1084
LOC348840	-2.308
NKX2-2	-1.50866666666667
ANKRD13D	0.063125
LOC123688	-0.429
FUT2	1.76716666666667
TAAR8	0.226
FZD4	0.565333333333333
PNMA3	-1.3156
OR4L1	-0.251
WIT1	-2.854
EXOC3L	1.434
ATPBD4	-0.5799
KRBA1	-0.2765
UBXD6	0.75675
HOXB7	-0.421214285714286
C7orf23	-0.758
UNQ338	-0.08425
STAB2	1.56225
CDC20B	0.099
IRF9	1.58275
CENTG1	0.905583333333333
TNPO2	-0.86
MCPH1	0.19825
BMS1P5	-1.25125
SLC26A7	0.24775
HIST1H3J	-0.1925
C9orf3	0.4801
LBH	1.427
MYO1D	1.0915
PTDSS2	0.05325
NFU1	-0.25025
DEPDC4	-1.908
WNT7B	-0.2044
GLP2R	-0.471
SETD4	-1.1464
DYNLT3	-0.8979
FKBP11	-1.32933333333333
SESTD1	1.71683333333333
FLII	0.65925
RPS16	-0.3015
CHPF	0.462333333333333
CSNK2A1	0.188666666666667
SUMO1P1	-0.0665
FKBP6	-1.041
ZNF214	-0.649333333333333
TWIST1	1.39716666666667
DDX56	-0.569166666666667
TRAM1L1	2.0344
EPO	-3.48616666666667
MRPS18B	-0.872
ZNF682	-0.562666666666667
RPL14	-0.9115
MAFF	-0.91625
LOC51136	-0.341375
LY96	-0.33775
DDX20	-0.9225
ABTB1	0.312166666666667
ARL5A	0.4903
CCT6A	-0.99175
HEPACAM	-1.42033333333333
EHHADH	-0.735833333333333
RBAK	0.282833333333333
CGB1	0.94625
ITGB5	1.0515
YIPF3	0.13675
FKBP2	-0.35575
NR1D1	-1.0107
TMEM110	0.391
NEK2	-1.3375
PRAMEF8	-3.384
C20orf52	-1.147
PCDHGA3	1.141
VWA3B	0.6865
NDUFA5	0.3015
THAP9	-0.81875
FLVCR2	-0.333166666666667
AP1S1	-1.632375
SMAD6	-0.44375
SAV1	0.381875
SAT1	1.143375
ZNF251	0.341125
ADAMTS7	0.3051
RPP38	-0.20925
C1orf211	-2.8105
YPEL2	1.51585
RBMS1	0.117
ZNF445	-0.38
NRXN2	0.794
PGBD4	-0.368375
UGT2B28	-1.875
WBSCR16	-0.3401
NLRC3	0.5165
ASTL	-0.03275
ST6GALNAC1	0.00275
ZADH2	-0.3745
MLLT4	-0.1555
ARL6	-1.036
MEF2C	0.639
CBFA2T3	-0.957
AFF3	3.02621428571429
COG7	-0.249333333333333
MYB	-0.455833333333333
PLXNA3	1.336
XRCC2	-1.95383333333333
MMS19	-0.099875
ST8SIA5	-1.17385714285714
CHPT1	0.097
KIAA1712	-0.95475
OR6X1	-0.16
ACTR3	0.3015
UGCG	2.6205
OR4P4	0.3695
ZAP70	-2.64
LPP	1.183125
ZNF485	-0.19675
PTPRCAP	-0.1115
IL12RB1	0.761
ATRX	0.023
CHST8	-2.705625
C14orf109	0.37025
ARV1	-0.89825
NMB	-1.20271428571429
COX5A	-1.32483333333333
EIF6	-0.4045
MPPED2	-0.6365
SEMG1	-2.117
CHRDL1	0.818
TRAF3IP2	0.933
WNK2	-0.662625
LILRA4	2.78266666666667
LAMA2	4.84925
PXT1	0.532
RLBP1	-4.032
CD300C	0.6895
SLTM	0.02725
FLJ10404	-0.479857142857143
APOBEC3D	-1.84
RENBP	0.487666666666667
ATXN7L1	-0.34575
NID1	1.7865
TUBGCP3	-0.0955
ITIH5	1.06022222222222
CCDC110	2.6945
C8A	-3.5465
MGC87042	-0.46775
HOXC13	0.59375
TFDP2	-0.16
HCP5	1.379375
POLI	0.01475
UCN	-2.16833333333333
ZNF764	0.782333333333333
C8orf45	-0.6735
FHL3	-0.61275
SPATA5L1	-1.4075
MMRN2	3.43983333333333
NDST1	1.17183333333333
COL20A1	-0.830833333333333
ZNF248	-0.0565
PELP1	-0.6835
MBL2	-3.45416666666667
RNF41	0.596375
C5orf24	-0.06175
THOC5	0.310857142857143
SERINC3	0.89125
RP11-151A6.2	2.05375
CDCP2	0.00725000000000001
HIST1H2AA	0.86675
C11orf75	0.5905
FKBP7	-0.15425
DDOST	0.127
GPNMB	1.19083333333333
TTF2	-1.43116666666667
KCNT1	-0.109833333333333
SLC39A14	-0.677125
NGRN	0.9686
GPR137B	3.0005
MECP2	0.252625
PSMA1	-0.721
C16orf73	-5.528
TMEM60	-0.0558333333333333
CSN3	-0.334
NOS1	0.165833333333333
RAB7L1	1.55216666666667
YBX2	-0.49
KIAA1166	-0.637375
FUBP3	0.0925
ABCG1	2.546
ACACA	-0.596833333333333
ARL11	0.259
ATOH1	0.4405
ODF1	0.2098
CREB3L3	-2.10516666666667
TMEM127	1.99078571428571
DSCAML1	-0.02975
PLN	2.95766666666667
LYPLA1	0.8505
PRDM9	-1.42175
SASP	0.0625
PLUNC	0.374
INTU	0.521
HISPPD1	-2.12575
LNPEP	0.0336666666666667
YARS2	-0.250833333333333
APCDD1L	-1.366
ZCCHC4	-0.3014
FBXO22	-0.615333333333333
TTLL13	0.049
ZNF669	-0.588
PTGDR	2.97825
DDX27	-0.06975
KIAA0409	-0.5095
GJB6	0.48825
ASB8	1.53075
PLP2	-0.311
MEPE	0.227333333333333
OR10J5	-1.225
KRT222P	0.45075
COQ7	-0.210666666666667
C1orf101	1.12325
RERG	4.1715
CHMP5	0.364375
THAP11	0.67575
ZNF43	-0.641833333333333
ZRANB3	-0.852666666666667
KRT13	1.8525
MRPL19	-0.2075
RBBP9	-0.29125
SPATA17	0.677125
BXDC5	-0.409
PAFAH1B1	-0.00233333333333334
MAGEE1	-0.405
OSTF1	0.56275
KIAA0323	-0.111583333333333
TXNDC13	-0.578666666666667
CNTN4	2.98775
LCE1B	2.323
UNQ501	0.22075
ZNF154	0.74675
C3orf64	0.15675
SYT5	-0.431
PON1	0.6584
FLJ10357	-0.1375
ATP4A	-0.699
GNPDA1	-0.147333333333333
MGAT1	0.964
C14orf121	0.20475
SLC35B2	0.205
MIER3	-0.583666666666667
CHEK1	-3.60775
ZNF8	0.3205
TXNDC1	-0.532
CKB	-1.8517
RTN3	0.53
FZD2	-0.635833333333333
PART1	0.083625
PSMB6	-0.7995
PCDHB8	1.3555
PHC3	0.5892
PPP1R8	-0.584166666666667
NOVA2	1.29783333333333
TNFRSF11B	-4.856
GOLPH3	1.596
UBLCP1	-1.118
SUHW3	-1.1675
TTLL1	0.7345
OPN4	0.6475
OR13G1	0.8625
ZPBP2	0.0126
HSD17B11	-0.913125
C9orf50	-0.303
DHDDS	0.268785714285714
CTSW	1.1058
NEFM	-1.50583333333333
MRPL28	-0.159
SYN1	0.00816666666666664
PIGV	-0.221333333333333
ZIM2	-1.21825
APBB1	-0.230166666666667
SND1	-0.116
C1orf123	-0.681666666666667
CHD3	0.1035
BHLHB8	0.36425
RNASE2	-0.0686666666666667
BCAP31	1.08175
SLC25A44	0.580833333333333
CHD6	0.83
PIB5PA	2.47376923076923
SELS	1.0005
LOC541471	-1.316375
FAT2	2.463
ZNF81	-0.4005
OR4C16	0.4005
FLJ10081	0.8262
LRRC4	1.003
CS	0.582
N4BP2	0.524875
IGFBP7	2.62825
ZNF318	-0.220833333333333
NDNL2	0.2425
ZNF609	0.4395
SIRT4	0.223
EXOSC10	-0.85675
ECE2	-0.186363636363636
OVGP1	-0.0455
GTPBP3	-1.30675
PACS2	0.4982
C19orf36	-1.92166666666667
ARL4C	-0.054625
ATG4B	-1.0435
UBQLNL	-0.9705
RHOXF2B	-3.5435
PLEKHG2	-1.052
GALR1	0.329
AQP4	0.695666666666667
HDAC7A	0.000666666666666672
DCUN1D3	-0.02575
OR8A1	0.89
CCRN4L	0.93
CBR4	-1.04383333333333
KIFC1	-2.729
SLC7A14	-1.4116
LHX5	0.4
TRPC7	-1.588
LPXN	-0.404
SERPINA1	-2.404375
RPS13	-0.5814
BPIL3	-0.443
PRKAA1	-1.88175
FADS2	0.5749
ENAH	0.392125
PRO1768	-0.314
APBA2BP	0.94
LIPH	3.39233333333333
C3orf33	0.067
RCC2	-0.502571428571429
ALDH1A2	-2.5573
RNF103	2.538
AHCY	0.1135
ALG12	1.064
CCL17	1.25975
ZNF543	1.50616666666667
ESRRG	0.9391
CNGA1	-0.50025
RDH5	-1.02383333333333
OTX1	-0.5047
PTGFR	-2.1996
CDR2	0.1565
SELE	3.57625
NLGN2	-0.724166666666667
EXOSC9	-1.08475
ZNF566	0.3084
KLRC2	-3.557
GPR12	0.6175
KIAA0196	1.855
PDRG1	0.3055
SSR3	-0.334
MSI1	-0.638
CST9	2.2175
CC2D1A	-0.490125
PLAGL1	-0.178111111111111
ZNF778	0.0015
RNF2	-0.113
KLF6	1.0035
THBD	1.13083333333333
tcag7.1314	0.4805
NR5A1	-0.3115
ABCD2	-0.067
DNAJC7	-1.404
CLEC4C	-0.174
TM2D3	0.611625
CCDC4	-0.5015
PLAC2	0.01975
DCD	0.3705
FAAH	1.944125
POLA1	-1.041
TM7SF2	0.205125
FLJ39822	-0.376833333333333
FLOT2	0.086625
MAP4K1	-0.520666666666667
SRP68	1.173625
C21orf74	1.89
ARPC5	0.3475
LOC126075	0.495
HECW2	0.737333333333333
ZDHHC4	-0.329
ANKRD42	1.3533
PDE9A	-0.302333333333333
ABCA8	1.40075
NDUFS2	0.1945
UBR5	-0.311125
BTBD16	-3.65025
LOC554174	1.129
ZNF20	0.257
KIAA1843	-0.392
WDR17	-0.408142857142857
C15orf33	-0.8825
RNF113A	0.1335
CAMKK1	-1.0224
CLCN2	-0.958
ANXA6	-0.0185
LOC340069	0.421
EMID1	0.52225
DPM3	-0.788833333333333
ELA1	0.3765
SLC25A13	-0.3502
KRT24	4.92475
SMPD1	-0.0871666666666667
TH	0.27925
COL6A2	1.24421428571429
ANKS1B	0.275
GPR126	-1.6483
ZC3H12A	0.00616666666666668
TMEM47	0.8055
C2orf51	-0.747833333333333
C1orf88	1.46783333333333
HSF2BP	0.918
AKAP10	0.12825
RPAP3	-0.1145
KLHDC8B	0.721125
STOM	0.8411
MUPCDH	-0.49625
C10orf72	0.366875
PLEKHA3	1.074
TCP11L1	0.25625
CWF19L1	0.01
SPEF1	0.184916666666667
YSK4	0.408666666666667
ELN	2.104
SAMD8	-0.140666666666667
MPI	-0.456833333333333
MEPCE	-0.4273
ABCC3	-0.28325
NANOGP1	-5.343
KCNK17	2.565875
HLA-DMB	4.13133333333333
RRAGA	0.651
ANGEL1	-0.47475
RBM32B	-0.629
CPN1	-3.53175
MGC52282	-0.8636
HLA-A	0.947416666666667
OR9G4	0.178
EDNRB	-1.116
SCD	-0.365
C14orf80	-1.54266666666667
BAGE2	0.7985
RABL4	0.216833333333333
RCVRN	-0.204
SHANK1	0.891
NLRP7	-3.5185
CD226	1.40475
STAT3	1.41375
SYNJ2	-0.1597
TPCN2	0.232666666666667
WDR36	-1.5525
MBD4	-0.84
ROBO1	-1.0177
ST3GAL6	-2.7575
SLAMF8	3.67483333333333
ATN1	0.466166666666667
GPR141	0.481
KRT36	-0.0705
TPH1	0.5
DDX52	-0.51725
ZSCAN29	-0.298
TRPT1	0.180333333333333
DPEP3	0.638
DENND4A	-0.817375
TSPAN16	-0.338
PTCHD2	-0.5125
LOC145814	-0.9945
CAP1	0.956
EIF5A2	-0.712
NT5DC3	-0.909875
SEPT9	-0.115875
SEZ6L2	-0.34125
EGFLAM	3.439
VPS11	0.50775
NDUFB5	0.1025
CIDEA	4.11733333333333
IER5L	1.126
N6AMT1	-0.202
FAM83C	-0.585
OXR1	0.775916666666667
IRX1	1.2945
DGKB	0.117333333333333
GCN5L2	-1.01675
MIR16	0.2245
FBXW9	-0.47425
WDR4	-2.07666666666667
PDC	0.276
VPS33B	-0.01425
HEXB	-0.0365
FLJ32214	0.4895
TCEB3	-0.35725
CRLF1	-1.5035
ABI3BP	1.25425
C8orf22	-4.19675
PYCR1	0.7985
KIAA1706	0.21525
CDK5R2	0.5225
WAS	0.1175
C12orf60	-1.14933333333333
CCBL2	-0.21775
MADD	0.48675
C5orf34	-2.36
WDR42A	0.6003
KLF12	-0.0475
HSPA1A	3.5935
ITM2C	-0.739666666666667
DAPK2	0.877166666666667
LOC442590	0.187
SUMF2	0.402
CENPA	-1.73553846153846
TMED5	-0.058
CDH6	-0.7991
BRP44	0.62
THG1L	-1.19625
GABRA2	-2.19866666666667
C14orf166	0.1705
MYL1	-1.45833333333333
TNFSF18	1.238
PAP2D	-1.1665
PPIB	-0.5925
KLHL4	-0.136125
SFN	0.0553333333333333
CCDC127	1.14775
FRAP1	-0.03025
GOLGA5	0.66875
SDCCAG1	-0.15725
MGC21675	0.154833333333333
C10orf95	-0.9755
KIAA1345	0.0678333333333333
C1orf163	-0.762
LACE1	-1.18433333333333
OR10K2	-0.087
CENPN	-2.44568
TMED2	1.54475
UGT1A6	-2.163
ANG	-1.29825
U2AF1	-1.37383333333333
CASC2	-0.307333333333333
NMT2	-1.17083333333333
OSGEPL1	-0.26775
DFNB31	-0.797
SLC6A20	0.131
DKC1	-0.4815
FXYD4	-1.547
WDR64	0.924
MGC5590	0.1635
CREBZF	-0.488833333333333
DAZ1	-0.0409999999999999
PRPSAP1	0.63575
GCHFR	-0.86325
TTC7A	-1.08
LOC196993	0.29025
UBD	1.51116666666667
S100A1	-1.06975
RPL6	-0.000166666666666667
DNAJB6	1.125
NAGS	0.8094
C2orf58	-0.046
KERA	1.36733333333333
MT1X	-0.7802
UBE2B	1.1533
KEAP1	0.11425
MST1	-3.513125
OMA1	0.268
ABLIM2	1.889
BCL2L13	0.194583333333333
JAZF1	-0.301166666666667
TMEM63B	1.3995
S100A8	-1.1899
ARFIP2	0.9705
UROS	0.459
KHDRBS2	-1.1205
POLQ	-3.361375
SOAT1	-0.75625
SPAG4	-1.69475
MRPS30	0.744166666666667
LOC494141	-0.79
OR2T11	0.2425
ORAOV1	-0.704
ZNF184	-0.543333333333333
TCEB3B	1.636
ADAM21	-0.2765
GDPD1	0.9245
SPINLW1	-0.51
PRR14	0.211833333333333
KCTD9	-0.8097
NUDT3	0.405
KIAA1822	0.7021
HIST1H4K	1.0255
DFNA5	-1.187
GABPA	-0.4425
C14orf44	1.45775
POLB	1.177875
PTAR1	-0.861
SEC31A	0.4125
TRIM58	-2.099
TAS2R14	0.4545
VPS8	0.909125
H1F0	0.0395
PRKCB1	-2.181
UGT2A1	-0.103
TOR1B	-0.40125
LSS	0.05275
C2orf19	0.395
HNRNPC	-0.00271428571428574
TMEM100	-0.322666666666667
LOC116349	1.34625
OR51M1	-0.4545
CCDC142	-0.0825
ISG15	0.0149375
ZCCHC14	-0.0185
CREBL2	1.1475
TGDS	-0.729
DC2	0.1185
CACNA2D3	-2.37764285714286
ZNF429	-0.931625
LYPD6	-0.570833333333333
SUCLG1	0.481166666666667
OR51I1	-1.6135
MAGEH1	1.85375
PRPF40A	-0.513
SMR3A	0.4465
SPINK2	-1.39625
THAP2	0.115875
NPY5R	-0.767625
IRF4	-2.01725
SPESP1	1.7945
OR10S1	0.3635
DTD1	-2.00325
TUBE1	-0.64675
DDX19A	-0.5405
PDPN	-0.9675
TMEM34	0.648583333333333
MGAM	0.404666666666667
COL3A1	6.27427777777778
GFM2	-0.594666666666667
OR5A2	0.0645
PSG9	-0.833
ARHGEF11	0.5705
IVNS1ABP	-0.217625
SIGIRR	0.131
DUSP19	-0.53575
DNAJC14	0.9121
ACSS1	1.566625
IL1RAPL2	1.496
C4orf30	-0.24975
SEPT4	2.598
LANCL3	-2.48775
SPAG17	1.17683333333333
PRDX3	0.852875
HNF1A	-2.118875
P4HA2	-0.45525
RFWD3	-1.00366666666667
MOV10	0.03125
DNAJA5	0.564
LOC729440	-0.0715
LOC200383	0.886875
SMC2	-2.79375
MIXL1	-2.11333333333333
TMEM9	1.08475
FAM86A	1.2005
ZNF174	0.4291
MYH14	-0.8595
CCR8	0.4885
VPS37C	1.50816666666667
GPATCH1	0.338166666666667
B3GNT8	2.536
TBX4	-0.000499999999999987
CNR2	0.1675
PCDH1	0.211
C5orf29	3.602125
OCIAD2	0.5965
PLCG2	0.46325
KIAA0247	1.91475
HRH3	0.3182
CAPN13	2.874375
CCR1	-0.2258
MGC15523	0.576333333333333
UVRAG	1.1055
DNAJA2	1.15583333333333
ITGA2B	-0.954833333333333
CLDN5	3.660625
PTPRN2	-2.02928571428571
ZNF512	0.4335
PSAP	1.41021428571429
CCDC140	-1.588
LRRC55	-0.129333333333333
CYP26C1	0.2495
C8orf47	0.50125
LYN	-0.138625
DUSP6	-0.819833333333333
TGFB3	3.98853333333333
ELK1	0.3409
PCDH11Y	-0.1518
HGD	-0.158
C17orf58	1.79075
MYO3A	-0.1755
SERPINE2	-3.65483333333333
AARSD1	-0.361
C14orf73	-1.87925
ADAM33	-0.28325
ZNF491	-1.055
MAPK6	-1.47266666666667
TCN1	0.909166666666667
SLC24A6	0.9565
UBE2R2	0.187
H1FNT	-0.08125
TATDN2	0.4945
LILRB1	1.525
P2RY5	1.2795
NUCB2	0.95675
C2orf37	0.64775
SNX27	1.327
MTA3	0.45175
FOXO4	0.441125
ID4	1.59416666666667
SOX5	-2.081
PXMP3	1.19925
OR52M1	0.059
SFT2D3	0.758125
INA	-3.535
MCOLN1	0.86275
NFIX	0.0474
CLEC14A	5.32883333333333
HIBCH	-0.356166666666667
PLA2G5	1.426
TIMM10	-0.905333333333333
MED17	0.2881
COL4A4	0.252
TPP1	0.360833333333333
GJA3	-1.653
TMPRSS5	-2.25375
AADACL3	0.173
DNMBP	-0.342
ENPP5	4.43283333333333
NQO1	0.0278
ZSCAN2	0.470625
SEC24C	0.202
GTF2A1L	0.964
AXIN2	1.2663
FAM33A	-0.626083333333333
C16orf13	-0.30125
SPNS2	0.72275
TAF1	-0.302
AP1G2	0.138333333333333
RBM42	-0.398333333333333
HCN2	-0.143
EFHB	1.00483333333333
RUSC1	0.683
GRIK5	0.3275
USP21	-0.222666666666667
ATAD3C	-0.03225
ORMDL2	1.303625
PRSS7	-3.94325
PSAT1	-5.10175
FLJ13195	-0.856833333333333
TBC1D1	0.636666666666667
IFNG	2.8205
OTOS	0.443833333333333
ZNF773	0.920333333333333
EMD	-1.2785
RETN	-0.41175
CCL8	3.835
APH1A	1.276625
COX18	-0.264
GTF2IRD2	-0.82075
CCDC82	-0.85125
PAFAH2	1.2309
NPEPL1	-0.5093
RP11-114G1.1	0.359
TP53INP1	0.52125
ZNF300	0.0448333333333333
FOXL2	-2.75
LARP2	-0.03525
LATS1	-0.085
HTR6	0.7095
SPOCK2	1.05516666666667
RNF144B	2.34016666666667
HTATIP2	0.33775
MGC10334	-0.407166666666667
CENTA2	2.024
FGF2	-0.939
FXYD7	-0.56125
PHYHIPL	-1.99728571428571
GPR34	5.2125
DDX6	0.124166666666667
OR10W1	0.0895
LHFPL1	0.223
ZNF313	-0.168071428571429
VPS28	0.572
AP3M1	0.6154
AKR1CL2	-0.39125
TRAF4	0.21625
OR2B11	0.2515
C19orf12	0.694666666666667
AKAP9	2.1145
C1orf62	-0.0466666666666667
SLC20A1	0.0513
FAM112A	0.21925
LDB2	1.438375
MRPS23	0.22625
KLK5	3.57475
SPTB	-0.2137
EFEMP2	1.26075
EFNB2	3.161875
PCM1	-0.431428571428571
NMNAT3	2.30775
TSG101	1.29766666666667
C8orf40	1.67033333333333
NOB1	-0.9995
ABHD3	-0.45975
GTF3C4	-0.469625
PIGN	0.4605
GALNTL1	0.2435
AEBP1	2.76675
OR9Q1	0.3775
ANKRD2	-0.109875
CCL28	-1.14475
TRIM38	0.751166666666667
TMCC1	-0.181666666666667
SMG5	0.29625
LRRC7	-0.2565
NCAPD2	-0.9675
C6orf153	-0.48
C1orf74	0.63775
OTUD6A	0.1425
DCP2	-1.05133333333333
TMEM24	-0.734
RPL18	-0.827666666666667
TMEM177	-0.161
LRRC37A3	0.768
C1D	-0.909
LDHC	-2.81875
UBE4B	0.0666666666666667
NIT1	0.693142857142857
BTN3A3	0.95975
RASD1	2.313
COMMD3	0.26625
SHFM1	-0.34125
BIRC8	0.937
DUT	-2.158
C12orf51	1.4705
LRRC59	-0.0636666666666667
LY6H	0.08475
WDR22	0.492
EDEM1	0.540714285714286
ADH1A	3.6405
PANX2	0.1257
CYP11B1	0.6275
CDC73	0.15825
GPR172A	0.8115
GSTM3	2.49315384615385
KCNA5	0.446625
SERAC1	0.940833333333333
NFATC2	-0.455
ANAPC5	-0.3711
C15orf24	0.301
NFATC2IP	-0.246583333333333
TNRC6C	1.8855
MGC102966	0.239375
FGD5	1.23916666666667
MED9	-0.30025
RAB13	0.214666666666667
C15orf49	0.024
CRYGS	-0.7138
C12orf53	-0.4943
LOC283693	-0.329
COX6B2	-0.316125
PHF14	0.059625
FAM3A	0.074625
RPL13	-1.0318
PRDX2	-0.7942
FLJ34047	-1.44625
PRMT3	-0.1575
KCTD19	-2.3885
TRIM10	-0.644333333333333
MGC26597	0.1326
GCNT4	0.34475
GPRASP1	1.475
CDKN1C	-0.445166666666667
RHBDL2	0.4434
HSPH1	1.20425
AQP1	3.315625
COL17A1	2.5353
GFAP	0.5245
CDC16	0.11675
KIAA1614	0.4255
