Hybridization REF	TCGA-B6-A0IN-01A-11R-A034-07
STARD3	-0.049
VPS39	0.172625
CTAGE6	1.1035
ODAM	-1.78575
MORF4L2	-0.500875
GSTO2	1.43
MTFMT	-1.4565
PRKAB2	-1.28435714285714
ZNF76	-0.142166666666667
HSPB2	4.741
CRB2	-0.119
KLRK1	-1.996
LYST	0.375375
UBE2M	0.0855
SLC16A9	0.0705
ZNF281	0.1385
ST8SIA1	-1.022625
C9orf105	-0.705
ANKRD46	1.21125
FAM108A3	0.7025
C20orf91	1.4215
ZYX	-0.243
RSPH1	3.54
ZSCAN5	1.31625
RIMS3	0.7125
KRT76	-0.0255
CEACAM4	1.0478
SIRPB1	0.43275
CFHR4	0.673
SOX3	0.482166666666667
GATAD1	-1.267875
C21orf57	-0.94425
TMC8	-0.281
AVIL	1.02916666666667
LMOD1	3.584
HIGD1A	-0.5125
NEU3	-0.232666666666667
DES	0.868
BZW1	1.5276
ZNF221	-0.951
CCDC27	0.51
GDAP1	0.174
RBBP4	1.26525
MGC40499	0.3075
PHKA1	-1.051875
PRKAR1A	-0.192777777777778
HSD3B1	0.483333333333333
RAD52	-1.546
CD207	2.4935
LOC389791	0.495
RSPO1	0.787166666666667
TMEPAI	2.54125
MFSD2	-0.183125
ETV4	-2.70616666666667
SCGN	3.036
LOC391356	0.21925
MPP1	-1.596375
STARD3NL	0.09475
TFAP2D	-3.118
CD2AP	1.332375
CCL20	-4.51516666666667
CCDC86	-2.05
ZFP30	-1.07475
CTBP1	2.17933333333333
MAK10	-0.600666666666667
STXBP5	-0.7655
LOR	0.9399
MAP6D1	0.014625
ARMC7	0.528
TMEM150	0.5682
NSL1	-0.59375
KIF5A	-0.624375
ASCC2	-0.362666666666667
PSENEN	0.2
OPTC	0.403
FCRL2	0.0788333333333334
KBTBD11	-1.097125
PCK1	0.0885
CENTD3	-0.00899999999999999
MEGF8	0.500625
ALPPL2	0.48125
OBFC2B	-0.763666666666667
ZFYVE20	0.15325
GALC	1.38866666666667
CTRB2	0.56825
C20orf71	0.905
TBKBP1	1.09033333333333
CAMLG	1.059625
TREML4	-2.056
RSAD1	0.26525
TUBA3D	-0.6832
KIAA1833	0.584375
PNPLA1	1.38
LRRC34	-0.748166666666667
CDH26	-1.74466666666667
ZNF167	-0.715333333333333
ZBTB26	-2.0613
VWF	4.554625
VTN	-0.498166666666667
BAD	1.27575
PDS5B	1.02154545454545
ZNF644	0.319833333333333
SH3GLB2	-0.573375
SMPDL3A	1.0873
NRG2	-0.622
IL15	-0.212666666666667
GABARAPL1	-0.267666666666667
LAT2	-0.0457777777777778
SLCO1A2	-1.64783333333333
LIG4	-0.9375
GSDMDC1	0.178
BMP4	-1.789
METT10D	-0.17725
SYCE1	0.2705
SPANXD	-5.56875
SLC12A9	-0.430666666666667
MC1R	-0.601
RNF168	-0.4175
TRIM69	0.87425
GALNT7	1.50083333333333
ISG20L2	0.04775
KIAA2026	0.1375
TNFAIP8L1	-0.144
DPY19L2	-0.832
C12orf63	1.899
PRDX5	0.166
MED6	-1.51475
TXNDC5	-1.000125
CD46	1.0125
CCK	1.8505
C17orf48	-1.184
ANUBL1	0.82275
SIT1	0.683333333333333
TYSND1	0.108833333333333
DEF6	-0.138333333333333
GLT8D4	0.02925
UTP14A	-0.128
RPH3AL	2.83625
NXF1	-1.06
TRERF1	-1.09416666666667
TUBB3	-0.4854375
SLC24A2	1.204
SEC22B	1.254
ZNF653	0.08875
GGTL3	-1.33575
CDKL2	2.06425
CTF8	-1.161
EPC1	1.0025
CYP4A11	-0.0345
THRSP	4.5725
LELP1	0.7366
TES	0.861125
C17orf87	1.7635
FERD3L	0.381
SH3TC1	0.3415
RAB36	-0.4075
CRYGB	2.004
GRIA3	1.254
BHLHB9	2.77325
C1QTNF9	1.89675
GOPC	0.123375
PNPLA8	-0.655666666666667
ZNF444	2.59575
FMO1	4.1835
POLR3C	-0.341
SLC35F3	-0.14975
SGCG	-2.29883333333333
DCDC2	-0.542833333333333
NANP	-1.454
MGC23270	-1.672
BEX4	0.124416666666667
HYDIN	0.995666666666667
RPS6KB2	-2.08025
ADRM1	-0.0329166666666666
BAT3	-0.35775
RAB31	1.312125
SCGB2A1	3.31825
SLC6A14	-5.211625
DDX4	-0.29575
PRRC1	0.9445
AP3B2	0.495833333333333
TRGV7	0.3368
TMEM184B	0.70225
ADPRHL1	1.72733333333333
C21orf45	-0.432625
ARNTL	0.036375
AADAT	-0.307125
CCL2	2.30533333333333
SNTB2	-0.0205
RGS9BP	-1.195
KPNA1	0.8845
TMEM41B	-0.276833333333333
S100A11	0.150916666666667
DOT1L	-1.655
EFHC2	-0.358875
CLTC	-0.592166666666667
SRP9	-0.0669285714285714
ZNF521	-0.1325
FAM26F	-0.22325
GPR88	0.5526
COL13A1	0.144166666666667
CHMP4B	0.324
SIGLEC6	0.00749999999999999
NFAM1	0.344625
PVRL2	1.166
ALKBH4	-0.3705
CCDC93	-0.3668125
NXT1	-0.024
KCNK4	0.4225
TROAP	-1.461
KCNA10	0.08575
CCDC114	0.216833333333333
RAN	-0.948333333333333
LMTK2	-0.926
LOC400657	-0.831
UFC1	0.68675
UBE1DC1	-1.295
EEF1A1	-0.743111111111111
CHAC1	0.111
HMGA2	-5.1855
B3GALTL	-1.064
ING2	-0.6015
C1orf109	-0.2845
INTS3	1.360375
ZNF558	-0.75625
TRPM4	1.94866666666667
LTB4R	-1.274
ISYNA1	-0.5235
LSM7	-0.1105
LRRC47	-0.5198125
ZNF179	-2.1435
EXDL1	1.32433333333333
SLC4A10	-0.459375
ACSS2	-0.813666666666667
COPS7B	-0.482
KIAA0040	0.901833333333333
C1orf95	null
AP1GBP1	-0.061
OR9A2	-0.4015
FAM71C	-0.242
RIN1	-0.853
ITGA4	-1.75075
DNAJC6	0.3426
CLOCK	1.373
SLC35A4	0.590333333333333
DSG4	0.354
LOC26010	-0.73725
NSUN2	-0.8785
TMEM86B	0.0752
C14orf135	-0.36925
KIFC3	-1.39916666666667
PHF5A	-1.0445
NCAPH	-2.027
STK11IP	-0.4125
FLJ42953	0.308375
CCDC19	1.02633333333333
ZNF329	-0.27825
TAX1BP1	1.24833333333333
ZDHHC18	-0.550833333333333
C10orf88	-0.402
TMBIM4	0.5842
NMUR1	0.8825
KIR2DS4	0.945
C9orf90	0.812375
MGC87631	1.192
KDR	4.0907
ST3GAL2	-1.420125
RLN2	-0.300333333333333
HPD	-2.20275
MOXD1	-1.54333333333333
PDGFRL	1.78616666666667
SMYD4	-1.76357142857143
FAM103A1	-0.1695
MFAP4	-0.442166666666667
LOC285141	2.62725
TMEM45B	-3.958375
SMCR7L	-1.09557142857143
GZMH	3.12925
CBLN1	-1.29716666666667
CNNM1	-1.572
PHF17	-1.1035
NUP98	-0.867166666666667
RMI1	-0.45875
PTPRS	0.54725
ANKRD57	-1.03585714285714
CLDN15	-0.284333333333333
OR51A2	0.181
GUCA2B	0.528
DOCK9	2.04475
ITGB1BP1	-0.776333333333333
DLG2	1.07
BRAP	-0.2965
SESN3	-0.3425
ZC3H7B	-0.04975
FAM101A	0.584
FKSG24	0.432
ZYG11B	-1.017
RFC2	-1.68725
SH2D3A	0.707833333333333
DVL3	-0.617333333333333
ADFP	-1.2435
KRIT1	-1.19175
SERTAD3	3.85066666666667
LEFTY2	-2.3705
KRT27	2.2685
SCFD2	0.363
MN1	-0.583
RORA	1.23425
PTPRD	0.48
PIAS2	-0.184833333333333
CYP4X1	1.94833333333333
FBXL15	0.03975
MYH15	-1.1066
CRX	-0.547833333333333
TBC1D13	0.83275
SLC22A17	-0.209166666666667
PLK2	1.17816666666667
ARHGAP9	1.66825
EIF1B	-1.27225
C20orf185	0.292666666666667
DEFA7P	0.3635
PRIM1	-2.964
CRYAA	-2.60075
BACE1	0.6695
AGTRL1	1.19366666666667
ACAD9	-0.0235
GRASP	1.71325
RBP4	-1.25966666666667
TFB2M	-0.74475
METTL9	-1.0608
ATP5O	-0.4105
SP100	0.5698
CPSF1	-0.8925
S100A4	-0.7175
LIME1	-0.235
GPR137C	-1.5135
OR2A2	1.132
C2orf29	-1.064
NUP188	-0.95
SDPR	0.669
RAI1	-0.01575
RPS20	-0.5853
LAMB1	-0.29875
ADM2	0.606333333333333
ZNF229	1.2905
DKFZp434K1815	-1.689375
EPN3	3.54166666666667
CLIC3	-1.175
MEIG1	-0.23875
HMGB4	-0.639
STARD10	3.08225
KLF8	3.628
EPB41L2	-0.713166666666667
JMJD6	-0.641875
CTSL1	-0.0571666666666667
GPR27	-0.0865
ELAVL4	1.183625
MMP21	0.447
PPM1B	-0.142
SUV39H1	-1.51575
AAMP	-0.27825
TUSC4	0.3595
MBD6	0.09375
KLK13	-1.963
FMNL3	0.0875
TRIM13	0.41475
C15orf5	0.27675
IQCF1	-0.0895000000000001
CACNG8	0.0795
SLC35D3	0.655166666666667
ZDHHC9	1.3455
ODF3L1	-0.0382500000000001
C9orf86	0.0264
TSEN2	-1.415
C17orf64	0.02025
SEPX1	0.5167
TSPO	0.769
SYMPK	0.865
ADORA1	0.14475
TSPAN10	1.8435
SEMA6C	0.540666666666667
RTTN	-1.0345
IL2	1.1032
ARRDC3	-0.1375
TBPL1	-0.872166666666667
STX12	0.7565
MRPL39	-0.50225
OR8H3	1.748
IFIT5	1.16166666666667
CASC5	-2.28225
FAM46A	-0.865166666666667
HPCAL1	-0.952625
CYLC1	-1.457
VGLL2	0.265285714285714
C20orf191	-1.0705
CDH1	3.12066666666667
ITPA	-0.15425
CCDC101	-0.02675
D15Wsu75e	0.118
EDA	0.3935
CREG1	-0.378
OR7G2	0.8475
SAP18	1.14091666666667
IFIT1	0.2675
CALML3	1.64133333333333
FLJ37440	1.2805
FNDC5	0.037
SERPINB6	-0.173714285714286
JUNB	1.8729
SYS1	0.66475
SCN2A	0.282
ZKSCAN5	-1.4775
WNT7A	0.332166666666667
TSHZ3	2.15
RNF148	-0.38375
H6PD	-0.381125
CAD	-1.31216666666667
ZNF449	0.16325
DOCK10	-0.164
FAIM2	0.248833333333333
HEXDC	-0.01125
PRB1	0.30225
C14orf148	-0.496
ETHE1	1.01
IRF5	1.9895
GNMT	0.456
MGC16291	-2.093625
RPAIN	-0.4245
CAGE1	1.4375
CNTNAP3	-2.52
ACTR1B	-0.26025
EEF1E1	-1.4685
MSX1	0.0215
ESF1	-0.1807
HSPC171	0.51625
MRPL2	-0.563166666666667
RDH12	0.0791666666666667
CELP	1.375
METRNL	-0.66625
C10orf116	5.0005
C19orf48	-1.53475
ZNF346	-0.671625
NCR1	-1.0765
C10orf64	-0.391
CD52	2.9805
VPS18	3.204
AP4S1	-0.435333333333333
NPBWR1	2.001
TPK1	2.5525
UBA52	-0.624444444444444
RIPK1	1.01583333333333
CPNE3	0.2487
HSPC159	0.382625
C8orf38	-0.301
LRRC4B	-1.614
PARP10	1.0866
ANKRD50	0.8215
CXCL9	7.20975
FGF18	1.78472727272727
EIF2A	-0.750125
SLC20A2	0.965666666666667
KIAA1549	-0.55425
SPINT1	1.7722
ZNF584	0.044
CRBN	-0.7375
ABCF3	0.208666666666667
NCBP1	-0.754166666666667
PLA2G4F	0.820833333333333
PCDH10	-1.112
TTC21A	0.299
C20orf144	1.5405
FGFR1OP2	-0.664666666666667
SLC9A1	-0.0318
CHRND	0.608
FOXF1	-1.2745
KIAA1467	4.55625
TPO	1.863
LTF	1.55661538461538
DNAJB9	-0.3465
MRPS27	-1.067
bA16L21.2.1	-1.04125
WBP2	0.831166666666667
MRGPRX3	-1.62966666666667
PRPF18	0.54425
C10orf58	0.982
SMOC1	-2.0754
ADAT3	0.732333333333333
TMEM138	-0.83075
TMEM131	-0.746375
TIMM8B	0.83875
MYH7	0.0393333333333333
ST6GAL2	0.3545
KIF1C	0.28775
SUHW2	0.178
PAPSS1	1.096
CABP2	0.0085
HOXA4	-0.38225
ELF2	-0.5035
SEMA3D	-0.908666666666667
MC5R	0.9345
OGFR	1.0415
FLJ30092	-0.128833333333333
TGFA	1.0591
MMP17	1.909
KIF15	-2.884
CHIA	0.5785
CATSPER3	0.231
CEACAM7	4.34741666666667
PADI2	0.48875
HOXA9	-0.274666666666667
LNX2	0.523666666666667
TMEM144	2.58375
HIF1AN	0.9625
METTL7A	-1.0057
C6orf165	1.87116666666667
KIAA1468	0.28125
DSG3	-0.772
ZNF180	0.8325
EIF4E3	1.36475
SLC46A1	0.397875
DKK1	-6.05583333333333
ZNF205	1.5095
LOC162073	0.3725
COX7A1	5.69075
MAGEA1	-3.80466666666667
NEDD8	0.0451666666666667
KLHDC5	-0.0279444444444445
C3orf19	0.578166666666667
MRPS2	-1.11525
POLR3H	-0.0622857142857143
ABHD11	0.7591
TMEM17	1.159
PAIP2B	-0.0317000000000001
MAT1A	0.768
LGI3	0.47325
THUMPD2	-0.96125
TKTL2	-1.706
XAGE3	-0.927166666666667
CALM3	1.88058333333333
C6orf136	0.448666666666667
KCNC4	0.09225
RGS9	1.47483333333333
ACIN1	-0.519333333333333
SPATS1	0.99
XKR8	-0.1465
FAM84A	0.817583333333333
MS4A7	5.17854545454545
AGXT2L2	-0.2915
OR1F1	0.7705
SMAP1L	0.05925
IPO11	1.06525
ZC3H11A	-0.00525
C1orf151	0.46525
RNASEH2A	-1.571
CCR10	2.9405
TXNDC11	0.190666666666667
TMEM112	1.381875
MAP1B	-0.0553571428571428
NVL	-0.15875
PKM2	-1.0032
ARC	-1.24375
NUP54	-1.2695
PPFIBP2	2.37983333333333
STAT2	-0.14725
PTAFR	2.20866666666667
ROBO2	-1.356125
RNF40	-0.162166666666667
CCDC135	-1.1316
IFT81	-1.198625
MORF4	-0.96325
TM7SF3	-0.33025
OR10H3	0.6645
ABP1	0.04075
CHRD	0.910625
PLEKHA8	-0.3225
NCALD	1.05916666666667
OR5AK2	-1.07766666666667
ACCN1	1.1446
SLITRK1	-0.682
ARMET	0.8105
C9orf52	-0.299
REEP4	-1.35225
MTSS1	3.039875
ADH1B	4.9235
DLD	-1.4695
CDK5	0.868
PPFIA1	-0.8216875
WFDC3	1.10775
DNAJB12	0.747142857142857
RANGRF	-0.325
MLANA	-4.426
AMY2B	0.517
KIAA0319	0.584375
RPS7	-0.9805
JAK3	0.3946
ARFGEF1	0.81375
CXCL5	0.2195
TRAPPC4	-0.0415
CETN2	0.4395
HSPC111	-1.053
RHOBTB3	-1.8604
PHLPP	-0.6315
RGS10	0.3655
TMEM58	0.72725
CHERP	0.00687500000000001
HSP90AB3P	0.380333333333333
FSTL3	-1.45433333333333
PEX11A	-0.244
OR5V1	0.866
FCN3	3.506
PTPN3	-0.845875
NPTX1	-3.907125
C21orf84	-0.85275
C11orf51	0.1775
ZBED2	1.7315
FLJ90757	-0.6165
NPY2R	1.569
PLD3	1.51725
SYT17	0.6215
SGSM2	-1.6455
OR1A2	-0.008
FOXP1	1.189375
SLC5A1	-0.66725
POFUT1	-0.5723
EPHB6	-2.5185
MYO1G	-0.902375
STAC	-2.36755555555556
KLHL17	0.189333333333333
RGMA	0.44
TJP2	-0.9374
FAM114A1	-0.196666666666667
SERINC1	1.63391666666667
SLC9A8	-0.0405
PEX19	0.576125
EDN2	-0.37725
PSMD7	-0.972
C3orf41	-1.99825
UQCR	-0.21225
PPP1R3C	1.0525
LRP4	-2.08566666666667
TM2D1	-0.803
TTC17	-0.1368125
C4BPB	-3.862125
CCL25	0.30425
ZNF253	-0.419166666666667
CHRNA9	-3.206
SOX11	-0.760375
HIVEP3	1.0055
CGN	1.82533333333333
C3orf35	0.012875
PKD2L1	3.76425
SYVN1	0.107125
PDE8B	-1.34325
LOC439951	2.10575
LTC4S	2.70683333333333
MIF4GD	0.412833333333333
SMARCA2	2.0721875
TUBGCP6	1.7955
CABLES1	0.41825
C16orf77	1.2995
ZNF791	0.02275
FUT5	2.0405
ADH6	-3.0198
P4HB	1.717
CLDND2	-1.29675
ALKBH8	0.27375
PLAC4	-0.54575
F11R	0.550857142857143
MGC35295	-0.212
PDZD4	-0.432333333333333
LOC389073	-5.1085
FAM80B	-0.3335
PSMB1	-0.231875
TXN	-0.965666666666667
VIPR1	0.0508
WBSCR18	0.3691
EXOSC6	-0.291
ACTA2	4.27016666666667
SP5	-1.5895
ANKRD1	-4.42775
DDR1	2.4188
ATP6V1D	-0.17125
PTGS1	-1.8605
RNF157	0.27175
DCC	0.4055
SPAG7	-0.64275
FBXO18	-0.39925
UBE3C	0.5932
HOXC6	0.567
LRP2BP	-0.171333333333333
MYST2	0.01475
PDSS2	-0.2615
ATE1	0.131
ARAF	-1.551
KLF10	-0.49275
PLA2G2E	-0.98375
ASCL1	3.74116666666667
TSNAXIP1	0.7935
FAM131B	0.881857142857143
IFNA10	-0.3955
NUP43	-1.664625
FAM44B	-1.279875
L1TD1	-4.1905
NMD3	-1.81408333333333
C18orf54	-1.3167
PHOSPHO1	-1.409
RAG2	-2.097
EMILIN3	-0.1235
METTL3	-1.69925
VPS13C	-0.605
REXO2	-1.198
ANXA4	-0.56625
CA1	-0.46075
DCP1B	0.63725
TULP3	-1.40883333333333
ATP2A2	-0.3075
ATIC	-0.90325
ADAM15	-0.87325
NPL	2.09133333333333
LGR4	-0.323
UEVLD	-0.2285
GAB1	0.2415
SNAI2	0.0898333333333333
ZGPAT	0.102
SNF1LK	0.430375
DLEU1	-0.91525
UBE2Q1	0.81
ZMYM6	-0.3711875
JPH3	0.742333333333333
FAM38A	-0.152666666666667
PXK	0.0618333333333333
DENND2D	2.70525
BAX	-0.591
CP	-4.97972727272727
RPL37	-0.3379
G6PC3	0.790125
NCOA4	-0.640666666666667
LRRC14	0.153125
GORASP1	-0.41125
FCHO2	0.889125
CYP24A1	-2.5557
FXYD3	2.682
SMARCAL1	0.36525
ABCB8	0.784833333333333
CCDC44	1.244
PRDM7	-2.54725
USH1C	-1.139
DNAH5	0.375
SRF	-0.0259166666666667
MAL2	1.054
PGPEP1	0.378666666666667
SIN3B	-1.11675
SEMA3C	-1.74733333333333
GRAMD3	0.92525
FBXO10	0.129875
OR5D13	-0.525
FLJ31818	-0.5745
CACNA1I	1.41475
S100A13	1.7915
TP63	0.280571428571429
ANXA11	1.1582
WDR66	-0.380125
CSF2RB	0.5175
IFI44	-0.2645
DACT1	1.28916666666667
ANKRD23	0.164625
ATP5G1	-0.341833333333333
C21orf70	-0.256833333333333
PPWD1	-1.69525
DNAJC13	-0.32175
PAH	-2.49916666666667
PTCH2	0.695
TRMU	-2.16325
CCDC9	0.1055
USP3	-1.2803
DCLRE1C	-0.0668
FAM55C	0.26325
FRMD4B	1.33525
CYP2R1	-0.45125
RFPL1	-0.3619
XPO5	-0.3115
ARL6IP2	-2.2125
OSBPL5	2.00275
MMP9	4.443
KIAA0802	-0.232125
DHRS2	-1.37383333333333
SGEF	1.721875
TXNDC10	-0.8009
EXOC6	0.60825
RPS27	-0.201333333333333
PNCK	-1.859
FSTL1	-0.382
AACS	0.7495
SLMAP	0.330333333333333
SAMD4A	-0.1693
ABRA	0.97025
SMARCD3	3.17075
PKNOX2	-2.4905
A4GNT	-0.644
C9orf39	-0.7045
RALYL	0.2535
MGC33556	-2.249
C10orf25	-0.4425
BBOX1	0.2515
NHEDC1	1.214
XDH	-1.26875
GCSH	-1.639
EDN1	1.5495
MTERF	-1.7825
CLK4	-0.82725
ZNF799	0.232333333333333
KCNG1	-1.373875
CXCR4	0.178
PTPRR	-2.03175
IRAK1	-0.679125
LOC401397	-1.341
TMSB10	1.40235714285714
CXCL3	-2.4717
TMC4	3.58925
OR7A10	0.4875
STYK1	1.2985
CHRNA10	0.1795
CCNI	0.32475
EP300	-0.799428571428571
LOC165186	-0.5576
HIC2	-2.37525
SDR-O	0.184
OR2W1	-0.7705
KCNA6	-0.2215
TRIM74	-0.11325
REEP6	-0.365
ATP5G2	-0.01125
ERG	1.4845
TMEM42	0.5425
PARN	-0.195833333333333
SOD2	-0.5771875
DIRAS1	-0.387
PNPT1	-1.81425
JOSD3	-2.176
hCG_40738	-1.675
PDE1C	-1.2505
SEMA4D	0.0905
AGPAT1	1.08266666666667
NOSTRIN	1.471
MAP3K3	0.5425
MAX	0.178571428571429
CAPS	0.756833333333333
SERPINA12	0.8015
OSBPL8	-0.492375
RICS	2.4459
NR4A2	2.705
PPCS	0.757333333333333
LONP1	-1.36525
SCYL3	0.8865
HERC2P2	-1.85183333333333
FIBCD1	-0.096
C15orf41	-1.05975
DMC1	-1.46083333333333
C20orf27	-1.39525
RPS6KA5	-1.0294
FAHD1	-0.512166666666667
SLC12A4	-0.1855
BRCA1	-1.32116666666667
GBL	-0.646
SLK	-0.0926666666666667
NUDT9P1	0.366
NOXO1	1.7765
USP52	-1.79225
BAZ1B	-0.44
SLCO2B1	3.44225
BBS12	0.249833333333333
LRGUK	-0.398166666666667
TERF2IP	0.7815
COL1A1	4.967
KIAA0090	0.415375
GRK5	0.0908333333333333
AP1S2	-0.6517
TMEM52	-1.17033333333333
CA11	-0.4515
OR4A15	0.115833333333333
ACBD3	0.5999
SPAG11B	-1.50633333333333
PRDM2	1.2604
FOXP3	0.35375
SMYD3	-1.1244
LOC389199	2.1765
LGI2	1.2915
NAPE-PLD	-0.8119
ANKRD6	0.1445
WDR45	0.1015
SHROOM1	-1.212
PSCD3	0.426
PYY	0.8995
KCNC1	1.5315
ARHGEF9	0.6557
OR8J1	0.7715
GPR55	-0.765333333333333
NS3BP	-1.749
C10orf22	-0.169833333333333
NAT8L	2.7105
DUSP4	-1.504
FOXM1	-1.48866666666667
GRAMD2	-0.714777777777778
ZBTB48	-0.233333333333333
BUD31	-0.8915
PABPC5	0.331
CCDC41	-1.09475
FBXO11	-0.325583333333333
C6orf148	0.941
RFXAP	-1.962
C6orf15	0.126
CDK8	-1.61816666666667
C6orf70	0.421
TESSP2	-0.443
ALG2	0.243
PPP1R3D	1.186
TPM3	0.469111111111111
SYT13	6.1965
EPB42	0.0278333333333333
CETN3	-1.389
PRY	-0.3165
NTHL1	-0.547166666666667
POLR2B	-0.942
RPS28	-0.221166666666667
P2RX3	0.0985
LYZL4	0.668
WBP4	-0.2218
PMM1	-0.86875
C11orf79	-0.1025
CBLL1	-1.14475
IL1F10	2.031
VAX2	0.9355
SETDB1	-0.0965
LRAP	-3.388
GCLM	-0.207833333333333
CPEB3	3.5655
PPM1A	0.00193749999999997
INTS1	-0.27425
CAMTA1	1.33691666666667
SAMSN1	-1.51425
LOC158830	-1.0285
GMPPA	-0.66225
AIPL1	1.17625
IL24	-0.132363636363636
BDKRB1	-0.181833333333333
MLF1	0.8111
TAF12	-0.36075
ID1	-1.3005
THADA	-0.6935
PIK3CB	-0.71225
OR4N5	0.709
TBC1D17	0.0378333333333333
COX8A	0.012
CDCA4	-1.4
C2orf44	-0.7905
ZNF534	-0.54725
IMMP1L	-0.13
NIPSNAP3B	-0.20475
FTMT	0.6545
PWP2	-0.648166666666667
MMP15	0.8237
DNAH11	-1.9395
MTMR14	-0.491125
DNAL4	-0.2595
IPP	-0.87275
TMEM59	1.024125
C1orf157	0.679
RGS4	1.19716666666667
DDX18	-0.589833333333333
SNX6	-0.4975
ZNHIT2	1.218
NCDN	-0.246166666666667
FLJ33534	1.4875
RAG1	-1.465125
OR4D10	0.788
PTPN5	0.338333333333333
POMT1	0.254
LRRC8A	0.0583
CYP1A1	-1.12875
CAPN1	-0.291
DDHD2	0.13425
GRIK2	-1.521
GNRHR	0.92225
PPBP	0.67025
HTR3A	-0.700625
SLITRK4	0.04375
ANKRD49	-0.32775
BTF3	-0.6106
SARS	-0.70975
C13orf18	0.2345
CACNB1	0.146307692307692
QKI	0.0728181818181818
SETMAR	0.113375
MAN2B1	1.2805
EML3	-0.85275
ACADL	-0.0654999999999999
OFD1	-0.122125
DEFB114	-0.966
CGA	-3.12722222222222
PEX16	0.1775
LRRC10	0.275
GNG12	-1.4105
C1orf152	0.631166666666667
CHRM1	0.2215
CD53	1.10975
DBH	-0.68725
TFAP2B	-2.6775
HIST1H2BJ	-0.1824
FAM46D	-0.042
TMEM11	-0.32625
C3orf32	-1.15825
PCCB	-0.606375
IPO13	0.2745
C6orf105	-2.70225
COMMD5	1.14575
SUV420H1	-0.4983
LTBR	0.363
ARHGAP15	-0.220875
HDHD2	-0.20225
TDRKH	-0.176333333333333
LOC401052	0.0315
PSG4	-1.173
GNB4	-0.4921
SPATA4	0.4415
SLC9A3	-3.638
OSBP	1.1015
NBPF3	-0.150666666666667
DOCK11	-0.8345
SLC39A5	-1.27
PRR5	1.4582
C10orf63	0.058
SMTNL2	-0.944
ADRA1A	0.55525
ASAH1	1.5203
DOM3Z	0.0425
GIPR	1.30083333333333
AHI1	-0.247916666666667
NADSYN1	-0.0935
RGS14	-1.0016
IL18BP	1.8137
RTN4RL1	0.7655
ARMC6	-0.14925
PSMD5	-0.247
HK3	1.7356
OR4S1	2.09825
RSU1	0.8699
MAD2L1	-3.182
EIF4A3	-0.27925
DLEC1	1.07133333333333
E4F1	0.0406666666666667
CHMP2B	0.246
CAMSAP1	-0.33975
RPS21	-1.468
ARID5A	0.73375
UBE2N	-0.1074
IGSF8	1.59533333333333
MAGEB6	-1.615
ACAD11	-2.3955
MGC4172	-1.61675
LMO4	-0.072
KLKB1	0.07075
HP	-1.3345
HDAC3	-0.4415
SCHIP1	1.03325
CLCA1	1.796
OLFML2A	2.53225
C1orf112	-1.74925
KIF19	0.359090909090909
HAPLN4	-0.0985
CXCR7	2.90433333333333
GOT2	0.2583
RAB38	1.49425
DCX	-0.19325
PPM1H	0.271333333333333
NFYC	1.14866666666667
KIN	0.354
ZNF228	0.95075
PLSCR4	2.08933333333333
HIG2	0.8515
FAM79B	2.917
C21orf86	-0.1445
KCNK10	-1.51375
ZNF738	-1.479875
FSTL5	1.28225
OR6A2	1.377
OTOA	1.21083333333333
EXOC1	0.117125
AHRR	-2.426625
PDAP1	-1.90608333333333
C19orf6	0.141375
ZAN	0.7305
LY6G6E	-1.23
EIF4E2	-0.48325
C20orf198	-0.453
ZNF324	1.2675
CYP3A5	-2.01366666666667
ENTPD7	1.2995
MBOAT5	-1.077
GJB5	-1.98925
TTC13	-0.02325
S100Z	-1.22
KIAA0664	-1.1255
PDGFRB	2.94266666666667
IL17D	0.11
OR56B4	0.5545
RDX	-1.97516666666667
SLC34A3	1.791
IL28B	1.2025
JUND	2.20725
CHRNB1	-0.5395
CAMK2B	1.735
FETUB	-1.48425
CXorf23	1.2955
MRTO4	-1.282
TTC3	0.8736
NDUFB8	0.2005
EDG2	-0.8205
SEMA3G	2.177
IL23A	-0.928
GRHL1	0.708
LOC441054	-0.7785
WDR65	0.940285714285714
PSTK	0.72025
STOML3	-0.3415
R3HDM2	-0.1326
C5	-3.271
SLC2A10	1.21383333333333
C3orf22	1.115
PAQR3	-1.44030769230769
ANKRD26	-0.664
HCRTR1	0.8175
LOC399947	-0.32425
PSD2	0.8525
TIGD2	-0.427333333333333
SCRN1	-2.4305
COQ10A	-0.5375
DDI2	-0.7745
METTL7B	1.0295
UCN2	1.56975
FAM92A3	-1.15525
WDR16	-1.24533333333333
ZNF511	0.369
ZMYM5	-1.15075
POLR3G	-1.909
ZNF586	-0.09975
C1orf49	0.457
TANK	0.0888333333333333
RCAN1	-0.254
PELI3	0.998
LIMD2	0.402333333333333
TMEM189	0.1855
NTN4	-1.54625
LOC151300	-2.6425
CLEC2A	-0.4275
GPR135	-0.293875
DPYSL4	-0.6925
JAK2	-0.156833333333333
TSHZ1	1.0935
TM9SF4	0.18775
ZNF264	1.48166666666667
SIRPG	1.6485
BICD1	-0.2335
HERC6	0.4165
METTL5	-1.113
CASP1	0.7125
PRRT1	0.370666666666667
PLA2G4C	1.85183333333333
ICA1L	-0.238
TPTE2	-0.041
OTUD7A	2.0115
AQP11	-0.206
APOA2	-3.5358
KALRN	0.2776
