Hybridization REF	TCGA-A8-A09Z-01A-11R-A00Z-07
PABPC5	-1.015
CCDC41	-1.227
FBXO11	-1.089
C6orf148	-2.59375
RFXAP	-0.93475
C6orf15	-0.351333333333333
CDK8	-1.016
C6orf70	1.2735
TESSP2	-0.3675
ALG2	0.74625
PPP1R3D	1.35325
TPM3	0.763944444444444
SYT13	-4.74925
EPB42	-0.962166666666667
CETN3	-1.48475
PRY	0.378
NTHL1	0.196666666666667
POLR2B	-0.0785
RPS28	-0.279
P2RX3	0.27475
LYZL4	0.296
WBP4	-0.0747
PMM1	1.06375
C11orf79	0.8095
CBLL1	-1.19625
IL1F10	0.347666666666667
VAX2	-0.508
SETDB1	0.219166666666667
LRAP	0.608333333333333
GCLM	-0.467833333333333
CPEB3	2.66625
PPM1A	1.104125
INTS1	-0.22825
CAMTA1	0.7075
SAMSN1	-0.7485
LOC158830	-2.37616666666667
GMPPA	0.549875
AIPL1	-0.557
IL24	-0.356272727272727
BDKRB1	-0.814333333333333
MLF1	2.6523
TAF12	0.064
ID1	-2.73775
THADA	0.6525
PIK3CB	0.72475
OR4N5	-0.3665
TBC1D17	0.1405
COX8A	-0.33975
CDCA4	-0.784
C2orf44	-0.181
ZNF534	-1.55125
IMMP1L	-0.7615
NIPSNAP3B	0.281625
FTMT	0.578625
PWP2	-0.668
MMP15	-0.5077
DNAH11	-2.08866666666667
MTMR14	0.59075
DNAL4	1.63825
IPP	0.4515
TMEM59	2.481625
C1orf157	0.6335
RGS4	-1.04933333333333
DDX18	-0.241166666666667
SNX6	0.69425
ZNHIT2	1.134
NCDN	0.767166666666667
FLJ33534	1.37375
RAG1	-2.5365
OR4D10	0.649
PTPN5	-0.250333333333333
POMT1	0.409875
LRRC8A	-0.5
CYP1A1	-1.68675
CAPN1	0.858
DDHD2	-0.61275
GRIK2	0.126
GNRHR	0.5875
PPBP	0.439
HTR3A	-1.020375
SLITRK4	-2.19425
ANKRD49	0.0695
BTF3	-0.3982
SARS	0.485
C13orf18	-0.8475
CACNB1	-0.290642857142857
QKI	-0.809545454545455
SETMAR	0.0195
MAN2B1	1.54766666666667
EML3	0.22125
ACADL	-0.773666666666667
OFD1	0.176625
DEFB114	0.1895
CGA	-2.6675
PEX16	1.23683333333333
LRRC10	-0.298
GNG12	0.735
C1orf152	-0.0518333333333333
CHRM1	0.702
CD53	1.352125
DBH	-0.725
TFAP2B	-3.499625
HIST1H2BJ	-0.682166666666667
FAM46D	-0.8415
TMEM11	0.1115
C3orf32	-1.96
PCCB	0.7155
IPO13	0.470125
C6orf105	-5.38475
COMMD5	0.506
SUV420H1	-0.6392
LTBR	1.94575
ARHGAP15	-0.999
HDHD2	-0.856
TDRKH	0.663333333333333
LOC401052	0.2245
PSG4	-0.03225
GNB4	-0.3575
SPATA4	-0.54825
SLC9A3	-1.124
OSBP	1.213
NBPF3	-0.133583333333333
DOCK11	-1.625
SLC39A5	-1.92316666666667
PRR5	1.0215
C10orf63	-0.7
SMTNL2	-1.295
ADRA1A	0.36425
ASAH1	2.3198
DOM3Z	0.6136
GIPR	1.394
AHI1	-0.333583333333333
NADSYN1	0.102333333333333
RGS14	-0.0225
IL18BP	2.4394
RTN4RL1	3.07625
ARMC6	0.23725
PSMD5	0.668
HK3	2.5766
OR4S1	0.3945
RSU1	0.8425
MAD2L1	-2.14466666666667
EIF4A3	-0.22775
DLEC1	-0.739
E4F1	0.226166666666667
CHMP2B	0.9166
CAMSAP1	-0.16
RPS21	-1.58233333333333
ARID5A	2.08725
UBE2N	-0.1568
IGSF8	1.05533333333333
MAGEB6	-2.209
ACAD11	-1.5096
MGC4172	-0.489
LMO4	-2.271
KLKB1	-0.392
HP	-0.779
HDAC3	0.6735
SCHIP1	-0.942
CLCA1	0.482
OLFML2A	0.657125
C1orf112	-1.33925
KIF19	0.813166666666667
HAPLN4	0.0341
CXCR7	-1.42766666666667
GOT2	-0.8962
RAB38	-2.481
DCX	1.14975
PPM1H	0.180333333333333
NFYC	0.921083333333333
KIN	-0.19025
ZNF228	0.67625
PLSCR4	1.725
HIG2	0.93125
FAM79B	0.6615
C21orf86	-0.5669
KCNK10	-0.2965
ZNF738	-1.447625
FSTL5	-0.423666666666667
OR6A2	0.5285
OTOA	0.604166666666667
EXOC1	0.402375
AHRR	-3.38025
PDAP1	-1.84558333333333
C19orf6	0.10325
ZAN	0.41975
LY6G6E	0.4315
EIF4E2	-0.48825
C20orf198	0.53375
ZNF324	0.22875
CYP3A5	-0.634333333333333
ENTPD7	1.59516666666667
MBOAT5	0.891166666666667
GJB5	-1.9475
TTC13	-0.90075
S100Z	-2.552
KIAA0664	0.345333333333333
PDGFRB	1.42808333333333
IL17D	-3.21525
OR56B4	0.166
RDX	-2.272
SLC34A3	1.5265
IL28B	0.1015
JUND	2.331
CHRNB1	0.75
CAMK2B	-1.6125
FETUB	-1.83175
CXorf23	0.10375
MRTO4	-1.063875
TTC3	-0.5222
NDUFB8	-0.2355
EDG2	-1.87325
SEMA3G	0.28875
IL23A	1.51875
GRHL1	0.8178
LOC441054	-2.095
WDR65	1.393
PSTK	-0.8995
STOML3	0.590333333333333
R3HDM2	0.1216
C5	-2.1635
SLC2A10	1.81183333333333
C3orf22	0.9735
PAQR3	-0.303615384615385
ANKRD26	-1.84591666666667
HCRTR1	0.2525
LOC399947	-0.878333333333333
PSD2	-0.733
TIGD2	-0.9775
SCRN1	-0.092375
COQ10A	-1.3645
DDI2	0.1425
METTL7B	-0.474666666666667
UCN2	0.556
FAM92A3	-1.93125
WDR16	0.82825
ZNF511	0.3015
ZMYM5	0.213
POLR3G	-3.562
ZNF586	0.71475
C1orf49	0.331833333333333
TANK	-0.479333333333333
RCAN1	-0.515166666666667
PELI3	0.9035
LIMD2	-0.626083333333333
TMEM189	-0.2015
NTN4	2.216625
LOC151300	0.9355
CLEC2A	-1.035
GPR135	-1.053125
DPYSL4	-3.6802
JAK2	0.842333333333333
TSHZ1	-0.0598333333333333
TM9SF4	-0.0105
ZNF264	0.707
SIRPG	2.365125
BICD1	-0.18
HERC6	1.6595
METTL5	-0.6735
CASP1	0.63075
PRRT1	-0.693833333333333
PLA2G4C	3.7305
ICA1L	-1.896
TPTE2	0.459333333333333
OTUD7A	1.065
AQP11	-1.5955
APOA2	-4.168
KALRN	0.318
SECTM1	3.845
IFNAR1	0.72925
TALDO1	-0.069125
RAB11FIP4	1.31708333333333
EIF5A	-0.3195
FAM49A	2.71925
NEGR1	-0.475833333333333
YTHDC2	0.384875
EHD2	-0.951625
NCF1	2.916
SCRT2	1.6045
HOXA5	-1.3125
NUP133	0.014
FGF12	-0.95225
SLMO2	-0.38175
SNTA1	0.9535
CACNG2	0.439625
GCM1	0.325125
ELF1	0.864833333333333
TLR5	1.51
TCFL5	-1.22733333333333
RBMY2FP	-1.431
LOC100125556	0.18
FAM129B	0.70975
MAP3K7IP1	-0.07725
NCK2	0.3915
OXA1L	-0.2025
FMO9P	-0.268
ZSCAN12	0.6885
PSMD12	-0.612916666666667
HSCB	-0.131
CLDN10	-3.5935
MGC13053	-0.35825
HPCAL4	-0.732166666666667
ASZ1	-0.865
MEX3D	0.1525
NFAT5	-1.5689
CSPG4LYP1	-0.365166666666667
FBXO3	0.7629
DVL1	-0.729333333333333
CMKLR1	1.884
TYMS	-3.159875
PEF1	1.774
ZNF750	1.78633333333333
MCM5	-1.2302
MEGF11	-1.46925
KCNK7	0.2205
PTP4A3	0.388
C1QTNF2	-2.21216666666667
OR6S1	-0.377
FAM122B	-0.89375
ZNF551	-0.581
HBQ1	-2.2145
GEMIN6	-1.052
ARSK	-0.313
RBP7	-0.145
CPNE9	0.0995
DSC1	-0.303
LOC730112	-0.64525
MAP2K4	-0.213125
HS3ST5	-1.9955
EPB41L3	-0.91625
TEKT2	-2.14075
CDKN2B	2.18958333333333
ZNF480	-1.12875
MAP3K6	0.4065
MAP6	0.3235
HN1	-0.0109
OR2L13	0.264333333333333
SLC16A11	0.543
FAM96A	-0.48975
APOL1	3.0655
C5orf32	1.401
RTP1	-0.623333333333333
RNF175	-0.767875
ZBTB41	1.838875
AHCTF1	-0.1276
SAE2	-0.5072
ITGA2	0.780666666666667
MME	-2.80266666666667
CCDC14	-2.1315
MAST4	2.69742857142857
KRT33B	-0.145
KCTD2	1.31266666666667
WDR26	0.472083333333333
MFI2	-0.144
NR4A3	1.722125
ARSA	2.0425
UNKL	-0.265666666666667
SULT6B1	-0.189
CCNA2	-2.40433333333333
SOX15	-0.039
PPAPDC1B	1.29408333333333
C19orf44	0.00650000000000001
MCAT	1.34233333333333
ARID1B	0.13075
OR52N1	0.4625
C12orf48	-3.1915
MAGI1	0.587125
NIPA2	-0.22175
GBX2	-1.21575
RSHL3	-0.463125
RAVER1	1.05416666666667
C15orf17	0.6515
SLC30A2	0.085125
ZNF518	-0.89375
PCYT1B	-1.201
C10orf114	-0.97575
EIF3H	0.0323333333333334
SLC25A39	-0.507833333333333
KIF1B	0.501
AMOTL2	1.59225
C6orf120	1.126375
PSRC1	-2.007
PLA2G10	3.613125
KIF5C	0.033625
MRPL37	-0.4025
C17orf62	0.469833333333333
C9orf135	-1.37733333333333
DUSP10	1.8727
CLCNKB	0.9015
PSMA5	0.272125
C8orf53	-0.53675
AMPD3	-0.9445
PIAS1	0.28825
ADCYAP1R1	-0.1615
GYLTL1B	-0.95075
CDH20	0.568833333333333
FBXO7	0.49975
TMEM134	0.681666666666667
FLJ14213	0.48
ZNF3	-0.1255
LRRFIP1	1.48566666666667
CNOT2	-0.05975
ABI3	3.01325
ALDH5A1	0.724583333333333
HNT	1.5231
SERPINA4	-1.9905
TK2	-0.380666666666667
STMN1	-2.06911111111111
GUCA2A	0.189
GALNT10	1.70135714285714
DPP6	-0.767368421052632
C9orf93	0.296625
PRELID2	-0.586625
STK39	-1.96725
SFTPA1	-0.95975
CKS2	-1.23777777777778
RHO	0.41175
C20orf135	0.108
XKR3	-1.987
CR1	0.2655
RPS6KA2	0.842142857142857
C20orf112	0.4605
MRPL22	0.04975
C4orf23	1.024
GADD45B	2.43275
KLHDC1	0.832833333333333
C2orf48	-1.7305
ZNF287	-1.1315
DAAM2	-2.23175
DPPA2	-2.7982
TCTN3	0.571833333333333
DNAJB11	0.656625
FPR1	3.84975
DEFB4	0.561
PTCD2	-0.9997
SMOC2	4
CABP7	0.0735
SERPINB11	0.11225
MAGEF1	0.2905
NDE1	0.445
ITGA10	0.652
FSHB	0.2105
ANXA2	1.426375
HORMAD2	-0.2905
HLCS	0.08925
MCF2L	1.6955
FH	0.0535000000000001
TBC1D24	-0.27675
KIAA1505	0.9945
LGALS2	-1.5815
CNBD1	-0.5065
SYNPO2L	-1.598
PTPN23	0.0668571428571428
C1orf183	-0.574
MAGEA8	-2.84925
DGCR8	-1.9335
GSR	-0.07475
PAQR7	1.03925
ZNF676	-0.9715
CACNA1C	-1.3698
SP7	0.4505
PDCD6	-0.062
NRN1L	0.4175
BRI3BP	-0.903666666666667
KIAA1183	0.0985
ASB4	0.0115
CCL23	1.3533
OBSL1	-3.218875
SLC12A7	1.74166666666667
KIAA0240	-0.353375
CD1B	-3.33533333333333
FCGR2A	1.99275
MDC1	-1.60225
HTR1A	0.169166666666667
OCEL1	0.79475
ATP11B	-1.8601875
FBXO34	1.31466666666667
PCDH12	3.71433333333333
RPE	-0.60175
C17orf74	-0.0815
CSDC2	0.302833333333333
PET112L	0.00375
TMBIM1	1.858625
P2RXL1	-0.03075
TCHP	-1.28725
TRMT1	-1.09333333333333
F2RL2	-0.781
LRRC32	2.50533333333333
IMPG2	-0.003
BGLAP	-0.0495
LOC493869	-2.51333333333333
MRAS	0.33125
SLC35F5	-0.22775
CBWD1	-0.171
AXL	-1.70325
ATP2C2	-0.74
TELO2	-0.56975
PNPLA3	-5.355
PCDHB14	2.57775
CD276	0.1705
KRT80	1.208375
DUSP28	0.7445
CSNK1E	-0.76175
SRP14	0.9335
KCNQ4	0.2535
KRT72	-0.1235
CCDC117	0.949875
C6orf89	1.08516666666667
TUBB2B	-2.85516666666667
RTN4IP1	-0.34225
CR1L	-2.42183333333333
CEND1	0.416375
C12orf41	0.394666666666667
RNF31	0.30125
UBN1	0.188333333333333
C17orf32	0.849875
SLC5A7	-0.027
GPR92	1.56733333333333
ESAM	2.6819
CTNNA1	1.45041666666667
HRBL	0.2907
CBX4	1.04
TMEM182	1.18475
SH3TC2	-2.0925
IL10	1.06033333333333
PXMP4	0.089
RNF167	1.0098
PAK7	-0.6415
ETV3	0.256
ATPIF1	-0.448666666666667
LOC554207	-2.77866666666667
OR8H1	0.17175
WDFY3	0.792375
DPM1	-0.956
GPSM1	-0.6985
WDR92	-0.879
LRP1	0.287666666666667
ANKH	-1.926375
THUMPD3	-0.1375
POLR1B	-0.9755
OLFM4	-0.340666666666667
RAD9B	-0.5965
TSPY2	-3.2675
PAX6	0.0701666666666666
SCG2	-2.558375
SLC17A6	0.35175
FMO3	2.647125
PADI4	0.100625
TUBB4	-0.9289
NLK	0.27125
POU4F3	-1.318
SDF4	0.61425
ITGBL1	1.50233333333333
NETO1	-1.984875
TAP2	0.431
ABBA-1	-0.264416666666667
GNAI1	-1.65125
VPS4B	0.6135
NOPE	-1.6253
GALNT6	2.75783333333333
SESN1	0.71975
GBE1	-2.00466666666667
CLASP1	-0.5535
RASGEF1B	1.789
ACOT11	0.462571428571429
AFAP1	-0.67
OR2H2	0.3995
DPY19L2P1	-0.93725
DZIP1	-3.5895
SEC22C	-0.560916666666667
GPR161	-1.78633333333333
RNF146	-0.88225
WDR74	-0.680125
GALP	0.182
PURA	0.809
DNPEP	1.65383333333333
RP11-78J21.1	-1.32175
ERBB2	2.687875
FANCM	-1.7155
NEO1	0.302
DDX3Y	-4.6911
RPS3A	0.67475
MXRA7	0.205214285714286
LGALS3	-1.89016666666667
GLT8D1	-0.813
CFL2	-3.83266666666667
UPB1	0.05075
NAP1L5	-0.05525
CLDN14	0.14975
DHX38	-0.418
BTBD1	-0.05225
TARS2	0.4195
ABCF1	0.0466
FCF1	0.326166666666667
LRRC49	-0.047
GUCY1B2	0.8305
C1orf177	1.32616666666667
SMARCA4	-0.952785714285714
LRP8	-3.24533333333333
TAGLN3	-0.7855
MRPL14	-0.901
TTRAP	0.4855
ZDHHC20	0.57725
NFE2L3	0.13025
KIAA1377	-1.121625
PALMD	-0.1366
TMEM43	-0.185
TTL	-0.017125
STAT5B	-1.07816666666667
SSB	-1.065125
OR10H5	0.3655
SLC22A13	-0.68375
AKAP3	-0.9615
TIMM23	0.319
OAS2	2.21633333333333
KIAA0423	1.2335
TRIM11	0.668166666666667
GLIS3	-0.529875
TMEM50B	1.59383333333333
ARHGEF4	-1.361375
DEGS1	-0.388363636363636
TBL1XR1	0.471833333333333
G6PD	-1.1095
SP140	1.2894
MUC17	0.603928571428571
NUDC	0.8875
DNAJC5B	3.63166666666667
SCARA3	-2.28766666666667
CPA3	3.709
BCAT2	0.774625
MFN1	-0.3477
NRG3	0.259
SNX11	1.488
PLEKHH1	-0.905
GPR177	-2.78766666666667
HCFC2	-0.05425
TCAP	-0.60875
MOCOS	-5.393
C14orf93	-0.63925
PRDM10	-0.895666666666666
SLC16A4	2.38616666666667
SRGAP1	1.151
VIP	0.1505
DUSP27	-0.4095
LILRA1	0.3152
MC2R	0.461
MGC24103	-3.99875
MBTD1	-1.7455
FUT11	-0.348166666666667
USP33	1.0663
C15orf39	-0.27725
MAP3K12	-0.710625
PAAF1	-0.37
BARHL1	0.198
FLJ16165	-0.1365
PIWIL2	-2.36475
SYNE1	0.207833333333333
CMTM4	0.159625
TSPYL1	1.2876
GUF1	-0.0315
TMEM157	1.672
WDR44	0.31475
HIST1H3C	0.10325
DKFZp666G057	2.82325
RNPEP	1.79775
GAS2L2	-0.0981666666666667
ADH4	-5.1095
GRPR	0.081
FBXL17	1.697
ZBTB10	0.46475
Gcom1	0.523833333333333
HTRA1	-0.7589
ZNF585A	0.1815
SLC26A2	0.386714285714286
OTOP3	0.669833333333333
WISP1	1.09322222222222
ATP2B4	1.08658333333333
FLJ10769	1.292
CRAMP1L	0.4475
CHST12	-0.715
RAB22A	0.354916666666667
TARDBP	-0.752357142857143
STAU1	-0.048
CRB3	3.15283333333333
MIG7	-0.86475
CHMP1A	0.185333333333333
ZNF160	0.174
B3GALT6	-0.803625
BARX1	-1.6155
C6orf167	-1.5741875
NXNL1	0.7795
DHX29	0.1805
HADHB	0.11475
PLXNB2	1.110375
ILDR1	-1.14725
SLC15A3	3.72175
GAS2	-3.99916666666667
C20orf69	-0.7645
NUMB	-0.109
TNIP1	1.158
MESP1	-1.77316666666667
PSKH1	-0.12575
NSFL1C	0.6705
RHOG	0.40375
HEY1	-2.38616666666667
KNG1	-1.901375
ITGAX	1.9804
LIN9	-1.52566666666667
CANT1	1.88975
XRN1	0.387214285714286
CCDC96	1.1938
HEATR6	-1.78016666666667
GNG7	0.528083333333333
RUNX2	0.23
SOX1	0.74
FCRL5	-0.3862
ZNF99	-0.271625
FAM9A	0.579
SNX22	0.869833333333333
MBNL3	-2.75483333333333
ODC1	-1.2986
ADORA2B	-3.4885
NR2F6	0.1755
ZFYVE16	0.147
SYNJ2BP	0.8467
POLE	-1.271125
E2F2	-0.957875
THRA	1.16916666666667
PTGES2	-0.158166666666667
HIP1R	0.447333333333333
TMUB1	-0.370166666666667
ENO3	-2.191
RSPH10B	-0.456
CXorf39	0.357125
IRGC	0.40525
GPR109B	-1.794
FLJ13305	-1.404
LCE3A	-0.1325
TNFRSF18	2.32216666666667
DET1	-0.40525
TRPM3	-0.434333333333333
C16orf79	-1.741
FECH	-1.16416666666667
RAP2A	0.214666666666667
CRIP1	2.52583333333333
AZIN1	1.03375
SLC7A7	4.16525
IL10RA	1.748
TMEM64	1.24
CDC42EP4	1.1661
C16orf58	0.5924
ARG2	-1.0255
POU5F1P4	-4.70675
FAM62B	0.822875
DNAH8	-2.3728
ASH2L	-0.534375
TSLP	-5.1672
CNTNAP5	-0.502
TMEM16C	0.36525
IFNA14	0.5005
SLC1A3	0.783375
CABYR	-1.94575
BCL7B	0.5666
NUDT13	-2.034
C13orf28	2.15925
C1orf53	-0.00975
ARL6IP4	-0.4747
RPL35A	-0.79
EMR3	-0.03875
RAB40C	0.885916666666667
SLC41A1	0.355333333333333
LRCH1	0.46775
LY6G5B	-1.388
FAM124A	-0.0447142857142857
MGC10981	-3.75183333333333
CLIP3	-0.4924
MAP4K2	0.039
CHIC1	-0.45525
SULF1	1.8325
C20orf30	0.2985
PRDM5	-1.559125
ELOVL1	0.8995
C11orf48	-0.4855
SLC39A10	-1.16125
KCNV1	-0.45275
ACP1	-0.274666666666667
ZMYM2	-1.329375
B3GNT6	-0.181833333333333
C9orf69	-0.905
C2orf15	0.5075
C20orf166	0.9545
HSP90AA6P	0.517
EDG7	-1.3745
NEURL	0.017
LPL	-0.857666666666667
CLEC2D	-0.0747142857142856
GRRP1	1.33966666666667
CD8B	-1.7957
HIST1H3D	-0.481833333333333
SLC6A12	2.599625
FAM27L	-0.691
CD84	2.8378
RASA1	-0.2235
PHKG1	-0.337
MAGEA11	-0.909
IMPA1	-0.4541
NPM3	-0.925
RARRES1	2.51125
SH3BP1	0.853625
B3GNTL1	-0.889
ARPC5L	-0.524
KLHL26	0.9245
SIM2	-2.57625
GJC1	1.022
C20orf194	0.26625
EXO1	-2.23025
SLC2A2	-2.47833333333333
LOC285074	-0.93275
LRG1	3.07425
KIRREL	-0.5645
PIK3R1	-0.581714285714286
C4orf34	2.8685
MAF	-1.93388888888889
ADCY4	3.22433333333333
ZMIZ2	-0.1389
SLC46A3	2.27716666666667
STAMBP	0.388166666666667
CCDC16	0.68725
MS4A12	0.0045
TCF20	-0.4665
LRRC46	1.33075
C20orf152	0.86475
MRPS6	-1.4735
ABCB11	0.6795
KCNC2	0.194833333333333
CDH19	-3.12133333333333
C9orf123	0.623166666666667
SSH3	1.165
LDLRAD1	-0.403
CCBE1	-1.32175
ZNF135	0.623
TAAR1	0.277
WFDC12	1.0835
CCDC42	2.19666666666667
FLJ12529	-0.56875
PER1	1.55016666666667
TIMM50	-0.509
SMARCAD1	-0.937666666666667
FAM26C	0.451
TP53TG3	-2.98366666666667
SH3RF1	3.3142
LMCD1	3.12975
GPR63	-0.3445
FLJ21986	-3.142375
AIFM3	0.6845
MICAL1	1.11933333333333
BLZF1	1.41166666666667
IQCA	-2.20483333333333
PCDHGC3	0.174
SAC	-0.43
BCL6B	2.54433333333333
DDO	1.20125
MARCO	2.94675
DCHS1	-0.520833333333333
C1orf170	0.0891666666666667
CD200R1	1.2492
C22orf15	-0.385
SEPT11	0.379666666666667
ADNP	-0.51575
UST	0.0179
C13orf34	-0.715166666666667
RFFL	0.694714285714286
APBA3	0.28
C2orf60	-0.488375
CUTL1	-0.0982
PMS1	-1.163
ZNF689	0.0475
EIF3E	-0.609666666666667
IL9	-0.470333333333333
RPL31	-1.073125
LY9	1.0695
ATP2B3	0.17
KDELR2	0.010875
TFCP2	0.384625
NLRP12	-1.10525
FLJ45422	-0.48525
TLE4	-2.2924
ZNF570	0.032
FLJ43806	0.634
TLK2	-0.435375
CIR	0.7725
MARS2	0.0455
COL24A1	0.398
SDF2L1	1.1875
HIBADH	0.1605
IGFBP3	-1.79428571428571
C12orf23	-0.599875
PSPC1	-0.52175
C20orf43	0.695
TRAV20	0.2285
ARHGAP24	0.100875
KIAA1975	-1.69475
C1QA	4.243
DNTT	-4.1135
C10orf6	-0.487166666666667
C11orf41	-1.52925
HNRPF	0.392875
COL11A1	3.93283333333333
UBAP2	-1.26233333333333
CDKN2AIPNL	0.4715
C20orf174	2.94425
SPRED2	0.77025
PLA2G12A	0.297333333333333
ICEBERG	-2.15916666666667
SCN10A	0.3275
C11orf65	1.68675
GBP5	6.13825
PITPNC1	-1.425
POU3F3	1.809
NCOA7	-0.155375
LIN7C	0.2448
LOC348840	-1.254
NKX2-2	-2.64175
ANKRD13D	-0.211
LOC123688	0.85025
FUT2	0.3285
TAAR8	0.7005
FZD4	-0.921333333333333
PNMA3	-1.91816666666667
OR4L1	0.872
WIT1	-2.847
EXOC3L	2.75825
ATPBD4	-0.2153
KRBA1	-1.38525
UBXD6	0.68375
HOXB7	0.323642857142857
C7orf23	0.4365
UNQ338	-1.51175
STAB2	0.42375
CDC20B	0.57275
IRF9	2.75425
CENTG1	0.215916666666667
TNPO2	-1.333
MCPH1	0.10825
BMS1P5	-0.92175
SLC26A7	0.45675
HIST1H3J	-0.475
C9orf3	-1.3678
LBH	0.7265
MYO1D	0.72025
PTDSS2	-0.6075
NFU1	0.51025
DEPDC4	-1.77325
WNT7B	2.7156
GLP2R	-0.718166666666667
SETD4	-0.6886
DYNLT3	-0.1244
FKBP11	-0.205333333333333
SESTD1	-0.282166666666667
FLII	1.048
RPS16	-0.3481
CHPF	0.498333333333333
CSNK2A1	-0.3615
SUMO1P1	-0.41875
FKBP6	-1.4515
ZNF214	-2.578
TWIST1	-1.41366666666667
DDX56	0.201333333333333
TRAM1L1	3.0315
EPO	-3.255
MRPS18B	-0.4545
ZNF682	-0.532166666666667
RPL14	-0.886
MAFF	2.44675
LOC51136	-0.00125000000000001
LY96	-0.70575
DDX20	-0.93725
ABTB1	1.4405
ARL5A	-0.0398
CCT6A	-1.1225
HEPACAM	-1.3858
EHHADH	0.163
RBAK	-0.533666666666667
CGB1	-0.3215
ITGB5	0.3322
YIPF3	0.8905
FKBP2	0.4355
NR1D1	1.008
TMEM110	0.8095
NEK2	-1.2365
PRAMEF8	-3.12875
C20orf52	-0.765666666666667
PCDHGA3	2.671
VWA3B	-0.08275
NDUFA5	0.80625
THAP9	-0.059
FLVCR2	1.18366666666667
AP1S1	-1.24625
SMAD6	-1.2465
SAV1	-0.398875
SAT1	1.165625
ZNF251	0.25975
ADAMTS7	0.6982
RPP38	0.32825
C1orf211	-1.1915
YPEL2	0.94145
RBMS1	-1.93425
ZNF445	-0.880666666666667
NRXN2	-0.220333333333333
PGBD4	-0.046
UGT2B28	-2.9305
WBSCR16	-0.6714
NLRC3	0.558625
ASTL	0.60925
ST6GALNAC1	-3.621
ZADH2	-0.539625
MLLT4	-0.116166666666667
ARL6	0.201
MEF2C	-0.5355
CBFA2T3	-0.902
AFF3	2.08521428571429
COG7	0.478166666666667
MYB	-0.468666666666667
PLXNA3	0.1205
XRCC2	-2.577
MMS19	0.08825
ST8SIA5	-1.2815
CHPT1	0.143666666666667
KIAA1712	-1.750125
OR6X1	0.0025
ACTR3	-0.172875
UGCG	2.28383333333333
OR4P4	0.6945
ZAP70	-2.299
LPP	0.705
ZNF485	-0.65125
PTPRCAP	0.48775
IL12RB1	1.54675
ATRX	-0.3681
CHST8	-2.683375
C14orf109	1.00425
ARV1	1.0085
NMB	-2.11371428571429
COX5A	-0.0618333333333333
EIF6	-0.63325
MPPED2	-2.10683333333333
SEMG1	-2.295
CHRDL1	-1.3695
TRAF3IP2	0.8945
WNK2	-0.55875
LILRA4	1.73266666666667
LAMA2	2.18375
PXT1	0.4755
RLBP1	-2.93075
CD300C	1.5875
SLTM	-0.107375
FLJ10404	-0.409333333333333
APOBEC3D	0.0613333333333333
RENBP	2.40766666666667
ATXN7L1	0.671125
NID1	-0.48725
TUBGCP3	-1.122125
ITIH5	0.0291764705882353
CCDC110	-0.5725
C8A	-2.78725
MGC87042	-3.9565
HOXC13	2.99975
TFDP2	-0.30625
HCP5	4.03075
POLI	-0.621
UCN	0.711
ZNF764	0.182833333333333
C8orf45	0.573
FHL3	-1.10175
SPATA5L1	-0.78
MMRN2	3.04966666666667
NDST1	0.514
COL20A1	-0.481333333333333
ZNF248	-0.7835
PELP1	-0.580333333333333
MBL2	-2.54666666666667
RNF41	0.8215
C5orf24	0.143125
THOC5	-0.170375
SERINC3	0.47675
RP11-151A6.2	1.06475
CDCP2	-0.62575
HIST1H2AA	1.992
C11orf75	0.525666666666667
FKBP7	-1.27175
DDOST	1.1605
GPNMB	1.329
TTF2	-1.03516666666667
KCNT1	0.0494
SLC39A14	-0.594875
NGRN	1.3939
GPR137B	3.24825
MECP2	0.23525
PSMA1	-0.238
C16orf73	-5.23475
TMEM60	1.24516666666667
CSN3	0.0205
NOS1	0.214166666666667
RAB7L1	0.842166666666667
YBX2	-0.8425
KIAA1166	-0.08725
FUBP3	0.217833333333333
ABCG1	2.787
ACACA	-0.381583333333333
ARL11	0.9751
ATOH1	-0.097
ODF1	0.5925
CREB3L3	-1.76783333333333
TMEM127	1.51364285714286
DSCAML1	-0.22975
PLN	2.19016666666667
LYPLA1	0.105083333333333
PRDM9	-1.54925
SASP	0.063
PLUNC	0.00933333333333332
INTU	-0.27375
HISPPD1	0.57275
LNPEP	0.745166666666667
YARS2	-0.823833333333333
APCDD1L	-1.7775
ZCCHC4	-0.3147
FBXO22	-0.437666666666667
TTLL13	0.338
ZNF669	-0.342166666666667
PTGDR	1.8485
DDX27	-0.357
KIAA0409	0.113166666666667
GJB6	0.3115
ASB8	1.5915
PLP2	0.2085
MEPE	0.42675
OR10J5	-0.1205
KRT222P	-0.742
COQ7	0.4675
C1orf101	1.244
RERG	2.0338
CHMP5	1.459625
THAP11	0.71275
ZNF43	0.162833333333333
ZRANB3	-1.42766666666667
KRT13	-0.54025
MRPL19	-0.9645
RBBP9	1.01725
SPATA17	1.02875
BXDC5	0.101666666666667
PAFAH1B1	0.17725
MAGEE1	-0.43175
OSTF1	0.691
KIAA0323	0.519083333333333
TXNDC13	-0.0193333333333334
CNTN4	-0.3285
LCE1B	0.665
UNQ501	0.1675
ZNF154	0.1455
C3orf64	-0.29325
SYT5	-0.0637
PON1	0.360666666666667
FLJ10357	-1.207375
ATP4A	-1.748
GNPDA1	0.642
MGAT1	1.39333333333333
C14orf121	-0.13275
