Hybridization REF	TCGA-A2-A0D4-01A-11R-A00Z-07
VIPR1	1.0414
WBSCR18	0.4529
EXOSC6	-0.419166666666667
ACTA2	2.94266666666667
SP5	-4.05483333333333
ANKRD1	-2.72333333333333
DDR1	1.3141
ATP6V1D	-0.552
PTGS1	-2.80466666666667
RNF157	-0.58025
DCC	0.25875
SPAG7	0.221
FBXO18	-0.16675
UBE3C	-0.4714
HOXC6	0.23875
LRP2BP	-0.3472
MYST2	0.178
PDSS2	0.565
ATE1	0.19575
ARAF	-0.4705
KLF10	0.90225
PLA2G2E	0.22
ASCL1	-0.2775
TSNAXIP1	-0.0285
FAM131B	-0.39925
IFNA10	0.505
NUP43	-0.90925
FAM44B	-0.044625
L1TD1	-4.33616666666667
NMD3	-1.31775
C18orf54	-0.0567
PHOSPHO1	0.46
RAG2	-1.3535
EMILIN3	0.022
METTL3	0.0615
VPS13C	0.875625
REXO2	-1.573
ANXA4	0.39325
CA1	-0.494333333333333
DCP1B	-0.81225
TULP3	-1.131
ATP2A2	0.0754285714285714
ATIC	-0.086
ADAM15	-0.633416666666667
NPL	0.0908333333333333
LGR4	1.1935
UEVLD	0.358
GAB1	1.48225
SNAI2	-0.3885
ZGPAT	0.2189
SNF1LK	0.118375
DLEU1	-1.21675
UBE2Q1	0.52925
ZMYM6	-0.1665
JPH3	-2.261
FAM38A	-0.526583333333333
PXK	-1.055
DENND2D	2.51475
BAX	-1.38083333333333
CP	-4.5518
RPL37	-1.4468
G6PC3	0.648875
NCOA4	-0.535666666666667
LRRC14	0.876
GORASP1	-0.25025
FCHO2	1.23925
CYP24A1	-3.2669
FXYD3	3.03875
SMARCAL1	0.285
ABCB8	-0.2905
CCDC44	0.574
PRDM7	-2.7865
USH1C	-0.86175
DNAH5	-0.502
SRF	-0.38025
MAL2	3.7405
PGPEP1	-0.332083333333333
SIN3B	-1.29925
SEMA3C	0.341166666666667
GRAMD3	0.87325
FBXO10	-0.562
OR5D13	0.4965
FLJ31818	-0.49325
CACNA1I	0.466125
S100A13	0.1155
TP63	0.815357142857143
ANXA11	0.2057
WDR66	1.08375
CSF2RB	0.0695
IFI44	-0.94575
DACT1	0.465833333333333
ANKRD23	-1.04525
ATP5G1	-0.103
C21orf70	-0.283166666666667
PPWD1	-1.13325
DNAJC13	0.18325
PAH	-5.31416666666667
PTCH2	0.96125
TRMU	-1.2815
CCDC9	1.017
USP3	0.1018
DCLRE1C	-0.0981
FAM55C	1.66
FRMD4B	1.066
CYP2R1	-1.18225
RFPL1	-0.7288
XPO5	-0.6465
ARL6IP2	-0.051
OSBPL5	1.30575
MMP9	1.69581818181818
KIAA0802	-1.525375
DHRS2	-2.82883333333333
SGEF	0.510625
TXNDC10	0.1037
EXOC6	0.06725
RPS27	-0.8275
PNCK	-1.20833333333333
FSTL1	-1.30675
AACS	0.29775
SLMAP	-0.568166666666667
SAMD4A	-1.472
ABRA	0.251333333333333
SMARCD3	-1.4135
PKNOX2	-2.386
A4GNT	0.7285
C9orf39	0.169833333333333
RALYL	0.138
MGC33556	-2.7285
C10orf25	-0.6735
BBOX1	3.49875
NHEDC1	0.1685
XDH	-0.000249999999999986
GCSH	-1.164
EDN1	0.914333333333333
MTERF	-0.65525
CLK4	-0.004125
ZNF799	0.2246
KCNG1	-1.893625
CXCR4	-1.32166666666667
PTPRR	-3.01233333333333
IRAK1	-0.467125
LOC401397	-1.50475
TMSB10	-0.5815
CXCL3	-3.1967
TMC4	2.994
OR7A10	-0.0815
STYK1	2.4635
CHRNA10	1.43225
CCNI	0.46875
EP300	1.37864285714286
LOC165186	-0.254
HIC2	-2.42625
SDR-O	-0.2
OR2W1	-0.2465
KCNA6	0.1335
TRIM74	-1.527
REEP6	-2.8905
ATP5G2	0.61625
ERG	0.764375
TMEM42	-1.21225
PARN	0.397833333333333
SOD2	-1.1993125
DIRAS1	-0.8785
PNPT1	-0.38625
JOSD3	-2.43025
hCG_40738	-0.0775
PDE1C	-0.959
SEMA4D	-0.05825
AGPAT1	-0.0321666666666667
NOSTRIN	0.730625
MAP3K3	-0.0183333333333334
MAX	-0.0363571428571429
CAPS	1.97316666666667
SERPINA12	-0.56
OSBPL8	-0.53825
RICS	1.718
NR4A2	2.66183333333333
PPCS	0.940666666666667
LONP1	-1.3315
SCYL3	1.1655
HERC2P2	-1.56233333333333
FIBCD1	-1.076
C15orf41	-1.42
DMC1	0.950333333333333
C20orf27	-0.164
RPS6KA5	0.5775
FAHD1	0.474333333333333
SLC12A4	-0.487
BRCA1	-0.19375
GBL	0.2345
SLK	0.1815
NUDT9P1	-1.2195
NOXO1	1.7345
USP52	-0.8705
BAZ1B	0.314375
SLCO2B1	1.598
BBS12	0.6005
LRGUK	-0.3395
TERF2IP	0.5965
COL1A1	3.076
KIAA0090	0.722
GRK5	-0.8155
AP1S2	-2.2479
TMEM52	-1.08166666666667
CA11	-0.402375
OR4A15	0.930166666666667
ACBD3	1.5703
SPAG11B	0.498
PRDM2	0.5037
FOXP3	0.0483333333333333
SMYD3	0.9433
LOC389199	0.855
LGI2	-0.206833333333333
NAPE-PLD	-0.5007
ANKRD6	-1.8845
WDR45	0.769
SHROOM1	0.49825
PSCD3	-0.3
PYY	1.0725
KCNC1	-0.9915
ARHGEF9	0.36
OR8J1	0.14825
GPR55	0.954
NS3BP	-0.4895
C10orf22	0.220666666666667
NAT8L	0.89825
DUSP4	-1.74116666666667
FOXM1	-1.58583333333333
GRAMD2	-0.0846
ZBTB48	-0.251666666666667
BUD31	-0.6295
PABPC5	0.5805
CCDC41	-0.2005
FBXO11	0.329916666666667
C6orf148	-1.32625
RFXAP	-1.59625
C6orf15	0.208166666666667
CDK8	-0.841166666666667
C6orf70	0.194125
TESSP2	-0.456
ALG2	0.73925
PPP1R3D	2.5445
TPM3	0.862388888888889
SYT13	0.67375
EPB42	-0.429333333333333
CETN3	0.4535
PRY	0.0765
NTHL1	1.00616666666667
POLR2B	0.505
RPS28	-0.806333333333333
P2RX3	0.351
LYZL4	0.169
WBP4	-0.4398
PMM1	0.2365
C11orf79	0.59225
CBLL1	-0.47825
IL1F10	0.1085
VAX2	-0.4575
SETDB1	-0.0736666666666667
LRAP	-3.16816666666667
GCLM	-0.2855
CPEB3	1.79625
PPM1A	1.6641875
INTS1	-0.627
CAMTA1	0.249083333333333
SAMSN1	-2.82775
LOC158830	-2.49833333333333
GMPPA	-0.496875
AIPL1	-0.07525
IL24	1.13291666666667
BDKRB1	0.715
MLF1	-0.7101
TAF12	-0.14375
ID1	-2.641125
THADA	-0.542875
PIK3CB	-0.3405
OR4N5	1.104
TBC1D17	0.0915
COX8A	-0.19
CDCA4	-1.2045
C2orf44	-0.502
ZNF534	0.18925
IMMP1L	0.64875
NIPSNAP3B	-0.2825
FTMT	-0.06425
PWP2	-0.260166666666667
MMP15	-0.3299
DNAH11	-1.28525
MTMR14	-0.737625
DNAL4	1.06325
IPP	1.092
TMEM59	1.12675
C1orf157	0.0115
RGS4	0.200833333333333
DDX18	-0.385333333333333
SNX6	0.079
ZNHIT2	1.53533333333333
NCDN	0.537666666666667
FLJ33534	-0.583333333333333
RAG1	-2.407
OR4D10	0.642
PTPN5	-0.886833333333333
POMT1	-0.185
LRRC8A	0.4515
CYP1A1	-0.807
CAPN1	0.710166666666667
DDHD2	-0.04825
GRIK2	0.52575
GNRHR	0.2385
PPBP	0.13525
HTR3A	-0.735375
SLITRK4	-2.05
ANKRD49	-0.81975
BTF3	0.6444
SARS	0.07225
C13orf18	-1.60516666666667
CACNB1	0.0237142857142857
QKI	-0.335818181818182
SETMAR	-0.11375
MAN2B1	-0.295
EML3	-0.354
ACADL	-0.00249999999999997
OFD1	-0.316
DEFB114	-0.1275
CGA	-3.49022222222222
PEX16	0.2745
LRRC10	0.6235
GNG12	-0.809
C1orf152	-0.581
CHRM1	0.4975
CD53	-1.75325
DBH	-0.62125
TFAP2B	-1.86
HIST1H2BJ	0.103833333333333
FAM46D	0.169
TMEM11	0.0325
C3orf32	-2.83325
PCCB	-0.251375
IPO13	-0.21325
C6orf105	-4.63825
COMMD5	2.175
SUV420H1	-1.1006
LTBR	0.08075
ARHGAP15	-1.909375
HDHD2	0.7025
TDRKH	0.0113333333333333
LOC401052	0.8875
PSG4	-0.7795
GNB4	0.0243
SPATA4	0.87875
SLC9A3	0.2945
OSBP	0.505
NBPF3	-0.310416666666667
DOCK11	-0.9675
SLC39A5	-1.77633333333333
PRR5	0.3501
C10orf63	-0.153875
SMTNL2	-2.3135
ADRA1A	-0.14925
ASAH1	1.2015
DOM3Z	-0.3959
GIPR	0.646833333333333
AHI1	0.37325
NADSYN1	-0.6045
RGS14	-1.164
IL18BP	0.4199
RTN4RL1	0.0908333333333333
ARMC6	-0.44875
PSMD5	0.0778333333333333
HK3	0.7713
OR4S1	0.234
RSU1	0.1916
MAD2L1	-0.654666666666667
EIF4A3	-0.1185
DLEC1	-1.13933333333333
E4F1	0.9445
CHMP2B	1.3723
CAMSAP1	0.68775
RPS21	-1.49866666666667
ARID5A	-0.49925
UBE2N	0.604
IGSF8	0.650666666666667
MAGEB6	-0.528
ACAD11	-1.3684
MGC4172	-0.6865
LMO4	0.2175
KLKB1	0.40625
HP	-0.0425
HDAC3	-0.6615
SCHIP1	0.042
CLCA1	0.562
OLFML2A	1.538125
C1orf112	-0.52325
KIF19	0.669272727272727
HAPLN4	-0.104
CXCR7	2.6845
GOT2	-0.1551
RAB38	-1.052625
DCX	2.85575
PPM1H	1.209
NFYC	0.251666666666667
KIN	0.184375
ZNF228	0.36475
PLSCR4	2.30533333333333
HIG2	-0.21925
FAM79B	5.3235
C21orf86	-0.9435
KCNK10	-0.175
ZNF738	-0.77525
FSTL5	-0.818666666666667
OR6A2	0.983
OTOA	1.24766666666667
EXOC1	0.343125
AHRR	-2.580625
PDAP1	-1.5335
C19orf6	-0.218375
ZAN	0.1565
LY6G6E	0.215
EIF4E2	-0.112
C20orf198	-0.388
ZNF324	0.319
CYP3A5	-0.236
ENTPD7	-0.127
MBOAT5	-1.68416666666667
GJB5	-0.24125
TTC13	0.438
S100Z	-0.731166666666667
KIAA0664	-0.877833333333333
PDGFRB	2.05666666666667
IL17D	-1.42375
OR56B4	0.4175
RDX	-3.2785
SLC34A3	0.777
IL28B	0.03
JUND	1.09675
CHRNB1	-0.576
CAMK2B	-0.20225
FETUB	-1.31375
CXorf23	0.595625
MRTO4	-0.649875
TTC3	0.8182
NDUFB8	-0.503333333333333
EDG2	-2.52825
SEMA3G	0.93775
IL23A	-1.533
GRHL1	0.6397
LOC441054	-2.0295
WDR65	0.49175
PSTK	-0.47175
STOML3	0.266666666666667
R3HDM2	-0.1255
C5	-1.71
SLC2A10	1.45233333333333
C3orf22	0.539
PAQR3	-1.01638461538462
ANKRD26	-1.1645
HCRTR1	-0.308
LOC399947	0.0205
PSD2	0.489
TIGD2	-1.1775
SCRN1	-2.827125
COQ10A	-1.27225
DDI2	-0.179
METTL7B	-0.363166666666667
UCN2	0.2235
FAM92A3	-0.873
WDR16	0.125666666666667
ZNF511	-0.592333333333333
ZMYM5	-1.53825
POLR3G	-2.35275
ZNF586	-0.87125
C1orf49	-0.00433333333333332
TANK	0.044
RCAN1	-1.577
PELI3	-1.72166666666667
LIMD2	-1.20072727272727
TMEM189	0.6625
NTN4	-0.188625
LOC151300	0.148
CLEC2A	-0.4595
GPR135	1.1215
DPYSL4	-2.7366
JAK2	1.542
TSHZ1	1.15933333333333
TM9SF4	0.112125
ZNF264	0.961
SIRPG	-0.375
BICD1	0.1445
HERC6	1.13616666666667
METTL5	-0.456
CASP1	-0.89075
PRRT1	-0.459666666666667
PLA2G4C	0.8255
ICA1L	0.660357142857143
TPTE2	-0.0655
OTUD7A	0.7975
AQP11	-0.606
APOA2	-4.1145
KALRN	0.5802
SECTM1	0.964583333333333
IFNAR1	0.7355
TALDO1	1.69425
RAB11FIP4	1.13416666666667
EIF5A	-1.349
FAM49A	1.20475
NEGR1	-0.4185
YTHDC2	0.77725
EHD2	-0.959375
NCF1	0.5828
SCRT2	0.682
HOXA5	-1.50616666666667
NUP133	0.3135
FGF12	-0.76075
SLMO2	-0.099375
SNTA1	-1.216375
CACNG2	0.324571428571429
GCM1	0.53525
ELF1	0.869833333333333
TLR5	2.38775
TCFL5	-1.14075
RBMY2FP	-0.3925
LOC100125556	0.737
FAM129B	0.679875
MAP3K7IP1	-0.078875
NCK2	0.044
OXA1L	-0.64375
FMO9P	0.4125
ZSCAN12	-0.0655
PSMD12	0.65475
HSCB	0.246
CLDN10	-2.063
MGC13053	-0.6705
HPCAL4	-0.271166666666667
ASZ1	-0.342
MEX3D	0.0749166666666667
NFAT5	-0.4674
CSPG4LYP1	-0.163833333333333
FBXO3	0.7484
DVL1	-0.3
CMKLR1	1.94866666666667
TYMS	-1.403125
PEF1	0.996
ZNF750	1.16633333333333
MCM5	-0.4784
MEGF11	0.002
KCNK7	0.255
PTP4A3	0.121
C1QTNF2	-1.832
OR6S1	0.3485
FAM122B	-0.4935
ZNF551	-0.171375
HBQ1	-0.5865
GEMIN6	0.32525
ARSK	-0.712
RBP7	3.853
CPNE9	0.15525
DSC1	0.763
LOC730112	-0.172
MAP2K4	0.542
HS3ST5	-0.0465
EPB41L3	-0.25
TEKT2	0.9175
CDKN2B	0.309583333333333
ZNF480	-0.3625
MAP3K6	0.6098
MAP6	0.593
HN1	1.1767
OR2L13	0.157333333333333
SLC16A11	1.222
FAM96A	-0.6585
APOL1	0.8295
C5orf32	-0.8265
RTP1	-0.00700000000000001
RNF175	-1.254625
ZBTB41	1.39675
AHCTF1	0.937
SAE2	-0.1279
ITGA2	-0.369083333333333
MME	-0.495166666666667
CCDC14	-1.15025
MAST4	1.86614285714286
KRT33B	-0.1305
KCTD2	0.976166666666667
WDR26	0.3215
MFI2	-0.154875
NR4A3	-0.2085
ARSA	1.4305
UNKL	0.7895
SULT6B1	0.216
CCNA2	-1.34966666666667
SOX15	0.0345
PPAPDC1B	1.09258333333333
C19orf44	-0.3105
MCAT	0.882833333333333
ARID1B	-0.106
OR52N1	-0.083
C12orf48	-0.53425
MAGI1	0.530625
NIPA2	-1.0715
GBX2	-1.627
RSHL3	-0.195
RAVER1	0.280833333333333
C15orf17	-0.5225
SLC30A2	0.569
ZNF518	-0.23625
PCYT1B	-1.26475
C10orf114	-1.49025
EIF3H	1.23766666666667
SLC25A39	-0.588833333333333
KIF1B	0.480125
AMOTL2	-0.34425
C6orf120	0.272875
PSRC1	-0.26425
PLA2G10	3.933625
KIF5C	0.372
MRPL37	-0.678
C17orf62	0.109166666666667
C9orf135	-0.831
DUSP10	1.0287
CLCNKB	0.491
PSMA5	0.291125
C8orf53	2.757
AMPD3	0.567333333333333
PIAS1	0.06225
ADCYAP1R1	0.3275
GYLTL1B	-1.1505
CDH20	0.453166666666667
FBXO7	-0.04025
TMEM134	0.937
FLJ14213	-0.37
ZNF3	-0.258
LRRFIP1	0.330541666666667
CNOT2	0.175416666666667
ABI3	1.65525
ALDH5A1	0.6105
HNT	1.7437
SERPINA4	-2.0065
TK2	-0.0651666666666667
STMN1	-0.832
GUCA2A	-0.08
GALNT10	0.0995714285714286
DPP6	-0.335947368421053
C9orf93	0.264875
PRELID2	-1.00075
STK39	1.26825
SFTPA1	0.06725
CKS2	0.328555555555556
RHO	0.42725
C20orf135	0.04225
XKR3	-1.89
CR1	0.513142857142857
RPS6KA2	-0.0362142857142857
C20orf112	0.786
MRPL22	0.184
C4orf23	-0.170166666666667
GADD45B	0.629
KLHDC1	1.24483333333333
C2orf48	-0.4595
ZNF287	0.2475
DAAM2	-0.9775
DPPA2	-2.53216666666667
TCTN3	-0.565833333333333
DNAJB11	0.36675
FPR1	2.3435
DEFB4	0.41
PTCD2	-0.989
SMOC2	4.29783333333333
CABP7	0.01325
SERPINB11	0.19175
MAGEF1	1.198
NDE1	0.451
ITGA10	0.491
FSHB	0.0665
ANXA2	0.769875
HORMAD2	0.32875
HLCS	0.64
MCF2L	2.17983333333333
FH	-0.382375
TBC1D24	1.775
KIAA1505	-0.01425
LGALS2	-3.20825
CNBD1	1.063
SYNPO2L	-0.2405
PTPN23	0.0274285714285714
C1orf183	-0.501666666666667
MAGEA8	-1.9195
DGCR8	-0.87
GSR	-1.17175
PAQR7	0.999
ZNF676	-0.8645
CACNA1C	-0.6459
SP7	0.844
PDCD6	-0.2855
NRN1L	-0.2465
BRI3BP	1.25483333333333
KIAA1183	0.3525
ASB4	0.55025
CCL23	0.6228
OBSL1	-0.740875
SLC12A7	0.6125
KIAA0240	1.393125
CD1B	-2.9965
FCGR2A	0.929
MDC1	-0.71225
HTR1A	-0.419666666666667
OCEL1	-0.64
ATP11B	-1.143375
FBXO34	0.546
PCDH12	3.54483333333333
RPE	-0.365
C17orf74	0.203
CSDC2	0.0651666666666666
PET112L	0.178
TMBIM1	0.688375
P2RXL1	0.02425
TCHP	-0.657
TRMT1	-1.63066666666667
F2RL2	1.1725
LRRC32	2.35916666666667
IMPG2	0.4465
BGLAP	-0.56125
LOC493869	-2.46366666666667
MRAS	1.00825
SLC35F5	0.3155
CBWD1	-0.378
AXL	-3.000125
ATP2C2	3.2235
TELO2	0.126
PNPLA3	-3.445
PCDHB14	0.00900000000000001
CD276	-0.08525
KRT80	-1.08975
DUSP28	0.216
CSNK1E	0.0893333333333333
SRP14	0.637
KCNQ4	0.0245
KRT72	0.0428333333333333
CCDC117	2.104125
C6orf89	0.213666666666667
TUBB2B	-3.33766666666667
RTN4IP1	-0.61375
CR1L	-3.2465
CEND1	0.296
C12orf41	-0.4145
RNF31	0.81575
UBN1	1.015
C17orf32	1.128125
SLC5A7	0.62475
GPR92	-0.103333333333333
ESAM	2.2991
CTNNA1	0.509416666666667
HRBL	-0.1509
CBX4	0.43
TMEM182	-0.67825
SH3TC2	-1.288
IL10	0.1765
PXMP4	1.238
RNF167	-0.0249
PAK7	0.480666666666667
ETV3	0.1985
ATPIF1	0.291333333333333
LOC554207	-1.12366666666667
OR8H1	0.21025
WDFY3	1.59325
DPM1	-0.88025
GPSM1	-0.0015
WDR92	0.2828
LRP1	0.1785
ANKH	-1.22475
THUMPD3	-1.55425
POLR1B	-0.47775
OLFM4	4.015
RAD9B	-0.5215
TSPY2	-3.607
PAX6	-1.61766666666667
SCG2	-3.003875
SLC17A6	0.54425
FMO3	1.60075
PADI4	0.13
TUBB4	-1.0233
NLK	-0.27
POU4F3	0.1275
SDF4	-0.23825
ITGBL1	1.34516666666667
NETO1	-1.506375
TAP2	0.063875
ABBA-1	-0.2695
GNAI1	1.15575
VPS4B	0.63825
NOPE	-0.00590000000000001
GALNT6	2.69433333333333
SESN1	0.7685
GBE1	-2.203
CLASP1	0.80425
RASGEF1B	-0.130375
ACOT11	0.504571428571429
AFAP1	0.694
OR2H2	0.352
DPY19L2P1	-0.9915
DZIP1	-2.62075
SEC22C	-0.446416666666667
GPR161	-1.08241666666667
RNF146	0.549
WDR74	-0.107125
GALP	-0.8275
PURA	1.831
DNPEP	1.23016666666667
RP11-78J21.1	-1.34475
ERBB2	1.876625
FANCM	0.10675
NEO1	0.912666666666667
DDX3Y	-4.4158
RPS3A	-0.654375
MXRA7	-1.39378571428571
LGALS3	-1.55116666666667
GLT8D1	-0.79325
CFL2	-0.296333333333333
UPB1	0.15325
NAP1L5	-0.707375
CLDN14	-2.33375
DHX38	-0.8375
BTBD1	-0.03675
TARS2	0.364333333333333
ABCF1	0.1124
FCF1	-0.481666666666667
LRRC49	1.061
GUCY1B2	1.536
C1orf177	0.417833333333333
SMARCA4	-0.905642857142857
LRP8	-0.1895
TAGLN3	-0.632
MRPL14	-0.09125
TTRAP	0.10575
ZDHHC20	-0.182
NFE2L3	-3.696
KIAA1377	3.695875
PALMD	1.381
TMEM43	-1.61175
TTL	-0.976625
STAT5B	-1.06983333333333
SSB	-0.1875
OR10H5	0.469
SLC22A13	-0.1185
AKAP3	-1.3435
TIMM23	-0.355333333333333
OAS2	0.88425
KIAA0423	0.6705
TRIM11	0.9065
GLIS3	0.36825
TMEM50B	0.0496666666666667
ARHGEF4	-2.010875
DEGS1	-1.38463636363636
TBL1XR1	0.9367
G6PD	-1.13625
SP140	0.4776
MUC17	0.131
NUDC	-0.0962
DNAJC5B	1.07666666666667
SCARA3	-2.06183333333333
CPA3	7.43766666666667
BCAT2	0.717125
MFN1	-0.2291
NRG3	-0.31
SNX11	0.16375
PLEKHH1	-0.241833333333333
GPR177	-1.97916666666667
HCFC2	0.676
TCAP	0.16725
MOCOS	-0.11925
C14orf93	-0.14375
PRDM10	-0.106166666666667
SLC16A4	-0.842333333333333
SRGAP1	2.034
VIP	0.287
DUSP27	0.2385
LILRA1	-0.083
MC2R	0.25
MGC24103	-3.14325
MBTD1	-1.1815
FUT11	-0.667
USP33	0.2307
C15orf39	-0.60125
MAP3K12	0.488375
PAAF1	-1.38966666666667
BARHL1	-1.322
FLJ16165	-0.4985
PIWIL2	-1.98675
SYNE1	0.63275
CMTM4	0.30625
TSPYL1	0.9178
GUF1	0.525166666666667
TMEM157	1.836
WDR44	0.22625
HIST1H3C	1.18375
DKFZp666G057	1.9695
RNPEP	1.05125
GAS2L2	0.0856666666666667
ADH4	-3.49125
GRPR	-0.1968
FBXL17	0.8535
ZBTB10	0.969166666666667
Gcom1	0.547222222222222
HTRA1	-0.0158
ZNF585A	0.627166666666667
SLC26A2	0.804071428571429
OTOP3	0.4445
WISP1	0.945222222222222
ATP2B4	-0.30275
FLJ10769	-0.05275
CRAMP1L	0.83875
CHST12	-2.21275
RAB22A	0.210916666666667
TARDBP	0.0504285714285714
STAU1	-0.1065
CRB3	1.35433333333333
MIG7	-2.228
CHMP1A	-0.190166666666667
ZNF160	-0.314375
B3GALT6	-0.08475
BARX1	-1.554
C6orf167	-1.280125
NXNL1	0.6855
DHX29	0.58775
HADHB	0.12575
PLXNB2	0.1595
ILDR1	-0.36225
SLC15A3	1.38125
GAS2	-4.783
C20orf69	-0.62475
NUMB	-0.76
TNIP1	-0.282875
MESP1	-1.008
PSKH1	-0.5595
NSFL1C	0.976875
RHOG	0.46475
HEY1	-1.45466666666667
KNG1	-1.48171428571429
ITGAX	0.6408
LIN9	-0.0543333333333333
CANT1	1.264875
XRN1	0.296
CCDC96	1.5956
HEATR6	-0.592666666666667
GNG7	-0.608166666666667
RUNX2	-0.0599375
SOX1	0.21
FCRL5	-0.3467
ZNF99	0.07525
FAM9A	0.4065
SNX22	0.1765
MBNL3	-1.61583333333333
ODC1	-2.1565
ADORA2B	-2.696
NR2F6	0.24225
ZFYVE16	0.205611111111111
SYNJ2BP	1.6448
POLE	-0.6745
E2F2	-0.971
THRA	0.9285
PTGES2	-0.8735
HIP1R	0.9605
TMUB1	-0.533166666666667
ENO3	-2.14075
RSPH10B	0.2045
CXorf39	1.071625
IRGC	0.3435
GPR109B	0.5915
FLJ13305	1.1615
LCE3A	-0.788
TNFRSF18	0.750666666666667
DET1	-0.65725
TRPM3	-0.123181818181818
C16orf79	-0.1885
FECH	-0.509666666666667
RAP2A	0.377
CRIP1	3.577
AZIN1	0.757375
SLC7A7	1.54625
IL10RA	0.0397777777777778
TMEM64	0.5735
CDC42EP4	1.3292
C16orf58	-0.3643
ARG2	-4.5645
POU5F1P4	-3.61175
FAM62B	-0.75775
DNAH8	-1.957
ASH2L	0.702
TSLP	-2.70166666666667
CNTNAP5	-0.0461666666666667
TMEM16C	0.2365
IFNA14	0.302
SLC1A3	-0.54875
CABYR	1.37525
BCL7B	-0.1289
NUDT13	-1.68083333333333
C13orf28	0.817666666666667
C1orf53	1.33225
ARL6IP4	0.5607
RPL35A	-0.31875
EMR3	0.7705
RAB40C	0.62075
SLC41A1	0.7755
LRCH1	-0.312
LY6G5B	-0.3675
FAM124A	-0.349714285714286
MGC10981	-3.46366666666667
CLIP3	0.6769
MAP4K2	-0.0333333333333333
CHIC1	0.90575
SULF1	0.718166666666667
C20orf30	-0.183214285714286
PRDM5	-1.011875
ELOVL1	0.047
C11orf48	-0.710875
SLC39A10	-0.17625
KCNV1	0.557
ACP1	-0.337166666666667
ZMYM2	-0.3855
B3GNT6	0.536166666666667
C9orf69	0.03725
C2orf15	2.22525
C20orf166	0.4775
HSP90AA6P	0.4645
EDG7	-0.6105
NEURL	2.642625
LPL	3.02483333333333
CLEC2D	-0.391142857142857
GRRP1	1.51183333333333
CD8B	-3.7275
HIST1H3D	0.622833333333333
SLC6A12	-0.083625
FAM27L	0.0595
CD84	0.4781
RASA1	-0.197
PHKG1	0.2705
MAGEA11	-0.5665
IMPA1	0.4226
NPM3	-2.49775
RARRES1	1.4285
SH3BP1	0.08725
B3GNTL1	0.853
ARPC5L	0.214666666666667
KLHL26	-0.733
SIM2	-2.060625
GJC1	0.5365
C20orf194	-0.47125
EXO1	-1.574
SLC2A2	-2.07583333333333
LOC285074	-1.17375
LRG1	2.8535
KIRREL	0.0165
PIK3R1	1.29507692307692
C4orf34	2.45775
MAF	-1.39841176470588
ADCY4	3.70866666666667
ZMIZ2	-0.1241
SLC46A3	0.0106666666666667
STAMBP	0.301333333333333
CCDC16	0.184
MS4A12	-0.054
TCF20	-0.29475
LRRC46	1.3785
C20orf152	1.065
MRPS6	-0.931625
ABCB11	0.524
KCNC2	1.064
CDH19	-1.03683333333333
C9orf123	0.117333333333333
SSH3	1.528125
LDLRAD1	0.68375
CCBE1	-0.34
ZNF135	1.96525
TAAR1	0.772
WFDC12	0.015
CCDC42	-0.334
FLJ12529	0.266
PER1	-0.714833333333333
TIMM50	-0.107166666666667
SMARCAD1	-0.348833333333333
FAM26C	-0.036
TP53TG3	-2.23383333333333
SH3RF1	2.086
LMCD1	0.588
GPR63	0.095
FLJ21986	-2.19825
AIFM3	-0.533
MICAL1	0.391
BLZF1	0.5435
IQCA	1.32416666666667
PCDHGC3	-0.2295
SAC	0.38775
BCL6B	2.2475
DDO	0.2485
MARCO	0.7595
DCHS1	0.993333333333333
C1orf170	0.692166666666667
CD200R1	0.325
C22orf15	-0.2355
SEPT11	0.757333333333333
ADNP	-0.0865
UST	-2.4487
C13orf34	-1.66816666666667
RFFL	0.503142857142857
APBA3	-0.4515
C2orf60	-0.513
CUTL1	0.117
PMS1	-0.846875
ZNF689	-0.235
EIF3E	-0.395333333333333
IL9	-0.167
RPL31	-0.483125
LY9	-0.736333333333333
ATP2B3	-0.09225
KDELR2	-0.326583333333333
TFCP2	0.501875
NLRP12	-0.65075
FLJ45422	-0.359
TLE4	-1.5879
ZNF570	-0.454
FLJ43806	-0.402
TLK2	-0.160875
CIR	1.14025
MARS2	-0.3605
COL24A1	1.6295
SDF2L1	-0.216
HIBADH	-1.1795
IGFBP3	-2.3375
C12orf23	0.465375
PSPC1	0.32125
C20orf43	0.03075
TRAV20	-0.0925
ARHGAP24	0.968625
KIAA1975	-0.831875
C1QA	3.1357
DNTT	-4.37033333333333
C10orf6	0.0930833333333334
C11orf41	-0.112625
HNRPF	0.193125
COL11A1	0.9625
UBAP2	0.229833333333333
CDKN2AIPNL	-0.9675
C20orf174	0.74525
SPRED2	-0.3915
PLA2G12A	0.367333333333333
ICEBERG	-1.176
SCN10A	0.3335
C11orf65	0.15875
GBP5	1.8925
PITPNC1	0.5285
POU3F3	1.1555
NCOA7	-0.70525
LIN7C	0.0932
LOC348840	-0.272
NKX2-2	-2.291
ANKRD13D	1.23125
LOC123688	-0.56025
FUT2	2.227
TAAR8	0.3305
FZD4	-0.230666666666667
PNMA3	-2.00466666666667
OR4L1	0.4565
WIT1	-2.363
EXOC3L	1.61075
ATPBD4	-0.6338
KRBA1	-1.87725
UBXD6	-0.179
HOXB7	-0.936714285714286
C7orf23	-2.345
UNQ338	-0.46925
STAB2	0.317
CDC20B	0.0275
IRF9	2.2655
