Hybridization REF	TCGA-AO-A12B-01A-11R-A10J-07
C21orf84	-0.64875
C11orf51	0.27375
ZBED2	0.95375
FLJ90757	0.766
NPY2R	0.79775
PLD3	0.974
SYT17	0.0266666666666667
SGSM2	-0.48125
OR1A2	0.40225
FOXP1	1.678875
SLC5A1	3.123
POFUT1	0.279
EPHB6	-1.4335
MYO1G	-2.277375
STAC	-1.9172
KLHL17	-0.676
RGMA	-0.6307
TJP2	-1.5828
FAM114A1	0.125
SERINC1	2.17583333333333
SLC9A8	0.352375
PEX19	1.5865
EDN2	0.02275
PSMD7	-1.585
C3orf41	-3.3305
UQCR	0.264625
PPP1R3C	-0.173
LRP4	-2.759
TM2D1	1.066
TTC17	0.8655
C4BPB	-4.671625
CCL25	0.657
ZNF253	0.142666666666667
CHRNA9	-3.617
SOX11	-0.666875
HIVEP3	0.463
CGN	2.25133333333333
C3orf35	0.00862500000000001
PKD2L1	2.099
SYVN1	1.267875
PDE8B	-2.9555
LOC439951	0.22075
LTC4S	2.69583333333333
MIF4GD	0.711333333333333
SMARCA2	1.8786875
TUBGCP6	0.138833333333333
CABLES1	0.788125
C16orf77	1.38983333333333
ZNF791	0.795
FUT5	2.0545
ADH6	-2.306
P4HB	1.42525
CLDND2	-2.06625
ALKBH8	1.51
PLAC4	-1.79825
F11R	1.39821428571429
MGC35295	0.3265
PDZD4	-0.287666666666667
LOC389073	-0.2825
FAM80B	-0.2215
PSMB1	0.0245
TXN	-1.11316666666667
VIPR1	2.2017
WBSCR18	0.6046
EXOSC6	-1.00366666666667
ACTA2	3.35233333333333
SP5	-0.812
ANKRD1	-3.0105
DDR1	2.7007
ATP6V1D	0.176
PTGS1	-1.89533333333333
RNF157	-0.70475
DCC	-0.03875
SPAG7	-0.04325
FBXO18	-0.349
UBE3C	-0.2599
HOXC6	-0.7895
LRP2BP	0.516666666666667
MYST2	0.119
PDSS2	0.0595
ATE1	0.35625
ARAF	-1.00675
KLF10	-1.0155
PLA2G2E	-0.157
ASCL1	3.13533333333333
TSNAXIP1	2.1865
FAM131B	0.497375
IFNA10	0.5905
NUP43	-0.29825
FAM44B	-0.13525
L1TD1	-4.64733333333333
NMD3	-1.105
C18orf54	-2.1374
PHOSPHO1	-0.1605
RAG2	-1.3945
EMILIN3	-0.2625
METTL3	-0.823
VPS13C	0.935375
REXO2	-0.22975
ANXA4	-0.0795
CA1	-0.89975
DCP1B	1.279
TULP3	-1.2085
ATP2A2	-0.0506428571428572
ATIC	-0.94875
ADAM15	-1.47816666666667
NPL	1.601
LGR4	-1.666375
UEVLD	0.811
GAB1	0.6915
SNAI2	-1.29583333333333
ZGPAT	0.5018
SNF1LK	-0.771625
DLEU1	0.0115
UBE2Q1	0.12625
ZMYM6	0.343125
JPH3	-2.14133333333333
FAM38A	-1.43241666666667
PXK	-0.0575
DENND2D	2.482
BAX	-1.30266666666667
CP	-5.49990909090909
RPL37	-0.0564
G6PC3	0.906625
NCOA4	-0.366
LRRC14	0.365875
GORASP1	0.111
FCHO2	1.936875
CYP24A1	-2.848
FXYD3	2.713375
SMARCAL1	-0.1515
ABCB8	0.633166666666667
CCDC44	-0.12825
PRDM7	-2.92625
USH1C	-1.0715
DNAH5	1.09233333333333
SRF	0.01975
MAL2	1.95933333333333
PGPEP1	0.701416666666667
SIN3B	-1.31675
SEMA3C	0.111333333333333
GRAMD3	0.3285
FBXO10	-0.054125
OR5D13	0.157
FLJ31818	-0.188
CACNA1I	0.968
S100A13	1.12
TP63	-0.1435
ANXA11	0.468
WDR66	1.61
CSF2RB	0.377
IFI44	1.44425
DACT1	-0.0925
ANKRD23	-1.255
ATP5G1	0.130333333333333
C21orf70	-0.538666666666667
PPWD1	-0.9165
DNAJC13	-0.1215
PAH	-3.20266666666667
PTCH2	0.27825
TRMU	-1.22
CCDC9	0.6585
USP3	-0.4112
DCLRE1C	-0.2815
FAM55C	2.112
FRMD4B	0.966
CYP2R1	0.4015
RFPL1	-0.5537
XPO5	-0.8115
ARL6IP2	-0.908
OSBPL5	2.14625
MMP9	2.50909090909091
KIAA0802	0.448875
DHRS2	-2.0135
SGEF	1.777625
TXNDC10	-0.6658
EXOC6	1.414
RPS27	1.414
PNCK	-1.21583333333333
FSTL1	-2.23125
AACS	0.997
SLMAP	0.613333333333333
SAMD4A	-1.6908
ABRA	-0.06075
SMARCD3	1.01225
PKNOX2	-2.71416666666667
A4GNT	0.32
C9orf39	-0.263666666666667
RALYL	-0.03075
MGC33556	-2.2895
C10orf25	-1.1045
BBOX1	0.27825
NHEDC1	1.47925
XDH	1.656
GCSH	-1.4
EDN1	0.378666666666667
MTERF	-0.3155
CLK4	0.526125
ZNF799	0.321833333333333
KCNG1	-2.234625
CXCR4	-0.8115
PTPRR	-2.22675
IRAK1	-0.86625
LOC401397	-0.77475
TMSB10	-1.18864285714286
CXCL3	-3.9693
TMC4	3.07625
OR7A10	0.459
STYK1	-0.1465
CHRNA10	-0.353
CCNI	0.66825
EP300	1.05692857142857
LOC165186	-0.610166666666667
HIC2	-2.48275
SDR-O	-0.0205
OR2W1	0.6375
KCNA6	0.024
TRIM74	-2.2
REEP6	3
ATP5G2	0.527
ERG	0.438375
TMEM42	0.8785
PARN	0.128333333333333
SOD2	-0.4741875
DIRAS1	-0.00766666666666666
PNPT1	-0.786
JOSD3	-0.9185
hCG_40738	-0.801
PDE1C	-1.3835
SEMA4D	-0.853375
AGPAT1	0.434833333333333
NOSTRIN	1.9355
MAP3K3	-0.638
MAX	0.158357142857143
CAPS	2.28466666666667
SERPINA12	0.3885
OSBPL8	-0.49
RICS	1.8953
NR4A2	3.47716666666667
PPCS	1.4875
LONP1	-0.938
SCYL3	1.76675
HERC2P2	-1.81
FIBCD1	-0.0365
C15orf41	-1.0275
DMC1	-0.476
C20orf27	-1.29175
RPS6KA5	0.474
FAHD1	0.164166666666667
SLC12A4	0.347
BRCA1	-0.572916666666667
GBL	0.08925
SLK	0.218833333333333
NUDT9P1	-1.797
NOXO1	3.949
USP52	-0.2825
BAZ1B	0.052875
SLCO2B1	2.26425
BBS12	1.475
LRGUK	0.923
TERF2IP	-0.021
COL1A1	2.6945
KIAA0090	1.018125
GRK5	0.4415
AP1S2	-2.2861
TMEM52	1.41533333333333
CA11	-0.5595
OR4A15	0.479
ACBD3	1.1355
SPAG11B	0.262875
PRDM2	0.9353
FOXP3	0.31425
SMYD3	-0.0894
LOC389199	0.2915
LGI2	-0.8815
NAPE-PLD	0.553
ANKRD6	-0.563
WDR45	-0.1375
SHROOM1	-0.52625
PSCD3	0.2715
PYY	0.911
KCNC1	0.611
ARHGEF9	-0.4399
OR8J1	0.57875
GPR55	0.150666666666667
NS3BP	-2.347
C10orf22	0.250833333333333
NAT8L	0.406
DUSP4	1.59933333333333
FOXM1	-2.28116666666667
GRAMD2	0.4259
ZBTB48	-0.0168333333333333
BUD31	-0.23
PABPC5	0.07
CCDC41	0.51775
FBXO11	-0.12775
C6orf148	0.234
RFXAP	-0.3955
C6orf15	-0.2555
CDK8	-0.992166666666667
C6orf70	1.17875
TESSP2	-0.0895
ALG2	1.26175
PPP1R3D	2.21125
TPM3	0.2935
SYT13	5.51825
EPB42	-0.489666666666667
CETN3	-0.20675
PRY	0.5115
NTHL1	0.518666666666667
POLR2B	-0.561
RPS28	0.637916666666667
P2RX3	0.51975
LYZL4	0.4145
WBP4	0.5983
PMM1	0.2345
C11orf79	0.29775
CBLL1	-0.607
IL1F10	0.251333333333333
VAX2	-0.395
SETDB1	0.125166666666667
LRAP	0.00799999999999999
GCLM	-0.438833333333333
CPEB3	3.36625
PPM1A	0.5894375
INTS1	-0.47425
CAMTA1	1.17608333333333
SAMSN1	-2.51375
LOC158830	-2.47666666666667
GMPPA	-0.4905
AIPL1	0.02725
IL24	0.123833333333333
BDKRB1	-2.60716666666667
MLF1	-1.3846
TAF12	-0.27675
ID1	-3.329875
THADA	-0.45025
PIK3CB	0.22125
OR4N5	0.43
TBC1D17	-0.0948333333333333
COX8A	0.566
CDCA4	-0.9025
C2orf44	-1.78675
ZNF534	-1.01825
IMMP1L	0.85775
NIPSNAP3B	0.124625
FTMT	0.482
PWP2	-0.494166666666667
MMP15	-0.7823
DNAH11	-0.6495
MTMR14	-1.12575
DNAL4	1.44575
IPP	0.08925
TMEM59	1.812375
C1orf157	0.6775
RGS4	-0.519
DDX18	-0.354333333333333
SNX6	-0.17025
ZNHIT2	1.35866666666667
NCDN	0.0578333333333333
FLJ33534	-0.18275
RAG1	-1.690875
OR4D10	0.7575
PTPN5	-1.23733333333333
POMT1	0.499
LRRC8A	0.0649
CYP1A1	-1.321
CAPN1	0.286833333333333
DDHD2	0.829625
GRIK2	-0.112
GNRHR	0.01425
PPBP	0.33375
HTR3A	0.177875
SLITRK4	-1.83575
ANKRD49	-0.13325
BTF3	0.4002
SARS	-0.0965
C13orf18	-0.655
CACNB1	0.0297857142857143
QKI	-0.0707272727272728
SETMAR	0.220625
MAN2B1	0.02
EML3	-1.00925
ACADL	1.90216666666667
OFD1	-0.263
DEFB114	-0.156
CGA	-3.555
PEX16	0.6185
LRRC10	-0.3655
GNG12	0.147
C1orf152	-0.257333333333333
CHRM1	0.626
CD53	-0.799875
DBH	-0.20825
TFAP2B	-3.081625
HIST1H2BJ	-0.846
FAM46D	0.1455
TMEM11	-0.16175
C3orf32	-1.63875
PCCB	-0.435625
IPO13	-0.12625
C6orf105	-5.624
COMMD5	0.55075
SUV420H1	0.1726
LTBR	0.332
ARHGAP15	-1.471375
HDHD2	0.9865
TDRKH	0.520666666666667
LOC401052	1.0145
PSG4	-1.20325
GNB4	-0.0699
SPATA4	2.83575
SLC9A3	-0.514
OSBP	1.26433333333333
NBPF3	-0.238166666666667
DOCK11	-1.463
SLC39A5	-1.6885
PRR5	0.8272
C10orf63	0.180625
SMTNL2	-1.0105
ADRA1A	0.0225
ASAH1	2.3558
DOM3Z	0.4632
GIPR	0.519666666666667
AHI1	1.45075
NADSYN1	-0.055
RGS14	0.8919
IL18BP	0.8754
RTN4RL1	2.59725
ARMC6	-0.2235
PSMD5	-0.722833333333333
HK3	0.5901
OR4S1	0.575
RSU1	-0.6027
MAD2L1	-2.73044444444444
EIF4A3	-0.18475
DLEC1	0.978
E4F1	0.701166666666667
CHMP2B	0.1386
CAMSAP1	-1.06375
RPS21	-0.841666666666667
ARID5A	0.72125
UBE2N	-0.5447
IGSF8	1.50583333333333
MAGEB6	-1.115
ACAD11	-1.4511
MGC4172	-0.10125
LMO4	-0.19625
KLKB1	-0.15925
HP	-0.939
HDAC3	-0.0025
SCHIP1	0.207
CLCA1	0.033
OLFML2A	1.50225
C1orf112	-1.56375
KIF19	0.2525
HAPLN4	-0.0374
CXCR7	2.114
GOT2	-0.0606
RAB38	0.37825
DCX	-1.08925
PPM1H	0.106333333333333
NFYC	0.305083333333333
KIN	-0.088125
ZNF228	1.36325
PLSCR4	2.93433333333333
HIG2	-1.404
FAM79B	6.039
C21orf86	-0.0504
KCNK10	0.003
ZNF738	-0.146
FSTL5	-0.853833333333333
OR6A2	0.361
OTOA	0.672
EXOC1	0.0205
AHRR	-2.92125
PDAP1	-1.74475
C19orf6	0.2705
ZAN	0.51225
LY6G6E	0.2985
EIF4E2	-1.19525
C20orf198	-0.36375
ZNF324	0.4505
CYP3A5	-1.14833333333333
ENTPD7	0.1915
MBOAT5	-0.4065
GJB5	-2.286
TTC13	0.41175
S100Z	-1.21183333333333
KIAA0664	-0.302666666666667
PDGFRB	1.73941666666667
IL17D	-2.44475
OR56B4	0.442
RDX	-0.6135
SLC34A3	0.595
IL28B	0.433
JUND	1.77775
CHRNB1	0.536
CAMK2B	2.48225
FETUB	-1.58475
CXorf23	0.42325
MRTO4	-1.167125
TTC3	0.7511
NDUFB8	0.138333333333333
EDG2	0.22825
SEMA3G	1.6935
IL23A	-0.191
GRHL1	0.1735
LOC441054	-0.394
WDR65	1.076875
PSTK	-0.07925
STOML3	0.0543333333333333
R3HDM2	0.2286
C5	-2.8965
SLC2A10	0.0371666666666667
C3orf22	0.77325
PAQR3	-1.053
ANKRD26	1.96083333333333
HCRTR1	-0.2315
LOC399947	-0.292
PSD2	-0.045
TIGD2	-1.10183333333333
SCRN1	-0.999
COQ10A	1.234
DDI2	0.3995
METTL7B	-0.956
UCN2	0.426
FAM92A3	-1.196
WDR16	1.59475
ZNF511	-0.181
ZMYM5	-0.440375
POLR3G	-2.7725
ZNF586	-0.278
C1orf49	0.848333333333333
TANK	0.810333333333333
RCAN1	-2.12533333333333
PELI3	1.32633333333333
LIMD2	-0.648333333333333
TMEM189	-0.238
NTN4	2.861125
LOC151300	0.1435
CLEC2A	-0.817
GPR135	-0.271875
DPYSL4	-3.5971
JAK2	-0.478666666666667
TSHZ1	0.941333333333333
TM9SF4	0.118625
ZNF264	0.812166666666667
SIRPG	0.685875
BICD1	-1.8655
HERC6	2.15583333333333
METTL5	-0.698
CASP1	0.522
PRRT1	-0.355
PLA2G4C	3.5375
ICA1L	0.0716428571428571
TPTE2	-0.00866666666666666
OTUD7A	0.799666666666667
AQP11	-0.36
APOA2	-4.337
KALRN	-0.7314
SECTM1	1.92708333333333
IFNAR1	0.934
TALDO1	0.162625
RAB11FIP4	0.447083333333333
EIF5A	-1.2785
FAM49A	0.9205
NEGR1	4.02366666666667
YTHDC2	1.218375
EHD2	-1.15125
NCF1	1.5923
SCRT2	0.391
HOXA5	-1.56283333333333
NUP133	-0.03575
FGF12	1.3525
SLMO2	0.020625
SNTA1	0.814375
CACNG2	0.18875
GCM1	0.93475
ELF1	0.9185
TLR5	3.34175
TCFL5	-1.70891666666667
RBMY2FP	-0.6435
LOC100125556	0.856
FAM129B	-0.23475
MAP3K7IP1	0.536375
NCK2	-0.747
OXA1L	-1.1605
FMO9P	0.0265
ZSCAN12	0.4265
PSMD12	-0.169
HSCB	0.38925
CLDN10	-3.2475
MGC13053	-0.2505
HPCAL4	-0.7385
ASZ1	-0.5415
MEX3D	0.22425
NFAT5	-2.1745
CSPG4LYP1	-0.034
FBXO3	1.3614
DVL1	0.452333333333333
CMKLR1	0.867
TYMS	-2.53775
PEF1	0.43
ZNF750	3.512
MCM5	-0.7177
MEGF11	-0.675
KCNK7	-0.309
PTP4A3	0.193
C1QTNF2	-0.5085
OR6S1	0.717
FAM122B	-1.29075
ZNF551	-1.40225
HBQ1	-2.23
GEMIN6	-0.72875
ARSK	0.12475
RBP7	4.0655
CPNE9	1.05925
DSC1	0.224
LOC730112	-0.08025
MAP2K4	1.1295
HS3ST5	0.83
EPB41L3	1.77625
TEKT2	-1.18275
CDKN2B	-0.530666666666667
ZNF480	-0.00175
MAP3K6	0.4447
MAP6	0.211333333333333
HN1	-0.5507
OR2L13	0.427166666666667
SLC16A11	0.682
FAM96A	-1.02425
APOL1	-0.17275
C5orf32	1.12375
RTP1	-0.2395
RNF175	-1.367375
ZBTB41	1.91825
AHCTF1	-0.0962
SAE2	0.209
ITGA2	0.548083333333333
MME	-3.35233333333333
CCDC14	-2.18475
MAST4	3.18228571428571
KRT33B	-0.268
KCTD2	0.0845
WDR26	0.733583333333333
MFI2	-1.204875
NR4A3	-0.915625
ARSA	2.28225
UNKL	-0.144166666666667
SULT6B1	0.2275
CCNA2	-3.0005
SOX15	-0.162
PPAPDC1B	2.55275
C19orf44	1.111
MCAT	0.614416666666667
ARID1B	0.32575
OR52N1	-0.122
C12orf48	-2.61
MAGI1	-0.50975
NIPA2	-0.6615
GBX2	-1.59925
RSHL3	0.296875
RAVER1	-0.0961666666666667
C15orf17	-0.15
SLC30A2	0.169625
ZNF518	-0.79775
PCYT1B	-1.4895
C10orf114	-0.7695
EIF3H	1.05191666666667
SLC25A39	-0.3795
KIF1B	-0.8985
AMOTL2	-1.01675
C6orf120	0.904
PSRC1	-1.97125
PLA2G10	-0.63175
KIF5C	-0.290875
MRPL37	-0.939
C17orf62	0.463666666666667
C9orf135	2.29083333333333
DUSP10	-0.8008
CLCNKB	0.325
PSMA5	-0.4615
C8orf53	1.19925
AMPD3	-0.543666666666667
PIAS1	-0.19175
ADCYAP1R1	0.3105
GYLTL1B	2.07275
CDH20	0.1835
FBXO7	-0.39775
TMEM134	1.29783333333333
FLJ14213	-0.0836666666666667
ZNF3	0.05
LRRFIP1	0.778541666666666
CNOT2	0.212
ABI3	2.25725
ALDH5A1	0.9925
HNT	1.3034
SERPINA4	-2.25225
TK2	1.0185
STMN1	-1.50188888888889
GUCA2A	0.192
GALNT10	-0.209214285714286
DPP6	-0.7332
C9orf93	-0.427625
PRELID2	-1.189625
STK39	-1.862875
SFTPA1	-0.5665
CKS2	-2.20466666666667
RHO	0.266125
C20orf135	-0.28975
XKR3	-2.7725
CR1	0.218875
RPS6KA2	0.803214285714286
C20orf112	1.02175
MRPL22	0.8445
C4orf23	-0.0713333333333333
GADD45B	0.30525
KLHDC1	2.30333333333333
C2orf48	-2.6845
ZNF287	0.917
DAAM2	-0.61425
DPPA2	-2.77683333333333
TCTN3	0.397
DNAJB11	0.417875
FPR1	3.0045
DEFB4	-0.0595
PTCD2	-0.2084
SMOC2	6.25466666666667
CABP7	0.56875
SERPINB11	0.34025
MAGEF1	0.2105
NDE1	-0.304166666666667
ITGA10	0.063
FSHB	0.472
ANXA2	-0.33275
HORMAD2	0.2355
HLCS	0.589
MCF2L	1.88358333333333
FH	-0.273625
TBC1D24	1.66675
KIAA1505	1.214
LGALS2	-1.33525
CNBD1	-0.324
SYNPO2L	-0.82975
PTPN23	-0.0514285714285714
C1orf183	0.0685
MAGEA8	-2.184
DGCR8	-1.26075
GSR	-0.776
PAQR7	0.284
ZNF676	-0.8145
CACNA1C	1.1629
SP7	0.2855
PDCD6	0.3975
NRN1L	-0.6935
BRI3BP	0.57725
KIAA1183	0.53975
ASB4	0.2155
CCL23	-0.1435
OBSL1	-0.613375
SLC12A7	0.906166666666667
KIAA0240	2.299125
CD1B	-3.03083333333333
FCGR2A	1.0225
MDC1	-0.11425
HTR1A	0.2065
OCEL1	1.376
ATP11B	-0.2838125
FBXO34	-0.222
PCDH12	3.68733333333333
RPE	-0.767
C17orf74	-0.1235
CSDC2	0.0661666666666667
PET112L	-0.015
TMBIM1	-0.254125
P2RXL1	-0.17825
TCHP	-1.15075
TRMT1	-0.904166666666666
F2RL2	-1.40645454545455
LRRC32	2.12566666666667
IMPG2	0.5575
BGLAP	0.97975
LOC493869	-2.75375
MRAS	-0.654875
SLC35F5	0.8885
CBWD1	-0.153
AXL	-2.797375
ATP2C2	0.6995
TELO2	-0.2125
PNPLA3	1.811
PCDHB14	-1.31475
CD276	-0.366
KRT80	-2.36225
DUSP28	0.351
CSNK1E	-0.0736666666666667
SRP14	0.8
KCNQ4	-0.1895
KRT72	-0.0895
CCDC117	0.929625
C6orf89	0.452722222222222
TUBB2B	-2.60583333333333
RTN4IP1	-0.58375
CR1L	-3.98533333333333
CEND1	0.170875
C12orf41	-0.438
RNF31	0.1235
UBN1	-0.0103333333333333
C17orf32	0.782125
SLC5A7	0.042
GPR92	1.40266666666667
ESAM	2.4268
CTNNA1	0.35075
HRBL	1.3027
CBX4	0.33875
TMEM182	-1.30275
SH3TC2	-1.52616666666667
IL10	0.514666666666667
PXMP4	0.8675
RNF167	0.7042
PAK7	-0.689166666666667
ETV3	-0.1355
ATPIF1	0.8295
LOC554207	-0.858333333333333
OR8H1	0.64875
WDFY3	0.896625
DPM1	-0.18825
GPSM1	0.0285
WDR92	-0.2828
LRP1	-0.599833333333333
ANKH	0.44425
THUMPD3	-1.0355
POLR1B	-1.03575
OLFM4	0.279
RAD9B	0.74925
TSPY2	-3.4545
PAX6	-1.88283333333333
SCG2	-3.2115
SLC17A6	0.36
FMO3	1.953375
PADI4	0.021125
TUBB4	-0.9825
NLK	1.277
POU4F3	-0.3295
SDF4	0.20625
ITGBL1	0.2995
NETO1	-1.720125
TAP2	0.073625
ABBA-1	-0.589166666666667
GNAI1	1.467
VPS4B	0.83075
NOPE	-0.9805
GALNT6	-1.71883333333333
SESN1	1.33225
GBE1	-0.804222222222222
CLASP1	-0.36275
RASGEF1B	0.470875
ACOT11	-0.615785714285714
AFAP1	-0.1085
OR2H2	0.32175
DPY19L2P1	0.72075
DZIP1	-3.3515
SEC22C	0.22625
GPR161	-1.66475
RNF146	0.18375
WDR74	-0.651
GALP	-0.429
PURA	1.37125
DNPEP	0.162583333333333
RP11-78J21.1	-1.4115
ERBB2	1.54175
FANCM	-1.807
NEO1	1.07166666666667
DDX3Y	-5.1694
RPS3A	-0.24675
MXRA7	-0.513142857142857
LGALS3	-0.861666666666667
GLT8D1	0.476
CFL2	-1.70833333333333
UPB1	0.35925
NAP1L5	0.12275
CLDN14	-1.7035
DHX38	-1.4205
BTBD1	-0.03275
TARS2	0.51
ABCF1	-0.3111
FCF1	0.293833333333333
LRRC49	2.70925
GUCY1B2	-2.473
C1orf177	1.37533333333333
SMARCA4	-0.830142857142857
LRP8	-3.00183333333333
TAGLN3	-1.0245
MRPL14	0.60275
TTRAP	0.55075
ZDHHC20	0.4585
NFE2L3	1.0275
KIAA1377	2.221625
PALMD	0.1998
TMEM43	-0.49675
TTL	-1.718375
STAT5B	-1.58183333333333
SSB	-0.607125
OR10H5	0.629
SLC22A13	-0.25275
AKAP3	-0.289
TIMM23	-0.243333333333333
OAS2	2.22208333333333
KIAA0423	1.73775
TRIM11	0.1485
GLIS3	-0.439125
TMEM50B	1.669
ARHGEF4	-2.51125
DEGS1	0.541636363636364
TBL1XR1	0.594233333333333
G6PD	-2.2765
SP140	0.1136
MUC17	0.178357142857143
NUDC	0.0182
DNAJC5B	0.528
SCARA3	1.64416666666667
CPA3	4.02083333333333
BCAT2	1.485375
MFN1	-0.6458
NRG3	0.3935
SNX11	1.4545
PLEKHH1	0.0463333333333333
GPR177	-0.363833333333333
HCFC2	0.90675
TCAP	-0.4215
MOCOS	-2.9045
C14orf93	0.37425
PRDM10	-0.0408333333333333
SLC16A4	-1.41158333333333
SRGAP1	0.643833333333333
VIP	0.2915
DUSP27	1.19383333333333
LILRA1	0.6859
MC2R	0.2375
MGC24103	-4.288
MBTD1	-2.9925
FUT11	-0.3865
USP33	0.5078
C15orf39	-1.93775
MAP3K12	0.449625
PAAF1	-0.087
BARHL1	-0.165
FLJ16165	0.216
PIWIL2	-2.73875
SYNE1	-0.476833333333333
CMTM4	-0.326375
TSPYL1	1.7379
GUF1	-0.576333333333333
TMEM157	2.4935
WDR44	-0.667
HIST1H3C	-0.16625
DKFZp666G057	2.35675
RNPEP	0.368
GAS2L2	-0.126833333333333
ADH4	-4.85475
GRPR	-0.199
FBXL17	0.22525
ZBTB10	0.351083333333333
Gcom1	0.992055555555556
HTRA1	-0.054
ZNF585A	-0.422
SLC26A2	0.864
OTOP3	0.3985
WISP1	0.78
ATP2B4	-0.328916666666667
FLJ10769	1.203
CRAMP1L	-0.846125
CHST12	0.54625
RAB22A	0.417083333333333
TARDBP	-0.386642857142857
STAU1	0.0095
CRB3	2.304
MIG7	-1.32725
CHMP1A	-0.59
ZNF160	-0.0595
B3GALT6	0.36875
BARX1	-1.95416666666667
C6orf167	-1.71525
NXNL1	0.36
DHX29	1.3625
HADHB	-0.21575
PLXNB2	0.9525
ILDR1	-1.67775
SLC15A3	1.54675
GAS2	-4.491
C20orf69	-1.15725
NUMB	0.0575
TNIP1	0.300875
MESP1	-2.3925
PSKH1	-0.55225
NSFL1C	-0.336625
RHOG	-0.43025
HEY1	0.0626666666666667
KNG1	-1.439
ITGAX	0.7843
LIN9	-0.697
CANT1	0.65175
XRN1	-0.0221428571428571
CCDC96	2.0825
HEATR6	-0.985333333333333
GNG7	-0.899833333333333
RUNX2	-0.2021875
SOX1	0.000833333333333334
FCRL5	0.1783
ZNF99	0.647125
FAM9A	0.0935
SNX22	0.0496666666666667
MBNL3	-2.20133333333333
ODC1	-1.9042
ADORA2B	-3.28683333333333
NR2F6	0.4395
ZFYVE16	0.591888888888889
SYNJ2BP	0.3049
POLE	-1.5665
E2F2	-1.52575
THRA	1.3545
PTGES2	-0.527833333333333
HIP1R	0.524666666666667
TMUB1	-0.163666666666667
ENO3	-1.79875
RSPH10B	-0.0655
CXorf39	-0.072625
IRGC	0.7065
GPR109B	0.211
FLJ13305	-0.8825
LCE3A	-0.147
TNFRSF18	1.88033333333333
DET1	0.14775
TRPM3	-0.0303636363636363
C16orf79	-0.8205
FECH	0.132
RAP2A	0.3505
CRIP1	2.57566666666667
AZIN1	0.253875
SLC7A7	2.2505
IL10RA	0.3661
TMEM64	-3.5505
CDC42EP4	0.851
C16orf58	0.2121
ARG2	-1.8365
POU5F1P4	-4.994
FAM62B	0.256
DNAH8	-1.8944
ASH2L	0.35125
TSLP	-4.54183333333333
CNTNAP5	-0.0246666666666667
TMEM16C	-0.1995
IFNA14	-0.0435
SLC1A3	-0.4735
CABYR	3.20925
BCL7B	0.0756
NUDT13	-0.979833333333333
C13orf28	0.586
C1orf53	1.21725
ARL6IP4	0.8
RPL35A	0.009
EMR3	0.5175
RAB40C	1.02658333333333
SLC41A1	-1.20883333333333
LRCH1	-0.27075
LY6G5B	-0.5125
FAM124A	0.307357142857143
MGC10981	-3.32466666666667
CLIP3	-0.5348
MAP4K2	0.0713333333333333
CHIC1	-1.14025
SULF1	2.31116666666667
C20orf30	0.6145
PRDM5	-1.37475
ELOVL1	0.28175
C11orf48	-0.376625
SLC39A10	-0.1735
KCNV1	0.02625
ACP1	-1.39333333333333
ZMYM2	-0.332875
B3GNT6	0.165666666666667
C9orf69	-0.69275
C2orf15	1.20775
C20orf166	-0.5605
HSP90AA6P	-0.5345
EDG7	-0.7925
NEURL	3.14075
LPL	0.821333333333333
CLEC2D	-0.936714285714286
GRRP1	0.837666666666667
CD8B	-3.7755
HIST1H3D	-1.49316666666667
SLC6A12	2.617
FAM27L	0.1615
CD84	0.4848
RASA1	-0.6875
PHKG1	-0.5205
MAGEA11	-1.501
IMPA1	-0.4052
NPM3	-1.37825
RARRES1	-0.20225
SH3BP1	-0.0675
B3GNTL1	0.9345
ARPC5L	-0.333166666666667
KLHL26	0.8185
SIM2	-2.29275
GJC1	1.243
C20orf194	-0.891
EXO1	-2.71975
SLC2A2	-2.16533333333333
LOC285074	-1.4865
LRG1	4.05575
KIRREL	0.083
PIK3R1	0.0853571428571429
C4orf34	1.23375
MAF	-1.53405555555556
ADCY4	3.9035
ZMIZ2	0.2987
SLC46A3	1.22583333333333
STAMBP	-0.269333333333333
CCDC16	0.6025
MS4A12	0.1235
TCF20	1.00875
LRRC46	2.5855
C20orf152	2.573
MRPS6	-0.827875
ABCB11	0.306
KCNC2	4.5955
CDH19	-2.59666666666667
C9orf123	0.0106666666666667
SSH3	1.688625
LDLRAD1	0.73275
CCBE1	1.045
ZNF135	-0.896125
TAAR1	0.1965
WFDC12	0.295
CCDC42	0.346666666666667
FLJ12529	-0.62225
PER1	-0.212166666666667
TIMM50	-0.3965
SMARCAD1	-0.654666666666667
FAM26C	1.9205
TP53TG3	-2.70366666666667
SH3RF1	2.1138
LMCD1	0.29325
GPR63	-0.1305
FLJ21986	-1.21425
AIFM3	1.71375
MICAL1	-0.149666666666667
BLZF1	1.701
IQCA	4.60683333333333
PCDHGC3	-0.798
SAC	-0.01025
BCL6B	1.92916666666667
DDO	1.18575
MARCO	0.29425
DCHS1	-0.101833333333333
C1orf170	-0.152833333333333
CD200R1	0.515
C22orf15	-0.0005
SEPT11	0.556333333333333
ADNP	-0.3795
UST	-2.7372
C13orf34	-0.925666666666667
RFFL	1.10028571428571
APBA3	0.425
C2orf60	-0.81225
CUTL1	-0.4718
PMS1	-0.846125
ZNF689	0.464
EIF3E	-0.5605
IL9	0.0901666666666667
RPL31	-0.4395
LY9	0.124833333333333
ATP2B3	0.19925
