Hybridization REF	TCGA-AN-A0XR-01A-11R-A109-07
ROBO2	1.539
RNF40	1.05583333333333
CCDC135	0.6565
IFT81	0.0105
MORF4	-0.9775
TM7SF3	0.45325
OR10H3	0.257
ABP1	0.116875
CHRD	1.56725
PLEKHA8	-0.243
NCALD	-0.32925
OR5AK2	0.269
ACCN1	0.104
SLITRK1	-0.29925
ARMET	-0.08275
C9orf52	0.68575
REEP4	-0.30925
MTSS1	1.413
ADH1B	-0.0138333333333333
DLD	-1.46975
CDK5	-0.345
PPFIA1	-0.391125
WFDC3	1.48175
DNAJB12	1.62292857142857
RANGRF	-0.6525
MLANA	-4.249
AMY2B	0.222
KIAA0319	-1.089625
RPS7	-1.1655
JAK3	-0.3538
ARFGEF1	0.75125
CXCL5	0.783416666666667
TRAPPC4	0.45475
CETN2	1.05275
HSPC111	-1.4855
RHOBTB3	-2.0215
PHLPP	0.6825
RGS10	-0.101
TMEM58	0.09175
CHERP	-0.335875
HSP90AB3P	-1.2155
FSTL3	-0.752833333333333
PEX11A	1.6475
OR5V1	0.445
FCN3	2.75875
PTPN3	-0.232
NPTX1	-4.969375
C21orf84	-1.20825
C11orf51	0.651
ZBED2	-0.0115
FLJ90757	0.029
NPY2R	0.171
PLD3	0.2015
SYT17	3.4675
SGSM2	-0.3575
OR1A2	0.065
FOXP1	1.884625
SLC5A1	1.9895
POFUT1	-0.035
EPHB6	-2.981
MYO1G	-1.805375
STAC	-1.7253
KLHL17	-0.202666666666667
RGMA	-1.0556
TJP2	0.1078
FAM114A1	0.669166666666667
SERINC1	1.51291666666667
SLC9A8	-0.17725
PEX19	0.970375
EDN2	2.1605
PSMD7	-1.61544444444444
C3orf41	-2.27825
UQCR	0.363625
PPP1R3C	-1.6775
LRP4	-2.8785
TM2D1	1.352
TTC17	0.0940625
C4BPB	-4.284
CCL25	0.19975
ZNF253	0.253833333333333
CHRNA9	-3.9815
SOX11	-0.76225
HIVEP3	1.091
CGN	1.78258333333333
C3orf35	-0.00175000000000001
PKD2L1	1.84225
SYVN1	0.28975
PDE8B	-2.08825
LOC439951	1.61475
LTC4S	2.3155
MIF4GD	-1.895
SMARCA2	1.63325
TUBGCP6	-0.660666666666667
CABLES1	1.405375
C16orf77	-0.00599999999999997
ZNF791	0.4715
FUT5	-0.6245
ADH6	-2.015
P4HB	0.43825
CLDND2	-1.8035
ALKBH8	-1.11475
PLAC4	-1.65675
F11R	1.4
MGC35295	2.60283333333333
PDZD4	-0.433333333333333
LOC389073	-0.1585
FAM80B	-0.376833333333333
PSMB1	0.262625
TXN	0.2115
VIPR1	1.6481
WBSCR18	0.5024
EXOSC6	-0.691333333333333
ACTA2	3.55433333333333
SP5	-3.91758333333333
ANKRD1	-2.15925
DDR1	1.8501
ATP6V1D	0.0225
PTGS1	-2.42458333333333
RNF157	-1.19675
DCC	-0.39275
SPAG7	-0.754
FBXO18	-0.10525
UBE3C	-0.3765
HOXC6	0.52425
LRP2BP	-0.2305
MYST2	-0.85775
PDSS2	-0.00875
ATE1	-0.1365
ARAF	-0.08825
KLF10	-0.6725
PLA2G2E	0.25475
ASCL1	-1.46833333333333
TSNAXIP1	1.893
FAM131B	-0.49875
IFNA10	0.2455
NUP43	-0.779125
FAM44B	-0.37525
L1TD1	-4.3525
NMD3	-1.58875
C18orf54	-1.1772
PHOSPHO1	-0.332
RAG2	-2.599
EMILIN3	-0.26
METTL3	-0.413
VPS13C	-0.317
REXO2	-1.819
ANXA4	-0.359
CA1	-1.168
DCP1B	0.45975
TULP3	-0.6095
ATP2A2	-0.367571428571429
ATIC	-0.40175
ADAM15	-0.048
NPL	0.0528333333333333
LGR4	-1.494125
UEVLD	0.126333333333333
GAB1	1.714
SNAI2	-0.409
ZGPAT	0.3189
SNF1LK	-0.071125
DLEU1	-0.57275
UBE2Q1	0.113875
ZMYM6	0.2973125
JPH3	-2.0385
FAM38A	-0.57925
PXK	0.709333333333333
DENND2D	3.17725
BAX	-0.896333333333333
CP	-5.29827272727273
RPL37	-0.5528
G6PC3	0.0365
NCOA4	0.0641666666666667
LRRC14	0.219875
GORASP1	0.326
FCHO2	0.6505
CYP24A1	-3.5607
FXYD3	3.291375
SMARCAL1	0.3435
ABCB8	0.375833333333333
CCDC44	0.44075
PRDM7	-2.6135
USH1C	-1.4255
DNAH5	1.22916666666667
SRF	-0.047
MAL2	2.6085
PGPEP1	0.777666666666667
SIN3B	-0.28075
SEMA3C	0.961
GRAMD3	0.5215
FBXO10	-0.368625
OR5D13	0.299
FLJ31818	-0.714125
CACNA1I	1.570375
S100A13	1.5305
TP63	0.156142857142857
ANXA11	0.2892
WDR66	1.364625
CSF2RB	-0.1455
IFI44	3.37725
DACT1	1.64983333333333
ANKRD23	-1.55475
ATP5G1	-0.955333333333333
C21orf70	0.0715
PPWD1	-1.02575
DNAJC13	0.0355
PAH	-5.23233333333333
PTCH2	0.81125
TRMU	-1.57325
CCDC9	1.272
USP3	0.2052
DCLRE1C	0.1038
FAM55C	2.54725
FRMD4B	1.0595
CYP2R1	0.07975
RFPL1	-0.1029
XPO5	-0.68075
ARL6IP2	-0.652
OSBPL5	2.24575
MMP9	3.97509090909091
KIAA0802	-1.041
DHRS2	-2.81216666666667
SGEF	1.619625
TXNDC10	-0.6157
EXOC6	1.81725
RPS27	0.449833333333333
PNCK	-1.4455
FSTL1	-0.749
AACS	0.07475
SLMAP	0.460666666666667
SAMD4A	-0.9349
ABRA	0.2245
SMARCD3	1.40675
PKNOX2	-2.9725
A4GNT	-0.1945
C9orf39	-1.178
RALYL	0.39025
MGC33556	-2.2805
C10orf25	-0.917
BBOX1	-0.389
NHEDC1	-0.01575
XDH	0.6465
GCSH	-2.433
EDN1	1.52816666666667
MTERF	-0.60625
CLK4	0.443375
ZNF799	1.0905
KCNG1	-1.753625
CXCR4	-1.82083333333333
PTPRR	-2.553
IRAK1	-0.823375
LOC401397	-0.631
TMSB10	0.401357142857143
CXCL3	-3.3418
TMC4	2.6695
OR7A10	-0.07
STYK1	3.174
CHRNA10	0.48075
CCNI	1.40875
EP300	0.0122142857142857
LOC165186	-0.340833333333333
HIC2	-2.8685
SDR-O	0.0815
OR2W1	0.315
KCNA6	-0.445
TRIM74	-1.7795
REEP6	3.2785
ATP5G2	0.41875
ERG	-0.28925
TMEM42	0.19
PARN	0.495166666666667
SOD2	-0.5245625
DIRAS1	0.357333333333333
PNPT1	-0.5615
JOSD3	-1.73975
hCG_40738	-0.4785
PDE1C	-2.453
SEMA4D	-0.00174999999999999
AGPAT1	0.068
NOSTRIN	1.303625
MAP3K3	0.0566666666666667
MAX	1.39407142857143
CAPS	1.09333333333333
SERPINA12	0.2405
OSBPL8	-0.78175
RICS	1.9308
NR4A2	1.75316666666667
PPCS	0.886833333333333
LONP1	-1.0505
SCYL3	2.569
HERC2P2	-1.40816666666667
FIBCD1	-0.264
C15orf41	-1.19625
DMC1	-0.693333333333333
C20orf27	-0.82475
RPS6KA5	0.2336
FAHD1	-0.0766666666666667
SLC12A4	-0.16775
BRCA1	-1.1525
GBL	0.18375
SLK	0.178333333333333
NUDT9P1	-0.814
NOXO1	2.5225
USP52	-1.29125
BAZ1B	0.953375
SLCO2B1	1.10825
BBS12	0.436833333333333
LRGUK	0.880333333333333
TERF2IP	-0.21775
COL1A1	5.3685
KIAA0090	0.59025
GRK5	-1.39916666666667
AP1S2	-2.84
TMEM52	0.280833333333333
CA11	0.395875
OR4A15	0.107166666666667
ACBD3	1.2245
SPAG11B	0.74825
PRDM2	1.5282
FOXP3	0.09575
SMYD3	0.857
LOC389199	1.5695
LGI2	0.067
NAPE-PLD	0.3425
ANKRD6	-0.113
WDR45	0.165833333333333
SHROOM1	-1.825
PSCD3	-0.2215
PYY	1.434
KCNC1	0.1555
ARHGEF9	0.3224
OR8J1	0.38025
GPR55	0.034
NS3BP	-1.3025
C10orf22	0.0218333333333333
NAT8L	-0.545
DUSP4	1.264
FOXM1	-1.01166666666667
GRAMD2	2.62
ZBTB48	0.385
BUD31	-0.159
PABPC5	1.4265
CCDC41	-1.201
FBXO11	-0.07525
C6orf148	0.06725
RFXAP	-1.78025
C6orf15	-0.156
CDK8	-0.866166666666667
C6orf70	0.59275
TESSP2	0.1085
ALG2	0.96925
PPP1R3D	0.6475
TPM3	1.16427777777778
SYT13	0.851
EPB42	-0.6295
CETN3	-0.50225
PRY	0.4895
NTHL1	0.862333333333333
POLR2B	-0.5945
RPS28	0.788666666666667
P2RX3	0.297
LYZL4	0.42575
WBP4	-0.3205
PMM1	-1.31675
C11orf79	0.265
CBLL1	-0.37325
IL1F10	0.292166666666667
VAX2	-1.1695
SETDB1	0.2425
LRAP	0.305333333333333
GCLM	-0.614166666666667
CPEB3	2.0645
PPM1A	0.2985625
INTS1	-0.44175
CAMTA1	-0.26275
SAMSN1	-3.26175
LOC158830	-2.71033333333333
GMPPA	-0.395125
AIPL1	-0.25575
IL24	0.60475
BDKRB1	-2.17316666666667
MLF1	0.478
TAF12	0.115
ID1	-2.594875
THADA	-0.314125
PIK3CB	-0.677
OR4N5	-0.178
TBC1D17	-0.124833333333333
COX8A	0.8015
CDCA4	-0.94875
C2orf44	-0.7035
ZNF534	-0.71075
IMMP1L	0.076
NIPSNAP3B	0.2075
FTMT	0.368125
PWP2	-0.716166666666667
MMP15	-0.3703
DNAH11	-0.175
MTMR14	-0.335375
DNAL4	0.8495
IPP	0.11525
TMEM59	1.264
C1orf157	0.785
RGS4	1.26
DDX18	-0.2595
SNX6	-0.07825
ZNHIT2	1.41533333333333
NCDN	0.672833333333333
FLJ33534	1.5835
RAG1	-1.44175
OR4D10	0.253
PTPN5	-0.800166666666667
POMT1	0.287625
LRRC8A	0.5593
CYP1A1	-1.28025
CAPN1	0.211
DDHD2	-0.301
GRIK2	-0.0585
GNRHR	0.26725
PPBP	0.2545
HTR3A	-1.14175
SLITRK4	0.519
ANKRD49	0.1375
BTF3	0.1242
SARS	0.04375
C13orf18	-0.832666666666667
CACNB1	-0.545142857142857
QKI	-0.125954545454545
SETMAR	0.5235
MAN2B1	0.0183333333333333
EML3	-0.4605
ACADL	-0.659666666666667
OFD1	0.131125
DEFB114	-0.1565
CGA	-3.1824
PEX16	0.523666666666667
LRRC10	0.1825
GNG12	0.289
C1orf152	-0.162166666666667
CHRM1	0.589
CD53	-1.20975
DBH	-0.782
TFAP2B	4.51975
HIST1H2BJ	0.3805
FAM46D	0.3495
TMEM11	-0.3465
C3orf32	-2.76175
PCCB	-0.197375
IPO13	0.011875
C6orf105	-4.04725
COMMD5	0.71275
SUV420H1	-0.5062
LTBR	0.4695
ARHGAP15	-2.345375
HDHD2	-0.00375
TDRKH	0.211666666666667
LOC401052	0.9805
PSG4	-1.4505
GNB4	-0.9475
SPATA4	3.54075
SLC9A3	-0.1785
OSBP	0.168666666666667
NBPF3	0.184916666666667
DOCK11	-0.922
SLC39A5	-1.33216666666667
PRR5	0.9744
C10orf63	0.909375
SMTNL2	-1.23175
ADRA1A	0.68075
ASAH1	4.5879
DOM3Z	-0.1401
GIPR	0.977833333333333
AHI1	1.286
NADSYN1	0.123666666666667
RGS14	0.3912
IL18BP	0.7439
RTN4RL1	2.33483333333333
ARMC6	-0.28825
PSMD5	0.98
HK3	1.3009
OR4S1	0.218
RSU1	-0.2708
MAD2L1	-1.89511111111111
EIF4A3	-0.48725
DLEC1	-0.754166666666667
E4F1	0.911
CHMP2B	0.3163
CAMSAP1	0.251
RPS21	-0.811166666666666
ARID5A	0.46875
UBE2N	-0.0754
IGSF8	1.61
MAGEB6	-1.3495
ACAD11	-1.1012
MGC4172	-2.03425
LMO4	0.317
KLKB1	0.19975
HP	-0.518
HDAC3	-0.53025
SCHIP1	-0.16675
CLCA1	-0.35
OLFML2A	1.46975
C1orf112	-0.576
KIF19	0.249916666666667
HAPLN4	-0.1972
CXCR7	0.2085
GOT2	-0.8457
RAB38	1.57775
DCX	-1.37375
PPM1H	-0.355
NFYC	0.684
KIN	-0.054625
ZNF228	1.451
PLSCR4	2.39783333333333
HIG2	0.277
FAM79B	7.454
C21orf86	-0.0288
KCNK10	-0.74975
ZNF738	-0.657625
FSTL5	-1.06466666666667
OR6A2	0.3805
OTOA	0.296666666666667
EXOC1	0.336375
AHRR	-2.934625
PDAP1	-1.84041666666667
C19orf6	0.286375
ZAN	0.41525
LY6G6E	0.255
EIF4E2	-0.314
C20orf198	0.01175
ZNF324	0.53725
CYP3A5	-2.7705
ENTPD7	1.735
MBOAT5	-0.002
GJB5	-1.0175
TTC13	0.19425
S100Z	-1.45583333333333
KIAA0664	-1.00233333333333
PDGFRB	1.78541666666667
IL17D	-1.6315
OR56B4	0.1515
RDX	-3.32983333333333
SLC34A3	1.547
IL28B	1.127
JUND	0.59025
CHRNB1	-0.598875
CAMK2B	1.02825
FETUB	-1.41225
CXorf23	0.89425
MRTO4	-0.867
TTC3	0.5145
NDUFB8	-0.280666666666667
EDG2	-1.235
SEMA3G	0.917
IL23A	-2.12275
GRHL1	0.6861
LOC441054	-1.763
WDR65	0.865625
PSTK	0.11125
STOML3	0.3455
R3HDM2	-0.3487
C5	-0.80275
SLC2A10	0.611333333333333
C3orf22	0.53875
PAQR3	-2.33115384615385
ANKRD26	-0.443916666666667
HCRTR1	0.1265
LOC399947	-0.151
PSD2	-0.06
TIGD2	-0.648
SCRN1	-0.124625
COQ10A	-0.8175
DDI2	0.0115
METTL7B	-1.0105
UCN2	0.802
FAM92A3	-1.069
WDR16	0.9705
ZNF511	0.2695
ZMYM5	0.05225
POLR3G	-3.02625
ZNF586	0.00475
C1orf49	0.211833333333333
TANK	-0.5025
RCAN1	-0.421166666666667
PELI3	1.46933333333333
LIMD2	-0.996166666666667
TMEM189	-0.3715
NTN4	3.20475
LOC151300	-0.4815
CLEC2A	-0.845
GPR135	0.017
DPYSL4	-1.9921
JAK2	0.8945
TSHZ1	0.4465
TM9SF4	-0.1535
ZNF264	0.7045
SIRPG	0.306
BICD1	-1.4155
HERC6	4.98333333333333
METTL5	-1.3375
CASP1	2.09875
PRRT1	0.0781666666666667
PLA2G4C	2.22183333333333
ICA1L	-0.829785714285714
TPTE2	-0.326833333333333
OTUD7A	1.29733333333333
AQP11	-1.39975
APOA2	-4.0601
KALRN	-1.197
SECTM1	2.21733333333333
IFNAR1	0.5405
TALDO1	0.021875
RAB11FIP4	0.0918333333333333
EIF5A	-2.1705
FAM49A	0.28125
NEGR1	-0.307333333333333
YTHDC2	0.178
EHD2	-0.533375
NCF1	1.1459
SCRT2	1.3945
HOXA5	-1.40866666666667
NUP133	0.4325
FGF12	0.074125
SLMO2	-0.622625
SNTA1	-0.19675
CACNG2	-0.1325
GCM1	0.43525
ELF1	0.767833333333333
TLR5	2.0385
TCFL5	-0.94225
RBMY2FP	-0.5795
LOC100125556	0.477
FAM129B	0.749625
MAP3K7IP1	-0.392125
NCK2	-0.693
OXA1L	-0.81625
FMO9P	0.626
ZSCAN12	-0.0755
PSMD12	-0.2475
HSCB	-1.6275
CLDN10	-3.173
MGC13053	-0.289
HPCAL4	-0.639333333333333
ASZ1	-0.654
MEX3D	0.869833333333334
NFAT5	-0.7174
CSPG4LYP1	-0.4325
FBXO3	0.2194
DVL1	-0.393833333333333
CMKLR1	0.562166666666667
TYMS	-1.694875
PEF1	1.352
ZNF750	1.2745
MCM5	-0.8383
MEGF11	-1.1005
KCNK7	-0.0465
PTP4A3	-0.293
C1QTNF2	2.46733333333333
OR6S1	0.705
FAM122B	-0.85275
ZNF551	-0.147625
HBQ1	-2.261
GEMIN6	-0.46275
ARSK	0.17575
RBP7	3.75666666666667
CPNE9	0.13375
DSC1	1.0275
LOC730112	-0.429
MAP2K4	-0.38175
HS3ST5	-0.7965
EPB41L3	-1.13
TEKT2	2.873
CDKN2B	0.542916666666667
ZNF480	-0.5835
MAP3K6	1.5126
MAP6	0.582
HN1	-0.4004
OR2L13	0.474666666666667
SLC16A11	0.46925
FAM96A	-0.5665
APOL1	0.55825
C5orf32	-0.313
RTP1	0.277833333333333
RNF175	-1.348
ZBTB41	1.712875
AHCTF1	-0.3275
SAE2	-0.7988
ITGA2	-0.1565
MME	-1.55533333333333
CCDC14	-1.125
MAST4	2.65028571428571
KRT33B	-0.5995
KCTD2	-0.316833333333333
WDR26	0.125
MFI2	-0.62475
NR4A3	-0.95975
ARSA	1.84175
UNKL	0.762333333333333
SULT6B1	-0.037
CCNA2	-2.00016666666667
SOX15	0.181
PPAPDC1B	0.955666666666667
C19orf44	1.193
MCAT	1.01833333333333
ARID1B	0.5135
OR52N1	0.793
C12orf48	-1.49325
MAGI1	0.439
NIPA2	-0.47075
GBX2	-1.63225
RSHL3	1.162125
RAVER1	0.903166666666667
C15orf17	-0.02725
SLC30A2	0.72275
ZNF518	-0.18975
PCYT1B	-1.50375
C10orf114	-0.51475
EIF3H	-0.08
SLC25A39	-1.28783333333333
KIF1B	-0.689125
AMOTL2	0.62075
C6orf120	0.762875
PSRC1	-0.90325
PLA2G10	2.3465
KIF5C	1.315375
MRPL37	-0.73
C17orf62	0.853333333333333
C9orf135	-1.1655
DUSP10	-0.6099
CLCNKB	0.46
PSMA5	0.0025
C8orf53	0.346
AMPD3	-0.108
PIAS1	0.0645
ADCYAP1R1	-0.1365
GYLTL1B	0.0725
CDH20	-0.237166666666667
FBXO7	-0.841
TMEM134	1.31216666666667
FLJ14213	0.144
ZNF3	0.0605
LRRFIP1	0.322333333333333
CNOT2	0.353
ABI3	1.74675
ALDH5A1	-2.25233333333333
HNT	2.9347
SERPINA4	-2.094
TK2	-0.0746666666666667
STMN1	-0.434111111111111
GUCA2A	0.242
GALNT10	1.71114285714286
DPP6	-0.80905
C9orf93	-0.460875
PRELID2	0.359375
STK39	-0.27
SFTPA1	-0.555
CKS2	0.753222222222222
RHO	0.313375
C20orf135	-0.18225
XKR3	-2.588
CR1	-0.257
RPS6KA2	-0.189571428571429
C20orf112	0.819
MRPL22	0.08025
C4orf23	0.364166666666667
GADD45B	1.3625
KLHDC1	1.19133333333333
C2orf48	-1.9625
ZNF287	0.449
DAAM2	-1.42925
DPPA2	-2.5835
TCTN3	0.863333333333333
DNAJB11	-0.495625
FPR1	2.37775
DEFB4	0.452
PTCD2	-0.7788
SMOC2	5.00783333333333
CABP7	0.4925
SERPINB11	0.26275
MAGEF1	-0.182
NDE1	0.265166666666667
ITGA10	-0.5655
FSHB	0.3705
ANXA2	0.684
HORMAD2	-0.08325
HLCS	0.63675
MCF2L	1.51716666666667
FH	-0.1165
TBC1D24	1.094
KIAA1505	2.3305
LGALS2	-3.6015
CNBD1	-0.19
SYNPO2L	0.0305
PTPN23	0.234928571428571
C1orf183	-0.255166666666667
MAGEA8	-2.0715
DGCR8	-1.055625
GSR	-1.19
PAQR7	-0.0315
ZNF676	-0.396
CACNA1C	0.1429
SP7	-0.2835
PDCD6	-0.28825
NRN1L	-1.205
BRI3BP	0.336916666666667
KIAA1183	1.36875
ASB4	0.06725
CCL23	-0.2081
OBSL1	-2.486375
SLC12A7	0.694583333333333
KIAA0240	0.95575
CD1B	-2.78983333333333
FCGR2A	0.339625
MDC1	-0.684
HTR1A	0.0918333333333333
OCEL1	0.58075
ATP11B	-0.9605625
FBXO34	0.110333333333333
PCDH12	3.269
RPE	-0.53375
C17orf74	0.9125
CSDC2	0.358666666666667
PET112L	-0.6045
TMBIM1	0.00824999999999998
P2RXL1	-0.21375
TCHP	-0.7725
TRMT1	-1.29233333333333
F2RL2	-0.49325
LRRC32	3.02466666666667
IMPG2	0.128
BGLAP	0.7385
LOC493869	-0.232166666666667
MRAS	0.628125
SLC35F5	0.47975
CBWD1	-0.23
AXL	-1.51925
ATP2C2	1.38425
TELO2	0.2875
PNPLA3	-3.83275
PCDHB14	-0.83425
CD276	0.56425
KRT80	-1.08075
DUSP28	0.2195
CSNK1E	-0.772
SRP14	0.956
KCNQ4	-0.2585
KRT72	-0.1795
CCDC117	-0.247
C6orf89	-0.0358333333333334
TUBB2B	-2.244
RTN4IP1	-1.60425
CR1L	-2.94983333333333
CEND1	0.6145
C12orf41	-0.557
RNF31	1.01775
UBN1	0.883666666666667
C17orf32	1.073625
SLC5A7	0.4
GPR92	0.150333333333333
ESAM	1.9319
CTNNA1	0.995833333333333
HRBL	0.2072
CBX4	-0.64225
TMEM182	-1.31575
SH3TC2	-0.345833333333333
IL10	0.634
PXMP4	1.8905
RNF167	-0.609
PAK7	-0.6265
ETV3	-0.065
ATPIF1	1.04016666666667
LOC554207	-1.095
OR8H1	0.04075
WDFY3	1.179625
DPM1	-1.475
GPSM1	0.157
WDR92	-0.2842
LRP1	0.3715
ANKH	0.000625000000000013
THUMPD3	-1.11125
POLR1B	-0.6505
OLFM4	0.8695
RAD9B	0.23225
TSPY2	-2.634
PAX6	-1.063
SCG2	-3.137
SLC17A6	-0.18825
FMO3	0.342125
PADI4	0.13675
TUBB4	-0.7966
NLK	-0.43925
POU4F3	-0.9045
SDF4	0.07375
ITGBL1	2.3905
NETO1	-1.13925
TAP2	0.131125
ABBA-1	0.0891666666666666
GNAI1	-0.59725
VPS4B	0.268
NOPE	-1.1167
GALNT6	2.34083333333333
SESN1	0.53275
GBE1	-1.94788888888889
CLASP1	0.04125
RASGEF1B	0.327875
ACOT11	0.0216428571428571
AFAP1	0.53975
OR2H2	0.17675
DPY19L2P1	0.151
DZIP1	-2.378
SEC22C	0.139833333333333
GPR161	-1.19008333333333
RNF146	-0.32125
WDR74	-0.6865
GALP	-0.656
PURA	0.64825
DNPEP	0.573083333333334
RP11-78J21.1	-1.5865
ERBB2	1.294875
FANCM	-1.052
NEO1	1.38166666666667
DDX3Y	-4.4836
RPS3A	-0.667875
MXRA7	-0.461285714285714
LGALS3	-0.5645
GLT8D1	0.20825
CFL2	-2.29366666666667
UPB1	-0.163
NAP1L5	-0.54675
CLDN14	-1.03175
DHX38	-1.38825
BTBD1	-0.4435
TARS2	0.4615
ABCF1	-0.1481
FCF1	0.140666666666667
LRRC49	1.93225
GUCY1B2	-1.3135
C1orf177	1.86983333333333
SMARCA4	-0.255285714285714
LRP8	-3.45466666666667
TAGLN3	-0.72775
MRPL14	0.391
TTRAP	-0.82375
ZDHHC20	0.8935
NFE2L3	-2.41225
KIAA1377	3.067875
PALMD	-0.1311
TMEM43	-0.66825
TTL	-1.32575
STAT5B	-2.25716666666667
SSB	-0.997375
OR10H5	-0.019
SLC22A13	-0.59825
AKAP3	-0.36375
TIMM23	0.515833333333333
OAS2	3.82716666666667
KIAA0423	0.7675
TRIM11	0.962333333333333
GLIS3	2.900625
TMEM50B	1.06066666666667
ARHGEF4	-1.47075
DEGS1	-0.461363636363636
TBL1XR1	2.02436666666667
G6PD	-1.855
SP140	0.5166
MUC17	0.0295384615384615
NUDC	0.2478
DNAJC5B	0.257333333333333
SCARA3	-0.4295
CPA3	3.9645
BCAT2	0.037375
MFN1	-0.8297
NRG3	0.2
SNX11	0.26525
PLEKHH1	-0.0425
GPR177	-1.33
HCFC2	-0.12125
TCAP	-1.13425
MOCOS	-2.7185
C14orf93	-0.27475
PRDM10	0.1165
SLC16A4	-0.7365
SRGAP1	-0.898833333333333
VIP	0.37075
DUSP27	-0.0961666666666667
LILRA1	-0.0537
MC2R	0.404
MGC24103	-1.425
MBTD1	-2.4175
FUT11	-0.306666666666667
USP33	0.8359
C15orf39	-1.4215
MAP3K12	-0.090375
PAAF1	-0.522833333333333
BARHL1	0.0325
FLJ16165	-0.2125
PIWIL2	-1.96
SYNE1	-0.134916666666667
CMTM4	0.01325
TSPYL1	0.8709
GUF1	-0.335
TMEM157	2.015
WDR44	-0.05875
HIST1H3C	1.43625
DKFZp666G057	0.94625
RNPEP	0.32625
GAS2L2	0.244
ADH4	-4.48075
GRPR	-0.268166666666667
FBXL17	1.769
ZBTB10	-0.201083333333333
Gcom1	0.274
HTRA1	1.6927
ZNF585A	0.265166666666667
SLC26A2	-0.222
OTOP3	-0.178
WISP1	2.30666666666667
ATP2B4	0.29275
FLJ10769	0.59225
CRAMP1L	0.430875
CHST12	-0.468
RAB22A	0.008
TARDBP	0.0712857142857143
STAU1	0.11375
CRB3	2.72033333333333
MIG7	-2.9135
CHMP1A	-0.241333333333333
ZNF160	0.054375
B3GALT6	0.199125
BARX1	-1.30933333333333
C6orf167	-1.56075
NXNL1	0.3055
DHX29	0.313375
HADHB	-0.34
PLXNB2	0.328125
ILDR1	-0.38925
SLC15A3	3.17975
GAS2	-3.45983333333333
C20orf69	-0.61875
NUMB	0.697
TNIP1	0.526125
MESP1	0.0986666666666667
PSKH1	-0.67925
NSFL1C	-0.447625
RHOG	-0.1065
HEY1	-2.41533333333333
KNG1	-1.663375
ITGAX	0.8408
LIN9	-0.351333333333333
CANT1	0.800375
XRN1	-0.0108571428571428
CCDC96	2.5539
HEATR6	0.147
GNG7	0.464583333333333
RUNX2	0.71125
SOX1	0.488666666666667
FCRL5	-0.0143
ZNF99	0.3455
FAM9A	0.0635
SNX22	0.163833333333333
MBNL3	-2.55066666666667
ODC1	-2.7045
ADORA2B	-3.64883333333333
NR2F6	0.58775
ZFYVE16	0.291388888888889
SYNJ2BP	0.8366
POLE	-0.62025
E2F2	-0.551125
THRA	0.0646666666666667
PTGES2	-0.193
HIP1R	0.935666666666667
TMUB1	-0.452
ENO3	-2.1505
RSPH10B	-0.7205
CXorf39	0.79625
IRGC	0.08775
GPR109B	-1.34325
FLJ13305	-1.3425
LCE3A	-0.628
TNFRSF18	-1.25183333333333
DET1	0.128
TRPM3	0.07525
C16orf79	-0.6805
FECH	-0.954333333333333
RAP2A	-0.1165
CRIP1	3.82166666666667
AZIN1	-0.396625
SLC7A7	2.772
IL10RA	-0.2746
TMEM64	-2.64925
CDC42EP4	-0.2467
C16orf58	0.4255
ARG2	-2.08575
POU5F1P4	-4.37225
FAM62B	-0.252
DNAH8	-1.8156
ASH2L	0.184125
TSLP	-4.743
CNTNAP5	0.049
TMEM16C	5.0375
IFNA14	0.4545
SLC1A3	-0.54625
CABYR	0.90625
BCL7B	-0.1099
NUDT13	-1.00216666666667
C13orf28	0.4365
C1orf53	2.08875
ARL6IP4	0.4444
RPL35A	-0.18225
EMR3	-0.0165
RAB40C	0.808666666666667
SLC41A1	0.107666666666667
LRCH1	-1.167
LY6G5B	-0.9945
FAM124A	-0.125357142857143
MGC10981	-3.51616666666667
CLIP3	-0.0495
MAP4K2	-0.251166666666667
CHIC1	-0.003
SULF1	4.05983333333333
C20orf30	-0.4215
PRDM5	-0.275
ELOVL1	0.122
C11orf48	-0.232875
SLC39A10	-0.378
KCNV1	0.01675
ACP1	-0.675166666666667
ZMYM2	-0.0433750000000001
B3GNT6	-0.0168333333333333
C9orf69	-0.291
C2orf15	1.02125
C20orf166	-1.2445
HSP90AA6P	-1.057
EDG7	-0.364
NEURL	-0.739125
LPL	-0.718833333333333
CLEC2D	-0.277285714285714
GRRP1	0.712833333333333
CD8B	-3.5873
HIST1H3D	1.45916666666667
SLC6A12	0.13025
FAM27L	0.1285
CD84	0.3946
RASA1	-0.5425
PHKG1	0.081
MAGEA11	-1.653
IMPA1	-2.1777
NPM3	-1.75625
RARRES1	0.36725
SH3BP1	0.133
B3GNTL1	0.609
ARPC5L	0.438333333333333
KLHL26	0.818
SIM2	0.20925
GJC1	0.6185
C20orf194	-0.31
EXO1	-1.81425
SLC2A2	-1.997
LOC285074	-0.588
LRG1	3.01875
KIRREL	0.0675
PIK3R1	1.30342857142857
C4orf34	2.028
MAF	-2.36066666666667
ADCY4	3.2325
ZMIZ2	0.5756
SLC46A3	-0.182
STAMBP	-0.293
CCDC16	-0.56475
MS4A12	-0.3875
TCF20	-0.5705
LRRC46	2.48625
C20orf152	0.20375
MRPS6	-0.836375
ABCB11	-0.2735
KCNC2	-0.0725
