Hybridization REF	TCGA-BH-A0DX-01A-11R-A115-07
LGALS1	0.21675
TAF1B	0.1485
FLJ40504	-0.65875
GPR173	0.4325
COL15A1	2.56575
CASP10	0.397071428571429
PCMT1	0.4185
HDAC5	-0.3136
LOC641367	0.25325
EVC2	0.791
SGPL1	1.647
GON4L	0.557571428571429
AFG3L2	0.3345
C5orf15	0.153833333333333
UBXD1	0.5485
LILRB4	1.57366666666667
GSTA4	0.227666666666667
ADIG	0.247
GRIPAP1	-0.49525
HIST1H3B	-0.145333333333333
BTRC	0.773
USP49	-0.8865
IQCH	-0.281125
ACBD6	0.01125
YEATS2	-0.99525
CABP5	-0.48675
TRIM3	1.2805
HNRPM	0.027
FGG	-5.1335
C18orf16	0.68975
CLEC2B	0.78225
PQBP1	-0.1935
JTB	0.768666666666667
REST	0.970833333333333
SLC8A3	-0.109833333333333
TMEM16H	-0.17125
MRPL47	0.240875
EVI1	1.9906
MUC1	3.537125
TEAD3	0.581125
STOML1	-0.01775
USP24	-0.0219
PNMA5	-0.31425
MAEL	0.17
LBP	1.3407
HSD17B4	0.82375
SEC31B	-2.67575
IDH2	0.7633
SFRS16	-1.21225
AICDA	2.1485
RNF180	-0.64475
C1orf56	-0.197166666666667
FLJ10324	0.140666666666667
GPR148	0.429
MEF2A	0.64775
ASF1B	-1.58366666666667
HTN3	0.09625
RNF215	0.42375
SLC4A3	-0.326833333333333
ADAMTS9	1.5026
C9orf66	1.09316666666667
FOXD3	0.1045
GSDM1	0.3315
IFITM5	-0.4755
PODXL2	-0.810333333333333
C1orf176	0.74525
RPS3	-0.56425
hCG_2004593	-0.748125
COL21A1	1.59575
NTNG2	0.7015
RAI14	0.280333333333333
P76	0.83475
LRFN3	0.1145
FAM14B	-0.852875
FKBP14	0.23
TNNI3	-2.77883333333333
HOXB3	0.780625
SGCB	-0.58225
PPAPDC3	0.68825
FRAT1	0.4555
MORN1	0.565333333333333
ARHGEF2	0.01425
BNIP2	-0.106
DHX30	-1.06475
EEFSEC	-0.19275
FGF20	0.844
FLJ38973	0.272214285714286
PLCH2	-0.288416666666667
CCNG2	1.456625
PSPN	0.2905
WDR88	0.1405
HOXB13	0.707
MTMR8	-0.739
SPAM1	-0.264
PPP2R1B	0.10775
TANC1	1.621125
CNN3	1.4152
CHGA	-0.032625
C9orf128	3.26375
CACNA1B	-0.154333333333333
MMAB	-1.6721
RHOA	0.499833333333333
RAPGEFL1	-1.11925
SLC1A5	0.342333333333333
CALCA	-0.394875
SYCP1	2.47575
CXCL11	4.09525
GFI1B	-1.386
PSCD1	0.5825
C11orf58	0.0825
MGC45438	0.409333333333333
NUDT18	0.945
ASB3	-0.6635
ZP1	-3.1585
LPPR2	0.1756
ZNF527	0.907166666666667
ZNF771	0.38075
TTBK2	-0.620625
TRIM55	-0.81225
GJB3	-0.833
PRSS35	1.6225
SCRG1	0.966
ZDHHC24	0.58775
DUSP26	-1.0255
C1orf51	0.904375
DNAJC3	1.6235
LITAF	1.063625
ZNF410	0.265
AFP	-5.51566666666667
ZW10	-0.42
PHOX2B	0.8655
VILL	0.178
ELOVL7	-1.02725
LOC644186	3.922
PPP3CC	0.368
CHST13	-2.8215
WDR40B	0.312166666666667
MEA1	-0.14825
HILS1	-1.32
DLX6	-2.2755
NKG7	1.41383333333333
EMP1	2.081
ACTR6	-0.88475
CHCHD7	-0.116785714285714
COG2	0.4476
TCEA2	-0.3258
TARS	-1.01325
FLJ20294	-0.291333333333333
ZNF92	1.003
TRAPPC2L	-0.0611999999999999
ARHGAP28	1.26925
CCDC109B	0.733
LGTN	-0.192833333333333
INGX	0.318166666666667
LOC124446	1.3355
RPS2	-1.62425
C17orf75	-2.19533333333333
NBPF1	0.6835
SLC2A8	0.0495833333333333
SNRPE	-0.59025
CARD6	0.90375
IL13RA2	0.53125
CUEDC2	-0.381625
C4orf19	-0.497
AOC3	2.539375
MTHFD2	-0.0695
OR5M9	0.4775
C4orf38	0.137833333333333
SS18L2	-0.09625
OAS3	1.08116666666667
LARGE	1.599
LRIG3	0.842666666666667
LIMA1	1.715
STARD3	-0.6825
VPS39	0.116625
CTAGE6	0.0805
ODAM	-1.9775
MORF4L2	-0.133
GSTO2	1.8855
MTFMT	-0.874
PRKAB2	-0.662357142857143
ZNF76	-0.0958333333333333
HSPB2	4.2125
CRB2	-0.10275
KLRK1	-2.454
LYST	1.517875
UBE2M	-0.9855
SLC16A9	-0.74725
ZNF281	0.574
ST8SIA1	-0.559
C9orf105	0.1755
ANKRD46	0.042
FAM108A3	0.1705
C20orf91	0.3945
ZYX	0.865833333333333
RSPH1	1.98825
ZSCAN5	-0.39725
RIMS3	-0.911333333333333
KRT76	0.244
CEACAM4	0.5475
SIRPB1	0.556875
CFHR4	-0.6895
SOX3	-0.8105
GATAD1	-1.164
C21orf57	-0.38425
TMC8	-0.851833333333333
AVIL	1.164
LMOD1	2.90125
HIGD1A	0.850125
NEU3	0.0805
DES	-0.2145
BZW1	-0.2466
ZNF221	0.642
CCDC27	0.277
GDAP1	-1.25975
RBBP4	0.2685
MGC40499	0.39925
PHKA1	-0.533125
PRKAR1A	-0.209333333333333
HSD3B1	-0.245666666666667
RAD52	-1.31333333333333
CD207	0.335
LOC389791	0.608
RSPO1	2.269
TMEPAI	3.298125
MFSD2	0.646
ETV4	-3.415
SCGN	-1.4285
LOC391356	0.234
MPP1	-0.342375
STARD3NL	-0.27175
TFAP2D	-0.037
CD2AP	-0.296875
CCL20	-4.59733333333333
CCDC86	-1.386
ZFP30	-1.191
CTBP1	-0.0145833333333333
MAK10	0.0211666666666667
STXBP5	-0.0648333333333333
LOR	0.2759
MAP6D1	-0.905375
ARMC7	0.3895
TMEM150	0.4476
NSL1	0.42225
KIF5A	-0.716875
ASCC2	0.261833333333333
PSENEN	0.593
OPTC	-0.4005
FCRL2	-0.379166666666667
KBTBD11	-1.4335
PCK1	-0.2075
CENTD3	-0.76725
MEGF8	-0.307125
ALPPL2	-0.30675
OBFC2B	-0.1235
ZFYVE20	-0.04675
GALC	1.89733333333333
CTRB2	0.0545
C20orf71	0.257333333333333
TBKBP1	-0.249833333333333
CAMLG	0.543375
TREML4	0.201
RSAD1	-0.3255
TUBA3D	0.7706
KIAA1833	0.132375
PNPLA1	-0.0785
LRRC34	-0.791333333333333
CDH26	-1.077
ZNF167	0.654833333333333
ZBTB26	-0.9435
VWF	3.4002
VTN	-1.107
BAD	0.557
PDS5B	0.428666666666667
ZNF644	0.01025
SH3GLB2	-0.20775
SMPDL3A	1.3933
NRG2	-0.766125
IL15	0.592
GABARAPL1	-0.0273333333333333
LAT2	0.1773
SLCO1A2	-2.1005
LIG4	0.42525
GSDMDC1	0.459125
BMP4	0.95475
METT10D	-0.165875
SYCE1	1.4615
SPANXD	-5.627
SLC12A9	-0.521666666666667
MC1R	-1.5265
RNF168	-0.5005
TRIM69	0.40725
GALNT7	2.48666666666667
ISG20L2	-0.179
KIAA2026	0.8665
TNFAIP8L1	-1.0825
DPY19L2	-0.70975
C12orf63	0.518
PRDX5	-0.295625
MED6	-0.82075
TXNDC5	-1.11725
CD46	1.51125
CCK	-3.225
C17orf48	-0.7635
ANUBL1	0.6045
SIT1	-0.287666666666667
TYSND1	-0.2785
DEF6	-0.386
GLT8D4	2.90725
UTP14A	-0.1425
RPH3AL	0.27375
NXF1	-0.169666666666667
TRERF1	0.244833333333333
TUBB3	-1.1929375
SLC24A2	0.421
SEC22B	0.636666666666667
ZNF653	0.0345
GGTL3	-2.56216666666667
CDKL2	-0.17
CTF8	-0.775666666666667
EPC1	1.113
CYP4A11	-0.552166666666667
THRSP	4.3525
LELP1	-0.450666666666667
TES	0.757375
C17orf87	2.0465
FERD3L	-0.02375
SH3TC1	-0.201
RAB36	-0.8775
CRYGB	-1.1025
GRIA3	1.9309
BHLHB9	1.16275
C1QTNF9	1.973
GOPC	0.470375
PNPLA8	0.0261666666666667
ZNF444	0.109
FMO1	4.43225
POLR3C	0.16725
SLC35F3	-1.70775
SGCG	-0.445833333333333
DCDC2	-4.14583333333333
NANP	-1.11075
MGC23270	-1.6065
BEX4	0.116583333333333
HYDIN	-0.2096
RPS6KB2	-0.79875
ADRM1	-0.523666666666667
BAT3	-0.71625
RAB31	0.58475
SCGB2A1	5.5965
SLC6A14	-3.853625
DDX4	-0.49775
PRRC1	0.640333333333333
AP3B2	-0.806833333333333
TRGV7	-0.136
TMEM184B	1.085
ADPRHL1	1.31516666666667
C21orf45	-0.47475
ARNTL	0.64825
AADAT	-0.69025
CCL2	1.03433333333333
SNTB2	0.133666666666667
RGS9BP	-1.14425
KPNA1	0.89475
TMEM41B	-0.129666666666667
S100A11	1.863
DOT1L	-1.6135
EFHC2	0.410375
CLTC	0.401
SRP9	1.05178571428571
ZNF521	0.707
FAM26F	-0.50175
GPR88	0.444833333333333
COL13A1	0.342
CHMP4B	-0.0244
SIGLEC6	0.167833333333333
NFAM1	0.176
PVRL2	1.6419
ALKBH4	-0.91275
CCDC93	0.0991875
NXT1	-0.751
KCNK4	0.8155
TROAP	-2.03333333333333
KCNA10	0.0985
CCDC114	0.146833333333333
RAN	-1.14566666666667
LMTK2	-0.878
LOC400657	0.1655
UFC1	1.6135
UBE1DC1	-0.4335
EEF1A1	0.103277777777778
CHAC1	-0.5195
HMGA2	-5.6179
B3GALTL	0.17975
ING2	0.30675
C1orf109	-0.4295
INTS3	0.165875
ZNF558	-0.12175
TRPM4	2.01466666666667
LTB4R	-1.2855
ISYNA1	-0.76725
LSM7	-0.36875
LRRC47	-0.4001875
ZNF179	-2.20533333333333
EXDL1	-0.0905
SLC4A10	-0.654875
ACSS2	-0.410833333333333
COPS7B	-0.5775
KIAA0040	1.60183333333333
C1orf95	-0.2235
AP1GBP1	0.073
OR9A2	0.331
FAM71C	-0.052
RIN1	-1.471
ITGA4	-1.90875
DNAJC6	-0.693666666666667
CLOCK	1.23066666666667
SLC35A4	0.506333333333333
DSG4	0.4045
LOC26010	0.218
NSUN2	-0.83525
TMEM86B	-1.5435
C14orf135	-0.04625
KIFC3	-1.41783333333333
PHF5A	0.173
NCAPH	-1.579375
STK11IP	0.2555
FLJ42953	0.59475
CCDC19	1.71883333333333
ZNF329	0.428
TAX1BP1	0.403166666666667
ZDHHC18	0.223333333333333
C10orf88	0.29075
TMBIM4	1.7146
NMUR1	1.8505
KIR2DS4	0.2455
C9orf90	0.05075
MGC87631	-0.5255
KDR	2.957
ST3GAL2	-0.92775
RLN2	-0.495166666666667
HPD	-3.313
MOXD1	-1.74466666666667
PDGFRL	3.0235
SMYD4	-1.23042857142857
FAM103A1	0.722
MFAP4	1.11066666666667
LOC285141	0.819
TMEM45B	-0.059
SMCR7L	-0.399357142857143
GZMH	3.3725
CBLN1	-0.948333333333333
CNNM1	-0.5565
PHF17	-0.92975
NUP98	0.141166666666667
RMI1	-0.04025
PTPRS	0.683
ANKRD57	1.4265
CLDN15	-0.491833333333333
OR51A2	0.203
GUCA2B	1.148
DOCK9	1.66875
ITGB1BP1	-0.356
DLG2	0.552625
BRAP	-0.38725
SESN3	1.05825
ZC3H7B	0.50175
FAM101A	2.9565
FKSG24	-0.1675
ZYG11B	-0.320125
RFC2	-0.78225
SH2D3A	0.355
DVL3	0.25525
ADFP	1.2455
KRIT1	-0.772375
SERTAD3	1.45716666666667
LEFTY2	-3.2695
KRT27	-0.086
SCFD2	0.355
MN1	0.042
RORA	-0.0345
PTPRD	1.23675
PIAS2	0.316833333333333
CYP4X1	6.70833333333333
FBXL15	-0.2545
MYH15	-0.371833333333333
CRX	0.188666666666667
TBC1D13	0.182
SLC22A17	1.06283333333333
PLK2	2.14233333333333
ARHGAP9	1.53125
EIF1B	0.31425
C20orf185	-0.54625
DEFA7P	0.2945
PRIM1	-2.17566666666667
CRYAA	-1.28075
BACE1	1.00275
AGTRL1	0.7535
ACAD9	-0.109
GRASP	1.0155
RBP4	-1.32666666666667
TFB2M	-0.071
METTL9	0.2101
ATP5O	0.05375
SP100	0.6927
CPSF1	-1.07133333333333
S100A4	-0.171
LIME1	-1.38375
GPR137C	1.236
OR2A2	0.5875
C2orf29	-0.575
NUP188	-0.569
SDPR	1.76925
RAI1	0.3725
RPS20	-0.3864
LAMB1	0.33975
ADM2	0.588
ZNF229	1.11975
DKFZp434K1815	-1.48925
EPN3	1.66733333333333
CLIC3	-0.4055
MEIG1	1.0135
HMGB4	-0.075
STARD10	1.116375
KLF8	2.36275
EPB41L2	0.143166666666667
JMJD6	-0.667
CTSL1	1.4225
GPR27	-0.14
ELAVL4	0.47
MMP21	-0.066
PPM1B	0.37325
SUV39H1	-0.9205
AAMP	-0.28975
TUSC4	0.236333333333333
MBD6	0.43875
KLK13	1.71125
FMNL3	0.7175
TRIM13	0.621833333333333
C15orf5	-0.1605
IQCF1	0.401375
CACNG8	0.175
SLC35D3	0.0785
ZDHHC9	0.5685
ODF3L1	0.66325
C9orf86	-0.4888
TSEN2	-1.0095
C17orf64	0.698
SEPX1	0.2908
TSPO	0.579166666666667
SYMPK	-1.377
ADORA1	-0.23775
TSPAN10	-0.291875
SEMA6C	-0.119
RTTN	-0.8223
IL2	0.812166666666667
ARRDC3	-0.389333333333333
TBPL1	-0.778333333333333
STX12	1.2145
MRPL39	-0.4105
OR8H3	0.5235
IFIT5	1.13366666666667
CASC5	-2.355375
FAM46A	0.176833333333333
HPCAL1	-0.705
CYLC1	-0.2595
VGLL2	-0.196375
C20orf191	-0.48175
CDH1	3.767
ITPA	-0.451
CCDC101	-0.3045
D15Wsu75e	0.28875
EDA	-0.72525
CREG1	0.555
OR7G2	0.079
SAP18	1.30741666666667
IFIT1	1.088
CALML3	0.368166666666667
FLJ37440	0.759
FNDC5	1.21525
SERPINB6	0.300285714285714
JUNB	1.0107
SYS1	1.33075
SCN2A	0.0152
ZKSCAN5	-1.1497
WNT7A	-0.2485
TSHZ3	3.0025
RNF148	1.523
H6PD	0.3
CAD	-1.65183333333333
ZNF449	0.13175
DOCK10	0.1135
FAIM2	0.214333333333333
HEXDC	-0.0285
PRB1	-0.11425
C14orf148	-0.5195
ETHE1	0.93175
IRF5	-0.3447
GNMT	2.50683333333333
MGC16291	-1.09175
RPAIN	-0.746928571428571
CAGE1	0.173
CNTNAP3	-2.404
ACTR1B	-0.67225
EEF1E1	-1.06425
MSX1	-0.183
ESF1	-0.712
HSPC171	-0.0655
MRPL2	-0.354666666666667
RDH12	0.0541666666666667
CELP	-0.502
METRNL	0.46925
C10orf116	3.80216666666667
C19orf48	-1.5145
ZNF346	-0.117
NCR1	-0.4795
C10orf64	-0.054
CD52	4.44625
VPS18	0.589375
AP4S1	0.0311666666666667
NPBWR1	-0.202
TPK1	2.057
UBA52	-0.320666666666667
RIPK1	1.244
CPNE3	-0.0784
HSPC159	0.21975
C8orf38	1.0855
LRRC4B	-0.5285
PARP10	-0.0653
ANKRD50	1.89575
CXCL9	6.107
FGF18	1.47281818181818
EIF2A	-0.662625
SLC20A2	0.798833333333333
KIAA1549	-1.12033333333333
SPINT1	1.6608
ZNF584	-0.61
CRBN	0.345333333333333
ABCF3	-0.1385
NCBP1	-0.234
PLA2G4F	0.720833333333333
PCDH10	-0.583
TTC21A	1.408
C20orf144	-0.0035
FGFR1OP2	-0.368666666666667
SLC9A1	0.7689
CHRND	0.152
FOXF1	-1.7725
KIAA1467	1.79375
TPO	1.84633333333333
LTF	4.36728571428571
DNAJB9	-0.0945
MRPS27	-0.712
bA16L21.2.1	0.606
WBP2	0.194333333333333
MRGPRX3	-1.68233333333333
PRPF18	0.94425
C10orf58	0.1665
SMOC1	-2.7576
ADAT3	0.230833333333333
TMEM138	-0.079
TMEM131	0.95775
TIMM8B	0.26
MYH7	-0.503333333333333
ST6GAL2	1.63825
KIF1C	0.1715
SUHW2	-1.2165
PAPSS1	1.52375
CABP2	-0.166
HOXA4	-1.29575
ELF2	-0.97275
SEMA3D	1.466
MC5R	0.214
OGFR	-0.3795
FLJ30092	-0.0911666666666666
TGFA	-0.1447
MMP17	-0.60775
KIF15	-1.91775
CHIA	0.1495
CATSPER3	0.6605
CEACAM7	1.53508333333333
PADI2	1.093875
HOXA9	0.5605
LNX2	1.07333333333333
TMEM144	2.3275
HIF1AN	0.955
METTL7A	-0.6642
C6orf165	1.3135
KIAA1468	0.839375
DSG3	-0.727
ZNF180	0.502
EIF4E3	1.3385
SLC46A1	0.183
DKK1	-5.94933333333333
ZNF205	-0.149166666666667
LOC162073	1.21811111111111
COX7A1	4.373
MAGEA1	-5.54583333333333
NEDD8	-0.0528333333333333
KLHDC5	-0.0412777777777778
C3orf19	0.411833333333333
MRPS2	-1.0055
POLR3H	-0.130357142857143
ABHD11	0.581
TMEM17	1.02525
PAIP2B	0.1623
MAT1A	-4.96075
LGI3	-0.07625
THUMPD2	0.09275
TKTL2	0.12975
XAGE3	-0.882
CALM3	0.715
C6orf136	-0.722166666666667
KCNC4	0.231166666666667
RGS9	0.1065
ACIN1	-0.947666666666667
SPATS1	-0.33825
XKR8	-0.45175
FAM84A	1.10258333333333
MS4A7	4.85754545454545
AGXT2L2	0.196
OR1F1	0.541
SMAP1L	0.386083333333333
IPO11	0.710375
ZC3H11A	0.302875
C1orf151	0.615
RNASEH2A	-1.0825
CCR10	-1.5165
TXNDC11	0.108083333333333
TMEM112	0.68575
MAP1B	0.721642857142857
NVL	0.6885
PKM2	-0.3888
ARC	-0.90125
NUP54	-0.3915
PPFIBP2	1.70866666666667
STAT2	0.703625
PTAFR	2.54
ROBO2	2.170375
RNF40	0.8345
CCDC135	-0.5405
IFT81	-0.7234
MORF4	-0.06225
TM7SF3	-0.42075
OR10H3	0.3705
ABP1	-0.002875
CHRD	0.33325
PLEKHA8	0.218833333333333
NCALD	1.48883333333333
OR5AK2	0.0486666666666667
ACCN1	0.364166666666667
SLITRK1	-0.32375
ARMET	0.21875
C9orf52	2.0815
REEP4	-0.22
MTSS1	1.953625
ADH1B	3.8525
DLD	-0.57675
CDK5	-1.339
PPFIA1	0.03225
WFDC3	1.11
DNAJB12	0.809571428571429
RANGRF	-0.7505
MLANA	-5.3985
AMY2B	-0.478
KIAA0319	-0.7215
RPS7	-0.8875
JAK3	0.0617
ARFGEF1	0.6405
CXCL5	0.685833333333333
TRAPPC4	-0.3865
CETN2	0.767
HSPC111	-1.14325
RHOBTB3	-0.6313
PHLPP	0.174
RGS10	0.74275
TMEM58	0.436
CHERP	-0.00475
HSP90AB3P	-1.26616666666667
FSTL3	-0.735
PEX11A	1.26825
OR5V1	0.5565
FCN3	2.46475
PTPN3	-0.313625
NPTX1	-4.800875
C21orf84	-1.4565
C11orf51	0.359625
ZBED2	0.07175
FLJ90757	0.27225
NPY2R	0.20125
PLD3	1.9895
SYT17	1.04
SGSM2	-1.0025
OR1A2	0.355
FOXP1	1.5155
SLC5A1	5.38375
POFUT1	-0.7904
EPHB6	-2.245
MYO1G	-2.156375
STAC	-1.3853
KLHL17	-0.807333333333333
RGMA	0.2607
TJP2	-0.0648
FAM114A1	-0.00216666666666666
SERINC1	1.38075
SLC9A8	-0.17325
PEX19	1.06725
EDN2	2.8565
PSMD7	-0.477
C3orf41	-2.21475
UQCR	0.04
PPP1R3C	-0.62175
LRP4	-1.85533333333333
TM2D1	-0.22725
TTC17	0.040875
C4BPB	-4.4035
CCL25	1.29925
ZNF253	0.838166666666667
CHRNA9	-3.314
SOX11	0.785125
HIVEP3	0.6065
CGN	1.64508333333333
C3orf35	0.500625
PKD2L1	4.916
SYVN1	0.18575
PDE8B	1.1135
LOC439951	-0.29525
LTC4S	2.13083333333333
MIF4GD	-0.1165
SMARCA2	1.560375
TUBGCP6	-0.49
CABLES1	0.62675
C16orf77	1.1415
ZNF791	0.71525
FUT5	-0.1505
ADH6	-2.358
P4HB	0.81475
CLDND2	-0.8995
ALKBH8	0.5165
PLAC4	-2.20525
F11R	1.65507142857143
MGC35295	0.141833333333333
PDZD4	-0.291666666666667
LOC389073	-0.4305
FAM80B	-0.339666666666667
PSMB1	1.00775
TXN	-0.3315
VIPR1	1.2715
WBSCR18	0.0273
EXOSC6	-0.651833333333333
ACTA2	4.13833333333333
SP5	-2.0715
ANKRD1	-2.15025
DDR1	1.0901
ATP6V1D	0.836
PTGS1	-0.76425
RNF157	-1.29425
DCC	0.375
SPAG7	-0.13375
FBXO18	0.4415
UBE3C	-0.3888
HOXC6	0.7835
LRP2BP	0.367
MYST2	-0.16525
PDSS2	0.72775
ATE1	0.61175
ARAF	-0.2575
KLF10	0.57375
PLA2G2E	-0.033
ASCL1	-1.083
TSNAXIP1	1.4315
FAM131B	0.00100000000000001
IFNA10	0.6015
NUP43	-0.384375
FAM44B	-0.902625
L1TD1	-3.2885
NMD3	-0.661916666666667
C18orf54	-0.9707
PHOSPHO1	-0.971
RAG2	-2.4285
EMILIN3	-0.733
METTL3	-1.40975
VPS13C	-0.33575
REXO2	-0.836
ANXA4	0.9725
CA1	-0.91925
DCP1B	-0.381
TULP3	-0.856166666666667
ATP2A2	-0.245142857142857
ATIC	0.0405
ADAM15	-0.07025
NPL	3.33116666666667
LGR4	-0.601375
UEVLD	1.085
GAB1	2.49525
SNAI2	1.13133333333333
ZGPAT	-0.2801
SNF1LK	0.024375
DLEU1	-1.24
UBE2Q1	0.532375
ZMYM6	0.3755
JPH3	-0.562333333333333
FAM38A	0.231
PXK	0.372666666666667
DENND2D	2.39525
BAX	-1.695
CP	-3.47681818181818
RPL37	-0.8371
G6PC3	-0.157125
NCOA4	0.318333333333333
LRRC14	-0.38875
GORASP1	1.12725
FCHO2	1.212
CYP24A1	-3.53
FXYD3	1.6065
SMARCAL1	0.2785
ABCB8	-0.107333333333333
CCDC44	-0.59275
PRDM7	-3.6365
USH1C	-1.266
DNAH5	0.769
SRF	0.80675
MAL2	2.7515
PGPEP1	-0.02925
SIN3B	-0.0705
SEMA3C	1.21583333333333
GRAMD3	1.58075
FBXO10	0.1575
OR5D13	0.586
FLJ31818	-0.258875
CACNA1I	-0.105125
S100A13	-0.653
TP63	0.699071428571428
ANXA11	0.8607
WDR66	-1.432875
CSF2RB	0.3135
IFI44	0.59875
DACT1	2.821
ANKRD23	-1.676125
ATP5G1	-0.527
C21orf70	-0.9075
PPWD1	-1.12275
DNAJC13	0.621
PAH	-6.203
PTCH2	0.3435
TRMU	-1.455
CCDC9	0.2625
USP3	-0.2162
DCLRE1C	-0.051
FAM55C	1.63175
FRMD4B	1.79975
CYP2R1	-0.06175
RFPL1	0.4712
XPO5	-0.70425
ARL6IP2	-0.235
OSBPL5	1.22725
MMP9	4.50445454545455
KIAA0802	-0.81325
DHRS2	-4.125
SGEF	1.97325
TXNDC10	-0.5866
EXOC6	1.1195
RPS27	0.649
PNCK	-0.672333333333333
FSTL1	0.962
AACS	-0.1185
SLMAP	0.426166666666667
SAMD4A	0.7998
ABRA	0.762
SMARCD3	0.2285
PKNOX2	-2.34783333333333
A4GNT	0.3175
C9orf39	-0.236
RALYL	-0.03
MGC33556	-2.9145
C10orf25	-0.5475
BBOX1	3.359
NHEDC1	0.702
XDH	-0.57325
GCSH	-1.1885
EDN1	1.81033333333333
MTERF	-0.89425
CLK4	0.721125
ZNF799	1.97866666666667
KCNG1	-1.815625
CXCR4	0.179166666666667
PTPRR	-2.77125
IRAK1	-1.049
LOC401397	0.253
TMSB10	1.43078571428571
CXCL3	-2.8925
TMC4	1.7875
OR7A10	0.437
STYK1	2.50675
CHRNA10	-0.1185
CCNI	0.75275
EP300	1.07542857142857
LOC165186	-0.183333333333333
HIC2	-2.61625
SDR-O	-0.123
OR2W1	0.305
KCNA6	0.1935
TRIM74	-1.90125
REEP6	2.122
ATP5G2	0.5395
ERG	0.893875
TMEM42	-0.04525
PARN	0.251166666666667
SOD2	0.4934375
DIRAS1	-0.174
PNPT1	-1.12125
JOSD3	-1.3935
hCG_40738	0.5255
PDE1C	-1.394
SEMA4D	-0.342125
AGPAT1	-0.264166666666667
NOSTRIN	1.627125
MAP3K3	0.0671666666666667
MAX	0.118857142857143
CAPS	0.233666666666667
SERPINA12	-0.207
OSBPL8	0.23325
RICS	1.9009
NR4A2	0.948
PPCS	1.56716666666667
LONP1	-1.26775
SCYL3	2.18625
HERC2P2	-1.75116666666667
FIBCD1	-0.4305
C15orf41	-1.25225
DMC1	-1.7935
C20orf27	-0.7975
RPS6KA5	0.8175
FAHD1	-0.055
SLC12A4	-0.40075
BRCA1	-2.32309090909091
GBL	-0.3535
SLK	0.696833333333333
NUDT9P1	-0.7255
NOXO1	3.14
USP52	-1.5245
BAZ1B	-0.485625
SLCO2B1	3.858
BBS12	1.2025
LRGUK	-0.630833333333333
TERF2IP	0.027
COL1A1	6.562
KIAA0090	0.51725
GRK5	-0.03
AP1S2	-1.0379
TMEM52	-0.584
CA11	-0.53575
OR4A15	0.373
ACBD3	1.038
SPAG11B	0.16375
PRDM2	1.3285
FOXP3	0.119
SMYD3	0.1841
LOC389199	-0.4335
LGI2	2.284
NAPE-PLD	-0.2241
ANKRD6	0.736
WDR45	-0.241
SHROOM1	0.93975
PSCD3	0.7885
PYY	0.2975
KCNC1	-1.148
ARHGEF9	0.3485
OR8J1	-0.04575
GPR55	0.306833333333333
NS3BP	-1.339
C10orf22	0.786333333333333
NAT8L	-0.73525
DUSP4	0.155666666666667
FOXM1	-2.3555
GRAMD2	1.7515
ZBTB48	0.0556666666666667
BUD31	-0.79
PABPC5	1.201
CCDC41	-1.34
FBXO11	0.277333333333333
C6orf148	-1.476
RFXAP	-0.4385
C6orf15	0.260833333333333
CDK8	-0.524666666666667
C6orf70	1.4405
TESSP2	0.507
ALG2	0.47475
PPP1R3D	0.854
TPM3	0.856444444444444
SYT13	-2.60025
EPB42	0.421833333333333
CETN3	-0.55775
PRY	-0.1085
NTHL1	-0.553166666666667
POLR2B	-0.097
RPS28	-0.00616666666666669
P2RX3	-0.03375
LYZL4	0.64325
WBP4	-0.1425
PMM1	-0.798
C11orf79	0.267
CBLL1	-0.7015
IL1F10	0.538166666666667
VAX2	0.61
SETDB1	0.1305
LRAP	-3.01416666666667
GCLM	-0.7275
CPEB3	2.21225
PPM1A	0.7085
INTS1	-1.18725
CAMTA1	1.28708333333333
SAMSN1	-0.87675
LOC158830	-1.09416666666667
GMPPA	0.460125
AIPL1	-0.116666666666667
IL24	0.25875
BDKRB1	-1.48266666666667
MLF1	0.7182
TAF12	0.2285
ID1	-2.302875
THADA	0.034125
PIK3CB	-0.0125
OR4N5	0.006
TBC1D17	-0.310666666666667
COX8A	-0.30075
CDCA4	-0.479
C2orf44	-0.75825
ZNF534	-1.21125
IMMP1L	0.30275
NIPSNAP3B	0.831625
FTMT	0.686375
PWP2	-0.688166666666667
MMP15	1.1943
DNAH11	-1.18275
MTMR14	0.567375
DNAL4	1.381
IPP	-0.26475
TMEM59	1.057625
C1orf157	0.366
RGS4	0.0128333333333333
DDX18	-0.504833333333333
SNX6	0.06525
ZNHIT2	-0.115333333333333
NCDN	0.2245
FLJ33534	1.13125
RAG1	-1.7785
OR4D10	0.2175
PTPN5	0.122666666666667
POMT1	0.073125
LRRC8A	0.4728
CYP1A1	-1.2585
CAPN1	0.935833333333333
DDHD2	-0.171875
GRIK2	-0.40775
GNRHR	-0.0333333333333334
PPBP	1.1005
HTR3A	-0.527
SLITRK4	2.109
ANKRD49	-0.22675
BTF3	0.0773
SARS	-0.904
C13orf18	0.734333333333333
CACNB1	-0.279230769230769
QKI	0.485409090909091
SETMAR	0.818875
MAN2B1	1.46583333333333
EML3	-0.1505
ACADL	0.943333333333333
OFD1	0.897
DEFB114	0.00700000000000001
CGA	-3.9884
PEX16	0.474166666666667
LRRC10	0.0785
GNG12	0.3945
C1orf152	-0.2685
CHRM1	0.25
CD53	1.794375
DBH	-0.823
TFAP2B	4.2915
