Hybridization REF	TCGA-BH-A0BM-11A-12R-A089-07
SLC8A3	-0.635
TMEM16H	0.9695
MRPL47	-0.909625
EVI1	1.4063
MUC1	0.64975
TEAD3	0.97525
STOML1	-0.46325
USP24	-0.5228
PNMA5	-0.70025
MAEL	0.3195
LBP	-0.431
HSD17B4	0.81675
SEC31B	-1.51325
IDH2	-0.6045
SFRS16	-1.56325
AICDA	0.379
RNF180	0.923
C1orf56	-0.428166666666667
FLJ10324	1.41216666666667
GPR148	0.2975
MEF2A	0.971166666666667
ASF1B	-2.82266666666667
HTN3	-0.04075
RNF215	0.4915
SLC4A3	1.29766666666667
ADAMTS9	1.2181
C9orf66	1.84683333333333
FOXD3	-0.297
GSDM1	-0.10925
IFITM5	-0.5105
PODXL2	-1.64283333333333
C1orf176	0.366
RPS3	0.591
hCG_2004593	0.089875
COL21A1	0.36575
NTNG2	-0.260833333333333
RAI14	0.149333333333333
P76	-0.49075
LRFN3	0.482625
FAM14B	-0.567625
FKBP14	-0.68675
TNNI3	-2.99533333333333
HOXB3	-0.40325
SGCB	0.056
PPAPDC3	-0.60775
FRAT1	-0.0723333333333333
MORN1	0.257666666666667
ARHGEF2	-0.40875
BNIP2	0.363
DHX30	-0.53125
EEFSEC	-0.8515
FGF20	1.6665
FLJ38973	0.203357142857143
PLCH2	0.817166666666667
CCNG2	2.07575
PSPN	-0.1005
WDR88	0.422
HOXB13	-2.931875
MTMR8	0.003
SPAM1	0.6145
PPP2R1B	-0.318625
TANC1	1.351
CNN3	1.6864
CHGA	0.4085
C9orf128	0.993
CACNA1B	-0.9445
MMAB	-0.4969
RHOA	0.501
RAPGEFL1	-0.3855
SLC1A5	-0.6685
CALCA	-0.13175
SYCP1	0.0315
CXCL11	1.19325
GFI1B	-1.52066666666667
PSCD1	-0.0453333333333333
C11orf58	0.377833333333333
MGC45438	1.6885
NUDT18	-0.225666666666667
ASB3	0.201833333333333
ZP1	-3.47
LPPR2	-0.424
ZNF527	1.1115
ZNF771	-0.362625
TTBK2	-0.546875
TRIM55	-0.62425
GJB3	0.3135
PRSS35	0.21875
SCRG1	2.9905
ZDHHC24	-1.2575
DUSP26	0.6015
C1orf51	-0.67325
DNAJC3	0.512833333333333
LITAF	1.198
ZNF410	0.45325
AFP	-3.278
ZW10	-1.24875
PHOX2B	0.501
VILL	0.37175
ELOVL7	0.254375
LOC644186	0.7275
PPP3CC	0.121
CHST13	-2.61025
WDR40B	0.212916666666667
MEA1	-0.2085
HILS1	-0.24975
DLX6	-1.31466666666667
NKG7	0.408666666666667
EMP1	1.764
ACTR6	0.2955
CHCHD7	-0.566428571428572
COG2	-0.2405
TCEA2	-0.5649
TARS	-1.429
FLJ20294	0.112333333333333
ZNF92	0.7375
TRAPPC2L	-0.2472
ARHGAP28	-0.333125
CCDC109B	-0.9535
LGTN	0.102833333333333
INGX	-0.462666666666667
LOC124446	0.89725
RPS2	-1.1545
C17orf75	-1.94633333333333
NBPF1	-0.7835
SLC2A8	-0.861583333333333
SNRPE	-1.6585
CARD6	0.58575
IL13RA2	0.169
CUEDC2	-0.509
C4orf19	1.25425
AOC3	2.50775
MTHFD2	-1.70216666666667
OR5M9	0.2235
C4orf38	0.8265
SS18L2	-0.39725
OAS3	-0.543
LARGE	0.51625
LRIG3	2.24016666666667
LIMA1	0.88675
STARD3	-0.54525
VPS39	-0.208625
CTAGE6	0.0755
ODAM	0.13275
MORF4L2	0.26425
GSTO2	1.53875
MTFMT	-0.88375
PRKAB2	-0.155142857142857
ZNF76	-0.241666666666667
HSPB2	5.063
CRB2	0.9415
KLRK1	-2.2965
LYST	0.998375
UBE2M	-1.25833333333333
SLC16A9	0.08525
ZNF281	0.2
ST8SIA1	2.02
C9orf105	-1.0215
ANKRD46	1.0615
FAM108A3	-0.02
C20orf91	0.2835
ZYX	0.599
RSPH1	1.72275
ZSCAN5	-0.17325
RIMS3	1.413
KRT76	-0.06
CEACAM4	0.197666666666667
SIRPB1	0.089
CFHR4	-1.394
SOX3	-2.04066666666667
GATAD1	-0.044125
C21orf57	0.12025
TMC8	-0.814166666666667
AVIL	0.711333333333333
LMOD1	3.88275
HIGD1A	0.003375
NEU3	-0.255833333333333
DES	-0.756625
BZW1	-0.4128
ZNF221	0.9665
CCDC27	-0.23
GDAP1	0.1245
RBBP4	0.41075
MGC40499	0.30125
PHKA1	-1.090875
PRKAR1A	0.00266666666666662
HSD3B1	0.15225
RAD52	-0.832
CD207	0.629
LOC389791	0.4955
RSPO1	1.7855
TMEPAI	1.009625
MFSD2	-0.73475
ETV4	-2.90616666666667
SCGN	1.465
LOC391356	0.34375
MPP1	-1.1785
STARD3NL	-0.21725
TFAP2D	0.016
CD2AP	0.395875
CCL20	-4.4145
CCDC86	-1.786
ZFP30	0.610333333333333
CTBP1	-0.0455833333333333
MAK10	0.370166666666667
STXBP5	-0.5525
LOR	0.4495
MAP6D1	-0.8475
ARMC7	0.0395
TMEM150	0.1243
NSL1	0.275
KIF5A	-0.3365
ASCC2	-0.105333333333333
PSENEN	-0.641
OPTC	0.179
FCRL2	-0.174166666666667
KBTBD11	-1.267875
PCK1	0.0475
CENTD3	-0.34
MEGF8	-0.10825
ALPPL2	-0.333
OBFC2B	-0.762666666666667
ZFYVE20	0.228375
GALC	1.179
CTRB2	-0.306
C20orf71	-0.013
TBKBP1	-0.551
CAMLG	1.082875
TREML4	0.4125
RSAD1	-0.20725
TUBA3D	-0.9555
KIAA1833	-0.064
PNPLA1	0.149
LRRC34	-0.966833333333333
CDH26	-0.269666666666667
ZNF167	1.41383333333333
ZBTB26	0.0519
VWF	3.3011
VTN	-1.21216666666667
BAD	0.19875
PDS5B	1.15016666666667
ZNF644	1.77583333333333
SH3GLB2	-0.32775
SMPDL3A	1.0216
NRG2	2.23275
IL15	1.42866666666667
GABARAPL1	0.924666666666667
LAT2	-0.1547
SLCO1A2	0.937333333333333
LIG4	0.441166666666667
GSDMDC1	-0.17525
BMP4	-0.465625
METT10D	0.231625
SYCE1	1.2925
SPANXD	-6.32625
SLC12A9	-0.226833333333333
MC1R	-3.017
RNF168	-1.10975
TRIM69	-0.03275
GALNT7	0.2355
ISG20L2	-0.22025
KIAA2026	1.3345
TNFAIP8L1	-1.0655
DPY19L2	0.1555
C12orf63	1.678
PRDX5	-0.128625
MED6	-0.7445
TXNDC5	-1.381875
CD46	0.381
CCK	-2.41725
C17orf48	0.0985
ANUBL1	1.82
SIT1	-0.549
TYSND1	-0.0678333333333333
DEF6	-0.219333333333333
GLT8D4	0.24675
UTP14A	0.505375
RPH3AL	1.1085
NXF1	0.156166666666667
TRERF1	-1.093
TUBB3	-1.9746875
SLC24A2	-0.1345
SEC22B	0.120833333333333
ZNF653	-0.0995
GGTL3	-1.099
CDKL2	2.0285
CTF8	-0.499416666666667
EPC1	1.63816666666667
CYP4A11	0.0186666666666667
THRSP	4.60233333333333
LELP1	-0.711166666666667
TES	2.026125
C17orf87	0.2675
FERD3L	-0.05225
SH3TC1	-0.902
RAB36	0.895
CRYGB	-0.282
GRIA3	1.1132
BHLHB9	1.8985
C1QTNF9	2.45725
GOPC	0.541125
PNPLA8	1.012
ZNF444	0.546
FMO1	2.365
POLR3C	0.205
SLC35F3	3.526
SGCG	-0.7785
DCDC2	-0.0901666666666667
NANP	-0.374
MGC23270	-0.015
BEX4	1.16283333333333
HYDIN	0.4643
RPS6KB2	-1.55675
ADRM1	-1.10841666666667
BAT3	-0.79375
RAB31	-1.3953125
SCGB2A1	6.132125
SLC6A14	1.012375
DDX4	0.0975
PRRC1	0.868833333333333
AP3B2	1.19333333333333
TRGV7	0.157333333333333
TMEM184B	0.51775
ADPRHL1	-0.3865
C21orf45	-1.412125
ARNTL	2.089125
AADAT	-0.6415
CCL2	0.719333333333333
SNTB2	0.662166666666667
RGS9BP	-0.3195
KPNA1	-0.032
TMEM41B	-0.4155
S100A11	0.06375
DOT1L	-2.6595
EFHC2	0.567625
CLTC	-0.874333333333333
SRP9	0.279571428571429
ZNF521	1.08425
FAM26F	-0.2135
GPR88	1.1505
COL13A1	-1.022
CHMP4B	-0.00439999999999999
SIGLEC6	0.0621666666666667
NFAM1	0.001
PVRL2	-0.3214
ALKBH4	-0.06975
CCDC93	-0.1305625
NXT1	-0.03975
KCNK4	-0.329
TROAP	-2.59983333333333
KCNA10	0.15925
CCDC114	-0.185166666666667
RAN	-0.512333333333333
LMTK2	-0.1105
LOC400657	0.7705
UFC1	1.192
UBE1DC1	-1.044
EEF1A1	1.06388888888889
CHAC1	-0.884
HMGA2	-5.7126
B3GALTL	-0.456
ING2	-0.195
C1orf109	0.23175
INTS3	0.193875
ZNF558	0.45675
TRPM4	0.822666666666667
LTB4R	-0.932
ISYNA1	-0.59875
LSM7	-0.43125
LRRC47	0.00412500000000002
ZNF179	-1.41616666666667
EXDL1	-0.248166666666667
SLC4A10	-0.718375
ACSS2	-0.129
COPS7B	-0.2405
KIAA0040	1.18816666666667
C1orf95	-0.485
AP1GBP1	0.06175
OR9A2	0.4215
FAM71C	-0.191166666666667
RIN1	-0.697333333333333
ITGA4	-2.3625
DNAJC6	-0.574
CLOCK	0.882
SLC35A4	0.146833333333333
DSG4	0.5145
LOC26010	0.237
NSUN2	-0.75575
TMEM86B	-1.3739
C14orf135	0.23425
KIFC3	-1.4475
PHF5A	0.359
NCAPH	-2.848875
STK11IP	-0.46525
FLJ42953	0.43525
CCDC19	-0.1605
ZNF329	0.196875
TAX1BP1	0.611166666666667
ZDHHC18	-0.224333333333333
C10orf88	0.1665
TMBIM4	0.4025
NMUR1	1.838
KIR2DS4	-0.283625
C9orf90	0.073125
MGC87631	0.908
KDR	2.335
ST3GAL2	-1.431125
RLN2	0.666833333333333
HPD	-4.0185
MOXD1	-2.5785
PDGFRL	0.461
SMYD4	-0.4695
FAM103A1	-0.195333333333333
MFAP4	-0.498666666666667
LOC285141	0.95275
TMEM45B	-1.89625
SMCR7L	-0.334571428571429
GZMH	2.7595
CBLN1	-2.3035
CNNM1	0.161
PHF17	0.3985
NUP98	-0.0956666666666667
RMI1	-0.71675
PTPRS	0.1895
ANKRD57	1.009625
CLDN15	-0.7205
OR51A2	-0.44
GUCA2B	0.9735
DOCK9	2.2125
ITGB1BP1	-1.37133333333333
DLG2	1.161625
BRAP	-0.2785
SESN3	1.32175
ZC3H7B	0.9525
FAM101A	4.02566666666667
FKSG24	-0.9295
ZYG11B	-0.19225
RFC2	-1.61875
SH2D3A	1.168
DVL3	0.114583333333333
ADFP	-1.052
KRIT1	0.111625
SERTAD3	1.74033333333333
LEFTY2	-3.07375
KRT27	-0.2745
SCFD2	0.002
MN1	-1.407
RORA	1.19975
PTPRD	-0.331
PIAS2	-0.547833333333333
CYP4X1	5.38483333333333
FBXL15	0.0035
MYH15	0.1845
CRX	-0.180166666666667
TBC1D13	0.7315
SLC22A17	1.35283333333333
PLK2	2.73183333333333
ARHGAP9	0.68125
EIF1B	0.39225
C20orf185	-0.30325
DEFA7P	-0.016
PRIM1	-2.343
CRYAA	-1.67325
BACE1	0.43325
AGTRL1	0.127333333333333
ACAD9	0.7235
GRASP	0.8795
RBP4	-0.7115
TFB2M	-0.76925
METTL9	-0.0526
ATP5O	-0.698
SP100	0.8301
CPSF1	-0.544333333333333
S100A4	-0.9145
LIME1	-1.6565
GPR137C	-1.236
OR2A2	-0.1385
C2orf29	-0.7935
NUP188	-0.98775
SDPR	2.93475
RAI1	-0.083375
RPS20	0.0368
LAMB1	-1.3335
ADM2	-0.0653333333333334
ZNF229	1.814
DKFZp434K1815	-1.956375
EPN3	1.56283333333333
CLIC3	-1.852
MEIG1	-0.17925
HMGB4	0.0475
STARD10	0.2935
KLF8	2.52975
EPB41L2	0.394833333333333
JMJD6	-0.3755
CTSL1	-0.758333333333333
GPR27	0.278
ELAVL4	0.295125
MMP21	0.1075
PPM1B	0.495125
SUV39H1	-1.3345
AAMP	-0.0825
TUSC4	-0.0553333333333333
MBD6	0.11025
KLK13	0.129625
FMNL3	0.143833333333333
TRIM13	0.658
C15orf5	0.371
IQCF1	0.17775
CACNG8	-0.242
SLC35D3	-0.012
ZDHHC9	0.129
ODF3L1	0.4835
C9orf86	-0.8593
TSEN2	-0.834
C17orf64	0.43225
SEPX1	-0.7151
TSPO	0.1825
SYMPK	-1.6175
ADORA1	1.058
TSPAN10	-0.765875
SEMA6C	0.7755
RTTN	-0.5384
IL2	1.18766666666667
ARRDC3	1.80975
TBPL1	-0.598833333333333
STX12	1.54175
MRPL39	-0.74275
OR8H3	0.095
IFIT5	1.77983333333333
CASC5	-3.21325
FAM46A	-0.1695
HPCAL1	-1.04625
CYLC1	0.162
VGLL2	0.154375
C20orf191	0.944
CDH1	2.38916666666667
ITPA	-0.785
CCDC101	-0.48925
D15Wsu75e	-0.77525
EDA	-0.16575
CREG1	0.06575
OR7G2	0.049
SAP18	1.06341666666667
IFIT1	0.952
CALML3	2.487
FLJ37440	1.9895
FNDC5	-0.66175
SERPINB6	-0.509214285714286
JUNB	2.1313
SYS1	1.7085
SCN2A	2.083
ZKSCAN5	-0.7784
WNT7A	0.187166666666667
TSHZ3	2.9775
RNF148	0.56225
H6PD	0.5485
CAD	-1.28683333333333
ZNF449	0.601
DOCK10	0.4655
FAIM2	-0.148666666666667
HEXDC	-0.081
PRB1	-0.30575
C14orf148	-0.102
ETHE1	0.5565
IRF5	0.000900000000000002
GNMT	0.310333333333333
MGC16291	-1.29125
RPAIN	-0.267642857142857
CAGE1	0.766
CNTNAP3	0.309125
ACTR1B	-0.36175
EEF1E1	-1.42625
MSX1	-1.571125
ESF1	-0.2015
HSPC171	-0.64175
MRPL2	-0.544
RDH12	-0.706333333333333
CELP	-0.788
METRNL	-1.35275
C10orf116	4.13
C19orf48	-1.59525
ZNF346	-0.28925
NCR1	-0.8685
C10orf64	0.6095
CD52	0.1265
VPS18	3.990125
AP4S1	0.144666666666667
NPBWR1	-1.2025
TPK1	0.152
UBA52	-0.742944444444445
RIPK1	0.874
CPNE3	-0.2526
HSPC159	0.5335
C8orf38	-0.5975
LRRC4B	0.035
PARP10	-0.6067
ANKRD50	1.012375
CXCL9	4.60675
FGF18	-1.28936363636364
EIF2A	0.191125
SLC20A2	1.06333333333333
KIAA1549	0.509166666666667
SPINT1	1.5776
ZNF584	-0.257
CRBN	1.12083333333333
ABCF3	-0.411333333333333
NCBP1	-1.14716666666667
PLA2G4F	0.198166666666667
PCDH10	-0.3485
TTC21A	0.35
C20orf144	-0.7175
FGFR1OP2	-0.0633333333333333
SLC9A1	0.1611
CHRND	-0.082
FOXF1	-3.27025
KIAA1467	0.347
TPO	3.1015
LTF	4.20635714285714
DNAJB9	0.944
MRPS27	-0.19075
bA16L21.2.1	0.0785
WBP2	-0.047
MRGPRX3	1.38983333333333
PRPF18	0.803
C10orf58	0.7335
SMOC1	-1.5124
ADAT3	-0.339166666666667
TMEM138	-0.82775
TMEM131	0.034875
TIMM8B	-0.58525
MYH7	-0.647833333333333
ST6GAL2	1.0015
KIF1C	0.42625
SUHW2	-1.1355
PAPSS1	2
CABP2	-0.3315
HOXA4	2.48975
ELF2	0.70375
SEMA3D	2.1994
MC5R	-0.1265
OGFR	-0.364
FLJ30092	0.226
TGFA	2.1572
MMP17	-0.473
KIF15	-4.047
CHIA	-0.0895
CATSPER3	-0.0195
CEACAM7	-0.06825
PADI2	1.937375
HOXA9	3.3455
LNX2	0.134
TMEM144	3.03325
HIF1AN	0.46725
METTL7A	0.7549
C6orf165	2.059
KIAA1468	0.40275
DSG3	4.285
ZNF180	0.823
EIF4E3	1.905875
SLC46A1	0.278125
DKK1	-4.07966666666667
ZNF205	-0.571833333333333
LOC162073	0.783833333333333
COX7A1	4.696
MAGEA1	-5.1675
NEDD8	-0.39725
KLHDC5	0.128277777777778
C3orf19	0.8845
MRPS2	-0.9185
POLR3H	-0.253642857142857
ABHD11	-0.0981
TMEM17	1.15325
PAIP2B	1.1357
MAT1A	-3.06925
LGI3	-0.40725
THUMPD2	0.223
TKTL2	0.0745
XAGE3	-1.30683333333333
CALM3	-0.785416666666667
C6orf136	-1.10666666666667
KCNC4	0.354166666666667
RGS9	2.42283333333333
ACIN1	-0.688166666666667
SPATS1	0.0195
XKR8	0.03425
FAM84A	2.39616666666667
MS4A7	3.63581818181818
AGXT2L2	0.0055
OR1F1	0.38
SMAP1L	-0.658416666666667
IPO11	0.49975
ZC3H11A	0.2315
C1orf151	0.03575
RNASEH2A	-2.2365
CCR10	-1.856
TXNDC11	0.531416666666667
TMEM112	-0.41625
MAP1B	1.03428571428571
NVL	-0.898
PKM2	-1.86025
ARC	0.43975
NUP54	-0.065
PPFIBP2	1.66566666666667
STAT2	0.522375
PTAFR	0.775666666666667
ROBO2	-0.178
RNF40	-0.698
CCDC135	-0.387666666666667
IFT81	-0.2183
MORF4	0.38075
TM7SF3	-0.579
OR10H3	0.219
ABP1	-0.147625
CHRD	-0.79625
PLEKHA8	-0.832333333333333
NCALD	3.45533333333333
OR5AK2	0.20725
ACCN1	0.133
SLITRK1	0.30075
ARMET	-0.85825
C9orf52	0.03975
REEP4	-1.64
MTSS1	0.192
ADH1B	3.2835
DLD	-0.50075
CDK5	-1.57975
PPFIA1	0.2
WFDC3	0.4665
DNAJB12	0.621857142857143
RANGRF	-0.2945
MLANA	-4.79225
AMY2B	1.51775
KIAA0319	-1.3335
RPS7	0.1985
JAK3	-0.3597
ARFGEF1	0.4785
CXCL5	0.330666666666667
TRAPPC4	-0.86075
CETN2	0.8055
HSPC111	-1.09825
RHOBTB3	-1.8007
PHLPP	0.4835
RGS10	0.627
TMEM58	0.59675
CHERP	0.12875
HSP90AB3P	0.1745
FSTL3	-1.45116666666667
PEX11A	1.34575
OR5V1	0.083
FCN3	1.93375
PTPN3	0.662125
NPTX1	-4.496125
C21orf84	-0.68575
C11orf51	-0.325
ZBED2	-0.34475
FLJ90757	0.851
NPY2R	6.5895
PLD3	0.1125
SYT17	0.792333333333333
SGSM2	-0.18775
OR1A2	0.114
FOXP1	2.103375
SLC5A1	3.96775
POFUT1	-0.8718
EPHB6	-1.44083333333333
MYO1G	-2.601875
STAC	0.4483
KLHL17	-1.29733333333333
RGMA	1.7848
TJP2	-0.0831
FAM114A1	-0.6415
SERINC1	1.54275
SLC9A8	-0.07275
PEX19	0.351125
EDN2	1.69325
PSMD7	-1.04255555555556
C3orf41	0.54575
UQCR	-0.443875
PPP1R3C	2.15975
LRP4	-0.443
TM2D1	-0.23125
TTC17	0.5441875
C4BPB	-3.741125
CCL25	0.405
ZNF253	0.527333333333333
CHRNA9	-3.544
SOX11	0.69475
HIVEP3	0.865
CGN	1.8615
C3orf35	-0.092875
PKD2L1	-0.0455
SYVN1	-0.36475
PDE8B	0.8585
LOC439951	-1.006
LTC4S	1.81516666666667
MIF4GD	-0.494833333333333
SMARCA2	1.9490625
TUBGCP6	-0.394833333333333
CABLES1	0.040125
C16orf77	3.13666666666667
ZNF791	0.88
FUT5	-0.9175
ADH6	-1.50766666666667
P4HB	-0.36575
CLDND2	-0.393
ALKBH8	1.20675
PLAC4	-1.38525
F11R	0.290071428571429
MGC35295	-0.165333333333333
PDZD4	-0.1495
LOC389073	-0.60125
FAM80B	-0.268
PSMB1	-0.664875
TXN	-1.35383333333333
VIPR1	1.854
WBSCR18	0.3306
EXOSC6	-0.592333333333333
ACTA2	4.02633333333333
SP5	-3.60466666666667
ANKRD1	-2.0825
DDR1	1.6374
ATP6V1D	0.19775
PTGS1	-0.878
RNF157	-1.09025
DCC	0.962
SPAG7	0.1875
FBXO18	-0.29125
UBE3C	-1.0665
HOXC6	0.773
LRP2BP	0.588
MYST2	0.0725
PDSS2	-0.13
ATE1	-0.4365
ARAF	-0.5995
KLF10	1.33375
PLA2G2E	0.09925
ASCL1	-1.04083333333333
TSNAXIP1	1.31825
FAM131B	0.191
IFNA10	0.0655
NUP43	-0.669875
FAM44B	0.13175
L1TD1	-5.004
NMD3	-0.311916666666667
C18orf54	-0.7578
PHOSPHO1	0.4465
RAG2	-0.782
EMILIN3	-0.0775
METTL3	-0.6495
VPS13C	0.15025
REXO2	-0.93425
ANXA4	0.39325
CA1	-0.656
DCP1B	0.752
TULP3	-0.564
ATP2A2	0.2195
ATIC	-1.32875
ADAM15	-1.57291666666667
NPL	0.0651666666666667
LGR4	0.996125
UEVLD	0.250333333333333
GAB1	1.95325
SNAI2	1.70083333333333
ZGPAT	-0.4397
SNF1LK	-0.20125
DLEU1	-1.37625
UBE2Q1	0.36475
ZMYM6	0.423
JPH3	-2.59266666666667
FAM38A	-0.793333333333333
PXK	0.104833333333333
DENND2D	1.8575
BAX	-1.47775
CP	-1.84281818181818
RPL37	-0.1683
G6PC3	-0.656125
NCOA4	0.603166666666667
LRRC14	0.75825
GORASP1	0.757
FCHO2	1.211875
CYP24A1	-2.6809
FXYD3	1.26025
SMARCAL1	-0.069
ABCB8	-1.04466666666667
CCDC44	-0.7505
PRDM7	-2.73025
USH1C	-0.9715
DNAH5	0.4395
SRF	1.15633333333333
MAL2	1.09566666666667
PGPEP1	-0.126166666666667
SIN3B	-1.25375
SEMA3C	2.00966666666667
GRAMD3	4.05675
FBXO10	-0.015125
OR5D13	-0.1645
FLJ31818	1.137125
CACNA1I	-0.3755
S100A13	0.344
TP63	4.58892857142857
ANXA11	0.9492
WDR66	-0.019375
CSF2RB	-0.2825
IFI44	-0.24725
DACT1	2.04716666666667
ANKRD23	-2.002875
ATP5G1	-1.01283333333333
C21orf70	-0.7905
PPWD1	-0.23425
DNAJC13	0.1735
PAH	-4.03066666666667
PTCH2	0.15125
TRMU	-1.50825
CCDC9	-0.2425
USP3	-0.2143
DCLRE1C	0.233
FAM55C	1.062
FRMD4B	2.141
CYP2R1	-0.43275
RFPL1	-0.2938
XPO5	-1.2875
ARL6IP2	0.982
OSBPL5	1.33025
MMP9	-0.669727272727273
KIAA0802	-0.992625
DHRS2	-4.1715
SGEF	1.245125
TXNDC10	-0.5672
EXOC6	0.2845
RPS27	0.999
PNCK	-1.46816666666667
FSTL1	-0.82325
AACS	0.12875
SLMAP	1.47783333333333
SAMD4A	-0.337
ABRA	-0.0163333333333333
SMARCD3	2.097
PKNOX2	-0.839
A4GNT	-0.1325
C9orf39	0.525333333333333
RALYL	-0.447
MGC33556	-2.744
C10orf25	-0.253
BBOX1	6.41625
NHEDC1	-0.24175
XDH	1.86325
GCSH	-1.125
EDN1	2.6695
MTERF	0.5525
CLK4	1.550375
ZNF799	0.718
KCNG1	-1.153625
CXCR4	-0.6025
PTPRR	-3.15475
IRAK1	-1.0145
LOC401397	-0.17975
TMSB10	-0.0535
CXCL3	-1.4984
TMC4	1.157
OR7A10	0.4375
STYK1	1.32575
CHRNA10	-0.582333333333333
CCNI	0.998
EP300	0.880428571428571
LOC165186	-0.306666666666667
HIC2	-1.448
SDR-O	-0.156
OR2W1	0.8575
KCNA6	0.217
TRIM74	-0.584
REEP6	0.657
ATP5G2	0.1515
ERG	1.259875
TMEM42	0.392
PARN	-0.271833333333333
SOD2	-0.4454375
DIRAS1	-0.347166666666667
PNPT1	-1.4315
JOSD3	-0.641
hCG_40738	0.4185
PDE1C	0.70325
SEMA4D	0.440375
AGPAT1	-0.111833333333333
NOSTRIN	0.91125
MAP3K3	-0.0418333333333334
MAX	0.611785714285714
CAPS	0.673666666666667
SERPINA12	0.291
OSBPL8	0.74925
RICS	1.1922
NR4A2	1.82033333333333
PPCS	0.77
LONP1	-1.85125
SCYL3	1.02025
HERC2P2	-0.505166666666667
FIBCD1	-1.084
C15orf41	0.048
DMC1	-0.239833333333333
C20orf27	-1.51025
RPS6KA5	2.2879
FAHD1	-0.467666666666667
SLC12A4	-3.46944695195361e-18
BRCA1	-1.89616666666667
GBL	-0.559
SLK	0.3745
NUDT9P1	1.754
NOXO1	1.8955
USP52	-0.90525
BAZ1B	-1.26725
SLCO2B1	2.61775
BBS12	1.77933333333333
LRGUK	-0.193666666666667
TERF2IP	0.426
COL1A1	-1.239
KIAA0090	0.2815
GRK5	0.378
AP1S2	-1.2854
TMEM52	-0.793333333333333
CA11	0.887875
OR4A15	0.220333333333333
ACBD3	0.2927
SPAG11B	0.55375
PRDM2	1.4711
FOXP3	0.27025
SMYD3	-1.1235
LOC389199	-1.198
LGI2	-0.868666666666667
NAPE-PLD	-0.0867
ANKRD6	1.0875
WDR45	-0.0123333333333333
SHROOM1	-0.17375
PSCD3	-0.292
PYY	-0.06
KCNC1	0.708
ARHGEF9	0.7552
OR8J1	-0.11875
GPR55	-0.0303333333333333
NS3BP	-1.47
C10orf22	0.8615
NAT8L	0.2825
DUSP4	0.159166666666667
FOXM1	-3.32233333333333
GRAMD2	2.9091
ZBTB48	-0.275
BUD31	-0.6565
PABPC5	1.3945
CCDC41	-0.60025
FBXO11	0.5395
C6orf148	0.374
RFXAP	-0.197
C6orf15	1.5585
CDK8	-0.461166666666667
C6orf70	-0.016375
TESSP2	0.6345
ALG2	0.723
PPP1R3D	1.403
TPM3	-0.641666666666667
SYT13	1.13275
EPB42	-0.2035
CETN3	-0.8355
PRY	-0.5895
NTHL1	-0.992666666666667
POLR2B	0.1525
RPS28	0.116333333333333
P2RX3	-0.042
LYZL4	0.17575
WBP4	0.4561
PMM1	-0.53425
C11orf79	-0.17925
CBLL1	-0.264
IL1F10	1.653
VAX2	-0.331
SETDB1	-0.0173333333333333
LRAP	-0.0126666666666667
GCLM	0.457
CPEB3	3.0455
PPM1A	0.708
INTS1	-1.02125
CAMTA1	1.68133333333333
SAMSN1	-2.45525
LOC158830	-2.17083333333333
GMPPA	-1.393
AIPL1	0.60925
IL24	0.33775
BDKRB1	-2.99433333333333
MLF1	1.1331
TAF12	-0.2395
ID1	-1.95575
THADA	0.022
PIK3CB	0.201
OR4N5	0.6625
TBC1D17	-0.593666666666667
COX8A	-1.23175
CDCA4	-1.19775
C2orf44	-0.16725
ZNF534	-0.91075
IMMP1L	-0.42575
NIPSNAP3B	1.04925
FTMT	1.748125
PWP2	-0.737333333333333
MMP15	-1.178
DNAH11	-0.3285
MTMR14	-0.63525
DNAL4	0.412
IPP	-0.61825
TMEM59	0.835375
C1orf157	0.9755
RGS4	-1.003
DDX18	0.112
SNX6	-0.0125
ZNHIT2	-0.108
NCDN	-0.550333333333333
FLJ33534	0.26275
RAG1	-0.916875
OR4D10	0.0025
PTPN5	-0.393833333333333
POMT1	0.145875
LRRC8A	0.5338
CYP1A1	-1.35725
CAPN1	-0.0461666666666667
DDHD2	-0.23575
GRIK2	-0.0665
GNRHR	-0.21725
PPBP	0.0493333333333333
HTR3A	-0.56325
SLITRK4	0.3595
ANKRD49	0.38825
BTF3	0.1971
SARS	-0.0785
C13orf18	1.14466666666667
CACNB1	-0.233428571428571
QKI	1.024
SETMAR	1.21175
MAN2B1	0.00483333333333333
EML3	-0.838
ACADL	1.6835
OFD1	0.569
DEFB114	0.4625
CGA	-3.7512
PEX16	-0.360833333333333
LRRC10	0.5445
GNG12	-0.1525
C1orf152	-0.333
CHRM1	0.014
CD53	-0.380625
DBH	-0.33575
TFAP2B	3.5675
HIST1H2BJ	-1.48933333333333
FAM46D	0.3945
TMEM11	0.067
C3orf32	-2.612
PCCB	-1.731125
IPO13	-0.351375
C6orf105	-0.34825
COMMD5	0.046
SUV420H1	0.7876
LTBR	0.40375
ARHGAP15	-0.645125
HDHD2	0.43275
TDRKH	-0.609833333333333
LOC401052	1.1065
PSG4	-0.3595
GNB4	-0.1767
SPATA4	1.7995
SLC9A3	-1.2005
OSBP	0.9355
NBPF3	0.569333333333333
DOCK11	-0.253
SLC39A5	-1.78316666666667
PRR5	-0.2194
C10orf63	-0.211625
SMTNL2	0.31725
ADRA1A	0.29125
ASAH1	1.0659
DOM3Z	-0.485
GIPR	0.0691666666666667
