Hybridization REF	TCGA-AN-A0FE-01A-11R-A00Z-07
OR4A15	0.606166666666667
ACBD3	1.0041
SPAG11B	0.6785
PRDM2	0.5128
FOXP3	0.4275
SMYD3	0.9197
LOC389199	0.9995
LGI2	1.97483333333333
NAPE-PLD	-0.7078
ANKRD6	0.3915
WDR45	-0.0541666666666667
SHROOM1	0.67125
PSCD3	0.7875
PYY	2.0885
KCNC1	-0.9155
ARHGEF9	0.6495
OR8J1	0.916
GPR55	0.271333333333333
NS3BP	-1.824
C10orf22	0.681166666666667
NAT8L	1.70075
DUSP4	-0.778666666666667
FOXM1	-1.47583333333333
GRAMD2	0.8941
ZBTB48	-0.2695
BUD31	-0.719
PABPC5	0.1505
CCDC41	-0.689
FBXO11	-0.179833333333333
C6orf148	-1.058
RFXAP	-1.715
C6orf15	0.135833333333333
CDK8	-0.968166666666667
C6orf70	0.229875
TESSP2	0.105
ALG2	0.44
PPP1R3D	1.55775
TPM3	0.455277777777778
SYT13	-2.9345
EPB42	-0.6085
CETN3	-0.348
PRY	0.2665
NTHL1	0.482333333333333
POLR2B	-0.00900000000000001
RPS28	0.0134166666666667
P2RX3	0.6605
LYZL4	0.426
WBP4	-0.4894
PMM1	-0.3655
C11orf79	0.38375
CBLL1	-0.54425
IL1F10	0.462
VAX2	0.238
SETDB1	-0.205
LRAP	0.425
GCLM	0.008
CPEB3	1.863
PPM1A	0.6028125
INTS1	-0.903
CAMTA1	1.25241666666667
SAMSN1	-0.31325
LOC158830	-0.542333333333333
GMPPA	-0.316125
AIPL1	0.07125
IL24	1.19333333333333
BDKRB1	0.5245
MLF1	-0.839
TAF12	-0.05075
ID1	-2.253
THADA	-0.440875
PIK3CB	-0.38075
OR4N5	-0.358
TBC1D17	-0.324166666666667
COX8A	0.06525
CDCA4	-0.90275
C2orf44	-0.63025
ZNF534	-0.01625
IMMP1L	0.88125
NIPSNAP3B	-0.2605
FTMT	0.422375
PWP2	-1.09516666666667
MMP15	-0.9013
DNAH11	-1.694
MTMR14	-0.40275
DNAL4	0.931
IPP	-0.36
TMEM59	0.553625
C1orf157	1.0195
RGS4	-0.537833333333333
DDX18	-0.294
SNX6	0.152
ZNHIT2	0.7035
NCDN	-0.457666666666667
FLJ33534	-0.4335
RAG1	-2.188875
OR4D10	0.5565
PTPN5	0.238833333333333
POMT1	0.1955
LRRC8A	-0.0161
CYP1A1	-1.2555
CAPN1	0.0876666666666667
DDHD2	1.02725
GRIK2	-0.70475
GNRHR	0.165
PPBP	0.50875
HTR3A	-0.504875
SLITRK4	2.4745
ANKRD49	-0.5065
BTF3	-0.619
SARS	-0.4985
C13orf18	0.151
CACNB1	-0.0442857142857143
QKI	0.542809523809524
SETMAR	-0.0285
MAN2B1	1.34266666666667
EML3	-0.99225
ACADL	-0.373166666666667
OFD1	-0.8265
DEFB114	-0.093
CGA	-2.9811
PEX16	0.0306666666666667
LRRC10	-0.6795
GNG12	-1.2395
C1orf152	0.138166666666667
CHRM1	0.832
CD53	1.969375
DBH	-0.256
TFAP2B	2.96725
HIST1H2BJ	-1.06666666666667
FAM46D	-0.2675
TMEM11	-0.24575
C3orf32	-1.9595
PCCB	-1.080875
IPO13	-0.444375
C6orf105	-2.5865
COMMD5	2.0335
SUV420H1	-0.2975
LTBR	0.45175
ARHGAP15	0.350125
HDHD2	0.13775
TDRKH	0.129
LOC401052	1.4225
PSG4	-1.78975
GNB4	-0.5646
SPATA4	-0.49075
SLC9A3	-0.555
OSBP	0.600166666666667
NBPF3	0.00133333333333333
DOCK11	-0.772
SLC39A5	-1.5815
PRR5	1.0594
C10orf63	0.0055
SMTNL2	-1.715
ADRA1A	0.04175
ASAH1	1.356
DOM3Z	-0.5948
GIPR	0.897666666666667
AHI1	-0.4885
NADSYN1	0.0403333333333333
RGS14	0.186
IL18BP	1.5934
RTN4RL1	0.197083333333333
ARMC6	-0.28125
PSMD5	-0.508666666666667
HK3	2.5755
OR4S1	-0.01475
RSU1	0.989
MAD2L1	-1.44233333333333
EIF4A3	-0.05825
DLEC1	-0.441333333333333
E4F1	0.301666666666667
CHMP2B	0.8843
CAMSAP1	-0.6105
RPS21	-1.204
ARID5A	0.1465
UBE2N	-0.1144
IGSF8	1.25433333333333
MAGEB6	-1.148
ACAD11	-1.0842
MGC4172	-0.2845
LMO4	0.67725
KLKB1	-0.07525
HP	-1.232
HDAC3	-0.62975
SCHIP1	-0.39
CLCA1	0.368
OLFML2A	0.561875
C1orf112	-0.6365
KIF19	1.3125
HAPLN4	-0.1278
CXCR7	0.537333333333333
GOT2	0.3493
RAB38	0.847625
DCX	-0.311
PPM1H	0.924833333333333
NFYC	0.302
KIN	0.397625
ZNF228	0.39825
PLSCR4	1.71516666666667
HIG2	1.122
FAM79B	5.342
C21orf86	-0.3906
KCNK10	0.139
ZNF738	-0.752875
FSTL5	-0.515
OR6A2	1.51
OTOA	0.970333333333333
EXOC1	0.012
AHRR	-3.327625
PDAP1	-1.45266666666667
C19orf6	-0.0475
ZAN	0.91175
LY6G6E	0.5785
EIF4E2	-0.51575
C20orf198	0.00175
ZNF324	0.117
CYP3A5	-2.29
ENTPD7	1.06833333333333
MBOAT5	-1.146
GJB5	-1.05025
TTC13	0.3985
S100Z	-1.12716666666667
KIAA0664	-0.9375
PDGFRB	2.3395
IL17D	-1.58575
OR56B4	-0.3375
RDX	-1.469
SLC34A3	0.8725
IL28B	1.5305
JUND	2.515
CHRNB1	-0.025625
CAMK2B	-1.06675
FETUB	-1.07975
CXorf23	1.433375
MRTO4	-1.08775
TTC3	0.17
NDUFB8	0.373666666666667
EDG2	-0.794
SEMA3G	1.12625
IL23A	-0.9845
GRHL1	0.3305
LOC441054	-1.699
WDR65	0.4025
PSTK	-0.513
STOML3	-0.0613333333333334
R3HDM2	0.2823
C5	-1.732
SLC2A10	0.4495
C3orf22	0.52925
PAQR3	-1.11715384615385
ANKRD26	-0.025
HCRTR1	0.4085
LOC399947	-0.02575
PSD2	-0.27025
TIGD2	-1.3775
SCRN1	-0.4755
COQ10A	-0.9485
DDI2	-0.1765
METTL7B	-0.270833333333333
UCN2	0.283
FAM92A3	-0.64575
WDR16	-0.28875
ZNF511	0.338833333333333
ZMYM5	-1.103
POLR3G	-2.132
ZNF586	-0.9665
C1orf49	0.682666666666667
TANK	0.133
RCAN1	-1.34366666666667
PELI3	1.20266666666667
LIMD2	0.452666666666667
TMEM189	0.236
NTN4	-1.593375
LOC151300	-0.056
CLEC2A	-0.8245
GPR135	0.098875
DPYSL4	-1.8816
JAK2	0.426333333333333
TSHZ1	1.02
TM9SF4	-0.111375
ZNF264	0.911666666666667
SIRPG	2.414125
BICD1	-0.174
HERC6	2.30733333333333
METTL5	-0.5945
CASP1	1.57225
PRRT1	1.15133333333333
PLA2G4C	2.22333333333333
ICA1L	0.559428571428571
TPTE2	0.2832
OTUD7A	1.0195
AQP11	-0.89575
APOA2	-4.0613
KALRN	-0.8895
SECTM1	0.78375
IFNAR1	0.8405
TALDO1	-0.068625
RAB11FIP4	1.295
EIF5A	-1.1935
FAM49A	2.25775
NEGR1	0.578833333333333
YTHDC2	0.45375
EHD2	-0.441375
NCF1	3.1758
SCRT2	0.185
HOXA5	-1.0805
NUP133	-0.14375
FGF12	-1.1080625
SLMO2	-0.3225
SNTA1	0.254125
CACNG2	0.486125
GCM1	0.39525
ELF1	0.8705
TLR5	3.59925
TCFL5	-0.89525
RBMY2FP	-1.072
LOC100125556	0.9695
FAM129B	0.180625
MAP3K7IP1	0.173
NCK2	-0.0305
OXA1L	-0.83175
FMO9P	0.4065
ZSCAN12	0.0455
PSMD12	0.236416666666667
HSCB	-0.30075
CLDN10	-2.98925
MGC13053	-0.4155
HPCAL4	-0.437833333333333
ASZ1	-0.0145
MEX3D	0.387416666666667
NFAT5	-0.9624
CSPG4LYP1	-0.29
FBXO3	1.5115
DVL1	-0.689666666666667
CMKLR1	3.36566666666667
TYMS	-1.744125
PEF1	0.7585
ZNF750	0.1235
MCM5	-0.5025
MEGF11	0.588
KCNK7	0.006
PTP4A3	1.2415
C1QTNF2	-0.953833333333333
OR6S1	0.424
FAM122B	-0.66525
ZNF551	-1.02075
HBQ1	-2.2435
GEMIN6	0.21775
ARSK	0.1225
RBP7	3.98716666666667
CPNE9	0.50075
DSC1	1.5355
LOC730112	-0.0205
MAP2K4	0.5685
HS3ST5	-1.745
EPB41L3	2.0085
TEKT2	0.50925
CDKN2B	0.224166666666667
ZNF480	0.097
MAP3K6	-0.0734
MAP6	1.506
HN1	1.2676
OR2L13	0.477
SLC16A11	0.58675
FAM96A	-0.14525
APOL1	1.50925
C5orf32	0.33225
RTP1	0.045
RNF175	-0.43975
ZBTB41	1.722
AHCTF1	0.4609
SAE2	-0.0237
ITGA2	0.737333333333333
MME	-0.5645
CCDC14	-1.78975
MAST4	0.837714285714286
KRT33B	0.6575
KCTD2	0.208833333333333
WDR26	0.7335
MFI2	1.053125
NR4A3	-0.33025
ARSA	1.892
UNKL	0.104333333333333
SULT6B1	0.1485
CCNA2	-1.54233333333333
SOX15	-0.52
PPAPDC1B	1.22258333333333
C19orf44	-0.0745
MCAT	0.659833333333333
ARID1B	0.427375
OR52N1	-0.1625
C12orf48	-0.884
MAGI1	-0.299125
NIPA2	-0.47375
GBX2	-1.77825
RSHL3	0.05425
RAVER1	0.292333333333333
C15orf17	-1.069
SLC30A2	3.143875
ZNF518	0.277
PCYT1B	-1.43775
C10orf114	-2.011
EIF3H	0.526416666666667
SLC25A39	-0.200333333333333
KIF1B	-0.51375
AMOTL2	-0.9165
C6orf120	0.43575
PSRC1	-1.59925
PLA2G10	2.484375
KIF5C	1.30825
MRPL37	-1.0005
C17orf62	0.571
C9orf135	-0.9865
DUSP10	2.087
CLCNKB	0.263
PSMA5	0.00350000000000001
C8orf53	2.01025
AMPD3	1.8435
PIAS1	-0.08325
ADCYAP1R1	0.129
GYLTL1B	-0.5825
CDH20	0.181666666666667
FBXO7	0.12925
TMEM134	0.843333333333333
FLJ14213	0.822833333333333
ZNF3	-0.7765
LRRFIP1	0.0159166666666667
CNOT2	-0.0978333333333333
ABI3	3.11325
ALDH5A1	0.033
HNT	1.9425
SERPINA4	-2.06575
TK2	0.275166666666667
STMN1	-1.57511111111111
GUCA2A	0.332333333333333
GALNT10	0.478928571428571
DPP6	-0.824388888888889
C9orf93	-0.4135
PRELID2	-0.759125
STK39	1.16675
SFTPA1	-0.54175
CKS2	-0.562
RHO	0.054
C20orf135	-0.17
XKR3	-2.729
CR1	1.18675
RPS6KA2	0.00592857142857143
C20orf112	0.4715
MRPL22	0.201
C4orf23	-0.154833333333333
GADD45B	1.40575
KLHDC1	0.824666666666667
C2orf48	-1.772
ZNF287	0.453
DAAM2	-1.151
DPPA2	-2.71383333333333
TCTN3	0.276166666666667
DNAJB11	0.665625
FPR1	3.89
DEFB4	0.3995
PTCD2	-0.7068
SMOC2	5.673
CABP7	0.223
SERPINB11	0.4725
MAGEF1	0.67375
NDE1	1.02683333333333
ITGA10	-0.164
FSHB	0.532
ANXA2	0.389875
HORMAD2	0.43475
HLCS	-0.2715
MCF2L	1.62258333333333
FH	-0.374125
TBC1D24	2.15175
KIAA1505	0.29125
LGALS2	2.40475
CNBD1	0.135
SYNPO2L	0.3375
PTPN23	-0.0882142857142857
C1orf183	-0.4275
MAGEA8	-1.96925
DGCR8	-1.583875
GSR	-1.374
PAQR7	0.308
ZNF676	-0.8415
CACNA1C	0.0335
SP7	0.241
PDCD6	-0.1595
NRN1L	-1.3075
BRI3BP	0.182083333333333
KIAA1183	0.4935
ASB4	0.11625
CCL23	1.4581
OBSL1	-1.74275
SLC12A7	0.6335
KIAA0240	1.11525
CD1B	-2.47383333333333
FCGR2A	2.27625
MDC1	-0.979
HTR1A	0.386166666666667
OCEL1	1.11275
ATP11B	-0.9233125
FBXO34	0.1365
PCDH12	3.38666666666667
RPE	-0.299
C17orf74	0.0205
CSDC2	0.497166666666667
PET112L	0.22475
TMBIM1	0.467
P2RXL1	0.364
TCHP	-0.06
TRMT1	-1.07083333333333
F2RL2	1.14666666666667
LRRC32	3.073
IMPG2	0.317
BGLAP	0.05475
LOC493869	-1.92883333333333
MRAS	1.187875
SLC35F5	0.46525
CBWD1	-0.5535
AXL	-1.835125
ATP2C2	2.399
TELO2	0.57675
PNPLA3	-2.613
PCDHB14	-0.0815
CD276	-0.068
KRT80	-0.437125
DUSP28	-0.4225
CSNK1E	-0.486666666666667
SRP14	0.7045
KCNQ4	0.24
KRT72	0.477333333333333
CCDC117	2.784375
C6orf89	0.0759444444444444
TUBB2B	-3.18583333333333
RTN4IP1	-0.48575
CR1L	-1.92083333333333
CEND1	0.433375
C12orf41	0.0233333333333333
RNF31	0.24125
UBN1	0.676666666666667
C17orf32	1.240125
SLC5A7	0.66125
GPR92	1.394
ESAM	2.2943
CTNNA1	0.34975
HRBL	0.1041
CBX4	0.259
TMEM182	0.3735
SH3TC2	-1.02466666666667
IL10	1.08433333333333
PXMP4	0.416
RNF167	-0.3529
PAK7	1.2895
ETV3	0.00750000000000001
ATPIF1	-0.515166666666667
LOC554207	-1.72833333333333
OR8H1	0.29425
WDFY3	1.33125
DPM1	-0.9515
GPSM1	-0.4525
WDR92	-0.0531
LRP1	0.515166666666667
ANKH	-0.28425
THUMPD3	-1.23675
POLR1B	-0.66575
OLFM4	3.12433333333333
RAD9B	0.11125
TSPY2	-3.262
PAX6	-2.21966666666667
SCG2	-3.0665
SLC17A6	0.641
FMO3	4.64825
PADI4	-0.096875
TUBB4	-0.6739
NLK	0.485
POU4F3	-0.2015
SDF4	-0.1315
ITGBL1	2.75333333333333
NETO1	-0.91575
TAP2	0.516
ABBA-1	0.101333333333333
GNAI1	-1.2725
VPS4B	0.04175
NOPE	0.0936
GALNT6	2.74916666666667
SESN1	0.543125
GBE1	-1.80188888888889
CLASP1	-0.02225
RASGEF1B	1.00225
ACOT11	0.141071428571429
AFAP1	1.315
OR2H2	0.39725
DPY19L2P1	-1.14075
DZIP1	-1.9455
SEC22C	-0.0260833333333333
GPR161	-0.996416666666667
RNF146	0.9595
WDR74	-0.638375
GALP	0.365
PURA	1.0525
DNPEP	0.378583333333333
RP11-78J21.1	-1.2615
ERBB2	2.20525
FANCM	-0.31225
NEO1	-1.5995
DDX3Y	-4.8897
RPS3A	-0.491375
MXRA7	0.269857142857143
LGALS3	-0.74
GLT8D1	0.01775
CFL2	-2.01033333333333
UPB1	0.13375
NAP1L5	-0.628
CLDN14	0.57475
DHX38	-0.84525
BTBD1	-0.533
TARS2	0.0545
ABCF1	-0.4602
FCF1	0.354166666666667
LRRC49	0.03425
GUCY1B2	-2.018
C1orf177	0.3585
SMARCA4	-0.812928571428571
LRP8	-2.18066666666667
TAGLN3	-1.02125
MRPL14	0.083
TTRAP	-0.2255
ZDHHC20	0.6605
NFE2L3	-0.9385
KIAA1377	-0.50575
PALMD	0.3383
TMEM43	-0.30375
TTL	-1.3195
STAT5B	-0.619666666666667
SSB	-0.736
OR10H5	0.536
SLC22A13	-0.5325
AKAP3	-1.425
TIMM23	0.263833333333333
OAS2	2.70558333333333
KIAA0423	0.737
TRIM11	0.493333333333333
GLIS3	0.58025
TMEM50B	0.269833333333333
ARHGEF4	-1.802375
DEGS1	-0.0283636363636364
TBL1XR1	0.537533333333333
G6PD	-1.4065
SP140	2.062
MUC17	0.243071428571429
NUDC	-0.4731
DNAJC5B	4.06966666666667
SCARA3	-1.3405
CPA3	6.67283333333333
BCAT2	-0.017375
MFN1	-0.4951
NRG3	0.2165
SNX11	1.204
PLEKHH1	-1.98383333333333
GPR177	-1.214
HCFC2	0.4615
TCAP	0.3655
MOCOS	-1.34475
C14orf93	-0.4095
PRDM10	-0.7535
SLC16A4	0.545083333333333
SRGAP1	-0.3545
VIP	-0.40925
DUSP27	-0.0488333333333333
LILRA1	0.7409
MC2R	0.8015
MGC24103	-1.55675
MBTD1	-1.7385
FUT11	-0.469166666666667
USP33	0.0942
C15orf39	-0.73
MAP3K12	0.199125
PAAF1	0.0246666666666667
BARHL1	-0.0475
FLJ16165	0.031
PIWIL2	-2.51875
SYNE1	0.0428181818181817
CMTM4	-1.089625
TSPYL1	0.3666
GUF1	0.3285
TMEM157	2.3205
WDR44	0.21275
HIST1H3C	0.79125
DKFZp666G057	1.44
RNPEP	0.1945
GAS2L2	0.978
ADH4	-4.11725
GRPR	-0.00149999999999999
FBXL17	1.1225
ZBTB10	1.53583333333333
Gcom1	0.203722222222222
HTRA1	0.6432
ZNF585A	0.219166666666667
SLC26A2	0.00664285714285714
OTOP3	0.473
WISP1	2.55355555555556
ATP2B4	-0.110166666666667
FLJ10769	0.504
CRAMP1L	0.082875
CHST12	0.2285
RAB22A	0.123083333333333
TARDBP	-0.298071428571429
STAU1	-0.099
CRB3	1.96083333333333
MIG7	-2.8785
CHMP1A	-0.1855
ZNF160	-0.29875
B3GALT6	-0.043125
BARX1	-1.722
C6orf167	-1.4605
NXNL1	0.6495
DHX29	0.419375
HADHB	-0.6555
PLXNB2	0.127375
ILDR1	-1.2755
SLC15A3	3.26175
GAS2	-4.52166666666667
C20orf69	-0.28225
NUMB	0.201
TNIP1	0.138875
MESP1	-0.295166666666667
PSKH1	-0.28475
NSFL1C	0.322125
RHOG	0.23675
HEY1	-2.2125
KNG1	-1.843
ITGAX	2.4021
LIN9	-0.0726666666666666
CANT1	1.070625
XRN1	0.656785714285714
CCDC96	1.3572
HEATR6	-0.431666666666667
GNG7	-0.2
RUNX2	1.304875
SOX1	0.7118
FCRL5	2.1455
ZNF99	-0.3015
FAM9A	0.598
SNX22	1.03383333333333
MBNL3	-1.77566666666667
ODC1	-2.9337
ADORA2B	-1.83883333333333
NR2F6	0.58725
ZFYVE16	-0.149944444444444
SYNJ2BP	1.4528
POLE	-1.1015
E2F2	-0.877875
THRA	0.163
PTGES2	-0.8385
HIP1R	0.141166666666667
TMUB1	-0.389
ENO3	-2.10075
RSPH10B	0.306
CXorf39	1.440875
IRGC	0.3045
GPR109B	-0.58075
FLJ13305	-0.5155
LCE3A	-0.661
TNFRSF18	-0.144833333333333
DET1	-0.40625
TRPM3	-0.287333333333333
C16orf79	-0.3885
FECH	-0.258166666666667
RAP2A	0.398166666666667
CRIP1	3.068
AZIN1	1.391625
SLC7A7	4.26325
IL10RA	1.7234
TMEM64	-1.58125
CDC42EP4	0.9089
C16orf58	0.1297
ARG2	-3.531
POU5F1P4	-4.39175
FAM62B	-0.54575
DNAH8	-0.935
ASH2L	0.96125
TSLP	-3.0505
CNTNAP5	0.0498333333333333
TMEM16C	-0.53425
IFNA14	-0.036
SLC1A3	1.779125
CABYR	2.119
BCL7B	-0.333
NUDT13	-1.60816666666667
C13orf28	0.32075
C1orf53	-0.2015
ARL6IP4	0.0834
RPL35A	-0.231
EMR3	0.84075
RAB40C	0.575333333333333
SLC41A1	0.192666666666667
LRCH1	0.35575
LY6G5B	-0.7295
FAM124A	-0.320071428571429
MGC10981	-3.60916666666667
CLIP3	0.8585
MAP4K2	0.139
CHIC1	0.60175
SULF1	3.96366666666667
C20orf30	0.130285714285714
PRDM5	-0.851875
ELOVL1	-0.23875
C11orf48	-0.154125
SLC39A10	-0.30625
KCNV1	0.21675
ACP1	-0.702166666666667
ZMYM2	-1.194
B3GNT6	0.367666666666667
C9orf69	-0.00475
C2orf15	1.39575
C20orf166	-0.3035
HSP90AA6P	-0.6075
EDG7	-1.2395
NEURL	1.277
LPL	0.0795
CLEC2D	0.0678571428571429
GRRP1	1.91716666666667
CD8B	-1.4442
HIST1H3D	-0.144333333333333
SLC6A12	1.36225
FAM27L	0.531
CD84	2.9862
RASA1	-0.606
PHKG1	0.1835
MAGEA11	-1.72
IMPA1	0.00830000000000001
NPM3	-1.23875
RARRES1	4.9715
SH3BP1	0.547125
B3GNTL1	0.2405
ARPC5L	-0.0723333333333334
KLHL26	0.24275
SIM2	-2.302125
GJC1	0.6095
C20orf194	-0.25075
EXO1	-1.28525
SLC2A2	-2.3895
LOC285074	-0.728
LRG1	3.36475
KIRREL	0.1625
PIK3R1	1.03664285714286
C4orf34	0.90225
MAF	-0.884
ADCY4	3.9595
ZMIZ2	0.8616
SLC46A3	1.35716666666667
STAMBP	0.126
CCDC16	0.9835
MS4A12	0.596
TCF20	0.0015
LRRC46	1.854
C20orf152	0.66575
MRPS6	-1.055375
ABCB11	-0.096
KCNC2	4.98183333333333
CDH19	-2.55366666666667
C9orf123	-1.2375
SSH3	1.024375
LDLRAD1	-0.6175
CCBE1	-0.7955
ZNF135	0.84125
TAAR1	0.1965
WFDC12	0.303
CCDC42	0.458666666666667
FLJ12529	-0.42
PER1	-0.665833333333333
TIMM50	-0.234
SMARCAD1	-0.785
FAM26C	1.3655
TP53TG3	-2.1945
SH3RF1	1.9418
LMCD1	1.87725
GPR63	-0.211
FLJ21986	-1.809
AIFM3	-0.49825
MICAL1	0.337333333333333
BLZF1	0.767
IQCA	1.9935
PCDHGC3	-0.587
SAC	0.89625
BCL6B	2.2315
DDO	0.84175
MARCO	4.2205
DCHS1	1.53716666666667
C1orf170	-1.5115
CD200R1	1.68916666666667
C22orf15	-0.1765
SEPT11	0.466833333333333
ADNP	-0.16625
UST	1.1474
C13orf34	-1.52416666666667
RFFL	0.977071428571429
APBA3	0.2565
C2orf60	0.019375
CUTL1	0.2276
PMS1	-1.34575
ZNF689	0.5335
EIF3E	-0.683166666666667
IL9	0.1426
RPL31	-0.60225
LY9	1.78533333333333
ATP2B3	-0.03975
KDELR2	0.313125
TFCP2	0.06125
NLRP12	0.279
FLJ45422	0.087
TLE4	-0.3419
ZNF570	0.059
FLJ43806	-1.2355
TLK2	0.199
CIR	0.46175
MARS2	-0.066
COL24A1	0.34025
SDF2L1	0.492
HIBADH	-0.181833333333333
IGFBP3	-2.08321428571429
C12orf23	0.394375
PSPC1	-0.4335
C20orf43	0.03575
TRAV20	0.831
ARHGAP24	0.65
KIAA1975	1.544125
C1QA	3.7845
DNTT	-4.703
C10orf6	0.495166666666667
C11orf41	-0.21175
HNRPF	0.559125
COL11A1	4.94966666666667
UBAP2	-0.8545
CDKN2AIPNL	-1.118
C20orf174	4.446
SPRED2	-0.71825
PLA2G12A	0.737333333333333
ICEBERG	-0.842
SCN10A	-0.2375
C11orf65	-0.44325
GBP5	5.682
PITPNC1	-0.630333333333333
POU3F3	1.3545
NCOA7	0.099875
LIN7C	-0.5457
LOC348840	-0.4415
NKX2-2	-3.86866666666667
ANKRD13D	0.433625
LOC123688	-1.1095
FUT2	2.05683333333333
TAAR8	0.6525
FZD4	-0.201833333333333
PNMA3	-1.49066666666667
OR4L1	0.4735
WIT1	-1.84275
EXOC3L	1.62225
ATPBD4	0.4353
KRBA1	-0.824
UBXD6	-1.19025
HOXB7	-0.8225
C7orf23	-1.116
UNQ338	2.966
STAB2	0.6445
CDC20B	0.03
IRF9	2.678
CENTG1	1.22216666666667
TNPO2	-1.22
MCPH1	-0.246125
BMS1P5	-1.554
SLC26A7	0.83825
HIST1H3J	0.538
C9orf3	0.5777
LBH	1.563375
MYO1D	1.338125
PTDSS2	-0.15
NFU1	0.56075
DEPDC4	-1.48625
WNT7B	0.349
GLP2R	-0.0981666666666667
SETD4	-0.8528
DYNLT3	-0.2656
FKBP11	1.18833333333333
SESTD1	0.414833333333333
FLII	-0.47525
RPS16	-0.4206
CHPF	-0.561833333333333
CSNK2A1	-0.426
SUMO1P1	-0.50175
FKBP6	-0.9655
ZNF214	-1.2625
TWIST1	4.359
DDX56	-0.885166666666667
TRAM1L1	1.6664
EPO	-0.286333333333333
MRPS18B	-0.2275
ZNF682	0.00516666666666665
RPL14	-0.680333333333333
MAFF	-0.5545
LOC51136	-0.7625
LY96	1.296
DDX20	-0.4655
ABTB1	0.4655
ARL5A	0.3706
CCT6A	-0.86225
HEPACAM	-1.18066666666667
EHHADH	-1.33366666666667
RBAK	0.0318333333333333
CGB1	-0.03125
ITGB5	-0.6284
YIPF3	0.0675
FKBP2	0.59025
NR1D1	-0.2009
TMEM110	0.2035
NEK2	0.310333333333333
PRAMEF8	-2.77975
C20orf52	-0.307833333333333
PCDHGA3	-1.5165
VWA3B	0.56325
NDUFA5	0.306875
THAP9	-0.33275
FLVCR2	0.938333333333333
AP1S1	-1.451625
SMAD6	-1.2195
SAV1	0.411
SAT1	1.140625
ZNF251	0.86825
ADAMTS7	0.679
RPP38	0.3065
C1orf211	-0.214
YPEL2	0.97625
RBMS1	-0.317
ZNF445	-0.496166666666667
NRXN2	1.00366666666667
PGBD4	-0.210625
UGT2B28	-2.34975
WBSCR16	-0.89
NLRC3	1.373125
ASTL	0.2715
ST6GALNAC1	-1.561
ZADH2	-0.824875
MLLT4	1.02958333333333
ARL6	-0.0818333333333333
MEF2C	1.24275
CBFA2T3	0.4235
AFF3	2.22978571428571
COG7	0.481166666666667
MYB	-1.443
PLXNA3	-0.0285
XRCC2	-1.64466666666667
MMS19	-0.642875
ST8SIA5	-0.977428571428571
CHPT1	-0.227333333333333
KIAA1712	-0.437
OR6X1	3.8775
ACTR3	0.36375
UGCG	1.29716666666667
OR4P4	0.7575
ZAP70	-1.48325
LPP	0.549125
ZNF485	0.0555
PTPRCAP	1.677
IL12RB1	1.224
ATRX	-0.0539
CHST8	-0.619
C14orf109	0.10575
ARV1	0.41375
NMB	-1.07785714285714
COX5A	-0.601666666666667
EIF6	-0.4705
MPPED2	-1.19933333333333
SEMG1	-1.961
CHRDL1	-0.3265
TRAF3IP2	1.14675
WNK2	-0.06975
LILRA4	2.04066666666667
LAMA2	4.22475
PXT1	0.6605
RLBP1	-2.5915
CD300C	0.59925
SLTM	-0.142125
FLJ10404	-0.6514375
APOBEC3D	-0.678333333333333
RENBP	1.5595
ATXN7L1	0.35125
NID1	0.1725
TUBGCP3	-0.72975
ITIH5	0.406166666666667
CCDC110	2.01925
C8A	-2.61675
MGC87042	-0.573
HOXC13	2.108
TFDP2	-0.51725
HCP5	1.94975
POLI	-0.41025
UCN	-0.394833333333333
ZNF764	1.0565
C8orf45	2.6175
FHL3	-0.592
SPATA5L1	-1.3045
MMRN2	3.08983333333333
NDST1	0.0953333333333333
COL20A1	-0.0164999999999999
ZNF248	1.88683333333333
PELP1	-0.696333333333333
MBL2	-2.61316666666667
RNF41	0.67175
C5orf24	0.995375
THOC5	-0.61475
SERINC3	0.420666666666667
RP11-151A6.2	0.41675
CDCP2	0.272
HIST1H2AA	0.17025
C11orf75	0.667666666666667
FKBP7	-0.28575
DDOST	-0.51975
GPNMB	1.66
TTF2	-1.132
KCNT1	0.0601666666666667
SLC39A14	-1.038
NGRN	0.4201
GPR137B	2.727
MECP2	0.309625
PSMA1	-0.6245
C16orf73	-3.691
TMEM60	-0.178333333333333
CSN3	-0.1285
NOS1	0.569333333333333
RAB7L1	-0.482333333333333
YBX2	1.2995
KIAA1166	-0.4015
FUBP3	-0.382333333333333
ABCG1	2.3215
ACACA	-0.0968333333333333
ARL11	1.6171
ATOH1	0.3095
ODF1	0.075
CREB3L3	-1.3805
TMEM127	0.987357142857143
DSCAML1	0.12075
PLN	1.58666666666667
LYPLA1	1.32691666666667
PRDM9	-1.9155
SASP	-1.12925
PLUNC	-0.1225
INTU	-0.321
HISPPD1	-0.16075
LNPEP	0.447166666666667
YARS2	-0.9055
APCDD1L	-1.5385
ZCCHC4	-0.3355
FBXO22	-0.792833333333333
TTLL13	-0.4445
ZNF669	-0.185833333333333
PTGDR	2.9155
DDX27	-0.386
KIAA0409	-0.924833333333333
GJB6	0.405
ASB8	1.785
PLP2	0.363166666666667
MEPE	0.024
OR10J5	0.4105
KRT222P	4.429
COQ7	1.188
C1orf101	0.102
RERG	2.2982
CHMP5	0.4255
THAP11	-0.009125
ZNF43	-0.314833333333333
ZRANB3	-0.7885
