Hybridization REF	TCGA-AN-A04D-01A-21R-A034-07
ZNF205	0.947333333333333
LOC162073	0.519444444444444
COX7A1	4.64575
MAGEA1	-5.70283333333333
NEDD8	-0.23125
KLHDC5	0.229111111111111
C3orf19	-0.12
MRPS2	-1.8495
POLR3H	0.515071428571429
ABHD11	-0.0458
TMEM17	1.15425
PAIP2B	0.4205
MAT1A	-1.2005
LGI3	0.0785
THUMPD2	0.2135
TKTL2	0.5585
XAGE3	-2.39766666666667
CALM3	0.507916666666667
C6orf136	-0.1545
KCNC4	0.557166666666667
RGS9	2.8705
ACIN1	-0.0766666666666667
SPATS1	-0.51925
XKR8	0.9785
FAM84A	2.93191666666667
MS4A7	3.73436363636364
AGXT2L2	-0.7825
OR1F1	0.6535
SMAP1L	-0.0749166666666667
IPO11	-0.45525
ZC3H11A	1.4336875
C1orf151	0.000749999999999999
RNASEH2A	-0.254
CCR10	-1.6145
TXNDC11	-0.246
TMEM112	0.679875
MAP1B	-2.4935
NVL	0.6415
PKM2	-1.32225
ARC	-1.4685
NUP54	0.815
PPFIBP2	2.83433333333333
STAT2	-0.30075
PTAFR	0.7035
ROBO2	-0.62625
RNF40	0.1045
CCDC135	-0.568333333333333
IFT81	0.778777777777778
MORF4	-0.5145
TM7SF3	-0.099875
OR10H3	0.555
ABP1	0.068875
CHRD	-0.692375
PLEKHA8	0.995666666666667
NCALD	4.56225
OR5AK2	0.34
ACCN1	0.0481666666666667
SLITRK1	-0.01525
ARMET	0.5045
C9orf52	0.9465
REEP4	0.02725
MTSS1	3.022625
ADH1B	-0.220166666666667
DLD	-1.28025
CDK5	-0.07025
PPFIA1	-0.4159375
WFDC3	0.42775
DNAJB12	0.818142857142857
RANGRF	-1.431
MLANA	-4.66925
AMY2B	0.85875
KIAA0319	1.11775
RPS7	-1.044
JAK3	-0.5184
ARFGEF1	0.99375
CXCL5	0.0206666666666666
TRAPPC4	-0.662
CETN2	0.77425
HSPC111	-0.698
RHOBTB3	-0.6738
PHLPP	1.064
RGS10	1.95075
TMEM58	0.1715
CHERP	0.663375
HSP90AB3P	-0.555
FSTL3	-1.8795
PEX11A	0.084
OR5V1	0.7275
FCN3	3.18675
PTPN3	0.5955
NPTX1	-5.539875
C21orf84	-1.2075
C11orf51	-0.0665
ZBED2	0.15375
FLJ90757	1.26075
NPY2R	1.00375
PLD3	0.85675
SYT17	2.02933333333333
SGSM2	-0.8965
OR1A2	0.72
FOXP1	-0.32575
SLC5A1	5.16775
POFUT1	-0.7679
EPHB6	-1.28683333333333
MYO1G	-2.678375
STAC	-1.561
KLHL17	-0.424333333333333
RGMA	3.6065
TJP2	0.6074
FAM114A1	0.0918333333333333
SERINC1	0.9165
SLC9A8	0.386
PEX19	0.442125
EDN2	4.448
PSMD7	-0.525111111111111
C3orf41	-3.40475
UQCR	0.125375
PPP1R3C	-4.6025
LRP4	-1.00433333333333
TM2D1	-0.13325
TTC17	1.318625
C4BPB	-4.623
CCL25	0.40675
ZNF253	0.532166666666667
CHRNA9	-4.28625
SOX11	0.343875
HIVEP3	2.1225
CGN	2.71508333333333
C3orf35	0.37375
PKD2L1	2.23475
SYVN1	0.468875
PDE8B	-3.376875
LOC439951	0.66525
LTC4S	1.10333333333333
MIF4GD	-0.227166666666667
SMARCA2	2.3603125
TUBGCP6	0.0181666666666667
CABLES1	-0.26
C16orf77	2.172
ZNF791	1.233
FUT5	-0.3035
ADH6	-2.50233333333333
P4HB	1.22275
CLDND2	-2.373
ALKBH8	-0.28525
PLAC4	-1.34025
F11R	1.80964285714286
MGC35295	0.1365
PDZD4	0.425166666666667
LOC389073	-0.82825
FAM80B	0.722333333333333
PSMB1	-0.837625
TXN	-0.1335
VIPR1	1.101
WBSCR18	0.2715
EXOSC6	-0.679
ACTA2	2.95583333333333
SP5	-5.03783333333333
ANKRD1	-3.64275
DDR1	0.9688
ATP6V1D	-0.919
PTGS1	-2.93
RNF157	1.17175
DCC	1.86666666666667
SPAG7	-1.321
FBXO18	0.524
UBE3C	-0.2289
HOXC6	0.93025
LRP2BP	-0.6066
MYST2	1.4235
PDSS2	0.14675
ATE1	-0.0915
ARAF	-0.77175
KLF10	-0.0635
PLA2G2E	0.5085
ASCL1	-1.161
TSNAXIP1	-0.21925
FAM131B	-0.55775
IFNA10	0.4165
NUP43	0.024
FAM44B	-0.0185
L1TD1	-5.99833333333333
NMD3	-0.810916666666667
C18orf54	-0.0592
PHOSPHO1	-0.7915
RAG2	-1.6285
EMILIN3	0.2025
METTL3	-1.19175
VPS13C	-1.4895
REXO2	-0.50075
ANXA4	-1.104
CA1	-0.929
DCP1B	0.01875
TULP3	0.0181666666666667
ATP2A2	0.776857142857143
ATIC	-0.49375
ADAM15	0.748
NPL	1.46783333333333
LGR4	-1.43625
UEVLD	-0.294
GAB1	2.208
SNAI2	-0.4315
ZGPAT	0.0308
SNF1LK	0.564
DLEU1	-2.09125
UBE2Q1	1.69125
ZMYM6	-0.1925
JPH3	-4.08233333333333
FAM38A	-0.713833333333333
PXK	-1.01666666666667
DENND2D	1.1385
BAX	-0.907083333333333
CP	-4.96572727272727
RPL37	-0.6535
G6PC3	-0.23925
NCOA4	-0.9605
LRRC14	1.2965
GORASP1	-0.07725
FCHO2	0.37475
CYP24A1	-2.2037
FXYD3	-1.856375
SMARCAL1	0.9295
ABCB8	0.319333333333333
CCDC44	0.24275
PRDM7	-3.22775
USH1C	-0.90975
DNAH5	-0.721833333333333
SRF	-0.0279166666666667
MAL2	1.35216666666667
PGPEP1	0.112833333333333
SIN3B	0.1615
SEMA3C	-1.56016666666667
GRAMD3	3.45025
FBXO10	0.097875
OR5D13	0.577
FLJ31818	0.233875
CACNA1I	0.234375
S100A13	0.469
TP63	0.112
ANXA11	-0.9167
WDR66	0.12575
CSF2RB	0.262
IFI44	-0.6545
DACT1	-0.00149999999999999
ANKRD23	-1.477375
ATP5G1	-0.817
C21orf70	-0.720833333333333
PPWD1	-1.527
DNAJC13	0.54
PAH	-5.59116666666667
PTCH2	0.68425
TRMU	-0.38825
CCDC9	0.68
USP3	-0.9657
DCLRE1C	1.5443
FAM55C	-0.65225
FRMD4B	1.69475
CYP2R1	-0.61475
RFPL1	-0.7812
XPO5	-0.04225
ARL6IP2	2.0985
OSBPL5	1.656
MMP9	1.15845454545455
KIAA0802	-0.880875
DHRS2	-4.5825
SGEF	2.655375
TXNDC10	-0.4627
EXOC6	-0.10125
RPS27	0.665333333333333
PNCK	-1.63266666666667
FSTL1	-2.3665
AACS	-0.6405
SLMAP	-0.27
SAMD4A	-2.3776
ABRA	0.1535
SMARCD3	-0.107
PKNOX2	-2.9245
A4GNT	-0.3985
C9orf39	1.331
RALYL	0.262
MGC33556	-3.303
C10orf25	-1.3535
BBOX1	6.82125
NHEDC1	0.84025
XDH	1.0855
GCSH	-0.7165
EDN1	-0.775333333333333
MTERF	-0.10375
CLK4	-0.184625
ZNF799	1.1335
KCNG1	-0.313375
CXCR4	4.187
PTPRR	-3.7725
IRAK1	-0.926375
LOC401397	-0.89925
TMSB10	1.0395
CXCL3	-2.9479
TMC4	0.14775
OR7A10	0.774
STYK1	1.323
CHRNA10	0.75475
CCNI	1.54375
EP300	2.0105
LOC165186	-0.786833333333333
HIC2	-1.4865
SDR-O	0.242
OR2W1	0.224
KCNA6	0.5815
TRIM74	-2.13125
REEP6	0.746
ATP5G2	-0.2155
ERG	0.4685
TMEM42	-1.524
PARN	-0.0135
SOD2	-1.242375
DIRAS1	1.30583333333333
PNPT1	-0.9705
JOSD3	-1.30375
hCG_40738	1.4855
PDE1C	-1.69275
SEMA4D	-0.393375
AGPAT1	0.0871666666666667
NOSTRIN	-1.019625
MAP3K3	0.0185
MAX	-0.48
CAPS	2.15966666666667
SERPINA12	-0.1335
OSBPL8	0.56225
RICS	1.5339
NR4A2	1.02183333333333
PPCS	0.696666666666667
LONP1	-0.99075
SCYL3	2.752
HERC2P2	-1.50033333333333
FIBCD1	-0.8055
C15orf41	0.16225
DMC1	0.703833333333333
C20orf27	-1.06075
RPS6KA5	0.6988
FAHD1	-0.219
SLC12A4	-1.1405
BRCA1	-0.461666666666667
GBL	-0.4
SLK	0.247333333333333
NUDT9P1	-2.213
NOXO1	3.625
USP52	-2.593
BAZ1B	0.76375
SLCO2B1	1.1855
BBS12	-0.0406666666666667
LRGUK	-0.337666666666667
TERF2IP	0.327
COL1A1	2.3
KIAA0090	-0.353375
GRK5	-0.132166666666667
AP1S2	-2.5691
TMEM52	-0.570833333333333
CA11	0.108875
OR4A15	0.777833333333333
ACBD3	0.6247
SPAG11B	0.568375
PRDM2	0.5714
FOXP3	-0.02675
SMYD3	-0.2701
LOC389199	0.6025
LGI2	0.466
NAPE-PLD	-0.0176
ANKRD6	1.132
WDR45	-0.0826666666666667
SHROOM1	-0.94725
PSCD3	0.4075
PYY	0.614
KCNC1	0.5285
ARHGEF9	2.3252
OR8J1	0.84375
GPR55	0.191
NS3BP	-0.4375
C10orf22	0.9755
NAT8L	-0.86825
DUSP4	-1.204
FOXM1	-0.244166666666667
GRAMD2	2.9335
ZBTB48	-0.544833333333333
BUD31	-0.8335
PABPC5	1.1765
CCDC41	0.42875
FBXO11	0.880416666666667
C6orf148	-0.879
RFXAP	-0.41025
C6orf15	0.495166666666667
CDK8	-0.248666666666667
C6orf70	-0.93325
TESSP2	0.677
ALG2	-0.6455
PPP1R3D	1.33225
TPM3	0.536944444444444
SYT13	3.5405
EPB42	-0.981666666666667
CETN3	-0.6485
PRY	-0.327
NTHL1	-0.392833333333333
POLR2B	-0.063
RPS28	0.159166666666667
P2RX3	0.65275
LYZL4	-0.11275
WBP4	-0.7046
PMM1	-0.52
C11orf79	0.37625
CBLL1	0.185
IL1F10	0.3415
VAX2	2.2235
SETDB1	1.20066666666667
LRAP	-1.87333333333333
GCLM	-0.0821666666666667
CPEB3	2.6265
PPM1A	-0.3180625
INTS1	-0.16275
CAMTA1	1.6285
SAMSN1	-3.9145
LOC158830	-3.7295
GMPPA	0.167375
AIPL1	-0.2995
IL24	-0.352916666666667
BDKRB1	-2.5465
MLF1	1.5904
TAF12	0.64175
ID1	-2.883125
THADA	-0.20325
PIK3CB	0.42225
OR4N5	0.892
TBC1D17	-0.25
COX8A	-0.26225
CDCA4	-0.35525
C2orf44	0.31775
ZNF534	-1.24825
IMMP1L	0.635
NIPSNAP3B	-0.7295
FTMT	1.31
PWP2	-0.780666666666667
MMP15	-1.4837
DNAH11	1.709
MTMR14	-0.880875
DNAL4	1.239
IPP	2.16125
TMEM59	1.45725
C1orf157	0.7115
RGS4	-1.80166666666667
DDX18	-0.003
SNX6	-0.63
ZNHIT2	0.190166666666667
NCDN	-0.0108333333333333
FLJ33534	0.319
RAG1	-2.2755
OR4D10	0.461
PTPN5	0.491333333333333
POMT1	-0.438875
LRRC8A	0.7087
CYP1A1	-1.53
CAPN1	-0.155333333333333
DDHD2	0.33575
GRIK2	-0.5485
GNRHR	-0.1955
PPBP	0.22025
HTR3A	-0.64175
SLITRK4	0.47075
ANKRD49	-0.2195
BTF3	-1.3863
SARS	-0.78475
C13orf18	0.833166666666667
CACNB1	0.330428571428571
QKI	-0.138136363636364
SETMAR	0.165875
MAN2B1	0.818
EML3	-0.6395
ACADL	2.57616666666667
OFD1	0.488625
DEFB114	0.526
CGA	-3.9689
PEX16	0.158
LRRC10	-0.4245
GNG12	-3.3155
C1orf152	-0.555166666666667
CHRM1	0.698
CD53	-2.098625
DBH	-0.745
TFAP2B	0.798375
HIST1H2BJ	-1.54333333333333
FAM46D	0.29
TMEM11	-0.29075
C3orf32	-2.6585
PCCB	-0.3685
IPO13	1.449875
C6orf105	-5.3545
COMMD5	1.49275
SUV420H1	0.1974
LTBR	1.19425
ARHGAP15	-2.47342857142857
HDHD2	-0.63625
TDRKH	1.61516666666667
LOC401052	0.689
PSG4	-1.3975
GNB4	3.0885
SPATA4	-1.6005
SLC9A3	-1.4965
OSBP	0.411333333333333
NBPF3	0.934666666666667
DOCK11	-2.8295
SLC39A5	-2.3115
PRR5	0.6437
C10orf63	0.735875
SMTNL2	-1.35175
ADRA1A	0.16025
ASAH1	0.2062
DOM3Z	-0.3025
GIPR	0.645166666666667
AHI1	1.07466666666667
NADSYN1	-0.944666666666667
RGS14	-0.6088
IL18BP	0.3507
RTN4RL1	0.908
ARMC6	-0.0595
PSMD5	-0.777166666666667
HK3	0.8579
OR4S1	0.2265
RSU1	1.5431
MAD2L1	-0.947666666666666
EIF4A3	-0.14625
DLEC1	0.859
E4F1	0.496666666666667
CHMP2B	0.2826
CAMSAP1	-0.62175
RPS21	-0.480166666666667
ARID5A	-0.71125
UBE2N	0.8515
IGSF8	1.323
MAGEB6	-1.3465
ACAD11	-0.4488
MGC4172	0.11075
LMO4	4.441
KLKB1	0.477
HP	-0.943
HDAC3	-0.357
SCHIP1	2.9825
CLCA1	0.087
OLFML2A	0.2235
C1orf112	0.673
KIF19	1.36183333333333
HAPLN4	-0.2562
CXCR7	-1.487
GOT2	-0.9666
RAB38	-2.601375
DCX	-0.20625
PPM1H	-1.47766666666667
NFYC	1.283
KIN	0.99525
ZNF228	1.05075
PLSCR4	1.11966666666667
HIG2	-0.17225
FAM79B	1.085
C21orf86	-0.59
KCNK10	-0.09825
ZNF738	-0.481875
FSTL5	-1.1615
OR6A2	1.3605
OTOA	1.053
EXOC1	-0.632875
AHRR	-4.0925
PDAP1	-1.29658333333333
C19orf6	0.164
ZAN	0.32875
LY6G6E	1.1405
EIF4E2	-0.90825
C20orf198	-0.4475
ZNF324	-0.03425
CYP3A5	-3.77133333333333
ENTPD7	2.44833333333333
MBOAT5	-0.3245
GJB5	-1.32575
TTC13	1.93675
S100Z	-1.36183333333333
KIAA0664	-0.298
PDGFRB	0.922
IL17D	-1.506
OR56B4	-0.2355
RDX	-1.18933333333333
SLC34A3	0.474
IL28B	0.2485
JUND	0.85175
CHRNB1	-1.17775
CAMK2B	1.927
FETUB	0.00225
CXorf23	1.057625
MRTO4	-1.329375
TTC3	0.8945
NDUFB8	-0.0308333333333333
EDG2	-2.6215
SEMA3G	0.65425
IL23A	-1.9535
GRHL1	3.1743
LOC441054	-0.5255
WDR65	1.12957142857143
PSTK	0.56475
STOML3	0.212833333333333
R3HDM2	-0.0864
C5	-3.458
SLC2A10	0.321833333333333
C3orf22	0.4405
PAQR3	0.0775384615384616
ANKRD26	0.192166666666667
HCRTR1	-0.4475
LOC399947	-0.72125
PSD2	0.3915
TIGD2	1.2795
SCRN1	-0.46675
COQ10A	-0.659
DDI2	-0.1205
METTL7B	-0.960333333333333
UCN2	0.44275
FAM92A3	0.9085
WDR16	-0.48025
ZNF511	-0.634
ZMYM5	0.651375
POLR3G	-1.801
ZNF586	-1.31825
C1orf49	0.417
TANK	0.749
RCAN1	-1.05116666666667
PELI3	1.53733333333333
LIMD2	0.8415
TMEM189	1.094
NTN4	-1.19575
LOC151300	0.1935
CLEC2A	-1.789
GPR135	-0.8935
DPYSL4	-3.1847
JAK2	-0.5445
TSHZ1	1.231
TM9SF4	-0.34275
ZNF264	0.299333333333333
SIRPG	0.585125
BICD1	-0.307
HERC6	-0.0588333333333333
METTL5	-0.6985
CASP1	-1.8
PRRT1	-0.230333333333333
PLA2G4C	0.118
ICA1L	0.966357142857143
TPTE2	2.14283333333333
OTUD7A	0.739833333333333
AQP11	-0.08725
APOA2	-4.6058
KALRN	1.9837
SECTM1	0.352416666666667
IFNAR1	-0.34375
TALDO1	0.73175
RAB11FIP4	0.81375
EIF5A	-2.06
FAM49A	2.40475
NEGR1	-0.48
YTHDC2	0.73325
EHD2	-1.611375
NCF1	0.7449
SCRT2	0.606
HOXA5	1.76633333333333
NUP133	0.52675
FGF12	-1.3909375
SLMO2	-0.1185
SNTA1	-1.321
CACNG2	0.336
GCM1	0.15875
ELF1	-0.672
TLR5	4.20875
TCFL5	-0.905916666666667
RBMY2FP	-0.6625
LOC100125556	0.00224999999999997
FAM129B	0.337875
MAP3K7IP1	0.428375
NCK2	0.803
OXA1L	-0.698
FMO9P	-0.12
ZSCAN12	0.48925
PSMD12	0.543
HSCB	-1.214
CLDN10	-0.14825
MGC13053	-0.52825
HPCAL4	2.13783333333333
ASZ1	-0.2195
MEX3D	0.522833333333333
NFAT5	0.1609
CSPG4LYP1	-0.216333333333333
FBXO3	0.1886
DVL1	-0.448833333333333
CMKLR1	1.0545
TYMS	-1.18425
PEF1	1.2825
ZNF750	4.55833333333333
MCM5	0.4626
MEGF11	-1.24075
KCNK7	0.4065
PTP4A3	1.4495
C1QTNF2	1.63383333333333
OR6S1	0.5195
FAM122B	-2.67125
ZNF551	-0.859625
HBQ1	-2.2395
GEMIN6	-0.13575
ARSK	-0.139
RBP7	3.68816666666667
CPNE9	-0.035
DSC1	0.2245
LOC730112	0.4605
MAP2K4	-0.50825
HS3ST5	-1.932
EPB41L3	-2.9355
TEKT2	0.441
CDKN2B	-0.0728333333333333
ZNF480	-1.387
MAP3K6	0.9243
MAP6	1.44816666666667
HN1	1.9447
OR2L13	0.556666666666667
SLC16A11	0.30725
FAM96A	-1.2775
APOL1	-0.988
C5orf32	-0.765
RTP1	-0.451166666666667
RNF175	-1.340125
ZBTB41	1.715
AHCTF1	1.1051
SAE2	0.7799
ITGA2	0.0365833333333333
MME	-2.41116666666667
CCDC14	0.511
MAST4	-0.844142857142857
KRT33B	1.13
KCTD2	0.874666666666667
WDR26	0.566
MFI2	3.185625
NR4A3	-1.185125
ARSA	1.00675
UNKL	0.578666666666667
SULT6B1	0.3385
CCNA2	-0.3805
SOX15	0.2765
PPAPDC1B	0.164
C19orf44	0.85
MCAT	0.451333333333333
ARID1B	-0.05675
OR52N1	1.071
C12orf48	-0.39725
MAGI1	-0.2925
NIPA2	-1.6945
GBX2	-2.32725
RSHL3	0.9995
RAVER1	0.400166666666667
C15orf17	0.21275
SLC30A2	2.468875
ZNF518	0.808
PCYT1B	0.5625
C10orf114	-1.83275
EIF3H	0.664416666666667
SLC25A39	-0.0755
KIF1B	0.361125
AMOTL2	-0.76425
C6orf120	-0.639125
PSRC1	-0.5535
PLA2G10	-0.58
KIF5C	-0.456625
MRPL37	0.3815
C17orf62	0.593
C9orf135	-1.86783333333333
DUSP10	-1.3721
CLCNKB	0.08
PSMA5	0.119625
C8orf53	1.17525
AMPD3	0.314833333333333
PIAS1	-0.1025
ADCYAP1R1	0.4105
GYLTL1B	3.33375
CDH20	0.0774
FBXO7	-0.70425
TMEM134	1.26916666666667
FLJ14213	-0.612333333333333
ZNF3	0.63225
LRRFIP1	-1.04545833333333
CNOT2	1.16675
ABI3	1.5315
ALDH5A1	-0.3375
HNT	0.873
SERPINA4	-2.861
TK2	-1.062
STMN1	0.127333333333333
GUCA2A	0.409
GALNT10	-0.668357142857143
DPP6	-0.79605
C9orf93	1.617125
PRELID2	0.056625
STK39	-1.59825
SFTPA1	-1.597
CKS2	-0.120666666666667
RHO	0.28525
C20orf135	-0.27525
XKR3	-2.989
CR1	-0.183875
RPS6KA2	-0.198642857142857
C20orf112	1.4555
MRPL22	0.13725
C4orf23	0.448666666666667
GADD45B	1.73475
KLHDC1	0.247
C2orf48	-1.891
ZNF287	2.076
DAAM2	-0.67175
DPPA2	-3.11
TCTN3	0.413833333333333
DNAJB11	1.97425
FPR1	2.23075
DEFB4	-0.0245
PTCD2	-1.9969
SMOC2	3.464
CABP7	0.672
SERPINB11	0.47225
MAGEF1	1.30325
NDE1	0.471333333333333
ITGA10	0.5535
FSHB	0.059
ANXA2	-1.595375
HORMAD2	0.177
HLCS	0.50925
MCF2L	1.66233333333333
FH	0.4765
TBC1D24	3.186
KIAA1505	0.9475
LGALS2	-3.1945
CNBD1	-0.22
SYNPO2L	-0.63375
PTPN23	-0.353428571428571
C1orf183	-0.992
MAGEA8	-3.4125
DGCR8	-0.5655
GSR	-0.86
PAQR7	-0.392
ZNF676	0.043
CACNA1C	-0.6294
SP7	-0.073
PDCD6	-1.85525
NRN1L	-1.697
BRI3BP	0.424916666666667
KIAA1183	2.2785
ASB4	0.44725
CCL23	0.0927
OBSL1	-1.29075
SLC12A7	-0.778333333333334
KIAA0240	1.401125
CD1B	-3.29183333333333
FCGR2A	0.919125
MDC1	-0.552
HTR1A	0.622166666666667
OCEL1	-0.66725
ATP11B	0.00525
FBXO34	-0.396666666666667
PCDH12	3.5675
RPE	-1.08
C17orf74	-0.118
CSDC2	0.132
PET112L	-0.518
TMBIM1	-0.602375
P2RXL1	-0.31625
TCHP	0.29325
TRMT1	-1.2815
F2RL2	-1.29391666666667
LRRC32	1.94016666666667
IMPG2	0.3255
BGLAP	0.88775
LOC493869	-2.73508333333333
MRAS	3.493125
SLC35F5	-0.05875
CBWD1	-0.0535
AXL	-3.63675
ATP2C2	0.156
TELO2	0.01625
PNPLA3	-5.15775
PCDHB14	1.045
CD276	0.74725
KRT80	-2.31925
DUSP28	-0.6805
CSNK1E	0.792083333333333
SRP14	0.842
KCNQ4	1.6445
KRT72	2.32516666666667
CCDC117	0.858
C6orf89	0.2615
TUBB2B	-3.64633333333333
RTN4IP1	-1.4335
CR1L	-3.583
CEND1	0.0696249999999999
C12orf41	-0.0996666666666667
RNF31	0.00124999999999999
UBN1	0.768666666666667
C17orf32	0.223
SLC5A7	-0.19775
GPR92	0.9335
ESAM	1.9014
CTNNA1	1.44533333333333
HRBL	0.4728
CBX4	0.04025
TMEM182	-0.229
SH3TC2	0.745666666666667
IL10	0.109333333333333
PXMP4	1.639
RNF167	-0.4603
PAK7	0.210666666666667
ETV3	0.235
ATPIF1	-0.758333333333333
LOC554207	-1.91083333333333
OR8H1	0.35475
WDFY3	1.391125
DPM1	-0.2355
GPSM1	0.072
WDR92	-0.3182
LRP1	-0.0863333333333333
ANKH	-1.23825
THUMPD3	-1.864
POLR1B	-0.19275
OLFM4	2.60433333333333
RAD9B	0.561
TSPY2	-4.3505
PAX6	-2.1085
SCG2	-3.766
SLC17A6	0.1585
FMO3	2.526
PADI4	0.241
TUBB4	-0.0282
NLK	-0.47275
POU4F3	-0.46
SDF4	-0.5365
ITGBL1	0.886
NETO1	-2.311
TAP2	-0.325125
ABBA-1	0.486666666666667
GNAI1	-1.59875
VPS4B	-0.25625
NOPE	-1.5849
GALNT6	-0.451333333333333
SESN1	-0.254375
GBE1	-1.92311111111111
CLASP1	0.93125
RASGEF1B	1.935375
ACOT11	1.10757142857143
AFAP1	1.62475
OR2H2	0.47075
DPY19L2P1	-0.64925
DZIP1	-0.7625
SEC22C	-1.01108333333333
GPR161	2.18566666666667
RNF146	1.10125
WDR74	-0.846625
GALP	-1.027
PURA	0.736
DNPEP	-0.418666666666667
RP11-78J21.1	-0.1395
ERBB2	1.529875
FANCM	-0.156166666666667
NEO1	1.56716666666667
DDX3Y	-5.5897
RPS3A	-0.292
MXRA7	-0.338214285714286
LGALS3	-1.48783333333333
GLT8D1	-0.91
CFL2	-1.782
UPB1	-0.0085
NAP1L5	0.021625
CLDN14	-1.8105
DHX38	-0.46775
BTBD1	-0.97125
TARS2	0.456
ABCF1	-0.1243
FCF1	-0.255166666666667
LRRC49	0.439
GUCY1B2	-2.6755
C1orf177	0.496833333333333
SMARCA4	0.588071428571429
LRP8	-1.217
TAGLN3	-0.696
MRPL14	0.07575
TTRAP	-0.50225
ZDHHC20	1.07575
NFE2L3	0.729
KIAA1377	0.56025
PALMD	0.6419
TMEM43	-0.559
TTL	-0.594125
STAT5B	-0.188166666666667
SSB	-0.801
OR10H5	0.378
SLC22A13	-1.4495
AKAP3	-1.4045
TIMM23	0.171333333333333
OAS2	0.699166666666667
KIAA0423	0.363
TRIM11	0.9975
GLIS3	-0.567875
TMEM50B	-0.396166666666667
ARHGEF4	0.44675
DEGS1	0.720272727272727
TBL1XR1	0.9903
G6PD	-1.00825
SP140	-0.7312
MUC17	-0.0947142857142857
NUDC	-1.1491
DNAJC5B	0.533
SCARA3	-1.07783333333333
CPA3	1.459
BCAT2	-0.53975
MFN1	0.2937
NRG3	3.6585
SNX11	0.42775
PLEKHH1	-0.414
GPR177	-3.08916666666667
HCFC2	0.702
TCAP	-0.27275
MOCOS	-1.2465
C14orf93	0.35225
PRDM10	-0.149666666666667
SLC16A4	-1.45958333333333
SRGAP1	0.1015
VIP	0.203
DUSP27	-0.2535
LILRA1	0.1658
MC2R	-0.203
MGC24103	-4.543
MBTD1	-1.208
FUT11	-0.661166666666667
USP33	1.4929
C15orf39	-0.92675
MAP3K12	-1.035625
PAAF1	-2.06183333333333
BARHL1	-0.149
FLJ16165	0.0415
PIWIL2	-3.47825
SYNE1	-1.07266666666667
CMTM4	-0.315
TSPYL1	-0.3318
GUF1	-0.0795
TMEM157	0.4225
WDR44	-0.74475
HIST1H3C	1.176
DKFZp666G057	-0.04775
RNPEP	0.34375
GAS2L2	-0.0313333333333333
ADH4	-5.3715
GRPR	-0.123333333333333
FBXL17	0.787
ZBTB10	1.16991666666667
Gcom1	-0.321833333333333
HTRA1	-0.7387
ZNF585A	0.441833333333333
SLC26A2	2.20121428571429
OTOP3	0.269666666666667
WISP1	0.378444444444445
ATP2B4	0.401416666666667
FLJ10769	1.8705
CRAMP1L	0.55
CHST12	-0.047
RAB22A	1.4935
TARDBP	0.0527857142857143
STAU1	0.8405
CRB3	2.75566666666667
MIG7	-3.134
CHMP1A	0.298833333333333
ZNF160	0.044125
B3GALT6	-0.4295
BARX1	-1.356
C6orf167	-0.033
NXNL1	0.346
DHX29	-0.119375
HADHB	-0.06425
PLXNB2	1.1345
ILDR1	-0.93525
SLC15A3	1.17025
GAS2	-4.467
C20orf69	-0.59625
NUMB	-0.67475
TNIP1	0.12325
MESP1	2.1495
PSKH1	-0.37025
NSFL1C	0.41625
RHOG	-0.1925
HEY1	-1.66416666666667
KNG1	-1.807
ITGAX	0.8653
LIN9	0.911333333333333
CANT1	1.82575
XRN1	1.19992857142857
CCDC96	0.8219
HEATR6	-0.351833333333333
GNG7	2.38683333333333
RUNX2	-0.250125
SOX1	0.529166666666667
FCRL5	-0.4008
ZNF99	0.690375
FAM9A	0.456
SNX22	2.33666666666667
MBNL3	-2.03833333333333
ODC1	-1.0352
ADORA2B	-3.46
NR2F6	0.853
ZFYVE16	-0.648722222222222
SYNJ2BP	-0.4508
POLE	-0.2295
E2F2	-1.098
THRA	-0.285166666666667
PTGES2	-1.54366666666667
HIP1R	1.07
TMUB1	0.0973333333333333
ENO3	-2.717
RSPH10B	-0.0745
CXorf39	0.481625
IRGC	0.45375
GPR109B	-3.02925
FLJ13305	1.374
LCE3A	-0.841
TNFRSF18	-2.061
DET1	-0.103
TRPM3	-0.238166666666667
C16orf79	-0.8255
FECH	-0.412
RAP2A	2.828
CRIP1	-1.38516666666667
AZIN1	0.947875
SLC7A7	1.7765
IL10RA	-0.845
TMEM64	-2.258
CDC42EP4	0.1572
C16orf58	-0.4532
ARG2	-2.15375
POU5F1P4	-5.322
FAM62B	-0.19375
DNAH8	-1.5555
ASH2L	0.367375
TSLP	-4.48116666666667
CNTNAP5	0.0555
TMEM16C	-1.80875
IFNA14	-0.146
SLC1A3	-1.283
CABYR	2.56475
BCL7B	-0.3288
NUDT13	-1.60416666666667
C13orf28	0.138
C1orf53	0.03475
ARL6IP4	0.1855
RPL35A	0.585
EMR3	0.696
RAB40C	0.573
SLC41A1	0.885666666666667
LRCH1	-1.112
LY6G5B	-1.043
FAM124A	0.385642857142857
MGC10981	-4.24933333333333
CLIP3	-0.1446
MAP4K2	0.9365
CHIC1	-0.0875
SULF1	1.94833333333333
C20orf30	-0.644928571428571
PRDM5	1.68775
ELOVL1	1.35775
C11orf48	-0.575375
SLC39A10	-0.135
KCNV1	3.3245
ACP1	-0.870666666666667
ZMYM2	0.011125
B3GNT6	0.160166666666667
C9orf69	-0.064
