Hybridization REF	TCGA-AO-A0JG-01A-31R-A084-07
BBS12	1.1075
LRGUK	-1.11733333333333
TERF2IP	1.0815
COL1A1	5.06
KIAA0090	-0.3575
GRK5	0.0735
AP1S2	-1.3275
TMEM52	-1.40183333333333
CA11	-0.144375
OR4A15	0.453333333333333
ACBD3	1.6393
SPAG11B	0.38275
PRDM2	0.9246
FOXP3	0.384
SMYD3	0.8207
LOC389199	0.7185
LGI2	0.585
NAPE-PLD	0.4369
ANKRD6	0.993
WDR45	0.255833333333333
SHROOM1	-0.78575
PSCD3	0.4
PYY	-0.0065
KCNC1	-0.066
ARHGEF9	1.1337
OR8J1	0.281
GPR55	0.5215
NS3BP	-1.7855
C10orf22	0.695
NAT8L	-2.9335
DUSP4	-1.40083333333333
FOXM1	-3.30733333333333
GRAMD2	0.8381
ZBTB48	-0.215666666666667
BUD31	-0.54
PABPC5	0.3405
CCDC41	-0.75325
FBXO11	0.277416666666667
C6orf148	0.15525
RFXAP	-1.384
C6orf15	0.0925
CDK8	-1.1465
C6orf70	-0.234
TESSP2	-0.492
ALG2	0.56425
PPP1R3D	1.301
TPM3	0.264222222222222
SYT13	5.6195
EPB42	-0.541166666666667
CETN3	-0.516
PRY	0.028
NTHL1	-1.14883333333333
POLR2B	0.027
RPS28	0.237916666666667
P2RX3	0.272
LYZL4	0.06175
WBP4	-0.299
PMM1	-0.94
C11orf79	-0.10925
CBLL1	-0.4855
IL1F10	0.232833333333333
VAX2	-0.6335
SETDB1	0.205666666666667
LRAP	0.0848333333333333
GCLM	-0.4595
CPEB3	3.2445
PPM1A	1.082
INTS1	-0.6585
CAMTA1	0.70725
SAMSN1	-1.45725
LOC158830	-0.610666666666667
GMPPA	-0.419125
AIPL1	-0.03625
IL24	0.71575
BDKRB1	-0.536833333333333
MLF1	0.8592
TAF12	0.1725
ID1	-1.62925
THADA	-0.14475
PIK3CB	-0.11125
OR4N5	0.1025
TBC1D17	-0.089
COX8A	-1.009
CDCA4	-1.48175
C2orf44	-0.8645
ZNF534	-1.29725
IMMP1L	-0.02325
NIPSNAP3B	0.568625
FTMT	0.24125
PWP2	-0.495166666666667
MMP15	-1.1081
DNAH11	-1.69825
MTMR14	0.15675
DNAL4	0.0715
IPP	0.08875
TMEM59	1.800125
C1orf157	1.5365
RGS4	0.359666666666667
DDX18	-0.470666666666667
SNX6	0.28125
ZNHIT2	-0.221
NCDN	1.51983333333333
FLJ33534	1.1985
RAG1	-1.6935
OR4D10	0.098
PTPN5	-0.215
POMT1	0.119125
LRRC8A	0.7729
CYP1A1	-1.77225
CAPN1	-1.00516666666667
DDHD2	-0.400125
GRIK2	0.05375
GNRHR	0.03725
PPBP	0.60975
HTR3A	-0.654
SLITRK4	-0.62
ANKRD49	-0.14975
BTF3	0.3372
SARS	-0.01675
C13orf18	0.264666666666667
CACNB1	0.103428571428571
QKI	0.124772727272727
SETMAR	0.912375
MAN2B1	0.5755
EML3	-1.16875
ACADL	0.067
OFD1	0.323
DEFB114	0.157
CGA	-1.2625
PEX16	0.248166666666667
LRRC10	-0.2065
GNG12	-0.1235
C1orf152	0.0341666666666667
CHRM1	0.2715
CD53	1.18025
DBH	-1.07825
TFAP2B	4.1525
HIST1H2BJ	0.4035
FAM46D	-0.668
TMEM11	0.0415
C3orf32	-1.31575
PCCB	-0.19325
IPO13	-0.132375
C6orf105	-3.7315
COMMD5	0.74975
SUV420H1	-0.2616
LTBR	0.662
ARHGAP15	0.267
HDHD2	1.00075
TDRKH	-0.253333333333333
LOC401052	0.619
PSG4	-0.84325
GNB4	-0.8722
SPATA4	1.62825
SLC9A3	-0.4855
OSBP	0.7085
NBPF3	0.0175833333333333
DOCK11	-0.0545
SLC39A5	-1.86716666666667
PRR5	0.7098
C10orf63	0.34075
SMTNL2	-1.0865
ADRA1A	-0.09675
ASAH1	1.4547
DOM3Z	0.2622
GIPR	0.776666666666667
AHI1	-0.1675
NADSYN1	-0.881
RGS14	-0.6999
IL18BP	1.1294
RTN4RL1	1.65975
ARMC6	-0.899
PSMD5	0.234333333333333
HK3	0.8481
OR4S1	0.384
RSU1	0.6681
MAD2L1	-3.42577777777778
EIF4A3	-0.40025
DLEC1	-0.0381666666666667
E4F1	0.2165
CHMP2B	0.7016
CAMSAP1	-0.418
RPS21	-0.872666666666667
ARID5A	1.3875
UBE2N	0.0365
IGSF8	1.042
MAGEB6	-2.18
ACAD11	-1.9341
MGC4172	-1.49675
LMO4	-0.63125
KLKB1	0.2375
HP	-0.75
HDAC3	-0.1985
SCHIP1	0.738
CLCA1	-0.1945
OLFML2A	1.820375
C1orf112	-2.01075
KIF19	0.819916666666667
HAPLN4	-0.302
CXCR7	1.554
GOT2	0.4377
RAB38	-3.36275
DCX	0.65575
PPM1H	0.347916666666667
NFYC	0.780166666666667
KIN	0.040375
ZNF228	1.57675
PLSCR4	2.62633333333333
HIG2	-1.74925
FAM79B	7.1345
C21orf86	-0.7579
KCNK10	0.6325
ZNF738	-1.324875
FSTL5	-1.45816666666667
OR6A2	0.5085
OTOA	1.04066666666667
EXOC1	0.38175
AHRR	-3.850875
PDAP1	-2.07
C19orf6	-0.117
ZAN	0.12325
LY6G6E	-0.141
EIF4E2	-0.189
C20orf198	-0.28625
ZNF324	0.0875
CYP3A5	-0.813166666666667
ENTPD7	0.697666666666667
MBOAT5	0.495833333333333
GJB5	-0.3065
TTC13	0.1535
S100Z	-1.00416666666667
KIAA0664	-0.9315
PDGFRB	2.39075
IL17D	-0.715
OR56B4	0.136
RDX	-2.26033333333333
SLC34A3	0.6725
IL28B	-0.243
JUND	1.33425
CHRNB1	-0.7525
CAMK2B	0.6025
FETUB	-1.896
CXorf23	1.193375
MRTO4	-1.8625
TTC3	0.9799
NDUFB8	0.109666666666667
EDG2	-0.76975
SEMA3G	1.5255
IL23A	-0.93125
GRHL1	0.8674
LOC441054	-1.519
WDR65	1.32557142857143
PSTK	0.13975
STOML3	1.10716666666667
R3HDM2	0.2132
C5	-1.5445
SLC2A10	2.55133333333333
C3orf22	0.22275
PAQR3	-0.118230769230769
ANKRD26	-0.340166666666667
HCRTR1	-0.049
LOC399947	-0.39875
PSD2	-0.042
TIGD2	0.589333333333333
SCRN1	-0.40325
COQ10A	-1.30275
DDI2	-0.023
METTL7B	-0.911
UCN2	0.55875
FAM92A3	-1.419
WDR16	0.04
ZNF511	-0.118333333333333
ZMYM5	-0.4785
POLR3G	-3.47825
ZNF586	0.23375
C1orf49	0.455666666666667
TANK	0.673666666666667
RCAN1	0.190166666666667
PELI3	0.0728333333333333
LIMD2	-0.04275
TMEM189	-0.668
NTN4	0.336875
LOC151300	-0.395
CLEC2A	-0.449
GPR135	-0.29675
DPYSL4	-1.5365
JAK2	0.3365
TSHZ1	1.5085
TM9SF4	-0.08425
ZNF264	1.30983333333333
SIRPG	2.569375
BICD1	0.31
HERC6	1.4095
METTL5	-0.4335
CASP1	1.00675
PRRT1	1.09266666666667
PLA2G4C	3.29916666666667
ICA1L	0.524307692307692
TPTE2	0.173333333333333
OTUD7A	0.747833333333333
AQP11	3.98125
APOA2	-4.7836
KALRN	0.2477
SECTM1	0.697166666666667
IFNAR1	0.0255
TALDO1	-0.278
RAB11FIP4	0.547916666666667
EIF5A	-2.4885
FAM49A	2.0495
NEGR1	1.00583333333333
YTHDC2	0.363
EHD2	-0.35475
NCF1	2.2259
SCRT2	0.8115
HOXA5	0.0771666666666667
NUP133	0.558
FGF12	0.6335625
SLMO2	-0.616
SNTA1	0.493375
CACNG2	0.4305
GCM1	0.371125
ELF1	0.997333333333333
TLR5	3.3935
TCFL5	-1.325
RBMY2FP	-0.976
LOC100125556	0.04725
FAM129B	0.574375
MAP3K7IP1	-0.511625
NCK2	0.1295
OXA1L	-0.62625
FMO9P	0.5045
ZSCAN12	0.95825
PSMD12	-0.0883333333333333
HSCB	-0.927
CLDN10	-2.94425
MGC13053	-0.41475
HPCAL4	-0.545333333333333
ASZ1	0.604
MEX3D	0.472083333333333
NFAT5	0.2005
CSPG4LYP1	-0.457333333333333
FBXO3	1.3869
DVL1	-1.14633333333333
CMKLR1	2.73116666666667
TYMS	-4.40875
PEF1	1.146
ZNF750	0.147333333333333
MCM5	-1.6945
MEGF11	-0.66375
KCNK7	-0.331
PTP4A3	-0.2975
C1QTNF2	-0.365166666666667
OR6S1	0.352
FAM122B	-1.7495
ZNF551	-0.281625
HBQ1	-1.9165
GEMIN6	-0.304
ARSK	0.8405
RBP7	2.81233333333333
CPNE9	0.00425
DSC1	1.8025
LOC730112	-0.93675
MAP2K4	0.798625
HS3ST5	-2.0745
EPB41L3	0.87575
TEKT2	0.86875
CDKN2B	0.839333333333333
ZNF480	0.34875
MAP3K6	-0.0383
MAP6	2.50533333333333
HN1	-0.7707
OR2L13	0.119166666666667
SLC16A11	0.52125
FAM96A	-0.13875
APOL1	0.41025
C5orf32	-0.16025
RTP1	-0.0986666666666667
RNF175	0.0612500000000001
ZBTB41	1.580875
AHCTF1	0.2361
SAE2	-0.3133
ITGA2	-0.352833333333333
MME	0.218833333333333
CCDC14	-0.47525
MAST4	1.30357142857143
KRT33B	-0.4335
KCTD2	0.378
WDR26	0.916083333333333
MFI2	-0.45875
NR4A3	0.663375
ARSA	-0.0045
UNKL	-0.304
SULT6B1	0.0875
CCNA2	-3.86783333333333
SOX15	-0.502
PPAPDC1B	0.351666666666667
C19orf44	0.1195
MCAT	0.111833333333333
ARID1B	0.07575
OR52N1	1.246
C12orf48	-2.35775
MAGI1	0.552375
NIPA2	-0.11125
GBX2	-1.983
RSHL3	0.742125
RAVER1	0.216166666666667
C15orf17	-0.14725
SLC30A2	0.008
ZNF518	0.0225
PCYT1B	-1.877
C10orf114	-1.1725
EIF3H	-0.0441666666666667
SLC25A39	-1.2695
KIF1B	-0.693
AMOTL2	0.72425
C6orf120	0.334
PSRC1	-2.8975
PLA2G10	0.71725
KIF5C	0.884375
MRPL37	-0.6925
C17orf62	0.392
C9orf135	-0.702166666666667
DUSP10	1.1172
CLCNKB	-0.127
PSMA5	-0.124625
C8orf53	0.331
AMPD3	0.847333333333333
PIAS1	0.189
ADCYAP1R1	-0.0855
GYLTL1B	-0.061
CDH20	-0.153
FBXO7	-0.1835
TMEM134	-0.268666666666667
FLJ14213	1.16616666666667
ZNF3	-0.17725
LRRFIP1	0.664666666666667
CNOT2	0.531666666666667
ABI3	2.6225
ALDH5A1	0.180416666666667
HNT	2.2846
SERPINA4	-2.50025
TK2	0.388916666666667
STMN1	-2.53111111111111
GUCA2A	0.0575
GALNT10	0.626714285714286
DPP6	-0.78335
C9orf93	0.35925
PRELID2	-0.36825
STK39	0.492125
SFTPA1	-0.97475
CKS2	-1.70822222222222
RHO	0.211625
C20orf135	-0.07675
XKR3	-2.749
CR1	0.823125
RPS6KA2	0.125785714285714
C20orf112	0.84025
MRPL22	-0.2305
C4orf23	1.531
GADD45B	1.295
KLHDC1	2.1225
C2orf48	-2.5725
ZNF287	1.524
DAAM2	-0.29175
DPPA2	-2.71283333333333
TCTN3	0.622666666666667
DNAJB11	0.1115
FPR1	2.35025
DEFB4	-0.2875
PTCD2	-0.6271
SMOC2	4.98133333333333
CABP7	0.24175
SERPINB11	0.5915
MAGEF1	0.58725
NDE1	0.0638333333333333
ITGA10	0.5115
FSHB	0.1315
ANXA2	0.3925
HORMAD2	-0.13025
HLCS	0.3985
MCF2L	1.66516666666667
FH	-0.123125
TBC1D24	1.6865
KIAA1505	2.20675
LGALS2	0.91625
CNBD1	0.206
SYNPO2L	-0.34025
PTPN23	-0.637785714285714
C1orf183	-0.425166666666667
MAGEA8	-3.18375
DGCR8	-1.888125
GSR	-1.464
PAQR7	0.094
ZNF676	-0.505
CACNA1C	0.5443
SP7	0.7025
PDCD6	0.0995
NRN1L	-1.1505
BRI3BP	-0.847083333333333
KIAA1183	0.69725
ASB4	0.32425
CCL23	1.0988
OBSL1	-0.807
SLC12A7	0.51325
KIAA0240	1.076125
CD1B	-1.12483333333333
FCGR2A	1.411125
MDC1	-1.189
HTR1A	0.199666666666667
OCEL1	0.4395
ATP11B	-1.143
FBXO34	0.275333333333333
PCDH12	4.039
RPE	-1.019
C17orf74	-0.334
CSDC2	0.287
PET112L	-0.10675
TMBIM1	-0.184375
P2RXL1	-0.676
TCHP	-0.411
TRMT1	-1.377
F2RL2	1.49391666666667
LRRC32	3.11883333333333
IMPG2	0.3925
BGLAP	-0.526
LOC493869	-1.6395
MRAS	1.53175
SLC35F5	0.89525
CBWD1	0.3995
AXL	-1.58775
ATP2C2	3.98425
TELO2	-0.83775
PNPLA3	-4.002
PCDHB14	2.731
CD276	0.13525
KRT80	-1.199
DUSP28	0.3765
CSNK1E	-0.1875
SRP14	1.325
KCNQ4	0.055
KRT72	0.343166666666667
CCDC117	0.082375
C6orf89	-0.207277777777778
TUBB2B	-1.98966666666667
RTN4IP1	-1.328
CR1L	-3.00133333333333
CEND1	0.3975
C12orf41	0.387
RNF31	0.29425
UBN1	-0.264
C17orf32	0.806875
SLC5A7	0.40825
GPR92	1.0315
ESAM	2.8748
CTNNA1	0.64175
HRBL	-0.1278
CBX4	-0.259
TMEM182	0.1605
SH3TC2	-1.118
IL10	0.888166666666667
PXMP4	1.275
RNF167	0.0608
PAK7	2.127
ETV3	-0.1765
ATPIF1	0.211
LOC554207	-1.76616666666667
OR8H1	0.055
WDFY3	1.660375
DPM1	-0.94825
GPSM1	-0.2475
WDR92	-0.0059
LRP1	0.384666666666667
ANKH	-1.45925
THUMPD3	-0.85125
POLR1B	-0.31975
OLFM4	3.59383333333333
RAD9B	0.0835
TSPY2	-3.6175
PAX6	-1.90416666666667
SCG2	-2.30375
SLC17A6	-0.13875
FMO3	2.768875
PADI4	-0.2645
TUBB4	-1.1135
NLK	-0.73575
POU4F3	-0.31
SDF4	-0.45425
ITGBL1	2.251
NETO1	-1.966125
TAP2	0.815375
ABBA-1	-0.212166666666667
GNAI1	0.10625
VPS4B	1.191
NOPE	0.1102
GALNT6	3.35716666666667
SESN1	0.534375
GBE1	-2.051
CLASP1	0.30475
RASGEF1B	0.902875
ACOT11	-0.558571428571429
AFAP1	1.1045
OR2H2	0.2975
DPY19L2P1	0.02575
DZIP1	-2.10975
SEC22C	-0.781833333333333
GPR161	-1.07933333333333
RNF146	0.84825
WDR74	-1.496625
GALP	-0.5775
PURA	0.72125
DNPEP	0.9035
RP11-78J21.1	-1.02875
ERBB2	1.83675
FANCM	-0.646166666666667
NEO1	0.606
DDX3Y	-5.3053
RPS3A	0.1725
MXRA7	-0.300785714285714
LGALS3	-1.19483333333333
GLT8D1	-0.16775
CFL2	-1.35683333333333
UPB1	0.193
NAP1L5	0.8895
CLDN14	-2.17725
DHX38	-0.54
BTBD1	0.5765
TARS2	-0.172166666666667
ABCF1	-0.2352
FCF1	0.554
LRRC49	0.28825
GUCY1B2	-2.4615
C1orf177	-0.101166666666667
SMARCA4	-0.476785714285714
LRP8	-4.00183333333333
TAGLN3	-1.17725
MRPL14	1.156
TTRAP	1.2775
ZDHHC20	0.24675
NFE2L3	-1.07575
KIAA1377	3.127625
PALMD	1.8347
TMEM43	-0.50175
TTL	-0.98075
STAT5B	-2.03616666666667
SSB	-0.732375
OR10H5	0.295
SLC22A13	-0.99025
AKAP3	-1.176
TIMM23	0.0521666666666667
OAS2	1.98266666666667
KIAA0423	1.0145
TRIM11	1.38866666666667
GLIS3	0.54025
TMEM50B	0.598166666666667
ARHGEF4	-1.12025
DEGS1	-0.927363636363636
TBL1XR1	0.9277
G6PD	-2.806
SP140	1.1283
MUC17	0.031
NUDC	-0.5282
DNAJC5B	2.599
SCARA3	-0.333666666666667
CPA3	6.33366666666667
BCAT2	0.016625
MFN1	0.2741
NRG3	-0.6645
SNX11	-0.86375
PLEKHH1	0.248333333333333
GPR177	-0.591
HCFC2	0.45875
TCAP	-0.3685
MOCOS	-1.1005
C14orf93	0.351
PRDM10	-0.0855
SLC16A4	-0.620416666666667
SRGAP1	0.655333333333333
VIP	1.44825
DUSP27	0.401
LILRA1	0.8635
MC2R	0.0595
MGC24103	-2.06725
MBTD1	0.4635
FUT11	-0.430166666666667
USP33	1.1256
C15orf39	-1.03475
MAP3K12	0.105375
PAAF1	0.448
BARHL1	-0.0435
FLJ16165	0.3105
PIWIL2	-2.943
SYNE1	0.825583333333333
CMTM4	-0.676125
TSPYL1	0.999
GUF1	0.664833333333333
TMEM157	2.159
WDR44	0.90875
HIST1H3C	0.93475
DKFZp666G057	1.01275
RNPEP	0.769
GAS2L2	0.405166666666667
ADH4	-5.07575
GRPR	1.028
FBXL17	1.00225
ZBTB10	-0.18675
Gcom1	1.19494444444444
HTRA1	1.6864
ZNF585A	0.548833333333333
SLC26A2	0.297428571428571
OTOP3	0.28
WISP1	2.30611111111111
ATP2B4	-0.809916666666667
FLJ10769	1.137
CRAMP1L	-0.317
CHST12	-0.2645
RAB22A	0.465666666666667
TARDBP	-0.292571428571429
STAU1	0.087
CRB3	1.66333333333333
MIG7	-1.1095
CHMP1A	-0.237666666666667
ZNF160	0.566125
B3GALT6	-0.700625
BARX1	-1.65316666666667
C6orf167	-1.733
NXNL1	0.3575
DHX29	0.91125
HADHB	0.37225
PLXNB2	0.333
ILDR1	-0.824
SLC15A3	2.4125
GAS2	-2.58633333333333
C20orf69	0.44275
NUMB	-0.0235
TNIP1	0.059
MESP1	-0.509833333333333
PSKH1	-0.0455
NSFL1C	-0.121625
RHOG	-0.05675
HEY1	-1.19466666666667
KNG1	-1.827125
ITGAX	2.1781
LIN9	-0.195833333333333
CANT1	1.53575
XRN1	0.701785714285714
CCDC96	1.401
HEATR6	0.5935
GNG7	0.714333333333333
RUNX2	0.6705
SOX1	0.128666666666667
FCRL5	1.5024
ZNF99	0.492
FAM9A	0.0325
SNX22	0.156666666666667
MBNL3	-2.10516666666667
ODC1	-2.7888
ADORA2B	-2.88766666666667
NR2F6	0.53625
ZFYVE16	0.3875
SYNJ2BP	0.9193
POLE	-1.25375
E2F2	-2.089375
THRA	0.496166666666667
PTGES2	-1.32566666666667
HIP1R	0.8605
TMUB1	-0.738833333333333
ENO3	-2.48375
RSPH10B	-0.4055
CXorf39	1.122375
IRGC	0.0935
GPR109B	0.2825
FLJ13305	-0.9435
LCE3A	-0.694
TNFRSF18	-1.52533333333333
DET1	0.1865
TRPM3	0.00449999999999999
C16orf79	-1.237
FECH	0.149666666666667
RAP2A	-0.133333333333333
CRIP1	2.58533333333333
AZIN1	-0.4035
SLC7A7	3.2855
IL10RA	1.646
TMEM64	-2.4635
CDC42EP4	1.4293
C16orf58	0.0468
ARG2	-2.0135
POU5F1P4	-5.06475
FAM62B	0.039
DNAH8	-1.749
ASH2L	-0.429375
TSLP	-2.53433333333333
CNTNAP5	-0.257166666666667
TMEM16C	-0.58575
IFNA14	0.2405
SLC1A3	0.46275
CABYR	1.2045
BCL7B	-0.0815
NUDT13	-1.09933333333333
C13orf28	0.26275
C1orf53	0.63825
ARL6IP4	0.268
RPL35A	0.17075
EMR3	0.1845
RAB40C	0.167333333333333
SLC41A1	0.453833333333333
LRCH1	0.13975
LY6G5B	-0.483
FAM124A	-0.308714285714286
MGC10981	-4.057
CLIP3	0.1754
MAP4K2	-0.742833333333333
CHIC1	0.78125
SULF1	2.24316666666667
C20orf30	0.133
PRDM5	-0.107875
ELOVL1	-0.282
C11orf48	-1.14525
SLC39A10	-0.40325
KCNV1	0.4045
ACP1	-0.249333333333333
ZMYM2	-0.14325
B3GNT6	-0.175
C9orf69	-0.7775
C2orf15	0.739
C20orf166	-0.091
HSP90AA6P	-0.236
EDG7	-1.3215
NEURL	0.817625
LPL	1.17016666666667
CLEC2D	0.536714285714286
GRRP1	2.05583333333333
CD8B	-1.727
HIST1H3D	0.384333333333333
SLC6A12	0.624625
FAM27L	-0.4325
CD84	2.2584
RASA1	0.7435
PHKG1	-0.3855
MAGEA11	-1.5675
IMPA1	-0.2937
NPM3	-1.794
RARRES1	3.32725
SH3BP1	-0.056125
B3GNTL1	-1.29
ARPC5L	-0.135833333333333
KLHL26	0.612
SIM2	0.8575
GJC1	0.204
C20orf194	0.07375
EXO1	-3.6585
SLC2A2	-2.77233333333333
LOC285074	-0.55875
LRG1	-0.905
KIRREL	0.137
PIK3R1	1.09814285714286
C4orf34	1.6605
MAF	-0.550277777777778
ADCY4	4.01166666666667
ZMIZ2	0.3484
SLC46A3	1.36166666666667
STAMBP	-0.0336666666666667
CCDC16	1.054
MS4A12	0.3055
TCF20	-0.11775
LRRC46	-0.15975
C20orf152	0.43825
MRPS6	0.109125
ABCB11	-0.3245
KCNC2	0.485666666666667
CDH19	-2.112
C9orf123	0.486166666666667
SSH3	-0.490125
LDLRAD1	-1.8985
CCBE1	-0.76025
ZNF135	1.035375
TAAR1	-0.319
WFDC12	0.0705
CCDC42	0.597166666666667
FLJ12529	-1.0765
PER1	-0.442333333333333
TIMM50	-0.8115
SMARCAD1	0.217666666666667
FAM26C	0.5475
TP53TG3	-2.72216666666667
SH3RF1	2.1926
LMCD1	1.25075
GPR63	-0.179
FLJ21986	-1.632375
AIFM3	-0.7355
MICAL1	0.00166666666666668
BLZF1	1.27983333333333
IQCA	2.442
PCDHGC3	0.4595
SAC	0.278
BCL6B	2.62033333333333
DDO	0.83175
MARCO	3.32125
DCHS1	1.0495
C1orf170	-0.4225
CD200R1	1.84733333333333
C22orf15	-0.7075
SEPT11	-0.3515
ADNP	0.58875
UST	-0.2332
C13orf34	-1.27666666666667
RFFL	1.00678571428571
APBA3	0.206
C2orf60	-0.08475
CUTL1	0.2321
PMS1	-0.945
ZNF689	0.48
EIF3E	-0.682666666666667
IL9	0.65
RPL31	-0.221
LY9	1.88016666666667
ATP2B3	-0.3235
KDELR2	0.63725
TFCP2	0.207875
NLRP12	-0.440125
FLJ45422	-0.218
TLE4	-0.4546
ZNF570	0.7375
FLJ43806	-0.6055
TLK2	0.51825
CIR	1.07
MARS2	0.4555
COL24A1	2.1505
SDF2L1	-1.559
HIBADH	-0.2935
IGFBP3	-2.23178571428571
C12orf23	1.389875
PSPC1	-0.2255
C20orf43	-0.12925
TRAV20	-0.152
ARHGAP24	1.324
KIAA1975	-1.21675
C1QA	3.5628
DNTT	-4.6945
C10orf6	0.430083333333333
C11orf41	-0.03625
HNRPF	0.273875
COL11A1	3.99516666666667
UBAP2	-0.571
CDKN2AIPNL	-0.8655
C20orf174	4.9445
SPRED2	0.5285
PLA2G12A	0.559833333333333
ICEBERG	-2.1705
SCN10A	-0.0015
C11orf65	-0.29125
GBP5	5.036
PITPNC1	-0.112833333333333
POU3F3	0.9385
NCOA7	0.093625
LIN7C	0.2154
LOC348840	-1.7265
NKX2-2	-1.64775
ANKRD13D	-0.328375
LOC123688	0.16
FUT2	1.82333333333333
TAAR8	0.494
FZD4	1.21333333333333
PNMA3	-0.5495
OR4L1	0.5285
WIT1	-2.976
EXOC3L	2.07
ATPBD4	0.1771
KRBA1	-0.6985
UBXD6	-0.28225
HOXB7	-0.393142857142857
C7orf23	0.209
UNQ338	0.32325
STAB2	2.67425
CDC20B	-0.169
IRF9	2.175
CENTG1	0.34825
TNPO2	-1.19325
MCPH1	0.11525
BMS1P5	-0.64
SLC26A7	0.22925
HIST1H3J	0.89175
C9orf3	-0.3481
LBH	1.508875
MYO1D	0.92075
PTDSS2	-0.76825
NFU1	-0.24
DEPDC4	-1.7505
WNT7B	1.1759
GLP2R	0.177333333333333
SETD4	-0.4718
DYNLT3	-0.5752
FKBP11	-0.617166666666667
SESTD1	0.419166666666667
FLII	-0.06725
RPS16	-0.3793
CHPF	-0.395166666666667
CSNK2A1	-0.2315
SUMO1P1	-0.017
FKBP6	0.8085
ZNF214	2.42316666666667
TWIST1	0.613
DDX56	-0.755166666666667
TRAM1L1	2.6054
EPO	-3.32983333333333
MRPS18B	0.23525
ZNF682	0.0428333333333333
RPL14	-0.834333333333333
MAFF	-0.564
LOC51136	1.846625
LY96	0.26425
DDX20	0.169
ABTB1	0.875
ARL5A	0.659
CCT6A	-1.76
HEPACAM	-1.32116666666667
EHHADH	-0.329333333333333
RBAK	0.5085
CGB1	-0.10625
ITGB5	1.3373
YIPF3	0.82425
FKBP2	-0.56625
NR1D1	0.1836
TMEM110	-0.577
NEK2	-3.67883333333333
PRAMEF8	-3.5525
C20orf52	-0.882
PCDHGA3	0.979
VWA3B	0.04675
NDUFA5	0.489
THAP9	0.57425
FLVCR2	-0.245
AP1S1	-1.6595
SMAD6	-0.4105
SAV1	0.806
SAT1	1.403875
ZNF251	0.906625
ADAMTS7	0.2069
RPP38	0.38
C1orf211	-2.4315
YPEL2	2.9842
RBMS1	0.288
ZNF445	-0.313666666666667
NRXN2	0.531333333333333
PGBD4	0.175875
UGT2B28	-1.54475
WBSCR16	-0.8422
NLRC3	1.82675
ASTL	0.03125
ST6GALNAC1	-2.42625
ZADH2	0.98975
MLLT4	-0.678083333333333
ARL6	0.491
MEF2C	1.34
CBFA2T3	1.0695
AFF3	3.20321428571429
COG7	0.196
MYB	-0.5205
PLXNA3	-0.2515
XRCC2	-2.717
MMS19	-0.406875
ST8SIA5	-0.843
CHPT1	-0.268
KIAA1712	-0.349875
OR6X1	0.559
ACTR3	-0.0145
UGCG	1.10616666666667
OR4P4	0.2225
ZAP70	-1.739
LPP	1.182375
ZNF485	-0.1845
PTPRCAP	0.98225
IL12RB1	0.61625
ATRX	0.7906
CHST8	1.696
C14orf109	0.6465
ARV1	1.158
NMB	-0.578
COX5A	-0.561166666666667
EIF6	-1.16975
MPPED2	-0.359166666666667
SEMG1	-1.695
CHRDL1	1.0865
TRAF3IP2	0.70475
WNK2	-0.564875
LILRA4	2.843
LAMA2	4.99075
PXT1	0.0669999999999999
RLBP1	-3.09075
CD300C	0.21475
SLTM	0.302625
FLJ10404	0.1074375
APOBEC3D	-2.543
RENBP	0.486333333333333
ATXN7L1	0.5095
NID1	0.50975
TUBGCP3	-0.569
ITIH5	1.54911111111111
CCDC110	3.8335
C8A	-3.2365
MGC87042	-1.80125
HOXC13	-3.07675
TFDP2	-1.54775
HCP5	2.288125
POLI	1.0265
UCN	-0.5135
ZNF764	0.6115
C8orf45	-0.67225
FHL3	-0.90275
SPATA5L1	-0.19125
MMRN2	3.066
NDST1	0.614333333333333
COL20A1	0.3345
ZNF248	-0.134666666666667
PELP1	-0.4025
MBL2	-2.74233333333333
RNF41	0.746625
C5orf24	0.562625
THOC5	-0.497125
SERINC3	0.749666666666667
RP11-151A6.2	0.39525
CDCP2	-0.062
HIST1H2AA	0.73625
C11orf75	0.094
FKBP7	0.23675
DDOST	-0.867
GPNMB	1.37983333333333
TTF2	-1.8635
KCNT1	-0.245333333333333
SLC39A14	-1.096875
NGRN	1.2251
GPR137B	1.857
MECP2	0.33225
PSMA1	-0.65075
C16orf73	-5.672
TMEM60	0.127166666666667
CSN3	-0.507
NOS1	0.388166666666667
RAB7L1	-0.1535
YBX2	-2.02
KIAA1166	-0.5885
FUBP3	0.0633333333333333
ABCG1	3.0675
ACACA	-1.41833333333333
ARL11	0.1018
ATOH1	0.341
ODF1	-0.175833333333333
CREB3L3	-1.90433333333333
TMEM127	1.51685714285714
DSCAML1	0.84375
PLN	3.1025
LYPLA1	0.188416666666667
PRDM9	-2.28625
SASP	0.50375
PLUNC	0.144
INTU	0.4865
HISPPD1	0.321
LNPEP	0.307
YARS2	-0.351666666666667
APCDD1L	-1.411
ZCCHC4	-0.2345
FBXO22	-0.1645
TTLL13	-0.371
ZNF669	0.761833333333333
PTGDR	3.2835
DDX27	0.174
KIAA0409	-0.047
GJB6	-0.0695
ASB8	1.50925
PLP2	-0.845
MEPE	-0.14425
OR10J5	-0.1435
KRT222P	2.9855
COQ7	-0.0913333333333333
C1orf101	1.787
RERG	3.1282
CHMP5	0.719125
