Hybridization REF	TCGA-A8-A08J-01A-11R-A00Z-07
ING2	-0.138
C1orf109	-1.0895
INTS3	0.7785
ZNF558	-0.5725
TRPM4	1.76416666666667
LTB4R	-1.2205
ISYNA1	-1.22675
LSM7	-0.43825
LRRC47	-0.326625
ZNF179	-2.93883333333333
EXDL1	-0.142333333333333
SLC4A10	-1.872125
ACSS2	-0.913166666666667
COPS7B	-0.987
KIAA0040	3.0105
C1orf95	0.334
AP1GBP1	-0.326
OR9A2	-0.641
FAM71C	0.3702
RIN1	-1.56983333333333
ITGA4	-2.106375
DNAJC6	-0.437166666666667
CLOCK	0.358666666666667
SLC35A4	0.410833333333333
DSG4	0.3545
LOC26010	0.1945
NSUN2	-0.742
TMEM86B	-0.8891
C14orf135	-0.68
KIFC3	-1.27533333333333
PHF5A	0.024
NCAPH	-1.515375
STK11IP	-0.4355
FLJ42953	0.27925
CCDC19	3.02566666666667
ZNF329	0.862125
TAX1BP1	0.695166666666667
ZDHHC18	-0.092
C10orf88	0.6395
TMBIM4	1.4075
NMUR1	0.22
KIR2DS4	0.393125
C9orf90	0.07325
MGC87631	0.112
KDR	2.7095
ST3GAL2	-1.240875
RLN2	-0.768
HPD	-3.66825
MOXD1	-2.40233333333333
PDGFRL	2.38733333333333
SMYD4	-0.6465
FAM103A1	0.7735
MFAP4	-2.8135
LOC285141	0.968
TMEM45B	0.482375
SMCR7L	-0.705928571428571
GZMH	2.96625
CBLN1	-2.5675
CNNM1	-0.577
PHF17	-1.39941666666667
NUP98	-0.362916666666667
RMI1	-1.4445
PTPRS	-0.47325
ANKRD57	-0.2125
CLDN15	-0.952833333333333
OR51A2	-0.3885
GUCA2B	0.489
DOCK9	1.67875
ITGB1BP1	-1.02416666666667
DLG2	-0.22875
BRAP	0.4945
SESN3	-0.68775
ZC3H7B	0.50975
FAM101A	3.2555
FKSG24	-0.63375
ZYG11B	-0.545125
RFC2	-1.005
SH2D3A	0.372333333333333
DVL3	0.126333333333333
ADFP	-0.894166666666667
KRIT1	-0.55275
SERTAD3	1.821
LEFTY2	-3.351
KRT27	-0.678
SCFD2	-0.027
MN1	-1.42825
RORA	0.84625
PTPRD	0.39225
PIAS2	-0.873166666666667
CYP4X1	0.324666666666667
FBXL15	0.46225
MYH15	-0.2438
CRX	-0.249166666666667
TBC1D13	0.20825
SLC22A17	0.7425
PLK2	1.09316666666667
ARHGAP9	0.80425
EIF1B	-0.3285
C20orf185	-0.39225
DEFA7P	0.7075
PRIM1	-1.106
CRYAA	-1.27075
BACE1	-0.09125
AGTRL1	0.792
ACAD9	0.321875
GRASP	-0.19025
RBP4	-3.43683333333333
TFB2M	-0.33775
METTL9	-0.6517
ATP5O	-0.82325
SP100	0.5936
CPSF1	0.0125
S100A4	-0.27775
LIME1	-0.78625
GPR137C	-0.08225
OR2A2	0.502
C2orf29	-0.0605
NUP188	-1.2115
SDPR	-2.02675
RAI1	0.012125
RPS20	-0.0222
LAMB1	-0.6105
ADM2	2.19633333333333
ZNF229	-0.44625
DKFZp434K1815	-1.37825
EPN3	4.38016666666667
CLIC3	-1.12225
MEIG1	-0.75425
HMGB4	-0.46825
STARD10	2.46675
KLF8	3.0125
EPB41L2	-0.866833333333333
JMJD6	0.341
CTSL1	0.141
GPR27	-0.561
ELAVL4	1.675625
MMP21	-0.146
PPM1B	0.739875
SUV39H1	-0.6655
AAMP	-0.50075
TUSC4	0.7865
MBD6	0.64075
KLK13	-1.419875
FMNL3	0.568833333333333
TRIM13	0.662333333333333
C15orf5	-0.83875
IQCF1	0.178
CACNG8	0.909
SLC35D3	0.210833333333333
ZDHHC9	0.954
ODF3L1	0.11275
C9orf86	0.2148
TSEN2	-1.39525
C17orf64	-0.388
SEPX1	0.2942
TSPO	0.5295
SYMPK	0.2845
ADORA1	0.02
TSPAN10	0.822375
SEMA6C	-0.263833333333333
RTTN	-0.6418
IL2	-0.3
ARRDC3	-0.809
TBPL1	-1.34733333333333
STX12	0.69375
MRPL39	-0.99
OR8H3	0.0265
IFIT5	2.41133333333333
CASC5	-2.244875
FAM46A	-0.601333333333333
HPCAL1	-0.376125
CYLC1	0.076
VGLL2	0.099375
C20orf191	-0.27225
CDH1	2.60466666666667
ITPA	-0.189
CCDC101	-0.04025
D15Wsu75e	0.2085
EDA	-0.753
CREG1	0.554
OR7G2	0.0055
SAP18	1.07341666666667
IFIT1	4.5165
CALML3	1.744
FLJ37440	1.1845
FNDC5	-1.5035
SERPINB6	0.739071428571428
JUNB	0.5798
SYS1	2.0545
SCN2A	0.278
ZKSCAN5	-0.4057
WNT7A	0.176
TSHZ3	2.23
RNF148	-0.45
H6PD	-0.117625
CAD	-1.611
ZNF449	0.71225
DOCK10	-0.2825
FAIM2	3.01733333333333
HEXDC	0.6925
PRB1	0.269
C14orf148	-1.5845
ETHE1	0.76875
IRF5	1.4049
GNMT	-0.698
MGC16291	-2.02575
RPAIN	-0.687214285714286
CAGE1	-0.106
CNTNAP3	-3.85325
ACTR1B	-0.2675
EEF1E1	-1.5005
MSX1	-0.63525
ESF1	0.3222
HSPC171	0.997
MRPL2	-0.774333333333333
RDH12	0.0896666666666667
CELP	2.78
METRNL	0.142
C10orf116	4.514
C19orf48	-1.26425
ZNF346	-0.25
NCR1	-2.0995
C10orf64	0.5785
CD52	-0.30025
VPS18	1.12175
AP4S1	0.104
NPBWR1	1.088
TPK1	1.148
UBA52	-0.803555555555556
RIPK1	0.965833333333333
CPNE3	1.6416
HSPC159	-0.3165
C8orf38	1.1135
LRRC4B	-0.1235
PARP10	1.3335
ANKRD50	1.654375
CXCL9	6.012
FGF18	0.0851818181818182
EIF2A	0.40675
SLC20A2	0.9815
KIAA1549	0.257166666666667
SPINT1	2.6385
ZNF584	-0.0315
CRBN	0.491833333333333
ABCF3	0.396666666666667
NCBP1	-0.26
PLA2G4F	0.972833333333333
PCDH10	5.65675
TTC21A	1.5475
C20orf144	0.5615
FGFR1OP2	0.125333333333333
SLC9A1	0.1931
CHRND	0.0995
FOXF1	-2.68375
KIAA1467	2.14075
TPO	-1.72816666666667
LTF	1.8195
DNAJB9	0.117
MRPS27	-0.926
bA16L21.2.1	-0.64475
WBP2	1.02916666666667
MRGPRX3	-2.44033333333333
PRPF18	0.65075
C10orf58	0.769
SMOC1	-2.6498
ADAT3	0.539666666666667
TMEM138	-0.17625
TMEM131	-0.20175
TIMM8B	0.03125
MYH7	-0.199666666666667
ST6GAL2	1.775625
KIF1C	-0.186
SUHW2	-1.534
PAPSS1	-0.35825
CABP2	0.1775
HOXA4	-1.73775
ELF2	0.16475
SEMA3D	1.4754
MC5R	0.2935
OGFR	0.383
FLJ30092	0.920833333333333
TGFA	-0.3335
MMP17	0.59625
KIF15	-2.06125
CHIA	0.506
CATSPER3	-0.6085
CEACAM7	4.05066666666667
PADI2	3.026875
HOXA9	0.68
LNX2	2.386
TMEM144	2.502
HIF1AN	0.5325
METTL7A	-0.6008
C6orf165	3.713
KIAA1468	0.724
DSG3	1.326
ZNF180	-0.0445
EIF4E3	0.640375
SLC46A1	0.63275
DKK1	-2.95
ZNF205	0.8595
LOC162073	0.869111111111111
COX7A1	4.97325
MAGEA1	-1.1365
NEDD8	0.221583333333333
KLHDC5	0.406944444444444
C3orf19	0.880666666666667
MRPS2	-0.37225
POLR3H	0.0697857142857143
ABHD11	2.0619
TMEM17	0.6575
PAIP2B	-0.0256
MAT1A	-3.6115
LGI3	0.4035
THUMPD2	-0.15925
TKTL2	-0.30425
XAGE3	-2.59516666666667
CALM3	0.829583333333333
C6orf136	-0.404666666666667
KCNC4	-0.132
RGS9	-0.526166666666667
ACIN1	-0.432333333333333
SPATS1	0.4845
XKR8	-0.18575
FAM84A	1.82191666666667
MS4A7	4.944
AGXT2L2	0.4325
OR1F1	0.357
SMAP1L	-0.342333333333333
IPO11	-0.516625
ZC3H11A	1.166875
C1orf151	0.188375
RNASEH2A	-1.381
CCR10	-1.0675
TXNDC11	0.289333333333333
TMEM112	1.02425
MAP1B	0.547428571428571
NVL	-0.36075
PKM2	-0.40635
ARC	-0.8425
NUP54	-0.6745
PPFIBP2	1.568
STAT2	1.606
PTAFR	2.23883333333333
ROBO2	-0.98525
RNF40	0.659833333333333
CCDC135	-0.707
IFT81	-0.3812
MORF4	-0.6445
TM7SF3	0.334875
OR10H3	0.562
ABP1	3.24975
CHRD	1.038375
PLEKHA8	0.176666666666667
NCALD	2.05175
OR5AK2	0.02675
ACCN1	0.179333333333333
SLITRK1	3.226
ARMET	0.16825
C9orf52	0.40125
REEP4	0.01825
MTSS1	2.951
ADH1B	0.3408
DLD	-0.1405
CDK5	-0.18425
PPFIA1	0.5345625
WFDC3	1.9065
DNAJB12	1.30821428571429
RANGRF	-0.5115
MLANA	-4.3485
AMY2B	-0.45175
KIAA0319	2.444875
RPS7	-1.423
JAK3	-0.1304
ARFGEF1	2.19825
CXCL5	0.162333333333333
TRAPPC4	-0.43925
CETN2	0.914
HSPC111	-0.7745
RHOBTB3	-1.5924
PHLPP	-0.382
RGS10	0.61625
TMEM58	0.68375
CHERP	-0.873
HSP90AB3P	-0.0558333333333333
FSTL3	-0.101666666666667
PEX11A	0.40325
OR5V1	0.5095
FCN3	2.96725
PTPN3	1.05775
NPTX1	-5.196
C21orf84	-1.20325
C11orf51	-0.403
ZBED2	2.32
FLJ90757	0.599
NPY2R	0.633333333333333
PLD3	0.5345
SYT17	3.04333333333333
SGSM2	-0.26275
OR1A2	0.30975
FOXP1	1.238625
SLC5A1	-0.30625
POFUT1	-0.776
EPHB6	-3.0895
MYO1G	-1.191875
STAC	-2.1684
KLHL17	-0.4705
RGMA	-0.7526
TJP2	-1.0659
FAM114A1	-0.111
SERINC1	0.93075
SLC9A8	0.5915
PEX19	-0.11075
EDN2	0.23225
PSMD7	-0.0183333333333333
C3orf41	-2.606
UQCR	0.1285
PPP1R3C	-0.835
LRP4	-1.48316666666667
TM2D1	-0.18175
TTC17	-0.0584375
C4BPB	-3.71775
CCL25	0.989
ZNF253	-0.2625
CHRNA9	-1.15525
SOX11	-0.686875
HIVEP3	0.33
CGN	1.81308333333333
C3orf35	0.657875
PKD2L1	4.922
SYVN1	0.06125
PDE8B	-2.62125
LOC439951	0.74225
LTC4S	1.9235
MIF4GD	2.2195
SMARCA2	1.362125
TUBGCP6	-0.505333333333333
CABLES1	-0.145875
C16orf77	0.199166666666667
ZNF791	-0.448
FUT5	-1.0695
ADH6	-2.78475
P4HB	0.3055
CLDND2	-1.8
ALKBH8	0.2405
PLAC4	-0.68825
F11R	-0.131857142857143
MGC35295	0.809166666666667
PDZD4	-0.438666666666667
LOC389073	0.0169999999999999
FAM80B	0.899333333333333
PSMB1	-0.413
TXN	-0.662333333333333
VIPR1	1.1903
WBSCR18	0.7619
EXOSC6	-0.6425
ACTA2	3.7485
SP5	-2.86483333333333
ANKRD1	-1.79625
DDR1	2.196
ATP6V1D	0.1515
PTGS1	-0.96875
RNF157	-0.572
DCC	0.79
SPAG7	0.15
FBXO18	0.04575
UBE3C	-0.0615
HOXC6	0.93975
LRP2BP	-0.7546
MYST2	0.79225
PDSS2	0.1325
ATE1	-0.33975
ARAF	0.3835
KLF10	0.68125
PLA2G2E	0.4325
ASCL1	0.204
TSNAXIP1	-0.1735
FAM131B	0.35075
IFNA10	0.4355
NUP43	-1.684375
FAM44B	-0.4605
L1TD1	-4.9115
NMD3	-0.820916666666667
C18orf54	-0.6116
PHOSPHO1	0.157
RAG2	-1.9135
EMILIN3	0.2805
METTL3	-0.797
VPS13C	0.6965
REXO2	-1.806
ANXA4	0.12775
CA1	-1.15925
DCP1B	0.40675
TULP3	-0.6895
ATP2A2	0.581428571428571
ATIC	-0.93725
ADAM15	0.0725833333333333
NPL	1.34533333333333
LGR4	-1.335125
UEVLD	0.4625
GAB1	2.083
SNAI2	-0.0875
ZGPAT	0.5169
SNF1LK	-0.15675
DLEU1	-1.804
UBE2Q1	0.65775
ZMYM6	-0.3571875
JPH3	1.60666666666667
FAM38A	-0.504833333333333
PXK	0.602
DENND2D	2.54825
BAX	-1.374
CP	-2.83527272727273
RPL37	-1.2901
G6PC3	0.405
NCOA4	-0.481
LRRC14	0.566125
GORASP1	1.06275
FCHO2	0.899
CYP24A1	-3.2869
FXYD3	3.108375
SMARCAL1	-0.16025
ABCB8	0.291166666666667
CCDC44	0.671
PRDM7	-2.90025
USH1C	-0.9975
DNAH5	-0.407833333333333
SRF	-0.25875
MAL2	2.53083333333333
PGPEP1	-0.353583333333333
SIN3B	-1.20225
SEMA3C	-0.0483333333333333
GRAMD3	1.0705
FBXO10	-0.328375
OR5D13	1.127
FLJ31818	-0.396875
CACNA1I	0.334875
S100A13	0.8555
TP63	0.3365
ANXA11	0.1489
WDR66	1.534625
CSF2RB	0.1645
IFI44	2.47025
DACT1	1.65116666666667
ANKRD23	-0.822375
ATP5G1	1.41216666666667
C21orf70	-0.558333333333333
PPWD1	-1.1935
DNAJC13	0.27275
PAH	-3.57516666666667
PTCH2	0.78325
TRMU	-0.96375
CCDC9	0.69
USP3	0.3505
DCLRE1C	0.193
FAM55C	0.43125
FRMD4B	1.63975
CYP2R1	-0.5
RFPL1	1.1644
XPO5	-1.0385
ARL6IP2	0.255
OSBPL5	1.30875
MMP9	4.754
KIAA0802	-0.601125
DHRS2	-2.032
SGEF	-0.602375
TXNDC10	-0.9812
EXOC6	0.331
RPS27	-0.156833333333333
PNCK	-1.485
FSTL1	-0.6255
AACS	0.9255
SLMAP	0.805333333333333
SAMD4A	-0.4337
ABRA	0.21475
SMARCD3	0.17
PKNOX2	-2.91683333333333
A4GNT	0.181
C9orf39	-0.481333333333333
RALYL	0.4685
MGC33556	-3.01
C10orf25	-1.0435
BBOX1	0.87975
NHEDC1	0.13
XDH	1.73175
GCSH	-2.09
EDN1	0.952666666666667
MTERF	-0.361
CLK4	0.286125
ZNF799	0.192833333333333
KCNG1	-0.8025
CXCR4	0.0513333333333333
PTPRR	-3.242
IRAK1	-0.577625
LOC401397	-0.83
TMSB10	1.14342857142857
CXCL3	-3.5715
TMC4	2.0245
OR7A10	-0.0395
STYK1	3.24375
CHRNA10	-0.726
CCNI	0.3945
EP300	0.900214285714286
LOC165186	-0.557333333333333
HIC2	-3.0295
SDR-O	0.387
OR2W1	0.311
KCNA6	-0.0905
TRIM74	-2.24675
REEP6	0.159
ATP5G2	0.614
ERG	0.662
TMEM42	-0.70575
PARN	0.151333333333333
SOD2	-0.848875
DIRAS1	0.617166666666667
PNPT1	-0.617
JOSD3	-0.8995
hCG_40738	-0.3
PDE1C	-2.74875
SEMA4D	-0.592625
AGPAT1	-0.0445
NOSTRIN	-0.98975
MAP3K3	-0.00866666666666667
MAX	0.205142857142857
CAPS	3.59216666666667
SERPINA12	-0.311
OSBPL8	0.149625
RICS	1.0308
NR4A2	0.806
PPCS	0.840166666666667
LONP1	-0.662
SCYL3	1.96825
HERC2P2	-1.29383333333333
FIBCD1	-0.41
C15orf41	-1.91625
DMC1	-0.872
C20orf27	-0.6855
RPS6KA5	0.2141
FAHD1	-0.00433333333333333
SLC12A4	-0.63625
BRCA1	-1.49441666666667
GBL	-0.34775
SLK	1.04816666666667
NUDT9P1	-1.252
NOXO1	2.0275
USP52	-1.276
BAZ1B	0.567375
SLCO2B1	3.54975
BBS12	0.608166666666667
LRGUK	-0.214666666666667
TERF2IP	0.33725
COL1A1	5.141
KIAA0090	-0.164
GRK5	-0.802333333333333
AP1S2	-1.8891
TMEM52	-1.11633333333333
CA11	0.1075
OR4A15	0.282833333333333
ACBD3	1.374
SPAG11B	0.564125
PRDM2	0.5943
FOXP3	0.326
SMYD3	-1.2176
LOC389199	0.903
LGI2	1.06083333333333
NAPE-PLD	-0.5368
ANKRD6	0.7155
WDR45	0.703666666666667
SHROOM1	-1.68675
PSCD3	0.2605
PYY	1.0865
KCNC1	2.6675
ARHGEF9	0.383
OR8J1	0.557
GPR55	0.650166666666667
NS3BP	-1.9435
C10orf22	0.0806666666666667
NAT8L	-2.003
DUSP4	-1.44783333333333
FOXM1	-1.11183333333333
GRAMD2	1.10233333333333
ZBTB48	-0.5135
BUD31	-0.3555
PABPC5	0.362
CCDC41	-0.64925
FBXO11	0.0185
C6orf148	-1.06375
RFXAP	-2.2135
C6orf15	-0.171666666666667
CDK8	0.540166666666667
C6orf70	-0.092625
TESSP2	-0.389
ALG2	0.18775
PPP1R3D	2.61175
TPM3	0.511777777777778
SYT13	1.69175
EPB42	-0.785333333333333
CETN3	-0.4405
PRY	0.214
NTHL1	0.1305
POLR2B	0.017
RPS28	-0.448166666666667
P2RX3	0.3265
LYZL4	0.599
WBP4	-0.1469
PMM1	-0.53525
C11orf79	0.52775
CBLL1	-0.3925
IL1F10	0.597166666666667
VAX2	0.673
SETDB1	-0.059
LRAP	0.150833333333333
GCLM	0.0371666666666667
CPEB3	1.8425
PPM1A	0.5935625
INTS1	-0.57875
CAMTA1	0.33425
SAMSN1	-1.7375
LOC158830	-0.112666666666667
GMPPA	-0.395375
AIPL1	0.36525
IL24	1.30266666666667
BDKRB1	-1.86733333333333
MLF1	3.1896
TAF12	-0.53775
ID1	-2.58025
THADA	-0.20175
PIK3CB	-0.782
OR4N5	1.1415
TBC1D17	-0.233166666666667
COX8A	0.2135
CDCA4	-1.5135
C2orf44	-0.62475
ZNF534	-0.09425
IMMP1L	0.1895
NIPSNAP3B	0.01375
FTMT	0.293625
PWP2	-1.10366666666667
MMP15	-0.1379
DNAH11	-1.676
MTMR14	0.317
DNAL4	1.05975
IPP	-0.27075
TMEM59	0.93525
C1orf157	0.741
RGS4	-0.304
DDX18	-0.238333333333333
SNX6	0.147
ZNHIT2	0.627333333333333
NCDN	-0.0171666666666667
FLJ33534	1.00425
RAG1	-1.968625
OR4D10	0.458
PTPN5	0.0215
POMT1	0.449875
LRRC8A	0.2457
CYP1A1	-1.47475
CAPN1	0.707333333333333
DDHD2	-0.582875
GRIK2	-0.2595
GNRHR	-0.21075
PPBP	0.09625
HTR3A	-0.629875
SLITRK4	1.1585
ANKRD49	0.03475
BTF3	-0.5169
SARS	-0.04975
C13orf18	0.655833333333333
CACNB1	-0.616928571428572
QKI	-0.283727272727273
SETMAR	-0.5765
MAN2B1	0.364333333333333
EML3	-0.47025
ACADL	-0.777666666666667
OFD1	-0.47275
DEFB114	0.9435
CGA	-2.897375
PEX16	-0.0933333333333333
LRRC10	-0.153
GNG12	-0.672
C1orf152	0.296666666666667
CHRM1	0.4105
CD53	0.35525
DBH	-1.093
TFAP2B	-3.03457142857143
HIST1H2BJ	0.541833333333333
FAM46D	0.8125
TMEM11	0.39825
C3orf32	-0.45425
PCCB	-0.242125
IPO13	0.272
C6orf105	-3.6255
COMMD5	1.731
SUV420H1	0.3565
LTBR	1.113
ARHGAP15	-0.9495
HDHD2	-0.18225
TDRKH	0.172833333333333
LOC401052	1.9665
PSG4	-0.55875
GNB4	-0.6196
SPATA4	-0.33425
SLC9A3	-0.4735
OSBP	0.156166666666667
NBPF3	-0.56425
DOCK11	-0.5745
SLC39A5	-1.68466666666667
PRR5	0.679
C10orf63	0.0898571428571429
SMTNL2	1.8865
ADRA1A	-0.27075
ASAH1	1.3094
DOM3Z	-0.0735
GIPR	0.936333333333333
AHI1	-1.13741666666667
NADSYN1	0.3225
RGS14	0.1139
IL18BP	0.6008
RTN4RL1	1.079
ARMC6	-0.24975
PSMD5	0.0251666666666667
HK3	2.3645
OR4S1	0.2945
RSU1	0.1532
MAD2L1	-2.12444444444444
EIF4A3	0.10025
DLEC1	-0.912333333333333
E4F1	0.264666666666667
CHMP2B	1.2616
CAMSAP1	0.15
RPS21	-0.8645
ARID5A	0.35875
UBE2N	0.7148
IGSF8	0.505833333333333
MAGEB6	0.0195
ACAD11	-2.6028
MGC4172	-0.8575
LMO4	0.8075
KLKB1	-0.39575
HP	-1.116
HDAC3	-0.29825
SCHIP1	1.34975
CLCA1	0.6905
OLFML2A	0.6885
C1orf112	-1.76
KIF19	0.470416666666667
HAPLN4	-0.5225
CXCR7	1.26366666666667
GOT2	-0.1514
RAB38	-3.009375
DCX	-1.2725
PPM1H	0.759333333333333
NFYC	0.241916666666667
KIN	0.531
ZNF228	0.56575
PLSCR4	1.34816666666667
HIG2	0.80675
FAM79B	2.1415
C21orf86	-0.92
KCNK10	-0.0875
ZNF738	-0.908625
FSTL5	1.02383333333333
OR6A2	0.686
OTOA	0.766333333333333
EXOC1	0.723
AHRR	-2.884375
PDAP1	-1.18383333333333
C19orf6	-0.443125
ZAN	0.5415
LY6G6E	-0.225
EIF4E2	-0.43
C20orf198	0.5515
ZNF324	0.8025
CYP3A5	2.43633333333333
ENTPD7	0.9605
MBOAT5	-0.176666666666667
GJB5	1.12025
TTC13	-0.68425
S100Z	-0.9545
KIAA0664	-0.1805
PDGFRB	2.29208333333333
IL17D	-2.01225
OR56B4	-0.6275
RDX	-1.7455
SLC34A3	0.913
IL28B	0.6255
JUND	0.9035
CHRNB1	-0.3225
CAMK2B	-0.20175
FETUB	-1.892
CXorf23	1.06025
MRTO4	-1.323
TTC3	-0.0224
NDUFB8	0.0701666666666667
EDG2	-1.56625
SEMA3G	-0.05675
IL23A	-2.39475
GRHL1	0.1027
LOC441054	-1.779
WDR65	0.505285714285714
PSTK	-0.48075
STOML3	0.0483333333333333
R3HDM2	0.226
C5	-2.73175
SLC2A10	2.4735
C3orf22	0.84075
PAQR3	-2.43
ANKRD26	-0.520916666666667
HCRTR1	0.2975
LOC399947	-0.280666666666667
PSD2	-0.82575
TIGD2	-0.977666666666667
SCRN1	-1.270375
COQ10A	0.3215
DDI2	-0.379
METTL7B	0.190833333333333
UCN2	0.35925
FAM92A3	-1.8865
WDR16	-0.212666666666667
ZNF511	-0.190166666666667
ZMYM5	-0.1275
POLR3G	-3.075
ZNF586	-0.41325
C1orf49	2.077
TANK	0.162666666666667
RCAN1	-1.09633333333333
PELI3	1.27966666666667
LIMD2	-0.750166666666667
TMEM189	0.6325
NTN4	-0.70825
LOC151300	-0.056
CLEC2A	-1.0555
GPR135	-0.703
DPYSL4	-2.4032
JAK2	-0.605
TSHZ1	0.485166666666667
TM9SF4	0.268375
ZNF264	0.684166666666667
SIRPG	1.3515
BICD1	-0.94575
HERC6	3.39
METTL5	-0.7
CASP1	0.57675
PRRT1	-0.277333333333333
PLA2G4C	2.94683333333333
ICA1L	-0.710714285714286
TPTE2	0.0715
OTUD7A	0.845166666666667
AQP11	-1.25325
APOA2	-4.1
KALRN	0.111
SECTM1	1.838
IFNAR1	-0.01775
TALDO1	0.045125
RAB11FIP4	1.1925
EIF5A	-0.811
FAM49A	1.75425
NEGR1	-0.425
YTHDC2	0.00750000000000003
EHD2	-0.317125
NCF1	2.3105
SCRT2	0.9315
HOXA5	-0.167333333333333
NUP133	-0.257
FGF12	2.252125
SLMO2	0.600375
SNTA1	-0.29125
CACNG2	0.797125
GCM1	0.521125
ELF1	1.00316666666667
TLR5	2.3425
TCFL5	-0.434833333333333
RBMY2FP	-0.205
LOC100125556	0.303125
FAM129B	0.611
MAP3K7IP1	-0.14775
NCK2	-0.2395
OXA1L	-0.368
FMO9P	0.3645
ZSCAN12	-0.738
PSMD12	2.114
HSCB	-0.93975
CLDN10	-3.2115
MGC13053	-0.799
HPCAL4	-1.35183333333333
ASZ1	-0.357
MEX3D	0.410333333333333
NFAT5	-0.5129
CSPG4LYP1	-0.184666666666667
FBXO3	0.2347
DVL1	-0.544666666666667
CMKLR1	2.89066666666667
TYMS	-2.474625
PEF1	1.20125
ZNF750	2.01983333333333
MCM5	-0.5729
MEGF11	-1.0335
KCNK7	0.337
PTP4A3	0.724
C1QTNF2	-0.7425
OR6S1	0.279
FAM122B	-0.60675
ZNF551	-0.726125
HBQ1	-1.7695
GEMIN6	-0.19725
ARSK	-1.383
RBP7	1.9405
CPNE9	1.21575
DSC1	1.583
LOC730112	-1.12225
MAP2K4	0.5335
HS3ST5	-2.304
EPB41L3	-0.44275
TEKT2	1.783
CDKN2B	0.487416666666667
ZNF480	-0.1065
MAP3K6	0.0621
MAP6	1.48366666666667
HN1	0.8024
OR2L13	0.6068
SLC16A11	0.831
FAM96A	0.05025
APOL1	0.832
C5orf32	0.19225
RTP1	-0.523
RNF175	-0.30225
ZBTB41	0.5885
AHCTF1	-0.0749000000000001
SAE2	-0.7797
ITGA2	-0.527833333333333
MME	-0.706666666666667
CCDC14	-1.7455
MAST4	1.43214285714286
KRT33B	-0.3165
KCTD2	0.844333333333333
WDR26	0.316666666666667
MFI2	0.056125
NR4A3	-0.517428571428571
ARSA	1.6845
UNKL	-0.300666666666667
SULT6B1	0.682
CCNA2	-1.73666666666667
SOX15	-0.4675
PPAPDC1B	-0.268166666666667
C19orf44	-0.3645
MCAT	0.616416666666667
ARID1B	0.067625
OR52N1	0.602
C12orf48	-1.002
MAGI1	0.72725
NIPA2	-0.34325
GBX2	-1.711
RSHL3	0.125875
RAVER1	0.315
C15orf17	-0.614
SLC30A2	1.436375
ZNF518	0.31325
PCYT1B	-1.69925
C10orf114	-0.92425
EIF3H	1.20275
SLC25A39	-0.453833333333333
KIF1B	-0.25325
AMOTL2	-0.70575
C6orf120	0.46425
PSRC1	-1.32075
PLA2G10	1.322625
KIF5C	1.716375
MRPL37	-0.713
C17orf62	1.19933333333333
C9orf135	-2.263
DUSP10	1.5505
CLCNKB	0.166
PSMA5	0.374
C8orf53	1.87725
AMPD3	0.704833333333333
PIAS1	-0.18925
ADCYAP1R1	0.1195
GYLTL1B	-0.2165
CDH20	0.169666666666667
FBXO7	0.03625
TMEM134	1.1025
FLJ14213	0.935166666666667
ZNF3	-0.4065
LRRFIP1	0.56575
CNOT2	0.579916666666667
ABI3	2.53675
ALDH5A1	-0.392
HNT	3.2644
SERPINA4	-2.54975
TK2	0.572363636363636
STMN1	-1.86477777777778
GUCA2A	-0.173833333333333
GALNT10	0.937714285714286
DPP6	-0.827842105263158
C9orf93	-0.569
PRELID2	-1.32425
STK39	0.308125
SFTPA1	-1.36925
CKS2	-1.03955555555556
RHO	-0.074375
C20orf135	0.1275
XKR3	-2.538
CR1	0.02
RPS6KA2	0.5105
C20orf112	0.31125
MRPL22	0.12775
C4orf23	0.0401666666666667
GADD45B	0.7935
KLHDC1	1.21533333333333
C2orf48	-1.8545
ZNF287	1.2265
DAAM2	-1.1035
DPPA2	-3.15116666666667
TCTN3	0.259833333333333
DNAJB11	0.14275
FPR1	3.42475
DEFB4	0.214
PTCD2	-0.7288
SMOC2	4.468
CABP7	0.661
SERPINB11	0.27025
MAGEF1	0.42775
NDE1	0.733666666666667
ITGA10	-0.005
FSHB	0.358
ANXA2	-0.127125
HORMAD2	-0.23325
HLCS	-0.1125
MCF2L	0.964
FH	-0.09925
TBC1D24	0.688
KIAA1505	-0.2485
LGALS2	-3.773
CNBD1	0.537
SYNPO2L	1.37525
PTPN23	0.477714285714286
C1orf183	-0.695166666666667
MAGEA8	5.616
DGCR8	-1.23
GSR	-0.8135
PAQR7	0.23775
ZNF676	-1.25075
CACNA1C	-0.0134
SP7	0.8485
PDCD6	0.0265
NRN1L	-1.212
BRI3BP	0.251166666666667
KIAA1183	1.25625
ASB4	0.09075
CCL23	0.4735
OBSL1	-0.86875
SLC12A7	0.402166666666667
KIAA0240	0.40575
CD1B	-2.9745
FCGR2A	2.402375
MDC1	-1.313
HTR1A	0.174833333333333
OCEL1	0.44175
ATP11B	-1.827625
FBXO34	-0.363833333333333
PCDH12	3.99816666666667
RPE	-0.81225
C17orf74	-0.0955
CSDC2	0.885
PET112L	0.10025
TMBIM1	-0.491875
P2RXL1	-0.10975
TCHP	-0.362
TRMT1	-1.74366666666667
F2RL2	-0.5135
LRRC32	2.75133333333333
IMPG2	0.498
BGLAP	-0.49
LOC493869	-1.263
