Hybridization REF	TCGA-A8-A09B-01A-11R-A00Z-07
C3orf14	1.131
TEX264	1.32066666666667
C22orf28	-0.190375
C20orf175	-0.8475
XPNPEP2	0.350166666666667
PDE6A	-0.422
SPIB	0.06475
TBCB	0.867333333333333
SLC5A11	-1.188
ADRA2C	-2.05416666666667
DHCR24	0.5785
MEF2D	0.486125
C6orf114	-1.246
ZPLD1	1.668
MYO1B	-0.54425
VAMP8	1.972375
ANKRA2	0.996
C11orf42	0.442
TAS2R60	-0.038
PANX1	0.033125
C12orf42	-0.444333333333333
RCBTB1	-0.331
FGL2	4.2755
CEP70	0.215125
WASL	1.068
SEPT14	0.422
DCHS2	0.24375
CYBA	-1.77275
ARHGAP11A	-3.182
MPZL2	-0.084
KIAA1881	3.26966666666667
ANXA1	-1.1674
AFF1	0.221
FRMD3	-0.1865
SUSD5	0.543
C9orf32	-1.279
RASSF7	0.00612499999999998
KIR2DL2	-0.482
SENP1	-0.474333333333333
C20orf195	0.1415
C3orf44	0.23425
KRTAP9-3	0.08525
ZFP28	0.716
PLCB2	-0.0448
TXNDC15	0.54875
CALR3	-0.2265
HLTF	0.254
C17orf67	-1.142
NDUFA6	-0.014125
PKP1	-1.06875
HMG20B	0.106
GPR180	-1.0141
BAI3	0.31775
NOSIP	0.6057
TRIM23	0.754125
ARL1	0.578928571428571
CDK5RAP2	-0.87275
SSH2	-1.43216666666667
KCTD15	0.1255
FTHL17	0.289
AK3	-1.03583333333333
RAB3C	0.04575
PAX4	0.041
KDELC2	-1.3055
BIK	1.50216666666667
KIAA1553	-0.90475
CEP135	-0.3305
NANOG	-3.2
TRIM22	1.38816666666667
CDH13	-2.01066666666667
B4GALNT4	0.0975
MDGA2	-0.2435
SAMD3	1.04016666666667
OR1E1	0.1605
TAS2R10	0.208
FASN	2.1815
GPR116	2.534
ZNF219	0.513333333333333
CD33	-1.761375
RAB3GAP1	0.244
H1FOO	0.083
NXPH3	0.58125
CROCC	-0.4335
GPX7	-0.6765
BASP1	-1.6879
STAM	-0.261
TBK1	0.251
STX2	-0.101
RPL29	-0.41525
NR1H3	0.3445
MPPE1	0.950875
PHACTR3	-0.44875
SLC44A2	1.369
C10orf109	0.716
CLCN6	-0.691
C16orf59	-1.5775
SQSTM1	1.34766666666667
AADAC	0.698
LRRC8C	-0.454625
BIN3	-0.0709
HPS6	0.769
MAN2A2	-0.6185
GABPB2	-0.98725
KCND1	0.20775
PTPN11	-0.173285714285714
ZNF274	0.3045
ATF3	1.32558333333333
C7orf26	0.12325
C1QL3	0.5045
WDR54	-1.32683333333333
FLJ40869	-1.40833333333333
ZNF397	0.968
MLL	0.1511
TTLL6	-0.070625
ANKRD15	-0.399833333333333
KIAA1958	-1.04975
C1orf218	1.83825
ZDHHC16	0.41025
DDX47	-0.84425
EVI5L	0.137333333333333
GDF6	-4.621
TAPBPL	0.558166666666667
BTG1	1.0112
DPP4	-0.959375
KLHL23	-2.08575
APOC3	-3.557
BTBD12	0.389
CNOT4	0.2790625
HIST1H3I	0.312833333333333
OR5H1	0.41725
APEH	0.13175
TRY1	-0.00983333333333334
SLC26A8	0.131
KCNA2	-0.375
TMEM159	1.4505
C6orf81	-0.813166666666667
PCYT1A	0.246833333333333
C6orf157	-0.0585
BRMS1	-0.17
CHST1	2.69683333333333
LGALS1	0.005375
TAF1B	-0.3225
FLJ40504	0.22525
GPR173	0.344
COL15A1	0.95325
CASP10	-0.741928571428571
PCMT1	-0.415642857142857
HDAC5	0.5014
LOC641367	-1.0545
EVC2	0.22475
SGPL1	1.5335
GON4L	1.0625
AFG3L2	-1.13433333333333
C5orf15	0.562333333333333
UBXD1	0.6472
LILRB4	0.696
GSTA4	0.613166666666667
ADIG	0.2345
GRIPAP1	0.50475
HIST1H3B	-0.647666666666667
BTRC	1.34733333333333
USP49	-1.3105
IQCH	0.922625
ACBD6	-0.05175
YEATS2	-1.43475
CABP5	-0.2055
TRIM3	0.78425
HNRPM	0.27625
FGG	-4.0437
C18orf16	-0.327333333333333
CLEC2B	-0.3975
PQBP1	-0.4005
JTB	0.853666666666667
REST	0.920833333333333
SLC8A3	-0.713166666666667
TMEM16H	0.21475
MRPL47	0.01525
EVI1	0.5723
MUC1	3.19275
TEAD3	0.52725
STOML1	0.03725
USP24	-0.5702
PNMA5	-1.15525
MAEL	0.351833333333333
LBP	3.563
HSD17B4	0.915875
SEC31B	-1.24325
IDH2	-0.1044
SFRS16	-0.798625
AICDA	-0.0655
RNF180	-1.317
C1orf56	0.821
FLJ10324	0.476166666666667
GPR148	0.0600000000000001
MEF2A	0.293416666666667
ASF1B	-1.5775
HTN3	-0.61725
RNF215	0.15425
SLC4A3	-0.1585
ADAMTS9	0.2992
C9orf66	1.75983333333333
FOXD3	0.056
GSDM1	0.551
IFITM5	0.41
PODXL2	-0.427333333333333
C1orf176	0.02
RPS3	-0.68125
hCG_2004593	-0.701375
COL21A1	-1.565
NTNG2	0.0716666666666667
RAI14	-0.180833333333333
P76	0.365
LRFN3	1.143875
FAM14B	-1.47425
FKBP14	-0.415
TNNI3	0.652166666666667
HOXB3	0.441125
SGCB	-0.143
PPAPDC3	0.044
FRAT1	0.357166666666667
MORN1	0.9245
ARHGEF2	0.16625
BNIP2	-1.164
DHX30	0.062
EEFSEC	-0.09675
FGF20	0.3625
FLJ38973	0.193285714285714
PLCH2	-0.135666666666667
CCNG2	1.20675
PSPN	0.962
WDR88	-0.224
HOXB13	-1.574
MTMR8	-0.521
SPAM1	-1.1845
PPP2R1B	-0.888
TANC1	0.3835
CNN3	0.6141
CHGA	-0.4445
C9orf128	1.63225
CACNA1B	0.0386666666666667
MMAB	-0.7022
RHOA	0.375166666666667
RAPGEFL1	0.41575
SLC1A5	-0.326
CALCA	-0.223375
SYCP1	0.312
CXCL11	2.944625
GFI1B	-1.257
PSCD1	0.0605
C11orf58	-0.0608333333333333
MGC45438	0.161333333333333
NUDT18	1.36216666666667
ASB3	-0.497
ZP1	-3.825
LPPR2	0.3737
ZNF527	0.85
ZNF771	0.402375
TTBK2	-0.421
TRIM55	-0.572
GJB3	-0.716
PRSS35	-0.0785
SCRG1	1.30875
ZDHHC24	-0.0435
DUSP26	-0.949
C1orf51	0.223
DNAJC3	0.646166666666667
LITAF	0.776125
ZNF410	0.309
AFP	-4.477
ZW10	-1.099
PHOX2B	0.9095
VILL	-0.124
ELOVL7	-1.343625
LOC644186	2.7475
PPP3CC	-0.15775
CHST13	-2.393
WDR40B	0.0846666666666667
MEA1	0.58
HILS1	-1.35
DLX6	-1.993
NKG7	0.933833333333333
EMP1	0.94525
ACTR6	0.062
CHCHD7	-0.155785714285714
COG2	1.1274
TCEA2	-0.1527
TARS	-0.6865
FLJ20294	-0.240833333333333
ZNF92	1.08225
TRAPPC2L	-0.2187
ARHGAP28	-0.346625
CCDC109B	-0.17675
LGTN	0.192166666666667
INGX	-0.189666666666667
LOC124446	1.801
RPS2	-1.1385
C17orf75	0.166
NBPF1	-0.1225
SLC2A8	-0.618
SNRPE	-0.26075
CARD6	-0.434
IL13RA2	-1.703625
CUEDC2	0.263625
C4orf19	1.22125
AOC3	1.58675
MTHFD2	-1.05066666666667
OR5M9	0.429
C4orf38	-0.738166666666667
SS18L2	-0.08275
OAS3	0.397166666666667
LARGE	1.37975
LRIG3	-0.613
LIMA1	1.3045
STARD3	0.283583333333333
VPS39	0.66575
CTAGE6	0.735
ODAM	-2.38
MORF4L2	0.459
GSTO2	2.29425
MTFMT	-1.21575
PRKAB2	-0.00107142857142858
ZNF76	0.430833333333333
HSPB2	3.167
CRB2	0.042
KLRK1	-2.0405
LYST	1.723875
UBE2M	-0.777833333333333
SLC16A9	0.58725
ZNF281	1.11825
ST8SIA1	-1.596125
C9orf105	-1.5465
ANKRD46	0.553
FAM108A3	0.7245
C20orf91	0.3095
ZYX	0.340333333333333
RSPH1	3.36825
ZSCAN5	-0.12275
RIMS3	-0.1915
KRT76	-0.2525
CEACAM4	0.461166666666667
SIRPB1	-0.04375
CFHR4	-0.724
SOX3	-1.00983333333333
GATAD1	0.0265
C21orf57	-1.0125
TMC8	-0.742666666666667
AVIL	1.201
LMOD1	2.2025
HIGD1A	0.306125
NEU3	-0.111166666666667
DES	-0.379625
BZW1	-0.3097
ZNF221	-0.225
CCDC27	-0.3675
GDAP1	1.854
RBBP4	-0.0505
MGC40499	0.601
PHKA1	-1.341375
PRKAR1A	0.037
HSD3B1	-0.2845
RAD52	-0.8395
CD207	0.8905
LOC389791	0.253
RSPO1	0.944333333333333
TMEPAI	2.145125
MFSD2	-0.348
ETV4	-3.17775
SCGN	-0.435
LOC391356	-0.5305
MPP1	-1.5825
STARD3NL	-0.14775
TFAP2D	-0.586
CD2AP	0.534625
CCL20	-5.1715
CCDC86	-1.858
ZFP30	0.09
CTBP1	0.15725
MAK10	-0.235333333333333
STXBP5	-0.654833333333333
LOR	0.2845
MAP6D1	0.037875
ARMC7	1.107
TMEM150	0.6044
NSL1	0.5085
KIF5A	-0.592375
ASCC2	0.1785
PSENEN	1.12266666666667
OPTC	-0.153
FCRL2	-0.694666666666667
KBTBD11	-2.62
PCK1	-0.9085
CENTD3	-1.53625
MEGF8	0.665875
ALPPL2	-0.0725
OBFC2B	-0.134
ZFYVE20	0.19375
GALC	1.11233333333333
CTRB2	0.0865
C20orf71	0.029
TBKBP1	0.140666666666667
CAMLG	1.0535
TREML4	0.4925
RSAD1	0.28575
TUBA3D	1.0684
KIAA1833	0.264875
PNPLA1	0.831
LRRC34	-1.89283333333333
CDH26	-1.25183333333333
ZNF167	-0.306666666666667
ZBTB26	-0.9978
VWF	3.2716
VTN	-0.873166666666667
BAD	0.3515
PDS5B	0.365583333333333
ZNF644	0.78
SH3GLB2	-0.47075
SMPDL3A	1.0943
NRG2	-0.882
IL15	0.104333333333333
GABARAPL1	0.108166666666667
LAT2	0.1019
SLCO1A2	-1.569
LIG4	-0.0815
GSDMDC1	0.619125
BMP4	-1.2915
METT10D	0.93325
SYCE1	0.555
SPANXD	-5.30825
SLC12A9	0.248666666666667
MC1R	-1.2595
RNF168	-0.79725
TRIM69	0.255
GALNT7	1.01583333333333
ISG20L2	0.7165
KIAA2026	0.7225
TNFAIP8L1	-0.0305
DPY19L2	-1.18775
C12orf63	0.6025
PRDX5	-0.14525
MED6	-0.98475
TXNDC5	-1.16175
CD46	1.19425
CCK	-0.49025
C17orf48	0.10475
ANUBL1	0.74225
SIT1	-1.63366666666667
TYSND1	0.918166666666667
DEF6	0.127333333333333
GLT8D4	1.84275
UTP14A	0.4
RPH3AL	1.53
NXF1	-0.0975
TRERF1	1.25383333333333
TUBB3	-0.1995
SLC24A2	1.1835
SEC22B	0.2675
ZNF653	0.726
GGTL3	-1.28691666666667
CDKL2	-0.089
CTF8	-0.5935
EPC1	0.984333333333333
CYP4A11	0.0723333333333333
THRSP	3.927
LELP1	-0.425166666666667
TES	1.083
C17orf87	0.791
FERD3L	-0.0025
SH3TC1	-0.0895
RAB36	0.8835
CRYGB	-0.105
GRIA3	0.1258
BHLHB9	0.62675
C1QTNF9	0.4035
GOPC	0.3415
PNPLA8	0.935166666666667
ZNF444	0.63075
FMO1	2.569
POLR3C	0.36775
SLC35F3	-0.14975
SGCG	-2.7405
DCDC2	-1.07216666666667
NANP	-1.0705
MGC23270	0.361
BEX4	0.447416666666667
HYDIN	1.3806
RPS6KB2	-1.39375
ADRM1	-0.703083333333333
BAT3	-0.05025
RAB31	2.218625
SCGB2A1	5.201
SLC6A14	-4.1755
DDX4	0.36775
PRRC1	1.03233333333333
AP3B2	1.46683333333333
TRGV7	0.642833333333333
TMEM184B	0.57075
ADPRHL1	0.6105
C21orf45	-0.995
ARNTL	0.693625
AADAT	-1.351125
CCL2	0.241333333333333
SNTB2	-0.09
RGS9BP	-2.005
KPNA1	0.57575
TMEM41B	-0.294
S100A11	1.13725
DOT1L	-1.7455
EFHC2	1.28225
CLTC	0.284166666666667
SRP9	0.519928571428572
ZNF521	-0.31075
FAM26F	-4.4935
GPR88	-0.1295
COL13A1	-1.91
CHMP4B	-0.2151
SIGLEC6	0.450333333333333
NFAM1	0.398625
PVRL2	1.3691
ALKBH4	0.38725
CCDC93	-0.4100625
NXT1	-0.395
KCNK4	0.584
TROAP	-1.82833333333333
KCNA10	0.39525
CCDC114	0.343666666666667
RAN	-0.954166666666667
LMTK2	0.086
LOC400657	-0.722
UFC1	1.34325
UBE1DC1	-0.6035
EEF1A1	0.215388888888889
CHAC1	-0.435
HMGA2	-5.3646
B3GALTL	0.11275
ING2	-0.431
C1orf109	-0.41525
INTS3	1.152125
ZNF558	0.5685
TRPM4	1.52016666666667
LTB4R	-0.6055
ISYNA1	-0.77275
LSM7	-0.3385
LRRC47	-0.346875
ZNF179	-2.30166666666667
EXDL1	-0.404
SLC4A10	-0.850625
ACSS2	-0.7325
COPS7B	-0.5225
KIAA0040	2.93683333333333
C1orf95	0.0015
AP1GBP1	0.00774999999999999
OR9A2	0.282
FAM71C	-0.46
RIN1	-1.85866666666667
ITGA4	-2.476875
DNAJC6	-0.164333333333333
CLOCK	1.04483333333333
SLC35A4	0.691666666666667
DSG4	0.50025
LOC26010	-0.346
NSUN2	-0.40525
TMEM86B	-0.8829
C14orf135	-0.095
KIFC3	-1.57083333333333
PHF5A	-0.865
NCAPH	-1.931625
STK11IP	-0.197
FLJ42953	0.767875
CCDC19	3.078
ZNF329	0.2305
TAX1BP1	1.07033333333333
ZDHHC18	-0.270666666666667
C10orf88	-0.3
TMBIM4	1.1539
NMUR1	-0.2455
KIR2DS4	0.111875
C9orf90	-0.18575
MGC87631	0.974
KDR	2.1939
ST3GAL2	-1.03725
RLN2	4.83933333333333
HPD	-3.52025
MOXD1	-2.24766666666667
PDGFRL	2.088
SMYD4	-0.326714285714286
FAM103A1	-0.814833333333333
MFAP4	-0.4085
LOC285141	1.644
TMEM45B	-1.020125
SMCR7L	-0.647285714285714
GZMH	2.79025
CBLN1	-2.16733333333333
CNNM1	-0.4225
PHF17	-1.17841666666667
NUP98	-0.403666666666667
RMI1	-0.90775
PTPRS	0.0175
ANKRD57	0.965125
CLDN15	-0.462166666666667
OR51A2	0.27
GUCA2B	0.8215
DOCK9	1.42175
ITGB1BP1	-1.07583333333333
DLG2	-0.433
BRAP	-0.312
SESN3	0.612
ZC3H7B	-0.0375
FAM101A	1.27583333333333
FKSG24	-0.22225
ZYG11B	-0.2915
RFC2	-0.98875
SH2D3A	1.25166666666667
DVL3	0.21775
ADFP	-1.35516666666667
KRIT1	-0.16325
SERTAD3	1.68633333333333
LEFTY2	-3.43375
KRT27	-0.252
SCFD2	0.42325
MN1	-0.21575
RORA	1.0375
PTPRD	-0.19525
PIAS2	-0.862166666666667
CYP4X1	4.17433333333333
FBXL15	0.35275
MYH15	0.3125
CRX	0.123833333333333
TBC1D13	-0.1805
SLC22A17	0.972
PLK2	0.689
ARHGAP9	0.7505
EIF1B	-0.477
C20orf185	-0.077
DEFA7P	0.37
PRIM1	-2.29883333333333
CRYAA	-1.139
BACE1	0.057
AGTRL1	0.538833333333333
ACAD9	0.570125
GRASP	0.027
RBP4	-2.588
TFB2M	0.1505
METTL9	-0.031
ATP5O	-0.3985
SP100	0.3324
CPSF1	-0.475166666666667
S100A4	-0.631
LIME1	-0.874
GPR137C	-0.04775
OR2A2	0.276
C2orf29	-0.64
NUP188	-1.06025
SDPR	-0.91675
RAI1	0.533875
RPS20	-0.0546
LAMB1	-0.9265
ADM2	0.479833333333333
ZNF229	-1.78475
DKFZp434K1815	-0.886
EPN3	2.36716666666667
CLIC3	-1.11775
MEIG1	-0.09525
HMGB4	-0.16675
STARD10	1.737
KLF8	2.78275
EPB41L2	-0.612166666666667
JMJD6	-0.319
CTSL1	-0.858
GPR27	0.568
ELAVL4	0.267
MMP21	0.52
PPM1B	-0.28625
SUV39H1	-1.1255
AAMP	-0.18075
TUSC4	1.00016666666667
MBD6	0.2315
KLK13	-1.22175
FMNL3	0.0676666666666667
TRIM13	0.05075
C15orf5	-1.17675
IQCF1	-0.181375
CACNG8	0.3895
SLC35D3	0.171333333333333
ZDHHC9	0.718
ODF3L1	-0.221
C9orf86	-0.3903
TSEN2	-0.56175
C17orf64	-0.13875
SEPX1	0.9981
TSPO	0.6005
SYMPK	-0.5175
ADORA1	2.74025
TSPAN10	0.420625
SEMA6C	1.00966666666667
RTTN	-0.5884
IL2	0.0916666666666667
ARRDC3	-0.0944166666666667
TBPL1	-0.830333333333333
STX12	0.5835
MRPL39	-1.077
OR8H3	0.0935
IFIT5	0.3845
CASC5	-2.651375
FAM46A	-0.188333333333333
HPCAL1	-1.183
CYLC1	0.077
VGLL2	-0.413375
C20orf191	0.2705
CDH1	2.13341666666667
ITPA	-0.16925
CCDC101	0.48925
D15Wsu75e	-0.41375
EDA	-0.90475
CREG1	-0.4415
OR7G2	0.3255
SAP18	0.475833333333333
IFIT1	0.981
CALML3	1.08466666666667
FLJ37440	1.806
FNDC5	0.3645
SERPINB6	0.418928571428571
JUNB	2.1643
SYS1	1.104
SCN2A	2.4865
ZKSCAN5	-0.3707
WNT7A	0.0221666666666667
TSHZ3	1.6755
RNF148	0.4035
H6PD	0.219125
CAD	-0.984666666666667
ZNF449	0.25025
DOCK10	-0.0805
FAIM2	0.0495
HEXDC	0.30175
PRB1	0.3735
C14orf148	-0.3755
ETHE1	0.83
IRF5	0.8977
GNMT	-0.4475
MGC16291	-2.160625
RPAIN	-0.481571428571428
CAGE1	-1.535
CNTNAP3	-3.08525
ACTR1B	-1.09075
EEF1E1	-1.2175
MSX1	-0.48675
ESF1	-0.3465
HSPC171	-0.11375
MRPL2	-0.269666666666667
RDH12	-0.5205
CELP	-0.2245
METRNL	-0.32475
C10orf116	4.1305
C19orf48	-1.00875
ZNF346	-0.281125
NCR1	-1.7475
C10orf64	0.198
CD52	0.5365
VPS18	0.926875
AP4S1	-0.146666666666667
NPBWR1	0.393
TPK1	0.67625
UBA52	-0.371333333333333
RIPK1	0.995666666666667
CPNE3	1.0827
HSPC159	-2.323625
C8orf38	0.082
LRRC4B	-0.00600000000000001
PARP10	0.5365
ANKRD50	1.783125
CXCL9	4.49825
FGF18	1.69345454545455
EIF2A	0.3
SLC20A2	0.434
KIAA1549	-0.0376666666666667
SPINT1	1.635
ZNF584	-0.357
CRBN	0.620833333333333
ABCF3	0.518666666666667
NCBP1	-1.34616666666667
PLA2G4F	0.725
PCDH10	-0.767
TTC21A	1.09625
C20orf144	0.083
FGFR1OP2	-0.726333333333333
SLC9A1	-0.1424
CHRND	0.0655
FOXF1	-2.861
KIAA1467	1.55225
TPO	2.31766666666667
LTF	4.31721428571429
DNAJB9	0.0545
MRPS27	-0.349
bA16L21.2.1	-0.529
WBP2	0.3315
MRGPRX3	-1.88183333333333
PRPF18	0.4125
C10orf58	0.74625
SMOC1	-3.0542
ADAT3	0.716666666666667
TMEM138	-0.76425
TMEM131	0.201625
TIMM8B	-0.1455
MYH7	-0.4805
ST6GAL2	0.97825
KIF1C	0.43825
SUHW2	-0.9405
PAPSS1	0.00900000000000001
CABP2	-0.4655
HOXA4	-1.8955
ELF2	0.23475
SEMA3D	0.6903
MC5R	0.1595
OGFR	-0.1645
FLJ30092	0.363
TGFA	-1.6487
MMP17	0.328
KIF15	-2.8905
CHIA	0.28125
CATSPER3	0.74375
CEACAM7	0.608666666666667
PADI2	0.840375
HOXA9	0.553833333333333
LNX2	0.3015
TMEM144	1.77525
HIF1AN	0.49375
METTL7A	-1.2372
C6orf165	4.11466666666667
KIAA1468	0.18075
DSG3	-0.8395
ZNF180	0.200333333333333
EIF4E3	1.680625
SLC46A1	0.58425
DKK1	-5.889
ZNF205	0.826333333333333
LOC162073	1.01133333333333
COX7A1	4.4
MAGEA1	-5.02466666666667
NEDD8	-0.081
KLHDC5	0.0638888888888889
C3orf19	0.7265
MRPS2	-1.38825
POLR3H	0.3745
ABHD11	1.1857
TMEM17	0.931
PAIP2B	0.0948
MAT1A	-0.19575
LGI3	0.04475
THUMPD2	-0.499
TKTL2	0.121
XAGE3	-1.49833333333333
CALM3	0.326833333333333
C6orf136	-0.224666666666667
KCNC4	0.0735
RGS9	2.50833333333333
ACIN1	0.108166666666667
SPATS1	-0.5545
XKR8	0.04675
FAM84A	2.265
MS4A7	4.57618181818182
AGXT2L2	0.244
OR1F1	0.1855
SMAP1L	-0.541166666666667
IPO11	0.12875
ZC3H11A	0.1904375
C1orf151	0.583
RNASEH2A	-0.86725
CCR10	-1.164
TXNDC11	0.510083333333333
TMEM112	0.964
MAP1B	-1.04421428571429
NVL	0.3455
PKM2	-1.1504
ARC	0.14175
NUP54	-0.763
PPFIBP2	1.332
STAT2	0.5465
PTAFR	2.3835
ROBO2	-0.055625
RNF40	0.625333333333333
CCDC135	-0.408166666666667
IFT81	-0.4644
MORF4	-1.0075
TM7SF3	-0.8615
OR10H3	0.869
ABP1	-0.24875
CHRD	1.873125
PLEKHA8	-0.0608333333333334
NCALD	2.45975
OR5AK2	0.218
ACCN1	2.715
SLITRK1	-0.20375
ARMET	0.21375
C9orf52	-0.044
REEP4	-0.39975
MTSS1	0.7605
ADH1B	3.3365
DLD	-0.38075
CDK5	-0.08775
PPFIA1	-0.4720625
WFDC3	1.0975
DNAJB12	0.746714285714286
RANGRF	0.1905
MLANA	-4.1405
AMY2B	0.55275
KIAA0319	-0.44675
RPS7	-1.4605
JAK3	-0.2307
ARFGEF1	0.9395
CXCL5	0.396916666666667
TRAPPC4	-0.3115
CETN2	1.398
HSPC111	-0.9205
RHOBTB3	-0.3427
PHLPP	-0.079
RGS10	0.063
TMEM58	1.081
CHERP	-0.00750000000000001
HSP90AB3P	0.5315
FSTL3	0.186666666666667
PEX11A	2.02875
OR5V1	0.658
FCN3	1.5105
PTPN3	0.268375
NPTX1	-4.760625
C21orf84	-0.333
C11orf51	-0.396375
ZBED2	-1.0015
FLJ90757	0.8535
NPY2R	0.72425
PLD3	0.35975
SYT17	2.82083333333333
SGSM2	0.16925
OR1A2	-0.003
FOXP1	1.828125
SLC5A1	0.5045
POFUT1	-0.9741
EPHB6	-2.992
MYO1G	-2.279375
STAC	-1.7685
KLHL17	-0.366666666666667
RGMA	0.2135
TJP2	-0.8602
FAM114A1	0.299333333333333
SERINC1	1.34016666666667
SLC9A8	0.052875
PEX19	0.7255
EDN2	3.23425
PSMD7	-1.19411111111111
C3orf41	-2.4245
UQCR	0.19775
PPP1R3C	2.07825
LRP4	-2.4625
TM2D1	0.055
TTC17	-0.2906875
C4BPB	-4.292125
CCL25	0.303
ZNF253	-0.161666666666667
CHRNA9	-2.572
SOX11	-1.511125
HIVEP3	0.5155
CGN	2.86766666666667
C3orf35	0.589125
PKD2L1	1.8525
SYVN1	0.056125
PDE8B	-1.68225
LOC439951	0.30825
LTC4S	2.0165
MIF4GD	0.564333333333333
SMARCA2	1.135375
TUBGCP6	-0.211833333333333
CABLES1	-0.094
C16orf77	0.3995
ZNF791	0.23275
FUT5	-1.024
ADH6	-2.5346
P4HB	0.233
CLDND2	-1.29
ALKBH8	1.00275
PLAC4	-1.7315
F11R	1.18821428571429
MGC35295	1.1345
PDZD4	-0.263
LOC389073	-0.4625
FAM80B	-0.208666666666667
PSMB1	0.089125
TXN	-1.02466666666667
VIPR1	1.2853
WBSCR18	0.5272
EXOSC6	-0.488833333333333
ACTA2	3.30533333333333
SP5	0.0750833333333333
ANKRD1	-3.3
DDR1	2.1602
ATP6V1D	0.36025
PTGS1	-1.48358333333333
RNF157	-1.19975
DCC	0.59475
SPAG7	0.42925
FBXO18	0.364
UBE3C	-0.2875
HOXC6	1.2915
LRP2BP	-0.189666666666667
MYST2	-0.1155
PDSS2	0.68725
ATE1	-0.3245
ARAF	0.46775
KLF10	0.06225
PLA2G2E	0.28
ASCL1	2.39
TSNAXIP1	1.9965
FAM131B	0.325375
IFNA10	0.158
NUP43	-0.250875
FAM44B	0.00475
L1TD1	-5.50116666666667
NMD3	-0.982333333333333
C18orf54	-1.1857
PHOSPHO1	-0.777
RAG2	-2.4415
EMILIN3	-0.2
METTL3	-0.54325
VPS13C	0.143625
REXO2	-1.038
ANXA4	0.13525
CA1	-0.98
DCP1B	0.50575
TULP3	-0.206
ATP2A2	-0.164857142857143
ATIC	-0.8495
ADAM15	-0.53675
NPL	0.573833333333333
LGR4	-1.382625
UEVLD	0.409666666666667
GAB1	1.51825
SNAI2	-0.3475
ZGPAT	-0.1318
SNF1LK	0.275125
DLEU1	-2.1215
UBE2Q1	0.46075
ZMYM6	0.1566875
JPH3	-1.528
FAM38A	-0.696083333333333
PXK	0.7265
DENND2D	2.13125
BAX	-1.22216666666667
CP	-4.10218181818182
RPL37	-0.7714
G6PC3	0.168625
NCOA4	-0.562333333333333
LRRC14	-0.282375
GORASP1	0.76525
FCHO2	1.1025
CYP24A1	-3.287
FXYD3	1.894125
SMARCAL1	0.03275
ABCB8	0.0248333333333333
CCDC44	0.232
PRDM7	-3.078
USH1C	-0.77125
DNAH5	1.499
SRF	0.284083333333333
MAL2	2.11883333333333
PGPEP1	0.643416666666667
SIN3B	-0.8765
SEMA3C	0.732333333333333
GRAMD3	2.266
FBXO10	-0.42925
OR5D13	-0.114
FLJ31818	-0.119875
CACNA1I	0.423625
S100A13	1.0265
TP63	0.872857142857143
ANXA11	0.2927
WDR66	0.697125
CSF2RB	0.0925
IFI44	-0.27925
DACT1	1.5695
ANKRD23	-1.70225
ATP5G1	-0.385166666666667
C21orf70	-0.897833333333333
PPWD1	-0.62225
DNAJC13	0.296
PAH	-2.61416666666667
PTCH2	0.8315
TRMU	-1.39075
CCDC9	0.217
USP3	0.1894
DCLRE1C	0.0192
FAM55C	0.712
FRMD4B	1.67025
CYP2R1	-0.08875
RFPL1	0.0224
XPO5	-0.47125
ARL6IP2	-0.7305
OSBPL5	1.056
MMP9	1.73781818181818
KIAA0802	0.069625
DHRS2	1.56716666666667
SGEF	2.08425
TXNDC10	-1.145
EXOC6	0.7815
RPS27	0.376333333333333
PNCK	-0.394666666666667
FSTL1	-0.11875
AACS	0.15225
SLMAP	0.423666666666667
SAMD4A	-1.0729
ABRA	0.14325
SMARCD3	1.681
PKNOX2	-2.6625
A4GNT	0.084
C9orf39	-0.649166666666667
RALYL	0.3965
MGC33556	-0.931
C10orf25	-1.0095
BBOX1	2.25325
NHEDC1	0.49175
XDH	0.1745
GCSH	-1.5855
EDN1	0.977
MTERF	-0.277
CLK4	1.00875
ZNF799	0.6795
KCNG1	-2.10575
CXCR4	-1.07666666666667
PTPRR	-3.0315
IRAK1	-0.855875
LOC401397	-0.527
TMSB10	0.545428571428571
CXCL3	-3.6265
TMC4	2.72225
OR7A10	0.113
STYK1	1.1355
CHRNA10	-0.092
CCNI	0.53475
EP300	1.28714285714286
LOC165186	-0.5005
HIC2	-2.18325
SDR-O	-0.226
OR2W1	0.2015
KCNA6	0.371
TRIM74	-1.8565
REEP6	2.30425
ATP5G2	0.1135
ERG	0.30375
TMEM42	0.39525
PARN	0.769
SOD2	-0.4228125
DIRAS1	0.248833333333333
PNPT1	-1.196
JOSD3	-1.89875
hCG_40738	-0.5735
PDE1C	-2.19775
SEMA4D	-0.43075
AGPAT1	0.420666666666667
NOSTRIN	1.28025
MAP3K3	-0.199833333333333
MAX	0.0402857142857143
CAPS	0.885
SERPINA12	0.1285
OSBPL8	1.449875
RICS	1.9939
NR4A2	2.50516666666667
PPCS	0.689666666666667
LONP1	-0.5485
SCYL3	1.82625
HERC2P2	-0.901333333333333
FIBCD1	-1.007
C15orf41	-0.95975
DMC1	-1.57683333333333
C20orf27	-0.92825
RPS6KA5	0.7725
FAHD1	0.430333333333333
SLC12A4	-0.2675
BRCA1	-0.919166666666667
GBL	-0.256
SLK	0.653333333333333
NUDT9P1	-1.059
