Hybridization REF	TCGA-B6-A0WT-01A-11R-A109-07
F2RL2	0.3225
LRRC32	3.0425
IMPG2	0.5955
BGLAP	0.17775
LOC493869	-0.450333333333333
MRAS	1.071375
SLC35F5	0.33975
CBWD1	0.39
AXL	-1.0505
ATP2C2	2.716
TELO2	-0.30625
PNPLA3	-1.015
PCDHB14	1.05275
CD276	0.38625
KRT80	-0.387375
DUSP28	0.2695
CSNK1E	-0.1195
SRP14	0.8655
KCNQ4	-0.367
KRT72	-0.072
CCDC117	0.781375
C6orf89	0.415444444444445
TUBB2B	-1.944
RTN4IP1	-0.03975
CR1L	-3.88566666666667
CEND1	0.132875
C12orf41	0.206333333333333
RNF31	0.87775
UBN1	0.387666666666667
C17orf32	0.722
SLC5A7	1.51725
GPR92	0.664666666666667
ESAM	1.9092
CTNNA1	0.687416666666667
HRBL	-0.1382
CBX4	-0.1735
TMEM182	0.5365
SH3TC2	-1.26033333333333
IL10	0.895
PXMP4	0.425
RNF167	0.1809
PAK7	0.485333333333333
ETV3	-0.5075
ATPIF1	0.130333333333333
LOC554207	-1.88166666666667
OR8H1	0.41325
WDFY3	0.806375
DPM1	-1.1955
GPSM1	-0.268
WDR92	0.0183
LRP1	0.6815
ANKH	-0.625125
THUMPD3	-0.265
POLR1B	-0.41425
OLFM4	1.26383333333333
RAD9B	0.6115
TSPY2	-4.0165
PAX6	-1.64533333333333
SCG2	1.485375
SLC17A6	0.1735
FMO3	2.682875
PADI4	0.22075
TUBB4	-0.4811
NLK	-0.26825
POU4F3	-1.2455
SDF4	0.1555
ITGBL1	2.9905
NETO1	0.425875
TAP2	0.348
ABBA-1	0.0301666666666667
GNAI1	-1.60175
VPS4B	1.04625
NOPE	0.1802
GALNT6	2.9
SESN1	1.739375
GBE1	-2.06366666666667
CLASP1	0.0525
RASGEF1B	0.699625
ACOT11	-0.257714285714286
AFAP1	1.536
OR2H2	0.33275
DPY19L2P1	-0.9625
DZIP1	-1.20775
SEC22C	0.0715
GPR161	-0.608666666666667
RNF146	1.4115
WDR74	-0.80375
GALP	-0.348
PURA	0.395
DNPEP	0.5615
RP11-78J21.1	-0.7535
ERBB2	1.939375
FANCM	-1.07216666666667
NEO1	1.14133333333333
DDX3Y	-4.1427
RPS3A	-0.24725
MXRA7	-0.148785714285714
LGALS3	-0.194
GLT8D1	0.74875
CFL2	-2.279
UPB1	0.022
NAP1L5	-0.05525
CLDN14	-0.96275
DHX38	-0.60875
BTBD1	0.334
TARS2	0.4555
ABCF1	0.1294
FCF1	-0.4975
LRRC49	-0.50325
GUCY1B2	1.7705
C1orf177	-0.315333333333333
SMARCA4	0.0571428571428571
LRP8	-3.35183333333333
TAGLN3	-0.5925
MRPL14	-0.39325
TTRAP	0.164
ZDHHC20	0.37575
NFE2L3	-0.801
KIAA1377	0.097875
PALMD	0.193
TMEM43	-0.227
TTL	-0.99725
STAT5B	-0.976
SSB	-1.16025
OR10H5	0.2475
SLC22A13	-0.83525
AKAP3	-1.06475
TIMM23	0.178166666666667
OAS2	1.9275
KIAA0423	1.20175
TRIM11	0.551166666666667
GLIS3	1.814
TMEM50B	0.693833333333333
ARHGEF4	-0.81575
DEGS1	-0.722909090909091
TBL1XR1	0.6136
G6PD	-1.72325
SP140	-0.3268
MUC17	0.0110714285714285
NUDC	-0.0087
DNAJC5B	0.994
SCARA3	-0.508166666666667
CPA3	5.946
BCAT2	0.89625
MFN1	0.2655
NRG3	0.2005
SNX11	0.74925
PLEKHH1	0.510833333333333
GPR177	0.983
HCFC2	0.000749999999999997
TCAP	0.307
MOCOS	-0.6445
C14orf93	0.47775
PRDM10	-0.266
SLC16A4	1.26291666666667
SRGAP1	0.729166666666667
VIP	0.84975
DUSP27	0.29
LILRA1	0.8122
MC2R	0.4
MGC24103	-0.58375
MBTD1	-1.95
FUT11	-0.491166666666667
USP33	0.1956
C15orf39	-0.8835
MAP3K12	0.0035
PAAF1	-0.359666666666667
BARHL1	-0.195
FLJ16165	-0.1645
PIWIL2	-2.28925
SYNE1	0.49075
CMTM4	0.82
TSPYL1	1.0405
GUF1	0.101333333333333
TMEM157	0.986
WDR44	0.361
HIST1H3C	-0.228
DKFZp666G057	1.783
RNPEP	0.49375
GAS2L2	0.329
ADH4	-5.2605
GRPR	0.737833333333333
FBXL17	0.53975
ZBTB10	0.2245
Gcom1	0.779388888888889
HTRA1	2.2212
ZNF585A	0.439666666666667
SLC26A2	-0.693785714285714
OTOP3	0.00133333333333334
WISP1	3.31866666666667
ATP2B4	0.0293333333333333
FLJ10769	1.23675
CRAMP1L	0.4435
CHST12	-0.81
RAB22A	0.224916666666667
TARDBP	-0.142428571428571
STAU1	-0.244
CRB3	1.738
MIG7	-1.8645
CHMP1A	0.460666666666667
ZNF160	0.23925
B3GALT6	0.229125
BARX1	-1.88816666666667
C6orf167	-1.4514375
NXNL1	0.332
DHX29	0.4265
HADHB	0.58775
PLXNB2	0.747625
ILDR1	-0.64875
SLC15A3	2.4675
GAS2	3.099
C20orf69	-0.769
NUMB	-0.1175
TNIP1	0.4265
MESP1	-1.87616666666667
PSKH1	0.39475
NSFL1C	-0.538375
RHOG	0.3415
HEY1	-2.40516666666667
KNG1	-1.82025
ITGAX	1.7283
LIN9	-0.823
CANT1	1.141625
XRN1	-0.240071428571429
CCDC96	2.07
HEATR6	-0.9195
GNG7	0.75775
RUNX2	1.3775
SOX1	-0.0616666666666667
FCRL5	1.3596
ZNF99	0.40375
FAM9A	-0.0865
SNX22	0.309833333333333
MBNL3	-2.0695
ODC1	-2.5483
ADORA2B	-2.84433333333333
NR2F6	0.75375
ZFYVE16	0.587388888888889
SYNJ2BP	0.3473
POLE	-1.0045
E2F2	-1.236875
THRA	0.945
PTGES2	-0.648166666666667
HIP1R	0.0188333333333333
TMUB1	-0.4055
ENO3	-1.5765
RSPH10B	0.382
CXorf39	0.33675
IRGC	0.16875
GPR109B	0.02
FLJ13305	-1.7615
LCE3A	-0.671
TNFRSF18	0.0168333333333333
DET1	0.5925
TRPM3	0.169583333333333
C16orf79	-0.788
FECH	0.303333333333333
RAP2A	0.245
CRIP1	3.02466666666667
AZIN1	0.034125
SLC7A7	3.32275
IL10RA	0.7112
TMEM64	2.32125
CDC42EP4	0.8396
C16orf58	0.4161
ARG2	-2.2015
POU5F1P4	-5.16625
FAM62B	-0.2475
DNAH8	-2.0351
ASH2L	1.71325
TSLP	-3.50133333333333
CNTNAP5	-0.721833333333333
TMEM16C	3.0375
IFNA14	0.00600000000000001
SLC1A3	0.009
CABYR	2.05525
BCL7B	-0.4004
NUDT13	-0.763166666666667
C13orf28	0.15325
C1orf53	0.43725
ARL6IP4	0.2552
RPL35A	-0.83425
EMR3	0.1005
RAB40C	0.721333333333333
SLC41A1	-0.127166666666667
LRCH1	1.00225
LY6G5B	-0.944
FAM124A	-0.202928571428571
MGC10981	-4.43083333333333
CLIP3	0.554
MAP4K2	-0.184166666666667
CHIC1	0.60175
SULF1	4.4955
C20orf30	0.119857142857143
PRDM5	-0.309625
ELOVL1	-0.15925
C11orf48	-0.637
SLC39A10	0.42275
KCNV1	0.094
ACP1	-0.546333333333333
ZMYM2	-0.228
B3GNT6	-0.313
C9orf69	-0.0985
C2orf15	1.384
C20orf166	-0.8495
HSP90AA6P	-0.5395
EDG7	-0.524
NEURL	1.303375
LPL	-0.136333333333333
CLEC2D	0.019
GRRP1	1.2265
CD8B	-3.472
HIST1H3D	0.0281666666666667
SLC6A12	0.202125
FAM27L	0.759
CD84	1.3608
RASA1	1.933
PHKG1	-0.3215
MAGEA11	-1.8495
IMPA1	-0.3784
NPM3	-2.124
RARRES1	2.70825
SH3BP1	-0.079625
B3GNTL1	-0.419
ARPC5L	-0.1045
KLHL26	0.65275
SIM2	-1.7795
GJC1	0.185
C20orf194	0.24675
EXO1	-1.53975
SLC2A2	-2.66416666666667
LOC285074	-0.45925
LRG1	3.09225
KIRREL	0.611
PIK3R1	1.33142857142857
C4orf34	1.46575
MAF	-1.13672222222222
ADCY4	3.47633333333333
ZMIZ2	0.6846
SLC46A3	1.2265
STAMBP	-0.099
CCDC16	0.0325
MS4A12	-0.1805
TCF20	-0.139
LRRC46	1.6915
C20orf152	0.88725
MRPS6	-0.18875
ABCB11	0.5445
KCNC2	3.251
CDH19	-1.98816666666667
C9orf123	0.529666666666667
SSH3	0.560375
LDLRAD1	-2.37075
CCBE1	-0.95475
ZNF135	1.876
TAAR1	-0.571
WFDC12	-0.2895
CCDC42	-0.002
FLJ12529	-0.81025
PER1	-0.353
TIMM50	-0.426666666666667
SMARCAD1	0.252833333333333
FAM26C	1.1785
TP53TG3	-3.021
SH3RF1	1.8978
LMCD1	2.596
GPR63	-0.173
FLJ21986	-2.1775
AIFM3	0.20825
MICAL1	-0.742166666666667
BLZF1	1.1085
IQCA	1.51866666666667
PCDHGC3	-0.1175
SAC	-0.054
BCL6B	2.005
DDO	0.07275
MARCO	1.82375
DCHS1	1.722
C1orf170	0.8955
CD200R1	1.326
C22orf15	-0.6275
SEPT11	0.352333333333333
ADNP	0.672
UST	-0.5876
C13orf34	-0.971
RFFL	0.197142857142857
APBA3	0.226
C2orf60	-0.04025
CUTL1	0.7002
PMS1	-0.464
ZNF689	0.3655
EIF3E	-1.63466666666667
IL9	-0.497666666666667
RPL31	-1.2595
LY9	0.573666666666667
ATP2B3	0.01425
KDELR2	0.731833333333333
TFCP2	0.6205
NLRP12	-0.052125
FLJ45422	0.3625
TLE4	-0.9671
ZNF570	0.5755
FLJ43806	-0.4185
TLK2	-0.319125
CIR	0.14075
MARS2	-0.4225
COL24A1	1.507
SDF2L1	-0.0105
HIBADH	-0.467
IGFBP3	-2.65792857142857
C12orf23	1.40125
PSPC1	0.11325
C20orf43	0.29775
TRAV20	0.339
ARHGAP24	0.496875
KIAA1975	0.7705
C1QA	2.7441
DNTT	-4.7085
C10orf6	-0.397333333333333
C11orf41	0.266375
HNRPF	0.4855
COL11A1	6.75783333333333
UBAP2	0.0446666666666667
CDKN2AIPNL	-0.768
C20orf174	1.39925
SPRED2	0.46875
PLA2G12A	0.451666666666667
ICEBERG	-1.68766666666667
SCN10A	-0.38
C11orf65	-0.60325
GBP5	4.092
PITPNC1	-1.29133333333333
POU3F3	0.291
NCOA7	-0.94025
LIN7C	0.3952
LOC348840	-0.825
NKX2-2	-2.49525
ANKRD13D	-0.22875
LOC123688	0.7905
FUT2	2.02383333333333
TAAR8	0.591
FZD4	0.3345
PNMA3	-0.665666666666667
OR4L1	0.272
WIT1	-1.7215
EXOC3L	1.18525
ATPBD4	0.1625
KRBA1	-0.44875
UBXD6	-1.354
HOXB7	-0.912928571428571
C7orf23	-0.648
UNQ338	-0.11975
STAB2	0.346
CDC20B	-0.2715
IRF9	2.1235
CENTG1	-0.08575
TNPO2	-1.01625
MCPH1	-0.034875
BMS1P5	-1.189
SLC26A7	0.098
HIST1H3J	0.2605
C9orf3	0.2481
LBH	0.78525
MYO1D	1.066125
PTDSS2	-0.281
NFU1	0.66075
DEPDC4	-1.321
WNT7B	0.9323
GLP2R	0.0276666666666667
SETD4	-0.038
DYNLT3	-0.016
FKBP11	0.0163333333333333
SESTD1	0.974666666666667
FLII	0.73675
RPS16	-0.7487
CHPF	0.310666666666667
CSNK2A1	-0.848666666666667
SUMO1P1	-0.31625
FKBP6	-0.474
ZNF214	2.51166666666667
TWIST1	1.13433333333333
DDX56	-0.537833333333333
TRAM1L1	2.3369
EPO	-3.1465
MRPS18B	0.28825
ZNF682	0.1525
RPL14	-0.6615
MAFF	-0.602
LOC51136	-0.711125
LY96	-0.41025
DDX20	0.023
ABTB1	0.720833333333333
ARL5A	0.1817
CCT6A	-1.10625
HEPACAM	-1.02683333333333
EHHADH	0.315166666666667
RBAK	-0.466833333333333
CGB1	0.1225
ITGB5	1.4479
YIPF3	0.91925
FKBP2	0.1695
NR1D1	0.2974
TMEM110	-0.0355
NEK2	-0.789333333333333
PRAMEF8	-3.714
C20orf52	-0.581333333333333
PCDHGA3	-0.1345
VWA3B	0.94925
NDUFA5	0.016125
THAP9	0.646
FLVCR2	-0.2265
AP1S1	-0.232125
SMAD6	-1.096
SAV1	0.233
SAT1	0.625125
ZNF251	0.56
ADAMTS7	0.2519
RPP38	0.359
C1orf211	-1.1635
YPEL2	1.12905
RBMS1	-0.4085
ZNF445	-0.492166666666667
NRXN2	0.0746666666666666
PGBD4	-0.520375
UGT2B28	-3.18675
WBSCR16	-0.7671
NLRC3	0.17825
ASTL	0.28275
ST6GALNAC1	-2.99575
ZADH2	0.267375
MLLT4	-1.06825
ARL6	0.174833333333333
MEF2C	-0.54175
CBFA2T3	0.6045
AFF3	2.48514285714286
COG7	0.828166666666667
MYB	0.458
PLXNA3	0.1855
XRCC2	-1.50866666666667
MMS19	-1.017875
ST8SIA5	-0.631125
CHPT1	-0.871333333333333
KIAA1712	-0.563625
OR6X1	2.21
ACTR3	-0.127375
UGCG	1.679
OR4P4	0.5755
ZAP70	-3.44325
LPP	1.37825
ZNF485	-0.82925
PTPRCAP	-0.4805
IL12RB1	0.368
ATRX	0.4493
CHST8	1.76575
C14orf109	-0.07575
ARV1	0.58225
NMB	-1.00028571428571
COX5A	-0.705166666666667
EIF6	-0.43
MPPED2	0.466333333333333
SEMG1	-0.9215
CHRDL1	-0.1435
TRAF3IP2	0.8425
WNK2	-0.25375
LILRA4	1.6185
LAMA2	4.16375
PXT1	0.027
RLBP1	-3.52725
CD300C	0.40125
SLTM	0.620625
FLJ10404	-0.2939375
APOBEC3D	-1.3505
RENBP	0.148666666666667
ATXN7L1	0.39275
NID1	-0.04025
TUBGCP3	-0.510125
ITIH5	0.3495
CCDC110	3.11
C8A	-3.157
MGC87042	-1.8325
HOXC13	-2.21775
TFDP2	-0.8735
HCP5	2.52225
POLI	0.52675
UCN	0.214166666666667
ZNF764	0.111166666666667
C8orf45	1.19675
FHL3	0.1845
SPATA5L1	-0.7355
MMRN2	2.47983333333333
NDST1	0.546
COL20A1	-0.332166666666667
ZNF248	-0.367
PELP1	-0.180333333333333
MBL2	-2.26966666666667
RNF41	0.668
C5orf24	0.1735
THOC5	-0.08
SERINC3	0.226583333333333
RP11-151A6.2	1.5965
CDCP2	-0.08125
HIST1H2AA	0.72925
C11orf75	-0.227666666666667
FKBP7	0.58075
DDOST	-0.074
GPNMB	0.471166666666667
TTF2	-1.4555
KCNT1	0.141166666666667
SLC39A14	-0.7345
NGRN	0.4477
GPR137B	2.0135
MECP2	0.141625
PSMA1	-0.6935
C16orf73	-5.2385
TMEM60	-0.274166666666667
CSN3	-0.995
NOS1	0.0163333333333333
RAB7L1	-0.310833333333333
YBX2	0.6295
KIAA1166	-0.527125
FUBP3	0.587166666666667
ABCG1	0.926
ACACA	-0.175583333333333
ARL11	1.4569
ATOH1	-0.218
ODF1	-0.055
CREB3L3	-2.16283333333333
TMEM127	0.719785714285714
DSCAML1	1.14775
PLN	2.349
LYPLA1	0.115416666666667
PRDM9	-1.59475
SASP	-0.01425
PLUNC	0.549833333333333
INTU	1.19275
HISPPD1	-0.0875
LNPEP	0.1765
YARS2	-0.4545
APCDD1L	-1.111
ZCCHC4	-0.5247
FBXO22	0.0968333333333334
TTLL13	-0.534
ZNF669	0.169833333333333
PTGDR	1.50325
DDX27	-0.4755
KIAA0409	-0.2485
GJB6	0.33
ASB8	0.838
PLP2	0.0613333333333333
MEPE	0.56825
OR10J5	0.045
KRT222P	3.036
COQ7	0.4225
C1orf101	2.13225
RERG	3.7723
CHMP5	0.218
THAP11	-0.15125
ZNF43	0.645
ZRANB3	-0.525666666666667
KRT13	1.847375
MRPL19	-0.472875
RBBP9	0.370625
SPATA17	1.659125
BXDC5	0.500166666666667
PAFAH1B1	-0.074
MAGEE1	0.3155
OSTF1	0.22775
KIAA0323	0.441666666666667
TXNDC13	-0.821666666666667
CNTN4	2.760375
LCE1B	-1.2435
UNQ501	0.277
ZNF154	0.72475
C3orf64	-0.21575
SYT5	-0.0984
PON1	0.611
FLJ10357	-0.013125
ATP4A	-1.483
GNPDA1	-0.395
MGAT1	0.7555
C14orf121	0.41625
SLC35B2	0.29725
MIER3	0.485166666666667
CHEK1	-3.442125
ZNF8	0.484166666666667
TXNDC1	-0.0105
CKB	-0.5109
RTN3	0.0736428571428571
FZD2	0.394166666666667
PART1	0.142625
PSMB6	0.30875
PCDHB8	-0.3825
PHC3	0.4172
PPP1R8	-0.126166666666667
NOVA2	1.36933333333333
TNFRSF11B	-2.8565
GOLPH3	0.868666666666667
UBLCP1	-0.09375
SUHW3	-0.688
TTLL1	2.1225
OPN4	0.426
OR13G1	0.2175
ZPBP2	0.358
HSD17B11	-2.353125
C9orf50	1.183
DHDDS	0.223785714285714
CTSW	0.5454
NEFM	-1.6425
MRPL28	-0.07475
SYN1	0.335666666666667
PIGV	0.511
ZIM2	-0.6795
APBB1	0.3545
SND1	0.09125
C1orf123	-0.204
CHD3	0.56825
BHLHB8	0.0275
RNASE2	-0.7325
BCAP31	0.03925
SLC25A44	0.796166666666667
CHD6	0.3911
PIB5PA	2.12723076923077
SELS	0.6555
LOC541471	-0.437
FAT2	0.741
ZNF81	-0.0975
OR4C16	0.3085
FLJ10081	-0.059
LRRC4	-0.2745
CS	-0.955666666666667
N4BP2	-0.31975
IGFBP7	2.4305
ZNF318	0.22725
NDNL2	0.147375
ZNF609	0.238
SIRT4	-0.29125
EXOSC10	0.1525
ECE2	0.0976666666666667
OVGP1	1.4335
GTPBP3	-0.891
PACS2	0.7608
C19orf36	-0.0323333333333333
ARL4C	-1.067625
ATG4B	-0.163375
UBQLNL	0.456
RHOXF2B	-3.9885
PLEKHG2	-0.336
GALR1	-0.343
AQP4	0.107833333333333
HDAC7A	-0.224166666666667
DCUN1D3	0.10275
OR8A1	0.18
CCRN4L	0.099375
CBR4	0.1625
KIFC1	-0.949666666666667
SLC7A14	-1.2195
LHX5	-1.286
TRPC7	-0.1285
LPXN	-0.889
SERPINA1	0.381
RPS13	-0.781
BPIL3	-0.6095
PRKAA1	-0.519
FADS2	1.3489
ENAH	0.857625
PRO1768	-0.5235
APBA2BP	0.1195
LIPH	2.275
C3orf33	-0.442
RCC2	0.153428571428571
ALDH1A2	-3.8869
RNF103	1.7435
AHCY	-0.78675
ALG12	0.45
CCL17	1.76575
ZNF543	0.727666666666667
ESRRG	3.7723
CNGA1	-0.513
RDH5	-0.631666666666667
OTX1	-0.3299
PTGFR	-2.544
CDR2	0.518625
SELE	3.603
NLGN2	-0.827333333333333
EXOSC9	-1.11475
ZNF566	0.468166666666667
KLRC2	-5.4505
GPR12	0.601
KIAA0196	-0.34925
PDRG1	0.23225
SSR3	-0.728357142857143
MSI1	-0.98
CST9	2.893
CC2D1A	0.18375
PLAGL1	-0.425611111111111
ZNF778	-0.075
RNF2	0.610875
KLF6	0.523833333333333
THBD	1.35883333333333
tcag7.1314	0.97775
NR5A1	-0.3535
ABCD2	0.157
DNAJC7	-1.47
CLEC4C	0.198
TM2D3	0.807375
CCDC4	-2.3935
PLAC2	-0.07
DCD	0.361
FAAH	1.724125
POLA1	-0.5365
TM7SF2	-0.159125
FLJ39822	0.844
FLOT2	0.11875
MAP4K1	-0.87
SRP68	0.52025
C21orf74	-0.5545
ARPC5	0.632
LOC126075	1.391
HECW2	1.269625
ZDHHC4	0.25325
ANKRD42	0.8357
PDE9A	-1.39883333333333
ABCA8	-0.4425
NDUFS2	0.70275
UBR5	-0.34525
BTBD16	-2.141
LOC554174	-0.0765
ZNF20	1.1835
KIAA1843	0.164
WDR17	-0.211375
C15orf33	1.2745
RNF113A	-0.3735
CAMKK1	-0.582
CLCN2	-0.022
ANXA6	0.0025
LOC340069	0.2255
EMID1	2.026
DPM3	0.0659166666666667
ELA1	0.13
SLC25A13	-1.8476
KRT24	0.26625
SMPD1	0.609833333333333
TH	0.029875
COL6A2	1.79242857142857
ANKS1B	1.82825
GPR126	-4.3077
ZC3H12A	0.285833333333333
TMEM47	0.519166666666667
C2orf51	0.0515
C1orf88	2.18033333333333
HSF2BP	0.797
AKAP10	0.05425
RPAP3	-0.2405
KLHDC8B	1.088
STOM	1.0498
MUPCDH	0.144125
C10orf72	0.15
PLEKHA3	0.7735
TCP11L1	-0.08375
CWF19L1	-0.36775
SPEF1	1.96592307692308
YSK4	0.52475
ELN	2.1906
SAMD8	0.0151666666666667
MPI	-0.914166666666667
MEPCE	-0.166
ABCC3	0.51025
NANOGP1	-3.873
KCNK17	2.0565
HLA-DMB	3.66833333333333
RRAGA	0.837
ANGEL1	-0.318
RBM32B	0.136
CPN1	-2.9925
MGC52282	-0.3044
HLA-A	1.87625
OR9G4	0.2275
EDNRB	-2.304
SCD	-1.25121428571429
C14orf80	-0.506
BAGE2	-0.4005
RABL4	1.75683333333333
RCVRN	0.164
SHANK1	0.219
NLRP7	-2.4025
CD226	0.5925
STAT3	1.415125
SYNJ2	-1.0945
TPCN2	0.0328333333333333
WDR36	-0.6895
MBD4	0.05975
ROBO1	-0.904
ST3GAL6	-2.78725
SLAMF8	3.1805
ATN1	0.163
GPR141	0.8195
KRT36	-0.0845
TPH1	3.038
DDX52	-0.4135
ZSCAN29	0.242
TRPT1	0.1675
DPEP3	0.7305
DENND4A	-0.33375
TSPAN16	0.5105
PTCHD2	-0.0715
LOC145814	-0.51075
CAP1	0.919333333333333
EIF5A2	-0.6396
NT5DC3	-0.4695
SEPT9	-0.84575
SEZ6L2	0.906625
EGFLAM	2.6635
VPS11	0.006375
NDUFB5	-0.428
CIDEA	1.2275
IER5L	0.599
N6AMT1	0.2795
FAM83C	-0.396
OXR1	0.14725
IRX1	0.094
DGKB	0.266166666666667
GCN5L2	-0.92
MIR16	0.75475
FBXW9	0.67125
WDR4	-1.35583333333333
PDC	-0.213
VPS33B	0.49475
HEXB	-0.089
FLJ32214	0.33575
TCEB3	-1.10775
CRLF1	-3.511
ABI3BP	0.838
C8orf22	-4.2885
PYCR1	-0.203
KIAA1706	-0.2695
CDK5R2	0.37875
WAS	0.024
C12orf60	0.964
CCBL2	0.159375
MADD	0.4685
C5orf34	-1.16475
WDR42A	1.0815
KLF12	-0.364
HSPA1A	1.9385
ITM2C	-1.2225
DAPK2	1.51833333333333
LOC442590	0.2735
SUMF2	-0.495
CENPA	-2.33123076923077
TMED5	-0.288
CDH6	-0.3825
BRP44	0.69225
THG1L	-0.92625
GABRA2	-1.818
C14orf166	0.00525
MYL1	-1.38366666666667
TNFSF18	0.0415
PAP2D	-0.043
PPIB	-0.02125
KLHL4	-0.13725
SFN	-0.000666666666666658
CCDC127	0.91375
FRAP1	0.2245
GOLGA5	1.0525
SDCCAG1	-0.122125
MGC21675	-0.0798333333333333
C10orf95	-0.94
KIAA1345	-0.264833333333333
C1orf163	-0.925
LACE1	-0.097
OR10K2	-0.1735
CENPN	-2.22364
TMED2	0.88175
UGT1A6	-1.573
ANG	-0.487
U2AF1	-1.0855
CASC2	0.0698333333333333
NMT2	-1.75616666666667
OSGEPL1	0.174875
DFNB31	-0.9025
SLC6A20	0.0625
DKC1	-1.08425
FXYD4	-0.6305
WDR64	0.75175
MGC5590	0.9375
CREBZF	-1.12466666666667
DAZ1	0.1945
PRPSAP1	-0.1285
GCHFR	-1.0245
TTC7A	-0.7365
LOC196993	1.81
UBD	0.842
S100A1	0.194375
RPL6	-0.298666666666667
DNAJB6	0.7142
NAGS	0.6629
C2orf58	0.232
KERA	2.402
MT1X	0.2573
UBE2B	0.438
KEAP1	0.3305
MST1	-2.908375
OMA1	0.8995
ABLIM2	1.9725
BCL2L13	0.381916666666667
JAZF1	0.138833333333333
TMEM63B	0.648
S100A8	-0.2611
ARFIP2	1.25975
UROS	0.8835
KHDRBS2	-1.0645
POLQ	-2.3135
SOAT1	-1.9555
SPAG4	-1.52
MRPS30	2.4685
LOC494141	-0.29075
OR2T11	0.6825
ORAOV1	-0.7996
ZNF184	0.4245
TCEB3B	0.127666666666667
ADAM21	0.925
GDPD1	0.6975
SPINLW1	0.69875
PRR14	0.482833333333333
KCTD9	-1.9953
NUDT3	0.2505
KIAA1822	1.0447
HIST1H4K	0.964
DFNA5	-1.743
GABPA	-0.13775
C14orf44	0.5715
POLB	1.494625
PTAR1	-0.282
SEC31A	1.1141
TRIM58	-1.799
TAS2R14	-0.0335
VPS8	0.739625
H1F0	0.917166666666667
PRKCB1	-3.16216666666667
UGT2A1	0.388
TOR1B	-0.48325
LSS	-0.563833333333333
C2orf19	0.823
HNRNPC	0.667285714285714
TMEM100	-2.13966666666667
LOC116349	0.22
OR51M1	0.5055
CCDC142	-1.06925
ISG15	1.3040625
ZCCHC14	0.489625
CREBL2	0.726875
TGDS	-1.07525
DC2	-0.13425
CACNA2D3	-0.303071428571429
ZNF429	-0.2395
LYPD6	-0.1965
SUCLG1	-0.0971666666666667
OR51I1	-1.0365
MAGEH1	1.1475
PRPF40A	-0.7055
SMR3A	1.8115
SPINK2	-2.07275
THAP2	0.817375
NPY5R	3.3005
IRF4	-1.364
SPESP1	-1.65316666666667
OR10S1	0.588
DTD1	-1.67175
TUBE1	-0.3205
DDX19A	-0.899
PDPN	-0.3945
TMEM34	0.601833333333333
MGAM	3.358
COL3A1	5.41733333333333
GFM2	-0.1498
OR5A2	0.2165
PSG9	-0.831
ARHGEF11	0.305333333333333
IVNS1ABP	-0.56575
SIGIRR	1.10875
DUSP19	-0.26625
DNAJC14	0.3798
ACSS1	-0.324375
IL1RAPL2	0.5495
C4orf30	0.19
SEPT4	2.01975
LANCL3	-2.45875
SPAG17	3.46616666666667
PRDX3	-0.659
HNF1A	-2.080375
P4HA2	-0.1605
RFWD3	-0.719833333333333
MOV10	-0.3445
DNAJA5	0.311071428571429
LOC729440	0.06525
LOC200383	1.49728571428571
SMC2	-1.46325
MIXL1	-1.3275
TMEM9	0.5405
FAM86A	1.46
ZNF174	0.6012
MYH14	-0.955
CCR8	0.91375
VPS37C	0.924166666666667
GPATCH1	0.106833333333333
B3GNT8	2.7175
TBX4	-0.2355
CNR2	0.382
PCDH1	1.20975
C5orf29	3.27475
OCIAD2	1.2965
PLCG2	0.51475
KIAA0247	1.960375
HRH3	0.2906
CAPN13	4.20925
CCR1	-1.2402
MGC15523	0.273055555555556
UVRAG	0.611
DNAJA2	0.713333333333333
ITGA2B	-0.834333333333333
CLDN5	2.745875
PTPRN2	-0.320357142857143
ZNF512	0.791
PSAP	1.13235714285714
CCDC140	-0.2
LRRC55	-0.0125
CYP26C1	0.6905
C8orf47	-0.577
LYN	-0.532125
DUSP6	-0.679
TGFB3	3.1666
ELK1	-0.597
PCDH11Y	0.0163333333333333
HGD	-2.6815
C17orf58	0.5295
MYO3A	0.013
SERPINE2	-4.30033333333333
AARSD1	0.1315
C14orf73	-2.0455
ADAM33	0.113
ZNF491	0.385
MAPK6	-0.425
TCN1	5.60866666666667
SLC24A6	0.8355
UBE2R2	0.1685
H1FNT	0.06425
TATDN2	0.188333333333333
LILRB1	1.051
P2RY5	1.081
NUCB2	-0.28175
C2orf37	0.31125
SNX27	0.026
MTA3	0.747375
FOXO4	0.278125
ID4	-0.444666666666667
SOX5	-2.12333333333333
PXMP3	0.94525
OR52M1	-0.284
SFT2D3	0.5395
INA	-3.2375
MCOLN1	0.70025
NFIX	0.1056
CLEC14A	4.43383333333333
HIBCH	0.117333333333333
PLA2G5	1.30275
TIMM10	-0.01
MED17	-0.2606
COL4A4	-1.3125
TPP1	1.02783333333333
GJA3	-1.398
TMPRSS5	-1.5205
AADACL3	0.4635
DNMBP	0.02525
ENPP5	4.77183333333333
NQO1	-0.3996
ZSCAN2	0.048875
SEC24C	-0.0358333333333333
GTF2A1L	0.449
AXIN2	0.00939999999999998
FAM33A	-2.03033333333333
C16orf13	0.197875
SPNS2	0.5645
TAF1	-0.00675
AP1G2	0.312333333333333
