Hybridization REF	TCGA-AQ-A04L-01B-21R-A10J-07
HCRTR1	0.646
LOC399947	-0.601
PSD2	-0.45125
TIGD2	-0.742666666666667
SCRN1	1.990875
COQ10A	-0.4035
DDI2	-0.0535
METTL7B	-0.385166666666667
UCN2	0.8085
FAM92A3	0.028
WDR16	0.00200000000000002
ZNF511	0.602333333333333
ZMYM5	-0.9065
POLR3G	-3.35125
ZNF586	-0.39425
C1orf49	0.189333333333333
TANK	0.707166666666667
RCAN1	-1.571
PELI3	2.02866666666667
LIMD2	-0.10175
TMEM189	0.0175
NTN4	-1.724625
LOC151300	-0.453
CLEC2A	-0.4955
GPR135	-0.9785
DPYSL4	-1.6697
JAK2	-0.904666666666667
TSHZ1	-0.0308333333333333
TM9SF4	0.881125
ZNF264	0.607166666666667
SIRPG	0.75725
BICD1	-0.3775
HERC6	-0.335166666666667
METTL5	-0.509
CASP1	-0.8835
PRRT1	-0.4985
PLA2G4C	1.339
ICA1L	-0.507214285714286
TPTE2	0.0558333333333333
OTUD7A	1.20266666666667
AQP11	-1.5485
APOA2	-4.1583
KALRN	-0.8511
SECTM1	0.75125
IFNAR1	0.679
TALDO1	0.51475
RAB11FIP4	0.0111666666666667
EIF5A	-1.6055
FAM49A	1.18975
NEGR1	-0.0716666666666667
YTHDC2	-0.601125
EHD2	-0.10775
NCF1	1.9851
SCRT2	1.628
HOXA5	3.32133333333333
NUP133	-0.58025
FGF12	-1.2998125
SLMO2	0.150375
SNTA1	0.346875
CACNG2	0.26125
GCM1	0.9785
ELF1	0.513166666666667
TLR5	2.631
TCFL5	-0.670833333333334
RBMY2FP	-0.6575
LOC100125556	0.777875
FAM129B	0.66625
MAP3K7IP1	0.25575
NCK2	0.0735
OXA1L	-0.5145
FMO9P	0.1955
ZSCAN12	-0.292
PSMD12	-0.240166666666667
HSCB	0.16625
CLDN10	-3.31575
MGC13053	-0.3165
HPCAL4	-0.802666666666667
ASZ1	-0.3085
MEX3D	0.678833333333333
NFAT5	-0.3757
CSPG4LYP1	-0.325833333333333
FBXO3	-0.0397
DVL1	0.711166666666667
CMKLR1	0.606166666666667
TYMS	-3.68525
PEF1	1.10475
ZNF750	2.33633333333333
MCM5	-0.8643
MEGF11	-0.5945
KCNK7	0.332
PTP4A3	0.7835
C1QTNF2	0.950833333333333
OR6S1	0.0435
FAM122B	-1.55225
ZNF551	-0.538625
HBQ1	-2.5055
GEMIN6	-0.57925
ARSK	-0.91
RBP7	4.11083333333333
CPNE9	0.151
DSC1	-0.0945
LOC730112	-0.464
MAP2K4	-0.086625
HS3ST5	-1.5505
EPB41L3	-1.5145
TEKT2	2.48
CDKN2B	0.395333333333333
ZNF480	-2.00475
MAP3K6	1.1581
MAP6	2.2405
HN1	-0.8109
OR2L13	0.284666666666667
SLC16A11	0.4575
FAM96A	-0.53925
APOL1	-0.47175
C5orf32	-0.74825
RTP1	-0.409166666666667
RNF175	0.120625
ZBTB41	0.785875
AHCTF1	-0.3658
SAE2	0.2466
ITGA2	-0.569666666666667
MME	0.69
CCDC14	-1.317
MAST4	0.207357142857143
KRT33B	-0.5005
KCTD2	0.19
WDR26	0.249583333333333
MFI2	-0.5005
NR4A3	0.0035
ARSA	0.51875
UNKL	-0.6425
SULT6B1	0.0685
CCNA2	-2.5655
SOX15	-0.1145
PPAPDC1B	1.6535
C19orf44	-0.0055
MCAT	1.38258333333333
ARID1B	0.434875
OR52N1	-0.223
C12orf48	-2.09675
MAGI1	-0.104625
NIPA2	-0.2525
GBX2	-1.49025
RSHL3	0.81625
RAVER1	0.894166666666667
C15orf17	-0.17175
SLC30A2	0.533625
ZNF518	0.35475
PCYT1B	-1.8465
C10orf114	-1.66125
EIF3H	0.507083333333333
SLC25A39	-0.106666666666667
KIF1B	0.309875
AMOTL2	0.4185
C6orf120	0.113125
PSRC1	-1.83675
PLA2G10	-0.758
KIF5C	0.375875
MRPL37	0.158
C17orf62	-0.00783333333333333
C9orf135	-1.64033333333333
DUSP10	2.0392
CLCNKB	0.2065
PSMA5	-0.322
C8orf53	0.409
AMPD3	1.20933333333333
PIAS1	0.28425
ADCYAP1R1	0.0245
GYLTL1B	1.42325
CDH20	0.1305
FBXO7	-0.41425
TMEM134	2.3325
FLJ14213	0.252666666666667
ZNF3	0.73825
LRRFIP1	0.667541666666667
CNOT2	0.0708333333333333
ABI3	1.6325
ALDH5A1	-1.4565
HNT	2.8786
SERPINA4	-2.46525
TK2	0.755583333333333
STMN1	-1.80266666666667
GUCA2A	0.174166666666667
GALNT10	0.814428571428571
DPP6	-0.5052
C9orf93	-0.155625
PRELID2	-1.28225
STK39	-2.150125
SFTPA1	-0.847
CKS2	-3.23844444444444
RHO	0.221875
C20orf135	-0.003
XKR3	-2.3205
CR1	-0.04775
RPS6KA2	0.144928571428571
C20orf112	0.865
MRPL22	-0.821
C4orf23	0.2585
GADD45B	1.44
KLHDC1	1.59533333333333
C2orf48	-1.522
ZNF287	0.632
DAAM2	-0.83225
DPPA2	-2.8335
TCTN3	0.733666666666667
DNAJB11	0.2335
FPR1	3.5455
DEFB4	0.183
PTCD2	-1.5805
SMOC2	4.69216666666667
CABP7	0.5095
SERPINB11	-0.00275000000000001
MAGEF1	0.131
NDE1	-0.301333333333333
ITGA10	-0.0035
FSHB	0.0495
ANXA2	0.591
HORMAD2	-0.02225
HLCS	0.5325
MCF2L	1.30508333333333
FH	-0.132875
TBC1D24	2.09625
KIAA1505	0.22225
LGALS2	-3.388
CNBD1	0.024
SYNPO2L	-0.30725
PTPN23	-0.534285714285714
C1orf183	-0.209666666666667
MAGEA8	-2.7805
DGCR8	-0.969375
GSR	-0.97725
PAQR7	0.8
ZNF676	-0.4445
CACNA1C	-0.3988
SP7	0.321
PDCD6	-0.83875
NRN1L	0.3825
BRI3BP	0.0280833333333333
KIAA1183	0.42125
ASB4	0.092
CCL23	0.1625
OBSL1	-0.374375
SLC12A7	-0.575083333333333
KIAA0240	0.3235
CD1B	-3.18916666666667
FCGR2A	1.163625
MDC1	-1.968
HTR1A	0.428
OCEL1	0.45425
ATP11B	0.517125
FBXO34	-0.025
PCDH12	3.57033333333333
RPE	-0.7895
C17orf74	0.325
CSDC2	0.655166666666667
PET112L	0.8565
TMBIM1	0.727875
P2RXL1	-0.417
TCHP	-1.43825
TRMT1	0.074
F2RL2	-0.351083333333333
LRRC32	2.90816666666667
IMPG2	0.0975
BGLAP	-0.05025
LOC493869	-1.645
MRAS	1.150875
SLC35F5	1.587
CBWD1	-0.0835
AXL	-1.61175
ATP2C2	2.68775
TELO2	-0.022
PNPLA3	1.069
PCDHB14	0.28875
CD276	0.621
KRT80	-0.182125
DUSP28	1.009
CSNK1E	0.523333333333333
SRP14	0.1815
KCNQ4	-0.271
KRT72	-0.0286666666666667
CCDC117	0.228375
C6orf89	-0.668388888888889
TUBB2B	-2.58033333333333
RTN4IP1	-0.16275
CR1L	-3.95666666666667
CEND1	0.46175
C12orf41	-0.544833333333333
RNF31	-0.2685
UBN1	-0.0855
C17orf32	0.056875
SLC5A7	0.88925
GPR92	0.514166666666667
ESAM	2.2861
CTNNA1	-0.0876666666666667
HRBL	0.0742
CBX4	-0.039
TMEM182	0.2525
SH3TC2	0.639666666666667
IL10	0.399833333333333
PXMP4	2.062
RNF167	0.0455
PAK7	-0.297166666666667
ETV3	0.0135
ATPIF1	-0.0298333333333333
LOC554207	-1.3675
OR8H1	0.27275
WDFY3	0.56625
DPM1	-0.075
GPSM1	-0.3575
WDR92	-0.0264
LRP1	0.727666666666667
ANKH	-0.00112500000000001
THUMPD3	-1.34575
POLR1B	-1.02625
OLFM4	7.97733333333333
RAD9B	1.05975
TSPY2	-3.2195
PAX6	-1.82
SCG2	-3.017375
SLC17A6	0.098
FMO3	2.239125
PADI4	0.276875
TUBB4	-0.7512
NLK	-1.40675
POU4F3	-0.1035
SDF4	0.759
ITGBL1	2.70116666666667
NETO1	-1.17625
TAP2	-0.299
ABBA-1	0.198416666666667
GNAI1	-1.22175
VPS4B	0.048
NOPE	-1.2112
GALNT6	2.734
SESN1	1.304125
GBE1	-1.61733333333333
CLASP1	-0.172
RASGEF1B	0.889625
ACOT11	-0.0267857142857143
AFAP1	-0.30775
OR2H2	0.367
DPY19L2P1	-0.04125
DZIP1	-1.84425
SEC22C	-0.0945833333333334
GPR161	-0.10625
RNF146	0.62025
WDR74	-0.569875
GALP	-0.2075
PURA	0.47475
DNPEP	0.503166666666667
RP11-78J21.1	-1.8985
ERBB2	2.53475
FANCM	-1.59283333333333
NEO1	1.856
DDX3Y	-5.0145
RPS3A	0.694125
MXRA7	0.0175
LGALS3	-0.319166666666667
GLT8D1	-0.60225
CFL2	-2.50966666666667
UPB1	1.038
NAP1L5	-1.24675
CLDN14	3.389
DHX38	-0.421
BTBD1	0.35125
TARS2	-0.530166666666667
ABCF1	-0.9384
FCF1	0.085
LRRC49	0.32775
GUCY1B2	-1.6395
C1orf177	0.872833333333333
SMARCA4	-0.491857142857143
LRP8	-0.975
TAGLN3	-0.82125
MRPL14	-0.848
TTRAP	-1.25225
ZDHHC20	-0.1675
NFE2L3	0.60325
KIAA1377	-1.129625
PALMD	1.8959
TMEM43	-0.06225
TTL	-0.45275
STAT5B	-1.722
SSB	-0.997625
OR10H5	0.689
SLC22A13	-0.21425
AKAP3	0.58375
TIMM23	0.378666666666667
OAS2	0.736416666666667
KIAA0423	0.18675
TRIM11	0.2845
GLIS3	2.155875
TMEM50B	-0.283
ARHGEF4	-0.15925
DEGS1	0.404363636363636
TBL1XR1	1.6799
G6PD	-0.393
SP140	-0.3987
MUC17	0.149285714285714
NUDC	-0.1601
DNAJC5B	1.341
SCARA3	-2.0265
CPA3	3.57
BCAT2	-0.49175
MFN1	0.0568
NRG3	0.2315
SNX11	-0.169
PLEKHH1	-0.265833333333333
GPR177	0.410666666666667
HCFC2	-0.482
TCAP	-0.60375
MOCOS	-1.27375
C14orf93	-0.013
PRDM10	-0.299166666666667
SLC16A4	-0.785583333333333
SRGAP1	0.773666666666667
VIP	0.32125
DUSP27	0.138
LILRA1	1.0202
MC2R	0.264
MGC24103	-2.26575
MBTD1	-1.018
FUT11	0.268
USP33	-0.1044
C15orf39	0.46225
MAP3K12	-0.196625
PAAF1	-0.216166666666667
BARHL1	0.3205
FLJ16165	0.0245
PIWIL2	-0.81275
SYNE1	0.173166666666667
CMTM4	1.3695
TSPYL1	0.6568
GUF1	0.2085
TMEM157	0.5085
WDR44	0.502
HIST1H3C	-1.056
DKFZp666G057	1.367
RNPEP	-0.158
GAS2L2	1.6765
ADH4	-4.532
GRPR	2.19083333333333
FBXL17	1.291
ZBTB10	-0.097
Gcom1	-0.241444444444444
HTRA1	1.5945
ZNF585A	0.4415
SLC26A2	-0.226571428571429
OTOP3	0.1925
WISP1	2.55522222222222
ATP2B4	-0.270166666666667
FLJ10769	0.304
CRAMP1L	0.089125
CHST12	-0.733
RAB22A	0.90975
TARDBP	-0.439071428571429
STAU1	0.5065
CRB3	2.78366666666667
MIG7	0.57
CHMP1A	0.263666666666667
ZNF160	-0.0105
B3GALT6	0.423125
BARX1	-1.15433333333333
C6orf167	-1.6148125
NXNL1	0.229
DHX29	0.05025
HADHB	-0.70375
PLXNB2	1.407
ILDR1	-0.34225
SLC15A3	2.69775
GAS2	-4.62766666666667
C20orf69	-0.3785
NUMB	-0.43275
TNIP1	0.09275
MESP1	0.0215
PSKH1	0.90625
NSFL1C	0.206375
RHOG	0.26575
HEY1	-0.9865
KNG1	-1.916125
ITGAX	1.9103
LIN9	-1.086
CANT1	0.667375
XRN1	0.403142857142857
CCDC96	1.2144
HEATR6	-0.7835
GNG7	-0.602
RUNX2	1.129
SOX1	0.609333333333333
FCRL5	0.0639
ZNF99	0.177125
FAM9A	0.521
SNX22	-0.057
MBNL3	-1.89
ODC1	-2.0367
ADORA2B	-0.790333333333333
NR2F6	1.05675
ZFYVE16	0.174
SYNJ2BP	0.3441
POLE	-0.67525
E2F2	-0.660625
THRA	0.149666666666667
PTGES2	0.261333333333333
HIP1R	1.1795
TMUB1	-0.7275
ENO3	-1.95625
RSPH10B	-0.6845
CXorf39	0.680875
IRGC	0.00849999999999999
GPR109B	1.4985
FLJ13305	-0.7205
LCE3A	0.109
TNFRSF18	-0.4225
DET1	0.01725
TRPM3	-0.267666666666667
C16orf79	-1.1355
FECH	-1.01566666666667
RAP2A	-0.261166666666667
CRIP1	2.827
AZIN1	0.053
SLC7A7	3.16275
IL10RA	0.2798
TMEM64	0.206
CDC42EP4	1.4395
C16orf58	0.5114
ARG2	-2.592
POU5F1P4	-4.6055
FAM62B	-0.23425
DNAH8	-2.1635
ASH2L	-0.274625
TSLP	-4.6205
CNTNAP5	-0.039
TMEM16C	-0.85
IFNA14	0.2525
SLC1A3	0.195625
CABYR	-0.51475
BCL7B	-0.6999
NUDT13	-0.053
C13orf28	0.10125
C1orf53	-0.40375
ARL6IP4	0.0999
RPL35A	-0.03725
EMR3	0.5065
RAB40C	0.66025
SLC41A1	-0.438166666666667
LRCH1	-0.43975
LY6G5B	-0.841
FAM124A	-0.480714285714286
MGC10981	-4.0345
CLIP3	0.1096
MAP4K2	0.780666666666667
CHIC1	-0.308
SULF1	4.5425
C20orf30	0.254142857142857
PRDM5	-0.434875
ELOVL1	1.29275
C11orf48	0.055
SLC39A10	-1.06125
KCNV1	-0.0985
ACP1	-0.423333333333333
ZMYM2	-0.827375
B3GNT6	-0.157833333333333
C9orf69	0.958
C2orf15	1.09075
C20orf166	0.0165
HSP90AA6P	-1.2215
EDG7	2.7825
NEURL	-1.67725
LPL	0.0741666666666667
CLEC2D	0.291571428571428
GRRP1	1.5205
CD8B	-3.4855
HIST1H3D	-1.39533333333333
SLC6A12	0.1805
FAM27L	0.2975
CD84	1.5342
RASA1	-1.1
PHKG1	3.0955
MAGEA11	-1.719
IMPA1	-1.5414
NPM3	-0.66375
RARRES1	4.52825
SH3BP1	0.429
B3GNTL1	-1.312
ARPC5L	0.133
KLHL26	0.294
SIM2	1.1375
GJC1	0.709
C20orf194	0.47175
EXO1	-2.5095
SLC2A2	-1.87483333333333
LOC285074	-0.556
LRG1	-0.71275
KIRREL	0.446
PIK3R1	1.09164285714286
C4orf34	0.79325
MAF	-1.68233333333333
ADCY4	2.83116666666667
ZMIZ2	0.3666
SLC46A3	0.495833333333333
STAMBP	-0.537833333333333
CCDC16	0.0845
MS4A12	0.4535
TCF20	1.0205
LRRC46	0.3415
C20orf152	0.7685
MRPS6	-1.141375
ABCB11	-0.2595
KCNC2	3.53616666666667
CDH19	-2.26116666666667
C9orf123	-0.3775
SSH3	1.609125
LDLRAD1	-0.2615
CCBE1	-0.75775
ZNF135	-0.7475
TAAR1	0.5445
WFDC12	1.565
CCDC42	-0.0636666666666667
FLJ12529	-0.3075
PER1	0.5955
TIMM50	-0.261
SMARCAD1	-1.36966666666667
FAM26C	-0.0165
TP53TG3	-2.198
SH3RF1	2.0578
LMCD1	1.67875
GPR63	-0.398
FLJ21986	-2.64275
AIFM3	-0.00825000000000004
MICAL1	-0.873666666666667
BLZF1	0.259666666666667
IQCA	0.603833333333333
PCDHGC3	-0.4895
SAC	1.11875
BCL6B	2.17866666666667
DDO	-1.71375
MARCO	3.35425
DCHS1	1.19916666666667
C1orf170	1.03116666666667
CD200R1	0.318666666666667
C22orf15	-0.3855
SEPT11	-0.387333333333333
ADNP	-0.093
UST	-1.5985
C13orf34	-2.061
RFFL	1.01864285714286
APBA3	0.367
C2orf60	-0.3985
CUTL1	-0.2462
PMS1	-0.810375
ZNF689	0.818
EIF3E	-0.3845
IL9	0.134166666666667
RPL31	0.34075
LY9	-0.136666666666667
ATP2B3	0.29775
KDELR2	0.575
TFCP2	-0.42975
NLRP12	0.916625
FLJ45422	-0.7095
TLE4	-1.7871
ZNF570	-0.7865
FLJ43806	1.465
TLK2	-0.46375
CIR	0.764
MARS2	-0.412
COL24A1	0.3665
SDF2L1	-0.9015
HIBADH	-0.133
IGFBP3	-2.16285714285714
C12orf23	-0.142625
PSPC1	-0.47225
C20orf43	0.377
TRAV20	-0.06
ARHGAP24	0.7615
KIAA1975	-0.741875
C1QA	3.3717
DNTT	-4.25866666666667
C10orf6	-0.666833333333333
C11orf41	0.313125
HNRPF	0.676875
COL11A1	7.68566666666667
UBAP2	-0.6475
CDKN2AIPNL	-1.621
C20orf174	1.04825
SPRED2	0.6365
PLA2G12A	-0.0758333333333333
ICEBERG	-1.82133333333333
SCN10A	0.0505
C11orf65	0.1025
GBP5	3.811
PITPNC1	0.475166666666667
POU3F3	1.456
NCOA7	2.215
LIN7C	-0.2135
LOC348840	-0.7735
NKX2-2	-2.624
ANKRD13D	1.03175
LOC123688	0.75825
FUT2	1.83433333333333
TAAR8	0.5195
FZD4	0.293916666666667
PNMA3	-0.072
OR4L1	0.3195
WIT1	-1.79375
EXOC3L	1.9105
ATPBD4	0.3529
KRBA1	-0.80925
UBXD6	-1.9045
HOXB7	-0.7995
C7orf23	0.025
UNQ338	1.65075
STAB2	1.051
CDC20B	0.3145
IRF9	0.3255
CENTG1	2.23941666666667
TNPO2	-0.33125
MCPH1	-0.8915
BMS1P5	-0.145
SLC26A7	0.34375
HIST1H3J	0.08925
C9orf3	-0.4258
LBH	1.607125
MYO1D	0.93925
PTDSS2	-0.37325
NFU1	0.2175
DEPDC4	-1.4935
WNT7B	2.8976
GLP2R	-0.327
SETD4	-0.7838
DYNLT3	-0.3303
FKBP11	-1.12583333333333
SESTD1	0.621166666666667
FLII	0.42475
RPS16	0.84
CHPF	0.678
CSNK2A1	-0.1855
SUMO1P1	-0.0515
FKBP6	-0.944
ZNF214	-1.3565
TWIST1	0.0276666666666667
DDX56	-0.913666666666667
TRAM1L1	0.3724
EPO	-2.43933333333333
MRPS18B	-1.02925
ZNF682	-0.796166666666667
RPL14	0.0833333333333333
MAFF	1.296
LOC51136	-0.5255
LY96	-0.61825
DDX20	-0.05775
ABTB1	0.4545
ARL5A	0.219
CCT6A	-1.466
HEPACAM	-1.54783333333333
EHHADH	0.970833333333333
RBAK	0.263666666666667
CGB1	-0.0265
ITGB5	0.9204
YIPF3	-0.1765
FKBP2	0.27825
NR1D1	-0.3634
TMEM110	0.294
NEK2	-2.15383333333333
PRAMEF8	-3.08325
C20orf52	-0.498666666666667
PCDHGA3	-0.854
VWA3B	0.367
NDUFA5	-0.54475
THAP9	-0.54175
FLVCR2	-0.4805
AP1S1	-1.0535
SMAD6	0.72275
SAV1	0.607875
SAT1	0.85
ZNF251	0.956125
ADAMTS7	0.7336
RPP38	0.63525
C1orf211	0.034
YPEL2	1.63465
RBMS1	-0.75675
ZNF445	-0.483666666666667
NRXN2	-0.00933333333333332
PGBD4	0.289625
UGT2B28	-2.74325
WBSCR16	-0.7905
NLRC3	-0.12325
ASTL	0.302
ST6GALNAC1	-3.55475
ZADH2	-1.091
MLLT4	0.0824166666666667
ARL6	-0.454333333333333
MEF2C	0.49125
CBFA2T3	-3.62
AFF3	1.242
COG7	0.207333333333333
MYB	-0.390166666666667
PLXNA3	0.4935
XRCC2	-2.00766666666667
MMS19	-1.0135
ST8SIA5	-1.239
CHPT1	2.36916666666667
KIAA1712	0.419125
OR6X1	0.116
ACTR3	0.262125
UGCG	-0.0655
OR4P4	0.0695
ZAP70	-3.13825
LPP	0.995875
ZNF485	-0.9
PTPRCAP	-0.336
IL12RB1	0.28225
ATRX	0.0473
CHST8	0.3385
C14orf109	-0.29275
ARV1	-0.123
NMB	1.189
COX5A	-0.3385
EIF6	-0.2515
MPPED2	-1.27
SEMG1	-1.683
CHRDL1	-0.962
TRAF3IP2	2.1205
WNK2	-0.85025
LILRA4	4.09116666666667
LAMA2	3.34125
PXT1	0.082
RLBP1	-3.37475
CD300C	0.4795
SLTM	0.084125
FLJ10404	-0.3514375
APOBEC3D	-1.07533333333333
RENBP	0.436333333333333
ATXN7L1	0.288
NID1	0.044
TUBGCP3	-0.7995
ITIH5	0.171611111111111
CCDC110	2.5765
C8A	-2.92625
MGC87042	0.21625
HOXC13	1.19075
TFDP2	-1.17225
HCP5	0.42975
POLI	1.2425
UCN	-0.0158333333333333
ZNF764	0.490833333333333
C8orf45	0.13425
FHL3	0.78375
SPATA5L1	-0.34775
MMRN2	2.58133333333333
NDST1	0.935
COL20A1	-0.0913333333333334
ZNF248	-0.8525
PELP1	-0.637666666666667
MBL2	-2.52816666666667
RNF41	0.69875
C5orf24	-0.05675
THOC5	0.27675
SERINC3	0.322333333333333
RP11-151A6.2	0.70675
CDCP2	-0.16375
HIST1H2AA	-0.2865
C11orf75	1.35816666666667
FKBP7	-0.20625
DDOST	0.11975
GPNMB	1.159
TTF2	-1.35366666666667
KCNT1	-0.0186666666666667
SLC39A14	-0.992375
NGRN	0.6065
GPR137B	1.344
MECP2	-0.39625
PSMA1	-0.35825
C16orf73	-5.2325
TMEM60	0.9295
CSN3	-0.352
NOS1	0.274833333333333
RAB7L1	-0.0708333333333333
YBX2	0.717
KIAA1166	-1.02325
FUBP3	0.0728333333333333
ABCG1	1.5795
ACACA	0.0684166666666667
ARL11	0.2632
ATOH1	-0.059
ODF1	0.1595
CREB3L3	-1.79316666666667
TMEM127	1.05914285714286
DSCAML1	-0.76675
PLN	3.2595
LYPLA1	0.339833333333333
PRDM9	-1.6425
SASP	-0.57125
PLUNC	0.359666666666667
INTU	0.35325
HISPPD1	-1.27625
LNPEP	-0.639833333333333
YARS2	-0.759
APCDD1L	-1.524
ZCCHC4	-0.8775
FBXO22	-0.560666666666667
TTLL13	-0.1015
ZNF669	0.474833333333333
PTGDR	1.55925
DDX27	-0.2585
KIAA0409	-0.285333333333333
GJB6	0.03425
ASB8	0.62575
PLP2	-0.313166666666667
MEPE	1.98675
OR10J5	0.6715
KRT222P	0.243
COQ7	0.4745
C1orf101	0.16425
RERG	0.967
CHMP5	-0.323875
THAP11	0.059625
ZNF43	0.678
ZRANB3	-0.9785
KRT13	0.529125
MRPL19	-0.55
RBBP9	-0.072625
SPATA17	0.828875
BXDC5	0.302833333333333
PAFAH1B1	-0.958166666666667
MAGEE1	0.339
OSTF1	-0.47525
KIAA0323	0.300833333333333
TXNDC13	0.856833333333333
CNTN4	1.43775
LCE1B	0.382
UNQ501	-0.12925
ZNF154	-0.51075
C3orf64	0.3855
SYT5	0.0569
PON1	-0.1805
FLJ10357	-0.58125
ATP4A	-1.1205
GNPDA1	-1.64833333333333
MGAT1	0.283
C14orf121	1.04675
SLC35B2	-0.66425
MIER3	-0.172666666666667
CHEK1	-2.890625
ZNF8	-0.290333333333333
TXNDC1	-1.10016666666667
CKB	-0.7143
RTN3	0.401428571428571
FZD2	-1.41233333333333
PART1	1.613
PSMB6	-0.581
PCDHB8	-1.0125
PHC3	0.1567
PPP1R8	0.637
NOVA2	1.03666666666667
TNFRSF11B	-3.64775
GOLPH3	0.826833333333333
UBLCP1	-0.81375
SUHW3	-0.33525
TTLL1	1.49225
OPN4	0.0625
OR13G1	-0.2465
ZPBP2	0.0963333333333333
HSD17B11	-1.3445
C9orf50	0.051
DHDDS	0.657642857142857
CTSW	0.2384
NEFM	-2.55833333333333
MRPL28	-1.1885
SYN1	0.792
PIGV	1.176
ZIM2	-0.82125
APBB1	0.756333333333333
SND1	-0.4965
C1orf123	0.240166666666667
CHD3	-0.07625
BHLHB8	0.40125
RNASE2	0.756166666666667
BCAP31	0.394875
SLC25A44	-0.0688333333333333
CHD6	1.0608
PIB5PA	1.54161538461538
SELS	1.09675
LOC541471	-0.017125
FAT2	-0.536
ZNF81	0.233
OR4C16	0.484
FLJ10081	0.0882
LRRC4	0.387
CS	0.364
N4BP2	-0.962
IGFBP7	1.52425
ZNF318	-0.587333333333333
NDNL2	0.526375
ZNF609	0.035875
SIRT4	-1.62525
EXOSC10	-0.05125
ECE2	0.44075
OVGP1	0.6445
GTPBP3	0.35475
PACS2	0.1809
C19orf36	-0.478166666666667
ARL4C	-0.123625
ATG4B	-0.196875
UBQLNL	-0.5575
RHOXF2B	-3.1635
PLEKHG2	-0.215
GALR1	-1.1865
AQP4	-0.0605
HDAC7A	-0.103166666666667
DCUN1D3	0.028
OR8A1	-0.1065
CCRN4L	0.459875
CBR4	1.4015
KIFC1	-2.19816666666667
SLC7A14	-1.49116666666667
LHX5	-0.4095
TRPC7	-0.541
LPXN	0.25925
SERPINA1	-2.733875
RPS13	0.1604
BPIL3	-0.05
PRKAA1	-0.34275
FADS2	0.9036
ENAH	0.5093125
PRO1768	-0.2
APBA2BP	0.79675
LIPH	2.04083333333333
C3orf33	-0.23
RCC2	0.177142857142857
ALDH1A2	-3.3595
RNF103	2.1085
AHCY	1.831625
ALG12	1.209
CCL17	0.17375
ZNF543	0.624833333333333
ESRRG	2.7332
CNGA1	-0.211
RDH5	-0.539166666666667
OTX1	0.4635
PTGFR	-1.98533333333333
CDR2	0.47575
SELE	1.2645
NLGN2	-0.546
EXOSC9	0.003
ZNF566	-0.0381666666666667
KLRC2	-4.3995
GPR12	1.012
KIAA0196	0.279
PDRG1	0.88825
SSR3	-0.163
MSI1	-0.457
CST9	-0.6745
CC2D1A	0.430625
PLAGL1	-0.705055555555556
ZNF778	1.0395
RNF2	-0.839125
KLF6	0.6365
THBD	-0.126
tcag7.1314	0.6585
NR5A1	-0.118666666666667
ABCD2	-0.326
DNAJC7	-0.58225
CLEC4C	0.2785
TM2D3	0.522125
CCDC4	-1.481
PLAC2	2.085
DCD	5.821
FAAH	2.023125
POLA1	-0.5445
TM7SF2	-0.311375
FLJ39822	-0.067
FLOT2	-0.6645
MAP4K1	0.678666666666667
SRP68	-0.246
C21orf74	-0.0575
ARPC5	-0.243
LOC126075	1.00875
HECW2	0.312375
ZDHHC4	-0.61475
ANKRD42	1.0282
PDE9A	-1.35383333333333
ABCA8	-0.8855
NDUFS2	-0.34075
UBR5	-0.418375
BTBD16	-2.9655
LOC554174	0.4615
ZNF20	0.8325
KIAA1843	-0.2065
WDR17	-0.584
C15orf33	-0.6725
RNF113A	-0.337
CAMKK1	0.8285
CLCN2	0.261
ANXA6	-0.1025
LOC340069	0.2945
EMID1	0.74325
DPM3	0.141666666666667
ELA1	-0.2215
SLC25A13	0.6452
KRT24	1.146
SMPD1	1.4315
TH	-0.127
COL6A2	0.913714285714286
ANKS1B	0.936
GPR126	1.1214
ZC3H12A	3.18683333333333
TMEM47	0.222
C2orf51	-0.168833333333333
C1orf88	2.81266666666667
HSF2BP	1.02175
AKAP10	-0.4065
RPAP3	-1.1945
KLHDC8B	0.2695
STOM	1.1415
MUPCDH	1.359125
C10orf72	-0.254125
PLEKHA3	0.342416666666667
TCP11L1	-0.40175
CWF19L1	-0.00375
SPEF1	1.24707692307692
YSK4	0.18125
ELN	0.9189
SAMD8	0.285333333333333
MPI	-0.456833333333333
MEPCE	0.2853
ABCC3	-1.111
NANOGP1	-3.666
KCNK17	0.923125
HLA-DMB	4.14016666666667
RRAGA	0.136
ANGEL1	-0.957
RBM32B	0.2165
CPN1	-3.00775
MGC52282	-0.0828
HLA-A	0.0736666666666667
OR9G4	0.141
EDNRB	-1.69275
SCD	0.492
C14orf80	0.2705
BAGE2	0.0715
RABL4	1.24933333333333
RCVRN	-0.14
SHANK1	-0.388
NLRP7	-3.67275
CD226	0.5705
STAT3	1.316375
SYNJ2	-1.0137
TPCN2	0.740166666666667
WDR36	-1.44475
MBD4	-0.08525
ROBO1	-0.1038
ST3GAL6	-2.8925
SLAMF8	2.9935
ATN1	1.1795
GPR141	-0.01775
KRT36	0.284
TPH1	-0.5885
DDX52	-0.81675
ZSCAN29	0.110166666666667
TRPT1	0.034
DPEP3	0.69175
DENND4A	-0.770375
TSPAN16	0.372
PTCHD2	0.6945
LOC145814	-0.5625
CAP1	0.293833333333333
EIF5A2	-0.6761
