Hybridization REF	TCGA-A1-A0SP-01A-11R-A084-07
ICA1L	-0.277928571428571
TPTE2	0.283333333333333
OTUD7A	0.540333333333333
AQP11	-0.98425
APOA2	-4.3088
KALRN	0.6811
SECTM1	-0.230333333333333
IFNAR1	0.23325
TALDO1	0.49475
RAB11FIP4	0.510416666666667
EIF5A	-1.2715
FAM49A	2.804
NEGR1	-0.0816666666666667
YTHDC2	0.00237499999999996
EHD2	-1.18025
NCF1	2.9772
SCRT2	0.4445
HOXA5	-1.08983333333333
NUP133	0.19975
FGF12	-0.3184375
SLMO2	0.182625
SNTA1	-0.4115
CACNG2	0.162625
GCM1	0.208125
ELF1	0.125666666666667
TLR5	3.705
TCFL5	-0.898833333333333
RBMY2FP	-0.518
LOC100125556	0.20625
FAM129B	0.128125
MAP3K7IP1	-0.069375
NCK2	0.899
OXA1L	-1.467
FMO9P	-0.173
ZSCAN12	0.16925
PSMD12	-0.74
HSCB	-0.7075
CLDN10	-3.223
MGC13053	-0.52075
HPCAL4	-0.352
ASZ1	0.474
MEX3D	0.92525
NFAT5	-0.3706
CSPG4LYP1	-0.3665
FBXO3	-0.0366
DVL1	-0.200166666666667
CMKLR1	2.3525
TYMS	-0.535625
PEF1	1.35225
ZNF750	2.43733333333333
MCM5	0.578
MEGF11	1.97725
KCNK7	0.2445
PTP4A3	-0.0595
C1QTNF2	-1.246
OR6S1	0.117
FAM122B	-1.83275
ZNF551	-0.26275
HBQ1	-2.264
GEMIN6	-0.43475
ARSK	-0.635
RBP7	2.521
CPNE9	-0.04575
DSC1	1.3135
LOC730112	-0.78875
MAP2K4	-0.498375
HS3ST5	0.368
EPB41L3	-0.984
TEKT2	-0.47225
CDKN2B	3.44216666666667
ZNF480	0.11225
MAP3K6	1.7918
MAP6	0.6635
HN1	0.8523
OR2L13	0.0401666666666667
SLC16A11	0.0825
FAM96A	-0.88625
APOL1	-0.0514999999999999
C5orf32	-0.53575
RTP1	-0.0886666666666667
RNF175	1.7145
ZBTB41	0.857875
AHCTF1	0.2498
SAE2	0.6895
ITGA2	-0.61725
MME	0.694333333333333
CCDC14	-0.8295
MAST4	0.267071428571429
KRT33B	0.0235
KCTD2	-0.124
WDR26	-0.0739166666666667
MFI2	1.690375
NR4A3	0.065625
ARSA	0.6655
UNKL	-0.8645
SULT6B1	0.322
CCNA2	-0.947666666666667
SOX15	-0.735
PPAPDC1B	-0.112666666666667
C19orf44	0.218
MCAT	0.639083333333333
ARID1B	0.77925
OR52N1	0.4135
C12orf48	-0.69775
MAGI1	-0.63725
NIPA2	0.42075
GBX2	0.24125
RSHL3	0.502
RAVER1	0.2395
C15orf17	-0.21475
SLC30A2	1.00125
ZNF518	-0.7185
PCYT1B	-0.493
C10orf114	-0.2445
EIF3H	0.689833333333333
SLC25A39	-0.9015
KIF1B	0.7835
AMOTL2	0.46525
C6orf120	0.230625
PSRC1	-0.474
PLA2G10	-0.3745
KIF5C	0.621125
MRPL37	0.4375
C17orf62	-0.417
C9orf135	-1.00366666666667
DUSP10	1.0003
CLCNKB	0.0145
PSMA5	-0.206375
C8orf53	0.7075
AMPD3	0.676833333333333
PIAS1	-0.419
ADCYAP1R1	-0.263
GYLTL1B	1.6305
CDH20	0.2695
FBXO7	-0.04125
TMEM134	0.461333333333333
FLJ14213	0.0486666666666666
ZNF3	-0.70925
LRRFIP1	-0.266208333333333
CNOT2	0.36475
ABI3	2.306
ALDH5A1	-0.912
HNT	1.037
SERPINA4	-2.82025
TK2	0.431333333333333
STMN1	0.0544444444444444
GUCA2A	-0.0228333333333334
GALNT10	-0.275857142857143
DPP6	0.4498
C9orf93	0.145
PRELID2	-0.733875
STK39	0.901625
SFTPA1	-0.9655
CKS2	-0.859444444444445
RHO	0.13725
C20orf135	-0.30975
XKR3	-2.0115
CR1	0.629125
RPS6KA2	-0.299571428571429
C20orf112	0.714
MRPL22	-0.816
C4orf23	0.926333333333333
GADD45B	0.11075
KLHDC1	-0.339
C2orf48	-2.6305
ZNF287	0.5185
DAAM2	0.00549999999999999
DPPA2	-2.41233333333333
TCTN3	-0.463833333333333
DNAJB11	0.365375
FPR1	3.36725
DEFB4	0.217
PTCD2	-1.1386
SMOC2	4.6105
CABP7	1.956
SERPINB11	0.05
MAGEF1	0.085
NDE1	-0.882
ITGA10	0.2485
FSHB	-0.415
ANXA2	1.0175
HORMAD2	0.5035
HLCS	0.4395
MCF2L	0.868333333333333
FH	-0.106
TBC1D24	-0.00175
KIAA1505	0.52475
LGALS2	2.2495
CNBD1	0.5185
SYNPO2L	-0.6415
PTPN23	-0.151571428571429
C1orf183	-0.287166666666667
MAGEA8	-2.5685
DGCR8	-0.9935
GSR	-1.15075
PAQR7	0.6735
ZNF676	-1.237
CACNA1C	-0.2492
SP7	0.4715
PDCD6	-0.02375
NRN1L	-0.5545
BRI3BP	0.0446666666666667
KIAA1183	0.49675
ASB4	0.3125
CCL23	2.3716
OBSL1	-1.514
SLC12A7	1.92116666666667
KIAA0240	1.276375
CD1B	0.8
FCGR2A	1.15925
MDC1	-0.712
HTR1A	0.5875
OCEL1	-0.6595
ATP11B	-0.17125
FBXO34	0.017
PCDH12	3.0085
RPE	0.1025
C17orf74	-0.3525
CSDC2	0.390166666666667
PET112L	0.41025
TMBIM1	-0.84825
P2RXL1	-0.45425
TCHP	-0.34975
TRMT1	-0.484666666666667
F2RL2	-0.640916666666667
LRRC32	2.5355
IMPG2	0.085
BGLAP	0.3555
LOC493869	-2.14158333333333
MRAS	2.081625
SLC35F5	-0.9155
CBWD1	-0.2745
AXL	-2.11125
ATP2C2	-0.116
TELO2	-0.163
PNPLA3	-0.511
PCDHB14	0.72125
CD276	0.011
KRT80	0.067875
DUSP28	0.0315
CSNK1E	0.58975
SRP14	-0.3485
KCNQ4	-0.296
KRT72	0.450666666666667
CCDC117	-0.047125
C6orf89	-0.674611111111111
TUBB2B	1.765
RTN4IP1	0.13075
CR1L	-1.1665
CEND1	0.5125
C12orf41	-0.0331666666666667
RNF31	-0.24325
UBN1	-0.0481666666666667
C17orf32	0.45625
SLC5A7	0.41375
GPR92	1.8175
ESAM	1.9483
CTNNA1	0.195416666666667
HRBL	-0.8335
CBX4	0.26575
TMEM182	0.41425
SH3TC2	0.828666666666667
IL10	0.676166666666667
PXMP4	-0.9395
RNF167	-0.6135
PAK7	1.466
ETV3	-0.044
ATPIF1	-0.796833333333333
LOC554207	-1.70983333333333
OR8H1	0.20175
WDFY3	0.452375
DPM1	-0.79775
GPSM1	-0.1585
WDR92	0.2321
LRP1	0.053
ANKH	0.723875
THUMPD3	-1.24325
POLR1B	-0.105
OLFM4	4.06116666666667
RAD9B	1.7625
TSPY2	-3.175
PAX6	-0.768666666666667
SCG2	-2.648125
SLC17A6	-0.067
FMO3	3.756375
PADI4	0.064875
TUBB4	0.3514
NLK	-0.645
POU4F3	-0.2795
SDF4	-0.24875
ITGBL1	0.7515
NETO1	-1.420875
TAP2	0.961125
ABBA-1	0.503666666666667
GNAI1	1.0465
VPS4B	1.02125
NOPE	-1.0744
GALNT6	0.971333333333333
SESN1	0.808125
GBE1	-1.82866666666667
CLASP1	-0.07675
RASGEF1B	1.954375
ACOT11	0.810714285714286
AFAP1	1.5725
OR2H2	0.20025
DPY19L2P1	-1.21475
DZIP1	-1.501
SEC22C	-0.77475
GPR161	1.64733333333333
RNF146	0.889
WDR74	0.0605
GALP	-0.051
PURA	0.3275
DNPEP	0.44875
RP11-78J21.1	-0.684
ERBB2	0.922125
FANCM	-1.18716666666667
NEO1	0.4175
DDX3Y	-5.0292
RPS3A	0.874375
MXRA7	-0.7315
LGALS3	-0.802
GLT8D1	-0.45825
CFL2	-1.799
UPB1	0.1785
NAP1L5	-0.03575
CLDN14	0.06825
DHX38	0.0485
BTBD1	-0.301
TARS2	-0.0393333333333333
ABCF1	-0.1266
FCF1	0.129333333333333
LRRC49	0.72775
GUCY1B2	-0.573
C1orf177	0.213166666666667
SMARCA4	0.228428571428571
LRP8	-1.87466666666667
TAGLN3	2.7705
MRPL14	-0.989
TTRAP	-0.529
ZDHHC20	1.18325
NFE2L3	1.61675
KIAA1377	-0.402125
PALMD	0.6234
TMEM43	-0.50475
TTL	0.308
STAT5B	-2.03883333333333
SSB	-0.4605
OR10H5	-0.023
SLC22A13	-0.91425
AKAP3	2.256
TIMM23	-0.460333333333333
OAS2	1.35958333333333
KIAA0423	-0.01775
TRIM11	0.355166666666667
GLIS3	2.880375
TMEM50B	-0.19
ARHGEF4	0.27525
DEGS1	-0.862454545454545
TBL1XR1	0.8417
G6PD	-1.82075
SP140	0.6786
MUC17	0.143285714285714
NUDC	0.281
DNAJC5B	3.07233333333333
SCARA3	-1.83583333333333
CPA3	3.4685
BCAT2	-0.38775
MFN1	-0.1083
NRG3	1.149
SNX11	0.34225
PLEKHH1	-0.680833333333333
GPR177	-1.9445
HCFC2	-0.83
TCAP	-0.60275
MOCOS	-0.3
C14orf93	-0.5195
PRDM10	-0.508666666666667
SLC16A4	-0.977
SRGAP1	-0.318
VIP	0.03875
DUSP27	-0.0301666666666667
LILRA1	0.5356
MC2R	0.3845
MGC24103	-3.21325
MBTD1	-2.3455
FUT11	-0.7445
USP33	0.1635
C15orf39	-0.627
MAP3K12	-0.25375
PAAF1	-0.595833333333333
BARHL1	0.817
FLJ16165	-0.0305
PIWIL2	-2.60525
SYNE1	-0.145416666666667
CMTM4	1.397
TSPYL1	0.6135
GUF1	0.464
TMEM157	-0.285
WDR44	-0.65625
HIST1H3C	0.0015
DKFZp666G057	0.48375
RNPEP	-0.0765
GAS2L2	-0.1355
ADH4	-4.66375
GRPR	-0.164
FBXL17	0.55525
ZBTB10	0.371583333333333
Gcom1	-0.256777777777778
HTRA1	0.4126
ZNF585A	0.150666666666667
SLC26A2	-0.477428571428571
OTOP3	0.385166666666667
WISP1	1.16611111111111
ATP2B4	-0.1205
FLJ10769	0.09275
CRAMP1L	-0.122625
CHST12	-1.224
RAB22A	0.220083333333333
TARDBP	-0.0675
STAU1	-0.022
CRB3	1.30583333333333
MIG7	-1.146
CHMP1A	-0.1975
ZNF160	-0.161
B3GALT6	0.88875
BARX1	0.6375
C6orf167	-0.0194375
NXNL1	0.748
DHX29	-0.34675
HADHB	-0.6305
PLXNB2	0.816625
ILDR1	-2.1005
SLC15A3	3.03975
GAS2	2.0715
C20orf69	-0.355
NUMB	-0.40075
TNIP1	0.544
MESP1	0.1005
PSKH1	0.312
NSFL1C	0.031875
RHOG	0.131
HEY1	-1.81166666666667
KNG1	-1.551875
ITGAX	2.3818
LIN9	0.011
CANT1	0.448375
XRN1	0.292
CCDC96	0.5098
HEATR6	-2.20716666666667
GNG7	-0.804416666666667
RUNX2	0.6015
SOX1	0.3635
FCRL5	1.3133
ZNF99	-0.468875
FAM9A	-0.027
SNX22	0.7665
MBNL3	-1.794
ODC1	0.1333
ADORA2B	-0.00216666666666667
NR2F6	-0.29925
ZFYVE16	-0.697666666666667
SYNJ2BP	0.3474
POLE	-0.559
E2F2	0.288
THRA	0.32
PTGES2	-0.258833333333333
HIP1R	-0.1085
TMUB1	-0.5165
ENO3	-1.82
RSPH10B	-0.3235
CXorf39	0.00737499999999999
IRGC	0.33925
GPR109B	1.34075
FLJ13305	0.5475
LCE3A	0.043
TNFRSF18	-0.135666666666667
DET1	-0.433
TRPM3	-0.221545454545455
C16orf79	-1.601
FECH	0.297333333333333
RAP2A	0.731333333333333
CRIP1	0.247833333333333
AZIN1	0.284875
SLC7A7	4.1665
IL10RA	0.9484
TMEM64	0.20225
CDC42EP4	2.1374
C16orf58	-0.4816
ARG2	-0.45725
POU5F1P4	-4.918
FAM62B	0.025625
DNAH8	-2.0284
ASH2L	0.217375
TSLP	-1.36966666666667
CNTNAP5	0.0238333333333333
TMEM16C	0.16625
IFNA14	0.5265
SLC1A3	0.771
CABYR	1.508
BCL7B	0.1828
NUDT13	-2.27766666666667
C13orf28	-0.041
C1orf53	0.96075
ARL6IP4	0.0787
RPL35A	0.403
EMR3	0.846
RAB40C	-0.277083333333333
SLC41A1	-0.369166666666667
LRCH1	0.05725
LY6G5B	-1.0075
FAM124A	0.494428571428571
MGC10981	0.786333333333333
CLIP3	-0.3633
MAP4K2	0.390166666666667
CHIC1	-0.79925
SULF1	3.092
C20orf30	-0.204428571428571
PRDM5	-1.232625
ELOVL1	0.24525
C11orf48	-0.499125
SLC39A10	-0.22375
KCNV1	1.65925
ACP1	0.00866666666666667
ZMYM2	-0.762875
B3GNT6	-0.153166666666667
C9orf69	0.62475
C2orf15	0.87875
C20orf166	0.5755
HSP90AA6P	-0.2365
EDG7	0.871
NEURL	-1.678625
LPL	3.04566666666667
CLEC2D	-0.403428571428571
GRRP1	1.88516666666667
CD8B	-3.2535
HIST1H3D	-0.4285
SLC6A12	0.751875
FAM27L	-0.201
CD84	1.8015
RASA1	-0.567
PHKG1	-0.501
MAGEA11	-1.134
IMPA1	-0.343
NPM3	-0.72025
RARRES1	4.43625
SH3BP1	0.718
B3GNTL1	0.326
ARPC5L	-0.0705
KLHL26	0.19325
SIM2	0.599125
GJC1	0.372
C20orf194	-0.10125
EXO1	-1.039
SLC2A2	-2.13333333333333
LOC285074	0.57325
LRG1	-2.71225
KIRREL	0.1345
PIK3R1	0.572142857142857
C4orf34	-0.00475
MAF	-1.66338888888889
ADCY4	3.1635
ZMIZ2	1.6835
SLC46A3	0.1615
STAMBP	0.0176666666666667
CCDC16	0.14675
MS4A12	0.3795
TCF20	0.61275
LRRC46	-0.2015
C20orf152	0.13775
MRPS6	-0.137125
ABCB11	0.1835
KCNC2	0.420666666666667
CDH19	2.32616666666667
C9orf123	0.704833333333333
SSH3	-0.211125
LDLRAD1	-2.876
CCBE1	-0.6
ZNF135	1.765875
TAAR1	0.4555
WFDC12	-0.0135
CCDC42	0.3145
FLJ12529	-0.08475
PER1	-0.891
TIMM50	0.224666666666667
SMARCAD1	-0.110666666666667
FAM26C	0.099
TP53TG3	-2.71533333333333
SH3RF1	2.1604
LMCD1	1.583
GPR63	0.8205
FLJ21986	-2.54875
AIFM3	-1.372
MICAL1	0.453666666666667
BLZF1	0.0768333333333333
IQCA	-0.268333333333333
PCDHGC3	-0.06
SAC	0.000999999999999994
BCL6B	1.35133333333333
DDO	0.3535
MARCO	4.6895
DCHS1	0.372666666666667
C1orf170	-1.4315
CD200R1	0.6635
C22orf15	-0.338
SEPT11	0.653833333333333
ADNP	0.31925
UST	0.1146
C13orf34	-0.464666666666667
RFFL	-0.103785714285714
APBA3	0.791
C2orf60	-0.483125
CUTL1	0.1156
PMS1	-0.308125
ZNF689	-0.463
EIF3E	0.1165
IL9	-0.2344
RPL31	-0.060375
LY9	0.780833333333333
ATP2B3	0.08125
KDELR2	0.222125
TFCP2	0.484
NLRP12	0.289
FLJ45422	0.44375
TLE4	0.8838
ZNF570	0.2965
FLJ43806	-0.4645
TLK2	-0.893375
CIR	0.224
MARS2	0.581
COL24A1	0.026
SDF2L1	-0.9985
HIBADH	-0.754166666666667
IGFBP3	-1.69321428571429
C12orf23	0.151375
PSPC1	0.454
C20orf43	0.42975
TRAV20	1.1685
ARHGAP24	0.5195
KIAA1975	-1.65875
C1QA	3.6715
DNTT	-3.80183333333333
C10orf6	-0.598583333333333
C11orf41	2.4155
HNRPF	-0.403875
COL11A1	5.392
UBAP2	0.416
CDKN2AIPNL	-1.247
C20orf174	2.2975
SPRED2	-1.33375
PLA2G12A	-0.281833333333333
ICEBERG	-1.13266666666667
SCN10A	0.421
C11orf65	-0.33675
GBP5	4.39225
PITPNC1	-2.0385
POU3F3	0.9585
NCOA7	1.717
LIN7C	0.4988
LOC348840	-0.268
NKX2-2	-2.23325
ANKRD13D	0.0415
LOC123688	-1.248
FUT2	0.710666666666667
TAAR8	0.5935
FZD4	-0.64575
PNMA3	0.0411666666666667
OR4L1	0.648
WIT1	-2.44075
EXOC3L	0.90025
ATPBD4	-0.7099
KRBA1	-0.261
UBXD6	-2.091
HOXB7	-0.559428571428571
C7orf23	-0.787
UNQ338	3.199
STAB2	1.331
CDC20B	0.326
IRF9	0.65325
CENTG1	0.51325
TNPO2	-0.9235
MCPH1	0.5885
BMS1P5	-2.47625
SLC26A7	0.40725
HIST1H3J	0.63775
C9orf3	1.2182
LBH	0.6855
MYO1D	-0.082375
PTDSS2	-0.03275
NFU1	-0.3115
DEPDC4	-1.39475
WNT7B	-0.6927
GLP2R	0.0388333333333333
SETD4	-0.3166
DYNLT3	-0.5384
FKBP11	-0.512333333333333
SESTD1	0.439666666666667
FLII	0.23025
RPS16	0.1874
CHPF	-0.855666666666667
CSNK2A1	0.602
SUMO1P1	-0.3
FKBP6	-1.2355
ZNF214	1.16166666666667
TWIST1	1.03033333333333
DDX56	-0.5495
TRAM1L1	2.0196
EPO	-3.04583333333333
MRPS18B	-0.57525
ZNF682	-0.187166666666667
RPL14	-0.579166666666667
MAFF	-0.10925
LOC51136	-0.792375
LY96	0.6625
DDX20	-0.04975
ABTB1	0.342666666666667
ARL5A	0.75
CCT6A	-0.1325
HEPACAM	-0.937
EHHADH	1.65666666666667
RBAK	0.250333333333333
CGB1	1.61625
ITGB5	-0.4189
YIPF3	-0.09775
FKBP2	-0.1565
NR1D1	-0.9307
TMEM110	-0.4525
NEK2	0.0171666666666667
PRAMEF8	-3.016
C20orf52	-0.7035
PCDHGA3	0.12
VWA3B	0.32425
NDUFA5	-0.116375
THAP9	0.4485
FLVCR2	1.41
AP1S1	-1.287125
SMAD6	-1.1125
SAV1	0.763
SAT1	1.201625
ZNF251	1.150125
ADAMTS7	0.2016
RPP38	-0.2475
C1orf211	-1.037
YPEL2	-0.19275
RBMS1	0.9965
ZNF445	-0.519166666666667
NRXN2	0.0156666666666667
PGBD4	-0.23575
UGT2B28	-2.684
WBSCR16	-0.5978
NLRC3	0.435375
ASTL	0.45725
ST6GALNAC1	-3.024
ZADH2	0.1335
MLLT4	1.45858333333333
ARL6	0.815
MEF2C	0.4885
CBFA2T3	-0.6535
AFF3	-0.339071428571429
COG7	-0.312333333333333
MYB	0.796833333333333
PLXNA3	0.113
XRCC2	-1.3765
MMS19	-0.780375
ST8SIA5	-0.903125
CHPT1	1.3295
KIAA1712	-0.244125
OR6X1	1.6525
ACTR3	0.089
UGCG	-0.422
OR4P4	0.388
ZAP70	-2.65675
LPP	1.16275
ZNF485	-0.3725
PTPRCAP	0.2935
IL12RB1	0.559
ATRX	-0.466
CHST8	-0.07325
C14orf109	-0.434
ARV1	-0.35025
NMB	-0.198142857142857
COX5A	-0.827666666666667
EIF6	-0.000750000000000008
MPPED2	3.5885
SEMG1	-0.843
CHRDL1	1.286
TRAF3IP2	0.9065
WNK2	0.548
LILRA4	2.8765
LAMA2	3.79575
PXT1	0.325
RLBP1	-1.04575
CD300C	1.064
SLTM	-0.53675
FLJ10404	-0.31925
APOBEC3D	0.104333333333333
RENBP	0.404666666666667
ATXN7L1	0.3605
NID1	0.02325
TUBGCP3	-0.191375
ITIH5	0.830555555555556
CCDC110	2.7005
C8A	-3.098
MGC87042	-1.73675
HOXC13	0.15825
TFDP2	-0.21475
HCP5	0.707125
POLI	-0.845
UCN	-1.89266666666667
ZNF764	-0.1715
C8orf45	1.7865
FHL3	-0.243
SPATA5L1	-0.59175
MMRN2	2.2385
NDST1	-0.322
COL20A1	-0.107
ZNF248	-0.836833333333333
PELP1	-0.292333333333333
MBL2	-2.08366666666667
RNF41	0.460625
C5orf24	0.194125
THOC5	0.246625
SERINC3	-0.133
RP11-151A6.2	0.70575
CDCP2	-0.143
HIST1H2AA	-0.1775
C11orf75	0.522833333333333
FKBP7	0.10325
DDOST	0.101
GPNMB	0.5175
TTF2	-0.519666666666667
KCNT1	0.092
SLC39A14	-0.174375
NGRN	-0.2496
GPR137B	0.77775
MECP2	-0.265875
PSMA1	-0.2045
C16orf73	-5.29425
TMEM60	-0.3255
CSN3	0.7825
NOS1	0.526333333333333
RAB7L1	-0.179333333333333
YBX2	-0.1845
KIAA1166	-0.18875
FUBP3	-0.0501666666666667
ABCG1	0.473
ACACA	-0.2
ARL11	0.5295
ATOH1	0.173
ODF1	0.0851666666666667
CREB3L3	-1.62266666666667
TMEM127	0.707285714285714
DSCAML1	2.589
PLN	2.592
LYPLA1	0.489916666666667
PRDM9	-1.462
SASP	0.339
PLUNC	0.168166666666667
INTU	0.09375
HISPPD1	-1.028
LNPEP	-0.535166666666667
YARS2	-0.734333333333333
APCDD1L	-1.3725
ZCCHC4	-0.1081
FBXO22	-1.13533333333333
TTLL13	-0.1915
ZNF669	-0.247166666666667
PTGDR	2.41625
DDX27	0.20125
KIAA0409	-0.765333333333333
GJB6	0.4495
ASB8	-0.031
PLP2	0.0861666666666667
MEPE	0.385
OR10J5	0.304
KRT222P	-0.1865
COQ7	-0.35
C1orf101	-0.02875
RERG	3.5444
CHMP5	-1.35375
THAP11	0.413375
ZNF43	-0.870333333333333
ZRANB3	0.03
KRT13	2.40125
MRPL19	-0.0355
RBBP9	0.783
SPATA17	0.799625
BXDC5	0.078
PAFAH1B1	-0.277916666666667
MAGEE1	-0.513
OSTF1	0.20475
KIAA0323	-0.4615
TXNDC13	0.500833333333333
CNTN4	1.4355
LCE1B	0.5585
UNQ501	-2.35875
ZNF154	-0.214
C3orf64	0.5215
SYT5	0.0165
PON1	0.4395
FLJ10357	-0.43575
ATP4A	-0.114
GNPDA1	-0.4475
MGAT1	0.475666666666667
C14orf121	0.56625
SLC35B2	-0.38625
MIER3	0.2605
CHEK1	-0.8645
ZNF8	0.116166666666667
TXNDC1	-0.663666666666667
CKB	0.389
RTN3	0.897
FZD2	-0.873166666666667
PART1	0.498
PSMB6	-0.642
PCDHB8	-0.4865
PHC3	-0.7064
PPP1R8	0.5175
NOVA2	0.825166666666667
TNFRSF11B	-2.182375
GOLPH3	1.2525
UBLCP1	-0.58075
SUHW3	-0.337
TTLL1	1.728
OPN4	0.146
OR13G1	0.186
ZPBP2	0.1275
HSD17B11	-1.481375
C9orf50	-0.1245
DHDDS	0.391714285714286
CTSW	1.5038
NEFM	-2.18916666666667
MRPL28	-0.18075
SYN1	0.5135
PIGV	-0.331833333333333
ZIM2	-1.298
APBB1	-0.79
SND1	-0.38075
C1orf123	0.0998333333333333
CHD3	-1.0335
BHLHB8	0.36275
RNASE2	0.292833333333333
BCAP31	-0.0585
SLC25A44	0.167166666666667
CHD6	-0.324
PIB5PA	0.742846153846154
SELS	0.097125
LOC541471	-0.787625
FAT2	-0.0235
ZNF81	-0.0985
OR4C16	0.598
FLJ10081	-0.8679
LRRC4	0.79675
CS	-0.801333333333333
N4BP2	-0.16875
IGFBP7	1.01925
ZNF318	0.0875
NDNL2	0.063
ZNF609	0.117625
SIRT4	-1.45725
EXOSC10	0.391
ECE2	0.337166666666667
OVGP1	-0.7005
GTPBP3	-0.345
PACS2	0.3061
C19orf36	-1.6205
ARL4C	1.013625
ATG4B	0.0205
UBQLNL	2.08825
RHOXF2B	-3.5865
PLEKHG2	0.0325
GALR1	-0.373
AQP4	0.865333333333333
HDAC7A	-0.625166666666667
DCUN1D3	0.269
OR8A1	-0.568
CCRN4L	0.46725
CBR4	-1.10133333333333
KIFC1	-1.30183333333333
SLC7A14	-0.2025
LHX5	-0.43
TRPC7	0.2245
LPXN	0.08875
SERPINA1	-1.42375
RPS13	-0.4506
BPIL3	-0.296
PRKAA1	-0.30525
FADS2	1.4467
ENAH	0.3646875
PRO1768	-0.3095
APBA2BP	-1.04025
LIPH	1.56816666666667
C3orf33	-1.0635
RCC2	1.35464285714286
ALDH1A2	-2.9292
RNF103	0.7015
AHCY	0.412625
ALG12	0.2435
CCL17	4.20325
ZNF543	1.14716666666667
ESRRG	0.4421
CNGA1	2.6905
RDH5	0.686333333333333
OTX1	0.6714
PTGFR	-0.890333333333333
CDR2	-0.399875
SELE	3.95325
NLGN2	-1.57433333333333
EXOSC9	-0.532
ZNF566	0.404
KLRC2	-0.9625
GPR12	0.845
KIAA0196	0.07575
PDRG1	-0.034
SSR3	-0.424571428571429
MSI1	-0.0725
CST9	0.2785
CC2D1A	-0.52325
PLAGL1	0.0376111111111111
ZNF778	-0.107
RNF2	0.271375
KLF6	0.602833333333333
THBD	1.41166666666667
tcag7.1314	1.136
NR5A1	0.1305
ABCD2	0.0125
DNAJC7	-2.0515
CLEC4C	0.324
TM2D3	-0.131875
CCDC4	-0.5965
PLAC2	-2.0095
DCD	3.0675
FAAH	0.31025
POLA1	-0.261333333333333
TM7SF2	-1.847625
FLJ39822	-1.28833333333333
FLOT2	0.128375
MAP4K1	-0.395833333333333
SRP68	0.047375
C21orf74	-0.818
ARPC5	0.834125
LOC126075	-0.6195
HECW2	0.502875
ZDHHC4	-0.53625
ANKRD42	-0.0215
PDE9A	1.23083333333333
ABCA8	0.1535
NDUFS2	-0.147
UBR5	-0.717625
BTBD16	-3.133
LOC554174	0.761
ZNF20	0.713
KIAA1843	0.168
WDR17	0.369375
C15orf33	0.736
RNF113A	-1.167
CAMKK1	-1.303
CLCN2	0.03275
ANXA6	-1.477
LOC340069	0.05
EMID1	0.25
DPM3	-0.386
ELA1	-0.3025
SLC25A13	0.1726
KRT24	0.247
SMPD1	-0.872833333333333
TH	0.424125
COL6A2	0.107571428571429
ANKS1B	0.292
GPR126	-0.424
ZC3H12A	-0.449666666666667
TMEM47	-0.1075
C2orf51	-0.0766666666666667
C1orf88	0.659166666666667
HSF2BP	2.0425
AKAP10	-0.11025
RPAP3	-0.296
KLHDC8B	0.225
STOM	0.3135
MUPCDH	0.00487500000000001
C10orf72	-0.36175
PLEKHA3	0.391166666666667
TCP11L1	0.4735
CWF19L1	-0.111875
SPEF1	0.359923076923077
YSK4	0.18375
ELN	0.5922
SAMD8	-0.612666666666667
MPI	-1.86316666666667
MEPCE	0.1609
ABCC3	-1.188625
NANOGP1	-1.336
KCNK17	1.247625
HLA-DMB	4.32416666666667
RRAGA	0.28025
ANGEL1	-0.354
RBM32B	0.0995
CPN1	-2.8005
MGC52282	-0.7206
HLA-A	1.07225
OR9G4	0.182
EDNRB	-1.862375
SCD	-1.82857142857143
C14orf80	-0.0688333333333333
BAGE2	-0.981
RABL4	0.3195
RCVRN	-0.231
SHANK1	-0.3405
NLRP7	-2.6655
CD226	0.9225
STAT3	0.342375
SYNJ2	-0.1871
TPCN2	0.169666666666667
WDR36	-0.490666666666667
MBD4	0.065
ROBO1	0.8268
ST3GAL6	-2.06675
SLAMF8	3.7435
ATN1	0.974666666666667
GPR141	0.352
KRT36	-0.112
TPH1	0.0825
DDX52	0.0405
ZSCAN29	-0.317833333333333
TRPT1	0.021
DPEP3	0.353
DENND4A	-0.400375
TSPAN16	-0.195
PTCHD2	-0.771
LOC145814	-0.584
CAP1	0.523666666666667
EIF5A2	0.4311
NT5DC3	0.21325
SEPT9	-0.393625
SEZ6L2	0.32475
EGFLAM	2.453
VPS11	-0.15675
NDUFB5	0.0498333333333333
CIDEA	3.47266666666667
IER5L	-0.269
N6AMT1	-0.04925
FAM83C	-0.00525
OXR1	0.0548333333333333
IRX1	1.331
DGKB	0.944333333333333
GCN5L2	-1.62475
MIR16	0.75325
FBXW9	1.0625
WDR4	-0.453
PDC	-0.0575
VPS33B	-1.07725
HEXB	-0.23675
FLJ32214	0.65425
TCEB3	-0.1485
CRLF1	-4.2575
ABI3BP	0.679
C8orf22	-3.68625
PYCR1	-0.688875
KIAA1706	0.396
CDK5R2	0.524375
WAS	0.521
C12orf60	1.52125
CCBL2	-0.478125
MADD	-0.603
C5orf34	-0.18975
WDR42A	-0.4119
KLF12	-0.00125
HSPA1A	-2.08425
ITM2C	-0.813916666666667
DAPK2	0.470333333333333
LOC442590	-0.999
SUMF2	-0.545
CENPA	-0.585923076923077
TMED5	-0.562875
CDH6	-1.2229
