Hybridization REF	TCGA-AN-A0FK-01A-11R-A034-07
CDK8	-0.929333333333333
C6orf70	0.795125
TESSP2	0.478
ALG2	0.87925
PPP1R3D	1.3135
TPM3	0.853777777777778
SYT13	1.33575
EPB42	-0.919833333333334
CETN3	-0.30425
PRY	-0.3185
NTHL1	0.808166666666667
POLR2B	-0.486
RPS28	0.360416666666667
P2RX3	0.0115
LYZL4	0.35025
WBP4	0.0603
PMM1	-0.69175
C11orf79	0.47125
CBLL1	-0.5965
IL1F10	0.762833333333333
VAX2	-0.505
SETDB1	0.4855
LRAP	-0.686333333333333
GCLM	-0.508
CPEB3	2.36975
PPM1A	0.67
INTS1	-0.942
CAMTA1	1.21291666666667
SAMSN1	-2.79375
LOC158830	-3.13683333333333
GMPPA	-0.192875
AIPL1	0.2055
IL24	1.94025
BDKRB1	-2.299
MLF1	-1.0431
TAF12	-0.4145
ID1	-2.242625
THADA	-0.43875
PIK3CB	-0.4545
OR4N5	0.37
TBC1D17	-0.278833333333333
COX8A	0.1495
CDCA4	-1.22575
C2orf44	-1.5805
ZNF534	-0.61025
IMMP1L	1.549
NIPSNAP3B	0.020875
FTMT	-0.138375
PWP2	-0.847833333333333
MMP15	-0.3191
DNAH11	-1.15775
MTMR14	-0.12575
DNAL4	1.00975
IPP	-0.114
TMEM59	0.640125
C1orf157	0.7005
RGS4	0.433666666666667
DDX18	-0.541833333333333
SNX6	-0.024
ZNHIT2	1.22983333333333
NCDN	-0.5335
FLJ33534	0.942
RAG1	-1.945875
OR4D10	0.5785
PTPN5	-0.114666666666667
POMT1	0.695125
LRRC8A	0.5196
CYP1A1	-1.3325
CAPN1	-0.162166666666667
DDHD2	-0.1345
GRIK2	-0.6035
GNRHR	0.03775
PPBP	0.35875
HTR3A	-1.794625
SLITRK4	0.78925
ANKRD49	0.48775
BTF3	0.5843
SARS	-1.32475
C13orf18	-0.4185
CACNB1	-0.243384615384615
QKI	-0.21152380952381
SETMAR	0.6295
MAN2B1	0.421166666666667
EML3	-1.6315
ACADL	-0.207166666666667
OFD1	1.90525
DEFB114	2.191
CGA	-3.4611
PEX16	1.04866666666667
LRRC10	-1.022
GNG12	0.5015
C1orf152	0.154
CHRM1	1.0195
CD53	-0.594375
DBH	-0.54475
TFAP2B	-2.81114285714286
HIST1H2BJ	-0.7205
FAM46D	0.5015
TMEM11	-0.19075
C3orf32	-2.707
PCCB	-0.65225
IPO13	-0.6575
C6orf105	-4.42175
COMMD5	0.9005
SUV420H1	-0.5274
LTBR	0.0395
ARHGAP15	-1.91325
HDHD2	0.23375
TDRKH	-0.0931666666666667
LOC401052	-0.066
PSG4	-1.5835
GNB4	0.1624
SPATA4	1.69225
SLC9A3	0.446
OSBP	0.918
NBPF3	-0.903666666666667
DOCK11	-1.1295
SLC39A5	-1.71566666666667
PRR5	1.0241
C10orf63	0.443285714285714
SMTNL2	-3.81025
ADRA1A	0.5955
ASAH1	3.2099
DOM3Z	-0.0296
GIPR	0.922666666666667
AHI1	0.333833333333333
NADSYN1	0.0481666666666667
RGS14	0.5581
IL18BP	0.6633
RTN4RL1	2.50216666666667
ARMC6	-0.63325
PSMD5	0.334
HK3	1.2096
OR4S1	1.1785
RSU1	0.0974
MAD2L1	-2.551
EIF4A3	-0.42525
DLEC1	-0.743
E4F1	0.09
CHMP2B	0.7809
CAMSAP1	-0.03825
RPS21	-1.21833333333333
ARID5A	0.76975
UBE2N	-0.6367
IGSF8	1.78766666666667
MAGEB6	-2.7315
ACAD11	-1.7149
MGC4172	-0.76425
LMO4	-1.06025
KLKB1	-0.7335
HP	-1.109
HDAC3	-0.618
SCHIP1	0.21575
CLCA1	0.4365
OLFML2A	1.333875
C1orf112	-0.33825
KIF19	0.525545454545454
HAPLN4	-0.763111111111111
CXCR7	0.0726666666666667
GOT2	0.6656
RAB38	2.217
DCX	-0.71825
PPM1H	1.09916666666667
NFYC	0.45325
KIN	-0.023875
ZNF228	1.328
PLSCR4	2.4955
HIG2	-1.158
FAM79B	6.698
C21orf86	-0.745
KCNK10	-0.01125
ZNF738	-0.627375
FSTL5	-0.976166666666667
OR6A2	-0.0205
OTOA	-0.375333333333333
EXOC1	0.322
AHRR	-3.144875
PDAP1	-1.7065
C19orf6	-0.157
ZAN	0.2035
LY6G6E	0.783
EIF4E2	-1.05925
C20orf198	0.9985
ZNF324	0.62875
CYP3A5	-2.24183333333333
ENTPD7	1.52233333333333
MBOAT5	0.112
GJB5	-2.1565
TTC13	1.07425
S100Z	-2.08283333333333
KIAA0664	-1.04166666666667
PDGFRB	2.03341666666667
IL17D	-1.18275
OR56B4	0.131
RDX	-0.281166666666667
SLC34A3	1.5035
IL28B	0.0875
JUND	1.37575
CHRNB1	-0.396625
CAMK2B	1.59175
FETUB	-1.28825
CXorf23	2.129375
MRTO4	-0.9835
TTC3	0.7637
NDUFB8	-0.195333333333333
EDG2	-1.32275
SEMA3G	1.3245
IL23A	-2.46375
GRHL1	1.4565
LOC441054	-1.5215
WDR65	-0.04475
PSTK	-0.00275000000000001
STOML3	0.73525
R3HDM2	-0.4042
C5	-1.401
SLC2A10	1.04466666666667
C3orf22	1.175
PAQR3	-1.63938461538462
ANKRD26	-0.144
HCRTR1	0.097
LOC399947	0.26575
PSD2	-0.12025
TIGD2	-0.0686666666666667
SCRN1	-1.370375
COQ10A	-0.61775
DDI2	-0.2265
METTL7B	-1.02983333333333
UCN2	0.535
FAM92A3	0.19625
WDR16	0.686
ZNF511	0.0238333333333333
ZMYM5	-0.75725
POLR3G	-2.0035
ZNF586	-0.49775
C1orf49	0.681
TANK	-0.610833333333333
RCAN1	-2.04733333333333
PELI3	1.63316666666667
LIMD2	-1.08275
TMEM189	-0.373
NTN4	1.123875
LOC151300	-0.254
CLEC2A	-2.038
GPR135	-0.152875
DPYSL4	-1.3368
JAK2	0.0251666666666667
TSHZ1	0.793333333333333
TM9SF4	-0.324625
ZNF264	1.61516666666667
SIRPG	0.34475
BICD1	-1.36825
HERC6	0.3515
METTL5	-0.3095
CASP1	0.26875
PRRT1	-0.486
PLA2G4C	3.278
ICA1L	-0.450357142857143
TPTE2	1.05475
OTUD7A	1.301
AQP11	-1.13275
APOA2	-4.1315
KALRN	-0.6832
SECTM1	1.32466666666667
IFNAR1	0.0525
TALDO1	0.061
RAB11FIP4	0.0719166666666667
EIF5A	-1.513
FAM49A	0.8635
NEGR1	0.0138333333333333
YTHDC2	0.8355
EHD2	-0.653375
NCF1	1.6583
SCRT2	2.0905
HOXA5	-1.58783333333333
NUP133	1.60975
FGF12	-0.169375
SLMO2	-0.239625
SNTA1	-0.45075
CACNG2	0.173125
GCM1	2.175
ELF1	0.703666666666667
TLR5	3.821
TCFL5	-1.02741666666667
RBMY2FP	-0.1345
LOC100125556	1.017625
FAM129B	0.6315
MAP3K7IP1	-0.489375
NCK2	-0.557
OXA1L	-1.10575
FMO9P	0.652
ZSCAN12	0.056
PSMD12	-0.314
HSCB	-0.55275
CLDN10	-3.021
MGC13053	-0.212
HPCAL4	0.00233333333333339
ASZ1	0.0045
MEX3D	0.429916666666667
NFAT5	-0.4888
CSPG4LYP1	-0.839
FBXO3	1.2782
DVL1	-1.14366666666667
CMKLR1	2.4715
TYMS	-3.33275
PEF1	0.03175
ZNF750	2.1325
MCM5	-0.712
MEGF11	-0.3955
KCNK7	0.1175
PTP4A3	0.3395
C1QTNF2	-0.653666666666667
OR6S1	0.2945
FAM122B	0.01725
ZNF551	-0.5205
HBQ1	-2.21
GEMIN6	-0.44675
ARSK	-0.672
RBP7	2.56783333333333
CPNE9	-0.16425
DSC1	0.576
LOC730112	0.00799999999999999
MAP2K4	1.086375
HS3ST5	-1.05
EPB41L3	0.058
TEKT2	0.30075
CDKN2B	-0.258166666666667
ZNF480	-0.1885
MAP3K6	-0.0616
MAP6	2.59833333333333
HN1	0.3022
OR2L13	0.2776
SLC16A11	0.388
FAM96A	-0.81425
APOL1	-0.359
C5orf32	-0.44425
RTP1	-0.048
RNF175	-1.02675
ZBTB41	3.172375
AHCTF1	0.7279
SAE2	-0.4484
ITGA2	1.60283333333333
MME	-1.77333333333333
CCDC14	-1.52425
MAST4	1.99657142857143
KRT33B	-1.506
KCTD2	-0.753833333333333
WDR26	0.981083333333333
MFI2	0.072875
NR4A3	-1.18825
ARSA	1.60975
UNKL	0.146833333333333
SULT6B1	0.2305
CCNA2	-2.85716666666667
SOX15	0.265
PPAPDC1B	1.86458333333333
C19orf44	0.3
MCAT	0.75275
ARID1B	0.68375
OR52N1	0.416
C12orf48	-1.57125
MAGI1	-0.57125
NIPA2	-0.9825
GBX2	-1.1585
RSHL3	0.180375
RAVER1	0.481
C15orf17	-1.63875
SLC30A2	-0.292375
ZNF518	-0.31625
PCYT1B	-1.19125
C10orf114	0.3505
EIF3H	1.87241666666667
SLC25A39	-0.636
KIF1B	-0.939
AMOTL2	-0.599
C6orf120	1.1355
PSRC1	-2.97575
PLA2G10	3.192625
KIF5C	1.621875
MRPL37	-1.335
C17orf62	-0.0861666666666667
C9orf135	-0.381166666666667
DUSP10	0.00669999999999998
CLCNKB	0.282
PSMA5	-0.244875
C8orf53	1.264
AMPD3	1.42666666666667
PIAS1	-0.82975
ADCYAP1R1	-0.024
GYLTL1B	0.278
CDH20	0.3185
FBXO7	-0.5515
TMEM134	0.604333333333333
FLJ14213	0.0703333333333333
ZNF3	-0.4775
LRRFIP1	0.333958333333333
CNOT2	0.312833333333333
ABI3	2.7235
ALDH5A1	0.77875
HNT	3.0376
SERPINA4	-2.996
TK2	0.404083333333333
STMN1	-2.32966666666667
GUCA2A	-0.480833333333333
GALNT10	0.321571428571429
DPP6	-0.643333333333333
C9orf93	-0.84225
PRELID2	0.142375
STK39	0.35425
SFTPA1	-1.12666666666667
CKS2	-0.453222222222222
RHO	0.0802857142857143
C20orf135	-0.472
XKR3	-6.5765
CR1	0.125
RPS6KA2	1.05857142857143
C20orf112	0.566
MRPL22	0.422
C4orf23	-0.287
GADD45B	0.63875
KLHDC1	2.02633333333333
C2orf48	-5.015
ZNF287	0.9455
DAAM2	-0.765
DPPA2	-3.01533333333333
TCTN3	0.347833333333333
DNAJB11	-0.306125
FPR1	3.0095
DEFB4	0.129
PTCD2	-0.5869
SMOC2	4.61866666666667
CABP7	1.04725
SERPINB11	-0.40775
MAGEF1	-0.27825
NDE1	0.755166666666667
ITGA10	-0.283
FSHB	-0.1395
ANXA2	0.55175
HORMAD2	0.48025
HLCS	0.567
MCF2L	1.35466666666667
FH	0.795625
TBC1D24	2.60675
KIAA1505	0.57525
LGALS2	-2.20525
CNBD1	-1.204
SYNPO2L	-0.1045
PTPN23	-0.426142857142857
C1orf183	-0.301333333333333
MAGEA8	-2.348
DGCR8	-2.237875
GSR	-1.433
PAQR7	0.2775
ZNF676	-0.3825
CACNA1C	0.3061
SP7	0.8945
PDCD6	0.397
NRN1L	-1.488
BRI3BP	-0.319583333333333
KIAA1183	0.8775
ASB4	0.3135
CCL23	0.748333333333334
OBSL1	-1.33
SLC12A7	0.543333333333333
KIAA0240	1.8575
CD1B	-3.27766666666667
FCGR2A	1.5895
MDC1	-0.88075
HTR1A	0.4015
OCEL1	1.1405
ATP11B	-2.10853333333333
FBXO34	0.0693333333333333
PCDH12	3.9755
RPE	-0.80975
C17orf74	0.0715
CSDC2	0.09
PET112L	-0.8465
TMBIM1	-0.741625
P2RXL1	-0.4055
TCHP	-1.4295
TRMT1	-0.976166666666667
F2RL2	-0.34675
LRRC32	2.7875
IMPG2	-0.752
BGLAP	0.8845
LOC493869	-0.88175
MRAS	0.7735
SLC35F5	0.396
CBWD1	-0.365
AXL	-2.052375
ATP2C2	1.89575
TELO2	-0.327
PNPLA3	-3.44625
PCDHB14	0.783
CD276	-0.2045
KRT80	-1.28675
DUSP28	-1.2955
CSNK1E	-0.66975
SRP14	0.2655
KCNQ4	-0.746
KRT72	0.379
CCDC117	0.439125
C6orf89	0.295444444444444
TUBB2B	-2.31533333333333
RTN4IP1	-0.791
CR1L	-3.36283333333333
CEND1	0.451
C12orf41	-0.4675
RNF31	0.2785
UBN1	0.475
C17orf32	0.495625
SLC5A7	0.887
GPR92	0.426666666666667
ESAM	2.6365
CTNNA1	0.946166666666667
HRBL	-0.0977
CBX4	0.774
TMEM182	-0.6405
SH3TC2	-2.0575
IL10	0.7384
PXMP4	1.6945
RNF167	-0.014
PAK7	-0.555
ETV3	-0.0345
ATPIF1	-0.208333333333333
LOC554207	-1.46483333333333
OR8H1	-0.11825
WDFY3	0.10175
DPM1	-1.0765
GPSM1	-0.914
WDR92	-0.3583
LRP1	0.434666666666667
ANKH	-0.226125
THUMPD3	-1.1435
POLR1B	-0.86125
OLFM4	0.7048
RAD9B	0.086
TSPY2	-3.481
PAX6	-1.8328
SCG2	-2.992625
SLC17A6	0.418333333333333
FMO3	1.915
PADI4	-0.11375
TUBB4	-0.9837
NLK	-0.67125
POU4F3	-0.6145
SDF4	-0.47825
ITGBL1	2.684
NETO1	-2.51725
TAP2	-0.055125
ABBA-1	-0.0179166666666667
GNAI1	-0.45
VPS4B	0.8235
NOPE	-0.4418
GALNT6	-0.967666666666667
SESN1	0.149
GBE1	-1.72155555555556
CLASP1	-0.141
RASGEF1B	0.87225
ACOT11	-0.711285714285714
AFAP1	-0.038
OR2H2	0.05225
DPY19L2P1	-0.8365
DZIP1	-2.7945
SEC22C	0.156166666666667
GPR161	-1.15391666666667
RNF146	0.98775
WDR74	-0.298875
GALP	-0.1515
PURA	1.11175
DNPEP	0.9285
RP11-78J21.1	-1.028
ERBB2	1.524375
FANCM	-0.40175
NEO1	-0.4025
DDX3Y	-3.9321
RPS3A	-0.522
MXRA7	-0.285714285714286
LGALS3	0.142666666666667
GLT8D1	-0.13925
CFL2	-1.90116666666667
UPB1	0.142
NAP1L5	-0.388125
CLDN14	-1.33125
DHX38	-1.1595
BTBD1	-0.809
TARS2	0.685166666666667
ABCF1	-0.0552
FCF1	-0.0226666666666667
LRRC49	-0.12475
GUCY1B2	-1.7125
C1orf177	-0.393333333333333
SMARCA4	-0.5955
LRP8	-3.81633333333333
TAGLN3	-0.11575
MRPL14	0.364
TTRAP	0.045
ZDHHC20	0.86575
NFE2L3	-1.32875
KIAA1377	2.813375
PALMD	2.4512
TMEM43	-0.94025
TTL	-1.63375
STAT5B	-1.28883333333333
SSB	-1.140125
OR10H5	1.0735
SLC22A13	-1.313
AKAP3	-0.0435
TIMM23	0.262333333333333
OAS2	2.65145454545455
KIAA0423	1.02175
TRIM11	1.349
GLIS3	1.03575
TMEM50B	0.639333333333333
ARHGEF4	-2.2685
DEGS1	0.153181818181818
TBL1XR1	0.788866666666667
G6PD	-2.11625
SP140	0.0269
MUC17	0.190214285714286
NUDC	-0.4899
DNAJC5B	3.49316666666667
SCARA3	1.27033333333333
CPA3	5.3265
BCAT2	0.8095
MFN1	-0.525
NRG3	-0.4535
SNX11	0.6555
PLEKHH1	-1.00166666666667
GPR177	-1.76766666666667
HCFC2	-0.07475
TCAP	-1.18175
MOCOS	-0.49825
C14orf93	-0.552
PRDM10	0.0143333333333333
SLC16A4	-0.786583333333333
SRGAP1	1.42416666666667
VIP	0.246333333333333
DUSP27	0.0808333333333333
LILRA1	0.2456
MC2R	0.4855
MGC24103	-2.785
MBTD1	-2.16
FUT11	-0.897666666666667
USP33	0.5066
C15orf39	-1.504
MAP3K12	-0.298125
PAAF1	-0.514
BARHL1	-0.6095
FLJ16165	1.022
PIWIL2	-2.73575
SYNE1	-0.798333333333333
CMTM4	-0.296125
TSPYL1	1.2726
GUF1	0.0176666666666667
TMEM157	2.5945
WDR44	-0.30675
HIST1H3C	-0.07175
DKFZp666G057	1.25925
RNPEP	0.55575
GAS2L2	0.0185
ADH4	-4.243
GRPR	-0.099
FBXL17	1.5605
ZBTB10	1.33583333333333
Gcom1	0.265
HTRA1	1.2476
ZNF585A	0.0895
SLC26A2	1.68978571428571
OTOP3	0.205166666666667
WISP1	1.98144444444444
ATP2B4	-0.925333333333333
FLJ10769	0.23275
CRAMP1L	-0.542875
CHST12	-0.35475
RAB22A	0.148666666666667
TARDBP	-0.203785714285714
STAU1	-0.59
CRB3	2.55566666666667
MIG7	-1.525
CHMP1A	-0.4005
ZNF160	0.335875
B3GALT6	-0.116375
BARX1	-1.59733333333333
C6orf167	-0.7165625
NXNL1	0.4435
DHX29	1.039875
HADHB	-0.367
PLXNB2	0.076
ILDR1	-1.6745
SLC15A3	2.4415
GAS2	-4.82533333333333
C20orf69	-0.8675
NUMB	-0.1635
TNIP1	-0.191
MESP1	1.481
PSKH1	-0.64075
NSFL1C	-0.368
RHOG	0.08275
HEY1	-1.285
KNG1	-1.384625
ITGAX	1.1679
LIN9	0.183666666666667
CANT1	0.902125
XRN1	0.641714285714286
CCDC96	2.0771
HEATR6	-1.20033333333333
GNG7	-0.298666666666667
RUNX2	0.54175
SOX1	0.395333333333333
FCRL5	0.7299
ZNF99	0.754
FAM9A	0.9885
SNX22	0.931833333333333
MBNL3	-3.143
ODC1	-1.9875
ADORA2B	-3.38083333333333
NR2F6	0.48675
ZFYVE16	0.196277777777778
SYNJ2BP	0.3532
POLE	-1.104625
E2F2	-1.588
THRA	0.0148333333333333
PTGES2	-0.764333333333333
HIP1R	0.807333333333333
TMUB1	-0.899833333333333
ENO3	-2.5115
RSPH10B	-1.1015
CXorf39	1.57525
IRGC	-0.001
GPR109B	-0.161
FLJ13305	-1.695
LCE3A	-0.186
TNFRSF18	-2.08933333333333
DET1	0.563
TRPM3	-0.04175
C16orf79	-1.4645
FECH	-0.205166666666667
RAP2A	0.306
CRIP1	2.25466666666667
AZIN1	0.12975
SLC7A7	3.0115
IL10RA	0.2428
TMEM64	-1.8585
CDC42EP4	0.3175
C16orf58	0.4359
ARG2	-3.462
POU5F1P4	-4.8495
FAM62B	-0.447
DNAH8	-1.8879
ASH2L	0.60325
TSLP	-4.4248
CNTNAP5	0.3756
TMEM16C	2.70275
IFNA14	0.675
SLC1A3	0.196375
CABYR	1.8935
BCL7B	-0.4665
NUDT13	-1.324
C13orf28	-0.6815
C1orf53	0.555
ARL6IP4	-0.2202
RPL35A	-0.12025
EMR3	0.619666666666667
RAB40C	0.628166666666667
SLC41A1	-1.677
LRCH1	0.02225
LY6G5B	-3.107
FAM124A	-0.528571428571428
MGC10981	-3.81333333333333
CLIP3	-0.5352
MAP4K2	-0.3115
CHIC1	1.1715
SULF1	3.77316666666667
C20orf30	-0.386
PRDM5	-0.915125
ELOVL1	-0.33075
C11orf48	0.10325
SLC39A10	0.28375
KCNV1	-0.1965
ACP1	-1.27233333333333
ZMYM2	-0.70325
B3GNT6	0.261833333333333
C9orf69	-0.32375
C2orf15	0.0145
C20orf166	0.81
HSP90AA6P	-0.014
EDG7	-0.665
NEURL	1.50825
LPL	-0.0148333333333333
CLEC2D	-0.750642857142857
GRRP1	1.50866666666667
CD8B	-3.0857
HIST1H3D	-0.366833333333333
SLC6A12	2.061625
FAM27L	0.0995
CD84	1.2926
RASA1	0.243
PHKG1	-0.4015
MAGEA11	-2.4755
IMPA1	-0.8307
NPM3	-2.52325
RARRES1	0.8875
SH3BP1	0.00700000000000001
B3GNTL1	-0.3085
ARPC5L	-0.125333333333333
KLHL26	0.094
SIM2	-2.61657142857143
GJC1	1.237
C20orf194	-0.9005
EXO1	-1.83
SLC2A2	-2.3525
LOC285074	-2.47225
LRG1	0.75025
KIRREL	0.4215
PIK3R1	1.28071428571429
C4orf34	0.87375
MAF	-0.697444444444444
ADCY4	3.52783333333333
ZMIZ2	0.4254
SLC46A3	0.637
STAMBP	-0.382666666666667
CCDC16	0.226
MS4A12	0.5105
TCF20	-0.72125
LRRC46	2.433
C20orf152	0.468333333333333
MRPS6	-0.841
ABCB11	-0.027
KCNC2	1.8002
CDH19	-2.07233333333333
C9orf123	-0.122833333333333
SSH3	1.518625
LDLRAD1	-0.449
CCBE1	-1.32425
ZNF135	-0.77975
TAAR1	1.149
WFDC12	1.653
CCDC42	-0.0776666666666667
FLJ12529	-0.63375
PER1	-0.644166666666667
TIMM50	-0.355
SMARCAD1	-0.9335
FAM26C	2.87
TP53TG3	-2.02766666666667
SH3RF1	2.1431
LMCD1	1.62775
GPR63	-0.1955
FLJ21986	-2.32875
AIFM3	-0.3045
MICAL1	0.456333333333333
BLZF1	1.74283333333333
IQCA	0.327333333333333
PCDHGC3	0.036
SAC	0.2925
BCL6B	2.00383333333333
DDO	-0.39825
MARCO	3.384
DCHS1	0.676333333333333
C1orf170	-0.0161666666666667
CD200R1	0.666833333333333
C22orf15	-0.192
SEPT11	0.5465
ADNP	-0.40825
UST	-0.9561
C13orf34	-1.07733333333333
RFFL	0.571214285714286
APBA3	0.0155
C2orf60	-0.9445
CUTL1	0.0603
PMS1	-1.0825
ZNF689	0.1935
EIF3E	-0.659833333333333
IL9	-0.287833333333333
RPL31	-0.514125
LY9	0.0558333333333333
ATP2B3	0.04
KDELR2	0.659375
TFCP2	0.72125
NLRP12	2.681625
FLJ45422	0.38425
TLE4	-1.3216
ZNF570	-0.4525
FLJ43806	-0.4975
TLK2	-0.709125
CIR	0.10825
MARS2	-0.777
COL24A1	0.72375
SDF2L1	-0.2965
HIBADH	-0.934833333333333
IGFBP3	-2.89978571428571
C12orf23	0.74325
PSPC1	-0.459
C20orf43	-0.13275
TRAV20	0.157
ARHGAP24	0.2545
KIAA1975	-1.581375
C1QA	3.3847
DNTT	-4.54783333333333
C10orf6	0.0600833333333333
C11orf41	-0.18675
HNRPF	0.670875
COL11A1	6.23733333333333
UBAP2	0.268333333333333
CDKN2AIPNL	-1.724
C20orf174	2.00725
SPRED2	0.3315
PLA2G12A	0.752833333333333
ICEBERG	-2.0516
SCN10A	0.621
C11orf65	-0.23025
GBP5	3.49025
PITPNC1	-2.15283333333333
POU3F3	1.407
NCOA7	0.083875
LIN7C	0.6659
LOC348840	-0.977
NKX2-2	-3.129
ANKRD13D	0.09725
LOC123688	-0.379
FUT2	1.8775
TAAR8	-0.0015
FZD4	0.139583333333333
PNMA3	-1.28083333333333
OR4L1	0.6675
WIT1	1.84125
EXOC3L	2.28875
ATPBD4	-0.8364
KRBA1	-1.676
UBXD6	-0.37525
HOXB7	-0.654307692307692
C7orf23	-0.572
UNQ338	0.1275
STAB2	0.5345
CDC20B	-0.1665
IRF9	1.81775
CENTG1	0.13825
TNPO2	-1.07925
MCPH1	0.585
BMS1P5	-2.10175
SLC26A7	0.590333333333333
HIST1H3J	1.641
C9orf3	-0.7867
LBH	1.569
MYO1D	1.3975
PTDSS2	-0.24875
NFU1	0.35725
DEPDC4	-2.739
WNT7B	0.6866
GLP2R	-0.149666666666667
SETD4	-0.6792
DYNLT3	0.1427
FKBP11	0.7455
SESTD1	1.23883333333333
FLII	-0.72775
RPS16	-0.1603
CHPF	-0.411666666666667
CSNK2A1	-0.818333333333333
SUMO1P1	-0.611
FKBP6	-0.902
ZNF214	2.16266666666667
TWIST1	-0.12
DDX56	-1.08466666666667
TRAM1L1	1.3029
EPO	-2.91766666666667
MRPS18B	0.28725
ZNF682	0.5255
RPL14	-0.3355
MAFF	-0.13525
LOC51136	-0.442375
LY96	0.01025
DDX20	-0.5625
ABTB1	0.5135
ARL5A	0.3127
CCT6A	-1.33
HEPACAM	-1.48983333333333
EHHADH	-0.801666666666667
RBAK	0.396666666666667
CGB1	1.5155
ITGB5	0.6821
YIPF3	0.37325
FKBP2	0.719
NR1D1	-0.3264
TMEM110	0.6155
NEK2	-0.7275
PRAMEF8	-2.96925
C20orf52	-0.3885
PCDHGA3	-0.4885
VWA3B	-0.55175
NDUFA5	0.239625
THAP9	-0.41475
FLVCR2	-0.215333333333333
AP1S1	-0.93625
SMAD6	-1.47375
SAV1	0.4585
SAT1	0.671125
ZNF251	0.20375
ADAMTS7	0.441
RPP38	0.25575
C1orf211	-1.453
YPEL2	1.81595
RBMS1	-1.1545
ZNF445	-0.913833333333333
NRXN2	0.0428333333333333
PGBD4	-1.15614285714286
UGT2B28	-2.63125
WBSCR16	-1.1909
NLRC3	-0.0615
ASTL	0.22625
ST6GALNAC1	-2.6725
ZADH2	0.329125
MLLT4	0.0768333333333333
ARL6	0.0826666666666667
MEF2C	0.281
CBFA2T3	-0.025
AFF3	0.464076923076923
COG7	0.846666666666667
MYB	1.60433333333333
PLXNA3	-0.5305
XRCC2	-1.85983333333333
MMS19	-0.8615
ST8SIA5	-1.13083333333333
CHPT1	-0.843166666666667
KIAA1712	-0.55025
OR6X1	1.209
ACTR3	-0.45525
UGCG	0.8795
OR4P4	-0.09
ZAP70	-3.313
LPP	1.617
ZNF485	0.63725
PTPRCAP	-0.309
IL12RB1	0.3725
ATRX	0.6098
CHST8	0.6055
C14orf109	0.5565
ARV1	1.72425
NMB	-2.16057142857143
COX5A	-0.823
EIF6	-0.4605
MPPED2	-0.728833333333333
SEMG1	0.477
CHRDL1	0.847
TRAF3IP2	1.318
WNK2	0.52175
LILRA4	1.03833333333333
LAMA2	3.64425
PXT1	-1.066
RLBP1	-2.519
CD300C	-0.32775
SLTM	-0.488125
FLJ10404	-0.4571875
APOBEC3D	-1.48316666666667
RENBP	-0.243666666666667
ATXN7L1	-0.27525
NID1	-0.001
TUBGCP3	-0.45925
ITIH5	0.714647058823529
CCDC110	3.58575
C8A	-2.51375
MGC87042	0.48525
HOXC13	-2.0165
TFDP2	-0.94975
HCP5	0.80775
POLI	0.835
UCN	-1.091
ZNF764	1.19233333333333
C8orf45	0.9105
FHL3	-0.7585
SPATA5L1	-0.7215
MMRN2	2.83033333333333
NDST1	0.4395
COL20A1	0.313
ZNF248	-0.682
PELP1	-0.158166666666667
MBL2	-2.9715
RNF41	0.231875
C5orf24	1.5355
THOC5	-1.23614285714286
SERINC3	0.564166666666667
RP11-151A6.2	2.469
CDCP2	1.036
HIST1H2AA	0.612
C11orf75	0.786833333333333
FKBP7	-0.7285
DDOST	-0.72125
GPNMB	-0.422166666666667
TTF2	-1.122
KCNT1	0.2956
SLC39A14	0.325875
NGRN	-0.3999
GPR137B	2.9765
MECP2	-0.217625
PSMA1	0.22
C16orf73	-4.09875
TMEM60	-0.444833333333333
CSN3	-0.0115
NOS1	0.758
RAB7L1	-1.88166666666667
YBX2	0.4425
KIAA1166	-0.965
FUBP3	-0.196666666666667
ABCG1	1.823
ACACA	-0.474916666666667
ARL11	-0.1355
ATOH1	-0.688
ODF1	0.936666666666667
CREB3L3	-1.63983333333333
TMEM127	0.748142857142857
DSCAML1	3.112
PLN	2.81083333333333
LYPLA1	0.508833333333333
PRDM9	-1.54625
SASP	-1.107
PLUNC	-0.699833333333333
INTU	-0.05075
HISPPD1	0.17025
LNPEP	1.013
YARS2	-0.131833333333333
APCDD1L	-1.2385
ZCCHC4	-1.058
FBXO22	-0.664666666666667
TTLL13	-0.3445
ZNF669	0.773833333333333
PTGDR	1.323
DDX27	-0.8335
KIAA0409	0.162
GJB6	0.29475
ASB8	0.965
PLP2	-0.2655
MEPE	0.396
OR10J5	-0.4075
KRT222P	1.6055
COQ7	1.60933333333333
C1orf101	1.4125
RERG	4.1317
CHMP5	0.5655
THAP11	-0.564
ZNF43	0.555666666666667
ZRANB3	-1.23983333333333
KRT13	-1.809375
MRPL19	-0.483625
RBBP9	-0.57725
SPATA17	1.534375
BXDC5	0.0826666666666667
PAFAH1B1	-0.398583333333333
MAGEE1	1.1205
OSTF1	0.58625
KIAA0323	-0.01575
TXNDC13	0.188666666666667
CNTN4	-0.2115
LCE1B	2.447
UNQ501	0.84625
ZNF154	-0.3425
C3orf64	-0.00425
SYT5	-0.0822000000000001
PON1	0.0822
FLJ10357	-0.506875
ATP4A	-0.87
GNPDA1	-0.855166666666667
MGAT1	0.777333333333333
C14orf121	0.3855
SLC35B2	-0.027
MIER3	1.427
