Hybridization REF	TCGA-E2-A10E-01A-21R-A10J-07
HOXC6	0.569
LRP2BP	0.281833333333333
MYST2	0.2495
PDSS2	0.5935
ATE1	0.38275
ARAF	0.24125
KLF10	-0.62825
PLA2G2E	0.577
ASCL1	-1.17
TSNAXIP1	1.2325
FAM131B	-0.08175
IFNA10	-0.2505
NUP43	-0.35275
FAM44B	-0.314625
L1TD1	-5.17333333333333
NMD3	-1.41766666666667
C18orf54	-2.3355
PHOSPHO1	-0.0195
RAG2	-1.102
EMILIN3	-0.348
METTL3	-0.19425
VPS13C	-0.58025
REXO2	-1.54675
ANXA4	-0.095
CA1	-1.2905
DCP1B	0.14525
TULP3	-0.607333333333333
ATP2A2	-0.207714285714286
ATIC	-0.13175
ADAM15	-0.156583333333333
NPL	0.491166666666667
LGR4	-1.485375
UEVLD	0.588333333333333
GAB1	1.69625
SNAI2	-0.682166666666667
ZGPAT	0.4571
SNF1LK	0.459625
DLEU1	-0.6305
UBE2Q1	0.511125
ZMYM6	-0.4536875
JPH3	-0.274166666666667
FAM38A	-0.6555
PXK	0.312166666666667
DENND2D	1.894
BAX	-1.14033333333333
CP	2.46445454545455
RPL37	-0.8198
G6PC3	0.056625
NCOA4	0.0623333333333333
LRRC14	0.05075
GORASP1	0.5715
FCHO2	1.178
CYP24A1	-3.3058
FXYD3	1.882625
SMARCAL1	0.36975
ABCB8	0.297666666666667
CCDC44	-0.102
PRDM7	-2.86225
USH1C	-1.2605
DNAH5	0.789833333333333
SRF	-0.251416666666667
MAL2	3.01766666666667
PGPEP1	0.636083333333333
SIN3B	-0.53475
SEMA3C	0.874
GRAMD3	1.502
FBXO10	-0.4665
OR5D13	0.046
FLJ31818	-0.26225
CACNA1I	1.0165
S100A13	0.6255
TP63	1.06814285714286
ANXA11	0.9455
WDR66	-1.23675
CSF2RB	0.163
IFI44	1.045
DACT1	1.44916666666667
ANKRD23	-1.442625
ATP5G1	-0.502833333333333
C21orf70	-0.1295
PPWD1	-1.32025
DNAJC13	-0.05
PAH	-5.55033333333333
PTCH2	0.7175
TRMU	-1.26775
CCDC9	0.321
USP3	-0.0305
DCLRE1C	-0.177
FAM55C	0.9335
FRMD4B	2.8125
CYP2R1	-0.2495
RFPL1	0.6078
XPO5	-0.7945
ARL6IP2	-0.347
OSBPL5	1.592
MMP9	2.91645454545455
KIAA0802	-1.17425
DHRS2	-3.368
SGEF	0.703125
TXNDC10	-1.3248
EXOC6	1.3995
RPS27	0.451666666666667
PNCK	-0.726333333333333
FSTL1	-0.7075
AACS	0.75575
SLMAP	0.8345
SAMD4A	-0.1508
ABRA	0.137
SMARCD3	2.43325
PKNOX2	-0.753
A4GNT	0.564
C9orf39	-0.7975
RALYL	-0.25175
MGC33556	-2.8535
C10orf25	-0.473
BBOX1	2.57575
NHEDC1	0.3445
XDH	0.61275
GCSH	-1.6205
EDN1	1.6605
MTERF	-0.89
CLK4	0.424625
ZNF799	0.127166666666667
KCNG1	-1.789625
CXCR4	0.830166666666667
PTPRR	-1.92725
IRAK1	-0.28975
LOC401397	-1.04225
TMSB10	0.673857142857143
CXCL3	-3.3739
TMC4	3.39425
OR7A10	0.0595
STYK1	1.28775
CHRNA10	-0.52875
CCNI	1.0995
EP300	1.07514285714286
LOC165186	-0.103666666666667
HIC2	-2.28925
SDR-O	-0.147
OR2W1	0.0325
KCNA6	-0.357
TRIM74	-1.6135
REEP6	1.7385
ATP5G2	0.276
ERG	0.273625
TMEM42	0.11275
PARN	0.0835
SOD2	-0.2694375
DIRAS1	0.290833333333333
PNPT1	-0.89575
JOSD3	-2.0405
hCG_40738	-0.7725
PDE1C	-1.8345
SEMA4D	0.180875
AGPAT1	-0.594833333333333
NOSTRIN	2.264
MAP3K3	-0.804833333333333
MAX	0.513785714285714
CAPS	1.11283333333333
SERPINA12	0.2195
OSBPL8	-0.2255
RICS	1.8911
NR4A2	0.734166666666667
PPCS	0.63
LONP1	-1.0895
SCYL3	1.84775
HERC2P2	-1.00133333333333
FIBCD1	-0.6455
C15orf41	-1.09075
DMC1	-1.29
C20orf27	-1.52475
RPS6KA5	0.7905
FAHD1	-0.0291666666666667
SLC12A4	0.196
BRCA1	-1.17425
GBL	-0.2625
SLK	0.3525
NUDT9P1	-1.069
NOXO1	-1.224
USP52	-1.12375
BAZ1B	0.064625
SLCO2B1	1.67275
BBS12	0.645833333333333
LRGUK	-0.233333333333333
TERF2IP	-0.2195
COL1A1	5.2515
KIAA0090	-0.63625
GRK5	0.176833333333333
AP1S2	-2.2875
TMEM52	-0.455666666666667
CA11	0.293125
OR4A15	0.340666666666667
ACBD3	1.5635
SPAG11B	-0.18675
PRDM2	0.4583
FOXP3	0.275
SMYD3	-0.013
LOC389199	1.097
LGI2	-0.0171666666666667
NAPE-PLD	0.0872
ANKRD6	1.581
WDR45	0.434166666666667
SHROOM1	3.61875
PSCD3	-0.084
PYY	0.4985
KCNC1	1.1575
ARHGEF9	0.5121
OR8J1	-0.05375
GPR55	-0.255833333333333
NS3BP	-0.381
C10orf22	0.286333333333333
NAT8L	-0.27575
DUSP4	2.85633333333333
FOXM1	-2.04683333333333
GRAMD2	0.8816
ZBTB48	-0.453166666666667
BUD31	-0.5415
PABPC5	0.638
CCDC41	-0.62925
FBXO11	0.10575
C6orf148	-0.28225
RFXAP	-0.9535
C6orf15	-0.278666666666667
CDK8	-1.09833333333333
C6orf70	0.530625
TESSP2	0.19
ALG2	0.5205
PPP1R3D	2.17275
TPM3	0.544888888888889
SYT13	2.582
EPB42	-0.288
CETN3	-1.69625
PRY	0.079
NTHL1	-0.208166666666667
POLR2B	-0.0715
RPS28	-0.202416666666667
P2RX3	0.332
LYZL4	0.311
WBP4	-0.2848
PMM1	-0.18575
C11orf79	0.19325
CBLL1	-1.048
IL1F10	0.117833333333333
VAX2	0.8735
SETDB1	0.0881666666666667
LRAP	-3.6985
GCLM	-1.323
CPEB3	1.54975
PPM1A	0.991625
INTS1	-0.31575
CAMTA1	0.394333333333333
SAMSN1	-2.047
LOC158830	-1.812
GMPPA	-0.248375
AIPL1	-0.029
IL24	-0.1115
BDKRB1	-2.563
MLF1	0.7839
TAF12	-1.04325
ID1	-2.80325
THADA	0.00337500000000002
PIK3CB	-0.12325
OR4N5	0.331
TBC1D17	0.0748333333333333
COX8A	-0.279
CDCA4	-1.24275
C2orf44	-0.83925
ZNF534	-1.38125
IMMP1L	0.06525
NIPSNAP3B	0.159
FTMT	0.085125
PWP2	-0.712166666666667
MMP15	-0.5183
DNAH11	-1.299
MTMR14	-0.06575
DNAL4	1.122
IPP	-0.1435
TMEM59	0.3595
C1orf157	0.8205
RGS4	1.02766666666667
DDX18	-0.491333333333333
SNX6	0.04875
ZNHIT2	0.809333333333333
NCDN	0.106333333333333
FLJ33534	-0.00899999999999999
RAG1	-1.590625
OR4D10	0.208
PTPN5	-0.235666666666667
POMT1	0.362125
LRRC8A	0.2244
CYP1A1	-1.4795
CAPN1	0.296833333333333
DDHD2	-0.6215
GRIK2	-0.19725
GNRHR	-0.03825
PPBP	0.335
HTR3A	-0.768375
SLITRK4	-0.59225
ANKRD49	-0.84075
BTF3	0.3788
SARS	-0.38075
C13orf18	-0.1725
CACNB1	-0.134357142857143
QKI	0.163409090909091
SETMAR	0.57775
MAN2B1	0.832
EML3	-0.50575
ACADL	0.641
OFD1	-0.3365
DEFB114	0.093
CGA	-2.7055
PEX16	0.248
LRRC10	-0.08
GNG12	-0.4025
C1orf152	0.1225
CHRM1	0.2925
CD53	0.1115
DBH	-0.6695
TFAP2B	3.68325
HIST1H2BJ	-0.955666666666667
FAM46D	0.00850000000000001
TMEM11	0.0935
C3orf32	-2.648
PCCB	0.429125
IPO13	-0.25675
C6orf105	-4.11025
COMMD5	0.8925
SUV420H1	0.4115
LTBR	0.713
ARHGAP15	-1.518375
HDHD2	0.17875
TDRKH	0.149333333333333
LOC401052	1.3545
PSG4	-1.051
GNB4	-1.4587
SPATA4	2.122
SLC9A3	-0.6135
OSBP	0.611666666666667
NBPF3	0.68625
DOCK11	-0.9645
SLC39A5	-1.962
PRR5	1.1726
C10orf63	0.033625
SMTNL2	-1.365
ADRA1A	0.093
ASAH1	2.6715
DOM3Z	-0.0379
GIPR	0.8915
AHI1	0.0383333333333333
NADSYN1	0.546666666666667
RGS14	0.7325
IL18BP	1.4753
RTN4RL1	1.31933333333333
ARMC6	-0.2565
PSMD5	0.436333333333333
HK3	1.3505
OR4S1	-0.13175
RSU1	0.557
MAD2L1	-2.67266666666667
EIF4A3	-0.13725
DLEC1	-0.136666666666667
E4F1	0.1445
CHMP2B	0.381
CAMSAP1	-0.0215
RPS21	-1.7035
ARID5A	2.31175
UBE2N	-0.0622
IGSF8	0.920333333333333
MAGEB6	-0.9745
ACAD11	-0.9273
MGC4172	-0.1835
LMO4	-0.7435
KLKB1	0.0335
HP	-0.6935
HDAC3	0.00925
SCHIP1	-0.269
CLCA1	-0.4125
OLFML2A	0.924625
C1orf112	-1.233
KIF19	0.471333333333333
HAPLN4	-0.0304
CXCR7	0.3105
GOT2	-0.1546
RAB38	-0.615375
DCX	-0.68475
PPM1H	0.718333333333333
NFYC	0.53875
KIN	0.068625
ZNF228	0.89025
PLSCR4	1.75983333333333
HIG2	0.06775
FAM79B	5.7285
C21orf86	-0.4041
KCNK10	0.12625
ZNF738	-1.3335
FSTL5	-0.363166666666667
OR6A2	-0.2375
OTOA	0.696333333333333
EXOC1	0.3155
AHRR	-3.810375
PDAP1	-1.48558333333333
C19orf6	-0.1065
ZAN	0.2575
LY6G6E	-0.5855
EIF4E2	0.01625
C20orf198	-0.31775
ZNF324	0.33525
CYP3A5	-3.4465
ENTPD7	1.36133333333333
MBOAT5	0.130166666666667
GJB5	-1.98625
TTC13	0.18925
S100Z	-1.1305
KIAA0664	-0.729666666666667
PDGFRB	1.95366666666667
IL17D	-0.9185
OR56B4	0.014
RDX	-2.844
SLC34A3	0.8735
IL28B	1.0325
JUND	1.2885
CHRNB1	-0.217125
CAMK2B	0.64775
FETUB	-1.9085
CXorf23	1.658375
MRTO4	-1.44825
TTC3	1.4309
NDUFB8	0.066
EDG2	0.332
SEMA3G	0.845
IL23A	-2.1745
GRHL1	1.267
LOC441054	-1.8905
WDR65	0.354375
PSTK	-0.42725
STOML3	-0.0958333333333333
R3HDM2	-0.0197
C5	-1.246
SLC2A10	1.94616666666667
C3orf22	0.35575
PAQR3	-0.837461538461538
ANKRD26	-0.357916666666667
HCRTR1	-0.1135
LOC399947	-0.60225
PSD2	-0.47375
TIGD2	-0.402333333333333
SCRN1	-2.989375
COQ10A	-1.104
DDI2	0.032
METTL7B	-0.899
UCN2	0.63175
FAM92A3	-0.3565
WDR16	-0.0105
ZNF511	0.0518333333333333
ZMYM5	-0.0305
POLR3G	-3.05325
ZNF586	-0.10225
C1orf49	0.446
TANK	0.614333333333333
RCAN1	0.2405
PELI3	1.54633333333333
LIMD2	-0.448
TMEM189	-0.765
NTN4	3.681125
LOC151300	0.041
CLEC2A	-0.6745
GPR135	0.141875
DPYSL4	-3.2957
JAK2	0.173333333333333
TSHZ1	0.185333333333333
TM9SF4	-0.371875
ZNF264	0.901
SIRPG	1.321875
BICD1	-0.288
HERC6	2.4915
METTL5	-0.738
CASP1	0.2275
PRRT1	-0.311
PLA2G4C	2.25333333333333
ICA1L	0.150428571428571
TPTE2	0.466166666666667
OTUD7A	0.953333333333333
AQP11	0.39925
APOA2	-4.8045
KALRN	0.1961
SECTM1	1.10166666666667
IFNAR1	-0.12775
TALDO1	0.2185
RAB11FIP4	-0.259
EIF5A	-1.616
FAM49A	1.58025
NEGR1	0.0486666666666667
YTHDC2	0.241
EHD2	-0.32575
NCF1	1.3388
SCRT2	0.814
HOXA5	-0.9315
NUP133	0.2685
FGF12	-0.35475
SLMO2	-0.625625
SNTA1	0.665625
CACNG2	0.107125
GCM1	0.8595
ELF1	0.970666666666667
TLR5	2.80925
TCFL5	-1.52933333333333
RBMY2FP	-0.407
LOC100125556	0.3955
FAM129B	0.671875
MAP3K7IP1	0.159
NCK2	0.3575
OXA1L	-0.7925
FMO9P	-0.101
ZSCAN12	0.23175
PSMD12	-0.85525
HSCB	-0.252
CLDN10	-2.94075
MGC13053	-0.3635
HPCAL4	-0.560833333333333
ASZ1	0.017
MEX3D	-0.00166666666666669
NFAT5	-0.7962
CSPG4LYP1	-0.407333333333333
FBXO3	1.3462
DVL1	-1.24483333333333
CMKLR1	1.22866666666667
TYMS	-3.457
PEF1	0.58275
ZNF750	1.91683333333333
MCM5	-0.4564
MEGF11	-0.68825
KCNK7	-0.125
PTP4A3	0.185
C1QTNF2	-0.883
OR6S1	0.357
FAM122B	-1.094
ZNF551	-0.646375
HBQ1	-2.6105
GEMIN6	-0.8005
ARSK	-0.378
RBP7	1.89416666666667
CPNE9	0.11775
DSC1	0.4695
LOC730112	-0.7845
MAP2K4	1.670625
HS3ST5	-1.33
EPB41L3	-1.49125
TEKT2	1.4845
CDKN2B	0.794166666666667
ZNF480	-0.795
MAP3K6	0.404
MAP6	2.73683333333333
HN1	0.1775
OR2L13	0.422
SLC16A11	0.27975
FAM96A	-0.90625
APOL1	-0.1225
C5orf32	0.67925
RTP1	-0.0943333333333333
RNF175	0.627
ZBTB41	1.42375
AHCTF1	0.0149000000000001
SAE2	-0.2336
ITGA2	-1.04858333333333
MME	-0.815166666666667
CCDC14	-0.81625
MAST4	1.34014285714286
KRT33B	0.0795
KCTD2	0.540666666666667
WDR26	0.445916666666667
MFI2	0.045
NR4A3	0.487875
ARSA	1.592
UNKL	-0.455833333333333
SULT6B1	0.2495
CCNA2	-2.60283333333333
SOX15	-0.5695
PPAPDC1B	0.29075
C19orf44	0.2265
MCAT	0.559583333333333
ARID1B	0.461875
OR52N1	0.288
C12orf48	-1.6325
MAGI1	0.74525
NIPA2	-0.42625
GBX2	-1.49175
RSHL3	-0.024375
RAVER1	0.545333333333333
C15orf17	0.0255
SLC30A2	0.13975
ZNF518	-0.84425
PCYT1B	-1.25625
C10orf114	-1.48125
EIF3H	-0.0945833333333333
SLC25A39	-0.648166666666667
KIF1B	-0.778125
AMOTL2	1.17325
C6orf120	0.49975
PSRC1	-2.36125
PLA2G10	0.9775
KIF5C	1.01575
MRPL37	-1.348
C17orf62	0.703166666666667
C9orf135	-0.703333333333333
DUSP10	1.1889
CLCNKB	0.248
PSMA5	-0.363375
C8orf53	-0.111
AMPD3	0.253
PIAS1	0.30425
ADCYAP1R1	-0.117
GYLTL1B	-0.6845
CDH20	-0.1195
FBXO7	-0.15025
TMEM134	1.14816666666667
FLJ14213	0.5735
ZNF3	-0.13125
LRRFIP1	0.526375
CNOT2	0.439583333333333
ABI3	2.00875
ALDH5A1	0.0483333333333333
HNT	1.7332
SERPINA4	-1.34725
TK2	0.23625
STMN1	-2.42688888888889
GUCA2A	0.141
GALNT10	1.559
DPP6	-0.671
C9orf93	-0.165375
PRELID2	-0.187375
STK39	0.523
SFTPA1	-0.7215
CKS2	-1.99211111111111
RHO	0.374375
C20orf135	-0.27025
XKR3	-2.461
CR1	-0.088375
RPS6KA2	-0.0618571428571428
C20orf112	0.83725
MRPL22	0.11375
C4orf23	0.249666666666667
GADD45B	0.758
KLHDC1	0.986833333333333
C2orf48	-2.0285
ZNF287	1.469
DAAM2	-0.65175
DPPA2	-2.5065
TCTN3	0.63
DNAJB11	0.14375
FPR1	3.22325
DEFB4	0.419
PTCD2	-0.5085
SMOC2	4.95016666666667
CABP7	-0.01325
SERPINB11	0.04525
MAGEF1	0.32475
NDE1	0.2715
ITGA10	0.682
FSHB	0.3175
ANXA2	1.041375
HORMAD2	-0.09825
HLCS	0.9035
MCF2L	1.91733333333333
FH	0.149
TBC1D24	0.65475
KIAA1505	1.45325
LGALS2	-2.209
CNBD1	0.5815
SYNPO2L	-0.1865
PTPN23	0.226714285714286
C1orf183	-1.10316666666667
MAGEA8	-2.65625
DGCR8	-0.923625
GSR	-1.04925
PAQR7	0.136
ZNF676	-0.88175
CACNA1C	0.003
SP7	0.222
PDCD6	-0.38475
NRN1L	-1.5875
BRI3BP	-0.285916666666667
KIAA1183	0.495
ASB4	0.21275
CCL23	0.2855
OBSL1	-0.187375
SLC12A7	0.897666666666667
KIAA0240	0.74275
CD1B	-2.7005
FCGR2A	0.7565
MDC1	-1.28425
HTR1A	0.449666666666667
OCEL1	0.38875
ATP11B	-0.8775625
FBXO34	0.149
PCDH12	3.13966666666667
RPE	-0.81325
C17orf74	0.0835
CSDC2	0.474
PET112L	-0.36875
TMBIM1	0.510625
P2RXL1	-0.44225
TCHP	-0.30675
TRMT1	-1.30733333333333
F2RL2	0.560083333333333
LRRC32	2.85066666666667
IMPG2	0.336
BGLAP	0.128
LOC493869	-0.3825
MRAS	1.7165
SLC35F5	0.3555
CBWD1	0.1585
AXL	-1.452875
ATP2C2	3.52125
TELO2	-0.71625
PNPLA3	-3.2155
PCDHB14	1.2545
CD276	0.67775
KRT80	-1.52925
DUSP28	0.2415
CSNK1E	0.578166666666667
SRP14	1.3795
KCNQ4	-0.681
KRT72	0.0878333333333333
CCDC117	0.640625
C6orf89	0.446666666666667
TUBB2B	-2.35583333333333
RTN4IP1	-0.78775
CR1L	-4.04833333333333
CEND1	0.42475
C12orf41	-0.0316666666666667
RNF31	0.49375
UBN1	-0.0518333333333333
C17orf32	0.582
SLC5A7	0.11625
GPR92	0.507333333333333
ESAM	2.064
CTNNA1	1.077
HRBL	0.6112
CBX4	0.20075
TMEM182	0.37625
SH3TC2	-0.738
IL10	0.702833333333333
PXMP4	1.405
RNF167	0.3783
PAK7	0.662833333333333
ETV3	-0.117
ATPIF1	-0.4815
LOC554207	-1.19066666666667
OR8H1	0.00175
WDFY3	1.306625
DPM1	-1.1825
GPSM1	0.5295
WDR92	-0.1105
LRP1	0.656666666666667
ANKH	-1.30475
THUMPD3	-0.65675
POLR1B	-0.63675
OLFM4	1.80516666666667
RAD9B	0.53125
TSPY2	-3.883
PAX6	-1.01033333333333
SCG2	-2.528375
SLC17A6	0.17525
FMO3	1.56
PADI4	-0.07
TUBB4	-0.7043
NLK	-0.11075
POU4F3	-0.567
SDF4	-0.462
ITGBL1	0.905166666666667
NETO1	-1.331625
TAP2	0.149625
ABBA-1	-0.0189166666666667
GNAI1	-0.974
VPS4B	0.0235
NOPE	-0.6247
GALNT6	3.807
SESN1	0.586125
GBE1	-1.63266666666667
CLASP1	-0.26975
RASGEF1B	0.4945
ACOT11	-0.233357142857143
AFAP1	0.95475
OR2H2	0.24925
DPY19L2P1	-1.21025
DZIP1	-2.5645
SEC22C	-0.129916666666667
GPR161	0.13075
RNF146	0.67
WDR74	-0.940125
GALP	0.0685
PURA	1.40725
DNPEP	1.20783333333333
RP11-78J21.1	-1.2115
ERBB2	2.493875
FANCM	-1.02241666666667
NEO1	0.864333333333333
DDX3Y	-4.7976
RPS3A	0.074375
MXRA7	0.0632142857142857
LGALS3	-1.5295
GLT8D1	0.165
CFL2	-1.75816666666667
UPB1	0.2875
NAP1L5	0.2105
CLDN14	1.1425
DHX38	-0.9235
BTBD1	-0.26575
TARS2	0.0521666666666667
ABCF1	-0.0769
FCF1	0.5745
LRRC49	-0.01275
GUCY1B2	-1.1015
C1orf177	-0.0223333333333333
SMARCA4	-0.270071428571429
LRP8	-3.7455
TAGLN3	-0.7585
MRPL14	-0.3515
TTRAP	-0.014
ZDHHC20	0.4355
NFE2L3	-0.99625
KIAA1377	0.44975
PALMD	0.5295
TMEM43	-0.63475
TTL	-1.342375
STAT5B	-0.0621666666666667
SSB	-0.78475
OR10H5	0.4035
SLC22A13	-0.30225
AKAP3	-0.098
TIMM23	0.4525
OAS2	2.27916666666667
KIAA0423	0.9855
TRIM11	0.687166666666667
GLIS3	1.547125
TMEM50B	0.727333333333333
ARHGEF4	-1.04725
DEGS1	0.0358181818181818
TBL1XR1	0.618833333333333
G6PD	-2.0925
SP140	0.0568
MUC17	0.22
NUDC	-0.6099
DNAJC5B	1.12
SCARA3	-1.20616666666667
CPA3	3.71983333333333
BCAT2	0.362875
MFN1	-0.2288
NRG3	-0.0775
SNX11	0.31075
PLEKHH1	-0.889333333333333
GPR177	-1.63916666666667
HCFC2	0.578
TCAP	-1.31725
MOCOS	-2.07575
C14orf93	0.05325
PRDM10	-0.452166666666667
SLC16A4	0.993583333333333
SRGAP1	-0.159833333333333
VIP	0.2015
DUSP27	-0.0915
LILRA1	0.4403
MC2R	0.697
MGC24103	-2.332
MBTD1	-1.3555
FUT11	-0.326166666666667
USP33	-0.1402
C15orf39	-1.58175
MAP3K12	0.15875
PAAF1	-0.106333333333333
BARHL1	-0.34
FLJ16165	-0.0785
PIWIL2	1.482
SYNE1	0.123833333333333
CMTM4	-0.557375
TSPYL1	1.2369
GUF1	-0.373
TMEM157	1.163
WDR44	0.2465
HIST1H3C	0.62025
DKFZp666G057	0.6035
RNPEP	1.24325
GAS2L2	-0.335666666666667
ADH4	-4.619
GRPR	0.805666666666667
FBXL17	1.383
ZBTB10	0.25125
Gcom1	0.705444444444444
HTRA1	1.6809
ZNF585A	-0.195833333333333
SLC26A2	0.284142857142857
OTOP3	0.2845
WISP1	2.02077777777778
ATP2B4	-0.53075
FLJ10769	0.59475
CRAMP1L	-0.405375
CHST12	-0.7035
RAB22A	0.231
TARDBP	-0.332142857142857
STAU1	0.23725
CRB3	2.36283333333333
MIG7	-2.1235
CHMP1A	-0.623166666666667
ZNF160	0.01175
B3GALT6	-0.505875
BARX1	-1.54983333333333
C6orf167	-1.411375
NXNL1	0.7175
DHX29	0.922875
HADHB	0.04825
PLXNB2	1.20575
ILDR1	-0.3635
SLC15A3	2.5
GAS2	-4.27133333333333
C20orf69	0.10575
NUMB	-0.07975
TNIP1	0.536625
MESP1	-1.207
PSKH1	-0.48525
NSFL1C	0.20375
RHOG	0.241
HEY1	-2.26483333333333
KNG1	-1.6655
ITGAX	1.2815
LIN9	-0.573833333333333
CANT1	1.047
XRN1	0.0770714285714286
CCDC96	1.4871
HEATR6	-0.909
GNG7	0.972833333333333
RUNX2	1.0396875
SOX1	0.198333333333333
FCRL5	0.211
ZNF99	-0.00337499999999998
FAM9A	-0.1905
SNX22	0.125833333333333
MBNL3	-2.32483333333333
ODC1	-2.7144
ADORA2B	-2.55116666666667
NR2F6	0.2915
ZFYVE16	0.00311764705882351
SYNJ2BP	0.1255
POLE	-0.971875
E2F2	-1.697125
THRA	0.117166666666667
PTGES2	-0.718
HIP1R	0.646333333333333
TMUB1	-0.259
ENO3	-2.19475
RSPH10B	0.0555
CXorf39	1.110625
IRGC	0.40225
GPR109B	0.21675
FLJ13305	-0.8545
LCE3A	-0.8355
TNFRSF18	-1.92333333333333
DET1	0.098
TRPM3	-0.155583333333333
C16orf79	-1.273
FECH	-0.9035
RAP2A	-0.549333333333333
CRIP1	2.48
AZIN1	-0.00262500000000002
SLC7A7	3.08375
IL10RA	0.8676
TMEM64	-3.273
CDC42EP4	0.9121
C16orf58	-0.454
ARG2	-1.90075
POU5F1P4	-4.7545
FAM62B	-0.26975
DNAH8	-1.4711
ASH2L	-0.137875
TSLP	-2.78533333333333
CNTNAP5	-0.00383333333333334
TMEM16C	-0.3845
IFNA14	0.0485
SLC1A3	-0.353375
CABYR	1.15
BCL7B	0.1148
NUDT13	-1.50733333333333
C13orf28	0.301
C1orf53	0.0165
ARL6IP4	0.3981
RPL35A	-0.029
EMR3	0.76975
RAB40C	0.142416666666667
SLC41A1	-0.301833333333333
LRCH1	-0.01125
LY6G5B	-0.2775
FAM124A	0.251428571428571
MGC10981	-4.24683333333333
CLIP3	0.0888
MAP4K2	0.700333333333333
CHIC1	-0.01325
SULF1	4.18466666666667
C20orf30	-0.0639285714285714
PRDM5	-0.124125
ELOVL1	-0.17075
C11orf48	-0.46475
SLC39A10	0.11375
KCNV1	-0.4675
ACP1	-0.564
ZMYM2	0.25
B3GNT6	0.169166666666667
C9orf69	0.09675
C2orf15	1.55575
C20orf166	0.418
HSP90AA6P	0.216
EDG7	-0.5905
NEURL	1.63175
LPL	2.58116666666667
CLEC2D	0.0067857142857143
GRRP1	1.21983333333333
CD8B	-3.2115
HIST1H3D	-1.04516666666667
SLC6A12	0.265
FAM27L	-0.229
CD84	1.403
RASA1	0.0505
PHKG1	0.0475
MAGEA11	-1.886
IMPA1	-1.2275
NPM3	-1.3915
RARRES1	3.155
SH3BP1	0.46525
B3GNTL1	-0.1965
ARPC5L	-0.206833333333333
KLHL26	0.81225
SIM2	1.454
GJC1	0.255
C20orf194	0.263
EXO1	-2.1945
SLC2A2	-2.33083333333333
LOC285074	-1.003
LRG1	2.499
KIRREL	0.315
PIK3R1	2.51957142857143
C4orf34	1.52275
MAF	-1.64366666666667
ADCY4	2.90383333333333
ZMIZ2	0.3047
SLC46A3	1.75166666666667
STAMBP	0.315666666666667
CCDC16	0.02925
MS4A12	0.019
TCF20	0.50375
LRRC46	1.658
C20orf152	0.25825
MRPS6	-1.124
ABCB11	0.2005
KCNC2	0.0316666666666667
CDH19	-1.76083333333333
C9orf123	-0.188333333333333
SSH3	1.924
LDLRAD1	-1.33
CCBE1	-0.37675
ZNF135	0.519625
TAAR1	-0.356
WFDC12	-0.363
CCDC42	-0.0995
FLJ12529	-0.47275
PER1	-0.637333333333333
TIMM50	-0.544666666666667
SMARCAD1	-0.353833333333333
FAM26C	0.4285
TP53TG3	-1.9755
SH3RF1	3.0773
LMCD1	3.9965
GPR63	-0.6575
FLJ21986	-2.47675
AIFM3	0.3355
MICAL1	-0.188166666666667
BLZF1	1.236
IQCA	4.04933333333333
PCDHGC3	-0.2775
SAC	0.411
BCL6B	1.661
DDO	-0.6945
MARCO	1.72825
DCHS1	1.75716666666667
C1orf170	0.896666666666667
CD200R1	0.220666666666667
C22orf15	-0.25
SEPT11	-0.182166666666667
ADNP	0.2355
UST	-1.0018
C13orf34	-1.44616666666667
RFFL	0.511428571428571
APBA3	0.345
C2orf60	-0.21575
CUTL1	0.0494
PMS1	-0.671125
ZNF689	-0.648
EIF3E	-0.79
IL9	0.121166666666667
RPL31	-0.56875
LY9	0.1795
ATP2B3	-0.33325
KDELR2	0.0425833333333333
TFCP2	0.787625
NLRP12	0.28625
FLJ45422	-0.305
TLE4	-1.1722
ZNF570	-0.401
FLJ43806	-0.695
TLK2	-0.330875
CIR	0.8065
MARS2	-0.5595
COL24A1	0.42925
SDF2L1	0.2115
HIBADH	-0.249333333333333
IGFBP3	-2.5585
C12orf23	1.0175
PSPC1	0.15225
C20orf43	0.17975
TRAV20	0.526
ARHGAP24	0.058625
KIAA1975	-0.955125
C1QA	3.0577
DNTT	-4.80083333333333
C10orf6	0.175166666666667
C11orf41	0.187875
HNRPF	0.467375
COL11A1	6.11166666666667
UBAP2	-0.487
CDKN2AIPNL	-1.0015
C20orf174	1.83575
SPRED2	0.94475
PLA2G12A	0.452333333333333
ICEBERG	-1.556
SCN10A	0.053
C11orf65	-0.46075
GBP5	3.9305
PITPNC1	-2.169
POU3F3	1.1335
NCOA7	-0.857
LIN7C	-0.0807
LOC348840	-1.054
NKX2-2	2.06
ANKRD13D	0.70375
LOC123688	-0.29025
FUT2	0.0483333333333333
TAAR8	0.367
FZD4	0.737166666666667
PNMA3	-1.255
OR4L1	0.6
WIT1	-0.82225
EXOC3L	1.229
ATPBD4	-0.6018
KRBA1	-0.26
UBXD6	0.64975
HOXB7	-0.949928571428571
C7orf23	-0.829
UNQ338	-0.076
STAB2	0.66025
CDC20B	0.354
IRF9	2.846
CENTG1	-0.09775
TNPO2	-1.07025
MCPH1	0.4935
BMS1P5	-1.28675
SLC26A7	0.07225
HIST1H3J	0.7895
C9orf3	-0.1361
LBH	0.939
MYO1D	0.925875
PTDSS2	-0.413
NFU1	0.23
DEPDC4	-1.15425
