Hybridization REF	TCGA-A7-A0CE-01A-11R-A00Z-07
TEKT2	0.12675
CDKN2B	0.964083333333333
ZNF480	-1.21525
MAP3K6	1.1177
MAP6	1.21983333333333
HN1	-0.0471
OR2L13	-0.12
SLC16A11	0.483
FAM96A	0.66375
APOL1	-0.2655
C5orf32	0.48025
RTP1	0.839666666666667
RNF175	0.0975
ZBTB41	1.012625
AHCTF1	0.2016
SAE2	-0.2908
ITGA2	1.5975
MME	-1.20533333333333
CCDC14	-0.6755
MAST4	0.369071428571429
KRT33B	-0.906
KCTD2	-0.105
WDR26	0.197416666666667
MFI2	-0.4685
NR4A3	1.5385
ARSA	0.5055
UNKL	-0.1165
SULT6B1	0.336
CCNA2	-0.0926666666666667
SOX15	-0.3865
PPAPDC1B	-0.84725
C19orf44	0.3675
MCAT	0.460916666666667
ARID1B	0.419875
OR52N1	1.254
C12orf48	-0.92825
MAGI1	-0.810875
NIPA2	-1.17525
GBX2	-0.153
RSHL3	0.871125
RAVER1	0.414833333333333
C15orf17	-0.80975
SLC30A2	0.2065
ZNF518	-0.36125
PCYT1B	-1.32425
C10orf114	0.264
EIF3H	-0.576083333333333
SLC25A39	-0.336666666666667
KIF1B	0.9315
AMOTL2	0.69425
C6orf120	0.044125
PSRC1	-1.23875
PLA2G10	1.847125
KIF5C	-0.416625
MRPL37	-0.168
C17orf62	0.4685
C9orf135	-0.933333333333333
DUSP10	-1.5675
CLCNKB	-0.017
PSMA5	-0.537875
C8orf53	0.20725
AMPD3	0.179333333333333
PIAS1	-0.25675
ADCYAP1R1	-0.2105
GYLTL1B	1.54
CDH20	0.439333333333333
FBXO7	-0.254
TMEM134	-0.2235
FLJ14213	0.186666666666667
ZNF3	-0.02
LRRFIP1	-0.311708333333333
CNOT2	-0.1455
ABI3	1.35075
ALDH5A1	-0.626833333333333
HNT	1.3381
SERPINA4	-2.1685
TK2	0.141083333333333
STMN1	0.0537777777777778
GUCA2A	0.263333333333333
GALNT10	-0.752357142857143
DPP6	0.14905
C9orf93	-0.230625
PRELID2	-0.243125
STK39	-1.28225
SFTPA1	0.554
CKS2	-1.22811111111111
RHO	0.15325
C20orf135	-0.326
XKR3	-2.1025
CR1	0.7335
RPS6KA2	-0.0157857142857143
C20orf112	-0.05275
MRPL22	-1.0265
C4orf23	-0.0745
GADD45B	0.86825
KLHDC1	-0.2535
C2orf48	-1.088
ZNF287	1.0165
DAAM2	0.2565
DPPA2	-2.12683333333333
TCTN3	0.866
DNAJB11	0.344125
FPR1	3.449
DEFB4	0.0885
PTCD2	-0.1426
SMOC2	3.56516666666667
CABP7	0.63425
SERPINB11	0.89725
MAGEF1	0.045
NDE1	-0.033
ITGA10	0.025
FSHB	0.227
ANXA2	0.73175
HORMAD2	0.29175
HLCS	0.138
MCF2L	1.56533333333333
FH	0.72525
TBC1D24	1.168
KIAA1505	1.01375
LGALS2	-0.725
CNBD1	-0.1215
SYNPO2L	-0.44825
PTPN23	-0.422785714285714
C1orf183	0.167833333333333
MAGEA8	-2.591
DGCR8	-1.000125
GSR	-1.43825
PAQR7	-0.01675
ZNF676	0.207
CACNA1C	0.7202
SP7	0.6695
PDCD6	-0.26875
NRN1L	-1.146
BRI3BP	0.16625
KIAA1183	0.649
ASB4	0.4705
CCL23	0.9709
OBSL1	-0.745125
SLC12A7	0.989416666666667
KIAA0240	1.024125
CD1B	-2.64833333333333
FCGR2A	1.633625
MDC1	-0.18425
HTR1A	1.68716666666667
OCEL1	-0.487
ATP11B	-0.1345
FBXO34	-0.2845
PCDH12	3.12933333333333
RPE	-1.9735
C17orf74	1.3175
CSDC2	0.234833333333333
PET112L	-0.12
TMBIM1	-0.640375
P2RXL1	0.51625
TCHP	-0.61775
TRMT1	-0.5975
F2RL2	-0.67625
LRRC32	1.83916666666667
IMPG2	-0.6485
BGLAP	0.65025
LOC493869	-0.631083333333333
MRAS	2.0355
SLC35F5	-0.4615
CBWD1	-0.1845
AXL	-3.30625
ATP2C2	-0.92525
TELO2	-1.06675
PNPLA3	-3.729
PCDHB14	-0.93775
CD276	0.13325
KRT80	-0.114125
DUSP28	-0.234
CSNK1E	0.657
SRP14	-0.445
KCNQ4	0.9945
KRT72	0.0255
CCDC117	-1.01
C6orf89	0.157777777777778
TUBB2B	1.41883333333333
RTN4IP1	0.48275
CR1L	-3.09166666666667
CEND1	1.79975
C12orf41	-0.111833333333333
RNF31	-0.08725
UBN1	-0.532833333333333
C17orf32	0.355875
SLC5A7	0.50975
GPR92	0.922333333333333
ESAM	1.6887
CTNNA1	0.5415
HRBL	-0.186
CBX4	-0.05325
TMEM182	-1.1485
SH3TC2	0.120666666666667
IL10	0.867833333333333
PXMP4	-0.51
RNF167	0.3416
PAK7	-0.0153333333333333
ETV3	-0.2775
ATPIF1	-0.573333333333333
LOC554207	-1.33033333333333
OR8H1	-0.402
WDFY3	0.459
DPM1	-0.9115
GPSM1	-0.5865
WDR92	0.0374
LRP1	0.447333333333333
ANKH	-0.6825
THUMPD3	-1.2645
POLR1B	-0.5725
OLFM4	2.34233333333333
RAD9B	0.057
TSPY2	-3.857
PAX6	1.145
SCG2	-1.75
SLC17A6	-0.18675
FMO3	2.734875
PADI4	0.279625
TUBB4	0.3363
NLK	-1.12525
POU4F3	0.79
SDF4	0.249
ITGBL1	0.5945
NETO1	-2.27025
TAP2	0.536375
ABBA-1	-0.122416666666667
GNAI1	0.685
VPS4B	0.70375
NOPE	-0.9669
GALNT6	1.41
SESN1	0.525125
GBE1	-1.44255555555556
CLASP1	-0.709
RASGEF1B	0.764875
ACOT11	0.0950714285714286
AFAP1	0.3975
OR2H2	0.6635
DPY19L2P1	-1.402
DZIP1	-0.8645
SEC22C	-0.71625
GPR161	2.71475
RNF146	1.665
WDR74	-1.017375
GALP	0.973
PURA	1.26075
DNPEP	-0.890166666666667
RP11-78J21.1	-0.8655
ERBB2	1.8925
FANCM	-1.12533333333333
NEO1	1.24283333333333
DDX3Y	-4.8371
RPS3A	-1.349125
MXRA7	-0.105071428571429
LGALS3	0.436166666666667
GLT8D1	-0.227
CFL2	-1.741
UPB1	0.15825
NAP1L5	0.6645
CLDN14	1.15175
DHX38	-0.15125
BTBD1	0.44275
TARS2	1.184
ABCF1	0.4222
FCF1	0.0305
LRRC49	0.37725
GUCY1B2	-1.5015
C1orf177	0.635166666666667
SMARCA4	0.165071428571429
LRP8	-1.68716666666667
TAGLN3	-0.0335
MRPL14	-0.51775
TTRAP	-0.277
ZDHHC20	-0.065
NFE2L3	1.00875
KIAA1377	-0.465
PALMD	1.3004
TMEM43	-0.31
TTL	-1.356875
STAT5B	-1.41466666666667
SSB	-1.220125
OR10H5	-1.0165
SLC22A13	0.23125
AKAP3	1.6515
TIMM23	0.212833333333333
OAS2	1.35008333333333
KIAA0423	-0.759
TRIM11	0.673333333333333
GLIS3	0.190375
TMEM50B	0.333333333333333
ARHGEF4	-0.8565
DEGS1	0.157909090909091
TBL1XR1	0.7863
G6PD	-0.689
SP140	0.0529
MUC17	0.389928571428571
NUDC	-0.0572
DNAJC5B	0.986
SCARA3	1.0445
CPA3	3.1835
BCAT2	-0.46275
MFN1	0.1757
NRG3	1.4105
SNX11	0.13525
PLEKHH1	-1.05333333333333
GPR177	-1.50633333333333
HCFC2	-0.705
TCAP	0.00974999999999999
MOCOS	-0.8605
C14orf93	-0.05725
PRDM10	-1.524
SLC16A4	0.405333333333333
SRGAP1	-0.338833333333333
VIP	0.40075
DUSP27	-0.5855
LILRA1	0.4588
MC2R	-0.5945
MGC24103	-2.09125
MBTD1	-2.245
FUT11	-0.635333333333333
USP33	0.168
C15orf39	-0.55125
MAP3K12	-0.485
PAAF1	-2.67066666666667
BARHL1	-0.5745
FLJ16165	-0.207
PIWIL2	-2.90825
SYNE1	0.1925
CMTM4	0.538375
TSPYL1	0.6785
GUF1	-0.781833333333333
TMEM157	0.782
WDR44	0.18375
HIST1H3C	-0.59875
DKFZp666G057	-0.222
RNPEP	0.09125
GAS2L2	1.98866666666667
ADH4	-3.06125
GRPR	0.480166666666667
FBXL17	0.92875
ZBTB10	0.321833333333333
Gcom1	0.247944444444444
HTRA1	-0.1243
ZNF585A	-0.154166666666667
SLC26A2	1.46071428571429
OTOP3	-0.0255
WISP1	1.05844444444444
ATP2B4	0.33225
FLJ10769	0.68075
CRAMP1L	-0.76875
CHST12	0.62975
RAB22A	0.513166666666667
TARDBP	-0.0919285714285714
STAU1	-0.5685
CRB3	2.69133333333333
MIG7	-1.9295
CHMP1A	-0.0583333333333333
ZNF160	-0.14025
B3GALT6	-0.02475
BARX1	-2.43933333333333
C6orf167	-0.51925
NXNL1	0.382
DHX29	-0.05325
HADHB	0.4475
PLXNB2	0.540375
ILDR1	-1.2465
SLC15A3	2.14125
GAS2	-3.42183333333333
C20orf69	0.338
NUMB	-0.671
TNIP1	-0.3525
MESP1	1.71583333333333
PSKH1	0.04775
NSFL1C	-0.37625
RHOG	0.06325
HEY1	-2.65933333333333
KNG1	-0.5425
ITGAX	1.611
LIN9	0.694166666666667
CANT1	0.59625
XRN1	-0.02
CCDC96	0.8177
HEATR6	-0.9905
GNG7	0.00916666666666668
RUNX2	0.3586875
SOX1	0.556333333333333
FCRL5	0.2129
ZNF99	-0.296625
FAM9A	1.443
SNX22	2.5725
MBNL3	-1.52716666666667
ODC1	-0.4533
ADORA2B	-1.64866666666667
NR2F6	0.61475
ZFYVE16	-0.412388888888889
SYNJ2BP	0.251
POLE	-0.407625
E2F2	-0.1345
THRA	0.688333333333333
PTGES2	-0.700166666666667
HIP1R	-0.673833333333333
TMUB1	-0.0853333333333333
ENO3	-2.32275
RSPH10B	1.375
CXorf39	0.427375
IRGC	0.01325
GPR109B	-0.59775
FLJ13305	-0.249
LCE3A	2.151
TNFRSF18	-0.7505
DET1	0.56175
TRPM3	0.26
C16orf79	-1.634
FECH	0.033
RAP2A	1.06166666666667
CRIP1	1.31933333333333
AZIN1	-0.172
SLC7A7	1.9505
IL10RA	0.2591
TMEM64	-3.167
CDC42EP4	1.6739
C16orf58	-0.3573
ARG2	-0.3725
POU5F1P4	-4.229
FAM62B	0.993125
DNAH8	-1.5209
ASH2L	0.207
TSLP	-3.34466666666667
CNTNAP5	-0.3874
TMEM16C	0.03475
IFNA14	-0.1135
SLC1A3	-0.73625
CABYR	0.8215
BCL7B	0.316
NUDT13	-2.93066666666667
C13orf28	0.848
C1orf53	0.07625
ARL6IP4	-0.1967
RPL35A	-0.369
EMR3	0.693
RAB40C	-0.412916666666667
SLC41A1	0.0456666666666667
LRCH1	-0.341
LY6G5B	-0.565
FAM124A	0.0300714285714286
MGC10981	0.531666666666667
CLIP3	-0.0955
MAP4K2	-0.9515
CHIC1	0.508
SULF1	2.58866666666667
C20orf30	-0.635571428571429
PRDM5	-0.374625
ELOVL1	0.16175
C11orf48	-0.7845
SLC39A10	-1.063
KCNV1	1.89475
ACP1	-0.409166666666667
ZMYM2	-0.7075
B3GNT6	-0.0108333333333334
C9orf69	0.1875
C2orf15	0.94125
C20orf166	1.225
HSP90AA6P	0.532
EDG7	0.574
NEURL	-1.6335
LPL	3.8565
CLEC2D	-1.45928571428571
GRRP1	1.43216666666667
CD8B	-2.4213
HIST1H3D	-1.60866666666667
SLC6A12	0.707625
FAM27L	0.0555
CD84	0.8479
RASA1	0.018
PHKG1	-0.387
MAGEA11	-1.685
IMPA1	-0.0694
NPM3	-0.194
RARRES1	6.87025
SH3BP1	-0.28675
B3GNTL1	-0.3945
ARPC5L	-0.3755
KLHL26	0.112
SIM2	0.31375
GJC1	0.2215
C20orf194	-0.3025
EXO1	-0.32825
SLC2A2	-2.34433333333333
LOC285074	-1.57575
LRG1	-2.50525
KIRREL	-0.384
PIK3R1	0.859071428571428
C4orf34	-0.87775
MAF	-1.7265
ADCY4	2.68633333333333
ZMIZ2	0.5424
SLC46A3	-0.7885
STAMBP	0.0583333333333333
CCDC16	0.52075
MS4A12	-0.3885
TCF20	0.17825
LRRC46	0.39925
C20orf152	0.422
MRPS6	-0.197625
ABCB11	-0.596
KCNC2	1.26566666666667
CDH19	5.091
C9orf123	-0.509833333333333
SSH3	-0.04525
LDLRAD1	-0.60475
CCBE1	-0.1765
ZNF135	-1.668
TAAR1	-0.262
WFDC12	0.1925
CCDC42	0.428166666666667
FLJ12529	-0.371
PER1	1.76833333333333
TIMM50	-0.4765
SMARCAD1	0.281666666666667
FAM26C	-0.559
TP53TG3	-2.981
SH3RF1	2.2929
LMCD1	0.6575
GPR63	-0.308
FLJ21986	-2.563875
AIFM3	-0.14775
MICAL1	-0.537166666666667
BLZF1	0.6375
IQCA	0.258666666666667
PCDHGC3	-0.571
SAC	0.9115
BCL6B	2.12683333333333
DDO	-1.40225
MARCO	3.27225
DCHS1	0.196666666666667
C1orf170	-0.7825
CD200R1	1.29216666666667
C22orf15	0.21
SEPT11	0.370833333333333
ADNP	-0.14925
UST	3.6261
C13orf34	-0.944333333333333
RFFL	-0.172928571428571
APBA3	-1.1205
C2orf60	-1.4405
CUTL1	0.8276
PMS1	-1.2715
ZNF689	-0.1315
EIF3E	-0.6645
IL9	0.603833333333333
RPL31	-0.685
LY9	0.379666666666667
ATP2B3	0.92275
KDELR2	0.6635
TFCP2	0.14925
NLRP12	0.09675
FLJ45422	0.50475
TLE4	-0.2904
ZNF570	-0.919
FLJ43806	-0.3615
TLK2	0.100125
CIR	0.227
MARS2	0.221
COL24A1	-1.42775
SDF2L1	-0.378
HIBADH	0.539333333333333
IGFBP3	-0.350285714285714
C12orf23	0.028875
PSPC1	-0.23325
C20orf43	-0.033
TRAV20	0.263
ARHGAP24	-0.275625
KIAA1975	-0.37175
C1QA	2.9873
DNTT	-4.64116666666667
C10orf6	0.262416666666667
C11orf41	-1.222625
HNRPF	0.1485
COL11A1	4.25266666666667
UBAP2	0.0675
CDKN2AIPNL	-1.6435
C20orf174	5.39425
SPRED2	-1.19425
PLA2G12A	0.924666666666667
ICEBERG	-1.811
SCN10A	0.352
C11orf65	-0.41875
GBP5	3.7155
PITPNC1	0.0635
POU3F3	1.255
NCOA7	2.6425
LIN7C	-0.3163
LOC348840	0.234
NKX2-2	-2.9095
ANKRD13D	-0.347625
LOC123688	-0.207
FUT2	1.6375
TAAR8	-0.3625
FZD4	-1.25583333333333
PNMA3	2.12083333333333
OR4L1	0.0435
WIT1	-0.15275
EXOC3L	1.0895
ATPBD4	-1.866
KRBA1	-0.145
UBXD6	-0.5485
HOXB7	0.468428571428571
C7orf23	-0.3275
UNQ338	4.6625
STAB2	0.065
CDC20B	0.39325
IRF9	1.83475
CENTG1	0.15525
TNPO2	-0.4725
MCPH1	-0.879625
BMS1P5	-1.48625
SLC26A7	1.11225
HIST1H3J	0.5025
C9orf3	-0.32
LBH	1.4505
MYO1D	0.2575
PTDSS2	-0.31225
NFU1	0.04425
DEPDC4	-2.3495
WNT7B	-0.6059
GLP2R	-0.804333333333333
SETD4	-0.8222
DYNLT3	-0.9625
FKBP11	-2.49066666666667
SESTD1	0.3975
FLII	0.32625
RPS16	-0.1503
CHPF	-1.2675
CSNK2A1	-0.435
SUMO1P1	-0.47325
FKBP6	-0.676
ZNF214	0.171833333333333
TWIST1	0.0153333333333333
DDX56	-0.578333333333333
TRAM1L1	1.2554
EPO	-2.26733333333333
MRPS18B	-0.18825
ZNF682	-0.323
RPL14	-1.11883333333333
MAFF	0.05625
LOC51136	-0.523375
LY96	-0.6985
DDX20	0.1285
ABTB1	-0.2065
ARL5A	0.0363
CCT6A	-0.569
HEPACAM	-0.5825
EHHADH	0.078
RBAK	0.478833333333333
CGB1	2.49175
ITGB5	-0.2593
YIPF3	0.00925
FKBP2	-0.3635
NR1D1	-0.9156
TMEM110	-1.231
NEK2	0.136
PRAMEF8	-2.38
C20orf52	-0.652333333333333
PCDHGA3	-1.966
VWA3B	0.20775
NDUFA5	0.62
THAP9	-0.3255
FLVCR2	-0.344166666666667
AP1S1	-0.511375
SMAD6	-0.91925
SAV1	0.32175
SAT1	0.39325
ZNF251	0.1385
ADAMTS7	-0.2427
RPP38	0.42875
C1orf211	0.514
YPEL2	-0.28625
RBMS1	0.05675
ZNF445	-0.9655
NRXN2	0.190666666666667
PGBD4	-0.9775
UGT2B28	-2.675
WBSCR16	-0.3297
NLRC3	-0.79275
ASTL	-0.1315
ST6GALNAC1	-3.02475
ZADH2	-0.537
MLLT4	0.616916666666667
ARL6	-0.726833333333333
MEF2C	-0.22125
CBFA2T3	-3.0095
AFF3	0.182428571428571
COG7	-0.125666666666667
MYB	-1.28783333333333
PLXNA3	-0.1335
XRCC2	-0.468
MMS19	-0.28275
ST8SIA5	-0.285625
CHPT1	-1.07416666666667
KIAA1712	-1.087875
OR6X1	-0.076
ACTR3	-0.099
UGCG	-0.742166666666667
OR4P4	-0.328
ZAP70	-3.49725
LPP	0.632
ZNF485	-0.49475
PTPRCAP	-0.598
IL12RB1	0.13875
ATRX	0.1437
CHST8	3.518375
C14orf109	0.128
ARV1	0.50075
NMB	1.597
COX5A	0.719333333333333
EIF6	-0.89825
MPPED2	-1.025
SEMG1	-0.7015
CHRDL1	1.6245
TRAF3IP2	0.8255
WNK2	1.21425
LILRA4	1.528
LAMA2	2.05875
PXT1	0.6865
RLBP1	-0.888
CD300C	1.28625
SLTM	-0.3305
FLJ10404	-0.7251875
APOBEC3D	-2.51616666666667
RENBP	-0.074
ATXN7L1	-0.335875
NID1	-0.89475
TUBGCP3	0.042375
ITIH5	1.5145
CCDC110	-0.7435
C8A	-2.5295
MGC87042	-1.874
HOXC13	0.3815
TFDP2	-1.04125
HCP5	1.332625
POLI	-0.68625
UCN	-1.09483333333333
ZNF764	0.308
C8orf45	-0.041
FHL3	-0.52975
SPATA5L1	0.18575
MMRN2	2.37183333333333
NDST1	0.083
COL20A1	-0.278833333333333
ZNF248	-1.04033333333333
PELP1	0.326666666666667
MBL2	-2.43166666666667
RNF41	0.91575
C5orf24	0.2445
THOC5	-0.278875
SERINC3	-0.353416666666667
RP11-151A6.2	1.07275
CDCP2	0.5225
HIST1H2AA	0.225
C11orf75	1.1275
FKBP7	-0.682
DDOST	1.03
GPNMB	-0.6725
TTF2	-0.912
KCNT1	0.0246666666666667
SLC39A14	-0.361
NGRN	0.3872
GPR137B	-0.02375
MECP2	-0.03575
PSMA1	-0.38325
C16orf73	-5.39275
TMEM60	0.392166666666667
CSN3	1.25
NOS1	0.928666666666667
RAB7L1	1.92233333333333
YBX2	0.239
KIAA1166	0.48775
FUBP3	-0.252666666666667
ABCG1	0.2865
ACACA	-0.810666666666667
ARL11	0.3019
ATOH1	1.482
ODF1	0.411
CREB3L3	0.439833333333333
TMEM127	0.702642857142857
DSCAML1	-0.46225
PLN	2.90116666666667
LYPLA1	0.1575
PRDM9	-0.72375
SASP	-0.2525
PLUNC	-0.268166666666667
INTU	-0.0705
HISPPD1	-0.272
LNPEP	0.799166666666667
YARS2	-0.1285
APCDD1L	-2.1695
ZCCHC4	-1.2037
FBXO22	-0.807166666666667
TTLL13	-0.4615
ZNF669	-0.123333333333333
PTGDR	1.00625
DDX27	-0.302
KIAA0409	-0.902166666666667
GJB6	1.19225
ASB8	0.744
PLP2	0.943333333333333
MEPE	1.4225
OR10J5	-0.5345
KRT222P	-0.574333333333333
COQ7	0.427166666666667
C1orf101	0.4375
RERG	0.0524
CHMP5	0.0205
THAP11	0.5955
ZNF43	0.265833333333333
ZRANB3	-0.672333333333333
KRT13	1.387
MRPL19	-0.20075
RBBP9	-0.522
SPATA17	1.0645
BXDC5	-0.768
PAFAH1B1	0.54025
MAGEE1	-0.00800000000000001
OSTF1	-0.104
KIAA0323	-0.739916666666667
TXNDC13	0.0106666666666667
CNTN4	1.3745
LCE1B	-2.246
UNQ501	0.3705
ZNF154	-0.7325
C3orf64	0.344
SYT5	0.4185
PON1	1.156
FLJ10357	-0.905
ATP4A	-1.3845
GNPDA1	-0.375
MGAT1	0.0418333333333333
C14orf121	-0.54925
SLC35B2	0.549
MIER3	-0.0138333333333333
CHEK1	-0.92525
ZNF8	0.0133333333333333
TXNDC1	-0.397833333333333
CKB	0.2984
RTN3	0.0142142857142857
FZD2	-2.02466666666667
PART1	2.134125
PSMB6	-0.194
PCDHB8	-1.731
PHC3	-0.5054
PPP1R8	0.390333333333333
NOVA2	0.720666666666667
TNFRSF11B	-0.875375
GOLPH3	0.943666666666667
UBLCP1	-1.4
SUHW3	-0.4695
TTLL1	0.3575
OPN4	-0.4205
OR13G1	0.8095
ZPBP2	1.07666666666667
HSD17B11	-2.879
C9orf50	1.065
DHDDS	-0.0240714285714286
CTSW	0.8289
NEFM	-1.4985
MRPL28	-0.529
SYN1	1.19766666666667
PIGV	-0.564166666666667
ZIM2	1.9875
APBB1	0.676666666666667
SND1	-0.092
C1orf123	-0.363666666666667
CHD3	0.2085
BHLHB8	-0.209
RNASE2	0.478833333333333
BCAP31	0.442875
SLC25A44	0.971333333333333
CHD6	0.287
PIB5PA	-0.00184615384615385
SELS	1.166625
LOC541471	-1.44775
FAT2	0.7705
ZNF81	0.172
OR4C16	0.0295
FLJ10081	-0.7526
LRRC4	0.16225
CS	0.0243333333333333
N4BP2	-0.65375
IGFBP7	1.916
ZNF318	-0.204166666666667
NDNL2	-0.4915
ZNF609	-0.280875
SIRT4	-0.50575
EXOSC10	0.136
ECE2	0.461916666666667
OVGP1	0.789
GTPBP3	-0.41725
PACS2	0.7213
C19orf36	-1.24733333333333
ARL4C	-0.348375
ATG4B	-0.897
UBQLNL	0.7905
RHOXF2B	-3.526
PLEKHG2	-0.411
GALR1	0.3905
AQP4	-0.346666666666667
HDAC7A	-0.567833333333333
DCUN1D3	-0.00974999999999998
OR8A1	-0.8005
CCRN4L	-0.13775
CBR4	-2.47566666666667
KIFC1	-0.444166666666667
SLC7A14	-1.06116666666667
LHX5	0.156
TRPC7	0.37
LPXN	-1.13925
SERPINA1	-2.525
RPS13	-1.0652
BPIL3	0.23
PRKAA1	-1.576
FADS2	-0.4504
ENAH	1.0345625
PRO1768	1.56
APBA2BP	-1.463
LIPH	1.7325
C3orf33	-1.488
RCC2	0.400928571428571
ALDH1A2	-3.4081
RNF103	0.56875
AHCY	-1.492625
ALG12	-0.2485
CCL17	0.7735
ZNF543	0.316
ESRRG	2.0257
CNGA1	0.562
RDH5	-0.0971666666666667
OTX1	1.0231
PTGFR	-0.934833333333334
CDR2	0.14175
SELE	2.2265
NLGN2	-0.187
EXOSC9	0.58175
ZNF566	-0.0463333333333333
KLRC2	-3.7985
GPR12	0.805
KIAA0196	-0.02175
PDRG1	-1.021
SSR3	-0.949142857142857
MSI1	-0.9355
CST9	-0.023
CC2D1A	0.348
PLAGL1	0.909611111111111
ZNF778	-0.674
RNF2	0.281
KLF6	2.203
THBD	0.954
tcag7.1314	0.70825
NR5A1	0.673833333333333
ABCD2	0.451
DNAJC7	-1.2695
CLEC4C	0.279
TM2D3	0.850375
CCDC4	-0.161
PLAC2	2.09275
DCD	0.209
FAAH	0.032125
POLA1	-0.620666666666667
TM7SF2	-1.669375
FLJ39822	-1.0335
FLOT2	0.844125
MAP4K1	-0.83
SRP68	0.15475
C21orf74	0.5355
ARPC5	1.603875
LOC126075	0.4495
HECW2	0.325875
ZDHHC4	0.52475
ANKRD42	-0.7365
PDE9A	0.526333333333333
ABCA8	1.72725
NDUFS2	1.23475
UBR5	-1.006875
BTBD16	-1.81975
LOC554174	1.8895
ZNF20	-0.1275
KIAA1843	-0.8095
WDR17	-0.31925
C15orf33	0.9125
RNF113A	-0.27875
CAMKK1	-0.0258
CLCN2	0.14625
ANXA6	-1.793
LOC340069	0.973
EMID1	0.88275
DPM3	0.184583333333333
ELA1	-0.2595
SLC25A13	0.379
KRT24	0.695
SMPD1	-0.597666666666667
TH	0.365
COL6A2	-0.413785714285714
ANKS1B	0.45975
GPR126	-1.5165
ZC3H12A	-0.378666666666667
TMEM47	0.929833333333333
C2orf51	0.725666666666667
C1orf88	0.8435
HSF2BP	-0.94125
AKAP10	-0.16575
RPAP3	-0.0745
KLHDC8B	-0.952375
STOM	0.6792
MUPCDH	0.487625
C10orf72	-0.705125
PLEKHA3	-0.3035
TCP11L1	-0.92375
CWF19L1	-0.0505
SPEF1	0.564
YSK4	-0.3065
ELN	1.7168
SAMD8	-1.14
MPI	-1.18066666666667
MEPCE	0.8344
ABCC3	-1.771625
NANOGP1	-2.0835
KCNK17	0.98325
HLA-DMB	3.04633333333333
RRAGA	1.00675
ANGEL1	-0.1985
RBM32B	-0.3715
CPN1	-2.0225
MGC52282	-0.9777
HLA-A	1.51016666666667
OR9G4	0.295
EDNRB	-0.476375
SCD	-1.526
C14orf80	-0.551333333333333
BAGE2	-0.338
RABL4	0.811166666666667
RCVRN	0.00749999999999999
SHANK1	-0.374
NLRP7	-2.552
CD226	1.11025
STAT3	1.0346875
SYNJ2	-0.7506
TPCN2	-0.643833333333333
WDR36	-0.638916666666667
MBD4	-0.15825
ROBO1	-0.2853
ST3GAL6	-1.65825
SLAMF8	2.44716666666667
ATN1	0.866333333333333
GPR141	-0.71375
KRT36	1.15
TPH1	-0.044
DDX52	0.28575
ZSCAN29	0.311
TRPT1	-0.668833333333333
DPEP3	0.6285
DENND4A	-1.57825
TSPAN16	1.0375
PTCHD2	0.1515
LOC145814	0.85525
CAP1	0.143
EIF5A2	0.1005
NT5DC3	-0.885375
SEPT9	0.17
SEZ6L2	-0.227875
EGFLAM	3.80175
VPS11	0.184375
NDUFB5	0.748166666666667
CIDEA	3.55316666666667
IER5L	-0.3545
N6AMT1	-0.9985
FAM83C	0.2445
OXR1	0.401416666666667
IRX1	1.783
DGKB	-1.23166666666667
GCN5L2	-1.1715
MIR16	0.23575
FBXW9	0.15025
WDR4	-1.27533333333333
PDC	-1.0235
VPS33B	0.01975
HEXB	1.01225
FLJ32214	1.16175
TCEB3	0.0525
CRLF1	3.747
ABI3BP	0.10275
C8orf22	-0.2145
PYCR1	-0.87325
KIAA1706	-1.14475
CDK5R2	0.83525
WAS	0.412
C12orf60	-0.81725
CCBL2	-0.45525
MADD	-0.46075
C5orf34	-0.12575
WDR42A	0.7557
KLF12	-0.237125
HSPA1A	1.27175
ITM2C	-1.28041666666667
DAPK2	2.22616666666667
LOC442590	-0.3515
SUMF2	0.1595
CENPA	-1.36338461538462
TMED5	-0.390375
CDH6	-0.4829
BRP44	1.1165
THG1L	-1.9265
GABRA2	-1.52725
C14orf166	-0.68275
MYL1	-1.95266666666667
TNFSF18	0.9965
PAP2D	-0.445
PPIB	0.5235
KLHL4	-0.470875
SFN	0.529
CCDC127	0.26025
FRAP1	-0.12625
GOLGA5	0.85575
SDCCAG1	-0.290625
MGC21675	-0.211833333333333
C10orf95	-1.071
KIAA1345	-0.275666666666667
C1orf163	0.2275
LACE1	0.521666666666667
OR10K2	-0.835
CENPN	-1.0704
TMED2	0.65375
UGT1A6	-1.247
ANG	-1.352
U2AF1	-0.785666666666667
CASC2	-0.0841666666666667
NMT2	0.249166666666667
OSGEPL1	-1.06975
DFNB31	0.2815
SLC6A20	0.34175
DKC1	0.4095
FXYD4	3.13125
WDR64	0.25575
MGC5590	1.2155
CREBZF	-0.886666666666667
DAZ1	1.59625
PRPSAP1	0.45275
GCHFR	-1.71975
TTC7A	-0.72975
LOC196993	0.658
UBD	1.3765
S100A1	1.061625
RPL6	-0.876666666666667
DNAJB6	0.6061
NAGS	0.5344
C2orf58	-0.433
KERA	0.2
MT1X	0.0761
UBE2B	0.827
KEAP1	0.75575
MST1	-3.523875
OMA1	0.414
ABLIM2	1.02375
BCL2L13	-0.482833333333333
JAZF1	-0.5195
TMEM63B	1.1435
S100A8	1.7888
ARFIP2	-0.08875
UROS	0.28125
KHDRBS2	-0.8885
POLQ	-1.2575
SOAT1	0.423
SPAG4	-1.20975
