Hybridization REF	TCGA-B6-A0IO-01A-11R-A034-07
RGS14	-0.3547
IL18BP	1.2074
RTN4RL1	2.53925
ARMC6	-0.485
PSMD5	-0.660666666666667
HK3	1.4794
OR4S1	2.60475
RSU1	1.1644
MAD2L1	-2.82233333333333
EIF4A3	0.42
DLEC1	1.3655
E4F1	0.0781666666666667
CHMP2B	1.091
CAMSAP1	-0.58175
RPS21	-0.969666666666667
ARID5A	-0.3655
UBE2N	0.3905
IGSF8	0.8615
MAGEB6	-2.371
ACAD11	-1.2781
MGC4172	-1.32225
LMO4	0.20575
KLKB1	1.17725
HP	-1.2495
HDAC3	-0.6075
SCHIP1	-0.47825
CLCA1	0.6415
OLFML2A	0.732285714285714
C1orf112	-1.33775
KIF19	0.486416666666667
HAPLN4	-0.5438
CXCR7	-0.2745
GOT2	0.4759
RAB38	-3.813125
DCX	-0.982
PPM1H	0.645916666666667
NFYC	0.525166666666667
KIN	0.772125
ZNF228	1.885
PLSCR4	1.63683333333333
HIG2	-0.62025
FAM79B	6.034
C21orf86	-0.7856
KCNK10	-0.73375
ZNF738	-1.0305
FSTL5	-1.52
OR6A2	-1.728
OTOA	1.14383333333333
EXOC1	1.118875
AHRR	-2.761625
PDAP1	0.0221666666666667
C19orf6	-0.5985
ZAN	0.3595
LY6G6E	0.328
EIF4E2	-1.24775
C20orf198	-0.288
ZNF324	1.083
CYP3A5	0.06
ENTPD7	1.98083333333333
MBOAT5	0.665
GJB5	-1.68225
TTC13	-0.053
S100Z	-1.61983333333333
KIAA0664	-1.06016666666667
PDGFRB	1.46091666666667
IL17D	-0.4975
OR56B4	-0.0805
RDX	-2.70983333333333
SLC34A3	1.346
IL28B	-0.594
JUND	1.37375
CHRNB1	-0.403125
CAMK2B	0.947
FETUB	-2.79
CXorf23	2.045
MRTO4	-1.29675
TTC3	1.4491
NDUFB8	-0.0181666666666667
EDG2	-2.57125
SEMA3G	0.33125
IL23A	-1.9185
GRHL1	0.4391
LOC441054	-0.931
WDR65	0.0585
PSTK	0.82075
STOML3	0.3608
R3HDM2	0.6087
C5	-2.755
SLC2A10	1.31783333333333
C3orf22	0.4285
PAQR3	-1.50033333333333
ANKRD26	-1.25008333333333
HCRTR1	-0.094
LOC399947	-0.48875
PSD2	-0.698333333333333
TIGD2	-0.098
SCRN1	-0.1495
COQ10A	-0.70025
DDI2	0.1175
METTL7B	1.37633333333333
UCN2	0.91275
FAM92A3	-1.48425
WDR16	-0.76025
ZNF511	0.0201666666666667
ZMYM5	0.22275
POLR3G	-1.9675
ZNF586	0.735
C1orf49	0.114
TANK	-0.0676666666666667
RCAN1	-1.06183333333333
PELI3	1.35283333333333
LIMD2	-0.935833333333333
TMEM189	-0.516
NTN4	0.075
LOC151300	2.048
CLEC2A	-0.5585
GPR135	-0.153
DPYSL4	-2.7783
JAK2	-0.338166666666667
TSHZ1	0.2285
TM9SF4	0.327625
ZNF264	1.44166666666667
SIRPG	0.743875
BICD1	-0.0795
HERC6	0.785333333333333
METTL5	-0.5275
CASP1	0.05075
PRRT1	-0.751
PLA2G4C	3.30766666666667
ICA1L	0.309928571428571
TPTE2	0.8305
OTUD7A	1.27833333333333
AQP11	-0.66825
APOA2	-4.2169
KALRN	0.0254
SECTM1	-0.75525
IFNAR1	0.27075
TALDO1	0.666625
RAB11FIP4	-0.492916666666667
EIF5A	-2.5245
FAM49A	0.585
NEGR1	0.419833333333333
YTHDC2	0.401375
EHD2	-0.26975
NCF1	1.3227
SCRT2	1.769
HOXA5	-0.790333333333333
NUP133	0.371
FGF12	0.5659375
SLMO2	-0.323
SNTA1	-0.502625
CACNG2	0.215571428571429
GCM1	0.645
ELF1	1.452
TLR5	3.4335
TCFL5	-1.18841666666667
RBMY2FP	-4.192
LOC100125556	0.265
FAM129B	0.37025
MAP3K7IP1	0.019875
NCK2	0.3865
OXA1L	-0.897
FMO9P	0.455
ZSCAN12	0.07475
PSMD12	0.449
HSCB	-0.6205
CLDN10	-3.4255
MGC13053	-1.61925
HPCAL4	-0.651166666666667
ASZ1	-0.818
MEX3D	0.729583333333333
NFAT5	0.3079
CSPG4LYP1	-1.21366666666667
FBXO3	0.7665
DVL1	-0.722166666666667
CMKLR1	1.38233333333333
TYMS	-4.039125
PEF1	1.0405
ZNF750	2.78016666666667
MCM5	-0.7387
MEGF11	-1.3245
KCNK7	0.1515
PTP4A3	1.612
C1QTNF2	-1.22633333333333
OR6S1	1.3755
FAM122B	-0.177
ZNF551	-0.0285
HBQ1	-2.858
GEMIN6	-0.47675
ARSK	-0.53225
RBP7	2.553
CPNE9	0.95975
DSC1	0.97
LOC730112	-0.8015
MAP2K4	0.402
HS3ST5	-5.414
EPB41L3	-0.7665
TEKT2	0.28575
CDKN2B	-1.20891666666667
ZNF480	-0.175
MAP3K6	-0.0882
MAP6	2.896
HN1	0.1117
OR2L13	-0.317
SLC16A11	0.21525
FAM96A	0.67575
APOL1	0.50725
C5orf32	0.738
RTP1	-0.1296
RNF175	-1.002375
ZBTB41	1.56875
AHCTF1	0.2548
SAE2	0.3433
ITGA2	0.964833333333333
MME	-2.328
CCDC14	-0.2485
MAST4	1.33714285714286
KRT33B	-1.9535
KCTD2	0.01
WDR26	0.5625
MFI2	-0.1525
NR4A3	-0.904
ARSA	1.41775
UNKL	-0.311333333333333
SULT6B1	0.239
CCNA2	-2.41166666666667
SOX15	0.1095
PPAPDC1B	0.489
C19orf44	0.197
MCAT	1.00733333333333
ARID1B	0.6265
OR52N1	0.109
C12orf48	-1.7485
MAGI1	1.76225
NIPA2	-0.5185
GBX2	-2.1935
RSHL3	1.574125
RAVER1	0.683333333333333
C15orf17	-0.83525
SLC30A2	0.741
ZNF518	0.30875
PCYT1B	-3.38433333333333
C10orf114	-2.77775
EIF3H	-0.02825
SLC25A39	-0.0631666666666667
KIF1B	-0.05875
AMOTL2	-0.1765
C6orf120	-0.565375
PSRC1	-2.09075
PLA2G10	1.9755
KIF5C	-0.438428571428571
MRPL37	-0.92
C17orf62	0.556666666666667
C9orf135	-1.79283333333333
DUSP10	0.6885
CLCNKB	0.803
PSMA5	-0.2
C8orf53	1.03025
AMPD3	1.23616666666667
PIAS1	0.51925
ADCYAP1R1	0.3965
GYLTL1B	-0.1395
CDH20	0.00250000000000003
FBXO7	0.163
TMEM134	0.612666666666667
FLJ14213	-0.114166666666667
ZNF3	0.5695
LRRFIP1	-0.427416666666667
CNOT2	0.757916666666667
ABI3	1.82825
ALDH5A1	-0.265166666666667
HNT	2.1144
SERPINA4	-2.09675
TK2	0.257166666666667
STMN1	-1.56955555555556
GUCA2A	0.21
GALNT10	1.07407142857143
DPP6	-1.02915
C9orf93	-0.97925
PRELID2	-1.525875
STK39	1.50775
SFTPA1	-1.7155
CKS2	-1.60544444444444
RHO	0.4955
C20orf135	-0.0375
XKR3	-2.091
CR1	-0.478428571428572
RPS6KA2	0.0375714285714286
C20orf112	1.24925
MRPL22	-0.54
C4orf23	0.926833333333334
GADD45B	0.753
KLHDC1	0.659
C2orf48	-3.1305
ZNF287	0.649
DAAM2	-1.82225
DPPA2	-2.61583333333333
TCTN3	0.295333333333333
DNAJB11	0.530625
FPR1	3.0385
DEFB4	0.406
PTCD2	-1.5414
SMOC2	4.5725
CABP7	1.89
SERPINB11	-0.32975
MAGEF1	-0.336
NDE1	-0.410333333333333
ITGA10	-1.1585
FSHB	-0.2345
ANXA2	0.988125
HORMAD2	-0.339666666666667
HLCS	0.62475
MCF2L	1.95458333333333
FH	-0.391125
TBC1D24	1.5215
KIAA1505	1.06525
LGALS2	0.00125
CNBD1	1.067
SYNPO2L	-0.4395
PTPN23	0.282142857142857
C1orf183	-0.971166666666667
MAGEA8	-2.49225
DGCR8	-0.828875
GSR	-0.22
PAQR7	-0.1155
ZNF676	-1.31775
CACNA1C	0.8181
SP7	0.918
PDCD6	0.216
NRN1L	-0.728
BRI3BP	-0.241727272727273
KIAA1183	1.633
ASB4	0.66225
CCL23	-1.577
OBSL1	-0.267625
SLC12A7	1.02041666666667
KIAA0240	1.86825
CD1B	-2.5995
FCGR2A	1.24925
MDC1	-0.9585
HTR1A	0.334166666666667
OCEL1	0.661
ATP11B	-0.4996
FBXO34	0.521833333333333
PCDH12	2.808
RPE	-0.2195
C17orf74	0.28
CSDC2	0.556666666666667
PET112L	-0.13125
TMBIM1	-0.27725
P2RXL1	0.686333333333333
TCHP	-0.32075
TRMT1	-1.31816666666667
F2RL2	-0.276416666666667
LRRC32	2.6035
IMPG2	1.2145
BGLAP	-0.62825
LOC493869	-1.87516666666667
MRAS	1.2015
SLC35F5	0.8485
CBWD1	-0.9485
AXL	-2.87925
ATP2C2	3.0545
TELO2	-0.257
PNPLA3	-3.133
PCDHB14	0.888
CD276	1.0725
KRT80	-1.354625
DUSP28	0.0175
CSNK1E	-0.22075
SRP14	0.3405
KCNQ4	-0.412
KRT72	0.1995
CCDC117	0.245625
C6orf89	0.0277777777777778
TUBB2B	-2.26
RTN4IP1	-0.6005
CR1L	-2.648
CEND1	0.602125
C12orf41	0.193333333333333
RNF31	-0.28125
UBN1	-0.170333333333333
C17orf32	0.72975
SLC5A7	0.95625
GPR92	0.3105
ESAM	1.8501
CTNNA1	0.556416666666667
HRBL	0.7424
CBX4	0.88
TMEM182	0.061
SH3TC2	-1.99666666666667
IL10	-0.308
PXMP4	0.3635
RNF167	-0.5019
PAK7	0.811
ETV3	0.748
ATPIF1	-0.582333333333333
LOC554207	-2.0842
OR8H1	0.44425
WDFY3	1.340625
DPM1	-0.682
GPSM1	-2.5645
WDR92	-0.3109
LRP1	0.631833333333333
ANKH	-2.158375
THUMPD3	-0.818
POLR1B	-0.0535
OLFM4	7.909
RAD9B	1.1365
TSPY2	-3.18
PAX6	-2.0322
SCG2	-3.9885
SLC17A6	0.21425
FMO3	2.14357142857143
PADI4	-0.31775
TUBB4	-0.7689
NLK	0.20675
POU4F3	-1.318
SDF4	-0.02575
ITGBL1	1.4255
NETO1	-2.23775
TAP2	0.68325
ABBA-1	-0.0716666666666667
GNAI1	-2.0335
VPS4B	0.46
NOPE	-0.1983
GALNT6	3.58233333333333
SESN1	0.917125
GBE1	-2.06322222222222
CLASP1	0.4435
RASGEF1B	-0.70175
ACOT11	0.0406428571428572
AFAP1	0.77
OR2H2	0.02675
DPY19L2P1	0.58025
DZIP1	-2.78225
SEC22C	-0.547083333333333
GPR161	-1.27758333333333
RNF146	1.28025
WDR74	-0.912875
GALP	-0.15
PURA	0.45275
DNPEP	1.00525
RP11-78J21.1	-1.2635
ERBB2	1.83275
FANCM	-0.774916666666667
NEO1	1.99483333333333
DDX3Y	-4.84377777777778
RPS3A	0.42225
MXRA7	0.242
LGALS3	-0.767166666666667
GLT8D1	0.32675
CFL2	-2.53333333333333
UPB1	-0.18875
NAP1L5	0.143875
CLDN14	0.176
DHX38	-0.13225
BTBD1	-0.68175
TARS2	0.1485
ABCF1	-0.035
FCF1	-0.181333333333333
LRRC49	1.1035
GUCY1B2	-1.407
C1orf177	0.864333333333333
SMARCA4	-0.472142857142857
LRP8	-2.24683333333333
TAGLN3	-1.76975
MRPL14	-0.5205
TTRAP	-0.231
ZDHHC20	1.26575
NFE2L3	-0.4865
KIAA1377	1.139375
PALMD	-0.216222222222222
TMEM43	-0.1205
TTL	-1.334125
STAT5B	-0.361833333333333
SSB	-0.65675
OR10H5	-1.995
SLC22A13	-0.46975
AKAP3	0.26
TIMM23	0.1025
OAS2	0.6904
KIAA0423	0.5365
TRIM11	1.05483333333333
GLIS3	0.918142857142857
TMEM50B	1.16833333333333
ARHGEF4	-1.823875
DEGS1	-1.27918181818182
TBL1XR1	0.733833333333333
G6PD	-1.6585
SP140	-0.345
MUC17	0.4735
NUDC	-0.598
DNAJC5B	1.22683333333333
SCARA3	-1.16366666666667
CPA3	5.77033333333333
BCAT2	0.7475
MFN1	-0.3197
NRG3	-2.0165
SNX11	0.9465
PLEKHH1	-1.5772
GPR177	0.1975
HCFC2	0.74675
TCAP	-1.421
MOCOS	-2.35775
C14orf93	-0.33425
PRDM10	0.1225
SLC16A4	0.32925
SRGAP1	1.22483333333333
VIP	0.39325
DUSP27	0.297166666666667
LILRA1	0.247
MC2R	-0.365
MGC24103	-2.58
MBTD1	-1.5645
FUT11	-0.368833333333333
USP33	1.1901
C15orf39	-1.9145
MAP3K12	-0.04875
PAAF1	-0.356
BARHL1	-0.7965
FLJ16165	0.512
PIWIL2	-3.086
SYNE1	-0.453909090909091
CMTM4	-0.169625
TSPYL1	1.0821
GUF1	-0.1315
TMEM157	1.503
WDR44	0.8345
HIST1H3C	-0.46675
DKFZp666G057	0.83475
RNPEP	0.69725
GAS2L2	0.6574
ADH4	-5.60825
GRPR	7.30433333333333
FBXL17	1.682
ZBTB10	0.875909090909091
Gcom1	0.903222222222222
HTRA1	0.74
ZNF585A	0.0405
SLC26A2	-0.169714285714286
OTOP3	-0.158666666666667
WISP1	1.69166666666667
ATP2B4	-0.120166666666667
FLJ10769	1.19375
CRAMP1L	-0.48425
CHST12	-0.61725
RAB22A	0.538916666666667
TARDBP	-0.0142857142857143
STAU1	0.13375
CRB3	2.53383333333333
MIG7	-1.73075
CHMP1A	0.310666666666667
ZNF160	0.360625
B3GALT6	0.506125
BARX1	-1.12316666666667
C6orf167	-1.0330625
NXNL1	0.273
DHX29	0.438625
HADHB	0.071
PLXNB2	0.499
ILDR1	-1.003
SLC15A3	2.0865
GAS2	-3.27766666666667
C20orf69	-1.294
NUMB	-0.00824999999999999
TNIP1	-0.065
MESP1	3.1045
PSKH1	-0.47325
NSFL1C	0.453125
RHOG	-0.31775
HEY1	-1.87316666666667
KNG1	-2.823625
ITGAX	1.2874
LIN9	-0.7335
CANT1	1.048875
XRN1	0.312714285714286
CCDC96	1.53055555555556
HEATR6	-0.147833333333333
GNG7	0.514833333333333
RUNX2	1.2340625
SOX1	0.4284
FCRL5	-0.785222222222222
ZNF99	0.1495
FAM9A	null
SNX22	2.53066666666667
MBNL3	-1.25483333333333
ODC1	-2.4042
ADORA2B	-3.144
NR2F6	0.30775
ZFYVE16	0.6605
SYNJ2BP	0.0228
POLE	-0.95275
E2F2	-2.03225
THRA	-0.393333333333333
PTGES2	-1.46066666666667
HIP1R	0.8125
TMUB1	-0.450833333333333
ENO3	-2.64075
RSPH10B	0.9105
CXorf39	1.910875
IRGC	0.043
GPR109B	-0.67475
FLJ13305	-1.676
LCE3A	-0.672
TNFRSF18	-1.33216666666667
DET1	2.4545
TRPM3	-1.54208333333333
C16orf79	-1.411
FECH	-1.423
RAP2A	0.5835
CRIP1	-0.956333333333333
AZIN1	-0.014875
SLC7A7	2.728
IL10RA	0.0808888888888888
TMEM64	-3.6975
CDC42EP4	1.4493
C16orf58	0.2045
ARG2	-0.085
POU5F1P4	-4.467
FAM62B	-0.683
DNAH8	-2.77244444444444
ASH2L	0.142875
TSLP	-3.517
CNTNAP5	-0.565
TMEM16C	-2.71
IFNA14	0.606
SLC1A3	-0.11275
CABYR	0.245
BCL7B	0.2404
NUDT13	-0.616666666666667
C13orf28	1.50433333333333
C1orf53	0.122
ARL6IP4	0.3072
RPL35A	-0.568
EMR3	2.0495
RAB40C	0.865083333333333
SLC41A1	-0.6345
LRCH1	0.92825
LY6G5B	-1.132
FAM124A	-0.797857142857143
MGC10981	-3.8164
CLIP3	-0.5325
MAP4K2	-0.737333333333333
CHIC1	1.209
SULF1	3.17783333333333
C20orf30	0.565142857142857
PRDM5	-0.928375
ELOVL1	-0.20025
C11orf48	-0.69625
SLC39A10	-0.11725
KCNV1	0.490666666666667
ACP1	-0.384666666666667
ZMYM2	0.91675
B3GNT6	-0.176333333333333
C9orf69	-0.439
C2orf15	1.81125
C20orf166	3.428
HSP90AA6P	-1.5
EDG7	-0.902
NEURL	1.8285
LPL	-1.4735
CLEC2D	0.192785714285714
GRRP1	1.41816666666667
CD8B	-2.944
HIST1H3D	-0.529666666666667
SLC6A12	0.84025
FAM27L	0.1885
CD84	0.6061
RASA1	-0.062
PHKG1	-1.011
MAGEA11	-1.659
IMPA1	-1.4383
NPM3	-1.99125
RARRES1	2.37925
SH3BP1	-0.233375
B3GNTL1	0.5785
ARPC5L	-1.1465
KLHL26	0.2045
SIM2	-2.26757142857143
GJC1	0.651
C20orf194	0.657
EXO1	-2.5045
SLC2A2	-2.5096
LOC285074	-0.556
LRG1	2.02475
KIRREL	-0.8995
PIK3R1	0.739214285714286
C4orf34	0.978
MAF	-1.45616666666667
ADCY4	3.57316666666667
ZMIZ2	1.6327
SLC46A3	2.1155
STAMBP	0.645666666666667
CCDC16	0.238
MS4A12	0.783
TCF20	0.686
LRRC46	1.96725
C20orf152	-0.11425
MRPS6	-0.706
ABCB11	0.087
KCNC2	7.4645
CDH19	-2.602
C9orf123	-0.5015
SSH3	1.39675
LDLRAD1	-2.87325
CCBE1	-3.911
ZNF135	-0.159625
TAAR1	1.2385
WFDC12	-1.158
CCDC42	-0.0142
FLJ12529	0.523
PER1	-0.1322
TIMM50	-0.2085
SMARCAD1	-0.0233333333333333
FAM26C	0.4295
TP53TG3	-2.67166666666667
SH3RF1	1.4575
LMCD1	0.87225
GPR63	-0.321
FLJ21986	-3.431125
AIFM3	0.54525
MICAL1	0.0798333333333333
BLZF1	0.947166666666667
IQCA	0.509333333333333
PCDHGC3	-0.4135
SAC	0.05975
BCL6B	1.323
DDO	1.0335
MARCO	3.70925
DCHS1	1.49666666666667
C1orf170	0.639666666666667
CD200R1	1.1592
C22orf15	-0.6805
SEPT11	-0.332833333333333
ADNP	0.45475
UST	-0.0552
C13orf34	-0.722833333333333
RFFL	0.103857142857143
APBA3	0.2385
C2orf60	-0.5175
CUTL1	0.9195
PMS1	-1.341375
ZNF689	-0.198
EIF3E	-1.02233333333333
IL9	0.23475
RPL31	-0.357
LY9	0.175166666666667
ATP2B3	0.46575
KDELR2	0.437416666666667
TFCP2	1.11175
NLRP12	-0.717714285714286
FLJ45422	0.398
TLE4	-2.28533333333333
ZNF570	0.3775
FLJ43806	-1.939
TLK2	0.037625
CIR	0.9825
MARS2	0.2175
COL24A1	2.38475
SDF2L1	0.4715
HIBADH	0.1265
IGFBP3	-2.73207142857143
C12orf23	0.667625
PSPC1	0.40425
C20orf43	0.32175
TRAV20	-0.091
ARHGAP24	-0.56475
KIAA1975	-0.650375
C1QA	3.6586
DNTT	-4.14483333333333
C10orf6	0.43925
C11orf41	-0.884
HNRPF	0.314125
COL11A1	4.83666666666667
UBAP2	-1.02816666666667
CDKN2AIPNL	-1.5275
C20orf174	3.269
SPRED2	-0.923
PLA2G12A	0.308166666666667
ICEBERG	-2.2355
SCN10A	1.494
C11orf65	0.13225
GBP5	5.245
PITPNC1	-2.01983333333333
POU3F3	1.6415
NCOA7	-1.290875
LIN7C	0.1978
LOC348840	-4.2235
NKX2-2	-2.254
ANKRD13D	0.04325
LOC123688	-0.44325
FUT2	2.967
TAAR8	0.6105
FZD4	-1.14391666666667
PNMA3	-0.063
OR4L1	0.417
WIT1	-3.04825
EXOC3L	1.456
ATPBD4	0.5794
KRBA1	-1.62975
UBXD6	-0.11475
HOXB7	0.779642857142857
C7orf23	-1.109
UNQ338	-0.96025
STAB2	0.3465
CDC20B	-0.259666666666667
IRF9	2.15025
CENTG1	0.760083333333333
TNPO2	-1.1975
MCPH1	-0.058625
BMS1P5	-1.15025
SLC26A7	0.447666666666667
HIST1H3J	0.98625
C9orf3	-0.6408
LBH	0.754875
MYO1D	0.50725
PTDSS2	-0.5735
NFU1	0.00425
DEPDC4	-1.39175
WNT7B	1.8707
GLP2R	-2.12816666666667
SETD4	0.0367
DYNLT3	0.2531
FKBP11	-1.34633333333333
SESTD1	0.5995
FLII	-0.58175
RPS16	-0.1729
CHPF	-0.417833333333333
CSNK2A1	0.277333333333333
SUMO1P1	0.37375
FKBP6	-0.754
ZNF214	0.539333333333333
TWIST1	-0.425333333333333
DDX56	-0.7985
TRAM1L1	2.3817
EPO	-1.78833333333333
MRPS18B	-0.21075
ZNF682	-0.6515
RPL14	-0.231333333333333
MAFF	0.00974999999999999
LOC51136	0.20175
LY96	-0.45825
DDX20	-0.381
ABTB1	0.556833333333333
ARL5A	-0.1865
CCT6A	-1.05825
HEPACAM	-1.871
EHHADH	-0.081
RBAK	0.56
CGB1	2.30975
ITGB5	0.2915
YIPF3	-0.39
FKBP2	0.498
NR1D1	0.1909
TMEM110	0.0195
NEK2	-1.31933333333333
PRAMEF8	-3.2325
C20orf52	-0.437166666666667
PCDHGA3	0.003
VWA3B	0.10175
NDUFA5	0.220125
THAP9	0.10125
FLVCR2	-0.754833333333333
AP1S1	0.78075
SMAD6	-0.64325
SAV1	0.049875
SAT1	1.352
ZNF251	0.906875
ADAMTS7	-0.0257
RPP38	0.13375
C1orf211	-2.5
YPEL2	1.14845
RBMS1	-0.7395
ZNF445	0.273666666666667
NRXN2	0.378166666666667
PGBD4	0.505375
UGT2B28	-2.5175
WBSCR16	-0.6395
NLRC3	0.325125
ASTL	0.12675
ST6GALNAC1	-3.21025
ZADH2	-0.16575
MLLT4	0.67725
ARL6	-0.419666666666667
MEF2C	-0.8865
CBFA2T3	-0.3795
AFF3	2.76542857142857
COG7	0.487333333333333
MYB	0.848
PLXNA3	0.5555
XRCC2	-3.09516666666667
MMS19	-0.046375
ST8SIA5	-0.912833333333333
CHPT1	0.848833333333333
KIAA1712	-0.760125
OR6X1	0.4175
ACTR3	-0.196375
UGCG	1.18566666666667
OR4P4	0.7345
ZAP70	-2.91275
LPP	1.269
ZNF485	-0.22575
PTPRCAP	-0.1635
IL12RB1	0.44725
ATRX	0.6902
CHST8	1.947375
C14orf109	-0.50375
ARV1	0.24
NMB	0.528571428571429
COX5A	-0.889333333333333
EIF6	-0.17475
MPPED2	2.77666666666667
SEMG1	-1.7405
CHRDL1	-0.3605
TRAF3IP2	0.9575
WNK2	-0.290285714285714
LILRA4	2.24266666666667
LAMA2	3.81
PXT1	-0.143
RLBP1	-3.79225
CD300C	-0.17875
SLTM	0.248
FLJ10404	0.4478125
APOBEC3D	-1.67816666666667
RENBP	1.51783333333333
ATXN7L1	2.155
NID1	-0.4035
TUBGCP3	-0.354
ITIH5	0.146588235294118
CCDC110	3.244
C8A	-3.11875
MGC87042	-2.137
HOXC13	1.6815
TFDP2	-0.42275
HCP5	2.898875
POLI	0.16125
UCN	-0.569666666666667
ZNF764	0.798666666666667
C8orf45	-0.81
FHL3	-1.92325
SPATA5L1	-0.656
MMRN2	2.71516666666667
NDST1	-0.255833333333333
COL20A1	-0.114833333333333
ZNF248	-0.596833333333333
PELP1	-0.6275
MBL2	-3.4464
RNF41	-0.09325
C5orf24	1.052
THOC5	-2.006375
SERINC3	0.35725
RP11-151A6.2	1.8655
CDCP2	0.248
HIST1H2AA	1.665
C11orf75	-0.199666666666667
FKBP7	-0.41575
DDOST	0.4945
GPNMB	-0.063
TTF2	-1.4406
KCNT1	-0.23
SLC39A14	-0.893
NGRN	1.5752
GPR137B	2.26875
MECP2	0.338375
PSMA1	-0.1905
C16orf73	-5.40075
TMEM60	0.0615
CSN3	0.1175
NOS1	0.448
RAB7L1	0.326
YBX2	-0.979
KIAA1166	0.667375
FUBP3	-0.0226666666666667
ABCG1	2.9045
ACACA	-0.5665
ARL11	1.9525
ATOH1	-0.3835
ODF1	-0.0054
CREB3L3	-2.00183333333333
TMEM127	1.22357142857143
DSCAML1	-0.5135
PLN	1.7215
LYPLA1	-1.06483333333333
PRDM9	-1.28675
SASP	-1.189
PLUNC	-1.32733333333333
INTU	1.61075
HISPPD1	0.12825
LNPEP	0.149166666666667
YARS2	0.288166666666667
APCDD1L	-1.5295
ZCCHC4	-0.2252
FBXO22	-0.902166666666667
TTLL13	-2.0005
ZNF669	0.0213333333333333
PTGDR	1.32575
DDX27	0.304
KIAA0409	-0.164833333333333
GJB6	0.04925
ASB8	1.329
PLP2	-0.517166666666667
MEPE	-0.64075
OR10J5	-0.216
KRT222P	1.3245
COQ7	-0.072
C1orf101	1.0595
RERG	4.4556
CHMP5	-0.237375
THAP11	0.37125
ZNF43	-0.257666666666667
ZRANB3	-0.513833333333333
KRT13	-0.203625
MRPL19	-0.743875
RBBP9	0.153
SPATA17	1.0915
BXDC5	0.127833333333333
PAFAH1B1	-1.079
MAGEE1	1.037
OSTF1	-0.26475
KIAA0323	-0.483166666666667
TXNDC13	0.538
CNTN4	2.092375
LCE1B	2.504
UNQ501	-0.996
ZNF154	0.22025
C3orf64	-0.439
SYT5	0.0946666666666666
PON1	0.764166666666667
FLJ10357	-0.97575
ATP4A	-3.3385
GNPDA1	-0.466333333333333
MGAT1	0.631833333333333
C14orf121	0.09675
SLC35B2	0.08075
MIER3	-0.166
CHEK1	-2.244
ZNF8	0.4525
TXNDC1	-0.436333333333333
CKB	-1.1576
RTN3	1.26214285714286
FZD2	0.461
PART1	-0.581428571428572
PSMB6	-1.176
PCDHB8	-0.875
PHC3	0.2598
PPP1R8	-0.31
NOVA2	1.05533333333333
TNFRSF11B	-4.387875
GOLPH3	1.4815
UBLCP1	-0.511
SUHW3	-0.476
TTLL1	1.1025
OPN4	0.7195
OR13G1	1.35
ZPBP2	0.4144
HSD17B11	-2.2235
C9orf50	-0.4085
DHDDS	0.0876428571428571
CTSW	0.6469
NEFM	-2.7435
MRPL28	-0.8025
SYN1	0.387833333333333
PIGV	-0.3015
ZIM2	-1.46125
APBB1	-0.2995
SND1	-0.4785
C1orf123	-0.2425
CHD3	-1.452
BHLHB8	0.2145
RNASE2	-1.0085
BCAP31	0.649
SLC25A44	0.536833333333333
CHD6	0.7817
PIB5PA	2.62907692307692
SELS	0.1315
LOC541471	-0.12775
FAT2	-0.3845
ZNF81	-0.378
OR4C16	0.3355
FLJ10081	0.1974
LRRC4	-0.28575
CS	-0.591333333333333
N4BP2	-0.3105
IGFBP7	0.68475
ZNF318	0.0547499999999999
NDNL2	0.44875
ZNF609	0.208125
SIRT4	-0.22275
EXOSC10	-0.42275
ECE2	0.04325
OVGP1	0.333
GTPBP3	-1.24125
PACS2	-0.1678
C19orf36	-1.5195
ARL4C	-1.356
ATG4B	-0.066
UBQLNL	-0.27925
RHOXF2B	-3.6025
PLEKHG2	-1.766
GALR1	-0.5775
AQP4	0.5936
HDAC7A	-0.118833333333333
DCUN1D3	0.66175
OR8A1	-0.993
CCRN4L	0.120125
CBR4	-0.730333333333333
KIFC1	-1.4905
SLC7A14	-1.4445
LHX5	null
TRPC7	0.295
LPXN	-0.81275
SERPINA1	-1.048875
RPS13	-0.9073
BPIL3	0.2125
PRKAA1	-1.197
FADS2	0.4986
ENAH	1.124
PRO1768	-1.1325
APBA2BP	-0.01
LIPH	2.90766666666667
C3orf33	-0.786
RCC2	-0.402428571428572
ALDH1A2	-3.6331
RNF103	1.94075
AHCY	-0.615
ALG12	0.617
CCL17	2.5305
ZNF543	2.4895
ESRRG	2.2476
CNGA1	-0.987
RDH5	-0.985333333333334
OTX1	-0.1216
PTGFR	-2.41225
CDR2	0.176625
SELE	4.73025
NLGN2	-1.56666666666667
EXOSC9	-1.4545
ZNF566	0.4704
KLRC2	-4.7775
GPR12	0.761
KIAA0196	-0.04375
PDRG1	0.097
SSR3	-0.0552857142857143
MSI1	-1.21
CST9	4.4885
CC2D1A	-0.266125
PLAGL1	-0.787
ZNF778	0.533
RNF2	1.112625
KLF6	1.73716666666667
THBD	2.524
tcag7.1314	1.693
NR5A1	0.0783333333333333
ABCD2	-0.5405
DNAJC7	-0.21225
CLEC4C	-0.2055
TM2D3	-0.176125
CCDC4	-1.944
PLAC2	-0.5125
DCD	-0.474
FAAH	1.836875
POLA1	0.0241666666666667
TM7SF2	-0.63775
FLJ39822	-1.06216666666667
FLOT2	0.291625
MAP4K1	-0.951333333333333
SRP68	-0.622875
