Hybridization REF	TCGA-A7-A0DC-11A-41R-A089-07
CSPG4LYP1	-0.208833333333333
FBXO3	1.0895
DVL1	-0.352666666666667
CMKLR1	1.8535
TYMS	-4.445875
PEF1	1.0625
ZNF750	0.8145
MCM5	-1.6613
MEGF11	0.00174999999999999
KCNK7	-0.2145
PTP4A3	0.0445
C1QTNF2	0.632166666666667
OR6S1	0.1725
FAM122B	-2.343
ZNF551	-0.094375
HBQ1	-0.4745
GEMIN6	-1.31625
ARSK	-0.3865
RBP7	3.93533333333333
CPNE9	-0.19175
DSC1	2.426
LOC730112	0.16
MAP2K4	0.64975
HS3ST5	-1.586
EPB41L3	1.224
TEKT2	0.72375
CDKN2B	1.90733333333333
ZNF480	-1.59325
MAP3K6	1.0584
MAP6	2.30216666666667
HN1	-1.8669
OR2L13	0.489333333333333
SLC16A11	0.50325
FAM96A	-1.4385
APOL1	0.3965
C5orf32	1.0735
RTP1	-0.065
RNF175	-0.187875
ZBTB41	0.4185
AHCTF1	-0.4938
SAE2	0.3775
ITGA2	0.298916666666667
MME	3.43633333333333
CCDC14	-1.2805
MAST4	1.35092857142857
KRT33B	-0.3665
KCTD2	0.3085
WDR26	0.285
MFI2	0.680625
NR4A3	0.98975
ARSA	0.276
UNKL	-0.191166666666667
SULT6B1	-0.1695
CCNA2	-4.45416666666667
SOX15	-0.096
PPAPDC1B	0.7115
C19orf44	-0.366
MCAT	0.202916666666667
ARID1B	0.05525
OR52N1	0.742
C12orf48	-2.52225
MAGI1	1.34425
NIPA2	-0.448
GBX2	-1.63175
RSHL3	0.6745
RAVER1	-0.3075
C15orf17	0.766
SLC30A2	0.95275
ZNF518	-0.039
PCYT1B	-1.18675
C10orf114	-0.8465
EIF3H	-0.113916666666667
SLC25A39	-0.805333333333333
KIF1B	0.242875
AMOTL2	1.856
C6orf120	0.627375
PSRC1	-3.3365
PLA2G10	2.13475
KIF5C	0.358125
MRPL37	-0.7695
C17orf62	-0.0633333333333333
C9orf135	-1.19333333333333
DUSP10	0.3986
CLCNKB	0.084
PSMA5	-0.82225
C8orf53	0.24025
AMPD3	0.4175
PIAS1	0.268
ADCYAP1R1	-0.1755
GYLTL1B	-0.3725
CDH20	0.247833333333333
FBXO7	0.15725
TMEM134	0.287166666666667
FLJ14213	0.717333333333333
ZNF3	-0.249
LRRFIP1	0.276833333333333
CNOT2	0.084
ABI3	1.839
ALDH5A1	0.455166666666667
HNT	2.3895
SERPINA4	-2.47575
TK2	1.3895
STMN1	-2.754
GUCA2A	0.0901666666666667
GALNT10	0.128
DPP6	0.0633
C9orf93	0.232
PRELID2	-0.307375
STK39	0.53675
SFTPA1	-0.78675
CKS2	-4.29433333333333
RHO	0.11725
C20orf135	0.1155
XKR3	-2.3965
CR1	0.991375
RPS6KA2	1.17092857142857
C20orf112	0.5805
MRPL22	-0.3435
C4orf23	0.0236666666666667
GADD45B	2.293
KLHDC1	1.77733333333333
C2orf48	-1.6
ZNF287	1.03
DAAM2	1.51975
DPPA2	-2.843
TCTN3	0.241833333333333
DNAJB11	-0.470875
FPR1	3.22825
DEFB4	-0.063
PTCD2	-0.1572
SMOC2	5.15583333333333
CABP7	0.66075
SERPINB11	-0.04225
MAGEF1	-0.12675
NDE1	-0.017
ITGA10	-0.285
FSHB	-0.125
ANXA2	1.278125
HORMAD2	0.848
HLCS	-0.00675000000000002
MCF2L	1.39258333333333
FH	-0.393
TBC1D24	0.768
KIAA1505	1.96325
LGALS2	-0.815
CNBD1	0.201
SYNPO2L	0.5365
PTPN23	-0.0349285714285714
C1orf183	-0.219166666666667
MAGEA8	-2.70075
DGCR8	-1.2155
GSR	-1.16525
PAQR7	0.3615
ZNF676	0.1625
CACNA1C	-0.1655
SP7	0.0875
PDCD6	-0.3445
NRN1L	-0.745
BRI3BP	-1.11191666666667
KIAA1183	1.408
ASB4	-0.2065
CCL23	1.8844
OBSL1	-0.245
SLC12A7	0.527666666666667
KIAA0240	1.4425
CD1B	-3.05583333333333
FCGR2A	1.139
MDC1	-1.354
HTR1A	-0.226333333333333
OCEL1	0.52075
ATP11B	-0.380125
FBXO34	-0.0676666666666667
PCDH12	3.3325
RPE	-0.83375
C17orf74	-0.318
CSDC2	0.150166666666667
PET112L	0.444
TMBIM1	1.962875
P2RXL1	-0.012
TCHP	-0.92525
TRMT1	-1.28816666666667
F2RL2	-0.181416666666667
LRRC32	3.34183333333333
IMPG2	0.2745
BGLAP	-0.32725
LOC493869	-1.48266666666667
MRAS	3.70075
SLC35F5	0.09025
CBWD1	0.12
AXL	-0.401875
ATP2C2	0.09225
TELO2	-0.90425
PNPLA3	-3.20325
PCDHB14	1.25375
CD276	-0.03175
KRT80	-1.588375
DUSP28	0.3705
CSNK1E	0.186416666666667
SRP14	0.8885
KCNQ4	0.435
KRT72	-0.2175
CCDC117	0.30875
C6orf89	0.730777777777778
TUBB2B	-0.623666666666667
RTN4IP1	-0.81075
CR1L	-3.26333333333333
CEND1	-0.34475
C12orf41	-0.0743333333333333
RNF31	-0.30175
UBN1	-0.414166666666667
C17orf32	0.03025
SLC5A7	0.0375
GPR92	0.231833333333333
ESAM	2.7977
CTNNA1	0.351166666666667
HRBL	-0.2648
CBX4	-0.215
TMEM182	1.19875
SH3TC2	-0.4605
IL10	0.914333333333333
PXMP4	0.225
RNF167	0.2749
PAK7	2.75233333333333
ETV3	-0.099
ATPIF1	-0.928666666666667
LOC554207	-1.247
OR8H1	-0.15675
WDFY3	1.15125
DPM1	-0.64525
GPSM1	-0.3445
WDR92	-0.2304
LRP1	0.895666666666667
ANKH	-0.288375
THUMPD3	-0.73325
POLR1B	-1.09925
OLFM4	5.12816666666667
RAD9B	0.26325
TSPY2	-3.3945
PAX6	-1.38783333333333
SCG2	-2.709
SLC17A6	0.0995
FMO3	3.244375
PADI4	0.396875
TUBB4	-0.0061
NLK	-1.28025
POU4F3	-0.1795
SDF4	0.169
ITGBL1	1.78683333333333
NETO1	-1.3835
TAP2	0.006625
ABBA-1	-0.544666666666667
GNAI1	1.9885
VPS4B	0.99825
NOPE	-0.3385
GALNT6	1.08316666666667
SESN1	1.718875
GBE1	-0.0432222222222222
CLASP1	0.01025
RASGEF1B	0.873125
ACOT11	-0.0306428571428571
AFAP1	0.84825
OR2H2	0.15375
DPY19L2P1	-0.53825
DZIP1	-1.512
SEC22C	-0.119166666666667
GPR161	-0.548416666666667
RNF146	1.5745
WDR74	-1.178625
GALP	-0.2415
PURA	1.27525
DNPEP	0.578666666666667
RP11-78J21.1	-0.2365
ERBB2	1.427375
FANCM	-1.08975
NEO1	-0.0288333333333333
DDX3Y	-4.9035
RPS3A	0.054
MXRA7	1.80328571428571
LGALS3	0.723333333333333
GLT8D1	0.118
CFL2	0.549166666666667
UPB1	0.09675
NAP1L5	0.32075
CLDN14	-2.0835
DHX38	-0.415
BTBD1	-0.06275
TARS2	-1.0235
ABCF1	-0.6692
FCF1	0.4125
LRRC49	-0.1475
GUCY1B2	-2.353
C1orf177	0.00999999999999999
SMARCA4	-0.689428571428572
LRP8	-3.99366666666667
TAGLN3	-0.67875
MRPL14	-1.15425
TTRAP	0.11325
ZDHHC20	-0.08475
NFE2L3	-0.45475
KIAA1377	1.36225
PALMD	3.6132
TMEM43	0.8195
TTL	-1.1645
STAT5B	-0.584333333333333
SSB	-0.555125
OR10H5	0.05
SLC22A13	-0.48
AKAP3	-0.4185
TIMM23	0.0535
OAS2	0.868833333333333
KIAA0423	1.16225
TRIM11	-0.265666666666667
GLIS3	1.098875
TMEM50B	0.790166666666667
ARHGEF4	0.421
DEGS1	0.459909090909091
TBL1XR1	0.341833333333333
G6PD	-1.63825
SP140	-0.022
MUC17	-0.140357142857143
NUDC	-0.5251
DNAJC5B	0.5495
SCARA3	0.329
CPA3	5.45216666666667
BCAT2	-0.26525
MFN1	-0.4598
NRG3	0.217
SNX11	0.4565
PLEKHH1	-0.3915
GPR177	1.02183333333333
HCFC2	0.302
TCAP	-0.12425
MOCOS	-1.73925
C14orf93	-0.43775
PRDM10	-0.592166666666667
SLC16A4	0.84625
SRGAP1	0.304166666666667
VIP	1.071
DUSP27	0.2075
LILRA1	0.6146
MC2R	-0.087
MGC24103	-1.00725
MBTD1	0.0955
FUT11	-0.647
USP33	0.8127
C15orf39	-1.01425
MAP3K12	-0.179625
PAAF1	-0.4975
BARHL1	0.131
FLJ16165	-0.413
PIWIL2	-1.78975
SYNE1	1.69858333333333
CMTM4	-0.00775000000000001
TSPYL1	1.2793
GUF1	-1.121
TMEM157	1.098
WDR44	-0.2035
HIST1H3C	-0.019
DKFZp666G057	0.68175
RNPEP	-0.001
GAS2L2	1.85666666666667
ADH4	-2.5685
GRPR	1.36016666666667
FBXL17	-0.36575
ZBTB10	1.02833333333333
Gcom1	1.27588888888889
HTRA1	1.7409
ZNF585A	-0.135333333333333
SLC26A2	0.3965
OTOP3	-0.0603333333333333
WISP1	0.197777777777778
ATP2B4	0.700916666666667
FLJ10769	0.6815
CRAMP1L	0.616875
CHST12	-0.374
RAB22A	0.1805
TARDBP	-0.205428571428571
STAU1	-0.14975
CRB3	0.837
MIG7	-0.0835
CHMP1A	-0.267833333333333
ZNF160	0.398125
B3GALT6	-0.034625
BARX1	-2.0105
C6orf167	-1.63975
NXNL1	0.209
DHX29	0.371125
HADHB	0.4445
PLXNB2	0.72025
ILDR1	0.20275
SLC15A3	1.97975
GAS2	-2.0355
C20orf69	0.617
NUMB	-0.12675
TNIP1	1.37725
MESP1	1.73566666666667
PSKH1	0.01025
NSFL1C	0.66175
RHOG	0.11775
HEY1	-0.957666666666667
KNG1	-1.44275
ITGAX	0.97
LIN9	-1.625
CANT1	0.03175
XRN1	0.0222857142857143
CCDC96	0.9466
HEATR6	-1.3145
GNG7	1.00566666666667
RUNX2	-0.1603125
SOX1	-0.310333333333333
FCRL5	0.1974
ZNF99	0.244625
FAM9A	-0.1155
SNX22	-0.339666666666667
MBNL3	-1.38066666666667
ODC1	-2.0884
ADORA2B	-1.5795
NR2F6	0.41675
ZFYVE16	0.166
SYNJ2BP	0.8273
POLE	-1.253
E2F2	-2.2335
THRA	1.62533333333333
PTGES2	-0.832666666666667
HIP1R	0.413833333333333
TMUB1	-0.9985
ENO3	-1.96575
RSPH10B	-0.5925
CXorf39	-0.040625
IRGC	0.3495
GPR109B	2.94475
FLJ13305	-0.834
LCE3A	-0.372
TNFRSF18	-1.02216666666667
DET1	0.1525
TRPM3	-0.0101666666666667
C16orf79	-1.7125
FECH	0.120833333333333
RAP2A	0.240833333333333
CRIP1	2.085
AZIN1	-0.33
SLC7A7	2.64
IL10RA	1.1233
TMEM64	-1.787
CDC42EP4	1.7787
C16orf58	0.0792
ARG2	-2.3465
POU5F1P4	-4.7395
FAM62B	0.42425
DNAH8	-2.1326
ASH2L	-0.051625
TSLP	-0.5335
CNTNAP5	-0.352666666666667
TMEM16C	3.84225
IFNA14	-0.2445
SLC1A3	1.798875
CABYR	0.3305
BCL7B	0.5079
NUDT13	-1.65466666666667
C13orf28	-0.03575
C1orf53	-0.06375
ARL6IP4	0.4084
RPL35A	-0.0585
EMR3	0.16475
RAB40C	0.250333333333333
SLC41A1	-0.0186666666666667
LRCH1	0.4125
LY6G5B	-0.6245
FAM124A	0.0722142857142857
MGC10981	-4.07033333333333
CLIP3	0.3915
MAP4K2	-0.630833333333333
CHIC1	0.6135
SULF1	1.57183333333333
C20orf30	0.891
PRDM5	0.060875
ELOVL1	0.36075
C11orf48	-0.980875
SLC39A10	-0.5315
KCNV1	-0.339
ACP1	-0.244666666666667
ZMYM2	-0.214875
B3GNT6	0.201666666666667
C9orf69	0.892
C2orf15	0.75975
C20orf166	0.4055
HSP90AA6P	-0.244
EDG7	-0.082
NEURL	0.42175
LPL	6.74983333333333
CLEC2D	-0.223142857142857
GRRP1	2.38683333333333
CD8B	-2.8476
HIST1H3D	-2.1175
SLC6A12	-0.320375
FAM27L	-0.272
CD84	1.1651
RASA1	0.1115
PHKG1	0.837
MAGEA11	-0.8965
IMPA1	-0.2441
NPM3	-1.979
RARRES1	5.26475
SH3BP1	-0.425125
B3GNTL1	-1.089
ARPC5L	-0.509666666666667
KLHL26	0.6975
SIM2	-1.594
GJC1	-0.375
C20orf194	1.2585
EXO1	-3.83575
SLC2A2	-2.0992
LOC285074	-0.829
LRG1	0.967
KIRREL	-0.0485
PIK3R1	2.58742857142857
C4orf34	0.72675
MAF	-0.430222222222222
ADCY4	3.90716666666667
ZMIZ2	-0.2876
SLC46A3	1.519
STAMBP	-0.3535
CCDC16	0.12425
MS4A12	-0.0045
TCF20	0.46025
LRRC46	-0.196
C20orf152	0.65525
MRPS6	-0.166
ABCB11	0.045
KCNC2	1.3815
CDH19	0.227333333333333
C9orf123	0.391833333333333
SSH3	1.0265
LDLRAD1	-2.648
CCBE1	0.62525
ZNF135	1.19275
TAAR1	-1.5615
WFDC12	0.33
CCDC42	-0.294166666666667
FLJ12529	-0.251
PER1	1.67683333333333
TIMM50	-1.03016666666667
SMARCAD1	-0.664833333333333
FAM26C	0.16
TP53TG3	-2.67716666666667
SH3RF1	1.2637
LMCD1	2.72
GPR63	-0.4625
FLJ21986	0.346375
AIFM3	-0.53875
MICAL1	-0.9405
BLZF1	0.806333333333333
IQCA	2.13983333333333
PCDHGC3	0.177
SAC	-0.14675
BCL6B	2.23033333333333
DDO	0.47725
MARCO	3.069
DCHS1	1.48483333333333
C1orf170	-0.196166666666667
CD200R1	0.699333333333333
C22orf15	-0.639
SEPT11	0.2885
ADNP	-0.07025
UST	0.6162
C13orf34	-1.6845
RFFL	0.0701428571428571
APBA3	-0.584
C2orf60	-0.754625
CUTL1	-0.1347
PMS1	-1.132625
ZNF689	0.223
EIF3E	0.0866666666666667
IL9	0.106833333333333
RPL31	-0.0425
LY9	-0.1045
ATP2B3	-0.22625
KDELR2	-0.117958333333333
TFCP2	0.309
NLRP12	-0.040625
FLJ45422	-0.6595
TLE4	0.1275
ZNF570	-0.0205
FLJ43806	-0.3735
TLK2	-0.409625
CIR	0.53625
MARS2	-0.0595
COL24A1	-0.65425
SDF2L1	-1.24
HIBADH	0.967666666666667
IGFBP3	-1.20814285714286
C12orf23	0.135625
PSPC1	-0.3715
C20orf43	0.563
TRAV20	-0.3255
ARHGAP24	1.96725
KIAA1975	-0.055
C1QA	3.2699
DNTT	-4.3805
C10orf6	-0.657416666666667
C11orf41	-0.87675
HNRPF	-0.429125
COL11A1	-0.362
UBAP2	-0.429333333333333
CDKN2AIPNL	-0.65
C20orf174	2.21725
SPRED2	0.0405
PLA2G12A	-0.0661666666666667
ICEBERG	-0.394
SCN10A	0.6205
C11orf65	-0.35125
GBP5	2.17475
PITPNC1	-0.792833333333333
POU3F3	-0.0385
NCOA7	1.21975
LIN7C	0.2049
LOC348840	-0.872
NKX2-2	-2.9685
ANKRD13D	-0.346625
LOC123688	0.306
FUT2	1.01466666666667
TAAR8	0.36
FZD4	2.06375
PNMA3	-0.0633333333333333
OR4L1	0.083
WIT1	-2.579
EXOC3L	1.09775
ATPBD4	0.1857
KRBA1	-0.5795
UBXD6	-0.253
HOXB7	0.115857142857143
C7orf23	-0.1645
UNQ338	2.22075
STAB2	2.242
CDC20B	-0.68775
IRF9	1.28625
CENTG1	-0.268166666666667
TNPO2	-0.768
MCPH1	0.10775
BMS1P5	0.04725
SLC26A7	1.114
HIST1H3J	-0.6885
C9orf3	0.7567
LBH	0.444125
MYO1D	0.376125
PTDSS2	0.26475
NFU1	1.1825
DEPDC4	-1.46275
WNT7B	0.4003
GLP2R	-0.00983333333333334
SETD4	-0.6642
DYNLT3	-0.2877
FKBP11	-1.25583333333333
SESTD1	1.49316666666667
FLII	0.906
RPS16	-0.5329
CHPF	-0.6555
CSNK2A1	-0.385833333333333
SUMO1P1	0.25725
FKBP6	-0.622
ZNF214	0.818333333333333
TWIST1	1.61466666666667
DDX56	-0.875
TRAM1L1	1.6482
EPO	-3.2425
MRPS18B	-0.42375
ZNF682	-0.0535
RPL14	-0.367
MAFF	0.9905
LOC51136	0.061875
LY96	-0.191
DDX20	-0.528
ABTB1	0.8015
ARL5A	0.465
CCT6A	-1.51125
HEPACAM	1.24083333333333
EHHADH	0.906166666666667
RBAK	-0.132166666666667
CGB1	0.4525
ITGB5	1.0302
YIPF3	0.36
FKBP2	-0.447
NR1D1	-0.8768
TMEM110	-0.221
NEK2	-3.94066666666667
PRAMEF8	-2.998
C20orf52	-0.6965
PCDHGA3	0.3645
VWA3B	0.1725
NDUFA5	0.143125
THAP9	-0.01725
FLVCR2	-0.145833333333333
AP1S1	-1.493875
SMAD6	0.08075
SAV1	1.310875
SAT1	1.1235
ZNF251	1.1
ADAMTS7	-0.3796
RPP38	-0.0115
C1orf211	-1.9315
YPEL2	1.52585
RBMS1	1.101
ZNF445	-0.287
NRXN2	0.054
PGBD4	-0.082625
UGT2B28	-0.93525
WBSCR16	-0.1891
NLRC3	-0.096875
ASTL	-0.0355
ST6GALNAC1	-1.39875
ZADH2	0.324875
MLLT4	0.893333333333333
ARL6	-0.323
MEF2C	1.567
CBFA2T3	-0.739
AFF3	1.35164285714286
COG7	0.0515
MYB	-0.2885
PLXNA3	-0.317
XRCC2	-2.47816666666667
MMS19	-0.764625
ST8SIA5	-0.692875
CHPT1	0.915833333333333
KIAA1712	-0.9475
OR6X1	0.694
ACTR3	-0.204875
UGCG	1.606
OR4P4	0.103
ZAP70	-3.41775
LPP	1.711375
ZNF485	-0.913
PTPRCAP	-0.73125
IL12RB1	0.11325
ATRX	0.4723
CHST8	-0.50875
C14orf109	-0.3285
ARV1	-0.09275
NMB	2.44428571428571
COX5A	-0.642166666666667
EIF6	-0.58875
MPPED2	1.37183333333333
SEMG1	-0.9555
CHRDL1	3.319
TRAF3IP2	1.128
WNK2	-0.237375
LILRA4	1.1855
LAMA2	4.72575
PXT1	-0.9575
RLBP1	-2.376
CD300C	0.44375
SLTM	0.1995
FLJ10404	-0.5576875
APOBEC3D	-2.23466666666667
RENBP	0.753166666666667
ATXN7L1	-0.021625
NID1	1.475
TUBGCP3	-0.708625
ITIH5	3.58966666666667
CCDC110	1.10925
C8A	-2.68425
MGC87042	0.81975
HOXC13	-1.8375
TFDP2	-0.6655
HCP5	1.1205
POLI	0.69475
UCN	-1.786
ZNF764	0.167
C8orf45	0.431
FHL3	-0.55075
SPATA5L1	-1.08525
MMRN2	3.30666666666667
NDST1	0.697833333333333
COL20A1	-0.5035
ZNF248	-0.868833333333333
PELP1	-0.7915
MBL2	-2.49966666666667
RNF41	0.805375
C5orf24	0.291875
THOC5	-0.325875
SERINC3	0.919083333333333
RP11-151A6.2	0.954
CDCP2	-0.307
HIST1H2AA	-0.1155
C11orf75	-0.101
FKBP7	-0.02525
DDOST	0.0325
GPNMB	1.36983333333333
TTF2	-1.64766666666667
KCNT1	-0.243333333333333
SLC39A14	-0.5755
NGRN	0.8575
GPR137B	0.98675
MECP2	0.16675
PSMA1	-0.4905
C16orf73	-5.05225
TMEM60	-0.363666666666667
CSN3	1.807
NOS1	-0.0633333333333333
RAB7L1	0.5225
YBX2	-0.018
KIAA1166	-0.24875
FUBP3	0.311333333333333
ABCG1	1.242
ACACA	-0.815333333333333
ARL11	0.5412
ATOH1	-0.222
ODF1	0.0206666666666667
CREB3L3	-1.68166666666667
TMEM127	1.10935714285714
DSCAML1	0.79625
PLN	3.6065
LYPLA1	0.431916666666667
PRDM9	-1.8185
SASP	0.67575
PLUNC	-0.000500000000000014
INTU	0.05675
HISPPD1	-0.7425
LNPEP	0.445166666666667
YARS2	-0.784333333333333
APCDD1L	-0.6405
ZCCHC4	0.0731
FBXO22	-1.02883333333333
TTLL13	0.0455
ZNF669	0.0466666666666667
PTGDR	2.704
DDX27	-0.43975
KIAA0409	-0.527333333333333
GJB6	0.08275
ASB8	0.973
PLP2	-0.167833333333333
MEPE	-0.27725
OR10J5	-0.0875
KRT222P	1.71025
COQ7	-0.0108333333333334
C1orf101	0.629
RERG	3.4909
CHMP5	0.15975
THAP11	0.271
ZNF43	0.756833333333333
ZRANB3	-0.996
KRT13	4.019375
MRPL19	-0.68875
RBBP9	0.00912499999999999
SPATA17	0.085
BXDC5	-0.213833333333333
PAFAH1B1	-0.392666666666667
MAGEE1	-0.1575
OSTF1	0.27575
KIAA0323	-0.12075
TXNDC13	0.216833333333333
CNTN4	2.7055
LCE1B	-0.359
UNQ501	0.4065
ZNF154	0.423
C3orf64	1.29475
SYT5	-0.3571
PON1	-0.0703333333333333
FLJ10357	0.90425
ATP4A	-0.6615
GNPDA1	-0.421
MGAT1	1.31683333333333
C14orf121	0.2525
SLC35B2	-0.22575
MIER3	-0.488833333333333
CHEK1	-5.134125
ZNF8	-0.631333333333333
TXNDC1	-0.212
CKB	-0.5883
RTN3	0.647857142857143
FZD2	-1.99433333333333
PART1	0.496
PSMB6	0.04575
PCDHB8	-0.4915
PHC3	0.3171
PPP1R8	-0.0498333333333333
NOVA2	1.37966666666667
TNFRSF11B	-2.689875
GOLPH3	0.292666666666667
UBLCP1	-0.0655
SUHW3	-1.82725
TTLL1	0.71775
OPN4	0.286
OR13G1	0.2185
ZPBP2	-0.203166666666667
HSD17B11	0.00175
C9orf50	-0.0275
DHDDS	1.23164285714286
CTSW	0.6252
NEFM	-1.2635
MRPL28	-0.64725
SYN1	-0.4595
PIGV	0.055
ZIM2	1.51775
APBB1	0.681166666666667
SND1	-0.151
C1orf123	0.340833333333333
CHD3	-0.45
BHLHB8	-0.212
RNASE2	-0.227333333333333
BCAP31	1.141625
SLC25A44	-0.12
CHD6	-0.2028
PIB5PA	1.57446153846154
SELS	0.393125
LOC541471	-1.582
FAT2	2.7765
ZNF81	0.388
OR4C16	0.116
FLJ10081	0.1845
LRRC4	1.38725
CS	0.0363333333333333
N4BP2	-0.105
IGFBP7	2.39
ZNF318	-0.223416666666667
NDNL2	0.686
ZNF609	0.009875
SIRT4	-0.73325
EXOSC10	-0.70425
ECE2	-0.576083333333333
OVGP1	1.91325
GTPBP3	-1.53425
PACS2	0.7193
C19orf36	-0.247
ARL4C	-0.076875
ATG4B	-0.39675
UBQLNL	1.20575
RHOXF2B	-3.7255
PLEKHG2	-0.6095
GALR1	0.6195
AQP4	0.312833333333333
HDAC7A	0.267
DCUN1D3	1.37025
OR8A1	-0.565
CCRN4L	-0.3225
CBR4	-0.486333333333333
KIFC1	-3.30966666666667
SLC7A14	-0.893
LHX5	-0.5745
TRPC7	-0.3105
LPXN	-1.41325
SERPINA1	-2.6965
RPS13	-0.2667
BPIL3	-0.44
PRKAA1	-1.15175
FADS2	-0.0564
ENAH	0.571625
PRO1768	-0.107
APBA2BP	-0.125
LIPH	1.58733333333333
C3orf33	-0.19025
RCC2	-1.048
ALDH1A2	-1.6713
RNF103	1.40925
AHCY	-0.441125
ALG12	0.1695
CCL17	0.837
ZNF543	0.629666666666667
ESRRG	1.0083
CNGA1	2.31475
RDH5	3.18716666666667
OTX1	-1.5369
PTGFR	-0.162
CDR2	-0.170375
SELE	1.71925
NLGN2	-0.269333333333333
EXOSC9	-1.14875
ZNF566	0.536
KLRC2	-3.648
GPR12	0.294
KIAA0196	0.585
PDRG1	-0.312
SSR3	-0.448714285714286
MSI1	-1.3615
CST9	3.548
CC2D1A	-0.418375
PLAGL1	0.724833333333333
ZNF778	-0.574
RNF2	-0.104375
KLF6	2.63183333333333
THBD	2.9165
tcag7.1314	1.31625
NR5A1	-0.221166666666667
ABCD2	3.139
DNAJC7	-0.0195
CLEC4C	0.252
TM2D3	0.74225
CCDC4	-0.469
PLAC2	-0.7615
DCD	4.345
FAAH	1.061125
POLA1	-0.976
TM7SF2	0.224625
FLJ39822	-0.380166666666667
FLOT2	0.27075
MAP4K1	-0.9225
SRP68	-0.336
C21orf74	0.315
ARPC5	-0.063625
LOC126075	1.3725
HECW2	0.7725
ZDHHC4	0.0305
ANKRD42	0.5895
PDE9A	0.755166666666667
ABCA8	4.3265
NDUFS2	0.046
UBR5	-0.027125
BTBD16	-3.197
LOC554174	-0.204
ZNF20	0.255
KIAA1843	0.3225
WDR17	-0.244125
C15orf33	-0.033
RNF113A	-0.5415
CAMKK1	-0.3835
CLCN2	-1.27375
ANXA6	1.659
LOC340069	-0.488
EMID1	0.328125
DPM3	-0.766
ELA1	0.0395
SLC25A13	-1.507
KRT24	0.519
SMPD1	0.2345
TH	-0.11225
COL6A2	1.02385714285714
ANKS1B	0.73675
GPR126	-2.2467
ZC3H12A	1.10033333333333
TMEM47	2.07316666666667
C2orf51	-0.128666666666667
C1orf88	1.6035
HSF2BP	0.20325
AKAP10	0.9135
RPAP3	-0.8425
KLHDC8B	1.478375
STOM	1.8574
MUPCDH	-0.23075
C10orf72	0.773125
PLEKHA3	0.551
TCP11L1	-0.5545
CWF19L1	-0.325
SPEF1	0.340076923076923
YSK4	-0.185
ELN	3.0027
SAMD8	0.249
MPI	-1.00066666666667
MEPCE	-0.463
ABCC3	-0.488125
NANOGP1	-3.317
KCNK17	0.69075
HLA-DMB	3.849
RRAGA	1.2195
ANGEL1	-0.749
RBM32B	-0.238
CPN1	-2.76075
MGC52282	-0.3566
HLA-A	1.11758333333333
OR9G4	0.083
EDNRB	1.285625
SCD	1.97771428571429
C14orf80	-1.73716666666667
BAGE2	-0.522
RABL4	0.8255
RCVRN	0.487
SHANK1	-0.008
NLRP7	-3.83825
CD226	0.516
STAT3	1.25525
SYNJ2	-0.446
TPCN2	0.583166666666667
WDR36	-0.947166666666666
MBD4	-0.76225
ROBO1	-0.689
ST3GAL6	-2.11225
SLAMF8	2.17783333333333
ATN1	0.2795
GPR141	0.15775
KRT36	0.2835
TPH1	-0.4275
DDX52	-0.54675
ZSCAN29	-0.551666666666667
TRPT1	-0.7055
DPEP3	0.4565
DENND4A	-0.3685
TSPAN16	-0.1065
PTCHD2	-0.0255
LOC145814	-0.829
CAP1	0.466166666666667
EIF5A2	-0.6355
NT5DC3	0.118625
SEPT9	-1.290875
SEZ6L2	-0.3325
EGFLAM	3.68125
VPS11	0.376875
NDUFB5	0.0653333333333333
CIDEA	4.19216666666667
IER5L	-1.01025
N6AMT1	-0.136
FAM83C	-0.43075
OXR1	0.81525
IRX1	1.331
DGKB	-0.206166666666667
GCN5L2	-1.4155
MIR16	0.545625
FBXW9	-0.429
WDR4	-2.577
PDC	0.0955
VPS33B	-0.35625
HEXB	0.14125
FLJ32214	-0.3
TCEB3	-0.9085
CRLF1	-1.0625
ABI3BP	3.23725
C8orf22	-3.643
PYCR1	-1.734125
KIAA1706	1.977
CDK5R2	-0.112625
WAS	0.165
C12orf60	-1.1155
CCBL2	0.075
MADD	-0.648
C5orf34	-1.87775
WDR42A	0.7677
KLF12	-0.49675
HSPA1A	1.68675
ITM2C	0.124583333333333
DAPK2	2.46716666666667
LOC442590	0.6195
SUMF2	0.786375
CENPA	-4.202
TMED5	0.066
CDH6	0.0702
BRP44	1.100375
THG1L	-1.14125
GABRA2	0.5255
C14orf166	-0.175
MYL1	-1.29316666666667
TNFSF18	-0.65
PAP2D	-1.25733333333333
PPIB	-0.182
KLHL4	0.95375
SFN	-0.342833333333333
CCDC127	-0.1425
FRAP1	0.06775
GOLGA5	0.68625
SDCCAG1	-0.025375
MGC21675	-0.0941666666666667
C10orf95	-1.22775
KIAA1345	0.249833333333333
C1orf163	-0.727
LACE1	-0.603666666666667
OR10K2	-0.222
CENPN	-2.87852
TMED2	1.278
UGT1A6	-1.4545
ANG	-0.0495
U2AF1	-0.2185
CASC2	-0.0955
NMT2	1.39883333333333
OSGEPL1	0.0676249999999999
DFNB31	-0.522
SLC6A20	0.534625
DKC1	-1.11925
FXYD4	-0.86825
WDR64	-0.03025
MGC5590	0.297
CREBZF	-0.726333333333333
DAZ1	-0.0585
PRPSAP1	-0.19275
