Hybridization REF	TCGA-A2-A0CZ-01A-11R-A034-07
FLJ20294	0.0421666666666667
ZNF92	0.31475
TRAPPC2L	-0.1944
ARHGAP28	1.280875
CCDC109B	0.72025
LGTN	-0.263666666666667
INGX	-0.217166666666667
LOC124446	1.265
RPS2	-1.15125
C17orf75	-1.26566666666667
NBPF1	-0.2605
SLC2A8	-0.168833333333333
SNRPE	-1.2745
CARD6	1.0005
IL13RA2	0.524875
CUEDC2	-0.443
C4orf19	-0.2555
AOC3	2.59575
MTHFD2	-1.40683333333333
OR5M9	0.6395
C4orf38	0.922833333333333
SS18L2	-0.1965
OAS3	-0.515
LARGE	0.82825
LRIG3	1.45366666666667
LIMA1	0.98125
STARD3	-0.27475
VPS39	0.22775
CTAGE6	-0.141
ODAM	-2.081
MORF4L2	0.0035
GSTO2	1.69675
MTFMT	-0.54125
PRKAB2	-0.245071428571429
ZNF76	-0.720666666666667
HSPB2	4.7645
CRB2	0.032
KLRK1	-1.404
LYST	0.1585
UBE2M	-1.22233333333333
SLC16A9	0.62825
ZNF281	0.48275
ST8SIA1	1.14925
C9orf105	-0.916
ANKRD46	1.16375
FAM108A3	0.615
C20orf91	0.283
ZYX	-0.0245
RSPH1	2.18475
ZSCAN5	-0.2665
RIMS3	-0.0103333333333333
KRT76	-0.123
CEACAM4	1.13616666666667
SIRPB1	0.42675
CFHR4	-1.3675
SOX3	-0.701666666666667
GATAD1	-0.354875
C21orf57	0.40725
TMC8	-0.710166666666667
AVIL	1.05333333333333
LMOD1	4.16
HIGD1A	-0.269375
NEU3	-0.490166666666667
DES	0.46575
BZW1	-0.8772
ZNF221	0.3155
CCDC27	-0.1365
GDAP1	-0.4515
RBBP4	-0.063
MGC40499	0.73025
PHKA1	-1.229875
PRKAR1A	0.354777777777778
HSD3B1	-0.2115
RAD52	-1.16316666666667
CD207	1.1895
LOC389791	0.0605
RSPO1	2.96483333333333
TMEPAI	3.604375
MFSD2	-0.260875
ETV4	-2.69416666666667
SCGN	3.76
LOC391356	0.767
MPP1	-1.08225
STARD3NL	0.023
TFAP2D	-0.26
CD2AP	0.091125
CCL20	-5.02733333333333
CCDC86	-1.937
ZFP30	-0.46475
CTBP1	0.09475
MAK10	0.7515
STXBP5	-0.778333333333333
LOR	0.8866
MAP6D1	0.3395
ARMC7	0.6315
TMEM150	0.3721
NSL1	-0.52275
KIF5A	-1.158625
ASCC2	-0.34
PSENEN	0.3805
OPTC	-0.4055
FCRL2	0.523333333333333
KBTBD11	0.70875
PCK1	-0.347
CENTD3	-0.624
MEGF8	0.038875
ALPPL2	-0.299
OBFC2B	-0.731
ZFYVE20	-0.0775
GALC	1.41533333333333
CTRB2	0.28525
C20orf71	-0.359166666666667
TBKBP1	0.354833333333333
CAMLG	0.81975
TREML4	0.473
RSAD1	-0.01275
TUBA3D	-0.8393
KIAA1833	0.32325
PNPLA1	0.935
LRRC34	-0.939166666666667
CDH26	-1.0705
ZNF167	1.12333333333333
ZBTB26	-1.2273
VWF	3.8914
VTN	-1.17633333333333
BAD	0.86975
PDS5B	1.04408333333333
ZNF644	0.93475
SH3GLB2	-0.80525
SMPDL3A	0.2072
NRG2	0.30475
IL15	0.588166666666667
GABARAPL1	0.4905
LAT2	0.6252
SLCO1A2	-0.582833333333333
LIG4	-0.154083333333333
GSDMDC1	0.151125
BMP4	-1.1
METT10D	0.458125
SYCE1	2.27125
SPANXD	-5.85825
SLC12A9	-0.0926666666666667
MC1R	-1.1415
RNF168	-1.0285
TRIM69	0.8635
GALNT7	0.820166666666667
ISG20L2	-0.08675
KIAA2026	0.6065
TNFAIP8L1	-0.821
DPY19L2	-0.646
C12orf63	0.318
PRDX5	0.2465
MED6	-1.06275
TXNDC5	-0.383125
CD46	-0.121416666666667
CCK	-2.53375
C17orf48	0.41225
ANUBL1	1.423
SIT1	0.0663333333333333
TYSND1	-0.074
DEF6	-0.106166666666667
GLT8D4	2.72175
UTP14A	0.535625
RPH3AL	0.3285
NXF1	-0.198166666666667
TRERF1	-1.02733333333333
TUBB3	-1.1598125
SLC24A2	1.6525
SEC22B	1.15816666666667
ZNF653	0.4455
GGTL3	-1.79541666666667
CDKL2	0.7725
CTF8	-0.554916666666667
EPC1	1.00283333333333
CYP4A11	-0.505333333333333
THRSP	4.643
LELP1	0.416833333333333
TES	0.774875
C17orf87	2.0535
FERD3L	0.0435
SH3TC1	-0.305
RAB36	0.294
CRYGB	-1.3915
GRIA3	2.44
BHLHB9	1.07775
C1QTNF9	2.1685
GOPC	0.366375
PNPLA8	0.722666666666667
ZNF444	0.1545
FMO1	4.53125
POLR3C	-0.0325
SLC35F3	1.19125
SGCG	-1.57633333333333
DCDC2	-0.362833333333333
NANP	-0.87
MGC23270	-1.072
BEX4	0.89675
HYDIN	0.6887
RPS6KB2	-1.55725
ADRM1	-0.998833333333333
BAT3	-0.63275
RAB31	1.4761875
SCGB2A1	7.9635
SLC6A14	-1.759375
DDX4	-0.54325
PRRC1	0.7315
AP3B2	1.66283333333333
TRGV7	0.0468333333333333
TMEM184B	0.41275
ADPRHL1	1.52833333333333
C21orf45	-0.792
ARNTL	1.09175
AADAT	-0.771625
CCL2	1.56833333333333
SNTB2	0.414
RGS9BP	-0.0085
KPNA1	-0.17975
TMEM41B	-1.10933333333333
S100A11	-0.06925
DOT1L	-2.199
EFHC2	0.313625
CLTC	0.635166666666667
SRP9	0.19
ZNF521	1.531
FAM26F	0.097
GPR88	2.03866666666667
COL13A1	0.168666666666667
CHMP4B	-0.6521
SIGLEC6	1.00983333333333
NFAM1	0.436
PVRL2	0.4841
ALKBH4	0.21425
CCDC93	-0.3539375
NXT1	-0.20025
KCNK4	0.242
TROAP	-2.54183333333333
KCNA10	0.51475
CCDC114	0.320333333333333
RAN	-1.04675
LMTK2	-0.3395
LOC400657	-0.182
UFC1	1.403
UBE1DC1	-1.313
EEF1A1	-0.00466666666666667
CHAC1	-0.1675
HMGA2	-5.192
B3GALTL	-0.405
ING2	-0.01975
C1orf109	-0.07025
INTS3	0.21675
ZNF558	-0.707
TRPM4	1.012
LTB4R	-1.1045
ISYNA1	-0.604
LSM7	-0.33825
LRRC47	-0.381375
ZNF179	-1.394
EXDL1	-0.172
SLC4A10	-0.98025
ACSS2	-0.592666666666667
COPS7B	-1.015
KIAA0040	0.96
C1orf95	1.0225
AP1GBP1	0.078
OR9A2	0.4205
FAM71C	-0.276166666666667
RIN1	-1.576
ITGA4	-1.930875
DNAJC6	-0.653666666666667
CLOCK	0.553333333333333
SLC35A4	0.234833333333333
DSG4	0.602
LOC26010	0.5085
NSUN2	-1.03825
TMEM86B	-1.2364
C14orf135	-1.73472347597681e-18
KIFC3	-1.19833333333333
PHF5A	-0.51125
NCAPH	-3.10775
STK11IP	-0.34375
FLJ42953	0.374375
CCDC19	1.147
ZNF329	-0.032
TAX1BP1	0.650666666666667
ZDHHC18	0.0108333333333333
C10orf88	0.3245
TMBIM4	1.6376
NMUR1	1.225
KIR2DS4	0.383
C9orf90	-0.138125
MGC87631	0.6275
KDR	3.5997
ST3GAL2	-0.68525
RLN2	-0.428
HPD	-4.01975
MOXD1	-1.64683333333333
PDGFRL	2.97933333333333
SMYD4	-0.743142857142857
FAM103A1	0.543833333333333
MFAP4	0.860666666666667
LOC285141	-0.5425
TMEM45B	-0.261125
SMCR7L	-0.669428571428572
GZMH	4.1195
CBLN1	-2.618
CNNM1	-0.47925
PHF17	-0.520416666666667
NUP98	-0.786583333333333
RMI1	-1.02225
PTPRS	0.17925
ANKRD57	-0.185875
CLDN15	-0.6355
OR51A2	-0.263
GUCA2B	2.115
DOCK9	1.30275
ITGB1BP1	-0.655166666666667
DLG2	1.40275
BRAP	-0.371
SESN3	0.8885
ZC3H7B	0.3075
FAM101A	2.66766666666667
FKSG24	-0.08475
ZYG11B	0.0335
RFC2	-1.48625
SH2D3A	1.08633333333333
DVL3	-0.124416666666667
ADFP	-0.419166666666667
KRIT1	-0.288
SERTAD3	1.54416666666667
LEFTY2	-2.5175
KRT27	-0.423
SCFD2	0.59125
MN1	-0.4485
RORA	1.652
PTPRD	0.841
PIAS2	-0.407166666666667
CYP4X1	4.36266666666667
FBXL15	0.39125
MYH15	-0.3948
CRX	0.1525
TBC1D13	0.555
SLC22A17	2.21566666666667
PLK2	1.51783333333333
ARHGAP9	1.685
EIF1B	-0.182
C20orf185	0.029
DEFA7P	0.2235
PRIM1	-3.07316666666667
CRYAA	-2.32775
BACE1	0.78
AGTRL1	1.282
ACAD9	-0.475125
GRASP	0.807
RBP4	-1.5505
TFB2M	-0.42175
METTL9	-0.5085
ATP5O	-0.51475
SP100	0.708
CPSF1	-0.755666666666667
S100A4	0.08925
LIME1	-1.07075
GPR137C	-0.87275
OR2A2	1.0055
C2orf29	-1.106
NUP188	-1.24725
SDPR	1.73325
RAI1	-0.00237500000000002
RPS20	0.1127
LAMB1	0.3905
ADM2	-0.234
ZNF229	-0.344
DKFZp434K1815	-1.321875
EPN3	1.7145
CLIC3	-1.207
MEIG1	-0.15025
HMGB4	-0.229
STARD10	1.17025
KLF8	1.81875
EPB41L2	0.292666666666667
JMJD6	-0.411
CTSL1	0.0258333333333333
GPR27	-0.013
ELAVL4	1.038625
MMP21	0.3125
PPM1B	0.42925
SUV39H1	-1.7335
AAMP	0.03075
TUSC4	-0.837666666666667
MBD6	-0.48925
KLK13	-0.864375
FMNL3	0.9625
TRIM13	0.529083333333333
C15orf5	-0.56575
IQCF1	-0.170375
CACNG8	0.26
SLC35D3	0.280166666666667
ZDHHC9	0.888
ODF3L1	0.13975
C9orf86	-0.6624
TSEN2	-1.32225
C17orf64	0.4345
SEPX1	-0.1026
TSPO	0.459333333333333
SYMPK	-0.5315
ADORA1	0.51875
TSPAN10	0.734
SEMA6C	1.05566666666667
RTTN	-1.2151
IL2	1.20466666666667
ARRDC3	0.800083333333333
TBPL1	-1.11133333333333
STX12	1.1785
MRPL39	-1.17625
OR8H3	0.547
IFIT5	1.705
CASC5	-3.64525
FAM46A	-0.763333333333333
HPCAL1	-0.35525
CYLC1	0.427
VGLL2	-0.11525
C20orf191	0.1815
CDH1	1.15758333333333
ITPA	-0.09925
CCDC101	-0.5875
D15Wsu75e	-0.489
EDA	-0.11325
CREG1	-0.3705
OR7G2	0.678
SAP18	1.30541666666667
IFIT1	2.141
CALML3	2.30466666666667
FLJ37440	2.3245
FNDC5	0.49
SERPINB6	0.216714285714286
JUNB	1.0802
SYS1	1.46675
SCN2A	0.896666666666667
ZKSCAN5	-0.7898
WNT7A	-0.0748333333333334
TSHZ3	3.741
RNF148	-0.2215
H6PD	0.77125
CAD	-1.1025
ZNF449	0.33325
DOCK10	0.449
FAIM2	0.761666666666667
HEXDC	-0.23125
PRB1	0.193
C14orf148	-1.456
ETHE1	1.52175
IRF5	0.102
GNMT	0.521166666666667
MGC16291	-1.228875
RPAIN	-0.414714285714286
CAGE1	1.0105
CNTNAP3	-2.399625
ACTR1B	-0.42225
EEF1E1	-1.2905
MSX1	-0.013875
ESF1	-0.2384
HSPC171	0.18825
MRPL2	-0.611666666666667
RDH12	-0.876166666666667
CELP	-0.0685
METRNL	-0.38875
C10orf116	4.02
C19orf48	-1.2145
ZNF346	-0.470875
NCR1	-1.1215
C10orf64	0.7995
CD52	1.93675
VPS18	1.053
AP4S1	-0.3285
NPBWR1	0.785
TPK1	1.61475
UBA52	-0.148888888888889
RIPK1	0.5775
CPNE3	0.163
HSPC159	-0.14025
C8orf38	-0.059
LRRC4B	-0.119
PARP10	0.5928
ANKRD50	1.788875
CXCL9	7.58275
FGF18	1.41854545454545
EIF2A	0.034875
SLC20A2	0.757
KIAA1549	-0.181
SPINT1	1.5745
ZNF584	-0.0755
CRBN	0.4725
ABCF3	-0.0173333333333333
NCBP1	-0.8465
PLA2G4F	0.181
PCDH10	-0.7905
TTC21A	0.1305
C20orf144	0.6215
FGFR1OP2	-0.223833333333333
SLC9A1	0.3017
CHRND	0.2055
FOXF1	-2.702
KIAA1467	-0.22675
TPO	1.628
LTF	4.56107142857143
DNAJB9	0.49725
MRPS27	-0.9295
bA16L21.2.1	0.305
WBP2	0.402166666666667
MRGPRX3	-1.18383333333333
PRPF18	0.4825
C10orf58	0.3385
SMOC1	-2.5344
ADAT3	0.348833333333333
TMEM138	-0.166
TMEM131	-0.402625
TIMM8B	-0.20075
MYH7	-1.32783333333333
ST6GAL2	2.792375
KIF1C	0.226
SUHW2	-1.347
PAPSS1	1.27175
CABP2	-0.0345
HOXA4	0.6745
ELF2	0.441
SEMA3D	2.1484
MC5R	0.2795
OGFR	-0.0045
FLJ30092	-0.43
TGFA	0.2491
MMP17	0.587
KIF15	-4.39025
CHIA	0.12575
CATSPER3	-0.34375
CEACAM7	0.921833333333333
PADI2	2.551375
HOXA9	1.679
LNX2	0.9665
TMEM144	1.73925
HIF1AN	0.3645
METTL7A	-0.588
C6orf165	2.20066666666667
KIAA1468	-0.21825
DSG3	2.021
ZNF180	0.302
EIF4E3	1.455
SLC46A1	0.633125
DKK1	-5.661
ZNF205	0.890166666666667
LOC162073	0.838277777777778
COX7A1	5.06475
MAGEA1	-3.648
NEDD8	-0.155
KLHDC5	0.237722222222222
C3orf19	0.938833333333334
MRPS2	-0.82425
POLR3H	0.143071428571429
ABHD11	-0.2497
TMEM17	0.8615
PAIP2B	1.082
MAT1A	-4.28275
LGI3	0.00924999999999999
THUMPD2	-0.5505
TKTL2	-0.2165
XAGE3	-2.065
CALM3	0.183583333333333
C6orf136	-0.488833333333333
KCNC4	0.860833333333333
RGS9	2.23216666666667
ACIN1	-0.679
SPATS1	0.60225
XKR8	0.29
FAM84A	1.63941666666667
MS4A7	5.63427272727273
AGXT2L2	0.3565
OR1F1	-0.338
SMAP1L	-0.06375
IPO11	0.630125
ZC3H11A	-0.122125
C1orf151	0.718375
RNASEH2A	-2.1625
CCR10	-0.467
TXNDC11	0.134583333333333
TMEM112	0.685375
MAP1B	-0.00457142857142857
NVL	-0.862
PKM2	-1.12835
ARC	-0.0465
NUP54	-0.675
PPFIBP2	1.00466666666667
STAT2	1.11375
PTAFR	2.08833333333333
ROBO2	-0.7545
RNF40	-0.0836666666666667
CCDC135	-1.01716666666667
IFT81	-0.7891
MORF4	-0.07825
TM7SF3	-0.593375
OR10H3	0.2755
ABP1	-0.222625
CHRD	0.397125
PLEKHA8	-0.569666666666667
NCALD	2.64858333333333
OR5AK2	0.582
ACCN1	0.157166666666667
SLITRK1	-0.35
ARMET	-0.846
C9orf52	0.08725
REEP4	-1.65425
MTSS1	1.678625
ADH1B	4.90783333333333
DLD	-0.6635
CDK5	-0.27625
PPFIA1	-0.18425
WFDC3	0.49725
DNAJB12	1.24721428571429
RANGRF	0.1485
MLANA	-5.20975
AMY2B	0.00625000000000009
KIAA0319	-1.81385714285714
RPS7	-0.2365
JAK3	0.249
ARFGEF1	1.24825
CXCL5	0.719083333333333
TRAPPC4	-0.21475
CETN2	0.58825
HSPC111	-0.878
RHOBTB3	-1.9186
PHLPP	0.2765
RGS10	1.25275
TMEM58	0.8605
CHERP	-0.128
HSP90AB3P	-0.507333333333333
FSTL3	-0.271666666666667
PEX11A	0.56625
OR5V1	0.7855
FCN3	2.69075
PTPN3	0.03
NPTX1	-4.97825
C21orf84	-1.33525
C11orf51	0.02475
ZBED2	3.239
FLJ90757	0.31325
NPY2R	1.49525
PLD3	0.18075
SYT17	0.173
SGSM2	-0.32875
OR1A2	0.31025
FOXP1	1.564625
SLC5A1	3.4345
POFUT1	-0.8495
EPHB6	-2.50166666666667
MYO1G	-1.489625
STAC	-1.6775
KLHL17	-0.869833333333333
RGMA	1.739
TJP2	-1.0204
FAM114A1	0.218666666666667
SERINC1	1.14525
SLC9A8	-0.394375
PEX19	0.298125
EDN2	2.35525
PSMD7	-1.28033333333333
C3orf41	-0.02725
UQCR	0.0135
PPP1R3C	-0.157
LRP4	-1.52833333333333
TM2D1	-0.0205
TTC17	0.1944375
C4BPB	-4.2485
CCL25	0.4655
ZNF253	-0.3675
CHRNA9	-4.26325
SOX11	-1.246625
HIVEP3	1.1455
CGN	2.26283333333333
C3orf35	0.090375
PKD2L1	2.24825
SYVN1	-0.184125
PDE8B	-0.408375
LOC439951	0.92625
LTC4S	2.85033333333333
MIF4GD	-0.234333333333333
SMARCA2	1.888875
TUBGCP6	-0.407666666666667
CABLES1	0.3815
C16orf77	2.35683333333333
ZNF791	0.0545
FUT5	-0.9635
ADH6	-2.9974
P4HB	0.5715
CLDND2	-0.48375
ALKBH8	0.52
PLAC4	-2.377
F11R	-0.294071428571429
MGC35295	0.670333333333333
PDZD4	-0.539833333333333
LOC389073	-0.937
FAM80B	-0.416666666666667
PSMB1	-0.9405
TXN	-0.941333333333333
VIPR1	1.0117
WBSCR18	0.322
EXOSC6	-0.9675
ACTA2	4.30833333333333
SP5	-2.97183333333333
ANKRD1	-2.198
DDR1	0.4639
ATP6V1D	0.14725
PTGS1	0.025
RNF157	-1.25325
DCC	0.208
SPAG7	0.14475
FBXO18	-0.114
UBE3C	-1.0302
HOXC6	0.4605
LRP2BP	0.162
MYST2	-0.5395
PDSS2	-0.086
ATE1	-0.27425
ARAF	-0.87225
KLF10	0.65175
PLA2G2E	0.1095
ASCL1	-0.375333333333333
TSNAXIP1	1.22825
FAM131B	0.256375
IFNA10	-0.3235
NUP43	-1.56975
FAM44B	-0.021625
L1TD1	-5.9655
NMD3	-1.04191666666667
C18orf54	-1.3302
PHOSPHO1	0.048
RAG2	-2.2795
EMILIN3	-0.4225
METTL3	-0.7235
VPS13C	0.7245
REXO2	-0.97375
ANXA4	0.32325
CA1	-1.62625
DCP1B	0.3075
TULP3	-0.666166666666667
ATP2A2	-0.135785714285714
ATIC	-1.01575
ADAM15	-0.669833333333333
NPL	0.936166666666667
LGR4	0.1595
UEVLD	-0.0821666666666667
GAB1	1.442
SNAI2	1.4955
ZGPAT	-0.3209
SNF1LK	0.489375
DLEU1	-0.90775
UBE2Q1	0.473375
ZMYM6	0.2439375
JPH3	-0.732166666666667
FAM38A	-0.839666666666667
PXK	0.331833333333333
DENND2D	2.11225
BAX	-1.21
CP	-3.83545454545455
RPL37	0.2853
G6PC3	0.727875
NCOA4	-0.118333333333333
LRRC14	-0.412125
GORASP1	0.4275
FCHO2	0.974875
CYP24A1	-2.2565
FXYD3	1.8025
SMARCAL1	0.278
ABCB8	-0.471666666666667
CCDC44	0.014
PRDM7	-3.69825
USH1C	-1.69125
DNAH5	0.0483333333333333
SRF	0.286166666666667
MAL2	0.646166666666667
PGPEP1	0.06725
SIN3B	-0.9195
SEMA3C	1.16833333333333
GRAMD3	2.48825
FBXO10	0.307
OR5D13	0.6905
FLJ31818	0.176125
CACNA1I	0.60425
S100A13	0.6815
TP63	3.97242857142857
ANXA11	0.4104
WDR66	-0.471625
CSF2RB	0.314
IFI44	0.435
DACT1	2.98383333333333
ANKRD23	-1.869
ATP5G1	-0.630166666666667
C21orf70	-0.587666666666667
PPWD1	-1.3855
DNAJC13	-0.0935
PAH	-4.91366666666667
PTCH2	0.46225
TRMU	-1.51175
CCDC9	0.228
USP3	-0.4284
DCLRE1C	-0.1237
FAM55C	0.4425
FRMD4B	1.85475
CYP2R1	-0.85525
RFPL1	0.5706
XPO5	-1.142
ARL6IP2	-0.9515
OSBPL5	1.50425
MMP9	4.898
KIAA0802	0.652
DHRS2	-3.86466666666667
SGEF	2.028375
TXNDC10	-1.1122
EXOC6	0.5975
RPS27	0.535666666666667
PNCK	-1.60133333333333
FSTL1	0.6685
AACS	-0.25225
SLMAP	-0.325666666666667
SAMD4A	-0.0057
ABRA	0.15725
SMARCD3	1.24975
PKNOX2	-2.093
A4GNT	-0.109
C9orf39	0.112333333333333
RALYL	0.39925
MGC33556	-2.426
C10orf25	-0.821
BBOX1	6.7885
NHEDC1	-0.385
XDH	0.2095
GCSH	-1.4785
EDN1	2.91283333333333
MTERF	-0.61375
CLK4	0.584875
ZNF799	-0.0773333333333334
KCNG1	-1.849375
CXCR4	1.3075
PTPRR	-2.74225
IRAK1	-0.847875
LOC401397	-0.254
TMSB10	0.507785714285714
CXCL3	-2.1168
TMC4	2.01875
OR7A10	-0.136
STYK1	1.6935
CHRNA10	-1.056
CCNI	0.8215
EP300	0.995642857142857
LOC165186	-0.342833333333333
HIC2	-2.27075
SDR-O	0.6515
OR2W1	-0.0435
KCNA6	0.1745
TRIM74	-1.996
REEP6	2.20875
ATP5G2	-0.00175
ERG	1.16475
TMEM42	0.14725
PARN	0.059
SOD2	0.184125
DIRAS1	0.0695
PNPT1	-1.88525
JOSD3	-0.861
hCG_40738	-1.0735
PDE1C	-1.3395
SEMA4D	0.307125
AGPAT1	0.302166666666667
NOSTRIN	2.43925
MAP3K3	0.219166666666667
MAX	0.718928571428571
CAPS	1.24416666666667
SERPINA12	0.152
OSBPL8	1.143
RICS	0.7378
NR4A2	0.573666666666667
PPCS	1.03083333333333
LONP1	-1.342
SCYL3	0.73025
HERC2P2	-1.482
FIBCD1	-0.1745
C15orf41	-0.838
DMC1	-1.95683333333333
C20orf27	-1.6655
RPS6KA5	0.2633
FAHD1	0.04
SLC12A4	0.3375
BRCA1	-2.51541666666667
GBL	-0.35975
SLK	0.0755
NUDT9P1	0.4495
NOXO1	1.6415
USP52	-1.609
BAZ1B	-0.117
SLCO2B1	2.81375
BBS12	1.653
LRGUK	-0.8065
TERF2IP	0.2245
COL1A1	5.982
KIAA0090	0.4695
GRK5	0.00833333333333333
AP1S2	-1.0602
TMEM52	-0.606333333333333
CA11	-0.672
OR4A15	0.498166666666667
ACBD3	1.3711
SPAG11B	0.17375
PRDM2	1.1567
FOXP3	0.57475
SMYD3	-0.445
LOC389199	0.9545
LGI2	2.6705
NAPE-PLD	-0.1583
ANKRD6	1.353
WDR45	0.631666666666667
SHROOM1	-1.467
PSCD3	0.6605
PYY	0.5875
KCNC1	-0.8655
ARHGEF9	0.8949
OR8J1	0.385
GPR55	-0.0548333333333333
NS3BP	-1.9705
C10orf22	0.578666666666667
NAT8L	-0.50575
DUSP4	-0.0528333333333333
FOXM1	-2.97066666666667
GRAMD2	2.1949
ZBTB48	-0.310333333333333
BUD31	-0.171
PABPC5	1.407
CCDC41	0.18775
FBXO11	-0.106166666666667
C6orf148	-0.12075
RFXAP	-1.30725
C6orf15	1.21033333333333
CDK8	-0.963333333333333
C6orf70	-0.284875
TESSP2	-0.671
ALG2	0.438
PPP1R3D	1.28125
TPM3	-0.268333333333333
SYT13	-0.65825
EPB42	-0.134666666666667
CETN3	-0.68025
PRY	0.152
NTHL1	-0.629333333333333
POLR2B	-0.3485
RPS28	0.608916666666667
P2RX3	0.1055
LYZL4	0.29825
WBP4	0.2421
PMM1	-0.3065
C11orf79	0.01975
CBLL1	-1.0965
IL1F10	0.742
VAX2	-0.717
SETDB1	-0.304166666666667
LRAP	0.223666666666667
GCLM	-0.322
CPEB3	2.74825
PPM1A	0.3384375
INTS1	-0.806
CAMTA1	1.091
SAMSN1	-0.8735
LOC158830	-1.60866666666667
GMPPA	-0.514625
AIPL1	-0.37425
IL24	0.955
BDKRB1	-2.09483333333333
MLF1	0.5326
TAF12	0.47175
ID1	-2.3555
THADA	-0.143625
PIK3CB	-0.247
OR4N5	-0.01
TBC1D17	-0.551666666666667
COX8A	-0.17175
CDCA4	-1.23775
C2orf44	-0.607
ZNF534	-0.9525
IMMP1L	-1.041
NIPSNAP3B	0.445375
FTMT	1.128125
PWP2	-0.479
MMP15	-0.9423
DNAH11	-0.68575
MTMR14	-0.46025
DNAL4	0.2
IPP	-0.61225
TMEM59	0.92525
C1orf157	0.2995
RGS4	1.77283333333333
DDX18	-0.629166666666667
SNX6	0.078
ZNHIT2	0.853166666666667
NCDN	1.3085
FLJ33534	1.105
RAG1	-1.609875
OR4D10	0.58
PTPN5	-0.573166666666667
POMT1	0.30775
LRRC8A	0.7897
CYP1A1	-2.0365
CAPN1	-0.459666666666667
DDHD2	1.650375
GRIK2	-0.58075
GNRHR	0.45375
PPBP	-0.15525
HTR3A	-1.439875
SLITRK4	2.297
ANKRD49	-0.3465
BTF3	-0.38
SARS	-0.17775
C13orf18	0.2725
CACNB1	0.00821428571428571
QKI	0.619590909090909
SETMAR	0.554125
MAN2B1	0.7175
EML3	-0.668
ACADL	1.71433333333333
OFD1	0.144125
DEFB114	0.2045
CGA	-3.3903
PEX16	-0.0163333333333334
LRRC10	-0.3925
GNG12	0
C1orf152	0.162666666666667
CHRM1	1.042
CD53	0.670125
DBH	-0.85925
TFAP2B	4.732875
HIST1H2BJ	-0.336333333333333
FAM46D	-0.2325
TMEM11	0.0085
C3orf32	-2.6865
PCCB	-0.72025
IPO13	-0.034375
C6orf105	-2.342
COMMD5	0.573
SUV420H1	0.0215
LTBR	0.679
ARHGAP15	-0.520125
HDHD2	-0.4195
TDRKH	-1.14183333333333
LOC401052	1.361
PSG4	0.3145
GNB4	-0.4664
SPATA4	2.10325
SLC9A3	-1.251
OSBP	0.187333333333333
NBPF3	-0.149083333333333
DOCK11	-0.0345
SLC39A5	-1.909
PRR5	1.0267
C10orf63	0.27925
SMTNL2	-0.299
ADRA1A	0.00174999999999999
ASAH1	1.1851
DOM3Z	-0.6431
GIPR	0.812
AHI1	-0.657416666666667
NADSYN1	-0.1635
RGS14	-0.5718
IL18BP	1.3046
RTN4RL1	1.63533333333333
ARMC6	-0.591
PSMD5	-0.3095
HK3	1.6965
OR4S1	0.772
RSU1	1.1774
MAD2L1	-3.93277777777778
EIF4A3	-1.0055
DLEC1	-0.4115
E4F1	-0.444166666666667
CHMP2B	1.4989
CAMSAP1	-0.06475
RPS21	-0.702666666666667
ARID5A	1.38625
UBE2N	-0.0305
IGSF8	0.556833333333333
MAGEB6	-1.841
ACAD11	-1.4252
MGC4172	-1.28675
LMO4	0.6795
KLKB1	-0.653
HP	-1.2025
HDAC3	-0.71725
SCHIP1	1.0335
CLCA1	0.469
OLFML2A	1.716
C1orf112	-2.458
KIF19	1.39633333333333
HAPLN4	-0.0693
CXCR7	1.46883333333333
GOT2	-0.7707
RAB38	-1.569125
DCX	1.4455
PPM1H	1.5215
NFYC	0.528083333333333
KIN	0.231375
ZNF228	0.70975
PLSCR4	2.97983333333333
HIG2	-0.17875
FAM79B	4.8625
C21orf86	-0.292
KCNK10	0.7295
ZNF738	-2.056625
FSTL5	-2.03716666666667
OR6A2	-0.755
OTOA	1.1355
EXOC1	0.265125
AHRR	-3.270875
PDAP1	-1.83941666666667
C19orf6	-0.137625
ZAN	0.6465
LY6G6E	-0.3695
EIF4E2	-0.04625
C20orf198	-0.3635
ZNF324	0.24225
CYP3A5	-3.87633333333333
ENTPD7	1.33933333333333
MBOAT5	-0.4935
GJB5	0.554
TTC13	-0.6635
S100Z	-1.36916666666667
KIAA0664	-0.651333333333333
PDGFRB	2.88241666666667
IL17D	0.8155
OR56B4	-0.8945
RDX	-1.891
SLC34A3	0.658
IL28B	-0.133
JUND	1.1595
CHRNB1	0.012125
CAMK2B	0.66775
FETUB	-2.0615
CXorf23	1.60125
MRTO4	-1.012125
TTC3	1.0969
NDUFB8	-0.191333333333333
EDG2	0.35225
SEMA3G	2.03025
IL23A	-1.6675
GRHL1	0.7299
LOC441054	-1.2345
WDR65	0.853
PSTK	0.076
STOML3	0.3885
R3HDM2	-0.5194
C5	-2.0405
SLC2A10	1.34866666666667
C3orf22	0.5315
PAQR3	-1.23561538461538
ANKRD26	-0.317583333333333
HCRTR1	0.4515
LOC399947	-0.551
PSD2	0.542
TIGD2	-0.153833333333333
SCRN1	-0.81675
COQ10A	-1.00525
DDI2	0.0135
METTL7B	-1.05666666666667
UCN2	0.47225
FAM92A3	-0.40425
WDR16	0.2425
ZNF511	0.339166666666667
ZMYM5	-0.00987499999999999
POLR3G	-2.832
