Hybridization REF	TCGA-BH-A0B2-01A-11R-A10J-07
TAX1BP1	0.5725
ZDHHC18	-0.391333333333333
C10orf88	-0.26325
TMBIM4	0.7177
NMUR1	0.4215
KIR2DS4	0.370625
C9orf90	-0.035
MGC87631	0.2675
KDR	2.8785
ST3GAL2	-1.018625
RLN2	1.179
HPD	-3.589
MOXD1	-0.203833333333333
PDGFRL	2.84566666666667
SMYD4	-0.802142857142857
FAM103A1	-0.227833333333333
MFAP4	1.2365
LOC285141	2.291
TMEM45B	-2.590375
SMCR7L	-0.4575
GZMH	2.72325
CBLN1	-2.78283333333333
CNNM1	-0.573
PHF17	-1.20225
NUP98	-0.06575
RMI1	-0.526
PTPRS	-0.119
ANKRD57	-0.66025
CLDN15	-0.513333333333333
OR51A2	0.0095
GUCA2B	1.2885
DOCK9	0.888
ITGB1BP1	-0.87
DLG2	0.423625
BRAP	-0.40825
SESN3	0.3265
ZC3H7B	0.44725
FAM101A	2.27866666666667
FKSG24	-0.619
ZYG11B	0.226375
RFC2	-1.31575
SH2D3A	0.815
DVL3	-0.31125
ADFP	-0.775166666666667
KRIT1	-0.31975
SERTAD3	0.529666666666667
LEFTY2	-2.42075
KRT27	-0.4785
SCFD2	0.22325
MN1	-0.265
RORA	1.59175
PTPRD	0.4595
PIAS2	0.0673333333333333
CYP4X1	3.8855
FBXL15	0.37425
MYH15	0.0306666666666667
CRX	0.0865
TBC1D13	0.08125
SLC22A17	0.414833333333333
PLK2	-0.082
ARHGAP9	1.748
EIF1B	-0.18125
C20orf185	0.02725
DEFA7P	0.1955
PRIM1	-2.52716666666667
CRYAA	-1.8895
BACE1	0.44225
AGTRL1	0.8215
ACAD9	0.0885
GRASP	0.92825
RBP4	-1.6705
TFB2M	-0.06225
METTL9	-0.8068
ATP5O	-0.6205
SP100	1.2261
CPSF1	0.084
S100A4	-0.657
LIME1	-0.78375
GPR137C	-0.64875
OR2A2	0.7385
C2orf29	-1.047
NUP188	-1.27025
SDPR	0.8295
RAI1	0.303
RPS20	1.5126
LAMB1	-0.38725
ADM2	1.13983333333333
ZNF229	-0.4085
DKFZp434K1815	-1.3385
EPN3	2.159
CLIC3	-0.14025
MEIG1	1.25625
HMGB4	-0.13025
STARD10	0.768
KLF8	2.7425
EPB41L2	-0.0401666666666667
JMJD6	-0.32225
CTSL1	0.438333333333333
GPR27	0.46
ELAVL4	0.559
MMP21	0.4415
PPM1B	0.42
SUV39H1	-1.483
AAMP	-0.1135
TUSC4	0.303333333333333
MBD6	-0.023
KLK13	-0.918375
FMNL3	0.462333333333333
TRIM13	0.73975
C15orf5	-0.58825
IQCF1	-0.115
CACNG8	-0.004
SLC35D3	0.2095
ZDHHC9	0.8665
ODF3L1	0.3985
C9orf86	-0.3471
TSEN2	-0.98125
C17orf64	0.32775
SEPX1	0.3519
TSPO	0.666
SYMPK	0.026
ADORA1	0.068
TSPAN10	1.0175
SEMA6C	0.390833333333333
RTTN	-0.8446
IL2	0.705833333333333
ARRDC3	0.0195833333333333
TBPL1	-0.577166666666667
STX12	0.51175
MRPL39	-1.2155
OR8H3	0.073
IFIT5	2.6705
CASC5	-2.52825
FAM46A	0.0395
HPCAL1	-1.0705
CYLC1	-0.029
VGLL2	0.162125
C20orf191	0.4695
CDH1	-2.09191666666667
ITPA	1.296
CCDC101	-0.22625
D15Wsu75e	0.53
EDA	-0.77875
CREG1	0.212
OR7G2	-0.0205
SAP18	1.04366666666667
IFIT1	5.33625
CALML3	2.646
FLJ37440	2.316
FNDC5	0.4935
SERPINB6	-0.2205
JUNB	0.6269
SYS1	0.872
SCN2A	0.864666666666667
ZKSCAN5	-0.6824
WNT7A	0.0876666666666667
TSHZ3	2.43
RNF148	0.14
H6PD	0.01875
CAD	-1.17266666666667
ZNF449	0.0125
DOCK10	0.0975
FAIM2	0.2925
HEXDC	0.09925
PRB1	-0.0345
C14orf148	0.111
ETHE1	0.03925
IRF5	1.0809
GNMT	0.3645
MGC16291	-1.754375
RPAIN	-0.975142857142857
CAGE1	0.193
CNTNAP3	-1.736875
ACTR1B	-1.1355
EEF1E1	-1.393
MSX1	-0.43675
ESF1	1.1044
HSPC171	-0.0875
MRPL2	-0.830833333333333
RDH12	0.762666666666667
CELP	0.0405
METRNL	-0.7195
C10orf116	4.60783333333333
C19orf48	-1.0615
ZNF346	-0.299125
NCR1	-0.468
C10orf64	0.7265
CD52	2.08725
VPS18	1.526
AP4S1	0.00433333333333332
NPBWR1	1.134
TPK1	1.2585
UBA52	-0.370166666666667
RIPK1	0.831833333333333
CPNE3	1.1393
HSPC159	-0.416625
C8orf38	1.27675
LRRC4B	-0.172
PARP10	1.7031
ANKRD50	1.40925
CXCL9	5.89025
FGF18	1.94563636363636
EIF2A	0.878375
SLC20A2	1.98933333333333
KIAA1549	-1.14816666666667
SPINT1	1.6212
ZNF584	0.0065
CRBN	0.6915
ABCF3	-0.0208333333333333
NCBP1	-0.453833333333333
PLA2G4F	-0.101
PCDH10	-0.612875
TTC21A	1.04175
C20orf144	0.485
FGFR1OP2	-0.479
SLC9A1	0.2124
CHRND	-0.394
FOXF1	-2.03025
KIAA1467	1.69075
TPO	1.84716666666667
LTF	3.74421428571429
DNAJB9	0.06375
MRPS27	-0.67925
bA16L21.2.1	-0.46775
WBP2	0.00966666666666667
MRGPRX3	-1.56933333333333
PRPF18	0.5115
C10orf58	1.09025
SMOC1	-2.9472
ADAT3	0.765333333333333
TMEM138	-0.2205
TMEM131	-0.397875
TIMM8B	0.7105
MYH7	-0.370333333333333
ST6GAL2	1.730875
KIF1C	-0.26125
SUHW2	-1.475
PAPSS1	0.07175
CABP2	-0.0405
HOXA4	-0.595
ELF2	0.48675
SEMA3D	0.8512
MC5R	0.4895
OGFR	0.7155
FLJ30092	-0.328666666666667
TGFA	-1.0188
MMP17	0.995
KIF15	-3.53675
CHIA	1.191
CATSPER3	0.48175
CEACAM7	1.09025
PADI2	1.4275
HOXA9	0.733166666666667
LNX2	0.851666666666667
TMEM144	1.99175
HIF1AN	0.45525
METTL7A	0.436
C6orf165	3.6095
KIAA1468	0.221875
DSG3	2.449
ZNF180	0.416833333333333
EIF4E3	1.37525
SLC46A1	0.455125
DKK1	-1.19566666666667
ZNF205	0.912333333333333
LOC162073	1.94544444444444
COX7A1	5.007
MAGEA1	-5.00366666666667
NEDD8	-0.0779166666666666
KLHDC5	0.00594444444444444
C3orf19	0.7645
MRPS2	-0.90025
POLR3H	0.671642857142857
ABHD11	0.5287
TMEM17	1.5695
PAIP2B	0.1295
MAT1A	-3.78525
LGI3	-0.1335
THUMPD2	-0.60375
TKTL2	-0.0895
XAGE3	-2.09866666666667
CALM3	0.82525
C6orf136	-0.831333333333333
KCNC4	0.2545
RGS9	0.481833333333333
ACIN1	-0.326833333333333
SPATS1	0.618
XKR8	-0.37775
FAM84A	2.33441666666667
MS4A7	5.415
AGXT2L2	-0.14475
OR1F1	0.0945
SMAP1L	-0.268666666666667
IPO11	0.44075
ZC3H11A	0.246
C1orf151	0.343875
RNASEH2A	-1.66375
CCR10	-0.669
TXNDC11	0.105
TMEM112	0.494875
MAP1B	-0.3005
NVL	1.45725
PKM2	-1.61515
ARC	-0.81925
NUP54	-0.663
PPFIBP2	1.05216666666667
STAT2	1.45825
PTAFR	2.41766666666667
ROBO2	-0.048625
RNF40	0.111833333333333
CCDC135	0.62
IFT81	-0.5339
MORF4	-0.23275
TM7SF3	-0.301
OR10H3	0.264
ABP1	0.02425
CHRD	1.3765
PLEKHA8	-0.123666666666667
NCALD	1.51725
OR5AK2	0.16675
ACCN1	0.2305
SLITRK1	-0.65575
ARMET	0.27275
C9orf52	2.00275
REEP4	-1.0525
MTSS1	2.1025
ADH1B	3.95216666666667
DLD	-0.8995
CDK5	-1.0035
PPFIA1	-0.6059375
WFDC3	0.12875
DNAJB12	1.061
RANGRF	-0.515
MLANA	-4.58775
AMY2B	-0.223
KIAA0319	-1.09425
RPS7	-1.164
JAK3	-0.0687
ARFGEF1	1.69575
CXCL5	0.503833333333333
TRAPPC4	0.13075
CETN2	0.66475
HSPC111	-1.09825
RHOBTB3	-1.8448
PHLPP	-0.782
RGS10	1.43375
TMEM58	0.6835
CHERP	-0.311
HSP90AB3P	0.1375
FSTL3	-0.609166666666667
PEX11A	1.4485
OR5V1	0.4145
FCN3	2.73025
PTPN3	0.000500000000000004
NPTX1	-4.984375
C21orf84	-0.38825
C11orf51	-0.353125
ZBED2	2.25675
FLJ90757	0.70125
NPY2R	0.21
PLD3	0.46925
SYT17	1.86116666666667
SGSM2	-0.78575
OR1A2	0.25
FOXP1	1.5015
SLC5A1	3.1575
POFUT1	-0.6728
EPHB6	-2.60416666666667
MYO1G	-1.2045
STAC	-0.9992
KLHL17	-0.787333333333333
RGMA	0.6179
TJP2	-0.3213
FAM114A1	-0.525666666666667
SERINC1	0.963916666666667
SLC9A8	0.120125
PEX19	0.430375
EDN2	2.7875
PSMD7	-0.906888888888889
C3orf41	-2.28025
UQCR	-0.082375
PPP1R3C	0.0945
LRP4	-1.92833333333333
TM2D1	-0.337
TTC17	0.71475
C4BPB	-2.980875
CCL25	0.4615
ZNF253	0.150666666666667
CHRNA9	-4.1335
SOX11	-2.276125
HIVEP3	0.1335
CGN	1.5005
C3orf35	0.1405
PKD2L1	4.1065
SYVN1	0.009
PDE8B	-0.175
LOC439951	1.15825
LTC4S	2.38466666666667
MIF4GD	0.284
SMARCA2	1.644875
TUBGCP6	-0.4035
CABLES1	0.254625
C16orf77	1.87916666666667
ZNF791	0.24175
FUT5	0.148
ADH6	-2.24866666666667
P4HB	0.26425
CLDND2	-1.3255
ALKBH8	0.9105
PLAC4	-1.00325
F11R	1.00992857142857
MGC35295	0.364
PDZD4	-0.4905
LOC389073	-0.25775
FAM80B	-1.00433333333333
PSMB1	-0.8505
TXN	-0.533
VIPR1	0.8885
WBSCR18	0.7207
EXOSC6	-0.5585
ACTA2	3.99716666666667
SP5	-2.57016666666667
ANKRD1	-2.5755
DDR1	1.87
ATP6V1D	-0.03275
PTGS1	-0.851
RNF157	-1.178
DCC	0.059
SPAG7	-0.384
FBXO18	-0.193
UBE3C	-1.238
HOXC6	1.0865
LRP2BP	0.644833333333333
MYST2	-0.19275
PDSS2	0.30725
ATE1	0.66775
ARAF	-0.0845
KLF10	-0.423
PLA2G2E	0.24275
ASCL1	-1.23883333333333
TSNAXIP1	1.50975
FAM131B	-0.097375
IFNA10	-0.148
NUP43	-0.78
FAM44B	-0.440875
L1TD1	-3.83983333333333
NMD3	-1.07441666666667
C18orf54	-1.3349
PHOSPHO1	-0.4035
RAG2	-1.2435
EMILIN3	-0.6435
METTL3	-0.83275
VPS13C	0.101125
REXO2	-0.78725
ANXA4	0.319
CA1	-1.14825
DCP1B	0.518
TULP3	-0.724666666666667
ATP2A2	-0.512214285714286
ATIC	-0.69175
ADAM15	-0.134833333333333
NPL	1.58533333333333
LGR4	0.753875
UEVLD	0.448833333333333
GAB1	1.4975
SNAI2	0.648833333333333
ZGPAT	-0.0924
SNF1LK	0.416875
DLEU1	-1.0795
UBE2Q1	0.637125
ZMYM6	0.095625
JPH3	-1.67716666666667
FAM38A	-0.5265
PXK	0.590833333333333
DENND2D	2.72625
BAX	-0.44925
CP	0.486
RPL37	-0.0838
G6PC3	0.1975
NCOA4	0.0348333333333333
LRRC14	0.938375
GORASP1	0.3045
FCHO2	1.005
CYP24A1	-3.607
FXYD3	1.704125
SMARCAL1	0.5185
ABCB8	-0.884166666666667
CCDC44	0.00425
PRDM7	-2.96075
USH1C	0.03025
DNAH5	1.4725
SRF	-0.0631666666666667
MAL2	3.72366666666667
PGPEP1	0.26
SIN3B	-0.4625
SEMA3C	0.792666666666667
GRAMD3	1.4425
FBXO10	0.309375
OR5D13	0.1465
FLJ31818	0.0745
CACNA1I	0.673875
S100A13	0.7095
TP63	2.94128571428571
ANXA11	0.5656
WDR66	0.776
CSF2RB	0.338
IFI44	3.2795
DACT1	2.1835
ANKRD23	-2.276125
ATP5G1	-0.734
C21orf70	-0.148666666666667
PPWD1	-0.6905
DNAJC13	-0.03675
PAH	-4.90866666666667
PTCH2	0.25325
TRMU	-1.303
CCDC9	0.028
USP3	-0.194
DCLRE1C	0.0362
FAM55C	0.74925
FRMD4B	2.09775
CYP2R1	-0.4005
RFPL1	0.2659
XPO5	-0.73825
ARL6IP2	-1.356
OSBPL5	1.64725
MMP9	4.74745454545454
KIAA0802	-0.244375
DHRS2	-3.90933333333333
SGEF	0.785125
TXNDC10	-0.726
EXOC6	0.699
RPS27	1.239
PNCK	-1.37083333333333
FSTL1	0.71975
AACS	-0.28675
SLMAP	0.781166666666667
SAMD4A	0.1922
ABRA	-0.24375
SMARCD3	1.027
PKNOX2	-1.9735
A4GNT	-0.041
C9orf39	-0.268666666666667
RALYL	-0.12325
MGC33556	-2.7065
C10orf25	-0.2135
BBOX1	4.681
NHEDC1	1.0035
XDH	-0.2835
GCSH	-2.0725
EDN1	2.77333333333333
MTERF	-0.32025
CLK4	0.599875
ZNF799	0.171666666666667
KCNG1	-1.929625
CXCR4	1.343
PTPRR	-2.51575
IRAK1	-0.230125
LOC401397	-0.391
TMSB10	0.510285714285714
CXCL3	-3.0777
TMC4	2.46525
OR7A10	-0.0075
STYK1	0.59875
CHRNA10	-0.025
CCNI	0.814
EP300	1.13792857142857
LOC165186	0.0688333333333333
HIC2	-2.32925
SDR-O	0.2335
OR2W1	0.4785
KCNA6	0.053
TRIM74	-2.24175
REEP6	1.68975
ATP5G2	-0.2025
ERG	0.936875
TMEM42	0.09875
PARN	0.0221666666666667
SOD2	-0.1490625
DIRAS1	0.243333333333333
PNPT1	-0.10575
JOSD3	-1.047
hCG_40738	-0.0055
PDE1C	-1.441
SEMA4D	0.75825
AGPAT1	-0.109166666666667
NOSTRIN	1.243625
MAP3K3	-0.2705
MAX	1.03471428571429
CAPS	2.0705
SERPINA12	0.4065
OSBPL8	0.165625
RICS	1.8319
NR4A2	-0.0901666666666667
PPCS	0.581
LONP1	-0.9925
SCYL3	1.62
HERC2P2	-1.1975
FIBCD1	-0.5175
C15orf41	-0.66125
DMC1	-1.46433333333333
C20orf27	-0.557
RPS6KA5	0.3318
FAHD1	-0.1595
SLC12A4	-0.2905
BRCA1	-1.52458333333333
GBL	-0.59275
SLK	0.453666666666667
NUDT9P1	0.0245
NOXO1	0.8035
USP52	-1.42525
BAZ1B	-0.028625
SLCO2B1	3.39925
BBS12	0.712
LRGUK	0.348833333333333
TERF2IP	-0.0475
COL1A1	5.974
KIAA0090	-0.422
GRK5	0.179333333333333
AP1S2	0.1645
TMEM52	-1.273
CA11	-0.704375
OR4A15	0.0035
ACBD3	1.3161
SPAG11B	0.111625
PRDM2	0.8241
FOXP3	0.368
SMYD3	-0.8405
LOC389199	1.0405
LGI2	1.12083333333333
NAPE-PLD	-0.4626
ANKRD6	1.8135
WDR45	0.4995
SHROOM1	-0.54875
PSCD3	0.582
PYY	1.856
KCNC1	0.7185
ARHGEF9	0.6514
OR8J1	0.405
GPR55	-0.0375
NS3BP	-1.487
C10orf22	0.109666666666667
NAT8L	1.703
DUSP4	1.3325
FOXM1	-2.65216666666667
GRAMD2	1.8005
ZBTB48	-0.389333333333333
BUD31	-0.801
PABPC5	0.803
CCDC41	-1.0315
FBXO11	0.285
C6orf148	1.008
RFXAP	-1.0895
C6orf15	-0.0773333333333333
CDK8	-0.669
C6orf70	-0.0415
TESSP2	0.0425
ALG2	0.52
PPP1R3D	1.07725
TPM3	0.147777777777778
SYT13	3.3995
EPB42	-0.430666666666667
CETN3	-0.91
PRY	-0.0435
NTHL1	-0.312666666666667
POLR2B	-0.483
RPS28	0.851833333333333
P2RX3	0.218
LYZL4	0.2795
WBP4	0.1552
PMM1	-0.24575
C11orf79	0.32275
CBLL1	-0.74625
IL1F10	0.683166666666667
VAX2	-1.097
SETDB1	0.550833333333333
LRAP	1.01266666666667
GCLM	-0.9535
CPEB3	1.44575
PPM1A	0.8230625
INTS1	-0.967
CAMTA1	-0.30775
SAMSN1	-0.85225
LOC158830	-1.48866666666667
GMPPA	-0.56875
AIPL1	0.2855
IL24	0.380666666666667
BDKRB1	-1.15933333333333
MLF1	0.7432
TAF12	-0.34025
ID1	-2.028875
THADA	-0.314375
PIK3CB	-0.64925
OR4N5	0.2415
TBC1D17	-0.520166666666667
COX8A	-0.4465
CDCA4	-1.28775
C2orf44	-0.95
ZNF534	-0.97475
IMMP1L	0.1995
NIPSNAP3B	-0.005625
FTMT	0.544125
PWP2	-0.723833333333333
MMP15	-0.8897
DNAH11	-0.703
MTMR14	-0.361125
DNAL4	1.01125
IPP	-0.037
TMEM59	1.20175
C1orf157	-0.029
RGS4	0.311833333333333
DDX18	-0.794333333333333
SNX6	0.31875
ZNHIT2	0.9105
NCDN	0.007
FLJ33534	0.646
RAG1	-1.50275
OR4D10	0.1625
PTPN5	0.273333333333333
POMT1	0.28375
LRRC8A	0.3187
CYP1A1	-1.745
CAPN1	-0.192166666666667
DDHD2	0.312375
GRIK2	-0.2685
GNRHR	0.36975
PPBP	0.58475
HTR3A	-0.797625
SLITRK4	1.673
ANKRD49	-0.02725
BTF3	-0.3423
SARS	-0.69475
C13orf18	0.715833333333333
CACNB1	-0.143214285714286
QKI	0.454136363636364
SETMAR	0.177
MAN2B1	1.07683333333333
EML3	-0.88025
ACADL	4.15933333333333
OFD1	0.01875
DEFB114	-0.305
CGA	1.1097
PEX16	0.0975
LRRC10	-0.519
GNG12	0.34
C1orf152	-0.169333333333333
CHRM1	0.2845
CD53	1.7515
DBH	-0.37875
TFAP2B	5.3495
HIST1H2BJ	-0.564833333333333
FAM46D	0.183
TMEM11	0.46375
C3orf32	-2.83025
PCCB	-0.276375
IPO13	0.2235
C6orf105	-3.044
COMMD5	1.6755
SUV420H1	-0.1621
LTBR	0.09175
ARHGAP15	0.352375
HDHD2	0.25925
TDRKH	0.498833333333333
LOC401052	1.0115
PSG4	-0.4425
GNB4	0.2729
SPATA4	2.41475
SLC9A3	-0.275
OSBP	0.638333333333333
NBPF3	0.0580833333333333
DOCK11	-0.163
SLC39A5	-1.89666666666667
PRR5	1.1277
C10orf63	2.497375
SMTNL2	-0.23275
ADRA1A	0.16125
ASAH1	1.7856
DOM3Z	-0.2892
GIPR	0.609166666666667
AHI1	-0.343333333333333
NADSYN1	-0.483833333333333
RGS14	-0.5537
IL18BP	1.4381
RTN4RL1	0.604333333333333
ARMC6	-0.57825
PSMD5	-0.0411666666666667
HK3	1.6319
OR4S1	1.013
RSU1	0.3449
MAD2L1	-2.75388888888889
EIF4A3	-0.3155
DLEC1	0.371333333333333
E4F1	0.205833333333333
CHMP2B	0.4764
CAMSAP1	-0.307
RPS21	-0.829
ARID5A	0.7565
UBE2N	-0.3809
IGSF8	0.659
MAGEB6	-1.144
ACAD11	-0.9969
MGC4172	-1.246
LMO4	1.0195
KLKB1	0.15025
HP	-0.8715
HDAC3	-0.15425
SCHIP1	-0.04225
CLCA1	0.0095
OLFML2A	1.0905
C1orf112	-1.269
KIF19	1.27008333333333
HAPLN4	-0.2804
CXCR7	0.256833333333333
GOT2	-0.3835
RAB38	-1.03775
DCX	-0.6685
PPM1H	0.0719166666666666
NFYC	0.201166666666667
KIN	0.151
ZNF228	1.02825
PLSCR4	2.364
HIG2	0.1085
FAM79B	6.856
C21orf86	-0.5398
KCNK10	1.434
ZNF738	-1.44425
FSTL5	-0.773333333333333
OR6A2	0.0465
OTOA	1.14883333333333
EXOC1	0.189125
AHRR	-3.21025
PDAP1	-1.82266666666667
C19orf6	0.031375
ZAN	0.173
LY6G6E	-0.125
EIF4E2	-0.52775
C20orf198	-0.344
ZNF324	0.185
CYP3A5	-1.76366666666667
ENTPD7	1.37183333333333
MBOAT5	-0.775666666666667
GJB5	1.28
TTC13	0.1215
S100Z	-0.910666666666667
KIAA0664	-0.754833333333333
PDGFRB	2.38333333333333
IL17D	0.3265
OR56B4	0.227
RDX	-1.334
SLC34A3	0.8825
IL28B	1.416
JUND	1.137
CHRNB1	-0.3765
CAMK2B	0.32025
FETUB	-1.8035
CXorf23	1.82025
MRTO4	-1.279
TTC3	1.2006
NDUFB8	-0.2435
EDG2	-0.14675
SEMA3G	1.598
IL23A	-1.70025
GRHL1	0.3911
LOC441054	-0.955
WDR65	0.607625
PSTK	-0.34125
STOML3	0.1095
R3HDM2	0.0183
C5	0.1815
SLC2A10	0.749166666666667
C3orf22	0.29225
PAQR3	-0.918769230769231
ANKRD26	-0.179166666666667
HCRTR1	-0.1185
LOC399947	-0.17725
PSD2	-0.367
TIGD2	0.0095
SCRN1	-0.9945
COQ10A	-1.05725
DDI2	-0.439
METTL7B	-0.633666666666667
UCN2	0.43675
FAM92A3	-0.4055
WDR16	1.532
ZNF511	-0.0885
ZMYM5	-0.71175
POLR3G	-2.2835
ZNF586	-0.091
C1orf49	0.453833333333333
TANK	0.351833333333333
RCAN1	-0.180666666666667
PELI3	1.12733333333333
LIMD2	0.260083333333333
TMEM189	-1.0735
NTN4	1.1125
LOC151300	0.0095
CLEC2A	-0.466
GPR135	0.037125
DPYSL4	-1.6307
JAK2	0.669333333333333
TSHZ1	1.52
TM9SF4	0.150625
ZNF264	0.715333333333333
SIRPG	2.239
BICD1	-0.305
HERC6	4.76716666666667
METTL5	-0.8575
CASP1	2.52425
PRRT1	-0.3995
PLA2G4C	2.83616666666667
ICA1L	-0.301357142857143
TPTE2	0.0113333333333333
OTUD7A	0.996
AQP11	-0.93325
APOA2	-4.3184
KALRN	-0.5469
SECTM1	1.54916666666667
IFNAR1	0.2325
TALDO1	0.11275
RAB11FIP4	-0.311416666666667
EIF5A	-1.4965
FAM49A	2.9885
NEGR1	0.612833333333333
YTHDC2	0.794375
EHD2	0.057625
NCF1	2.9756
SCRT2	1.178
HOXA5	0.210166666666667
NUP133	0.54675
FGF12	-0.9585625
SLMO2	-0.905125
SNTA1	-0.8125
CACNG2	0.14675
GCM1	0.439
ELF1	0.652666666666667
TLR5	3.748
TCFL5	-0.934583333333333
RBMY2FP	-0.1465
LOC100125556	0.39825
FAM129B	0.281375
MAP3K7IP1	0.130625
NCK2	-0.293
OXA1L	-0.6755
FMO9P	0.246
ZSCAN12	0.1435
PSMD12	-0.794833333333333
HSCB	-0.508
CLDN10	-2.123
MGC13053	-0.639
HPCAL4	-0.296166666666667
ASZ1	0.073
MEX3D	0.326083333333333
NFAT5	-0.4035
CSPG4LYP1	-0.455
FBXO3	0.8118
DVL1	-0.841666666666667
CMKLR1	2.83083333333333
TYMS	-4.161
PEF1	0.67325
ZNF750	0.815
MCM5	-1.146
MEGF11	-0.8795
KCNK7	-0.0445
PTP4A3	0.273
C1QTNF2	-0.875333333333333
OR6S1	0.3885
FAM122B	-0.7415
ZNF551	-0.68625
HBQ1	-2.5655
GEMIN6	-0.024
ARSK	0.1255
RBP7	2.23916666666667
CPNE9	0.05875
DSC1	0.978
LOC730112	-0.5955
MAP2K4	0.13425
HS3ST5	-1.351
EPB41L3	0.096
TEKT2	2.21925
CDKN2B	1.147
ZNF480	-0.8505
MAP3K6	-0.1367
MAP6	2.69516666666667
HN1	0.0613
OR2L13	0.514833333333333
SLC16A11	0.21775
FAM96A	-0.48725
APOL1	1.33
C5orf32	0.571
RTP1	-0.0928333333333333
RNF175	0.887625
ZBTB41	1.439125
AHCTF1	0.1696
SAE2	-0.4508
ITGA2	0.42225
MME	-0.038
CCDC14	-1.324
MAST4	0.6425
KRT33B	-0.4145
KCTD2	-0.00150000000000002
WDR26	0.641166666666667
MFI2	0.12475
NR4A3	-0.062375
ARSA	1.892
UNKL	-0.543666666666667
SULT6B1	-0.0825
CCNA2	-3.124
SOX15	-0.3465
PPAPDC1B	1.09183333333333
C19orf44	0.928
MCAT	0.418833333333333
ARID1B	0.816125
OR52N1	-0.0305
C12orf48	-2.1045
MAGI1	0.115625
NIPA2	-0.344
GBX2	-1.8585
RSHL3	1.433625
RAVER1	0.319333333333333
C15orf17	-0.76475
SLC30A2	0.377375
ZNF518	0.13525
PCYT1B	-1.28375
C10orf114	0.84625
EIF3H	0.766833333333333
SLC25A39	-0.651833333333333
KIF1B	-0.399875
AMOTL2	0.42575
C6orf120	0.0785
PSRC1	-2.6975
PLA2G10	1.078625
KIF5C	0.78225
MRPL37	-0.5455
C17orf62	0.1795
C9orf135	-0.4205
DUSP10	1.1641
CLCNKB	0.2615
PSMA5	-0.670625
C8orf53	1.724
AMPD3	1.1185
PIAS1	0.06575
ADCYAP1R1	-0.263
GYLTL1B	0.3175
CDH20	-0.453333333333333
FBXO7	-0.09475
TMEM134	0.344833333333333
FLJ14213	0.974833333333333
ZNF3	-0.5445
LRRFIP1	-0.02875
CNOT2	0.2565
ABI3	3.0675
ALDH5A1	-0.18575
HNT	2.2746
SERPINA4	-2.37275
TK2	0.484916666666667
STMN1	-2.42933333333333
GUCA2A	-0.116666666666667
GALNT10	1.20078571428571
DPP6	-0.72115
C9orf93	0.386625
PRELID2	-0.783125
STK39	0.74575
SFTPA1	-0.252
CKS2	-1.844
RHO	0.08125
C20orf135	-0.52375
XKR3	-2.285
CR1	0.134625
RPS6KA2	0.655428571428571
C20orf112	0.326
MRPL22	-0.239
C4orf23	0.455333333333333
GADD45B	1.358
KLHDC1	1.24766666666667
C2orf48	-2.2985
ZNF287	1.496
DAAM2	-0.41175
DPPA2	-2.71883333333333
TCTN3	0.724166666666667
DNAJB11	0.10025
FPR1	3.52075
DEFB4	0.0555
PTCD2	-0.2096
SMOC2	5.3235
CABP7	1.2555
SERPINB11	0.02275
MAGEF1	0.17025
NDE1	-0.357
ITGA10	0.235
FSHB	0.141
ANXA2	0.275625
HORMAD2	0.03975
HLCS	0.55725
MCF2L	1.35875
FH	-0.19775
TBC1D24	1.64425
KIAA1505	1.80675
LGALS2	0.06675
CNBD1	-0.106
SYNPO2L	-0.3355
PTPN23	-0.155285714285714
C1orf183	-1.152
MAGEA8	-2.85475
DGCR8	-1.393375
GSR	-1.74625
PAQR7	0.134
ZNF676	-0.63475
CACNA1C	0.2174
SP7	0.4515
PDCD6	-0.04575
NRN1L	-1.37
BRI3BP	-0.31925
KIAA1183	1.00625
ASB4	-0.0965
CCL23	0.8892
OBSL1	-0.850375
SLC12A7	0.6585
KIAA0240	1.414375
CD1B	-3.06266666666667
FCGR2A	2.228125
MDC1	-1.954
HTR1A	0.2065
OCEL1	0.11875
ATP11B	-0.4128125
FBXO34	0.0105
PCDH12	3.83983333333333
RPE	-0.48275
C17orf74	-0.217
CSDC2	0.941
PET112L	0.192
TMBIM1	0.3945
P2RXL1	-1.003
TCHP	-0.5245
TRMT1	-0.931
F2RL2	1.14658333333333
LRRC32	3.3965
IMPG2	0.1925
BGLAP	0.4785
LOC493869	-0.324166666666667
MRAS	1.947375
SLC35F5	0.28375
CBWD1	0.363
AXL	-0.536625
ATP2C2	-0.4935
TELO2	-0.49975
PNPLA3	-1.94075
PCDHB14	1.07675
CD276	0.8895
KRT80	-1.89275
DUSP28	-0.352
CSNK1E	-0.331083333333333
SRP14	0.7915
KCNQ4	-0.049
KRT72	0.1605
CCDC117	0.542625
C6orf89	-0.0618333333333333
TUBB2B	-2.142
RTN4IP1	-0.64525
CR1L	-2.90866666666667
CEND1	0.456
C12orf41	-0.403666666666667
RNF31	0.33
UBN1	0.2435
C17orf32	0.448625
SLC5A7	0.05375
GPR92	1.77983333333333
ESAM	2.7325
CTNNA1	0.400916666666667
HRBL	-0.3356
CBX4	-0.27425
TMEM182	0.27875
SH3TC2	-1.31016666666667
IL10	1.19633333333333
PXMP4	1.5915
RNF167	-0.2785
PAK7	1.58683333333333
ETV3	-0.2075
ATPIF1	-0.3055
LOC554207	-1.69966666666667
OR8H1	-0.0705
WDFY3	1.03575
DPM1	-1.344
