Hybridization REF	TCGA-A2-A0SU-01A-11R-A084-07
EDN2	0.12525
PSMD7	-0.959222222222222
C3orf41	-1.65825
UQCR	0.184625
PPP1R3C	-0.472
LRP4	-2.16733333333333
TM2D1	-0.439
TTC17	0.2595625
C4BPB	-4.009875
CCL25	0.52425
ZNF253	-0.275166666666667
CHRNA9	-3.171
SOX11	-1.935625
HIVEP3	0.52
CGN	2.98258333333333
C3orf35	0.009
PKD2L1	1.46675
SYVN1	0.26075
PDE8B	-1.4935
LOC439951	1.1455
LTC4S	2.128
MIF4GD	1.30033333333333
SMARCA2	1.8374375
TUBGCP6	-1.07866666666667
CABLES1	-0.15475
C16orf77	1.79816666666667
ZNF791	0.55275
FUT5	-1.209
ADH6	-1.90316666666667
P4HB	0.65375
CLDND2	-1.7265
ALKBH8	0.0395
PLAC4	-1.632
F11R	0.0282857142857143
MGC35295	2.21783333333333
PDZD4	-0.685333333333333
LOC389073	-0.6875
FAM80B	-0.222833333333333
PSMB1	-0.563625
TXN	-1.12666666666667
VIPR1	0.2956
WBSCR18	-0.1116
EXOSC6	-0.675333333333333
ACTA2	3.67133333333333
SP5	-3.474
ANKRD1	-2.3125
DDR1	2.5428
ATP6V1D	0.27175
PTGS1	-1.44216666666667
RNF157	-0.53
DCC	0.59
SPAG7	-0.08125
FBXO18	0.1815
UBE3C	-0.7316
HOXC6	0.91125
LRP2BP	0.377833333333333
MYST2	0.63275
PDSS2	0.8175
ATE1	-0.30575
ARAF	-0.11775
KLF10	-0.16325
PLA2G2E	0.18375
ASCL1	2.53883333333333
TSNAXIP1	0.17775
FAM131B	0.55875
IFNA10	0.4555
NUP43	-0.828875
FAM44B	-0.056
L1TD1	-3.89683333333333
NMD3	-0.639333333333333
C18orf54	-1.2482
PHOSPHO1	-0.64
RAG2	-1.395
EMILIN3	-0.5215
METTL3	-0.8445
VPS13C	1.287625
REXO2	-1.588
ANXA4	-0.3985
CA1	-0.774
DCP1B	0.67225
TULP3	-0.966333333333333
ATP2A2	-0.0123571428571429
ATIC	-0.68525
ADAM15	-0.74
NPL	0.7765
LGR4	-0.124875
UEVLD	0.335666666666667
GAB1	1.49575
SNAI2	0.139333333333333
ZGPAT	-0.279
SNF1LK	0.218625
DLEU1	-0.71475
UBE2Q1	0.768625
ZMYM6	0.0643125
JPH3	-1.68116666666667
FAM38A	-0.737416666666667
PXK	0.129666666666667
DENND2D	2.35225
BAX	-1.35966666666667
CP	-3.23245454545455
RPL37	-0.521
G6PC3	0.00512499999999999
NCOA4	0.464166666666667
LRRC14	-0.55075
GORASP1	0.67975
FCHO2	1.250125
CYP24A1	-2.9764
FXYD3	2.493
SMARCAL1	0.4195
ABCB8	-1.171
CCDC44	0.62575
PRDM7	-2.62425
USH1C	-1.20275
DNAH5	0.5035
SRF	0.44225
MAL2	1.77533333333333
PGPEP1	0.0194166666666667
SIN3B	-1.1465
SEMA3C	1.05583333333333
GRAMD3	1.57625
FBXO10	-0.0035
OR5D13	-0.223
FLJ31818	0.174625
CACNA1I	0.824375
S100A13	1.153
TP63	2.46721428571429
ANXA11	0.9583
WDR66	2.27725
CSF2RB	0.144
IFI44	-0.77775
DACT1	1.61083333333333
ANKRD23	-2.908125
ATP5G1	-1.21733333333333
C21orf70	-1.3845
PPWD1	-1.35525
DNAJC13	-0.49425
PAH	-3.77783333333333
PTCH2	0.294
TRMU	-2.04375
CCDC9	0.0795
USP3	1.4966
DCLRE1C	-0.6305
FAM55C	-0.0055
FRMD4B	1.48625
CYP2R1	-0.3775
RFPL1	0.0895
XPO5	-0.71175
ARL6IP2	-1.2905
OSBPL5	1.064
MMP9	3.68454545454545
KIAA0802	-0.107875
DHRS2	-3.1525
SGEF	1.37425
TXNDC10	-0.5868
EXOC6	0.984
RPS27	0.178666666666667
PNCK	-1.098
FSTL1	-0.451
AACS	0.3965
SLMAP	0.2335
SAMD4A	-0.5566
ABRA	-0.362
SMARCD3	1.162
PKNOX2	-2.246
A4GNT	0.2625
C9orf39	0.792
RALYL	0.15
MGC33556	-3.055
C10orf25	-0.241
BBOX1	6.19875
NHEDC1	0.4515
XDH	1.025
GCSH	-2.508
EDN1	1.83833333333333
MTERF	-0.446
CLK4	-0.162375
ZNF799	0.436333333333333
KCNG1	-1.5405
CXCR4	1.528
PTPRR	-2.25525
IRAK1	-0.892625
LOC401397	-0.62525
TMSB10	0.386714285714286
CXCL3	-2.8368
TMC4	2.818
OR7A10	0.217
STYK1	2.934
CHRNA10	-0.71875
CCNI	0.962
EP300	0.439071428571429
LOC165186	-0.333833333333333
HIC2	-2.95225
SDR-O	0.053
OR2W1	0.05
KCNA6	-0.9035
TRIM74	-2.0975
REEP6	2.1105
ATP5G2	0.171
ERG	0.977375
TMEM42	0.53875
PARN	0.78
SOD2	-0.6314375
DIRAS1	0.685833333333333
PNPT1	-1.93
JOSD3	-2.52775
hCG_40738	-0.434
PDE1C	-1.069
SEMA4D	0.13125
AGPAT1	0.163166666666667
NOSTRIN	1.6795
MAP3K3	-0.522666666666667
MAX	0.575928571428571
CAPS	1.46566666666667
SERPINA12	0.171
OSBPL8	0.8665
RICS	1.2343
NR4A2	-0.0935
PPCS	0.782166666666667
LONP1	-1.09275
SCYL3	1.34525
HERC2P2	-2.663
FIBCD1	-0.5955
C15orf41	-1.45675
DMC1	-1.433
C20orf27	-1.29525
RPS6KA5	1.4965
FAHD1	0.483333333333333
SLC12A4	0.1135
BRCA1	-1.45316666666667
GBL	0.23425
SLK	-0.2245
NUDT9P1	-1.127
NOXO1	1.705
USP52	-1.0455
BAZ1B	-0.129375
SLCO2B1	2.2095
BBS12	1.11183333333333
LRGUK	-0.6505
TERF2IP	0.4875
COL1A1	4.988
KIAA0090	0.730625
GRK5	0.0823333333333333
AP1S2	-1.2869
TMEM52	-0.2845
CA11	-0.3425
OR4A15	0.266666666666667
ACBD3	0.6839
SPAG11B	0.458125
PRDM2	0.69
FOXP3	0.12675
SMYD3	-0.3244
LOC389199	1.404
LGI2	1.26083333333333
NAPE-PLD	-0.0891
ANKRD6	0.776
WDR45	0.149666666666667
SHROOM1	-1.8245
PSCD3	0.1505
PYY	0.4865
KCNC1	0.168
ARHGEF9	0.384
OR8J1	0.34875
GPR55	0.437666666666667
NS3BP	-1.4205
C10orf22	0.680166666666667
NAT8L	0.943
DUSP4	1.07083333333333
FOXM1	-2.074
GRAMD2	1.2125
ZBTB48	-0.141833333333333
BUD31	-0.401
PABPC5	0.4395
CCDC41	-1.5245
FBXO11	0.0745833333333333
C6orf148	0.386
RFXAP	-1.441
C6orf15	0.400666666666667
CDK8	0.0981666666666667
C6orf70	0.06475
TESSP2	0.016
ALG2	0.53875
PPP1R3D	1.22
TPM3	0.933833333333333
SYT13	5.8265
EPB42	-0.324833333333333
CETN3	-0.416
PRY	0.353
NTHL1	0.29
POLR2B	0.0105
RPS28	0.295416666666667
P2RX3	0.519
LYZL4	-0.37325
WBP4	-0.4696
PMM1	-0.2695
C11orf79	0.40675
CBLL1	-1.02225
IL1F10	0.390833333333333
VAX2	-1.131
SETDB1	0.223666666666667
LRAP	-1.03633333333333
GCLM	-0.459333333333333
CPEB3	2.5435
PPM1A	0.789
INTS1	-0.7415
CAMTA1	0.892666666666667
SAMSN1	-2.4
LOC158830	-2.3235
GMPPA	-1.05125
AIPL1	0.278
IL24	-0.0309166666666666
BDKRB1	-2.11466666666667
MLF1	1.2184
TAF12	0.24525
ID1	-1.6905
THADA	-0.236
PIK3CB	-0.186
OR4N5	-0.752
TBC1D17	-0.2485
COX8A	-0.32525
CDCA4	-0.2725
C2orf44	-0.45825
ZNF534	-1.32925
IMMP1L	0.04425
NIPSNAP3B	0.368125
FTMT	0.540125
PWP2	-1.06866666666667
MMP15	-0.2877
DNAH11	-1.12625
MTMR14	-0.117125
DNAL4	0.87875
IPP	-0.76525
TMEM59	1.282625
C1orf157	1.224
RGS4	0.316333333333333
DDX18	-0.636666666666667
SNX6	0.38175
ZNHIT2	0.561166666666667
NCDN	0.3925
FLJ33534	0.664
RAG1	-1.8555
OR4D10	0.314
PTPN5	0.218666666666667
POMT1	0.141875
LRRC8A	0.3059
CYP1A1	-0.562
CAPN1	0.228333333333333
DDHD2	-0.044375
GRIK2	0.12075
GNRHR	0.36425
PPBP	0.7
HTR3A	-0.9025
SLITRK4	0.52225
ANKRD49	-0.8615
BTF3	0.1519
SARS	-0.02525
C13orf18	-0.140333333333333
CACNB1	-0.301714285714286
QKI	0.0993636363636363
SETMAR	0.386875
MAN2B1	0.108
EML3	-0.698
ACADL	-0.345833333333333
OFD1	0.024875
DEFB114	0.5295
CGA	-0.9146
PEX16	0.0805
LRRC10	-0.7905
GNG12	0.2215
C1orf152	-0.0735
CHRM1	0.6815
CD53	0.01275
DBH	-0.46775
TFAP2B	1.07
HIST1H2BJ	-0.210333333333333
FAM46D	0.00600000000000001
TMEM11	0.067
C3orf32	-2.4685
PCCB	-0.452875
IPO13	-0.46175
C6orf105	-2.25925
COMMD5	0.5575
SUV420H1	0.1139
LTBR	0.29175
ARHGAP15	-0.782375
HDHD2	1.01125
TDRKH	-1.132
LOC401052	0.688
PSG4	-0.75025
GNB4	-0.1335
SPATA4	2.45325
SLC9A3	-0.253
OSBP	0.798333333333333
NBPF3	-0.955583333333333
DOCK11	-1.5085
SLC39A5	-1.7785
PRR5	0.7436
C10orf63	1.60525
SMTNL2	-1.29425
ADRA1A	0.338
ASAH1	0.8088
DOM3Z	0.1039
GIPR	1.15683333333333
AHI1	-0.370333333333333
NADSYN1	-0.300833333333333
RGS14	-0.2496
IL18BP	0.87
RTN4RL1	1.709
ARMC6	-0.14
PSMD5	0.1235
HK3	0.567
OR4S1	0.3305
RSU1	0.8394
MAD2L1	-2.70644444444444
EIF4A3	-0.155
DLEC1	-0.595333333333333
E4F1	0.467166666666667
CHMP2B	0.4199
CAMSAP1	-0.54825
RPS21	-1.02483333333333
ARID5A	2.4955
UBE2N	0.1818
IGSF8	0.2355
MAGEB6	-0.9415
ACAD11	-1.9286
MGC4172	-1.2825
LMO4	0.90975
KLKB1	0.77825
HP	-1.4465
HDAC3	0.10025
SCHIP1	0.61175
CLCA1	0.1195
OLFML2A	1.681
C1orf112	-2.078
KIF19	1.26641666666667
HAPLN4	-0.00860000000000005
CXCR7	0.952166666666667
GOT2	0.1929
RAB38	-1.77925
DCX	0.12625
PPM1H	0.306
NFYC	0.826833333333333
KIN	-0.084375
ZNF228	-0.719
PLSCR4	2.56866666666667
HIG2	-0.024
FAM79B	6.291
C21orf86	-1.0794
KCNK10	0.3525
ZNF738	-0.9175
FSTL5	-0.252166666666667
OR6A2	0.2445
OTOA	0.956333333333333
EXOC1	0.423875
AHRR	-3.434875
PDAP1	-1.817
C19orf6	-0.101375
ZAN	0.53625
LY6G6E	-0.0955
EIF4E2	-0.55975
C20orf198	-0.447
ZNF324	0.19275
CYP3A5	-3.73683333333333
ENTPD7	0.752
MBOAT5	0.62
GJB5	0.68025
TTC13	-0.87975
S100Z	-1.26333333333333
KIAA0664	-0.7795
PDGFRB	2.00358333333333
IL17D	-0.6095
OR56B4	0.41
RDX	-2.19916666666667
SLC34A3	1.309
IL28B	0.2115
JUND	1.591
CHRNB1	-0.2
CAMK2B	1.61675
FETUB	-1.3625
CXorf23	1.205
MRTO4	-1.216875
TTC3	-0.212
NDUFB8	-0.354333333333333
EDG2	-0.54375
SEMA3G	1.81475
IL23A	-1.98575
GRHL1	0.3584
LOC441054	-2.0015
WDR65	0.79725
PSTK	0.1455
STOML3	0.0215
R3HDM2	0.0075
C5	-1.802
SLC2A10	1.71833333333333
C3orf22	0.549
PAQR3	-1.39846153846154
ANKRD26	-0.1965
HCRTR1	0.2375
LOC399947	-0.168
PSD2	0.59975
TIGD2	-0.528333333333333
SCRN1	-0.059625
COQ10A	-0.92025
DDI2	-0.2395
METTL7B	-0.460833333333333
UCN2	0.56875
FAM92A3	-1.91025
WDR16	1.94975
ZNF511	0.025
ZMYM5	-0.066625
POLR3G	-2.9175
ZNF586	0.014
C1orf49	0.287333333333333
TANK	0.201833333333333
RCAN1	-0.370833333333333
PELI3	0.494333333333333
LIMD2	-0.43275
TMEM189	-1.307
NTN4	0.620875
LOC151300	0.349
CLEC2A	-0.6705
GPR135	-0.63475
DPYSL4	-2.008
JAK2	-0.515833333333333
TSHZ1	0.984333333333333
TM9SF4	-0.355
ZNF264	0.541833333333333
SIRPG	1.365125
BICD1	-0.2405
HERC6	-0.086
METTL5	-0.7485
CASP1	0.5255
PRRT1	0.6635
PLA2G4C	4.19766666666667
ICA1L	0.329642857142857
TPTE2	0.00883333333333332
OTUD7A	0.793333333333333
AQP11	-1.3805
APOA2	-4.3173
KALRN	-0.5569
SECTM1	-0.246916666666667
IFNAR1	-0.1795
TALDO1	-0.861
RAB11FIP4	0.0990833333333333
EIF5A	-2.045
FAM49A	1.58575
NEGR1	0.087
YTHDC2	0.035375
EHD2	0.212375
NCF1	1.4224
SCRT2	0.981
HOXA5	0.228166666666667
NUP133	0.18125
FGF12	0.01625
SLMO2	-0.328
SNTA1	0.384875
CACNG2	0.50675
GCM1	0.590625
ELF1	0.0615
TLR5	3.1575
TCFL5	-1.3975
RBMY2FP	-0.248
LOC100125556	0.95875
FAM129B	0.65375
MAP3K7IP1	-0.577375
NCK2	0.222
OXA1L	-0.693
FMO9P	0.311
ZSCAN12	0.1455
PSMD12	-0.16425
HSCB	-1.107
CLDN10	-1.72375
MGC13053	-0.614
HPCAL4	-0.687166666666667
ASZ1	-0.154
MEX3D	0.41525
NFAT5	-0.6302
CSPG4LYP1	-0.2695
FBXO3	0.8499
DVL1	-0.140166666666667
CMKLR1	1.99866666666667
TYMS	-2.719375
PEF1	1.802
ZNF750	1.0405
MCM5	-0.9645
MEGF11	-0.40425
KCNK7	0.031
PTP4A3	0.714
C1QTNF2	-0.556333333333333
OR6S1	-0.0195
FAM122B	-1.94525
ZNF551	-0.665125
HBQ1	-2.315
GEMIN6	-0.6635
ARSK	-1.04675
RBP7	1.83266666666667
CPNE9	0.1565
DSC1	1.2805
LOC730112	-0.093
MAP2K4	0.481375
HS3ST5	-2.2175
EPB41L3	0.5345
TEKT2	0.86075
CDKN2B	-0.329583333333333
ZNF480	-1.32
MAP3K6	0.381
MAP6	0.8285
HN1	-0.0264
OR2L13	0.623333333333333
SLC16A11	0.42825
FAM96A	1.11875
APOL1	0.019
C5orf32	0.0805
RTP1	-0.2575
RNF175	0.18125
ZBTB41	1.472125
AHCTF1	-0.7035
SAE2	-0.3752
ITGA2	1.00325
MME	-0.197833333333333
CCDC14	-1.615
MAST4	0.890214285714286
KRT33B	-0.5115
KCTD2	0.6335
WDR26	0.132083333333333
MFI2	0.282875
NR4A3	-0.3265
ARSA	0.14325
UNKL	0.766833333333333
SULT6B1	0.147
CCNA2	-2.76866666666667
SOX15	-0.3065
PPAPDC1B	0.699833333333333
C19orf44	0.043
MCAT	0.717416666666666
ARID1B	0.328875
OR52N1	0.689
C12orf48	-1.77725
MAGI1	0.000875000000000018
NIPA2	-0.378
GBX2	-1.7735
RSHL3	1.003875
RAVER1	0.620333333333333
C15orf17	0.3745
SLC30A2	0.552375
ZNF518	-0.20575
PCYT1B	-1.18575
C10orf114	1.027
EIF3H	0.179166666666667
SLC25A39	-0.513166666666667
KIF1B	-0.21775
AMOTL2	0.553
C6orf120	0.3155
PSRC1	-1.68275
PLA2G10	2.49075
KIF5C	0.37525
MRPL37	-0.606
C17orf62	0.9465
C9orf135	-0.687166666666667
DUSP10	1.6459
CLCNKB	-0.021
PSMA5	-0.310375
C8orf53	0.64925
AMPD3	0.459166666666667
PIAS1	0.15225
ADCYAP1R1	-0.341
GYLTL1B	0.422
CDH20	-0.379166666666667
FBXO7	-0.12625
TMEM134	0.936166666666666
FLJ14213	0.8645
ZNF3	-0.34275
LRRFIP1	0.412916666666667
CNOT2	0.387583333333333
ABI3	2.3455
ALDH5A1	-1.019
HNT	2.1483
SERPINA4	-2.17375
TK2	0.229333333333333
STMN1	-1.53433333333333
GUCA2A	0.1155
GALNT10	0.1365
DPP6	-0.70715
C9orf93	0.04025
PRELID2	-0.8585
STK39	-0.53125
SFTPA1	-0.337
CKS2	-0.516
RHO	-0.0065
C20orf135	-0.14425
XKR3	-2.0075
CR1	0.47475
RPS6KA2	0.982714285714286
C20orf112	0.4275
MRPL22	-0.7575
C4orf23	0.709166666666667
GADD45B	1.0155
KLHDC1	1.56966666666667
C2orf48	-2.1985
ZNF287	1.339
DAAM2	-0.75525
DPPA2	-2.99833333333333
TCTN3	0.481833333333333
DNAJB11	-0.502875
FPR1	2.58675
DEFB4	-0.032
PTCD2	-0.4859
SMOC2	4.77416666666667
CABP7	-0.2155
SERPINB11	0.25375
MAGEF1	0.34225
NDE1	1.55916666666667
ITGA10	0.6295
FSHB	-0.3005
ANXA2	0.201375
HORMAD2	0.42675
HLCS	-0.236
MCF2L	0.655166666666667
FH	-0.76625
TBC1D24	1.856
KIAA1505	1.43025
LGALS2	2.09925
CNBD1	-0.025
SYNPO2L	3.1585
PTPN23	-0.0437857142857143
C1orf183	-0.6145
MAGEA8	-2.42775
DGCR8	-2.577
GSR	-1.268
PAQR7	0.3545
ZNF676	-0.685
CACNA1C	0.3751
SP7	0.311
PDCD6	-0.3895
NRN1L	-0.767
BRI3BP	-0.0398333333333333
KIAA1183	0.5225
ASB4	0.146666666666667
CCL23	1.0681
OBSL1	-0.538875
SLC12A7	0.499583333333333
KIAA0240	1.741375
CD1B	-1.17266666666667
FCGR2A	0.467375
MDC1	-1.361
HTR1A	0.576333333333333
OCEL1	0.57625
ATP11B	-0.63875
FBXO34	0.206
PCDH12	3.7975
RPE	-0.99075
C17orf74	-0.026
CSDC2	0.303833333333333
PET112L	0.5365
TMBIM1	0.791125
P2RXL1	-0.0485
TCHP	-0.89075
TRMT1	-1.38766666666667
F2RL2	1.08391666666667
LRRC32	3.208
IMPG2	-0.1885
BGLAP	-0.4325
LOC493869	-1.45266666666667
MRAS	1.297125
SLC35F5	0.5015
CBWD1	-0.4905
AXL	-1.603
ATP2C2	2.32775
TELO2	0.6415
PNPLA3	-5.15725
PCDHB14	1.16875
CD276	0.33675
KRT80	-1.593375
DUSP28	0.1805
CSNK1E	-0.46525
SRP14	-0.0775
KCNQ4	0.2145
KRT72	0.163666666666667
CCDC117	-0.295125
C6orf89	0.536833333333333
TUBB2B	-2.55483333333333
RTN4IP1	-1.12725
CR1L	-3.31233333333333
CEND1	0.5035
C12orf41	-0.0853333333333333
RNF31	-0.11225
UBN1	0.686333333333333
C17orf32	0.954125
SLC5A7	0.87375
GPR92	0.2825
ESAM	2.7936
CTNNA1	0.426833333333333
HRBL	0.4936
CBX4	0.299
TMEM182	-0.1325
SH3TC2	-1.14233333333333
IL10	0.654166666666667
PXMP4	0.721
RNF167	-0.3911
PAK7	2.369
ETV3	-0.143
ATPIF1	-0.0901666666666667
LOC554207	-1.64716666666667
OR8H1	0.245
WDFY3	0.83025
DPM1	-1.67125
GPSM1	-0.3085
WDR92	-0.001
LRP1	0.736166666666667
ANKH	-0.4275
THUMPD3	-1.066
POLR1B	-0.954
OLFM4	5.25366666666667
RAD9B	0.32025
TSPY2	-3.029
PAX6	-1.61566666666667
SCG2	-1.444125
SLC17A6	0.09425
FMO3	3.75875
PADI4	-0.35
TUBB4	-0.6612
NLK	0.44125
POU4F3	-0.135
SDF4	-0.14075
ITGBL1	2.6665
NETO1	-0.97525
TAP2	0.342875
ABBA-1	0.01225
GNAI1	-0.16675
VPS4B	1.07375
NOPE	-0.0389
GALNT6	0.958
SESN1	1.360875
GBE1	-1.62122222222222
CLASP1	0.27875
RASGEF1B	0.419125
ACOT11	-0.394571428571429
AFAP1	0.886
OR2H2	0.2305
DPY19L2P1	-1.54325
DZIP1	-1.81225
SEC22C	0.0225
GPR161	-0.552166666666667
RNF146	0.6905
WDR74	-1.114375
GALP	0.187
PURA	1.3695
DNPEP	0.428083333333333
RP11-78J21.1	-0.39475
ERBB2	2.69
FANCM	-0.975416666666667
NEO1	1.61466666666667
DDX3Y	-4.9365
RPS3A	0.652875
MXRA7	0.177357142857143
LGALS3	-1.191
GLT8D1	0.33725
CFL2	-1.71016666666667
UPB1	0.2405
NAP1L5	0.446875
CLDN14	-0.51375
DHX38	-0.80325
BTBD1	0.07375
TARS2	-0.288833333333333
ABCF1	-0.3382
FCF1	0.340333333333333
LRRC49	0.49425
GUCY1B2	-2.0925
C1orf177	-0.284333333333333
SMARCA4	-0.579714285714286
LRP8	-4.08
TAGLN3	-1.041
MRPL14	-0.15725
TTRAP	0.0965
ZDHHC20	0.447
NFE2L3	-0.7085
KIAA1377	0.344875
PALMD	1.2413
TMEM43	0.242
TTL	-1.525875
STAT5B	-1.06433333333333
SSB	-1.295625
OR10H5	0.297
SLC22A13	-1.016
AKAP3	0.17375
TIMM23	-0.213333333333333
OAS2	0.938666666666667
KIAA0423	0.46375
TRIM11	0.223166666666667
GLIS3	1.324375
TMEM50B	-0.558
ARHGEF4	-1.27475
DEGS1	-0.929
TBL1XR1	0.9837
G6PD	-1.80875
SP140	-0.0201
MUC17	0.146846153846154
NUDC	-0.2601
DNAJC5B	1.51866666666667
SCARA3	-0.308666666666667
CPA3	5.52
BCAT2	0.215875
MFN1	-0.4025
NRG3	0.587
SNX11	0.88675
PLEKHH1	-0.568
GPR177	0.221833333333333
HCFC2	-0.248
TCAP	-0.82
MOCOS	-2.8185
C14orf93	0.16
PRDM10	-0.634166666666667
SLC16A4	1.00275
SRGAP1	0.479666666666667
VIP	0.41275
DUSP27	0.162
LILRA1	0.4878
MC2R	0.3145
MGC24103	-2.09975
MBTD1	-1.959
FUT11	-0.541333333333333
USP33	0.7873
C15orf39	-1.23275
MAP3K12	0.269125
PAAF1	-0.163833333333333
BARHL1	-0.537
FLJ16165	-0.102
PIWIL2	-2.34725
SYNE1	0.44475
CMTM4	-0.00825
TSPYL1	1.2363
GUF1	-0.105666666666667
TMEM157	1.5865
WDR44	0.15925
HIST1H3C	0.08375
DKFZp666G057	4.087
RNPEP	0.4495
GAS2L2	0.803833333333333
ADH4	-4.16725
GRPR	0.0135
FBXL17	1.3985
ZBTB10	0.4145
Gcom1	0.0916111111111111
HTRA1	1.7213
ZNF585A	-0.17
SLC26A2	-0.045
OTOP3	0.212333333333333
WISP1	2.03266666666667
ATP2B4	-0.182583333333333
FLJ10769	0.54725
CRAMP1L	0.4895
CHST12	-0.7965
RAB22A	0.329083333333333
TARDBP	-0.392714285714286
STAU1	0.03175
CRB3	2.37383333333333
MIG7	-0.46725
CHMP1A	-0.136833333333333
ZNF160	-0.2645
B3GALT6	0.073875
BARX1	-0.825333333333333
C6orf167	-1.2525625
NXNL1	0.266
DHX29	0.201125
HADHB	-0.1985
PLXNB2	0.05525
ILDR1	-1.80375
SLC15A3	2.22775
GAS2	-2.55766666666667
C20orf69	-0.37375
NUMB	0.07675
TNIP1	0.330125
MESP1	-0.689833333333333
PSKH1	-0.37725
NSFL1C	0.660375
RHOG	0.234
HEY1	-1.15366666666667
KNG1	-1.46525
ITGAX	1.654
LIN9	-0.984
CANT1	1.113875
XRN1	0.333357142857143
CCDC96	1.6335
HEATR6	-0.357833333333333
GNG7	0.939083333333333
RUNX2	0.9454375
SOX1	0.469
FCRL5	0.0761
ZNF99	0.024
FAM9A	1.134
SNX22	0.841666666666667
MBNL3	-2.18
ODC1	-2.8653
ADORA2B	-2.00483333333333
NR2F6	1.14225
ZFYVE16	0.171666666666667
SYNJ2BP	0.9123
POLE	-0.821125
E2F2	-0.82775
THRA	0.8915
PTGES2	-1.036
HIP1R	0.1145
TMUB1	-0.301666666666667
ENO3	-2.189
RSPH10B	-0.098
CXorf39	0.708625
IRGC	0.253
GPR109B	0.494
FLJ13305	-0.2135
LCE3A	-0.4625
TNFRSF18	-0.252833333333333
DET1	0.0985
TRPM3	-0.342833333333333
C16orf79	-1.7465
FECH	0.3375
RAP2A	2.15183333333333
CRIP1	3.4115
AZIN1	-0.185375
SLC7A7	2.945
IL10RA	0.8791
TMEM64	-2.78775
CDC42EP4	1.6184
C16orf58	0.084
ARG2	-1.923
POU5F1P4	-4.67825
FAM62B	-0.111625
DNAH8	-2.1899
ASH2L	0.050375
TSLP	-1.57633333333333
CNTNAP5	-0.3575
TMEM16C	-0.13925
IFNA14	-0.4315
SLC1A3	-0.7945
CABYR	2.28925
BCL7B	0.304
NUDT13	-1.73683333333333
C13orf28	0.38425
C1orf53	0.11375
ARL6IP4	0.1791
RPL35A	-0.32
EMR3	0.09875
RAB40C	0.99925
SLC41A1	-0.784166666666667
LRCH1	-0.24075
LY6G5B	-0.7665
FAM124A	-0.340071428571429
MGC10981	-3.61233333333333
CLIP3	0.4117
MAP4K2	-0.969
CHIC1	0.8395
SULF1	3.58016666666667
C20orf30	0.373357142857143
PRDM5	-0.68925
ELOVL1	0.00225
C11orf48	-0.910875
SLC39A10	0.255
KCNV1	-0.027
ACP1	-0.654833333333333
ZMYM2	-0.18825
B3GNT6	-0.0266666666666667
C9orf69	-0.073
C2orf15	0.7475
C20orf166	0.625
HSP90AA6P	0.682
EDG7	-0.0325
NEURL	1.317625
LPL	0.129833333333333
CLEC2D	-0.486928571428571
GRRP1	2.32333333333333
CD8B	-2.3642
HIST1H3D	0.1015
SLC6A12	1.34675
FAM27L	-0.3435
CD84	1.0585
RASA1	-0.227
PHKG1	-0.4505
MAGEA11	-0.901
IMPA1	-1.2314
NPM3	-1.58525
RARRES1	3.3945
SH3BP1	0.079375
B3GNTL1	0.145
ARPC5L	0.0213333333333333
KLHL26	0.75925
SIM2	-2.37425
GJC1	0.562
C20orf194	0.482
EXO1	-2.5615
SLC2A2	-2.36183333333333
LOC285074	-1.3695
LRG1	2.11525
KIRREL	0.2965
PIK3R1	1.43378571428571
C4orf34	1.0445
MAF	-1.47938888888889
ADCY4	3.53183333333333
ZMIZ2	0.6822
SLC46A3	2.11916666666667
STAMBP	0.110333333333333
CCDC16	0.7
MS4A12	-0.2735
TCF20	-0.59825
LRRC46	2.06675
C20orf152	0.23625
MRPS6	-0.50575
ABCB11	0.101
KCNC2	2.22566666666667
CDH19	-0.895166666666667
C9orf123	0.637333333333333
SSH3	1.104125
LDLRAD1	-0.34325
CCBE1	0.62525
ZNF135	1.205625
TAAR1	0.558
WFDC12	-0.0735
CCDC42	0.6945
FLJ12529	-0.4355
PER1	-0.128666666666667
TIMM50	-0.974833333333333
SMARCAD1	-0.179333333333333
FAM26C	0.422
TP53TG3	-1.9685
SH3RF1	1.8253
LMCD1	1.713
GPR63	-0.089
FLJ21986	-2.286125
AIFM3	-1.34125
MICAL1	-0.533333333333333
BLZF1	0.500833333333333
IQCA	1.88183333333333
PCDHGC3	-0.4
SAC	0.542
BCL6B	2.362
DDO	1.0515
MARCO	2.4425
DCHS1	1.44816666666667
C1orf170	0.751833333333333
CD200R1	0.9105
C22orf15	-0.1685
SEPT11	0.4255
ADNP	0.168
UST	-0.2062
C13orf34	-1.63883333333333
RFFL	0.649214285714286
APBA3	-0.0085
C2orf60	-0.9355
CUTL1	0.1241
PMS1	-1.33475
ZNF689	0.8535
EIF3E	-1.136
IL9	-0.258
RPL31	-0.037625
LY9	0.533166666666667
ATP2B3	0.04125
KDELR2	-0.229208333333333
TFCP2	-0.125625
NLRP12	2.366375
FLJ45422	-0.40225
TLE4	-0.9775
ZNF570	-0.267
FLJ43806	-1.065
TLK2	-0.345875
CIR	0.64175
MARS2	-0.1035
COL24A1	0.591
SDF2L1	-1.5175
HIBADH	0.514833333333333
IGFBP3	-2.03307142857143
C12orf23	0.402125
PSPC1	0.019
C20orf43	0.7085
TRAV20	0.4155
ARHGAP24	0.63975
KIAA1975	-1.597875
C1QA	3.3993
DNTT	-4.08233333333333
