Hybridization REF	TCGA-A8-A075-01A-11R-A084-07
FBXO3	0.4873
DVL1	-0.266166666666667
CMKLR1	3.03983333333333
TYMS	-2.441875
PEF1	0.4775
ZNF750	0.786
MCM5	-0.9256
MEGF11	-0.242
KCNK7	0.329
PTP4A3	0.2985
C1QTNF2	-1.10266666666667
OR6S1	0.658
FAM122B	0.3855
ZNF551	-0.040375
HBQ1	-2.1295
GEMIN6	-0.0465
ARSK	-0.48925
RBP7	0.802
CPNE9	0.42625
DSC1	0.624
LOC730112	-0.816
MAP2K4	0.312375
HS3ST5	-2.144
EPB41L3	-0.45225
TEKT2	2.16375
CDKN2B	0.0245833333333333
ZNF480	-0.70475
MAP3K6	-0.00830000000000001
MAP6	0.520833333333333
HN1	0.6391
OR2L13	0.653
SLC16A11	0.388
FAM96A	-0.55775
APOL1	0.85025
C5orf32	-0.08275
RTP1	0.0201666666666667
RNF175	-0.651375
ZBTB41	1.75025
AHCTF1	0.3355
SAE2	-0.4123
ITGA2	0.0224166666666667
MME	-0.0131666666666667
CCDC14	-1.177
MAST4	1.297
KRT33B	-0.5755
KCTD2	0.522666666666667
WDR26	0.683416666666667
MFI2	0.2275
NR4A3	-0.6475
ARSA	1.48925
UNKL	-0.419166666666667
SULT6B1	0.301
CCNA2	-1.55316666666667
SOX15	-0.134
PPAPDC1B	0.0739166666666667
C19orf44	0.0675
MCAT	0.765
ARID1B	0.23725
OR52N1	1.232
C12orf48	-1.01525
MAGI1	-0.441875
NIPA2	0.0525
GBX2	-1.922
RSHL3	1.39575
RAVER1	0.293666666666667
C15orf17	-0.297
SLC30A2	2.787875
ZNF518	-0.28025
PCYT1B	-1.6485
C10orf114	0.78225
EIF3H	0.8095
SLC25A39	-0.647333333333333
KIF1B	-0.380375
AMOTL2	0.713
C6orf120	0.234375
PSRC1	-1.75975
PLA2G10	1.32325
KIF5C	-0.225125
MRPL37	-0.681
C17orf62	1.12683333333333
C9orf135	-0.5625
DUSP10	0.8072
CLCNKB	-0.0785
PSMA5	-0.579
C8orf53	1.02725
AMPD3	0.968
PIAS1	-0.03475
ADCYAP1R1	-0.0965
GYLTL1B	0.387
CDH20	-0.1745
FBXO7	-0.48175
TMEM134	1.019
FLJ14213	0.8415
ZNF3	-0.941
LRRFIP1	0.586333333333333
CNOT2	0.708166666666667
ABI3	2.53825
ALDH5A1	-0.3025
HNT	2.4983
SERPINA4	-2.286
TK2	0.215583333333333
STMN1	-1.90488888888889
GUCA2A	0.141833333333333
GALNT10	1.81378571428571
DPP6	-0.75595
C9orf93	-0.327125
PRELID2	-1.06525
STK39	0.046125
SFTPA1	-0.3175
CKS2	-1.49244444444444
RHO	0.338625
C20orf135	-0.25825
XKR3	-2.6925
CR1	0.23725
RPS6KA2	0.00364285714285715
C20orf112	0.488
MRPL22	0.0035
C4orf23	0.708333333333333
GADD45B	1.1825
KLHDC1	0.937666666666667
C2orf48	-2.1725
ZNF287	1.0405
DAAM2	-0.88975
DPPA2	-2.88833333333333
TCTN3	0.2895
DNAJB11	0.798875
FPR1	3.81575
DEFB4	0.1205
PTCD2	-0.5296
SMOC2	3.91
CABP7	0.713
SERPINB11	0.289
MAGEF1	-0.80275
NDE1	0.301666666666667
ITGA10	-0.0245
FSHB	0.499
ANXA2	0.979
HORMAD2	-0.7045
HLCS	0.83075
MCF2L	1.56266666666667
FH	0.44
TBC1D24	1.884
KIAA1505	0.0105
LGALS2	-0.50975
CNBD1	0.354
SYNPO2L	-0.04175
PTPN23	0.145857142857143
C1orf183	-0.1575
MAGEA8	-2.23
DGCR8	-1.06325
GSR	0.363
PAQR7	0.48075
ZNF676	-1.1165
CACNA1C	-0.3483
SP7	-0.349
PDCD6	0.66125
NRN1L	-1.311
BRI3BP	0.9195
KIAA1183	0.6905
ASB4	0.452
CCL23	0.7326
OBSL1	-0.29575
SLC12A7	1.0155
KIAA0240	0.68575
CD1B	-2.73683333333333
FCGR2A	1.834125
MDC1	-1.35375
HTR1A	0.397166666666667
OCEL1	0.22725
ATP11B	0.067875
FBXO34	0.254333333333333
PCDH12	3.38716666666667
RPE	-0.364
C17orf74	0.062
CSDC2	0.676166666666667
PET112L	-0.24775
TMBIM1	0.632875
P2RXL1	-0.71375
TCHP	-0.39675
TRMT1	-1.655
F2RL2	-1.58383333333333
LRRC32	2.90366666666667
IMPG2	0.439
BGLAP	0.19625
LOC493869	-0.0346666666666667
MRAS	1.878625
SLC35F5	0.53
CBWD1	-0.382
AXL	-1.308
ATP2C2	2.84225
TELO2	-0.25475
PNPLA3	-2.43825
PCDHB14	-1.1335
CD276	1.15525
KRT80	-0.013
DUSP28	0.1615
CSNK1E	-0.949166666666667
SRP14	0.5565
KCNQ4	-0.6595
KRT72	0.9975
CCDC117	0.111625
C6orf89	0.221833333333333
TUBB2B	-2.46333333333333
RTN4IP1	0.274
CR1L	-3.04316666666667
CEND1	0.3795
C12orf41	-0.0378333333333333
RNF31	0.29925
UBN1	0.712333333333333
C17orf32	0.382875
SLC5A7	-0.57025
GPR92	1.88633333333333
ESAM	2.1447
CTNNA1	0.765083333333333
HRBL	-0.2729
CBX4	0.078
TMEM182	1.298
SH3TC2	-1.20983333333333
IL10	1.50516666666667
PXMP4	2.113
RNF167	-0.0646
PAK7	-0.555333333333333
ETV3	-0.112
ATPIF1	-0.854
LOC554207	-2.02166666666667
OR8H1	0.39
WDFY3	0.487125
DPM1	-0.95375
GPSM1	0.172
WDR92	0.1002
LRP1	0.738166666666667
ANKH	-0.135125
THUMPD3	-0.4405
POLR1B	-0.04
OLFM4	1.809
RAD9B	1.37025
TSPY2	-4.083
PAX6	-1.92316666666667
SCG2	-3.0715
SLC17A6	0.3415
FMO3	0.66475
PADI4	0.29425
TUBB4	-0.3375
NLK	-0.55125
POU4F3	-0.065
SDF4	-0.13825
ITGBL1	1.72516666666667
NETO1	-1.383875
TAP2	-0.08425
ABBA-1	-0.0103333333333333
GNAI1	-0.87575
VPS4B	0.65175
NOPE	-1.1253
GALNT6	3.51716666666667
SESN1	-0.236625
GBE1	-1.39733333333333
CLASP1	-0.02325
RASGEF1B	1.034875
ACOT11	-0.247642857142857
AFAP1	0.282
OR2H2	0.405
DPY19L2P1	-1.40625
DZIP1	-2.17625
SEC22C	0.366083333333333
GPR161	-0.745083333333333
RNF146	0.82125
WDR74	-0.54475
GALP	0.1125
PURA	0.8615
DNPEP	0.939333333333333
RP11-78J21.1	-1.50625
ERBB2	1.553
FANCM	-0.49175
NEO1	0.326666666666667
DDX3Y	-5.1455
RPS3A	-0.433875
MXRA7	0.313642857142857
LGALS3	-0.440666666666667
GLT8D1	-0.012
CFL2	-1.54183333333333
UPB1	0.39525
NAP1L5	-0.226875
CLDN14	0.3425
DHX38	-0.38675
BTBD1	-0.47075
TARS2	-0.282333333333333
ABCF1	0.0884
FCF1	1.07516666666667
LRRC49	-0.16975
GUCY1B2	0.0685
C1orf177	0.134
SMARCA4	-0.673285714285714
LRP8	-3.15666666666667
TAGLN3	-1.77475
MRPL14	0.20575
TTRAP	0.46875
ZDHHC20	1.74675
NFE2L3	-2.363
KIAA1377	1.173375
PALMD	0.1977
TMEM43	-0.2925
TTL	-0.262625
STAT5B	-0.731833333333333
SSB	-1.211625
OR10H5	0.2
SLC22A13	-0.247
AKAP3	-1.64325
TIMM23	0.461666666666667
OAS2	2.27533333333333
KIAA0423	0.5155
TRIM11	1.32466666666667
GLIS3	2.166
TMEM50B	0.802666666666667
ARHGEF4	-1.3675
DEGS1	0.563454545454546
TBL1XR1	1.24276666666667
G6PD	-2.07075
SP140	1.0891
MUC17	0.382384615384615
NUDC	-0.6482
DNAJC5B	3.37466666666667
SCARA3	-1.1395
CPA3	5.81616666666667
BCAT2	-0.06575
MFN1	-0.0209
NRG3	-0.938
SNX11	0.69575
PLEKHH1	-0.316666666666667
GPR177	-1.67883333333333
HCFC2	0.5405
TCAP	-0.484
MOCOS	-2.99525
C14orf93	-0.26075
PRDM10	-0.136
SLC16A4	-0.209083333333333
SRGAP1	-1.2115
VIP	1.15375
DUSP27	-0.322
LILRA1	0.6392
MC2R	0.401
MGC24103	-1.368
MBTD1	-1.7195
FUT11	0.615166666666667
USP33	-0.7945
C15orf39	-0.71425
MAP3K12	0.08375
PAAF1	-0.183
BARHL1	1.156
FLJ16165	0.243
PIWIL2	-2.32525
SYNE1	0.267
CMTM4	1.020875
TSPYL1	0.8152
GUF1	0.24
TMEM157	0.599
WDR44	-0.39725
HIST1H3C	-0.5775
DKFZp666G057	-0.000749999999999994
RNPEP	1.355
GAS2L2	1.19133333333333
ADH4	-4.57
GRPR	3.51883333333333
FBXL17	1.14025
ZBTB10	0.342083333333333
Gcom1	0.279388888888889
HTRA1	1.5647
ZNF585A	0.0541666666666667
SLC26A2	-0.0599285714285714
OTOP3	0.634333333333333
WISP1	2.27711111111111
ATP2B4	-0.228833333333333
FLJ10769	0.70475
CRAMP1L	-0.1185
CHST12	-0.14875
RAB22A	0.616666666666667
TARDBP	-0.527
STAU1	0.02
CRB3	2.5675
MIG7	-0.313
CHMP1A	0.1305
ZNF160	0.05175
B3GALT6	0.23675
BARX1	-0.929666666666667
C6orf167	-0.99275
NXNL1	0.839
DHX29	0.45425
HADHB	-0.02675
PLXNB2	0.773125
ILDR1	-0.94875
SLC15A3	3.29075
GAS2	-5.63883333333333
C20orf69	-0.1765
NUMB	0.495
TNIP1	0.221375
MESP1	-1.04316666666667
PSKH1	0.32775
NSFL1C	-0.151625
RHOG	0.29275
HEY1	-3.15
KNG1	-1.946875
ITGAX	2.5189
LIN9	-0.244666666666667
CANT1	1.440875
XRN1	0.3465
CCDC96	1.6658
HEATR6	-1.1995
GNG7	-0.368833333333333
RUNX2	1.6043125
SOX1	0.675666666666667
FCRL5	2.8623
ZNF99	-0.29525
FAM9A	-0.3355
SNX22	0.851666666666667
MBNL3	-0.330833333333333
ODC1	-2.118
ADORA2B	-3.16583333333333
NR2F6	1.03225
ZFYVE16	-0.267388888888889
SYNJ2BP	1.4955
POLE	-1.010125
E2F2	-0.7925
THRA	-0.549
PTGES2	-0.494666666666667
HIP1R	0.846833333333333
TMUB1	-0.838666666666667
ENO3	-1.738
RSPH10B	-0.8095
CXorf39	0.457375
IRGC	0.68025
GPR109B	-0.13575
FLJ13305	-0.7985
LCE3A	-0.334
TNFRSF18	-0.531
DET1	0.25125
TRPM3	-0.394
C16orf79	-1.046
FECH	-0.2265
RAP2A	0.0876666666666667
CRIP1	3.13316666666667
AZIN1	1.599625
SLC7A7	4.2975
IL10RA	1.3998
TMEM64	-3.261
CDC42EP4	0.3924
C16orf58	0.3146
ARG2	-1.9755
POU5F1P4	-4.7425
FAM62B	0.291
DNAH8	-1.8078
ASH2L	-0.459625
TSLP	-5.01366666666667
CNTNAP5	0.102
TMEM16C	0.42075
IFNA14	-0.7
SLC1A3	0.918
CABYR	0.27125
BCL7B	-0.3597
NUDT13	-0.937833333333333
C13orf28	0.75525
C1orf53	0.3705
ARL6IP4	0.0887
RPL35A	-0.2295
EMR3	0.5565
RAB40C	1.12591666666667
SLC41A1	0.5395
LRCH1	0.74725
LY6G5B	-0.7305
FAM124A	-0.645642857142857
MGC10981	-4.13816666666667
CLIP3	0.2071
MAP4K2	0.334
CHIC1	-0.6515
SULF1	4.52083333333333
C20orf30	-0.642428571428571
PRDM5	-0.55075
ELOVL1	0.3365
C11orf48	0.222625
SLC39A10	-0.1755
KCNV1	-0.36875
ACP1	-1.29233333333333
ZMYM2	0.16175
B3GNT6	0.141166666666667
C9orf69	0.04075
C2orf15	1.781
C20orf166	0.359
HSP90AA6P	0.1645
EDG7	-0.4795
NEURL	1.24075
LPL	-0.270333333333333
CLEC2D	-0.523571428571429
GRRP1	1.24016666666667
CD8B	-2.6784
HIST1H3D	0.228166666666667
SLC6A12	0.854125
FAM27L	-0.04
CD84	2.8477
RASA1	0.1415
PHKG1	-0.003
MAGEA11	-0.959
IMPA1	0.0033
NPM3	-2.76175
RARRES1	3.381
SH3BP1	0.36725
B3GNTL1	-1.2605
ARPC5L	0.585833333333333
KLHL26	-0.20275
SIM2	-2.068
GJC1	0.8
C20orf194	0.2735
EXO1	-1.388
SLC2A2	-2.49516666666667
LOC285074	-0.1055
LRG1	1.688
KIRREL	-0.1775
PIK3R1	0.328642857142857
C4orf34	1.78425
MAF	-1.2105
ADCY4	3.1175
ZMIZ2	0.7646
SLC46A3	1.999
STAMBP	0.381333333333333
CCDC16	-0.381
MS4A12	0.103
TCF20	-0.38175
LRRC46	1.48275
C20orf152	0.4595
MRPS6	0.008875
ABCB11	0.325
KCNC2	0.275
CDH19	-2.762
C9orf123	-0.962666666666667
SSH3	1.080375
LDLRAD1	-1.7545
CCBE1	-0.7965
ZNF135	1.851375
TAAR1	0.2835
WFDC12	0.376
CCDC42	0.2055
FLJ12529	-0.44625
PER1	-0.5865
TIMM50	-0.5115
SMARCAD1	-0.880333333333333
FAM26C	1.367
TP53TG3	-2.2365
SH3RF1	0.6616
LMCD1	3.23725
GPR63	-0.5195
FLJ21986	-3.000625
AIFM3	-0.05975
MICAL1	0.0613333333333333
BLZF1	0.454333333333333
IQCA	1.40083333333333
PCDHGC3	-0.1695
SAC	0.044
BCL6B	1.9465
DDO	0.07875
MARCO	4.60575
DCHS1	1.35516666666667
C1orf170	0.785666666666667
CD200R1	0.703166666666667
C22orf15	0.006
SEPT11	0.568333333333333
ADNP	0.07725
UST	-0.8439
C13orf34	-1.14016666666667
RFFL	-0.385
APBA3	-0.117
C2orf60	0.010875
CUTL1	-0.4458
PMS1	-1.037
ZNF689	0.239
EIF3E	0.959333333333333
IL9	0.1782
RPL31	-0.2965
LY9	1.145
ATP2B3	0.357
KDELR2	0.75975
TFCP2	0.33125
NLRP12	2.960625
FLJ45422	0.1845
TLE4	-1.2373
ZNF570	0.1275
FLJ43806	-0.2915
TLK2	-0.3955
CIR	-0.06525
MARS2	-0.0385
COL24A1	0.306
SDF2L1	0.095
HIBADH	-0.9305
IGFBP3	-2.27607142857143
C12orf23	0.28275
PSPC1	0.58825
C20orf43	0.34375
TRAV20	-0.03
ARHGAP24	0.211875
KIAA1975	1.15775
C1QA	3.7553
DNTT	-3.77733333333333
C10orf6	0.3565
C11orf41	-0.189375
HNRPF	0.684
COL11A1	6.89033333333333
UBAP2	-0.4995
CDKN2AIPNL	-1.5875
C20orf174	3.34325
SPRED2	0.033
PLA2G12A	0.143333333333333
ICEBERG	-1.7165
SCN10A	-0.583
C11orf65	0.307
GBP5	5.523
PITPNC1	-1.05583333333333
POU3F3	0.9405
NCOA7	-1.377375
LIN7C	0.2261
LOC348840	-1.244
NKX2-2	-2.4635
ANKRD13D	0.655125
LOC123688	-1.2575
FUT2	2.17683333333333
TAAR8	0.438
FZD4	-0.0419166666666667
PNMA3	-1.16533333333333
OR4L1	0.281
WIT1	-0.2355
EXOC3L	1.24875
ATPBD4	-0.1825
KRBA1	-0.608
UBXD6	-0.01425
HOXB7	0.162071428571429
C7orf23	-1.138
UNQ338	-1.20075
STAB2	0.622
CDC20B	2.2515
IRF9	1.96225
CENTG1	0.36575
TNPO2	-1.174
MCPH1	-0.0295
BMS1P5	-1.27325
SLC26A7	0.45875
HIST1H3J	0.5795
C9orf3	0.5855
LBH	1.11925
MYO1D	0.776
PTDSS2	-0.58625
NFU1	0.28025
DEPDC4	-1.32975
WNT7B	2.0572
GLP2R	-0.335
SETD4	-0.2771
DYNLT3	-0.8003
FKBP11	0.2485
SESTD1	-0.5995
FLII	0.19675
RPS16	-0.4286
CHPF	0.206166666666667
CSNK2A1	0.203333333333333
SUMO1P1	-0.372
FKBP6	-1.25
ZNF214	0.4645
TWIST1	-0.290833333333333
DDX56	0.224166666666667
TRAM1L1	0.7286
EPO	2.89033333333333
MRPS18B	0.50525
ZNF682	-0.756
RPL14	-0.5705
MAFF	-0.78075
LOC51136	-0.99925
LY96	0.6285
DDX20	-0.68025
ABTB1	-0.0158333333333333
ARL5A	-0.1993
CCT6A	-0.6895
HEPACAM	-1.39183333333333
EHHADH	-0.442
RBAK	0.247833333333333
CGB1	0.04825
ITGB5	0.5886
YIPF3	0.58225
FKBP2	0.35225
NR1D1	-0.5473
TMEM110	1.0645
NEK2	-0.217833333333333
PRAMEF8	-3.13225
C20orf52	-0.235333333333333
PCDHGA3	-0.917
VWA3B	0.00525
NDUFA5	-0.841
THAP9	-0.28425
FLVCR2	0.715666666666667
AP1S1	-2.077125
SMAD6	-0.58725
SAV1	0.11975
SAT1	1.062375
ZNF251	1.483625
ADAMTS7	0.3741
RPP38	0.497
C1orf211	-1.072
YPEL2	0.55205
RBMS1	-0.11475
ZNF445	-0.3505
NRXN2	0.0195
PGBD4	0.5275
UGT2B28	1.776
WBSCR16	-1.0226
NLRC3	0.786625
ASTL	0.45
ST6GALNAC1	-3.39825
ZADH2	-1.051375
MLLT4	-0.38375
ARL6	0.1475
MEF2C	0.03725
CBFA2T3	-0.378
AFF3	1.18121428571429
COG7	0.1255
MYB	-0.630333333333333
PLXNA3	0.3265
XRCC2	-1.59883333333333
MMS19	0.06975
ST8SIA5	-1.2035
CHPT1	-0.668666666666667
KIAA1712	-0.675
OR6X1	3.32
ACTR3	0.53225
UGCG	0.0913333333333333
OR4P4	0.556
ZAP70	-2.37575
LPP	0.738375
ZNF485	1.25675
PTPRCAP	0.63225
IL12RB1	0.76825
ATRX	-0.704
CHST8	-1.937125
C14orf109	0.28525
ARV1	0.4445
NMB	-0.512
COX5A	-0.699666666666667
EIF6	-0.05075
MPPED2	-1.78283333333333
SEMG1	-1.693
CHRDL1	-0.106
TRAF3IP2	1.4835
WNK2	-0.824375
LILRA4	1.80533333333333
LAMA2	2.653
PXT1	-0.176
RLBP1	-3.5695
CD300C	1.31075
SLTM	-0.479375
FLJ10404	-0.1136875
APOBEC3D	-0.9565
RENBP	1.27233333333333
ATXN7L1	-0.186625
NID1	-0.59
TUBGCP3	-1.219
ITIH5	1.19244444444444
CCDC110	1.5165
C8A	-3.114
MGC87042	-1.4835
HOXC13	1.36575
TFDP2	-0.8385
HCP5	1.857625
POLI	0.166
UCN	-0.228
ZNF764	0.825666666666667
C8orf45	0.7965
FHL3	-0.45125
SPATA5L1	0.023
MMRN2	3.166
NDST1	1.56583333333333
COL20A1	0.198166666666667
ZNF248	-0.720166666666667
PELP1	-0.794333333333333
MBL2	-2.94133333333333
RNF41	0.7
C5orf24	0.447
THOC5	-0.591625
SERINC3	0.0143333333333333
RP11-151A6.2	0.38025
CDCP2	-0.02025
HIST1H2AA	0.89875
C11orf75	0.568
FKBP7	-0.586
DDOST	0.05375
GPNMB	1.6595
TTF2	-1.47333333333333
KCNT1	0.101
SLC39A14	-0.877125
NGRN	0.4108
GPR137B	3.34625
MECP2	-0.387125
PSMA1	-0.18175
C16orf73	-5.19775
TMEM60	-0.7545
CSN3	-0.668
NOS1	0.264666666666667
RAB7L1	0.647666666666667
YBX2	0.4945
KIAA1166	-0.298875
FUBP3	-0.033
ABCG1	1.589
ACACA	-0.493666666666667
ARL11	2.3513
ATOH1	-0.089
ODF1	0.154333333333333
CREB3L3	-1.72833333333333
TMEM127	1.64564285714286
DSCAML1	-0.36425
PLN	2.1145
LYPLA1	1.26175
PRDM9	-2.0385
SASP	-1.15325
PLUNC	0.173166666666667
INTU	-0.399
HISPPD1	-0.75
LNPEP	0.597333333333333
YARS2	-0.504
APCDD1L	-1.107
ZCCHC4	-0.3613
FBXO22	-1.03116666666667
TTLL13	-0.2295
ZNF669	0.707
PTGDR	2.4575
DDX27	-0.78375
KIAA0409	0.266
GJB6	0.344
ASB8	1.23675
PLP2	1.25783333333333
MEPE	0.234
OR10J5	0.26
KRT222P	1.0445
COQ7	0.558
C1orf101	0.53475
RERG	2.2629
CHMP5	0.065625
THAP11	0.027375
ZNF43	-0.313166666666667
ZRANB3	-1.40583333333333
KRT13	-1.1015
MRPL19	-0.027375
RBBP9	-0.24225
SPATA17	0.86325
BXDC5	-0.384833333333333
PAFAH1B1	-0.0255833333333333
MAGEE1	-0.59825
OSTF1	0.56725
KIAA0323	0.320083333333333
TXNDC13	-0.929166666666667
CNTN4	0.254875
LCE1B	0.026
UNQ501	0.49525
ZNF154	0.19775
C3orf64	-0.17125
SYT5	0.7349
PON1	-0.0773333333333333
FLJ10357	-0.273875
ATP4A	-0.1945
GNPDA1	-0.9305
MGAT1	1.25766666666667
C14orf121	0.34475
SLC35B2	0.61375
MIER3	-1.0055
CHEK1	-1.4165
ZNF8	0.529666666666667
TXNDC1	-0.136833333333333
CKB	0.503
RTN3	0.707285714285714
FZD2	-0.769166666666667
PART1	-0.491375
PSMB6	-0.81525
PCDHB8	-1.617
PHC3	0.2601
PPP1R8	0.0561666666666667
NOVA2	1.52366666666667
TNFRSF11B	-0.242625
GOLPH3	0.218
UBLCP1	-1.12875
SUHW3	-1.14525
TTLL1	0.16175
OPN4	0.333
OR13G1	0.438
ZPBP2	0.134333333333333
HSD17B11	-1.763875
C9orf50	0.1595
DHDDS	0.107071428571429
CTSW	1.1947
NEFM	-2.96566666666667
MRPL28	-0.32125
SYN1	0.771833333333333
PIGV	-0.743166666666667
ZIM2	-1.3425
APBB1	-0.184833333333333
SND1	-0.45475
C1orf123	-0.568833333333333
CHD3	-0.7155
BHLHB8	0.6555
RNASE2	0.765833333333333
BCAP31	-0.106125
SLC25A44	0.391833333333333
CHD6	-0.0568
PIB5PA	2.66430769230769
SELS	0.754
LOC541471	0.38875
FAT2	-0.9955
ZNF81	0.887
OR4C16	0.5565
FLJ10081	-0.1068
LRRC4	1.98075
CS	0.980333333333333
N4BP2	-0.266875
IGFBP7	1.15775
ZNF318	0.313166666666667
NDNL2	-0.069
ZNF609	0.1545
SIRT4	0.087
EXOSC10	-0.19325
ECE2	0.428
OVGP1	1.313
GTPBP3	-1.17175
PACS2	0.5969
C19orf36	-1.4385
ARL4C	-0.073375
ATG4B	-0.24175
UBQLNL	-1.04775
RHOXF2B	-3.4915
PLEKHG2	0.367
GALR1	0.3345
AQP4	0.2105
HDAC7A	0.252
DCUN1D3	0.22625
OR8A1	0.848
CCRN4L	0.051875
CBR4	-0.632666666666667
KIFC1	-0.8735
SLC7A14	-1.2155
LHX5	0.017
TRPC7	-0.2145
LPXN	-0.16875
SERPINA1	-1.22775
RPS13	-0.2505
BPIL3	0.3165
PRKAA1	-0.0905
FADS2	2.5763
ENAH	0.0213125
PRO1768	0.1875
APBA2BP	0.12475
LIPH	2.88816666666667
C3orf33	-0.63225
RCC2	-0.327857142857143
ALDH1A2	-3.3094
RNF103	2.11175
AHCY	-0.5075
ALG12	0.4185
CCL17	0.937
ZNF543	0.816166666666667
ESRRG	0.7869
CNGA1	0.82225
RDH5	-0.9585
OTX1	0.5055
PTGFR	-1.70466666666667
CDR2	0.125625
SELE	3.012
NLGN2	-0.943333333333333
EXOSC9	-1.25375
ZNF566	0.0485
KLRC2	-4.405
GPR12	0.8625
KIAA0196	1.4895
PDRG1	0.73275
SSR3	0.0816428571428571
MSI1	0.0685
CST9	-0.3145
CC2D1A	-0.51225
PLAGL1	0.0610555555555556
ZNF778	0.2855
RNF2	0.205375
KLF6	0.253666666666667
THBD	1.2875
tcag7.1314	0.20575
NR5A1	0.0738333333333333
ABCD2	0.06575
DNAJC7	-2.58225
CLEC4C	-0.154
TM2D3	0.2315
CCDC4	-1.44
PLAC2	0.685
DCD	0.168
FAAH	1.085375
POLA1	-0.638833333333333
TM7SF2	1.555625
FLJ39822	-1.38483333333333
FLOT2	-0.585375
MAP4K1	-0.0686666666666667
SRP68	0.274875
C21orf74	-0.763
ARPC5	1.08425
LOC126075	1.77075
HECW2	0.159625
ZDHHC4	-0.22975
ANKRD42	1.2178
PDE9A	-1.71566666666667
ABCA8	-0.8825
NDUFS2	0.14325
UBR5	0.988875
BTBD16	-3.22
LOC554174	0.353
ZNF20	0.1945
KIAA1843	0.6405
WDR17	-0.590625
C15orf33	-0.0655
RNF113A	-0.88825
CAMKK1	0.332
CLCN2	-0.16325
ANXA6	-1.064
LOC340069	0.3775
EMID1	-0.119375
DPM3	-0.968916666666667
ELA1	-0.303
SLC25A13	-1.4132
KRT24	2.69375
SMPD1	0.406333333333333
TH	0.41425
COL6A2	0.930928571428572
ANKS1B	-0.584666666666667
GPR126	-2.119
ZC3H12A	1.466
TMEM47	0.246333333333333
C2orf51	-0.136333333333333
C1orf88	2.68616666666667
HSF2BP	0.587
AKAP10	-0.43625
RPAP3	-0.0615
KLHDC8B	0.379875
STOM	0.8657
MUPCDH	0.373875
C10orf72	-0.673875
PLEKHA3	0.216416666666667
TCP11L1	0.53625
CWF19L1	0.220625
SPEF1	1.54469230769231
YSK4	0.7695
ELN	0.706
SAMD8	0.914
MPI	-0.378166666666667
MEPCE	-0.0084
ABCC3	0.019
NANOGP1	-3.594
KCNK17	1.137
HLA-DMB	4.78333333333333
RRAGA	0.41625
ANGEL1	0.03425
RBM32B	0.344
CPN1	-3.17025
MGC52282	0.2711
HLA-A	1.82683333333333
OR9G4	-0.046
EDNRB	-2.45375
SCD	0.212571428571429
C14orf80	0.361333333333333
BAGE2	-0.6585
RABL4	0.804833333333333
RCVRN	-0.302
SHANK1	-0.463
NLRP7	-1.211
CD226	1.7555
STAT3	0.767625
SYNJ2	-1.5484
TPCN2	0.4325
WDR36	-1.19533333333333
MBD4	0.4465
ROBO1	-0.5111
ST3GAL6	-2.77
SLAMF8	3.92933333333333
ATN1	0.362166666666667
GPR141	0.211
KRT36	0.329
TPH1	0.5665
DDX52	-0.255
ZSCAN29	0.666
TRPT1	0.540833333333333
DPEP3	0.93125
DENND4A	-0.98225
TSPAN16	-1.0895
PTCHD2	-0.917
LOC145814	-0.99025
CAP1	0.741
EIF5A2	-0.2256
NT5DC3	-1.444375
SEPT9	-0.964375
SEZ6L2	-0.228875
EGFLAM	2.6825
VPS11	0.5015
NDUFB5	-0.448833333333333
CIDEA	2.83233333333333
IER5L	0.175
N6AMT1	0.703
FAM83C	-0.12125
OXR1	1.42066666666667
IRX1	-0.0995
DGKB	-0.692166666666667
GCN5L2	-1.99325
MIR16	0.795875
FBXW9	-0.31325
WDR4	-0.866333333333333
PDC	-0.039
VPS33B	0.054
HEXB	0.11425
FLJ32214	1.105
TCEB3	-0.33225
CRLF1	-3.41725
ABI3BP	0.41475
C8orf22	-4.43175
PYCR1	-0.096375
KIAA1706	0.01725
CDK5R2	0.76675
WAS	0.634
C12orf60	-1.25025
CCBL2	-0.529375
MADD	0.3455
C5orf34	-1.33725
WDR42A	0.2826
KLF12	-1.11525
HSPA1A	1.26025
ITM2C	-1.46141666666667
DAPK2	1.7805
LOC442590	-0.5645
SUMF2	-0.117375
CENPA	-1.68076923076923
TMED5	0.215
CDH6	-1.2992
BRP44	0.059625
THG1L	-0.44775
GABRA2	-2.64925
C14orf166	-0.17225
MYL1	-1.5756
TNFSF18	-0.4415
PAP2D	-1.86066666666667
PPIB	-0.04625
KLHL4	-1.092375
SFN	-0.741833333333333
CCDC127	0.787
FRAP1	-0.80075
GOLGA5	1.42125
SDCCAG1	-0.34775
MGC21675	0.343833333333333
C10orf95	-0.58075
KIAA1345	-0.553666666666667
C1orf163	-0.7965
LACE1	0.234
OR10K2	0.025
CENPN	-1.32636
TMED2	0.28025
UGT1A6	-1.3495
ANG	-0.61975
U2AF1	-1.23
CASC2	0.7055
NMT2	-0.412166666666667
OSGEPL1	0.0325
DFNB31	-1.0915
SLC6A20	0.4095
DKC1	-1.38025
FXYD4	-0.944
WDR64	-0.3275
MGC5590	0.6875
CREBZF	0.0563333333333333
DAZ1	-0.852
PRPSAP1	-0.7845
GCHFR	0.44575
TTC7A	0.157875
LOC196993	1.7765
UBD	1.50566666666667
S100A1	0.973125
RPL6	0.1365
DNAJB6	0.12445
NAGS	0.2171
