Hybridization REF	TCGA-B6-A0RV-01A-11R-A084-07
ZNF205	0.4865
LOC162073	0.873
COX7A1	4.8825
MAGEA1	-5.26533333333333
NEDD8	-0.26325
KLHDC5	-0.569166666666667
C3orf19	0.501
MRPS2	-0.9745
POLR3H	0.597214285714286
ABHD11	0.8357
TMEM17	1.5025
PAIP2B	0.6108
MAT1A	-3.84925
LGI3	0.0325
THUMPD2	-0.22275
TKTL2	-0.02025
XAGE3	-1.73983333333333
CALM3	0.348333333333333
C6orf136	-0.848166666666667
KCNC4	0.426333333333333
RGS9	1.04383333333333
ACIN1	-0.8095
SPATS1	-0.2455
XKR8	-0.0095
FAM84A	4.77316666666667
MS4A7	5.30409090909091
AGXT2L2	0.28325
OR1F1	-0.0365
SMAP1L	-0.170333333333333
IPO11	0.572125
ZC3H11A	-0.1900625
C1orf151	1.24775
RNASEH2A	-1.50125
CCR10	-1.1725
TXNDC11	0.263583333333333
TMEM112	0.415
MAP1B	-1.31807142857143
NVL	-0.282
PKM2	-1.3391
ARC	0.4005
NUP54	-0.192
PPFIBP2	1.7885
STAT2	0.960125
PTAFR	1.94683333333333
ROBO2	-0.313375
RNF40	-0.780833333333333
CCDC135	-0.632666666666667
IFT81	-0.0874
MORF4	-0.12825
TM7SF3	-1.037125
OR10H3	0.506
ABP1	-0.1555
CHRD	0.846125
PLEKHA8	0.706166666666667
NCALD	1.58341666666667
OR5AK2	0.19725
ACCN1	-0.224
SLITRK1	0.0155
ARMET	-0.105
C9orf52	0.0365
REEP4	-1.7665
MTSS1	1.728375
ADH1B	2.1905
DLD	-0.5825
CDK5	-0.2945
PPFIA1	0.01975
WFDC3	0.2285
DNAJB12	1.00021428571429
RANGRF	-0.592
MLANA	-4.4755
AMY2B	-0.2195
KIAA0319	-1.032625
RPS7	-0.486
JAK3	-0.0327
ARFGEF1	1.065
CXCL5	0.54775
TRAPPC4	-0.17925
CETN2	0.86525
HSPC111	-1.213
RHOBTB3	-2.2279
PHLPP	-1.163
RGS10	1.236
TMEM58	0.2205
CHERP	-0.038875
HSP90AB3P	-0.397833333333333
FSTL3	-1.3565
PEX11A	1.34725
OR5V1	0.6465
FCN3	2.51525
PTPN3	1.00975
NPTX1	-4.954875
C21orf84	-1.267
C11orf51	0.153875
ZBED2	1.419
FLJ90757	0.4435
NPY2R	2.74925
PLD3	-0.04975
SYT17	2.62383333333333
SGSM2	-1.0385
OR1A2	0.0925
FOXP1	1.67475
SLC5A1	1.80025
POFUT1	-0.6318
EPHB6	-2.64216666666667
MYO1G	-1.735375
STAC	-1.3824
KLHL17	-0.826
RGMA	1.2039
TJP2	-0.1874
FAM114A1	0.455333333333333
SERINC1	1.28275
SLC9A8	0.213
PEX19	0.472125
EDN2	4.46375
PSMD7	-1.22322222222222
C3orf41	-0.517
UQCR	-0.16375
PPP1R3C	1.238
LRP4	-1.88783333333333
TM2D1	-0.0285
TTC17	0.39
C4BPB	-4.295625
CCL25	0.325
ZNF253	0.5875
CHRNA9	-3.71175
SOX11	-2.93525
HIVEP3	0.741
CGN	2.06183333333333
C3orf35	-0.092625
PKD2L1	1.1805
SYVN1	0.07725
PDE8B	-1.323875
LOC439951	0.5235
LTC4S	2.466
MIF4GD	-0.3475
SMARCA2	1.4821875
TUBGCP6	-0.324333333333333
CABLES1	0.99175
C16orf77	1.9
ZNF791	0.37875
FUT5	-1.246
ADH6	-1.75616666666667
P4HB	-0.18425
CLDND2	-1.41775
ALKBH8	0.5075
PLAC4	-1.64425
F11R	0.2475
MGC35295	0.118
PDZD4	-0.753333333333333
LOC389073	-0.33
FAM80B	-0.749
PSMB1	-0.552
TXN	-0.344166666666667
VIPR1	1.4998
WBSCR18	0.4385
EXOSC6	-0.8275
ACTA2	3.63416666666667
SP5	-1.478
ANKRD1	-2.431
DDR1	1.4303
ATP6V1D	-0.14475
PTGS1	-1.58716666666667
RNF157	-1.29175
DCC	-0.40425
SPAG7	-0.5895
FBXO18	0.03125
UBE3C	0.0827
HOXC6	1.1835
LRP2BP	0.0281666666666667
MYST2	-0.3175
PDSS2	0.263
ATE1	-0.07125
ARAF	-0.19025
KLF10	0.098
PLA2G2E	-0.024
ASCL1	-0.543666666666667
TSNAXIP1	0.70925
FAM131B	-0.297625
IFNA10	null
NUP43	-0.7675
FAM44B	0.248625
L1TD1	-5.40633333333333
NMD3	-0.72825
C18orf54	-0.4696
PHOSPHO1	0.45
RAG2	-1.1945
EMILIN3	-0.418
METTL3	-0.55225
VPS13C	0.27325
REXO2	-1.05325
ANXA4	0.06075
CA1	-1.153
DCP1B	-0.01325
TULP3	-1.279
ATP2A2	0.0171428571428571
ATIC	-0.59175
ADAM15	-1.02825
NPL	0.4495
LGR4	0.529625
UEVLD	0.7575
GAB1	1.37475
SNAI2	-0.605333333333333
ZGPAT	0.0467
SNF1LK	0.053875
DLEU1	-0.5825
UBE2Q1	0.227875
ZMYM6	0.3695
JPH3	-2.10216666666667
FAM38A	-0.843666666666667
PXK	-0.0538333333333333
DENND2D	3.04
BAX	-1.5385
CP	-1.70445454545455
RPL37	-0.2547
G6PC3	-0.541375
NCOA4	0.182833333333333
LRRC14	0.002875
GORASP1	0.56825
FCHO2	1.155125
CYP24A1	-3.4067
FXYD3	2.547375
SMARCAL1	0.32725
ABCB8	0.213
CCDC44	-0.434
PRDM7	-3.05125
USH1C	-1.43975
DNAH5	1.85333333333333
SRF	0.3855
MAL2	3.01383333333333
PGPEP1	0.0550833333333334
SIN3B	-0.33275
SEMA3C	1.55816666666667
GRAMD3	2.24425
FBXO10	-0.041375
OR5D13	-0.00750000000000001
FLJ31818	0.150375
CACNA1I	0.600875
S100A13	0.9135
TP63	2.88571428571429
ANXA11	0.7316
WDR66	-1.294375
CSF2RB	0.2575
IFI44	1.85175
DACT1	1.536
ANKRD23	-1.823625
ATP5G1	-1.62066666666667
C21orf70	-0.536
PPWD1	-1.10525
DNAJC13	0.022
PAH	-5.0835
PTCH2	0.58575
TRMU	-1.44775
CCDC9	0.141
USP3	0.1322
DCLRE1C	0.0381
FAM55C	0.672
FRMD4B	2.419
CYP2R1	-0.15225
RFPL1	0.2197
XPO5	-0.735
ARL6IP2	-0.7165
OSBPL5	1.262
MMP9	3.98118181818182
KIAA0802	-0.2555
DHRS2	-4.0605
SGEF	0.370125
TXNDC10	-0.5037
EXOC6	1.49825
RPS27	0.585666666666667
PNCK	-0.1605
FSTL1	-1.11625
AACS	-0.3
SLMAP	0.2405
SAMD4A	-1.1541
ABRA	0.436
SMARCD3	2.22925
PKNOX2	-2.40966666666667
A4GNT	0.09
C9orf39	0.495166666666667
RALYL	0.14525
MGC33556	-2.599
C10orf25	-0.913
BBOX1	3.6105
NHEDC1	0.374
XDH	-0.27675
GCSH	-1.8385
EDN1	1.7755
MTERF	-0.1515
CLK4	0.60625
ZNF799	0.726
KCNG1	-2.062
CXCR4	-0.296333333333333
PTPRR	-2.76075
IRAK1	-0.538625
LOC401397	-0.19675
TMSB10	0.886714285714286
CXCL3	-1.846
TMC4	2.456
OR7A10	-0.3715
STYK1	1.06825
CHRNA10	-0.29375
CCNI	0.716
EP300	1.00542857142857
LOC165186	-0.459
HIC2	-2.37475
SDR-O	0.097
OR2W1	0.7695
KCNA6	0.1395
TRIM74	-2.2555
REEP6	1.26625
ATP5G2	0.0435
ERG	0.989625
TMEM42	-0.04425
PARN	-0.1795
SOD2	-0.6699375
DIRAS1	-0.178
PNPT1	-0.948
JOSD3	-0.92125
hCG_40738	0.1935
PDE1C	-1.0245
SEMA4D	0.3095
AGPAT1	-0.121666666666667
NOSTRIN	1.6965
MAP3K3	-0.509833333333333
MAX	0.761642857142857
CAPS	2.822
SERPINA12	0.253
OSBPL8	0.0065
RICS	1.5917
NR4A2	3.95483333333333
PPCS	0.918
LONP1	-1.44875
SCYL3	1.01325
HERC2P2	-1.27416666666667
FIBCD1	-1.3085
C15orf41	-0.6935
DMC1	-1.545
C20orf27	-1.28375
RPS6KA5	1.148
FAHD1	-0.121333333333333
SLC12A4	-0.5915
BRCA1	-1.83391666666667
GBL	-0.33325
SLK	0.3425
NUDT9P1	-0.058
NOXO1	0.9875
USP52	-0.852
BAZ1B	0.27925
SLCO2B1	2.24825
BBS12	0.989
LRGUK	0.474833333333333
TERF2IP	-0.2005
COL1A1	4.007
KIAA0090	0.02125
GRK5	0.086
AP1S2	-1.2156
TMEM52	-0.228333333333333
CA11	-0.3785
OR4A15	0.295333333333333
ACBD3	0.8151
SPAG11B	0.2865
PRDM2	1.0997
FOXP3	0.43725
SMYD3	-0.3065
LOC389199	0.609
LGI2	1.00466666666667
NAPE-PLD	0.283
ANKRD6	0.9935
WDR45	0.367666666666667
SHROOM1	0.5035
PSCD3	0.557
PYY	0.477
KCNC1	-0.5415
ARHGEF9	0.1136
OR8J1	0.2355
GPR55	-0.145666666666667
NS3BP	-1.9395
C10orf22	0.389
NAT8L	-2.39825
DUSP4	1.44266666666667
FOXM1	-2.63433333333333
GRAMD2	1.6582
ZBTB48	-0.1515
BUD31	0.1935
PABPC5	0.4795
CCDC41	0.00325
FBXO11	0.135333333333333
C6orf148	-0.75625
RFXAP	-0.79925
C6orf15	0.294833333333333
CDK8	-0.569
C6orf70	0.39225
TESSP2	0.0805
ALG2	0.378
PPP1R3D	1.13425
TPM3	0.520611111111111
SYT13	4.367
EPB42	-0.743333333333333
CETN3	-1.049
PRY	-0.0635
NTHL1	-0.665833333333333
POLR2B	-0.147
RPS28	0.5245
P2RX3	0.2485
LYZL4	0.1535
WBP4	0.1991
PMM1	0.14925
C11orf79	0.18025
CBLL1	-0.77775
IL1F10	0.222
VAX2	-0.11
SETDB1	-0.0858333333333333
LRAP	-0.877333333333333
GCLM	-0.5985
CPEB3	2.24025
PPM1A	0.56375
INTS1	0.1855
CAMTA1	0.608416666666667
SAMSN1	-1.6885
LOC158830	-1.542
GMPPA	-0.378375
AIPL1	0.147
IL24	0.674583333333333
BDKRB1	-0.196166666666667
MLF1	0.8507
TAF12	0.1035
ID1	-2.380875
THADA	0.13925
PIK3CB	-0.237
OR4N5	0.2265
TBC1D17	-0.542
COX8A	-0.39575
CDCA4	-0.65825
C2orf44	-0.54775
ZNF534	-0.96675
IMMP1L	-0.08475
NIPSNAP3B	0.233125
FTMT	0.370125
PWP2	-0.517833333333333
MMP15	-1.1135
DNAH11	-0.96075
MTMR14	-0.173125
DNAL4	1.38475
IPP	-0.48175
TMEM59	0.7655
C1orf157	-0.1295
RGS4	0.4665
DDX18	-0.102833333333333
SNX6	0.2955
ZNHIT2	0.633833333333333
NCDN	0.044
FLJ33534	0.0735
RAG1	-1.550375
OR4D10	0.4065
PTPN5	-0.703666666666667
POMT1	0.286
LRRC8A	0.4179
CYP1A1	-0.60075
CAPN1	0.0433333333333333
DDHD2	2.04175
GRIK2	-0.08225
GNRHR	0.582
PPBP	-0.0895
HTR3A	-0.7075
SLITRK4	1.4685
ANKRD49	-0.1755
BTF3	0.2523
SARS	-0.031
C13orf18	0.332666666666667
CACNB1	-0.332857142857143
QKI	0.0622272727272727
SETMAR	0.756875
MAN2B1	0.769333333333333
EML3	-0.745
ACADL	-0.6585
OFD1	-0.104625
DEFB114	0.6025
CGA	-3.6729
PEX16	-0.103833333333333
LRRC10	-0.535
GNG12	-0.0305
C1orf152	-0.317666666666667
CHRM1	0.236
CD53	0.50325
DBH	-0.87875
TFAP2B	4.652625
HIST1H2BJ	-1.30583333333333
FAM46D	0.878
TMEM11	-0.71325
C3orf32	-2.62
PCCB	-0.63575
IPO13	-0.162875
C6orf105	-2.7745
COMMD5	0.372
SUV420H1	0.4119
LTBR	0.08275
ARHGAP15	-0.4035
HDHD2	0.36075
TDRKH	-0.3475
LOC401052	1.02
PSG4	-0.96675
GNB4	0.1799
SPATA4	2.59225
SLC9A3	-1.304
OSBP	0.692333333333333
NBPF3	0.222416666666667
DOCK11	-0.3445
SLC39A5	-1.80816666666667
PRR5	0.8354
C10orf63	0.040125
SMTNL2	-1.1825
ADRA1A	-0.0865
ASAH1	1.063
DOM3Z	0.0325
GIPR	0.8525
AHI1	-0.194
NADSYN1	0.266666666666667
RGS14	-0.2791
IL18BP	0.948
RTN4RL1	0.601916666666667
ARMC6	-0.6265
PSMD5	0.495333333333333
HK3	0.8947
OR4S1	0.28125
RSU1	0.5372
MAD2L1	-2.21877777777778
EIF4A3	-0.8205
DLEC1	-0.6295
E4F1	-0.22
CHMP2B	0.5421
CAMSAP1	-0.24375
RPS21	-0.987
ARID5A	0.1235
UBE2N	-0.2262
IGSF8	0.5545
MAGEB6	-1.139
ACAD11	-1.2951
MGC4172	-1.58175
LMO4	-0.0505
KLKB1	-0.222
HP	-1.027
HDAC3	0.2305
SCHIP1	0.1435
CLCA1	-0.323
OLFML2A	0.798125
C1orf112	-1.31275
KIF19	1.04008333333333
HAPLN4	-0.1848
CXCR7	-1.20416666666667
GOT2	-0.7358
RAB38	1.308875
DCX	0.88525
PPM1H	-0.659
NFYC	0.424583333333333
KIN	-0.174875
ZNF228	1.04475
PLSCR4	2.62466666666667
HIG2	0.20775
FAM79B	3.9815
C21orf86	-0.3181
KCNK10	1.39375
ZNF738	-1.012125
FSTL5	-0.9912
OR6A2	0.184
OTOA	0.994833333333333
EXOC1	0.201625
AHRR	-3.228625
PDAP1	-1.33341666666667
C19orf6	-0.377625
ZAN	0.219
LY6G6E	-0.1465
EIF4E2	-0.3635
C20orf198	-0.101
ZNF324	0.3275
CYP3A5	-2.952
ENTPD7	1.63683333333333
MBOAT5	-0.356166666666667
GJB5	-0.99525
TTC13	-1.03
S100Z	-1.37183333333333
KIAA0664	-1.2665
PDGFRB	1.80583333333333
IL17D	-1.04675
OR56B4	0.261
RDX	-1.96733333333333
SLC34A3	0.569
IL28B	-0.1895
JUND	1.1595
CHRNB1	-0.481125
CAMK2B	0.687
FETUB	-1.6365
CXorf23	1.523375
MRTO4	-1.092125
TTC3	0.8297
NDUFB8	-0.317833333333333
EDG2	0.1
SEMA3G	2.0515
IL23A	-1.04425
GRHL1	1.1609
LOC441054	-1.249
WDR65	0.770625
PSTK	0.007
STOML3	0.300833333333333
R3HDM2	0.1093
C5	-1.55775
SLC2A10	2.12
C3orf22	0.318
PAQR3	-1.14361538461538
ANKRD26	-0.115916666666667
HCRTR1	-0.032
LOC399947	0.06275
PSD2	0.18625
TIGD2	0.134833333333333
SCRN1	-1.0055
COQ10A	-1.34425
DDI2	0.4085
METTL7B	-1.16483333333333
UCN2	0.10675
FAM92A3	-1.536
WDR16	0.15725
ZNF511	0.279666666666667
ZMYM5	-0.372
POLR3G	-2.05625
ZNF586	-0.01925
C1orf49	0.214833333333333
TANK	0.7455
RCAN1	1.76966666666667
PELI3	1.107
LIMD2	-0.448833333333333
TMEM189	-0.472
NTN4	2.46825
LOC151300	1.25
CLEC2A	-1.2405
GPR135	-0.558125
DPYSL4	-2.9961
JAK2	0.769833333333333
TSHZ1	1.1325
TM9SF4	-0.32075
ZNF264	1.0115
SIRPG	1.618
BICD1	-0.76275
HERC6	2.739
METTL5	-1.0975
CASP1	1.30325
PRRT1	-0.257666666666667
PLA2G4C	1.96733333333333
ICA1L	0.480142857142857
TPTE2	-0.256666666666667
OTUD7A	0.64
AQP11	-0.479
APOA2	-4.4629
KALRN	-0.5061
SECTM1	0.273583333333333
IFNAR1	0.24125
TALDO1	0.09
RAB11FIP4	0.16525
EIF5A	-2.0975
FAM49A	1.7325
NEGR1	-0.000333333333333357
YTHDC2	0.5635
EHD2	-0.70025
NCF1	1.7283
SCRT2	0.4055
HOXA5	0.578333333333333
NUP133	-0.11375
FGF12	-0.4801875
SLMO2	-0.560875
SNTA1	-0.003625
CACNG2	0.35475
GCM1	0.45175
ELF1	0.627833333333333
TLR5	3.72025
TCFL5	-1.341
RBMY2FP	-0.756
LOC100125556	0.354625
FAM129B	0.065625
MAP3K7IP1	-0.21275
NCK2	-0.0385
OXA1L	-0.80525
FMO9P	0.0175
ZSCAN12	0.291
PSMD12	-0.691666666666667
HSCB	-0.17775
CLDN10	-3.341
MGC13053	-0.64875
HPCAL4	-0.442166666666667
ASZ1	-0.45
MEX3D	0.549416666666667
NFAT5	-0.614
CSPG4LYP1	-0.426166666666667
FBXO3	0.8684
DVL1	-0.236
CMKLR1	1.85516666666667
TYMS	-2.347875
PEF1	1.05775
ZNF750	2.0055
MCM5	-0.7604
MEGF11	-0.48875
KCNK7	-0.2445
PTP4A3	-0.484
C1QTNF2	-0.513666666666667
OR6S1	0.095
FAM122B	-1.1205
ZNF551	-0.58775
HBQ1	-2.5695
GEMIN6	-0.645
ARSK	0.198
RBP7	3.1615
CPNE9	-0.05725
DSC1	1.7065
LOC730112	-0.776
MAP2K4	0.308375
HS3ST5	2.26
EPB41L3	0.28225
TEKT2	1.8925
CDKN2B	-0.152583333333333
ZNF480	-0.5815
MAP3K6	1.0246
MAP6	1.3915
HN1	-1.0034
OR2L13	0.369166666666667
SLC16A11	0.78525
FAM96A	-0.5755
APOL1	0.36325
C5orf32	-0.416
RTP1	-0.507833333333333
RNF175	-0.101875
ZBTB41	1.15825
AHCTF1	-0.5939
SAE2	-0.171
ITGA2	0.268333333333333
MME	-0.139833333333333
CCDC14	-0.9515
MAST4	2.09142857142857
KRT33B	-0.249
KCTD2	-0.133333333333333
WDR26	0.330083333333333
MFI2	-0.156875
NR4A3	0.352375
ARSA	1.4225
UNKL	-0.141833333333333
SULT6B1	0.0425
CCNA2	-2.612
SOX15	-0.7075
PPAPDC1B	3.60866666666667
C19orf44	0.4425
MCAT	0.857333333333333
ARID1B	0.3285
OR52N1	1.2965
C12orf48	-1.483
MAGI1	1.014375
NIPA2	-0.131
GBX2	-2.04275
RSHL3	0.478625
RAVER1	-0.0243333333333333
C15orf17	0.06375
SLC30A2	0.145625
ZNF518	1.38777878078145e-17
PCYT1B	-1.29725
C10orf114	-1.52675
EIF3H	0.305916666666667
SLC25A39	-1.0785
KIF1B	-0.035125
AMOTL2	0.7675
C6orf120	0.706125
PSRC1	-1.71575
PLA2G10	3.895
KIF5C	0.02525
MRPL37	-0.7395
C17orf62	-0.161666666666667
C9orf135	-1.31016666666667
DUSP10	-0.2219
CLCNKB	-0.292
PSMA5	-0.3245
C8orf53	0.54025
AMPD3	0.462833333333333
PIAS1	-0.1895
ADCYAP1R1	-0.21
GYLTL1B	-0.073
CDH20	0.168166666666667
FBXO7	0.075
TMEM134	0.809166666666667
FLJ14213	0.169666666666667
ZNF3	0.151
LRRFIP1	0.4825
CNOT2	0.373833333333333
ABI3	2.5945
ALDH5A1	-0.459083333333333
HNT	1.1976
SERPINA4	-2.5475
TK2	0.259166666666667
STMN1	-1.08211111111111
GUCA2A	-0.016
GALNT10	1.00064285714286
DPP6	-0.7297
C9orf93	0.132
PRELID2	0.322125
STK39	1.095
SFTPA1	-0.992
CKS2	-1.38055555555556
RHO	0.27925
C20orf135	-0.33925
XKR3	-2.3555
CR1	0.094625
RPS6KA2	0.789428571428571
C20orf112	0.52225
MRPL22	-0.53475
C4orf23	0.5475
GADD45B	0.731
KLHDC1	1.94633333333333
C2orf48	-2.2525
ZNF287	1.081
DAAM2	-1.0575
DPPA2	-2.83683333333333
TCTN3	0.541333333333333
DNAJB11	-0.044625
FPR1	2.72875
DEFB4	-0.019
PTCD2	-0.6256
SMOC2	4.62166666666667
CABP7	0.5545
SERPINB11	0.08575
MAGEF1	0.0605
NDE1	-0.382333333333333
ITGA10	0.343
FSHB	-0.5585
ANXA2	0.332
HORMAD2	0.153
HLCS	0.273
MCF2L	1.66791666666667
FH	-0.829375
TBC1D24	0.60375
KIAA1505	1.65125
LGALS2	0.7975
CNBD1	-0.004
SYNPO2L	-0.7075
PTPN23	-0.0963571428571429
C1orf183	-0.305666666666667
MAGEA8	-2.68575
DGCR8	-1.10925
GSR	-0.50275
PAQR7	-0.03525
ZNF676	-0.12625
CACNA1C	-0.2407
SP7	0.109
PDCD6	-0.43725
NRN1L	-1.5395
BRI3BP	-0.90625
KIAA1183	0.58375
ASB4	0.225
CCL23	1.587
OBSL1	-1.4145
SLC12A7	0.733
KIAA0240	1.588875
CD1B	-2.2115
FCGR2A	1.35
MDC1	-1.30875
HTR1A	0.315
OCEL1	0.397
ATP11B	-1.0706875
FBXO34	0.302666666666667
PCDH12	3.32
RPE	-0.51325
C17orf74	-0.047
CSDC2	0.609166666666667
PET112L	-0.2435
TMBIM1	0.594
P2RXL1	-1.1085
TCHP	-0.42625
TRMT1	-1.167
F2RL2	1.24833333333333
LRRC32	2.9905
IMPG2	0.2355
BGLAP	-0.00225
LOC493869	-0.729916666666667
MRAS	1.325375
SLC35F5	1.0575
CBWD1	0.405
AXL	-2.018375
ATP2C2	2.68175
TELO2	-0.4595
PNPLA3	-1.3345
PCDHB14	0.381
CD276	0.3715
KRT80	-1.662
DUSP28	0.3515
CSNK1E	0.16575
SRP14	0.76
KCNQ4	-0.223
KRT72	-0.183333333333333
CCDC117	0.675875
C6orf89	0.232666666666667
TUBB2B	-2.39866666666667
RTN4IP1	-0.78275
CR1L	-3.87433333333333
CEND1	0.194375
C12orf41	0.0235
RNF31	0.40825
UBN1	-0.296
C17orf32	1.44675
SLC5A7	-0.02425
GPR92	0.600333333333333
ESAM	2.4662
CTNNA1	0.502833333333333
HRBL	0.0667
CBX4	-0.744
TMEM182	0.3535
SH3TC2	-0.6335
IL10	0.764
PXMP4	0.5145
RNF167	-0.6747
PAK7	2.22333333333333
ETV3	0.0985
ATPIF1	0.0718333333333333
LOC554207	-1.26083333333333
OR8H1	-0.07725
WDFY3	1.1975
DPM1	-1.3695
GPSM1	0.1425
WDR92	-0.1464
LRP1	0.126833333333333
ANKH	-0.180375
THUMPD3	-1.148
POLR1B	-0.64125
OLFM4	5.7405
RAD9B	0.28825
TSPY2	-3.489
PAX6	-2.11966666666667
SCG2	-3.091375
SLC17A6	-0.0255
FMO3	1.923625
PADI4	-0.1155
TUBB4	-1.0043
NLK	0.64875
POU4F3	0.3865
SDF4	-0.31175
ITGBL1	0.521333333333333
NETO1	-1.62475
TAP2	0.733875
ABBA-1	-0.557916666666667
GNAI1	-0.20975
VPS4B	0.67075
NOPE	0.0465
GALNT6	2.2635
SESN1	0.918625
GBE1	-1.89333333333333
CLASP1	0.00524999999999998
RASGEF1B	0.658875
ACOT11	-0.159071428571429
AFAP1	1.25125
OR2H2	0.03375
DPY19L2P1	-0.53325
DZIP1	-2.3365
SEC22C	0.30125
GPR161	-0.982166666666667
RNF146	0.41725
WDR74	-0.87975
GALP	-0.452
PURA	0.3155
DNPEP	0.571
RP11-78J21.1	-0.46675
ERBB2	1.523375
FANCM	-0.870916666666667
NEO1	1.27816666666667
DDX3Y	-4.7784
RPS3A	0.62325
MXRA7	-0.457
LGALS3	-0.463833333333333
GLT8D1	0.32625
CFL2	-1.50733333333333
UPB1	0.07925
NAP1L5	0.066125
CLDN14	-1.44025
DHX38	-1.06075
BTBD1	-0.28725
TARS2	-0.490166666666667
ABCF1	-0.4705
FCF1	0.712333333333333
LRRC49	-0.1355
GUCY1B2	-1.479
C1orf177	0.248333333333333
SMARCA4	-0.669428571428571
LRP8	-3.50166666666667
TAGLN3	-0.9555
MRPL14	-0.3785
TTRAP	0.053
ZDHHC20	1.02775
NFE2L3	-1.00925
KIAA1377	1.243375
PALMD	2.5098
TMEM43	-0.2535
TTL	-0.894125
STAT5B	-2.05483333333333
SSB	-0.758
OR10H5	0.1815
SLC22A13	-0.82925
AKAP3	0.637
TIMM23	-0.1675
OAS2	2.29183333333333
KIAA0423	1.21825
TRIM11	0.0576666666666667
GLIS3	1.266125
TMEM50B	1.209
ARHGEF4	-1.46275
DEGS1	-0.812090909090909
TBL1XR1	1.4015
G6PD	-2.16075
SP140	0.9303
MUC17	0.189857142857143
NUDC	-0.2956
DNAJC5B	0.819833333333333
SCARA3	-0.1535
CPA3	4.7325
BCAT2	0.4175
MFN1	0.0721
NRG3	-1.0085
SNX11	-0.03125
PLEKHH1	-0.3535
GPR177	-0.0963333333333334
HCFC2	0.16775
TCAP	-1.08575
MOCOS	-2.73125
C14orf93	0.05875
PRDM10	-0.423166666666667
SLC16A4	-0.221333333333333
SRGAP1	-0.12
VIP	0.779
DUSP27	0.643
LILRA1	0.6414
MC2R	-0.063
MGC24103	-1.074
MBTD1	-1.43
FUT11	-0.76
USP33	0.4966
C15orf39	-0.86625
MAP3K12	0.075625
PAAF1	-0.528166666666667
BARHL1	0.1535
FLJ16165	-0.1465
PIWIL2	-2.93125
SYNE1	0.540083333333333
CMTM4	0.25875
TSPYL1	1.2151
GUF1	0.343
TMEM157	1.31
WDR44	0.34625
HIST1H3C	-0.431
DKFZp666G057	0.14675
RNPEP	0.225
GAS2L2	-0.25
ADH4	-4.467
GRPR	0.914666666666667
FBXL17	0.58875
ZBTB10	0.437833333333333
Gcom1	0.798555555555556
HTRA1	1.7249
ZNF585A	-0.0653333333333333
SLC26A2	0.263357142857143
OTOP3	0.416833333333333
WISP1	1.00155555555556
ATP2B4	-0.901666666666667
FLJ10769	1.053
CRAMP1L	-0.151625
CHST12	-0.1315
RAB22A	0.106916666666667
TARDBP	-0.210714285714286
STAU1	-0.36625
CRB3	2.3335
MIG7	-0.67125
CHMP1A	0.0955
ZNF160	0.038375
B3GALT6	0.411125
BARX1	-1.227
C6orf167	-1.0989375
NXNL1	0.257
DHX29	0.46725
HADHB	-0.2835
PLXNB2	0.921875
ILDR1	-1.5445
SLC15A3	1.95625
GAS2	-3.29166666666667
C20orf69	-0.6295
NUMB	-0.09025
TNIP1	0.331
MESP1	-0.668833333333333
PSKH1	-0.30325
NSFL1C	0.007375
RHOG	-0.10975
HEY1	-1.97516666666667
KNG1	-1.69375
ITGAX	1.3349
LIN9	-0.4545
CANT1	0.454625
XRN1	0.191071428571429
CCDC96	1.1008
HEATR6	0.304166666666667
GNG7	1.12008333333333
RUNX2	0.5380625
SOX1	0.138833333333333
FCRL5	0.8281
ZNF99	0.368375
FAM9A	-0.2665
SNX22	0.399
MBNL3	-2.25666666666667
ODC1	-2.0678
ADORA2B	-2.82333333333333
NR2F6	0.41075
ZFYVE16	0.474444444444445
SYNJ2BP	1.2322
POLE	-1.525375
E2F2	-0.769
THRA	0.3375
PTGES2	-0.893833333333333
HIP1R	0.118333333333333
TMUB1	-0.238833333333333
ENO3	-2.263
RSPH10B	0.1285
CXorf39	0.80825
IRGC	0.36225
GPR109B	-0.335
FLJ13305	0.0095
LCE3A	-0.256
TNFRSF18	-0.988166666666667
DET1	0.277
TRPM3	-0.0686666666666667
C16orf79	-1.658
FECH	0.167333333333333
RAP2A	0.363833333333333
CRIP1	3.22016666666667
AZIN1	0.485625
SLC7A7	2.67725
IL10RA	1.3852
TMEM64	-2.78075
CDC42EP4	0.6562
C16orf58	-0.5007
ARG2	-2.21
POU5F1P4	-4.7465
FAM62B	-0.193375
DNAH8	-1.9958
ASH2L	1.634
TSLP	-1.36183333333333
CNTNAP5	-0.000500000000000024
TMEM16C	-0.33225
IFNA14	0.1085
SLC1A3	-0.601875
CABYR	-0.052
BCL7B	0.2052
NUDT13	-1.218
C13orf28	0.085
C1orf53	0.85875
ARL6IP4	-0.1488
RPL35A	0.39225
EMR3	0.492
RAB40C	0.130833333333333
SLC41A1	-0.584
LRCH1	0.3085
LY6G5B	-0.9445
FAM124A	0.172428571428571
MGC10981	-4.002
CLIP3	-0.1992
MAP4K2	-0.234666666666667
CHIC1	0.14525
SULF1	3.70333333333333
C20orf30	0.0163571428571429
PRDM5	-0.26475
ELOVL1	0.0665
C11orf48	-0.55175
SLC39A10	-0.33575
KCNV1	0.109
ACP1	-0.319166666666667
ZMYM2	0.138
B3GNT6	-0.186166666666667
C9orf69	0.2365
C2orf15	1.40975
C20orf166	0.5595
HSP90AA6P	-0.6405
