Hybridization REF	TCGA-BH-A0BC-01A-22R-A084-07
MAP6	1.9315
HN1	-0.3755
OR2L13	0.304333333333333
SLC16A11	0.3605
FAM96A	-0.7595
APOL1	0.851
C5orf32	0.025
RTP1	-0.347833333333333
RNF175	0.298375
ZBTB41	0.94925
AHCTF1	-0.5058
SAE2	-0.429
ITGA2	0.0305
MME	-0.230666666666667
CCDC14	-0.9
MAST4	1.66957142857143
KRT33B	-0.68
KCTD2	-0.227166666666667
WDR26	0.399
MFI2	0.964
NR4A3	0.298
ARSA	1.44625
UNKL	-0.475166666666667
SULT6B1	0.672
CCNA2	-2.6975
SOX15	-0.4255
PPAPDC1B	0.524
C19orf44	-0.164
MCAT	1.31633333333333
ARID1B	0.61275
OR52N1	0.16
C12orf48	-1.31425
MAGI1	-0.165375
NIPA2	-0.05275
GBX2	-1.65775
RSHL3	0.72075
RAVER1	0.352666666666667
C15orf17	-0.34625
SLC30A2	0.559
ZNF518	-0.5795
PCYT1B	-1.87575
C10orf114	-1.8715
EIF3H	0.627666666666667
SLC25A39	-1.13466666666667
KIF1B	-0.3935
AMOTL2	-0.2085
C6orf120	0.8105
PSRC1	-1.9555
PLA2G10	1.922
KIF5C	1.53675
MRPL37	-0.3925
C17orf62	-0.0551666666666667
C9orf135	-1.28533333333333
DUSP10	0.6955
CLCNKB	0.23
PSMA5	-0.166875
C8orf53	0.442
AMPD3	0.8695
PIAS1	-0.26525
ADCYAP1R1	-0.2905
GYLTL1B	0.43375
CDH20	-0.114166666666667
FBXO7	0.29825
TMEM134	0.7925
FLJ14213	0.687666666666667
ZNF3	-0.23275
LRRFIP1	0.424166666666667
CNOT2	0.243166666666667
ABI3	3.61075
ALDH5A1	-0.28575
HNT	2.9739
SERPINA4	-1.89025
TK2	0.414833333333333
STMN1	-1.24733333333333
GUCA2A	0.423666666666667
GALNT10	0.971714285714286
DPP6	-0.754842105263158
C9orf93	0.244375
PRELID2	0.30675
STK39	0.30275
SFTPA1	-1.08125
CKS2	-1.78355555555556
RHO	0.085625
C20orf135	-0.02225
XKR3	-2.5825
CR1	0.15675
RPS6KA2	0.444571428571429
C20orf112	0.5675
MRPL22	-0.2055
C4orf23	0.148833333333333
GADD45B	0.45075
KLHDC1	0.639833333333333
C2orf48	-2.4815
ZNF287	1.1065
DAAM2	-0.633
DPPA2	-2.80183333333333
TCTN3	0.261166666666667
DNAJB11	0.461375
FPR1	4.271
DEFB4	0.2825
PTCD2	-1.0787
SMOC2	5.12616666666667
CABP7	1.763
SERPINB11	0.403666666666667
MAGEF1	0.93875
NDE1	-0.294666666666667
ITGA10	0.0635
FSHB	0.5105
ANXA2	1.161625
HORMAD2	-0.49625
HLCS	0.307
MCF2L	1.1175
FH	-0.127375
TBC1D24	1.35475
KIAA1505	0.21325
LGALS2	0.171
CNBD1	0.02
SYNPO2L	-0.237
PTPN23	-0.247642857142857
C1orf183	-0.499166666666667
MAGEA8	-2.833
DGCR8	-1.507625
GSR	-0.0285
PAQR7	0.2945
ZNF676	-0.674
CACNA1C	0.3368
SP7	0.314
PDCD6	-0.40875
NRN1L	-2.0355
BRI3BP	-0.0241666666666667
KIAA1183	0.596
ASB4	-0.094
CCL23	0.9234
OBSL1	-1.368875
SLC12A7	0.42725
KIAA0240	1.17175
CD1B	-2.86033333333333
FCGR2A	2.08125
MDC1	-1.18075
HTR1A	0.696666666666667
OCEL1	0.53425
ATP11B	-0.765625
FBXO34	0.347
PCDH12	4.54866666666667
RPE	-0.38225
C17orf74	-0.2865
CSDC2	1.2355
PET112L	0.46225
TMBIM1	0.711625
P2RXL1	-0.77975
TCHP	-0.74175
TRMT1	-1.106
F2RL2	1.95591666666667
LRRC32	3.806
IMPG2	0.353
BGLAP	0.40325
LOC493869	-0.852583333333333
MRAS	1.63875
SLC35F5	0.66425
CBWD1	0.239
AXL	-0.996875
ATP2C2	1.87675
TELO2	-1.10125
PNPLA3	-3.615
PCDHB14	1.23925
CD276	1.25775
KRT80	-0.387875
DUSP28	0.8745
CSNK1E	-0.000916666666666668
SRP14	0.92
KCNQ4	0.1715
KRT72	-0.352166666666667
CCDC117	0.608
C6orf89	0.0857222222222222
TUBB2B	-1.801
RTN4IP1	-0.71525
CR1L	-3.28
CEND1	0.410375
C12orf41	-0.454833333333333
RNF31	0.2595
UBN1	-0.614333333333333
C17orf32	0.08525
SLC5A7	0.63675
GPR92	1.96183333333333
ESAM	3.3781
CTNNA1	0.728583333333333
HRBL	-0.2263
CBX4	-0.517
TMEM182	0.67725
SH3TC2	-1.41283333333333
IL10	1.4505
PXMP4	1.016
RNF167	-0.4352
PAK7	1.92783333333333
ETV3	-0.3795
ATPIF1	0.121333333333333
LOC554207	-1.55533333333333
OR8H1	-0.019
WDFY3	0.942375
DPM1	-1.531
GPSM1	0.3655
WDR92	-0.631
LRP1	0.623166666666667
ANKH	-0.2665
THUMPD3	-0.699
POLR1B	-0.86325
OLFM4	5.5265
RAD9B	0.5645
TSPY2	-3.67
PAX6	-2.034
SCG2	-1.867125
SLC17A6	0.142
FMO3	3.119625
PADI4	-0.068
TUBB4	-0.5272
NLK	-0.59775
POU4F3	-0.553
SDF4	-0.06975
ITGBL1	2.54283333333333
NETO1	-1.96525
TAP2	0.883625
ABBA-1	-0.293166666666667
GNAI1	-0.64025
VPS4B	0.577
NOPE	-0.0107
GALNT6	1.77383333333333
SESN1	-0.336625
GBE1	-2.14355555555556
CLASP1	-0.00599999999999998
RASGEF1B	1.213625
ACOT11	0.5055
AFAP1	0.4615
OR2H2	0.127
DPY19L2P1	-1.39375
DZIP1	-2.2435
SEC22C	-0.534166666666667
GPR161	-0.204416666666667
RNF146	0.303
WDR74	-0.6695
GALP	-0.3135
PURA	0.161
DNPEP	1.4035
RP11-78J21.1	-0.57625
ERBB2	0.963625
FANCM	-0.682666666666667
NEO1	0.991166666666667
DDX3Y	-4.91477777777778
RPS3A	0.669125
MXRA7	-0.239714285714286
LGALS3	-0.987166666666667
GLT8D1	-0.5785
CFL2	-1.727
UPB1	0.71425
NAP1L5	0.386125
CLDN14	-0.55375
DHX38	-1.03425
BTBD1	0.000750000000000003
TARS2	-0.100166666666667
ABCF1	-0.4907
FCF1	0.228333333333333
LRRC49	0.585
GUCY1B2	-1.987
C1orf177	0.428333333333333
SMARCA4	-0.468428571428571
LRP8	-2.9575
TAGLN3	-0.96875
MRPL14	-0.26075
TTRAP	-0.24725
ZDHHC20	0.43675
NFE2L3	-0.991
KIAA1377	1.20475
PALMD	1.8261
TMEM43	-0.33225
TTL	-0.6035
STAT5B	-1.94283333333333
SSB	-0.828625
OR10H5	0.7075
SLC22A13	-0.4535
AKAP3	-1.2795
TIMM23	0.261333333333333
OAS2	2.89625
KIAA0423	0.49175
TRIM11	0.348833333333333
GLIS3	1.242125
TMEM50B	0.693833333333333
ARHGEF4	-1.267625
DEGS1	0.490454545454545
TBL1XR1	1.33833333333333
G6PD	-2.2705
SP140	1.3391
MUC17	0.258642857142857
NUDC	-0.1787
DNAJC5B	3.08433333333333
SCARA3	-0.758
CPA3	5.59716666666667
BCAT2	0.105125
MFN1	0.1095
NRG3	-0.0825
SNX11	-0.13275
PLEKHH1	-1.1665
GPR177	-1.26766666666667
HCFC2	0.3165
TCAP	-1.38625
MOCOS	-2.09375
C14orf93	0.05475
PRDM10	-0.866166666666667
SLC16A4	0.119
SRGAP1	0.426666666666667
VIP	0.58275
DUSP27	1.08633333333333
LILRA1	1.3214
MC2R	0.427
MGC24103	-1.96675
MBTD1	-1.8105
FUT11	-0.173666666666667
USP33	0.5373
C15orf39	-0.96125
MAP3K12	-0.185625
PAAF1	0.230166666666667
BARHL1	0.4205
FLJ16165	0.4155
PIWIL2	-2.59575
SYNE1	0.211666666666667
CMTM4	-1.26275
TSPYL1	1.0902
GUF1	0.341833333333333
TMEM157	1.117
WDR44	0.003
HIST1H3C	-0.66125
DKFZp666G057	-0.36125
RNPEP	0.60775
GAS2L2	-0.0945
ADH4	-4.519
GRPR	3.60783333333333
FBXL17	1.0355
ZBTB10	-0.2035
Gcom1	0.658666666666667
HTRA1	2.2369
ZNF585A	-0.000999999999999982
SLC26A2	1.13535714285714
OTOP3	0.246
WISP1	2.959
ATP2B4	-0.187583333333333
FLJ10769	0.00075
CRAMP1L	-0.741625
CHST12	-0.8365
RAB22A	-0.0278333333333333
TARDBP	-0.493285714285714
STAU1	-0.0435
CRB3	2.697
MIG7	-0.90225
CHMP1A	-0.5995
ZNF160	0.090125
B3GALT6	0.565875
BARX1	-1.37316666666667
C6orf167	-1.938625
NXNL1	0.4065
DHX29	0.578125
HADHB	0.001
PLXNB2	0.69425
ILDR1	-1.4825
SLC15A3	3.6845
GAS2	-3.53916666666667
C20orf69	0.35125
NUMB	-0.3535
TNIP1	0.065625
MESP1	-0.100666666666667
PSKH1	-0.5985
NSFL1C	0.116125
RHOG	0.32775
HEY1	-1.43433333333333
KNG1	-1.66275
ITGAX	2.7408
LIN9	-0.337166666666667
CANT1	0.206125
XRN1	0.0395
CCDC96	1.7243
HEATR6	-0.736
GNG7	0.1325
RUNX2	1.09375
SOX1	0.522166666666667
FCRL5	0.42
ZNF99	0.07775
FAM9A	-1.134
SNX22	1.11133333333333
MBNL3	-1.99633333333333
ODC1	-2.3259
ADORA2B	-2.96433333333333
NR2F6	0.003
ZFYVE16	-0.0759444444444444
SYNJ2BP	0.6713
POLE	-1.273875
E2F2	-0.859125
THRA	0.1055
PTGES2	-0.878333333333333
HIP1R	0.594833333333333
TMUB1	-0.404333333333333
ENO3	-1.9965
RSPH10B	-0.6865
CXorf39	1.0585
IRGC	0.431
GPR109B	-1.0985
FLJ13305	-0.824
LCE3A	-0.1765
TNFRSF18	0.842333333333333
DET1	-0.73725
TRPM3	-0.0125
C16orf79	-1.9085
FECH	0.461333333333333
RAP2A	-0.347833333333333
CRIP1	3.37033333333333
AZIN1	-0.178375
SLC7A7	4.34625
IL10RA	1.7689
TMEM64	-3.039
CDC42EP4	0.2465
C16orf58	-0.0497
ARG2	-2.1355
POU5F1P4	-4.974
FAM62B	-0.334
DNAH8	-1.3857
ASH2L	-0.152375
TSLP	-3.22516666666667
CNTNAP5	-0.239666666666667
TMEM16C	-0.63025
IFNA14	0.375
SLC1A3	1.0255
CABYR	1.37125
BCL7B	0.0285
NUDT13	-1.6485
C13orf28	-0.06175
C1orf53	1.5465
ARL6IP4	0.6035
RPL35A	0.49875
EMR3	0.1275
RAB40C	0.244166666666667
SLC41A1	-0.0398333333333333
LRCH1	-0.1305
LY6G5B	-0.612
FAM124A	-0.256642857142857
MGC10981	-3.9915
CLIP3	0.4278
MAP4K2	0.0896666666666667
CHIC1	-0.2135
SULF1	3.39683333333333
C20orf30	0.115642857142857
PRDM5	-0.644875
ELOVL1	0.19975
C11orf48	-0.52225
SLC39A10	0.248
KCNV1	-0.38825
ACP1	-0.277833333333333
ZMYM2	-1.14125
B3GNT6	0.111166666666667
C9orf69	0.17875
C2orf15	0.59425
C20orf166	1.897
HSP90AA6P	-0.452
EDG7	-0.7775
NEURL	1.67925
LPL	2.41333333333333
CLEC2D	0.1575
GRRP1	2.49883333333333
CD8B	-2.5053
HIST1H3D	-1.388
SLC6A12	0.967375
FAM27L	0.2805
CD84	2.8559
RASA1	0.002
PHKG1	-0.799
MAGEA11	-1.871
IMPA1	-0.9428
NPM3	-1.134
RARRES1	4.3385
SH3BP1	0.56425
B3GNTL1	-1.0305
ARPC5L	0.0451666666666667
KLHL26	0.50725
SIM2	-2.716125
GJC1	0.562
C20orf194	-0.18175
EXO1	-2.18425
SLC2A2	-2.18516666666667
LOC285074	-0.8755
LRG1	2.77
KIRREL	0.1705
PIK3R1	1.97807142857143
C4orf34	0.81875
MAF	-0.771666666666667
ADCY4	4.0285
ZMIZ2	0.3311
SLC46A3	1.41483333333333
STAMBP	-0.2515
CCDC16	-0.1295
MS4A12	0.5475
TCF20	0.20825
LRRC46	0.768
C20orf152	0.79325
MRPS6	-0.540875
ABCB11	-0.5965
KCNC2	5.43366666666667
CDH19	-2.033
C9orf123	0.102166666666667
SSH3	0.452875
LDLRAD1	-2.71525
CCBE1	1.17725
ZNF135	1.421875
TAAR1	-0.0775
WFDC12	0.5865
CCDC42	0.4495
FLJ12529	-0.59375
PER1	0.308666666666667
TIMM50	-0.3425
SMARCAD1	-0.543666666666667
FAM26C	0.424
TP53TG3	-0.791833333333333
SH3RF1	2.1347
LMCD1	2.9765
GPR63	-0.154
FLJ21986	-1.590625
AIFM3	-1.1405
MICAL1	0.2275
BLZF1	0.872666666666667
IQCA	3.00316666666667
PCDHGC3	-0.511
SAC	0.47375
BCL6B	3.13033333333333
DDO	0.73175
MARCO	0.76725
DCHS1	1.782
C1orf170	0.905333333333333
CD200R1	1.14783333333333
C22orf15	-0.575
SEPT11	-0.126833333333333
ADNP	-0.003
UST	-0.9426
C13orf34	-1.3775
RFFL	0.0595714285714286
APBA3	0.1855
C2orf60	-0.90125
CUTL1	-0.4771
PMS1	-1.25375
ZNF689	0.5795
EIF3E	-0.750333333333333
IL9	0.219
RPL31	-0.48875
LY9	1.35883333333333
ATP2B3	-0.26925
KDELR2	1.01483333333333
TFCP2	-0.047625
NLRP12	0.201375
FLJ45422	-0.229
TLE4	-0.6003
ZNF570	0.691
FLJ43806	-0.312
TLK2	0.1035
CIR	0.7875
MARS2	-0.0565
COL24A1	-0.16175
SDF2L1	-0.64
HIBADH	0.0451666666666667
IGFBP3	-1.56985714285714
C12orf23	0.90875
PSPC1	-0.27525
C20orf43	0.463
TRAV20	0.7845
ARHGAP24	1.63275
KIAA1975	-1.708125
C1QA	4.0713
DNTT	-4.41783333333333
C10orf6	-0.421833333333333
C11orf41	0.319875
HNRPF	0.4485
COL11A1	5.52933333333333
UBAP2	-0.736833333333333
CDKN2AIPNL	-0.2755
C20orf174	3.867
SPRED2	0.3135
PLA2G12A	0.0785
ICEBERG	-1.965
SCN10A	-0.826
C11orf65	-0.2985
GBP5	5.7915
PITPNC1	-0.9395
POU3F3	1.298
NCOA7	-0.192875
LIN7C	0.6515
LOC348840	-1.7025
NKX2-2	-2.18825
ANKRD13D	-0.101875
LOC123688	0.065
FUT2	0.413
TAAR8	0.484
FZD4	0.359916666666667
PNMA3	0.252833333333333
OR4L1	0.2225
WIT1	-2.6405
EXOC3L	2.15325
ATPBD4	0.0172
KRBA1	-1.037
UBXD6	0.12775
HOXB7	-0.490857142857143
C7orf23	-0.476
UNQ338	-0.8605
STAB2	0.463
CDC20B	-0.10275
IRF9	2.6125
CENTG1	0.598583333333333
TNPO2	-1.679
MCPH1	0.31625
BMS1P5	-1.7195
SLC26A7	0.601
HIST1H3J	0.63025
C9orf3	-0.5234
LBH	1.69025
MYO1D	0.47
PTDSS2	-0.51075
NFU1	0.2965
DEPDC4	-1.19725
WNT7B	2.3674
GLP2R	0.243166666666667
SETD4	-0.8269
DYNLT3	-0.0239
FKBP11	-1.15833333333333
SESTD1	0.7865
FLII	-0.07325
RPS16	-0.0362
CHPF	-0.531666666666667
CSNK2A1	-0.112
SUMO1P1	-0.263
FKBP6	-1.419
ZNF214	-0.935333333333333
TWIST1	0.304333333333333
DDX56	-0.713333333333333
TRAM1L1	2.5047
EPO	-3.07466666666667
MRPS18B	-0.5145
ZNF682	0.107833333333333
RPL14	0.0951666666666667
MAFF	-0.20575
LOC51136	-0.451875
LY96	1.0405
DDX20	0.000750000000000001
ABTB1	0.728666666666667
ARL5A	0.839
CCT6A	-0.9595
HEPACAM	-1.21883333333333
EHHADH	-0.0455
RBAK	0.243166666666667
CGB1	1.7035
ITGB5	0.8186
YIPF3	0.282
FKBP2	0.13975
NR1D1	-0.319
TMEM110	0.4465
NEK2	-0.5955
PRAMEF8	-2.894
C20orf52	-0.393333333333333
PCDHGA3	0.1555
VWA3B	0.654333333333333
NDUFA5	0.017125
THAP9	-0.06225
FLVCR2	0.6095
AP1S1	-1.716125
SMAD6	-0.66475
SAV1	0.618375
SAT1	1.099875
ZNF251	-0.002
ADAMTS7	0.3713
RPP38	0.1755
C1orf211	-1.1535
YPEL2	1.76905
RBMS1	-0.19825
ZNF445	-0.290333333333333
NRXN2	1.042
PGBD4	-0.264
UGT2B28	-2.031
WBSCR16	-1.143
NLRC3	0.473625
ASTL	0.31575
ST6GALNAC1	-2.59875
ZADH2	0.58525
MLLT4	-0.33675
ARL6	-0.254833333333333
MEF2C	1.8465
CBFA2T3	-0.028
AFF3	1.80742857142857
COG7	-0.2745
MYB	0.294666666666667
PLXNA3	-0.167
XRCC2	-1.5515
MMS19	-0.89375
ST8SIA5	-0.88425
CHPT1	0.146
KIAA1712	-1.2435
OR6X1	0.6555
ACTR3	0.2795
UGCG	0.886333333333333
OR4P4	0.0055
ZAP70	-2.42275
LPP	1.965125
ZNF485	-0.1075
PTPRCAP	0.4895
IL12RB1	0.7665
ATRX	0.4154
CHST8	3.5755
C14orf109	0.6135
ARV1	0.80175
NMB	-0.117571428571429
COX5A	-0.567666666666667
EIF6	-0.468
MPPED2	-0.224333333333333
SEMG1	-2.137
CHRDL1	1.0295
TRAF3IP2	1.82925
WNK2	0.60525
LILRA4	2.81366666666667
LAMA2	4.7725
PXT1	0.177
RLBP1	-3.02225
CD300C	1.6625
SLTM	-0.307
FLJ10404	0.07525
APOBEC3D	-0.295166666666667
RENBP	1.1135
ATXN7L1	0.359875
NID1	1.078
TUBGCP3	-1.0195
ITIH5	1.49616666666667
CCDC110	1.077
C8A	-3.17275
MGC87042	-0.46125
HOXC13	1.47675
TFDP2	-0.6235
HCP5	1.95125
POLI	0.1825
UCN	-2.19766666666667
ZNF764	0.683333333333333
C8orf45	0.26275
FHL3	0.0095
SPATA5L1	-0.65225
MMRN2	3.47616666666667
NDST1	1.12316666666667
COL20A1	-0.182666666666667
ZNF248	-1.3925
PELP1	-0.686666666666667
MBL2	-2.44133333333333
RNF41	0.73175
C5orf24	0.593125
THOC5	-0.18075
SERINC3	0.455333333333333
RP11-151A6.2	0.3865
CDCP2	0.11925
HIST1H2AA	0.2465
C11orf75	0.2085
FKBP7	0.49175
DDOST	0.10125
GPNMB	1.53633333333333
TTF2	-1.2235
KCNT1	0.331666666666667
SLC39A14	-0.720125
NGRN	0.8609
GPR137B	2.403
MECP2	-0.13325
PSMA1	0.572
C16orf73	-4.25
TMEM60	0.003
CSN3	-0.8295
NOS1	0.3075
RAB7L1	0.0716666666666667
YBX2	-0.4795
KIAA1166	-0.4135
FUBP3	-0.016
ABCG1	2.846
ACACA	-0.81625
ARL11	0.7812
ATOH1	0.237
ODF1	0.2608
CREB3L3	-1.58416666666667
TMEM127	1.599
DSCAML1	1.875
PLN	3.2375
LYPLA1	0.335
PRDM9	-1.77475
SASP	0.59975
PLUNC	0.176
INTU	-1.4105
HISPPD1	-0.25275
LNPEP	0.563666666666667
YARS2	-0.7695
APCDD1L	-1.1265
ZCCHC4	-0.3682
FBXO22	-0.570333333333333
TTLL13	0
ZNF669	0.319833333333333
PTGDR	2.63775
DDX27	-0.41475
KIAA0409	-0.963333333333333
GJB6	-0.06975
ASB8	0.90825
PLP2	-0.0718333333333333
MEPE	0.4395
OR10J5	0.723
KRT222P	1.19275
COQ7	0.431
C1orf101	1.02875
RERG	3.7137
CHMP5	0.24825
THAP11	0.044
ZNF43	0.319
ZRANB3	-0.277666666666667
KRT13	1.484375
MRPL19	-0.609125
RBBP9	0.338125
SPATA17	1.025125
BXDC5	-0.00833333333333337
PAFAH1B1	-0.792083333333333
MAGEE1	0.10175
OSTF1	1.02525
KIAA0323	-0.384333333333333
TXNDC13	0.314166666666667
CNTN4	3.08875
LCE1B	-0.183
UNQ501	0.77425
ZNF154	0.4895
C3orf64	0.22775
SYT5	0.0106
PON1	2.54
FLJ10357	-0.03
ATP4A	-0.9615
GNPDA1	-0.5885
MGAT1	1.30733333333333
C14orf121	0.54125
SLC35B2	0.03375
MIER3	-0.0618333333333334
CHEK1	-2.72475
ZNF8	0.124666666666667
TXNDC1	0.0125
CKB	-1.0857
RTN3	0.775857142857143
FZD2	-0.9655
PART1	1.159875
PSMB6	-0.69175
PCDHB8	0.712
PHC3	0.5922
PPP1R8	-0.1865
NOVA2	1.91166666666667
TNFRSF11B	-2.050375
GOLPH3	1.25866666666667
UBLCP1	-0.3625
SUHW3	-0.9555
TTLL1	0.91625
OPN4	0.176
OR13G1	-0.686
ZPBP2	-0.265166666666667
HSD17B11	-1.103625
C9orf50	0.154
DHDDS	0.502285714285714
CTSW	1.0851
NEFM	-1.58933333333333
MRPL28	-0.5225
SYN1	0.698333333333333
PIGV	-0.376666666666667
ZIM2	-1.197
APBB1	0.0591666666666667
SND1	-0.0985
C1orf123	0.2705
CHD3	-1.22625
BHLHB8	0.29875
RNASE2	1.22066666666667
BCAP31	0.3845
SLC25A44	0.4125
CHD6	-0.5217
PIB5PA	1.76015384615385
SELS	0.620625
LOC541471	0.310875
FAT2	1.249
ZNF81	0.4915
OR4C16	0.7515
FLJ10081	-0.2479
LRRC4	0.84025
CS	0.239166666666667
N4BP2	0.254
IGFBP7	2.29725
ZNF318	0.0668333333333333
NDNL2	1.064125
ZNF609	0.059
SIRT4	0.40025
EXOSC10	0.004
ECE2	0.401666666666667
OVGP1	0.62425
GTPBP3	-0.7175
PACS2	0.2029
C19orf36	1.15183333333333
ARL4C	0.188625
ATG4B	-0.502875
UBQLNL	-0.41225
RHOXF2B	-3.514
PLEKHG2	-0.0665
GALR1	-0.634
AQP4	0.506666666666667
HDAC7A	-0.1655
DCUN1D3	0.17375
OR8A1	0.3775
CCRN4L	-0.016875
CBR4	-0.141
KIFC1	-1.9385
SLC7A14	-1.4784
LHX5	0.6455
TRPC7	-0.355
LPXN	0.03125
SERPINA1	-1.5525
RPS13	0.3168
BPIL3	-0.2515
PRKAA1	-1.36875
FADS2	-1.3973
ENAH	-0.0575
PRO1768	-0.6175
APBA2BP	0.51775
LIPH	3.078
C3orf33	0.20425
RCC2	-0.154857142857143
ALDH1A2	-2.7297
RNF103	2.05575
AHCY	-0.612375
ALG12	0.7805
CCL17	2.176
ZNF543	1.563
ESRRG	2.2255
CNGA1	0.8295
RDH5	-0.5095
OTX1	0.2596
PTGFR	-1.5965
CDR2	-0.05975
SELE	3.41825
NLGN2	-1.01783333333333
EXOSC9	-1.24175
ZNF566	0.498833333333333
KLRC2	-4.54
GPR12	0.766
KIAA0196	-0.00225
PDRG1	0.07225
SSR3	0.491071428571429
MSI1	-0.453
CST9	3.4095
CC2D1A	-0.117875
PLAGL1	-0.485944444444444
ZNF778	-0.0155
RNF2	-0.848
KLF6	1.0955
THBD	1.904
tcag7.1314	-0.00325
NR5A1	-0.0528333333333333
ABCD2	-0.3775
DNAJC7	-1.97775
CLEC4C	0.259
TM2D3	0.319125
CCDC4	-0.9045
PLAC2	-1.7795
DCD	0.288
FAAH	2.146625
POLA1	0.0843333333333333
TM7SF2	0.134625
FLJ39822	1.07566666666667
FLOT2	-0.559125
MAP4K1	-0.236166666666667
SRP68	-0.542625
C21orf74	0.559
ARPC5	0.6555
LOC126075	1.55725
HECW2	1.15125
ZDHHC4	-0.14475
ANKRD42	2.3806
PDE9A	0.465833333333333
ABCA8	1.11825
NDUFS2	0.316
UBR5	-0.439125
BTBD16	-3.10575
LOC554174	-0.4155
ZNF20	1.3285
KIAA1843	0.26
WDR17	-0.047375
C15orf33	0.472
RNF113A	-0.2545
CAMKK1	-0.8421
CLCN2	0.125
ANXA6	-2.6195
LOC340069	0.2685
EMID1	1.268125
DPM3	-0.706833333333333
ELA1	0.294
SLC25A13	-1.275
KRT24	-0.05275
SMPD1	0.0443333333333333
TH	0.031125
COL6A2	1.04164285714286
ANKS1B	1.98675
GPR126	-2.6964
ZC3H12A	-0.3315
TMEM47	0.675
C2orf51	0.068
C1orf88	2.9045
HSF2BP	-0.15525
AKAP10	-0.40025
RPAP3	-0.164
KLHDC8B	-0.226375
STOM	0.472
MUPCDH	0.039625
C10orf72	-0.04975
PLEKHA3	0.640916666666667
TCP11L1	0.107
CWF19L1	0.111125
SPEF1	0.780538461538462
YSK4	-0.852
ELN	2.0738
SAMD8	0.577666666666667
MPI	-0.802
MEPCE	0.2147
ABCC3	-0.500125
NANOGP1	-4.0795
KCNK17	0.64
HLA-DMB	4.97383333333333
RRAGA	1.1975
ANGEL1	-0.60925
RBM32B	0.277
CPN1	-3.298
MGC52282	-0.4423
HLA-A	2.17108333333333
OR9G4	0.463
EDNRB	-0.096625
SCD	-2.06878571428571
C14orf80	-0.0211666666666667
BAGE2	0.1275
RABL4	1.502
RCVRN	-0.189
SHANK1	0.068
NLRP7	-2.57975
CD226	1.35225
STAT3	0.7769375
SYNJ2	-0.1452
TPCN2	0.317666666666667
WDR36	-0.82525
MBD4	-0.1135
ROBO1	-0.4612
ST3GAL6	-2.49
SLAMF8	2.78166666666667
ATN1	0.572833333333333
GPR141	0.00575000000000001
KRT36	0.3285
TPH1	1.2105
DDX52	-0.59975
ZSCAN29	-0.226333333333333
TRPT1	0.344
DPEP3	0.87025
DENND4A	-0.83925
TSPAN16	0.3795
PTCHD2	-0.2945
LOC145814	-0.956
CAP1	0.693333333333333
EIF5A2	0.4739
NT5DC3	-1.3525
SEPT9	-0.90275
SEZ6L2	-0.274375
EGFLAM	3.98925
VPS11	0.24575
NDUFB5	0.252666666666667
CIDEA	3.28366666666667
IER5L	0.16075
N6AMT1	0.11975
FAM83C	-0.4655
OXR1	0.96475
IRX1	0.5865
DGKB	-0.253
GCN5L2	-2.6015
MIR16	0.393625
FBXW9	0.00825
WDR4	-1.71633333333333
PDC	-0.047
VPS33B	-0.33275
HEXB	0.182
FLJ32214	0.89175
TCEB3	0.02
CRLF1	-3.5165
ABI3BP	1.958
C8orf22	-4.2665
PYCR1	-0.859875
KIAA1706	1.39775
CDK5R2	0.6605
WAS	0.895
C12orf60	-0.924
CCBL2	0.229125
MADD	-0.46325
C5orf34	-1.50225
WDR42A	0.5793
KLF12	-0.718875
HSPA1A	0.464
ITM2C	-1.7065
DAPK2	1.98933333333333
LOC442590	-0.375
SUMF2	0.227
CENPA	-1.80076923076923
TMED5	-0.156
CDH6	0.0838
BRP44	1.485125
THG1L	-0.466
GABRA2	-2.086
C14orf166	0.1715
MYL1	-1.28425
TNFSF18	0.4895
PAP2D	-1.05916666666667
PPIB	-0.44225
KLHL4	0.01275
SFN	0.522166666666667
CCDC127	0.1635
FRAP1	-0.61175
GOLGA5	0.861
SDCCAG1	-0.622
MGC21675	0.458833333333333
C10orf95	-0.29125
KIAA1345	-0.428666666666667
C1orf163	-0.3825
LACE1	-0.519333333333333
OR10K2	-0.052
CENPN	-1.55856
TMED2	0.82375
UGT1A6	-1.239
ANG	0.01375
U2AF1	-1.13116666666667
CASC2	0.331
NMT2	-0.16
OSGEPL1	-0.240375
DFNB31	-1.1175
SLC6A20	0.889125
DKC1	-0.89925
FXYD4	-0.854
WDR64	0.48975
MGC5590	0.399
CREBZF	-0.714666666666667
DAZ1	-0.0365
PRPSAP1	-0.83625
GCHFR	-0.12675
TTC7A	-0.461625
LOC196993	1.57675
UBD	1.70483333333333
S100A1	-0.47975
RPL6	0.257333333333333
DNAJB6	0.48405
NAGS	0.5054
C2orf58	0.6065
KERA	1.44416666666667
MT1X	0.1036
UBE2B	0.5921
KEAP1	0.13125
MST1	-3.501125
OMA1	0.4855
ABLIM2	1.88675
BCL2L13	0.1925
JAZF1	0.276833333333333
TMEM63B	0.782
S100A8	-0.407
ARFIP2	0.2915
UROS	0.5025
KHDRBS2	-1.2065
POLQ	-2.62275
SOAT1	-0.36875
SPAG4	-2.35425
MRPS30	1.4975
LOC494141	-1.00325
OR2T11	0.683
ORAOV1	0.3765
ZNF184	0.4355
TCEB3B	-0.232333333333333
ADAM21	1.005
GDPD1	0.72375
