Hybridization REF	TCGA-A7-A0DA-01A-31R-A115-07
KCNA2	-0.135333333333333
TMEM159	2.06325
C6orf81	-1.76233333333333
PCYT1A	0.1085
C6orf157	0.49825
BRMS1	0.184
CHST1	1.4045
LGALS1	-0.311875
TAF1B	0.2905
FLJ40504	-2.1175
GPR173	-0.122
COL15A1	2.817875
CASP10	-1.11578571428571
PCMT1	-0.804571428571429
HDAC5	1.1932
LOC641367	-0.82675
EVC2	1.73075
SGPL1	1.281
GON4L	-0.189571428571428
AFG3L2	1.02116666666667
C5orf15	-0.500166666666667
UBXD1	0.2259
LILRB4	0.664166666666667
GSTA4	1.845
ADIG	-0.5025
GRIPAP1	0.317625
HIST1H3B	-1.014
BTRC	0.4075
USP49	-1.0435
IQCH	-0.38475
ACBD6	-0.30525
YEATS2	-0.12075
CABP5	-0.112
TRIM3	0.9595
HNRPM	-0.22775
FGG	-4.82544444444444
C18orf16	-0.33325
CLEC2B	-0.73525
PQBP1	0.15
JTB	1.23233333333333
REST	-0.819
SLC8A3	-0.751666666666667
TMEM16H	0.6785
MRPL47	-0.36275
EVI1	0.1396
MUC1	2.144875
TEAD3	1.35825
STOML1	0.85025
USP24	0.1494
PNMA5	2.4825
MAEL	0.130333333333333
LBP	-0.0649
HSD17B4	-1.902125
SEC31B	-2.44225
IDH2	1.428
SFRS16	-1.4585
AICDA	1.556
RNF180	-0.685
C1orf56	0.1755
FLJ10324	0.6735
GPR148	0.272
MEF2A	1.29558333333333
ASF1B	-1.35983333333333
HTN3	-0.203
RNF215	0.258
SLC4A3	1.17766666666667
ADAMTS9	-0.0583
C9orf66	0.372666666666667
FOXD3	-0.381
GSDM1	-0.062
IFITM5	-2.422
PODXL2	1.41666666666667
C1orf176	1.34275
RPS3	-0.50725
hCG_2004593	-1.976375
COL21A1	0.87275
NTNG2	1.99766666666667
RAI14	1.96483333333333
P76	0.42125
LRFN3	1.5215
FAM14B	-0.82875
FKBP14	-0.52075
TNNI3	-3.00466666666667
HOXB3	-0.3105
SGCB	-0.63825
PPAPDC3	0.41625
FRAT1	-0.438333333333333
MORN1	-0.3685
ARHGEF2	1.75075
BNIP2	0.46575
DHX30	-0.384
EEFSEC	0.96375
FGF20	1.834
FLJ38973	-0.291142857142857
PLCH2	0.0456666666666667
CCNG2	0.941125
PSPN	-0.069
WDR88	0.389
HOXB13	-0.10375
MTMR8	-0.6685
SPAM1	-0.414
PPP2R1B	-0.834375
TANC1	1.1955
CNN3	1.9894
CHGA	-1.222625
C9orf128	0.92125
CACNA1B	-0.7915
MMAB	-0.6837
RHOA	0.576333333333333
RAPGEFL1	-0.28475
SLC1A5	0.813666666666667
CALCA	-0.457375
SYCP1	0.33775
CXCL11	4.69975
GFI1B	-1.14633333333333
PSCD1	2.57883333333333
C11orf58	-1.15633333333333
MGC45438	-1.5275
NUDT18	0.258
ASB3	-0.849166666666667
ZP1	-3.2555
LPPR2	0.5005
ZNF527	1.025
ZNF771	-0.31975
TTBK2	-1.283875
TRIM55	0.49875
GJB3	1.3295
PRSS35	0.14875
SCRG1	4.43525
ZDHHC24	-0.828
DUSP26	-0.68925
C1orf51	1.00225
DNAJC3	0.278666666666667
LITAF	0.642875
ZNF410	0.118
AFP	-4.66733333333333
ZW10	0.3575
PHOX2B	0.134
VILL	0.7715
ELOVL7	-1.121875
LOC644186	1.8305
PPP3CC	-0.13875
CHST13	-2.5505
WDR40B	0.201333333333333
MEA1	0.2255
HILS1	-1.46375
DLX6	0.949333333333333
NKG7	0.7715
EMP1	2.38525
ACTR6	0.92175
CHCHD7	0.685714285714286
COG2	0.0413
TCEA2	-1.0957
TARS	-0.24275
FLJ20294	0.0231666666666667
ZNF92	0.119375
TRAPPC2L	-0.9561
ARHGAP28	0.500875
CCDC109B	0.00275
LGTN	0.796166666666667
INGX	1.63216666666667
LOC124446	0.7285
RPS2	-1.13875
C17orf75	-1.08666666666667
NBPF1	0.271
SLC2A8	-0.95675
SNRPE	-1.297
CARD6	0.261
IL13RA2	0.1405
CUEDC2	-0.533125
C4orf19	-2.41125
AOC3	0.85875
MTHFD2	-0.033
OR5M9	0.379
C4orf38	-0.650833333333333
SS18L2	-1.2045
OAS3	1.798
LARGE	0.46975
LRIG3	1.26333333333333
LIMA1	0.14775
STARD3	-0.366416666666667
VPS39	-0.097625
CTAGE6	0.8835
ODAM	-2.60925
MORF4L2	-0.30525
GSTO2	0.51125
MTFMT	-0.657
PRKAB2	0.152857142857143
ZNF76	0.455333333333333
HSPB2	4.075
CRB2	0.20575
KLRK1	-2.969
LYST	1.4175
UBE2M	-0.0545
SLC16A9	-3.13075
ZNF281	0.1705
ST8SIA1	2.788875
C9orf105	-0.0465
ANKRD46	1.31225
FAM108A3	0.349
C20orf91	0.30725
ZYX	1.91283333333333
RSPH1	0.4055
ZSCAN5	-0.38875
RIMS3	1.573
KRT76	0.1635
CEACAM4	0.4195
SIRPB1	0.315
CFHR4	0.0495
SOX3	-2.9625
GATAD1	-0.488375
C21orf57	-0.8595
TMC8	-0.804666666666667
AVIL	0.765166666666667
LMOD1	3.24025
HIGD1A	-0.620375
NEU3	-0.0971666666666667
DES	-1.003125
BZW1	-0.8956
ZNF221	0.6815
CCDC27	0.8485
GDAP1	-0.15675
RBBP4	-0.802
MGC40499	1.2705
PHKA1	-0.39625
PRKAR1A	-0.652055555555556
HSD3B1	-0.4275
RAD52	-1.807
CD207	1.053
LOC389791	0.3055
RSPO1	3.5715
TMEPAI	3.2965
MFSD2	0.39525
ETV4	-1.59375
SCGN	-1.0245
LOC391356	-0.29925
MPP1	-1.971875
STARD3NL	-0.74225
TFAP2D	-0.1525
CD2AP	0.61325
CCL20	-4.51616666666667
CCDC86	-0.226
ZFP30	0.0683333333333333
CTBP1	1.50033333333333
MAK10	-0.442833333333333
STXBP5	-0.4655
LOR	0.0427
MAP6D1	-1.169125
ARMC7	0.4025
TMEM150	0.0397
NSL1	-1.0355
KIF5A	-0.90125
ASCC2	0.685166666666667
PSENEN	0.986
OPTC	-0.405
FCRL2	-0.786
KBTBD11	1.079
PCK1	-2.665125
CENTD3	-0.7075
MEGF8	0.4105
ALPPL2	-0.1325
OBFC2B	-0.348666666666667
ZFYVE20	0.25275
GALC	1.25833333333333
CTRB2	0.10025
C20orf71	0.6215
TBKBP1	-0.525166666666667
CAMLG	-0.708375
TREML4	0.375
RSAD1	-0.04025
TUBA3D	-0.6364
KIAA1833	0.706125
PNPLA1	1.8135
LRRC34	-0.959833333333333
CDH26	-0.561166666666667
ZNF167	0.823166666666666
ZBTB26	-0.4717
VWF	2.7469
VTN	-0.935166666666667
BAD	0.94825
PDS5B	-0.0723333333333333
ZNF644	1.35125
SH3GLB2	-0.3165
SMPDL3A	-0.3256
NRG2	0.29975
IL15	-0.5885
GABARAPL1	0.499166666666667
LAT2	0.290222222222222
SLCO1A2	0.698666666666667
LIG4	0.9305
GSDMDC1	-0.587375
BMP4	-1.9705
METT10D	0.652
SYCE1	0.578
SPANXD	-5.0815
SLC12A9	0.331
MC1R	-1.5545
RNF168	-0.3705
TRIM69	0.88
GALNT7	-1.05383333333333
ISG20L2	0.37225
KIAA2026	1.4255
TNFAIP8L1	-0.5475
DPY19L2	-1.02125
C12orf63	0.8025
PRDX5	0.078125
MED6	-0.8095
TXNDC5	0.063875
CD46	0.74125
CCK	-1.5425
C17orf48	-0.465
ANUBL1	-0.3745
SIT1	-2.34983333333333
TYSND1	-0.217333333333333
DEF6	-0.266666666666667
GLT8D4	0.677
UTP14A	-0.375125
RPH3AL	0.9015
NXF1	0.104833333333333
TRERF1	-0.831666666666667
TUBB3	-0.807
SLC24A2	0.78
SEC22B	-0.116
ZNF653	0.365
GGTL3	-2.31283333333333
CDKL2	0.35725
CTF8	-0.19675
EPC1	1.20033333333333
CYP4A11	0.179833333333333
THRSP	0.558833333333333
LELP1	-0.920833333333333
TES	2.577125
C17orf87	0.7155
FERD3L	0.12725
SH3TC1	-0.069
RAB36	1.37
CRYGB	-0.966
GRIA3	1.9836
BHLHB9	1.331
C1QTNF9	0.8555
GOPC	0.5985
PNPLA8	0.707166666666667
ZNF444	0.17425
FMO1	2.68725
POLR3C	0.7645
SLC35F3	3.30425
SGCG	-3.17333333333333
DCDC2	-2.15866666666667
NANP	0.3185
MGC23270	0.407
BEX4	-0.0315
HYDIN	0.266
RPS6KB2	0.704
ADRM1	0.138583333333333
BAT3	0.5715
RAB31	-0.0391875000000001
SCGB2A1	6.087125
SLC6A14	-0.71275
DDX4	-0.813
PRRC1	-0.139333333333333
AP3B2	1.42983333333333
TRGV7	-0.687833333333333
TMEM184B	1.8505
ADPRHL1	1.18666666666667
C21orf45	-0.60675
ARNTL	0.25525
AADAT	-0.8915
CCL2	0.673666666666667
SNTB2	-1.28266666666667
RGS9BP	1.65175
KPNA1	0.961
TMEM41B	-1.2455
S100A11	1.54658333333333
DOT1L	-1.757
EFHC2	-0.019375
CLTC	0.597333333333333
SRP9	0.1405
ZNF521	1.1835
FAM26F	-1.29075
GPR88	0.426333333333333
COL13A1	0.3145
CHMP4B	-0.3539
SIGLEC6	-0.138666666666667
NFAM1	-0.102
PVRL2	0.2348
ALKBH4	0.06125
CCDC93	0.3035625
NXT1	0.096
KCNK4	-0.1445
TROAP	-1.51216666666667
KCNA10	0.25125
CCDC114	0.1005
RAN	-0.984166666666667
LMTK2	0.369
LOC400657	-0.547
UFC1	1.56825
UBE1DC1	0.0045
EEF1A1	0.925555555555556
CHAC1	-0.2705
HMGA2	-4.9858
B3GALTL	-0.65825
ING2	-1.17925
C1orf109	0.1835
INTS3	0.31125
ZNF558	0.0055
TRPM4	1.46933333333333
LTB4R	-0.2205
ISYNA1	-0.99575
LSM7	-0.19875
LRRC47	0.0575
ZNF179	-1.13183333333333
EXDL1	0.0231666666666667
SLC4A10	-1.419125
ACSS2	-0.5225
COPS7B	0.2505
KIAA0040	1.46133333333333
C1orf95	0.1095
AP1GBP1	-0.63
OR9A2	0.7685
FAM71C	-0.294333333333333
RIN1	-1.45883333333333
ITGA4	-1.829875
DNAJC6	0.0301666666666667
CLOCK	0.952
SLC35A4	-0.2175
DSG4	-0.3295
LOC26010	0.575
NSUN2	-0.7115
TMEM86B	-1.052
C14orf135	0.1445
KIFC3	0.314833333333333
PHF5A	0.4995
NCAPH	-0.848375
STK11IP	-0.264
FLJ42953	1.426125
CCDC19	1.609
ZNF329	0.114125
TAX1BP1	0.0973333333333333
ZDHHC18	1.11816666666667
C10orf88	0.32
TMBIM4	-0.5432
NMUR1	2.612
KIR2DS4	-0.147375
C9orf90	-0.03475
MGC87631	0.036
KDR	2.5123
ST3GAL2	-1.0615
RLN2	-0.605333333333333
HPD	-3.26275
MOXD1	-2.69783333333333
PDGFRL	1.42416666666667
SMYD4	-0.204
FAM103A1	1.18316666666667
MFAP4	-1.38733333333333
LOC285141	-0.0665
TMEM45B	-4.7535
SMCR7L	0.638571428571429
GZMH	3.058
CBLN1	-2.1225
CNNM1	0.55675
PHF17	-2.02675
NUP98	-0.792833333333333
RMI1	-0.80575
PTPRS	0.32725
ANKRD57	1.555375
CLDN15	-0.323333333333333
OR51A2	-0.6695
GUCA2B	0.4485
DOCK9	2.98275
ITGB1BP1	0.7705
DLG2	-0.233125
BRAP	0.01075
SESN3	0.106
ZC3H7B	0.9185
FAM101A	4.12616666666667
FKSG24	-1.19025
ZYG11B	-0.168875
RFC2	-1.3235
SH2D3A	0.529833333333333
DVL3	1.41058333333333
ADFP	-0.0878333333333333
KRIT1	0.326
SERTAD3	0.685666666666667
LEFTY2	1.36425
KRT27	-0.7005
SCFD2	-0.20075
MN1	0.20825
RORA	0.17225
PTPRD	1.27675
PIAS2	-1.423
CYP4X1	0.880666666666667
FBXL15	0.04775
MYH15	0.566666666666667
CRX	-0.3775
TBC1D13	-0.2835
SLC22A17	0.843
PLK2	-0.158666666666667
ARHGAP9	0.56725
EIF1B	-0.2995
C20orf185	0.26475
DEFA7P	0.2025
PRIM1	-3.94433333333333
CRYAA	-1.61425
BACE1	0.1255
AGTRL1	0.125
ACAD9	0.76925
GRASP	-0.012
RBP4	-4.07316666666667
TFB2M	0.47925
METTL9	-0.0355
ATP5O	-1.0075
SP100	0.7983
CPSF1	0.731833333333333
S100A4	1.3575
LIME1	-1.255
GPR137C	-1.59425
OR2A2	0.7195
C2orf29	-0.02175
NUP188	-0.6635
SDPR	-2.9915
RAI1	0.319625
RPS20	-1.1725
LAMB1	0.92425
ADM2	1.16383333333333
ZNF229	0.389
DKFZp434K1815	-0.69975
EPN3	1.789
CLIC3	0.9765
MEIG1	1.263
HMGB4	-0.68775
STARD10	-0.092625
KLF8	4.1415
EPB41L2	1.29433333333333
JMJD6	-0.108714285714286
CTSL1	-0.068
GPR27	0.6345
ELAVL4	1.155375
MMP21	0.193
PPM1B	0.28225
SUV39H1	0.3405
AAMP	0.077
TUSC4	-0.218166666666667
MBD6	-0.2975
KLK13	1.5175
FMNL3	0.730833333333333
TRIM13	0.762333333333333
C15orf5	0.18
IQCF1	0.3495
CACNG8	0.461
SLC35D3	0.152666666666667
ZDHHC9	1.0515
ODF3L1	0.3655
C9orf86	-0.2698
TSEN2	-0.82475
C17orf64	-0.308666666666667
SEPX1	-0.4644
TSPO	1.0475
SYMPK	-0.629
ADORA1	2.68
TSPAN10	-1.561875
SEMA6C	1.04066666666667
RTTN	-1.8589
IL2	-0.177333333333333
ARRDC3	0.01425
TBPL1	-0.414666666666667
STX12	0.8655
MRPL39	-0.59125
OR8H3	0.528
IFIT5	0.731833333333333
CASC5	-2.010125
FAM46A	-1.235
HPCAL1	-0.53025
CYLC1	1.0755
VGLL2	-0.0552857142857143
C20orf191	-0.631
CDH1	1.84266666666667
ITPA	0.47675
CCDC101	-0.73175
D15Wsu75e	0.40575
EDA	-1.01725
CREG1	1.06225
OR7G2	0.791
SAP18	1.18333333333333
IFIT1	2.5685
CALML3	-0.785833333333333
FLJ37440	1.709
FNDC5	-0.14625
SERPINB6	-1.12878571428571
JUNB	0.8831
SYS1	0.861
SCN2A	2.17616666666667
ZKSCAN5	-0.6626
WNT7A	0.432833333333333
TSHZ3	2.04275
RNF148	-0.0955
H6PD	0.4875
CAD	-0.593166666666667
ZNF449	0.46075
DOCK10	-0.4325
FAIM2	0.147833333333333
HEXDC	0.20525
PRB1	1.663
C14orf148	0.091
ETHE1	0.88925
IRF5	1.2789
GNMT	-0.808
MGC16291	-1.3225
RPAIN	-0.326642857142857
CAGE1	0.3955
CNTNAP3	-3.162
ACTR1B	0.11425
EEF1E1	-1.8635
MSX1	-1.17625
ESF1	-0.037
HSPC171	-0.1995
MRPL2	0.397666666666667
RDH12	-0.415
CELP	-0.352
METRNL	0.1555
C10orf116	0.988333333333333
C19orf48	-0.79
ZNF346	0.343125
NCR1	-1.8725
C10orf64	-0.037
CD52	-1.171
VPS18	-0.01025
AP4S1	0.324166666666667
NPBWR1	-2.2895
TPK1	-0.311
UBA52	-1.4835
RIPK1	0.615166666666667
CPNE3	-0.1948
HSPC159	1.07025
C8orf38	0.57225
LRRC4B	-0.4275
PARP10	-0.6799
ANKRD50	0.1305
CXCL9	4.881
FGF18	0.292
EIF2A	0.016125
SLC20A2	0.996833333333333
KIAA1549	-0.474
SPINT1	1.9761
ZNF584	-0.581
CRBN	0.389166666666667
ABCF3	0.475666666666667
NCBP1	-0.943666666666667
PLA2G4F	0.503833333333333
PCDH10	-0.67025
TTC21A	0.213
C20orf144	-0.386
FGFR1OP2	-0.967666666666667
SLC9A1	0.6421
CHRND	0.276
FOXF1	-2.28625
KIAA1467	0.06825
TPO	-1.8575
LTF	0.906071428571429
DNAJB9	0.30575
MRPS27	-2.2
bA16L21.2.1	-0.4175
WBP2	0.342666666666667
MRGPRX3	-1.39666666666667
PRPF18	1.522
C10orf58	1.021
SMOC1	0.1472
ADAT3	0.112333333333333
TMEM138	-0.1865
TMEM131	0.6705
TIMM8B	-0.23775
MYH7	-0.3255
ST6GAL2	1.807875
KIF1C	1.29325
SUHW2	-1.161
PAPSS1	1.3715
CABP2	0.1665
HOXA4	0.813
ELF2	-0.86325
SEMA3D	0.5099
MC5R	-0.122
OGFR	-0.204
FLJ30092	0.664166666666667
TGFA	2.9647
MMP17	-1.2025
KIF15	-2.2415
CHIA	3.66825
CATSPER3	-0.798
CEACAM7	0.201
PADI2	3.170875
HOXA9	2.0505
LNX2	1.04316666666667
TMEM144	1.492
HIF1AN	0.5365
METTL7A	0.2889
C6orf165	1.83183333333333
KIAA1468	-0.717375
DSG3	-0.174
ZNF180	1.049
EIF4E3	1.022875
SLC46A1	0.218125
DKK1	-3.08433333333333
ZNF205	-0.457833333333333
LOC162073	0.327611111111111
COX7A1	3.78125
MAGEA1	-5.028
NEDD8	0.09375
KLHDC5	-0.221944444444444
C3orf19	-0.383
MRPS2	-1.16275
POLR3H	0.363428571428571
ABHD11	0.134
TMEM17	1.724
PAIP2B	-0.7337
MAT1A	-2.89375
LGI3	-0.03825
THUMPD2	0.52525
TKTL2	-0.0695
XAGE3	-2.20966666666667
CALM3	0.345
C6orf136	0.3655
KCNC4	1.068
RGS9	2.28566666666667
ACIN1	0.0866666666666667
SPATS1	-0.26275
XKR8	-0.12375
FAM84A	4.0505
MS4A7	2.94
AGXT2L2	-0.21025
OR1F1	1.097
SMAP1L	-0.557583333333333
IPO11	-1.032625
ZC3H11A	0.5043125
C1orf151	-0.277375
RNASEH2A	-1.81375
CCR10	-1.723
TXNDC11	0.46125
TMEM112	0.090375
MAP1B	-0.688214285714286
NVL	-0.28775
PKM2	-0.13465
ARC	-0.1935
NUP54	-0.5225
PPFIBP2	1.08833333333333
STAT2	0.251375
PTAFR	1.0785
ROBO2	-0.411875
RNF40	-0.339
CCDC135	-0.301166666666667
IFT81	-0.4446
MORF4	1.111
TM7SF3	-0.577875
OR10H3	0.4105
ABP1	-0.21
CHRD	0.04925
PLEKHA8	-0.208333333333333
NCALD	3.46183333333333
OR5AK2	0.02875
ACCN1	0.274333333333333
SLITRK1	-0.256
ARMET	-0.15575
C9orf52	0.29525
REEP4	-0.13625
MTSS1	2.722125
ADH1B	-0.175666666666667
DLD	-0.02675
CDK5	-0.60875
PPFIA1	0.939375
WFDC3	1.47075
DNAJB12	0.456285714285714
RANGRF	-0.4935
MLANA	-4.583
AMY2B	0.741
KIAA0319	-1.4275
RPS7	-0.0615
JAK3	-0.0548
ARFGEF1	1.02775
CXCL5	0.752416666666667
TRAPPC4	-0.6485
CETN2	0.47025
HSPC111	-0.7305
RHOBTB3	-3.5261
PHLPP	0.0765
RGS10	1.153
TMEM58	0.735
CHERP	0.781
HSP90AB3P	0.0466666666666667
FSTL3	0.584
PEX11A	0.6135
OR5V1	0.6695
FCN3	2.15875
PTPN3	0.79275
NPTX1	-5.206375
C21orf84	0.71975
C11orf51	-0.10075
ZBED2	-0.6675
FLJ90757	1.48525
NPY2R	0.844333333333333
PLD3	1.22375
SYT17	-0.179666666666667
SGSM2	1.25725
OR1A2	0.401
FOXP1	0.345125
SLC5A1	4.2785
POFUT1	-0.8896
EPHB6	-0.8355
MYO1G	-1.979375
STAC	1.5737
KLHL17	-0.677333333333333
RGMA	2.7855
TJP2	0.3316
FAM114A1	0.5665
SERINC1	0.726416666666667
SLC9A8	-0.223125
PEX19	0.208125
EDN2	4.0275
PSMD7	-0.819555555555556
C3orf41	1.027
UQCR	-0.402625
PPP1R3C	-1.3115
LRP4	-2.13716666666667
TM2D1	-0.4555
TTC17	0.574875
C4BPB	-4.139375
CCL25	0.5415
ZNF253	0.224333333333333
CHRNA9	-3.62475
SOX11	-0.49325
HIVEP3	0.9975
CGN	2.563
C3orf35	0.703625
PKD2L1	2.84925
SYVN1	0.383625
PDE8B	-2.85725
LOC439951	-2.704
LTC4S	0.640333333333333
MIF4GD	0.546333333333333
SMARCA2	1.39925
TUBGCP6	-0.46
CABLES1	-0.103625
C16orf77	2.74916666666667
ZNF791	0.756
FUT5	0.4685
ADH6	-2.69766666666667
P4HB	0.875
CLDND2	-1.888
ALKBH8	-0.01425
PLAC4	-2.33775
F11R	0.987
MGC35295	0.1615
PDZD4	-0.143166666666667
LOC389073	-0.76775
FAM80B	-1.20433333333333
PSMB1	-0.92525
TXN	-0.5965
VIPR1	0.6282
WBSCR18	0.3614
EXOSC6	-0.602
ACTA2	3.7715
SP5	-4.84166666666667
ANKRD1	-1.8655
DDR1	3.0461
ATP6V1D	0.68325
PTGS1	-0.657416666666667
RNF157	-1.567
DCC	-0.0936666666666667
SPAG7	0.81625
FBXO18	1.901
UBE3C	-0.4863
HOXC6	1.12225
LRP2BP	0.4456
MYST2	0.63025
PDSS2	0.75525
ATE1	-0.92825
ARAF	1.435
KLF10	0.43225
PLA2G2E	-0.198
ASCL1	-1.11966666666667
TSNAXIP1	0.31075
FAM131B	-0.3585
IFNA10	2.3135
NUP43	-1.706
FAM44B	0.035125
L1TD1	-5.48116666666667
NMD3	-0.37475
C18orf54	-1.8736
PHOSPHO1	-0.3885
RAG2	-2.787
EMILIN3	0.2905
METTL3	0.09575
VPS13C	-1.318625
REXO2	0.396
ANXA4	0.59125
CA1	-0.82425
DCP1B	-0.59875
TULP3	-0.796
ATP2A2	0.443214285714286
ATIC	-1.4105
ADAM15	-0.00775
NPL	0.490666666666667
LGR4	-0.795625
UEVLD	-0.793333333333333
GAB1	1.48975
SNAI2	0.548166666666667
ZGPAT	-0.1088
SNF1LK	-0.0169999999999999
DLEU1	-0.2465
UBE2Q1	1.522875
ZMYM6	-0.3905
JPH3	-1.26216666666667
FAM38A	-0.00891666666666667
PXK	-0.587166666666667
DENND2D	1.10175
BAX	-1.59841666666667
CP	-1.59472727272727
RPL37	-1.032
G6PC3	-0.347125
NCOA4	-0.241
LRRC14	0.119125
GORASP1	1.59175
FCHO2	-0.49475
CYP24A1	-3.229
FXYD3	1.426
SMARCAL1	-0.1165
ABCB8	0.252333333333333
CCDC44	-0.28625
PRDM7	-3.29
USH1C	-0.97675
DNAH5	0.6715
SRF	1.57958333333333
MAL2	2.77916666666667
PGPEP1	-0.646583333333333
SIN3B	0.8895
SEMA3C	-2.44716666666667
GRAMD3	2.55575
FBXO10	-0.0245
OR5D13	-0.2595
FLJ31818	0.552875
CACNA1I	-0.959375
S100A13	0.029
TP63	-0.793571428571429
ANXA11	0.6746
WDR66	-0.296375
CSF2RB	0.2945
IFI44	1.2685
DACT1	2.65583333333333
ANKRD23	-1.3615
ATP5G1	-1.57266666666667
C21orf70	1.39866666666667
PPWD1	-1.8095
DNAJC13	0.76125
PAH	-4.86266666666667
PTCH2	0.5595
TRMU	-0.118
CCDC9	0.8125
USP3	-0.2405
DCLRE1C	1.4656
FAM55C	0.0325
FRMD4B	0.89625
CYP2R1	-1.33
RFPL1	0.3057
XPO5	0.10775
ARL6IP2	1.71
OSBPL5	1.02925
MMP9	3.90309090909091
KIAA0802	-1.117625
DHRS2	-3.86716666666667
SGEF	0.096375
TXNDC10	-1.6411
EXOC6	-0.499
RPS27	0.102
PNCK	-0.4925
FSTL1	0.545
AACS	1.43475
SLMAP	0.985
SAMD4A	1.6709
ABRA	0.028
SMARCD3	1.907
PKNOX2	-2.7425
A4GNT	0.789
C9orf39	-1.40383333333333
RALYL	1.39775
MGC33556	-3.1895
C10orf25	-0.202
BBOX1	6.30025
NHEDC1	-0.18225
XDH	0.4525
GCSH	-2.4245
EDN1	1.7315
MTERF	0.516
CLK4	-0.18225
ZNF799	0.37
KCNG1	1.096375
CXCR4	0.640166666666667
PTPRR	1.51275
IRAK1	-0.061875
LOC401397	0.036
TMSB10	1.1725
CXCL3	-2.001
TMC4	1.2085
OR7A10	0.3605
STYK1	1.2135
CHRNA10	-1.10675
CCNI	1.00675
EP300	1.02057142857143
LOC165186	-0.3865
HIC2	-2.23925
SDR-O	-0.1875
OR2W1	-0.6975
KCNA6	0.6185
TRIM74	-1.211
REEP6	-0.7665
ATP5G2	-0.9565
ERG	0.44225
TMEM42	-0.45725
PARN	-0.0126666666666667
SOD2	0.243
DIRAS1	0.649666666666667
PNPT1	-0.50025
JOSD3	-0.615
hCG_40738	1.324
PDE1C	-1.41075
SEMA4D	1.459375
AGPAT1	-0.1515
NOSTRIN	-0.33225
MAP3K3	0.360333333333333
MAX	0.1485
CAPS	2.76966666666667
SERPINA12	1.903
OSBPL8	0.353375
RICS	0.6694
NR4A2	-2.15166666666667
PPCS	0.244666666666667
LONP1	-1.0185
SCYL3	1.451
HERC2P2	-1.44933333333333
FIBCD1	-0.575
C15orf41	-0.24125
DMC1	-1.48533333333333
C20orf27	0.65125
RPS6KA5	-2.2981
FAHD1	-0.751333333333333
SLC12A4	0.1075
BRCA1	-2.2935
GBL	-0.454
SLK	0.215333333333333
NUDT9P1	-0.019
NOXO1	-1.134
USP52	-2.0335
BAZ1B	-0.747375
SLCO2B1	2.282
BBS12	-0.248666666666667
LRGUK	-0.7505
TERF2IP	-0.000750000000000001
COL1A1	5.4845
KIAA0090	-0.52725
GRK5	1.53433333333333
AP1S2	-1.6128
TMEM52	-0.195833333333333
CA11	0.965875
OR4A15	0.2275
ACBD3	0.7614
SPAG11B	0.000999999999999959
PRDM2	1.2486
FOXP3	0.2165
SMYD3	0.0673
LOC389199	-0.8815
LGI2	0.0185
NAPE-PLD	0.8549
ANKRD6	2.647
WDR45	0.330166666666667
SHROOM1	-1.54425
PSCD3	1.0375
PYY	0.293
KCNC1	-1.75
ARHGEF9	1.7924
OR8J1	-0.38825
GPR55	0.0518333333333333
NS3BP	-1.9485
C10orf22	0.0316666666666667
NAT8L	-0.60175
DUSP4	-0.392166666666667
FOXM1	-1.0775
GRAMD2	1.4038
ZBTB48	-0.475833333333333
BUD31	0.6885
PABPC5	1.5425
CCDC41	-1.31675
FBXO11	0.156666666666667
C6orf148	-0.38425
RFXAP	-0.2295
C6orf15	3.6485
CDK8	0.776833333333333
C6orf70	-0.664125
TESSP2	0.2775
ALG2	0.14525
PPP1R3D	0.75625
TPM3	0.0867777777777778
SYT13	1.828
EPB42	-0.782666666666667
CETN3	-2.2655
PRY	-0.043
NTHL1	-0.66
POLR2B	0.004
RPS28	-1.3715
P2RX3	0.0275
LYZL4	0.3485
WBP4	0.9461
PMM1	0.175
C11orf79	0.31075
CBLL1	0.0845
IL1F10	0.418666666666667
VAX2	2.542
SETDB1	0.621
LRAP	-0.985333333333333
GCLM	0.996833333333333
CPEB3	0.56625
PPM1A	0.6235
INTS1	-0.7395
CAMTA1	1.42091666666667
SAMSN1	-2.4555
LOC158830	-3.28566666666667
GMPPA	0.244125
AIPL1	-0.018
IL24	-0.103916666666667
BDKRB1	-2.43683333333333
MLF1	1.5968
TAF12	-0.74625
ID1	-3.014625
THADA	0.091375
PIK3CB	1.062
OR4N5	0.697
TBC1D17	0.673166666666667
COX8A	-0.782
CDCA4	0.32925
C2orf44	-0.3605
ZNF534	-2.134
IMMP1L	-1.321
NIPSNAP3B	-0.237875
FTMT	1.835625
PWP2	0.058
MMP15	-0.3733
DNAH11	0.100666666666667
MTMR14	0.13925
DNAL4	2.0865
IPP	-0.1285
TMEM59	-0.092625
C1orf157	1.8145
RGS4	-0.438833333333333
DDX18	0.5775
SNX6	-0.20575
ZNHIT2	-0.133833333333333
NCDN	-0.127833333333333
FLJ33534	1.05825
RAG1	-1.981625
OR4D10	0.375
PTPN5	-1.3765
POMT1	0.399625
LRRC8A	0.2063
CYP1A1	-1.2525
CAPN1	1.367
DDHD2	0.244
GRIK2	0.08725
GNRHR	0.00766666666666666
PPBP	0.3785
HTR3A	1.329625
SLITRK4	0.23875
ANKRD49	-0.064
BTF3	-1.6115
SARS	0.09475
C13orf18	1.23366666666667
CACNB1	0.196285714285714
QKI	0.180954545454546
SETMAR	0.7985
MAN2B1	0.584
EML3	-0.16925
