Hybridization REF	TCGA-A2-A0EQ-01A-11R-A034-07
TMEM144	1.384
HIF1AN	0.80925
METTL7A	0.1664
C6orf165	3.77816666666667
KIAA1468	1.066
DSG3	-2.745
ZNF180	0.741
EIF4E3	0.9355
SLC46A1	0.315125
DKK1	-4.7035
ZNF205	1.3625
LOC162073	0.767611111111111
COX7A1	5.0855
MAGEA1	-4.66316666666667
NEDD8	0.58125
KLHDC5	-0.180166666666667
C3orf19	0.3475
MRPS2	-0.69725
POLR3H	0.308285714285714
ABHD11	1.0012
TMEM17	0.48975
PAIP2B	-0.4779
MAT1A	-4.2955
LGI3	0.434
THUMPD2	-0.19225
TKTL2	0.414
XAGE3	-1.49683333333333
CALM3	1.04583333333333
C6orf136	-0.3385
KCNC4	-0.211
RGS9	0.319
ACIN1	-0.215166666666667
SPATS1	0.10725
XKR8	-0.17125
FAM84A	3.129
MS4A7	4.87363636363636
AGXT2L2	0.0575
OR1F1	-0.653
SMAP1L	0.388416666666667
IPO11	0.1275
ZC3H11A	0.020875
C1orf151	0.15625
RNASEH2A	-1.402
CCR10	-0.5935
TXNDC11	0.821666666666667
TMEM112	0.619375
MAP1B	-0.845857142857143
NVL	0.305
PKM2	-1.30695
ARC	-0.51375
NUP54	1.2285
PPFIBP2	2.64666666666667
STAT2	0.864375
PTAFR	3.31366666666667
ROBO2	1.4515
RNF40	-0.342
CCDC135	-0.7285
IFT81	-0.5635
MORF4	-0.78075
TM7SF3	-1.23975
OR10H3	0.736
ABP1	0.3415
CHRD	-0.15375
PLEKHA8	0.630833333333333
NCALD	2.21058333333333
OR5AK2	-0.0545
ACCN1	-0.0486666666666667
SLITRK1	-0.5645
ARMET	-0.382
C9orf52	0.14775
REEP4	-0.53525
MTSS1	1.273
ADH1B	2.20633333333333
DLD	-0.54325
CDK5	-0.79775
PPFIA1	0.30925
WFDC3	1.0195
DNAJB12	1.31
RANGRF	0.2025
MLANA	-4.92825
AMY2B	-0.45475
KIAA0319	-1.154625
RPS7	-0.482
JAK3	0.8139
ARFGEF1	1.50425
CXCL5	0.277916666666667
TRAPPC4	-1.13625
CETN2	0.7865
HSPC111	-0.38025
RHOBTB3	-2.3888
PHLPP	0.313
RGS10	1.4205
TMEM58	-0.62875
CHERP	-0.2135
HSP90AB3P	-0.460833333333333
FSTL3	-1.23516666666667
PEX11A	0.49825
OR5V1	0.62
FCN3	3.6575
PTPN3	-1.00125
NPTX1	-4.811625
C21orf84	-1.38875
C11orf51	0.3565
ZBED2	5.454
FLJ90757	0.8795
NPY2R	-0.90425
PLD3	0.256
SYT17	2.963
SGSM2	-1.252
OR1A2	-0.73175
FOXP1	1.502625
SLC5A1	0.1445
POFUT1	-0.86
EPHB6	-1.90783333333333
MYO1G	0.08075
STAC	-1.5774
KLHL17	-0.3925
RGMA	0.1469
TJP2	0.3103
FAM114A1	-0.595166666666667
SERINC1	1.11225
SLC9A8	-0.24625
PEX19	-0.270625
EDN2	0.34975
PSMD7	-0.717111111111111
C3orf41	-3.103
UQCR	0.267375
PPP1R3C	1.54
LRP4	-3.31
TM2D1	-0.8445
TTC17	-0.061375
C4BPB	-4.69625
CCL25	0.96075
ZNF253	0.424666666666667
CHRNA9	-4.29625
SOX11	3.1965
HIVEP3	0.8375
CGN	0.327583333333333
C3orf35	0.223625
PKD2L1	4.54425
SYVN1	0.116625
PDE8B	-3.259875
LOC439951	1.39625
LTC4S	2.6285
MIF4GD	-0.467666666666667
SMARCA2	1.61425
TUBGCP6	0.245
CABLES1	0.55975
C16orf77	1.75666666666667
ZNF791	1.06575
FUT5	-1.416
ADH6	-1.845
P4HB	0.60475
CLDND2	-1.664
ALKBH8	-0.64625
PLAC4	-0.21925
F11R	0.234142857142857
MGC35295	0.313666666666667
PDZD4	-0.542333333333333
LOC389073	-0.327
FAM80B	-0.581
PSMB1	0.153375
TXN	0.0573333333333333
VIPR1	0.5964
WBSCR18	0.1564
EXOSC6	-0.680833333333333
ACTA2	2.41733333333333
SP5	-3.366
ANKRD1	-2.94475
DDR1	0.8458
ATP6V1D	-0.02425
PTGS1	-2.28675
RNF157	-1.91475
DCC	0.41425
SPAG7	-0.32325
FBXO18	0.26975
UBE3C	-0.1209
HOXC6	0.43675
LRP2BP	0.123333333333333
MYST2	-0.32025
PDSS2	0.529
ATE1	0.139
ARAF	-0.5575
KLF10	-0.15125
PLA2G2E	-0.1615
ASCL1	2.67966666666667
TSNAXIP1	0.18125
FAM131B	-0.0235
IFNA10	0.633
NUP43	-0.291625
FAM44B	-0.5435
L1TD1	-5.545
NMD3	-1.41191666666667
C18orf54	-0.057
PHOSPHO1	-0.801
RAG2	-4.462
EMILIN3	-0.1515
METTL3	0.28775
VPS13C	0.22925
REXO2	-2.07075
ANXA4	-0.1565
CA1	-1.28625
DCP1B	-0.10275
TULP3	-0.415166666666667
ATP2A2	-0.501928571428571
ATIC	-1.506
ADAM15	-0.4805
NPL	2.16933333333333
LGR4	0.412
UEVLD	0.357833333333333
GAB1	0.9205
SNAI2	-0.8235
ZGPAT	0.0963
SNF1LK	0.036625
DLEU1	-0.931
UBE2Q1	-0.030375
ZMYM6	-0.2059375
JPH3	-2.14666666666667
FAM38A	-0.746083333333333
PXK	-0.504666666666667
DENND2D	1.75225
BAX	-0.440833333333333
CP	-5.11581818181818
RPL37	0.8337
G6PC3	-0.126125
NCOA4	-0.397833333333333
LRRC14	-0.21725
GORASP1	-0.16625
FCHO2	0.900375
CYP24A1	-3.7036
FXYD3	0.30925
SMARCAL1	0.12025
ABCB8	0.590166666666667
CCDC44	0.29975
PRDM7	-3.06875
USH1C	-1.70975
DNAH5	0.7765
SRF	-0.444666666666667
MAL2	3.07033333333333
PGPEP1	0.587166666666667
SIN3B	-0.242
SEMA3C	-0.591333333333333
GRAMD3	0.62025
FBXO10	0.191
OR5D13	1.238
FLJ31818	-0.4215
CACNA1I	0.879625
S100A13	-1.3215
TP63	0.0765714285714285
ANXA11	0.3849
WDR66	-0.1115
CSF2RB	1.2105
IFI44	0.6615
DACT1	-0.419
ANKRD23	-1.082875
ATP5G1	-0.970166666666667
C21orf70	-0.0146666666666667
PPWD1	-1.53975
DNAJC13	-0.06775
PAH	-5.27066666666667
PTCH2	0.3725
TRMU	-0.487
CCDC9	0.53
USP3	-0.3075
DCLRE1C	0.4328
FAM55C	0.974
FRMD4B	1.70775
CYP2R1	-0.8845
RFPL1	0.0386
XPO5	-1.07425
ARL6IP2	-0.539
OSBPL5	0.90725
MMP9	4.93363636363636
KIAA0802	0.139375
DHRS2	0.622833333333333
SGEF	0.1675
TXNDC10	0.5574
EXOC6	1.0125
RPS27	0.164833333333333
PNCK	-1.67916666666667
FSTL1	-1.18275
AACS	0.15225
SLMAP	-0.164
SAMD4A	-0.6743
ABRA	-0.847
SMARCD3	-0.364
PKNOX2	-3.565
A4GNT	0.6715
C9orf39	-0.661666666666667
RALYL	-0.2455
MGC33556	-2.444
C10orf25	-1.043
BBOX1	3.32875
NHEDC1	0.82175
XDH	-1.228
GCSH	-1.4385
EDN1	-0.3575
MTERF	-0.651
CLK4	0.2635
ZNF799	0.617833333333333
KCNG1	-1.058875
CXCR4	2.9155
PTPRR	-4.11925
IRAK1	-0.736125
LOC401397	-0.95075
TMSB10	1.53178571428571
CXCL3	-3.1908
TMC4	-0.71775
OR7A10	1.1645
STYK1	3.1655
CHRNA10	-0.73225
CCNI	1.992
EP300	1.26021428571429
LOC165186	0.541833333333333
HIC2	-2.21075
SDR-O	-0.0975
OR2W1	0.1745
KCNA6	1.0555
TRIM74	-1.8295
REEP6	0.096
ATP5G2	-0.00125
ERG	0.40225
TMEM42	-0.87925
PARN	0.2515
SOD2	0.7918125
DIRAS1	1.19433333333333
PNPT1	-0.76325
JOSD3	-1.59725
hCG_40738	0.1485
PDE1C	-2.30325
SEMA4D	1.059125
AGPAT1	0.119833333333333
NOSTRIN	-0.536375
MAP3K3	-0.250666666666667
MAX	0.212571428571429
CAPS	4.91566666666667
SERPINA12	-0.2095
OSBPL8	0.145875
RICS	0.472
NR4A2	0.809666666666667
PPCS	0.372
LONP1	-0.67
SCYL3	0.92
HERC2P2	-2.11866666666667
FIBCD1	-0.948
C15orf41	-1.586
DMC1	-1.68666666666667
C20orf27	-0.29275
RPS6KA5	-0.8636
FAHD1	-0.0923333333333333
SLC12A4	-1.1715
BRCA1	-0.87825
GBL	-0.25825
SLK	0.755833333333333
NUDT9P1	0.5865
NOXO1	1.9025
USP52	-1.8445
BAZ1B	0.735375
SLCO2B1	2.752
BBS12	0.39
LRGUK	-0.8975
TERF2IP	0.4175
COL1A1	4.1355
KIAA0090	-0.331
GRK5	0.171166666666667
AP1S2	-1.428
TMEM52	-0.212333333333333
CA11	-0.955375
OR4A15	0.0953333333333333
ACBD3	1.3146
SPAG11B	0.07525
PRDM2	0.9281
FOXP3	1.24425
SMYD3	0.0996
LOC389199	1.5565
LGI2	2.26283333333333
NAPE-PLD	-0.9317
ANKRD6	0.1335
WDR45	0.770666666666667
SHROOM1	-1.5985
PSCD3	0.8375
PYY	0.65
KCNC1	2.741
ARHGEF9	-0.4297
OR8J1	0.0485
GPR55	0.129666666666667
NS3BP	-1.258
C10orf22	0.513333333333333
NAT8L	1.18125
DUSP4	1.34433333333333
FOXM1	-0.915
GRAMD2	-0.2131
ZBTB48	-0.113666666666667
BUD31	-0.49
PABPC5	0.318
CCDC41	0.53675
FBXO11	0.533833333333333
C6orf148	-1.23825
RFXAP	-1.74875
C6orf15	-0.107166666666667
CDK8	-0.574666666666667
C6orf70	-0.3495
TESSP2	-1.6845
ALG2	0.22925
PPP1R3D	2.1115
TPM3	-0.139666666666667
SYT13	1.90975
EPB42	-0.935
CETN3	-1.3125
PRY	-0.149
NTHL1	-0.953166666666667
POLR2B	-0.6295
RPS28	0.907083333333333
P2RX3	0.45425
LYZL4	0.189
WBP4	-0.0124
PMM1	-0.66175
C11orf79	0.184
CBLL1	-0.5235
IL1F10	1.08733333333333
VAX2	-0.973
SETDB1	-0.3995
LRAP	-2.598
GCLM	-1.021
CPEB3	1.788
PPM1A	-0.150875
INTS1	-0.085
CAMTA1	1.21266666666667
SAMSN1	-1.1705
LOC158830	-0.0895
GMPPA	-0.424375
AIPL1	-0.00949999999999999
IL24	0.341083333333333
BDKRB1	-1.55066666666667
MLF1	-0.3017
TAF12	-0.68375
ID1	-2.768625
THADA	-0.200875
PIK3CB	-0.789
OR4N5	0.613
TBC1D17	-0.0195
COX8A	-0.09975
CDCA4	-1.75875
C2orf44	-0.36975
ZNF534	-0.67925
IMMP1L	0.293
NIPSNAP3B	0.094875
FTMT	0.451875
PWP2	0.758333333333333
MMP15	-1.2361
DNAH11	-1.20675
MTMR14	-0.383125
DNAL4	0.82575
IPP	-0.59425
TMEM59	0.36525
C1orf157	0.6795
RGS4	-1.10816666666667
DDX18	-0.470833333333333
SNX6	-0.3135
ZNHIT2	0.285666666666667
NCDN	0.373333333333333
FLJ33534	0.155
RAG1	-2.465375
OR4D10	0.345
PTPN5	-0.4935
POMT1	0.3025
LRRC8A	0.2816
CYP1A1	-1.86175
CAPN1	0.0708333333333333
DDHD2	-0.306
GRIK2	-2.432
GNRHR	0.20525
PPBP	0.56275
HTR3A	-0.85025
SLITRK4	-0.372
ANKRD49	-0.89675
BTF3	-0.9286
SARS	-0.77625
C13orf18	0.6348
CACNB1	-0.416214285714286
QKI	0.774954545454545
SETMAR	0.4985
MAN2B1	1.8565
EML3	-0.862
ACADL	-0.52
OFD1	-0.64475
DEFB114	0.342
CGA	-3.508
PEX16	0.1215
LRRC10	-0.455
GNG12	-2.86
C1orf152	0.606333333333333
CHRM1	0.6965
CD53	1.80475
DBH	-0.41825
TFAP2B	5.79025
HIST1H2BJ	-0.599333333333333
FAM46D	-0.3175
TMEM11	-0.151
C3orf32	-1.22575
PCCB	-0.5985
IPO13	0.063375
C6orf105	-2.69175
COMMD5	0.91975
SUV420H1	-0.5475
LTBR	-0.0995
ARHGAP15	0.31175
HDHD2	0.30375
TDRKH	-0.802666666666667
LOC401052	0.276
PSG4	-2.286
GNB4	-0.802
SPATA4	-0.64825
SLC9A3	0.113
OSBP	0.367666666666667
NBPF3	-1.02875
DOCK11	0.026
SLC39A5	-1.85083333333333
PRR5	1.5881
C10orf63	0.92875
SMTNL2	-0.80625
ADRA1A	0.0945000000000001
ASAH1	1.6783
DOM3Z	-0.4325
GIPR	1.6975
AHI1	-0.0376666666666667
NADSYN1	1.41616666666667
RGS14	0.1049
IL18BP	2.4002
RTN4RL1	-1.23683333333333
ARMC6	0.04875
PSMD5	0.4005
HK3	3.139
OR4S1	1.9315
RSU1	0.5491
MAD2L1	-1.611
EIF4A3	-0.34025
DLEC1	-0.676666666666667
E4F1	-0.0543333333333333
CHMP2B	0.3205
CAMSAP1	0.77125
RPS21	-0.496666666666667
ARID5A	1.2205
UBE2N	0.0743
IGSF8	0.947
MAGEB6	-2.38
ACAD11	-1.9195
MGC4172	-0.82575
LMO4	1.266
KLKB1	-0.2555
HP	-1.184
HDAC3	-0.53875
SCHIP1	-0.8595
CLCA1	-0.378
OLFML2A	0.33575
C1orf112	-0.979
KIF19	1.674
HAPLN4	-0.1116
CXCR7	0.0281666666666667
GOT2	-0.1458
RAB38	-3.081
DCX	0.20075
PPM1H	-0.378333333333333
NFYC	0.578666666666667
KIN	0.139625
ZNF228	0.05625
PLSCR4	0.2835
HIG2	0.1205
FAM79B	1.2745
C21orf86	-0.2046
KCNK10	1.2995
ZNF738	-2.560875
FSTL5	-0.6706
OR6A2	-0.3755
OTOA	0.452166666666667
EXOC1	-0.0985
AHRR	-2.989125
PDAP1	-1.06016666666667
C19orf6	-0.232625
ZAN	0.71725
LY6G6E	-0.4015
EIF4E2	-0.0465
C20orf198	-0.567
ZNF324	0.327
CYP3A5	-2.93183333333333
ENTPD7	1.571
MBOAT5	0.0491666666666667
GJB5	1.02925
TTC13	-0.839
S100Z	-2.12416666666667
KIAA0664	-0.3715
PDGFRB	1.82475
IL17D	-0.5265
OR56B4	-0.2015
RDX	-2.17
SLC34A3	1.316
IL28B	0.5305
JUND	1.44125
CHRNB1	0.403
CAMK2B	0.96075
FETUB	-2.38425
CXorf23	0.883625
MRTO4	-0.577625
TTC3	1.725
NDUFB8	0.105333333333333
EDG2	0.287
SEMA3G	-0.217
IL23A	-0.33175
GRHL1	1.1462
LOC441054	-2.4535
WDR65	1.166625
PSTK	-0.70175
STOML3	0.111666666666667
R3HDM2	-0.3288
C5	-2.047
SLC2A10	1.33216666666667
C3orf22	0.54825
PAQR3	0.857076923076923
ANKRD26	-0.342333333333333
HCRTR1	1.188
LOC399947	-0.348
PSD2	-0.31875
TIGD2	-0.575666666666667
SCRN1	-2.939375
COQ10A	-1.52225
DDI2	-0.027
METTL7B	-0.939666666666667
UCN2	0.68425
FAM92A3	-0.66925
WDR16	0.0845
ZNF511	0.55
ZMYM5	-0.242875
POLR3G	-2.907
ZNF586	0.121
C1orf49	0.485666666666667
TANK	0.102833333333333
RCAN1	-0.880166666666667
PELI3	1.13583333333333
LIMD2	0.815083333333333
TMEM189	0.342
NTN4	-0.822
LOC151300	0.401
CLEC2A	-1.371
GPR135	-0.706875
DPYSL4	-2.9491
JAK2	0.495166666666667
TSHZ1	1.7275
TM9SF4	-0.106625
ZNF264	0.706333333333333
SIRPG	3.414
BICD1	-1.158
HERC6	1.64633333333333
METTL5	-1.054
CASP1	1.302
PRRT1	0.407666666666667
PLA2G4C	3.42866666666667
ICA1L	0.5105
TPTE2	-0.341333333333333
OTUD7A	1.2255
AQP11	0.3735
APOA2	-4.0934
KALRN	0.5275
SECTM1	0.566166666666667
IFNAR1	1.343
TALDO1	0.031625
RAB11FIP4	1.24291666666667
EIF5A	-0.793
FAM49A	2.82325
NEGR1	-0.140166666666667
YTHDC2	0.4435
EHD2	-1.284875
NCF1	3.8721
SCRT2	1.668
HOXA5	-1.66083333333333
NUP133	0.135
FGF12	-0.1439375
SLMO2	-0.542875
SNTA1	-0.404875
CACNG2	0.351125
GCM1	0.337625
ELF1	0.427166666666667
TLR5	3.3595
TCFL5	-1.173
RBMY2FP	-0.9985
LOC100125556	-0.14825
FAM129B	0.54725
MAP3K7IP1	-0.049
NCK2	-0.1795
OXA1L	0.03825
FMO9P	0.492
ZSCAN12	-0.11875
PSMD12	-0.0115833333333333
HSCB	0.20075
CLDN10	-3.49475
MGC13053	-0.89975
HPCAL4	-0.0566666666666666
ASZ1	0.0615
MEX3D	0.652166666666667
NFAT5	-0.2458
CSPG4LYP1	-0.530666666666667
FBXO3	0.5216
DVL1	-0.272
CMKLR1	3.40383333333333
TYMS	-0.98325
PEF1	0.4815
ZNF750	2.53483333333333
MCM5	-0.1657
MEGF11	-0.433
KCNK7	0.295
PTP4A3	1.4035
C1QTNF2	-1.78816666666667
OR6S1	-0.835
FAM122B	-0.98375
ZNF551	-0.21625
HBQ1	-2.7515
GEMIN6	-0.3785
ARSK	-1.09375
RBP7	1.36166666666667
CPNE9	-0.2645
DSC1	2.712
LOC730112	-0.43275
MAP2K4	0.465
HS3ST5	-1.473
EPB41L3	-0.3845
TEKT2	1.384
CDKN2B	-1.31991666666667
ZNF480	-0.1115
MAP3K6	0.9705
MAP6	1.17883333333333
HN1	0.6707
OR2L13	0.08425
SLC16A11	0.5275
FAM96A	-1.101
APOL1	1.0105
C5orf32	-1.24275
RTP1	-0.065
RNF175	-0.599625
ZBTB41	1.362
AHCTF1	0.5458
SAE2	-0.4172
ITGA2	-1.59016666666667
MME	-1.06766666666667
CCDC14	-1.5415
MAST4	0.766714285714286
KRT33B	-0.9395
KCTD2	0.0525
WDR26	0.4615
MFI2	0.161875
NR4A3	1.14
ARSA	1.64975
UNKL	0.526833333333333
SULT6B1	-0.1705
CCNA2	-1.38683333333333
SOX15	-1.1255
PPAPDC1B	0.345916666666667
C19orf44	-0.0585
MCAT	0.775916666666667
ARID1B	0.9825
OR52N1	0.361
C12orf48	-1.06275
MAGI1	0.127875
NIPA2	-0.28975
GBX2	-2.37975
RSHL3	-0.032125
RAVER1	0.701833333333333
C15orf17	-0.8395
SLC30A2	1.359
ZNF518	0.556
PCYT1B	-1.73175
C10orf114	-1.62375
EIF3H	0.43725
SLC25A39	-0.7515
KIF1B	0.077625
AMOTL2	-1.633
C6orf120	0.973125
PSRC1	-1.6635
PLA2G10	-0.7795
KIF5C	0.150625
MRPL37	-0.323
C17orf62	0.778666666666667
C9orf135	-1.20483333333333
DUSP10	2.1548
CLCNKB	-0.0045
PSMA5	-0.321125
C8orf53	1.347
AMPD3	1.106
PIAS1	-0.10775
ADCYAP1R1	-0.116
GYLTL1B	-1.18075
CDH20	-0.145833333333333
FBXO7	0.28075
TMEM134	0.1085
FLJ14213	0.119333333333333
ZNF3	0.00400000000000002
LRRFIP1	0.13825
CNOT2	0.42
ABI3	3.31525
ALDH5A1	-1.48541666666667
HNT	1.7841
SERPINA4	-2.76
TK2	0.278083333333333
STMN1	-0.564333333333333
GUCA2A	-0.0451666666666667
GALNT10	-0.321785714285714
DPP6	-1.45405
C9orf93	-1.28825
PRELID2	-0.833125
STK39	0.9755
SFTPA1	0.0505
CKS2	-0.147666666666667
RHO	-0.069
C20orf135	-0.189
XKR3	-3.2465
CR1	1.220125
RPS6KA2	0.704714285714286
C20orf112	0.77075
MRPL22	-0.51825
C4orf23	0.592666666666667
GADD45B	0.42425
KLHDC1	-0.1265
C2orf48	-1.5685
ZNF287	0.5795
DAAM2	-0.6055
DPPA2	-3.214
TCTN3	0.224666666666667
DNAJB11	0.02575
FPR1	4.45775
DEFB4	0.0885
PTCD2	-2.0206
SMOC2	4.508
CABP7	1.93
SERPINB11	0.48075
MAGEF1	-0.03
NDE1	-0.0311666666666667
ITGA10	-0.9005
FSHB	-0.0855
ANXA2	-0.287625
HORMAD2	-0.104
HLCS	0.12025
MCF2L	1.94258333333333
FH	-0.25175
TBC1D24	1.07675
KIAA1505	0.058
LGALS2	3.109
CNBD1	-0.2675
SYNPO2L	0.45475
PTPN23	0.0239285714285714
C1orf183	-0.579
MAGEA8	-3.2185
DGCR8	-1.126625
GSR	-0.26925
PAQR7	-0.1275
ZNF676	-0.22175
CACNA1C	-0.7697
SP7	-0.273
PDCD6	-0.16025
NRN1L	-1.3405
BRI3BP	0.65225
KIAA1183	0.50575
ASB4	-0.58725
CCL23	1.7785
OBSL1	-0.887125
SLC12A7	0.3525
KIAA0240	1.07475
CD1B	-0.072
FCGR2A	1.293625
MDC1	-1.52525
HTR1A	1.00516666666667
OCEL1	0.412
ATP11B	-1.0960625
FBXO34	-0.1315
PCDH12	3.68933333333333
RPE	-0.6765
C17orf74	0.0805
CSDC2	0.549833333333333
PET112L	-0.42625
TMBIM1	-1.07925
P2RXL1	0.1495
TCHP	-0.59225
TRMT1	-0.647666666666667
F2RL2	0.480666666666667
LRRC32	2.29466666666667
IMPG2	0.0765
BGLAP	-0.9275
LOC493869	-2.13233333333333
MRAS	0.917
SLC35F5	-0.43225
CBWD1	-0.5035
AXL	-2.229125
ATP2C2	2.50775
TELO2	-0.47475
PNPLA3	-3.726
PCDHB14	-1.237
CD276	-0.06775
KRT80	-1.764375
DUSP28	-0.474
CSNK1E	-0.202833333333333
SRP14	-0.169
KCNQ4	0.344
KRT72	-0.0518333333333333
CCDC117	0.569875
C6orf89	-0.433222222222222
TUBB2B	-2.6588
RTN4IP1	-0.382
CR1L	-2.343
CEND1	0.7675
C12orf41	-0.6835
RNF31	1.28125
UBN1	0.528666666666667
C17orf32	1.26225
SLC5A7	0.00174999999999999
GPR92	0.923
ESAM	2.5086
CTNNA1	-0.0576666666666667
HRBL	-0.226
CBX4	-0.47075
TMEM182	-0.76875
SH3TC2	-1.42483333333333
IL10	1.43583333333333
PXMP4	1.7175
RNF167	-0.4102
PAK7	0.197333333333333
ETV3	-0.0105
ATPIF1	-0.432333333333333
LOC554207	-1.44066666666667
OR8H1	0.19525
WDFY3	0.8925
DPM1	-0.9765
GPSM1	-0.1145
WDR92	0.1685
LRP1	0.2975
ANKH	-1.921625
THUMPD3	-1.3945
POLR1B	-0.373
OLFM4	-0.7395
RAD9B	-0.054
TSPY2	-3.626
PAX6	-1.46983333333333
SCG2	-2.244125
SLC17A6	-0.3295
FMO3	3.3715
PADI4	-1.279875
TUBB4	-0.458
NLK	1.40975
POU4F3	-0.4095
SDF4	-0.179
ITGBL1	0.303833333333333
NETO1	-1.828125
TAP2	0.1985
ABBA-1	0.2135
GNAI1	0.36225
VPS4B	0.95075
NOPE	0.0279
GALNT6	3.64416666666667
SESN1	1.17475
GBE1	-2.53811111111111
CLASP1	0.21475
RASGEF1B	2.10325
ACOT11	-0.630714285714286
AFAP1	0.911
OR2H2	0.50825
DPY19L2P1	-1.61075
DZIP1	-2.64025
SEC22C	-0.0569166666666667
GPR161	-0.21275
RNF146	0.449
WDR74	-0.743875
GALP	-0.867
PURA	0.5445
DNPEP	0.406833333333333
RP11-78J21.1	-0.47775
ERBB2	2.158875
FANCM	-1.15341666666667
NEO1	-0.213333333333333
DDX3Y	-4.7697
RPS3A	0.177125
MXRA7	0.285
LGALS3	-1.77066666666667
GLT8D1	-0.7145
CFL2	-3.004
UPB1	0.8815
NAP1L5	-0.479625
CLDN14	-1.35125
DHX38	-0.4005
BTBD1	-0.83775
TARS2	-0.154833333333333
ABCF1	0.00350000000000001
FCF1	-0.1355
LRRC49	-1.243
GUCY1B2	-0.414
C1orf177	-0.015
SMARCA4	0.38
LRP8	-0.308166666666667
TAGLN3	-0.7315
MRPL14	-0.42875
TTRAP	-0.63675
ZDHHC20	1.434
NFE2L3	-0.37125
KIAA1377	-0.900125
PALMD	0.2552
TMEM43	-0.777
TTL	-0.7685
STAT5B	-0.513333333333333
SSB	-1.332
OR10H5	0.5095
SLC22A13	-1.4795
AKAP3	-0.1105
TIMM23	0.2125
OAS2	2.91366666666667
KIAA0423	-0.3635
TRIM11	0.826833333333333
GLIS3	0.229125
TMEM50B	0.5575
ARHGEF4	-2.321125
DEGS1	0.478090909090909
TBL1XR1	1.13243333333333
G6PD	-1.56925
SP140	2.4172
MUC17	-0.311857142857143
NUDC	-0.5585
DNAJC5B	3.905
SCARA3	-0.503833333333333
CPA3	5.37983333333333
BCAT2	-0.334375
MFN1	-0.4847
NRG3	2.2985
SNX11	0.408
PLEKHH1	-0.375833333333333
GPR177	-1.70983333333333
HCFC2	0.216
TCAP	0.085
MOCOS	-3.7745
C14orf93	0.03425
PRDM10	-0.393666666666667
SLC16A4	-1.27633333333333
SRGAP1	-0.420333333333333
VIP	-0.0285
DUSP27	-0.438833333333333
LILRA1	0.8856
MC2R	0.3335
MGC24103	-2.56975
MBTD1	-1.897
FUT11	-0.466166666666667
USP33	-0.0709
C15orf39	-0.49125
MAP3K12	-0.473625
PAAF1	0.011
BARHL1	0.091
FLJ16165	-0.811
PIWIL2	-3.637
SYNE1	0.406916666666667
CMTM4	0.267875
TSPYL1	0.72
GUF1	0.696833333333333
TMEM157	0.644
WDR44	0.78425
HIST1H3C	0.858
DKFZp666G057	0.838
RNPEP	0.16775
GAS2L2	0.0873333333333333
ADH4	-4.706
GRPR	-0.462666666666667
FBXL17	1.64675
ZBTB10	0.979166666666667
Gcom1	-0.335222222222222
HTRA1	0.6376
ZNF585A	0.2345
SLC26A2	-0.717214285714286
OTOP3	-0.0965
WISP1	2.04733333333333
ATP2B4	-0.3065
FLJ10769	0.9015
CRAMP1L	-0.538375
CHST12	-0.1085
RAB22A	0.479916666666667
TARDBP	0.119857142857143
STAU1	-0.32675
CRB3	2.847
MIG7	-1.20775
CHMP1A	-0.0918333333333333
ZNF160	0.1215
B3GALT6	-0.454625
BARX1	-1.72283333333333
C6orf167	-0.5368125
NXNL1	0.5975
DHX29	-0.4425
HADHB	-0.22525
PLXNB2	0.39375
ILDR1	-0.95825
SLC15A3	3.356
GAS2	-3.24033333333333
C20orf69	0.1625
NUMB	-0.70425
TNIP1	0.114625
MESP1	-1.29333333333333
PSKH1	-0.22025
NSFL1C	0.446625
RHOG	0.502
HEY1	-2.87333333333333
KNG1	-2.098625
ITGAX	2.4666
LIN9	-0.0888333333333333
CANT1	1.262125
XRN1	0.952928571428571
CCDC96	0.651
HEATR6	-0.536333333333333
GNG7	0.933916666666667
RUNX2	0.830375
SOX1	0.8862
FCRL5	2.8698
ZNF99	0.241125
FAM9A	-0.142
SNX22	1.80066666666667
MBNL3	-1.73033333333333
ODC1	-2.2662
ADORA2B	-3.59983333333333
NR2F6	-0.00575
ZFYVE16	-0.259
SYNJ2BP	0.3084
POLE	-0.701625
E2F2	0.008375
THRA	-0.908166666666667
PTGES2	-0.514333333333333
HIP1R	1.00766666666667
TMUB1	-0.524
ENO3	-2.408
RSPH10B	-0.44
CXorf39	0.77825
IRGC	-0.14275
GPR109B	1.4515
FLJ13305	-0.476
LCE3A	0.5165
TNFRSF18	-0.445833333333333
DET1	-0.68775
TRPM3	-0.483916666666667
C16orf79	-1.757
FECH	0.195666666666667
RAP2A	0.611166666666667
CRIP1	3.17816666666667
AZIN1	0.561
SLC7A7	4.0315
IL10RA	2.3492
TMEM64	-1.1195
CDC42EP4	0.841
C16orf58	-0.543
ARG2	-3.14525
POU5F1P4	-4.23875
FAM62B	-0.242125
DNAH8	-0.8705
ASH2L	-0.291
TSLP	-4.16466666666667
CNTNAP5	-0.842
TMEM16C	-0.74075
IFNA14	-0.4275
SLC1A3	1.23775
CABYR	0.57725
BCL7B	-0.5347
NUDT13	-0.941666666666667
C13orf28	1.32825
C1orf53	-1.938
ARL6IP4	-0.2062
RPL35A	-0.10475
EMR3	0.435
RAB40C	0.19675
SLC41A1	-0.709
LRCH1	0.57325
LY6G5B	-1.6225
FAM124A	-0.571214285714286
MGC10981	-3.77766666666667
