Hybridization REF	TCGA-BH-A0B4-01A-11R-A00Z-07
B3GALT6	0.10375
BARX1	-2.17383333333333
C6orf167	-2.084375
NXNL1	0.362
DHX29	0.41275
HADHB	-0.3835
PLXNB2	0.425125
ILDR1	-1.5095
SLC15A3	3.12725
GAS2	-3.46333333333333
C20orf69	-0.59525
NUMB	-0.08925
TNIP1	-0.330125
MESP1	3.10416666666667
PSKH1	-0.37325
NSFL1C	-0.4435
RHOG	-0.072
HEY1	-0.6035
KNG1	-2.0275
ITGAX	1.8389
LIN9	-0.9925
CANT1	1.275375
XRN1	0.6105
CCDC96	0.8232
HEATR6	0.239666666666667
GNG7	0.102583333333333
RUNX2	1.662625
SOX1	0.779
FCRL5	0.2736
ZNF99	-0.5175
FAM9A	0.0815
SNX22	0.853
MBNL3	-2.154
ODC1	-2.7006
ADORA2B	-1.5115
NR2F6	0.34925
ZFYVE16	-0.399777777777778
SYNJ2BP	0.7136
POLE	-1.18425
E2F2	-1.083
THRA	-0.0258333333333333
PTGES2	-0.223
HIP1R	0.775833333333333
TMUB1	-0.00866666666666666
ENO3	-2.753
RSPH10B	-0.415
CXorf39	0.724375
IRGC	0.183
GPR109B	-1.2175
FLJ13305	-0.741
LCE3A	-0.2815
TNFRSF18	0.180833333333333
DET1	-0.08775
TRPM3	-0.131333333333333
C16orf79	-2.004
FECH	0.507666666666667
RAP2A	0.360166666666667
CRIP1	3.7015
AZIN1	0.621375
SLC7A7	3.644
IL10RA	0.8266
TMEM64	-0.86525
CDC42EP4	1.2223
C16orf58	-0.4376
ARG2	-3.17925
POU5F1P4	-4.85375
FAM62B	0.558875
DNAH8	-1.9314
ASH2L	-0.461625
TSLP	-3.02
CNTNAP5	-0.287166666666667
TMEM16C	-1.51566666666667
IFNA14	0.832
SLC1A3	0.399375
CABYR	1.22975
BCL7B	-0.4482
NUDT13	-1.59216666666667
C13orf28	0.166
C1orf53	-0.75825
ARL6IP4	0.382
RPL35A	0.06425
EMR3	0.2545
RAB40C	0.599833333333333
SLC41A1	-0.0811666666666667
LRCH1	0.23675
LY6G5B	-1.1145
FAM124A	-0.169785714285714
MGC10981	-3.84
CLIP3	0.8936
MAP4K2	-0.223333333333333
CHIC1	0.48925
SULF1	4.75216666666667
C20orf30	-0.399357142857143
PRDM5	-0.427
ELOVL1	0.32975
C11orf48	-0.466125
SLC39A10	0.212
KCNV1	-0.0965
ACP1	-0.491333333333333
ZMYM2	-0.84975
B3GNT6	-0.2035
C9orf69	0.743
C2orf15	1.24
C20orf166	2.174
HSP90AA6P	-0.713
EDG7	1.094
NEURL	1.865
LPL	0.420833333333333
CLEC2D	-0.744214285714286
GRRP1	2.59566666666667
CD8B	-2.7184
HIST1H3D	0.607166666666667
SLC6A12	0.786875
FAM27L	0.1045
CD84	1.4428
RASA1	-0.211
PHKG1	-1.2275
MAGEA11	-1.2555
IMPA1	0.239
NPM3	-0.54
RARRES1	2.8505
SH3BP1	0.208875
B3GNTL1	0.01
ARPC5L	0.417333333333333
KLHL26	0.63
SIM2	0.24825
GJC1	0.7895
C20orf194	-0.106
EXO1	-2.7855
SLC2A2	-2.68716666666667
LOC285074	-1.0345
LRG1	1.366
KIRREL	0.213
PIK3R1	1.02257142857143
C4orf34	1.52275
MAF	-0.171166666666667
ADCY4	4.39433333333333
ZMIZ2	0.5877
SLC46A3	1.55183333333333
STAMBP	-0.163333333333333
CCDC16	1.204
MS4A12	1.0345
TCF20	-0.17
LRRC46	1.49425
C20orf152	0.1155
MRPS6	-0.79125
ABCB11	0.07
KCNC2	0.622
CDH19	-1.64533333333333
C9orf123	0.192666666666667
SSH3	1.0325
LDLRAD1	-4.13275
CCBE1	-1.78575
ZNF135	1.383125
TAAR1	0.335
WFDC12	0.1175
CCDC42	0.0428333333333333
FLJ12529	-0.65325
PER1	0.0691666666666667
TIMM50	-0.153333333333333
SMARCAD1	-0.346166666666667
FAM26C	-0.2125
TP53TG3	-1.78766666666667
SH3RF1	0.526
LMCD1	2.94775
GPR63	-0.6805
FLJ21986	-2.335125
AIFM3	-0.29325
MICAL1	-0.613333333333333
BLZF1	0.316666666666667
IQCA	4.37716666666667
PCDHGC3	-0.7955
SAC	0.121
BCL6B	2.76666666666667
DDO	-0.939
MARCO	2.7435
DCHS1	1.74866666666667
C1orf170	-0.000833333333333339
CD200R1	0.625833333333333
C22orf15	-0.2815
SEPT11	0.317333333333333
ADNP	0.12875
UST	0.5659
C13orf34	-1.19733333333333
RFFL	0.532
APBA3	-0.1945
C2orf60	-0.44125
CUTL1	-0.4485
PMS1	-1.32175
ZNF689	0.9105
EIF3E	-0.0616666666666667
IL9	0.419166666666667
RPL31	-0.771875
LY9	0.0806666666666667
ATP2B3	-0.20775
KDELR2	0.54075
TFCP2	0.020375
NLRP12	0.100625
FLJ45422	0.00575
TLE4	-0.9992
ZNF570	-0.102
FLJ43806	-0.64
TLK2	0.435375
CIR	0.718
MARS2	0.533
COL24A1	1.16275
SDF2L1	-0.5045
HIBADH	-0.259166666666667
IGFBP3	-1.81207142857143
C12orf23	1.57675
PSPC1	-0.00725
C20orf43	0.59425
TRAV20	0.2115
ARHGAP24	0.827875
KIAA1975	0.0461250000000001
C1QA	3.6943
DNTT	-4.66066666666667
C10orf6	-0.200916666666667
C11orf41	0.4275
HNRPF	0.55375
COL11A1	6.70066666666667
UBAP2	-0.0405
CDKN2AIPNL	-1.647
C20orf174	3.1105
SPRED2	0.20225
PLA2G12A	0.573
ICEBERG	-1.52933333333333
SCN10A	0.262
C11orf65	-0.15425
GBP5	4.72925
PITPNC1	-0.4065
POU3F3	1.4935
NCOA7	-0.24225
LIN7C	0.2508
LOC348840	-0.5035
NKX2-2	-3.23733333333333
ANKRD13D	0.0375
LOC123688	0.21425
FUT2	2.36133333333333
TAAR8	0.659
FZD4	0.54975
PNMA3	-0.683
OR4L1	0.4735
WIT1	-2.81275
EXOC3L	2.23025
ATPBD4	0.4056
KRBA1	0.06075
UBXD6	-0.3995
HOXB7	0.587142857142857
C7orf23	-0.854
UNQ338	-0.50925
STAB2	2.08825
CDC20B	0.09825
IRF9	2.7405
CENTG1	1.77241666666667
TNPO2	-0.78075
MCPH1	-0.144375
BMS1P5	-1.3715
SLC26A7	0.56975
HIST1H3J	0.24775
C9orf3	1.5347
LBH	1.98075
MYO1D	1.178125
PTDSS2	-0.098
NFU1	0.134
DEPDC4	-0.977
WNT7B	1.4948
GLP2R	-0.193666666666667
SETD4	-0.6091
DYNLT3	-0.4357
FKBP11	-1.27833333333333
SESTD1	0.4105
FLII	-0.23325
RPS16	0.1117
CHPF	0.085
CSNK2A1	-0.8395
SUMO1P1	0.44575
FKBP6	-0.932
ZNF214	-0.613333333333333
TWIST1	0.808833333333333
DDX56	-0.514333333333333
TRAM1L1	2.8773
EPO	-3.4365
MRPS18B	-0.191
ZNF682	-0.256
RPL14	-0.490833333333333
MAFF	-0.5555
LOC51136	-0.345875
LY96	0.53225
DDX20	-0.6165
ABTB1	0.774
ARL5A	0.5472
CCT6A	-1.47725
HEPACAM	-1.39366666666667
EHHADH	0.577666666666667
RBAK	0.147833333333333
CGB1	1.44875
ITGB5	0.8219
YIPF3	-0.144
FKBP2	-0.3015
NR1D1	0.0788
TMEM110	-0.221
NEK2	-1.29333333333333
PRAMEF8	-3.079
C20orf52	-0.322666666666667
PCDHGA3	-0.473
VWA3B	0.378
NDUFA5	0.00874999999999999
THAP9	-0.3735
FLVCR2	-0.139333333333333
AP1S1	-2.50675
SMAD6	-0.5825
SAV1	1.103375
SAT1	0.80975
ZNF251	-0.329375
ADAMTS7	0.332
RPP38	0.074
C1orf211	-2.0095
YPEL2	1.93495
RBMS1	-0.03475
ZNF445	-0.395666666666667
NRXN2	1.19983333333333
PGBD4	-0.189375
UGT2B28	-3.034
WBSCR16	-1.1851
NLRC3	0.596125
ASTL	-0.00224999999999999
ST6GALNAC1	2.04825
ZADH2	-0.72425
MLLT4	0.167083333333333
ARL6	-0.1965
MEF2C	1.0395
CBFA2T3	-0.648
AFF3	1.28971428571429
COG7	-0.0283333333333333
MYB	-0.383
PLXNA3	0.558
XRCC2	-1.4965
MMS19	-0.411125
ST8SIA5	-0.798375
CHPT1	1.088
KIAA1712	-1.22875
OR6X1	0.4775
ACTR3	0.090625
UGCG	3.137
OR4P4	0.2855
ZAP70	-2.71425
LPP	1.435
ZNF485	-0.4015
PTPRCAP	0.27325
IL12RB1	0.571
ATRX	0.1002
CHST8	-0.6785
C14orf109	0.2105
ARV1	-0.02875
NMB	-0.960142857142857
COX5A	-0.997333333333333
EIF6	-0.483
MPPED2	-0.0503333333333333
SEMG1	-1.877
CHRDL1	0.7925
TRAF3IP2	0.45325
WNK2	-0.2465
LILRA4	2.70566666666667
LAMA2	4.72275
PXT1	0.692
RLBP1	-2.354
CD300C	0.763
SLTM	-0.143
FLJ10404	-0.2609375
APOBEC3D	-1.7325
RENBP	0.242333333333333
ATXN7L1	-0.504875
NID1	1.2255
TUBGCP3	-1.00325
ITIH5	0.620944444444445
CCDC110	0.27225
C8A	-2.7485
MGC87042	-1.41225
HOXC13	1.34075
TFDP2	-0.8705
HCP5	1.13325
POLI	-0.1915
UCN	-0.6145
ZNF764	1.13733333333333
C8orf45	0.38075
FHL3	-0.409
SPATA5L1	-0.698
MMRN2	3.637
NDST1	0.110833333333333
COL20A1	-0.289
ZNF248	-0.711
PELP1	-0.544833333333333
MBL2	-2.34216666666667
RNF41	-0.00649999999999998
C5orf24	-0.08425
THOC5	-0.63
SERINC3	0.550666666666667
RP11-151A6.2	0.26875
CDCP2	0.20225
HIST1H2AA	0.09225
C11orf75	0.174166666666667
FKBP7	0.129
DDOST	-0.64675
GPNMB	1.223
TTF2	-1.074
KCNT1	0.4695
SLC39A14	-0.70225
NGRN	0.5925
GPR137B	2.1605
MECP2	-0.19025
PSMA1	-0.33275
C16orf73	-5.5445
TMEM60	-0.3905
CSN3	0.472
NOS1	0.336833333333333
RAB7L1	0.814666666666667
YBX2	-0.4355
KIAA1166	-0.582875
FUBP3	0.491833333333333
ABCG1	1.137
ACACA	-0.101916666666667
ARL11	0.2643
ATOH1	-0.659
ODF1	-0.06
CREB3L3	-1.8855
TMEM127	1.89878571428571
DSCAML1	0.5485
PLN	2.83916666666667
LYPLA1	-0.0635833333333333
PRDM9	-1.81175
SASP	-0.1235
PLUNC	0.204833333333333
INTU	-0.484
HISPPD1	-0.88575
LNPEP	0.3965
YARS2	-0.368
APCDD1L	-1.282
ZCCHC4	-0.4519
FBXO22	-0.393666666666667
TTLL13	-0.5585
ZNF669	-0.973
PTGDR	3.09725
DDX27	0.254
KIAA0409	-0.9405
GJB6	0.24075
ASB8	0.904
PLP2	-0.2055
MEPE	0.2775
OR10J5	-0.115
KRT222P	2.20325
COQ7	0.4895
C1orf101	0.09325
RERG	2.3227
CHMP5	0.923625
THAP11	0.04925
ZNF43	-0.6215
ZRANB3	-0.959833333333333
KRT13	2.603
MRPL19	-0.53575
RBBP9	-0.611125
SPATA17	0.0564285714285714
BXDC5	0.313666666666667
PAFAH1B1	-1.14541666666667
MAGEE1	0.50225
OSTF1	0.35975
KIAA0323	0.119416666666667
TXNDC13	-0.718333333333333
CNTN4	1.80325
LCE1B	0.178
UNQ501	1.38625
ZNF154	-0.00549999999999999
C3orf64	0.1375
SYT5	-0.2043
PON1	-0.0926666666666667
FLJ10357	-0.030375
ATP4A	-0.548
GNPDA1	-0.670666666666667
MGAT1	0.932
C14orf121	0.027
SLC35B2	0.42025
MIER3	0.224166666666667
CHEK1	-2.359875
ZNF8	-0.370333333333333
TXNDC1	0.480666666666667
CKB	-1.2222
RTN3	0.783642857142857
FZD2	-0.4055
PART1	-0.741
PSMB6	-0.3765
PCDHB8	-0.3585
PHC3	0.3433
PPP1R8	-0.794166666666667
NOVA2	2.20766666666667
TNFRSF11B	-4.011875
GOLPH3	0.313833333333333
UBLCP1	-0.826
SUHW3	-0.892
TTLL1	0.65325
OPN4	0.4505
OR13G1	0.084
ZPBP2	0.0691666666666667
HSD17B11	-0.709375
C9orf50	-0.00799999999999999
DHDDS	-0.251785714285714
CTSW	1.3978
NEFM	-2.55166666666667
MRPL28	-0.26125
SYN1	0.681
PIGV	0.0433333333333333
ZIM2	-1.0765
APBB1	0.240166666666667
SND1	-0.3225
C1orf123	-0.315
CHD3	-0.8195
BHLHB8	0.13525
RNASE2	0.2185
BCAP31	0.271
SLC25A44	0.419166666666667
CHD6	-0.1349
PIB5PA	0.735461538461539
SELS	0.612625
LOC541471	0.59575
FAT2	0.4785
ZNF81	-0.513
OR4C16	0.6475
FLJ10081	-0.1134
LRRC4	2.073
CS	-0.656
N4BP2	0.1265
IGFBP7	2.67475
ZNF318	-0.0496666666666667
NDNL2	0.79725
ZNF609	0.83175
SIRT4	0.03525
EXOSC10	-0.43175
ECE2	0.512333333333333
OVGP1	0.09675
GTPBP3	-0.222
PACS2	0.3306
C19orf36	-1.2095
ARL4C	-0.28875
ATG4B	-0.259625
UBQLNL	-1.12
RHOXF2B	-3.615
PLEKHG2	-0.26
GALR1	-0.6515
AQP4	-0.227666666666667
HDAC7A	0.00966666666666667
DCUN1D3	0.4485
OR8A1	-0.21
CCRN4L	1.139375
CBR4	-0.920166666666667
KIFC1	-1.7915
SLC7A14	-1.31883333333333
LHX5	-1.072
TRPC7	-0.224
LPXN	-0.7865
SERPINA1	-2.432
RPS13	-0.7684
BPIL3	-0.3325
PRKAA1	-1.32525
FADS2	0.8612
ENAH	0.37225
PRO1768	0.2955
APBA2BP	0.18675
LIPH	2.88683333333333
C3orf33	0.13225
RCC2	-0.262857142857143
ALDH1A2	-3.1445
RNF103	2.15325
AHCY	-0.877125
ALG12	0.2985
CCL17	2.39125
ZNF543	1.31833333333333
ESRRG	-0.2569
CNGA1	-0.12375
RDH5	-1.18616666666667
OTX1	0.0593
PTGFR	-1.434
CDR2	-0.4495
SELE	3.994
NLGN2	-0.8415
EXOSC9	-0.79925
ZNF566	0.449666666666667
KLRC2	-3.2755
GPR12	0.8665
KIAA0196	1.7295
PDRG1	0.04075
SSR3	-0.367214285714286
MSI1	0.1995
CST9	1.451
CC2D1A	0.207125
PLAGL1	-0.263777777777778
ZNF778	0.446
RNF2	0.79225
KLF6	1.18216666666667
THBD	2.46983333333333
tcag7.1314	-0.33025
NR5A1	-0.324
ABCD2	0.1935
DNAJC7	-1.6505
CLEC4C	0.6045
TM2D3	0.570375
CCDC4	-0.4815
PLAC2	1.29
DCD	0.148
FAAH	1.0225
POLA1	-0.603
TM7SF2	-0.479375
FLJ39822	0.533833333333333
FLOT2	-0.55775
MAP4K1	-0.6735
SRP68	0.755375
C21orf74	1.48
ARPC5	0.615125
LOC126075	1.8715
HECW2	1.24
ZDHHC4	-0.23625
ANKRD42	1.6903
PDE9A	-0.162333333333333
ABCA8	1.6145
NDUFS2	-0.43475
UBR5	0.520375
BTBD16	-3.23425
LOC554174	0.155
ZNF20	0.8125
KIAA1843	-0.8275
WDR17	-0.55525
C15orf33	-0.1085
RNF113A	-0.4325
CAMKK1	-1.0469
CLCN2	-0.14475
ANXA6	-0.945
LOC340069	0.028
EMID1	0.4965
DPM3	-0.6965
ELA1	0.097
SLC25A13	-1.4286
KRT24	0.8135
SMPD1	-0.322166666666667
TH	0.471625
COL6A2	1.41757142857143
ANKS1B	0.63575
GPR126	-2.644
ZC3H12A	-0.5275
TMEM47	0.985333333333333
C2orf51	-0.23
C1orf88	1.52
HSF2BP	0.39725
AKAP10	-0.31875
RPAP3	-0.486
KLHDC8B	0.28425
STOM	0.6667
MUPCDH	0.149375
C10orf72	-0.049875
PLEKHA3	0.669666666666667
TCP11L1	-0.02125
CWF19L1	0.13375
SPEF1	1.15423076923077
YSK4	-0.29775
ELN	1.9208
SAMD8	0.357833333333333
MPI	-0.986833333333334
MEPCE	-0.6096
ABCC3	-1.037875
NANOGP1	-4.506
KCNK17	0.33775
HLA-DMB	4.36183333333333
RRAGA	0.61275
ANGEL1	-0.447
RBM32B	-0.1895
CPN1	-2.87275
MGC52282	0.0582
HLA-A	1.31341666666667
OR9G4	0.07
EDNRB	0.550875
SCD	-1.39742857142857
C14orf80	-0.1555
BAGE2	-0.0715
RABL4	0.22
RCVRN	0.266
SHANK1	0.0555
NLRP7	-3.62825
CD226	1.038
STAT3	0.9795
SYNJ2	-0.7849
TPCN2	-0.415833333333333
WDR36	-0.590333333333333
MBD4	-0.07225
ROBO1	-0.7181
ST3GAL6	-2.63625
SLAMF8	2.82766666666667
ATN1	0.393333333333333
GPR141	0.406
KRT36	0.788
TPH1	-0.02
DDX52	0.20675
ZSCAN29	-0.4715
TRPT1	-0.604333333333333
DPEP3	0.795
DENND4A	-0.70225
TSPAN16	0.322
PTCHD2	-0.109
LOC145814	-0.657
CAP1	0.126666666666667
EIF5A2	0.2441
NT5DC3	-1.14375
SEPT9	0.2255
SEZ6L2	0.06825
EGFLAM	4.03675
VPS11	0.764
NDUFB5	-0.0653333333333333
CIDEA	1.16683333333333
IER5L	1.106
N6AMT1	0.884
FAM83C	-0.298
OXR1	1.53966666666667
IRX1	0.1605
DGKB	-0.386833333333333
GCN5L2	-0.347
MIR16	0.087875
FBXW9	0.15725
WDR4	-1.8795
PDC	-0.4905
VPS33B	-0.21575
HEXB	-0.35775
FLJ32214	0.9755
TCEB3	-1.01025
CRLF1	-3.23975
ABI3BP	0.895
C8orf22	-3.98125
PYCR1	-0.5195
KIAA1706	0.51125
CDK5R2	0.716
WAS	0.403
C12orf60	-0.24825
CCBL2	-0.045
MADD	-0.34375
C5orf34	-1.91925
WDR42A	0.6142
KLF12	0.408375
HSPA1A	1.54275
ITM2C	-1.325
DAPK2	1.34716666666667
LOC442590	-0.2285
SUMF2	-0.5185
CENPA	-1.94230769230769
TMED5	-0.248875
CDH6	-0.2617
BRP44	1.026
THG1L	-0.87825
GABRA2	-2.693
C14orf166	-0.053
MYL1	-1.35766666666667
TNFSF18	-0.125
PAP2D	-0.984166666666666
PPIB	-0.69575
KLHL4	-0.0965
SFN	-0.383333333333333
CCDC127	0.20375
FRAP1	-0.88275
GOLGA5	0.4255
SDCCAG1	0.40325
MGC21675	-0.332166666666667
C10orf95	-0.51675
KIAA1345	-0.652833333333333
C1orf163	-1.0765
LACE1	-0.6825
OR10K2	-0.4605
CENPN	-2.17828
TMED2	0.96725
UGT1A6	-1.495
ANG	-0.82975
U2AF1	-0.735833333333333
CASC2	-0.0338333333333333
NMT2	-0.614333333333333
OSGEPL1	-0.097
DFNB31	-1.093
SLC6A20	-0.466875
DKC1	-0.94
FXYD4	-0.87675
WDR64	0.336
MGC5590	0.244
CREBZF	-0.263166666666667
DAZ1	-0.196333333333333
PRPSAP1	0.398
GCHFR	-0.217
TTC7A	-0.698
LOC196993	0.6985
UBD	1.1805
S100A1	-1.548375
RPL6	-0.00883333333333332
DNAJB6	0.94305
NAGS	4.1427
C2orf58	0.0235
KERA	2.36666666666667
MT1X	0.253
UBE2B	0.4431
KEAP1	0.314
MST1	-3.708
OMA1	-0.0885
ABLIM2	0.80825
BCL2L13	0.180916666666667
JAZF1	0.205666666666667
TMEM63B	1.435
S100A8	0.1414
ARFIP2	-0.3205
UROS	-0.165
KHDRBS2	-0.541
POLQ	-2.374125
SOAT1	0.0145
SPAG4	-1.61775
MRPS30	0.408166666666667
LOC494141	-0.946
OR2T11	0.327
ORAOV1	-0.7104
ZNF184	-0.394
TCEB3B	0.7495
ADAM21	0.0165
GDPD1	0.9555
SPINLW1	-0.23975
PRR14	0.2575
KCTD9	0.0057
NUDT3	0.11925
KIAA1822	0.6002
HIST1H4K	0.6295
DFNA5	-1.57325
GABPA	-0.145
C14orf44	1.044
POLB	-0.3275
PTAR1	-0.792
SEC31A	0.6664
TRIM58	-1.5795
TAS2R14	-0.497
VPS8	0.223125
H1F0	-0.406166666666667
PRKCB1	-2.6335
UGT2A1	0.3315
TOR1B	0.6595
LSS	-1.62191666666667
C2orf19	0.56
HNRNPC	0.0649285714285714
TMEM100	-0.341833333333333
LOC116349	-0.0945
OR51M1	0.0465
CCDC142	-0.3235
ISG15	2.3995625
ZCCHC14	-0.264375
CREBL2	1.235125
TGDS	-1.7125
DC2	-0.55975
CACNA2D3	-1.97214285714286
ZNF429	-0.97525
LYPD6	1.44333333333333
SUCLG1	-0.4855
OR51I1	-0.971
MAGEH1	1.711
PRPF40A	-0.035
SMR3A	0.6115
SPINK2	-0.692
THAP2	-0.75275
NPY5R	-0.642875
IRF4	-2.4415
SPESP1	1.66616666666667
OR10S1	0.372
DTD1	-0.84725
TUBE1	-1.15975
DDX19A	-0.915
PDPN	-0.112625
TMEM34	0.7485
MGAM	0.71175
COL3A1	6.3745
GFM2	-0.448
OR5A2	0.284
PSG9	4.19125
ARHGEF11	0.110166666666667
IVNS1ABP	-0.9671875
SIGIRR	0.82425
DUSP19	-0.46175
DNAJC14	0.1637
ACSS1	0.875125
IL1RAPL2	0.9705
C4orf30	-0.6965
SEPT4	2.64725
LANCL3	-2.322
SPAG17	0.426
PRDX3	0.19425
HNF1A	-1.4045
P4HA2	-0.935125
RFWD3	-1.29983333333333
MOV10	-0.5385
DNAJA5	-0.509785714285714
LOC729440	0.515
LOC200383	0.257
SMC2	-2.1455
MIXL1	-1.32666666666667
TMEM9	0.64025
FAM86A	0.975
ZNF174	0.0346
MYH14	-0.7575
CCR8	0.7
VPS37C	0.965666666666667
GPATCH1	0.2435
B3GNT8	2.198
TBX4	-0.33125
CNR2	0.6045
PCDH1	1.0155
C5orf29	3.897875
OCIAD2	1.1495
PLCG2	0.88675
KIAA0247	2.057875
HRH3	0.1655
CAPN13	2.608375
CCR1	-0.6707
MGC15523	0.297166666666667
UVRAG	0.707333333333333
DNAJA2	-0.216
ITGA2B	-0.628666666666667
CLDN5	4.37025
PTPRN2	-1.61742857142857
ZNF512	-0.3535
PSAP	0.550785714285714
CCDC140	0.15
LRRC55	0.01975
CYP26C1	1.077
C8orf47	-0.361
LYN	0.17325
DUSP6	-0.434166666666667
TGFB3	3.765
ELK1	-0.3802
PCDH11Y	-0.286166666666667
HGD	-2.619
C17orf58	0.5005
MYO3A	-0.2495
SERPINE2	-3.73366666666667
AARSD1	-0.5895
C14orf73	-1.97825
ADAM33	0.08675
ZNF491	-0.353
MAPK6	-1.27933333333333
TCN1	2.84083333333333
SLC24A6	0.602
UBE2R2	0.3535
H1FNT	0.5085
TATDN2	-0.00616666666666666
LILRB1	1.3945
P2RY5	1.3355
NUCB2	0.39225
C2orf37	0.01825
SNX27	0.957166666666666
MTA3	0.14225
FOXO4	0.24575
ID4	1.082
SOX5	-2.10533333333333
PXMP3	1.029375
OR52M1	0.1715
SFT2D3	0.417
INA	-3.4185
MCOLN1	0.912
NFIX	-0.2889
CLEC14A	6.073
HIBCH	-0.258666666666667
PLA2G5	1.20475
TIMM10	-0.182333333333333
MED17	-0.0847
COL4A4	-0.786
TPP1	-0.0138333333333333
GJA3	-1.6465
TMPRSS5	-1.75075
AADACL3	0.688
DNMBP	0.0435
ENPP5	3.4605
NQO1	-0.669
ZSCAN2	-0.4875
SEC24C	-0.281333333333333
GTF2A1L	0.4695
AXIN2	-0.9602
FAM33A	-0.192833333333333
C16orf13	0.056
SPNS2	1.19175
TAF1	-0.81825
AP1G2	-0.0876666666666667
RBM42	0.297
HCN2	0.728
EFHB	-0.590333333333333
RUSC1	0.0203333333333333
GRIK5	-0.3695
USP21	-0.665166666666667
ATAD3C	0.79725
ORMDL2	0.753375
PRSS7	-3.51875
PSAT1	-5.39175
FLJ13195	-0.888833333333333
TBC1D1	0.473166666666667
IFNG	1.73525
OTOS	0.400333333333333
ZNF773	0.668666666666667
EMD	-1.867
RETN	-0.0245
CCL8	3.4905
APH1A	0.46225
COX18	-0.445
GTF2IRD2	-0.074
CCDC82	-1.14533333333333
PAFAH2	0.3354
NPEPL1	-0.0699
RP11-114G1.1	0.924
TP53INP1	1.625625
ZNF300	-1.39483333333333
FOXL2	-2.729
LARP2	0.1705
LATS1	0.22675
HTR6	-0.0055
SPOCK2	1.1305
RNF144B	2.40666666666667
HTATIP2	-0.0605
MGC10334	-0.0848333333333333
CENTA2	2.627
FGF2	-1.06525
FXYD7	0.208
PHYHIPL	-1.7695
GPR34	4.73425
DDX6	0.383833333333333
OR10W1	0.2995
LHFPL1	-1.4505
ZNF313	0.23
VPS28	1.8635
AP3M1	0.2695
AKR1CL2	-1.15925
TRAF4	-0.495
OR2B11	0.591
C19orf12	0.3995
AKAP9	-0.147666666666667
C1orf62	-0.07475
SLC20A1	-0.5
FAM112A	0.197
LDB2	2.04925
MRPS23	0.984
KLK5	2.76
SPTB	-0.2261
EFEMP2	1.1005
EFNB2	2.12
PCM1	0.0819285714285714
NMNAT3	2.269875
TSG101	0.863333333333333
C8orf40	-0.201
NOB1	-1.23325
ABHD3	0.72525
GTF3C4	-0.044
PIGN	-0.095
GALNTL1	2.416
AEBP1	2.61075
OR9Q1	-0.171
ANKRD2	0.443125
CCL28	-0.0805
TRIM38	0.421333333333333
TMCC1	0.473083333333333
SMG5	0.07175
LRRC7	0.397
NCAPD2	-2.32866666666667
C6orf153	-0.64675
C1orf74	0.21725
OTUD6A	-0.021
DCP2	-0.797333333333333
TMEM24	0.4495
RPL18	-0.424666666666667
TMEM177	0.3365
LRRC37A3	0.08025
C1D	-0.652833333333333
LDHC	-1.42275
UBE4B	0.000833333333333334
NIT1	-0.014
BTN3A3	0.403875
RASD1	1.316125
COMMD3	0.6265
SHFM1	-0.64375
BIRC8	0.43925
DUT	-0.52075
C12orf51	1.213
LRRC59	-0.376666666666667
LY6H	1.1525
WDR22	0.754416666666667
EDEM1	0.343928571428571
ADH1A	3.0475
PANX2	-0.1857
CYP11B1	0.7415
CDC73	-0.00225
GPR172A	1.17325
GSTM3	0.0292307692307693
KCNA5	1.16575
SERAC1	0.786833333333333
NFATC2	0.284
ANAPC5	-0.5939
C15orf24	0.2465
NFATC2IP	-0.877833333333334
TNRC6C	0.550166666666667
MGC102966	-0.72525
FGD5	1.305
MED9	-0.18525
RAB13	-0.092
C15orf49	-0.3175
CRYGS	-0.7542
C12orf53	-0.2733
LOC283693	-0.948
COX6B2	-0.5145
PHF14	0.267375
FAM3A	-0.459375
RPL13	-0.7848
PRDX2	-0.1547
FLJ34047	-1.35325
PRMT3	-0.5695
KCTD19	-1.516
TRIM10	-0.4905
MGC26597	-0.551833333333333
GCNT4	0.21825
GPRASP1	0.8005
CDKN1C	-0.404666666666667
RHBDL2	2.3073
HSPH1	0.225
AQP1	3.832625
COL17A1	0.089
GFAP	0.37925
CDC16	-1.1135
KIAA1614	0.3825
C6orf118	-0.0222
ZSWIM5	-1.195
FAM83F	2.81625
LYNX1	0.1724375
SYNPR	-0.48775
XG	2.906
PRSS16	0.964875
KIF13B	1.52078571428571
PCDH9	-0.291
HIST1H2AH	1.62166666666667
RBM18	0.213
ZNF626	0.764625
HEXIM2	0.6435
ITFG1	-0.6485
TUBG2	-0.443
SFRS7	-0.233666666666667
C9orf14	0.2805
EXTL1	-1.231
GBP3	1.976
WDR5	-1.10425
RARG	0.282333333333333
MYO7A	-0.53125
CECR6	0.65325
C13orf3	-1.449875
SFRS18	-1.7415
ACVR1B	0.398833333333333
PSMD1	0.046
C7orf31	-0.637
ILVBL	-0.1295
IFNGR1	1.3625
RNF186	1.88825
NOL9	-1.0265
MAGEL2	1.345
SLC29A2	-0.76825
NHSL1	-0.8225
RBMX	-1.227
PSORS1C2	0.346125
RAD51L3	0.282333333333333
LCN6	2.0495
ORAI2	-0.9925
BRUNOL6	-0.395
OR4K5	-0.1075
CDC123	-0.340875
MSLN	-2.8145
WWTR1	-0.500833333333333
ZNF700	-1.10333333333333
COBL	-0.426
PPP1R16B	0.607125
GAS7	0.4395
