Hybridization REF	TCGA-A1-A0SE-01A-11R-A084-07
ANKH	-0.788
THUMPD3	-0.99725
POLR1B	-0.54975
OLFM4	5.89533333333333
RAD9B	-0.117
TSPY2	-3.7305
PAX6	-1.821
SCG2	-1.46525
SLC17A6	0.3875
FMO3	2.425
PADI4	-0.0875
TUBB4	-0.662
NLK	-1.0805
POU4F3	-0.5335
SDF4	-0.06275
ITGBL1	2.828
NETO1	-1.827125
TAP2	-0.433875
ABBA-1	0.0209166666666667
GNAI1	-0.59525
VPS4B	1.04275
NOPE	0.4017
GALNT6	2.65066666666667
SESN1	0.871375
GBE1	-2.31133333333333
CLASP1	0.0215
RASGEF1B	0.683375
ACOT11	-0.209357142857143
AFAP1	1.205
OR2H2	0.46625
DPY19L2P1	-1.56325
DZIP1	-1.61325
SEC22C	-0.03875
GPR161	0.330333333333333
RNF146	0.34425
WDR74	-1.350125
GALP	-0.765
PURA	1.096
DNPEP	0.737583333333333
RP11-78J21.1	-0.4035
ERBB2	2.52125
FANCM	-0.703583333333333
NEO1	1.31766666666667
DDX3Y	-5.4714
RPS3A	0.77
MXRA7	0.411285714285714
LGALS3	-0.645666666666667
GLT8D1	0.22075
CFL2	-2.083
UPB1	0.4475
NAP1L5	0.1095
CLDN14	-0.4315
DHX38	-0.7105
BTBD1	-0.16125
TARS2	0.165166666666667
ABCF1	-0.5078
FCF1	0.746833333333333
LRRC49	0.1285
GUCY1B2	-2.2125
C1orf177	0.7305
SMARCA4	-0.285571428571429
LRP8	-4.16383333333333
TAGLN3	-0.93475
MRPL14	-0.3495
TTRAP	-0.1785
ZDHHC20	0.2255
NFE2L3	-1.8105
KIAA1377	0.669375
PALMD	1.0132
TMEM43	0.0725
TTL	-0.968
STAT5B	-0.787833333333333
SSB	-0.85675
OR10H5	0.3795
SLC22A13	-0.72725
AKAP3	0.372
TIMM23	0.315666666666667
OAS2	0.941333333333333
KIAA0423	1.126
TRIM11	0.871
GLIS3	1.47825
TMEM50B	0.646666666666667
ARHGEF4	-0.94925
DEGS1	0.133272727272727
TBL1XR1	1.28933333333333
G6PD	-1.90825
SP140	-0.212
MUC17	0.389285714285714
NUDC	-0.187
DNAJC5B	1.14683333333333
SCARA3	-0.313333333333333
CPA3	6.60433333333333
BCAT2	0.2455
MFN1	-0.2945
NRG3	0.981
SNX11	0.55275
PLEKHH1	-0.539
GPR177	0.4375
HCFC2	-0.53425
TCAP	-1.0185
MOCOS	-0.9165
C14orf93	0.01225
PRDM10	-0.522
SLC16A4	1.56575
SRGAP1	0.442666666666667
VIP	0.078
DUSP27	0.413166666666667
LILRA1	0.6037
MC2R	0.2345
MGC24103	-2.337
MBTD1	-1.703
FUT11	-0.626833333333333
USP33	0.2957
C15orf39	-0.7415
MAP3K12	0.21925
PAAF1	-0.879333333333333
BARHL1	0.068
FLJ16165	-0.5425
PIWIL2	-2.483
SYNE1	0.841166666666667
CMTM4	0.467
TSPYL1	0.5597
GUF1	-0.791333333333333
TMEM157	1.2795
WDR44	0.66475
HIST1H3C	-0.2945
DKFZp666G057	1.61275
RNPEP	1.55925
GAS2L2	0.320166666666667
ADH4	-4.92525
GRPR	1.05216666666667
FBXL17	0.8815
ZBTB10	0.548583333333333
Gcom1	0.451555555555556
HTRA1	1.8789
ZNF585A	-0.0648333333333334
SLC26A2	0.135857142857143
OTOP3	0.255333333333333
WISP1	2.69477777777778
ATP2B4	0.228583333333333
FLJ10769	0.55075
CRAMP1L	0.43925
CHST12	-0.79875
RAB22A	0.275416666666667
TARDBP	-0.469642857142857
STAU1	-0.09
CRB3	2.30016666666667
MIG7	-1.67375
CHMP1A	-0.125666666666667
ZNF160	0.0305
B3GALT6	0.2295
BARX1	-1.317
C6orf167	-1.842625
NXNL1	0.4685
DHX29	0.845875
HADHB	-0.0135
PLXNB2	0.91225
ILDR1	-1.5235
SLC15A3	1.834
GAS2	-3.278
C20orf69	0.04525
NUMB	-0.08175
TNIP1	0.113
MESP1	-0.5655
PSKH1	-0.13325
NSFL1C	0.087125
RHOG	0.06925
HEY1	-1.55533333333333
KNG1	-1.81025
ITGAX	1.4276
LIN9	-0.492
CANT1	0.809125
XRN1	0.102357142857143
CCDC96	1.7098
HEATR6	-0.874166666666667
GNG7	1.40025
RUNX2	1.477125
SOX1	0.5815
FCRL5	0.5825
ZNF99	0.31425
FAM9A	0.464
SNX22	0.397166666666667
MBNL3	-1.74716666666667
ODC1	-3.0164
ADORA2B	-2.6825
NR2F6	0.9865
ZFYVE16	0.101611111111111
SYNJ2BP	0.7292
POLE	-1.32425
E2F2	-0.989125
THRA	1.23966666666667
PTGES2	-1.00666666666667
HIP1R	-0.1545
TMUB1	-0.534166666666667
ENO3	-2.168
RSPH10B	0.0305
CXorf39	1.063125
IRGC	0.32525
GPR109B	-1.32675
FLJ13305	-0.3425
LCE3A	0.003
TNFRSF18	0.510166666666667
DET1	0.1335
TRPM3	-0.033
C16orf79	-1.3645
FECH	0.00616666666666667
RAP2A	-0.223833333333333
CRIP1	2.591
AZIN1	0.03
SLC7A7	2.4285
IL10RA	0.7023
TMEM64	-2.2775
CDC42EP4	1.2526
C16orf58	0.0788
ARG2	-2.48925
POU5F1P4	-5.119
FAM62B	-0.245125
DNAH8	-2.32288888888889
ASH2L	0.0565
TSLP	-1.12
CNTNAP5	-0.790333333333333
TMEM16C	1.71
IFNA14	-0.128
SLC1A3	-0.59275
CABYR	1.77175
BCL7B	-0.1241
NUDT13	-1.2545
C13orf28	0.48625
C1orf53	-1.148
ARL6IP4	-0.2254
RPL35A	-0.1315
EMR3	0.52675
RAB40C	0.95375
SLC41A1	-0.127166666666667
LRCH1	0.5105
LY6G5B	-0.942
FAM124A	0.288142857142857
MGC10981	-3.99433333333333
CLIP3	0.4152
MAP4K2	-0.7005
CHIC1	0.266
SULF1	3.089
C20orf30	-0.224428571428571
PRDM5	-0.43225
ELOVL1	0.2
C11orf48	-1.521
SLC39A10	0.22325
KCNV1	-0.69975
ACP1	-0.4355
ZMYM2	-0.680625
B3GNT6	0.0375
C9orf69	-0.4275
C2orf15	1.6115
C20orf166	0.1415
HSP90AA6P	0.0605
EDG7	-0.2235
NEURL	0.36525
LPL	-0.416333333333333
CLEC2D	-0.260214285714286
GRRP1	2.21483333333333
CD8B	-2.3651
HIST1H3D	-1.60883333333333
SLC6A12	-0.311875
FAM27L	0.1885
CD84	0.8088
RASA1	-0.05
PHKG1	-0.039
MAGEA11	-1.2155
IMPA1	-0.8538
NPM3	-1.4845
RARRES1	2.5845
SH3BP1	-0.012625
B3GNTL1	-0.2495
ARPC5L	-0.049
KLHL26	0.8715
SIM2	-1.22214285714286
GJC1	0.5705
C20orf194	0.17425
EXO1	-1.7375
SLC2A2	-2.59816666666667
LOC285074	-1.3295
LRG1	2.738
KIRREL	0.2005
PIK3R1	2.15692857142857
C4orf34	1.347
MAF	-1.29172222222222
ADCY4	3.61816666666667
ZMIZ2	0.5853
SLC46A3	0.862166666666667
STAMBP	-0.270666666666667
CCDC16	0.47375
MS4A12	0.6475
TCF20	0.6145
LRRC46	1.747
C20orf152	0.50275
MRPS6	-0.256625
ABCB11	-0.255
KCNC2	0.398666666666667
CDH19	-1.96433333333333
C9orf123	0.107166666666667
SSH3	1.460125
LDLRAD1	-3.02
CCBE1	-1.127
ZNF135	1.282875
TAAR1	0.564
WFDC12	0.4365
CCDC42	0.118166666666667
FLJ12529	-1.001
PER1	0.411333333333333
TIMM50	-0.709
SMARCAD1	-0.202333333333333
FAM26C	0.0905
TP53TG3	-0.7465
SH3RF1	1.8666
LMCD1	2.58925
GPR63	-0.4355
FLJ21986	-2.1825
AIFM3	0.58075
MICAL1	-0.846666666666667
BLZF1	0.935166666666667
IQCA	2.8535
PCDHGC3	-0.464
SAC	0.61775
BCL6B	2.36783333333333
DDO	-0.379
MARCO	1.668
DCHS1	1.452
C1orf170	1.02066666666667
CD200R1	0.9515
C22orf15	-0.5925
SEPT11	0.8075
ADNP	0.1095
UST	-0.5284
C13orf34	-1.66783333333333
RFFL	0.474571428571429
APBA3	-0.405
C2orf60	-0.731
CUTL1	-0.2594
PMS1	-0.681125
ZNF689	0.46
EIF3E	-0.260166666666667
IL9	-0.1015
RPL31	-0.165
LY9	0.461333333333333
ATP2B3	-0.14825
KDELR2	0.343875
TFCP2	0.460125
NLRP12	0.108125
FLJ45422	-0.33025
TLE4	-0.4588
ZNF570	0.1945
FLJ43806	-0.4265
TLK2	-0.46325
CIR	0.71825
MARS2	-0.271
COL24A1	0.36925
SDF2L1	-0.863
HIBADH	-0.034
IGFBP3	-2.06592857142857
C12orf23	0.456625
PSPC1	-0.128
C20orf43	0.133
TRAV20	-0.3
ARHGAP24	1.324
KIAA1975	-0.676
C1QA	3.3762
DNTT	-4.37133333333333
C10orf6	0.0640833333333333
C11orf41	0.13475
HNRPF	0.824625
COL11A1	5.8775
UBAP2	-0.703166666666667
CDKN2AIPNL	-1.126
C20orf174	2.89375
SPRED2	0.565
PLA2G12A	0.123166666666667
ICEBERG	-1.713
SCN10A	-0.352
C11orf65	-0.93675
GBP5	3.2805
PITPNC1	-1.22666666666667
POU3F3	0.91
NCOA7	-0.44375
LIN7C	0.1164
LOC348840	-1.335
NKX2-2	-2.756
ANKRD13D	0.0915
LOC123688	-0.26625
FUT2	0.4495
TAAR8	0.537
FZD4	0.372083333333333
PNMA3	-0.767333333333333
OR4L1	0.3525
WIT1	-2.76875
EXOC3L	1.2885
ATPBD4	-0.1171
KRBA1	-0.41425
UBXD6	-0.15375
HOXB7	-0.776071428571429
C7orf23	-0.7885
UNQ338	0.79525
STAB2	1.79075
CDC20B	1.37675
IRF9	1.559
CENTG1	0.241666666666667
TNPO2	-0.8855
MCPH1	0.737375
BMS1P5	-1.887
SLC26A7	-0.04625
HIST1H3J	0.87875
C9orf3	0.1837
LBH	1.3865
MYO1D	1.0385
PTDSS2	0.064
NFU1	0.264
DEPDC4	-1.12575
WNT7B	1.0567
GLP2R	-0.168833333333333
SETD4	-0.6285
DYNLT3	-0.6091
FKBP11	-0.8125
SESTD1	0.6375
FLII	0.15375
RPS16	-0.1981
CHPF	-0.223
CSNK2A1	-0.11
SUMO1P1	0.152
FKBP6	-1.806
ZNF214	1.74216666666667
TWIST1	0.431166666666667
DDX56	-0.595166666666667
TRAM1L1	2.2966
EPO	-3.17533333333333
MRPS18B	-0.41025
ZNF682	-0.513833333333333
RPL14	-0.0611666666666667
MAFF	-0.0385
LOC51136	-0.93125
LY96	-0.86575
DDX20	-0.1375
ABTB1	0.425
ARL5A	0.4128
CCT6A	-1.42725
HEPACAM	-1.64266666666667
EHHADH	0.475333333333333
RBAK	-0.00366666666666667
CGB1	0.15775
ITGB5	1.5178
YIPF3	0.2345
FKBP2	-0.88775
NR1D1	0.6054
TMEM110	0.666
NEK2	-0.0176666666666667
PRAMEF8	-3.46375
C20orf52	-1.13983333333333
PCDHGA3	-0.3965
VWA3B	-0.00574999999999999
NDUFA5	-0.029
THAP9	-0.376
FLVCR2	-1.04233333333333
AP1S1	-1.60025
SMAD6	-0.6595
SAV1	0.761
SAT1	0.743375
ZNF251	0.6785
ADAMTS7	0.0982
RPP38	0.66675
C1orf211	-1.284
YPEL2	1.13395
RBMS1	0.07475
ZNF445	-0.176166666666667
NRXN2	0.6995
PGBD4	-0.123375
UGT2B28	-2.79925
WBSCR16	-0.6399
NLRC3	0.184
ASTL	0.28475
ST6GALNAC1	-2.808
ZADH2	-0.116
MLLT4	-0.01875
ARL6	-0.0163333333333333
MEF2C	0.485
CBFA2T3	-1.711
AFF3	2.18485714285714
COG7	0.331333333333333
MYB	-0.211
PLXNA3	-0.0595
XRCC2	-2.08283333333333
MMS19	-0.4205
ST8SIA5	-1.44375
CHPT1	0.813833333333334
KIAA1712	-1.1965
OR6X1	1.029
ACTR3	-0.143875
UGCG	1.94533333333333
OR4P4	0.8275
ZAP70	-2.97525
LPP	1.7215
ZNF485	-0.4515
PTPRCAP	-0.35525
IL12RB1	0.42975
ATRX	0.281
CHST8	-0.337875
C14orf109	-0.28075
ARV1	0.81575
NMB	-0.934285714285714
COX5A	-0.942166666666667
EIF6	-0.5965
MPPED2	0.343166666666667
SEMG1	-1.2905
CHRDL1	0.086
TRAF3IP2	1.098
WNK2	0.071875
LILRA4	2.23966666666667
LAMA2	4.771
PXT1	0.015
RLBP1	-3.2635
CD300C	0.01525
SLTM	-0.061625
FLJ10404	-0.1399375
APOBEC3D	-1.058
RENBP	-0.155166666666667
ATXN7L1	0.4075
NID1	0.6155
TUBGCP3	-1.071375
ITIH5	1.22588888888889
CCDC110	3.55725
C8A	-3.0635
MGC87042	-0.31575
HOXC13	0.6865
TFDP2	-0.60725
HCP5	0.9705
POLI	0.417
UCN	-0.735666666666667
ZNF764	0.465333333333333
C8orf45	1.1585
FHL3	-0.26475
SPATA5L1	-0.7575
MMRN2	3.0355
NDST1	0.623166666666667
COL20A1	-0.0911666666666667
ZNF248	-0.263333333333333
PELP1	-0.716166666666667
MBL2	-2.92133333333333
RNF41	0.50975
C5orf24	0.346625
THOC5	-0.102375
SERINC3	0.0688333333333333
RP11-151A6.2	0.61975
CDCP2	-0.151
HIST1H2AA	0.1075
C11orf75	-0.2725
FKBP7	0.57025
DDOST	0.10025
GPNMB	0.404166666666667
TTF2	-1.71483333333333
KCNT1	-0.274833333333333
SLC39A14	-0.458
NGRN	0.8524
GPR137B	2.35
MECP2	-0.0305
PSMA1	-0.78025
C16orf73	-5.5935
TMEM60	-0.369333333333333
CSN3	-0.0435
NOS1	0.489166666666667
RAB7L1	0.658166666666667
YBX2	0.122
KIAA1166	-0.045875
FUBP3	0.181
ABCG1	1.3955
ACACA	-0.318166666666667
ARL11	0.4981
ATOH1	-0.0545
ODF1	0.457833333333333
CREB3L3	-2.09783333333333
TMEM127	1.08721428571429
DSCAML1	0.057
PLN	2.743
LYPLA1	0.0188333333333333
PRDM9	-1.62925
SASP	0.07175
PLUNC	0.211333333333333
INTU	0.26575
HISPPD1	-0.60225
LNPEP	0.230333333333333
YARS2	-0.495333333333333
APCDD1L	-0.471
ZCCHC4	-0.4269
FBXO22	-0.450833333333333
TTLL13	-0.121
ZNF669	0.6155
PTGDR	2.15325
DDX27	-0.364
KIAA0409	-0.199166666666667
GJB6	0.3095
ASB8	1.108
PLP2	0.047
MEPE	0.27775
OR10J5	0.033
KRT222P	3.0965
COQ7	0.559666666666667
C1orf101	0.8115
RERG	3.2988
CHMP5	0.52325
THAP11	0.197
ZNF43	0.303166666666667
ZRANB3	-0.678833333333333
KRT13	3.17325
MRPL19	-0.735125
RBBP9	0.65075
SPATA17	1.496625
BXDC5	-0.0828333333333334
PAFAH1B1	-0.598916666666667
MAGEE1	0.65125
OSTF1	-0.195
KIAA0323	0.15475
TXNDC13	0.432166666666667
CNTN4	3.029625
LCE1B	-0.3385
UNQ501	0.70925
ZNF154	0.2525
C3orf64	0.2375
SYT5	0.0893333333333333
PON1	0.758
FLJ10357	-0.00662499999999997
ATP4A	-0.38
GNPDA1	-0.318666666666667
MGAT1	0.636166666666667
C14orf121	0.269
SLC35B2	-0.0075
MIER3	0.200666666666667
CHEK1	-3.799125
ZNF8	0.0218333333333333
TXNDC1	-0.6745
CKB	-0.8397
RTN3	-0.237
FZD2	-1.03516666666667
PART1	0.0445
PSMB6	-1.21075
PCDHB8	-0.7715
PHC3	0.2766
PPP1R8	-0.203166666666667
NOVA2	1.49366666666667
TNFRSF11B	-3.123125
GOLPH3	1.48216666666667
UBLCP1	-0.6165
SUHW3	-1.13475
TTLL1	1.857
OPN4	0.2815
OR13G1	-0.0665
ZPBP2	0.329833333333333
HSD17B11	-1.843125
C9orf50	-0.094
DHDDS	0.0845
CTSW	1.2212
NEFM	-0.508666666666667
MRPL28	-0.3635
SYN1	0.503333333333333
PIGV	0.009
ZIM2	-0.364
APBB1	0.876333333333334
SND1	-0.15175
C1orf123	-0.262666666666667
CHD3	-0.43175
BHLHB8	0.203
RNASE2	-0.2945
BCAP31	0.01775
SLC25A44	0.7835
CHD6	0.1635
PIB5PA	2.33084615384615
SELS	0.271625
LOC541471	-1.2085
FAT2	3.022
ZNF81	0.381
OR4C16	0.6565
FLJ10081	0.0105
LRRC4	0.0135
CS	-0.2955
N4BP2	-0.490125
IGFBP7	1.6625
ZNF318	0.436916666666667
NDNL2	0.744625
ZNF609	0.675375
SIRT4	-0.62975
EXOSC10	-0.34175
ECE2	0.274666666666667
OVGP1	1.08825
GTPBP3	-0.7175
PACS2	0.5652
C19orf36	-0.402333333333333
ARL4C	-0.022125
ATG4B	-0.62125
UBQLNL	0.20575
RHOXF2B	-3.788
PLEKHG2	-1.281
GALR1	-0.7095
AQP4	0.691
HDAC7A	-0.1065
DCUN1D3	0.442
OR8A1	-0.312
CCRN4L	1.404375
CBR4	-0.4065
KIFC1	-1.60683333333333
SLC7A14	-1.08983333333333
LHX5	0.638
TRPC7	0.3825
LPXN	-1.363
SERPINA1	-2.5305
RPS13	-0.4635
BPIL3	-0.6165
PRKAA1	-1.383
FADS2	-0.9299
ENAH	0.6568125
PRO1768	0.054
APBA2BP	0.14925
LIPH	2.36366666666667
C3orf33	-0.66225
RCC2	0.0646428571428571
ALDH1A2	-2.7623
RNF103	2.02575
AHCY	-0.363125
ALG12	0.65
CCL17	1.711
ZNF543	1.46983333333333
ESRRG	3.184
CNGA1	1.353
RDH5	-1.07516666666667
OTX1	-0.1462
PTGFR	-1.015
CDR2	0.3785
SELE	3.93325
NLGN2	-0.458833333333333
EXOSC9	-0.77
ZNF566	0.0748333333333333
KLRC2	-3.6725
GPR12	0.656
KIAA0196	0.477
PDRG1	-0.02175
SSR3	-0.510428571428571
MSI1	-1.1275
CST9	2.9305
CC2D1A	0.156
PLAGL1	-0.329944444444444
ZNF778	-0.4345
RNF2	1.349875
KLF6	1.29966666666667
THBD	1.43116666666667
tcag7.1314	0.544
NR5A1	-0.0616666666666667
ABCD2	-0.26275
DNAJC7	-2.14625
CLEC4C	0.1225
TM2D3	0.41975
CCDC4	-0.865
PLAC2	-2.1425
DCD	0.4525
FAAH	1.50475
POLA1	-0.382
TM7SF2	-0.85625
FLJ39822	0.0118333333333333
FLOT2	0.254125
MAP4K1	-0.773333333333333
SRP68	0.1375
C21orf74	-0.748
ARPC5	0.128625
LOC126075	1.209
HECW2	0.5425
ZDHHC4	-0.322
ANKRD42	1.0614
PDE9A	0.00483333333333333
ABCA8	1.041
NDUFS2	0.65925
UBR5	-0.054
BTBD16	-3.16375
LOC554174	-0.321
ZNF20	1.197
KIAA1843	0.2565
WDR17	0.27325
C15orf33	0.576
RNF113A	-0.4885
CAMKK1	-0.8294
CLCN2	-0.16275
ANXA6	-1.6365
LOC340069	-0.1165
EMID1	0.9015
DPM3	-0.378416666666667
ELA1	-0.255
SLC25A13	-1.1373
KRT24	1.9025
SMPD1	-0.022
TH	-0.213125
COL6A2	1.0125
ANKS1B	1.0235
GPR126	-2.9707
ZC3H12A	-0.218166666666667
TMEM47	1.18983333333333
C2orf51	-0.0903333333333333
C1orf88	2.64616666666667
HSF2BP	0.64725
AKAP10	-0.4465
RPAP3	-0.492
KLHDC8B	0.787
STOM	1.1792
MUPCDH	-0.023125
C10orf72	0.03525
PLEKHA3	0.718333333333333
TCP11L1	-0.7015
CWF19L1	0.12875
SPEF1	1.86515384615385
YSK4	0.56525
ELN	2.9467
SAMD8	0.424666666666667
MPI	-1.03533333333333
MEPCE	0.266
ABCC3	-0.52525
NANOGP1	-3.9235
KCNK17	2.24825
HLA-DMB	3.56733333333333
RRAGA	0.8725
ANGEL1	-0.26125
RBM32B	0.0775
CPN1	-3.14675
MGC52282	-0.6769
HLA-A	0.5405
OR9G4	0.187
EDNRB	-0.183875
SCD	-1.80371428571429
C14orf80	-0.886
BAGE2	0.0605
RABL4	1.27833333333333
RCVRN	0.8535
SHANK1	0.2595
NLRP7	-2.805
CD226	1.03125
STAT3	1.3798125
SYNJ2	-0.3445
TPCN2	1.08166666666667
WDR36	-0.75125
MBD4	-0.1855
ROBO1	-1.0541
ST3GAL6	-3.55975
SLAMF8	2.20783333333333
ATN1	0.573833333333333
GPR141	0.12025
KRT36	-0.061
TPH1	-0.002
DDX52	0.046
ZSCAN29	0.0883333333333333
TRPT1	-1.13516666666667
DPEP3	0.468
DENND4A	-0.690625
TSPAN16	-0.549
PTCHD2	0.072
LOC145814	-0.95175
CAP1	0.165166666666667
EIF5A2	-0.4638
NT5DC3	-1.2165
SEPT9	-0.790875
SEZ6L2	0.959625
EGFLAM	3.356
VPS11	0.340125
NDUFB5	-0.497166666666667
CIDEA	0.256166666666667
IER5L	-0.3105
N6AMT1	0.299
FAM83C	-0.16425
OXR1	0.590333333333333
IRX1	1.4675
DGKB	-1.078
GCN5L2	-1.7535
MIR16	1.06175
FBXW9	0.47925
WDR4	-1.60666666666667
PDC	-0.014
VPS33B	-0.253
HEXB	-0.25675
FLJ32214	0.9635
TCEB3	-1.191
CRLF1	-3.41175
ABI3BP	1.69425
C8orf22	-4.11925
PYCR1	-0.076
KIAA1706	0.7495
CDK5R2	0.48575
WAS	-0.0485
C12orf60	0.00975
CCBL2	-0.064
MADD	-0.1925
C5orf34	-1.72875
WDR42A	1.2193
KLF12	0.127625
HSPA1A	2.36625
ITM2C	-1.692
DAPK2	1.82633333333333
LOC442590	0.7075
SUMF2	0.196625
CENPA	-2.30484615384615
TMED5	-0.30925
CDH6	-0.4262
BRP44	1.768625
THG1L	-0.836
GABRA2	-2.31075
C14orf166	-0.10475
MYL1	-1.749
TNFSF18	-0.29
PAP2D	-0.695166666666667
PPIB	-0.2385
KLHL4	0.01075
SFN	0.234333333333333
CCDC127	0.4345
FRAP1	-0.34375
GOLGA5	0.86725
SDCCAG1	-0.3065
MGC21675	0.0543333333333333
C10orf95	-0.7595
KIAA1345	-0.338833333333333
C1orf163	-0.8985
LACE1	-0.96
OR10K2	0.077
CENPN	-2.59052
TMED2	0.50125
UGT1A6	-1.9775
ANG	0.22875
U2AF1	-1.29166666666667
CASC2	0.664666666666667
NMT2	-0.399333333333333
OSGEPL1	0.3945
DFNB31	-0.9565
SLC6A20	0.477875
DKC1	-1.00425
FXYD4	-0.87175
WDR64	0.7715
MGC5590	0.4205
CREBZF	-0.931166666666667
DAZ1	0.08425
PRPSAP1	-0.4945
GCHFR	-0.63775
TTC7A	-0.701375
LOC196993	1.1755
UBD	-0.114333333333333
S100A1	0.604
RPL6	-0.00750000000000001
DNAJB6	0.9456
NAGS	0.9151
C2orf58	-0.108
KERA	2.28016666666667
MT1X	-0.4258
UBE2B	0.7238
KEAP1	0.45775
MST1	-2.72325
OMA1	0.6225
ABLIM2	1.4105
BCL2L13	0.134
JAZF1	-0.16
TMEM63B	1.034
S100A8	-1.8833
ARFIP2	0.99125
UROS	0.53075
KHDRBS2	-0.207
POLQ	-2.986125
SOAT1	-1.058
SPAG4	-1.63175
MRPS30	-0.821666666666667
LOC494141	-0.50475
OR2T11	0.49
ORAOV1	0.0758
ZNF184	-0.1695
TCEB3B	0.0391666666666666
ADAM21	0.8505
GDPD1	0.405
SPINLW1	0.59425
PRR14	0.789833333333333
KCTD9	-0.173
NUDT3	0.39725
KIAA1822	0.7012
HIST1H4K	0.384
DFNA5	-1.908
GABPA	0.02475
C14orf44	1.27525
POLB	0.299875
PTAR1	-0.552
SEC31A	0.7181
TRIM58	1.3655
TAS2R14	-0.578
VPS8	0.356375
H1F0	1.21983333333333
PRKCB1	-2.97933333333333
UGT2A1	0.1885
TOR1B	-0.0295
LSS	-1.29683333333333
C2orf19	0.2075
HNRNPC	0.282214285714286
TMEM100	-1.12983333333333
LOC116349	-0.6395
OR51M1	0.0205
CCDC142	-1.05575
ISG15	0.0518125
ZCCHC14	-0.2945
CREBL2	1.181125
TGDS	-1.71075
DC2	-0.25475
CACNA2D3	-1.29878571428571
ZNF429	-0.48475
LYPD6	0.867333333333333
SUCLG1	-0.124333333333333
OR51I1	-0.7925
MAGEH1	1.63325
PRPF40A	-0.231
SMR3A	0.46
SPINK2	0.9015
THAP2	0.762625
NPY5R	-0.770375
IRF4	-2.4155
SPESP1	1.97883333333333
OR10S1	0.5825
DTD1	-1.1405
TUBE1	-1.00475
DDX19A	-0.988
PDPN	-0.738625
TMEM34	0.552
MGAM	0.9875
COL3A1	5.90311111111111
GFM2	-0.4596
OR5A2	0.3435
PSG9	-1.1575
ARHGEF11	0.687333333333333
IVNS1ABP	-0.9680625
SIGIRR	0.71575
DUSP19	-0.432625
DNAJC14	0.2911
ACSS1	0.09725
IL1RAPL2	0.858
C4orf30	0.4745
SEPT4	2.501
LANCL3	-2.6345
SPAG17	2.72933333333333
PRDX3	-0.113875
HNF1A	-1.380375
P4HA2	0.25375
RFWD3	-1.558
MOV10	-0.291
DNAJA5	0.355071428571429
LOC729440	0.35825
LOC200383	0.831875
SMC2	-2.1175
MIXL1	-1.4135
TMEM9	1.20225
FAM86A	0.997
ZNF174	0.5058
MYH14	-1.093
CCR8	0.16225
VPS37C	-0.195166666666667
GPATCH1	0.315333333333333
B3GNT8	2.5915
TBX4	-0.478
CNR2	0.267333333333333
PCDH1	1.9855
C5orf29	3.361375
OCIAD2	1.38925
PLCG2	0.3775
KIAA0247	2.07275
HRH3	-0.0565
CAPN13	4.136625
CCR1	-1.5051
MGC15523	-0.064
UVRAG	0.139833333333333
DNAJA2	-0.553333333333333
ITGA2B	-0.795333333333333
CLDN5	3.632625
PTPRN2	-2.05457142857143
ZNF512	0.172166666666667
PSAP	0.672357142857143
CCDC140	-2.6
LRRC55	0.01925
CYP26C1	0.2565
C8orf47	1.2675
LYN	-0.18925
DUSP6	0.212833333333333
TGFB3	4.09793333333333
ELK1	0.1477
PCDH11Y	0.0906666666666667
HGD	-1.5295
C17orf58	0.19225
MYO3A	0.918
SERPINE2	-4.42583333333333
AARSD1	-0.740875
C14orf73	-1.93925
ADAM33	0.11575
ZNF491	0.7125
MAPK6	-0.920333333333333
TCN1	2.01416666666667
SLC24A6	0.4305
UBE2R2	0.74825
H1FNT	0.4175
TATDN2	-0.2085
LILRB1	1.0315
P2RY5	1.331
NUCB2	0.33175
C2orf37	0.04775
SNX27	1.399
MTA3	0.675
FOXO4	1.007125
ID4	2.57483333333333
SOX5	-2.04583333333333
PXMP3	0.677875
OR52M1	-0.0305
SFT2D3	0.27125
INA	-2.87633333333333
MCOLN1	0.729
NFIX	0.8396
CLEC14A	5.148
HIBCH	-0.293166666666667
PLA2G5	1.01525
TIMM10	-0.264833333333333
MED17	-0.2978
COL4A4	0.201
TPP1	0.445666666666667
GJA3	-1.41083333333333
TMPRSS5	-1.56875
AADACL3	0.663
DNMBP	-0.25175
ENPP5	5.09466666666667
NQO1	-0.7177
ZSCAN2	-0.194125
SEC24C	-0.0458333333333333
GTF2A1L	1.17
AXIN2	-0.4257
FAM33A	-1.90991666666667
C16orf13	-0.379375
SPNS2	0.73125
TAF1	-0.1895
AP1G2	0.1575
RBM42	-0.112666666666667
HCN2	0.582166666666667
EFHB	0.2345
RUSC1	0.463333333333333
GRIK5	0.3505
USP21	0.4385
ATAD3C	0.718
ORMDL2	0.9645
PRSS7	-3.3465
PSAT1	-5.3035
FLJ13195	-0.770833333333333
TBC1D1	0.2585
IFNG	0.785
OTOS	0.5435
ZNF773	0.1375
EMD	-1.04725
RETN	-0.4885
CCL8	3.442
APH1A	-0.35975
COX18	-0.306
GTF2IRD2	0.09975
CCDC82	-1.57008333333333
PAFAH2	1.1945
NPEPL1	-0.9757
RP11-114G1.1	1.183
TP53INP1	1.59725
ZNF300	-0.748
FOXL2	-2.95125
LARP2	0.384916666666667
LATS1	0.1275
HTR6	0.498
SPOCK2	0.1525
RNF144B	2.8075
HTATIP2	-1.91325
MGC10334	0.329416666666667
