Hybridization REF	TCGA-A2-A0EN-01A-13R-A084-07
LRRC46	1.6335
C20orf152	0.373
MRPS6	-0.44475
ABCB11	0.611
KCNC2	-0.00883333333333334
CDH19	-2.00333333333333
C9orf123	0.00233333333333333
SSH3	1.037375
LDLRAD1	-2.41175
CCBE1	-0.7705
ZNF135	1.35875
TAAR1	-0.5395
WFDC12	-0.134
CCDC42	0.358333333333333
FLJ12529	-0.3785
PER1	-0.9455
TIMM50	-0.8865
SMARCAD1	-0.408
FAM26C	-0.224
TP53TG3	-2.74966666666667
SH3RF1	2.1605
LMCD1	2.64825
GPR63	-0.7125
FLJ21986	-1.422875
AIFM3	-0.549
MICAL1	0.089
BLZF1	1.0095
IQCA	3.41916666666667
PCDHGC3	0.3135
SAC	-0.0145
BCL6B	3.03233333333333
DDO	1.6775
MARCO	0.9705
DCHS1	1.505
C1orf170	-0.562166666666667
CD200R1	1.8045
C22orf15	-0.4395
SEPT11	0.822166666666667
ADNP	-0.18375
UST	0.3474
C13orf34	-0.940666666666667
RFFL	0.491142857142857
APBA3	-0.473
C2orf60	-0.364625
CUTL1	0.0581
PMS1	-1.036625
ZNF689	-0.2545
EIF3E	-1.15333333333333
IL9	0.126166666666667
RPL31	-0.175375
LY9	1.64816666666667
ATP2B3	-0.12225
KDELR2	0.418416666666667
TFCP2	0.438625
NLRP12	0.463
FLJ45422	-0.39025
TLE4	-0.433
ZNF570	0.239
FLJ43806	-0.521
TLK2	-0.44725
CIR	0.6425
MARS2	-0.167
COL24A1	0.57275
SDF2L1	-1.162
HIBADH	0.1815
IGFBP3	-1.5205
C12orf23	0.915125
PSPC1	-0.09325
C20orf43	0.174
TRAV20	0.3225
ARHGAP24	1.369875
KIAA1975	-1.144875
C1QA	3.8387
DNTT	-4.561
C10orf6	0.148083333333333
C11orf41	0.13525
HNRPF	0.1965
COL11A1	6.46816666666667
UBAP2	-0.545833333333333
CDKN2AIPNL	-1.2455
C20orf174	4.5835
SPRED2	0.292
PLA2G12A	0.5155
ICEBERG	-2.33116666666667
SCN10A	0.3085
C11orf65	-0.166
GBP5	5.50825
PITPNC1	-0.327666666666667
POU3F3	0.796
NCOA7	0.57325
LIN7C	-0.0303
LOC348840	-0.551
NKX2-2	0.6295
ANKRD13D	-0.1105
LOC123688	-0.878
FUT2	2.20716666666667
TAAR8	0.1375
FZD4	0.552583333333333
PNMA3	-0.566
OR4L1	0.179
WIT1	-2.43675
EXOC3L	1.46375
ATPBD4	-0.7542
KRBA1	-0.71025
UBXD6	-0.755
HOXB7	0.231714285714286
C7orf23	0.045
UNQ338	1.11075
STAB2	0.08075
CDC20B	2.07725
IRF9	2.3135
CENTG1	0.681666666666667
TNPO2	-1.1585
MCPH1	0.046
BMS1P5	-0.46325
SLC26A7	0.70825
HIST1H3J	0.274
C9orf3	0.8314
LBH	1.42975
MYO1D	0.758375
PTDSS2	-0.55925
NFU1	0.16875
DEPDC4	-1.68625
WNT7B	-0.2463
GLP2R	-0.660166666666667
SETD4	-0.2503
DYNLT3	0.00289999999999999
FKBP11	-0.8085
SESTD1	0.825333333333333
FLII	0.568
RPS16	-0.4109
CHPF	-0.0556666666666666
CSNK2A1	-0.179666666666667
SUMO1P1	0.1595
FKBP6	-1.0855
ZNF214	1.34233333333333
TWIST1	0.509
DDX56	-0.667
TRAM1L1	1.8568
EPO	-3.40016666666667
MRPS18B	-0.6
ZNF682	0.052
RPL14	-0.390833333333333
MAFF	0.077
LOC51136	-0.3865
LY96	0.8565
DDX20	-0.32125
ABTB1	0.621166666666667
ARL5A	0.4959
CCT6A	-1.22775
HEPACAM	-0.198
EHHADH	0.0293333333333333
RBAK	-0.173833333333333
CGB1	-0.29075
ITGB5	1.0564
YIPF3	0.1125
FKBP2	-0.3825
NR1D1	-0.8582
TMEM110	0.367
NEK2	-2.09183333333333
PRAMEF8	-3.65275
C20orf52	-0.833333333333333
PCDHGA3	2.4305
VWA3B	0.5835
NDUFA5	-0.298875
THAP9	-0.05925
FLVCR2	0.566833333333333
AP1S1	-0.867375
SMAD6	-0.644
SAV1	0.290625
SAT1	1.79125
ZNF251	-0.209625
ADAMTS7	0.2964
RPP38	0.156
C1orf211	-2.273
YPEL2	2.1408
RBMS1	0.638
ZNF445	-0.371
NRXN2	0.609166666666667
PGBD4	-0.677
UGT2B28	-1.2035
WBSCR16	-0.7442
NLRC3	0.842875
ASTL	-0.0465
ST6GALNAC1	-1.07825
ZADH2	-0.2625
MLLT4	0.207666666666667
ARL6	0.133666666666667
MEF2C	0.80525
CBFA2T3	-0.885
AFF3	0.0199285714285714
COG7	-0.063
MYB	-0.005
PLXNA3	-0.3765
XRCC2	-2.27666666666667
MMS19	-0.42175
ST8SIA5	-0.882625
CHPT1	0.380666666666667
KIAA1712	-0.607625
OR6X1	0.884
ACTR3	1.042875
UGCG	1.60583333333333
OR4P4	0.723
ZAP70	-1.60775
LPP	1.173625
ZNF485	0.5445
PTPRCAP	1.12625
IL12RB1	0.94375
ATRX	0.2738
CHST8	-0.4505
C14orf109	-0.36825
ARV1	0.45875
NMB	0.392857142857143
COX5A	-1.3615
EIF6	-0.85825
MPPED2	-0.6955
SEMG1	-1.2345
CHRDL1	1.4045
TRAF3IP2	0.847
WNK2	0.10625
LILRA4	2.7695
LAMA2	5.13275
PXT1	-0.332
RLBP1	-3.319
CD300C	1.737
SLTM	-0.386
FLJ10404	-0.0534375000000001
APOBEC3D	-2.273
RENBP	0.807333333333333
ATXN7L1	0.533625
NID1	0.884
TUBGCP3	-0.844875
ITIH5	2.03483333333333
CCDC110	2.849
C8A	-2.96975
MGC87042	-0.195
HOXC13	1.23475
TFDP2	-0.90325
HCP5	1.706125
POLI	-0.33875
UCN	-0.878
ZNF764	-0.114333333333333
C8orf45	0.98075
FHL3	0.1445
SPATA5L1	-1.55775
MMRN2	3.29183333333333
NDST1	1.08283333333333
COL20A1	-0.3725
ZNF248	-0.413
PELP1	-1.12133333333333
MBL2	-2.73883333333333
RNF41	0.247
C5orf24	0.608125
THOC5	-0.579375
SERINC3	0.608166666666667
RP11-151A6.2	0.84975
CDCP2	-0.31525
HIST1H2AA	-0.29325
C11orf75	0.337833333333333
FKBP7	0.261
DDOST	-0.39825
GPNMB	1.53933333333333
TTF2	-1.10733333333333
KCNT1	-0.242333333333333
SLC39A14	-0.113625
NGRN	0.3598
GPR137B	2.5345
MECP2	0.382
PSMA1	-0.6175
C16orf73	-5.78525
TMEM60	-0.897166666666667
CSN3	-0.0985
NOS1	0.061
RAB7L1	0.645666666666667
YBX2	-0.0135
KIAA1166	-0.711
FUBP3	0.389
ABCG1	2.1565
ACACA	-1.05158333333333
ARL11	1.8106
ATOH1	-0.015
ODF1	0.0475
CREB3L3	-1.02216666666667
TMEM127	1.24321428571429
DSCAML1	0.05425
PLN	3.79333333333333
LYPLA1	-0.0265
PRDM9	-1.97725
SASP	0.49425
PLUNC	1.29333333333333
INTU	0.49325
HISPPD1	-0.1805
LNPEP	1.044
YARS2	-0.967
APCDD1L	-1.048
ZCCHC4	-0.6448
FBXO22	-1.23466666666667
TTLL13	-0.554
ZNF669	-0.447666666666667
PTGDR	2.4965
DDX27	-0.204
KIAA0409	-0.24
GJB6	0.204
ASB8	0.61675
PLP2	-0.294833333333333
MEPE	-0.03975
OR10J5	-0.139
KRT222P	2.1745
COQ7	-0.2915
C1orf101	1.247
RERG	2.4166
CHMP5	-0.080625
THAP11	-0.133125
ZNF43	0.46
ZRANB3	-1.13716666666667
KRT13	-0.2055
MRPL19	-0.591
RBBP9	-0.073875
SPATA17	1.21328571428571
BXDC5	-0.4
PAFAH1B1	-0.470666666666667
MAGEE1	0.46425
OSTF1	0.75325
KIAA0323	-0.305583333333333
TXNDC13	0.289833333333333
CNTN4	1.14725
LCE1B	1.015
UNQ501	0.85075
ZNF154	0.78675
C3orf64	0.55175
SYT5	-0.0686
PON1	0.1005
FLJ10357	0.241375
ATP4A	-1.4775
GNPDA1	-0.00233333333333333
MGAT1	1.507
C14orf121	0.35875
SLC35B2	-0.19925
MIER3	-0.079
CHEK1	-3.679125
ZNF8	0.064
TXNDC1	-0.33
CKB	-1.1962
RTN3	0.209
FZD2	-0.989166666666667
PART1	-0.7065
PSMB6	-0.668
PCDHB8	-0.1185
PHC3	0.2226
PPP1R8	-0.711833333333333
NOVA2	1.72566666666667
TNFRSF11B	-2.17225
GOLPH3	1.22233333333333
UBLCP1	0.07225
SUHW3	-0.821
TTLL1	0.12325
OPN4	0.2225
OR13G1	0.2235
ZPBP2	0.115
HSD17B11	-0.5225
C9orf50	-0.5075
DHDDS	-0.0838571428571429
CTSW	1.5394
NEFM	-0.866166666666667
MRPL28	-0.824
SYN1	0.312
PIGV	-0.6335
ZIM2	-1.054
APBB1	0.8045
SND1	-0.39225
C1orf123	-0.2245
CHD3	-0.5895
BHLHB8	-0.16875
RNASE2	0.624666666666667
BCAP31	0.28725
SLC25A44	0.697666666666667
CHD6	-0.69
PIB5PA	0.911538461538462
SELS	-0.152875
LOC541471	-0.1625
FAT2	0.1765
ZNF81	0.0775
OR4C16	0.3245
FLJ10081	0.4185
LRRC4	1.5625
CS	-0.190166666666667
N4BP2	-0.27
IGFBP7	2.55075
ZNF318	0.13325
NDNL2	0.22525
ZNF609	-0.045625
SIRT4	0.0125
EXOSC10	-0.95975
ECE2	-0.1925
OVGP1	0.89325
GTPBP3	-1.42675
PACS2	0.2836
C19orf36	-0.677333333333333
ARL4C	0.176125
ATG4B	-0.310125
UBQLNL	0.21325
RHOXF2B	-3.8215
PLEKHG2	-0.3055
GALR1	-0.396
AQP4	0.6385
HDAC7A	0.114
DCUN1D3	0.471
OR8A1	0.01
CCRN4L	-0.00625
CBR4	0.239166666666667
KIFC1	-2.86516666666667
SLC7A14	-1.55766666666667
LHX5	0.1245
TRPC7	-0.2025
LPXN	0.7255
SERPINA1	-2.160125
RPS13	-0.3987
BPIL3	-0.227
PRKAA1	-0.866
FADS2	-1.0181
ENAH	0.4181875
PRO1768	-0.207
APBA2BP	-0.89725
LIPH	1.81433333333333
C3orf33	-0.79425
RCC2	-0.502285714285714
ALDH1A2	-2.5945
RNF103	1.8725
AHCY	-0.967625
ALG12	-0.163
CCL17	3.45625
ZNF543	0.6515
ESRRG	1.3218
CNGA1	0.80025
RDH5	1.68783333333333
OTX1	-1.0046
PTGFR	-1.6015
CDR2	0.2215
SELE	5.79225
NLGN2	-0.987
EXOSC9	-0.77075
ZNF566	0.601166666666667
KLRC2	-3.7535
GPR12	0.401
KIAA0196	0.26225
PDRG1	-0.18625
SSR3	-0.368071428571429
MSI1	-0.817
CST9	-0.572
CC2D1A	-0.376125
PLAGL1	0.0568333333333333
ZNF778	-0.537
RNF2	0.9045
KLF6	1.25683333333333
THBD	2.58616666666667
tcag7.1314	1.03825
NR5A1	-0.2695
ABCD2	1.1805
DNAJC7	-1.49725
CLEC4C	0.489
TM2D3	0.11075
CCDC4	-0.5705
PLAC2	-1.2725
DCD	0.069
FAAH	1.154
POLA1	-0.912333333333333
TM7SF2	-0.60725
FLJ39822	0.246333333333333
FLOT2	0.133125
MAP4K1	0.413833333333333
SRP68	-0.077125
C21orf74	-0.2125
ARPC5	0.5155
LOC126075	1.67875
HECW2	1.763875
ZDHHC4	-1.25775
ANKRD42	1.179
PDE9A	-0.4175
ABCA8	2.568
NDUFS2	0.0595
UBR5	-0.30875
BTBD16	-3.07275
LOC554174	0.000999999999999999
ZNF20	0.585
KIAA1843	0.1325
WDR17	-0.821
C15orf33	0.284
RNF113A	-0.51175
CAMKK1	-0.8182
CLCN2	-1.175
ANXA6	-0.396
LOC340069	-0.1385
EMID1	0.3285
DPM3	-1.10883333333333
ELA1	0.3755
SLC25A13	-1.3354
KRT24	-0.443
SMPD1	0.625833333333333
TH	-0.21625
COL6A2	1.24314285714286
ANKS1B	0.996
GPR126	-3.1049
ZC3H12A	0.841333333333333
TMEM47	0.881166666666667
C2orf51	-0.3785
C1orf88	2.63166666666667
HSF2BP	0.35725
AKAP10	0.18125
RPAP3	-0.235
KLHDC8B	0.443375
STOM	1.5674
MUPCDH	-0.1725
C10orf72	0.3285
PLEKHA3	0.74925
TCP11L1	-0.1155
CWF19L1	0.33275
SPEF1	1.35161538461538
YSK4	0.9225
ELN	3.016
SAMD8	0.981166666666667
MPI	-1.9625
MEPCE	-0.1475
ABCC3	-0.082375
NANOGP1	-3.8615
KCNK17	0.42325
HLA-DMB	5.206
RRAGA	1.0965
ANGEL1	0.2175
RBM32B	-0.175
CPN1	-2.70725
MGC52282	-0.1906
HLA-A	2.04658333333333
OR9G4	-0.031
EDNRB	0.0185
SCD	-1.07121428571429
C14orf80	-1.40983333333333
BAGE2	-0.279
RABL4	0.6545
RCVRN	0.6535
SHANK1	-0.1565
NLRP7	-3.1295
CD226	2.09875
STAT3	1.865875
SYNJ2	-0.5756
TPCN2	-0.133333333333333
WDR36	-0.428333333333333
MBD4	0.0475
ROBO1	-0.5359
ST3GAL6	-2.00075
SLAMF8	3.57866666666667
ATN1	0.304166666666667
GPR141	0.276
KRT36	-0.085
TPH1	0.121
DDX52	-0.22375
ZSCAN29	-0.3805
TRPT1	-0.551333333333333
DPEP3	1.5235
DENND4A	-0.22275
TSPAN16	-0.697
PTCHD2	-0.3445
LOC145814	-1.06575
CAP1	0.755166666666667
EIF5A2	-0.2668
NT5DC3	-0.997125
SEPT9	-0.239375
SEZ6L2	-1.94225
EGFLAM	4.0035
VPS11	0.807625
NDUFB5	-0.408666666666667
CIDEA	4.5815
IER5L	-0.211
N6AMT1	0.53525
FAM83C	-0.09275
OXR1	0.173
IRX1	-0.4705
DGKB	0.000166666666666678
GCN5L2	-2.3405
MIR16	0.626125
FBXW9	-0.52825
WDR4	-2.64816666666667
PDC	-0.465
VPS33B	-0.74075
HEXB	0.50925
FLJ32214	0.4645
TCEB3	-0.86325
CRLF1	-2.97875
ABI3BP	2.258
C8orf22	-4.85075
PYCR1	-0.711375
KIAA1706	0.8715
CDK5R2	0.515375
WAS	0.988
C12orf60	-1.252
CCBL2	-0.346
MADD	-0.051
C5orf34	-1.663
WDR42A	1.0038
KLF12	0.59225
HSPA1A	4.253
ITM2C	-1.38158333333333
DAPK2	2.10533333333333
LOC442590	0.6965
SUMF2	1.074375
CENPA	-2.81092307692308
TMED5	-0.375875
CDH6	-0.3426
BRP44	1.12075
THG1L	-0.25075
GABRA2	-2.56975
C14orf166	-0.1375
MYL1	-2.128
TNFSF18	-0.654
PAP2D	-0.6885
PPIB	-0.5465
KLHL4	0.190125
SFN	-1.72166666666667
CCDC127	0.694
FRAP1	-0.66975
GOLGA5	0.6505
SDCCAG1	-0.142625
MGC21675	-0.217666666666667
C10orf95	-0.918
KIAA1345	-0.906166666666667
C1orf163	-1.382
LACE1	-0.637833333333333
OR10K2	-0.176
CENPN	-2.67176
TMED2	0.918
UGT1A6	-1.5245
ANG	-0.51325
U2AF1	-0.864166666666667
CASC2	0.113
NMT2	-0.378
OSGEPL1	-0.312125
DFNB31	-0.7475
SLC6A20	0.493
DKC1	-1.1185
FXYD4	-1.33775
WDR64	-0.306
MGC5590	0.1455
CREBZF	0.27
DAZ1	-0.084
PRPSAP1	-0.8425
GCHFR	-1.314
TTC7A	-0.3785
LOC196993	0.2165
UBD	4.06133333333333
S100A1	-0.238
RPL6	-0.0915
DNAJB6	0.71255
NAGS	0.0189
C2orf58	0.6515
KERA	2.7235
MT1X	-0.9896
UBE2B	0.9272
KEAP1	0.3315
MST1	-2.795625
OMA1	0.0895
ABLIM2	1.58325
BCL2L13	-0.326333333333333
JAZF1	0.4925
TMEM63B	0.6915
S100A8	4.4732
ARFIP2	0.465
UROS	1.15825
KHDRBS2	-0.5295
POLQ	-3.494125
SOAT1	0.2575
SPAG4	-2.369
MRPS30	-0.534833333333333
LOC494141	0.4645
OR2T11	-0.3
ORAOV1	-0.9183
ZNF184	-0.244166666666667
TCEB3B	-0.293666666666667
ADAM21	-0.397
GDPD1	0.43
SPINLW1	0.41325
PRR14	0.0271666666666667
KCTD9	-0.3856
NUDT3	0.7805
KIAA1822	0.7982
HIST1H4K	0.2935
DFNA5	-1.0125
GABPA	0.12175
C14orf44	0.2805
POLB	0.693125
PTAR1	-0.52775
SEC31A	0.8532
TRIM58	1.48125
TAS2R14	-0.0705
VPS8	0.581625
H1F0	0.0288333333333333
PRKCB1	-0.899833333333333
UGT2A1	0.2365
TOR1B	-0.0775
LSS	-1.44541666666667
C2orf19	0.021
HNRNPC	-0.0472857142857143
TMEM100	0.525833333333333
LOC116349	-1.27775
OR51M1	-0.0555
CCDC142	-0.62175
ISG15	0.9081875
ZCCHC14	-0.37375
CREBL2	1.146
TGDS	-1.38375
DC2	-0.65075
CACNA2D3	-1.05257142857143
ZNF429	0.2425
LYPD6	-2.84666666666667
SUCLG1	-0.096
OR51I1	-0.718
MAGEH1	1.50125
PRPF40A	-0.368
SMR3A	0.4335
SPINK2	-0.6625
THAP2	0.363625
NPY5R	1.747875
IRF4	-1.508375
SPESP1	-1.3345
OR10S1	0.223
DTD1	-0.542
TUBE1	-0.8555
DDX19A	-1.0005
PDPN	-0.127125
TMEM34	0.61525
MGAM	3.718
COL3A1	6.07366666666667
GFM2	-0.2986
OR5A2	0.2125
PSG9	-0.8145
ARHGEF11	0.414833333333333
IVNS1ABP	-0.4359375
SIGIRR	0.65
DUSP19	-0.953625
DNAJC14	0.2145
ACSS1	0.791375
IL1RAPL2	0.6335
C4orf30	-0.16
SEPT4	2.64025
LANCL3	-2.38375
SPAG17	3.76383333333333
PRDX3	-0.455375
HNF1A	-1.748375
P4HA2	-0.53725
RFWD3	-1.803
MOV10	-0.26325
DNAJA5	0.446142857142857
LOC729440	-0.078
LOC200383	1.288875
SMC2	-2.02575
MIXL1	-1.11016666666667
TMEM9	0.097
FAM86A	0.491
ZNF174	0.5592
MYH14	-0.5615
CCR8	0.16525
VPS37C	1.08566666666667
GPATCH1	0.0931666666666667
B3GNT8	1.8785
TBX4	-0.72325
CNR2	0.9285
PCDH1	1.86775
C5orf29	5.12975
OCIAD2	0.862
PLCG2	1.381
KIAA0247	2.510875
HRH3	-0.0335
CAPN13	3.5765
CCR1	0.6379
MGC15523	-0.0462777777777778
UVRAG	0.706166666666667
DNAJA2	-0.233333333333333
ITGA2B	-1.058
CLDN5	3.78375
PTPRN2	-1.30378571428571
ZNF512	0.182333333333333
PSAP	1.50342857142857
CCDC140	-0.3565
LRRC55	0.08325
CYP26C1	-0.3475
C8orf47	-0.6365
LYN	0.48725
DUSP6	-0.0426666666666667
TGFB3	3.72806666666667
ELK1	0.1003
PCDH11Y	-0.211333333333333
HGD	-0.14425
C17orf58	-0.601
MYO3A	0.114
SERPINE2	-3.53416666666667
AARSD1	-0.383875
C14orf73	-1.78
ADAM33	-0.08975
ZNF491	0.2295
MAPK6	-1.50983333333333
TCN1	4.28966666666667
SLC24A6	1.1595
UBE2R2	0.4615
H1FNT	0.2
TATDN2	0.307833333333333
LILRB1	2.45
P2RY5	1.8725
NUCB2	0.6445
C2orf37	0.739
SNX27	0.683333333333333
MTA3	0.4505
FOXO4	0.35425
ID4	0.339166666666667
SOX5	-1.56083333333333
PXMP3	0.311125
OR52M1	-0.215
SFT2D3	-0.053875
INA	-3.32766666666667
MCOLN1	0.3825
NFIX	0.7937
CLEC14A	5.70083333333333
HIBCH	-0.164666666666667
PLA2G5	1.985
TIMM10	0.112666666666667
MED17	0.0448
COL4A4	-0.131
TPP1	0.785
GJA3	-1.00116666666667
TMPRSS5	-1.1805
AADACL3	0.323
DNMBP	0.4525
ENPP5	4.17466666666667
NQO1	-0.508
ZSCAN2	-0.770875
SEC24C	0.0898333333333333
GTF2A1L	-0.7635
AXIN2	-0.6177
FAM33A	-1.42483333333333
C16orf13	-0.878
SPNS2	1.33425
TAF1	-0.5865
AP1G2	-0.169333333333333
RBM42	-0.270166666666667
HCN2	0.584666666666667
EFHB	1.957
RUSC1	-0.0186666666666667
GRIK5	-0.037
USP21	-0.171
ATAD3C	0.33925
ORMDL2	0.304
PRSS7	-3.243
PSAT1	-5.55925
FLJ13195	-0.227
TBC1D1	0.975833333333333
IFNG	3.557
OTOS	0.0611666666666667
ZNF773	0.329333333333333
EMD	-0.99775
RETN	0.41725
CCL8	4.504
APH1A	-0.318875
COX18	-0.226875
GTF2IRD2	-0.59875
CCDC82	-0.793333333333333
PAFAH2	0.4109
NPEPL1	-0.5268
RP11-114G1.1	0.802
TP53INP1	1.46
ZNF300	-1.78883333333333
FOXL2	-3.06975
LARP2	0.239583333333333
LATS1	0.307
HTR6	-0.708
SPOCK2	2.54516666666667
RNF144B	3.3825
HTATIP2	-0.77925
MGC10334	-0.260666666666667
CENTA2	2.99116666666667
FGF2	0.62075
FXYD7	0.204
PHYHIPL	-1.938375
GPR34	5.6975
DDX6	0.232166666666667
OR10W1	0.0565
LHFPL1	-1.169
ZNF313	-0.3475
VPS28	0.7225
AP3M1	-0.1181
AKR1CL2	-0.56375
TRAF4	-0.567375
OR2B11	0.049
C19orf12	0.613333333333333
AKAP9	0.184166666666667
C1orf62	0.39275
SLC20A1	-0.2388
FAM112A	0.68525
LDB2	1.662875
MRPS23	-0.7
KLK5	0.390625
SPTB	-0.2856
EFEMP2	1.03575
EFNB2	1.492875
PCM1	-0.268214285714286
NMNAT3	1.609125
TSG101	0.459833333333333
C8orf40	0.257666666666667
NOB1	-1.48025
ABHD3	-0.49775
GTF3C4	-0.18425
PIGN	0.453833333333333
GALNTL1	-0.41925
AEBP1	2.73
OR9Q1	0.544
ANKRD2	-0.168
CCL28	0.52225
TRIM38	1.54166666666667
TMCC1	0.324083333333333
SMG5	0.05325
LRRC7	-0.649
NCAPD2	-2.04533333333333
C6orf153	-0.55625
C1orf74	-0.451
OTUD6A	0.033
DCP2	-0.494833333333333
TMEM24	0.41625
RPL18	-0.222166666666667
TMEM177	-0.7975
LRRC37A3	1.03125
C1D	0.199333333333333
LDHC	-2.48475
UBE4B	-1.12833333333333
NIT1	0.367
BTN3A3	1.60575
RASD1	1.789375
COMMD3	0.21525
SHFM1	-0.466
BIRC8	0.37175
DUT	-1.6625
C12orf51	0.1695
LRRC59	-1.0475
LY6H	2.0795
WDR22	0.8265
EDEM1	0.315214285714286
ADH1A	3.712
PANX2	-0.6498
CYP11B1	0.156
CDC73	0.12775
GPR172A	-0.395
GSTM3	2.60230769230769
KCNA5	0.69
SERAC1	0.657666666666667
NFATC2	0.7885
ANAPC5	-0.5969
C15orf24	-0.15825
NFATC2IP	-0.6025
TNRC6C	0.342333333333333
MGC102966	-1.167125
FGD5	2.4375
MED9	0.24475
RAB13	0.574
C15orf49	0.494
CRYGS	0.3603
C12orf53	-1.3987
LOC283693	-0.695
COX6B2	-0.658375
PHF14	-0.425
FAM3A	-0.561875
RPL13	-0.3768
PRDX2	-0.3619
FLJ34047	-2.0425
PRMT3	-0.36575
KCTD19	-2.4405
TRIM10	-0.924333333333333
MGC26597	-1.01916666666667
GCNT4	-0.07075
GPRASP1	1.21325
CDKN1C	-1.05766666666667
RHBDL2	0.8852
HSPH1	0.72175
AQP1	3.758625
COL17A1	-0.3873
GFAP	-0.065875
CDC16	-0.25225
KIAA1614	0.2415
C6orf118	1.09366666666667
ZSWIM5	-1.76825
FAM83F	1.88875
LYNX1	-0.025875
SYNPR	-0.9555
XG	3.2825
PRSS16	0.41225
KIF13B	2.07257142857143
PCDH9	0.177625
HIST1H2AH	-0.130333333333333
RBM18	-0.797
ZNF626	0.800375
HEXIM2	-0.208
ITFG1	-0.371
TUBG2	-0.864
SFRS7	-0.382166666666667
C9orf14	1.4315
EXTL1	-2.4855
GBP3	2.50183333333333
WDR5	-1.2515
RARG	0.226666666666667
MYO7A	0.174875
CECR6	0.4485
C13orf3	-2.5605
SFRS18	-0.6395
ACVR1B	0.152666666666667
PSMD1	-0.5616
C7orf31	-0.1825
ILVBL	-0.79175
IFNGR1	2.11
RNF186	0.33475
NOL9	-1.13725
MAGEL2	1.26675
SLC29A2	-0.81775
NHSL1	-0.294
RBMX	-0.83
PSORS1C2	0.15175
RAD51L3	-0.276833333333333
LCN6	2.68825
ORAI2	-0.485375
BRUNOL6	-0.2069
OR4K5	-0.0865
CDC123	-0.609625
MSLN	-2.4035
WWTR1	0.0191666666666667
ZNF700	-0.544166666666667
COBL	-0.0215
PPP1R16B	1.187
GAS7	1.0717
MDN1	-0.671625
HAAO	0.2935
C9orf68	2.65
TNFAIP2	1.308
FOXN1	0.218
hCG_2033311	-0.390166666666667
ATP6V0D2	0.0678
RPL41	0.074625
SLC38A1	1.012875
ARHGAP6	-0.597545454545454
ADAD2	-0.21325
PHF20L1	-0.198875
MCM3AP	-0.0155
ST3GAL3	-1.06916666666667
SNX1	0.376333333333333
ELF5	0.0525
PARP3	0.710125
RBM8A	-0.2874375
LINGO4	-0.029
ITGA9	1.08216666666667
ZFR	0.12475
ACSL6	0.931625
FLJ20699	-0.1521
DAOA	-0.2355
FABP4	6.83875
KCNB1	0.1295
CANX	0.6158
SLC25A28	0.735166666666667
ADIPOR2	1.082375
ECHDC2	1.219375
SMA4	0.101
FRZB	4.15425
PABPC1	-0.364166666666667
DMRTB1	-0.208875
APOBEC3G	1.88175
CATSPER2	-1.27516666666667
CUEDC1	0.569833333333333
STARD9	-0.71
CLDN8	2.839875
LOC23117	-0.933318181818182
E2F6	-0.509166666666667
TMEM126B	-0.451833333333333
DPY19L4	0.272
GIMAP5	3.43216666666667
NDUFA9	-0.208833333333333
FAM77C	-2.034
CTPS2	1.50675
LOC51035	0.1015
WDSOF1	-1.235
EGLN3	2.121
PITX3	0.507166666666667
OR52E8	0.301
GRM4	1.0925
KLK1	-1.10316666666667
GPM6B	-1.614375
RRAGD	-0.613666666666667
PAGE5	-2.46775
UCHL5	-1.4575
ULK3	-1.29833333333333
AIM2	2.236
PNO1	-0.207666666666667
OR2F2	0.288
GNAT2	-0.8845
SIX1	1.78375
ST13	-0.259
ZBTB44	0.103125
TIMP2	-0.0935
ZMAT4	-4.21
GTF2IRD1	-0.377166666666667
ZNF19	0.363666666666667
ZNF714	-0.37375
RSC1A1	-0.1205
C9orf80	-0.0045
PSMA8	0.7798
TMEM141	0.21725
COX4I1	-0.4665
CTAGE1	0.4565
DTWD1	-1.25525
HSD11B1	2.57875
KRT6B	2.56875
ARID4B	1.21825
LHFPL3	0.61125
WWP2	0.0278333333333333
ZNF326	-0.296
RGPD1	-0.754
CTSH	1.4355
FASTKD1	-0.97125
PAF1	0.6113
TTC9C	-0.23075
IFT57	0.3973
PRSS36	-1.2595
IL20RB	-1.511
ZNF592	-0.0886666666666667
DCTD	0.1036
CFP	2.85325
MFNG	0.830375
JMJD2B	0.8785
ALDH3B1	-0.872875
THSD4	1.1715
KCNJ5	3.22566666666667
LMNA	0.550666666666667
TBCD	0.170125
ZNF250	-0.251833333333333
CASQ2	2.8175
PEG10	-4.99066666666667
PRAME	-5.5592
NP	0.1355
TRIM59	-0.362833333333333
ZNF12	0.104125
XTP3TPA	-0.33275
SIGLEC7	0.3835
PANK4	-1.0045
FAM70A	-1.36516666666667
SNED1	0.4685
HIP1	0.0786
RAET1E	0.0195
AMAC1L2	0.2455
AHNAK2	-0.4505
TOE1	-1.41216666666667
RECQL4	-2.557
SPRYD3	0.81925
DPAGT1	-0.0195
MAGED2	1.9407
ANKRD55	1.16025
TRPS1	2.81933333333333
DOK7	0.7825
TFPI2	-3.865
GTF2H3	-0.702166666666667
CYP4F11	-0.09775
LHX2	-4.05633333333333
ATG16L1	1.46483333333333
ASB12	0.225
C1orf116	2.4975
NF2	-0.6182
POM121	-0.3515
PHYHD1	2.7311
TXNDC17	-0.738666666666667
DKFZp779O175	-0.125
NUP62	-0.259428571428571
MYO18B	-1.48033333333333
