Hybridization REF	TCGA-BH-A0DH-01A-11R-A084-07
HDHD2	-0.915
TDRKH	-0.0601666666666667
LOC401052	2.252
PSG4	3.1955
GNB4	-1.0605
SPATA4	2.732
SLC9A3	-1.139
OSBP	0.956666666666667
NBPF3	-0.194666666666667
DOCK11	-0.8575
SLC39A5	-2.41316666666667
PRR5	0.5043
C10orf63	0.107125
SMTNL2	-1.7985
ADRA1A	0.33825
ASAH1	4.9544
DOM3Z	-0.0558
GIPR	0.623166666666667
AHI1	-0.255166666666667
NADSYN1	0.232333333333333
RGS14	-0.6471
IL18BP	1.0156
RTN4RL1	2.42591666666667
ARMC6	-0.64975
PSMD5	0.508333333333333
HK3	0.718
OR4S1	-0.30875
RSU1	0.0174
MAD2L1	-2.53277777777778
EIF4A3	-0.103
DLEC1	-1.07566666666667
E4F1	0.0305
CHMP2B	0.7113
CAMSAP1	-0.40325
RPS21	-1.55516666666667
ARID5A	0.01875
UBE2N	-0.0857
IGSF8	1.02733333333333
MAGEB6	-1.526
ACAD11	-0.4346
MGC4172	-1.131
LMO4	-1.431
KLKB1	0.1065
HP	-1.3315
HDAC3	-0.048
SCHIP1	-0.21925
CLCA1	0.045
OLFML2A	0.7665
C1orf112	-1.32575
KIF19	0.901916666666667
HAPLN4	-0.051
CXCR7	-1.3955
GOT2	-1.0906
RAB38	-2.324
DCX	-1.1795
PPM1H	1.43025
NFYC	0.338833333333333
KIN	0.07725
ZNF228	0.8445
PLSCR4	1.49216666666667
HIG2	0.8865
FAM79B	7.5465
C21orf86	-0.5075
KCNK10	0.4685
ZNF738	-1.142375
FSTL5	-0.227166666666667
OR6A2	1.035
OTOA	1.04533333333333
EXOC1	0.077125
AHRR	-3.613375
PDAP1	-1.629
C19orf6	-0.187125
ZAN	-0.0535
LY6G6E	0.3245
EIF4E2	-1.3635
C20orf198	-0.7385
ZNF324	0.0935
CYP3A5	-3.41683333333333
ENTPD7	2.51233333333333
MBOAT5	-0.8745
GJB5	1.198
TTC13	-0.68225
S100Z	-0.872166666666667
KIAA0664	-0.248333333333333
PDGFRB	1.65841666666667
IL17D	-2.018
OR56B4	0.422
RDX	-2.72433333333333
SLC34A3	0.462
IL28B	0.061
JUND	1.9495
CHRNB1	0.26425
CAMK2B	-1.22125
FETUB	-2.24775
CXorf23	1.19525
MRTO4	-1.238875
TTC3	0.6417
NDUFB8	-0.105333333333333
EDG2	-0.59625
SEMA3G	2.33775
IL23A	-1.2845
GRHL1	0.0468
LOC441054	-2.1985
WDR65	1.46575
PSTK	-0.23875
STOML3	0.259166666666667
R3HDM2	-0.153
C5	-1.41575
SLC2A10	2.361
C3orf22	0.68175
PAQR3	-1.34961538461538
ANKRD26	-0.0611666666666667
HCRTR1	-0.014
LOC399947	-0.22875
PSD2	-0.455
TIGD2	-1.077
SCRN1	-0.0422500000000001
COQ10A	-0.6655
DDI2	0.3195
METTL7B	-1.00766666666667
UCN2	0.3135
FAM92A3	-1.2715
WDR16	0.88725
ZNF511	0.591
ZMYM5	-0.164875
POLR3G	-2.8345
ZNF586	-0.37925
C1orf49	0.194
TANK	0.083
RCAN1	2.2195
PELI3	1.1315
LIMD2	-0.773083333333333
TMEM189	-0.5725
NTN4	1.64525
LOC151300	-0.2885
CLEC2A	-0.585
GPR135	0.803375
DPYSL4	-3.4306
JAK2	0.835
TSHZ1	0.026
TM9SF4	0.11875
ZNF264	0.734666666666667
SIRPG	0.78175
BICD1	-0.26325
HERC6	1.72433333333333
METTL5	-0.7595
CASP1	0.256
PRRT1	1.00866666666667
PLA2G4C	3.111
ICA1L	0.819785714285714
TPTE2	0.356
OTUD7A	0.259833333333333
AQP11	0.34125
APOA2	-4.6084
KALRN	-0.1564
SECTM1	1.54533333333333
IFNAR1	0.57825
TALDO1	0.065
RAB11FIP4	0.380333333333333
EIF5A	-1.277
FAM49A	1.3295
NEGR1	-0.0608333333333333
YTHDC2	1.11025
EHD2	-0.731375
NCF1	2.2623
SCRT2	0.534
HOXA5	-0.7945
NUP133	-0.289
FGF12	-1.6371875
SLMO2	-0.613375
SNTA1	1.350125
CACNG2	0.28775
GCM1	0.128625
ELF1	-0.051
TLR5	3.00375
TCFL5	-0.674
RBMY2FP	0.3975
LOC100125556	1.33825
FAM129B	-0.067375
MAP3K7IP1	-0.4
NCK2	0.838
OXA1L	-0.74325
FMO9P	0.2915
ZSCAN12	0.40975
PSMD12	-0.516333333333333
HSCB	-0.6385
CLDN10	-2.87925
MGC13053	-0.679
HPCAL4	-1.57066666666667
ASZ1	-0.7965
MEX3D	0.590416666666667
NFAT5	-0.3946
CSPG4LYP1	-0.7095
FBXO3	0.9181
DVL1	-0.540666666666667
CMKLR1	1.75083333333333
TYMS	-3.1075
PEF1	1.4895
ZNF750	1.45383333333333
MCM5	-1.1973
MEGF11	-0.82825
KCNK7	0.037
PTP4A3	-0.425
C1QTNF2	-1.573
OR6S1	1.376
FAM122B	-0.97
ZNF551	-0.03775
HBQ1	-3.0605
GEMIN6	0.307
ARSK	0.718
RBP7	2.62516666666667
CPNE9	0.19525
DSC1	0.2355
LOC730112	-1.23775
MAP2K4	1.805375
HS3ST5	-1.1175
EPB41L3	-1.11025
TEKT2	1.3925
CDKN2B	1.14058333333333
ZNF480	-0.4
MAP3K6	0.4697
MAP6	0.747833333333333
HN1	-0.0989
OR2L13	0.613
SLC16A11	1.3095
FAM96A	-0.52825
APOL1	0.60325
C5orf32	-0.09675
RTP1	-0.218166666666667
RNF175	-0.35575
ZBTB41	0.92525
AHCTF1	-0.1965
SAE2	-0.8113
ITGA2	0.144583333333333
MME	-0.644166666666667
CCDC14	-2.00375
MAST4	2.01364285714286
KRT33B	-0.5035
KCTD2	0.947833333333333
WDR26	0.590416666666667
MFI2	0.26875
NR4A3	-1.083625
ARSA	1.6745
UNKL	-0.356
SULT6B1	-0.185
CCNA2	-2.7455
SOX15	-0.461
PPAPDC1B	0.924416666666667
C19orf44	0.9955
MCAT	0.288833333333333
ARID1B	0.205125
OR52N1	0.412
C12orf48	-1.37775
MAGI1	0.77425
NIPA2	-0.2705
GBX2	-1.3965
RSHL3	-0.51125
RAVER1	0.146666666666667
C15orf17	-0.2495
SLC30A2	0.80975
ZNF518	0.08225
PCYT1B	-0.763
C10orf114	-2.87825
EIF3H	0.173833333333333
SLC25A39	-0.857
KIF1B	-1.115375
AMOTL2	1.54725
C6orf120	0.21375
PSRC1	-1.13575
PLA2G10	-0.064625
KIF5C	1.613625
MRPL37	-0.5005
C17orf62	0.607
C9orf135	-0.801166666666667
DUSP10	1.3498
CLCNKB	-0.263
PSMA5	-0.207625
C8orf53	1.2455
AMPD3	0.638166666666667
PIAS1	0.34225
ADCYAP1R1	0.1685
GYLTL1B	-0.136
CDH20	0.133833333333333
FBXO7	-1.2595
TMEM134	0.830833333333333
FLJ14213	0.4075
ZNF3	-0.44875
LRRFIP1	-0.171458333333333
CNOT2	-0.07775
ABI3	2.51375
ALDH5A1	0.162666666666667
HNT	3.6564
SERPINA4	-1.85475
TK2	0.374333333333333
STMN1	-2.33744444444444
GUCA2A	0.0443333333333333
GALNT10	0.835357142857143
DPP6	-0.45445
C9orf93	0.116625
PRELID2	-0.2655
STK39	-0.53425
SFTPA1	-0.1665
CKS2	-2.12555555555556
RHO	0.12275
C20orf135	0.07775
XKR3	-2.7
CR1	0.410857142857143
RPS6KA2	-0.3935
C20orf112	0.41825
MRPL22	0.105
C4orf23	-0.0891666666666667
GADD45B	0.69925
KLHDC1	1.27916666666667
C2orf48	-1.599
ZNF287	1.6745
DAAM2	-1.80925
DPPA2	-3.06016666666667
TCTN3	0.735666666666667
DNAJB11	0.1705
FPR1	3.13225
DEFB4	-0.281
PTCD2	-0.6135
SMOC2	3.9635
CABP7	0.32875
SERPINB11	0.5735
MAGEF1	0.561
NDE1	1.0845
ITGA10	0.2035
FSHB	0.203
ANXA2	-0.052625
HORMAD2	0.2645
HLCS	0.6975
MCF2L	0.82075
FH	-0.3265
TBC1D24	2.03325
KIAA1505	1.012
LGALS2	-1.10075
CNBD1	-0.562
SYNPO2L	1.81725
PTPN23	-0.415357142857143
C1orf183	1.28283333333333
MAGEA8	-2.77575
DGCR8	-2.06325
GSR	0.12725
PAQR7	-0.00949999999999999
ZNF676	0.742
CACNA1C	-0.5548
SP7	0.624
PDCD6	-0.38875
NRN1L	-0.9635
BRI3BP	0.228833333333333
KIAA1183	0.55725
ASB4	-0.121
CCL23	0.1582
OBSL1	-1.465125
SLC12A7	0.409916666666667
KIAA0240	1.623625
CD1B	-3.21383333333333
FCGR2A	1.765375
MDC1	-0.90725
HTR1A	0.393833333333333
OCEL1	1.29425
ATP11B	-1.18925
FBXO34	0.0903333333333333
PCDH12	3.40933333333333
RPE	-0.479
C17orf74	0.5295
CSDC2	0.795
PET112L	0.5365
TMBIM1	1.40625
P2RXL1	-0.658
TCHP	-0.54825
TRMT1	-1.551
F2RL2	0.317416666666667
LRRC32	2.83466666666667
IMPG2	0.5115
BGLAP	0.012
LOC493869	-1.91941666666667
MRAS	1.0875
SLC35F5	1.625
CBWD1	0.3065
AXL	-1.89575
ATP2C2	2.8755
TELO2	-0.397
PNPLA3	-4.009
PCDHB14	-0.8815
CD276	1.124
KRT80	-0.401
DUSP28	0.2245
CSNK1E	-1.275
SRP14	0.9845
KCNQ4	-0.5675
KRT72	-0.024
CCDC117	0.318125
C6orf89	0.833111111111111
TUBB2B	-2.7375
RTN4IP1	-0.7265
CR1L	-4.23666666666667
CEND1	-0.00899999999999998
C12orf41	-0.445833333333333
RNF31	0.1525
UBN1	0.286666666666667
C17orf32	1.1585
SLC5A7	1.2295
GPR92	1.08733333333333
ESAM	2.4004
CTNNA1	0.413833333333333
HRBL	-0.1122
CBX4	0.573
TMEM182	-0.1515
SH3TC2	-0.797166666666667
IL10	0.361333333333333
PXMP4	1.6445
RNF167	0.691
PAK7	1.17533333333333
ETV3	-0.742
ATPIF1	-1.05616666666667
LOC554207	-2.664
OR8H1	0.31725
WDFY3	1.019375
DPM1	-1.30525
GPSM1	-0.4445
WDR92	-0.5615
LRP1	0.310166666666667
ANKH	-0.8265
THUMPD3	-0.29475
POLR1B	-0.24525
OLFM4	1.4765
RAD9B	0.32475
TSPY2	-1.0135
PAX6	-2.84683333333333
SCG2	-3.342875
SLC17A6	0.00824999999999998
FMO3	1.3695
PADI4	-0.0614285714285715
TUBB4	-1.1566
NLK	0.22
POU4F3	-0.1305
SDF4	0.137
ITGBL1	2.80516666666667
NETO1	-1.45175
TAP2	0.19525
ABBA-1	-0.355416666666667
GNAI1	-1.11325
VPS4B	0.22125
NOPE	-0.2306
GALNT6	3.3355
SESN1	0.597875
GBE1	-0.840111111111111
CLASP1	0.1385
RASGEF1B	0.35275
ACOT11	-0.3475
AFAP1	0.65625
OR2H2	0.066
DPY19L2P1	-1.29725
DZIP1	-2.7485
SEC22C	-0.434083333333333
GPR161	-1.34266666666667
RNF146	0.12025
WDR74	-0.939125
GALP	0.1015
PURA	1.53725
DNPEP	0.670666666666667
RP11-78J21.1	-0.7955
ERBB2	2.579375
FANCM	-0.476166666666667
NEO1	-0.316
DDX3Y	-4.0909
RPS3A	-0.61725
MXRA7	0.215642857142857
LGALS3	0.266333333333333
GLT8D1	-0.38575
CFL2	-1.9305
UPB1	0.506
NAP1L5	-0.3615
CLDN14	-0.86025
DHX38	-1.428
BTBD1	-0.522
TARS2	0.346
ABCF1	0.1704
FCF1	0.337166666666667
LRRC49	2.58975
GUCY1B2	-2.581
C1orf177	1.18266666666667
SMARCA4	-0.575142857142857
LRP8	-3.21916666666667
TAGLN3	-1.3695
MRPL14	1.08775
TTRAP	0.28025
ZDHHC20	0.40825
NFE2L3	-1.77525
KIAA1377	2.14275
PALMD	0.9938
TMEM43	-0.421
TTL	-1.16975
STAT5B	-1.33533333333333
SSB	-0.611875
OR10H5	0.242
SLC22A13	-0.6315
AKAP3	-0.9375
TIMM23	0.302666666666667
OAS2	2.272
KIAA0423	1.009
TRIM11	0.809833333333333
GLIS3	0.880875
TMEM50B	1.28433333333333
ARHGEF4	-1.671375
DEGS1	-0.531545454545455
TBL1XR1	1.1524
G6PD	-1.87775
SP140	1.4086
MUC17	0.0452142857142857
NUDC	-0.5806
DNAJC5B	1.78083333333333
SCARA3	0.865333333333333
CPA3	5.99766666666667
BCAT2	0.4675
MFN1	-0.1396
NRG3	0.244
SNX11	0.94
PLEKHH1	0.0128333333333333
GPR177	-1.9025
HCFC2	0.30175
TCAP	-0.621
MOCOS	-2.81475
C14orf93	0.28425
PRDM10	-0.480666666666667
SLC16A4	1.57908333333333
SRGAP1	-0.0396666666666667
VIP	0.28825
DUSP27	0.395333333333333
LILRA1	0.5821
MC2R	0.5005
MGC24103	-2.61325
MBTD1	-1.557
FUT11	0.201
USP33	0.7119
C15orf39	-0.2205
MAP3K12	0.3155
PAAF1	-0.697833333333333
BARHL1	-0.3105
FLJ16165	0.1925
PIWIL2	-2.70125
SYNE1	0.0436666666666667
CMTM4	0.192
TSPYL1	1.0296
GUF1	-0.6715
TMEM157	2.284
WDR44	0.127
HIST1H3C	0.25325
DKFZp666G057	0.7095
RNPEP	0.57
GAS2L2	0.1155
ADH4	-4.57725
GRPR	-0.0526666666666667
FBXL17	0.61825
ZBTB10	0.396916666666667
Gcom1	0.600666666666667
HTRA1	1.1913
ZNF585A	0.245666666666667
SLC26A2	0.865
OTOP3	-0.000666666666666679
WISP1	1.53477777777778
ATP2B4	-1.00383333333333
FLJ10769	-0.15325
CRAMP1L	0.214375
CHST12	-0.07725
RAB22A	0.0945833333333333
TARDBP	-0.771214285714286
STAU1	-0.305
CRB3	3.03983333333333
MIG7	-1.6405
CHMP1A	-0.1735
ZNF160	0.232
B3GALT6	0.015625
BARX1	-1.38516666666667
C6orf167	-1.937625
NXNL1	0.464
DHX29	0.719125
HADHB	-0.02175
PLXNB2	0.275375
ILDR1	-0.956
SLC15A3	2.70725
GAS2	-2.9535
C20orf69	-0.22275
NUMB	-0.15425
TNIP1	0.37125
MESP1	-1.26066666666667
PSKH1	-0.3775
NSFL1C	-0.831125
RHOG	0.3915
HEY1	-2.7865
KNG1	-1.982875
ITGAX	1.6543
LIN9	-1.15533333333333
CANT1	1.197375
XRN1	0.492285714285714
CCDC96	1.6078
HEATR6	-1.31233333333333
GNG7	0.225166666666667
RUNX2	0.8245
SOX1	0.000666666666666686
FCRL5	1.2536
ZNF99	0.800375
FAM9A	0.3855
SNX22	1.2275
MBNL3	-2.61116666666667
ODC1	-2.7603
ADORA2B	-2.90516666666667
NR2F6	0.2005
ZFYVE16	0.407833333333333
SYNJ2BP	1.5678
POLE	-1.16325
E2F2	-1.501375
THRA	-0.0728333333333333
PTGES2	-1.03783333333333
HIP1R	-0.532666666666667
TMUB1	-0.631666666666667
ENO3	-2.3365
RSPH10B	-1.3265
CXorf39	0.853875
IRGC	-0.05725
GPR109B	0.058
FLJ13305	0.1795
LCE3A	-0.589
TNFRSF18	-1.07216666666667
DET1	-0.90525
TRPM3	-0.33925
C16orf79	-2.091
FECH	-1.06466666666667
RAP2A	-0.570333333333333
CRIP1	3.078
AZIN1	0.1345
SLC7A7	3.17125
IL10RA	0.7707
TMEM64	-3.382
CDC42EP4	0.6934
C16orf58	0.3928
ARG2	-1.01225
POU5F1P4	-5.02825
FAM62B	0.17925
DNAH8	-1.9822
ASH2L	-0.250125
TSLP	-2.9635
CNTNAP5	-0.3634
TMEM16C	-0.865
IFNA14	1.032
SLC1A3	0.403
CABYR	0.111
BCL7B	-0.2092
NUDT13	-0.934333333333333
C13orf28	0.07
C1orf53	1.1665
ARL6IP4	0.5113
RPL35A	-0.8285
EMR3	1.06975
RAB40C	0.359666666666667
SLC41A1	-0.600833333333333
LRCH1	-0.517
LY6G5B	-1.0215
FAM124A	-0.8485
MGC10981	-3.99183333333333
CLIP3	-0.0823
MAP4K2	-0.679166666666667
CHIC1	0.23975
SULF1	2.82266666666667
C20orf30	-0.700642857142857
PRDM5	-0.377625
ELOVL1	0.1415
C11orf48	0.189
SLC39A10	-0.058
KCNV1	-0.3515
ACP1	-1.00416666666667
ZMYM2	-0.86775
B3GNT6	-0.052
C9orf69	-0.0745
C2orf15	1.34
C20orf166	-0.039
HSP90AA6P	-0.38
EDG7	0.1325
NEURL	0.62425
LPL	1.964
CLEC2D	-0.4075
GRRP1	1.1115
CD8B	-3.0812
HIST1H3D	-0.0278333333333333
SLC6A12	0.349
FAM27L	-0.186
CD84	2.1208
RASA1	-0.2655
PHKG1	-0.366
MAGEA11	-1.723
IMPA1	-1.0063
NPM3	-0.7215
RARRES1	1.701
SH3BP1	-0.347875
B3GNTL1	-1.0205
ARPC5L	-0.0873333333333333
KLHL26	0.77225
SIM2	-2.08625
GJC1	1.008
C20orf194	-0.6955
EXO1	-2.57775
SLC2A2	-2.754
LOC285074	-1.593
LRG1	3.0995
KIRREL	-0.512
PIK3R1	1.75742857142857
C4orf34	2.249
MAF	-1.81772222222222
ADCY4	3.00116666666667
ZMIZ2	0.1348
SLC46A3	1.04716666666667
STAMBP	0.1485
CCDC16	0.42925
MS4A12	0.3075
TCF20	-0.46675
LRRC46	2.3925
C20orf152	0.04975
MRPS6	-0.922375
ABCB11	0.9225
KCNC2	-0.0196666666666667
CDH19	-2.08316666666667
C9orf123	0.325333333333333
SSH3	1.284625
LDLRAD1	0.71925
CCBE1	-1.1655
ZNF135	1.502125
TAAR1	1.384
WFDC12	-0.689
CCDC42	0.0748333333333333
FLJ12529	-0.5835
PER1	-0.375666666666667
TIMM50	-0.549333333333333
SMARCAD1	-0.652666666666667
FAM26C	0.5855
TP53TG3	0.304
SH3RF1	1.3534
LMCD1	2.702
GPR63	-0.8905
FLJ21986	-1.29
AIFM3	-1.44175
MICAL1	-1.074
BLZF1	0.4625
IQCA	4.069
PCDHGC3	-0.0575
SAC	-0.61625
BCL6B	1.83433333333333
DDO	1.11975
MARCO	1.435
DCHS1	0.136333333333333
C1orf170	1.65616666666667
CD200R1	0.470666666666667
C22orf15	-0.3235
SEPT11	0.726333333333333
ADNP	-0.18475
UST	0.2792
C13orf34	-1.81266666666667
RFFL	0.936142857142857
APBA3	0.076
C2orf60	-0.928875
CUTL1	0.072
PMS1	-1.06575
ZNF689	1.974
EIF3E	-0.579666666666667
IL9	-0.313166666666667
RPL31	-1.264
LY9	0.535666666666667
ATP2B3	0.00299999999999999
KDELR2	0.7975
TFCP2	0.38675
NLRP12	0.481875
FLJ45422	0.32725
TLE4	-1.3773
ZNF570	0.3215
FLJ43806	-0.452
TLK2	-0.461125
CIR	0.88725
MARS2	0.0435
COL24A1	0.43325
SDF2L1	-0.137
HIBADH	-0.45
IGFBP3	-2.60992857142857
C12orf23	1.608375
PSPC1	-0.21525
C20orf43	-0.024
TRAV20	0.35
ARHGAP24	1.500125
KIAA1975	0.8825
C1QA	3.6528
DNTT	-3.77516666666667
C10orf6	0.0821666666666667
C11orf41	-0.375625
HNRPF	0.65725
COL11A1	5.3475
UBAP2	-0.373
CDKN2AIPNL	-0.1685
C20orf174	2.0435
SPRED2	0.74375
PLA2G12A	1.01316666666667
ICEBERG	-1.39633333333333
SCN10A	0.401
C11orf65	0.08875
GBP5	4.42175
PITPNC1	-0.457833333333333
POU3F3	0.7365
NCOA7	-0.52975
LIN7C	0.6535
LOC348840	-1.0915
NKX2-2	-1.827
ANKRD13D	-0.214
LOC123688	-0.26925
FUT2	2.6945
TAAR8	0.4755
FZD4	1.52308333333333
PNMA3	-1.28283333333333
OR4L1	0.454
WIT1	-2.6
EXOC3L	1.23375
ATPBD4	-0.0893
KRBA1	-0.928
UBXD6	0.09825
HOXB7	0.324571428571429
C7orf23	-0.2305
UNQ338	-0.0835
STAB2	0.33775
CDC20B	0.043
IRF9	2.25825
CENTG1	-0.0888333333333334
TNPO2	-1.09175
MCPH1	0.35175
BMS1P5	-1.21125
SLC26A7	-0.0557500000000001
HIST1H3J	-0.55375
C9orf3	-0.6062
LBH	0.71975
MYO1D	1.176375
PTDSS2	0.3925
NFU1	1.3275
DEPDC4	-1.0595
WNT7B	1.681
GLP2R	-0.0766666666666666
SETD4	-0.7943
DYNLT3	0.167
FKBP11	-0.0663333333333333
SESTD1	0.110333333333333
FLII	1.013
RPS16	-0.6215
CHPF	-0.220166666666667
CSNK2A1	-0.757166666666667
SUMO1P1	-0.006
FKBP6	-0.354
ZNF214	1.778
TWIST1	-0.6945
DDX56	-1.06416666666667
TRAM1L1	3.4565
EPO	-3.26233333333333
MRPS18B	0.50025
ZNF682	-0.1135
RPL14	-1.05733333333333
MAFF	-1.27725
LOC51136	-0.71475
LY96	0.15325
DDX20	-0.16525
ABTB1	0.656666666666667
ARL5A	0.5509
CCT6A	-1.4555
HEPACAM	-0.923166666666667
EHHADH	0.4465
RBAK	0.6495
CGB1	0.07775
ITGB5	1.2679
YIPF3	0.78275
FKBP2	0.51825
NR1D1	-0.3867
TMEM110	0.587
NEK2	-1.11116666666667
PRAMEF8	-1.99175
C20orf52	0.088
PCDHGA3	-0.9755
VWA3B	0.88225
NDUFA5	0.240875
THAP9	-0.14625
FLVCR2	0.0726666666666667
AP1S1	-1.9775
SMAD6	-1.016
SAV1	-0.320125
SAT1	1.859625
ZNF251	0.679125
ADAMTS7	0.1354
RPP38	0.15825
C1orf211	-2.279
YPEL2	1.48505
RBMS1	-1.78325
ZNF445	-0.450666666666667
NRXN2	-0.033
PGBD4	0.573625
UGT2B28	-0.10225
WBSCR16	-0.4293
NLRC3	0.232
ASTL	0.20325
ST6GALNAC1	-2.50875
ZADH2	-0.8265
MLLT4	-1.274
ARL6	-0.714
MEF2C	0.77275
CBFA2T3	-2.0285
AFF3	3.15535714285714
COG7	0.520833333333333
MYB	-0.896666666666667
PLXNA3	-0.2675
XRCC2	-1.7835
MMS19	-0.48475
ST8SIA5	-0.460625
CHPT1	-0.303166666666667
KIAA1712	-0.262625
OR6X1	1.0405
ACTR3	0.329375
UGCG	2.59183333333333
OR4P4	0.829
ZAP70	-3.34275
LPP	1.257125
ZNF485	0.62675
PTPRCAP	-0.22175
IL12RB1	0.34925
ATRX	0.4269
CHST8	-2.393
C14orf109	1.1655
ARV1	0.182
NMB	-0.622428571428571
COX5A	-0.675666666666667
EIF6	-0.752
MPPED2	2.7665
SEMG1	-1.5675
CHRDL1	0.229
TRAF3IP2	-0.274
WNK2	-0.818625
LILRA4	2.01583333333333
LAMA2	3.59875
PXT1	0
RLBP1	-2.12075
CD300C	0.92775
SLTM	-0.41475
FLJ10404	-0.6664375
APOBEC3D	-0.777833333333333
RENBP	0.213333333333333
ATXN7L1	0.187625
NID1	0.06575
TUBGCP3	-1.287375
ITIH5	0.969666666666666
CCDC110	2.167
C8A	-3.19025
MGC87042	-3.079
HOXC13	-0.78425
TFDP2	-0.354
HCP5	1.638625
POLI	-0.416
UCN	-0.8775
ZNF764	1.09783333333333
C8orf45	0.621
FHL3	-1.108
SPATA5L1	-0.399
MMRN2	2.93883333333333
NDST1	1.10866666666667
COL20A1	-0.316833333333333
ZNF248	-0.786166666666667
PELP1	-0.073
MBL2	-2.44616666666667
RNF41	0.33925
C5orf24	0.83575
THOC5	-0.707714285714286
SERINC3	0.219166666666667
RP11-151A6.2	0.19775
CDCP2	0.13875
HIST1H2AA	0.10125
C11orf75	0.189
FKBP7	0.06075
DDOST	-0.68575
GPNMB	0.317833333333333
TTF2	-0.939666666666667
KCNT1	0.5935
SLC39A14	-0.171375
NGRN	0.8131
GPR137B	0.46575
MECP2	-0.0425
PSMA1	-0.7135
C16orf73	-5.47075
TMEM60	0.465166666666667
CSN3	1.642
NOS1	0.4015
RAB7L1	-0.339833333333333
YBX2	1.223
KIAA1166	-1.226375
FUBP3	0.118833333333333
ABCG1	2.916
ACACA	-0.136833333333333
ARL11	0.431
ATOH1	0.1915
ODF1	0.695833333333333
CREB3L3	-1.8725
TMEM127	1.95328571428571
DSCAML1	-0.546
PLN	3.31416666666667
LYPLA1	0.114333333333333
PRDM9	-1.98975
SASP	0.30025
PLUNC	0.157666666666667
INTU	-0.10575
HISPPD1	-0.34675
LNPEP	2.52983333333333
YARS2	-0.0375
APCDD1L	-1.671
ZCCHC4	-0.0477
FBXO22	-0.297166666666667
TTLL13	-0.194
ZNF669	-0.456833333333333
PTGDR	2.11325
DDX27	-0.48425
KIAA0409	-0.1695
GJB6	-0.0235
ASB8	1.47625
PLP2	0.128833333333333
MEPE	-0.221
OR10J5	-0.3485
KRT222P	3.903
COQ7	1.15883333333333
C1orf101	0.4375
RERG	2.7373
CHMP5	0.4555
THAP11	0.004875
ZNF43	1.14383333333333
ZRANB3	-0.457166666666667
KRT13	4.241125
MRPL19	-0.254125
RBBP9	-0.615
SPATA17	0.78175
BXDC5	-0.0125
PAFAH1B1	-0.203333333333333
MAGEE1	0.17275
OSTF1	0.42525
KIAA0323	0.453
TXNDC13	-0.0363333333333333
CNTN4	0.7685
LCE1B	0.324
UNQ501	1.996
ZNF154	0.80025
C3orf64	0.127
SYT5	0.6435
PON1	0.0228333333333333
FLJ10357	-0.81925
ATP4A	-1.3275
GNPDA1	-0.0418333333333334
MGAT1	0.793166666666667
C14orf121	0.387
SLC35B2	0.73425
MIER3	-0.150666666666667
CHEK1	-1.943875
ZNF8	0.0831666666666667
TXNDC1	-0.273
CKB	-1.2237
RTN3	0.729
FZD2	-1.35833333333333
PART1	-0.722375
PSMB6	0.304
PCDHB8	-1.662
PHC3	0.2398
PPP1R8	-0.53
NOVA2	1.13733333333333
TNFRSF11B	-4.777625
GOLPH3	0.4985
UBLCP1	-1.17075
SUHW3	-1.61075
TTLL1	-0.095
OPN4	0.4935
OR13G1	0.472
ZPBP2	0.214666666666667
HSD17B11	-0.60525
C9orf50	-0.9075
DHDDS	-0.17
CTSW	-0.24
NEFM	-1.20233333333333
MRPL28	0.159
SYN1	0.549666666666667
PIGV	0.236166666666667
ZIM2	-1.11075
APBB1	1.08116666666667
SND1	-0.5755
C1orf123	-0.218
CHD3	-0.3985
BHLHB8	0.2675
RNASE2	0.133666666666667
BCAP31	-0.109
SLC25A44	0.4615
CHD6	0.2447
PIB5PA	1.80753846153846
SELS	0.2995
LOC541471	-0.015375
FAT2	0.823
ZNF81	0.448
OR4C16	0.835
FLJ10081	0.1575
LRRC4	0.3055
CS	0.279666666666667
N4BP2	0.861
IGFBP7	1.29925
ZNF318	0.202583333333333
NDNL2	0.3535
ZNF609	1.030125
SIRT4	0.13775
EXOSC10	-1.2325
ECE2	0.15875
OVGP1	0.1125
GTPBP3	-0.1125
PACS2	0.0381
C19orf36	-0.655166666666667
ARL4C	-1.438625
ATG4B	-1.367
UBQLNL	-0.47975
RHOXF2B	-3.6725
PLEKHG2	-1.026
GALR1	-0.2225
AQP4	0.476166666666667
HDAC7A	-0.180666666666667
DCUN1D3	0.95625
OR8A1	0.3145
CCRN4L	0.78825
CBR4	1.06816666666667
KIFC1	-1.98483333333333
SLC7A14	-1.05133333333333
LHX5	-0.0625
TRPC7	-0.37
LPXN	-0.8735
SERPINA1	-1.044125
RPS13	-0.7354
BPIL3	-0.7705
PRKAA1	0.191
FADS2	1.5514
ENAH	-0.57825
PRO1768	-0.238
APBA2BP	0.26825
LIPH	4.36866666666667
C3orf33	0.62775
RCC2	-0.873714285714286
ALDH1A2	-2.2489
RNF103	2.463
AHCY	-0.765
ALG12	0.4725
CCL17	1.14475
ZNF543	1.17266666666667
ESRRG	1.4993
CNGA1	0.96775
RDH5	-0.271833333333333
OTX1	0.2997
PTGFR	-1.41966666666667
CDR2	0.24575
SELE	1.8765
NLGN2	-0.320833333333333
EXOSC9	-0.45875
ZNF566	0.642833333333333
KLRC2	-4.504
GPR12	0.7085
KIAA0196	1.44375
PDRG1	-0.38525
SSR3	-0.120285714285714
MSI1	-0.533
