Hybridization REF	TCGA-C8-A12V-01A-11R-A115-07
TGFA	0.2191
MMP17	-1.38925
KIF15	-1.0765
CHIA	0.59375
CATSPER3	0.2305
CEACAM7	0.196833333333333
PADI2	3.044625
HOXA9	4.3725
LNX2	0.176666666666667
TMEM144	1.32975
HIF1AN	-0.23
METTL7A	-0.1564
C6orf165	1.76516666666667
KIAA1468	0.649
DSG3	0.599
ZNF180	0.821
EIF4E3	2.087
SLC46A1	0.406875
DKK1	-0.9785
ZNF205	-0.862666666666667
LOC162073	0.532555555555556
COX7A1	4.47475
MAGEA1	-4.549
NEDD8	-0.3025
KLHDC5	-0.3815
C3orf19	0.451666666666667
MRPS2	-1.35175
POLR3H	-0.326571428571429
ABHD11	0.2074
TMEM17	0.91225
PAIP2B	-1.1362
MAT1A	-1.71475
LGI3	0.10325
THUMPD2	0.66025
TKTL2	0.501
XAGE3	-2.9735
CALM3	0.288916666666667
C6orf136	-0.813166666666667
KCNC4	0.895333333333333
RGS9	3.25566666666667
ACIN1	-0.508333333333333
SPATS1	0.37625
XKR8	0.013
FAM84A	4.11166666666667
MS4A7	5.47236363636364
AGXT2L2	0.116
OR1F1	0.2305
SMAP1L	1.10491666666667
IPO11	0.577125
ZC3H11A	0.486
C1orf151	0.265
RNASEH2A	-0.68275
CCR10	-1.087
TXNDC11	0.226833333333333
TMEM112	0.05625
MAP1B	0.321071428571429
NVL	0.26675
PKM2	-1.36335
ARC	-0.3345
NUP54	-0.384
PPFIBP2	1.57133333333333
STAT2	1.806125
PTAFR	3.6575
ROBO2	-0.5625
RNF40	-0.718166666666667
CCDC135	-0.255666666666667
IFT81	-0.5207
MORF4	-0.3595
TM7SF3	-0.134625
OR10H3	0.603
ABP1	0.235875
CHRD	-0.193625
PLEKHA8	0.214333333333333
NCALD	3.41833333333333
OR5AK2	0.82925
ACCN1	-0.03
SLITRK1	0.14525
ARMET	1.1395
C9orf52	1.254
REEP4	-0.53875
MTSS1	1.804875
ADH1B	2.622
DLD	-0.22125
CDK5	-1.44275
PPFIA1	-0.4868125
WFDC3	0.661
DNAJB12	0.594714285714286
RANGRF	-0.3615
MLANA	-5.09475
AMY2B	1.737
KIAA0319	1.151875
RPS7	0.431
JAK3	0.8352
ARFGEF1	1.31675
CXCL5	1.47783333333333
TRAPPC4	-0.888
CETN2	0.54725
HSPC111	-0.544
RHOBTB3	-2.3621
PHLPP	-0.544
RGS10	1.942
TMEM58	-0.24825
CHERP	0.18675
HSP90AB3P	-1.13216666666667
FSTL3	-1.93233333333333
PEX11A	-0.8955
OR5V1	0.5155
FCN3	2.777
PTPN3	-0.186875
NPTX1	-5.1025
C21orf84	-1.4365
C11orf51	-0.55175
ZBED2	4.942
FLJ90757	-0.289
NPY2R	2.2715
PLD3	0.249
SYT17	0.421833333333333
SGSM2	-1.49875
OR1A2	0.3645
FOXP1	-0.00225
SLC5A1	3.876
POFUT1	-0.1176
EPHB6	-0.588666666666667
MYO1G	-0.5665
STAC	-0.2216
KLHL17	-1.1245
RGMA	1.5594
TJP2	-0.6403
FAM114A1	-0.151666666666667
SERINC1	0.798333333333333
SLC9A8	-0.240875
PEX19	-0.21425
EDN2	3.6375
PSMD7	0.321777777777778
C3orf41	0.89225
UQCR	-0.043625
PPP1R3C	-2.316
LRP4	-2.40016666666667
TM2D1	0.32225
TTC17	-0.0259375
C4BPB	-3.723
CCL25	0.91025
ZNF253	0.527833333333333
CHRNA9	-4.2915
SOX11	1.585875
HIVEP3	2.3095
CGN	1.6685
C3orf35	0.229875
PKD2L1	4.17725
SYVN1	0.335375
PDE8B	-2.357
LOC439951	-2.487
LTC4S	1.53233333333333
MIF4GD	-0.480333333333333
SMARCA2	2.5284375
TUBGCP6	-0.227833333333333
CABLES1	0.045125
C16orf77	2.11983333333333
ZNF791	0.7435
FUT5	0.0585
ADH6	-2.41966666666667
P4HB	0.841
CLDND2	-1.15725
ALKBH8	0.3595
PLAC4	-1.6525
F11R	0.981928571428571
MGC35295	0.131666666666667
PDZD4	-0.580166666666667
LOC389073	0.15175
FAM80B	-0.949333333333333
PSMB1	-0.295875
TXN	-0.222166666666667
VIPR1	-0.0127
WBSCR18	-0.183
EXOSC6	-1.18916666666667
ACTA2	3.81116666666667
SP5	-2.05733333333333
ANKRD1	-2.855
DDR1	0.5741
ATP6V1D	0.19
PTGS1	-0.14725
RNF157	-0.7255
DCC	1.6185
SPAG7	-0.9285
FBXO18	-0.20275
UBE3C	-0.8631
HOXC6	-0.35525
LRP2BP	-0.6325
MYST2	-0.16875
PDSS2	0.012
ATE1	0.801
ARAF	-0.62975
KLF10	0.408
PLA2G2E	0.000999999999999997
ASCL1	-1.19383333333333
TSNAXIP1	-0.48425
FAM131B	0.1105
IFNA10	0.72
NUP43	-1.114875
FAM44B	-0.32975
L1TD1	-5.34316666666667
NMD3	0.419083333333333
C18orf54	-1.1999
PHOSPHO1	0.306
RAG2	-1.733
EMILIN3	-0.2115
METTL3	-0.5245
VPS13C	0.535
REXO2	-0.69875
ANXA4	1.1
CA1	-1.0995
DCP1B	0.13075
TULP3	-1.31316666666667
ATP2A2	-0.00407142857142857
ATIC	-0.587
ADAM15	-0.284666666666667
NPL	3.074
LGR4	-0.536875
UEVLD	0.884833333333333
GAB1	0.7515
SNAI2	-0.5435
ZGPAT	-0.6738
SNF1LK	-0.938
DLEU1	-1.5495
UBE2Q1	0.731625
ZMYM6	0.779
JPH3	-2.20733333333333
FAM38A	-0.776333333333333
PXK	-0.013
DENND2D	3.01775
BAX	-1.39608333333333
CP	-0.981818181818182
RPL37	-0.598
G6PC3	-0.741
NCOA4	0.267
LRRC14	0.15125
GORASP1	0.299
FCHO2	0.951375
CYP24A1	-2.8718
FXYD3	0.400625
SMARCAL1	0.993
ABCB8	-0.587833333333333
CCDC44	-1.14075
PRDM7	-3.22325
USH1C	-0.98475
DNAH5	0.374333333333333
SRF	0.0936666666666667
MAL2	2.168
PGPEP1	0.272083333333333
SIN3B	-0.567
SEMA3C	-0.525
GRAMD3	2.30275
FBXO10	0.221
OR5D13	0.827
FLJ31818	0.674625
CACNA1I	-0.93625
S100A13	0.292
TP63	2.57242857142857
ANXA11	0.1708
WDR66	0.063
CSF2RB	1.691
IFI44	3.615
DACT1	1.19683333333333
ANKRD23	-0.9015
ATP5G1	-1.05033333333333
C21orf70	-0.9585
PPWD1	-0.06525
DNAJC13	0.589
PAH	-5.81333333333333
PTCH2	0.3295
TRMU	-0.59875
CCDC9	0.9455
USP3	-0.1782
DCLRE1C	1.2444
FAM55C	1.54025
FRMD4B	2.36275
CYP2R1	-0.09575
RFPL1	0.3263
XPO5	-0.14075
ARL6IP2	1.7495
OSBPL5	-0.17125
MMP9	4.84618181818182
KIAA0802	-1.633625
DHRS2	-4.43633333333333
SGEF	-0.065625
TXNDC10	-0.1668
EXOC6	0.01975
RPS27	0.888
PNCK	-0.920166666666667
FSTL1	-1.0205
AACS	0.34125
SLMAP	0.3325
SAMD4A	0.496
ABRA	0.72575
SMARCD3	1.16225
PKNOX2	-2.8185
A4GNT	0.41
C9orf39	0.405666666666667
RALYL	0.31975
MGC33556	-2.6965
C10orf25	-0.6495
BBOX1	6.6475
NHEDC1	0.942
XDH	1.8485
GCSH	-0.5225
EDN1	1.0665
MTERF	0.388
CLK4	0.965875
ZNF799	0.565333333333333
KCNG1	-2.30375
CXCR4	2.187
PTPRR	-2.661
IRAK1	0.04175
LOC401397	0.86125
TMSB10	1.27792857142857
CXCL3	-1.9232
TMC4	1.038
OR7A10	0.703
STYK1	2.8505
CHRNA10	-0.51225
CCNI	0.4995
EP300	0.967857142857143
LOC165186	1.738
HIC2	-2.0325
SDR-O	0.214
OR2W1	0.2315
KCNA6	0.04
TRIM74	-1.75825
REEP6	-2.4365
ATP5G2	-0.72225
ERG	0.797625
TMEM42	-0.156
PARN	-0.159333333333333
SOD2	1.1113125
DIRAS1	0.0178333333333333
PNPT1	-0.149
JOSD3	-0.99
hCG_40738	0.339
PDE1C	0.016
SEMA4D	1.3865
AGPAT1	-0.0193333333333333
NOSTRIN	0.29775
MAP3K3	-0.0931666666666667
MAX	1.23914285714286
CAPS	2.2705
SERPINA12	0.173
OSBPL8	-0.29875
RICS	0.1812
NR4A2	0.548833333333333
PPCS	1.155
LONP1	-1.50125
SCYL3	1.26025
HERC2P2	-1.1965
FIBCD1	-1.135
C15orf41	0.04775
DMC1	-1.37516666666667
C20orf27	-0.6585
RPS6KA5	0.7444
FAHD1	0.110333333333333
SLC12A4	-0.492
BRCA1	-2.45725
GBL	-1.24
SLK	0.293833333333333
NUDT9P1	-0.272
NOXO1	1.5095
USP52	-1.2665
BAZ1B	0.26275
SLCO2B1	4.6065
BBS12	1.4695
LRGUK	-0.2595
TERF2IP	0.414
COL1A1	2.803
KIAA0090	0.7935
GRK5	0.588333333333333
AP1S2	-0.7582
TMEM52	0.137
CA11	0.5205
OR4A15	0.551333333333333
ACBD3	1.6033
SPAG11B	-0.02175
PRDM2	1.3957
FOXP3	0.88825
SMYD3	-1.1376
LOC389199	-0.654
LGI2	2.38433333333333
NAPE-PLD	0.2526
ANKRD6	0.8755
WDR45	0.207333333333333
SHROOM1	-1.6985
PSCD3	0.1445
PYY	1.1175
KCNC1	-2.225
ARHGEF9	0.7953
OR8J1	0.40975
GPR55	0.344666666666667
NS3BP	-1.974
C10orf22	0.571666666666667
NAT8L	-0.62575
DUSP4	-0.926
FOXM1	-1.64833333333333
GRAMD2	1.3717
ZBTB48	0.207166666666667
BUD31	-0.259
PABPC5	1.3015
CCDC41	-0.31875
FBXO11	0.708416666666667
C6orf148	0.02
RFXAP	-0.0295
C6orf15	0.429333333333333
CDK8	0.388833333333333
C6orf70	-0.25325
TESSP2	0.057
ALG2	0.74875
PPP1R3D	0.49575
TPM3	0.679055555555556
SYT13	3.64975
EPB42	-0.633166666666667
CETN3	-1.208
PRY	-0.147
NTHL1	-1.4165
POLR2B	-0.3615
RPS28	0.411083333333333
P2RX3	0.2925
LYZL4	0.345666666666667
WBP4	0.3608
PMM1	-0.953
C11orf79	0.2765
CBLL1	0.4795
IL1F10	0.3445
VAX2	-0.098
SETDB1	0.325333333333333
LRAP	0.642666666666667
GCLM	1.024
CPEB3	1.63425
PPM1A	0.424375
INTS1	-1.362
CAMTA1	1.19016666666667
SAMSN1	1.02425
LOC158830	0.977833333333333
GMPPA	0.071875
AIPL1	-0.238666666666667
IL24	0.64375
BDKRB1	-3.2575
MLF1	1.8684
TAF12	-0.09525
ID1	-2.75575
THADA	0.362
PIK3CB	0.583
OR4N5	0.2845
TBC1D17	0.172333333333333
COX8A	-0.273
CDCA4	-1.0365
C2orf44	-0.41625
ZNF534	-1.10275
IMMP1L	0.18475
NIPSNAP3B	0.386
FTMT	2.98025
PWP2	-0.882666666666667
MMP15	-1.2356
DNAH11	-1.89
MTMR14	-0.00900000000000001
DNAL4	-0.12175
IPP	-0.42925
TMEM59	0.877625
C1orf157	0.761
RGS4	-0.651666666666667
DDX18	0.338833333333333
SNX6	0.48425
ZNHIT2	0.199666666666667
NCDN	-1.00866666666667
FLJ33534	0.70375
RAG1	-1.8505
OR4D10	0.3085
PTPN5	0.499166666666667
POMT1	-0.462125
LRRC8A	-0.2693
CYP1A1	-1.48025
CAPN1	-0.373333333333333
DDHD2	0.31625
GRIK2	-0.3685
GNRHR	-0.10975
PPBP	0.22925
HTR3A	-0.570375
SLITRK4	0.38475
ANKRD49	0.132
BTF3	-0.6446
SARS	-0.18425
C13orf18	2.27683333333333
CACNB1	0.228142857142857
QKI	1.05495454545455
SETMAR	0.7455
MAN2B1	1.671
EML3	-1.053
ACADL	-0.6864
OFD1	0.0795
DEFB114	0.0165
CGA	-4.2103
PEX16	0.028
LRRC10	-0.072
GNG12	-0.226
C1orf152	0.268166666666667
CHRM1	0.1515
CD53	2.865875
DBH	-0.8895
TFAP2B	0.520625
HIST1H2BJ	0.866333333333333
FAM46D	0.572
TMEM11	-0.2475
C3orf32	-3.0755
PCCB	-0.943375
IPO13	0.6865
C6orf105	-2.33975
COMMD5	0.891
SUV420H1	-0.3312
LTBR	-0.38925
ARHGAP15	1.658625
HDHD2	-0.185
TDRKH	0.044
LOC401052	-0.738
PSG4	-1.18125
GNB4	0.4472
SPATA4	-0.15075
SLC9A3	-0.445
OSBP	0.595
NBPF3	0.0143333333333333
DOCK11	1.0245
SLC39A5	-1.777
PRR5	-0.2946
C10orf63	3.401375
SMTNL2	-1.17225
ADRA1A	0.20925
ASAH1	2.3641
DOM3Z	0.2897
GIPR	0.319333333333333
AHI1	-0.649
NADSYN1	-0.169666666666667
RGS14	-0.257
IL18BP	2.1154
RTN4RL1	-0.28025
ARMC6	-0.81
PSMD5	-0.0213333333333333
HK3	1.6345
OR4S1	0.0925
RSU1	0.8884
MAD2L1	-1.53177777777778
EIF4A3	0.8205
DLEC1	1.286
E4F1	-0.7755
CHMP2B	0.1426
CAMSAP1	-0.777
RPS21	-0.7885
ARID5A	1.542
UBE2N	-0.3789
IGSF8	-0.1695
MAGEB6	-2.454
ACAD11	-1.2862
MGC4172	-1.78625
LMO4	3.38075
KLKB1	1.58375
HP	-1.0335
HDAC3	-0.3945
SCHIP1	1.7045
CLCA1	-0.0405
OLFML2A	0.578
C1orf112	-0.73675
KIF19	1.93416666666667
HAPLN4	0.0684000000000001
CXCR7	-0.382833333333333
GOT2	-0.3978
RAB38	-1.82375
DCX	6.4765
PPM1H	0.670583333333333
NFYC	-0.220083333333334
KIN	-0.018375
ZNF228	1.836
PLSCR4	1.35566666666667
HIG2	-0.77425
FAM79B	3.4875
C21orf86	-0.2106
KCNK10	1.494
ZNF738	0.237125
FSTL5	-0.033
OR6A2	-0.564
OTOA	0.782333333333333
EXOC1	0.467875
AHRR	-1.910125
PDAP1	-1.67291666666667
C19orf6	-0.450375
ZAN	0.4745
LY6G6E	0.4055
EIF4E2	0.51775
C20orf198	0.03975
ZNF324	0.1965
CYP3A5	-3.65783333333333
ENTPD7	0.971166666666667
MBOAT5	-0.887833333333333
GJB5	2.3535
TTC13	0.88525
S100Z	-0.982166666666667
KIAA0664	-1.01866666666667
PDGFRB	1.16775
IL17D	0.5725
OR56B4	-0.326
RDX	-0.682833333333333
SLC34A3	-0.1345
IL28B	2.027
JUND	0.3405
CHRNB1	0.37625
CAMK2B	-0.312
FETUB	-0.81875
CXorf23	1.08775
MRTO4	-0.946
TTC3	-0.2486
NDUFB8	-0.281
EDG2	0.214
SEMA3G	0.95025
IL23A	0.244
GRHL1	1.9015
LOC441054	-1.236
WDR65	0.567571428571429
PSTK	0.9625
STOML3	0.0811666666666667
R3HDM2	-0.435
C5	-2.705
SLC2A10	0.0178333333333333
C3orf22	0.189
PAQR3	-0.627076923076923
ANKRD26	-0.0669166666666667
HCRTR1	1.002
LOC399947	-0.9645
PSD2	-0.16725
TIGD2	0.7245
SCRN1	0.046125
COQ10A	-0.6415
DDI2	-0.084
METTL7B	-1.01333333333333
UCN2	-0.37325
FAM92A3	-0.9525
WDR16	0.9585
ZNF511	0.112666666666667
ZMYM5	-0.96525
POLR3G	-1.81475
ZNF586	0.66225
C1orf49	0.179666666666667
TANK	1.698
RCAN1	-0.142833333333333
PELI3	0.821
LIMD2	0.988583333333333
TMEM189	-0.8615
NTN4	-0.052375
LOC151300	0.1285
CLEC2A	-1.922
GPR135	-0.85275
DPYSL4	0.3191
JAK2	2.04983333333333
TSHZ1	0.1295
TM9SF4	0.562375
ZNF264	0.748333333333333
SIRPG	3.427625
BICD1	-0.2375
HERC6	3.16383333333333
METTL5	-0.386
CASP1	2.8775
PRRT1	0.229833333333333
PLA2G4C	3.8885
ICA1L	-0.943285714285714
TPTE2	0.588
OTUD7A	-1.33233333333333
AQP11	-2.0075
APOA2	-4.1704
KALRN	0.9429
SECTM1	0.995416666666667
IFNAR1	-0.14675
TALDO1	0.377375
RAB11FIP4	-0.1195
EIF5A	-2.626
FAM49A	3.916
NEGR1	-0.257666666666667
YTHDC2	-0.43725
EHD2	-0.9395
NCF1	3.2214
SCRT2	-1.5305
HOXA5	0.292666666666667
NUP133	0.4905
FGF12	-0.6911875
SLMO2	-0.6605
SNTA1	0.075125
CACNG2	-0.060125
GCM1	-0.000500000000000014
ELF1	0.935833333333333
TLR5	3.615
TCFL5	-0.15125
RBMY2FP	-1.306
LOC100125556	0.074375
FAM129B	-1.236625
MAP3K7IP1	-0.294125
NCK2	0.5445
OXA1L	-0.97175
FMO9P	0.484
ZSCAN12	0.39775
PSMD12	0.31875
HSCB	0.0635
CLDN10	-0.62925
MGC13053	-0.28125
HPCAL4	0.1945
ASZ1	-0.2875
MEX3D	-0.570916666666667
NFAT5	-0.5216
CSPG4LYP1	-0.289
FBXO3	1.0145
DVL1	-0.892833333333333
CMKLR1	3.43666666666667
TYMS	-1.144375
PEF1	0.189
ZNF750	0.450333333333333
MCM5	-0.6209
MEGF11	-0.93825
KCNK7	0.2765
PTP4A3	0.2225
C1QTNF2	-0.533833333333333
OR6S1	-0.089
FAM122B	0.17375
ZNF551	-0.035375
HBQ1	-2.513
GEMIN6	0.97425
ARSK	0.0665
RBP7	3.25783333333333
CPNE9	0.4955
DSC1	1.225
LOC730112	0.11575
MAP2K4	0.32325
HS3ST5	-1.7495
EPB41L3	0.45725
TEKT2	-0.2735
CDKN2B	-0.772083333333333
ZNF480	-0.08375
MAP3K6	-0.1512
MAP6	2.69
HN1	1.1909
OR2L13	0.759333333333333
SLC16A11	0.43975
FAM96A	-0.13625
APOL1	1.85425
C5orf32	-0.26825
RTP1	-0.4335
RNF175	1.139
ZBTB41	1.05025
AHCTF1	-0.7378
SAE2	0.105
ITGA2	-0.7535
MME	0.2565
CCDC14	0.02675
MAST4	-0.136785714285714
KRT33B	-0.6325
KCTD2	-0.329
WDR26	0.85325
MFI2	2.01875
NR4A3	1.175
ARSA	2.02975
UNKL	-0.959666666666667
SULT6B1	0.1815
CCNA2	-1.96166666666667
SOX15	-0.2365
PPAPDC1B	0.7245
C19orf44	-0.0395
MCAT	-0.8625
ARID1B	0.32925
OR52N1	0.4755
C12orf48	-0.68775
MAGI1	-0.1525
NIPA2	-0.26375
GBX2	-1.9805
RSHL3	0.31825
RAVER1	-0.608833333333333
C15orf17	-0.9425
SLC30A2	1.457125
ZNF518	0.576
PCYT1B	0.6785
C10orf114	-0.75925
EIF3H	0.663583333333333
SLC25A39	-1.15116666666667
KIF1B	0.5635
AMOTL2	-0.388
C6orf120	0.136375
PSRC1	-0.3875
PLA2G10	-0.2945
KIF5C	-0.49375
MRPL37	-0.764
C17orf62	0.448166666666667
C9orf135	-0.743
DUSP10	1.2647
CLCNKB	0.3205
PSMA5	1.00975
C8orf53	0.01575
AMPD3	2.02483333333333
PIAS1	0.142
ADCYAP1R1	0.306
GYLTL1B	2.41625
CDH20	0.390666666666667
FBXO7	0.29475
TMEM134	-0.397333333333333
FLJ14213	2.15783333333333
ZNF3	-0.14025
LRRFIP1	0.142708333333333
CNOT2	0.0934166666666667
ABI3	3.844
ALDH5A1	-0.377
HNT	1.3719
SERPINA4	-2.1385
TK2	-0.0640833333333333
STMN1	-0.529777777777778
GUCA2A	0.0573333333333333
GALNT10	0.154928571428571
DPP6	-0.725947368421053
C9orf93	-0.542125
PRELID2	-1.370625
STK39	-0.47775
SFTPA1	-1.69425
CKS2	-1.38433333333333
RHO	0.296875
C20orf135	-0.34625
XKR3	-2.1625
CR1	0.989625
RPS6KA2	0.530428571428571
C20orf112	0.816
MRPL22	-0.45775
C4orf23	-0.3865
GADD45B	0.05725
KLHDC1	1.43166666666667
C2orf48	-1.744
ZNF287	1.114
DAAM2	-1.183
DPPA2	-2.91666666666667
TCTN3	-0.0565
DNAJB11	1.211125
FPR1	4.092
DEFB4	-0.082
PTCD2	-1.2693
SMOC2	4.28666666666667
CABP7	0.29125
SERPINB11	-0.0825
MAGEF1	1.02625
NDE1	-0.7975
ITGA10	-0.3625
FSHB	0.095
ANXA2	0.366125
HORMAD2	0.311
HLCS	-0.1795
MCF2L	1.2775
FH	-0.918
TBC1D24	0.87825
KIAA1505	2.0975
LGALS2	2.6045
CNBD1	0.4365
SYNPO2L	-0.63075
PTPN23	-0.444857142857143
C1orf183	-1.19766666666667
MAGEA8	-3.1115
DGCR8	-1.34825
GSR	-0.271
PAQR7	-0.2325
ZNF676	-0.33525
CACNA1C	-0.2037
SP7	0.3475
PDCD6	0.346
NRN1L	-1.028
BRI3BP	-1.04716666666667
KIAA1183	0.572
ASB4	0.04
CCL23	2.1143
OBSL1	-1.7215
SLC12A7	1.02291666666667
KIAA0240	1.327875
CD1B	-0.416333333333333
FCGR2A	2.4115
MDC1	-0.71875
HTR1A	-0.435333333333333
OCEL1	-0.018
ATP11B	0.4246875
FBXO34	0.479333333333333
PCDH12	3.05166666666667
RPE	0.1575
C17orf74	-0.2245
CSDC2	0.463333333333333
PET112L	-0.83875
TMBIM1	0.323125
P2RXL1	0.1955
TCHP	-0.5815
TRMT1	-0.491333333333333
F2RL2	0.0795
LRRC32	2.52933333333333
IMPG2	0.1855
BGLAP	0.62925
LOC493869	-1.36033333333333
MRAS	3.021625
SLC35F5	1.48175
CBWD1	0.547
AXL	-1.244125
ATP2C2	0.7545
TELO2	-0.93925
PNPLA3	-1.95275
PCDHB14	0.6065
CD276	0.0525
KRT80	-2.078375
DUSP28	-0.0055
CSNK1E	-0.749
SRP14	0.6895
KCNQ4	0.144
KRT72	0.631833333333333
CCDC117	0.183125
C6orf89	-0.207333333333333
TUBB2B	-1.88516666666667
RTN4IP1	-0.8305
CR1L	0.297833333333333
CEND1	-0.344875
C12orf41	-0.354166666666667
RNF31	0.449
UBN1	-0.1315
C17orf32	0.5
SLC5A7	0.751
GPR92	2.08633333333333
ESAM	2.2358
CTNNA1	-0.193333333333333
HRBL	-0.0605
CBX4	-1.12575
TMEM182	1.1355
SH3TC2	-0.952833333333333
IL10	1.73716666666667
PXMP4	0.948
RNF167	-0.4549
PAK7	4.80266666666667
ETV3	-0.051
ATPIF1	-0.76
LOC554207	-2.35633333333333
OR8H1	0.17825
WDFY3	0.416625
DPM1	-0.798
GPSM1	-0.678
WDR92	0.3094
LRP1	-0.059
ANKH	1.142
THUMPD3	-0.45425
POLR1B	0.06375
OLFM4	8.05066666666667
RAD9B	0.65425
TSPY2	-3.4875
PAX6	-2.482
SCG2	-3.587125
SLC17A6	0.4015
FMO3	6.239
PADI4	0.2415
TUBB4	-0.4545
NLK	-0.529
POU4F3	-0.151
SDF4	0.158
ITGBL1	2.23416666666667
NETO1	-1.64125
TAP2	1.734625
ABBA-1	-0.756833333333333
GNAI1	0.8805
VPS4B	0.793
NOPE	0.1917
GALNT6	0.125833333333333
SESN1	0.320375
GBE1	-2.05055555555556
CLASP1	-0.221
RASGEF1B	1.93325
ACOT11	0.505857142857143
AFAP1	0.64475
OR2H2	0.20675
DPY19L2P1	-1.23975
DZIP1	-0.678
SEC22C	-0.283666666666667
GPR161	-0.0543333333333333
RNF146	0.93025
WDR74	-0.716625
GALP	-0.73
PURA	0.173
DNPEP	0.183583333333333
RP11-78J21.1	-0.9035
ERBB2	-0.060875
FANCM	-0.442083333333333
NEO1	-1.91583333333333
DDX3Y	-5.067
RPS3A	-0.422
MXRA7	-0.136785714285714
LGALS3	-0.318
GLT8D1	-0.1425
CFL2	-0.881833333333333
UPB1	0.43275
NAP1L5	1.05375
CLDN14	0.1025
DHX38	-1.006
BTBD1	-0.02125
TARS2	-0.421
ABCF1	-0.1466
FCF1	0.570333333333333
LRRC49	-0.0505
GUCY1B2	1.6985
C1orf177	0.956666666666667
SMARCA4	-0.644785714285714
LRP8	-0.517833333333333
TAGLN3	-0.50575
MRPL14	-0.20075
TTRAP	0.8295
ZDHHC20	0.76125
NFE2L3	2.188
KIAA1377	-0.623
PALMD	1.9733
TMEM43	0.70275
TTL	-0.188875
STAT5B	-0.837166666666667
SSB	-0.237125
OR10H5	0.3965
SLC22A13	-0.81775
AKAP3	-0.52075
TIMM23	-0.4205
OAS2	3.55191666666667
KIAA0423	1.791
TRIM11	0.149
GLIS3	2.551875
TMEM50B	0.8555
ARHGEF4	-1.68625
DEGS1	0.459636363636364
TBL1XR1	1.65663333333333
G6PD	-1.817
SP140	2.9419
MUC17	-0.0311538461538461
NUDC	-0.9459
DNAJC5B	3.47733333333333
SCARA3	0.382833333333333
CPA3	3.34166666666667
BCAT2	-0.071
MFN1	-0.3386
NRG3	-0.1965
SNX11	0.3165
PLEKHH1	-0.55
GPR177	-1.362
HCFC2	0.4545
TCAP	-0.54225
MOCOS	-0.0345
C14orf93	-0.428
PRDM10	0.0218333333333333
SLC16A4	0.159916666666667
SRGAP1	-0.824666666666667
VIP	0.4225
DUSP27	0.00466666666666667
LILRA1	1.6453
MC2R	-0.1385
MGC24103	-2.47075
MBTD1	-2.2515
FUT11	-0.751833333333333
USP33	0.6167
C15orf39	-0.093
MAP3K12	-0.065125
PAAF1	-1.614
BARHL1	0.523
FLJ16165	-0.46
PIWIL2	-3.17225
SYNE1	0.859166666666667
CMTM4	-0.697375
TSPYL1	0.7076
GUF1	-1.10466666666667
TMEM157	0.606
WDR44	0.36625
HIST1H3C	1.4045
DKFZp666G057	0.248
RNPEP	-0.212
GAS2L2	-0.224833333333333
ADH4	-4.7055
GRPR	-0.184666666666667
FBXL17	-2.38325
ZBTB10	1.11416666666667
Gcom1	0.480777777777778
HTRA1	0.1158
ZNF585A	0.851333333333333
SLC26A2	-0.322
OTOP3	0.363166666666667
WISP1	4.37344444444444
ATP2B4	-0.267666666666667
FLJ10769	0.2685
CRAMP1L	-0.176375
CHST12	0.40875
RAB22A	-0.0331666666666667
TARDBP	0.155428571428571
STAU1	-0.78575
CRB3	2.22033333333333
MIG7	-0.1
CHMP1A	-0.586333333333333
ZNF160	0.3705
B3GALT6	-0.2945
BARX1	-2.826
C6orf167	-1.348875
NXNL1	0.231
DHX29	0.1255
HADHB	0.2075
PLXNB2	0.43125
ILDR1	-1.1225
SLC15A3	3.3025
GAS2	-3.92816666666667
C20orf69	-0.23
NUMB	0.16975
TNIP1	0.24675
MESP1	-1.196
PSKH1	-0.43025
NSFL1C	0.220125
RHOG	0.835
HEY1	-1.088
KNG1	-2.048125
ITGAX	2.4814
LIN9	0.3855
CANT1	0.41525
XRN1	1.07057142857143
CCDC96	0.7005
HEATR6	-1.84916666666667
GNG7	0.658666666666667
RUNX2	0.4591875
SOX1	-0.733166666666667
FCRL5	3.5293
ZNF99	0.454875
FAM9A	0.4855
SNX22	0.401333333333333
MBNL3	-0.569166666666667
ODC1	-0.5198
ADORA2B	-1.52583333333333
NR2F6	-1.40875
ZFYVE16	-0.315555555555556
SYNJ2BP	0.3789
POLE	-1.257875
E2F2	-0.72875
THRA	-0.790666666666667
PTGES2	-1.25916666666667
HIP1R	0.604666666666667
TMUB1	-1.25766666666667
ENO3	-2.4125
RSPH10B	0.635
CXorf39	0.944
IRGC	-0.06325
GPR109B	-0.196
FLJ13305	0.1545
LCE3A	-0.63
TNFRSF18	-0.970833333333333
DET1	-0.5305
TRPM3	-0.0889166666666666
C16orf79	-1.3445
FECH	0.0935
RAP2A	1.32266666666667
CRIP1	1.19566666666667
AZIN1	0.3465
SLC7A7	4.928
IL10RA	2.2822
TMEM64	-0.94525
CDC42EP4	3.3106
C16orf58	-0.5753
ARG2	-1.39375
POU5F1P4	-4.7935
FAM62B	-0.504
DNAH8	-0.2997
ASH2L	0.61375
TSLP	-2.19266666666667
CNTNAP5	-0.480833333333333
TMEM16C	-0.0785
IFNA14	0.7475
SLC1A3	2.048625
CABYR	2.7685
BCL7B	-0.3819
NUDT13	-1.852
C13orf28	0.49575
C1orf53	0.699
ARL6IP4	-0.3426
RPL35A	0.12075
EMR3	0.7915
