Hybridization REF	TCGA-A8-A07J-01A-11R-A00Z-07
ASZ1	0.065
MEX3D	0.617833333333333
NFAT5	-0.8242
CSPG4LYP1	-0.342
FBXO3	1.0509
DVL1	-0.099
CMKLR1	2.74983333333333
TYMS	-3.54925
PEF1	2.34025
ZNF750	-2.72033333333333
MCM5	-0.7961
MEGF11	-1.54675
KCNK7	-0.0005
PTP4A3	-0.0375
C1QTNF2	-0.372333333333333
OR6S1	-0.279
FAM122B	-1.2005
ZNF551	-0.400875
HBQ1	-3.1635
GEMIN6	-0.808
ARSK	0.402
RBP7	3.22733333333333
CPNE9	0.05675
DSC1	0.271
LOC730112	-1.1795
MAP2K4	0.6285
HS3ST5	-2.17
EPB41L3	0.58675
TEKT2	-0.37275
CDKN2B	1.69208333333333
ZNF480	-1.10175
MAP3K6	0.304
MAP6	2.04416666666667
HN1	-0.2366
OR2L13	0.293
SLC16A11	0.59375
FAM96A	-0.3105
APOL1	0.9895
C5orf32	0.61475
RTP1	-0.0896
RNF175	-0.383375
ZBTB41	0.78775
AHCTF1	-0.9182
SAE2	-0.1982
ITGA2	-0.16425
MME	0.841333333333333
CCDC14	-0.807
MAST4	1.61814285714286
KRT33B	-0.377
KCTD2	1.6165
WDR26	0.306666666666667
MFI2	1.746375
NR4A3	-0.302875
ARSA	1.74825
UNKL	0.525
SULT6B1	0.0445
CCNA2	-3.54033333333333
SOX15	0.682
PPAPDC1B	-0.309083333333333
C19orf44	0.7945
MCAT	0.748333333333333
ARID1B	0.297625
OR52N1	0.7075
C12orf48	-2.7585
MAGI1	0.1055
NIPA2	-0.44525
GBX2	-1.72625
RSHL3	2.219125
RAVER1	0.867
C15orf17	0.07375
SLC30A2	1.023875
ZNF518	-0.236
PCYT1B	-1.31025
C10orf114	-0.8755
EIF3H	-0.3195
SLC25A39	-0.668
KIF1B	-0.03725
AMOTL2	1.127
C6orf120	-0.26475
PSRC1	-1.855
PLA2G10	1.96275
KIF5C	1.068625
MRPL37	-0.292
C17orf62	1.2535
C9orf135	-1.9122
DUSP10	0.6696
CLCNKB	-0.0055
PSMA5	-0.23
C8orf53	-0.65
AMPD3	1.01983333333333
PIAS1	0.2445
ADCYAP1R1	-0.13
GYLTL1B	0.43825
CDH20	0.138333333333333
FBXO7	-0.487
TMEM134	0.896
FLJ14213	2.44783333333333
ZNF3	0.087
LRRFIP1	0.485166666666667
CNOT2	0.420916666666667
ABI3	3.12
ALDH5A1	0.06475
HNT	2.8832
SERPINA4	-2.47475
TK2	0.998
STMN1	-1.901
GUCA2A	0.0855
GALNT10	2.47471428571429
DPP6	-0.492052631578947
C9orf93	0.14225
PRELID2	-0.27825
STK39	-0.189125
SFTPA1	-0.57675
CKS2	-2.82666666666667
RHO	0.01325
C20orf135	-0.25775
XKR3	-2.0655
CR1	0.889875
RPS6KA2	1.03528571428571
C20orf112	0.5855
MRPL22	-0.265
C4orf23	1.50133333333333
GADD45B	1.46925
KLHDC1	1.34883333333333
C2orf48	-1.825
ZNF287	1.663
DAAM2	0.12825
DPPA2	-3.73633333333333
TCTN3	0.812833333333333
DNAJB11	0.8945
FPR1	3.92125
DEFB4	0.1105
PTCD2	-0.2472
SMOC2	5.43266666666667
CABP7	2.0025
SERPINB11	0.0386666666666667
MAGEF1	0.09275
NDE1	0.8725
ITGA10	0.084
FSHB	0.106
ANXA2	1.462125
HORMAD2	0.1625
HLCS	0.63125
MCF2L	2.41816666666667
FH	-0.734375
TBC1D24	1.9595
KIAA1505	2.024
LGALS2	-0.847
CNBD1	-0.0585
SYNPO2L	-1.09075
PTPN23	0.0584285714285715
C1orf183	-0.989166666666667
MAGEA8	-1.431
DGCR8	-1.8265
GSR	-1.7975
PAQR7	0.7735
ZNF676	-1.49925
CACNA1C	0.5298
SP7	0.5465
PDCD6	-0.03725
NRN1L	-1.521
BRI3BP	-0.674916666666667
KIAA1183	1.50025
ASB4	-0.02
CCL23	1.727
OBSL1	-0.19
SLC12A7	2.2705
KIAA0240	0.779875
CD1B	-2.28583333333333
FCGR2A	1.165875
MDC1	-2.0975
HTR1A	0.673333333333333
OCEL1	0.72375
ATP11B	-1.0034375
FBXO34	0.139833333333333
PCDH12	4.3565
RPE	-0.7275
C17orf74	-0.159
CSDC2	0.827666666666667
PET112L	0.836
TMBIM1	2.056
P2RXL1	0.2115
TCHP	0.257
TRMT1	-1.115
F2RL2	0.329083333333333
LRRC32	3.66216666666667
IMPG2	0.5025
BGLAP	-0.2235
LOC493869	-0.169416666666667
MRAS	2.201875
SLC35F5	0.2965
CBWD1	-0.347
AXL	-0.02075
ATP2C2	0.83275
TELO2	-0.46675
PNPLA3	-2.142
PCDHB14	1.30675
CD276	2.02225
KRT80	-0.828875
DUSP28	0.238
CSNK1E	-0.280166666666667
SRP14	1.27
KCNQ4	-0.2115
KRT72	0.380666666666667
CCDC117	-0.000625000000000003
C6orf89	0.578444444444444
TUBB2B	-3.03533333333333
RTN4IP1	-1.18425
CR1L	-3.86983333333333
CEND1	0.685875
C12orf41	0.0921666666666667
RNF31	0.55125
UBN1	0.766666666666667
C17orf32	0.277
SLC5A7	1.3915
GPR92	2.453
ESAM	3.1219
CTNNA1	1.12666666666667
HRBL	0.3444
CBX4	1.22625
TMEM182	-0.10825
SH3TC2	-1.177
IL10	1.462
PXMP4	0.545
RNF167	0.7134
PAK7	-1.1608
ETV3	-0.4455
ATPIF1	-0.2235
LOC554207	-1.9764
OR8H1	-0.13975
WDFY3	1.313375
DPM1	-1.50575
GPSM1	-0.9345
WDR92	-0.0978
LRP1	1.80916666666667
ANKH	0.0215
THUMPD3	-1.51725
POLR1B	-1.08925
OLFM4	1.09433333333333
RAD9B	0.46175
TSPY2	-3.891
PAX6	-1.6475
SCG2	-1.440375
SLC17A6	0.8955
FMO3	3.945125
PADI4	-0.00937500000000002
TUBB4	-0.2831
NLK	-0.93225
POU4F3	0.059
SDF4	0.75725
ITGBL1	3.61116666666667
NETO1	-1.9065
TAP2	-0.152125
ABBA-1	0.262666666666667
GNAI1	0.41925
VPS4B	1.0045
NOPE	-0.0351
GALNT6	2.535
SESN1	0.883375
GBE1	-1.17188888888889
CLASP1	-0.27
RASGEF1B	1.56025
ACOT11	0.0263571428571428
AFAP1	1.03575
OR2H2	0.3985
DPY19L2P1	-2.29275
DZIP1	-1.66475
SEC22C	-0.781333333333333
GPR161	-0.35075
RNF146	-0.30925
WDR74	-1.204125
GALP	-0.753
PURA	1.62725
DNPEP	0.747833333333333
RP11-78J21.1	-1.10625
ERBB2	2.854125
FANCM	-1.09541666666667
NEO1	1.26716666666667
DDX3Y	-5.3204
RPS3A	0.239
MXRA7	0.873214285714286
LGALS3	0.02
GLT8D1	0.22525
CFL2	-2.114
UPB1	0.4115
NAP1L5	0.166375
CLDN14	-0.1965
DHX38	0.0015
BTBD1	-0.16
TARS2	-0.0391666666666667
ABCF1	-0.365
FCF1	-0.0458333333333333
LRRC49	0.6735
GUCY1B2	1.379
C1orf177	0.904333333333333
SMARCA4	0.056
LRP8	-4.09083333333333
TAGLN3	-0.98325
MRPL14	-0.3465
TTRAP	1.14125
ZDHHC20	0.35375
NFE2L3	-1.777
KIAA1377	3.017
PALMD	1.744
TMEM43	-0.10475
TTL	-1.22625
STAT5B	-0.453
SSB	-1.14325
OR10H5	-0.1455
SLC22A13	-0.78125
AKAP3	-0.5865
TIMM23	0.346166666666667
OAS2	2.7365
KIAA0423	1.067
TRIM11	0.6285
GLIS3	1.577875
TMEM50B	0.336166666666667
ARHGEF4	-0.1025
DEGS1	-0.0598181818181818
TBL1XR1	1.5913
G6PD	-1.4765
SP140	0.9264
MUC17	0.266769230769231
NUDC	0.0263
DNAJC5B	2.9025
SCARA3	-0.481333333333333
CPA3	7.362
BCAT2	0.18575
MFN1	0.1342
NRG3	0.2825
SNX11	1.01375
PLEKHH1	-0.6065
GPR177	0.177166666666667
HCFC2	0.2865
TCAP	-0.71375
MOCOS	-3.02
C14orf93	-0.374
PRDM10	-0.495333333333333
SLC16A4	0.526583333333333
SRGAP1	1.01066666666667
VIP	0.77075
DUSP27	2.11766666666667
LILRA1	1.9523
MC2R	0.6165
MGC24103	-1.76125
MBTD1	-1.33
FUT11	-0.102333333333333
USP33	0.8153
C15orf39	-1.30325
MAP3K12	0.734875
PAAF1	-0.217
BARHL1	-0.4195
FLJ16165	-0.535
PIWIL2	-2.32525
SYNE1	0.883166666666667
CMTM4	0.3725
TSPYL1	1.2469
GUF1	-0.869833333333333
TMEM157	0.832
WDR44	0.03375
HIST1H3C	-0.365
DKFZp666G057	1.70575
RNPEP	1.574
GAS2L2	-0.2055
ADH4	-5.27525
GRPR	2.47283333333333
FBXL17	2.81025
ZBTB10	0.294833333333333
Gcom1	0.893
HTRA1	2.8805
ZNF585A	-0.455666666666667
SLC26A2	0.308928571428571
OTOP3	0.487
WISP1	3.32222222222222
ATP2B4	-0.116666666666667
FLJ10769	1.07425
CRAMP1L	0.76725
CHST12	-0.7055
RAB22A	0.173916666666667
TARDBP	-0.261571428571429
STAU1	0.216
CRB3	2.41216666666667
MIG7	-3.24475
CHMP1A	0.476833333333333
ZNF160	-0.103625
B3GALT6	0.036
BARX1	-1.52933333333333
C6orf167	-2.2869375
NXNL1	0.4975
DHX29	0.453
HADHB	0.41475
PLXNB2	1.41675
ILDR1	-0.767
SLC15A3	3.9685
GAS2	-3.28116666666667
C20orf69	-0.5135
NUMB	0.27075
TNIP1	1.282375
MESP1	-0.333666666666667
PSKH1	0.2095
NSFL1C	0.131875
RHOG	0.845
HEY1	-1.221
KNG1	-1.94342857142857
ITGAX	3.5181
LIN9	-1.828
CANT1	1.35025
XRN1	0.311571428571429
CCDC96	2.348
HEATR6	-0.678666666666667
GNG7	1.05341666666667
RUNX2	1.36525
SOX1	1.28116666666667
FCRL5	0.145111111111111
ZNF99	-0.41575
FAM9A	0.3535
SNX22	-0.000833333333333331
MBNL3	-2.06966666666667
ODC1	-2.2396
ADORA2B	-2.768
NR2F6	1.044
ZFYVE16	-0.305666666666667
SYNJ2BP	0.6898
POLE	-0.824875
E2F2	-1.81725
THRA	1.32933333333333
PTGES2	-0.784
HIP1R	-0.366833333333333
TMUB1	-0.481166666666667
ENO3	-2.08375
RSPH10B	-0.1205
CXorf39	0.8365
IRGC	0.0635
GPR109B	0.8475
FLJ13305	-1.0685
LCE3A	-0.703
TNFRSF18	0.373666666666667
DET1	-0.004
TRPM3	-0.47975
C16orf79	-1.391
FECH	0.417333333333333
RAP2A	0.594666666666667
CRIP1	2.54616666666667
AZIN1	-0.28025
SLC7A7	4.1355
IL10RA	1.7939
TMEM64	-1.9735
CDC42EP4	1.3241
C16orf58	0.5112
ARG2	-3.06825
POU5F1P4	-5.04675
FAM62B	0.47525
DNAH8	-2.1264
ASH2L	-0.1125
TSLP	-2.537
CNTNAP5	-0.00883333333333333
TMEM16C	5.43325
IFNA14	0.28
SLC1A3	2.10025
CABYR	0.1415
BCL7B	0.4686
NUDT13	-2.02216666666667
C13orf28	0.927
C1orf53	-1.924
ARL6IP4	0.5671
RPL35A	-0.24775
EMR3	1.262
RAB40C	1.34133333333333
SLC41A1	-0.971333333333333
LRCH1	0.7845
LY6G5B	-0.608
FAM124A	-0.591428571428571
MGC10981	-4.67166666666667
CLIP3	0.9047
MAP4K2	-0.238166666666667
CHIC1	0.69775
SULF1	4.05766666666667
C20orf30	0.137857142857143
PRDM5	-0.42925
ELOVL1	0.563
C11orf48	-1.04275
SLC39A10	-0.17425
KCNV1	-0.1875
ACP1	-0.9645
ZMYM2	0.312625
B3GNT6	0.3415
C9orf69	0.7655
C2orf15	0.97275
C20orf166	0.2675
HSP90AA6P	-0.9185
EDG7	-1.682
NEURL	0.129375
LPL	4.13533333333333
CLEC2D	-0.102769230769231
GRRP1	1.93533333333333
CD8B	-2.849
HIST1H3D	1.8545
SLC6A12	1.561625
FAM27L	-0.0265
CD84	3.2641
RASA1	2.055
PHKG1	0.561
MAGEA11	-1.7185
IMPA1	-1.3672
NPM3	-1.881
RARRES1	3.135
SH3BP1	0.571125
B3GNTL1	-0.1015
ARPC5L	-0.437333333333333
KLHL26	1.55575
SIM2	0.312875
GJC1	0.436
C20orf194	0.83925
EXO1	-3.77825
SLC2A2	-2.8995
LOC285074	-0.71125
LRG1	-1.15325
KIRREL	1.097
PIK3R1	1.42992857142857
C4orf34	1.24875
MAF	-0.0695
ADCY4	4.39333333333333
ZMIZ2	-0.3796
SLC46A3	2.5535
STAMBP	-0.131333333333333
CCDC16	0.6035
MS4A12	0.593
TCF20	-0.3205
LRRC46	2.54675
C20orf152	0.64725
MRPS6	-0.272375
ABCB11	0.1605
KCNC2	0.118
CDH19	-1.9
C9orf123	-0.122166666666667
SSH3	1.46675
LDLRAD1	-0.35075
CCBE1	-0.71425
ZNF135	0.063625
TAAR1	0.744
WFDC12	-0.0425
CCDC42	-0.151833333333333
FLJ12529	-0.4585
PER1	-0.183333333333333
TIMM50	-0.761833333333333
SMARCAD1	-0.160833333333333
FAM26C	-0.2115
TP53TG3	-2.89633333333333
SH3RF1	2.326
LMCD1	3.40625
GPR63	-0.7775
FLJ21986	-2.06075
AIFM3	-0.3985
MICAL1	0.655
BLZF1	0.0108333333333333
IQCA	1.52383333333333
PCDHGC3	1.551
SAC	-0.366666666666667
BCL6B	3.25316666666667
DDO	2.18175
MARCO	3.16875
DCHS1	1.28666666666667
C1orf170	1.26183333333333
CD200R1	1.51533333333333
C22orf15	-1.0795
SEPT11	0.207333333333333
ADNP	0.018
UST	0.1802
C13orf34	-1.5095
RFFL	0.554714285714286
APBA3	0.08
C2orf60	-0.816375
CUTL1	-0.0137
PMS1	-0.9615
ZNF689	2.4765
EIF3E	-0.712833333333333
IL9	-0.5055
RPL31	-1.190625
LY9	0.7765
ATP2B3	0.0185
KDELR2	0.0585833333333333
TFCP2	0.5865
NLRP12	1.502
FLJ45422	-0.806
TLE4	-0.5303
ZNF570	-0.6705
FLJ43806	0.161
TLK2	-0.206
CIR	0.56075
MARS2	-0.478
COL24A1	1.592
SDF2L1	-0.9825
HIBADH	0.3285
IGFBP3	-1.41607142857143
C12orf23	0.683375
PSPC1	-0.39825
C20orf43	0.8745
TRAV20	0.0795
ARHGAP24	1.5345
KIAA1975	-1.17475
C1QA	4.0182
DNTT	-4.54116666666667
C10orf6	-0.129833333333333
C11orf41	-0.066
HNRPF	0.15275
COL11A1	7.41783333333333
UBAP2	-0.863333333333333
CDKN2AIPNL	-1.977
C20orf174	2.912
SPRED2	0.47825
PLA2G12A	-0.334166666666667
ICEBERG	-1.6232
SCN10A	0.05
C11orf65	-0.723
GBP5	4.148
PITPNC1	-0.8815
POU3F3	2.152
NCOA7	-1.3885
LIN7C	-0.1563
LOC348840	-0.969
NKX2-2	-1.1275
ANKRD13D	-0.05075
LOC123688	-0.3845
FUT2	1.5185
TAAR8	0.686
FZD4	0.958833333333333
PNMA3	-0.711166666666667
OR4L1	0.005
WIT1	-3.229
EXOC3L	2.2335
ATPBD4	-0.2651
KRBA1	-0.77775
UBXD6	-0.27625
HOXB7	0.0349285714285714
C7orf23	0.1295
UNQ338	1.06275
STAB2	0.82575
CDC20B	0.099
IRF9	2.7855
CENTG1	0.48875
TNPO2	-0.93475
MCPH1	0.380625
BMS1P5	-1.40375
SLC26A7	0.8985
HIST1H3J	0.0505
C9orf3	-0.1782
LBH	1.1935
MYO1D	1.084125
PTDSS2	0.12175
NFU1	0.126
DEPDC4	-1.31325
WNT7B	1.8135
GLP2R	-0.657
SETD4	-0.8434
DYNLT3	-0.7559
FKBP11	-1.98333333333333
SESTD1	0.791
FLII	1.62725
RPS16	-0.752
CHPF	0.719833333333333
CSNK2A1	-0.0906666666666667
SUMO1P1	-0.4645
FKBP6	-0.414
ZNF214	1.90566666666667
TWIST1	0.728666666666667
DDX56	-0.255
TRAM1L1	2.6498
EPO	-3.556
MRPS18B	-0.82725
ZNF682	-0.917833333333333
RPL14	-1.2595
MAFF	-0.12525
LOC51136	-0.787375
LY96	1.09475
DDX20	-0.498
ABTB1	1.7305
ARL5A	0.3547
CCT6A	-1.57725
HEPACAM	-0.306666666666667
EHHADH	0.730666666666667
RBAK	-0.0101666666666667
CGB1	1.2915
ITGB5	2.9435
YIPF3	-0.42525
FKBP2	-0.625
NR1D1	-0.7307
TMEM110	0.6445
NEK2	-3.115
PRAMEF8	-3.49225
C20orf52	-1.47066666666667
PCDHGA3	-0.141
VWA3B	0.412
NDUFA5	-0.496125
THAP9	-0.4445
FLVCR2	0.3065
AP1S1	-1.45625
SMAD6	0.193
SAV1	0.138375
SAT1	1.37475
ZNF251	0.11225
ADAMTS7	0.7537
RPP38	-0.341
C1orf211	-2.114
YPEL2	1.88125
RBMS1	-0.108
ZNF445	-0.368333333333333
NRXN2	0.318833333333333
PGBD4	-0.63125
UGT2B28	-1.55725
WBSCR16	-0.2225
NLRC3	0.137375
ASTL	0.2435
ST6GALNAC1	-3.063
ZADH2	0.550125
MLLT4	-0.62475
ARL6	0.253333333333333
MEF2C	1.8355
CBFA2T3	-1.9965
AFF3	1.96685714285714
COG7	0.520833333333333
MYB	-1.9395
PLXNA3	0.1255
XRCC2	-2.59266666666667
MMS19	0.00274999999999999
ST8SIA5	-0.028625
CHPT1	0.618333333333333
KIAA1712	-1.3615
OR6X1	-0.0565
ACTR3	0.23775
UGCG	1.34966666666667
OR4P4	0.461
ZAP70	-2.995
LPP	1.96825
ZNF485	-0.5625
PTPRCAP	-0.66675
IL12RB1	1.05075
ATRX	0.4119
CHST8	0.735125
C14orf109	-0.1475
ARV1	-0.053
NMB	-0.0354285714285714
COX5A	-1.63666666666667
EIF6	-0.95875
MPPED2	-0.598
SEMG1	-1.049
CHRDL1	2.4465
TRAF3IP2	0.80825
WNK2	0.353375
LILRA4	3.44816666666667
LAMA2	5.024
PXT1	-0.0295
RLBP1	-3.49
CD300C	2.66025
SLTM	0.136625
FLJ10404	0.494625
APOBEC3D	-2.17433333333333
RENBP	1.211
ATXN7L1	0.628625
NID1	1.42925
TUBGCP3	-0.957875
ITIH5	3.004
CCDC110	1.69225
C8A	-3.5485
MGC87042	0.84775
HOXC13	1.1625
TFDP2	0.037
HCP5	2
POLI	0.55
UCN	-0.450833333333333
ZNF764	1.016
C8orf45	0.2035
FHL3	-0.00375000000000003
SPATA5L1	-1.56
MMRN2	3.896
NDST1	1.333
COL20A1	-0.486166666666667
ZNF248	-0.561166666666667
PELP1	-0.164166666666667
MBL2	-2.74816666666667
RNF41	0.54325
C5orf24	-0.368
THOC5	-0.135625
SERINC3	1.053
RP11-151A6.2	0.86075
CDCP2	0.79925
HIST1H2AA	0.4685
C11orf75	0.359666666666667
FKBP7	0.00175000000000001
DDOST	0.904
GPNMB	2.83833333333333
TTF2	-1.67333333333333
KCNT1	-0.105666666666667
SLC39A14	-0.396125
NGRN	1.3428
GPR137B	1.8215
MECP2	-0.410375
PSMA1	-0.58675
C16orf73	-5.66925
TMEM60	-0.331
CSN3	-0.344
NOS1	0.182
RAB7L1	0.744333333333333
YBX2	0.2175
KIAA1166	-0.472625
FUBP3	0.205666666666667
ABCG1	2.06
ACACA	-0.449083333333333
ARL11	1.369
ATOH1	0.74
ODF1	0.370333333333333
CREB3L3	-1.80416666666667
TMEM127	1.95678571428571
DSCAML1	0.478
PLN	3.99566666666667
LYPLA1	-0.891083333333333
PRDM9	-1.5065
SASP	0.2755
PLUNC	0.071
INTU	0.677
HISPPD1	-0.869
LNPEP	0.952666666666667
YARS2	-0.6095
APCDD1L	-1.482
ZCCHC4	-0.0915
FBXO22	-0.7985
TTLL13	0.116
ZNF669	-0.774333333333333
PTGDR	2.58
DDX27	-0.154
KIAA0409	-0.0863333333333333
GJB6	0.90275
ASB8	1.53875
PLP2	-1.0195
MEPE	-0.0123333333333333
OR10J5	-0.6045
KRT222P	0.9525
COQ7	0.242333333333333
C1orf101	0.9425
RERG	3.1952
CHMP5	0.628125
THAP11	0.631875
ZNF43	-0.490333333333333
ZRANB3	-0.4365
KRT13	-1.40175
MRPL19	-0.9395
RBBP9	0.088875
SPATA17	1.2935
BXDC5	-0.341333333333333
PAFAH1B1	-0.322166666666667
MAGEE1	-0.291
OSTF1	0.43425
KIAA0323	0.391
TXNDC13	0.186833333333333
CNTN4	1.353125
LCE1B	-0.0285
UNQ501	1.48875
ZNF154	0.14675
C3orf64	-0.27275
SYT5	-0.147222222222222
PON1	-0.235
FLJ10357	0.336875
ATP4A	-2.239
GNPDA1	0.417833333333333
MGAT1	2.13366666666667
C14orf121	-0.058
SLC35B2	1.3415
MIER3	-0.92
CHEK1	-4.58625
ZNF8	-0.815666666666667
TXNDC1	-0.0286666666666667
CKB	0.2338
RTN3	0.487214285714286
FZD2	-0.506
PART1	-0.8475
PSMB6	-0.012
PCDHB8	-1.084
PHC3	0.2261
PPP1R8	-0.9585
NOVA2	2.5635
TNFRSF11B	-3.575625
GOLPH3	0.546333333333333
UBLCP1	-0.4255
SUHW3	-1.459
TTLL1	0.88025
OPN4	0.1595
OR13G1	0.8375
ZPBP2	-0.2986
HSD17B11	0.082625
C9orf50	-0.0865
DHDDS	0.584
CTSW	1.1625
NEFM	-0.7095
MRPL28	0.25375
SYN1	1.05983333333333
PIGV	0.369
ZIM2	-1.61975
APBB1	1.18566666666667
SND1	0.09975
C1orf123	0.2195
CHD3	0.85225
BHLHB8	0.106
RNASE2	0.525166666666667
BCAP31	1.069
SLC25A44	0.659166666666667
CHD6	-0.0117
PIB5PA	2.04769230769231
SELS	-0.062875
LOC541471	-0.618125
FAT2	-0.6035
ZNF81	-0.461
OR4C16	0.444
FLJ10081	0.7139
LRRC4	0.32275
CS	0.0106666666666667
N4BP2	-0.51475
IGFBP7	2.38625
ZNF318	-0.397083333333333
NDNL2	1.087125
ZNF609	0.29075
SIRT4	-0.1445
EXOSC10	-0.45425
ECE2	-0.184333333333333
OVGP1	1.47325
GTPBP3	-0.51525
PACS2	0.9894
C19orf36	0.4355
ARL4C	-0.304
ATG4B	-0.201625
UBQLNL	0.2785
RHOXF2B	-4.0155
PLEKHG2	-0.6195
GALR1	-0.805
AQP4	0.2435
HDAC7A	0.377
DCUN1D3	0.6
OR8A1	0.104
CCRN4L	-0.390375
CBR4	0.048
KIFC1	-3.66883333333333
SLC7A14	-1.62566666666667
LHX5	0.7995
TRPC7	-0.627
LPXN	0.69975
SERPINA1	-2.519
RPS13	-0.7379
BPIL3	0.2115
PRKAA1	-1.712
FADS2	-0.9542
ENAH	0.2308125
PRO1768	0.17
APBA2BP	0.16975
LIPH	3.11533333333333
C3orf33	-0.45725
RCC2	-0.0359285714285714
ALDH1A2	-2.5017
RNF103	2.1665
AHCY	-0.788375
ALG12	0.777
CCL17	2.33375
ZNF543	1.41583333333333
ESRRG	2.3421
CNGA1	0.009
RDH5	1.809
OTX1	-0.9126
PTGFR	-0.209
CDR2	0.43675
SELE	3.00675
NLGN2	-0.0703333333333333
EXOSC9	-1.3885
ZNF566	0.195166666666667
KLRC2	-4.1005
GPR12	0.54
KIAA0196	0.862
PDRG1	-0.469
SSR3	0.1005
MSI1	-1.03
CST9	1.922
CC2D1A	0.1445
PLAGL1	-0.466117647058824
ZNF778	-0.3055
RNF2	0.624875
KLF6	0.891666666666667
THBD	3.46316666666667
tcag7.1314	1.1505
NR5A1	-0.402166666666667
ABCD2	0.67925
DNAJC7	-1.99225
CLEC4C	1.5985
TM2D3	0.922625
CCDC4	-1.38
PLAC2	-2.8545
DCD	-0.466
FAAH	1.6745
POLA1	-0.868
TM7SF2	-0.040375
FLJ39822	-1.358
FLOT2	0.59625
MAP4K1	-0.379333333333333
SRP68	0.544875
C21orf74	-0.954
ARPC5	0.64775
LOC126075	1.96825
HECW2	0.820285714285714
ZDHHC4	-0.32575
ANKRD42	1.0988
PDE9A	-0.422166666666667
ABCA8	3.71675
NDUFS2	0.5365
UBR5	-0.3495
BTBD16	-3.48625
LOC554174	-0.645
ZNF20	1.4945
KIAA1843	-0.779
WDR17	-1.153
C15orf33	-0.077
RNF113A	-0.1285
CAMKK1	-0.7865
CLCN2	0.24775
ANXA6	-1.334
LOC340069	0.5115
EMID1	0.332875
DPM3	-1.538
ELA1	0.304
SLC25A13	-1.6659
KRT24	-0.0383333333333333
SMPD1	1.482
TH	-0.07475
COL6A2	2.33707142857143
ANKS1B	1.51625
GPR126	-2.8478
ZC3H12A	0.00383333333333334
TMEM47	0.913
C2orf51	0.0868
C1orf88	3.4685
HSF2BP	-0.4055
AKAP10	0.0465
RPAP3	-0.7015
KLHDC8B	0.95175
STOM	1.8118
MUPCDH	0.14825
C10orf72	0.338
PLEKHA3	0.6465
TCP11L1	-0.1145
CWF19L1	-0.152875
SPEF1	2.57484615384615
YSK4	0.38925
ELN	3.783
SAMD8	0.761666666666667
MPI	-0.462666666666667
MEPCE	0.2272
ABCC3	-0.176125
NANOGP1	-4.888
KCNK17	0.31875
HLA-DMB	4.877
RRAGA	1.67
ANGEL1	-0.11925
RBM32B	0.004
CPN1	-2.987
MGC52282	-0.2964
HLA-A	2.45891666666667
OR9G4	0.362
EDNRB	-0.492125
SCD	-1.50071428571429
C14orf80	-0.858
BAGE2	-0.442
RABL4	0.924666666666667
RCVRN	0.4755
SHANK1	0.251
NLRP7	-3.28325
CD226	1.28025
STAT3	1.8305
SYNJ2	-1.4063
TPCN2	0.126166666666667
WDR36	-0.784333333333333
MBD4	0.17925
ROBO1	-0.7018
ST3GAL6	-2.01225
SLAMF8	3.65166666666667
ATN1	0.377333333333333
GPR141	1.64325
KRT36	1.427
TPH1	1.492
DDX52	-0.5005
ZSCAN29	-0.0663333333333333
TRPT1	-0.4615
DPEP3	0.349
DENND4A	-0.546375
TSPAN16	-0.4775
PTCHD2	0.604
LOC145814	-0.35575
CAP1	1.231
EIF5A2	-0.7749
NT5DC3	-1.47625
SEPT9	-0.2315
SEZ6L2	2.46475
EGFLAM	3.62
VPS11	1.625625
NDUFB5	0.0765
CIDEA	4.76933333333333
IER5L	0.19
N6AMT1	-0.05075
FAM83C	-0.33075
OXR1	0.161833333333333
IRX1	-0.453
DGKB	-1.2854
GCN5L2	-1.5125
MIR16	1.13975
FBXW9	0.4695
WDR4	-2.54433333333333
PDC	0.339
VPS33B	0.27975
HEXB	1.0375
FLJ32214	0.553
TCEB3	-0.65575
CRLF1	-2.65575
ABI3BP	2.1365
C8orf22	-4.406
PYCR1	-0.979625
KIAA1706	1.16975
CDK5R2	0.712375
WAS	0.5795
C12orf60	-0.50475
CCBL2	-0.29825
MADD	0.641
C5orf34	-2.2615
WDR42A	0.5842
KLF12	-0.042625
HSPA1A	2.67525
ITM2C	-0.804916666666667
DAPK2	1.975
LOC442590	1.1265
SUMF2	1.052875
CENPA	-3.78161538461538
TMED5	-0.0135
CDH6	-0.4824
BRP44	0.794875
THG1L	-0.10825
GABRA2	-2.1495
C14orf166	-0.13125
MYL1	-2.21983333333333
TNFSF18	0.386
PAP2D	-1.19716666666667
PPIB	-0.22625
KLHL4	0.171625
SFN	-2.87116666666667
CCDC127	0.74125
FRAP1	0.06425
GOLGA5	0.416
SDCCAG1	-0.37475
MGC21675	0.015
C10orf95	-1.649
KIAA1345	0.0946666666666667
C1orf163	-1.2335
LACE1	-0.710166666666667
OR10K2	-0.1955
CENPN	-3.16092
TMED2	0.79675
UGT1A6	-2.0255
ANG	-0.10175
U2AF1	-1.62133333333333
CASC2	0.1265
NMT2	-0.379833333333333
OSGEPL1	0.07975
DFNB31	-0.722
SLC6A20	1.028875
DKC1	-1.22025
FXYD4	-1.429
WDR64	-0.18025
MGC5590	0.631
CREBZF	-0.386666666666667
DAZ1	-0.338
PRPSAP1	-0.84575
GCHFR	-0.17
TTC7A	-0.313125
LOC196993	0.15625
UBD	-0.720166666666667
S100A1	0.366125
