Hybridization REF	TCGA-C8-A12O-01A-11R-A115-07
PLA2G2E	0.0225
ASCL1	-0.866333333333333
TSNAXIP1	0.29875
FAM131B	0.064875
IFNA10	-0.0785
NUP43	-1.23225
FAM44B	-0.351875
L1TD1	-4.15233333333333
NMD3	-0.668166666666667
C18orf54	-0.5039
PHOSPHO1	0.5145
RAG2	-2.0225
EMILIN3	0.015
METTL3	-0.292
VPS13C	1.345375
REXO2	-0.3285
ANXA4	0.11825
CA1	-0.88325
DCP1B	0.10425
TULP3	-1.5005
ATP2A2	0.671285714285714
ATIC	-0.70875
ADAM15	-0.0723333333333334
NPL	1.40783333333333
LGR4	-0.376125
UEVLD	1.27733333333333
GAB1	0.95
SNAI2	0.491
ZGPAT	-0.2178
SNF1LK	0.28125
DLEU1	-1.5265
UBE2Q1	0.409875
ZMYM6	-0.023875
JPH3	-0.972166666666667
FAM38A	-0.50275
PXK	0.052
DENND2D	2.0495
BAX	-0.926416666666666
CP	3.718
RPL37	-0.1632
G6PC3	0.7525
NCOA4	0.146666666666667
LRRC14	0.937375
GORASP1	0.41575
FCHO2	-0.1275
CYP24A1	-2.8152
FXYD3	2.500375
SMARCAL1	0.21525
ABCB8	-0.282666666666667
CCDC44	-0.29075
PRDM7	-3.086
USH1C	-1.4755
DNAH5	2.88
SRF	0.231333333333333
MAL2	2.955
PGPEP1	-0.46675
SIN3B	0.05
SEMA3C	0.9595
GRAMD3	1.449
FBXO10	0.435375
OR5D13	0.5475
FLJ31818	-0.0575
CACNA1I	0.89025
S100A13	0.3705
TP63	2.34864285714286
ANXA11	0.9101
WDR66	0.731625
CSF2RB	0.5575
IFI44	0.91925
DACT1	3.30666666666667
ANKRD23	-1.556125
ATP5G1	-0.390333333333333
C21orf70	0.064
PPWD1	-1.145
DNAJC13	0.212
PAH	-6.07633333333333
PTCH2	0.31425
TRMU	0.292
CCDC9	0.5695
USP3	-0.0312
DCLRE1C	0.02
FAM55C	-0.03975
FRMD4B	0.806
CYP2R1	0.52925
RFPL1	1.521
XPO5	-0.5995
ARL6IP2	-0.5525
OSBPL5	2.0535
MMP9	4.02063636363636
KIAA0802	-0.1355
DHRS2	-0.272666666666667
SGEF	1.3315
TXNDC10	-0.5607
EXOC6	0.995
RPS27	0.294166666666667
PNCK	0.588333333333333
FSTL1	0.34875
AACS	0.90125
SLMAP	1.114
SAMD4A	0.4051
ABRA	0.51675
SMARCD3	1.36325
PKNOX2	-1.39216666666667
A4GNT	0.199
C9orf39	-1.61583333333333
RALYL	0.2285
MGC33556	-2.423
C10orf25	-0.1825
BBOX1	3.182
NHEDC1	0.02525
XDH	-0.909
GCSH	-0.0375
EDN1	1.36683333333333
MTERF	-0.79875
CLK4	-0.000999999999999997
ZNF799	-0.128833333333333
KCNG1	-1.383625
CXCR4	0.358
PTPRR	-2.007
IRAK1	-0.277375
LOC401397	-1.42
TMSB10	-0.0498571428571429
CXCL3	-3.5754
TMC4	2.53275
OR7A10	0.56
STYK1	0.68625
CHRNA10	-0.24075
CCNI	0.01025
EP300	0.756428571428571
LOC165186	-0.1285
HIC2	-2.689
SDR-O	0.286
OR2W1	1.069
KCNA6	-0.0405
TRIM74	-1.75925
REEP6	1.6655
ATP5G2	0.369
ERG	0.7155
TMEM42	0.16925
PARN	0.202833333333333
SOD2	0.1841875
DIRAS1	0.845666666666667
PNPT1	-1.03675
JOSD3	-1.55175
hCG_40738	-0.166
PDE1C	-2.5
SEMA4D	-0.53475
AGPAT1	-0.2595
NOSTRIN	0.3445
MAP3K3	0.1805
MAX	0.451928571428571
CAPS	3.54433333333333
SERPINA12	0.171
OSBPL8	0.00937500000000002
RICS	1.2132
NR4A2	1.1855
PPCS	1.0105
LONP1	-0.879
SCYL3	1.04725
HERC2P2	-1.46816666666667
FIBCD1	0.24
C15orf41	-0.29675
DMC1	0.0325
C20orf27	-0.20775
RPS6KA5	-0.4326
FAHD1	1.2445
SLC12A4	-0.086
BRCA1	-0.935083333333333
GBL	0.23575
SLK	0.784333333333333
NUDT9P1	-1.9495
NOXO1	4.1925
USP52	-1.22075
BAZ1B	0.6665
SLCO2B1	3.58975
BBS12	0.548333333333333
LRGUK	-0.498833333333333
TERF2IP	0.136
COL1A1	5.216
KIAA0090	0.26575
GRK5	-0.198833333333333
AP1S2	-1.3991
TMEM52	0.3715
CA11	-0.791875
OR4A15	0.530333333333333
ACBD3	1.3289
SPAG11B	0.310375
PRDM2	0.9074
FOXP3	0.547
SMYD3	-0.1652
LOC389199	0.8185
LGI2	1.93966666666667
NAPE-PLD	-0.6822
ANKRD6	0.5935
WDR45	0.6335
SHROOM1	-0.30525
PSCD3	0.0445
PYY	1.9425
KCNC1	1.7725
ARHGEF9	0.4557
OR8J1	0.4945
GPR55	0.00599999999999999
NS3BP	-2.158
C10orf22	0.599333333333333
NAT8L	1.09925
DUSP4	-0.729833333333333
FOXM1	-1.01383333333333
GRAMD2	1.46166666666667
ZBTB48	-0.211666666666667
BUD31	-0.187
PABPC5	1.7115
CCDC41	0.255
FBXO11	-0.383416666666667
C6orf148	-1.15225
RFXAP	-1.3655
C6orf15	0.111166666666667
CDK8	-0.0153333333333333
C6orf70	-0.10975
TESSP2	0.3615
ALG2	0.389
PPP1R3D	0.27425
TPM3	0.253055555555556
SYT13	2.88925
EPB42	-0.279333333333333
CETN3	-1.27825
PRY	-0.021
NTHL1	0.3335
POLR2B	-0.702
RPS28	0.245916666666667
P2RX3	0.13675
LYZL4	0.3875
WBP4	-0.5706
PMM1	0.39
C11orf79	0.692
CBLL1	-0.499
IL1F10	0.326166666666667
VAX2	0.1365
SETDB1	-0.617833333333333
LRAP	-0.0685
GCLM	-0.196
CPEB3	1.66275
PPM1A	0.5074375
INTS1	-0.766
CAMTA1	0.247666666666667
SAMSN1	-1.25775
LOC158830	-2.0105
GMPPA	0.70025
AIPL1	0.46775
IL24	0.3115
BDKRB1	1.08483333333333
MLF1	-0.5983
TAF12	-0.27725
ID1	-2.747375
THADA	-0.33275
PIK3CB	-0.00025
OR4N5	1.0615
TBC1D17	-0.211666666666667
COX8A	0.33075
CDCA4	-0.37375
C2orf44	-1.14
ZNF534	-0.31
IMMP1L	0.447
NIPSNAP3B	-0.19825
FTMT	0.4105
PWP2	-0.181
MMP15	0.2156
DNAH11	-0.75475
MTMR14	0.07525
DNAL4	1.19175
IPP	-0.9205
TMEM59	0.2315
C1orf157	0.834
RGS4	1.2885
DDX18	-0.0911666666666667
SNX6	0.35725
ZNHIT2	0.383166666666667
NCDN	-0.3665
FLJ33534	-0.086
RAG1	-2.097
OR4D10	0.527
PTPN5	0.372833333333333
POMT1	0.08325
LRRC8A	-0.074
CYP1A1	-0.5965
CAPN1	0.190166666666667
DDHD2	1.05175
GRIK2	0.15725
GNRHR	0.101333333333333
PPBP	0.2
HTR3A	-0.17875
SLITRK4	1.41375
ANKRD49	-0.20675
BTF3	-1.3488
SARS	-0.21825
C13orf18	0.744666666666667
CACNB1	-0.0460714285714286
QKI	0.361727272727273
SETMAR	0.28
MAN2B1	1.00266666666667
EML3	-0.0565
ACADL	3.52983333333333
OFD1	-0.772375
DEFB114	0.068
CGA	-3.4578
PEX16	0.0501666666666667
LRRC10	-0.3255
GNG12	0.2695
C1orf152	0.194
CHRM1	0.5905
CD53	0.901125
DBH	-0.305
TFAP2B	0.029375
HIST1H2BJ	-0.760333333333333
FAM46D	-0.395
TMEM11	-0.1605
C3orf32	-2.471
PCCB	-1.039375
IPO13	0.50975
C6orf105	-3.1025
COMMD5	1.174
SUV420H1	0.113
LTBR	0.43775
ARHGAP15	-0.98875
HDHD2	-0.0255
TDRKH	-0.462333333333333
LOC401052	1.1045
PSG4	-0.57375
GNB4	0.0891
SPATA4	-0.09725
SLC9A3	-0.37
OSBP	0.734
NBPF3	-1.34783333333333
DOCK11	-1.099
SLC39A5	-0.73
PRR5	1.0736
C10orf63	0.10625
SMTNL2	0.1945
ADRA1A	0.41
ASAH1	1.7313
DOM3Z	-0.5452
GIPR	0.500166666666667
AHI1	-1.04883333333333
NADSYN1	0.930166666666667
RGS14	-0.3138
IL18BP	1.0905
RTN4RL1	1.5585
ARMC6	-0.21525
PSMD5	-0.210833333333333
HK3	1.6382
OR4S1	0.40325
RSU1	1.1534
MAD2L1	-2.69955555555556
EIF4A3	0.01975
DLEC1	-0.261333333333333
E4F1	-0.0215
CHMP2B	0.7097
CAMSAP1	-1.022
RPS21	-0.342333333333333
ARID5A	0.115
UBE2N	0.8317
IGSF8	0.497
MAGEB6	0.0025
ACAD11	-1.3525
MGC4172	-0.1575
LMO4	0.367
KLKB1	0.44325
HP	-0.678
HDAC3	-0.35525
SCHIP1	1.15575
CLCA1	-1.315
OLFML2A	0.952125
C1orf112	-1.60575
KIF19	0.627166666666667
HAPLN4	0.1891
CXCR7	0.0985
GOT2	0.5128
RAB38	-0.074375
DCX	-0.91975
PPM1H	1.10125
NFYC	0.37125
KIN	-0.3245
ZNF228	0.68375
PLSCR4	2.00883333333333
HIG2	0.92525
FAM79B	2.065
C21orf86	-0.1328
KCNK10	0.0435
ZNF738	-1.503125
FSTL5	-1.28916666666667
OR6A2	0.4535
OTOA	0.6165
EXOC1	-0.246375
AHRR	-2.796125
PDAP1	-1.773
C19orf6	-0.292
ZAN	0.53525
LY6G6E	0.285
EIF4E2	-0.2735
C20orf198	-0.1365
ZNF324	-0.12725
CYP3A5	-3.25316666666667
ENTPD7	1.82516666666667
MBOAT5	0.567
GJB5	-0.35475
TTC13	0.09875
S100Z	-1.07733333333333
KIAA0664	-0.8705
PDGFRB	2.07441666666667
IL17D	-0.14725
OR56B4	0.1875
RDX	-1.07666666666667
SLC34A3	0.5475
IL28B	0.353
JUND	1.20275
CHRNB1	-0.168625
CAMK2B	-0.3335
FETUB	-0.463
CXorf23	0.50575
MRTO4	-1.046375
TTC3	0.0292
NDUFB8	-0.062
EDG2	-0.3595
SEMA3G	0.7885
IL23A	-1.272
GRHL1	0.2846
LOC441054	-1.687
WDR65	0.987285714285714
PSTK	-0.4805
STOML3	0.0583333333333333
R3HDM2	0.29
C5	-2.747
SLC2A10	1.39866666666667
C3orf22	0.36375
PAQR3	-0.814307692307692
ANKRD26	-0.99725
HCRTR1	0.3435
LOC399947	-0.5735
PSD2	-0.997
TIGD2	-0.959666666666667
SCRN1	-0.43475
COQ10A	-0.95725
DDI2	0.2895
METTL7B	-0.354333333333333
UCN2	0.61
FAM92A3	0.4735
WDR16	0.01575
ZNF511	-0.3685
ZMYM5	-1.0135
POLR3G	-2.96575
ZNF586	-0.361
C1orf49	0.185
TANK	0.265666666666667
RCAN1	0.3975
PELI3	0.632666666666667
LIMD2	0.2365
TMEM189	-0.3
NTN4	0.01975
LOC151300	0.6655
CLEC2A	-1.4625
GPR135	-0.86725
DPYSL4	-1.11288888888889
JAK2	0.0618333333333333
TSHZ1	0.4615
TM9SF4	0.169375
ZNF264	0.387166666666667
SIRPG	1.576125
BICD1	-0.86275
HERC6	1.2315
METTL5	-1.0645
CASP1	0.923
PRRT1	0.004
PLA2G4C	2.0345
ICA1L	-0.619428571428572
TPTE2	0.1926
OTUD7A	1.17433333333333
AQP11	-1.4275
APOA2	-3.5004
KALRN	-0.3219
SECTM1	1.54608333333333
IFNAR1	-0.0595
TALDO1	0.1895
RAB11FIP4	0.332583333333333
EIF5A	-1.0765
FAM49A	1.92675
NEGR1	0.576666666666667
YTHDC2	-0.624125
EHD2	0.608375
NCF1	1.8697
SCRT2	1.565
HOXA5	-0.846166666666667
NUP133	0.22325
FGF12	-1.4440625
SLMO2	0.346
SNTA1	0.31525
CACNG2	0.3155
GCM1	0.25875
ELF1	0.359
TLR5	3.266
TCFL5	-0.387083333333333
RBMY2FP	-0.9495
LOC100125556	1.182875
FAM129B	0.28625
MAP3K7IP1	0.1815
NCK2	-0.063
OXA1L	-0.21875
FMO9P	0.6315
ZSCAN12	-0.2395
PSMD12	-0.45275
HSCB	0.68475
CLDN10	-0.292
MGC13053	-0.345
HPCAL4	-0.2425
ASZ1	-0.484
MEX3D	0.211166666666667
NFAT5	-1.4334
CSPG4LYP1	0.0466666666666667
FBXO3	0.999
DVL1	0.1295
CMKLR1	1.003
TYMS	-3.688125
PEF1	0.415
ZNF750	0.053
MCM5	-0.3012
MEGF11	-1.0105
KCNK7	0.0475
PTP4A3	0.713
C1QTNF2	-0.674
OR6S1	0.3535
FAM122B	-0.403
ZNF551	-1.17175
HBQ1	-1.5715
GEMIN6	0.16325
ARSK	0.186
RBP7	1.70666666666667
CPNE9	0.7615
DSC1	1.125
LOC730112	-0.574
MAP2K4	0.25275
HS3ST5	-1.5555
EPB41L3	-0.1795
TEKT2	0.698
CDKN2B	1.27383333333333
ZNF480	-0.90375
MAP3K6	0.1804
MAP6	2.4115
HN1	0.7363
OR2L13	0.6485
SLC16A11	0.4095
FAM96A	-0.50175
APOL1	0.63425
C5orf32	0.73675
RTP1	-0.811833333333333
RNF175	0.0251250000000002
ZBTB41	0.7415
AHCTF1	-1.2116
SAE2	-0.9499
ITGA2	0.3265
MME	-0.168666666666667
CCDC14	-2.15725
MAST4	0.0464285714285714
KRT33B	-0.324
KCTD2	-0.186333333333333
WDR26	0.487666666666667
MFI2	1.0045
NR4A3	-0.3825
ARSA	1.93625
UNKL	-0.669
SULT6B1	0.686
CCNA2	-2.192
SOX15	-0.497
PPAPDC1B	2.38158333333333
C19orf44	0.5665
MCAT	0.904583333333334
ARID1B	-0.01525
OR52N1	-0.138
C12orf48	-0.93
MAGI1	0.838125
NIPA2	0.315
GBX2	-1.19675
RSHL3	-0.14575
RAVER1	0.392166666666667
C15orf17	-0.64775
SLC30A2	1.289625
ZNF518	-0.08025
PCYT1B	-0.764
C10orf114	-0.39675
EIF3H	0.668333333333333
SLC25A39	0.5505
KIF1B	-0.01725
AMOTL2	-0.05125
C6orf120	0.2095
PSRC1	-1.95425
PLA2G10	3.30975
KIF5C	0.49
MRPL37	-0.265
C17orf62	0.329333333333333
C9orf135	-1.33216666666667
DUSP10	0.4804
CLCNKB	0.239
PSMA5	-0.196875
C8orf53	0.2765
AMPD3	1.8865
PIAS1	-0.4495
ADCYAP1R1	0.485
GYLTL1B	1.59175
CDH20	-0.0836666666666667
FBXO7	0.56775
TMEM134	1.5015
FLJ14213	1.55
ZNF3	-0.86975
LRRFIP1	0.887875
CNOT2	0.00991666666666667
ABI3	2.624
ALDH5A1	-1.08883333333333
HNT	3.1627
SERPINA4	-1.9855
TK2	0.641
STMN1	-1.94266666666667
GUCA2A	0.2985
GALNT10	1.20307142857143
DPP6	-0.6766
C9orf93	-1.332875
PRELID2	-1.524625
STK39	0.45675
SFTPA1	-1.27625
CKS2	-1.03111111111111
RHO	0.224625
C20orf135	-0.09775
XKR3	-2.18
CR1	0.0315
RPS6KA2	0.504
C20orf112	0.524
MRPL22	-0.3565
C4orf23	-0.120666666666667
GADD45B	1.1725
KLHDC1	1.22666666666667
C2orf48	-2.363
ZNF287	0.579
DAAM2	-0.6055
DPPA2	-3.0005
TCTN3	0.800333333333333
DNAJB11	-0.022375
FPR1	3.7895
DEFB4	0.251
PTCD2	-1.8763
SMOC2	4.77233333333333
CABP7	1.463
SERPINB11	0.23625
MAGEF1	0.29675
NDE1	0.255833333333333
ITGA10	-0.0585
FSHB	0.243
ANXA2	1.341125
HORMAD2	0.369
HLCS	0.90575
MCF2L	0.445833333333333
FH	-0.0575
TBC1D24	1.6285
KIAA1505	0.2495
LGALS2	-1.401
CNBD1	-1.164
SYNPO2L	2.663
PTPN23	0.231142857142857
C1orf183	-0.11
MAGEA8	-1.9245
DGCR8	-1.426
GSR	-0.37375
PAQR7	0.679
ZNF676	-1.12725
CACNA1C	0.4092
SP7	0.0985
PDCD6	0.81675
NRN1L	-0.202
BRI3BP	-0.49525
KIAA1183	0.75975
ASB4	0.00949999999999999
CCL23	0.9384
OBSL1	-0.87825
SLC12A7	1.11775
KIAA0240	0.62425
CD1B	-2.903
FCGR2A	1.805375
MDC1	-0.9725
HTR1A	0.150166666666667
OCEL1	1.26325
ATP11B	-0.95625
FBXO34	0.169666666666667
PCDH12	3.2305
RPE	-0.1785
C17orf74	-0.094
CSDC2	1.6875
PET112L	0.12025
TMBIM1	0.409875
P2RXL1	-0.0185
TCHP	-0.67675
TRMT1	-0.937333333333333
F2RL2	0.317333333333333
LRRC32	3.197
IMPG2	0.488
BGLAP	0.29975
LOC493869	-0.782666666666667
MRAS	1.907625
SLC35F5	1.25075
CBWD1	-0.1015
AXL	-0.595625
ATP2C2	0.9995
TELO2	0.3385
PNPLA3	0.5305
PCDHB14	1.052
CD276	0.4645
KRT80	-0.77625
DUSP28	-0.614
CSNK1E	-0.253333333333333
SRP14	0.653
KCNQ4	0.2695
KRT72	0.220166666666667
CCDC117	2.088625
C6orf89	-0.192555555555556
TUBB2B	-2.35533333333333
RTN4IP1	-0.90325
CR1L	-2.95416666666667
CEND1	0.444125
C12orf41	-0.266833333333333
RNF31	0.30575
UBN1	0.095
C17orf32	1.185
SLC5A7	-0.39225
GPR92	1.5755
ESAM	2.0503
CTNNA1	0.424666666666667
HRBL	0.0843
CBX4	0.54575
TMEM182	0.462
SH3TC2	-0.653166666666667
IL10	0.951333333333333
PXMP4	2.2325
RNF167	0.2583
PAK7	1.53216666666667
ETV3	-0.3475
ATPIF1	-0.362166666666667
LOC554207	-1.71066666666667
OR8H1	0.41775
WDFY3	0.428375
DPM1	-0.73125
GPSM1	0.19
WDR92	-0.594
LRP1	0.889166666666667
ANKH	1.185875
THUMPD3	-0.772
POLR1B	-0.373
OLFM4	2.89283333333333
RAD9B	0.06525
TSPY2	-2.2375
PAX6	-2.4135
SCG2	-2.9745
SLC17A6	-0.259
FMO3	3.68375
PADI4	-0.7785
TUBB4	-0.255
NLK	0.68325
POU4F3	-0.0425
SDF4	0.32725
ITGBL1	2.92933333333333
NETO1	-0.61725
TAP2	0.397
ABBA-1	0.108416666666667
GNAI1	-0.61875
VPS4B	0.6
NOPE	-0.1136
GALNT6	0.8665
SESN1	-0.558875
GBE1	-1.07322222222222
CLASP1	0.48925
RASGEF1B	1.000125
ACOT11	-0.0437142857142857
AFAP1	1.6825
OR2H2	0.3635
DPY19L2P1	-1.23325
DZIP1	-0.85875
SEC22C	0.264666666666667
GPR161	-0.416416666666667
RNF146	-0.18775
WDR74	-0.508
GALP	-0.0135
PURA	-0.093
DNPEP	0.310666666666667
RP11-78J21.1	-1.313
ERBB2	1.6465
FANCM	-1.227
NEO1	0.627666666666667
DDX3Y	-4.2284
RPS3A	-0.23225
MXRA7	0.714857142857143
LGALS3	0.953166666666667
GLT8D1	0.153
CFL2	-1.68783333333333
UPB1	0.36075
NAP1L5	-0.3035
CLDN14	1.5295
DHX38	-0.94675
BTBD1	0.0895
TARS2	-0.699
ABCF1	-0.7298
FCF1	0.201166666666667
LRRC49	0.078
GUCY1B2	-1.771
C1orf177	1.08933333333333
SMARCA4	-0.807714285714286
LRP8	-2.4185
TAGLN3	-0.92025
MRPL14	-0.7425
TTRAP	-0.31175
ZDHHC20	0.4
NFE2L3	-1.093
KIAA1377	-0.86325
PALMD	0.1249
TMEM43	0.3905
TTL	-0.861125
STAT5B	-0.897166666666667
SSB	-1.084625
OR10H5	0.4075
SLC22A13	-0.48875
AKAP3	0.078
TIMM23	0.258666666666667
OAS2	2.11241666666667
KIAA0423	0.62175
TRIM11	0.2435
GLIS3	1.866875
TMEM50B	0.752333333333333
ARHGEF4	-0.722
DEGS1	0.926272727272727
TBL1XR1	0.5597
G6PD	0.833
SP140	0.5335
MUC17	0.200428571428571
NUDC	-0.1856
DNAJC5B	2.75166666666667
SCARA3	-0.511833333333333
CPA3	5.55533333333333
BCAT2	0.0395
MFN1	0.37
NRG3	0.1185
SNX11	0.5485
PLEKHH1	-0.5045
GPR177	-0.359166666666667
HCFC2	0.931
TCAP	-0.36075
MOCOS	-1.861
C14orf93	-0.3245
PRDM10	-0.416166666666667
SLC16A4	-0.679166666666667
SRGAP1	-0.21
VIP	0.6425
DUSP27	0.306833333333333
LILRA1	1.235
MC2R	0.454
MGC24103	-0.9295
MBTD1	-3.353
FUT11	-0.0311666666666667
USP33	-0.0326
C15orf39	0.045
MAP3K12	0.366875
PAAF1	-0.740333333333333
BARHL1	0.1475
FLJ16165	-0.463
PIWIL2	-2.912
SYNE1	0.306833333333333
CMTM4	0.975
TSPYL1	0.1083
GUF1	-0.892333333333333
TMEM157	1.081
WDR44	0.20725
HIST1H3C	-0.236
DKFZp666G057	-0.082
RNPEP	0.12475
GAS2L2	0.484833333333333
ADH4	-4.3695
GRPR	3.296
FBXL17	1.095
ZBTB10	1.13866666666667
Gcom1	0.748777777777778
HTRA1	2.1073
ZNF585A	-0.5365
SLC26A2	-0.7595
OTOP3	0.8615
WISP1	3.21655555555556
ATP2B4	-0.495583333333333
FLJ10769	-0.071
CRAMP1L	0.251625
CHST12	-0.426
RAB22A	0.1145
TARDBP	-0.406785714285714
STAU1	0.19825
CRB3	2.07083333333333
MIG7	4.64625
CHMP1A	0.34
ZNF160	-0.698625
B3GALT6	0.46725
BARX1	-1.21216666666667
C6orf167	-1.535125
NXNL1	0.5725
DHX29	-0.46675
HADHB	-0.2775
PLXNB2	1.111375
ILDR1	-1.76625
SLC15A3	2.842
GAS2	-4.51316666666667
C20orf69	-1.28525
NUMB	0.2555
TNIP1	0.010125
MESP1	1.12016666666667
PSKH1	0.15975
NSFL1C	0.3675
RHOG	0.7445
HEY1	-1.46983333333333
KNG1	-1.84975
ITGAX	2.2579
LIN9	-1.01483333333333
CANT1	0.904125
XRN1	-0.682
CCDC96	1.1531
HEATR6	-1.442
GNG7	0.21575
RUNX2	1.7553125
SOX1	-0.163333333333333
FCRL5	1.1223
ZNF99	-0.69775
FAM9A	0.427
SNX22	0.741833333333333
MBNL3	-1.91616666666667
ODC1	-2.3131
ADORA2B	-0.4475
NR2F6	0.33725
ZFYVE16	-0.0895
SYNJ2BP	-0.0597
POLE	-0.943375
E2F2	-0.891125
THRA	0.364
PTGES2	-0.688166666666667
HIP1R	0.9705
TMUB1	0.157166666666667
ENO3	-1.93575
RSPH10B	0.153
CXorf39	1.182125
IRGC	0.35225
GPR109B	0.02425
FLJ13305	-1.3225
LCE3A	0.7815
TNFRSF18	0.627
DET1	0.67775
TRPM3	-0.286333333333333
C16orf79	-0.969
FECH	0.122666666666667
RAP2A	0.346
CRIP1	3.03033333333333
AZIN1	1.188625
SLC7A7	3.80075
IL10RA	0.9012
TMEM64	-2.5275
CDC42EP4	0.7857
C16orf58	0.8456
ARG2	-2.5235
POU5F1P4	-4.18825
FAM62B	0.09825
DNAH8	-1.8247
ASH2L	0.977875
TSLP	-3.593
CNTNAP5	-0.1385
TMEM16C	-0.46975
IFNA14	0.2005
SLC1A3	1.19325
CABYR	-0.1505
BCL7B	-0.1067
NUDT13	0.000999999999999992
C13orf28	0.255
C1orf53	-0.276
ARL6IP4	0.2798
RPL35A	-0.19025
EMR3	0.65175
RAB40C	0.679083333333333
SLC41A1	-0.298166666666667
LRCH1	-0.435
LY6G5B	-0.6815
FAM124A	-0.348857142857143
MGC10981	-3.66783333333333
CLIP3	0.5119
MAP4K2	-0.256666666666667
CHIC1	-0.952
SULF1	5.0545
C20orf30	0.486428571428571
PRDM5	-0.8515
ELOVL1	0.668
C11orf48	-0.223375
SLC39A10	-0.618
KCNV1	0.0025
ACP1	-1.03266666666667
ZMYM2	-1.629625
B3GNT6	0.198666666666667
C9orf69	-0.9215
C2orf15	0.451
C20orf166	0.4605
HSP90AA6P	-0.858
EDG7	-0.1865
NEURL	0.17275
LPL	0.8095
CLEC2D	-0.524071428571429
GRRP1	1.376
CD8B	-2.4068
HIST1H3D	-0.5655
SLC6A12	0.94025
FAM27L	-0.0655
CD84	2.3963
RASA1	0.0565
PHKG1	-0.417
MAGEA11	-1.4125
IMPA1	-0.1627
NPM3	-0.07325
RARRES1	4.46475
SH3BP1	0.099
B3GNTL1	-0.092
ARPC5L	-0.453666666666667
KLHL26	0.088
SIM2	0.4775
GJC1	0.469
C20orf194	-0.01125
EXO1	-1.57175
SLC2A2	-2.30066666666667
LOC285074	-0.76375
LRG1	2.0025
KIRREL	-0.7245
PIK3R1	0.321642857142857
C4orf34	1.89025
MAF	-0.348333333333333
ADCY4	3.13683333333333
ZMIZ2	0.5445
SLC46A3	2.235
STAMBP	-0.8085
CCDC16	0.64
MS4A12	0.421
TCF20	0.2705
LRRC46	1.22675
C20orf152	-0.11425
MRPS6	-0.99925
ABCB11	0.115
KCNC2	-0.0976666666666667
CDH19	-1.9725
C9orf123	-0.855333333333333
SSH3	1.684875
LDLRAD1	-2.1
CCBE1	0.0695
ZNF135	-0.215625
TAAR1	0.0455
WFDC12	0.649
CCDC42	-0.151833333333333
FLJ12529	-0.09375
PER1	-0.936333333333333
TIMM50	-0.3175
SMARCAD1	-0.7305
FAM26C	0.2795
TP53TG3	-2.876
SH3RF1	0.7298
LMCD1	2.356
GPR63	0.3685
FLJ21986	-1.88475
AIFM3	0.67675
MICAL1	-0.625833333333333
BLZF1	0.226666666666667
IQCA	1.16066666666667
PCDHGC3	-0.0855
SAC	0.0835
BCL6B	1.71766666666667
DDO	-0.04125
MARCO	1.58325
DCHS1	1.80016666666667
C1orf170	0.225666666666667
CD200R1	1.25633333333333
C22orf15	-0.1485
SEPT11	0.128833333333333
ADNP	0.0255
UST	-0.1694
C13orf34	-1.52066666666667
RFFL	0.630928571428571
APBA3	0.25
C2orf60	-0.611
CUTL1	0.1503
PMS1	-0.92475
ZNF689	2.081
EIF3E	-0.606166666666667
IL9	0.3585
RPL31	-0.167875
LY9	0.381666666666667
ATP2B3	0.34575
KDELR2	0.787375
TFCP2	0.093625
NLRP12	1.371625
FLJ45422	-1.2935
TLE4	-0.7971
ZNF570	-0.012
FLJ43806	-0.4925
TLK2	-0.926625
CIR	0.0565
MARS2	0.3375
COL24A1	0.44925
SDF2L1	1.3565
HIBADH	-0.175166666666667
IGFBP3	-1.88542857142857
C12orf23	0.999875
PSPC1	-1.26975
C20orf43	-0.07225
TRAV20	0.695
ARHGAP24	1.21925
KIAA1975	1.2865
C1QA	2.9211
DNTT	-4.42633333333333
C10orf6	-0.409583333333333
C11orf41	0.63575
HNRPF	0.623
COL11A1	6.39583333333333
UBAP2	-0.2595
CDKN2AIPNL	-0.6645
C20orf174	3.30025
SPRED2	-0.01125
PLA2G12A	0.563333333333333
ICEBERG	-1.86416666666667
SCN10A	0.274
C11orf65	-0.02875
GBP5	4.5535
PITPNC1	-0.8835
POU3F3	1.2575
NCOA7	0.12575
LIN7C	0.2929
LOC348840	-2.353
NKX2-2	-2.4515
ANKRD13D	0.1075
LOC123688	0.6915
FUT2	1.179
TAAR8	0.555
FZD4	0.873833333333333
PNMA3	-0.725
OR4L1	0.542
WIT1	-1.7605
EXOC3L	1.00375
ATPBD4	1.1854
KRBA1	-0.8425
UBXD6	-1.0285
HOXB7	-0.0279285714285714
C7orf23	-0.5015
UNQ338	0.8905
STAB2	1.74375
CDC20B	0.4855
IRF9	2.22125
CENTG1	0.957166666666667
TNPO2	-0.85275
MCPH1	-0.110625
BMS1P5	-1.971
SLC26A7	0.88375
HIST1H3J	-0.021
C9orf3	0.2439
LBH	1.305
MYO1D	0.7865
PTDSS2	0.47375
NFU1	0.12225
DEPDC4	-1.033
WNT7B	1.3018
GLP2R	-0.0893333333333333
SETD4	-0.572
DYNLT3	0.2897
FKBP11	0.693
SESTD1	0.267166666666667
FLII	-0.34475
RPS16	-0.1914
CHPF	1.23716666666667
CSNK2A1	-0.224166666666667
SUMO1P1	-0.4955
FKBP6	-0.565
ZNF214	-0.0901666666666667
TWIST1	0.652
DDX56	-0.669333333333333
TRAM1L1	1.1787
EPO	0.3045
