Hybridization REF	TCGA-D8-A13Y-01A-11R-A115-07
C1orf49	0.930833333333333
TANK	0.0308333333333333
RCAN1	-0.301
PELI3	1.99833333333333
LIMD2	1.09558333333333
TMEM189	0.8945
NTN4	-4.4285
LOC151300	0.704
CLEC2A	-1.612
GPR135	1.546375
DPYSL4	1.0399
JAK2	-0.940166666666667
TSHZ1	2.19983333333333
TM9SF4	-0.863375
ZNF264	0.9385
SIRPG	0.357375
BICD1	-0.12125
HERC6	-1.37083333333333
METTL5	-1.269
CASP1	-1.59725
PRRT1	0.9915
PLA2G4C	0.671833333333333
ICA1L	1.87214285714286
TPTE2	-0.291
OTUD7A	-0.570666666666667
AQP11	1.511
APOA2	-4.0044
KALRN	1.471
SECTM1	-0.328166666666667
IFNAR1	0.607
TALDO1	-0.12225
RAB11FIP4	-0.443333333333333
EIF5A	-1.638
FAM49A	3.30875
NEGR1	0.677166666666667
YTHDC2	0.03075
EHD2	-1.5635
NCF1	0.2221
SCRT2	-1.157
HOXA5	1.07416666666667
NUP133	0.25375
FGF12	-1.528
SLMO2	0.746625
SNTA1	1.02325
CACNG2	-0.169625
GCM1	0.2105
ELF1	-1.25916666666667
TLR5	1.05925
TCFL5	-0.0299166666666667
RBMY2FP	-0.956
LOC100125556	0.498125
FAM129B	0.287
MAP3K7IP1	-0.838375
NCK2	-0.816
OXA1L	-1.2835
FMO9P	0.4685
ZSCAN12	0.6845
PSMD12	0.641666666666667
HSCB	-0.25925
CLDN10	-3.63925
MGC13053	-1.575
HPCAL4	1.34083333333333
ASZ1	-1.094
MEX3D	-0.8165
NFAT5	-1.2874
CSPG4LYP1	-0.826
FBXO3	0.762
DVL1	-0.0903333333333333
CMKLR1	0.868666666666667
TYMS	-1.101125
PEF1	0.215
ZNF750	-0.048
MCM5	-0.7114
MEGF11	3.20275
KCNK7	-0.002
PTP4A3	0.276
C1QTNF2	0.5795
OR6S1	0.278
FAM122B	-0.64975
ZNF551	0.75675
HBQ1	-2.51
GEMIN6	0.01675
ARSK	0.264
RBP7	3.57966666666667
CPNE9	2.15575
DSC1	-0.3245
LOC730112	-0.627333333333333
MAP2K4	0.173625
HS3ST5	-1.039
EPB41L3	0.0225
TEKT2	4.1775
CDKN2B	0.528083333333333
ZNF480	-1.5565
MAP3K6	0.0128
MAP6	3.7235
HN1	-0.405
OR2L13	0.3005
SLC16A11	0.88975
FAM96A	0.62775
APOL1	-1.88425
C5orf32	-0.18375
RTP1	-0.392
RNF175	-1.79725
ZBTB41	1.421625
AHCTF1	0.2247
SAE2	-0.7036
ITGA2	1.60716666666667
MME	1.66916666666667
CCDC14	-0.05575
MAST4	-0.354571428571429
KRT33B	-0.735
KCTD2	-0.91
WDR26	0.21225
MFI2	1.579375
NR4A3	-0.97175
ARSA	0.2175
UNKL	-0.331
SULT6B1	-0.058
CCNA2	-1.47483333333333
SOX15	0.062
PPAPDC1B	1.34316666666667
C19orf44	-0.0485
MCAT	-0.462166666666667
ARID1B	0.626875
OR52N1	2.16
C12orf48	-0.36825
MAGI1	1.12775
NIPA2	0.06775
GBX2	-1.2025
RSHL3	1.92775
RAVER1	-0.613166666666667
C15orf17	0.0675
SLC30A2	1.84675
ZNF518	-0.282
PCYT1B	1.26575
C10orf114	0.1535
EIF3H	-0.0671666666666667
SLC25A39	-0.870666666666667
KIF1B	-0.42375
AMOTL2	-0.0715
C6orf120	0.4315
PSRC1	0.54375
PLA2G10	2.208375
KIF5C	1.14025
MRPL37	0.4835
C17orf62	-1.068
C9orf135	-2.0176
DUSP10	0.662
CLCNKB	0.2925
PSMA5	-0.1165
C8orf53	0.4865
AMPD3	2.14783333333333
PIAS1	-0.5325
ADCYAP1R1	0.389
GYLTL1B	2.236
CDH20	0.252333333333333
FBXO7	-0.19325
TMEM134	0.414333333333333
FLJ14213	-0.189666666666667
ZNF3	-0.01325
LRRFIP1	-0.363458333333333
CNOT2	0.502833333333333
ABI3	1.608
ALDH5A1	0.786333333333333
HNT	2.5283
SERPINA4	-3.21575
TK2	0.4635
STMN1	-0.331
GUCA2A	0.1465
GALNT10	0.293142857142857
DPP6	-0.3273
C9orf93	-0.526875
PRELID2	0.295375
STK39	0.88225
SFTPA1	-1.819
CKS2	-0.0824444444444445
RHO	0.351875
C20orf135	0.077
XKR3	-2.425
CR1	-0.1045
RPS6KA2	0.490714285714286
C20orf112	0.018
MRPL22	0.3385
C4orf23	-0.984
GADD45B	-0.4085
KLHDC1	1.84466666666667
C2orf48	-1.5455
ZNF287	1.715
DAAM2	-1.591
DPPA2	-3.13083333333333
TCTN3	-0.926333333333333
DNAJB11	0.371125
FPR1	1.89425
DEFB4	0.1275
PTCD2	-1.0516
SMOC2	4.402
CABP7	1.1685
SERPINB11	0.11225
MAGEF1	1.45
NDE1	0.509833333333333
ITGA10	0.688
FSHB	-0.218
ANXA2	-0.27925
HORMAD2	0.0025
HLCS	1.08675
MCF2L	1.66691666666667
FH	-0.234375
TBC1D24	2.394
KIAA1505	0.248
LGALS2	-2.78125
CNBD1	-0.119
SYNPO2L	0.47275
PTPN23	0.172214285714286
C1orf183	0.144
MAGEA8	-3.06625
DGCR8	-1.125875
GSR	-0.52625
PAQR7	-0.36275
ZNF676	0.36625
CACNA1C	1.29
SP7	1.137
PDCD6	0.18325
NRN1L	0.336
BRI3BP	-0.0425
KIAA1183	0.48125
ASB4	0.349
CCL23	0.501222222222222
OBSL1	-0.29125
SLC12A7	0.554416666666667
KIAA0240	0.488625
CD1B	-3.71766666666667
FCGR2A	0.399625
MDC1	0.61275
HTR1A	-0.445666666666667
OCEL1	-0.5785
ATP11B	-1.11146666666667
FBXO34	0.152
PCDH12	2.4625
RPE	-0.04725
C17orf74	-0.2
CSDC2	-0.00216666666666666
PET112L	-1.622
TMBIM1	-0.45425
P2RXL1	-0.63425
TCHP	-0.85725
TRMT1	-1.26733333333333
F2RL2	-2.08881818181818
LRRC32	2.437
IMPG2	-0.0605
BGLAP	0.68925
LOC493869	-1.90158333333333
MRAS	1.983
SLC35F5	-0.12375
CBWD1	0.206
AXL	-3.236375
ATP2C2	0.219
TELO2	-0.1765
PNPLA3	-3.26875
PCDHB14	1.81675
CD276	-0.08475
KRT80	-2.2895
DUSP28	-0.638
CSNK1E	-0.715
SRP14	1.0155
KCNQ4	-0.6145
KRT72	0.710666666666667
CCDC117	-0.60725
C6orf89	-0.642277777777778
TUBB2B	-3.73066666666667
RTN4IP1	-1.03925
CR1L	-3.78066666666667
CEND1	0.640375
C12orf41	0.897666666666667
RNF31	0.06725
UBN1	0.583166666666667
C17orf32	-0.214
SLC5A7	0.14975
GPR92	1.0405
ESAM	1.7894
CTNNA1	-0.124166666666667
HRBL	1.0954
CBX4	-0.8735
TMEM182	-0.8245
SH3TC2	-2.1855
IL10	0.1555
PXMP4	1.4085
RNF167	-0.1187
PAK7	0.7215
ETV3	-0.2865
ATPIF1	-0.429166666666667
LOC554207	-1.006
OR8H1	0.2175
WDFY3	0.907625
DPM1	0.02
GPSM1	0.1185
WDR92	-0.3564
LRP1	-0.612
ANKH	0.80775
THUMPD3	0.12725
POLR1B	-1.2185
OLFM4	2.34016666666667
RAD9B	0.879
TSPY2	-3.596
PAX6	2.68283333333333
SCG2	1.65925
SLC17A6	3.009
FMO3	4.188
PADI4	-0.260375
TUBB4	-0.8744
NLK	-0.6445
POU4F3	-0.54
SDF4	-0.7695
ITGBL1	1.33866666666667
NETO1	-1.06825
TAP2	-0.604125
ABBA-1	-0.63525
GNAI1	2.02675
VPS4B	0.5175
NOPE	-0.9666
GALNT6	0.666
SESN1	0.904625
GBE1	-1.42622222222222
CLASP1	-0.67375
RASGEF1B	1.370375
ACOT11	0.792642857142857
AFAP1	0.32775
OR2H2	0.08575
DPY19L2P1	1.419
DZIP1	-0.755
SEC22C	0.631
GPR161	-0.846666666666667
RNF146	0.68475
WDR74	-0.398375
GALP	0.2705
PURA	0.421
DNPEP	0.587166666666667
RP11-78J21.1	-0.612
ERBB2	-0.644
FANCM	0.3595
NEO1	0.147166666666667
DDX3Y	-4.8925
RPS3A	-1.27175
MXRA7	-1.05207142857143
LGALS3	-1.46933333333333
GLT8D1	0.6785
CFL2	-0.0856666666666667
UPB1	-0.07875
NAP1L5	0.632375
CLDN14	-1.3705
DHX38	-1.50025
BTBD1	0.19325
TARS2	-0.3675
ABCF1	0.3634
FCF1	0.178333333333333
LRRC49	2.938
GUCY1B2	-0.1095
C1orf177	1.78166666666667
SMARCA4	-1.66642857142857
LRP8	-0.2815
TAGLN3	3.76675
MRPL14	-0.974
TTRAP	1.36975
ZDHHC20	0.8135
NFE2L3	1.35925
KIAA1377	2.969625
PALMD	0.0732222222222222
TMEM43	-0.0145
TTL	-0.0905
STAT5B	-2.22383333333333
SSB	-1.22475
OR10H5	-0.379
SLC22A13	-1.37066666666667
AKAP3	-0.958
TIMM23	-0.0843333333333333
OAS2	0.465
KIAA0423	1.1325
TRIM11	0.431666666666667
GLIS3	0.67075
TMEM50B	1.472
ARHGEF4	0.706375
DEGS1	0.431818181818182
TBL1XR1	1.02456666666667
G6PD	-1.736
SP140	0.1432
MUC17	0.0493846153846153
NUDC	-0.644
DNAJC5B	2.12516666666667
SCARA3	-0.114833333333333
CPA3	2.7785
BCAT2	-0.872125
MFN1	-0.2933
NRG3	-0.099
SNX11	0.95125
PLEKHH1	0.385166666666667
GPR177	-0.868
HCFC2	1.93575
TCAP	0.38275
MOCOS	-1.4325
C14orf93	0.565
PRDM10	-0.4775
SLC16A4	0.421916666666667
SRGAP1	-0.6155
VIP	0.339
DUSP27	2.3775
LILRA1	0.2677
MC2R	0.216
MGC24103	-2.19125
MBTD1	-1.602
FUT11	-0.7575
USP33	1.5201
C15orf39	-0.50475
MAP3K12	1.53875
PAAF1	0.260166666666667
BARHL1	0.268
FLJ16165	-0.36
PIWIL2	-3.356
SYNE1	0.367416666666667
CMTM4	-0.3895
TSPYL1	-0.0125
GUF1	-1.16666666666667
TMEM157	2.065
WDR44	-0.49975
HIST1H3C	-0.38725
DKFZp666G057	3.42025
RNPEP	-0.74225
GAS2L2	0.659333333333333
ADH4	-6.14175
GRPR	0.7425
FBXL17	-1.62675
ZBTB10	1.66175
Gcom1	0.0303888888888889
HTRA1	0.8279
ZNF585A	-0.00683333333333336
SLC26A2	-0.241214285714286
OTOP3	0.084
WISP1	1.11333333333333
ATP2B4	-0.80125
FLJ10769	-0.6615
CRAMP1L	0.575375
CHST12	-0.4475
RAB22A	1.53983333333333
TARDBP	-0.0209285714285714
STAU1	0.30375
CRB3	1.441
MIG7	-1.49525
CHMP1A	-1.02916666666667
ZNF160	-0.062875
B3GALT6	-0.22
BARX1	-2.54533333333333
C6orf167	-0.574
NXNL1	0.5765
DHX29	0.270375
HADHB	-0.4715
PLXNB2	-0.22475
ILDR1	-0.494
SLC15A3	1.819
GAS2	-0.283333333333333
C20orf69	-0.15275
NUMB	-1.44475
TNIP1	-0.540625
MESP1	2.648
PSKH1	-0.29125
NSFL1C	-0.22225
RHOG	-0.76875
HEY1	1.3135
KNG1	-1.97275
ITGAX	1.2693
LIN9	0.0885
CANT1	-0.385125
XRN1	0.206642857142857
CCDC96	1.817
HEATR6	-0.796166666666667
GNG7	-1.2695
RUNX2	-0.1494375
SOX1	-0.0743333333333334
FCRL5	0.3972
ZNF99	0.438875
FAM9A	1.211
SNX22	0.941166666666667
MBNL3	-0.925666666666667
ODC1	-1.0703
ADORA2B	-1.9245
NR2F6	-1.40575
ZFYVE16	1.02016666666667
SYNJ2BP	-0.8789
POLE	-0.560875
E2F2	0.171625
THRA	-0.127833333333333
PTGES2	-0.475833333333333
HIP1R	0.0906666666666667
TMUB1	-0.178833333333333
ENO3	1.77
RSPH10B	0.314
CXorf39	0.601125
IRGC	-0.041
GPR109B	-2.91475
FLJ13305	2.141
LCE3A	0.0965
TNFRSF18	-0.457
DET1	1.5175
TRPM3	2.14058333333333
C16orf79	-0.363
FECH	-0.391
RAP2A	0.117333333333333
CRIP1	3.21683333333333
AZIN1	-0.171375
SLC7A7	2.39575
IL10RA	-0.4009
TMEM64	-3.45325
CDC42EP4	0.2328
C16orf58	-0.3165
ARG2	-1.84475
POU5F1P4	-4.73275
FAM62B	0.06125
DNAH8	-2.5326
ASH2L	1.19025
TSLP	-3.942
CNTNAP5	-0.707
TMEM16C	-1.23875
IFNA14	2.593
SLC1A3	-0.112625
CABYR	0.0095
BCL7B	0.011
NUDT13	-1.48166666666667
C13orf28	-0.26325
C1orf53	0.0535
ARL6IP4	-0.674
RPL35A	-0.1215
EMR3	-0.031
RAB40C	0.392416666666667
SLC41A1	0.691833333333333
LRCH1	1.066
LY6G5B	-0.761
FAM124A	-0.173928571428571
MGC10981	-4.0265
CLIP3	0.7603
MAP4K2	0.0591666666666667
CHIC1	-0.5445
SULF1	2.40433333333333
C20orf30	-0.452285714285714
PRDM5	0.233125
ELOVL1	-1.04525
C11orf48	-0.415125
SLC39A10	-1.70675
KCNV1	0.161
ACP1	0.462333333333333
ZMYM2	-0.399375
B3GNT6	-0.255166666666667
C9orf69	-1.236
C2orf15	0.09075
C20orf166	-1.1575
HSP90AA6P	0.12
EDG7	-0.4425
NEURL	3.224125
LPL	3.45033333333333
CLEC2D	-1.31764285714286
GRRP1	1.89366666666667
CD8B	-0.6693
HIST1H3D	0.164666666666667
SLC6A12	-0.0185
FAM27L	-0.608
CD84	0.8919
RASA1	0.24
PHKG1	0.171
MAGEA11	-4.251
IMPA1	0.1505
NPM3	-1.1905
RARRES1	4.67125
SH3BP1	-0.29275
B3GNTL1	-1.6255
ARPC5L	1.308
KLHL26	-0.32075
SIM2	-2.134375
GJC1	-0.0045
C20orf194	-0.12175
EXO1	-0.257
SLC2A2	-2.21416666666667
LOC285074	0.358
LRG1	-2.22275
KIRREL	-0.756
PIK3R1	0.634923076923077
C4orf34	-0.318
MAF	-1.33661111111111
ADCY4	3.68566666666667
ZMIZ2	0.6894
SLC46A3	0.7805
STAMBP	0.285166666666667
CCDC16	0.5195
MS4A12	0.2685
TCF20	-0.25475
LRRC46	0.249
C20orf152	1.26125
MRPS6	0.137625
ABCB11	0.3125
KCNC2	6.113
CDH19	-2.9465
C9orf123	0.591666666666667
SSH3	0.023
LDLRAD1	-1.163
CCBE1	-0.255
ZNF135	2.538
TAAR1	-0.055
WFDC12	0.1855
CCDC42	-0.222833333333333
FLJ12529	0.20375
PER1	-1.662
TIMM50	-0.957166666666667
SMARCAD1	-0.957333333333333
FAM26C	2.839
TP53TG3	1.3195
SH3RF1	0.9151
LMCD1	1.70225
GPR63	-0.861
FLJ21986	-1.5025
AIFM3	0.7055
MICAL1	-0.736666666666667
BLZF1	0.764
IQCA	-0.0371666666666667
PCDHGC3	-0.3165
SAC	0.96375
BCL6B	1.1825
DDO	-1.09425
MARCO	3.64275
DCHS1	1.8645
C1orf170	-0.1115
CD200R1	0.6845
C22orf15	-0.5405
SEPT11	0.508666666666667
ADNP	1.16775
UST	1.1106
C13orf34	-0.851
RFFL	-0.332142857142857
APBA3	-0.3815
C2orf60	-1.200375
CUTL1	0.2056
PMS1	-0.646
ZNF689	0.9845
EIF3E	-0.868
IL9	0.286
RPL31	-0.866375
LY9	0.097
ATP2B3	3.70175
KDELR2	0.082
TFCP2	-0.00925000000000001
NLRP12	-0.33625
FLJ45422	0.3625
TLE4	0.778
ZNF570	-0.1845
FLJ43806	-0.2675
TLK2	0.532625
CIR	-0.5015
MARS2	-0.725
COL24A1	2.38425
SDF2L1	-0.4405
HIBADH	-0.936666666666667
IGFBP3	-3.38807142857143
C12orf23	-0.2075
PSPC1	-0.245
C20orf43	0.297
TRAV20	0.482
ARHGAP24	1.843
KIAA1975	-1.574375
C1QA	2.7022
DNTT	-5.37783333333333
C10orf6	-0.5385
C11orf41	0.179
HNRPF	0.626875
COL11A1	6.07466666666667
UBAP2	-0.153666666666667
CDKN2AIPNL	0.662
C20orf174	0.55075
SPRED2	-0.022
PLA2G12A	0.213833333333333
ICEBERG	-2.1208
SCN10A	1.016
C11orf65	-0.14025
GBP5	1.346
PITPNC1	-1.03233333333333
POU3F3	-1.0565
NCOA7	1.144
LIN7C	-0.6428
LOC348840	-0.331
NKX2-2	3.66725
ANKRD13D	-0.110125
LOC123688	0.32325
FUT2	0.514833333333333
TAAR8	0.0505
FZD4	-0.153833333333333
PNMA3	0.930666666666667
OR4L1	0.3505
WIT1	-2.6655
EXOC3L	0.4975
ATPBD4	0.6378
KRBA1	0.33675
UBXD6	-0.0985
HOXB7	1.26364285714286
C7orf23	1.1455
UNQ338	-1.0675
STAB2	0.361
CDC20B	1.6695
IRF9	0.95875
CENTG1	1.62216666666667
TNPO2	-1.16725
MCPH1	-0.275375
BMS1P5	-0.40325
SLC26A7	2.5145
HIST1H3J	0.9525
C9orf3	0.8407
LBH	0.40825
MYO1D	0.991375
PTDSS2	-0.82825
NFU1	1.1795
DEPDC4	-0.70075
WNT7B	1.6151
GLP2R	0.035
SETD4	0.5735
DYNLT3	0.0946
FKBP11	-2.1885
SESTD1	-0.165833333333333
FLII	-1.24275
RPS16	-1.2479
CHPF	-0.521833333333333
CSNK2A1	-0.508833333333333
SUMO1P1	-0.84425
FKBP6	0.3425
ZNF214	1.78933333333333
TWIST1	0.0948333333333333
DDX56	-0.8055
TRAM1L1	0.0636
EPO	-1.30933333333333
MRPS18B	1.41725
ZNF682	-0.558833333333333
RPL14	-0.476166666666667
MAFF	0.11875
LOC51136	0.91825
LY96	-0.65625
DDX20	0.125
ABTB1	0.679833333333333
ARL5A	-0.5042
CCT6A	-0.00425
HEPACAM	-1.6148
EHHADH	-1.06333333333333
RBAK	0.685333333333333
CGB1	-0.0465
ITGB5	0.016
YIPF3	0.284
FKBP2	0.927
NR1D1	0.4275
TMEM110	-0.2395
NEK2	0.573333333333333
PRAMEF8	-3.12575
C20orf52	0.0951666666666667
PCDHGA3	-2.3295
VWA3B	-0.00950000000000001
NDUFA5	0.53125
THAP9	0.222
FLVCR2	0.135833333333333
AP1S1	-0.90925
SMAD6	-1.25125
SAV1	0.333
SAT1	0.75275
ZNF251	1.675125
ADAMTS7	-0.0647
RPP38	0.44225
C1orf211	1.122
YPEL2	2.5948
RBMS1	-1.684
ZNF445	0.0913333333333333
NRXN2	0.943166666666667
PGBD4	0.12575
UGT2B28	-3.7375
WBSCR16	-0.9486
NLRC3	-0.403
ASTL	-0.0115
ST6GALNAC1	-4.466
ZADH2	0.46125
MLLT4	0.907666666666667
ARL6	1.85916666666667
MEF2C	-1.054
CBFA2T3	0.855
AFF3	0.122642857142857
COG7	0.212833333333333
MYB	-1.89416666666667
PLXNA3	-0.323
XRCC2	-0.7895
MMS19	-1.141
ST8SIA5	-0.346125
CHPT1	-1.61966666666667
KIAA1712	0.38075
OR6X1	0.468
ACTR3	-0.9085
UGCG	-0.424166666666667
OR4P4	1.2625
ZAP70	-3.77975
LPP	0.067375
ZNF485	0.93325
PTPRCAP	-1.26475
IL12RB1	-0.26175
ATRX	0.2306
CHST8	0.49375
C14orf109	1.1365
ARV1	0.39925
NMB	0.486142857142857
COX5A	0.4775
EIF6	-0.48575
MPPED2	-2.16266666666667
SEMG1	-1.852
CHRDL1	0.0165
TRAF3IP2	-0.1235
WNK2	-0.75925
LILRA4	1.93183333333333
LAMA2	3.40725
PXT1	-0.284
RLBP1	-3.37875
CD300C	-0.3295
SLTM	0.385875
FLJ10404	-1.0713125
APOBEC3D	-0.9395
RENBP	0.619833333333333
ATXN7L1	-0.205875
NID1	0.74775
TUBGCP3	-0.719875
ITIH5	0.6219375
CCDC110	3.41275
C8A	-2.88375
MGC87042	-3.7015
HOXC13	2.17375
TFDP2	0.4655
HCP5	0.96875
POLI	0.6345
UCN	-0.1015
ZNF764	1.69966666666667
C8orf45	1.1355
FHL3	-0.82475
SPATA5L1	0.8625
MMRN2	1.7855
NDST1	-0.494
COL20A1	0.0376666666666667
ZNF248	0.889166666666667
PELP1	-0.540833333333333
MBL2	-2.37175
RNF41	1.30575
C5orf24	0.79325
THOC5	-0.930125
SERINC3	1.08491666666667
RP11-151A6.2	-0.2405
CDCP2	-0.817
HIST1H2AA	-0.0295
C11orf75	1.22133333333333
FKBP7	-0.7155
DDOST	-1.58275
GPNMB	1.26566666666667
TTF2	-0.9095
KCNT1	-0.548833333333333
SLC39A14	-1.87875
NGRN	1.2697
GPR137B	1.60125
MECP2	0.669125
PSMA1	-1.00375
C16orf73	-5.195
TMEM60	0.1695
CSN3	0.435
NOS1	0.0761666666666666
RAB7L1	-1.45683333333333
YBX2	1.3375
KIAA1166	-1.669625
FUBP3	-0.744166666666667
ABCG1	2.085
ACACA	-0.67725
ARL11	0.9303
ATOH1	-0.6125
ODF1	-0.0814
CREB3L3	-1.8095
TMEM127	0.793357142857143
DSCAML1	3.726
PLN	1.7685
LYPLA1	0.703666666666667
PRDM9	-1.60575
SASP	-0.936
PLUNC	2.36716666666667
INTU	0.51775
HISPPD1	0.66025
LNPEP	0.741333333333333
YARS2	-0.676333333333333
APCDD1L	2.156
ZCCHC4	-0.9157
FBXO22	0.0325
TTLL13	1.4065
ZNF669	0.919166666666667
PTGDR	1.074
DDX27	0.99875
KIAA0409	-0.786666666666667
GJB6	0.124
ASB8	1.01175
PLP2	1.261
MEPE	-0.57325
OR10J5	0.0735
KRT222P	3.287
COQ7	0.409
C1orf101	-0.48575
RERG	3.5356
CHMP5	-0.551875
THAP11	-0.5815
ZNF43	0.415666666666667
ZRANB3	-2.03116666666667
KRT13	-1.37614285714286
MRPL19	-0.4425
RBBP9	-0.131
SPATA17	0.0561428571428572
BXDC5	1.11033333333333
PAFAH1B1	-0.302333333333333
MAGEE1	0.363
OSTF1	0.1125
KIAA0323	0.583083333333333
TXNDC13	2.04216666666667
CNTN4	0.226125
LCE1B	null
UNQ501	1.05875
ZNF154	0.15025
C3orf64	1.14475
SYT5	1.4822
PON1	3.24316666666667
FLJ10357	0.28225
ATP4A	0.4695
GNPDA1	-0.965166666666667
MGAT1	-0.111
C14orf121	2.19525
SLC35B2	-0.8435
MIER3	0.729666666666667
CHEK1	-0.98275
ZNF8	1.0735
TXNDC1	0.519666666666667
CKB	0.3648
RTN3	0.787071428571429
FZD2	-1.35166666666667
PART1	1.341125
PSMB6	-0.4305
PCDHB8	-0.8775
PHC3	0.149
PPP1R8	-1.11566666666667
NOVA2	1.61516666666667
TNFRSF11B	0.96825
GOLPH3	0.0698333333333333
UBLCP1	-0.5825
SUHW3	-1.0165
TTLL1	1.07375
OPN4	0.2515
OR13G1	0.5985
ZPBP2	-0.268
HSD17B11	0.717375
C9orf50	1.858
DHDDS	-0.117857142857143
CTSW	0.2306
NEFM	-2.7505
MRPL28	-1.612
SYN1	0.00716666666666677
PIGV	-0.306333333333333
ZIM2	0.83275
APBB1	0.766
SND1	-1.42325
C1orf123	0.634
CHD3	-0.41675
BHLHB8	-0.317
RNASE2	-0.710833333333333
BCAP31	-0.26425
SLC25A44	0.137833333333333
CHD6	1.0145
PIB5PA	1.97292307692308
SELS	1.9495
LOC541471	0.32825
FAT2	0.833
ZNF81	0.06
OR4C16	0.393
FLJ10081	-0.8463
LRRC4	0.6775
CS	-0.0595
N4BP2	0.774625
IGFBP7	1.64575
ZNF318	-0.18
NDNL2	0.97525
ZNF609	0.855
SIRT4	0.6735
EXOSC10	-0.726
ECE2	2.45808333333333
OVGP1	0.9435
GTPBP3	-1.54025
PACS2	0.6999
C19orf36	-0.7405
ARL4C	-1.14375
ATG4B	-0.53875
UBQLNL	-2.303
RHOXF2B	-3.8695
PLEKHG2	-0.461
GALR1	-2.236
AQP4	2.86266666666667
HDAC7A	0.239833333333333
DCUN1D3	-0.22725
OR8A1	-0.8245
CCRN4L	-0.563375
CBR4	-0.520833333333333
KIFC1	-2.1855
SLC7A14	-1.7568
LHX5	-0.2535
TRPC7	-1.3725
LPXN	-1.27475
SERPINA1	-3.119875
RPS13	-1.3316
BPIL3	0.5085
PRKAA1	0.137
FADS2	0.6807
ENAH	0.0236875
PRO1768	0.5135
APBA2BP	0.1915
LIPH	-0.0775
C3orf33	-1.038
RCC2	-0.784714285714286
ALDH1A2	-3.7301
RNF103	2.825
AHCY	-0.7675
ALG12	-0.4035
CCL17	-0.66775
ZNF543	1.70733333333333
ESRRG	2.4849
CNGA1	-1.80133333333333
RDH5	1.206
OTX1	-0.2519
PTGFR	-2.545
CDR2	0.24725
SELE	1.38775
NLGN2	-0.215
EXOSC9	-0.04
ZNF566	0.627
KLRC2	-3.505
GPR12	0.6265
KIAA0196	1.02375
PDRG1	0.5545
SSR3	-1.31692857142857
MSI1	0.2075
CST9	-0.689
CC2D1A	-0.659125
PLAGL1	-0.810944444444444
ZNF778	-0.2525
RNF2	-0.686
KLF6	-0.143
THBD	0.319666666666667
tcag7.1314	1.0305
NR5A1	-0.241833333333333
ABCD2	-1.32875
DNAJC7	-1.817
CLEC4C	0.4485
TM2D3	1.879
CCDC4	-0.1865
PLAC2	0.191
DCD	-0.243
FAAH	1.4205
POLA1	1.30716666666667
TM7SF2	-2.036375
FLJ39822	0.445
FLOT2	-1.11425
MAP4K1	-0.514333333333333
SRP68	-1.103
C21orf74	-0.376
ARPC5	0.428125
LOC126075	1.2795
HECW2	1.2065
ZDHHC4	0.5785
ANKRD42	1.5539
PDE9A	-0.365666666666667
ABCA8	-2.17775
NDUFS2	-0.6855
UBR5	-0.085
BTBD16	-3.00925
LOC554174	1.361
ZNF20	-0.209
KIAA1843	1.0315
WDR17	2.60775
C15orf33	-0.6
RNF113A	0.36275
CAMKK1	0.0247999999999999
CLCN2	-0.2485
ANXA6	-1.2965
LOC340069	-0.0025
EMID1	0.6055
DPM3	-0.0656666666666667
ELA1	-0.4965
SLC25A13	0.0211
KRT24	-0.57575
SMPD1	-0.6225
TH	0.053625
COL6A2	-0.0812857142857143
ANKS1B	3.984
GPR126	-2.575
ZC3H12A	-0.333166666666667
TMEM47	-0.3295
C2orf51	0.0256666666666667
C1orf88	2.813
HSF2BP	1.8495
AKAP10	0.122
RPAP3	0.5525
KLHDC8B	0.32925
STOM	1.3618
MUPCDH	2.608625
C10orf72	0.0795
PLEKHA3	0.0235833333333333
TCP11L1	0.91975
CWF19L1	-0.4575
SPEF1	0.580384615384615
YSK4	2.20325
ELN	0.6821
SAMD8	-0.358
MPI	-0.882
MEPCE	0.0931
ABCC3	0.698625
NANOGP1	-3.7135
KCNK17	1.42325
HLA-DMB	3.7075
RRAGA	-0.055
ANGEL1	-1.05925
RBM32B	0.711
CPN1	-3.1795
MGC52282	-0.9295
HLA-A	0.270916666666667
OR9G4	0.4745
EDNRB	-2.7155
SCD	-1.84621428571429
C14orf80	0.911833333333333
BAGE2	-0.5765
RABL4	0.9985
RCVRN	0.702
SHANK1	1.278
NLRP7	-4.9155
CD226	-0.28625
STAT3	-0.799625
SYNJ2	-1.2644
TPCN2	-0.619833333333333
WDR36	-0.990416666666667
MBD4	0.73
ROBO1	0.7704
ST3GAL6	-3.38725
SLAMF8	2.94433333333333
ATN1	0.163833333333333
GPR141	0.77075
KRT36	-0.3515
TPH1	5.064
DDX52	-0.9505
ZSCAN29	0.987166666666667
TRPT1	0.396833333333333
DPEP3	0.14525
DENND4A	-0.8165
TSPAN16	-0.0765
PTCHD2	0.717
LOC145814	1.17325
CAP1	-0.237833333333333
EIF5A2	0.0143
NT5DC3	-1.18575
SEPT9	-1.023
SEZ6L2	1.951375
EGFLAM	3.6725
VPS11	-0.909125
NDUFB5	0.0626666666666667
CIDEA	-0.9665
IER5L	-0.7435
N6AMT1	0.603
FAM83C	-0.54875
OXR1	1.16666666666667
IRX1	-0.1185
DGKB	0.162666666666667
GCN5L2	-1.26925
MIR16	0.30075
FBXW9	-1.27025
WDR4	-0.908
PDC	-0.9445
