Hybridization REF	TCGA-AN-A0FF-01A-11R-A034-07
C17orf74	-0.13
CSDC2	0.314833333333333
PET112L	-0.37475
TMBIM1	-0.03025
P2RXL1	-0.54575
TCHP	-0.549
TRMT1	-1.26633333333333
F2RL2	0.195416666666667
LRRC32	2.79183333333333
IMPG2	0.6525
BGLAP	0.4915
LOC493869	-0.657833333333333
MRAS	1.546875
SLC35F5	0.60125
CBWD1	-0.9355
AXL	-0.987625
ATP2C2	3.1115
TELO2	-0.441
PNPLA3	-2.5175
PCDHB14	0.70325
CD276	0.399
KRT80	-1.02825
DUSP28	-0.24
CSNK1E	-1.0235
SRP14	0.5745
KCNQ4	0.091
KRT72	1.5825
CCDC117	0.465375
C6orf89	0.112944444444444
TUBB2B	-2.42
RTN4IP1	-1.14
CR1L	-2.64283333333333
CEND1	0.90625
C12orf41	-0.259666666666667
RNF31	0.39425
UBN1	0.077
C17orf32	0.373375
SLC5A7	0.0920000000000001
GPR92	1.509
ESAM	2.2812
CTNNA1	0.213666666666667
HRBL	0.1971
CBX4	0.3555
TMEM182	0.15075
SH3TC2	-1.769
IL10	1.1155
PXMP4	1.512
RNF167	0.3318
PAK7	-0.135833333333333
ETV3	-0.2975
ATPIF1	0.435
LOC554207	-1.687
OR8H1	-0.8565
WDFY3	0.764
DPM1	-0.99625
GPSM1	-0.181
WDR92	0.1076
LRP1	0.6535
ANKH	-0.498625
THUMPD3	-0.66325
POLR1B	-0.63025
OLFM4	0.842
RAD9B	0.7975
TSPY2	-2.341
PAX6	-1.65866666666667
SCG2	-3.91475
SLC17A6	-0.11075
FMO3	1.69525
PADI4	0.0985
TUBB4	-1.0167
NLK	-0.13925
POU4F3	0.606
SDF4	0.26025
ITGBL1	2.2445
NETO1	-1.896625
TAP2	0.277625
ABBA-1	0.101416666666667
GNAI1	-0.4275
VPS4B	0.706
NOPE	-0.8357
GALNT6	3.64716666666667
SESN1	0.014375
GBE1	-1.49144444444444
CLASP1	0.278
RASGEF1B	0.634875
ACOT11	-0.0577857142857143
AFAP1	0.881
OR2H2	0.19825
DPY19L2P1	-0.8115
DZIP1	-2.6845
SEC22C	-0.393916666666667
GPR161	-1.4685
RNF146	0.33025
WDR74	-0.87575
GALP	-0.181
PURA	0.801
DNPEP	0.562916666666667
RP11-78J21.1	-1.17825
ERBB2	1.390375
FANCM	-0.773916666666667
NEO1	0.7615
DDX3Y	-4.4191
RPS3A	-0.640375
MXRA7	-0.803857142857143
LGALS3	-0.34
GLT8D1	-0.131
CFL2	-1.821
UPB1	-0.7475
NAP1L5	-0.165875
CLDN14	-0.5715
DHX38	-0.45525
BTBD1	-0.08975
TARS2	1.1465
ABCF1	-0.3569
FCF1	-0.121166666666667
LRRC49	0.6735
GUCY1B2	1.128
C1orf177	0.362333333333333
SMARCA4	-0.550214285714286
LRP8	-3.3495
TAGLN3	-0.966
MRPL14	0.24625
TTRAP	0.01875
ZDHHC20	0.42075
NFE2L3	-2.20075
KIAA1377	2.264875
PALMD	0.852888888888889
TMEM43	-0.55125
TTL	-1.1
STAT5B	-0.600333333333333
SSB	-0.54525
OR10H5	0.213
SLC22A13	-0.762
AKAP3	-0.55575
TIMM23	0.0568333333333333
OAS2	3.80658333333333
KIAA0423	0.34125
TRIM11	1.192
GLIS3	0.683125
TMEM50B	0.604
ARHGEF4	-1.479625
DEGS1	0.0223636363636364
TBL1XR1	1.19076666666667
G6PD	-1.99025
SP140	0.4046
MUC17	0.279571428571429
NUDC	-0.3863
DNAJC5B	1.8615
SCARA3	-0.240166666666667
CPA3	5.9065
BCAT2	0.08425
MFN1	-0.1885
NRG3	-0.565
SNX11	-0.03
PLEKHH1	-0.100166666666667
GPR177	-2.0525
HCFC2	0.6785
TCAP	-0.43025
MOCOS	-0.336
C14orf93	0.32625
PRDM10	-0.389666666666667
SLC16A4	0.3145
SRGAP1	0.1555
VIP	0.554333333333333
DUSP27	0.108
LILRA1	1.1806
MC2R	0.3595
MGC24103	-3.0435
MBTD1	-1.442
FUT11	-0.592333333333333
USP33	0.461
C15orf39	-1.61825
MAP3K12	0.233875
PAAF1	-0.385
BARHL1	-1.569
FLJ16165	-0.2705
PIWIL2	-2.49225
SYNE1	0.08625
CMTM4	-0.304625
TSPYL1	0.4818
GUF1	-0.087
TMEM157	1.7275
WDR44	-0.231
HIST1H3C	0.179
DKFZp666G057	1.38125
RNPEP	1.0775
GAS2L2	0.273666666666667
ADH4	-4.45625
GRPR	1.84916666666667
FBXL17	1.44925
ZBTB10	-0.380666666666667
Gcom1	0.742166666666667
HTRA1	1.5841
ZNF585A	0.143333333333333
SLC26A2	-0.217285714285714
OTOP3	0.505666666666667
WISP1	1.48566666666667
ATP2B4	-0.228916666666667
FLJ10769	0.5465
CRAMP1L	-0.335375
CHST12	-0.4065
RAB22A	0.3145
TARDBP	-0.129642857142857
STAU1	-0.2815
CRB3	1.96366666666667
MIG7	-1.93125
CHMP1A	-0.0973333333333333
ZNF160	-0.16375
B3GALT6	-0.025125
BARX1	-1.4765
C6orf167	-2.0420625
NXNL1	0.2915
DHX29	0.468375
HADHB	-0.08775
PLXNB2	0.23
ILDR1	-0.87025
SLC15A3	2.73475
GAS2	-2.83466666666667
C20orf69	-0.52325
NUMB	0.16475
TNIP1	-0.1395
MESP1	-0.049
PSKH1	-0.3015
NSFL1C	-0.144
RHOG	0.43475
HEY1	-2.00466666666667
KNG1	-1.75175
ITGAX	1.8458
LIN9	0.119833333333333
CANT1	0.9165
XRN1	0.544285714285714
CCDC96	1.6701
HEATR6	-1.15933333333333
GNG7	-0.0131666666666667
RUNX2	1.3134375
SOX1	0.638166666666667
FCRL5	0.5933
ZNF99	0.16575
FAM9A	0.588
SNX22	0.5155
MBNL3	-1.07683333333333
ODC1	-2.5207
ADORA2B	-3.07416666666667
NR2F6	0.13425
ZFYVE16	0.182388888888889
SYNJ2BP	0.6165
POLE	-1.323625
E2F2	-1.300125
THRA	-0.178333333333333
PTGES2	-1.09066666666667
HIP1R	0.9675
TMUB1	-0.473333333333333
ENO3	-1.8015
RSPH10B	-1.56
CXorf39	1.178625
IRGC	-0.10975
GPR109B	0.13925
FLJ13305	-0.581
LCE3A	-0.9865
TNFRSF18	0.705166666666667
DET1	0.1755
TRPM3	-0.537
C16orf79	-1.231
FECH	0.0398333333333333
RAP2A	-0.0403333333333333
CRIP1	3.097
AZIN1	-0.341
SLC7A7	3.98825
IL10RA	1.1979
TMEM64	-2.84225
CDC42EP4	1.0387
C16orf58	-0.192222222222222
ARG2	-3.0795
POU5F1P4	-4.7855
FAM62B	-0.777125
DNAH8	-2.9773
ASH2L	0.141875
TSLP	-3.26383333333333
CNTNAP5	-0.3268
TMEM16C	0.187
IFNA14	0.823
SLC1A3	0.835125
CABYR	2.25825
BCL7B	-0.2364
NUDT13	-1.1725
C13orf28	1.152
C1orf53	2.343
ARL6IP4	0.244
RPL35A	-0.5245
EMR3	0.0436666666666667
RAB40C	0.312833333333333
SLC41A1	0.0955
LRCH1	0.08175
LY6G5B	-2.228
FAM124A	-0.537642857142857
MGC10981	-3.82466666666667
CLIP3	0.0242
MAP4K2	0.179166666666667
CHIC1	0.47475
SULF1	3.1645
C20orf30	-0.301428571428571
PRDM5	-0.056125
ELOVL1	-0.01425
C11orf48	-0.478125
SLC39A10	-0.36075
KCNV1	0.2305
ACP1	-0.7375
ZMYM2	-0.0644999999999999
B3GNT6	-0.181166666666667
C9orf69	-0.57325
C2orf15	1.37
C20orf166	-0.783
HSP90AA6P	-0.9365
EDG7	-0.8205
NEURL	2.510875
LPL	2.63033333333333
CLEC2D	-0.339714285714286
GRRP1	1.70266666666667
CD8B	-3.0137
HIST1H3D	1.73116666666667
SLC6A12	0.85
FAM27L	-1.2685
CD84	3.4313
RASA1	1.2625
PHKG1	-0.02
MAGEA11	-1.82
IMPA1	-0.7303
NPM3	-1.207
RARRES1	2.2965
SH3BP1	0.14175
B3GNTL1	-0.4115
ARPC5L	-0.147
KLHL26	0.35975
SIM2	-1.211125
GJC1	0.809
C20orf194	0.06975
EXO1	-2.0685
SLC2A2	-2.00233333333333
LOC285074	-1.19125
LRG1	2.84125
KIRREL	0.338
PIK3R1	1.59885714285714
C4orf34	1.1345
MAF	-0.681277777777778
ADCY4	3.42616666666667
ZMIZ2	0.6134
SLC46A3	1.99516666666667
STAMBP	0.0868333333333334
CCDC16	-0.057
MS4A12	0.0625
TCF20	-1.024
LRRC46	2.10325
C20orf152	0.176
MRPS6	-0.82475
ABCB11	0.3245
KCNC2	1.05083333333333
CDH19	-2.1895
C9orf123	-0.0476666666666667
SSH3	1.1725
LDLRAD1	-1.53575
CCBE1	-0.74075
ZNF135	1.375375
TAAR1	-0.088
WFDC12	-0.493
CCDC42	0.3908
FLJ12529	-0.8965
PER1	-1.79066666666667
TIMM50	-0.716666666666667
SMARCAD1	-0.3625
FAM26C	0.42
TP53TG3	-2.6625
SH3RF1	1.9939
LMCD1	3.13675
GPR63	-1.2905
FLJ21986	-1.913375
AIFM3	-0.64475
MICAL1	0.209166666666667
BLZF1	1.3505
IQCA	1.604
PCDHGC3	-1.082
SAC	1.18675
BCL6B	2.108
DDO	-0.04625
MARCO	2.14075
DCHS1	0.390333333333333
C1orf170	-0.141
CD200R1	1.15766666666667
C22orf15	0.2435
SEPT11	-0.542333333333333
ADNP	0.45675
UST	-0.3115
C13orf34	-1.0355
RFFL	-0.00650000000000001
APBA3	-0.111
C2orf60	-0.2825
CUTL1	0.2411
PMS1	-0.82225
ZNF689	0.041
EIF3E	-1.2435
IL9	1.7438
RPL31	-0.5315
LY9	0.7525
ATP2B3	-0.36
KDELR2	0.444833333333333
TFCP2	0.417375
NLRP12	-0.238375
FLJ45422	-0.403
TLE4	-1.49
ZNF570	-0.0895
FLJ43806	-0.62
TLK2	-0.11025
CIR	0.52625
MARS2	-0.3675
COL24A1	1.652
SDF2L1	-0.393
HIBADH	-0.4165
IGFBP3	-2.45764285714286
C12orf23	1.370875
PSPC1	0.3605
C20orf43	-0.33725
TRAV20	0.7165
ARHGAP24	0.658375
KIAA1975	-1.270875
C1QA	3.1711
DNTT	-4.38283333333333
C10orf6	0.516166666666667
C11orf41	-0.348
HNRPF	0.440375
COL11A1	5.81266666666667
UBAP2	0.085
CDKN2AIPNL	-1.4505
C20orf174	4.30625
SPRED2	-0.1125
PLA2G12A	-0.0833333333333333
ICEBERG	-1.1904
SCN10A	0.399
C11orf65	-0.211
GBP5	4.395
PITPNC1	-1.84633333333333
POU3F3	1.545
NCOA7	-1.317
LIN7C	0.00689999999999998
LOC348840	-3.6465
NKX2-2	-3.02175
ANKRD13D	0.333375
LOC123688	-0.6425
FUT2	2.4695
TAAR8	0.622
FZD4	0.476083333333333
PNMA3	-0.986833333333333
OR4L1	0.6595
WIT1	-2.7165
EXOC3L	1.105
ATPBD4	-0.6776
KRBA1	-1.352
UBXD6	-0.06
HOXB7	0.402
C7orf23	-0.572
UNQ338	-0.27925
STAB2	0.6975
CDC20B	0.56775
IRF9	2.45875
CENTG1	0.348583333333333
TNPO2	-1.16375
MCPH1	0.0813749999999999
BMS1P5	-1.86575
SLC26A7	0.35125
HIST1H3J	1.81775
C9orf3	-0.3812
LBH	1.01
MYO1D	0.877375
PTDSS2	-0.22425
NFU1	0.686
DEPDC4	-0.96875
WNT7B	-0.4124
GLP2R	-0.498166666666667
SETD4	-0.5742
DYNLT3	-0.5686
FKBP11	-0.714166666666667
SESTD1	-0.190833333333333
FLII	0.67325
RPS16	-0.7309
CHPF	-0.606
CSNK2A1	-0.351333333333333
SUMO1P1	-0.356
FKBP6	-0.531
ZNF214	1.87266666666667
TWIST1	-0.527
DDX56	-0.911166666666667
TRAM1L1	1.7183
EPO	-2.4775
MRPS18B	-0.4495
ZNF682	-0.296
RPL14	-0.660666666666667
MAFF	-0.6375
LOC51136	-0.681875
LY96	0.254
DDX20	-0.03575
ABTB1	0.466
ARL5A	0.3063
CCT6A	-1.228
HEPACAM	-0.0886666666666666
EHHADH	-0.657666666666667
RBAK	0.141666666666667
CGB1	2.71125
ITGB5	1.162
YIPF3	0.41175
FKBP2	0.2765
NR1D1	-0.9781
TMEM110	0.7225
NEK2	-0.183166666666667
PRAMEF8	-2.779
C20orf52	-0.3495
PCDHGA3	1.855
VWA3B	-0.07625
NDUFA5	0.071
THAP9	-0.52275
FLVCR2	-0.415666666666667
AP1S1	-0.62075
SMAD6	-1.562
SAV1	0.34575
SAT1	0.393125
ZNF251	0.0235
ADAMTS7	0.6315
RPP38	0.093
C1orf211	-0.777
YPEL2	1.348
RBMS1	-0.9955
ZNF445	0.0226666666666667
NRXN2	0.2415
PGBD4	-0.404428571428571
UGT2B28	-2.2275
WBSCR16	-0.8084
NLRC3	0.6055
ASTL	-0.063
ST6GALNAC1	-2.8285
ZADH2	0.763875
MLLT4	-1.3815
ARL6	0.206833333333333
MEF2C	0.28575
CBFA2T3	1.1045
AFF3	2.65992857142857
COG7	0.458666666666667
MYB	0.383166666666667
PLXNA3	0.3365
XRCC2	-1.6485
MMS19	-0.404
ST8SIA5	-1.396
CHPT1	-0.399333333333333
KIAA1712	-0.5965
OR6X1	0.8285
ACTR3	-0.25075
UGCG	3.66066666666667
OR4P4	-0.0405
ZAP70	-3.0085
LPP	1.348375
ZNF485	-0.02875
PTPRCAP	0.24375
IL12RB1	0.39725
ATRX	0.1753
CHST8	2.216625
C14orf109	-0.07375
ARV1	1.06025
NMB	-0.356428571428571
COX5A	-0.572666666666667
EIF6	-0.3755
MPPED2	-0.2925
SEMG1	-2.748
CHRDL1	1.0055
TRAF3IP2	0.426
WNK2	0.371625
LILRA4	2.17733333333333
LAMA2	3.498
PXT1	-0.949
RLBP1	-3.159
CD300C	0.966
SLTM	0.239375
FLJ10404	-0.2871875
APOBEC3D	-1.47033333333333
RENBP	0.865666666666666
ATXN7L1	0.539375
NID1	-0.1855
TUBGCP3	-0.41825
ITIH5	0.790722222222222
CCDC110	2.1605
C8A	-2.372
MGC87042	-0.675
HOXC13	1.36875
TFDP2	-1.04425
HCP5	2.002375
POLI	0.12275
UCN	-0.872
ZNF764	0.3045
C8orf45	-0.6535
FHL3	-0.803
SPATA5L1	0.00425
MMRN2	2.9395
NDST1	0.2985
COL20A1	0.231166666666667
ZNF248	-1.07416666666667
PELP1	0.0616666666666667
MBL2	-2.7105
RNF41	0.802
C5orf24	0.748625
THOC5	-2.05675
SERINC3	0.098
RP11-151A6.2	0.44175
CDCP2	0.269
HIST1H2AA	1.24575
C11orf75	-0.0506666666666667
FKBP7	-0.1005
DDOST	-0.307
GPNMB	0.692833333333333
TTF2	-1.09516666666667
KCNT1	-0.172
SLC39A14	-0.973
NGRN	0.3351
GPR137B	2.99025
MECP2	0.215125
PSMA1	-0.584
C16orf73	-4.9705
TMEM60	0.0585
CSN3	0.8335
NOS1	0.48
RAB7L1	0.1775
YBX2	1.1915
KIAA1166	0.050375
FUBP3	-0.3985
ABCG1	0.842
ACACA	-0.692083333333333
ARL11	0.8214
ATOH1	0.3715
ODF1	0.382833333333333
CREB3L3	-1.65333333333333
TMEM127	1.09278571428571
DSCAML1	1.055
PLN	1.868
LYPLA1	-0.261083333333333
PRDM9	-1.41025
SASP	-0.749
PLUNC	0.356333333333333
INTU	0.672
HISPPD1	-0.40225
LNPEP	0.568833333333333
YARS2	-0.857666666666667
APCDD1L	-1.72
ZCCHC4	-0.4403
FBXO22	-0.430166666666667
TTLL13	-0.53
ZNF669	0.963
PTGDR	1.599
DDX27	-0.66
KIAA0409	0.057
GJB6	-0.005
ASB8	1.34
PLP2	-0.0496666666666667
MEPE	-0.1045
OR10J5	-0.438
KRT222P	2.58575
COQ7	0.680166666666667
C1orf101	3.14025
RERG	2.839
CHMP5	0.94275
THAP11	0.153
ZNF43	0.582833333333333
ZRANB3	-0.7905
KRT13	3.3665
MRPL19	-0.401125
RBBP9	0.0715
SPATA17	1.939375
BXDC5	0.798666666666667
PAFAH1B1	0.136833333333333
MAGEE1	1.0785
OSTF1	0.741
KIAA0323	-0.344083333333333
TXNDC13	-0.239166666666667
CNTN4	1.169375
LCE1B	-3.112
UNQ501	0.638
ZNF154	-0.00800000000000006
C3orf64	0.48225
SYT5	0.3429
PON1	-0.067
FLJ10357	-0.658375
ATP4A	-1.5405
GNPDA1	-0.895333333333333
MGAT1	0.577333333333333
C14orf121	-0.04775
SLC35B2	-0.179
MIER3	0.944166666666667
CHEK1	-2.456375
ZNF8	-0.0855
TXNDC1	-0.494
CKB	0.7934
RTN3	0.757928571428572
FZD2	-0.248
PART1	0.0264285714285714
PSMB6	-0.46975
PCDHB8	1.068
PHC3	0.7232
PPP1R8	0.00483333333333334
NOVA2	1.35966666666667
TNFRSF11B	-4.385375
GOLPH3	0.885166666666667
UBLCP1	-1.40225
SUHW3	-1.272
TTLL1	0.23075
OPN4	0.6265
OR13G1	0.6435
ZPBP2	0.627166666666667
HSD17B11	-1.588625
C9orf50	-0.122
DHDDS	-0.0285714285714286
CTSW	1.1229
NEFM	-2.99666666666667
MRPL28	-0.86875
SYN1	0.891166666666667
PIGV	0.364833333333333
ZIM2	-0.65075
APBB1	-0.223833333333333
SND1	-0.62125
C1orf123	0.142666666666667
CHD3	-0.77975
BHLHB8	0.03775
RNASE2	0.381166666666667
BCAP31	-0.0245
SLC25A44	0.650666666666667
CHD6	0.6737
PIB5PA	1.33176923076923
SELS	0.299
LOC541471	-1.15875
FAT2	-1.5685
ZNF81	-0.0145
OR4C16	0.3555
FLJ10081	-0.1693
LRRC4	1.12975
CS	-0.139166666666667
N4BP2	0.365375
IGFBP7	1.85875
ZNF318	0.04325
NDNL2	0.48825
ZNF609	0.618875
SIRT4	0.9125
EXOSC10	-0.3085
ECE2	0.102916666666667
OVGP1	1.1665
GTPBP3	-0.76
PACS2	0.2533
C19orf36	0.543333333333333
ARL4C	-1.1975
ATG4B	-0.40575
UBQLNL	0.94275
RHOXF2B	-3.4355
PLEKHG2	-1.645
GALR1	1.1425
AQP4	-0.447666666666667
HDAC7A	0.161833333333333
DCUN1D3	0.63075
OR8A1	0.188
CCRN4L	0.66625
CBR4	-0.525833333333333
KIFC1	-1.08416666666667
SLC7A14	-1.22533333333333
LHX5	-1.604
TRPC7	-0.202
LPXN	-0.6875
SERPINA1	-1.780875
RPS13	-1.1005
BPIL3	-1.822
PRKAA1	-2.32775
FADS2	0.6585
ENAH	0.9701875
PRO1768	-2.781
APBA2BP	0.32175
LIPH	0.0762
C3orf33	0.48225
RCC2	0.704428571428571
ALDH1A2	-2.6688
RNF103	2.183
AHCY	-0.999
ALG12	0.0515
CCL17	1.655
ZNF543	1.00316666666667
ESRRG	1.6951
CNGA1	-0.69875
RDH5	0.275833333333333
OTX1	-0.9125
PTGFR	-1.0695
CDR2	0.364875
SELE	3.1125
NLGN2	-1.15416666666667
EXOSC9	-0.617
ZNF566	0.377666666666667
KLRC2	-3.682
GPR12	0.814
KIAA0196	-0.09525
PDRG1	-0.00799999999999999
SSR3	0.137928571428571
MSI1	-0.788
CST9	4.106
CC2D1A	0.078875
PLAGL1	-0.539722222222222
ZNF778	0.115
RNF2	0.989625
KLF6	0.446833333333333
THBD	2.23583333333333
tcag7.1314	2.42675
NR5A1	-0.281333333333333
ABCD2	0.75525
DNAJC7	-0.631
CLEC4C	0.319
TM2D3	0.128625
CCDC4	-1.5925
PLAC2	-2.13775
DCD	0.267
FAAH	1.89925
POLA1	-0.232666666666667
TM7SF2	-0.137375
FLJ39822	-0.737
FLOT2	0.400625
MAP4K1	-0.447333333333333
SRP68	0.149875
C21orf74	0.715
ARPC5	0.975
LOC126075	1.298
HECW2	0.112375
ZDHHC4	-0.13875
ANKRD42	1.4465
PDE9A	-1.33083333333333
ABCA8	1.4555
NDUFS2	0.74925
UBR5	-1.117625
BTBD16	-2.428
LOC554174	null
ZNF20	0.644
KIAA1843	0.927
WDR17	0.38
C15orf33	0.773
RNF113A	-0.4895
CAMKK1	-0.1467
CLCN2	-0.18975
ANXA6	0.2635
LOC340069	0.687
EMID1	0.221125
DPM3	0.189916666666667
ELA1	0.769
SLC25A13	-1.3812
KRT24	-0.23775
SMPD1	-0.00700000000000001
TH	-0.184625
COL6A2	0.622642857142857
ANKS1B	1.56575
GPR126	-2.7678
ZC3H12A	0.6965
TMEM47	-0.4225
C2orf51	-0.934333333333333
C1orf88	3.184
HSF2BP	-0.1995
AKAP10	0.23475
RPAP3	-0.382
KLHDC8B	0.03
STOM	-0.2931
MUPCDH	0.060125
C10orf72	-0.727142857142857
PLEKHA3	0.794833333333333
TCP11L1	-0.09675
CWF19L1	-0.557625
SPEF1	1.49223076923077
YSK4	-0.3835
ELN	1.5537
SAMD8	0.0793333333333333
MPI	-0.866166666666667
MEPCE	0.0381
ABCC3	-0.99325
NANOGP1	-3.0945
KCNK17	0.723875
HLA-DMB	4.4145
RRAGA	0.6825
ANGEL1	-0.7415
RBM32B	-0.5005
CPN1	-2.51475
MGC52282	-1.2169
HLA-A	2.205
OR9G4	0.2055
EDNRB	-1.156375
SCD	-2.3685
C14orf80	-0.498833333333333
BAGE2	0.005
RABL4	0.9525
RCVRN	1.755
SHANK1	-0.0225
NLRP7	-1.6785
CD226	1.16475
STAT3	0.361
SYNJ2	-0.5903
TPCN2	-0.788666666666667
WDR36	-0.814916666666667
MBD4	0.148
ROBO1	-0.3719
ST3GAL6	-1.93775
SLAMF8	3.24333333333333
ATN1	0.650666666666667
GPR141	-0.04825
KRT36	-0.4405
TPH1	-1.706
DDX52	-0.00925
ZSCAN29	0.766333333333333
TRPT1	-0.0751666666666667
DPEP3	-0.704
DENND4A	-1.129375
TSPAN16	0.284
PTCHD2	-0.607
LOC145814	-0.579
CAP1	0.574
EIF5A2	-1.1008
NT5DC3	-1.062625
SEPT9	-0.64275
SEZ6L2	1.073875
EGFLAM	2.893
VPS11	0.619625
NDUFB5	0.116333333333333
CIDEA	4.05633333333333
IER5L	0.213
N6AMT1	0.5735
FAM83C	-1.13033333333333
OXR1	1.2065
IRX1	-0.1985
DGKB	-0.837666666666667
GCN5L2	-1.94925
MIR16	0.507875
FBXW9	-0.40275
WDR4	-1.98483333333333
PDC	0.511
VPS33B	-0.46275
HEXB	0.054
FLJ32214	1.2925
TCEB3	-0.8105
CRLF1	-2.2275
ABI3BP	2.438
C8orf22	-3.41975
PYCR1	-0.841625
KIAA1706	0.368
CDK5R2	0.918625
WAS	0.373
C12orf60	-1.153
CCBL2	-0.348
MADD	0.27675
C5orf34	-2.02725
WDR42A	0.8478
KLF12	-1.039875
HSPA1A	1.14775
ITM2C	-1.42941666666667
DAPK2	2.095
LOC442590	0.028
SUMF2	0.05475
CENPA	-1.65330769230769
TMED5	-0.191125
CDH6	-1.2362
BRP44	2.588875
THG1L	-0.81175
GABRA2	-1.486
C14orf166	-0.36575
MYL1	-1.18575
TNFSF18	-0.717
PAP2D	-0.176
PPIB	-0.62925
KLHL4	-0.193
SFN	0.211166666666667
CCDC127	0.31375
FRAP1	-0.48875
GOLGA5	1.48125
SDCCAG1	0.08125
MGC21675	0.0636666666666667
C10orf95	-0.3805
KIAA1345	-0.281166666666667
C1orf163	-0.726
LACE1	-0.536
OR10K2	-0.017
CENPN	-1.8214
TMED2	0.392
UGT1A6	-1.054
ANG	0.28875
U2AF1	-1.00666666666667
CASC2	0.850666666666667
NMT2	-0.958333333333333
OSGEPL1	-0.175125
DFNB31	-1.6845
SLC6A20	0.68475
DKC1	-1.807
FXYD4	-1.37875
WDR64	-0.856
MGC5590	0.7225
CREBZF	-0.8905
DAZ1	-0.56125
PRPSAP1	-0.485
GCHFR	-0.0655
TTC7A	-1.2285
LOC196993	0.5015
UBD	1.69283333333333
S100A1	0.759
RPL6	-0.305833333333333
DNAJB6	1.01385
NAGS	0.808
C2orf58	-0.395
KERA	0.628
MT1X	-0.789
UBE2B	0.2952
KEAP1	0.62825
MST1	-2.692375
OMA1	0.47
ABLIM2	0.70775
BCL2L13	-0.919083333333333
JAZF1	0.547
TMEM63B	0.9885
S100A8	-0.3727
ARFIP2	0.8525
UROS	0.51
KHDRBS2	0.112
POLQ	-2.262375
SOAT1	0.6685
SPAG4	-1.38825
MRPS30	1.64133333333333
LOC494141	-0.1125
OR2T11	0.814
ORAOV1	-0.9208
ZNF184	-0.163
TCEB3B	0.322333333333333
ADAM21	0.178
GDPD1	0.735
SPINLW1	0.0942499999999999
PRR14	-0.541166666666667
KCTD9	-0.0392
NUDT3	0.4715
KIAA1822	0.3354
HIST1H4K	1.209
DFNA5	-1.53825
GABPA	-0.0645
C14orf44	2.061
POLB	0.668125
PTAR1	-0.284
SEC31A	0.7763
TRIM58	1.269
TAS2R14	-1.366
VPS8	0.71275
H1F0	1.7105
PRKCB1	-2.58983333333333
UGT2A1	0.5105
TOR1B	-0.2025
LSS	-1.52933333333333
C2orf19	-0.4255
HNRNPC	0.685785714285714
TMEM100	0.238833333333333
LOC116349	-0.901
OR51M1	0.8885
CCDC142	-1.162
ISG15	3.2459375
ZCCHC14	0.034125
CREBL2	0.3505
TGDS	-1.581
DC2	-0.35275
CACNA2D3	-1.13321428571429
ZNF429	-0.281875
LYPD6	0.3535
SUCLG1	-0.288666666666667
OR51I1	-1.177
MAGEH1	1.45025
PRPF40A	-0.3055
SMR3A	0.2625
SPINK2	-0.20825
THAP2	1.0905
NPY5R	5.7055
IRF4	-2.00875
SPESP1	-1.73616666666667
OR10S1	0.132
DTD1	-1.8015
TUBE1	-1.353
DDX19A	-1.1885
PDPN	-1.7345
TMEM34	0.328416666666667
MGAM	2.5845
COL3A1	5.37961111111111
GFM2	-0.4682
OR5A2	0.7055
PSG9	-1.33075
ARHGEF11	0.0271666666666667
IVNS1ABP	-1.013875
SIGIRR	1.1995
DUSP19	-0.846375
DNAJC14	0.2875
ACSS1	0.237625
IL1RAPL2	0.6805
C4orf30	-0.44975
SEPT4	1.865
LANCL3	-2.68075
SPAG17	0.483
PRDX3	-0.4745
HNF1A	-0.589625
P4HA2	-0.70125
RFWD3	-0.510833333333333
MOV10	-0.11625
DNAJA5	0.676857142857143
LOC729440	-0.2065
LOC200383	2.00614285714286
SMC2	-1.24
MIXL1	-1.06833333333333
TMEM9	0.79025
FAM86A	1.0385
ZNF174	0.5069
MYH14	-0.724
CCR8	0.41525
VPS37C	0.899333333333333
GPATCH1	0.3755
B3GNT8	3.169
TBX4	0.2065
CNR2	-0.00683333333333333
PCDH1	0.80875
C5orf29	5.303
OCIAD2	1.4665
PLCG2	0.713
KIAA0247	1.532
HRH3	0.3119
CAPN13	3.5255
CCR1	0.6029
MGC15523	-0.1855
UVRAG	-0.1245
DNAJA2	-0.221666666666667
ITGA2B	-0.957666666666667
CLDN5	3.293875
PTPRN2	-0.0882857142857143
ZNF512	0.0385
PSAP	0.897285714285714
CCDC140	-0.061
LRRC55	-0.436666666666667
CYP26C1	0.8715
C8orf47	0.15075
LYN	0.4945
DUSP6	0.1665
TGFB3	3.20426666666667
ELK1	-0.757
PCDH11Y	-0.676
HGD	-3.4235
C17orf58	-0.0765
MYO3A	0.633
SERPINE2	-4.10516666666667
AARSD1	-0.90025
C14orf73	-2.06875
ADAM33	-0.39925
ZNF491	0.641
MAPK6	-1.07383333333333
TCN1	5.78766666666667
SLC24A6	0.82
UBE2R2	0.46875
H1FNT	0.21975
TATDN2	-0.157833333333333
LILRB1	2.73425
P2RY5	1.375
NUCB2	0.841
C2orf37	0.40625
SNX27	0.630166666666667
MTA3	0.562125
FOXO4	0.357875
ID4	-1.21316666666667
SOX5	-0.263666666666667
PXMP3	0.394375
OR52M1	-0.1485
SFT2D3	-0.201125
INA	-2.4315
MCOLN1	0.76625
NFIX	0.8508
CLEC14A	5.49966666666667
HIBCH	-0.269
PLA2G5	0.7575
TIMM10	-0.567333333333333
