Hybridization REF	TCGA-BH-A0BP-01A-11R-A115-07
WDR13	0.139
BSPRY	2.27766666666667
PEX12	-0.203333333333333
PMP22	2.0745
tcag7.1136	0.59375
NPBWR2	-0.59
HTR3E	0.6005
C2orf39	0.9415
MTL5	2.0325
TRIM16L	-0.775
COMMD9	-0.0981666666666667
INADL	2.69935714285714
GPX1	0.88725
SNAPC3	-0.239
C4orf16	0.3592
GNA12	-0.384333333333333
LIMK1	-0.56175
PIGC	1.15816666666667
B4GALT5	0.4539
LOC339524	3.0175
LRAT	-0.662
IL18R1	0.970125
CXorf52	-0.753
AKAP11	0.1595
GLB1	-0.058125
BCL10	1.26666666666667
MARCH11	1.919
PLAC1L	0.046
DTX3	-0.101166666666667
EPHA10	1.06
ARMCX4	-0.365
CTXN3	0.5995
MOCS2	-0.389
USP28	-2.349
HCRT	-0.312
CYBRD1	2.567
REG3A	0.1555
RGS7BP	0.31975
PARP9	1.8655
SEPT6	-0.2236
MMP10	2.11425
OR2Z1	0.015
OBP2B	1.3205
TCN2	0.265666666666667
CDA	-1.307
TMEM88	0.408
ZFY	-1.2395
SLC25A41	-0.52
CHRNG	0.188333333333333
TAS2R50	0.8815
DEFB129	0.0945
CYFIP2	-2.0997
TEX11	0.66225
SPATA8	-0.266333333333333
MAP3K11	-0.192333333333333
CEBPE	0.7795
OLIG2	-1.97825
DNAI2	0.705
C14orf106	-0.00866666666666662
APRT	-1.2505
AMIGO2	0.92425
TMEM26	1.48525
RALBP1	0.154
TSPYL6	-0.026875
EVPL	0.583833333333333
PVRL4	3.79466666666667
C2orf30	0.25375
ITIH4	-1.03275
ADARB2	0.2115
C1orf104	0.33225
PIM2	-2.14475
REGL	-0.156
SLC17A5	-0.487833333333333
PIPOX	-1.708
INSIG1	-2.3045
SYNGR1	-0.309333333333333
TEX15	-3.53033333333333
REPIN1	-0.0206666666666667
PDE4A	1.6933
CAPZB	0.05275
YPEL3	0.237625
C14orf100	0.956375
GINS2	-1.6275
C18orf21	-0.622166666666667
CYP1B1	2.78475
VISA	-0.408
XYLT1	-0.7035
ZNF440	0.56325
BRWD1	-0.184428571428571
GOLPH3L	0.6035
C11orf77	-0.361375
ZBTB17	-0.281
SLC19A2	3.26525
C6orf134	-0.13525
C9	-0.202
ART5	-1.011875
ARTN	-0.123666666666667
TMTC2	2.2805
GNRH2	-0.00525
STEAP1	1.7886
RPL39L	-1.56283333333333
FLJ10292	-1.17416666666667
RLF	-0.788
NAT14	0.19025
RRN3	0.435
C11orf16	0.5025
C3orf14	0.99475
TEX264	0.318833333333333
C22orf28	0.5105
C20orf175	-1.26
XPNPEP2	0.792
PDE6A	0.08275
SPIB	0.210375
TBCB	0.122666666666667
SLC5A11	0.2565
ADRA2C	-0.215833333333333
DHCR24	-0.50475
MEF2D	0.461625
C6orf114	0.54775
ZPLD1	1.3755
MYO1B	0.72425
VAMP8	2.058875
ANKRA2	0.478583333333333
C11orf42	0.212
TAS2R60	0.1355
PANX1	0.736375
C12orf42	-0.795166666666667
RCBTB1	-0.26225
FGL2	5.12525
CEP70	0.339125
WASL	0.6915
SEPT14	0.08
DCHS2	0.1155
CYBA	-1.39025
ARHGAP11A	-3.50083333333333
MPZL2	-0.451666666666667
KIAA1881	4.10133333333333
ANXA1	0.6508
AFF1	2.05375
FRMD3	-1.24
SUSD5	0.1415
C9orf32	-1.17025
RASSF7	-0.594
KIR2DL2	0.379
SENP1	-0.803666666666667
C20orf195	0.61975
C3orf44	-0.19125
KRTAP9-3	0.6085
ZFP28	0.278375
PLCB2	-0.0523
TXNDC15	0.384
CALR3	1.1265
HLTF	-0.121428571428571
C17orf67	0.93
NDUFA6	0.285125
PKP1	-0.6015
HMG20B	-0.3235
GPR180	0.1016
BAI3	0.32875
NOSIP	-0.5145
TRIM23	0.785875
ARL1	0.854428571428571
CDK5RAP2	-1.16525
SSH2	-1.0465
KCTD15	-0.308416666666667
FTHL17	0.158
AK3	-0.0603333333333333
RAB3C	1.8895
PAX4	-0.04275
KDELC2	-0.73525
BIK	2.22383333333333
KIAA1553	-0.015
CEP135	-1.0555
NANOG	-4.35133333333333
TRIM22	2.141
CDH13	-1.22483333333333
B4GALNT4	-1.43
MDGA2	-1.271
SAMD3	1.7405
OR1E1	0.112
TAS2R10	-0.976
FASN	-0.257
GPR116	3.2173
ZNF219	0.234
CD33	-1.355375
RAB3GAP1	0.202
H1FOO	0.6465
NXPH3	0.6325
CROCC	-0.625666666666667
GPX7	0.112875
BASP1	-1.612
STAM	-0.353
TBK1	1.26925
STX2	0.625666666666667
RPL29	-0.45275
NR1H3	0.49175
MPPE1	-0.13975
PHACTR3	1.43
SLC44A2	1.465
C10orf109	-0.24025
CLCN6	-1.18625
C16orf59	-2.438
SQSTM1	0.618833333333333
AADAC	0.46825
LRRC8C	0.2855
BIN3	-0.9234
HPS6	0.659
MAN2A2	-0.1647
GABPB2	-0.62425
KCND1	-0.24575
PTPN11	-0.0573571428571428
ZNF274	-0.31075
ATF3	-0.104
C7orf26	-0.2225
C1QL3	0.017
WDR54	-2.07133333333333
FLJ40869	-1.454
ZNF397	0.2545
MLL	0.0152
TTLL6	0.087625
ANKRD15	0.274666666666667
KIAA1958	-0.903
C1orf218	2.53225
ZDHHC16	-0.36525
DDX47	-1.2695
EVI5L	-0.161
GDF6	-4.922
TAPBPL	-0.273
BTG1	0.4835
DPP4	-0.345625
KLHL23	-1.01925
APOC3	-4.05075
BTBD12	0.0845
CNOT4	0.2634375
HIST1H3I	0.966833333333333
OR5H1	0.26675
APEH	-0.582125
TRY1	0.0205
SLC26A8	1.29616666666667
KCNA2	0.195833333333333
TMEM159	2.305
C6orf81	-0.977666666666667
PCYT1A	0.254833333333333
C6orf157	-0.6825
BRMS1	0.0645
CHST1	2.8535
LGALS1	0.48625
TAF1B	0.215
FLJ40504	-0.98225
GPR173	0.3625
COL15A1	1.84025
CASP10	-0.370642857142857
PCMT1	-0.445857142857143
HDAC5	-0.0738
LOC641367	-0.54925
EVC2	1.1825
SGPL1	1.44016666666667
GON4L	0.283785714285714
AFG3L2	-1.4285
C5orf15	0.135
UBXD1	0.3263
LILRB4	0.9065
GSTA4	0.148166666666667
ADIG	-0.3625
GRIPAP1	-0.024
HIST1H3B	0.8005
BTRC	0.256
USP49	-2.2015
IQCH	1.279125
ACBD6	-1.28775
YEATS2	-0.986
CABP5	-0.066
TRIM3	0.04825
HNRPM	-0.0935
FGG	-4.865
C18orf16	0.0605
CLEC2B	0.4025
PQBP1	-0.491833333333333
JTB	0.339833333333333
REST	1.29266666666667
SLC8A3	-1.00366666666667
TMEM16H	0.16325
MRPL47	-0.035375
EVI1	1.5538
MUC1	2.545125
TEAD3	0.15775
STOML1	0.1455
USP24	-0.7015
PNMA5	-0.1005
MAEL	1.0185
LBP	3.3656
HSD17B4	1.056125
SEC31B	-2.30775
IDH2	0.1995
SFRS16	-1.87775
AICDA	0.413
RNF180	-0.8155
C1orf56	-0.0851666666666667
FLJ10324	1.1545
GPR148	-0.648
MEF2A	1.15525
ASF1B	-1.93
HTN3	-0.76075
RNF215	0.54275
SLC4A3	0.242
ADAMTS9	1.6247
C9orf66	0.938166666666667
FOXD3	0.0555
GSDM1	0.36175
IFITM5	-0.0285
PODXL2	-1.40933333333333
C1orf176	-0.591
RPS3	-0.63225
hCG_2004593	-0.443375
COL21A1	0.8575
NTNG2	2.03216666666667
RAI14	-0.169666666666667
P76	0.0095
LRFN3	0.507125
FAM14B	-0.865125
FKBP14	-0.014
TNNI3	-2.23733333333333
HOXB3	1.332625
SGCB	0.441
PPAPDC3	0.31125
FRAT1	-0.0015
MORN1	0.217666666666667
ARHGEF2	0.0755
BNIP2	-0.17025
DHX30	-0.8715
EEFSEC	-1.25875
FGF20	0.9855
FLJ38973	0.482642857142857
PLCH2	0.37125
CCNG2	2.899375
PSPN	0.3545
WDR88	-0.018
HOXB13	-2.926875
MTMR8	-1.0035
SPAM1	-0.079
PPP2R1B	0.9185
TANC1	0.423875
CNN3	0.735
CHGA	0.830875
C9orf128	2.5465
CACNA1B	-0.031
MMAB	-1.5126
RHOA	0.331666666666667
RAPGEFL1	-0.608
SLC1A5	-1.194
CALCA	-0.252125
SYCP1	1.6025
CXCL11	3.450875
GFI1B	-1.406
PSCD1	0.265666666666667
C11orf58	-0.0626666666666667
MGC45438	2.5745
NUDT18	0.183166666666667
ASB3	-0.750166666666667
ZP1	-3.0305
LPPR2	0.0358
ZNF527	0.776
ZNF771	-0.00125
TTBK2	-0.317875
TRIM55	0.56725
GJB3	-0.644333333333333
PRSS35	0.52975
SCRG1	2.69925
ZDHHC24	-0.06775
DUSP26	-0.075
C1orf51	-0.7395
DNAJC3	1.01333333333333
LITAF	1.3605
ZNF410	0.33325
AFP	-4.33933333333333
ZW10	-1.75025
PHOX2B	0.197
VILL	-0.5395
ELOVL7	-1.490625
LOC644186	3.0685
PPP3CC	0.4135
CHST13	-2.03275
WDR40B	0.33825
MEA1	-1.03875
HILS1	-1.53825
DLX6	-2.3305
NKG7	1.05066666666667
EMP1	2.275
ACTR6	-0.23775
CHCHD7	0.967785714285714
COG2	-0.018
TCEA2	-0.5351
TARS	-0.42125
FLJ20294	-1.07333333333333
ZNF92	1.23125
TRAPPC2L	-0.6899
ARHGAP28	0.969875
CCDC109B	0.187
LGTN	-0.662
INGX	0.022
LOC124446	0.906
RPS2	-1.429
C17orf75	-1.93983333333333
NBPF1	-0.994
SLC2A8	0.733416666666667
SNRPE	-0.605
CARD6	0.9395
IL13RA2	-0.4695
CUEDC2	-1.00475
C4orf19	0.2845
AOC3	3.4825
MTHFD2	0.100833333333333
OR5M9	0.315
C4orf38	-0.0416666666666667
SS18L2	0.08125
OAS3	0.63
LARGE	0.54925
LRIG3	0.304666666666667
LIMA1	1.18625
STARD3	-0.876666666666667
VPS39	-0.140625
CTAGE6	0.0215
ODAM	-0.96975
MORF4L2	0.15175
GSTO2	-0.26725
MTFMT	-0.39975
PRKAB2	-0.115
ZNF76	-1.00466666666667
HSPB2	4.6645
CRB2	0.22875
KLRK1	-2.8295
LYST	0.488375
UBE2M	-1.25383333333333
SLC16A9	0.798
ZNF281	0.5595
ST8SIA1	-0.459125
C9orf105	-0.4675
ANKRD46	0.678
FAM108A3	0.12
C20orf91	0.67825
ZYX	0.268833333333333
RSPH1	1.68925
ZSCAN5	0.04275
RIMS3	-0.8095
KRT76	0.1535
CEACAM4	0.351
SIRPB1	0.00124999999999999
CFHR4	-1.145
SOX3	-0.866833333333333
GATAD1	0.091125
C21orf57	0.20425
TMC8	-0.8855
AVIL	2.09283333333333
LMOD1	3.21025
HIGD1A	1.666375
NEU3	-0.363833333333333
DES	-0.44675
BZW1	0.2706
ZNF221	-0.25
CCDC27	-0.743
GDAP1	-0.404
RBBP4	-0.454
MGC40499	0.51125
PHKA1	-1.394375
PRKAR1A	0.318666666666667
HSD3B1	-0.0375
RAD52	-0.9965
CD207	0.2265
LOC389791	0.3685
RSPO1	2.34616666666667
TMEPAI	3.2385
MFSD2	0.786
ETV4	-2.6765
SCGN	1.9825
LOC391356	-0.551
MPP1	-1.046375
STARD3NL	0.0975
TFAP2D	0.256
CD2AP	-0.727375
CCL20	-4.90283333333333
CCDC86	-1.555
ZFP30	-0.94175
CTBP1	0.902666666666667
MAK10	-0.0736666666666667
STXBP5	-0.873166666666667
LOR	0.2947
MAP6D1	-1.001375
ARMC7	-0.094
TMEM150	1.0346
NSL1	-0.5755
KIF5A	-0.774375
ASCC2	0.124666666666667
PSENEN	0.558666666666667
OPTC	-0.1625
FCRL2	-0.603833333333333
KBTBD11	0.8455
PCK1	0.929
CENTD3	-0.86375
MEGF8	-0.23175
ALPPL2	-0.221
OBFC2B	-0.489333333333333
ZFYVE20	-0.053625
GALC	1.94516666666667
CTRB2	0.002
C20orf71	-0.423333333333333
TBKBP1	0.024
CAMLG	0.4435
TREML4	-0.11
RSAD1	-0.12625
TUBA3D	-0.5418
KIAA1833	0.13425
PNPLA1	-0.131
LRRC34	-0.6525
CDH26	0.240833333333333
ZNF167	0.766833333333333
ZBTB26	-0.6899
VWF	3.3806
VTN	-1.03233333333333
BAD	0.07475
PDS5B	0.459636363636364
ZNF644	1.15016666666667
SH3GLB2	-0.657125
SMPDL3A	0.6397
NRG2	0.1605
IL15	0.4995
GABARAPL1	0.122333333333333
LAT2	0.0668
SLCO1A2	-2.21433333333333
LIG4	-0.297916666666667
GSDMDC1	-0.212375
BMP4	0.278375
METT10D	0.24975
SYCE1	2.425
SPANXD	-5.4585
SLC12A9	-0.000500000000000028
MC1R	-1.8285
RNF168	-0.93975
TRIM69	0.594
GALNT7	1.047
ISG20L2	0.00975
KIAA2026	0.2935
TNFAIP8L1	-0.2625
DPY19L2	-0.317
C12orf63	0.199
PRDX5	-0.37525
MED6	-0.96025
TXNDC5	-0.34075
CD46	1.1075
CCK	-2.5585
C17orf48	-0.4725
ANUBL1	2.2325
SIT1	-1.325
TYSND1	0.310833333333333
DEF6	-0.5915
GLT8D4	2.01375
UTP14A	0.18725
RPH3AL	1.18225
NXF1	-0.408333333333333
TRERF1	0.0913333333333333
TUBB3	-0.967
SLC24A2	0.492
SEC22B	0.838916666666667
ZNF653	-0.017
GGTL3	-1.76308333333333
CDKL2	0.54225
CTF8	-1.21791666666667
EPC1	1.1865
CYP4A11	-0.411666666666667
THRSP	5.33016666666667
LELP1	0.144166666666667
TES	1.287875
C17orf87	1.0025
FERD3L	-0.19175
SH3TC1	-0.3015
RAB36	1.071
CRYGB	-1.1
GRIA3	0.7869
BHLHB9	1.78275
C1QTNF9	1.86125
GOPC	0.8925
PNPLA8	0.853
ZNF444	1.143
FMO1	4.1165
POLR3C	0.212
SLC35F3	1.08525
SGCG	0.394833333333333
DCDC2	-2.52783333333333
NANP	-0.47925
MGC23270	-0.639
BEX4	0.609333333333333
HYDIN	1.1869
RPS6KB2	-1.65875
ADRM1	-0.438
BAT3	-0.92725
RAB31	0.5011875
SCGB2A1	6.701625
SLC6A14	-3.822375
DDX4	-0.046
PRRC1	1.366
AP3B2	0.492166666666667
TRGV7	0.283833333333333
TMEM184B	1.53825
ADPRHL1	1.44683333333333
C21orf45	-1.213625
ARNTL	0.338375
AADAT	-0.864875
CCL2	2.84
SNTB2	0.660666666666667
RGS9BP	-1.5565
KPNA1	0.13025
TMEM41B	-0.802833333333334
S100A11	0.740083333333333
DOT1L	-1.489
EFHC2	0.140125
CLTC	0.199
SRP9	0.723928571428571
ZNF521	0.64975
FAM26F	-0.362
GPR88	1.08283333333333
COL13A1	-0.6815
CHMP4B	0.451
SIGLEC6	0.173666666666667
NFAM1	0.2045
PVRL2	0.8632
ALKBH4	-0.216
CCDC93	-0.287875
NXT1	-0.09775
KCNK4	0.585
TROAP	-2.4745
KCNA10	0.414
CCDC114	0.0721666666666667
RAN	-0.705333333333333
LMTK2	-0.1765
LOC400657	-0.3415
UFC1	1.94625
UBE1DC1	-0.053
EEF1A1	-0.118888888888889
CHAC1	-0.6835
HMGA2	-5.5809
B3GALTL	0.814
ING2	-0.38825
C1orf109	-0.5285
INTS3	0.163
ZNF558	0.09725
TRPM4	0.302166666666667
LTB4R	-1.3165
ISYNA1	-0.44075
LSM7	-0.4025
LRRC47	-0.7490625
ZNF179	-1.06783333333333
EXDL1	0.0165
SLC4A10	-0.9175
ACSS2	-0.661833333333333
COPS7B	-0.637
KIAA0040	2.5915
C1orf95	0.384
AP1GBP1	-0.29775
OR9A2	0.287
FAM71C	-0.203
RIN1	-0.5965
ITGA4	-2.455
DNAJC6	-1.01766666666667
CLOCK	0.458666666666667
SLC35A4	-0.183833333333333
DSG4	0.39725
LOC26010	0.05725
NSUN2	-0.896
TMEM86B	-0.5707
C14orf135	-0.61525
KIFC3	-1.515
PHF5A	0.16775
NCAPH	-2.437
STK11IP	-0.57925
FLJ42953	0.865875
CCDC19	1.88166666666667
ZNF329	0.677875
TAX1BP1	0.8915
ZDHHC18	-0.265166666666667
C10orf88	0.025
TMBIM4	2.4055
NMUR1	1.235
KIR2DS4	0.096375
C9orf90	0.581875
MGC87631	-0.445
KDR	2.7873
ST3GAL2	-1.152125
RLN2	-0.881166666666667
HPD	-3.62625
MOXD1	-0.711166666666667
PDGFRL	2.42816666666667
SMYD4	-1.078
FAM103A1	0.490833333333333
MFAP4	1.77516666666667
LOC285141	0.881
TMEM45B	-2.810125
SMCR7L	-0.383357142857143
GZMH	2.89675
CBLN1	-0.711
CNNM1	-0.29325
PHF17	-1.19466666666667
NUP98	-0.634333333333333
RMI1	-1.1925
PTPRS	0.205625
ANKRD57	0.06325
CLDN15	-0.445666666666667
OR51A2	0.4645
GUCA2B	1.2715
DOCK9	1.1385
ITGB1BP1	-0.0901666666666667
DLG2	0.37075
BRAP	-0.8185
SESN3	3.303
ZC3H7B	0.8355
FAM101A	2.34766666666667
FKSG24	-0.74275
ZYG11B	-0.126875
RFC2	-1.431
SH2D3A	0.0876666666666667
DVL3	-0.352833333333333
ADFP	0.0015
KRIT1	-0.188875
SERTAD3	1.01783333333333
LEFTY2	-2.98825
KRT27	0.534
SCFD2	-0.45675
MN1	-0.17125
RORA	1.35325
PTPRD	0.09125
PIAS2	-0.435833333333333
CYP4X1	6.15216666666667
FBXL15	-0.542
MYH15	-0.0855
CRX	0.161333333333333
TBC1D13	-0.134
SLC22A17	0.687
PLK2	0.688833333333333
ARHGAP9	0.75075
EIF1B	0.15125
C20orf185	-0.354
DEFA7P	0.2305
PRIM1	-1.77033333333333
CRYAA	-1.509
BACE1	0.583
AGTRL1	0.9105
ACAD9	-0.11375
GRASP	1.0455
RBP4	0.249666666666667
TFB2M	-0.1995
METTL9	0.2501
ATP5O	-0.838
SP100	0.7839
CPSF1	-0.6875
S100A4	0.075
LIME1	-1.56125
GPR137C	-1.2025
OR2A2	0.5925
C2orf29	-0.35
NUP188	-1.019
SDPR	1.8425
RAI1	-0.5845
RPS20	0.6477
LAMB1	0.06175
ADM2	0.717833333333333
ZNF229	-1.253
DKFZp434K1815	-1.40425
EPN3	3.8315
CLIC3	-2.083
MEIG1	0.98925
HMGB4	-0.0075
STARD10	0.98125
KLF8	3.11175
EPB41L2	-0.0856666666666667
JMJD6	-0.295375
CTSL1	-0.157
GPR27	0.3385
ELAVL4	0.501375
MMP21	0.595
PPM1B	0.694875
SUV39H1	-1.203
AAMP	-0.447
TUSC4	-0.006
MBD6	-0.10325
KLK13	-0.62175
FMNL3	0.455833333333333
TRIM13	0.46125
C15orf5	0.58
IQCF1	-0.24475
CACNG8	0.4025
SLC35D3	-0.223666666666667
ZDHHC9	0.852
ODF3L1	1.32425
C9orf86	-0.1706
TSEN2	-1.16625
C17orf64	0.879
SEPX1	0.7136
TSPO	0.406
SYMPK	-1.3735
ADORA1	0.3135
TSPAN10	-0.155375
SEMA6C	0.134833333333333
RTTN	-1.0549
IL2	0.253
ARRDC3	-0.39225
TBPL1	-0.697
STX12	0.8635
MRPL39	-0.98925
OR8H3	0.219
IFIT5	1.02133333333333
CASC5	-2.5185
FAM46A	-0.603166666666667
HPCAL1	-1.1155
CYLC1	-0.0655
VGLL2	0.1095
C20orf191	-0.4115
CDH1	2.1945
ITPA	-0.79575
CCDC101	-0.0485
D15Wsu75e	-0.2475
EDA	-0.46675
CREG1	0.11875
OR7G2	0.262
SAP18	0.6075
IFIT1	1.83825
CALML3	2.184
FLJ37440	1.5695
FNDC5	0.005
SERPINB6	0.203
JUNB	1.4745
SYS1	1.01275
SCN2A	1.11783333333333
ZKSCAN5	-0.81
WNT7A	-0.128333333333333
TSHZ3	3.51775
RNF148	0.56875
H6PD	-0.03075
CAD	-1.1815
ZNF449	0.7935
DOCK10	-0.377
FAIM2	0.557833333333333
HEXDC	-0.25525
PRB1	-0.2265
C14orf148	-0.2755
ETHE1	0.59275
IRF5	0.6254
GNMT	-1.00966666666667
MGC16291	-1.862625
RPAIN	-0.0650714285714286
CAGE1	0.884
CNTNAP3	-1.329375
ACTR1B	-0.725
EEF1E1	-1.0715
MSX1	0.1215
ESF1	0.1047
HSPC171	0.218
MRPL2	-0.982166666666667
RDH12	-0.688833333333333
CELP	-0.429
METRNL	0.82
C10orf116	3.62766666666667
C19orf48	-1.5635
ZNF346	-0.36325
NCR1	-1.441
C10orf64	0.286
CD52	1.0195
VPS18	0.703875
AP4S1	0.1235
NPBWR1	0.541
TPK1	1.40725
UBA52	-0.189777777777778
RIPK1	0.880833333333333
CPNE3	0.9228
HSPC159	0.498625
C8orf38	1.8365
LRRC4B	-0.437
PARP10	0.0664
ANKRD50	2.763875
CXCL9	5.61425
FGF18	2.934
EIF2A	-0.383125
SLC20A2	1.223
KIAA1549	0.2905
SPINT1	1.5981
ZNF584	-0.1775
CRBN	1.0545
ABCF3	-0.205666666666667
NCBP1	-0.624333333333333
PLA2G4F	0.5415
PCDH10	2.675125
TTC21A	0.55375
C20orf144	-0.1915
FGFR1OP2	-0.952333333333333
SLC9A1	0.3626
CHRND	0.0965
FOXF1	-2.36825
KIAA1467	-1.32225
TPO	1.65983333333333
LTF	2.67778571428571
DNAJB9	0.41975
MRPS27	-0.89525
bA16L21.2.1	0.14725
WBP2	0.0511666666666667
MRGPRX3	-1.17466666666667
PRPF18	0.89375
C10orf58	1.275
SMOC1	-2.373
ADAT3	0.336833333333333
TMEM138	-0.02975
TMEM131	-0.064
TIMM8B	-0.4765
MYH7	-0.686166666666667
ST6GAL2	1.612375
KIF1C	0.196
SUHW2	-1.224
PAPSS1	0.67575
CABP2	-0.119
HOXA4	-0.2765
ELF2	-0.5955
SEMA3D	1.1842
MC5R	0.2275
OGFR	-0.1775
FLJ30092	-0.951333333333333
TGFA	0.3394
MMP17	0.0255
KIF15	-2.4805
CHIA	0.665
CATSPER3	0.03175
CEACAM7	1.7195
PADI2	0.814625
HOXA9	1.27983333333333
LNX2	0.636
TMEM144	2.16925
HIF1AN	-0.006
METTL7A	-0.4357
C6orf165	1.47883333333333
KIAA1468	0.517625
DSG3	2.7175
ZNF180	-0.221666666666667
EIF4E3	2.3635
SLC46A1	0.718625
DKK1	-1.242
ZNF205	0.374333333333333
LOC162073	1.89544444444444
COX7A1	4.24625
MAGEA1	-4.96066666666667
NEDD8	-0.597833333333333
KLHDC5	-0.501
C3orf19	1.2515
MRPS2	-0.92225
POLR3H	-0.2315
ABHD11	0.5235
TMEM17	1.33325
PAIP2B	0.1242
MAT1A	-3.59925
LGI3	-0.02475
THUMPD2	-0.4015
TKTL2	-0.22075
XAGE3	-0.988666666666667
CALM3	-0.175083333333333
C6orf136	-0.949333333333333
KCNC4	0.311166666666667
RGS9	0.205833333333333
ACIN1	-0.635166666666667
SPATS1	-0.06675
XKR8	-0.585
FAM84A	1.0255
MS4A7	4.75263636363636
AGXT2L2	-0.13575
OR1F1	-0.0335
SMAP1L	-0.166166666666667
IPO11	0.42175
ZC3H11A	-0.0140625
C1orf151	0.382625
RNASEH2A	-1.153
CCR10	-1.224
TXNDC11	0.274916666666667
TMEM112	0.738125
MAP1B	0.705571428571429
NVL	0.17725
PKM2	-1.11245
ARC	-0.32725
NUP54	0.4765
PPFIBP2	1.24866666666667
STAT2	0.854875
PTAFR	1.39416666666667
ROBO2	-0.796
RNF40	-0.0116666666666667
CCDC135	-0.344333333333333
IFT81	-0.451
MORF4	-0.142
TM7SF3	-1.603375
OR10H3	0.4445
ABP1	-0.192375
CHRD	0.290875
PLEKHA8	0.584
NCALD	1.88308333333333
OR5AK2	0.2815
ACCN1	0.277333333333333
SLITRK1	-0.30675
ARMET	0.05275
C9orf52	0.6665
REEP4	-0.9125
MTSS1	1.41525
ADH1B	4.83833333333333
DLD	0.27625
CDK5	-1.18525
PPFIA1	-0.475875
WFDC3	1.329
DNAJB12	1.12321428571429
RANGRF	-0.977
MLANA	-4.73825
AMY2B	0.12
KIAA0319	-0.52625
RPS7	-0.8925
JAK3	0.0267
ARFGEF1	1.4385
CXCL5	0.64225
TRAPPC4	-0.72025
CETN2	0.8595
HSPC111	-0.30125
RHOBTB3	-1.1294
PHLPP	0.2955
RGS10	0.33225
TMEM58	0.9315
CHERP	1.019
HSP90AB3P	-1.16466666666667
FSTL3	-0.724
PEX11A	2.6085
OR5V1	0.2915
FCN3	1.672
PTPN3	-0.2265
NPTX1	-4.298
C21orf84	-0.86475
C11orf51	-0.485625
ZBED2	0.91925
FLJ90757	0.281
NPY2R	2.69675
PLD3	-0.05225
SYT17	0.361
SGSM2	-0.90375
OR1A2	0.30475
FOXP1	2.605625
SLC5A1	4.17575
POFUT1	-0.3569
EPHB6	-2.693
MYO1G	-2.428375
STAC	-1.3024
KLHL17	-1.06416666666667
RGMA	0.9119
TJP2	-0.4336
FAM114A1	0.4025
SERINC1	1.30008333333333
SLC9A8	0.233375
PEX19	0.608875
EDN2	1.6185
PSMD7	-0.423777777777778
C3orf41	-0.9625
UQCR	-0.5685
PPP1R3C	-1.05825
LRP4	-1.76483333333333
TM2D1	0.863
TTC17	0.00575000000000001
C4BPB	-3.921
CCL25	0.997
ZNF253	0.660166666666667
CHRNA9	-3.217
SOX11	2.47375
HIVEP3	0.9495
CGN	1.5795
C3orf35	0.437
PKD2L1	3.06825
SYVN1	0.120625
PDE8B	0.2615
LOC439951	-0.05725
LTC4S	2.1245
MIF4GD	-0.193
SMARCA2	1.4875
TUBGCP6	-0.547166666666667
CABLES1	0.54925
C16orf77	1.41
ZNF791	0.9215
FUT5	-1.1965
ADH6	-2.346
P4HB	0.4945
CLDND2	1.15225
ALKBH8	0.92825
PLAC4	-1.216
F11R	1.69885714285714
MGC35295	0.268333333333333
PDZD4	-0.512166666666667
LOC389073	-0.07475
FAM80B	-0.309666666666667
PSMB1	-0.66925
TXN	-0.615833333333333
VIPR1	1.2544
WBSCR18	0.5758
EXOSC6	-0.447166666666667
ACTA2	4.09066666666667
SP5	-1.02191666666667
ANKRD1	-3.218
DDR1	1.461
ATP6V1D	-0.12625
PTGS1	-1.15325
RNF157	-0.54675
DCC	-0.449
SPAG7	-0.0825
FBXO18	-0.21675
UBE3C	-0.3806
HOXC6	1.295
LRP2BP	0.642166666666667
MYST2	0.59725
PDSS2	-0.07425
ATE1	-0.0195
ARAF	-0.24425
KLF10	1.59975
PLA2G2E	-0.41
ASCL1	-1.14733333333333
TSNAXIP1	0.576
FAM131B	0.05575
IFNA10	0.168
NUP43	-1.16825
FAM44B	-0.88425
L1TD1	-4.32433333333333
NMD3	-0.624
C18orf54	-1.4754
PHOSPHO1	0.2025
RAG2	-1.418
EMILIN3	-0.348
METTL3	-1.173
VPS13C	0.183375
REXO2	-0.88675
ANXA4	0.7775
CA1	-0.76875
DCP1B	-0.11875
TULP3	-0.991333333333333
ATP2A2	-0.158
ATIC	-1.067
ADAM15	-0.961416666666667
NPL	1.10633333333333
LGR4	-0.49275
UEVLD	0.703166666666667
GAB1	1.08
SNAI2	0.172333333333333
ZGPAT	-0.2908
SNF1LK	-0.339375
DLEU1	-1.97625
UBE2Q1	0.378
ZMYM6	0.39875
JPH3	-0.1195
FAM38A	-0.6655
PXK	0.552166666666667
DENND2D	2.00825
BAX	-1.784
CP	-1.83654545454545
RPL37	-0.1922
G6PC3	-0.704875
NCOA4	0.101833333333333
LRRC14	-0.300125
GORASP1	0.74625
FCHO2	1.277125
CYP24A1	-3.5714
FXYD3	1.608
SMARCAL1	0.10075
ABCB8	-0.579666666666667
CCDC44	-0.37275
PRDM7	-3.20825
USH1C	-1.23175
DNAH5	2.37883333333333
SRF	0.40575
MAL2	2.9125
PGPEP1	0.265416666666667
SIN3B	-0.23825
SEMA3C	1.79333333333333
GRAMD3	2.194
FBXO10	-0.080125
OR5D13	-0.742
FLJ31818	-0.065
CACNA1I	0.29825
S100A13	0.037
TP63	2.51621428571429
ANXA11	0.5851
