Hybridization REF	TCGA-A2-A0YK-01A-22R-A109-07
TULP3	-1.05066666666667
ATP2A2	0.045
ATIC	-1.2355
ADAM15	-0.436583333333333
NPL	1.31766666666667
LGR4	0.27925
UEVLD	0.533
GAB1	1.414
SNAI2	0.635166666666667
ZGPAT	0.2748
SNF1LK	0.393875
DLEU1	-1.6945
UBE2Q1	0.639375
ZMYM6	0.4175
JPH3	-2.0905
FAM38A	-0.378083333333333
PXK	0.166333333333333
DENND2D	2.297
BAX	-1.50716666666667
CP	-1.76063636363636
RPL37	-0.0185
G6PC3	-0.329875
NCOA4	0.709166666666667
LRRC14	-0.163375
GORASP1	0.54625
FCHO2	0.8935
CYP24A1	-3.8227
FXYD3	1.938875
SMARCAL1	0.1045
ABCB8	-0.553
CCDC44	-0.81475
PRDM7	-3.218
USH1C	-1.3825
DNAH5	0.7625
SRF	0.322166666666667
MAL2	1.099
PGPEP1	-0.0819166666666667
SIN3B	-0.64275
SEMA3C	0.845
GRAMD3	2.545
FBXO10	-0.163625
OR5D13	1.561
FLJ31818	0.082625
CACNA1I	0.28375
S100A13	0.319
TP63	3.17514285714286
ANXA11	0.8145
WDR66	-0.28225
CSF2RB	1.1535
IFI44	1.13225
DACT1	2.2085
ANKRD23	-2.03075
ATP5G1	-1.23683333333333
C21orf70	-0.6755
PPWD1	-0.5395
DNAJC13	0.4085
PAH	-5.34083333333333
PTCH2	0.67475
TRMU	-0.69375
CCDC9	-0.133
USP3	0.1531
DCLRE1C	0.2051
FAM55C	0.5725
FRMD4B	2.59625
CYP2R1	-0.76575
RFPL1	-0.1291
XPO5	-0.9925
ARL6IP2	0.475
OSBPL5	1.14275
MMP9	3.72509090909091
KIAA0802	-1.308125
DHRS2	-4.04416666666667
SGEF	1.5415
TXNDC10	-0.6317
EXOC6	0.9665
RPS27	0.847833333333333
PNCK	-1.56566666666667
FSTL1	0.486
AACS	0.08775
SLMAP	0.712
SAMD4A	0.0432
ABRA	0.852
SMARCD3	1.39875
PKNOX2	-1.51366666666667
A4GNT	0.3065
C9orf39	-0.770833333333333
RALYL	-0.29675
MGC33556	-2.167
C10orf25	-0.487
BBOX1	5.94225
NHEDC1	0.04175
XDH	3.16925
GCSH	-1.7835
EDN1	1.32283333333333
MTERF	-0.17875
CLK4	0.905
ZNF799	0.550833333333333
KCNG1	-1.077875
CXCR4	1.85083333333333
PTPRR	-1.8325
IRAK1	-0.78275
LOC401397	-0.933
TMSB10	0.454857142857143
CXCL3	-1.8445
TMC4	2.248
OR7A10	0.3625
STYK1	1.0245
CHRNA10	0.0545
CCNI	1.109
EP300	0.838285714285714
LOC165186	0.446333333333333
HIC2	-2.6335
SDR-O	-0.187
OR2W1	-0.009
KCNA6	0.274
TRIM74	-1.55275
REEP6	2.11125
ATP5G2	0.1835
ERG	1.476625
TMEM42	-0.1295
PARN	-0.2375
SOD2	0.066375
DIRAS1	-0.607
PNPT1	-1.2715
JOSD3	-1.574
hCG_40738	0.2755
PDE1C	-0.46325
SEMA4D	1.3005
AGPAT1	-0.214666666666667
NOSTRIN	1.691125
MAP3K3	0.273666666666667
MAX	0.819214285714286
CAPS	0.523833333333333
SERPINA12	0.5465
OSBPL8	0.38425
RICS	1.6435
NR4A2	2.4885
PPCS	0.869166666666667
LONP1	-1.08975
SCYL3	1.66575
HERC2P2	-0.687833333333333
FIBCD1	-0.4795
C15orf41	-1.16375
DMC1	-1.25866666666667
C20orf27	-1.13325
RPS6KA5	1.3168
FAHD1	-0.566166666666667
SLC12A4	0.07675
BRCA1	-2.10916666666667
GBL	-0.6545
SLK	0.3865
NUDT9P1	0.323
NOXO1	1.3415
USP52	-1.037
BAZ1B	0.140875
SLCO2B1	3.765
BBS12	1.04333333333333
LRGUK	-0.483666666666667
TERF2IP	0.1965
COL1A1	4.7745
KIAA0090	-0.180375
GRK5	0.978
AP1S2	-0.994
TMEM52	-1.12833333333333
CA11	0.06075
OR4A15	0.246
ACBD3	0.4932
SPAG11B	-0.191625
PRDM2	1.4042
FOXP3	0.4875
SMYD3	-1.3365
LOC389199	0.479
LGI2	1.74883333333333
NAPE-PLD	-0.00870000000000001
ANKRD6	1.4255
WDR45	0.504
SHROOM1	2.568
PSCD3	0.5785
PYY	0.088
KCNC1	-0.3645
ARHGEF9	0.6714
OR8J1	0.4545
GPR55	0.378333333333333
NS3BP	-1.761
C10orf22	0.460333333333333
NAT8L	-0.508
DUSP4	0.471
FOXM1	-2.7045
GRAMD2	2.3137
ZBTB48	-0.0113333333333333
BUD31	-0.6885
PABPC5	0.79
CCDC41	-1.17725
FBXO11	0.181166666666667
C6orf148	-1.15625
RFXAP	-0.70775
C6orf15	2.04166666666667
CDK8	-0.869333333333333
C6orf70	0.3305
TESSP2	0.5305
ALG2	0.02475
PPP1R3D	0.4725
TPM3	0.356611111111111
SYT13	-1.3765
EPB42	-0.303333333333333
CETN3	-1.52125
PRY	0.0765
NTHL1	-0.413166666666667
POLR2B	0.2095
RPS28	0.709083333333333
P2RX3	0.18225
LYZL4	0.89575
WBP4	-0.0703
PMM1	-0.36275
C11orf79	0.45225
CBLL1	-0.1115
IL1F10	-0.045
VAX2	0.0285
SETDB1	-0.0575
LRAP	1.79416666666667
GCLM	-0.417333333333333
CPEB3	2.06225
PPM1A	0.3750625
INTS1	-0.65175
CAMTA1	0.739
SAMSN1	-0.51625
LOC158830	0.318166666666667
GMPPA	-0.518375
AIPL1	-0.092
IL24	0.894
BDKRB1	-1.70583333333333
MLF1	0.4656
TAF12	-0.65925
ID1	-0.966875
THADA	-0.067
PIK3CB	0.035
OR4N5	-0.2175
TBC1D17	0.141833333333333
COX8A	-0.253
CDCA4	-1.18725
C2orf44	-0.416
ZNF534	-1.098
IMMP1L	-0.07075
NIPSNAP3B	0.341125
FTMT	1.168875
PWP2	-0.757833333333333
MMP15	-0.9729
DNAH11	-1.91225
MTMR14	0.166875
DNAL4	0.80825
IPP	-0.11325
TMEM59	0.752875
C1orf157	1.0475
RGS4	0.378833333333333
DDX18	-0.413166666666667
SNX6	0.51175
ZNHIT2	0.166666666666667
NCDN	0.39
FLJ33534	0.235
RAG1	-1.979875
OR4D10	0.2745
PTPN5	0.665333333333333
POMT1	0.007
LRRC8A	0.4277
CYP1A1	-1.9695
CAPN1	-0.0968333333333333
DDHD2	0.62475
GRIK2	-0.4415
GNRHR	-0.340333333333333
PPBP	2.25525
HTR3A	-0.64175
SLITRK4	0.0265
ANKRD49	-0.0165
BTF3	0.0957
SARS	0.0685
C13orf18	1.29633333333333
CACNB1	0.0224285714285714
QKI	0.689
SETMAR	1.01325
MAN2B1	1.26833333333333
EML3	-0.10075
ACADL	2.23733333333333
OFD1	0.09025
DEFB114	1.033
CGA	-3.8383
PEX16	0.1345
LRRC10	-0.569
GNG12	0.021
C1orf152	0.396333333333333
CHRM1	0.3765
CD53	1.9165
DBH	-0.82875
TFAP2B	4.321
HIST1H2BJ	-1.15366666666667
FAM46D	0.6115
TMEM11	-0.151
C3orf32	-1.6375
PCCB	-0.938375
IPO13	-0.306625
C6orf105	-2.5125
COMMD5	0.6745
SUV420H1	0.477
LTBR	0.746
ARHGAP15	0.791875
HDHD2	-0.1425
TDRKH	-0.431666666666667
LOC401052	1.165
PSG4	-1.16475
GNB4	-0.2854
SPATA4	0.691
SLC9A3	-0.285
OSBP	0.8225
NBPF3	0.285916666666667
DOCK11	0.593
SLC39A5	-2.26166666666667
PRR5	0.7002
C10orf63	-0.0695
SMTNL2	-1.24275
ADRA1A	0.5275
ASAH1	1.9135
DOM3Z	-0.1205
GIPR	0.448333333333333
AHI1	-0.26225
NADSYN1	1.10566666666667
RGS14	0.0917
IL18BP	1.533
RTN4RL1	1.49758333333333
ARMC6	-0.55075
PSMD5	0.445833333333333
HK3	1.6248
OR4S1	0.342
RSU1	1.257
MAD2L1	-3.28411111111111
EIF4A3	-0.8275
DLEC1	0.620333333333333
E4F1	0.0161666666666667
CHMP2B	0.3569
CAMSAP1	-0.51525
RPS21	-0.865333333333333
ARID5A	1.94275
UBE2N	0.1215
IGSF8	0.806
MAGEB6	-1.993
ACAD11	-0.7789
MGC4172	-1.28225
LMO4	0.50925
KLKB1	0.90275
HP	-0.6385
HDAC3	0.0625
SCHIP1	-0.0395
CLCA1	0.554
OLFML2A	1.570625
C1orf112	-1.68325
KIF19	1.83383333333333
HAPLN4	-0.1979
CXCR7	0.6615
GOT2	-0.6655
RAB38	-1.04275
DCX	2.68
PPM1H	-1.64691666666667
NFYC	0.5605
KIN	-0.483
ZNF228	0.67675
PLSCR4	3.13466666666667
HIG2	-1.04075
FAM79B	3.0955
C21orf86	-0.7389
KCNK10	2.198
ZNF738	-0.500125
FSTL5	-1.33066666666667
OR6A2	0.9345
OTOA	1.22583333333333
EXOC1	0.097625
AHRR	-3.297
PDAP1	-2.20866666666667
C19orf6	-0.09
ZAN	0.16325
LY6G6E	0.2825
EIF4E2	-0.8975
C20orf198	-0.29375
ZNF324	0.19525
CYP3A5	-2.59016666666667
ENTPD7	1.8605
MBOAT5	0.837333333333333
GJB5	0.27625
TTC13	0.00325
S100Z	-1.1075
KIAA0664	-0.474166666666667
PDGFRB	2.33516666666667
IL17D	0.34225
OR56B4	0.1815
RDX	-1.446
SLC34A3	0.356
IL28B	0.24
JUND	1.117
CHRNB1	-0.393875
CAMK2B	-0.20725
FETUB	-1.13775
CXorf23	0.699625
MRTO4	-0.943125
TTC3	0.9935
NDUFB8	-0.289666666666667
EDG2	0.188
SEMA3G	2.389
IL23A	-0.6975
GRHL1	1.9475
LOC441054	-1.9045
WDR65	-0.14975
PSTK	-0.4445
STOML3	-0.290666666666667
R3HDM2	0.2705
C5	-2.53225
SLC2A10	0.907666666666667
C3orf22	0.16475
PAQR3	-0.805923076923077
ANKRD26	-0.625666666666667
HCRTR1	0.0615
LOC399947	-1.35333333333333
PSD2	0.722
TIGD2	0.324666666666667
SCRN1	-1.86925
COQ10A	-0.588
DDI2	0.5295
METTL7B	-0.985166666666667
UCN2	-0.1075
FAM92A3	-1.08375
WDR16	1.25975
ZNF511	-0.067
ZMYM5	-0.68475
POLR3G	-3.4745
ZNF586	0.601
C1orf49	0.295
TANK	1.14466666666667
RCAN1	1.124
PELI3	1.69916666666667
LIMD2	0.675
TMEM189	-0.5875
NTN4	2.054125
LOC151300	0.258
CLEC2A	-1.176
GPR135	-0.7245
DPYSL4	-2.8347
JAK2	0.963166666666667
TSHZ1	0.814333333333333
TM9SF4	-0.353375
ZNF264	0.912333333333333
SIRPG	3.066625
BICD1	-0.53075
HERC6	2.01683333333333
METTL5	-0.989
CASP1	2.0555
PRRT1	0.0876666666666667
PLA2G4C	3.63083333333333
ICA1L	-0.0607142857142857
TPTE2	-0.207
OTUD7A	0.501833333333333
AQP11	-1.41925
APOA2	-4.3372
KALRN	-0.1424
SECTM1	0.329
IFNAR1	0.68225
TALDO1	-0.288375
RAB11FIP4	0.1875
EIF5A	-2.0915
FAM49A	2.56125
NEGR1	1.1725
YTHDC2	-0.371375
EHD2	0.3975
NCF1	3.1862
SCRT2	0.831
HOXA5	1.50566666666667
NUP133	0.04425
FGF12	-0.628
SLMO2	-0.50525
SNTA1	0.072125
CACNG2	-0.1855
GCM1	0.721125
ELF1	0.982166666666667
TLR5	3.4165
TCFL5	-1.36633333333333
RBMY2FP	-1.711
LOC100125556	0.04825
FAM129B	0.283875
MAP3K7IP1	-0.121
NCK2	0.4825
OXA1L	-0.44075
FMO9P	1.209
ZSCAN12	0.3955
PSMD12	-1.2385
HSCB	-0.28075
CLDN10	-0.09
MGC13053	-0.55575
HPCAL4	0.0546666666666667
ASZ1	-1.1725
MEX3D	0.328416666666667
NFAT5	-0.368
CSPG4LYP1	-0.635833333333333
FBXO3	0.6466
DVL1	-0.426166666666667
CMKLR1	3.09733333333333
TYMS	-3.953625
PEF1	0.8725
ZNF750	2.21283333333333
MCM5	-0.6531
MEGF11	0.1505
KCNK7	-0.1935
PTP4A3	0.49
C1QTNF2	1.01583333333333
OR6S1	-0.3115
FAM122B	-1.51475
ZNF551	0.03275
HBQ1	-2.111
GEMIN6	-1.203
ARSK	-0.1955
RBP7	3.4615
CPNE9	0.10675
DSC1	3.2825
LOC730112	-0.44675
MAP2K4	0.28125
HS3ST5	-2.3345
EPB41L3	0.6565
TEKT2	1.23775
CDKN2B	0.487916666666667
ZNF480	-0.969
MAP3K6	1.0374
MAP6	2.4105
HN1	-1.3608
OR2L13	0.404
SLC16A11	0.587
FAM96A	-1.02125
APOL1	1.36825
C5orf32	-0.29275
RTP1	-0.0983333333333333
RNF175	0.514
ZBTB41	0.24625
AHCTF1	-0.4061
SAE2	-0.3239
ITGA2	-0.0731666666666667
MME	1.95383333333333
CCDC14	-0.823
MAST4	1.56664285714286
KRT33B	-0.849
KCTD2	0.3225
WDR26	0.368833333333333
MFI2	0.9325
NR4A3	1.660625
ARSA	1.18925
UNKL	-0.0466666666666667
SULT6B1	-0.499
CCNA2	-3.3885
SOX15	-0.011
PPAPDC1B	2.02833333333333
C19orf44	0.306
MCAT	0.345916666666667
ARID1B	0.064625
OR52N1	0.802
C12orf48	-2.009
MAGI1	0.630375
NIPA2	-0.15275
GBX2	-1.3165
RSHL3	0.611125
RAVER1	0.132166666666667
C15orf17	0.128
SLC30A2	2.547625
ZNF518	0.189
PCYT1B	-1.1795
C10orf114	-1.261
EIF3H	-0.175583333333333
SLC25A39	-1.2505
KIF1B	0.1325
AMOTL2	0.175
C6orf120	0.63625
PSRC1	-2.62625
PLA2G10	1.649375
KIF5C	0.1695
MRPL37	-0.6525
C17orf62	0.0703333333333333
C9orf135	-1.24633333333333
DUSP10	0.0769
CLCNKB	0.057
PSMA5	-0.49725
C8orf53	-0.5035
AMPD3	0.273
PIAS1	0.60175
ADCYAP1R1	0.2455
GYLTL1B	0.4805
CDH20	0.192166666666667
FBXO7	-0.1645
TMEM134	1.655
FLJ14213	1.29566666666667
ZNF3	-0.1155
LRRFIP1	0.696583333333333
CNOT2	0.397833333333333
ABI3	3.2385
ALDH5A1	-0.920833333333333
HNT	1.6592
SERPINA4	-2.8125
TK2	0.618583333333333
STMN1	-1.49622222222222
GUCA2A	0.3785
GALNT10	0.448642857142857
DPP6	0.39515
C9orf93	-0.2795
PRELID2	-0.726125
STK39	-0.44675
SFTPA1	-1.05266666666667
CKS2	-2.67755555555556
RHO	-0.055125
C20orf135	-0.32375
XKR3	-3.294
CR1	1.346375
RPS6KA2	0.8105
C20orf112	0.4445
MRPL22	-0.6695
C4orf23	0.774833333333333
GADD45B	1.481
KLHDC1	1.79366666666667
C2orf48	-2.3235
ZNF287	1.521
DAAM2	0.331
DPPA2	-3.26733333333333
TCTN3	0.565
DNAJB11	-0.317875
FPR1	3.69125
DEFB4	-0.018
PTCD2	-0.6139
SMOC2	4.78283333333333
CABP7	0.5045
SERPINB11	0.25925
MAGEF1	-0.30125
NDE1	-0.0648333333333333
ITGA10	0.5925
FSHB	-0.1225
ANXA2	0.362125
HORMAD2	0.1165
HLCS	-0.09
MCF2L	1.44866666666667
FH	-0.548875
TBC1D24	1.27025
KIAA1505	1.715
LGALS2	2.6525
CNBD1	0.503
SYNPO2L	-0.65325
PTPN23	0.422857142857143
C1orf183	-0.699166666666667
MAGEA8	-3.173
DGCR8	-1.03275
GSR	-1.181
PAQR7	0.23
ZNF676	-0.71325
CACNA1C	0.5372
SP7	0.2615
PDCD6	-0.11825
NRN1L	-0.683
BRI3BP	-1.11375
KIAA1183	1.581
ASB4	-0.59275
CCL23	2.441
OBSL1	-0.6075
SLC12A7	0.529166666666667
KIAA0240	1.316125
CD1B	-0.9175
FCGR2A	1.730625
MDC1	-1.0845
HTR1A	0.0846666666666667
OCEL1	0.12675
ATP11B	-0.3843125
FBXO34	0.0516666666666666
PCDH12	3.621
RPE	-0.9505
C17orf74	-0.0305
CSDC2	0.7385
PET112L	0.2235
TMBIM1	1.149125
P2RXL1	-0.99925
TCHP	-0.755
TRMT1	-0.797166666666667
F2RL2	1.87991666666667
LRRC32	3.4045
IMPG2	0.566
BGLAP	0.00375
LOC493869	-1.49308333333333
MRAS	2.20625
SLC35F5	0.246
CBWD1	-0.3615
AXL	-1.051125
ATP2C2	2.37425
TELO2	-0.5545
PNPLA3	-4.33
PCDHB14	0.67425
CD276	-0.07925
KRT80	-1.4315
DUSP28	0.555
CSNK1E	-0.127916666666667
SRP14	0.3695
KCNQ4	0.5115
KRT72	1.00583333333333
CCDC117	-0.130875
C6orf89	0.458111111111111
TUBB2B	-1.24216666666667
RTN4IP1	-0.83525
CR1L	-2.7655
CEND1	0.0945
C12orf41	-0.0655
RNF31	0.79125
UBN1	-0.0608333333333333
C17orf32	0.10525
SLC5A7	-0.4205
GPR92	1.53483333333333
ESAM	2.6616
CTNNA1	0.3805
HRBL	0.4407
CBX4	0.0415
TMEM182	0.1085
SH3TC2	0.0111666666666666
IL10	2.20766666666667
PXMP4	0.1415
RNF167	-0.2478
PAK7	2.74433333333333
ETV3	-0.0215
ATPIF1	-0.633666666666667
LOC554207	-1.974
OR8H1	-0.19325
WDFY3	1.04025
DPM1	-1.243
GPSM1	-0.385
WDR92	-0.175
LRP1	0.680666666666667
ANKH	-0.346625
THUMPD3	-0.6365
POLR1B	-0.91025
OLFM4	5.6775
RAD9B	0.49325
TSPY2	-4.176
PAX6	-1.48216666666667
SCG2	-2.773625
SLC17A6	0.5195
FMO3	3.082625
PADI4	-0.035375
TUBB4	-0.8191
NLK	-1.313
POU4F3	-0.623
SDF4	0.01575
ITGBL1	2.39183333333333
NETO1	-1.644875
TAP2	0.442125
ABBA-1	-0.3
GNAI1	0.43425
VPS4B	0.74625
NOPE	0.4721
GALNT6	2.1305
SESN1	1.103375
GBE1	-1.81811111111111
CLASP1	-0.0155
RASGEF1B	1.4745
ACOT11	-0.371214285714286
AFAP1	1.34725
OR2H2	0.117
DPY19L2P1	-0.88075
DZIP1	-1.209
SEC22C	-0.00675000000000008
GPR161	-0.43325
RNF146	0.505
WDR74	-0.771625
GALP	-0.636
PURA	0.63875
DNPEP	0.4015
RP11-78J21.1	-0.457
ERBB2	1.46025
FANCM	-0.826583333333333
NEO1	0.7305
DDX3Y	-4.7729
RPS3A	0.4875
MXRA7	0.255642857142857
LGALS3	0.429166666666667
GLT8D1	0.30575
CFL2	-1.432
UPB1	0.433
NAP1L5	0.22325
CLDN14	-1.04625
DHX38	-0.424
BTBD1	-0.26725
TARS2	-0.0843333333333333
ABCF1	-0.2493
FCF1	-0.266
LRRC49	0.08275
GUCY1B2	0.468
C1orf177	0.222666666666667
SMARCA4	-0.698857142857143
LRP8	-3.76683333333333
TAGLN3	-1.16925
MRPL14	-0.73975
TTRAP	-0.01225
ZDHHC20	0.5275
NFE2L3	-0.99125
KIAA1377	1.4715
PALMD	2.2552
TMEM43	0.2525
TTL	-1.290875
STAT5B	-1.00766666666667
SSB	-1.25325
OR10H5	0.032
SLC22A13	-0.64325
AKAP3	0.66425
TIMM23	-0.360666666666667
OAS2	2.14008333333333
KIAA0423	1.281
TRIM11	0.0728333333333333
GLIS3	1.043625
TMEM50B	0.522166666666667
ARHGEF4	-0.307875
DEGS1	0.916181818181818
TBL1XR1	0.471966666666667
G6PD	-2.4015
SP140	1.9378
MUC17	0.129928571428571
NUDC	-0.3089
DNAJC5B	2.379
SCARA3	0.351166666666667
CPA3	6.522
BCAT2	0.127375
MFN1	-0.3882
NRG3	0.483
SNX11	0.37825
PLEKHH1	-0.374166666666667
GPR177	0.0408333333333333
HCFC2	0.14975
TCAP	-0.62475
MOCOS	-2.76075
C14orf93	0.15675
PRDM10	-0.278833333333333
SLC16A4	0.516916666666667
SRGAP1	0.011
VIP	1.03175
DUSP27	0.1995
LILRA1	1.5299
MC2R	0.149
MGC24103	-1.62175
MBTD1	-1.461
FUT11	-0.8295
USP33	0.6149
C15orf39	0.45
MAP3K12	0.08025
PAAF1	-1.37333333333333
BARHL1	0.3185
FLJ16165	0.4605
PIWIL2	-0.70725
SYNE1	1.02766666666667
CMTM4	0.681375
TSPYL1	1.0559
GUF1	-0.6825
TMEM157	0.8025
WDR44	0.10225
HIST1H3C	-0.1295
DKFZp666G057	1.435
RNPEP	0.02975
GAS2L2	1.16733333333333
ADH4	-4.24625
GRPR	1.96616666666667
FBXL17	0.573
ZBTB10	0.301583333333333
Gcom1	1.17827777777778
HTRA1	1.747
ZNF585A	0.259333333333333
SLC26A2	0.398071428571428
OTOP3	-0.105833333333333
WISP1	2.17655555555556
ATP2B4	-0.295583333333333
FLJ10769	0.75475
CRAMP1L	0.285125
CHST12	-0.28075
RAB22A	0.31125
TARDBP	-0.327071428571429
STAU1	-0.275
CRB3	1.2755
MIG7	-1.22525
CHMP1A	0.0346666666666667
ZNF160	0.32425
B3GALT6	-0.062625
BARX1	-1.69966666666667
C6orf167	-1.6704375
NXNL1	0.208
DHX29	0.4485
HADHB	0.43
PLXNB2	0.90325
ILDR1	-0.34625
SLC15A3	3.0335
GAS2	-3.18766666666667
C20orf69	-0.0335
NUMB	0.14325
TNIP1	0.564875
MESP1	2.01783333333333
PSKH1	0.229
NSFL1C	0.26675
RHOG	0.75775
HEY1	-0.514833333333333
KNG1	-2.329125
ITGAX	2.2088
LIN9	-1.14316666666667
CANT1	0.179125
XRN1	0.371142857142857
CCDC96	1.195
HEATR6	-1.46833333333333
GNG7	1.48241666666667
RUNX2	1.08625
SOX1	0.189666666666667
FCRL5	2.6538
ZNF99	0.142625
FAM9A	0.4
SNX22	0.2275
MBNL3	-1.40516666666667
ODC1	-1.7801
ADORA2B	-1.76616666666667
NR2F6	0.03875
ZFYVE16	0.152944444444444
SYNJ2BP	0.7396
POLE	-1.05275
E2F2	-1.511125
THRA	0.523
PTGES2	-0.920166666666667
HIP1R	0.829666666666667
TMUB1	-0.514333333333333
ENO3	-2.3385
RSPH10B	0.336
CXorf39	0.08625
IRGC	0.17625
GPR109B	1.44475
FLJ13305	-1.5665
LCE3A	-0.709
TNFRSF18	-0.951333333333333
DET1	-0.37
TRPM3	0.385083333333333
C16orf79	-1.4675
FECH	-0.525333333333333
RAP2A	0.206833333333333
CRIP1	2.83783333333333
AZIN1	-0.4565
SLC7A7	3.1265
IL10RA	2.4775
TMEM64	-1.67625
CDC42EP4	1.1067
C16orf58	-0.282
ARG2	-3.16675
POU5F1P4	-4.74725
FAM62B	-0.126375
DNAH8	-0.5852
ASH2L	0.94225
TSLP	-1.39833333333333
CNTNAP5	-0.6745
TMEM16C	1.81325
IFNA14	0.375
SLC1A3	0.95225
CABYR	0.25275
BCL7B	-0.2504
NUDT13	-1.63983333333333
C13orf28	0.51475
C1orf53	-0.5375
ARL6IP4	0.524
RPL35A	-0.049
EMR3	0.481
RAB40C	0.397666666666667
SLC41A1	-0.4345
LRCH1	0.78675
LY6G5B	-1.1755
FAM124A	0.253714285714286
MGC10981	-4.222
CLIP3	0.728
MAP4K2	-0.3045
CHIC1	0.90025
SULF1	2.38033333333333
C20orf30	0.00492857142857144
PRDM5	-0.065875
ELOVL1	-0.10575
C11orf48	-0.98025
SLC39A10	-0.21875
KCNV1	-0.167
ACP1	-0.451833333333333
ZMYM2	-0.019375
B3GNT6	-0.382
C9orf69	-0.593
C2orf15	-0.10175
C20orf166	-1.0285
HSP90AA6P	-1.47
EDG7	-0.9725
NEURL	-0.4155
LPL	3.532
CLEC2D	1.03153846153846
GRRP1	2.685
CD8B	-0.7129
HIST1H3D	-1.43116666666667
SLC6A12	0.43775
FAM27L	0.456
CD84	2.8398
RASA1	0.507
PHKG1	0.465
MAGEA11	-2.104
IMPA1	-0.8106
NPM3	-1.82
RARRES1	4.96075
SH3BP1	-0.042875
B3GNTL1	-0.8355
ARPC5L	-0.406
KLHL26	0.6475
SIM2	-1.935875
GJC1	0.088
C20orf194	0.4685
EXO1	-2.9815
SLC2A2	-2.08983333333333
LOC285074	-0.4745
LRG1	2.01775
KIRREL	0.04
PIK3R1	2.72907142857143
C4orf34	1.19875
MAF	0.1705
ADCY4	4.29366666666667
ZMIZ2	0.3626
SLC46A3	1.65866666666667
STAMBP	-0.369
CCDC16	0.15
MS4A12	0.9475
TCF20	-0.0345
LRRC46	0.2535
C20orf152	0.16275
MRPS6	-0.76875
ABCB11	0.826
KCNC2	2.1672
CDH19	0.2225
C9orf123	0.587333333333333
SSH3	1.851
LDLRAD1	-2.856
CCBE1	-0.0465
ZNF135	1.38975
TAAR1	0.1035
WFDC12	-0.4275
CCDC42	0.974333333333333
FLJ12529	-0.66075
PER1	1.11966666666667
TIMM50	-0.910166666666667
SMARCAD1	-0.0288333333333333
FAM26C	-0.5365
TP53TG3	-1.21766666666667
SH3RF1	1.9105
LMCD1	1.68475
GPR63	-0.662
FLJ21986	-1.264625
AIFM3	-0.4115
MICAL1	0.207
BLZF1	0.48
IQCA	2.49516666666667
PCDHGC3	0.0245
SAC	-0.09475
BCL6B	2.7575
DDO	0.6
MARCO	3.4545
DCHS1	1.637
C1orf170	-0.9205
CD200R1	3.5415
C22orf15	-0.8435
SEPT11	-0.177
ADNP	0.54525
UST	0.2141
C13orf34	-1.07333333333333
RFFL	-0.0465
APBA3	0.188
C2orf60	-0.411
CUTL1	0.0154
PMS1	-0.6045
ZNF689	0.132
EIF3E	-0.310333333333333
IL9	-0.00650000000000002
RPL31	-0.17175
LY9	2.6645
ATP2B3	0.23975
KDELR2	0.240833333333333
TFCP2	0.064625
NLRP12	0.11225
FLJ45422	-0.1305
TLE4	0.3333
ZNF570	0.148
FLJ43806	-0.712
TLK2	-0.561875
CIR	0.4655
MARS2	-0.4105
COL24A1	0.59875
SDF2L1	-1.083
HIBADH	0.0765
IGFBP3	-1.62
C12orf23	0.780375
PSPC1	-0.02125
C20orf43	0.314
TRAV20	0.48
ARHGAP24	1.79275
KIAA1975	-1.058875
C1QA	3.4372
DNTT	-4.31666666666667
C10orf6	-0.105916666666667
C11orf41	0.118
HNRPF	0.261375
COL11A1	3.65583333333333
UBAP2	-0.364333333333333
CDKN2AIPNL	-1.4815
C20orf174	4.82425
SPRED2	0.11275
PLA2G12A	-0.2125
ICEBERG	-2.30733333333333
SCN10A	0.068
C11orf65	-0.88725
GBP5	5.2605
PITPNC1	-0.918333333333333
POU3F3	0.5495
NCOA7	1.070875
LIN7C	0.1202
LOC348840	-1.1595
NKX2-2	1.0765
ANKRD13D	0.72975
LOC123688	-0.09
FUT2	0.607666666666667
TAAR8	0.82
FZD4	0.651
PNMA3	-0.682166666666667
OR4L1	0.534
WIT1	-2.73925
EXOC3L	1.90825
ATPBD4	-0.2098
KRBA1	-0.08725
UBXD6	-0.8655
HOXB7	-0.200857142857143
C7orf23	0.091
UNQ338	1.88875
STAB2	2.7455
CDC20B	-0.1705
IRF9	2.60525
CENTG1	0.81525
TNPO2	-1.48525
MCPH1	0.363375
BMS1P5	-0.604
SLC26A7	0.7965
HIST1H3J	-0.23975
C9orf3	0.4086
LBH	1.914875
MYO1D	0.323875
PTDSS2	-0.37875
NFU1	0.04825
DEPDC4	-1.94275
WNT7B	-0.0448
GLP2R	-0.569833333333333
SETD4	-0.1266
DYNLT3	-0.9559
FKBP11	-0.126166666666667
SESTD1	1.10666666666667
FLII	0.38625
RPS16	-0.2074
CHPF	-0.747833333333333
CSNK2A1	-0.276
SUMO1P1	-0.8395
FKBP6	-1.771
ZNF214	0.685166666666667
TWIST1	0.356
DDX56	-0.652666666666667
TRAM1L1	1.7443
EPO	-2.50366666666667
MRPS18B	-0.508
ZNF682	-0.4935
RPL14	-0.0785
MAFF	0.0725
LOC51136	-0.95525
LY96	0.44675
DDX20	-0.42725
ABTB1	0.947833333333333
ARL5A	0.2523
CCT6A	-1.43475
HEPACAM	-0.295166666666667
EHHADH	-0.162166666666667
RBAK	0.0355
CGB1	-0.02275
