Hybridization REF	TCGA-BH-A0HO-01A-11R-A034-07
C10orf64	-0.23
CD52	0.37025
VPS18	0.5645
AP4S1	-0.0393333333333333
NPBWR1	1.1175
TPK1	1.61275
UBA52	-0.1035
RIPK1	0.592
CPNE3	0.7579
HSPC159	-0.02775
C8orf38	0.88225
LRRC4B	0.574
PARP10	0.7125
ANKRD50	0.186625
CXCL9	5.78225
FGF18	0.375454545454545
EIF2A	-0.056375
SLC20A2	0.4405
KIAA1549	0.133333333333333
SPINT1	2.2441
ZNF584	-0.281
CRBN	0.149833333333333
ABCF3	-0.209833333333333
NCBP1	-0.343333333333333
PLA2G4F	1.827
PCDH10	-0.741625
TTC21A	1.1155
C20orf144	0.31
FGFR1OP2	-0.282333333333333
SLC9A1	0.2159
CHRND	0.296
FOXF1	-2.1205
KIAA1467	-0.6305
TPO	1.09783333333333
LTF	4.82878571428571
DNAJB9	0.84
MRPS27	-0.3045
bA16L21.2.1	0.50875
WBP2	0.5075
MRGPRX3	-2.0235
PRPF18	0.67225
C10orf58	1.258
SMOC1	1.1742
ADAT3	0.700333333333333
TMEM138	-0.45775
TMEM131	-0.144125
TIMM8B	0.24275
MYH7	-0.610333333333333
ST6GAL2	0.264142857142857
KIF1C	0.459
SUHW2	-1.86
PAPSS1	0.2805
CABP2	0.3535
HOXA4	-1.65575
ELF2	0.0175
SEMA3D	-0.504
MC5R	0.6205
OGFR	0.1795
FLJ30092	-0.4735
TGFA	-2.0269
MMP17	0.56525
KIF15	-2.79375
CHIA	0.408
CATSPER3	1.13025
CEACAM7	1.72125
PADI2	1.58
HOXA9	-0.144333333333333
LNX2	1.032
TMEM144	3.114
HIF1AN	0.3395
METTL7A	0.0323
C6orf165	3.42233333333333
KIAA1468	0.527875
DSG3	-1.249
ZNF180	0.580666666666667
EIF4E3	2.39125
SLC46A1	1.005125
DKK1	-6.557
ZNF205	0.7575
LOC162073	0.542055555555555
COX7A1	4.93575
MAGEA1	-5.0395
NEDD8	-0.167583333333333
KLHDC5	0.224166666666667
C3orf19	-0.0128333333333333
MRPS2	-0.8315
POLR3H	0.937357142857143
ABHD11	0.5474
TMEM17	2.3325
PAIP2B	1.9797
MAT1A	-0.00600000000000001
LGI3	0.3035
THUMPD2	-0.7455
TKTL2	-0.04375
XAGE3	-2.60316666666667
CALM3	0.522583333333333
C6orf136	-0.1925
KCNC4	0.171833333333333
RGS9	-0.568833333333333
ACIN1	-1.447
SPATS1	0.29575
XKR8	0.302
FAM84A	4.51883333333333
MS4A7	5.579
AGXT2L2	-0.183
OR1F1	-0.421
SMAP1L	0.166833333333333
IPO11	0.46725
ZC3H11A	0.121375
C1orf151	0.51275
RNASEH2A	-1.9235
CCR10	-0.844
TXNDC11	-0.0206666666666667
TMEM112	0.63675
MAP1B	-0.978714285714286
NVL	0.3835
PKM2	-0.99395
ARC	-0.83975
NUP54	-0.8405
PPFIBP2	1.638
STAT2	1.38475
PTAFR	2.52
ROBO2	3.79675
RNF40	-0.00766666666666666
CCDC135	-0.771666666666667
IFT81	-0.189888888888889
MORF4	-0.061
TM7SF3	0.48325
OR10H3	0.6045
ABP1	-0.31725
CHRD	1.748875
PLEKHA8	-0.388833333333333
NCALD	2.61525
OR5AK2	0.12625
ACCN1	-0.1882
SLITRK1	0.0756666666666667
ARMET	0.39
C9orf52	1.15625
REEP4	-0.98775
MTSS1	1.884875
ADH1B	3.16733333333333
DLD	0.33225
CDK5	-0.2135
PPFIA1	-0.548375
WFDC3	1.45075
DNAJB12	1.07407142857143
RANGRF	0.9635
MLANA	-4.63575
AMY2B	-0.9055
KIAA0319	-1.71425
RPS7	-0.5785
JAK3	-0.0833
ARFGEF1	0.90225
CXCL5	0.352333333333333
TRAPPC4	0.084
CETN2	0.532
HSPC111	-0.6545
RHOBTB3	0.9193
PHLPP	-1.1105
RGS10	2.289
TMEM58	0.95775
CHERP	-0.538625
HSP90AB3P	-1.26983333333333
FSTL3	-0.849
PEX11A	-0.234
OR5V1	0.424
FCN3	3.52925
PTPN3	-0.655
NPTX1	-5.066125
C21orf84	-0.68025
C11orf51	-0.094125
ZBED2	1.31875
FLJ90757	0.41025
NPY2R	0.98425
PLD3	0.1505
SYT17	2.48416666666667
SGSM2	-0.634
OR1A2	0.19375
FOXP1	0.467125
SLC5A1	1.2465
POFUT1	-0.1667
EPHB6	-3.08166666666667
MYO1G	-2.076
STAC	-2.1253
KLHL17	-0.397166666666667
RGMA	-0.4532
TJP2	-0.5309
FAM114A1	0.935666666666667
SERINC1	1.36391666666667
SLC9A8	0.184375
PEX19	0.6985
EDN2	0.8685
PSMD7	-1.77733333333333
C3orf41	0.23225
UQCR	0.2705
PPP1R3C	-0.735
LRP4	-2.279
TM2D1	1.18025
TTC17	-0.107375
C4BPB	-4.878125
CCL25	0.66
ZNF253	0.198833333333333
CHRNA9	-3.218
SOX11	-1.25575
HIVEP3	0.8645
CGN	1.33883333333333
C3orf35	0.21325
PKD2L1	3.494
SYVN1	0.82
PDE8B	-3.07025
LOC439951	0.32225
LTC4S	2.36783333333333
MIF4GD	0.423166666666667
SMARCA2	2.2208125
TUBGCP6	-0.187666666666667
CABLES1	0.42425
C16orf77	0.742666666666667
ZNF791	-0.20425
FUT5	2.551
ADH6	-2.6044
P4HB	0.906
CLDND2	-0.687
ALKBH8	-0.0285
PLAC4	-1.8095
F11R	0.370571428571429
MGC35295	0.0453333333333333
PDZD4	-0.524833333333333
LOC389073	-0.333
FAM80B	-1.007
PSMB1	-0.4145
TXN	-0.853333333333333
VIPR1	2.3468
WBSCR18	0.2277
EXOSC6	-1.25933333333333
ACTA2	3.38133333333333
SP5	-3.66666666666667
ANKRD1	-4.31566666666667
DDR1	1.9562
ATP6V1D	0.0565
PTGS1	-0.0658333333333333
RNF157	-1.0785
DCC	0.01275
SPAG7	0.4505
FBXO18	-0.50025
UBE3C	0.2892
HOXC6	-0.24425
LRP2BP	0.4635
MYST2	-0.64775
PDSS2	0.20425
ATE1	0.87475
ARAF	-0.35075
KLF10	-0.98275
PLA2G2E	1.38175
ASCL1	-1.3035
TSNAXIP1	1.69675
FAM131B	-0.7455
IFNA10	0.832
NUP43	-0.476125
FAM44B	-0.754375
L1TD1	-4.865
NMD3	-0.748
C18orf54	3.1109
PHOSPHO1	0.431
RAG2	-1.6895
EMILIN3	-0.4135
METTL3	-0.6855
VPS13C	2.21325
REXO2	-0.6065
ANXA4	0.102
CA1	-1.0975
DCP1B	0.668
TULP3	-1.61516666666667
ATP2A2	0.0769285714285715
ATIC	-0.62275
ADAM15	0.72175
NPL	1.58983333333333
LGR4	-1.922
UEVLD	0.497166666666667
GAB1	0.92375
SNAI2	-0.464833333333333
ZGPAT	-0.1256
SNF1LK	0.434625
DLEU1	-0.198
UBE2Q1	0.146625
ZMYM6	0.2553125
JPH3	-2.12916666666667
FAM38A	-0.918833333333333
PXK	0.3995
DENND2D	2.86025
BAX	-1.19441666666667
CP	-4.94145454545455
RPL37	0.1502
G6PC3	0.550375
NCOA4	-0.225333333333333
LRRC14	-0.114375
GORASP1	0.276
FCHO2	0.8695
CYP24A1	4.01
FXYD3	2.8005
SMARCAL1	0.34925
ABCB8	0.305
CCDC44	-0.41825
PRDM7	-3.46325
USH1C	-1.52275
DNAH5	1.71916666666667
SRF	0.0278333333333333
MAL2	1.39666666666667
PGPEP1	0.69025
SIN3B	-0.499
SEMA3C	0.960666666666667
GRAMD3	0.93325
FBXO10	0.168625
OR5D13	0.6225
FLJ31818	-0.248375
CACNA1I	0.1475
S100A13	0.9535
TP63	1.13057142857143
ANXA11	1.4678
WDR66	1.041375
CSF2RB	0.787
IFI44	2.17025
DACT1	0.854666666666667
ANKRD23	-1.861
ATP5G1	-0.145666666666667
C21orf70	-0.232166666666667
PPWD1	-1.16075
DNAJC13	-0.1125
PAH	-5.3852
PTCH2	0.579
TRMU	-0.87225
CCDC9	0.261
USP3	-0.3014
DCLRE1C	-0.3618
FAM55C	2.392
FRMD4B	1.50225
CYP2R1	0.27275
RFPL1	-0.483
XPO5	-1.273
ARL6IP2	-0.9265
OSBPL5	1.5535
MMP9	4.29009090909091
KIAA0802	0.94
DHRS2	-4.56433333333333
SGEF	0.43475
TXNDC10	-0.5535
EXOC6	1.20325
RPS27	0.896
PNCK	-1.83516666666667
FSTL1	-1.7185
AACS	0.9405
SLMAP	0.384
SAMD4A	0.6287
ABRA	0.518
SMARCD3	1.448
PKNOX2	-0.174166666666667
A4GNT	0.1475
C9orf39	-1.3835
RALYL	0.1075
MGC33556	-2.9915
C10orf25	-1.4015
BBOX1	4.264
NHEDC1	0.706
XDH	-0.20625
GCSH	-2.17
EDN1	-0.74
MTERF	-0.78425
CLK4	0.4405
ZNF799	-0.227666666666667
KCNG1	-2.05925
CXCR4	-0.930333333333333
PTPRR	-1.22975
IRAK1	-0.099125
LOC401397	-0.602
TMSB10	-0.880142857142857
CXCL3	-4.0974
TMC4	2.953
OR7A10	-0.339
STYK1	3.13675
CHRNA10	-0.66675
CCNI	0.5915
EP300	0.0777142857142857
LOC165186	0.1452
HIC2	-2.41825
SDR-O	0.0685
OR2W1	1.048
KCNA6	0.315
TRIM74	-1.947
REEP6	0.47475
ATP5G2	0.3205
ERG	0.54175
TMEM42	0.8475
PARN	-0.351666666666667
SOD2	0.3824375
DIRAS1	-0.570666666666667
PNPT1	-1.0165
JOSD3	-0.98325
hCG_40738	-2.719
PDE1C	-1.879
SEMA4D	0.151125
AGPAT1	0.0695
NOSTRIN	1.927625
MAP3K3	-0.720833333333333
MAX	0.947571428571429
CAPS	-0.1495
SERPINA12	0.2085
OSBPL8	1.17625
RICS	0.8638
NR4A2	1.18433333333333
PPCS	1.45016666666667
LONP1	-1.0605
SCYL3	1.57775
HERC2P2	-2.07983333333333
FIBCD1	-1.224
C15orf41	-1.3585
DMC1	-0.812666666666667
C20orf27	-1.68975
RPS6KA5	-0.7251
FAHD1	-0.114833333333333
SLC12A4	-0.403
BRCA1	-1.58441666666667
GBL	-0.0175
SLK	0.648666666666667
NUDT9P1	-1.489
NOXO1	-1.7205
USP52	-1.19375
BAZ1B	-0.108125
SLCO2B1	4.145
BBS12	1.44216666666667
LRGUK	-0.6485
TERF2IP	-0.3975
COL1A1	4.3265
KIAA0090	0.9145
GRK5	-0.403333333333333
AP1S2	-1.1782
TMEM52	0.232333333333333
CA11	0.3175
OR4A15	0.568666666666667
ACBD3	1.7931
SPAG11B	-0.0732500000000001
PRDM2	0.663
FOXP3	0.2655
SMYD3	0.675
LOC389199	0.6015
LGI2	1.29733333333333
NAPE-PLD	-0.0311
ANKRD6	-0.66
WDR45	0.720333333333333
SHROOM1	-1.27175
PSCD3	-0.0275
PYY	0.6615
KCNC1	-1.9815
ARHGEF9	0.2765
OR8J1	0.8135
GPR55	1.02133333333333
NS3BP	-2.5905
C10orf22	0.547333333333333
NAT8L	-0.89175
DUSP4	1.53716666666667
FOXM1	-2.4965
GRAMD2	-0.366
ZBTB48	-0.333
BUD31	-0.227
PABPC5	1.056
CCDC41	-0.2975
FBXO11	-0.368666666666667
C6orf148	0.2845
RFXAP	-1.22575
C6orf15	-0.0445
CDK8	-0.8425
C6orf70	0.79275
TESSP2	0.173
ALG2	0.6445
PPP1R3D	0.692
TPM3	0.273888888888889
SYT13	-4.544
EPB42	-0.992166666666667
CETN3	-1.0385
PRY	0.0015
NTHL1	0.401333333333333
POLR2B	-0.5905
RPS28	0.1115
P2RX3	0.29325
LYZL4	0.659
WBP4	0.1232
PMM1	-0.4475
C11orf79	-0.021
CBLL1	0.303
IL1F10	0.393166666666667
VAX2	0.785
SETDB1	-0.0245
LRAP	-1.20883333333333
GCLM	0.250166666666667
CPEB3	2.57325
PPM1A	0.9064375
INTS1	-1.035
CAMTA1	1.02658333333333
SAMSN1	-0.97725
LOC158830	-2.292
GMPPA	-0.311125
AIPL1	0.55175
IL24	-0.0966666666666667
BDKRB1	-1.73333333333333
MLF1	-0.2445
TAF12	0.465
ID1	-2.257
THADA	-0.06325
PIK3CB	-0.0035
OR4N5	-0.285
TBC1D17	-0.281833333333333
COX8A	-0.28775
CDCA4	-1.82525
C2orf44	-1.17125
ZNF534	-0.81925
IMMP1L	0.193
NIPSNAP3B	0.132875
FTMT	0.551375
PWP2	-0.768
MMP15	-0.8194
DNAH11	-2.5755
MTMR14	-0.28675
DNAL4	0.485
IPP	0.1915
TMEM59	2.334
C1orf157	-0.8815
RGS4	0.907666666666667
DDX18	-0.2245
SNX6	0.12775
ZNHIT2	1.12666666666667
NCDN	-0.121333333333333
FLJ33534	0.01275
RAG1	-1.253875
OR4D10	0.807
PTPN5	0.1725
POMT1	0.57025
LRRC8A	-0.4021
CYP1A1	-1.18175
CAPN1	-0.333
DDHD2	0.07775
GRIK2	-0.865
GNRHR	-0.845666666666667
PPBP	0.18475
HTR3A	-0.787375
SLITRK4	-0.1555
ANKRD49	-0.194
BTF3	0.0492
SARS	-0.294
C13orf18	0.0734999999999999
CACNB1	-0.0795714285714286
QKI	0.00468181818181818
SETMAR	-0.043375
MAN2B1	1.33633333333333
EML3	-0.742
ACADL	0.647666666666667
OFD1	1.18475
DEFB114	0.44
CGA	-2.7511
PEX16	0.214166666666667
LRRC10	-0.4155
GNG12	0.669
C1orf152	0.292833333333333
CHRM1	0.637
CD53	1.3585
DBH	-0.88825
TFAP2B	-2.423625
HIST1H2BJ	-0.554666666666667
FAM46D	0.1445
TMEM11	-0.18
C3orf32	-2.65725
PCCB	0.432
IPO13	0.11875
C6orf105	-4.283
COMMD5	0.38875
SUV420H1	-0.7349
LTBR	0.35725
ARHGAP15	-0.430625
HDHD2	0.59325
TDRKH	-0.4695
LOC401052	1.023
PSG4	-0.972
GNB4	-0.4739
SPATA4	4.54025
SLC9A3	-1.411
OSBP	0.367833333333333
NBPF3	-0.58825
DOCK11	-1.3965
SLC39A5	-1.72116666666667
PRR5	0.7411
C10orf63	1.313
SMTNL2	-1.84425
ADRA1A	0.244
ASAH1	3.7153
DOM3Z	0.3343
GIPR	0.813333333333333
AHI1	0.136
NADSYN1	-0.216
RGS14	0.3066
IL18BP	1.4312
RTN4RL1	0.523416666666667
ARMC6	-0.37125
PSMD5	0.275166666666667
HK3	2.341
OR4S1	0.673
RSU1	-0.2596
MAD2L1	-2.869
EIF4A3	-0.909
DLEC1	-0.724833333333333
E4F1	-0.08
CHMP2B	0.8819
CAMSAP1	-0.768
RPS21	-1.19633333333333
ARID5A	1.376
UBE2N	-0.3091
IGSF8	1.257
MAGEB6	-2.132
ACAD11	-1.6742
MGC4172	-1.06225
LMO4	-0.61675
KLKB1	-0.66825
HP	-1.431
HDAC3	-0.45025
SCHIP1	0.73425
CLCA1	0.6135
OLFML2A	1.23925
C1orf112	-1.72525
KIF19	0.511583333333333
HAPLN4	0.0387
CXCR7	-0.441833333333333
GOT2	-0.6873
RAB38	-2.09375
DCX	-0.75325
PPM1H	0.774
NFYC	0.448166666666667
KIN	-0.0935
ZNF228	1.233
PLSCR4	2.17016666666667
HIG2	-1.47625
FAM79B	7.598
C21orf86	-0.9448
KCNK10	1.11475
ZNF738	-1.981625
FSTL5	-1.3932
OR6A2	-0.347
OTOA	1.26433333333333
EXOC1	0.399625
AHRR	-3.426125
PDAP1	-1.72266666666667
C19orf6	-0.2105
ZAN	0.6395
LY6G6E	0.2255
EIF4E2	-0.527
C20orf198	-0.9095
ZNF324	-0.045
CYP3A5	-4.0865
ENTPD7	1.34516666666667
MBOAT5	-0.124333333333333
GJB5	-2.43875
TTC13	0.23525
S100Z	-0.957
KIAA0664	-0.5885
PDGFRB	1.89833333333333
IL17D	-1.3635
OR56B4	-1.4085
RDX	-1.542
SLC34A3	0.8685
IL28B	0.1935
JUND	1.1855
CHRNB1	-0.207125
CAMK2B	2.025
FETUB	-1.85625
CXorf23	0.643375
MRTO4	-1.036875
TTC3	0.4462
NDUFB8	0.190666666666667
EDG2	-0.76675
SEMA3G	1.05
IL23A	-1.23
GRHL1	0.4993
LOC441054	-0.2355
WDR65	1.214125
PSTK	0.29225
STOML3	0.2725
R3HDM2	0.1404
C5	-2.11025
SLC2A10	1.57233333333333
C3orf22	0.73475
PAQR3	-1.94876923076923
ANKRD26	-0.443916666666667
HCRTR1	0.797
LOC399947	-0.14025
PSD2	-1.44875
TIGD2	-0.073
SCRN1	-2.04425
COQ10A	-0.397
DDI2	0.04
METTL7B	-0.919833333333333
UCN2	0.56125
FAM92A3	-0.07375
WDR16	2.46375
ZNF511	0.274166666666667
ZMYM5	-0.723625
POLR3G	-3.22375
ZNF586	-0.5215
C1orf49	0.0781666666666667
TANK	0.2735
RCAN1	-0.943
PELI3	1.37683333333333
LIMD2	-0.807166666666667
TMEM189	-0.3525
NTN4	1.297625
LOC151300	-0.443
CLEC2A	-1.4505
GPR135	0.44825
DPYSL4	-3.1042
JAK2	0.192333333333333
TSHZ1	1.22933333333333
TM9SF4	0.12025
ZNF264	0.8695
SIRPG	1.332125
BICD1	-2.28425
HERC6	3.57933333333333
METTL5	-0.008
CASP1	1.21325
PRRT1	-0.148833333333333
PLA2G4C	4.56933333333333
ICA1L	0.537214285714286
TPTE2	0.1705
OTUD7A	0.949833333333333
AQP11	-1.6005
APOA2	-4.4337
KALRN	-0.9205
SECTM1	1.65166666666667
IFNAR1	0.14525
TALDO1	-0.01
RAB11FIP4	0.38425
EIF5A	-1.295
FAM49A	1.54625
NEGR1	0.436666666666667
YTHDC2	0.312
EHD2	-1.3665
NCF1	2.9191
SCRT2	1.451
HOXA5	-1.27466666666667
NUP133	0.18125
FGF12	-1.0414375
SLMO2	0.2015
SNTA1	0.912
CACNG2	-0.017875
GCM1	1.621125
ELF1	-0.125666666666667
TLR5	2.85375
TCFL5	-1.03725
RBMY2FP	-0.225
LOC100125556	0.556
FAM129B	-0.01725
MAP3K7IP1	-0.274125
NCK2	-0.1615
OXA1L	-0.754
FMO9P	0.104
ZSCAN12	-0.01125
PSMD12	-0.480666666666667
HSCB	0.68325
CLDN10	-3.83625
MGC13053	-0.66125
HPCAL4	-1.34
ASZ1	-1.7455
MEX3D	0.32125
NFAT5	-1.5303
CSPG4LYP1	-0.344166666666667
FBXO3	1.2797
DVL1	0.1235
CMKLR1	1.38383333333333
TYMS	-2.946625
PEF1	1.3355
ZNF750	1.108
MCM5	-0.9419
MEGF11	-1.4595
KCNK7	0.2275
PTP4A3	0.513
C1QTNF2	-1.466
OR6S1	0.2505
FAM122B	-0.2295
ZNF551	-1.036375
HBQ1	-0.487
GEMIN6	0.25825
ARSK	-0.66275
RBP7	2.0095
CPNE9	0.5045
DSC1	0.2615
LOC730112	0.132
MAP2K4	2.462375
HS3ST5	-1.322
EPB41L3	0.1745
TEKT2	0.06
CDKN2B	-1.02408333333333
ZNF480	0.33925
MAP3K6	0.8266
MAP6	1.62166666666667
HN1	-0.5679
OR2L13	-0.511166666666667
SLC16A11	1.51775
FAM96A	-0.1435
APOL1	1.162
C5orf32	0.74725
RTP1	-0.549166666666667
RNF175	0.036375
ZBTB41	1.397
AHCTF1	-0.4342
SAE2	-0.4325
ITGA2	0.494416666666667
MME	-1.16316666666667
CCDC14	-2.23625
MAST4	2.81764285714286
KRT33B	-0.311
KCTD2	-0.0416666666666667
WDR26	0.655583333333333
MFI2	1.872
NR4A3	-0.379125
ARSA	2.3515
UNKL	-0.739166666666667
SULT6B1	0.434
CCNA2	-2.9705
SOX15	-0.215
PPAPDC1B	1.26633333333333
C19orf44	0.4155
MCAT	0.243416666666667
ARID1B	0.47775
OR52N1	0.6345
C12orf48	-2.17625
MAGI1	-0.269625
NIPA2	0.02725
GBX2	-2.32425
RSHL3	-0.51725
RAVER1	0.0618333333333333
C15orf17	-0.6025
SLC30A2	0.372125
ZNF518	-0.41625
PCYT1B	-1.329
C10orf114	-2.295
EIF3H	0.362666666666667
SLC25A39	-0.608166666666667
KIF1B	-0.805625
AMOTL2	-0.198
C6orf120	0.966625
PSRC1	-1.88525
PLA2G10	3.639875
KIF5C	2.138875
MRPL37	-0.3435
C17orf62	-0.0938333333333333
C9orf135	4.604
DUSP10	2.946
CLCNKB	0.3735
PSMA5	0.03725
C8orf53	0.2495
AMPD3	2.211
PIAS1	-0.9735
ADCYAP1R1	0.173
GYLTL1B	0.51625
CDH20	-0.296166666666667
FBXO7	-0.45775
TMEM134	0.879666666666667
FLJ14213	1.07683333333333
ZNF3	-1.04975
LRRFIP1	0.610958333333333
CNOT2	-0.1665
ABI3	3.38625
ALDH5A1	-0.627583333333333
HNT	2.2555
SERPINA4	-2.11425
TK2	0.785166666666667
STMN1	-2.478
GUCA2A	-0.027
GALNT10	1.02135714285714
DPP6	-0.6503
C9orf93	-1.60325
PRELID2	-0.059375
STK39	0.921875
SFTPA1	-1.0105
CKS2	-1.20255555555556
RHO	0.397625
C20orf135	-0.2015
XKR3	-2.194
CR1	-0.04425
RPS6KA2	1.47464285714286
C20orf112	1.01125
MRPL22	0.161
C4orf23	0.196
GADD45B	-0.5205
KLHDC1	2.15733333333333
C2orf48	-1.522
ZNF287	1.2315
DAAM2	-1.3315
DPPA2	-2.83033333333333
TCTN3	0.9395
DNAJB11	0.516375
FPR1	3.641
DEFB4	0.1145
PTCD2	-0.3936
SMOC2	5.67333333333333
CABP7	-0.58275
SERPINB11	0.029
MAGEF1	0.2575
NDE1	-0.693
ITGA10	0.4105
FSHB	-0.0605
ANXA2	0.362
HORMAD2	0.08925
HLCS	0.96675
MCF2L	1.59908333333333
FH	0.142625
TBC1D24	1.519
KIAA1505	1.0065
LGALS2	-0.42375
CNBD1	-1.412
SYNPO2L	-0.3405
PTPN23	0.0153571428571428
C1orf183	-0.2255
MAGEA8	-2.18875
DGCR8	-2.14575
GSR	-0.54125
PAQR7	0.51825
ZNF676	-0.79625
CACNA1C	-0.4241
SP7	0.1485
PDCD6	-0.24325
NRN1L	-1.2825
BRI3BP	0.1255
KIAA1183	0.82
ASB4	-0.076
CCL23	1.6918
OBSL1	-1.33525
SLC12A7	0.279083333333333
KIAA0240	1.405125
CD1B	-3.02466666666667
FCGR2A	2.102875
MDC1	-1.4295
HTR1A	0.608166666666667
OCEL1	0.48775
ATP11B	-0.6325625
FBXO34	-0.024
PCDH12	4.011
RPE	-0.189
C17orf74	-0.089
CSDC2	-0.139666666666667
PET112L	-0.0545
TMBIM1	0.0805
P2RXL1	0.375
TCHP	-0.75175
TRMT1	-1.01866666666667
F2RL2	0.248666666666667
LRRC32	2.37116666666667
IMPG2	0.497
BGLAP	-0.06325
LOC493869	-2.12258333333333
MRAS	1.04575
SLC35F5	0.73825
CBWD1	0.171
AXL	-1.17975
ATP2C2	2.901
TELO2	-0.82225
PNPLA3	-0.98075
PCDHB14	0.2295
CD276	0.81
KRT80	-0.320375
DUSP28	-0.1815
CSNK1E	-0.785166666666667
SRP14	0.7075
KCNQ4	-0.5105
KRT72	0.0491666666666667
CCDC117	0.413375
C6orf89	0.337
TUBB2B	-3.4104
RTN4IP1	-0.7125
CR1L	-3.455
CEND1	0.257375
C12orf41	-0.571166666666667
RNF31	0.6665
UBN1	-0.395666666666667
C17orf32	0.78675
SLC5A7	0.716
GPR92	2.2095
ESAM	2.7489
CTNNA1	0.35375
HRBL	-0.2488
CBX4	-0.3505
TMEM182	-0.1995
SH3TC2	-1.44633333333333
IL10	0.631166666666667
PXMP4	0.8225
RNF167	0.5531
PAK7	0.561666666666667
ETV3	-0.2575
ATPIF1	0.353
LOC554207	-2.00266666666667
OR8H1	0.7465
WDFY3	1.134375
DPM1	-0.7965
GPSM1	-0.127
WDR92	-0.5812
LRP1	0.218666666666667
ANKH	1.111
THUMPD3	-1.05675
POLR1B	-0.384
OLFM4	1.90616666666667
RAD9B	-0.01675
TSPY2	-3.043
PAX6	-2.47483333333333
SCG2	-2.840375
SLC17A6	0.16825
FMO3	2.744875
PADI4	-0.61425
TUBB4	-1.2297
NLK	-0.1125
POU4F3	-0.3155
SDF4	0.2435
ITGBL1	1.69383333333333
NETO1	-1.306875
TAP2	1.116375
ABBA-1	-0.429666666666667
GNAI1	-0.79675
VPS4B	0.64875
NOPE	-0.2847
GALNT6	3.478
SESN1	1.883125
GBE1	-1.66888888888889
CLASP1	-0.04575
RASGEF1B	0.874125
ACOT11	0.132857142857143
AFAP1	-0.85825
OR2H2	0.2735
DPY19L2P1	-1.28875
DZIP1	-2.54275
SEC22C	0.412916666666667
GPR161	-1.12033333333333
RNF146	1.49475
WDR74	-0.583875
GALP	-1.2205
PURA	0.51075
DNPEP	0.397083333333333
RP11-78J21.1	-0.98625
ERBB2	2.199875
FANCM	-1.78991666666667
NEO1	0.301833333333333
DDX3Y	-5.1953
RPS3A	0.275
MXRA7	-0.326071428571429
LGALS3	-1.86933333333333
GLT8D1	0.0205
CFL2	-1.44116666666667
UPB1	1.324
NAP1L5	0.88725
CLDN14	-1.84325
DHX38	-1.4485
BTBD1	0.5175
TARS2	0.253166666666667
ABCF1	-0.2824
FCF1	-0.0545
LRRC49	-0.088
GUCY1B2	-2.0875
C1orf177	0.71
SMARCA4	-1.03321428571429
LRP8	-1.71883333333333
TAGLN3	-1.72325
MRPL14	0.00750000000000001
TTRAP	0.11025
ZDHHC20	0.73725
NFE2L3	-0.98525
KIAA1377	2.700875
PALMD	1.247
TMEM43	-0.7475
TTL	-1.3245
STAT5B	-0.9325
SSB	-0.595125
OR10H5	0.3575
SLC22A13	-0.3975
AKAP3	-0.11475
TIMM23	0.0706666666666667
OAS2	3.43408333333333
KIAA0423	1.2115
TRIM11	0.430166666666667
GLIS3	0.3
TMEM50B	0.856
ARHGEF4	-1.720375
DEGS1	0.158818181818182
TBL1XR1	0.836033333333333
G6PD	-1.80825
SP140	0.5727
MUC17	0.0987142857142857
NUDC	-0.3449
DNAJC5B	0.963833333333333
SCARA3	-1.83483333333333
CPA3	6.93133333333333
BCAT2	0.74425
MFN1	-0.18
NRG3	1.112
SNX11	0.30725
PLEKHH1	-1.23
GPR177	0.668166666666667
HCFC2	0.9595
TCAP	-1.18025
MOCOS	-2.63725
C14orf93	0.18075
PRDM10	-0.151166666666667
SLC16A4	-1.50275
SRGAP1	-0.795666666666667
VIP	0.681
DUSP27	2.38333333333333
LILRA1	1.772
MC2R	0.394
MGC24103	-2.788
MBTD1	-3.2415
FUT11	0.268166666666667
USP33	0.87
C15orf39	-1.0555
MAP3K12	0.531125
PAAF1	-0.792166666666667
BARHL1	0.125
FLJ16165	-0.6405
PIWIL2	-2.21825
SYNE1	-0.0900833333333333
CMTM4	0.4115
TSPYL1	1.5578
GUF1	-0.0906666666666667
TMEM157	2.035
WDR44	0.67425
HIST1H3C	-0.594
DKFZp666G057	2.147
RNPEP	0.89725
GAS2L2	0.3465
ADH4	-4.65175
GRPR	2.31833333333333
FBXL17	0.70425
ZBTB10	0.247333333333333
Gcom1	0.462055555555556
HTRA1	1.5371
ZNF585A	-0.689333333333333
SLC26A2	-0.623357142857143
OTOP3	0.737833333333333
WISP1	1.62377777777778
ATP2B4	-0.879583333333333
FLJ10769	0.221
CRAMP1L	-0.45
CHST12	-0.58325
RAB22A	0.154916666666667
TARDBP	-0.588142857142857
STAU1	-0.3015
CRB3	2.64283333333333
MIG7	-1.4685
CHMP1A	-0.839833333333333
ZNF160	-0.415375
B3GALT6	0.5255
BARX1	-1.04433333333333
C6orf167	-2.3123125
NXNL1	0.3805
DHX29	0.993875
HADHB	-0.11625
PLXNB2	0.353125
ILDR1	-2.37875
SLC15A3	3.23925
GAS2	-3.91616666666667
C20orf69	-1.365
NUMB	0.0155
TNIP1	0.2445
MESP1	-1.661
PSKH1	-0.241
NSFL1C	-0.51925
RHOG	0.2155
HEY1	-1.18566666666667
KNG1	-1.601
ITGAX	2.5152
LIN9	-1.20633333333333
CANT1	0.354875
XRN1	-0.0782857142857143
