Hybridization REF	TCGA-BH-A0DL-01A-11R-A115-07
ZNF518	-0.043
PCYT1B	-2.69575
C10orf114	0.14175
EIF3H	0.34575
SLC25A39	-0.423166666666667
KIF1B	1.432
AMOTL2	-0.3925
C6orf120	0.174875
PSRC1	-0.53025
PLA2G10	-1.226375
KIF5C	-0.238375
MRPL37	-0.028
C17orf62	0.274166666666667
C9orf135	-1.98883333333333
DUSP10	1.2982
CLCNKB	-0.0105
PSMA5	0.411375
C8orf53	1.20175
AMPD3	1.33216666666667
PIAS1	0.6235
ADCYAP1R1	-0.1125
GYLTL1B	1.24725
CDH20	0.719
FBXO7	-0.48225
TMEM134	1.594
FLJ14213	0.385
ZNF3	0.36675
LRRFIP1	0.503708333333333
CNOT2	0.13075
ABI3	3.372
ALDH5A1	-0.0945833333333334
HNT	1.3225
SERPINA4	-2.6135
TK2	0.285583333333333
STMN1	-0.0551111111111111
GUCA2A	0.105
GALNT10	-0.374714285714286
DPP6	1.38285
C9orf93	-0.22775
PRELID2	-0.4975
STK39	-0.71475
SFTPA1	-1.51625
CKS2	-0.822888888888889
RHO	0.563625
C20orf135	0.2745
XKR3	-2.5915
CR1	0.47275
RPS6KA2	1.0135
C20orf112	0.411
MRPL22	-0.389
C4orf23	1.42333333333333
GADD45B	-0.03175
KLHDC1	1.39666666666667
C2orf48	-1.332
ZNF287	0.1255
DAAM2	-1.798
DPPA2	-3.17266666666667
TCTN3	-0.318833333333333
DNAJB11	0.170125
FPR1	3.9565
DEFB4	4.428
PTCD2	-0.87
SMOC2	3.3
CABP7	1.01525
SERPINB11	0.112
MAGEF1	-0.33875
NDE1	0.317666666666667
ITGA10	-0.1855
FSHB	0.0365
ANXA2	1.9835
HORMAD2	-0.1805
HLCS	-0.4345
MCF2L	-0.0798333333333334
FH	-0.04425
TBC1D24	2.187
KIAA1505	2.7995
LGALS2	1.81
CNBD1	0.374
SYNPO2L	-0.20325
PTPN23	-0.295642857142857
C1orf183	0.506833333333333
MAGEA8	-3.3925
DGCR8	-0.81975
GSR	-0.631
PAQR7	0.391
ZNF676	-0.57425
CACNA1C	-0.4432
SP7	-0.364
PDCD6	0.06125
NRN1L	-0.374
BRI3BP	-0.0186666666666667
KIAA1183	0.99175
ASB4	0.2865
CCL23	2.7971
OBSL1	-1.55975
SLC12A7	0.924666666666667
KIAA0240	0.218
CD1B	-1.15866666666667
FCGR2A	2.624625
MDC1	-1.411
HTR1A	0.789
OCEL1	-0.64375
ATP11B	0.016
FBXO34	0.629
PCDH12	2.64533333333333
RPE	0.23375
C17orf74	0.0735
CSDC2	0.266666666666667
PET112L	-0.0635
TMBIM1	2.06125
P2RXL1	-0.509
TCHP	-0.01125
TRMT1	-0.381166666666667
F2RL2	-0.429416666666667
LRRC32	2.0975
IMPG2	0.1765
BGLAP	0.2695
LOC493869	-3.18116666666667
MRAS	1.586125
SLC35F5	0.47675
CBWD1	-0.2255
AXL	-1.717625
ATP2C2	1.9195
TELO2	0.3845
PNPLA3	-1.8875
PCDHB14	0.332
CD276	0.712
KRT80	0.191625
DUSP28	-0.325
CSNK1E	-0.46875
SRP14	0.0235
KCNQ4	-0.144
KRT72	1.20666666666667
CCDC117	0.335375
C6orf89	-0.866611111111111
TUBB2B	-2.6425
RTN4IP1	-0.41125
CR1L	-2.85683333333333
CEND1	0.8665
C12orf41	-0.703166666666667
RNF31	0.77125
UBN1	0.196166666666667
C17orf32	0.1255
SLC5A7	0.36975
GPR92	1.77766666666667
ESAM	1.7833
CTNNA1	0.357166666666667
HRBL	0.5981
CBX4	-0.13075
TMEM182	0.0815
SH3TC2	1.43233333333333
IL10	1.27783333333333
PXMP4	-1.7925
RNF167	-0.0704
PAK7	2.41783333333333
ETV3	1.2895
ATPIF1	0.285666666666667
LOC554207	-1.59783333333333
OR8H1	0.13725
WDFY3	-0.168
DPM1	-0.91375
GPSM1	0.4885
WDR92	0.5298
LRP1	0.851
ANKH	-0.575625
THUMPD3	-1.13475
POLR1B	-0.44475
OLFM4	3.01416666666667
RAD9B	0.60375
TSPY2	-3.3075
PAX6	-1.84933333333333
SCG2	-3.688
SLC17A6	0.408
FMO3	2.863875
PADI4	0.034125
TUBB4	-0.2082
NLK	-0.23
POU4F3	-0.403
SDF4	0.934
ITGBL1	-0.154833333333333
NETO1	-2.25
TAP2	0.368375
ABBA-1	0.836583333333333
GNAI1	1.77475
VPS4B	0.88825
NOPE	-1.1495
GALNT6	2.551
SESN1	-0.506875
GBE1	-2.55722222222222
CLASP1	0.18975
RASGEF1B	2.84675
ACOT11	1.1205
AFAP1	0.37375
OR2H2	0.33525
DPY19L2P1	-1.22075
DZIP1	-2.83975
SEC22C	-1.26341666666667
GPR161	-0.111
RNF146	0.57525
WDR74	-0.05175
GALP	-0.276
PURA	1.38875
DNPEP	0.455666666666667
RP11-78J21.1	-1.6355
ERBB2	0.514875
FANCM	0.0595833333333333
NEO1	1.06366666666667
DDX3Y	-4.6961
RPS3A	-0.39225
MXRA7	-1.29992857142857
LGALS3	0.7875
GLT8D1	-0.919
CFL2	-2.67133333333333
UPB1	0.14525
NAP1L5	-0.451125
CLDN14	-0.3005
DHX38	-0.06725
BTBD1	-0.02525
TARS2	0.732833333333333
ABCF1	0.1007
FCF1	0.725
LRRC49	-1.141
GUCY1B2	-0.6035
C1orf177	2.187
SMARCA4	0.00957142857142858
LRP8	-0.796333333333333
TAGLN3	-0.8565
MRPL14	-0.78825
TTRAP	-0.40325
ZDHHC20	1.5215
NFE2L3	0.92325
KIAA1377	-1.632375
PALMD	3.786
TMEM43	-0.21025
TTL	-0.63475
STAT5B	-0.697
SSB	-0.87975
OR10H5	0.3665
SLC22A13	-0.7535
AKAP3	-0.05875
TIMM23	-0.4545
OAS2	3.62983333333333
KIAA0423	0.45525
TRIM11	1.2065
GLIS3	0.45625
TMEM50B	-0.240833333333333
ARHGEF4	2.9765
DEGS1	1.148
TBL1XR1	2.15136666666667
G6PD	-0.90375
SP140	1.7112
MUC17	0.0304285714285714
NUDC	-0.0367
DNAJC5B	3.56516666666667
SCARA3	-1.271
CPA3	4.01216666666667
BCAT2	-0.634625
MFN1	1.809
NRG3	-0.805
SNX11	0.20875
PLEKHH1	-1.11683333333333
GPR177	-1.76333333333333
HCFC2	0.0325
TCAP	-0.335
MOCOS	0.0195
C14orf93	-0.3095
PRDM10	0.0281666666666667
SLC16A4	-1.314
SRGAP1	0.104
VIP	0.234
DUSP27	-0.457
LILRA1	1.6953
MC2R	0.553
MGC24103	-2.4285
MBTD1	-0.8255
FUT11	-0.0861666666666667
USP33	0.2418
C15orf39	-0.416
MAP3K12	-0.564625
PAAF1	-1.14933333333333
BARHL1	0.144
FLJ16165	-0.167
PIWIL2	-3.53
SYNE1	-0.289416666666667
CMTM4	-0.21275
TSPYL1	-0.2492
GUF1	-0.104666666666667
TMEM157	0.9085
WDR44	0.2135
HIST1H3C	-0.102
DKFZp666G057	0.97575
RNPEP	0.0125
GAS2L2	0.5945
ADH4	-4.9635
GRPR	-0.456666666666667
FBXL17	2.00825
ZBTB10	-0.698416666666667
Gcom1	0.305833333333333
HTRA1	-0.2743
ZNF585A	0.121666666666667
SLC26A2	0.115428571428571
OTOP3	0.266666666666667
WISP1	1.827
ATP2B4	0.80375
FLJ10769	-0.4635
CRAMP1L	0.143875
CHST12	-0.45275
RAB22A	0.599916666666667
TARDBP	0.0895714285714286
STAU1	-0.0365
CRB3	2.61733333333333
MIG7	-1.195
CHMP1A	0.554666666666667
ZNF160	-0.252375
B3GALT6	0.90225
BARX1	0.825833333333333
C6orf167	-1.470875
NXNL1	0.3895
DHX29	0.058625
HADHB	-0.231
PLXNB2	0.37275
ILDR1	-0.27225
SLC15A3	3.0875
GAS2	-1.74033333333333
C20orf69	0.07775
NUMB	0.17725
TNIP1	1.05525
MESP1	0.634333333333333
PSKH1	0.44325
NSFL1C	0.92575
RHOG	0.525
HEY1	-2.455
KNG1	-2.321375
ITGAX	2.9223
LIN9	0.0356666666666667
CANT1	0.00375
XRN1	1.77364285714286
CCDC96	1.46
HEATR6	-1.12866666666667
GNG7	-0.877833333333333
RUNX2	1.0961875
SOX1	0.717333333333333
FCRL5	2.807
ZNF99	-0.230625
FAM9A	-0.063
SNX22	1.25383333333333
MBNL3	-1.0355
ODC1	-2.1926
ADORA2B	0.181333333333333
NR2F6	0.07325
ZFYVE16	-0.461777777777778
SYNJ2BP	1.1668
POLE	-0.828125
E2F2	0.496125
THRA	-0.262
PTGES2	0.00783333333333335
HIP1R	0.731833333333333
TMUB1	-0.121166666666667
ENO3	-2.04325
RSPH10B	-0.523
CXorf39	1.367875
IRGC	0.575
GPR109B	3.64425
FLJ13305	0.547
LCE3A	-0.1455
TNFRSF18	-0.101833333333333
DET1	0.07025
TRPM3	-0.405333333333333
C16orf79	-0.5255
FECH	-0.2765
RAP2A	0.725833333333333
CRIP1	0.560666666666667
AZIN1	0.36525
SLC7A7	4.49125
IL10RA	1.8781
TMEM64	-2.11625
CDC42EP4	1.3969
C16orf58	-0.00719999999999999
ARG2	-2.8715
POU5F1P4	-3.5345
FAM62B	-0.675
DNAH8	-1.7365
ASH2L	-0.2195
TSLP	-0.974
CNTNAP5	-0.592666666666667
TMEM16C	0.53675
IFNA14	0.8685
SLC1A3	1.747125
CABYR	0.30175
BCL7B	-0.1129
NUDT13	-1.08383333333333
C13orf28	0.3205
C1orf53	-0.14575
ARL6IP4	0.0897
RPL35A	-0.774
EMR3	1.0685
RAB40C	0.930166666666667
SLC41A1	-0.274
LRCH1	0.0235
LY6G5B	-0.6055
FAM124A	-0.129428571428571
MGC10981	-0.0376666666666667
CLIP3	-0.4899
MAP4K2	0.304
CHIC1	-2.0445
SULF1	2.80116666666667
C20orf30	-0.283428571428571
PRDM5	-1.335625
ELOVL1	0.51
C11orf48	-0.73725
SLC39A10	-1.19475
KCNV1	-0.52425
ACP1	-0.890666666666667
ZMYM2	0.13875
B3GNT6	-0.0918333333333334
C9orf69	0.60375
C2orf15	-0.37475
C20orf166	-0.0455
HSP90AA6P	0.942
EDG7	2.513
NEURL	-0.449125
LPL	0.831666666666667
CLEC2D	0.166714285714286
GRRP1	1.3765
CD8B	-2.1441
HIST1H3D	-0.345
SLC6A12	1.28025
FAM27L	0.00549999999999999
CD84	3.4845
RASA1	0.017
PHKG1	1.201
MAGEA11	-2.0345
IMPA1	-0.4097
NPM3	-0.84125
RARRES1	7.12925
SH3BP1	1.164625
B3GNTL1	-1.068
ARPC5L	0.418833333333333
KLHL26	-0.27075
SIM2	0.619125
GJC1	0.8755
C20orf194	0.4685
EXO1	-0.7065
SLC2A2	-2.63833333333333
LOC285074	-0.74975
LRG1	1.282
KIRREL	-0.199
PIK3R1	2.99442857142857
C4orf34	-1.11175
MAF	0.4235
ADCY4	2.96216666666667
ZMIZ2	1.8177
SLC46A3	1.985
STAMBP	0.0425
CCDC16	0.55
MS4A12	-0.1645
TCF20	1.16925
LRRC46	0.0665
C20orf152	0.40275
MRPS6	-1.212
ABCB11	-0.00799999999999998
KCNC2	0.0936666666666667
CDH19	-2.74966666666667
C9orf123	-0.8295
SSH3	1.16925
LDLRAD1	-1.97025
CCBE1	-0.702
ZNF135	1.0695
TAAR1	0.248
WFDC12	1.9785
CCDC42	0.659
FLJ12529	-1.01675
PER1	-0.777833333333333
TIMM50	-0.518666666666667
SMARCAD1	-0.770166666666667
FAM26C	0.245
TP53TG3	-1.963
SH3RF1	1.6622
LMCD1	0.427
GPR63	-0.53
FLJ21986	-2.534875
AIFM3	-0.475
MICAL1	0.119166666666667
BLZF1	0.977833333333333
IQCA	0.123
PCDHGC3	0.5465
SAC	1.659
BCL6B	1.24283333333333
DDO	-1.241
MARCO	4.222
DCHS1	0.018
C1orf170	-0.5975
CD200R1	1.92833333333333
C22orf15	-0.7685
SEPT11	-0.0968333333333333
ADNP	-0.092
UST	0.477
C13orf34	-1.004
RFFL	0.7435
APBA3	-0.197
C2orf60	-0.335125
CUTL1	-0.0610000000000001
PMS1	-0.411375
ZNF689	-0.23
EIF3E	-0.516666666666667
IL9	-0.168166666666667
RPL31	-0.562125
LY9	0.9985
ATP2B3	-0.35875
KDELR2	-0.014375
TFCP2	0.20325
NLRP12	-0.267375
FLJ45422	0.1045
TLE4	-0.2024
ZNF570	-0.5875
FLJ43806	0.9055
TLK2	-0.0955
CIR	0.772
MARS2	-0.01
COL24A1	1.47175
SDF2L1	-0.512
HIBADH	-1.07666666666667
IGFBP3	-1.91328571428571
C12orf23	-1.153625
PSPC1	0.34825
C20orf43	-0.16125
TRAV20	0.0405
ARHGAP24	-0.344875
KIAA1975	0.80225
C1QA	3.9771
DNTT	-4.32616666666667
C10orf6	0.310333333333333
C11orf41	-1.01
HNRPF	0.202875
COL11A1	4.7875
UBAP2	-0.160833333333333
CDKN2AIPNL	-0.9645
C20orf174	4.1185
SPRED2	-1.5405
PLA2G12A	-0.0776666666666667
ICEBERG	6.082
SCN10A	0.1115
C11orf65	0.14025
GBP5	5.2415
PITPNC1	-1.19383333333333
POU3F3	1.984
NCOA7	2.168625
LIN7C	-0.5817
LOC348840	-0.9315
NKX2-2	-3.00975
ANKRD13D	1.574875
LOC123688	-0.601
FUT2	3.25833333333333
TAAR8	0.4335
FZD4	-1.86925
PNMA3	-0.345666666666667
OR4L1	0.186
WIT1	-1.83925
EXOC3L	2.281
ATPBD4	-0.2611
KRBA1	-0.368
UBXD6	-1.79925
HOXB7	-0.318357142857143
C7orf23	-1.039
UNQ338	-0.8865
STAB2	0.4805
CDC20B	-0.3275
IRF9	2.7495
CENTG1	0.924333333333333
TNPO2	-0.0595
MCPH1	-0.211
BMS1P5	-1.5695
SLC26A7	0.69
HIST1H3J	0.99
C9orf3	1.6546
LBH	2.5875
MYO1D	0.051
PTDSS2	-0.38475
NFU1	-0.314
DEPDC4	-1.6605
WNT7B	1.0765
GLP2R	-0.577166666666667
SETD4	-0.4447
DYNLT3	-1.0814
FKBP11	-0.465666666666667
SESTD1	0.198166666666667
FLII	-0.36225
RPS16	-0.3433
CHPF	-0.132166666666667
CSNK2A1	0.5665
SUMO1P1	-0.2825
FKBP6	-1.5155
ZNF214	-0.781
TWIST1	-0.314333333333333
DDX56	-0.344666666666667
TRAM1L1	0.5195
EPO	-1.91933333333333
MRPS18B	0.071
ZNF682	0.319166666666667
RPL14	-1.06033333333333
MAFF	0.14575
LOC51136	-1.072375
LY96	0.43325
DDX20	0.24925
ABTB1	0.0458333333333333
ARL5A	1.426
CCT6A	3.036
HEPACAM	-1.4845
EHHADH	-0.149
RBAK	1.03616666666667
CGB1	0.4415
ITGB5	-0.0211
YIPF3	-0.3645
FKBP2	0.25875
NR1D1	-0.5241
TMEM110	0.3105
NEK2	0.222166666666667
PRAMEF8	-2.69625
C20orf52	-0.383166666666667
PCDHGA3	0.196
VWA3B	0.25
NDUFA5	-0.242625
THAP9	-1.39375
FLVCR2	1.34316666666667
AP1S1	-1.174625
SMAD6	-1.79325
SAV1	1.649
SAT1	1.093125
ZNF251	0.199375
ADAMTS7	0.8895
RPP38	0.156
C1orf211	-0.3345
YPEL2	0.93295
RBMS1	0.909
ZNF445	-0.273333333333333
NRXN2	-0.0115
PGBD4	0.970125
UGT2B28	-3.42925
WBSCR16	-0.5778
NLRC3	0.847125
ASTL	0.5535
ST6GALNAC1	-2.21825
ZADH2	-0.632875
MLLT4	0.587666666666667
ARL6	-0.117166666666667
MEF2C	-0.06125
CBFA2T3	-0.134
AFF3	-0.625142857142857
COG7	-0.5465
MYB	-1.818
PLXNA3	0.8875
XRCC2	-1.46733333333333
MMS19	-0.360125
ST8SIA5	-1.30575
CHPT1	-0.687833333333333
KIAA1712	0.016125
OR6X1	0.772
ACTR3	0.63275
UGCG	1.32133333333333
OR4P4	0.2815
ZAP70	-1.56475
LPP	0.558375
ZNF485	-0.49875
PTPRCAP	1.11025
IL12RB1	0.8545
ATRX	-0.1247
CHST8	-0.209625
C14orf109	0.1135
ARV1	-0.02475
NMB	0.546142857142857
COX5A	-0.571
EIF6	0.00900000000000001
MPPED2	-1.26316666666667
SEMG1	-2.3185
CHRDL1	0.323
TRAF3IP2	1.46575
WNK2	-0.05575
LILRA4	3.2375
LAMA2	1.885
PXT1	0.259
RLBP1	-3.9675
CD300C	0.71175
SLTM	0.035625
FLJ10404	0.4776875
APOBEC3D	-0.7015
RENBP	1.31616666666667
ATXN7L1	0.3115
NID1	-0.61625
TUBGCP3	-0.908875
ITIH5	0.146611111111111
CCDC110	-0.63225
C8A	-3.127
MGC87042	-0.83875
HOXC13	2.54875
TFDP2	-0.713
HCP5	1.325375
POLI	-1.0555
UCN	-1.30616666666667
ZNF764	0.2765
C8orf45	1.70775
FHL3	-0.13475
SPATA5L1	0.3345
MMRN2	2.636
NDST1	1.26683333333333
COL20A1	-0.1655
ZNF248	-1.07866666666667
PELP1	-0.256
MBL2	-3.3665
RNF41	-0.05625
C5orf24	0.594125
THOC5	-0.02175
SERINC3	0.0553333333333333
RP11-151A6.2	-0.57025
CDCP2	0.03375
HIST1H2AA	0.36675
C11orf75	1.34066666666667
FKBP7	-0.61125
DDOST	0.0645
GPNMB	1.69066666666667
TTF2	-0.584
KCNT1	0.0831666666666667
SLC39A14	-1.21825
NGRN	0.8272
GPR137B	2.456
MECP2	0.150625
PSMA1	-0.79675
C16orf73	-5.54925
TMEM60	-0.561
CSN3	-0.321
NOS1	0.4865
RAB7L1	0.396333333333333
YBX2	-0.9185
KIAA1166	-0.508625
FUBP3	-0.255333333333333
ABCG1	1.5465
ACACA	0.49025
ARL11	1.4946
ATOH1	-0.258
ODF1	0.0715
CREB3L3	-1.4975
TMEM127	1.21264285714286
DSCAML1	-0.3535
PLN	1.9295
LYPLA1	0.67625
PRDM9	-2.1425
SASP	1.45975
PLUNC	-0.000833333333333334
INTU	0.41575
HISPPD1	-0.88775
LNPEP	0.515
YARS2	-1.10066666666667
APCDD1L	-0.874
ZCCHC4	-0.192
FBXO22	-0.898833333333333
TTLL13	0.113
ZNF669	0.694
PTGDR	3.3625
DDX27	-0.15875
KIAA0409	-0.571666666666667
GJB6	5.19875
ASB8	0.334
PLP2	-0.7935
MEPE	0.2565
OR10J5	-0.081
KRT222P	-0.3745
COQ7	-0.317666666666667
C1orf101	0.5815
RERG	0.3941
CHMP5	-0.14225
THAP11	0.369875
ZNF43	0.2405
ZRANB3	-0.5255
KRT13	4.095625
MRPL19	-0.481375
RBBP9	0.544
SPATA17	0.780125
BXDC5	-0.471666666666667
PAFAH1B1	-0.30975
MAGEE1	-0.58
OSTF1	0.93675
KIAA0323	0.564666666666667
TXNDC13	0.122166666666667
CNTN4	1.003
LCE1B	0.4435
UNQ501	0.0795
ZNF154	0.0735
C3orf64	-0.29825
SYT5	0.0401
PON1	1.7145
FLJ10357	-0.770125
ATP4A	-1.3155
GNPDA1	-0.829
MGAT1	1.47383333333333
C14orf121	0.47825
SLC35B2	-0.84875
MIER3	-0.175
CHEK1	-1.97525
ZNF8	0.382
TXNDC1	-0.157
CKB	-1.306
RTN3	0.383071428571429
FZD2	-0.987166666666667
PART1	-0.2645
PSMB6	-0.46675
PCDHB8	-1.2625
PHC3	0.3383
PPP1R8	0.592666666666667
NOVA2	1.2355
TNFRSF11B	-2.500125
GOLPH3	-0.0326666666666667
UBLCP1	-0.1475
SUHW3	-0.0125
TTLL1	0.9
OPN4	0.0575
OR13G1	0.021
ZPBP2	0.0645
HSD17B11	-1.756125
C9orf50	-0.44
DHDDS	0.916142857142857
CTSW	1.828
NEFM	-2.66716666666667
MRPL28	-0.03175
SYN1	1.156
PIGV	0.617166666666667
ZIM2	-1.23125
APBB1	-0.8885
SND1	-0.6135
C1orf123	-0.1825
CHD3	-0.6315
BHLHB8	0.6145
RNASE2	1.89816666666667
BCAP31	1.117875
SLC25A44	0.687833333333333
CHD6	0.3436
PIB5PA	-0.532769230769231
SELS	0.652
LOC541471	-0.2455
FAT2	4.738
ZNF81	-0.108
OR4C16	0.0265
FLJ10081	-0.502
LRRC4	2.69475
CS	-0.653833333333333
N4BP2	-0.8815
IGFBP7	0.261
ZNF318	-0.491833333333333
NDNL2	1.04425
ZNF609	0.384625
SIRT4	-0.768
EXOSC10	0.3795
ECE2	0.07125
OVGP1	-0.03075
GTPBP3	-0.62525
PACS2	0.0864
C19orf36	-0.992333333333333
ARL4C	0.2385
ATG4B	-0.20925
UBQLNL	-0.2775
RHOXF2B	-3.0215
PLEKHG2	-0.1475
GALR1	-1.283
AQP4	0.0691666666666667
HDAC7A	0.3065
DCUN1D3	0.59575
OR8A1	-0.474
CCRN4L	0.62175
CBR4	-0.7975
KIFC1	-1.29016666666667
SLC7A14	-1.74916666666667
LHX5	-0.447
TRPC7	-0.3975
LPXN	0.3115
SERPINA1	-0.854375
RPS13	-1.2041
BPIL3	-0.591
PRKAA1	-0.90975
FADS2	-0.2597
ENAH	0.0288125000000001
PRO1768	-0.2105
APBA2BP	-1.17625
LIPH	2.5365
C3orf33	-0.33825
RCC2	1.28471428571429
ALDH1A2	-3.2371
RNF103	0.537
AHCY	-0.931125
ALG12	-0.1135
CCL17	3.529
ZNF543	0.866
ESRRG	0.3363
CNGA1	2.784
RDH5	-0.971833333333333
OTX1	0.7627
PTGFR	-1.97383333333333
CDR2	-1.218875
SELE	3.9825
NLGN2	-0.841666666666667
EXOSC9	-0.6915
ZNF566	-0.317833333333333
KLRC2	-3.6595
GPR12	1.2435
KIAA0196	0.23175
PDRG1	0.294
SSR3	-0.474928571428571
MSI1	-0.2075
CST9	0.4555
CC2D1A	0.693125
PLAGL1	-0.487222222222222
ZNF778	0.3415
RNF2	-0.058125
KLF6	0.701833333333333
THBD	3.81133333333333
tcag7.1314	1.525
NR5A1	0.0796666666666667
ABCD2	0.365
DNAJC7	-1.7215
CLEC4C	1.0165
TM2D3	0.691
CCDC4	-0.252
PLAC2	2.0355
DCD	-0.3895
FAAH	0.9855
POLA1	-0.695333333333333
TM7SF2	-0.118625
FLJ39822	-1.7305
FLOT2	-0.208375
MAP4K1	0.299833333333333
SRP68	0.2045
C21orf74	0.53
ARPC5	1.266375
LOC126075	0.9485
HECW2	0.895875
ZDHHC4	-0.47325
ANKRD42	0.3065
PDE9A	-1.31216666666667
ABCA8	-1.20375
NDUFS2	0.05675
UBR5	0.152625
BTBD16	-2.4245
LOC554174	-0.034
ZNF20	-0.079
KIAA1843	0.092
WDR17	-1.380125
C15orf33	0.5935
RNF113A	0.179
CAMKK1	-0.7291
CLCN2	-1.11
ANXA6	-1.4315
LOC340069	0.528
EMID1	-0.007875
DPM3	0.432333333333333
ELA1	-0.158
SLC25A13	0.0906
KRT24	0.24075
SMPD1	-0.8425
TH	-0.03675
COL6A2	0.147928571428571
ANKS1B	-0.14575
GPR126	-1.3864
ZC3H12A	3.18883333333333
TMEM47	-1.0365
C2orf51	-0.21
C1orf88	0.764166666666667
HSF2BP	-0.895
AKAP10	-0.489
RPAP3	-1.0835
KLHDC8B	0.76375
STOM	1.4727
MUPCDH	0.10375
C10orf72	-0.595
PLEKHA3	0.213666666666667
TCP11L1	-0.44025
CWF19L1	-0.351375
SPEF1	0.720846153846154
YSK4	-0.124666666666667
ELN	0.516
SAMD8	0.789
MPI	-0.2765
MEPCE	0.3225
ABCC3	-0.778
NANOGP1	-4.4465
KCNK17	0.359625
HLA-DMB	4.7985
RRAGA	-0.42025
ANGEL1	-0.11525
RBM32B	-0.059
CPN1	-2.97275
MGC52282	-0.1277
HLA-A	1.82708333333333
OR9G4	0.299
EDNRB	-2.336625
SCD	-1.91992857142857
C14orf80	0.209833333333333
BAGE2	-0.286
RABL4	0.793
RCVRN	-0.4105
SHANK1	-0.083
NLRP7	-1.6535
CD226	2.3805
STAT3	1.6913125
SYNJ2	-0.8515
TPCN2	0.7085
WDR36	-0.30475
MBD4	0.1615
ROBO1	-0.6123
ST3GAL6	-2.522
SLAMF8	4.2505
ATN1	1.17883333333333
GPR141	1.218
KRT36	-0.199
TPH1	0.1695
DDX52	-0.059
ZSCAN29	0.597166666666667
TRPT1	-0.411
DPEP3	0.89375
DENND4A	0.119
TSPAN16	-0.1055
PTCHD2	-0.816
LOC145814	-0.045
CAP1	0.696833333333333
EIF5A2	-0.0025
NT5DC3	-2.3165
SEPT9	-0.773375
SEZ6L2	0.292375
EGFLAM	3.19425
VPS11	0.400625
NDUFB5	0.864833333333333
CIDEA	1.4745
IER5L	0.6685
N6AMT1	-0.81725
FAM83C	3.62625
OXR1	1.48375
IRX1	-0.529
DGKB	-1.22283333333333
GCN5L2	-1.09225
MIR16	0.79875
FBXW9	-0.04225
WDR4	-0.598333333333333
PDC	-0.1125
VPS33B	-0.21675
HEXB	-0.64025
FLJ32214	1.4455
TCEB3	0.40225
CRLF1	-3.9665
ABI3BP	0.4535
C8orf22	-3.93775
PYCR1	-1.306625
KIAA1706	-0.27975
CDK5R2	0.993875
WAS	0.9565
C12orf60	-0.54025
CCBL2	0.166875
MADD	-0.3325
C5orf34	-1.654
WDR42A	0.199
KLF12	-1.41275
HSPA1A	1.22875
ITM2C	-1.17916666666667
DAPK2	1.93833333333333
LOC442590	-0.502
SUMF2	2.55175
CENPA	-0.352692307692308
TMED5	0.037
CDH6	-1.9533
BRP44	0.44175
THG1L	-0.66
GABRA2	-2.2835
C14orf166	-0.19975
MYL1	-1.89366666666667
TNFSF18	0.542
PAP2D	-2.09016666666667
PPIB	-0.4155
KLHL4	-1.43225
SFN	3.34666666666667
CCDC127	-0.05275
FRAP1	0.341
GOLGA5	0.6225
SDCCAG1	0.292125
MGC21675	0.344666666666667
C10orf95	-0.61975
KIAA1345	-1.91266666666667
C1orf163	0.303
LACE1	-0.441333333333333
OR10K2	-0.667
CENPN	-0.8426
TMED2	-0.1305
UGT1A6	0.6655
ANG	-1.8085
U2AF1	-1.0155
CASC2	0.110166666666667
NMT2	-0.634166666666667
OSGEPL1	-0.0905
DFNB31	-0.435
SLC6A20	0.43475
DKC1	0.3065
FXYD4	-1.13525
WDR64	1.541
MGC5590	0.0795
CREBZF	-0.98
DAZ1	-0.39475
PRPSAP1	-1.10725
GCHFR	0.18425
TTC7A	0.84275
LOC196993	0.141
UBD	3.331
S100A1	-0.749
RPL6	-0.187666666666667
DNAJB6	0.56225
NAGS	0.1203
C2orf58	0.406
KERA	-0.1345
MT1X	0.6407
UBE2B	-0.0677
KEAP1	0.55175
MST1	-2.434125
OMA1	0.4695
ABLIM2	3.1435
BCL2L13	-0.5405
JAZF1	-0.370833333333333
TMEM63B	0.214
S100A8	7.2479
ARFIP2	-0.3365
UROS	-0.84825
KHDRBS2	-1.442
POLQ	-1.071625
SOAT1	-0.17825
SPAG4	-1.3225
MRPS30	-1.74083333333333
LOC494141	-0.49775
OR2T11	0.038
ORAOV1	0.5045
ZNF184	-0.0186666666666667
TCEB3B	0.286
ADAM21	-0.8135
GDPD1	-0.18375
SPINLW1	0.17375
PRR14	0.443333333333333
KCTD9	-0.5347
NUDT3	0.224
KIAA1822	0.3603
HIST1H4K	0.3545
DFNA5	-2.51025
GABPA	-0.31025
C14orf44	0.4825
POLB	1.277125
PTAR1	-0.98
SEC31A	-0.0529
TRIM58	-2.81
TAS2R14	-0.4695
VPS8	-0.3475
H1F0	1.2915
PRKCB1	-1.05966666666667
UGT2A1	0.029
TOR1B	-0.312
LSS	-1.98308333333333
C2orf19	0.3035
HNRNPC	0.455
TMEM100	-2.69983333333333
LOC116349	0.633
OR51M1	0.4625
CCDC142	-0.01025
ISG15	2.706875
ZCCHC14	0.6875
CREBL2	0.375125
TGDS	-1.73275
DC2	-0.789
CACNA2D3	-1.21757142857143
ZNF429	-0.358125
LYPD6	-2.6215
SUCLG1	-0.107833333333333
OR51I1	-1.157
MAGEH1	-0.0955
PRPF40A	0.6465
