Hybridization REF	TCGA-BH-A0BV-11A-31R-A089-07
PRIM1	-2.63133333333333
CRYAA	-2.385
BACE1	0.7635
AGTRL1	0.733166666666667
ACAD9	0.229875
GRASP	1.7685
RBP4	0.207833333333333
TFB2M	-0.45275
METTL9	-0.0441
ATP5O	-0.73075
SP100	0.408
CPSF1	-0.0915
S100A4	-0.7175
LIME1	-1.82375
GPR137C	-0.14525
OR2A2	0.271
C2orf29	-0.8115
NUP188	-0.76
SDPR	2.8345
RAI1	0.11
RPS20	-0.1663
LAMB1	-0.1795
ADM2	0.345833333333333
ZNF229	1.25325
DKFZp434K1815	-1.65075
EPN3	1.76166666666667
CLIC3	-1.34525
MEIG1	0.021
HMGB4	-0.33825
STARD10	0.625125
KLF8	2.954
EPB41L2	0.652833333333333
JMJD6	-0.053625
CTSL1	-0.378
GPR27	1.195
ELAVL4	0.395125
MMP21	0.852
PPM1B	0.50525
SUV39H1	-1.59775
AAMP	0.0075
TUSC4	-0.039
MBD6	0.40025
KLK13	1.229
FMNL3	0.4465
TRIM13	0.537583333333333
C15orf5	-0.1825
IQCF1	0.045375
CACNG8	-0.0655
SLC35D3	-0.008
ZDHHC9	0.5935
ODF3L1	1.36525
C9orf86	-0.7959
TSEN2	-0.8965
C17orf64	0.888
SEPX1	-0.4565
TSPO	0.701666666666667
SYMPK	-0.903
ADORA1	2.7995
TSPAN10	-0.2305
SEMA6C	0.893333333333333
RTTN	-0.4267
IL2	-0.629333333333333
ARRDC3	2.164
TBPL1	-0.674333333333333
STX12	1.7285
MRPL39	-0.89325
OR8H3	-0.728
IFIT5	1.2045
CASC5	-3.36775
FAM46A	0.657333333333333
HPCAL1	-1.316
CYLC1	-0.0275
VGLL2	-0.04875
C20orf191	0.49675
CDH1	2.03466666666667
ITPA	-0.95775
CCDC101	-0.86375
D15Wsu75e	-0.95375
EDA	-0.37575
CREG1	0.33225
OR7G2	-0.0785
SAP18	0.79075
IFIT1	0.94125
CALML3	2.45366666666667
FLJ37440	1.951
FNDC5	0.17175
SERPINB6	-0.201857142857143
JUNB	2.7061
SYS1	1.39575
SCN2A	1.74666666666667
ZKSCAN5	-0.79
WNT7A	-0.0171666666666667
TSHZ3	2.93225
RNF148	0.685
H6PD	0.426
CAD	-1.29316666666667
ZNF449	0.397
DOCK10	-0.471
FAIM2	1.16533333333333
HEXDC	0.30275
PRB1	0.19
C14orf148	0.0475
ETHE1	1.11625
IRF5	-0.1374
GNMT	0.813166666666667
MGC16291	-0.022
RPAIN	0.00807142857142857
CAGE1	0.9125
CNTNAP3	-0.011875
ACTR1B	0.04775
EEF1E1	-1.5415
MSX1	-0.14425
ESF1	-0.6517
HSPC171	-0.86675
MRPL2	-0.878166666666667
RDH12	-1.05
CELP	0.0315
METRNL	-0.35225
C10orf116	4.37583333333333
C19orf48	-1.16525
ZNF346	0.12175
NCR1	-0.74
C10orf64	0.628
CD52	-1.17025
VPS18	0.38225
AP4S1	0.141833333333333
NPBWR1	-0.382
TPK1	1.05325
UBA52	-0.4705
RIPK1	0.519
CPNE3	-0.2681
HSPC159	0.3495
C8orf38	-0.63525
LRRC4B	-0.859
PARP10	-0.0254
ANKRD50	1.169625
CXCL9	3.80225
FGF18	-0.0171818181818182
EIF2A	0.072625
SLC20A2	0.750666666666667
KIAA1549	0.388666666666667
SPINT1	1.9318
ZNF584	-0.3995
CRBN	1.16816666666667
ABCF3	-0.252333333333333
NCBP1	-1.31916666666667
PLA2G4F	0.540666666666667
PCDH10	-0.919625
TTC21A	0.07575
C20orf144	-0.7235
FGFR1OP2	-0.1255
SLC9A1	0.4024
CHRND	-0.268
FOXF1	-3.11075
KIAA1467	0.57275
TPO	2.88116666666667
LTF	4.16507142857143
DNAJB9	0.85275
MRPS27	-0.32975
bA16L21.2.1	0.60175
WBP2	0.117333333333333
MRGPRX3	-1.60233333333333
PRPF18	0.97375
C10orf58	1.48775
SMOC1	-1.998
ADAT3	-0.197166666666667
TMEM138	-0.599
TMEM131	0.625
TIMM8B	-0.6665
MYH7	-0.962666666666667
ST6GAL2	0.79675
KIF1C	0.20675
SUHW2	-1.752
PAPSS1	1.63775
CABP2	-0.261
HOXA4	1.57575
ELF2	0.55025
SEMA3D	2.171
MC5R	-0.5445
OGFR	-0.3095
FLJ30092	0.0965
TGFA	2.5601
MMP17	-0.3585
KIF15	-3.46
CHIA	-0.0215
CATSPER3	0.2065
CEACAM7	0.099
PADI2	3.34225
HOXA9	3.46316666666667
LNX2	0.222166666666667
TMEM144	2.284
HIF1AN	0.15075
METTL7A	0.6439
C6orf165	2.18266666666667
KIAA1468	0.319875
DSG3	3.346
ZNF180	0.700833333333333
EIF4E3	1.79525
SLC46A1	0.293125
DKK1	-5.993
ZNF205	-0.136166666666667
LOC162073	0.148611111111111
COX7A1	4.69375
MAGEA1	-5.88583333333333
NEDD8	-0.456416666666667
KLHDC5	0.105
C3orf19	0.424333333333333
MRPS2	-0.73875
POLR3H	0.113285714285714
ABHD11	0.5141
TMEM17	1.3665
PAIP2B	0.3885
MAT1A	-2.409
LGI3	-0.6915
THUMPD2	0.35975
TKTL2	0.22625
XAGE3	-1.336
CALM3	-0.756
C6orf136	-1.03516666666667
KCNC4	0.774833333333333
RGS9	2.0395
ACIN1	-0.846833333333333
SPATS1	-0.296
XKR8	-0.03975
FAM84A	2.94191666666667
MS4A7	4.33790909090909
AGXT2L2	0.35225
OR1F1	0.157
SMAP1L	-0.639083333333333
IPO11	1.16975
ZC3H11A	0.097625
C1orf151	0.21775
RNASEH2A	-2.41875
CCR10	-1.4795
TXNDC11	0.0289166666666667
TMEM112	0.244625
MAP1B	0.287642857142857
NVL	-0.6995
PKM2	-1.9929
ARC	1.1965
NUP54	-0.0665
PPFIBP2	1.78916666666667
STAT2	1.1755
PTAFR	1.45216666666667
ROBO2	0.313875
RNF40	-0.452666666666667
CCDC135	-1.01833333333333
IFT81	-0.2604
MORF4	0.3445
TM7SF3	-0.589
OR10H3	0.5455
ABP1	-0.31675
CHRD	0.3065
PLEKHA8	-0.6925
NCALD	3.95333333333333
OR5AK2	0.14825
ACCN1	0.636166666666667
SLITRK1	-0.1295
ARMET	-0.666
C9orf52	0.15725
REEP4	-1.4635
MTSS1	0.876375
ADH1B	4.50783333333333
DLD	-0.379
CDK5	-1.229
PPFIA1	-0.00562500000000002
WFDC3	0.17375
DNAJB12	0.895214285714286
RANGRF	-0.409
MLANA	-5.7305
AMY2B	0.80575
KIAA0319	-1.443625
RPS7	0.19
JAK3	-0.1592
ARFGEF1	0.394
CXCL5	0.843833333333333
TRAPPC4	-0.927
CETN2	0.636
HSPC111	-1.19725
RHOBTB3	-1.2595
PHLPP	1.1685
RGS10	0.37325
TMEM58	0.58075
CHERP	0.04575
HSP90AB3P	-0.6435
FSTL3	-0.738833333333333
PEX11A	0.94825
OR5V1	0.216
FCN3	2.52575
PTPN3	0.62425
NPTX1	-4.346625
C21orf84	-0.64025
C11orf51	-0.48575
ZBED2	-1.21875
FLJ90757	0.90775
NPY2R	6.99475
PLD3	1.05225
SYT17	1.11333333333333
SGSM2	-0.0735
OR1A2	0.00375
FOXP1	1.412125
SLC5A1	4.57475
POFUT1	-0.9436
EPHB6	-2.02983333333333
MYO1G	-2.8805
STAC	-1.0125
KLHL17	-1.093
RGMA	2.1981
TJP2	0.1731
FAM114A1	-0.0625
SERINC1	1.5145
SLC9A8	0.142875
PEX19	0.69175
EDN2	0.3205
PSMD7	-0.924666666666667
C3orf41	-1.90725
UQCR	-0.412
PPP1R3C	0.311
LRP4	-1.327
TM2D1	-0.00175
TTC17	0.4965625
C4BPB	-3.99275
CCL25	0.56025
ZNF253	0.506833333333333
CHRNA9	-4.92375
SOX11	-3.232
HIVEP3	0.6375
CGN	1.80233333333333
C3orf35	-0.045
PKD2L1	0.56575
SYVN1	0.197125
PDE8B	1.181125
LOC439951	-0.319
LTC4S	1.86116666666667
MIF4GD	-0.2355
SMARCA2	1.746125
TUBGCP6	-0.0838333333333333
CABLES1	-0.102
C16orf77	3.043
ZNF791	1.10025
FUT5	-0.2355
ADH6	-2.55483333333333
P4HB	0.02275
CLDND2	0.113
ALKBH8	0.24275
PLAC4	-2.57175
F11R	0.126071428571429
MGC35295	-0.0908333333333333
PDZD4	-0.194833333333333
LOC389073	-1.04975
FAM80B	0.022
PSMB1	-0.792125
TXN	-1.236
VIPR1	2.1299
WBSCR18	0.1872
EXOSC6	-0.670166666666667
ACTA2	4.145
SP5	-2.91166666666667
ANKRD1	-3.046
DDR1	1.9601
ATP6V1D	0.0595
PTGS1	-1.90491666666667
RNF157	-0.87625
DCC	0.1775
SPAG7	0.39925
FBXO18	0.52025
UBE3C	-0.694
HOXC6	1.06675
LRP2BP	0.207666666666667
MYST2	-0.12775
PDSS2	0.12675
ATE1	-0.3525
ARAF	0.1195
KLF10	1.57975
PLA2G2E	0.21175
ASCL1	-0.289666666666667
TSNAXIP1	1.20925
FAM131B	0.2785
IFNA10	0.5065
NUP43	-0.769875
FAM44B	0.03
L1TD1	-4.38116666666667
NMD3	-0.344333333333333
C18orf54	-1.4465
PHOSPHO1	0.011
RAG2	-0.419
EMILIN3	0.6225
METTL3	-0.345
VPS13C	0.510625
REXO2	-0.6325
ANXA4	0.0035
CA1	-1.38125
DCP1B	0.721
TULP3	-0.294166666666667
ATP2A2	0.288857142857143
ATIC	-1.49775
ADAM15	-1.13575
NPL	0.38
LGR4	0.611125
UEVLD	0.512833333333333
GAB1	1.501
SNAI2	0.896833333333333
ZGPAT	-0.4713
SNF1LK	0.7605
DLEU1	-1.524
UBE2Q1	0.38125
ZMYM6	0.433125
JPH3	-2.545
FAM38A	-0.774416666666667
PXK	0.0586666666666667
DENND2D	1.85175
BAX	-1.65691666666667
CP	-1.92254545454545
RPL37	-0.3025
G6PC3	-0.51975
NCOA4	0.554
LRRC14	-0.254375
GORASP1	0.731
FCHO2	0.999375
CYP24A1	-1.3932
FXYD3	2.119875
SMARCAL1	0.2455
ABCB8	-0.575833333333333
CCDC44	-0.75125
PRDM7	-3.6415
USH1C	-1.50225
DNAH5	1.0775
SRF	1.33091666666667
MAL2	0.869
PGPEP1	-0.266416666666667
SIN3B	-0.874
SEMA3C	1.38
GRAMD3	3.34275
FBXO10	0.2155
OR5D13	0.688
FLJ31818	1.00625
CACNA1I	-0.2545
S100A13	0.326
TP63	3.75828571428571
ANXA11	0.7672
WDR66	0.717375
CSF2RB	-0.012
IFI44	-0.1645
DACT1	0.830333333333333
ANKRD23	-1.521875
ATP5G1	-1.12266666666667
C21orf70	-0.644333333333333
PPWD1	-0.57625
DNAJC13	0.26675
PAH	-5.44133333333333
PTCH2	0.7625
TRMU	-1.45675
CCDC9	-0.1845
USP3	-0.249
DCLRE1C	-0.0817
FAM55C	0.13225
FRMD4B	2.393
CYP2R1	-0.2435
RFPL1	-0.2346
XPO5	-1.29725
ARL6IP2	0.3955
OSBPL5	1.1735
MMP9	1.57218181818182
KIAA0802	-0.84725
DHRS2	-3.6155
SGEF	1.027625
TXNDC10	-0.5002
EXOC6	0.592
RPS27	0.852166666666667
PNCK	-1.57616666666667
FSTL1	1.34075
AACS	0.801
SLMAP	1.21933333333333
SAMD4A	0.0358
ABRA	0.336
SMARCD3	1.47325
PKNOX2	-1.56916666666667
A4GNT	0.064
C9orf39	-0.308333333333333
RALYL	0.259
MGC33556	-3.3265
C10orf25	-0.2405
BBOX1	6.08775
NHEDC1	0.253
XDH	0.7875
GCSH	-0.9815
EDN1	3.15866666666667
MTERF	0.15575
CLK4	1.477875
ZNF799	0.692666666666667
KCNG1	-1.065875
CXCR4	-0.177166666666667
PTPRR	-2.988
IRAK1	-0.93275
LOC401397	-0.263
TMSB10	-0.133
CXCL3	-0.6337
TMC4	2.2215
OR7A10	0.2565
STYK1	1.7175
CHRNA10	-0.6245
CCNI	0.97375
EP300	0.9975
LOC165186	-0.00983333333333334
HIC2	-2.12625
SDR-O	0.0215
OR2W1	0.524
KCNA6	0.54
TRIM74	-1.3805
REEP6	0.87175
ATP5G2	0.079
ERG	1.103125
TMEM42	0.48925
PARN	-0.384166666666667
SOD2	-0.5056875
DIRAS1	-0.187666666666667
PNPT1	-1.75825
JOSD3	-0.558
hCG_40738	0.281
PDE1C	0.2755
SEMA4D	-0.13925
AGPAT1	-0.3135
NOSTRIN	1.184625
MAP3K3	-0.0298333333333333
MAX	0.607071428571429
CAPS	1.02566666666667
SERPINA12	-0.052
OSBPL8	0.3125
RICS	1.4261
NR4A2	2.62083333333333
PPCS	0.8895
LONP1	-1.44525
SCYL3	1.191
HERC2P2	-0.187833333333333
FIBCD1	-1.4485
C15orf41	-0.44275
DMC1	-0.834166666666667
C20orf27	-1.194
RPS6KA5	2.2485
FAHD1	-0.384333333333333
SLC12A4	0.041
BRCA1	-2.18066666666667
GBL	-0.6275
SLK	0.134166666666667
NUDT9P1	0.599
NOXO1	0.2305
USP52	-0.64375
BAZ1B	-0.813875
SLCO2B1	2.61225
BBS12	1.20516666666667
LRGUK	0.280333333333333
TERF2IP	0.40475
COL1A1	4.8355
KIAA0090	0.048
GRK5	0.795166666666667
AP1S2	-1.4178
TMEM52	-0.5205
CA11	0.925625
OR4A15	0.322333333333333
ACBD3	0.3504
SPAG11B	0.304
PRDM2	1.1923
FOXP3	0.245
SMYD3	-0.831
LOC389199	-0.5465
LGI2	0.403333333333333
NAPE-PLD	0.1991
ANKRD6	1.599
WDR45	0.196
SHROOM1	-0.933
PSCD3	-0.0005
PYY	0.022
KCNC1	0.0255
ARHGEF9	0.8989
OR8J1	-0.2935
GPR55	-0.156166666666667
NS3BP	-1.156
C10orf22	0.898666666666667
NAT8L	0.94125
DUSP4	0.829833333333333
FOXM1	-3.42983333333333
GRAMD2	2.4493
ZBTB48	0.162166666666667
BUD31	-0.605
PABPC5	1.01
CCDC41	-0.85425
FBXO11	0.29825
C6orf148	0.2595
RFXAP	0.08975
C6orf15	3.79983333333333
CDK8	-0.488333333333333
C6orf70	0.1895
TESSP2	0.418
ALG2	0.529
PPP1R3D	0.4215
TPM3	-0.645666666666667
SYT13	-0.211
EPB42	1.67533333333333
CETN3	-0.6135
PRY	-0.2095
NTHL1	-1.07716666666667
POLR2B	0.068
RPS28	0.400416666666667
P2RX3	-0.31125
LYZL4	-0.12325
WBP4	0.3595
PMM1	-0.2765
C11orf79	0.16925
CBLL1	-0.70475
IL1F10	0.105833333333333
VAX2	0.151
SETDB1	0.116666666666667
LRAP	-0.868833333333333
GCLM	0.0453333333333334
CPEB3	3.03425
PPM1A	0.5870625
INTS1	-0.9445
CAMTA1	1.66683333333333
SAMSN1	-2.9555
LOC158830	-3.29466666666667
GMPPA	-0.432625
AIPL1	-0.0745
IL24	-0.138416666666667
BDKRB1	-1.45383333333333
MLF1	0.7659
TAF12	-0.445
ID1	-1.97
THADA	-0.2555
PIK3CB	0.07175
OR4N5	0.7425
TBC1D17	-0.408333333333333
COX8A	-1.21225
CDCA4	-0.80825
C2orf44	-0.59325
ZNF534	-1.01
IMMP1L	-0.456
NIPSNAP3B	1.303875
FTMT	1.90525
PWP2	-0.7545
MMP15	-0.8126
DNAH11	-1.3875
MTMR14	-0.065875
DNAL4	1.25575
IPP	-0.447
TMEM59	0.819875
C1orf157	0.192
RGS4	0.112666666666667
DDX18	-0.383833333333333
SNX6	0.804
ZNHIT2	-0.339333333333333
NCDN	-0.392
FLJ33534	0.585
RAG1	-1.344125
OR4D10	0.044
PTPN5	-0.143333333333333
POMT1	0.249625
LRRC8A	0.8434
CYP1A1	-2.004
CAPN1	0.695333333333333
DDHD2	-0.290875
GRIK2	-0.286
GNRHR	-0.0115
PPBP	1.21625
HTR3A	-1.280375
SLITRK4	1.52975
ANKRD49	0.11225
BTF3	0.1468
SARS	-0.099
C13orf18	1.53383333333333
CACNB1	-0.139071428571429
QKI	0.972636363636363
SETMAR	0.848875
MAN2B1	0.385333333333333
EML3	-0.063
ACADL	3.09616666666667
OFD1	0.447
DEFB114	0.2765
CGA	-4.2335
PEX16	-0.302666666666667
LRRC10	-0.4095
GNG12	0.0005
C1orf152	-0.509666666666667
CHRM1	0.0095
CD53	-0.814125
DBH	-0.878
TFAP2B	3.28475
HIST1H2BJ	-1.603
FAM46D	-0.6575
TMEM11	-0.011
C3orf32	-3.12975
PCCB	-0.96375
IPO13	-0.03975
C6orf105	-3.248
COMMD5	-0.0755
SUV420H1	0.6074
LTBR	0.9605
ARHGAP15	-1.29525
HDHD2	0.63675
TDRKH	-0.861833333333333
LOC401052	2.353
PSG4	-1.24125
GNB4	-0.7228
SPATA4	2.307
SLC9A3	-1.286
OSBP	0.837666666666667
NBPF3	0.211416666666667
DOCK11	-0.3275
SLC39A5	-2.6905
PRR5	0.4964
C10orf63	0.4545
SMTNL2	0.313
ADRA1A	1.17025
ASAH1	1.76
DOM3Z	-0.5935
GIPR	0.1425
AHI1	-0.249666666666667
NADSYN1	-0.272666666666667
RGS14	-0.3298
IL18BP	0.1852
RTN4RL1	1.58766666666667
ARMC6	-0.638
PSMD5	0.0731666666666667
HK3	0.8903
OR4S1	0.13925
RSU1	0.9709
MAD2L1	-3.00355555555556
EIF4A3	-0.46975
DLEC1	0.563333333333333
E4F1	-0.483833333333333
CHMP2B	0.4404
CAMSAP1	-0.4805
RPS21	-0.446666666666667
ARID5A	2.3415
UBE2N	-0.1959
IGSF8	0.558333333333333
MAGEB6	-2.4695
ACAD11	-0.3444
MGC4172	-0.24625
LMO4	0.6715
KLKB1	0.57125
HP	-1.225
HDAC3	0.12575
SCHIP1	1.43175
CLCA1	0.0315
OLFML2A	2.26225
C1orf112	-2.27225
KIF19	0.919416666666667
HAPLN4	0.1783
CXCR7	0.819833333333333
GOT2	-1.2164
RAB38	-0.82275
DCX	5.255
PPM1H	-0.0909166666666667
NFYC	0.117166666666667
KIN	-0.048375
ZNF228	1.37425
PLSCR4	3.23316666666667
HIG2	-1.158
FAM79B	5.6865
C21orf86	-0.6236
KCNK10	0.554
ZNF738	-0.595375
FSTL5	-1.14716666666667
OR6A2	0.12
OTOA	0.592833333333333
EXOC1	0.454
AHRR	-3.719125
PDAP1	-2.33041666666667
C19orf6	-0.4375
ZAN	-0.0965
LY6G6E	-0.0945
EIF4E2	-0.69675
C20orf198	-0.45575
ZNF324	0.2955
CYP3A5	-0.929166666666667
ENTPD7	-0.077
MBOAT5	0.437666666666667
GJB5	2.28725
TTC13	-0.74775
S100Z	-1.45333333333333
KIAA0664	-0.165666666666667
PDGFRB	2.17741666666667
IL17D	0.1355
OR56B4	0.1315
RDX	-1.0145
SLC34A3	-0.4655
IL28B	-0.02
JUND	2.22525
CHRNB1	0.134375
CAMK2B	1.69425
FETUB	-0.2975
CXorf23	1.128
MRTO4	-1.281625
TTC3	0.6836
NDUFB8	-0.591
EDG2	0.58425
SEMA3G	2.91075
IL23A	-2.07025
GRHL1	2.5427
LOC441054	-0.9335
WDR65	0.8085
PSTK	0.3675
STOML3	1.1435
R3HDM2	0.6262
C5	-2.1295
SLC2A10	0.120166666666667
C3orf22	-0.136
PAQR3	-0.541461538461538
ANKRD26	-0.329416666666667
HCRTR1	-0.464
LOC399947	0.22075
PSD2	1.1305
TIGD2	1.01383333333333
SCRN1	-1.507
COQ10A	-0.1555
DDI2	-0.0195
METTL7B	-1.05333333333333
UCN2	-0.39125
FAM92A3	-0.2275
WDR16	0.6905
ZNF511	-0.2965
ZMYM5	-0.127
POLR3G	-2.769
ZNF586	0.485
C1orf49	0.0613333333333333
TANK	2.59183333333333
RCAN1	3.14916666666667
PELI3	0.617333333333333
LIMD2	-1.04966666666667
TMEM189	-0.9435
NTN4	1.906
LOC151300	-0.611
CLEC2A	-1.2215
GPR135	-0.406125
DPYSL4	-0.2378
JAK2	0.424
TSHZ1	1.03333333333333
TM9SF4	-0.720625
ZNF264	1.02366666666667
SIRPG	0.249
BICD1	0.0955
HERC6	1.55766666666667
METTL5	-0.8025
CASP1	1.48575
PRRT1	-0.109
PLA2G4C	1.4375
ICA1L	0.5065
TPTE2	0.1705
OTUD7A	-0.225
AQP11	-0.78025
APOA2	-4.9546
KALRN	0.4311
SECTM1	0.182666666666667
IFNAR1	0.28225
TALDO1	-0.354375
RAB11FIP4	-0.290166666666667
EIF5A	-1.289
FAM49A	2.69675
NEGR1	1.27766666666667
YTHDC2	-0.334
EHD2	0.749125
NCF1	1.0596
SCRT2	-1.041
HOXA5	2.291
NUP133	-0.0275
FGF12	-0.3564375
SLMO2	-0.588625
SNTA1	-0.111125
CACNG2	-0.054875
GCM1	0.126125
ELF1	0.911
TLR5	3.52125
TCFL5	-1.27783333333333
RBMY2FP	-0.5325
LOC100125556	0.255
FAM129B	-0.15075
MAP3K7IP1	0.078875
NCK2	0.988
OXA1L	-0.7165
FMO9P	0.1085
ZSCAN12	0.9405
PSMD12	-0.791583333333333
HSCB	0.031
CLDN10	-2.52425
MGC13053	-0.90575
HPCAL4	-0.627166666666667
ASZ1	-0.1755
MEX3D	0.0611666666666667
NFAT5	0.181
CSPG4LYP1	-0.607
FBXO3	1.1046
DVL1	-0.417666666666667
CMKLR1	1.58616666666667
TYMS	-3.379
PEF1	0.79075
ZNF750	3.853
MCM5	-1.8753
MEGF11	-0.11725
KCNK7	-0.283
PTP4A3	-0.7735
C1QTNF2	-0.383833333333333
OR6S1	-0.1905
FAM122B	-2.17575
ZNF551	-0.05175
HBQ1	-3.032
GEMIN6	-1.1315
ARSK	0.50825
RBP7	3.992
CPNE9	-0.2705
DSC1	2.4385
LOC730112	0.04425
MAP2K4	0.928875
HS3ST5	-1.8285
EPB41L3	0.68475
TEKT2	1.33375
CDKN2B	0.416416666666667
ZNF480	-1.002
MAP3K6	0.4844
MAP6	2.66966666666667
HN1	-1.3053
OR2L13	0.0235
SLC16A11	0.88175
FAM96A	-1.238
APOL1	-0.0805
C5orf32	0.1
RTP1	-0.223166666666667
RNF175	-0.0737500000000001
ZBTB41	0.779
AHCTF1	-0.8282
SAE2	-0.2224
ITGA2	1.10391666666667
MME	3.41916666666667
CCDC14	-0.2025
MAST4	1.16814285714286
KRT33B	-0.923
KCTD2	0.2885
WDR26	0.63175
MFI2	1.285625
NR4A3	2.043
ARSA	1.52075
UNKL	-0.157333333333333
SULT6B1	-0.253
CCNA2	-4.073
SOX15	-0.041
PPAPDC1B	0.342083333333333
C19orf44	0.366
MCAT	0.299833333333333
ARID1B	0.1585
OR52N1	-1.264
C12orf48	-1.92725
MAGI1	1.333875
NIPA2	-0.58525
GBX2	-2.286
RSHL3	0.541125
RAVER1	-0.412666666666667
C15orf17	0.413
SLC30A2	0.84125
ZNF518	0.5055
PCYT1B	-0.61625
C10orf114	-0.16275
EIF3H	0.013
SLC25A39	-1.05783333333333
KIF1B	0.52075
AMOTL2	2.2155
C6orf120	0.4165
PSRC1	-2.51475
PLA2G10	0.730375
KIF5C	0.19875
MRPL37	-0.6845
C17orf62	-0.404333333333333
C9orf135	-1.554
DUSP10	1.1532
CLCNKB	0.05
PSMA5	-1.211875
C8orf53	-0.24675
AMPD3	0.325
PIAS1	0.256
ADCYAP1R1	0.159
GYLTL1B	0.3715
CDH20	0.0196666666666667
FBXO7	0.13375
TMEM134	0.241833333333333
FLJ14213	0.595666666666667
ZNF3	-0.33025
LRRFIP1	0.211375
CNOT2	0.26775
ABI3	1.90575
ALDH5A1	-0.209583333333333
HNT	2.1258
SERPINA4	-3.1895
TK2	0.758833333333333
STMN1	-2.24777777777778
GUCA2A	-0.1615
GALNT10	-0.106214285714286
DPP6	0.3045
C9orf93	0.461
PRELID2	-0.280875
STK39	-0.13475
SFTPA1	-0.91525
CKS2	-2.88544444444444
RHO	0.086125
C20orf135	-0.488
XKR3	-2.9055
CR1	1.362625
RPS6KA2	0.849285714285714
C20orf112	0.56575
MRPL22	-0.58625
C4orf23	1.06966666666667
GADD45B	2.12825
KLHDC1	2.50433333333333
C2orf48	-2.7135
ZNF287	1.8415
DAAM2	0.82125
DPPA2	-3.32633333333333
TCTN3	0.815
DNAJB11	-0.423375
FPR1	2.41
DEFB4	-0.3055
PTCD2	0.1073
SMOC2	5.29583333333333
CABP7	0.2925
SERPINB11	0.19075
MAGEF1	0.534
NDE1	-0.122
ITGA10	0.36
FSHB	0.47
ANXA2	0.439375
HORMAD2	0.334
HLCS	0.07675
MCF2L	1.35775
FH	-0.853625
TBC1D24	1.28725
KIAA1505	1.308
LGALS2	-1.6925
CNBD1	0.1955
SYNPO2L	0.806
PTPN23	-0.0362857142857143
C1orf183	-0.268833333333333
MAGEA8	-3.15275
DGCR8	-1.360875
GSR	-1.44925
PAQR7	0.219
ZNF676	0.2725
CACNA1C	0.5265
SP7	-0.3205
PDCD6	-0.34375
NRN1L	-0.719
BRI3BP	-1.5925
KIAA1183	2.13625
ASB4	-0.307
CCL23	2.5941
OBSL1	0.232625
SLC12A7	0.39925
KIAA0240	1.813875
CD1B	-3.68066666666667
FCGR2A	0.135375
MDC1	-0.9845
HTR1A	-0.0745
OCEL1	-0.18125
ATP11B	-0.2410625
FBXO34	0.1925
PCDH12	3.4155
RPE	-0.8315
C17orf74	-0.489
CSDC2	0.371833333333333
PET112L	0.112
TMBIM1	1.081
P2RXL1	-0.52775
TCHP	-0.69475
TRMT1	-1.07466666666667
F2RL2	0.813666666666667
LRRC32	2.84983333333333
IMPG2	-0.1555
BGLAP	-0.0415
LOC493869	-1.62
MRAS	3.007625
SLC35F5	0.5195
CBWD1	-0.0155
AXL	-1.51825
ATP2C2	0.69475
TELO2	-1.18525
PNPLA3	-2.38775
PCDHB14	1.7455
CD276	0.04925
KRT80	-0.568125
DUSP28	0.1815
CSNK1E	0.48525
SRP14	0.486
KCNQ4	0.492
KRT72	-0.3685
CCDC117	0.00137499999999999
C6orf89	0.428055555555556
TUBB2B	-1.28033333333333
RTN4IP1	-0.825
CR1L	-3.5165
CEND1	-0.322125
C12orf41	0.363166666666667
RNF31	-0.2465
UBN1	-0.405666666666667
C17orf32	0.095125
SLC5A7	0.1445
GPR92	0.812333333333333
ESAM	2.5263
CTNNA1	0.178666666666667
HRBL	0.1773
CBX4	-0.05275
TMEM182	1.0675
SH3TC2	-0.00166666666666666
IL10	0.992666666666667
PXMP4	-0.192
RNF167	-0.1341
PAK7	3.62333333333333
ETV3	-0.0655
ATPIF1	-0.871
LOC554207	-1.8205
OR8H1	-0.131
WDFY3	1.39025
DPM1	-0.8425
GPSM1	-0.32
WDR92	-0.3834
LRP1	0.5555
ANKH	-0.44525
THUMPD3	-1.0005
POLR1B	-0.94175
OLFM4	7.23583333333333
RAD9B	1.0175
TSPY2	-3.9585
PAX6	-2.3855
SCG2	-3.486375
SLC17A6	-0.20125
FMO3	2.914625
PADI4	1.088125
TUBB4	-0.6387
NLK	-1.21875
POU4F3	-0.5705
SDF4	-0.017
ITGBL1	0.773166666666667
NETO1	-1.93925
TAP2	0.08275
ABBA-1	-0.3755
GNAI1	1.30025
VPS4B	1.24925
NOPE	0.3715
GALNT6	1.14233333333333
SESN1	1.545375
GBE1	-1.35966666666667
CLASP1	0.08775
RASGEF1B	1.65025
ACOT11	0.0150714285714286
AFAP1	1.43125
OR2H2	-0.15225
DPY19L2P1	-0.63925
DZIP1	-1.02325
SEC22C	-0.274083333333333
GPR161	-0.274916666666667
RNF146	1.428
WDR74	-1.16725
GALP	-0.211
PURA	1.079
DNPEP	0.162333333333333
RP11-78J21.1	0.291
ERBB2	1.9305
FANCM	-0.725916666666667
NEO1	1.18883333333333
DDX3Y	-5.3991
RPS3A	0.715625
MXRA7	1.00528571428571
LGALS3	0.611166666666667
GLT8D1	0.20475
CFL2	-0.510333333333333
UPB1	-0.072
NAP1L5	0.661625
CLDN14	-2.18075
DHX38	-0.58925
BTBD1	-0.0655
TARS2	-0.920666666666667
