Hybridization REF	TCGA-A8-A09E-01A-11R-A00Z-07
B3GALT6	-0.564125
BARX1	-1.39583333333333
C6orf167	-1.3110625
NXNL1	0.62
DHX29	0.955875
HADHB	-0.0565
PLXNB2	0.901625
ILDR1	-1.35575
SLC15A3	2.47325
GAS2	-4.7925
C20orf69	-0.19625
NUMB	-0.4295
TNIP1	-0.044625
MESP1	-0.0995
PSKH1	-0.679
NSFL1C	0.57725
RHOG	-0.01375
HEY1	-2.98133333333333
KNG1	-1.95325
ITGAX	1.4634
LIN9	-0.1155
CANT1	1.429625
XRN1	0.6155
CCDC96	0.7992
HEATR6	-0.976833333333333
GNG7	0.643166666666667
RUNX2	0.7406875
SOX1	0.342
FCRL5	-0.3782
ZNF99	-1.4905
FAM9A	-0.4695
SNX22	1.09916666666667
MBNL3	-2.92516666666667
ODC1	-2.8363
ADORA2B	-1.85833333333333
NR2F6	1.04675
ZFYVE16	-0.165666666666667
SYNJ2BP	0.9144
POLE	-0.65325
E2F2	-1.148125
THRA	1.049
PTGES2	-0.598833333333333
HIP1R	0.677333333333333
TMUB1	-0.843333333333333
ENO3	-1.9895
RSPH10B	-0.5105
CXorf39	1.351
IRGC	0.72075
GPR109B	-0.28725
FLJ13305	-0.8805
LCE3A	-0.936
TNFRSF18	1.53283333333333
DET1	-0.06125
TRPM3	-0.111333333333333
C16orf79	-0.743
FECH	0.402833333333333
RAP2A	-0.316166666666667
CRIP1	3.13333333333333
AZIN1	0.19725
SLC7A7	2.574
IL10RA	0.2822
TMEM64	-1.0575
CDC42EP4	1.0309
C16orf58	0.1338
ARG2	-1.88025
POU5F1P4	-4.749
FAM62B	-0.09075
DNAH8	-1.84333333333333
ASH2L	0.56325
TSLP	-3.74283333333333
CNTNAP5	0.1175
TMEM16C	-0.5885
IFNA14	1.003
SLC1A3	-0.14075
CABYR	0.77875
BCL7B	0.0955
NUDT13	-3.57016666666667
C13orf28	0.24225
C1orf53	-1.6735
ARL6IP4	0.045
RPL35A	-0.12925
EMR3	0.49325
RAB40C	0.826166666666667
SLC41A1	-0.0838333333333333
LRCH1	-0.48525
LY6G5B	-1.0115
FAM124A	0.509642857142857
MGC10981	-3.87766666666667
CLIP3	-0.5387
MAP4K2	1.8025
CHIC1	0.29
SULF1	3.00966666666667
C20orf30	0.0331428571428571
PRDM5	-0.4265
ELOVL1	0.07375
C11orf48	-1.726875
SLC39A10	-0.09575
KCNV1	-0.155
ACP1	-0.3075
ZMYM2	-0.77375
B3GNT6	-0.00766666666666665
C9orf69	-0.64125
C2orf15	1.506
C20orf166	0.133
HSP90AA6P	1.418
EDG7	-1.2355
NEURL	1.02275
LPL	1.24516666666667
CLEC2D	-1.08328571428571
GRRP1	1.80266666666667
CD8B	-3.7324
HIST1H3D	0.118166666666667
SLC6A12	0.123625
FAM27L	0.236
CD84	1.5396
RASA1	-0.078
PHKG1	0.0285
MAGEA11	-1.163
IMPA1	-0.6803
NPM3	-2.89875
RARRES1	2.42825
SH3BP1	0.015
B3GNTL1	0.1625
ARPC5L	-0.0138333333333333
KLHL26	0.8705
SIM2	2.358125
GJC1	0.7155
C20orf194	-0.80325
EXO1	-1.46775
SLC2A2	-2.94633333333333
LOC285074	-1.0065
LRG1	2.4925
KIRREL	-0.034
PIK3R1	1.13071428571429
C4orf34	0.743
MAF	-2.04772222222222
ADCY4	3.40983333333333
ZMIZ2	0.3499
SLC46A3	1.826
STAMBP	-0.0275
CCDC16	0.6305
MS4A12	0.724
TCF20	0.25075
LRRC46	1.999
C20orf152	0.93675
MRPS6	0.3095
ABCB11	-0.0415
KCNC2	0.0733333333333333
CDH19	-2.64516666666667
C9orf123	-0.221833333333333
SSH3	-0.031625
LDLRAD1	-2.108
CCBE1	-1.0395
ZNF135	-1.111875
TAAR1	0.439
WFDC12	-0.0585
CCDC42	0.0735
FLJ12529	-1.43575
PER1	-1.15883333333333
TIMM50	-0.1225
SMARCAD1	-0.7295
FAM26C	0.126
TP53TG3	-2.66583333333333
SH3RF1	1.3569
LMCD1	1.74025
GPR63	-0.2895
FLJ21986	-2.903125
AIFM3	0.13925
MICAL1	-1.61916666666667
BLZF1	1.6995
IQCA	1.64916666666667
PCDHGC3	-0.329
SAC	1.08575
BCL6B	1.55266666666667
DDO	2.06875
MARCO	3.2545
DCHS1	-0.437333333333333
C1orf170	0.6015
CD200R1	0.443
C22orf15	-0.2245
SEPT11	-1.23616666666667
ADNP	0.1485
UST	-2.2906
C13orf34	-1.21533333333333
RFFL	0.520714285714286
APBA3	0.0545
C2orf60	-0.017875
CUTL1	-0.7238
PMS1	-0.471125
ZNF689	0.695
EIF3E	-0.451333333333333
IL9	-0.273666666666667
RPL31	-1.15325
LY9	-0.4435
ATP2B3	0.243
KDELR2	0.331375
TFCP2	0.236625
NLRP12	0.2045
FLJ45422	-0.3455
TLE4	-1.5955
ZNF570	-0.8925
FLJ43806	-0.8795
TLK2	-0.20625
CIR	0.41875
MARS2	0.0185
COL24A1	0.65925
SDF2L1	0.513
HIBADH	0.2045
IGFBP3	-2.57235714285714
C12orf23	0.600125
PSPC1	0.2015
C20orf43	0.353
TRAV20	-0.0425
ARHGAP24	-0.0285
KIAA1975	-0.424
C1QA	3.4234
DNTT	-4.83
C10orf6	-0.104416666666667
C11orf41	-0.818875
HNRPF	-0.08225
COL11A1	5.7815
UBAP2	-0.631833333333333
CDKN2AIPNL	-0.901
C20orf174	2.268
SPRED2	0.665
PLA2G12A	0.719166666666667
ICEBERG	-2.22983333333333
SCN10A	0.7005
C11orf65	-2.312
GBP5	3.7285
PITPNC1	-2.35416666666667
POU3F3	0.8965
NCOA7	-1.3985
LIN7C	0.0384
LOC348840	-0.893
NKX2-2	3.0995
ANKRD13D	-1.03
LOC123688	1.02325
FUT2	0.975666666666667
TAAR8	0.6645
FZD4	-1.08991666666667
PNMA3	-0.921333333333333
OR4L1	-0.0005
WIT1	-2.4515
EXOC3L	1.04725
ATPBD4	0.24
KRBA1	-1.014
UBXD6	0.47025
HOXB7	0.0332142857142857
C7orf23	-1.985
UNQ338	-1.103
STAB2	-0.32675
CDC20B	-0.776
IRF9	2.872
CENTG1	-0.494166666666667
TNPO2	-0.65575
MCPH1	0.526875
BMS1P5	-2.336
SLC26A7	-0.61775
HIST1H3J	1.19775
C9orf3	0.1371
LBH	0.210875
MYO1D	1.4685
PTDSS2	-0.48575
NFU1	0.52025
DEPDC4	-0.634
WNT7B	2.8729
GLP2R	-0.780166666666667
SETD4	-0.6559
DYNLT3	-0.2313
FKBP11	0.2665
SESTD1	0.3375
FLII	0.84425
RPS16	-0.4763
CHPF	0.741833333333333
CSNK2A1	0.0233333333333333
SUMO1P1	0.1145
FKBP6	-0.2635
ZNF214	-1.18166666666667
TWIST1	-0.510333333333333
DDX56	-0.156166666666667
TRAM1L1	2.28
EPO	-0.9445
MRPS18B	0.137
ZNF682	-1.02933333333333
RPL14	-0.421
MAFF	0.09575
LOC51136	-0.068375
LY96	-0.8175
DDX20	-0.659
ABTB1	0.736833333333333
ARL5A	-0.3
CCT6A	-1.05375
HEPACAM	-0.938666666666667
EHHADH	-0.066
RBAK	0.576166666666667
CGB1	-0.0755
ITGB5	0.5527
YIPF3	0.59675
FKBP2	-1.31475
NR1D1	-0.1717
TMEM110	1.1735
NEK2	-0.000333333333333343
PRAMEF8	-3.22325
C20orf52	0.0758333333333333
PCDHGA3	-0.8715
VWA3B	0.4525
NDUFA5	0.179625
THAP9	-0.6025
FLVCR2	-0.021
AP1S1	-1.102875
SMAD6	-0.7145
SAV1	0.054375
SAT1	1.438
ZNF251	0.8735
ADAMTS7	0.0567
RPP38	0.362
C1orf211	-1.6735
YPEL2	1.33515
RBMS1	-1.54975
ZNF445	0.0975
NRXN2	0.296166666666667
PGBD4	-0.224375
UGT2B28	-3.6505
WBSCR16	-0.8992
NLRC3	-0.218
ASTL	0.521
ST6GALNAC1	-3.22225
ZADH2	-0.122625
MLLT4	0.0956666666666667
ARL6	0.239
MEF2C	-0.66125
CBFA2T3	-1.3085
AFF3	1.36457142857143
COG7	0.292833333333333
MYB	-0.532333333333333
PLXNA3	0.3995
XRCC2	-1.06366666666667
MMS19	-0.904125
ST8SIA5	-1.3925
CHPT1	0.163166666666667
KIAA1712	-0.32325
OR6X1	0.573
ACTR3	0.054125
UGCG	0.516333333333333
OR4P4	-0.2755
ZAP70	-3.301
LPP	1.268875
ZNF485	-0.316
PTPRCAP	-1.03075
IL12RB1	0.83475
ATRX	0.5017
CHST8	1.798625
C14orf109	0.57325
ARV1	1.92675
NMB	-0.988571428571429
COX5A	-0.411666666666667
EIF6	-0.44525
MPPED2	-1.495
SEMG1	-1.8775
CHRDL1	0.692
TRAF3IP2	1.17675
WNK2	0.1485
LILRA4	2.39183333333333
LAMA2	3.3725
PXT1	-0.477
RLBP1	-2.9375
CD300C	0.50225
SLTM	0.35825
FLJ10404	-0.21525
APOBEC3D	-1.073
RENBP	1.00083333333333
ATXN7L1	0.083875
NID1	-0.11675
TUBGCP3	-0.304125
ITIH5	0.554722222222222
CCDC110	3.654
C8A	-3.016
MGC87042	0.068
HOXC13	1.25475
TFDP2	-0.3185
HCP5	2.724625
POLI	-0.19725
UCN	-0.608833333333333
ZNF764	0.242833333333333
C8orf45	-0.3475
FHL3	-0.89575
SPATA5L1	0.305
MMRN2	2.74533333333333
NDST1	0.8385
COL20A1	-0.0995
ZNF248	0.150166666666667
PELP1	0.109666666666667
MBL2	-2.70216666666667
RNF41	0.049125
C5orf24	0.249125
THOC5	-0.608285714285714
SERINC3	0.578333333333333
RP11-151A6.2	1.984
CDCP2	-0.18075
HIST1H2AA	0.98275
C11orf75	-0.737333333333333
FKBP7	-1.26175
DDOST	-0.18225
GPNMB	0.117833333333333
TTF2	-0.9815
KCNT1	0.380333333333333
SLC39A14	-0.65425
NGRN	1.2812
GPR137B	-0.56625
MECP2	-0.144
PSMA1	-0.469
C16orf73	-5.352
TMEM60	-0.219833333333333
CSN3	-0.746
NOS1	0.328666666666667
RAB7L1	1.02016666666667
YBX2	1.376
KIAA1166	-1.33325
FUBP3	0.129166666666667
ABCG1	0.5235
ACACA	0.367833333333333
ARL11	2.0712
ATOH1	0.4495
ODF1	0.637833333333333
CREB3L3	-1.81666666666667
TMEM127	1.30957142857143
DSCAML1	-0.823
PLN	1.72966666666667
LYPLA1	0.717333333333333
PRDM9	-1.47725
SASP	-2.025
PLUNC	0.0363333333333333
INTU	-0.13875
HISPPD1	0.06075
LNPEP	0.785166666666667
YARS2	-0.254166666666667
APCDD1L	-1.597
ZCCHC4	-0.7188
FBXO22	-0.231166666666667
TTLL13	-0.5945
ZNF669	0.466666666666667
PTGDR	1.66725
DDX27	0.171
KIAA0409	-0.0691666666666667
GJB6	0.30775
ASB8	1.4585
PLP2	0.351833333333333
MEPE	-0.83725
OR10J5	0.0675
KRT222P	1.038
COQ7	0.171
C1orf101	0.28475
RERG	3.5185
CHMP5	0.584875
THAP11	0.460875
ZNF43	-1.3755
ZRANB3	-0.424166666666667
KRT13	1.52675
MRPL19	-0.0495
RBBP9	1.38225
SPATA17	2.584375
BXDC5	0.180166666666667
PAFAH1B1	0.108083333333333
MAGEE1	1.641
OSTF1	0.6385
KIAA0323	-0.37125
TXNDC13	-0.228666666666667
CNTN4	0.540125
LCE1B	-0.746
UNQ501	0.93325
ZNF154	0.2135
C3orf64	0.58675
SYT5	-0.0221
PON1	0.2436
FLJ10357	-0.05325
ATP4A	-1.2445
GNPDA1	-0.340333333333333
MGAT1	0.565833333333333
C14orf121	0.11475
SLC35B2	0.4355
MIER3	-0.6185
CHEK1	-3.43875
ZNF8	-1.99216666666667
TXNDC1	-0.512833333333333
CKB	-1.9928
RTN3	-0.739071428571428
FZD2	-0.235333333333333
PART1	-0.94925
PSMB6	0.089
PCDHB8	-0.1385
PHC3	1.1603
PPP1R8	-0.107166666666667
NOVA2	1.10666666666667
TNFRSF11B	-4.44025
GOLPH3	0.812333333333333
UBLCP1	-0.3095
SUHW3	-1.19275
TTLL1	1.0025
OPN4	0.4555
OR13G1	0.415
ZPBP2	-0.126833333333333
HSD17B11	-2.7025
C9orf50	0.0045
DHDDS	-0.295071428571429
CTSW	0.6042
NEFM	-2.46066666666667
MRPL28	-0.73125
SYN1	0.642
PIGV	-0.173833333333333
ZIM2	-1.2825
APBB1	-0.3995
SND1	-0.163
C1orf123	-0.492
CHD3	0.2645
BHLHB8	0.6735
RNASE2	-0.00416666666666667
BCAP31	0.421125
SLC25A44	1.0115
CHD6	0.6046
PIB5PA	2.57223076923077
SELS	1.013
LOC541471	-0.558
FAT2	-0.131
ZNF81	0.191
OR4C16	0.8305
FLJ10081	0.3199
LRRC4	-0.24425
CS	-0.117833333333333
N4BP2	-1.076375
IGFBP7	0.8075
ZNF318	0.323666666666667
NDNL2	1.3825
ZNF609	0.336625
SIRT4	-0.37875
EXOSC10	-0.51875
ECE2	0.319916666666667
OVGP1	0.239
GTPBP3	-0.5625
PACS2	0.0944
C19orf36	0.686
ARL4C	-0.938375
ATG4B	-0.54025
UBQLNL	-0.56425
RHOXF2B	-3.394
PLEKHG2	-2.1605
GALR1	-0.3185
AQP4	-0.3525
HDAC7A	-0.639666666666667
DCUN1D3	0.11675
OR8A1	0.3345
CCRN4L	0.79675
CBR4	-1.08383333333333
KIFC1	-0.9805
SLC7A14	-1.24966666666667
LHX5	0.2655
TRPC7	0.0595
LPXN	-1.96475
SERPINA1	-2.325875
RPS13	-1.1742
BPIL3	-0.2625
PRKAA1	-3.36975
FADS2	0.5099
ENAH	1.549375
PRO1768	0.324
APBA2BP	0.974
LIPH	3.49433333333333
C3orf33	0.492
RCC2	-0.434071428571429
ALDH1A2	-3.1711
RNF103	2.39025
AHCY	-0.149125
ALG12	0.694
CCL17	0.64175
ZNF543	1.652
ESRRG	3.6207
CNGA1	1.35875
RDH5	-0.0396666666666667
OTX1	0.3243
PTGFR	-1.6315
CDR2	0.406875
SELE	2.575
NLGN2	-1.10316666666667
EXOSC9	-0.7565
ZNF566	0.340666666666667
KLRC2	-4.9705
GPR12	1.077
KIAA0196	1.079
PDRG1	-0.24325
SSR3	0.264714285714286
MSI1	-0.8375
CST9	1.957
CC2D1A	0.754375
PLAGL1	-1.28476470588235
ZNF778	-0.468
RNF2	-0.5585
KLF6	0.477333333333333
THBD	1.43
tcag7.1314	1.15225
NR5A1	-0.156333333333333
ABCD2	-0.536
DNAJC7	-1.92325
CLEC4C	-0.088
TM2D3	0.997625
CCDC4	-1.2845
PLAC2	0.353
DCD	0.395
FAAH	2.0555
POLA1	-0.1365
TM7SF2	2.862375
FLJ39822	-0.725
FLOT2	-0.06275
MAP4K1	-0.6665
SRP68	0.46475
C21orf74	-0.1765
ARPC5	0.391125
LOC126075	1.298
HECW2	0.184
ZDHHC4	-0.2945
ANKRD42	0.9536
PDE9A	0.284166666666667
ABCA8	0.33575
NDUFS2	1.07825
UBR5	-0.332125
BTBD16	-3.06825
LOC554174	0.352
ZNF20	1.3045
KIAA1843	0.208
WDR17	-0.039875
C15orf33	0.217
RNF113A	-0.32725
CAMKK1	0.9293
CLCN2	1.16725
ANXA6	-1.031
LOC340069	1.1705
EMID1	2.316625
DPM3	0.264666666666667
ELA1	0.3885
SLC25A13	-0.6042
KRT24	0.1095
SMPD1	0.128166666666667
TH	0.138375
COL6A2	0.0387142857142857
ANKS1B	1.27125
GPR126	-3.898
ZC3H12A	-0.0515
TMEM47	-0.465
C2orf51	-0.251666666666667
C1orf88	2.83116666666667
HSF2BP	-0.34
AKAP10	0.3015
RPAP3	-0.3295
KLHDC8B	1.053875
STOM	0.588
MUPCDH	0.2475
C10orf72	-0.1695
PLEKHA3	1.01058333333333
TCP11L1	-0.88025
CWF19L1	-0.51225
SPEF1	1.34384615384615
YSK4	0.188
ELN	1.3683
SAMD8	-0.460333333333333
MPI	-0.4235
MEPCE	-0.2265
ABCC3	-1.99125
NANOGP1	-4.1345
KCNK17	-0.15875
HLA-DMB	3.56466666666667
RRAGA	0.7645
ANGEL1	-0.29125
RBM32B	0.104
CPN1	-2.98575
MGC52282	-0.8407
HLA-A	1.68658333333333
OR9G4	0.651
EDNRB	-2.122625
SCD	-0.196785714285714
C14orf80	-1.013
BAGE2	0.0685
RABL4	1.35883333333333
RCVRN	0.122
SHANK1	0.1765
NLRP7	-3.3565
CD226	0.50025
STAT3	1.108
SYNJ2	-0.1903
TPCN2	-1.87216666666667
WDR36	-0.836583333333333
MBD4	0.299
ROBO1	-1.6403
ST3GAL6	-3.43325
SLAMF8	2.68683333333333
ATN1	0.422666666666667
GPR141	0.5835
KRT36	0.5205
TPH1	-0.0425
DDX52	0.4355
ZSCAN29	0.718833333333333
TRPT1	-1.48666666666667
DPEP3	0.56425
DENND4A	0.03775
TSPAN16	-0.9245
PTCHD2	0.283
LOC145814	-0.538
CAP1	-0.249333333333333
EIF5A2	-0.8076
NT5DC3	-1.144375
SEPT9	-0.466125
SEZ6L2	-2.197
EGFLAM	2.139
VPS11	-0.066625
NDUFB5	0.209
CIDEA	3.95916666666667
IER5L	0.5155
N6AMT1	0.1055
FAM83C	-0.155
OXR1	1.39475
IRX1	0.0585
DGKB	-0.952
GCN5L2	-0.834
MIR16	0.108875
FBXW9	0.88525
WDR4	-2.12683333333333
PDC	-0.454
VPS33B	-0.4315
HEXB	0.10925
FLJ32214	0.95375
TCEB3	-1.0795
CRLF1	-4.329
ABI3BP	0.86025
C8orf22	-4.07325
PYCR1	0.160875
KIAA1706	0.12175
CDK5R2	0.71975
WAS	0.253
C12orf60	1.49075
CCBL2	-0.793375
MADD	0.2265
C5orf34	-1.38625
WDR42A	1.4767
KLF12	-1.71075
HSPA1A	4.31875
ITM2C	-2.09075
DAPK2	2.06383333333333
LOC442590	0.872
SUMF2	-0.025375
CENPA	-1.92623076923077
TMED5	-0.31625
CDH6	-1.4389
BRP44	3.147
THG1L	-1.31225
GABRA2	-2.357
C14orf166	-0.079
MYL1	-1.86916666666667
TNFSF18	-0.1725
PAP2D	-1.1475
PPIB	0.2085
KLHL4	-1.00575
SFN	0.830833333333333
CCDC127	0.60325
FRAP1	-0.47625
GOLGA5	0.83775
SDCCAG1	-0.13525
MGC21675	-0.603166666666667
C10orf95	-1.281
KIAA1345	-0.876833333333333
C1orf163	-1.6295
LACE1	-0.996833333333333
OR10K2	0.049
CENPN	-1.6596
TMED2	0.86875
UGT1A6	-1.535
ANG	1.01525
U2AF1	-0.846833333333333
CASC2	0.00500000000000001
NMT2	0.464
OSGEPL1	-0.219625
DFNB31	-0.423
SLC6A20	-0.033
DKC1	-0.302
FXYD4	-0.6065
WDR64	0.36525
MGC5590	0.947
CREBZF	-0.883833333333333
DAZ1	-0.562
PRPSAP1	-0.02225
GCHFR	-1.00075
TTC7A	-0.790875
LOC196993	0.89375
UBD	-0.2075
S100A1	0.478375
RPL6	-0.389
DNAJB6	0.3638
NAGS	0.0969
C2orf58	0.928
KERA	0.951833333333333
MT1X	-0.128
UBE2B	1.2222
KEAP1	0.8875
MST1	-2.879625
OMA1	0.535
ABLIM2	1.5915
BCL2L13	0.289416666666667
JAZF1	-0.479833333333333
TMEM63B	1.096
S100A8	-0.9751
ARFIP2	1.19125
UROS	0.03575
KHDRBS2	-1.6165
POLQ	-1.54725
SOAT1	-0.691
SPAG4	-2.73775
MRPS30	1.06066666666667
LOC494141	-0.8525
OR2T11	1.5325
ORAOV1	1.4248
ZNF184	0.0351666666666667
TCEB3B	0.1335
ADAM21	-0.1605
GDPD1	0.54325
SPINLW1	0.141
PRR14	0.103833333333333
KCTD9	0.4638
NUDT3	0.15275
KIAA1822	0.4961
HIST1H4K	1.7635
DFNA5	-3.018
GABPA	0.306
C14orf44	0.93425
POLB	-0.1575
PTAR1	-0.20175
SEC31A	0.6305
TRIM58	-2.9775
TAS2R14	-0.301
VPS8	1.442875
H1F0	0.220833333333333
PRKCB1	-3.852
UGT2A1	0.556
TOR1B	0.35175
LSS	-0.808333333333333
C2orf19	0.467
HNRNPC	0.428428571428571
TMEM100	-1.34266666666667
LOC116349	-0.2645
OR51M1	-0.607
CCDC142	-1.34475
ISG15	4.1156875
ZCCHC14	-0.3355
CREBL2	0.8325
TGDS	-1.79475
DC2	0.000250000000000014
CACNA2D3	-1.9415
ZNF429	-1.25025
LYPD6	0.3305
SUCLG1	-0.0828333333333333
OR51I1	-1.2525
MAGEH1	-0.49525
PRPF40A	-0.565
SMR3A	0.581
SPINK2	-2.2495
THAP2	0.47925
NPY5R	-0.346625
IRF4	-3.15075
SPESP1	-2.38333333333333
OR10S1	0.87
DTD1	-0.71925
TUBE1	-0.95575
DDX19A	-0.5535
PDPN	-1.4715
TMEM34	-0.150583333333333
MGAM	0.651
COL3A1	5.58677777777778
GFM2	0.162
OR5A2	0.321
PSG9	-0.7845
ARHGEF11	0.8645
IVNS1ABP	-0.743875
SIGIRR	0.74375
DUSP19	-0.639875
DNAJC14	0.03
ACSS1	1.12
IL1RAPL2	0.6315
C4orf30	-0.66275
SEPT4	1.45075
LANCL3	-2.77225
SPAG17	1.26666666666667
PRDX3	-0.00987500000000001
HNF1A	-1.308125
P4HA2	-0.121
RFWD3	-0.454333333333333
MOV10	-0.67575
DNAJA5	0.779785714285714
LOC729440	0.16575
LOC200383	-0.164375
SMC2	-1.05
MIXL1	-1.29666666666667
TMEM9	1.729
FAM86A	1.215
ZNF174	0.706
MYH14	-0.487
CCR8	0.162
VPS37C	0.875
GPATCH1	0.543166666666667
B3GNT8	1.735
TBX4	-0.06325
CNR2	0.694333333333333
PCDH1	1.73375
C5orf29	2.714625
OCIAD2	1.2935
PLCG2	-1.05325
KIAA0247	0.873
HRH3	0.3199
CAPN13	3.5885
CCR1	-0.3387
MGC15523	0.226722222222222
UVRAG	1.42333333333333
DNAJA2	-0.137166666666667
ITGA2B	-0.662
CLDN5	3.14975
PTPRN2	0.037
ZNF512	0.395166666666667
PSAP	0.606642857142857
CCDC140	-1.214
LRRC55	0.14825
CYP26C1	0.3995
C8orf47	-0.957
LYN	-0.442
DUSP6	-1.19116666666667
TGFB3	3.20946666666667
ELK1	0.2692
PCDH11Y	-0.523166666666667
HGD	-3.9005
C17orf58	0.951
MYO3A	0.514
SERPINE2	-4.83016666666667
AARSD1	-0.861125
C14orf73	-1.5265
ADAM33	-0.01175
ZNF491	1.3055
MAPK6	-0.621666666666667
TCN1	-0.4535
SLC24A6	0.391
UBE2R2	-0.125
H1FNT	0.63725
TATDN2	0.756166666666667
LILRB1	1.57325
P2RY5	0.269
NUCB2	1.5585
C2orf37	0.66475
SNX27	1.2235
MTA3	0.733125
FOXO4	-0.04525
ID4	-1.2305
SOX5	-1.54416666666667
PXMP3	0.4985
OR52M1	0.304
SFT2D3	-0.26025
INA	-3.48216666666667
MCOLN1	0.69175
NFIX	1.0761
CLEC14A	4.95733333333333
HIBCH	0.780333333333333
PLA2G5	0.88
TIMM10	0.175666666666667
MED17	-0.9642
COL4A4	-1.7535
TPP1	0.4445
GJA3	-2.14716666666667
TMPRSS5	-2.0845
AADACL3	1.811
DNMBP	-2.839
ENPP5	5.751
NQO1	1.6968
ZSCAN2	-0.348375
SEC24C	-0.645
GTF2A1L	-0.971
AXIN2	-1.0623
FAM33A	-0.884416666666667
C16orf13	-0.030375
SPNS2	0.582
TAF1	0.48175
AP1G2	0.501833333333333
RBM42	0.626
HCN2	0.695833333333333
EFHB	2.12116666666667
RUSC1	1.66266666666667
GRIK5	0.155
USP21	0.796833333333333
ATAD3C	0.67675
ORMDL2	1.279625
PRSS7	-3.04575
PSAT1	-6.05525
FLJ13195	-0.816333333333333
TBC1D1	-1.03383333333333
IFNG	1.4935
OTOS	0.377166666666667
ZNF773	-1.14533333333333
EMD	-0.48575
RETN	0.35325
CCL8	4.8425
APH1A	0.09825
COX18	-0.24025
GTF2IRD2	0.37825
CCDC82	-2.55258333333333
PAFAH2	0.5468
NPEPL1	-0.2859
RP11-114G1.1	0.2805
TP53INP1	2.44575
ZNF300	-3.10533333333333
FOXL2	-3.17
LARP2	0.498916666666667
LATS1	0.1365
HTR6	0.425
SPOCK2	-0.808833333333333
RNF144B	3.5065
HTATIP2	-0.641375
MGC10334	0.238083333333333
CENTA2	1.30183333333333
FGF2	-2.56925
FXYD7	0.231
PHYHIPL	-2.974125
GPR34	4.37175
DDX6	-0.451333333333333
OR10W1	0.6735
LHFPL1	0.1515
ZNF313	-0.51
VPS28	1.26175
AP3M1	0.2055
AKR1CL2	-1.48275
TRAF4	0.8855
OR2B11	0.4125
C19orf12	0.684333333333333
AKAP9	0.033
C1orf62	0.16125
SLC20A1	-0.4499
FAM112A	0.4275
LDB2	0.14125
MRPS23	-0.04475
KLK5	0.8565
SPTB	-0.4904
EFEMP2	-0.141
EFNB2	-0.190625
PCM1	0.897214285714286
NMNAT3	-1.05775
TSG101	0.685666666666667
C8orf40	0.6675
NOB1	-1.09175
ABHD3	0.43525
GTF3C4	-0.2685
PIGN	0.847166666666667
GALNTL1	0.96725
AEBP1	1.5995
OR9Q1	0.963
ANKRD2	0.024125
CCL28	-3.5145
TRIM38	1.767
TMCC1	0.7025
SMG5	-0.69825
LRRC7	-0.638
NCAPD2	-1.67633333333333
C6orf153	-0.15175
C1orf74	0.8945
OTUD6A	0.476
DCP2	-0.7205
TMEM24	-0.67425
RPL18	-0.535833333333333
TMEM177	-0.51925
LRRC37A3	-0.26325
C1D	-0.9615
LDHC	1.82525
UBE4B	-1.56183333333333
NIT1	0.617125
BTN3A3	0.56
RASD1	1.57525
COMMD3	1.84525
SHFM1	0.22725
BIRC8	0.3885
DUT	-0.14675
C12orf51	0.848
LRRC59	-0.252
LY6H	0.91925
WDR22	0.696833333333334
EDEM1	0.279857142857143
ADH1A	4.0135
PANX2	-0.1201
CYP11B1	0.35175
CDC73	-0.1985
GPR172A	0.282
GSTM3	0.900538461538462
KCNA5	-0.55925
SERAC1	0.336666666666667
NFATC2	0.3185
ANAPC5	-0.0886
C15orf24	1.0915
NFATC2IP	0.257916666666667
TNRC6C	0.946666666666667
MGC102966	-2.1
FGD5	0.3435
MED9	0.00349999999999999
RAB13	0.883166666666667
C15orf49	0.5945
CRYGS	-0.1984
C12orf53	-1.1896
LOC283693	-0.6555
COX6B2	-0.472375
PHF14	-0.818
FAM3A	0.388625
RPL13	-1.3129
PRDX2	1.0637
FLJ34047	-2.55325
PRMT3	0.276
KCTD19	-1.124
TRIM10	-0.763166666666667
MGC26597	0.168666666666667
GCNT4	0.74025
GPRASP1	-0.38125
CDKN1C	-1.54458333333333
RHBDL2	1.7218
HSPH1	1.23575
AQP1	2.6125
COL17A1	-1.7245
GFAP	0.810375
CDC16	0.246
KIAA1614	-0.3285
C6orf118	-0.0834
ZSWIM5	-3.131
FAM83F	3.78925
LYNX1	0.375
SYNPR	-0.76575
XG	3.0125
PRSS16	2.126125
KIF13B	1.52442857142857
PCDH9	-1.83675
HIST1H2AH	1.60183333333333
RBM18	-0.96825
ZNF626	-1.459875
HEXIM2	0.666166666666667
ITFG1	0.09
TUBG2	-0.1005
SFRS7	-0.0625833333333334
C9orf14	-0.5055
EXTL1	-0.50525
GBP3	0.487833333333333
WDR5	-0.5865
RARG	0.185333333333333
MYO7A	0.121625
CECR6	0.273
C13orf3	-0.902125
SFRS18	-1.8495
ACVR1B	0.594666666666667
PSMD1	-0.3977
C7orf31	0.0696666666666667
ILVBL	-0.48925
IFNGR1	0.0685
RNF186	0.02375
NOL9	-1.513
MAGEL2	-0.241
SLC29A2	-0.482
NHSL1	-2.03575
RBMX	-0.5355
PSORS1C2	0.52725
RAD51L3	0.4135
LCN6	1.59
ORAI2	-0.774625
BRUNOL6	-0.0771
OR4K5	-0.0575
CDC123	-0.153875
MSLN	-1.82933333333333
WWTR1	-0.881333333333333
