Hybridization REF	TCGA-A8-A07W-01A-11R-A00Z-07
CBWD1	-0.606
AXL	-1.189375
ATP2C2	3.51425
TELO2	0.27975
PNPLA3	-2.67875
PCDHB14	0.035
CD276	1.2035
KRT80	0.05725
DUSP28	0.1595
CSNK1E	-0.270083333333333
SRP14	1.0775
KCNQ4	-0.365
KRT72	-0.0885
CCDC117	2.156625
C6orf89	0.381833333333333
TUBB2B	-2.69483333333333
RTN4IP1	-0.4205
CR1L	-4.1555
CEND1	0.77975
C12orf41	0.641
RNF31	-0.5015
UBN1	0.4505
C17orf32	1.370625
SLC5A7	-0.3175
GPR92	1.8055
ESAM	2.1373
CTNNA1	1.53325
HRBL	0.5257
CBX4	1.68875
TMEM182	0.0655
SH3TC2	-1.93816666666667
IL10	1.93816666666667
PXMP4	0.0715
RNF167	0.4723
PAK7	-0.703166666666667
ETV3	-0.238
ATPIF1	-0.8135
LOC554207	-2.43633333333333
OR8H1	0.33675
WDFY3	0.813625
DPM1	0.17525
GPSM1	0.191
WDR92	-0.0496
LRP1	1.00416666666667
ANKH	0.797875
THUMPD3	-0.93225
POLR1B	-1.085
OLFM4	0.3502
RAD9B	1.484
TSPY2	-3.7755
PAX6	-2.67333333333333
SCG2	-3.414375
SLC17A6	0.06275
FMO3	3.77125
PADI4	-0.260125
TUBB4	-0.4025
NLK	-0.57825
POU4F3	-0.2625
SDF4	-0.1085
ITGBL1	2.7085
NETO1	-0.8695
TAP2	-0.040375
ABBA-1	0.63525
GNAI1	-0.7525
VPS4B	0.8595
NOPE	-0.7075
GALNT6	1.83316666666667
SESN1	-0.27425
GBE1	-2.48777777777778
CLASP1	-0.0965
RASGEF1B	1.332
ACOT11	0.531142857142857
AFAP1	0.583
OR2H2	0.3965
DPY19L2P1	-1.38475
DZIP1	-2.3065
SEC22C	-0.297916666666667
GPR161	-0.943583333333334
RNF146	0.5605
WDR74	-0.9875
GALP	3.1225
PURA	0.9825
DNPEP	0.769666666666667
RP11-78J21.1	-1.044
ERBB2	2.03375
FANCM	-1.41808333333333
NEO1	-1.82783333333333
DDX3Y	-5.1651
RPS3A	0.263875
MXRA7	0.537214285714286
LGALS3	-2.20633333333333
GLT8D1	-0.489
CFL2	-0.8735
UPB1	0.272
NAP1L5	-0.9
CLDN14	0.42175
DHX38	0.43225
BTBD1	-0.12725
TARS2	0.269833333333333
ABCF1	0.032
FCF1	0.320333333333333
LRRC49	-0.00849999999999999
GUCY1B2	-2.679
C1orf177	-0.146666666666667
SMARCA4	-0.279642857142857
LRP8	-1.70583333333333
TAGLN3	-1.58575
MRPL14	-0.116
TTRAP	0.2995
ZDHHC20	0.75625
NFE2L3	-2.036
KIAA1377	-0.26075
PALMD	0.2652
TMEM43	-0.79125
TTL	-1.167625
STAT5B	-0.513166666666667
SSB	-0.920375
OR10H5	0.518
SLC22A13	-0.95575
AKAP3	-1.79475
TIMM23	0.534333333333333
OAS2	1.8285
KIAA0423	-0.28075
TRIM11	0.986333333333333
GLIS3	0.729625
TMEM50B	1.09716666666667
ARHGEF4	-2.19725
DEGS1	0.500636363636364
TBL1XR1	1.16666666666667
G6PD	-1.49775
SP140	0.6455
MUC17	-0.641214285714286
NUDC	0.3142
DNAJC5B	3.24983333333333
SCARA3	-0.717833333333333
CPA3	6.31516666666667
BCAT2	0.213375
MFN1	0.4294
NRG3	0.0615
SNX11	1.29125
PLEKHH1	-1.54483333333333
GPR177	-0.202833333333333
HCFC2	0.48375
TCAP	0.0765
MOCOS	-2.541
C14orf93	-0.0895
PRDM10	-0.4185
SLC16A4	0.22225
SRGAP1	-0.518833333333333
VIP	0.59725
DUSP27	0.586833333333333
LILRA1	0.9574
MC2R	0.789
MGC24103	-2.83625
MBTD1	-1.5765
FUT11	-0.5415
USP33	0.487
C15orf39	-0.885
MAP3K12	0.33375
PAAF1	-0.533333333333333
BARHL1	-0.316
FLJ16165	-0.0965
PIWIL2	-2.9265
SYNE1	-0.179833333333333
CMTM4	1.086
TSPYL1	0.8177
GUF1	0.155
TMEM157	1.87
WDR44	0.187
HIST1H3C	1.17225
DKFZp666G057	1.93675
RNPEP	1.28475
GAS2L2	0.0185
ADH4	-4.971
GRPR	5.5005
FBXL17	1.84675
ZBTB10	2.34083333333333
Gcom1	0.525555555555556
HTRA1	1.9662
ZNF585A	-0.569666666666667
SLC26A2	0.335285714285714
OTOP3	0.242333333333333
WISP1	1.629
ATP2B4	-0.908833333333333
FLJ10769	0.59325
CRAMP1L	0.1785
CHST12	-0.41175
RAB22A	1.38066666666667
TARDBP	-0.1155
STAU1	0.30525
CRB3	2.54766666666667
MIG7	-3.7025
CHMP1A	1.496
ZNF160	-0.206375
B3GALT6	0.2055
BARX1	-1.39466666666667
C6orf167	-1.7883125
NXNL1	0.414
DHX29	0.34975
HADHB	-0.4575
PLXNB2	0.454125
ILDR1	-0.76975
SLC15A3	3.01
GAS2	-5.385
C20orf69	-0.73375
NUMB	-0.31775
TNIP1	0.228875
MESP1	0.100666666666667
PSKH1	1.0605
NSFL1C	0.19775
RHOG	0.537
HEY1	-0.0998333333333333
KNG1	-2.07725
ITGAX	2.7023
LIN9	-0.6195
CANT1	1.101125
XRN1	0.183642857142857
CCDC96	1.4393
HEATR6	-1.051
GNG7	0.292583333333333
RUNX2	2.1725
SOX1	0.984
FCRL5	0.0887
ZNF99	-0.2905
FAM9A	1.488
SNX22	0.715
MBNL3	-2.91966666666667
ODC1	-2.7292
ADORA2B	-4.22916666666667
NR2F6	1.0015
ZFYVE16	-0.159055555555556
SYNJ2BP	-0.324
POLE	-0.411375
E2F2	-0.724625
THRA	0.788833333333333
PTGES2	-0.426
HIP1R	1.07216666666667
TMUB1	-0.440666666666667
ENO3	-2.28325
RSPH10B	-0.2195
CXorf39	1.089375
IRGC	0.4835
GPR109B	0.4725
FLJ13305	-1.4695
LCE3A	-1.056
TNFRSF18	0.956833333333333
DET1	-0.816
TRPM3	-0.73625
C16orf79	-0.1955
FECH	-0.133833333333333
RAP2A	0.2315
CRIP1	0.0848333333333333
AZIN1	2.046125
SLC7A7	4.07775
IL10RA	1.5242
TMEM64	-4.23825
CDC42EP4	0.5607
C16orf58	0.4171
ARG2	-2.95975
POU5F1P4	-4.509
FAM62B	-0.3755
DNAH8	-2.1511
ASH2L	1.0515
TSLP	-4.39883333333333
CNTNAP5	-0.543833333333333
TMEM16C	-2.81433333333333
IFNA14	1.6235
SLC1A3	1.35625
CABYR	1.2195
BCL7B	0.0228
NUDT13	-0.716833333333333
C13orf28	0.722
C1orf53	-0.113
ARL6IP4	0.7255
RPL35A	-0.15075
EMR3	-0.125
RAB40C	0.88225
SLC41A1	-0.521
LRCH1	-0.44775
LY6G5B	-1.132
FAM124A	-0.347071428571429
MGC10981	-4.103
CLIP3	-0.2225
MAP4K2	0.0408333333333333
CHIC1	-0.716
SULF1	4.72033333333333
C20orf30	-0.00878571428571429
PRDM5	-1.499125
ELOVL1	0.6695
C11orf48	-0.901125
SLC39A10	-0.28975
KCNV1	0.29525
ACP1	-0.8775
ZMYM2	-0.619
B3GNT6	-0.0005
C9orf69	-0.08775
C2orf15	1.209
C20orf166	-0.059
HSP90AA6P	-0.3165
EDG7	-0.517
NEURL	1.3145
LPL	1.61916666666667
CLEC2D	-0.525642857142857
GRRP1	1.49166666666667
CD8B	-3.53
HIST1H3D	0.2945
SLC6A12	1.0685
FAM27L	-0.2535
CD84	2.6459
RASA1	-0.386
PHKG1	0.249
MAGEA11	-1.9995
IMPA1	1.0992
NPM3	-1.35275
RARRES1	2.56575
SH3BP1	0.589625
B3GNTL1	0.6525
ARPC5L	0.0438333333333333
KLHL26	-0.0275
SIM2	1.6635
GJC1	0.765
C20orf194	-0.01325
EXO1	-1.70725
SLC2A2	-2.6115
LOC285074	-1.2055
LRG1	0.5515
KIRREL	0.168
PIK3R1	0.951071428571429
C4orf34	2.106
MAF	-0.787944444444444
ADCY4	3.1445
ZMIZ2	0.4997
SLC46A3	2.10233333333333
STAMBP	0.16
CCDC16	-0.08425
MS4A12	0.053
TCF20	-0.004
LRRC46	2.09275
C20orf152	1.30275
MRPS6	-0.466875
ABCB11	0.1675
KCNC2	0.355333333333333
CDH19	-0.264333333333333
C9orf123	-0.9265
SSH3	0.40675
LDLRAD1	-1.15275
CCBE1	-1.2855
ZNF135	1.037
TAAR1	-0.0175
WFDC12	-0.5585
CCDC42	0.105833333333333
FLJ12529	-1.0355
PER1	-1.15866666666667
TIMM50	-0.285666666666667
SMARCAD1	-0.477833333333333
FAM26C	0.76
TP53TG3	-2.07566666666667
SH3RF1	1.6562
LMCD1	2.27825
GPR63	-0.4475
FLJ21986	-1.25625
AIFM3	-0.7115
MICAL1	0.0121666666666667
BLZF1	0.4465
IQCA	-0.262
PCDHGC3	-0.2475
SAC	0.13475
BCL6B	2.2485
DDO	-0.739
MARCO	3.992
DCHS1	0.809666666666667
C1orf170	-0.0781666666666667
CD200R1	0.9135
C22orf15	-0.277
SEPT11	0.332
ADNP	-0.299
UST	-0.6716
C13orf34	-1.4295
RFFL	0.207285714285714
APBA3	0.1325
C2orf60	-0.81275
CUTL1	0.0663
PMS1	-1.577
ZNF689	1.6295
EIF3E	0.370166666666667
IL9	1.0588
RPL31	-1.755375
LY9	0.0611666666666666
ATP2B3	0.064
KDELR2	0.298791666666667
TFCP2	-0.838875
NLRP12	1.6775
FLJ45422	-0.65475
TLE4	-1.6698
ZNF570	-0.296
FLJ43806	-0.4405
TLK2	-0.07475
CIR	0.025
MARS2	-0.525
COL24A1	0.86975
SDF2L1	-0.4885
HIBADH	-0.5595
IGFBP3	-2.08135714285714
C12orf23	0.94625
PSPC1	-0.3075
C20orf43	1.09075
TRAV20	0.2545
ARHGAP24	0.528375
KIAA1975	1.128375
C1QA	4.0278
DNTT	-5.161
C10orf6	-0.51175
C11orf41	0.895375
HNRPF	0.407875
COL11A1	7.30483333333333
UBAP2	-0.883833333333333
CDKN2AIPNL	-1.039
C20orf174	3.38225
SPRED2	0.34275
PLA2G12A	-0.265
ICEBERG	-0.0925
SCN10A	0.036
C11orf65	0.19575
GBP5	4.84
PITPNC1	0.0496666666666667
POU3F3	1.339
NCOA7	-1.085875
LIN7C	0.7753
LOC348840	-1.552
NKX2-2	-3.85475
ANKRD13D	0.283125
LOC123688	-1.041
FUT2	1.44183333333333
TAAR8	0.754
FZD4	0.888416666666667
PNMA3	-1.0065
OR4L1	0.6225
WIT1	-2.83075
EXOC3L	1.58
ATPBD4	1.0416
KRBA1	-0.71375
UBXD6	-0.6175
HOXB7	0.232928571428571
C7orf23	-1.2755
UNQ338	-1.15325
STAB2	0.6985
CDC20B	0.1475
IRF9	1.6785
CENTG1	0.696583333333333
TNPO2	-1.00775
MCPH1	-0.776
BMS1P5	-1.78425
SLC26A7	0.203
HIST1H3J	0.60425
C9orf3	0.4021
LBH	1.215
MYO1D	0.57475
PTDSS2	0.26575
NFU1	-0.3215
DEPDC4	-1.129
WNT7B	0.9657
GLP2R	-0.168833333333333
SETD4	-0.5729
DYNLT3	0.0873
FKBP11	-2.29866666666667
SESTD1	0.314666666666667
FLII	-0.22075
RPS16	-0.9237
CHPF	-0.514
CSNK2A1	-0.41
SUMO1P1	-0.0875
FKBP6	-1.0775
ZNF214	-0.0158333333333333
TWIST1	-0.0888333333333333
DDX56	-0.0911666666666667
TRAM1L1	0.8533
EPO	-2.712
MRPS18B	0.0085
ZNF682	-0.948333333333333
RPL14	-0.859333333333333
MAFF	-0.163
LOC51136	0.247125
LY96	0.14125
DDX20	-0.68675
ABTB1	1.24133333333333
ARL5A	-0.0861
CCT6A	-0.9825
HEPACAM	-1.256
EHHADH	-0.465
RBAK	-0.749333333333333
CGB1	-0.4975
ITGB5	1.0482
YIPF3	-0.0195
FKBP2	-0.524
NR1D1	0.3846
TMEM110	1.1355
NEK2	0.4545
PRAMEF8	-3.33875
C20orf52	0.261833333333333
PCDHGA3	-0.725
VWA3B	0.0186666666666667
NDUFA5	-0.074125
THAP9	-0.2615
FLVCR2	-0.132833333333333
AP1S1	-1.509625
SMAD6	-0.25975
SAV1	-0.5265
SAT1	0.265875
ZNF251	2.071375
ADAMTS7	-0.0214000000000001
RPP38	-0.549
C1orf211	-1.9055
YPEL2	1.8084
RBMS1	-0.70925
ZNF445	-0.52
NRXN2	0.0633333333333333
PGBD4	-0.1635
UGT2B28	2.39075
WBSCR16	-0.4043
NLRC3	0.192
ASTL	0.59875
ST6GALNAC1	-2.559
ZADH2	-0.795
MLLT4	-0.155916666666667
ARL6	0.581666666666667
MEF2C	0.44725
CBFA2T3	0.1525
AFF3	2.67164285714286
COG7	0.5765
MYB	-0.654666666666667
PLXNA3	0.853
XRCC2	-1.4935
MMS19	-0.20175
ST8SIA5	-1.31075
CHPT1	-0.8775
KIAA1712	-1.11675
OR6X1	1.0075
ACTR3	-0.01125
UGCG	0.0768333333333333
OR4P4	0.9235
ZAP70	-3.18025
LPP	0.898875
ZNF485	-1.27825
PTPRCAP	-0.63075
IL12RB1	0.97925
ATRX	0.0344
CHST8	-2.90425
C14orf109	-0.424
ARV1	-0.05875
NMB	-0.323857142857143
COX5A	-0.910833333333333
EIF6	0.56675
MPPED2	-1.8195
SEMG1	-2.616
CHRDL1	-0.0155
TRAF3IP2	1.06275
WNK2	0.6085
LILRA4	2.58166666666667
LAMA2	2.65125
PXT1	0.4235
RLBP1	-4.2095
CD300C	1.6165
SLTM	-0.1795
FLJ10404	0.0761333333333334
APOBEC3D	-0.314166666666667
RENBP	2.8845
ATXN7L1	0.35525
NID1	-0.101
TUBGCP3	-0.788125
ITIH5	0.871333333333333
CCDC110	2.22925
C8A	-3.237
MGC87042	-0.63475
HOXC13	1.90475
TFDP2	-0.5465
HCP5	1.47225
POLI	-0.968
UCN	0.016
ZNF764	0.679
C8orf45	1.492
FHL3	-0.857
SPATA5L1	-0.609
MMRN2	2.75
NDST1	0.63
COL20A1	-0.0718333333333333
ZNF248	-0.549
PELP1	-0.464166666666667
MBL2	-3.06683333333333
RNF41	0.756625
C5orf24	0.01375
THOC5	-0.64
SERINC3	1.07866666666667
RP11-151A6.2	0.6695
CDCP2	-0.32175
HIST1H2AA	0.7735
C11orf75	0.155166666666667
FKBP7	-0.12525
DDOST	0.28025
GPNMB	1.15133333333333
TTF2	-1.05783333333333
KCNT1	0.399333333333333
SLC39A14	-1.153375
NGRN	1.0208
GPR137B	3.307
MECP2	-0.521875
PSMA1	0.262
C16orf73	-3.91825
TMEM60	-0.238333333333333
CSN3	1.6015
NOS1	0.623666666666667
RAB7L1	1.677
YBX2	1.232
KIAA1166	-0.177125
FUBP3	0.467333333333333
ABCG1	1.3065
ACACA	-0.524416666666667
ARL11	1.6635
ATOH1	-0.125
ODF1	1.05866666666667
CREB3L3	-1.69183333333333
TMEM127	1.2605
DSCAML1	-0.03725
PLN	3.9174
LYPLA1	1.82825
PRDM9	-2.71425
SASP	-0.776
PLUNC	0.294333333333333
INTU	-0.75875
HISPPD1	-0.278
LNPEP	0.215833333333333
YARS2	-0.7945
APCDD1L	0.2745
ZCCHC4	0.2626
FBXO22	-0.338333333333333
TTLL13	-0.329
ZNF669	-0.517666666666667
PTGDR	2.22775
DDX27	0.687
KIAA0409	0.63
GJB6	0.14775
ASB8	1.4765
PLP2	-0.504666666666667
MEPE	6.09975
OR10J5	-0.7735
KRT222P	0.80425
COQ7	0.901166666666667
C1orf101	0.695
RERG	3.7191
CHMP5	1.1295
THAP11	0.697625
ZNF43	-0.2825
ZRANB3	-1.56633333333333
KRT13	0.63925
MRPL19	-0.599875
RBBP9	0.374375
SPATA17	0.97575
BXDC5	0.193166666666667
PAFAH1B1	-0.054
MAGEE1	-0.56975
OSTF1	0.587
KIAA0323	-0.694083333333333
TXNDC13	-0.8195
CNTN4	-0.531
LCE1B	-2.984
UNQ501	0.87225
ZNF154	-0.11625
C3orf64	-0.26075
SYT5	0.0242
PON1	-1.413
FLJ10357	-0.355875
ATP4A	-1.516
GNPDA1	0.574333333333333
MGAT1	1.149
C14orf121	0.02
SLC35B2	0.80125
MIER3	0.307333333333333
CHEK1	-1.834875
ZNF8	-0.173833333333333
TXNDC1	-0.7645
CKB	0.3769
RTN3	0.618928571428571
FZD2	-0.280666666666667
PART1	-0.721625
PSMB6	0.14975
PCDHB8	-1.171
PHC3	0.0687
PPP1R8	0.221166666666667
NOVA2	1.499
TNFRSF11B	-1.387
GOLPH3	0.982666666666667
UBLCP1	-2.33975
SUHW3	-1.32725
TTLL1	1.19575
OPN4	0.599
OR13G1	-0.0795
ZPBP2	-0.458166666666667
HSD17B11	0.211625
C9orf50	0.254
DHDDS	0.5505
CTSW	0.8614
NEFM	-1.765
MRPL28	0.248
SYN1	0.778333333333333
PIGV	-0.494
ZIM2	0.55025
APBB1	-0.391333333333333
SND1	-0.68225
C1orf123	-0.318666666666667
CHD3	-0.2385
BHLHB8	0.404
RNASE2	0.571
BCAP31	1.35375
SLC25A44	0.569333333333333
CHD6	0.3049
PIB5PA	2.25
SELS	1.011125
LOC541471	-0.590375
FAT2	-0.142
ZNF81	-0.263
OR4C16	0.2265
FLJ10081	-0.1688
LRRC4	0.1055
CS	-0.137833333333333
N4BP2	-0.1125
IGFBP7	1.48075
ZNF318	0.0564166666666667
NDNL2	0.35175
ZNF609	-0.032
SIRT4	-0.023
EXOSC10	-0.3995
ECE2	0.342166666666667
OVGP1	0.54025
GTPBP3	-0.7355
PACS2	0.5613
C19orf36	-1.45216666666667
ARL4C	-0.227
ATG4B	-0.25525
UBQLNL	3.31925
RHOXF2B	-3.624
PLEKHG2	-1.0995
GALR1	-0.839
AQP4	-0.307166666666667
HDAC7A	-0.109166666666667
DCUN1D3	0.33075
OR8A1	-0.1295
CCRN4L	0.539125
CBR4	-0.4825
KIFC1	-1.0485
SLC7A14	-1.257
LHX5	-3.657
TRPC7	0.714
LPXN	-0.55125
SERPINA1	-2.15575
RPS13	-1.4947
BPIL3	0.7135
PRKAA1	-1.54725
FADS2	2.148
ENAH	0.72175
PRO1768	-0.4265
APBA2BP	0.82925
LIPH	3.4885
C3orf33	-0.442
RCC2	0.2095
ALDH1A2	-3.6505
RNF103	1.46925
AHCY	-0.3
ALG12	0.366
CCL17	0.97625
ZNF543	0.888166666666667
ESRRG	2.3314
CNGA1	-1.70875
RDH5	0.048
OTX1	0.0716
PTGFR	-1.57533333333333
CDR2	0.395875
SELE	3.82925
NLGN2	-1.14283333333333
EXOSC9	-0.8625
ZNF566	0.170166666666667
KLRC2	-3.839
GPR12	0.9525
KIAA0196	2.1175
PDRG1	0.91175
SSR3	-0.180214285714286
MSI1	0.138
CST9	2.827
CC2D1A	0.279625
PLAGL1	-1.16994444444444
ZNF778	0.4405
RNF2	0.3565
KLF6	0.557833333333333
THBD	1.04633333333333
tcag7.1314	0.85625
NR5A1	-0.280166666666667
ABCD2	-0.604
DNAJC7	-1.47325
CLEC4C	0.929
TM2D3	0.622375
CCDC4	-0.8585
PLAC2	1.54625
DCD	0.91
FAAH	1.872625
POLA1	-0.344166666666667
TM7SF2	-1.02925
FLJ39822	-2.2825
FLOT2	0.431375
MAP4K1	-0.617166666666667
SRP68	0.763625
C21orf74	0.562
ARPC5	0.767375
LOC126075	1.30725
HECW2	0.35675
ZDHHC4	-1.852
ANKRD42	0.7009
PDE9A	-1.36383333333333
ABCA8	-0.88425
NDUFS2	0.72275
UBR5	0.706875
BTBD16	-3.4445
LOC554174	-0.924
ZNF20	0.044
KIAA1843	1.859
WDR17	-1.7505
C15orf33	-0.65
RNF113A	-0.296
CAMKK1	-0.6856
CLCN2	-0.25825
ANXA6	0.306
LOC340069	0.9835
EMID1	1.07475
DPM3	-0.247166666666667
ELA1	0.4725
SLC25A13	-0.5558
KRT24	1.479
SMPD1	0.812
TH	0.401375
COL6A2	0.752785714285714
ANKS1B	2.9325
GPR126	-0.8716
ZC3H12A	-0.3165
TMEM47	-0.1055
C2orf51	-0.478
C1orf88	2.97133333333333
HSF2BP	1.15475
AKAP10	-0.734
RPAP3	-0.236
KLHDC8B	1.095125
STOM	0.1494
MUPCDH	0.00412499999999998
C10orf72	-0.704
PLEKHA3	0.726583333333333
TCP11L1	-0.6295
CWF19L1	-0.173375
SPEF1	1.63953846153846
YSK4	-1.399
ELN	1.1956
SAMD8	0.323666666666667
MPI	-0.889666666666667
MEPCE	0.0885
ABCC3	-0.563625
NANOGP1	-4.1045
KCNK17	1.019875
HLA-DMB	4.64933333333333
RRAGA	0.2345
ANGEL1	-0.91075
RBM32B	-0.1115
CPN1	-3.17475
MGC52282	-0.3105
HLA-A	1.27608333333333
OR9G4	0.376
EDNRB	-1.709875
SCD	0.000285714285714274
C14orf80	-0.2945
BAGE2	0.172
RABL4	1.2325
RCVRN	-0.8065
SHANK1	-0.071
NLRP7	-3.4015
CD226	0.60125
STAT3	0.6644375
SYNJ2	-0.6396
TPCN2	1.96383333333333
WDR36	-0.973333333333333
MBD4	-0.014
ROBO1	-1.4479
ST3GAL6	-2.67025
SLAMF8	4.27533333333333
ATN1	0.417
GPR141	1.2225
KRT36	-0.11
TPH1	0.3605
DDX52	-0.126
ZSCAN29	-0.0241666666666667
TRPT1	-0.764
DPEP3	0.634
DENND4A	-0.8835
TSPAN16	-0.3315
PTCHD2	0.021
LOC145814	-0.78375
CAP1	0.409666666666667
EIF5A2	-1.2028
NT5DC3	-1.098
SEPT9	-0.4135
SEZ6L2	0.572625
EGFLAM	2.7475
VPS11	0.81275
NDUFB5	-0.0766666666666667
CIDEA	4.4085
IER5L	0.4815
N6AMT1	1.0205
FAM83C	-0.62225
OXR1	1.48266666666667
IRX1	0.1325
DGKB	-0.5655
GCN5L2	-0.82275
MIR16	-0.09275
FBXW9	0.839
WDR4	-0.466166666666667
PDC	-0.2045
VPS33B	0.00849999999999999
HEXB	0.55225
FLJ32214	0.996
TCEB3	-0.5215
CRLF1	-2.66775
ABI3BP	-0.90425
C8orf22	-4.38625
PYCR1	0.85775
KIAA1706	0.777
CDK5R2	0.8085
WAS	-0.094
C12orf60	0.83975
CCBL2	-0.575
MADD	0.5385
C5orf34	-1.2935
WDR42A	0.8194
KLF12	-0.76525
HSPA1A	3.0125
ITM2C	-0.425833333333333
DAPK2	1.444
LOC442590	0.611
SUMF2	0.1285
CENPA	-1.11692307692308
TMED5	-0.141625
CDH6	-1.5464
BRP44	1.261625
THG1L	-1.75175
GABRA2	-3.154
C14orf166	-0.52325
MYL1	-2.78716666666667
TNFSF18	0.019
PAP2D	-0.876833333333333
PPIB	-0.83325
KLHL4	0.04575
SFN	-0.858166666666667
CCDC127	0.95825
FRAP1	-0.4675
GOLGA5	0.44525
SDCCAG1	-0.82725
MGC21675	-0.138166666666667
C10orf95	-0.89475
KIAA1345	-1.619
C1orf163	-1.0405
LACE1	-0.495
OR10K2	0.862
CENPN	-0.86396
TMED2	1.5685
UGT1A6	-1.6975
ANG	-1.4715
U2AF1	-0.387833333333333
CASC2	0.1525
NMT2	-2.16316666666667
OSGEPL1	-0.013375
DFNB31	-1.163
SLC6A20	-0.12275
DKC1	-0.72825
FXYD4	-0.844
WDR64	-0.90375
MGC5590	0.598
CREBZF	-0.599833333333333
DAZ1	0.50875
PRPSAP1	-0.42125
GCHFR	0.345
TTC7A	-0.327875
LOC196993	1.383
UBD	0.284333333333333
S100A1	-0.88175
RPL6	-0.394833333333333
DNAJB6	0.74655
NAGS	1.0652
C2orf58	0.1645
KERA	0.5565
MT1X	-0.2697
UBE2B	1.1837
KEAP1	0.03125
MST1	-3.49025
OMA1	0.938
ABLIM2	1.04775
BCL2L13	-0.28575
JAZF1	-0.670166666666667
TMEM63B	1.517
S100A8	-0.1543
ARFIP2	1.19275
UROS	0.452
KHDRBS2	-2.31
POLQ	-1.426375
SOAT1	-0.01875
SPAG4	-0.0555
MRPS30	-1.07833333333333
LOC494141	-0.8565
OR2T11	0.8935
ORAOV1	2.2021
ZNF184	-0.103833333333333
TCEB3B	0.4216
ADAM21	-0.344
GDPD1	1.879
SPINLW1	0.4735
PRR14	-0.022
KCTD9	-1.0699
NUDT3	0.15525
KIAA1822	0.8463
HIST1H4K	1.1715
DFNA5	-1.7735
GABPA	-0.20425
C14orf44	0.5345
POLB	0.71825
PTAR1	-1.4545
SEC31A	0.4015
TRIM58	-3.08725
TAS2R14	-0.895
VPS8	0.5855
H1F0	1.56833333333333
PRKCB1	-3.53466666666667
UGT2A1	0.709
TOR1B	-0.14925
LSS	-1.23375
C2orf19	0.2985
HNRNPC	-0.0876428571428571
TMEM100	-2.4865
LOC116349	0.139
OR51M1	0.573
CCDC142	-0.43025
ISG15	1.2108125
ZCCHC14	0.073375
CREBL2	0.739625
TGDS	-1.93725
DC2	-0.326
CACNA2D3	-2.34892857142857
ZNF429	-1.280875
LYPD6	-0.360666666666667
SUCLG1	-0.0498333333333333
OR51I1	-0.635
MAGEH1	0.5715
PRPF40A	-0.561
SMR3A	0.7105
SPINK2	0.5975
THAP2	0.311125
NPY5R	-1.34675
IRF4	-3.003125
SPESP1	-2.32933333333333
OR10S1	0.5235
DTD1	-0.56825
TUBE1	-1.412
DDX19A	-0.2465
PDPN	-0.16025
TMEM34	-0.15625
MGAM	-0.3325
COL3A1	6.31358823529412
GFM2	-0.3455
OR5A2	0.52
PSG9	1.06
ARHGEF11	0.365666666666667
IVNS1ABP	-0.2681875
SIGIRR	1.70325
DUSP19	-0.5475
DNAJC14	1.2898
ACSS1	1.64025
IL1RAPL2	0.6345
C4orf30	-0.543
SEPT4	2.104
LANCL3	-2.63525
SPAG17	0.604
PRDX3	0.737375
HNF1A	-1.444
P4HA2	0.542875
RFWD3	-0.577166666666667
MOV10	-0.2
DNAJA5	0.282642857142857
LOC729440	0.70325
LOC200383	0.0387142857142857
SMC2	-1.21625
MIXL1	-1.39866666666667
TMEM9	0.998
FAM86A	1.6865
ZNF174	0.57
MYH14	-0.418
CCR8	1.044
VPS37C	1.8265
GPATCH1	0.00599999999999999
B3GNT8	2.4015
TBX4	-0.936
CNR2	-0.1665
PCDH1	1.30075
C5orf29	4.486625
OCIAD2	1.87675
PLCG2	0.082
KIAA0247	1.704875
HRH3	-0.077
CAPN13	4.219375
CCR1	-0.0528
MGC15523	0.256944444444444
UVRAG	-0.189666666666667
DNAJA2	0.599666666666667
ITGA2B	-0.2
CLDN5	3.1225
PTPRN2	-1.22835714285714
ZNF512	-0.589833333333333
PSAP	1.8605
CCDC140	-2.603
LRRC55	0.6505
CYP26C1	0.282
C8orf47	-2.577
LYN	0.15775
DUSP6	0.413333333333333
TGFB3	1.8708
ELK1	0.2396
PCDH11Y	-0.698
HGD	-2.36925
C17orf58	1.0755
MYO3A	1.3555
SERPINE2	-3.70983333333333
AARSD1	0.012875
C14orf73	-0.84075
ADAM33	-0.15625
ZNF491	-0.0715
MAPK6	-1.2935
TCN1	2.81083333333333
SLC24A6	0.817
UBE2R2	-0.17325
H1FNT	0.724
TATDN2	-0.078
LILRB1	2.23325
P2RY5	0.433
NUCB2	1.355
C2orf37	-0.23575
SNX27	0.4535
MTA3	-0.362625
FOXO4	0.675125
ID4	-1.81666666666667
SOX5	-2.866
PXMP3	2.401125
OR52M1	0.098
SFT2D3	-0.05725
INA	-2.744
MCOLN1	1.708
NFIX	-0.6786
CLEC14A	5.32033333333333
HIBCH	0.255833333333333
PLA2G5	2.61375
TIMM10	-0.614
MED17	-0.1924
COL4A4	-1.464
TPP1	1.3865
GJA3	-0.898833333333333
TMPRSS5	-1.67775
AADACL3	0.496
DNMBP	-0.82275
ENPP5	2.99
NQO1	0.0195
ZSCAN2	0.378625
SEC24C	0.4755
GTF2A1L	-0.7845
AXIN2	-0.153
FAM33A	-0.762833333333333
C16orf13	0.361375
SPNS2	0.7055
TAF1	-0.2115
AP1G2	-0.782
RBM42	0.1735
