Hybridization REF	TCGA-B6-A0IQ-01A-11R-A034-07
RIN1	-2.36866666666667
ITGA4	-2.803375
DNAJC6	-0.411333333333333
CLOCK	0.321666666666667
SLC35A4	0.412833333333333
DSG4	0.2235
LOC26010	-0.53
NSUN2	-0.50475
TMEM86B	-0.4153
C14orf135	-0.03325
KIFC3	-1.72616666666667
PHF5A	-0.4115
NCAPH	-0.092125
STK11IP	0.56725
FLJ42953	0.895
CCDC19	0.4285
ZNF329	0.233625
TAX1BP1	-0.303333333333333
ZDHHC18	0.1025
C10orf88	0.04525
TMBIM4	-0.1058
NMUR1	0.2845
KIR2DS4	0.42075
C9orf90	0.0265
MGC87631	0.3655
KDR	2.0733
ST3GAL2	-1.352625
RLN2	0.965
HPD	-3.278
MOXD1	-1.656
PDGFRL	-0.165
SMYD4	-0.434571428571428
FAM103A1	-0.174333333333333
MFAP4	-0.682
LOC285141	0.313
TMEM45B	-4.038375
SMCR7L	-0.703
GZMH	2.68675
CBLN1	-1.87783333333333
CNNM1	-0.6965
PHF17	-1.12933333333333
NUP98	0.387583333333333
RMI1	0.23125
PTPRS	1.05725
ANKRD57	0.482125
CLDN15	-0.255333333333333
OR51A2	-0.269
GUCA2B	1.931
DOCK9	0.82725
ITGB1BP1	-0.971333333333333
DLG2	-0.4235
BRAP	0.26625
SESN3	2.10525
ZC3H7B	0.848
FAM101A	4.79866666666667
FKSG24	0.601
ZYG11B	0.06925
RFC2	-0.57075
SH2D3A	1.1345
DVL3	1.09225
ADFP	-0.4065
KRIT1	-0.646875
SERTAD3	0.971666666666667
LEFTY2	-2.39725
KRT27	-0.0325
SCFD2	-0.41375
MN1	-1.727
RORA	-0.563
PTPRD	-0.7325
PIAS2	0.897666666666667
CYP4X1	2.50716666666667
FBXL15	-0.30225
MYH15	0.629
CRX	0.203333333333333
TBC1D13	0.03775
SLC22A17	0.322666666666667
PLK2	-0.169333333333333
ARHGAP9	1.053
EIF1B	-1.179
C20orf185	0.19275
DEFA7P	0.44
PRIM1	-1.9555
CRYAA	-1.6205
BACE1	0.71775
AGTRL1	0.0826666666666667
ACAD9	0.6425
GRASP	-0.31825
RBP4	-3.21283333333333
TFB2M	0.92925
METTL9	-0.2135
ATP5O	-0.11375
SP100	0.419
CPSF1	-0.638
S100A4	-1.104
LIME1	-0.23575
GPR137C	1.111
OR2A2	0.411
C2orf29	-0.37375
NUP188	-0.7515
SDPR	-2.86825
RAI1	0.069375
RPS20	0.7702
LAMB1	-1.2885
ADM2	0.778833333333333
ZNF229	1.74875
DKFZp434K1815	-0.387125
EPN3	1.36116666666667
CLIC3	-1.489
MEIG1	1.01075
HMGB4	0.0305
STARD10	0.085
KLF8	2.90775
EPB41L2	-1.32533333333333
JMJD6	-0.194
CTSL1	-1.97133333333333
GPR27	-0.633
ELAVL4	0.35675
MMP21	-0.428
PPM1B	0.738
SUV39H1	-0.26625
AAMP	0.36275
TUSC4	-0.236
MBD6	0.12225
KLK13	0.023
FMNL3	0.158
TRIM13	-0.425083333333333
C15orf5	0.707
IQCF1	0.118375
CACNG8	0.095
SLC35D3	0.356166666666667
ZDHHC9	1.2115
ODF3L1	-0.44975
C9orf86	-0.1168
TSEN2	-0.874
C17orf64	0.9225
SEPX1	-1.3589
TSPO	0.301833333333333
SYMPK	-0.4895
ADORA1	0.51775
TSPAN10	1.296875
SEMA6C	2.91233333333333
RTTN	0.2571
IL2	0.178166666666667
ARRDC3	0.35725
TBPL1	-0.182666666666667
STX12	-0.257
MRPL39	-0.711
OR8H3	0.2925
IFIT5	0.425833333333333
CASC5	-1.702
FAM46A	-0.8845
HPCAL1	0.48925
CYLC1	0.103
VGLL2	-0.11225
C20orf191	-0.5875
CDH1	0.856416666666666
ITPA	-0.599
CCDC101	0.59075
D15Wsu75e	0.06
EDA	-0.22175
CREG1	-1.252
OR7G2	0.1655
SAP18	0.187083333333333
IFIT1	1.12575
CALML3	0.351
FLJ37440	3.1515
FNDC5	-1.003
SERPINB6	-2.28378571428571
JUNB	0.6015
SYS1	0.22975
SCN2A	0.244666666666667
ZKSCAN5	-0.4028
WNT7A	-0.193166666666667
TSHZ3	-0.11225
RNF148	0.14725
H6PD	-0.09025
CAD	-0.289166666666667
ZNF449	0.31175
DOCK10	-0.5985
FAIM2	-0.118666666666667
HEXDC	-0.4275
PRB1	0.48075
C14orf148	0.0165
ETHE1	-0.17325
IRF5	-0.7641
GNMT	-0.458
MGC16291	0.139375
RPAIN	0.0897857142857143
CAGE1	0.2585
CNTNAP3	-0.359125
ACTR1B	-0.44975
EEF1E1	-0.97525
MSX1	-0.83475
ESF1	0.0109
HSPC171	-0.145
MRPL2	0.0946666666666667
RDH12	0.0551666666666667
CELP	-0.06
METRNL	-1.60675
C10orf116	1.19016666666667
C19orf48	0.484
ZNF346	-0.872
NCR1	-0.8205
C10orf64	0.145
CD52	1.19125
VPS18	0.726375
AP4S1	-1.03683333333333
NPBWR1	1.4885
TPK1	1.50625
UBA52	0.416833333333333
RIPK1	0.0423333333333333
CPNE3	-0.851
HSPC159	0.74725
C8orf38	0.142
LRRC4B	-1.0005
PARP10	0.8287
ANKRD50	0.49975
CXCL9	6.63
FGF18	0.0280909090909091
EIF2A	-0.475375
SLC20A2	0.944666666666667
KIAA1549	1.7305
SPINT1	2.0014
ZNF584	0.052
CRBN	-0.48
ABCF3	0.280166666666667
NCBP1	-0.593333333333333
PLA2G4F	-0.518333333333333
PCDH10	-0.992
TTC21A	0.03625
C20orf144	0.653
FGFR1OP2	-0.485333333333333
SLC9A1	-0.3614
CHRND	0.4145
FOXF1	-1.5145
KIAA1467	-1.1035
TPO	-1.14616666666667
LTF	1.62185714285714
DNAJB9	-0.66075
MRPS27	-1.6725
bA16L21.2.1	0.59125
WBP2	0.0135
MRGPRX3	-1.80783333333333
PRPF18	1.29325
C10orf58	-0.01175
SMOC1	-2.0233
ADAT3	0.8365
TMEM138	-0.36925
TMEM131	-0.492375
TIMM8B	0.99775
MYH7	-0.585166666666667
ST6GAL2	1.46625
KIF1C	-0.24275
SUHW2	-0.7885
PAPSS1	1.50425
CABP2	-0.1165
HOXA4	-2.5505
ELF2	0.34275
SEMA3D	-0.6618
MC5R	2.7355
OGFR	0.535
FLJ30092	-0.0816666666666667
TGFA	-1.9189
MMP17	0.83825
KIF15	-0.42525
CHIA	-0.00974999999999997
CATSPER3	-0.27125
CEACAM7	-0.0128333333333333
PADI2	0.941875
HOXA9	-1.07
LNX2	-0.122666666666667
TMEM144	-0.49025
HIF1AN	0.04825
METTL7A	-1.0144
C6orf165	1.788
KIAA1468	1.058125
DSG3	0.9285
ZNF180	0.471833333333333
EIF4E3	-0.133
SLC46A1	-0.215625
DKK1	-0.954833333333333
ZNF205	-0.1015
LOC162073	-1.79405555555556
COX7A1	4.4915
MAGEA1	-4.27416666666667
NEDD8	-0.74075
KLHDC5	0.375222222222222
C3orf19	-0.204333333333333
MRPS2	-0.61375
POLR3H	0.536285714285714
ABHD11	0.4218
TMEM17	0.825
PAIP2B	1.2458
MAT1A	-3.41575
LGI3	0.505
THUMPD2	0.74075
TKTL2	0.1875
XAGE3	-1.4655
CALM3	-0.0419166666666666
C6orf136	0.1575
KCNC4	0.222166666666667
RGS9	0.0313333333333333
ACIN1	-0.3015
SPATS1	-0.57225
XKR8	-0.28975
FAM84A	4.17425
MS4A7	2.19363636363636
AGXT2L2	-0.85925
OR1F1	0.243
SMAP1L	-0.839416666666667
IPO11	-0.685125
ZC3H11A	0.2675625
C1orf151	-0.35075
RNASEH2A	-0.6875
CCR10	-0.987
TXNDC11	0.394166666666667
TMEM112	-0.066
MAP1B	0.0367857142857143
NVL	1.057
PKM2	-1.42655
ARC	-0.53875
NUP54	-0.807
PPFIBP2	2.01666666666667
STAT2	0.262625
PTAFR	0.8495
ROBO2	0.3565
RNF40	-0.338
CCDC135	-0.634333333333333
IFT81	-0.5839
MORF4	-1.8585
TM7SF3	-0.781875
OR10H3	0.488
ABP1	-0.082875
CHRD	-0.491875
PLEKHA8	-0.872166666666667
NCALD	3.92308333333333
OR5AK2	0.26
ACCN1	-0.0938333333333333
SLITRK1	-0.25425
ARMET	-0.32925
C9orf52	1.22375
REEP4	-0.311
MTSS1	1.837375
ADH1B	-0.198
DLD	-0.91525
CDK5	-0.5955
PPFIA1	0.3868125
WFDC3	0.8085
DNAJB12	0.779428571428571
RANGRF	-0.296
MLANA	-4.1625
AMY2B	1.6995
KIAA0319	-1.33225
RPS7	0.281
JAK3	-0.2475
ARFGEF1	0.6205
CXCL5	0.736666666666667
TRAPPC4	-0.7285
CETN2	0.6945
HSPC111	-0.44275
RHOBTB3	-1.0499
PHLPP	0.3985
RGS10	0.55725
TMEM58	-0.62175
CHERP	0.69875
HSP90AB3P	-1.25483333333333
FSTL3	-1.78283333333333
PEX11A	-0.1525
OR5V1	0.43
FCN3	2.015
PTPN3	-0.40425
NPTX1	-2.01675
C21orf84	-0.9215
C11orf51	0.35825
ZBED2	3.6395
FLJ90757	-0.726
NPY2R	0.5045
PLD3	0.381
SYT17	-1.28216666666667
SGSM2	-0.78325
OR1A2	-0.179
FOXP1	1.37375
SLC5A1	1.8655
POFUT1	-0.3178
EPHB6	0.415666666666667
MYO1G	-1.424
STAC	0.5716
KLHL17	-0.208666666666667
RGMA	3.7101
TJP2	-0.599
FAM114A1	-1.03333333333333
SERINC1	0.228916666666667
SLC9A8	-0.3805
PEX19	0.566125
EDN2	3.61175
PSMD7	-1.61677777777778
C3orf41	0.0455
UQCR	-0.625125
PPP1R3C	-2.58
LRP4	-2.066
TM2D1	-0.4945
TTC17	-0.04
C4BPB	-4.302375
CCL25	0.254
ZNF253	0.455666666666667
CHRNA9	-2.92125
SOX11	4.469125
HIVEP3	0.479
CGN	1.46475
C3orf35	-0.162875
PKD2L1	0.50975
SYVN1	-0.320625
PDE8B	1.699125
LOC439951	1.527
LTC4S	1.52416666666667
MIF4GD	-0.943166666666667
SMARCA2	1.425875
TUBGCP6	-0.057
CABLES1	0.8305
C16orf77	1.862
ZNF791	0.307
FUT5	-0.858
ADH6	-1.4875
P4HB	0.019
CLDND2	-0.7845
ALKBH8	-1
PLAC4	-1.30475
F11R	1.88921428571429
MGC35295	0.653666666666667
PDZD4	-0.197
LOC389073	-0.409
FAM80B	0.637166666666667
PSMB1	0.069375
TXN	0.255166666666667
VIPR1	-0.4794
WBSCR18	0.3218
EXOSC6	-0.518333333333333
ACTA2	3.5115
SP5	-3.28375
ANKRD1	-2.443
DDR1	0.5449
ATP6V1D	-1.25525
PTGS1	-1.37716666666667
RNF157	-1.3715
DCC	0.4425
SPAG7	-0.324
FBXO18	0.60725
UBE3C	-0.6748
HOXC6	-0.8785
LRP2BP	-0.450666666666667
MYST2	-0.285
PDSS2	-0.796
ATE1	-0.18375
ARAF	-1.069
KLF10	-0.90775
PLA2G2E	0.1295
ASCL1	-1.38166666666667
TSNAXIP1	1.1165
FAM131B	-0.46625
IFNA10	0.553
NUP43	-0.49425
FAM44B	-0.723
L1TD1	-5.08966666666667
NMD3	-1.30175
C18orf54	0.6007
PHOSPHO1	0.304
RAG2	-0.481
EMILIN3	0.4765
METTL3	-0.661
VPS13C	-1.384625
REXO2	-0.468
ANXA4	-0.8125
CA1	-0.77025
DCP1B	0.76025
TULP3	-0.560166666666667
ATP2A2	-0.502
ATIC	-0.95725
ADAM15	0.203916666666667
NPL	0.406
LGR4	1.585625
UEVLD	-0.870333333333333
GAB1	0.272
SNAI2	0.248666666666667
ZGPAT	0.5582
SNF1LK	0.262875
DLEU1	-2.0295
UBE2Q1	0.807
ZMYM6	-0.3639375
JPH3	-2.07266666666667
FAM38A	-0.557333333333333
PXK	-0.72
DENND2D	-0.09475
BAX	-0.756
CP	-4.11754545454546
RPL37	1.1811
G6PC3	-0.422125
NCOA4	-1.13683333333333
LRRC14	0.027375
GORASP1	-0.33275
FCHO2	-0.43325
CYP24A1	-2.9903
FXYD3	0.00312499999999998
SMARCAL1	0.647
ABCB8	-0.531
CCDC44	-0.44525
PRDM7	-2.3125
USH1C	-0.5465
DNAH5	-0.305
SRF	0.332083333333333
MAL2	2.028
PGPEP1	-0.1225
SIN3B	0.55075
SEMA3C	-1.23533333333333
GRAMD3	1.62175
FBXO10	0.297125
OR5D13	1.7245
FLJ31818	-0.17425
CACNA1I	1.128125
S100A13	-1.443
TP63	0.631714285714286
ANXA11	-1.1793
WDR66	0.19375
CSF2RB	0.2165
IFI44	1.57125
DACT1	-0.396666666666667
ANKRD23	-0.729125
ATP5G1	-1.064
C21orf70	0.143166666666667
PPWD1	-1.5685
DNAJC13	-0.044
PAH	-4.47383333333333
PTCH2	0.23075
TRMU	-0.8615
CCDC9	0.0595
USP3	-0.9944
DCLRE1C	0.7293
FAM55C	0.06225
FRMD4B	0.84875
CYP2R1	0.12225
RFPL1	-0.3747
XPO5	-0.18675
ARL6IP2	2.047
OSBPL5	0.542
MMP9	3.88490909090909
KIAA0802	-0.847625
DHRS2	-3.94733333333333
SGEF	0.893375
TXNDC10	0.3644
EXOC6	-0.77125
RPS27	0.631
PNCK	-1.08833333333333
FSTL1	-0.18825
AACS	-0.05225
SLMAP	-0.481166666666667
SAMD4A	-1.3192
ABRA	0.155
SMARCD3	0.96325
PKNOX2	0.7855
A4GNT	0.419
C9orf39	0.764
RALYL	0.41025
MGC33556	-2.03
C10orf25	-0.6645
BBOX1	6.481
NHEDC1	-0.36125
XDH	1.70925
GCSH	-1.5065
EDN1	0.719666666666667
MTERF	-0.3805
CLK4	0.094625
ZNF799	0.289666666666667
KCNG1	-1.262125
CXCR4	2.01733333333333
PTPRR	-1.3215
IRAK1	-0.521125
LOC401397	-0.2515
TMSB10	1.67578571428571
CXCL3	-0.0975
TMC4	0.351
OR7A10	0.6645
STYK1	2.2705
CHRNA10	-0.421
CCNI	0.466
EP300	0.545785714285714
LOC165186	0.248833333333333
HIC2	-1.78375
SDR-O	-0.181
OR2W1	0.2945
KCNA6	-0.242
TRIM74	-1.23625
REEP6	-2.207
ATP5G2	-0.30325
ERG	-0.632625
TMEM42	-0.25725
PARN	0.416
SOD2	-0.1813125
DIRAS1	1.07716666666667
PNPT1	-0.188
JOSD3	-0.55675
hCG_40738	0.9165
PDE1C	-0.8645
SEMA4D	0.578625
AGPAT1	0.521333333333333
NOSTRIN	-1.2205
MAP3K3	-1.152
MAX	0.0692142857142857
CAPS	1.09966666666667
SERPINA12	0.695
OSBPL8	-0.170625
RICS	0.632
NR4A2	1.39833333333333
PPCS	-0.128666666666667
LONP1	-0.5065
SCYL3	1.3105
HERC2P2	-0.532833333333333
FIBCD1	-0.3695
C15orf41	-0.608
DMC1	-1.019
C20orf27	-1.67325
RPS6KA5	-1.1062
FAHD1	-1.2695
SLC12A4	-1.39825
BRCA1	-0.7325
GBL	-1.00075
SLK	-0.375333333333333
NUDT9P1	-0.8335
NOXO1	1.963
USP52	-1.11325
BAZ1B	0.775625
SLCO2B1	1.49025
BBS12	0.065
LRGUK	0.254833333333333
TERF2IP	0.16625
COL1A1	3.7495
KIAA0090	0.159375
GRK5	-0.111333333333333
AP1S2	-1.7459
TMEM52	-0.172666666666667
CA11	-1.224
OR4A15	0.560666666666667
ACBD3	1.0735
SPAG11B	0.427125
PRDM2	0.3982
FOXP3	0.07775
SMYD3	-0.859
LOC389199	1.3965
LGI2	-0.144166666666667
NAPE-PLD	-0.3159
ANKRD6	0.52
WDR45	0.707333333333333
SHROOM1	-0.51375
PSCD3	0.151
PYY	0.4045
KCNC1	-0.531
ARHGEF9	2.0262
OR8J1	0.244
GPR55	0.366833333333333
NS3BP	-0.85
C10orf22	2.993
NAT8L	-0.90475
DUSP4	-0.851
FOXM1	-0.022
GRAMD2	0.3946
ZBTB48	0.331166666666667
BUD31	-0.6785
PABPC5	0.9005
CCDC41	0.0325
FBXO11	0.835333333333333
C6orf148	1.89625
RFXAP	-1.45225
C6orf15	0.631166666666667
CDK8	-0.169333333333333
C6orf70	0.425125
TESSP2	-0.631
ALG2	-0.535
PPP1R3D	-1.00025
TPM3	0.279611111111111
SYT13	2.626
EPB42	-0.637
CETN3	-1.67
PRY	-0.6175
NTHL1	-0.612833333333333
POLR2B	0.0305
RPS28	0.83725
P2RX3	0.19575
LYZL4	0.22475
WBP4	-1.2694
PMM1	-0.608
C11orf79	0.0635
CBLL1	-0.24475
IL1F10	0.114666666666667
VAX2	1.1935
SETDB1	2.04
LRAP	-2.72733333333333
GCLM	-0.3885
CPEB3	0.74825
PPM1A	-0.0761875
INTS1	-0.39025
CAMTA1	2.01483333333333
SAMSN1	-2.564
LOC158830	-0.826833333333333
GMPPA	-0.8845
AIPL1	0.59475
IL24	-0.221166666666667
BDKRB1	-2.60966666666667
MLF1	1.6915
TAF12	-0.254
ID1	-2.3935
THADA	0.644375
PIK3CB	-1.11825
OR4N5	0.1845
TBC1D17	0.435166666666667
COX8A	-0.567
CDCA4	-0.06575
C2orf44	0.644
ZNF534	-1.49325
IMMP1L	1.19725
NIPSNAP3B	-0.6365
FTMT	2.493
PWP2	0.389166666666667
MMP15	-0.1636
DNAH11	-1.23225
MTMR14	-0.251875
DNAL4	0.01475
IPP	-0.356
TMEM59	-0.035
C1orf157	1.034
RGS4	-0.182333333333333
DDX18	0.509166666666667
SNX6	-1.0565
ZNHIT2	0.532833333333333
NCDN	-0.475
FLJ33534	1.6315
RAG1	-1.50025
OR4D10	0.5895
PTPN5	0.185666666666667
POMT1	0.6285
LRRC8A	-0.0865
CYP1A1	-1.359
CAPN1	-1.4195
DDHD2	-0.262875
GRIK2	-0.5315
GNRHR	0.396
PPBP	0.10975
HTR3A	-0.840875
SLITRK4	4.93925
ANKRD49	-0.01775
BTF3	-1.0578
SARS	-0.5345
C13orf18	-0.498833333333333
CACNB1	-0.000571428571428596
QKI	0.415727272727273
SETMAR	0.853
MAN2B1	0.932166666666667
EML3	-1.404
ACADL	-0.2705
OFD1	0.146125
DEFB114	0.489
CGA	-2.77
PEX16	-0.348166666666667
LRRC10	-0.225
GNG12	-3.3715
C1orf152	0.338833333333333
CHRM1	0.399
CD53	-0.43775
DBH	-0.563
TFAP2B	2.242125
HIST1H2BJ	-0.809333333333333
FAM46D	1.1315
TMEM11	0.3705
C3orf32	-2.98575
PCCB	-0.6375
IPO13	-0.10725
C6orf105	1.385
COMMD5	0.5095
SUV420H1	0.5048
LTBR	0.82725
ARHGAP15	-1.738875
HDHD2	0.55675
TDRKH	1.22683333333333
LOC401052	1.0265
PSG4	-0.923
GNB4	-0.5901
SPATA4	0.25675
SLC9A3	0.025
OSBP	0.396166666666667
NBPF3	0.2165
DOCK11	-0.9125
SLC39A5	-1.4885
PRR5	0.8823
C10orf63	0.56775
SMTNL2	1.226
ADRA1A	0.23175
ASAH1	-0.3484
DOM3Z	-0.1264
GIPR	1.12
AHI1	0.555
NADSYN1	-0.368166666666667
RGS14	-0.6476
IL18BP	0.8945
RTN4RL1	1.26983333333333
ARMC6	0.16825
PSMD5	-0.154
HK3	1.5401
OR4S1	-0.26475
RSU1	2.0416
MAD2L1	-1.71866666666667
EIF4A3	-0.45725
DLEC1	0.0431666666666667
E4F1	0.061
CHMP2B	0.48
CAMSAP1	0.42025
RPS21	0.2685
ARID5A	2.26875
UBE2N	0.6632
IGSF8	1.04566666666667
MAGEB6	-1.332
ACAD11	-0.9197
MGC4172	-0.7505
LMO4	3.31525
KLKB1	-0.26675
HP	-0.7625
HDAC3	-0.001
SCHIP1	1.9895
CLCA1	0.38
OLFML2A	0.814
C1orf112	0.38425
KIF19	0.749916666666667
HAPLN4	-0.226
CXCR7	-0.609333333333333
GOT2	-0.6367
RAB38	-0.978125
DCX	4.4955
PPM1H	-0.736666666666667
NFYC	0.690166666666667
KIN	0.990625
ZNF228	1.0775
PLSCR4	1.80066666666667
HIG2	0.642
FAM79B	0.621
C21orf86	-0.043
KCNK10	0.09525
ZNF738	0.607375
FSTL5	-0.679
OR6A2	0.2725
OTOA	0.313333333333333
EXOC1	-0.149875
AHRR	-2.661875
PDAP1	-0.880833333333333
C19orf6	-0.251125
ZAN	0.71525
LY6G6E	-0.2775
EIF4E2	-0.19575
C20orf198	-0.42275
ZNF324	1.11025
CYP3A5	-3.57183333333333
ENTPD7	0.3985
MBOAT5	-1.35416666666667
GJB5	-1.38575
TTC13	1.3385
S100Z	-1.26333333333333
KIAA0664	-0.147
PDGFRB	1.43366666666667
IL17D	0.29675
OR56B4	0.0875
RDX	-1.301
SLC34A3	1.282
IL28B	0.191
JUND	2.1565
CHRNB1	-0.302875
CAMK2B	4.619
FETUB	-1.595
CXorf23	1.008875
MRTO4	-0.87825
TTC3	1.3818
NDUFB8	-0.7625
EDG2	-2.18
SEMA3G	-0.65175
IL23A	-1.9015
GRHL1	1.4893
LOC441054	-0.276
WDR65	0.364125
PSTK	0.18675
STOML3	0.3988
R3HDM2	0.0599
C5	-0.66525
SLC2A10	-0.864
C3orf22	0.763
PAQR3	-0.303461538461538
ANKRD26	0.02475
HCRTR1	0.3105
LOC399947	-0.6155
PSD2	-0.22625
TIGD2	0.0301666666666667
SCRN1	-2.52725
COQ10A	-0.465
DDI2	-0.1785
METTL7B	1.25183333333333
UCN2	0.744
FAM92A3	-0.39275
WDR16	0.2255
ZNF511	-0.121666666666667
ZMYM5	-0.223125
POLR3G	-1.2065
ZNF586	0.44725
C1orf49	0.4045
TANK	1.20133333333333
RCAN1	1.26
PELI3	0.808833333333333
LIMD2	0.734416666666667
TMEM189	-0.3585
NTN4	-3.128875
LOC151300	-0.165
CLEC2A	-0.233
GPR135	-0.56575
DPYSL4	0.1155
JAK2	0.380833333333333
TSHZ1	0.5255
TM9SF4	-0.126625
ZNF264	0.319833333333333
SIRPG	1.688125
BICD1	-0.0225
HERC6	1.30916666666667
METTL5	-0.4895
CASP1	0.70075
PRRT1	0.262666666666667
PLA2G4C	-1.05883333333333
ICA1L	-0.722857142857143
TPTE2	0.217333333333333
OTUD7A	1.533
AQP11	-1.96425
APOA2	-3.6497
KALRN	1.6111
SECTM1	-0.70275
IFNAR1	0.10825
TALDO1	0.081
RAB11FIP4	-0.08725
EIF5A	-1.76
FAM49A	1.24075
NEGR1	-0.1695
YTHDC2	-0.036875
EHD2	-1.239125
NCF1	1.3166
SCRT2	1.6105
HOXA5	-1.472
NUP133	0.90775
FGF12	-1.3095625
SLMO2	-0.0785
SNTA1	-0.216
CACNG2	0.400875
GCM1	0.168
ELF1	-0.915166666666667
TLR5	2.92425
TCFL5	-0.7615
RBMY2FP	-0.0445
LOC100125556	0.73775
FAM129B	0.80725
MAP3K7IP1	-0.219625
NCK2	0.5405
OXA1L	-1.002
FMO9P	0.241
ZSCAN12	0.19025
PSMD12	-0.446083333333333
HSCB	-1.388
CLDN10	-2.7875
MGC13053	-0.31
HPCAL4	-0.332666666666667
ASZ1	-1.496
MEX3D	0.939333333333333
NFAT5	-0.1187
CSPG4LYP1	-0.384166666666667
FBXO3	-0.0192
DVL1	-0.0878333333333333
CMKLR1	1.81166666666667
TYMS	-2.273875
PEF1	0.98175
ZNF750	3.58816666666667
MCM5	-0.0319
MEGF11	-0.933
KCNK7	0.18
PTP4A3	0.33
C1QTNF2	-1.87383333333333
OR6S1	-0.2585
FAM122B	-1.316
ZNF551	0.393875
HBQ1	-1.921
GEMIN6	0.02975
ARSK	0.37725
RBP7	0.652166666666667
CPNE9	0.66875
DSC1	1.59
LOC730112	-0.6385
MAP2K4	0.674625
HS3ST5	-0.7455
EPB41L3	-2.48825
TEKT2	1.15175
CDKN2B	1.81491666666667
ZNF480	-1.25675
MAP3K6	0.8688
MAP6	2.29766666666667
HN1	1.5538
OR2L13	0.279
SLC16A11	0.3985
FAM96A	-1.284
APOL1	-0.72325
C5orf32	-0.51175
RTP1	-0.2465
RNF175	0.160625
ZBTB41	0.171125
AHCTF1	1.3143
SAE2	0.0435
ITGA2	-0.548416666666667
MME	-0.410666666666667
CCDC14	1.01225
MAST4	0.521642857142857
KRT33B	-0.795
KCTD2	0.200166666666667
WDR26	0.737
MFI2	-0.16075
NR4A3	-0.480875
ARSA	0.48125
UNKL	-0.91
SULT6B1	0.3115
CCNA2	-0.998166666666667
SOX15	-0.406
PPAPDC1B	-0.970166666666667
C19orf44	0.5795
MCAT	1.06866666666667
ARID1B	1.011125
OR52N1	0.4315
C12orf48	-0.99425
MAGI1	0.016
NIPA2	-1.4765
GBX2	-1.6165
RSHL3	0.148875
RAVER1	0.752333333333333
C15orf17	-0.66225
SLC30A2	-0.06025
ZNF518	-0.36025
PCYT1B	-0.71425
C10orf114	3.70125
EIF3H	0.63
SLC25A39	-0.418666666666667
KIF1B	0.83225
AMOTL2	0.5115
C6orf120	0.09
PSRC1	-0.01625
PLA2G10	0.2085
KIF5C	0.44775
MRPL37	0.257
C17orf62	0.00533333333333333
C9orf135	-0.768
DUSP10	1.2982
CLCNKB	0.0705
PSMA5	-0.348875
C8orf53	0.4655
AMPD3	-0.052
PIAS1	-0.011
ADCYAP1R1	0.092
GYLTL1B	0.88075
CDH20	0.345666666666667
FBXO7	-0.9425
TMEM134	-0.158666666666667
FLJ14213	-0.855833333333333
ZNF3	-0.0895
LRRFIP1	-0.241541666666667
CNOT2	0.528
ABI3	1.51475
ALDH5A1	-0.293833333333333
HNT	0.619
SERPINA4	-2.1285
TK2	-0.408333333333333
STMN1	1.07611111111111
GUCA2A	0.2045
GALNT10	-0.382357142857143
DPP6	-0.106
C9orf93	1.002625
PRELID2	-0.150625
STK39	-0.68825
SFTPA1	-0.91675
CKS2	-0.262444444444444
RHO	0.33425
C20orf135	0.02275
XKR3	-1.787
CR1	-0.310375
RPS6KA2	0.0782857142857143
C20orf112	0.35275
MRPL22	-0.042
C4orf23	0.555666666666667
GADD45B	-0.2935
KLHDC1	-0.207166666666667
C2orf48	-1.333
ZNF287	0.73
DAAM2	-0.59575
DPPA2	-1.77583333333333
TCTN3	-0.0025
DNAJB11	-0.013875
FPR1	2.3995
DEFB4	0.2065
PTCD2	-1.4135
SMOC2	3.2945
CABP7	0.34975
SERPINB11	-0.7535
MAGEF1	0.21075
NDE1	-0.124833333333333
ITGA10	0.1795
FSHB	0.533
ANXA2	0.0635
HORMAD2	-0.64925
HLCS	0.8285
MCF2L	0.935583333333333
FH	0.091625
TBC1D24	1.307
KIAA1505	0.9745
LGALS2	-1.5905
CNBD1	-0.666
SYNPO2L	-0.53825
PTPN23	-0.321214285714286
C1orf183	0.00833333333333335
MAGEA8	-1.1015
DGCR8	-0.518
GSR	-2.00225
PAQR7	-0.36775
ZNF676	-0.861
CACNA1C	0.0118
SP7	0.0725
PDCD6	-0.02075
NRN1L	-0.6135
BRI3BP	-0.4995
KIAA1183	0.05475
ASB4	0.37525
CCL23	0.2452
OBSL1	0.491
SLC12A7	-0.6085
KIAA0240	0.80325
CD1B	-1.27416666666667
FCGR2A	0.31975
MDC1	-0.01225
HTR1A	0.0731666666666667
OCEL1	-1.19375
ATP11B	-0.00412500000000004
FBXO34	0.184833333333333
PCDH12	2.87316666666667
RPE	-0.63925
C17orf74	0.124
CSDC2	1.2305
PET112L	-0.20375
TMBIM1	-0.861875
P2RXL1	0.219666666666667
TCHP	-0.24425
TRMT1	0.0306666666666667
F2RL2	-0.578083333333333
LRRC32	1.824
IMPG2	-0.0985
BGLAP	1.00325
LOC493869	-1.36816666666667
MRAS	3.032125
SLC35F5	-0.546
CBWD1	-1.351
AXL	-3.1775
ATP2C2	-2.145
TELO2	-0.5615
PNPLA3	-1.259
PCDHB14	1.0755
CD276	0.029
KRT80	-1.73975
DUSP28	-0.407
CSNK1E	-0.02075
SRP14	-0.8695
KCNQ4	-0.6735
KRT72	0.0971666666666667
CCDC117	-0.547125
C6orf89	0.0312777777777778
TUBB2B	-0.694166666666667
