Hybridization REF	TCGA-E2-A10F-01A-11R-A10J-07
SCG2	-1.297375
SLC17A6	0.078
FMO3	2.62425
PADI4	-0.205
TUBB4	-0.2897
NLK	-0.77025
POU4F3	-0.329
SDF4	0.2755
ITGBL1	4.00983333333333
NETO1	-1.47425
TAP2	0.491
ABBA-1	-0.044
GNAI1	-0.48775
VPS4B	0.78825
NOPE	-0.6474
GALNT6	2.947
SESN1	0.181125
GBE1	-1.39077777777778
CLASP1	-0.21
RASGEF1B	1.045125
ACOT11	0.0780714285714286
AFAP1	1.1045
OR2H2	0.168
DPY19L2P1	-1.38025
DZIP1	-1.6435
SEC22C	-0.1215
GPR161	-0.2615
RNF146	0.61825
WDR74	-0.628125
GALP	-0.3205
PURA	1.54075
DNPEP	1.11766666666667
RP11-78J21.1	-0.68
ERBB2	1.84925
FANCM	-0.734
NEO1	1.06666666666667
DDX3Y	-5.4939
RPS3A	0.508875
MXRA7	0.640357142857143
LGALS3	0.106
GLT8D1	0.494
CFL2	-1.77016666666667
UPB1	0.2015
NAP1L5	0.524
CLDN14	0.561
DHX38	-0.63
BTBD1	0.2445
TARS2	0.553166666666667
ABCF1	-0.3621
FCF1	0.570333333333333
LRRC49	0.815
GUCY1B2	-0.6975
C1orf177	0.569833333333333
SMARCA4	-0.389785714285714
LRP8	-3.3685
TAGLN3	-0.698
MRPL14	-0.56775
TTRAP	0.2205
ZDHHC20	0.2695
NFE2L3	-0.5505
KIAA1377	1.345625
PALMD	0.8077
TMEM43	0.29225
TTL	-0.854625
STAT5B	-0.526833333333333
SSB	-0.6505
OR10H5	0.0765
SLC22A13	-0.1635
AKAP3	-0.33225
TIMM23	0.0765
OAS2	2.05175
KIAA0423	1.12525
TRIM11	0.9695
GLIS3	2.03275
TMEM50B	0.311833333333333
ARHGEF4	-0.786
DEGS1	0.371272727272727
TBL1XR1	1.03276666666667
G6PD	-1.988
SP140	0.9354
MUC17	0.160785714285714
NUDC	-0.318
DNAJC5B	1.96816666666667
SCARA3	-1.02616666666667
CPA3	6.31883333333333
BCAT2	0.018875
MFN1	-0.4643
NRG3	0.3255
SNX11	0.1545
PLEKHH1	-0.892166666666667
GPR177	0.122833333333333
HCFC2	0.252
TCAP	-1.271
MOCOS	-1.0495
C14orf93	-0.09525
PRDM10	-0.320666666666667
SLC16A4	1.68758333333333
SRGAP1	0.394666666666667
VIP	0.24425
DUSP27	0.987833333333333
LILRA1	0.9369
MC2R	0.289
MGC24103	-1.27375
MBTD1	-1.3605
FUT11	-0.357
USP33	0.0971
C15orf39	-0.99675
MAP3K12	0.218625
PAAF1	-0.4045
BARHL1	-0.3275
FLJ16165	-0.2215
PIWIL2	-2.4225
SYNE1	0.745666666666667
CMTM4	-0.1665
TSPYL1	0.4105
GUF1	-0.968666666666667
TMEM157	1.11
WDR44	0.13375
HIST1H3C	0.17
DKFZp666G057	0.9955
RNPEP	1.05925
GAS2L2	0.582
ADH4	-4.74975
GRPR	4.03433333333333
FBXL17	1.13225
ZBTB10	0.30675
Gcom1	0.424055555555556
HTRA1	1.9762
ZNF585A	0.0928333333333334
SLC26A2	0.342785714285714
OTOP3	-0.00616666666666666
WISP1	3.31277777777778
ATP2B4	0.564416666666667
FLJ10769	0.70325
CRAMP1L	0.179375
CHST12	-0.9645
RAB22A	0.295166666666667
TARDBP	-0.408642857142857
STAU1	0.0555
CRB3	2.0805
MIG7	-1.57275
CHMP1A	-0.481
ZNF160	0.051
B3GALT6	0.09375
BARX1	-1.93116666666667
C6orf167	-2.1489375
NXNL1	0.547
DHX29	0.303625
HADHB	0.24175
PLXNB2	0.4905
ILDR1	-0.80625
SLC15A3	3.498
GAS2	-2.70966666666667
C20orf69	0.363
NUMB	-0.4695
TNIP1	0.59475
MESP1	-1.21266666666667
PSKH1	-0.383
NSFL1C	0.08825
RHOG	0.573
HEY1	-2.503
KNG1	-1.569
ITGAX	2.2689
LIN9	-0.433833333333333
CANT1	0.332875
XRN1	0.347428571428571
CCDC96	1.4903
HEATR6	-1.59166666666667
GNG7	0.641166666666667
RUNX2	1.3483125
SOX1	0.254666666666667
FCRL5	0.1541
ZNF99	-0.148875
FAM9A	0.1785
SNX22	0.638333333333333
MBNL3	-1.29933333333333
ODC1	-2.4567
ADORA2B	-3.005
NR2F6	0.657
ZFYVE16	-0.0606666666666667
SYNJ2BP	0.2745
POLE	-1.184875
E2F2	-1.32975
THRA	0.673666666666667
PTGES2	-0.926833333333334
HIP1R	-0.5215
TMUB1	-0.857333333333333
ENO3	-2.51725
RSPH10B	-0.4625
CXorf39	0.650875
IRGC	0.338
GPR109B	-0.32
FLJ13305	-0.3155
LCE3A	-0.2545
TNFRSF18	1.04633333333333
DET1	-0.016
TRPM3	-0.155
C16orf79	-1.298
FECH	-0.1495
RAP2A	0.0788333333333333
CRIP1	2.92116666666667
AZIN1	-0.054375
SLC7A7	4.04025
IL10RA	1.4672
TMEM64	-2.30625
CDC42EP4	0.5986
C16orf58	0.177
ARG2	-2.84975
POU5F1P4	-5.9235
FAM62B	-0.0405
DNAH8	-1.8604
ASH2L	0.146875
TSLP	-2.69816666666667
CNTNAP5	0.0456666666666667
TMEM16C	-0.39075
IFNA14	-0.013
SLC1A3	1.330375
CABYR	1.588
BCL7B	0.1366
NUDT13	-0.913833333333334
C13orf28	0.1265
C1orf53	0.46925
ARL6IP4	0.2955
RPL35A	0.03025
EMR3	0.1355
RAB40C	0.801166666666667
SLC41A1	-0.0278333333333333
LRCH1	0.432
LY6G5B	-0.567
FAM124A	-0.0345
MGC10981	-3.50733333333333
CLIP3	0.4281
MAP4K2	-0.009
CHIC1	0.55775
SULF1	4.631
C20orf30	-0.0468571428571429
PRDM5	-0.224
ELOVL1	0.463
C11orf48	-0.885
SLC39A10	-0.04575
KCNV1	-0.51625
ACP1	-0.477166666666667
ZMYM2	0.0555
B3GNT6	0.0335
C9orf69	0.4565
C2orf15	1.281
C20orf166	0.447
HSP90AA6P	-0.213
EDG7	0.494
NEURL	0.253
LPL	2.08216666666667
CLEC2D	-0.0297142857142857
GRRP1	1.34316666666667
CD8B	-2.7506
HIST1H3D	0.639
SLC6A12	1.072625
FAM27L	0.0295
CD84	2.7538
RASA1	0.365
PHKG1	0.5115
MAGEA11	-1.78
IMPA1	-1.042
NPM3	-1.213
RARRES1	2.848
SH3BP1	0.200375
B3GNTL1	0.035
ARPC5L	-0.225166666666667
KLHL26	0.70325
SIM2	0.51175
GJC1	0.1925
C20orf194	0.7545
EXO1	-2.16875
SLC2A2	-2.517
LOC285074	-0.81075
LRG1	2.569
KIRREL	0.5445
PIK3R1	1.45121428571429
C4orf34	1.181
MAF	-0.882388888888889
ADCY4	3.28133333333333
ZMIZ2	0.3953
SLC46A3	1.64666666666667
STAMBP	0.235833333333333
CCDC16	0.3725
MS4A12	0.023
TCF20	-0.2255
LRRC46	1.51375
C20orf152	-0.31525
MRPS6	-0.549125
ABCB11	-0.399
KCNC2	-0.0585
CDH19	-1.5955
C9orf123	0.136333333333333
SSH3	1.279125
LDLRAD1	-2.38875
CCBE1	-0.389
ZNF135	1.306
TAAR1	0.0855
WFDC12	0.2395
CCDC42	0.180333333333333
FLJ12529	-0.553
PER1	-0.6105
TIMM50	-0.528
SMARCAD1	-0.1565
FAM26C	0.4005
TP53TG3	-2.48433333333333
SH3RF1	1.6602
LMCD1	4.12025
GPR63	-0.511
FLJ21986	-2.02925
AIFM3	-0.82
MICAL1	-0.102333333333333
BLZF1	1.2145
IQCA	3.5915
PCDHGC3	-0.0205
SAC	0.02425
BCL6B	1.97833333333333
DDO	0.67175
MARCO	3.9005
DCHS1	1.02583333333333
C1orf170	0.747666666666667
CD200R1	1.00783333333333
C22orf15	-0.686
SEPT11	0.753166666666667
ADNP	0.1385
UST	-0.398
C13orf34	-1.393
RFFL	-0.186714285714286
APBA3	-0.137
C2orf60	-0.339875
CUTL1	-0.3802
PMS1	-0.85375
ZNF689	0.7935
EIF3E	-0.437333333333333
IL9	-0.517333333333333
RPL31	-0.606625
LY9	0.702833333333333
ATP2B3	-0.25975
KDELR2	-0.3095
TFCP2	0.38475
NLRP12	1.317375
FLJ45422	-0.2795
TLE4	-0.6902
ZNF570	0.0885
FLJ43806	-0.1945
TLK2	-0.208875
CIR	0.882
MARS2	0.1455
COL24A1	0.93075
SDF2L1	-1.0955
HIBADH	0.0761666666666667
IGFBP3	-1.63914285714286
C12orf23	0.269125
PSPC1	0.1605
C20orf43	0.194
TRAV20	-0.063
ARHGAP24	0.841875
KIAA1975	-0.381
C1QA	3.0727
DNTT	-5.11733333333333
C10orf6	0.239666666666667
C11orf41	0.031875
HNRPF	0.181
COL11A1	7.3315
UBAP2	-0.744
CDKN2AIPNL	-1.4635
C20orf174	2.78025
SPRED2	0.25
PLA2G12A	0.170833333333333
ICEBERG	-1.28666666666667
SCN10A	0.179
C11orf65	-0.5915
GBP5	4.24325
PITPNC1	-1.74083333333333
POU3F3	1.2035
NCOA7	-1.275875
LIN7C	0.0465
LOC348840	-0.555
NKX2-2	-2.03075
ANKRD13D	0.305625
LOC123688	0.39375
FUT2	2.075
TAAR8	0.2725
FZD4	0.249583333333333
PNMA3	-0.598
OR4L1	0.5795
WIT1	-2.4045
EXOC3L	0.9425
ATPBD4	-0.5861
KRBA1	-0.75575
UBXD6	-0.09625
HOXB7	-0.419071428571429
C7orf23	-0.688
UNQ338	0.1655
STAB2	0.93725
CDC20B	1.53175
IRF9	2.239
CENTG1	0.0925
TNPO2	-0.72825
MCPH1	0.506
BMS1P5	-1.66775
SLC26A7	-0.1495
HIST1H3J	0.64825
C9orf3	0.627
LBH	1.148
MYO1D	1.272875
PTDSS2	-0.07875
NFU1	0.18575
DEPDC4	-0.78
WNT7B	1.2287
GLP2R	-0.112666666666667
SETD4	-0.6545
DYNLT3	0.1773
FKBP11	-1.10466666666667
SESTD1	0.762833333333333
FLII	0.49825
RPS16	0.0068
CHPF	0.168666666666667
CSNK2A1	0.0801666666666667
SUMO1P1	-0.15275
FKBP6	-0.953
ZNF214	1.69616666666667
TWIST1	0.655333333333333
DDX56	-0.655
TRAM1L1	2.1846
EPO	-2.99983333333333
MRPS18B	-0.48225
ZNF682	-0.2805
RPL14	-0.097
MAFF	-0.04875
LOC51136	-0.69125
LY96	0.5445
DDX20	-0.106
ABTB1	0.545166666666667
ARL5A	0.1546
CCT6A	-1.347
HEPACAM	-0.9875
EHHADH	0.0588333333333333
RBAK	0.563666666666667
CGB1	-0.0165
ITGB5	1.7691
YIPF3	0.23175
FKBP2	-0.07575
NR1D1	-0.2152
TMEM110	0.631
NEK2	-0.7795
PRAMEF8	-3.73575
C20orf52	-1.0785
PCDHGA3	0.5205
VWA3B	0.18075
NDUFA5	-0.09675
THAP9	-0.29625
FLVCR2	0.277333333333333
AP1S1	-2.053375
SMAD6	-0.5005
SAV1	0.339375
SAT1	0.93
ZNF251	0.831375
ADAMTS7	0.2655
RPP38	0.15875
C1orf211	-1.3345
YPEL2	1.19855
RBMS1	0.3905
ZNF445	-0.339666666666667
NRXN2	0.262
PGBD4	-0.243625
UGT2B28	-3.25875
WBSCR16	-0.6306
NLRC3	0.529125
ASTL	0.247
ST6GALNAC1	-2.95725
ZADH2	0.115125
MLLT4	-0.312583333333333
ARL6	0.344666666666667
MEF2C	1.2505
CBFA2T3	-3.033
AFF3	1.51842857142857
COG7	0.425
MYB	-0.0475
PLXNA3	0.1685
XRCC2	-2.17933333333333
MMS19	0.015
ST8SIA5	-0.949125
CHPT1	0.671333333333333
KIAA1712	-0.6265
OR6X1	0.38
ACTR3	0.235875
UGCG	2.29133333333333
OR4P4	0.509
ZAP70	-2.81375
LPP	1.66325
ZNF485	0.21125
PTPRCAP	0.096
IL12RB1	0.67175
ATRX	0.4999
CHST8	3.6545
C14orf109	-0.0965
ARV1	0.989
NMB	-0.815142857142857
COX5A	-1.13533333333333
EIF6	-0.40175
MPPED2	-0.825166666666667
SEMG1	-0.915
CHRDL1	0.616
TRAF3IP2	0.72925
WNK2	-0.377
LILRA4	2.74233333333333
LAMA2	4.41975
PXT1	0.2305
RLBP1	-3.02025
CD300C	1.32575
SLTM	-0.0975
FLJ10404	0.170375
APOBEC3D	-2.263
RENBP	1.0495
ATXN7L1	0.34575
NID1	1.06425
TUBGCP3	-0.453875
ITIH5	1.06722222222222
CCDC110	2.626
C8A	-3.18
MGC87042	-0.7235
HOXC13	2.65175
TFDP2	-0.984
HCP5	1.87925
POLI	0.37275
UCN	-0.305333333333333
ZNF764	0.6455
C8orf45	-0.298
FHL3	-0.34325
SPATA5L1	-0.538
MMRN2	2.48033333333333
NDST1	0.487833333333333
COL20A1	-0.193666666666667
ZNF248	-0.3445
PELP1	-0.975666666666667
MBL2	-2.01366666666667
RNF41	0.39025
C5orf24	0.55375
THOC5	-0.4965
SERINC3	0.305166666666667
RP11-151A6.2	0.72
CDCP2	0.167
HIST1H2AA	0.8815
C11orf75	0.1545
FKBP7	0.377
DDOST	0.00725
GPNMB	2.08216666666667
TTF2	-1.2245
KCNT1	0.0626666666666667
SLC39A14	-0.731875
NGRN	0.851
GPR137B	1.85775
MECP2	-0.046
PSMA1	-0.61475
C16orf73	-5.84
TMEM60	-0.286
CSN3	1.0365
NOS1	0.260166666666667
RAB7L1	0.874333333333333
YBX2	-0.7515
KIAA1166	-0.044875
FUBP3	0.0163333333333333
ABCG1	0.842
ACACA	-0.7735
ARL11	0.8331
ATOH1	-0.348
ODF1	0.0668333333333333
CREB3L3	-2.07283333333333
TMEM127	1.26392857142857
DSCAML1	0.406
PLN	4.12266666666667
LYPLA1	-0.38425
PRDM9	-1.2445
SASP	-0.1965
PLUNC	-0.206333333333333
INTU	0.447
HISPPD1	-0.38125
LNPEP	0.7145
YARS2	-0.428666666666667
APCDD1L	-1.3005
ZCCHC4	-0.1937
FBXO22	-0.608166666666667
TTLL13	-0.568
ZNF669	0.651666666666667
PTGDR	1.96375
DDX27	-0.36075
KIAA0409	0.119333333333333
GJB6	1.33725
ASB8	1.20525
PLP2	-0.0145
MEPE	0.6895
OR10J5	0.0945
KRT222P	1.78525
COQ7	0.272166666666667
C1orf101	0.88475
RERG	2.931
CHMP5	0.63325
THAP11	0.137625
ZNF43	-0.253666666666667
ZRANB3	-0.652833333333333
KRT13	3.77725
MRPL19	-0.661125
RBBP9	0.412375
SPATA17	1.092
BXDC5	-0.0385
PAFAH1B1	-0.4485
MAGEE1	-0.02625
OSTF1	0.37575
KIAA0323	0.373416666666667
TXNDC13	0.0695
CNTN4	1.889
LCE1B	0.181
UNQ501	0.30675
ZNF154	0.40125
C3orf64	0.19525
SYT5	-0.1265
PON1	0.186166666666667
FLJ10357	0.169875
ATP4A	-0.406
GNPDA1	0.137333333333333
MGAT1	1.25
C14orf121	0.002
SLC35B2	0.03825
MIER3	0.221666666666667
CHEK1	-2.55575
ZNF8	-0.0663333333333333
TXNDC1	-0.577166666666667
CKB	-1.4077
RTN3	-0.00921428571428572
FZD2	-0.086
PART1	-0.4495
PSMB6	-0.98725
PCDHB8	-0.4295
PHC3	0.191
PPP1R8	-0.3125
NOVA2	0.999
TNFRSF11B	-1.3495
GOLPH3	0.414166666666667
UBLCP1	-0.1315
SUHW3	-0.815
TTLL1	0.84325
OPN4	0.187
OR13G1	-0.6935
ZPBP2	-0.323333333333333
HSD17B11	-0.785375
C9orf50	0.4155
DHDDS	0.276857142857143
CTSW	0.9286
NEFM	-0.644666666666667
MRPL28	-0.38575
SYN1	0.574833333333333
PIGV	-0.018
ZIM2	-1.062
APBB1	0.404833333333333
SND1	-0.499
C1orf123	-0.0336666666666667
CHD3	-0.46025
BHLHB8	0.17525
RNASE2	0.671833333333333
BCAP31	0.2435
SLC25A44	0.7465
CHD6	0.145
PIB5PA	1.29792307692308
SELS	0.06825
LOC541471	-0.434
FAT2	0.48
ZNF81	0.4285
OR4C16	0.871
FLJ10081	0.1192
LRRC4	0.5135
CS	-0.460833333333333
N4BP2	-0.36025
IGFBP7	2.81025
ZNF318	0.02925
NDNL2	0.364875
ZNF609	0.092
SIRT4	-0.49875
EXOSC10	-0.14975
ECE2	-0.1885
OVGP1	1.30325
GTPBP3	-0.54375
PACS2	0.6909
C19orf36	-0.286666666666667
ARL4C	0.148625
ATG4B	-0.571
UBQLNL	0.12225
RHOXF2B	-4.5325
PLEKHG2	-0.243
GALR1	-0.224
AQP4	0.232833333333333
HDAC7A	0.221
DCUN1D3	0.3035
OR8A1	-0.377
CCRN4L	0.468125
CBR4	-0.0171666666666667
KIFC1	-2.203
SLC7A14	-1.1175
LHX5	0.2745
TRPC7	0.0615
LPXN	0.0235
SERPINA1	0.53825
RPS13	-0.3215
BPIL3	-0.0035
PRKAA1	-1.97825
FADS2	-0.2966
ENAH	0.8785
PRO1768	-0.3365
APBA2BP	-0.6005
LIPH	1.71066666666667
C3orf33	-0.75575
RCC2	-0.2815
ALDH1A2	-2.6128
RNF103	1.514
AHCY	-0.89275
ALG12	0.1065
CCL17	0.7685
ZNF543	1.14266666666667
ESRRG	1.1681
CNGA1	-0.24475
RDH5	-0.358333333333333
OTX1	0.097
PTGFR	-0.854666666666667
CDR2	0.31025
SELE	2.5925
NLGN2	-0.919
EXOSC9	-1.00475
ZNF566	0.397333333333333
KLRC2	-3.071
GPR12	0.4995
KIAA0196	-0.45825
PDRG1	-0.08075
SSR3	-0.570357142857143
MSI1	-0.7645
CST9	2.931
CC2D1A	0.008625
PLAGL1	-0.300388888888889
ZNF778	-0.57
RNF2	0.816375
KLF6	1.58066666666667
THBD	2.72366666666667
tcag7.1314	1.47475
NR5A1	-0.137
ABCD2	0.19575
DNAJC7	-1.649
CLEC4C	0.526
TM2D3	0.55575
CCDC4	-0.1465
PLAC2	-0.66625
DCD	-0.2965
FAAH	1.2005
POLA1	-0.737
TM7SF2	-0.531875
FLJ39822	1.2865
FLOT2	0.0625
MAP4K1	-0.213833333333333
SRP68	0.28375
C21orf74	-0.3685
ARPC5	0.7375
LOC126075	1.84925
HECW2	0.189375
ZDHHC4	-0.76775
ANKRD42	1.0806
PDE9A	-0.8645
ABCA8	1.94875
NDUFS2	0.57625
UBR5	-0.404
BTBD16	-1.5335
LOC554174	0.513
ZNF20	0.7375
KIAA1843	0.353
WDR17	0.199875
C15orf33	0.323
RNF113A	-0.6105
CAMKK1	-0.4457
CLCN2	-0.12775
ANXA6	-0.1415
LOC340069	0.0635
EMID1	0.207125
DPM3	-0.656833333333333
ELA1	-0.489
SLC25A13	-1.4492
KRT24	-0.146
SMPD1	0.7335
TH	-0.357625
COL6A2	1.43371428571429
ANKS1B	0.865
GPR126	-3.4979
ZC3H12A	-0.0145
TMEM47	1.11333333333333
C2orf51	-0.108166666666667
C1orf88	2.90516666666667
HSF2BP	0.38775
AKAP10	0.63875
RPAP3	-0.627
KLHDC8B	0.773875
STOM	1.4644
MUPCDH	0.116875
C10orf72	0.6585
PLEKHA3	0.648333333333333
TCP11L1	0.052
CWF19L1	0.035125
SPEF1	1.61023076923077
YSK4	0.68975
ELN	2.2176
SAMD8	0.119333333333333
MPI	-0.660333333333333
MEPCE	-0.0211
ABCC3	0.365375
NANOGP1	-3.9515
KCNK17	1.5525
HLA-DMB	4.6055
RRAGA	1.291
ANGEL1	-0.73175
RBM32B	-0.0165
CPN1	-3.493
MGC52282	-0.2539
HLA-A	1.98908333333333
OR9G4	-0.031
EDNRB	-1.582875
SCD	-2.2555
C14orf80	-0.778
BAGE2	0.0555
RABL4	0.406
RCVRN	-0.148
SHANK1	-0.259
NLRP7	-3.26975
CD226	0.8265
STAT3	1.4784375
SYNJ2	-1.6189
TPCN2	0.082
WDR36	-0.781083333333333
MBD4	0.04475
ROBO1	-0.609
ST3GAL6	-2.4435
SLAMF8	3.02016666666667
ATN1	0.480166666666667
GPR141	0.716
KRT36	-0.2975
TPH1	0.577
DDX52	-0.048
ZSCAN29	0.0751666666666667
TRPT1	-0.274166666666667
DPEP3	0.221
DENND4A	-0.45075
TSPAN16	0.261
PTCHD2	-0.8145
LOC145814	-0.67675
CAP1	0.853
EIF5A2	-0.2345
NT5DC3	-0.24675
SEPT9	-0.878625
SEZ6L2	-0.156625
EGFLAM	3.156
VPS11	0.896875
NDUFB5	-0.342166666666667
CIDEA	3.4765
IER5L	0.6625
N6AMT1	0.37725
FAM83C	0.01825
OXR1	0.216083333333333
IRX1	-0.062
DGKB	-0.0371666666666667
GCN5L2	-1.09975
MIR16	0.497875
FBXW9	0.55675
WDR4	-1.10033333333333
PDC	-0.089
VPS33B	-0.0575
HEXB	0.367
FLJ32214	0.43075
TCEB3	-1.032
CRLF1	-2.48575
ABI3BP	1.5135
C8orf22	-4.45225
PYCR1	-0.72825
KIAA1706	0.80025
CDK5R2	0.459125
WAS	0.3295
C12orf60	-0.25375
CCBL2	-0.13475
MADD	-0.091
C5orf34	-1.699
WDR42A	1.0536
KLF12	0.108375
HSPA1A	2.0495
ITM2C	-1.41283333333333
DAPK2	2.64916666666667
LOC442590	0.753
SUMF2	0.40075
CENPA	-2.38476923076923
TMED5	-0.5785
CDH6	-0.4616
BRP44	0.830875
THG1L	0.00925
GABRA2	-1.84875
C14orf166	0.03825
MYL1	-1.1665
TNFSF18	0.082
PAP2D	-0.562833333333333
PPIB	-0.7525
KLHL4	-0.108
SFN	0.0515
CCDC127	0.4325
FRAP1	-0.62525
GOLGA5	0.1725
SDCCAG1	0.053375
MGC21675	0.111166666666667
C10orf95	-1.05125
KIAA1345	-0.103333333333333
C1orf163	-0.5575
LACE1	-0.526
OR10K2	-0.0485
CENPN	-2.8258
TMED2	0.20325
UGT1A6	-1.37
ANG	-0.548
U2AF1	-0.8375
CASC2	0.386
NMT2	-0.417833333333333
OSGEPL1	0.450125
DFNB31	-0.743
SLC6A20	0.229625
DKC1	-0.95375
FXYD4	-0.9205
WDR64	0.02075
MGC5590	0.193
CREBZF	-0.288833333333333
DAZ1	-0.48025
PRPSAP1	-0.54425
GCHFR	0.23825
TTC7A	-0.46125
LOC196993	0.47175
UBD	2.53483333333333
S100A1	0.947
RPL6	0.307333333333333
DNAJB6	0.3312
NAGS	1.2863
C2orf58	1.1125
KERA	2.11783333333333
MT1X	-0.8254
UBE2B	0.7156
KEAP1	0.57925
MST1	-2.788875
OMA1	0.699
ABLIM2	1.67375
BCL2L13	-0.379833333333333
JAZF1	0.367333333333333
TMEM63B	0.496
S100A8	0.7391
ARFIP2	0.58025
UROS	0.44725
KHDRBS2	0.8405
POLQ	-2.68975
SOAT1	-0.3825
SPAG4	-2.47825
MRPS30	2.2785
LOC494141	-0.16525
OR2T11	0.6405
ORAOV1	-0.9699
ZNF184	-0.213333333333333
TCEB3B	-0.341166666666667
ADAM21	-0.004
GDPD1	0.27325
SPINLW1	0.19125
PRR14	0.615166666666667
KCTD9	-0.3728
NUDT3	0.10675
KIAA1822	0.8557
HIST1H4K	-0.1305
DFNA5	-0.6175
GABPA	0.07
C14orf44	0.264
POLB	0.166375
PTAR1	-0.3835
SEC31A	0.6161
TRIM58	1.41925
TAS2R14	0.1855
VPS8	-0.035
H1F0	-0.0466666666666667
PRKCB1	-2.5765
UGT2A1	0.598
TOR1B	0.01375
LSS	-1.02991666666667
C2orf19	-0.0555
HNRNPC	0.414142857142857
TMEM100	-0.359333333333333
LOC116349	-0.77175
OR51M1	0.1945
CCDC142	-0.73775
ISG15	2.0955
ZCCHC14	-0.224625
CREBL2	1.098125
TGDS	-1.19475
DC2	-0.1415
CACNA2D3	-0.657142857142857
ZNF429	-0.7905
LYPD6	-0.0705
SUCLG1	-0.276666666666667
OR51I1	-1.098
MAGEH1	1.63675
PRPF40A	-0.189
SMR3A	0.284
SPINK2	-0.34125
THAP2	0.3465
NPY5R	-0.1585
IRF4	-2.6715
SPESP1	-1.116
OR10S1	0.124
DTD1	-0.69225
TUBE1	-0.96625
DDX19A	-1.0645
PDPN	0.01025
TMEM34	0.45775
MGAM	0.5775
COL3A1	5.64955555555556
GFM2	-0.4115
OR5A2	0.0545
PSG9	-0.65475
ARHGEF11	0.606833333333333
IVNS1ABP	-0.441125
SIGIRR	0.6835
DUSP19	0.099625
DNAJC14	0.1526
ACSS1	-0.785125
IL1RAPL2	0.308
C4orf30	1.17
SEPT4	2.07575
LANCL3	-2.09175
SPAG17	-0.196666666666667
PRDX3	0.162875
HNF1A	-1.471875
P4HA2	-0.424
RFWD3	-1.35366666666667
MOV10	-0.2835
DNAJA5	0.176714285714286
LOC729440	0.20625
LOC200383	0.623
SMC2	-1.406
MIXL1	-1.55733333333333
TMEM9	0.69375
FAM86A	1.0025
ZNF174	0.8648
MYH14	-0.59475
CCR8	0.3945
VPS37C	0.759166666666667
GPATCH1	0.2755
B3GNT8	2.0445
TBX4	-0.13825
CNR2	0.256166666666667
PCDH1	1.035
C5orf29	3.615125
OCIAD2	1.4555
PLCG2	0.69675
KIAA0247	1.879375
HRH3	0.0603
CAPN13	4.101875
CCR1	0.6633
MGC15523	0.497611111111111
UVRAG	0.7625
DNAJA2	-0.522666666666667
ITGA2B	-0.880166666666667
CLDN5	3.126375
PTPRN2	-1.81142857142857
ZNF512	0.195333333333333
PSAP	1.58728571428571
CCDC140	-0.585
LRRC55	-0.17225
CYP26C1	0.0905
C8orf47	-1.11175
LYN	0.153125
DUSP6	-0.121833333333333
TGFB3	3.44166666666667
ELK1	-0.2396
PCDH11Y	-0.0273333333333333
HGD	-2.39125
C17orf58	-0.083
MYO3A	0.603
SERPINE2	-3.37383333333333
AARSD1	-0.386375
C14orf73	-1.3525
ADAM33	0.00575
ZNF491	0.844
MAPK6	-1.13133333333333
TCN1	1.067
SLC24A6	1.0905
UBE2R2	0.8185
H1FNT	0.24775
TATDN2	0.1335
LILRB1	2.4145
P2RY5	1.1595
NUCB2	-0.77175
C2orf37	0.09675
SNX27	1.19133333333333
MTA3	0.268375
FOXO4	-0.1705
ID4	0.741166666666667
SOX5	-1.35283333333333
PXMP3	0.5305
OR52M1	0.0705
SFT2D3	0.286125
INA	-3.54483333333333
MCOLN1	0.9935
NFIX	0.2989
CLEC14A	4.562
HIBCH	0.1465
PLA2G5	2.01625
TIMM10	-0.263166666666667
MED17	0.29
COL4A4	0.118
TPP1	0.970833333333333
GJA3	-0.869666666666667
TMPRSS5	-1.43275
AADACL3	0.522
DNMBP	-0.802
ENPP5	3.9015
NQO1	-1.5931
ZSCAN2	-0.40075
SEC24C	0.131333333333333
GTF2A1L	0.712
AXIN2	-0.511
FAM33A	-1.29133333333333
C16orf13	-0.357625
SPNS2	0.506
TAF1	0.141
AP1G2	0.615166666666667
RBM42	0.231333333333333
HCN2	0.813333333333333
EFHB	-0.336833333333333
RUSC1	0.887833333333333
GRIK5	0.202
USP21	0.731166666666667
ATAD3C	0.5715
ORMDL2	0.89875
PRSS7	-3.17925
PSAT1	-5.73025
FLJ13195	-1.12016666666667
TBC1D1	0.494666666666667
IFNG	1.99725
OTOS	0.225333333333333
ZNF773	0.429
EMD	-1.54075
RETN	0.599
CCL8	3.771
APH1A	-0.595375
COX18	-0.348375
GTF2IRD2	0.031
CCDC82	-1.05875
PAFAH2	0.7377
NPEPL1	-0.415
RP11-114G1.1	0.4405
TP53INP1	0.960625
ZNF300	-1.43533333333333
FOXL2	-2.925
LARP2	0.0670833333333334
LATS1	0.25275
HTR6	-0.1855
SPOCK2	0.387333333333333
RNF144B	2.69316666666667
HTATIP2	-0.789
MGC10334	0.116166666666667
CENTA2	2.7
FGF2	-1.529
FXYD7	0.11825
PHYHIPL	-2.06075
GPR34	4.7185
DDX6	0.076
OR10W1	0.229
LHFPL1	-0.998
ZNF313	-0.788071428571429
VPS28	0.83475
AP3M1	-0.0018
AKR1CL2	-0.99
TRAF4	-0.166
OR2B11	0.4085
C19orf12	0.2895
AKAP9	0.411666666666667
C1orf62	0.193
