Hybridization REF	TCGA-BH-A0E9-01B-11R-A115-07
HOXB13	-0.811875
MTMR8	-0.5335
SPAM1	-0.29
PPP2R1B	-0.414375
TANC1	1.05325
CNN3	0.6084
CHGA	0.567625
C9orf128	2.5485
CACNA1B	-0.808
MMAB	-0.6798
RHOA	0.0783333333333333
RAPGEFL1	0.281
SLC1A5	-0.285833333333333
CALCA	0.65975
SYCP1	0.23125
CXCL11	3.649125
GFI1B	-1.51666666666667
PSCD1	0.345166666666667
C11orf58	0.308
MGC45438	0.869666666666667
NUDT18	0.551166666666667
ASB3	-0.0713333333333333
ZP1	-3.6935
LPPR2	0.3502
ZNF527	1.07783333333333
ZNF771	0.2095
TTBK2	-0.74625
TRIM55	1.1695
GJB3	-0.143333333333333
PRSS35	0.166
SCRG1	1.59125
ZDHHC24	-0.40725
DUSP26	0.87
C1orf51	0.23775
DNAJC3	-0.0486666666666667
LITAF	0.46775
ZNF410	0.99825
AFP	-4.31966666666667
ZW10	-0.39275
PHOX2B	0.323
VILL	0.50875
ELOVL7	0.93775
LOC644186	2.5425
PPP3CC	-0.22525
CHST13	-2.51675
WDR40B	0.18475
MEA1	-0.523
HILS1	-0.726
DLX6	-2.40333333333333
NKG7	1.2685
EMP1	1.5115
ACTR6	0.189
CHCHD7	-0.642785714285714
COG2	0.877
TCEA2	-0.1847
TARS	-1.4
FLJ20294	0.183
ZNF92	0.881
TRAPPC2L	-0.6015
ARHGAP28	-0.617
CCDC109B	-0.1975
LGTN	0.381666666666667
INGX	-0.00933333333333334
LOC124446	0.8965
RPS2	-1.29175
C17orf75	-0.8405
NBPF1	-0.1295
SLC2A8	0.081
SNRPE	-1.06225
CARD6	-0.017
IL13RA2	1.32575
CUEDC2	-0.306625
C4orf19	-1.87475
AOC3	2.1255
MTHFD2	-1.097
OR5M9	0.113
C4orf38	-0.127333333333333
SS18L2	-0.83475
OAS3	0.8325
LARGE	1.106
LRIG3	1.26883333333333
LIMA1	1.24725
STARD3	-0.278833333333333
VPS39	0.832875
CTAGE6	0.1885
ODAM	-1.719
MORF4L2	0.574625
GSTO2	1.888
MTFMT	-0.565
PRKAB2	-0.3045
ZNF76	0.6625
HSPB2	3.756
CRB2	0.5405
KLRK1	-1.762
LYST	1.537
UBE2M	-0.189166666666667
SLC16A9	0.8655
ZNF281	1.589
ST8SIA1	0.581625
C9orf105	-1.1635
ANKRD46	0.87625
FAM108A3	0.1705
C20orf91	0.5905
ZYX	0.971666666666667
RSPH1	2.6675
ZSCAN5	-0.171
RIMS3	-0.245833333333333
KRT76	-0.085
CEACAM4	0.2035
SIRPB1	-0.0705
CFHR4	-1.7775
SOX3	-2.25516666666667
GATAD1	-0.13675
C21orf57	-1.289
TMC8	-0.654
AVIL	0.5915
LMOD1	3.18
HIGD1A	0.199625
NEU3	0.0505
DES	-0.296
BZW1	0.4024
ZNF221	0.232
CCDC27	-0.199
GDAP1	0.7385
RBBP4	-0.6085
MGC40499	0.37525
PHKA1	-0.5865
PRKAR1A	-0.203777777777778
HSD3B1	-0.41225
RAD52	-0.7935
CD207	1.4775
LOC389791	0.103
RSPO1	2.32383333333333
TMEPAI	2.531
MFSD2	-0.376625
ETV4	-1.82616666666667
SCGN	4.0235
LOC391356	-0.1425
MPP1	-1.8675
STARD3NL	0.17825
TFAP2D	-1.3825
CD2AP	0.397125
CCL20	-4.62983333333333
CCDC86	-0.7005
ZFP30	0.21825
CTBP1	0.248
MAK10	0.307
STXBP5	-0.590833333333333
LOR	0.6461
MAP6D1	-0.90625
ARMC7	0.3525
TMEM150	0.4681
NSL1	0.6475
KIF5A	-0.586625
ASCC2	0.59
PSENEN	0.528
OPTC	-0.645
FCRL2	0.155333333333333
KBTBD11	-1.201125
PCK1	1.4055
CENTD3	-0.56225
MEGF8	0.198625
ALPPL2	-0.6255
OBFC2B	-0.220166666666667
ZFYVE20	-0.042875
GALC	1.73716666666667
CTRB2	-0.06525
C20orf71	-0.137
TBKBP1	-0.528166666666667
CAMLG	0.597625
TREML4	0.121
RSAD1	-0.1595
TUBA3D	0.564
KIAA1833	-0.363375
PNPLA1	0.1925
LRRC34	-1.03783333333333
CDH26	0.0371666666666666
ZNF167	1.08833333333333
ZBTB26	0.5894
VWF	3.3838
VTN	-1.195
BAD	0.358
PDS5B	0.25875
ZNF644	0.369916666666667
SH3GLB2	0.469
SMPDL3A	0.7473
NRG2	0.954375
IL15	0.920166666666667
GABARAPL1	0.369166666666667
LAT2	0.1746
SLCO1A2	-1.8235
LIG4	-0.461583333333333
GSDMDC1	-0.217375
BMP4	0.18275
METT10D	-0.1965
SYCE1	2.47625
SPANXD	-5.85125
SLC12A9	0.0551666666666667
MC1R	-2.36
RNF168	-1.307
TRIM69	0.56525
GALNT7	1.32666666666667
ISG20L2	0.3285
KIAA2026	1.177
TNFAIP8L1	-0.402
DPY19L2	-0.22725
C12orf63	-0.07
PRDX5	-0.544125
MED6	-0.227125
TXNDC5	-1.150375
CD46	1.43625
CCK	-2.5885
C17orf48	0.25375
ANUBL1	1.276
SIT1	-0.270333333333333
TYSND1	0.2225
DEF6	-0.170666666666667
GLT8D4	0.13975
UTP14A	0.250875
RPH3AL	1.00625
NXF1	0.324833333333333
TRERF1	-0.0536666666666667
TUBB3	-1.790625
SLC24A2	0.457
SEC22B	-0.81825
ZNF653	0.50675
GGTL3	-1.54091666666667
CDKL2	1.74025
CTF8	-0.148166666666667
EPC1	1.38233333333333
CYP4A11	-0.359166666666667
THRSP	2.8425
LELP1	-0.499166666666667
TES	1.72875
C17orf87	1.405
FERD3L	-0.297
SH3TC1	-0.0465
RAB36	0.283
CRYGB	-1.018
GRIA3	0.7262
BHLHB9	1.972
C1QTNF9	2.561
GOPC	0.137375
PNPLA8	0.910666666666667
ZNF444	0.04675
FMO1	3.7625
POLR3C	0.80075
SLC35F3	1.70775
SGCG	-3.00133333333333
DCDC2	-0.01
NANP	-0.882
MGC23270	0.8255
BEX4	1.66641666666667
HYDIN	0.8624
RPS6KB2	-0.65225
ADRM1	-1.00483333333333
BAT3	-0.929
RAB31	-0.8165
SCGB2A1	6.317125
SLC6A14	-2.431625
DDX4	-0.31
PRRC1	0.121833333333333
AP3B2	2.33216666666667
TRGV7	-0.13
TMEM184B	1.05375
ADPRHL1	0.683166666666667
C21orf45	-1.501375
ARNTL	0.911
AADAT	-1.22075
CCL2	-0.565
SNTB2	0.0526666666666667
RGS9BP	-0.22225
KPNA1	0.29925
TMEM41B	-0.307
S100A11	0.478083333333333
DOT1L	-2.498
EFHC2	3.208
CLTC	0.0865
SRP9	0.990214285714286
ZNF521	0.361
FAM26F	-0.14275
GPR88	1.82833333333333
COL13A1	0.0245
CHMP4B	0.7108
SIGLEC6	-0.2275
NFAM1	0.13575
PVRL2	1.8316
ALKBH4	-0.0025
CCDC93	-0.4756875
NXT1	-0.20525
KCNK4	-0.01
TROAP	-2.513
KCNA10	0.1235
CCDC114	0.0118333333333333
RAN	-0.986583333333333
LMTK2	0.1815
LOC400657	1.0765
UFC1	1.79375
UBE1DC1	-0.642
EEF1A1	1.55044444444444
CHAC1	-1.4935
HMGA2	-6.0887
B3GALTL	-1.38875
ING2	-0.054
C1orf109	-0.896
INTS3	0.436
ZNF558	0.95125
TRPM4	1.79933333333333
LTB4R	-0.3875
ISYNA1	-0.08
LSM7	-0.79625
LRRC47	0.1138125
ZNF179	-0.936
EXDL1	-0.204666666666667
SLC4A10	-0.872625
ACSS2	-0.648
COPS7B	0.679
KIAA0040	3.15033333333333
C1orf95	0.3205
AP1GBP1	0.0585
OR9A2	1.0685
FAM71C	0.0216666666666667
RIN1	-1.962
ITGA4	-2.14275
DNAJC6	-0.2825
CLOCK	0.5235
SLC35A4	0.161833333333333
DSG4	0.024
LOC26010	0.4525
NSUN2	-0.67025
TMEM86B	-1.1384
C14orf135	0.045
KIFC3	-1.14583333333333
PHF5A	-0.09425
NCAPH	-2.111
STK11IP	0.24025
FLJ42953	1.435
CCDC19	2.81416666666667
ZNF329	0.09125
TAX1BP1	1.06133333333333
ZDHHC18	0.592333333333333
C10orf88	0.92075
TMBIM4	0.9078
NMUR1	1.1615
KIR2DS4	-0.216875
C9orf90	-0.17625
MGC87631	0.6545
KDR	3.2653
ST3GAL2	-1.254
RLN2	1.80983333333333
HPD	-3.003
MOXD1	-0.953833333333333
PDGFRL	2.16783333333333
SMYD4	-0.765857142857143
FAM103A1	-0.2875
MFAP4	1.18866666666667
LOC285141	2.0925
TMEM45B	-3.169875
SMCR7L	-0.329214285714286
GZMH	3.3745
CBLN1	-0.230333333333333
CNNM1	-0.09975
PHF17	-0.472666666666667
NUP98	0.28675
RMI1	0.223
PTPRS	0.3475
ANKRD57	1.7365
CLDN15	0.052
OR51A2	-1.075
GUCA2B	0.1005
DOCK9	1.8745
ITGB1BP1	-0.326833333333333
DLG2	0.2695
BRAP	-0.09575
SESN3	1.14125
ZC3H7B	0.03925
FAM101A	1.9875
FKSG24	-0.86
ZYG11B	-0.263875
RFC2	-0.8075
SH2D3A	0.628
DVL3	0.945583333333333
ADFP	-0.559833333333333
KRIT1	0.48375
SERTAD3	1.2395
LEFTY2	-2.116
KRT27	0.327
SCFD2	-0.26725
MN1	0.8625
RORA	-0.15075
PTPRD	-0.83425
PIAS2	0.367
CYP4X1	5.0455
FBXL15	-0.228
MYH15	-0.0675
CRX	-0.1235
TBC1D13	0.3955
SLC22A17	1.17116666666667
PLK2	2.03066666666667
ARHGAP9	0.97475
EIF1B	-0.1515
C20orf185	0.033
DEFA7P	0.0515
PRIM1	-2.77533333333333
CRYAA	-2.03975
BACE1	-0.1695
AGTRL1	0.607666666666667
ACAD9	0.04975
GRASP	1.17525
RBP4	-3.45366666666667
TFB2M	0.06675
METTL9	0.4353
ATP5O	-1.05675
SP100	0.7605
CPSF1	-0.348333333333333
S100A4	-1.2015
LIME1	-1.26925
GPR137C	1.14375
OR2A2	0.5195
C2orf29	0.052
NUP188	-0.04075
SDPR	2.931
RAI1	-0.247625
RPS20	-1.1024
LAMB1	-0.625
ADM2	0.4905
ZNF229	0.58475
DKFZp434K1815	-1.51575
EPN3	2.0795
CLIC3	-1.087
MEIG1	-0.85975
HMGB4	-0.157
STARD10	0.698
KLF8	3.423
EPB41L2	0.0961666666666667
JMJD6	-0.372125
CTSL1	-0.0873333333333333
GPR27	1.6695
ELAVL4	0.7015
MMP21	0.362
PPM1B	0.976375
SUV39H1	-0.5165
AAMP	0.83375
TUSC4	-0.190666666666667
MBD6	-0.1915
KLK13	2.92925
FMNL3	0.6955
TRIM13	0.06675
C15orf5	-1.02375
IQCF1	-0.144375
CACNG8	0.173
SLC35D3	-0.0326666666666667
ZDHHC9	0.482
ODF3L1	-0.0825
C9orf86	-0.8007
TSEN2	-0.348
C17orf64	0.10075
SEPX1	-0.6196
TSPO	-0.495666666666667
SYMPK	-1.33
ADORA1	1.06325
TSPAN10	-1.0055
SEMA6C	1.023
RTTN	-0.175
IL2	0.842
ARRDC3	0.6115
TBPL1	-1.017
STX12	0.35475
MRPL39	-1.574
OR8H3	0.0135
IFIT5	0.709
CASC5	-2.69075
FAM46A	0.399
HPCAL1	-0.768
CYLC1	-0.4615
VGLL2	0.31625
C20orf191	0.5675
CDH1	0.318166666666667
ITPA	-0.5215
CCDC101	-0.858
D15Wsu75e	-0.55525
EDA	-0.75125
CREG1	0.68375
OR7G2	0.263
SAP18	0.43075
IFIT1	1.34675
CALML3	2.78966666666667
FLJ37440	2.362
FNDC5	0.019
SERPINB6	0.116714285714286
JUNB	2.2894
SYS1	1.13725
SCN2A	2.09683333333333
ZKSCAN5	-0.4818
WNT7A	0.0955
TSHZ3	1.95175
RNF148	1.5525
H6PD	0.343375
CAD	-1.2625
ZNF449	0.84125
DOCK10	-0.063
FAIM2	0.448833333333333
HEXDC	0.30975
PRB1	0.366
C14orf148	0.588
ETHE1	0.22775
IRF5	0.7769
GNMT	0.772833333333333
MGC16291	-0.938375
RPAIN	-0.821642857142857
CAGE1	0.3335
CNTNAP3	-0.5725
ACTR1B	-0.2955
EEF1E1	-1.77325
MSX1	-1.283625
ESF1	-0.3079
HSPC171	-1.06525
MRPL2	-1.11616666666667
RDH12	-0.999666666666667
CELP	-0.4625
METRNL	-0.62725
C10orf116	3.266
C19orf48	-1.1535
ZNF346	0.31075
NCR1	-1.089
C10orf64	-0.021
CD52	1.0025
VPS18	0.55975
AP4S1	0.725666666666667
NPBWR1	-1.817
TPK1	0.63675
UBA52	-1.212
RIPK1	0.8595
CPNE3	-0.7146
HSPC159	0.142875
C8orf38	-0.1065
LRRC4B	-0.2865
PARP10	-0.5739
ANKRD50	0.44875
CXCL9	4.98275
FGF18	1.57090909090909
EIF2A	-0.3285
SLC20A2	1.137
KIAA1549	0.265333333333333
SPINT1	1.7319
ZNF584	-0.298
CRBN	1.33533333333333
ABCF3	0.139166666666667
NCBP1	-0.0878333333333333
PLA2G4F	0.969166666666667
PCDH10	1.540625
TTC21A	0.66075
C20orf144	-0.5285
FGFR1OP2	-0.544333333333333
SLC9A1	0.4988
CHRND	-0.0295
FOXF1	-2.56375
KIAA1467	2.17
TPO	3.039
LTF	3.64757142857143
DNAJB9	1.02725
MRPS27	-0.567
bA16L21.2.1	0.57
WBP2	-0.122
MRGPRX3	-1.06033333333333
PRPF18	0.6395
C10orf58	1.69
SMOC1	-2.68
ADAT3	-0.512833333333333
TMEM138	-0.26775
TMEM131	0.8945
TIMM8B	-0.6925
MYH7	-0.549666666666667
ST6GAL2	-0.037625
KIF1C	-0.19225
SUHW2	-1.626
PAPSS1	0.60375
CABP2	-0.4415
HOXA4	0.06625
ELF2	-0.4215
SEMA3D	0.5825
MC5R	-0.037
OGFR	-0.418
FLJ30092	0.2805
TGFA	-0.6565
MMP17	-1.18975
KIF15	-3.66425
CHIA	0.258
CATSPER3	0.52225
CEACAM7	1.639
PADI2	1.170875
HOXA9	1.99816666666667
LNX2	0.338333333333333
TMEM144	2.634
HIF1AN	0.97
METTL7A	0.4271
C6orf165	3.67366666666667
KIAA1468	0.866
DSG3	3.984
ZNF180	1.31983333333333
EIF4E3	2.0545
SLC46A1	0.67475
DKK1	-4.3115
ZNF205	-0.532666666666667
LOC162073	0.248611111111111
COX7A1	3.8745
MAGEA1	-4.07483333333333
NEDD8	-0.1035
KLHDC5	0.0478333333333333
C3orf19	-0.0276666666666667
MRPS2	-1.00575
POLR3H	-0.321214285714286
ABHD11	0.9868
TMEM17	1.69475
PAIP2B	0.087
MAT1A	-2.87975
LGI3	-0.37425
THUMPD2	0.35275
TKTL2	-0.0595
XAGE3	-2.80266666666667
CALM3	-0.445416666666667
C6orf136	-0.866
KCNC4	0.376833333333333
RGS9	1.34716666666667
ACIN1	-0.268833333333333
SPATS1	0.04675
XKR8	-0.35775
FAM84A	2.39475
MS4A7	4.09345454545455
AGXT2L2	0.1555
OR1F1	-0.4925
SMAP1L	0.0203333333333333
IPO11	1.059125
ZC3H11A	0.795
C1orf151	-0.173625
RNASEH2A	-1.56875
CCR10	-1.7425
TXNDC11	0.653
TMEM112	-0.003375
MAP1B	-0.185357142857143
NVL	0.73875
PKM2	-1.53635
ARC	-0.58025
NUP54	-0.437
PPFIBP2	1.595
STAT2	0.356625
PTAFR	1.60016666666667
ROBO2	0.7355
RNF40	0.205333333333333
CCDC135	-0.264166666666667
IFT81	0.2064
MORF4	-0.19125
TM7SF3	0.29725
OR10H3	0.093
ABP1	1.265
CHRD	1.043125
PLEKHA8	0.0365
NCALD	1.5405
OR5AK2	0.27425
ACCN1	0.125333333333333
SLITRK1	-0.797
ARMET	-0.56
C9orf52	0.9365
REEP4	-0.85025
MTSS1	1.2675
ADH1B	3.57516666666667
DLD	-0.35575
CDK5	-0.86925
PPFIA1	0.2020625
WFDC3	0.64475
DNAJB12	0.395142857142857
RANGRF	-1.3705
MLANA	-4.9775
AMY2B	0.71525
KIAA0319	-1.86
RPS7	0.027
JAK3	0.2683
ARFGEF1	1.05225
CXCL5	0.0766666666666667
TRAPPC4	-0.8325
CETN2	1.3655
HSPC111	-1.64025
RHOBTB3	-2.5583
PHLPP	0.9385
RGS10	1.084
TMEM58	1.0945
CHERP	0.45375
HSP90AB3P	-0.0931666666666666
FSTL3	-0.314666666666667
PEX11A	2.336
OR5V1	0.422
FCN3	1.91525
PTPN3	1.5245
NPTX1	-5.034125
C21orf84	-0.4725
C11orf51	-0.66725
ZBED2	0.503
FLJ90757	1.887
NPY2R	6.22775
PLD3	1.18825
SYT17	1.7055
SGSM2	0.03075
OR1A2	0.38125
FOXP1	2.225125
SLC5A1	4.39275
POFUT1	-0.7562
EPHB6	-1.64733333333333
MYO1G	-1.77875
STAC	-0.1606
KLHL17	-1.00033333333333
RGMA	0.9471
TJP2	0.9343
FAM114A1	-0.137166666666667
SERINC1	1.23825
SLC9A8	0.1535
PEX19	1.591875
EDN2	1.6175
PSMD7	-0.931666666666667
C3orf41	-1.6425
UQCR	-0.38575
PPP1R3C	1.531
LRP4	-1.057
TM2D1	-0.40225
TTC17	0.5031875
C4BPB	-0.069375
CCL25	0.0385
ZNF253	0.953666666666667
CHRNA9	-4.06525
SOX11	-1.981125
HIVEP3	-0.1135
CGN	2.03408333333333
C3orf35	0.146875
PKD2L1	2.404
SYVN1	0.32375
PDE8B	1.049875
LOC439951	-1.37525
LTC4S	1.445
MIF4GD	0.213833333333333
SMARCA2	0.6713125
TUBGCP6	-0.151166666666667
CABLES1	-0.3095
C16orf77	2.79833333333333
ZNF791	1.553
FUT5	-1.0635
ADH6	-1.924
P4HB	0.21675
CLDND2	-1.538
ALKBH8	0.22875
PLAC4	-2.305
F11R	1.5005
MGC35295	0.94
PDZD4	-0.0393333333333334
LOC389073	-0.2595
FAM80B	-0.336
PSMB1	-0.7
TXN	-0.365833333333333
VIPR1	2.0097
WBSCR18	0.2156
EXOSC6	-0.359833333333333
ACTA2	4.25133333333333
SP5	-1.877
ANKRD1	-3.072
DDR1	2.6384
ATP6V1D	0.90875
PTGS1	-1.23891666666667
RNF157	-1.322
DCC	0.590333333333333
SPAG7	0.085
FBXO18	1.11975
UBE3C	-0.4618
HOXC6	0.95275
LRP2BP	-0.0101666666666667
MYST2	0.6865
PDSS2	0.1225
ATE1	-0.04625
ARAF	1.171
KLF10	-0.1075
PLA2G2E	0.0265
ASCL1	-1.08816666666667
TSNAXIP1	1.63225
FAM131B	0.311375
IFNA10	0.1835
NUP43	-1.344125
FAM44B	0.086125
L1TD1	-4.08983333333333
NMD3	-0.80425
C18orf54	-1.4342
PHOSPHO1	-0.0395
RAG2	-1.2225
EMILIN3	-0.0955
METTL3	0.13775
VPS13C	-0.96075
REXO2	-1.18525
ANXA4	0.76475
CA1	-0.8785
DCP1B	0.61075
TULP3	-0.494666666666667
ATP2A2	0.208357142857143
ATIC	-0.08125
ADAM15	-0.579916666666667
NPL	0.559166666666667
LGR4	-0.878625
UEVLD	0.768666666666667
GAB1	1.96
SNAI2	1.43033333333333
ZGPAT	0.073
SNF1LK	0.0391249999999999
DLEU1	-2.24825
UBE2Q1	0.975875
ZMYM6	0.0906875
JPH3	-2.35316666666667
FAM38A	-0.379833333333333
PXK	0.305
DENND2D	2.14925
BAX	-1.62916666666667
CP	-1.93618181818182
RPL37	-1.0295
G6PC3	-0.225125
NCOA4	1.06033333333333
LRRC14	-0.284875
GORASP1	1.49225
FCHO2	0.589625
CYP24A1	-3.6272
FXYD3	1.3285
SMARCAL1	0.5185
ABCB8	0.272666666666667
CCDC44	-0.349
PRDM7	-3.61525
USH1C	-1.19175
DNAH5	1.65466666666667
SRF	0.76375
MAL2	1.77616666666667
PGPEP1	0.125416666666667
SIN3B	0.07675
SEMA3C	1.353
GRAMD3	2.82925
FBXO10	-0.373
OR5D13	0.3975
FLJ31818	0.57575
CACNA1I	-0.598
S100A13	-0.4365
TP63	3.64035714285714
ANXA11	0.8486
WDR66	1.0435
CSF2RB	0.8635
IFI44	0.101
DACT1	1.271
ANKRD23	-1.475625
ATP5G1	-1.472
C21orf70	-1.26416666666667
PPWD1	-0.789
DNAJC13	0.3105
PAH	-3.66566666666667
PTCH2	0.1165
TRMU	-1.63625
CCDC9	0.528
USP3	-0.0856
DCLRE1C	-0.0644
FAM55C	0.1925
FRMD4B	2.02625
CYP2R1	-0.2485
RFPL1	0.3272
XPO5	-0.77325
ARL6IP2	0.8295
OSBPL5	1.0075
MMP9	1.46409090909091
KIAA0802	-0.1325
DHRS2	-2.73433333333333
SGEF	1.488375
TXNDC10	-0.6942
EXOC6	1.11
RPS27	0.686166666666667
PNCK	-0.986833333333333
FSTL1	-0.13575
AACS	0.763
SLMAP	0.917833333333333
SAMD4A	-0.7814
ABRA	0.20825
SMARCD3	0.5615
PKNOX2	1.04683333333333
A4GNT	-0.147
C9orf39	-0.7055
RALYL	-0.19625
MGC33556	-2.8645
C10orf25	0.0465
BBOX1	6.077
NHEDC1	-0.0375
XDH	0.21225
GCSH	-0.5845
EDN1	2.46716666666667
MTERF	0.47075
CLK4	1.659375
ZNF799	1.73666666666667
KCNG1	-1.63325
CXCR4	1.588
PTPRR	-2.53025
IRAK1	-0.54575
LOC401397	-0.2655
TMSB10	0.9755
CXCL3	-3.2227
TMC4	2.3555
OR7A10	0.2825
STYK1	1.3955
CHRNA10	-0.225
CCNI	0.66325
EP300	1.13392857142857
LOC165186	-0.304833333333333
HIC2	-2.829
SDR-O	0.1895
OR2W1	0.1595
KCNA6	0.052
TRIM74	-0.73625
REEP6	1.72325
ATP5G2	-0.46725
ERG	0.95225
TMEM42	-0.41925
PARN	0.254
SOD2	-0.7454375
DIRAS1	-0.0233333333333333
PNPT1	-0.801
JOSD3	-0.81225
hCG_40738	0.536
PDE1C	-0.56625
SEMA4D	1.05825
AGPAT1	-0.520333333333333
NOSTRIN	2.781875
MAP3K3	-0.3885
MAX	0.605714285714286
CAPS	0.871333333333333
SERPINA12	0.046
OSBPL8	0.185375
RICS	1.805
NR4A2	2.24433333333333
PPCS	0.917
LONP1	-1.145
SCYL3	2.0115
HERC2P2	-0.575
FIBCD1	-1.1775
C15orf41	-0.7165
DMC1	-0.4505
C20orf27	0.1745
RPS6KA5	1.5974
FAHD1	0.2025
SLC12A4	0.0195
BRCA1	-1.933
GBL	-0.3055
SLK	0.587833333333333
NUDT9P1	0.1435
NOXO1	-0.229
USP52	-0.89475
BAZ1B	-0.857125
SLCO2B1	2.64775
BBS12	1.23233333333333
LRGUK	0.477333333333333
TERF2IP	0.33075
COL1A1	3.604
KIAA0090	-0.39175
GRK5	0.830333333333333
AP1S2	-1.5838
TMEM52	-0.793833333333333
CA11	0.498
OR4A15	0.204
ACBD3	0.8091
SPAG11B	0.0785
PRDM2	1.0126
FOXP3	0.29
SMYD3	0.7636
LOC389199	-0.8335
LGI2	0.559166666666667
NAPE-PLD	0.6603
ANKRD6	1.7245
WDR45	-0.168333333333333
SHROOM1	3.171
PSCD3	-0.3415
PYY	0.105
KCNC1	-0.4705
ARHGEF9	0.4346
OR8J1	0.00350000000000001
GPR55	0.0763333333333333
NS3BP	-0.1115
C10orf22	0.619666666666667
NAT8L	-1.682
DUSP4	1.64016666666667
FOXM1	-2.93133333333333
GRAMD2	2.3913
ZBTB48	0.225
BUD31	-0.4175
PABPC5	1.1955
CCDC41	-1.31425
FBXO11	0.555166666666667
C6orf148	-0.2775
RFXAP	-0.46975
C6orf15	0.309666666666667
CDK8	-0.794
C6orf70	0.29
TESSP2	0.3035
ALG2	0.7925
PPP1R3D	1.245
TPM3	0.441944444444444
SYT13	4.283
EPB42	-0.488
CETN3	-0.469
PRY	0.462
NTHL1	-1.3715
POLR2B	0.084
RPS28	-0.74975
P2RX3	0.0175
LYZL4	0.42175
WBP4	-0.1373
PMM1	-0.33875
C11orf79	0.19525
CBLL1	-0.7185
IL1F10	0.110833333333333
VAX2	-0.231
SETDB1	0.8285
LRAP	-0.803666666666667
GCLM	-0.613333333333333
CPEB3	2.17125
PPM1A	0.8426875
INTS1	-0.9005
CAMTA1	0.886333333333333
SAMSN1	-1.58925
LOC158830	-2.3705
GMPPA	0.116875
AIPL1	-0.41175
IL24	0.375916666666667
BDKRB1	-3.25033333333333
MLF1	1.4976
TAF12	-0.6005
ID1	-2.4365
THADA	0.248
PIK3CB	0.74625
OR4N5	0.5945
TBC1D17	-0.3155
COX8A	-1.379
CDCA4	-0.10975
C2orf44	-0.15725
ZNF534	-1.23275
IMMP1L	-0.789
NIPSNAP3B	0.619875
FTMT	0.13675
PWP2	-1.06166666666667
MMP15	0.8066
DNAH11	-0.62975
MTMR14	0.410125
DNAL4	1.9525
IPP	0.26675
TMEM59	0.22575
C1orf157	0.572
RGS4	-0.0228333333333333
DDX18	-0.0308333333333333
SNX6	0.3615
ZNHIT2	-0.111333333333333
NCDN	-0.214666666666667
FLJ33534	0.67125
RAG1	-1.616375
OR4D10	0.054
PTPN5	0.845166666666667
POMT1	0.263875
LRRC8A	0.5104
CYP1A1	-1.23025
CAPN1	1.27616666666667
DDHD2	-0.25975
GRIK2	-0.40175
GNRHR	0.22075
PPBP	0.20025
HTR3A	-0.623125
SLITRK4	-0.49425
ANKRD49	0.0475
BTF3	0.0681
SARS	-0.28975
C13orf18	0.330666666666667
CACNB1	-0.176142857142857
QKI	-0.0997727272727273
SETMAR	1.44825
MAN2B1	0.6335
EML3	-0.12125
ACADL	1.48583333333333
OFD1	0.307625
DEFB114	-0.569
CGA	0.1058
PEX16	0.2795
LRRC10	0.0415
GNG12	-1.4685
C1orf152	-0.989666666666667
CHRM1	0.1575
CD53	0.738375
DBH	-0.9035
TFAP2B	4.2495
HIST1H2BJ	-0.670833333333333
FAM46D	0.315
TMEM11	-0.30375
C3orf32	-1.4595
PCCB	0.51425
IPO13	0.068
C6orf105	-1.80325
COMMD5	-0.03875
SUV420H1	0.4954
LTBR	1.30625
ARHGAP15	-0.314375
HDHD2	0.74575
TDRKH	0.972666666666667
LOC401052	2.3725
PSG4	-0.881
GNB4	-0.4132
SPATA4	2.444
SLC9A3	-0.7495
OSBP	0.749833333333333
NBPF3	1.02166666666667
DOCK11	-0.4425
SLC39A5	-1.83
PRR5	-0.3385
C10orf63	1.32225
SMTNL2	-0.00474999999999999
ADRA1A	0.1145
ASAH1	2.3686
DOM3Z	-0.1897
GIPR	-0.183
AHI1	-0.246583333333333
NADSYN1	-0.297833333333333
RGS14	-0.4814
IL18BP	0.7973
RTN4RL1	1.35133333333333
ARMC6	-0.69375
PSMD5	0.269833333333333
HK3	0.3016
OR4S1	0.25825
RSU1	1.4973
MAD2L1	-2.71755555555556
EIF4A3	-0.193
DLEC1	0.161166666666667
E4F1	-0.295
CHMP2B	1.0129
CAMSAP1	-0.16975
RPS21	-0.9045
ARID5A	1.1175
UBE2N	-0.1675
IGSF8	0.919666666666667
MAGEB6	-2.129
ACAD11	-0.4082
MGC4172	-0.0635
LMO4	-0.63825
KLKB1	0.22525
HP	-0.8605
HDAC3	-0.00674999999999999
SCHIP1	0.703
CLCA1	0.1795
OLFML2A	1.15375
C1orf112	-0.4955
KIF19	1.97841666666667
HAPLN4	-0.3913
CXCR7	-0.0448333333333333
GOT2	-0.1052
RAB38	-0.442125
DCX	3.38575
PPM1H	-0.41525
NFYC	-0.403916666666667
KIN	0.183
ZNF228	1.76275
PLSCR4	2.60333333333333
HIG2	-0.9
FAM79B	6.128
C21orf86	-0.4242
KCNK10	0.14425
ZNF738	-0.447375
FSTL5	-1.05116666666667
OR6A2	0.0635
OTOA	0.8565
EXOC1	0.164875
AHRR	-3.935
PDAP1	-1.55783333333333
C19orf6	-0.11425
ZAN	0.00275
LY6G6E	0.2755
EIF4E2	-0.86925
C20orf198	0.044
ZNF324	0.4155
CYP3A5	-3.37033333333333
ENTPD7	1.306
MBOAT5	0.847333333333333
