Hybridization REF	TCGA-A7-A0CG-01A-12R-A056-07
PSENEN	-0.00633333333333334
OPTC	-0.394
FCRL2	0.6175
KBTBD11	-0.38125
PCK1	0.176
CENTD3	-0.6875
MEGF8	-0.156
ALPPL2	-0.14775
OBFC2B	-0.440333333333333
ZFYVE20	0.33825
GALC	1.4245
CTRB2	0.104
C20orf71	0.5484
TBKBP1	-0.191166666666667
CAMLG	1.0035
TREML4	2.579
RSAD1	-0.85125
TUBA3D	-0.0906
KIAA1833	-0.104375
PNPLA1	0.508
LRRC34	-1.349
CDH26	-0.860833333333333
ZNF167	0.635666666666667
ZBTB26	-0.5513
VWF	3.8338
VTN	-1.0385
BAD	0.75825
PDS5B	1.20616666666667
ZNF644	0.13475
SH3GLB2	-1.026625
SMPDL3A	0.6194
NRG2	0.701
IL15	1.25733333333333
GABARAPL1	0.262666666666667
LAT2	0.289
SLCO1A2	-2.01633333333333
LIG4	-0.0323333333333333
GSDMDC1	-0.22425
BMP4	-0.146
METT10D	-0.353625
SYCE1	0.308666666666667
SPANXD	-6.03925
SLC12A9	-0.191333333333333
MC1R	-2.4105
RNF168	-0.692
TRIM69	0.72
GALNT7	2.60783333333333
ISG20L2	-0.0945
KIAA2026	0.7295
TNFAIP8L1	-1.1325
DPY19L2	-0.52175
C12orf63	-0.536
PRDX5	0.023
MED6	-0.78325
TXNDC5	-0.13675
CD46	1.75575
CCK	-3.3975
C17orf48	-0.052
ANUBL1	1.733
SIT1	1.27933333333333
TYSND1	0.144
DEF6	0.1625
GLT8D4	1.268
UTP14A	-0.3265
RPH3AL	0.6345
NXF1	-0.8445
TRERF1	-0.327833333333333
TUBB3	-1.637125
SLC24A2	0.211
SEC22B	2.21333333333333
ZNF653	-0.35075
GGTL3	-2.02708333333333
CDKL2	1.115
CTF8	-0.467666666666667
EPC1	1.03616666666667
CYP4A11	-0.913833333333333
THRSP	5.39816666666667
LELP1	-0.00550000000000003
TES	0.2975
C17orf87	2.0525
FERD3L	0.02075
SH3TC1	-0.5345
RAB36	-0.2415
CRYGB	-1.85
GRIA3	1.64477777777778
BHLHB9	1.147
C1QTNF9	1.87475
GOPC	0.258875
PNPLA8	0.134833333333333
ZNF444	0.20425
FMO1	4.255
POLR3C	0.084
SLC35F3	1.493
SGCG	-1.54866666666667
DCDC2	-1.37783333333333
NANP	-0.664
MGC23270	-0.57
BEX4	0.561416666666667
HYDIN	0.425222222222222
RPS6KB2	-2.08025
ADRM1	-1.23991666666667
BAT3	-1.06075
RAB31	0.490875
SCGB2A1	6.819625
SLC6A14	-1.82575
DDX4	-0.54925
PRRC1	1.22633333333333
AP3B2	-0.179666666666667
TRGV7	0.055
TMEM184B	0.0225
ADPRHL1	0.773333333333333
C21orf45	-0.46925
ARNTL	0.6845
AADAT	-0.99425
CCL2	1.62616666666667
SNTB2	-0.144166666666667
RGS9BP	0.48175
KPNA1	0.41775
TMEM41B	0.217333333333333
S100A11	0.850666666666667
DOT1L	-2.1485
EFHC2	0.302125
CLTC	-0.591666666666667
SRP9	1.7865
ZNF521	1.014
FAM26F	0.67825
GPR88	1.41166666666667
COL13A1	-1.46383333333333
CHMP4B	-0.7919
SIGLEC6	0.437666666666667
NFAM1	0.490875
PVRL2	0.5954
ALKBH4	-0.14525
CCDC93	-0.209875
NXT1	-0.4515
KCNK4	0.922
TROAP	-2.24433333333333
KCNA10	0.58275
CCDC114	0.175666666666667
RAN	-1.00625
LMTK2	-0.2985
LOC400657	-0.377
UFC1	1.4885
UBE1DC1	-0.772
EEF1A1	0.7855
CHAC1	-0.2315
HMGA2	-5.7636
B3GALTL	-1.03
ING2	0.589
C1orf109	-0.39925
INTS3	0.611
ZNF558	0.37775
TRPM4	1.937
LTB4R	-1.3225
ISYNA1	-1.0855
LSM7	-0.37175
LRRC47	-0.1911875
ZNF179	-1.56966666666667
EXDL1	-0.5718
SLC4A10	-1.29075
ACSS2	-0.671333333333333
COPS7B	-0.6745
KIAA0040	1.863
C1orf95	-0.758
AP1GBP1	-0.0155
OR9A2	0.3365
FAM71C	-1.156
RIN1	-1.21483333333333
ITGA4	-1.116625
DNAJC6	-1.058
CLOCK	0.681166666666667
SLC35A4	0.426166666666667
DSG4	-0.48075
LOC26010	-0.37275
NSUN2	-0.844
TMEM86B	-1.3448
C14orf135	-0.458
KIFC3	-1.90666666666667
PHF5A	-0.199
NCAPH	-2.215625
STK11IP	-0.203
FLJ42953	0.4415
CCDC19	2.16116666666667
ZNF329	0.35625
TAX1BP1	0.376333333333333
ZDHHC18	-0.458333333333333
C10orf88	0.37875
TMBIM4	1.4287
NMUR1	0.853
KIR2DS4	0.5535
C9orf90	0.10625
MGC87631	-0.5355
KDR	3.1102
ST3GAL2	-1.185
RLN2	-0.933333333333333
HPD	-4.26625
MOXD1	-0.154166666666667
PDGFRL	2.845
SMYD4	-0.892214285714286
FAM103A1	0.640166666666667
MFAP4	1.54133333333333
LOC285141	2.31
TMEM45B	-1.331875
SMCR7L	-0.691071428571428
GZMH	4.89475
CBLN1	-2.396
CNNM1	-0.6035
PHF17	-0.302916666666667
NUP98	0.0805833333333333
RMI1	-0.39525
PTPRS	0.50975
ANKRD57	0.167625
CLDN15	-0.786833333333333
OR51A2	0.7005
GUCA2B	0.0915
DOCK9	1.6815
ITGB1BP1	-0.623833333333333
DLG2	0.9515
BRAP	-0.14625
SESN3	0.708
ZC3H7B	0.23225
FAM101A	1.66366666666667
FKSG24	-0.6815
ZYG11B	-0.92425
RFC2	-0.98975
SH2D3A	0.406666666666667
DVL3	-1.07575
ADFP	-0.332333333333333
KRIT1	-0.439375
SERTAD3	2.1255
LEFTY2	-1.716
KRT27	1.8105
SCFD2	-0.16275
MN1	-0.45575
RORA	0.26075
PTPRD	-0.12125
PIAS2	-0.462166666666667
CYP4X1	7.6815
FBXL15	-0.14075
MYH15	-0.000333333333333334
CRX	0.180166666666667
TBC1D13	0.93425
SLC22A17	0.980333333333333
PLK2	1.60666666666667
ARHGAP9	1.97175
EIF1B	0.26275
C20orf185	-0.172666666666667
DEFA7P	0.894
PRIM1	-2.38433333333333
CRYAA	-2.6335
BACE1	0.43875
AGTRL1	0.980833333333333
ACAD9	-0.030375
GRASP	0.81775
RBP4	-1.11466666666667
TFB2M	0.77775
METTL9	-0.4368
ATP5O	-0.02925
SP100	0.4271
CPSF1	-1.16616666666667
S100A4	-0.387
LIME1	-0.5135
GPR137C	-0.90075
OR2A2	0.134
C2orf29	-0.6375
NUP188	-1.47
SDPR	0.49775
RAI1	-0.736625
RPS20	0.6947
LAMB1	-0.78
ADM2	0.386333333333333
ZNF229	-0.859
DKFZp434K1815	-1.239625
EPN3	1.26083333333333
CLIC3	0.38075
MEIG1	0.1625
HMGB4	-0.4075
STARD10	2.1955
KLF8	2.7225
EPB41L2	-0.345333333333333
JMJD6	-0.80275
CTSL1	-0.580666666666667
GPR27	-0.0305
ELAVL4	0.930125
MMP21	-0.4705
PPM1B	0.920875
SUV39H1	-1.33925
AAMP	-0.3915
TUSC4	0.493
MBD6	-0.50925
KLK13	-0.19025
FMNL3	0.7095
TRIM13	0.927666666666667
C15orf5	-0.48375
IQCF1	-0.276
CACNG8	-0.2425
SLC35D3	0.0566666666666666
ZDHHC9	0.2785
ODF3L1	-0.1505
C9orf86	-0.839
TSEN2	-1.29175
C17orf64	0.32775
SEPX1	-0.0385
TSPO	0.364833333333333
SYMPK	-0.479
ADORA1	0.46225
TSPAN10	0.021
SEMA6C	0.3745
RTTN	-1.1846
IL2	1.913
ARRDC3	0.249333333333333
TBPL1	-0.439833333333333
STX12	1.06975
MRPL39	-0.621
OR8H3	-0.1095
IFIT5	1.68766666666667
CASC5	-2.37325
FAM46A	-0.614166666666667
HPCAL1	-1.206375
CYLC1	1.681
VGLL2	0.077875
C20orf191	0.01225
CDH1	1.12266666666667
ITPA	-0.829
CCDC101	-0.48575
D15Wsu75e	-0.55825
EDA	-0.9825
CREG1	-0.1135
OR7G2	-1.586
SAP18	1.45058333333333
IFIT1	1.528
CALML3	2.37833333333333
FLJ37440	2.259
FNDC5	0.4695
SERPINB6	0.0305714285714286
JUNB	0.8178
SYS1	1.6385
SCN2A	1.6165
ZKSCAN5	-0.7635
WNT7A	0.013
TSHZ3	2.63525
RNF148	1.15525
H6PD	0.041875
CAD	-1.31733333333333
ZNF449	0.4255
DOCK10	-0.8685
FAIM2	0.534333333333333
HEXDC	-0.2945
PRB1	0.714
C14orf148	-2.1005
ETHE1	1.2965
IRF5	0.1615
GNMT	2.715
MGC16291	-1.837625
RPAIN	-0.813714285714286
CAGE1	-1.33
CNTNAP3	-1.841
ACTR1B	-0.32725
EEF1E1	-1.4645
MSX1	-0.933125
ESF1	-0.4697
HSPC171	-0.076
MRPL2	-0.812333333333333
RDH12	-0.381833333333333
CELP	0.0295
METRNL	-0.275
C10orf116	4.42383333333333
C19orf48	-1.21575
ZNF346	-0.484
NCR1	-0.6245
C10orf64	0.967
CD52	3.05925
VPS18	1.178
AP4S1	0.8105
NPBWR1	0.4395
TPK1	1.79425
UBA52	-0.1115
RIPK1	0.638166666666667
CPNE3	0.7015
HSPC159	0.033625
C8orf38	0.5025
LRRC4B	0.031
PARP10	-0.1123
ANKRD50	1.02575
CXCL9	7.288
FGF18	1.03545454545455
EIF2A	0.82925
SLC20A2	1.08966666666667
KIAA1549	-0.280083333333333
SPINT1	2.3657
ZNF584	-0.2935
CRBN	0.4465
ABCF3	-0.399666666666667
NCBP1	-0.269
PLA2G4F	1.182
PCDH10	-0.7455
TTC21A	0.16075
C20orf144	-0.033
FGFR1OP2	-0.125
SLC9A1	0.2553
CHRND	0.384
FOXF1	-2.39375
KIAA1467	0.4875
TPO	2.374
LTF	5.26835714285714
DNAJB9	0.587
MRPS27	-0.52275
bA16L21.2.1	0.2325
WBP2	-0.586666666666667
MRGPRX3	-1.06
PRPF18	0.96025
C10orf58	0.69325
SMOC1	-3.0285
ADAT3	0.391333333333333
TMEM138	0.2095
TMEM131	-0.304
TIMM8B	0.27525
MYH7	-0.353333333333333
ST6GAL2	1.038
KIF1C	0.577
SUHW2	-0.8555
PAPSS1	0.961
CABP2	-0.031
HOXA4	0.1745
ELF2	0.554
SEMA3D	1.4784
MC5R	0.141
OGFR	-0.282
FLJ30092	-0.6195
TGFA	-0.6438
MMP17	-0.0885
KIF15	-2.375
CHIA	0.998
CATSPER3	0.03275
CEACAM7	2.87925
PADI2	3.02825
HOXA9	2.197
LNX2	0.827833333333333
TMEM144	2.5515
HIF1AN	0.3945
METTL7A	0.2446
C6orf165	2.4945
KIAA1468	0.025375
DSG3	2.253
ZNF180	0.596166666666667
EIF4E3	1.914125
SLC46A1	0.175
DKK1	-3.75216666666667
ZNF205	0.289833333333333
LOC162073	-0.0950555555555555
COX7A1	5.25175
MAGEA1	-4.4222
NEDD8	-0.0373333333333333
KLHDC5	-0.482611111111111
C3orf19	0.679833333333333
MRPS2	-0.93275
POLR3H	0.00642857142857142
ABHD11	0.7221
TMEM17	1.099
PAIP2B	0.5198
MAT1A	-3.7685
LGI3	-0.08175
THUMPD2	-0.2425
TKTL2	0.0445
XAGE3	-1.99383333333333
CALM3	0.616333333333333
C6orf136	-0.8345
KCNC4	0.3755
RGS9	1.5065
ACIN1	-1.209
SPATS1	-0.71375
XKR8	-0.04475
FAM84A	3.00725
MS4A7	5.35727272727273
AGXT2L2	-0.14575
OR1F1	-0.177
SMAP1L	0.55975
IPO11	0.595
ZC3H11A	0.5540625
C1orf151	0.68525
RNASEH2A	-1.5355
CCR10	-0.3875
TXNDC11	0.124333333333333
TMEM112	0.489375
MAP1B	0.0346428571428571
NVL	1.7665
PKM2	-1.0882
ARC	-1.13325
NUP54	-0.296
PPFIBP2	2.18166666666667
STAT2	1.38625
PTAFR	2.25466666666667
ROBO2	-0.2875
RNF40	-0.613
CCDC135	-1.09016666666667
IFT81	-0.282111111111111
MORF4	0.1995
TM7SF3	0.294875
OR10H3	-0.283
ABP1	0.0845
CHRD	0.08425
PLEKHA8	0.162333333333333
NCALD	1.67116666666667
OR5AK2	-0.7675
ACCN1	0.741
SLITRK1	-1.43133333333333
ARMET	-0.78475
C9orf52	1.33625
REEP4	-0.9255
MTSS1	1.452375
ADH1B	4.87233333333333
DLD	0.17875
CDK5	-0.8365
PPFIA1	-0.58325
WFDC3	0.909
DNAJB12	0.769714285714286
RANGRF	-0.391
MLANA	-4.8145
AMY2B	-0.01275
KIAA0319	-1.195625
RPS7	0.0005
JAK3	0.0197999999999999
ARFGEF1	0.668
CXCL5	0.310333333333333
TRAPPC4	0.0215
CETN2	0.9025
HSPC111	-1.37325
RHOBTB3	-2.1854
PHLPP	-1.1825
RGS10	2.2785
TMEM58	0.47125
CHERP	-0.262
HSP90AB3P	-1.4485
FSTL3	-0.987833333333333
PEX11A	2.80825
OR5V1	0.5475
FCN3	2.533
PTPN3	-0.059375
NPTX1	-4.6435
C21orf84	-1.63375
C11orf51	0.067375
ZBED2	1.76875
FLJ90757	-1.1355
NPY2R	6.812
PLD3	-0.305
SYT17	0.0895
SGSM2	-1.06475
OR1A2	0.075
FOXP1	1.5435
SLC5A1	3.92675
POFUT1	-0.5335
EPHB6	-2.55533333333333
MYO1G	-1.227875
STAC	-0.517
KLHL17	-1.038
RGMA	1.1144
TJP2	-0.9856
FAM114A1	0.0865
SERINC1	1.48675
SLC9A8	0.4365
PEX19	0.9495
EDN2	4.03175
PSMD7	-1.14888888888889
C3orf41	-1.1655
UQCR	0.16275
PPP1R3C	-0.26725
LRP4	-2.041
TM2D1	0.26075
TTC17	-0.0666875
C4BPB	-2.707625
CCL25	0.32275
ZNF253	0.131
CHRNA9	-3.592
SOX11	-0.6865
HIVEP3	-0.07
CGN	1.04683333333333
C3orf35	0.23975
PKD2L1	2.309
SYVN1	-0.5055
PDE8B	-0.294875
LOC439951	-0.00325
LTC4S	2.91333333333333
MIF4GD	-0.286
SMARCA2	2.4184375
TUBGCP6	-0.910666666666667
CABLES1	0.2725
C16orf77	2.483
ZNF791	0.17075
FUT5	1.491
ADH6	-3.37083333333333
P4HB	-0.346
CLDND2	-0.4785
ALKBH8	0.05575
PLAC4	-0.4555
F11R	1.10142857142857
MGC35295	0.389166666666667
PDZD4	-0.8065
LOC389073	-1.20825
FAM80B	-0.184666666666667
PSMB1	-0.3745
TXN	-0.562333333333333
VIPR1	1.3414
WBSCR18	0.012
EXOSC6	-0.967166666666667
ACTA2	4.2925
SP5	-1.01108333333333
ANKRD1	-2.58225
DDR1	0.4798
ATP6V1D	0.11775
PTGS1	-0.553583333333333
RNF157	-1.341
DCC	0.768
SPAG7	-0.23
FBXO18	-0.0635
UBE3C	-0.2569
HOXC6	0.13075
LRP2BP	-0.224333333333333
MYST2	-1.04325
PDSS2	0.37925
ATE1	0.51675
ARAF	-0.88
KLF10	-0.091
PLA2G2E	0.71625
ASCL1	-1.31683333333333
TSNAXIP1	0.59025
FAM131B	-0.013875
IFNA10	2.636
NUP43	-0.52
FAM44B	-0.429
L1TD1	-4.392
NMD3	-0.4635
C18orf54	-1.3565
PHOSPHO1	-0.577
RAG2	-1.4235
EMILIN3	-0.5875
METTL3	-0.86375
VPS13C	0.826625
REXO2	-0.76375
ANXA4	0.804
CA1	-0.44
DCP1B	0.653
TULP3	-1.21933333333333
ATP2A2	-0.208928571428571
ATIC	-0.31925
ADAM15	-0.13775
NPL	1.60016666666667
LGR4	-0.402375
UEVLD	0.509666666666667
GAB1	1.71975
SNAI2	0.558666666666667
ZGPAT	-0.3369
SNF1LK	-0.567375
DLEU1	-1.422
UBE2Q1	0.247875
ZMYM6	0.0103125
JPH3	-2.2885
FAM38A	-0.77875
PXK	0.782833333333333
DENND2D	2.8035
BAX	-1.38941666666667
CP	-1.24281818181818
RPL37	0.6477
G6PC3	-0.363625
NCOA4	-0.0411666666666667
LRRC14	-0.46825
GORASP1	0.32225
FCHO2	1.0685
CYP24A1	-3.887
FXYD3	2.715375
SMARCAL1	0.363
ABCB8	-0.301166666666667
CCDC44	-0.7585
PRDM7	-2.85666666666667
USH1C	-1.3645
DNAH5	0.508
SRF	0.27925
MAL2	2.58366666666667
PGPEP1	0.09875
SIN3B	-0.98225
SEMA3C	0.432
GRAMD3	2.22
FBXO10	0.420625
OR5D13	0.3145
FLJ31818	-0.011875
CACNA1I	0.32525
S100A13	-0.003
TP63	3.46207142857143
ANXA11	0.592
WDR66	-0.798
CSF2RB	0.5735
IFI44	0.60475
DACT1	2.0815
ANKRD23	-2.116375
ATP5G1	-1.03216666666667
C21orf70	-0.682833333333333
PPWD1	-1.00125
DNAJC13	0.0845
PAH	-4.74766666666667
PTCH2	0.49875
TRMU	-1.5085
CCDC9	0.0275
USP3	0.5579
DCLRE1C	-0.2537
FAM55C	0.53775
FRMD4B	1.706
CYP2R1	-0.741
RFPL1	-0.3087
XPO5	-1.15725
ARL6IP2	-0.0555
OSBPL5	1.9085
MMP9	3.96572727272727
KIAA0802	-1.503625
DHRS2	-4.3795
SGEF	1.50075
TXNDC10	-0.9087
EXOC6	1.073
RPS27	1.28466666666667
PNCK	-0.9275
FSTL1	0.206
AACS	-0.598
SLMAP	0.231333333333333
SAMD4A	-0.3807
ABRA	0.1975
SMARCD3	1.45475
PKNOX2	-1.37166666666667
A4GNT	-0.278
C9orf39	-0.627166666666667
RALYL	1.5335
MGC33556	-2.442
C10orf25	-0.7195
BBOX1	6.0095
NHEDC1	0.24275
XDH	-0.23225
GCSH	-1.7645
EDN1	1.7305
MTERF	-0.32475
CLK4	0.690625
ZNF799	0.477666666666667
KCNG1	-1.8775
CXCR4	1.18616666666667
PTPRR	-2.3885
IRAK1	-0.854125
LOC401397	-0.02725
TMSB10	1.07235714285714
CXCL3	-2.6922
TMC4	1.94025
OR7A10	0.326
STYK1	2.929
CHRNA10	-0.5765
CCNI	0.75675
EP300	0.214428571428571
LOC165186	0.16
HIC2	-2.697
SDR-O	-0.133
OR2W1	1.1495
KCNA6	0.2375
TRIM74	-2.17225
REEP6	2.17575
ATP5G2	0.53325
ERG	1.115
TMEM42	0.15125
PARN	0.0481666666666667
SOD2	-0.232625
DIRAS1	-0.783
PNPT1	-1.68175
JOSD3	-0.8585
hCG_40738	-0.704
PDE1C	-1.53025
SEMA4D	0.526
AGPAT1	-0.240166666666667
NOSTRIN	1.865125
MAP3K3	-0.201
MAX	0.723785714285714
CAPS	0.0728333333333333
SERPINA12	0.044
OSBPL8	-0.28475
RICS	1.8817
NR4A2	1.24383333333333
PPCS	1.41516666666667
LONP1	-1.29975
SCYL3	2.07125
HERC2P2	-1.8825
FIBCD1	-0.589
C15orf41	-0.83625
DMC1	-1.60716666666667
C20orf27	-1.15375
RPS6KA5	0.5388
FAHD1	-0.8305
SLC12A4	-0.16275
BRCA1	-2.31375
GBL	-0.71575
SLK	0.446
NUDT9P1	0.7035
NOXO1	2.84
USP52	-1.8175
BAZ1B	0.17075
SLCO2B1	3.9075
BBS12	1.3195
LRGUK	-0.441166666666667
TERF2IP	0.042
COL1A1	5.764
KIAA0090	0.32325
GRK5	-0.086
AP1S2	-1.0558
TMEM52	-0.927833333333333
CA11	-0.513625
OR4A15	0.301833333333333
ACBD3	2.6332
SPAG11B	0.0144285714285715
PRDM2	1.0468
FOXP3	0.4315
SMYD3	0.4173
LOC389199	0.0785
LGI2	2.67083333333333
NAPE-PLD	0.3928
ANKRD6	0.825
WDR45	0.225333333333333
SHROOM1	2.25175
PSCD3	-0.0805
PYY	0.4865
KCNC1	-0.035
ARHGEF9	1.0496
OR8J1	1.21575
GPR55	0.319333333333333
NS3BP	-1.1285
C10orf22	0.3665
NAT8L	-0.30275
DUSP4	1.76083333333333
FOXM1	-2.24
GRAMD2	2.3795
ZBTB48	-0.328333333333333
BUD31	-0.1585
PABPC5	0.894
CCDC41	-0.91925
FBXO11	0.0825833333333333
C6orf148	-0.446
RFXAP	-0.922
C6orf15	1.95916666666667
CDK8	-0.410333333333333
C6orf70	0.518375
TESSP2	-0.1125
ALG2	0.6755
PPP1R3D	1.771
TPM3	0.393555555555556
SYT13	-2.62075
EPB42	-0.446666666666667
CETN3	-1.09725
PRY	-1.609
NTHL1	-0.215166666666667
POLR2B	-0.224
RPS28	0.709666666666667
P2RX3	0.1735
LYZL4	0.48075
WBP4	0.0228
PMM1	-0.477
C11orf79	0.0785
CBLL1	-0.3095
IL1F10	0.526166666666667
VAX2	-0.484
SETDB1	-0.112833333333333
LRAP	-3.00083333333333
GCLM	-0.5935
CPEB3	2.52775
PPM1A	0.867125
INTS1	-0.571
CAMTA1	0.264333333333333
SAMSN1	-0.79525
LOC158830	-0.979166666666667
GMPPA	-0.62975
AIPL1	0.877333333333333
IL24	0.65625
BDKRB1	-2.2285
MLF1	0.2132
TAF12	0.10375
ID1	-2.109125
THADA	-0.456375
PIK3CB	-0.0855
OR4N5	-0.6855
TBC1D17	-1.06666666666667
COX8A	-0.14825
CDCA4	-0.936
C2orf44	-0.77425
ZNF534	-0.95725
IMMP1L	0.39975
NIPSNAP3B	0.6595
FTMT	0.89625
PWP2	-1.18116666666667
MMP15	-0.5635
DNAH11	-3.5
MTMR14	-0.688125
DNAL4	0.17825
IPP	-1.251
TMEM59	1.10675
C1orf157	1.204
RGS4	-0.393166666666667
DDX18	-0.3035
SNX6	0.694
ZNHIT2	0.5335
NCDN	-0.435666666666667
FLJ33534	0.4275
RAG1	-1.37975
OR4D10	0.2145
PTPN5	0.608833333333333
POMT1	0.2475
LRRC8A	0.3072
CYP1A1	-1.65375
CAPN1	-0.473333333333333
DDHD2	-0.163625
GRIK2	0.132666666666667
GNRHR	0.91925
PPBP	2.32425
HTR3A	-0.967625
SLITRK4	0.1925
ANKRD49	0.10575
BTF3	0.5251
SARS	-0.407
C13orf18	0.914
CACNB1	-0.384857142857143
QKI	0.477954545454545
SETMAR	0.691625
MAN2B1	1.07733333333333
EML3	-0.959
ACADL	2.278
OFD1	-0.296875
DEFB114	-0.4995
CGA	-3.7115
PEX16	0.246333333333333
LRRC10	-0.4515
GNG12	0.1535
C1orf152	0.127
CHRM1	0.711
CD53	1.228
DBH	-0.5755
TFAP2B	5.396875
HIST1H2BJ	-0.855833333333333
FAM46D	-0.6275
TMEM11	-0.4015
C3orf32	-2.04425
PCCB	-0.668
IPO13	-0.384375
C6orf105	-2.13075
COMMD5	0.28925
SUV420H1	-0.3765
LTBR	-0.40025
ARHGAP15	0.319125
HDHD2	-0.18425
TDRKH	-0.582666666666667
LOC401052	0.229
PSG4	-1.06825
GNB4	-0.5325
SPATA4	1.24075
SLC9A3	-0.418
OSBP	0.538833333333333
NBPF3	-0.345
DOCK11	-0.0945
SLC39A5	-1.7975
PRR5	0.4673
C10orf63	0.78725
SMTNL2	-0.61325
ADRA1A	-0.5795
ASAH1	3.1941
DOM3Z	-0.2226
GIPR	0.896666666666667
AHI1	-0.32875
NADSYN1	-0.520833333333333
RGS14	-0.3489
IL18BP	1.5206
RTN4RL1	1.85858333333333
ARMC6	-0.64625
PSMD5	0.170166666666667
HK3	1.5119
OR4S1	0.12275
RSU1	0.4318
MAD2L1	-2.30822222222222
EIF4A3	-1.1545
DLEC1	-0.363666666666667
E4F1	0.143166666666667
CHMP2B	0.936
CAMSAP1	-0.2395
RPS21	-0.549
ARID5A	0.96475
UBE2N	0.2712
IGSF8	0.55
MAGEB6	-1.6275
ACAD11	-1.5455
MGC4172	-1.4685
LMO4	-0.342
KLKB1	-0.1515
HP	-0.2375
HDAC3	-0.08125
SCHIP1	0.497
CLCA1	-0.3675
OLFML2A	0.899875
C1orf112	-0.98875
KIF19	1.68791666666667
HAPLN4	-0.6624
CXCR7	0.6175
GOT2	-0.912
RAB38	0.489125
DCX	0.9
PPM1H	-1.08375
NFYC	0.4065
KIN	0.020875
ZNF228	1.25125
PLSCR4	2.9185
HIG2	0.591
FAM79B	3.5975
C21orf86	-0.5545
KCNK10	0.61725
ZNF738	-0.629
FSTL5	-1.92916666666667
OR6A2	1.3535
OTOA	1.64533333333333
EXOC1	0.294625
AHRR	-3.593875
PDAP1	-2.19366666666667
C19orf6	-0.41575
ZAN	0.29225
LY6G6E	0.7785
EIF4E2	-0.33325
C20orf198	-0.129
ZNF324	0.36075
CYP3A5	-2.2925
ENTPD7	1.57816666666667
MBOAT5	-0.415833333333333
GJB5	1.30675
TTC13	0.0265
S100Z	-0.682666666666667
KIAA0664	-0.972666666666667
PDGFRB	2.35433333333333
IL17D	0.613
OR56B4	0.206
RDX	-1.2575
SLC34A3	0.231
IL28B	0.18
JUND	1.1635
CHRNB1	-0.10725
CAMK2B	-0.101
FETUB	-2.3265
CXorf23	1.257125
MRTO4	-1.678
TTC3	0.7104
NDUFB8	-0.1165
EDG2	-0.1485
SEMA3G	2.21475
IL23A	-0.23525
GRHL1	2.0793
LOC441054	-2.045
WDR65	0.428571428571428
PSTK	-0.252
STOML3	0.704166666666667
R3HDM2	-0.2476
C5	-2.69425
SLC2A10	0.863666666666667
C3orf22	0.571
PAQR3	-1.44223076923077
ANKRD26	-0.47025
HCRTR1	0.2785
LOC399947	-0.52575
PSD2	0.27625
TIGD2	0.00833333333333333
SCRN1	-1.4165
COQ10A	-0.978
DDI2	-0.5315
METTL7B	-0.92
UCN2	0.252
FAM92A3	-0.5975
WDR16	0.786
ZNF511	-0.0855
ZMYM5	-0.53925
POLR3G	-2.73325
ZNF586	-0.1025
C1orf49	2.6525
TANK	0.695333333333333
RCAN1	2.15216666666667
PELI3	1.49633333333333
LIMD2	-0.353166666666667
TMEM189	-0.4375
NTN4	1.966625
LOC151300	-0.684
CLEC2A	-1.383
GPR135	-0.6605
DPYSL4	-2.8234
JAK2	0.724833333333333
TSHZ1	0.836833333333333
TM9SF4	-0.174375
ZNF264	0.704333333333333
SIRPG	2.527
BICD1	-1.3315
HERC6	1.57266666666667
METTL5	-0.82
CASP1	2.322
PRRT1	0.0513333333333333
PLA2G4C	1.85566666666667
ICA1L	-0.886142857142857
TPTE2	0.136
OTUD7A	0.527166666666667
AQP11	-0.35625
APOA2	-4.342
KALRN	-0.276
SECTM1	-0.236916666666667
IFNAR1	-0.116
TALDO1	-0.1385
RAB11FIP4	0.206166666666667
EIF5A	-2.268
FAM49A	2.53075
NEGR1	0.7705
YTHDC2	0.056875
EHD2	-0.029625
NCF1	2.4403
SCRT2	0.3195
HOXA5	1.36766666666667
NUP133	1.066
FGF12	0.002375
SLMO2	-0.064
SNTA1	-0.16975
CACNG2	0.195428571428571
GCM1	0.622375
ELF1	0.154833333333333
TLR5	3.906
TCFL5	-0.951666666666667
RBMY2FP	null
LOC100125556	0.06125
FAM129B	-0.5705
MAP3K7IP1	-0.629125
NCK2	-0.716
OXA1L	-0.7705
FMO9P	-0.00900000000000001
ZSCAN12	0.683
PSMD12	-1.03275
HSCB	-0.628
CLDN10	-2.43025
MGC13053	-1.11975
HPCAL4	-0.629666666666667
ASZ1	0.303
MEX3D	0.699
NFAT5	-1.151
CSPG4LYP1	-0.605833333333333
FBXO3	1.0948
DVL1	-0.986166666666667
CMKLR1	2.66166666666667
TYMS	-3.2275
PEF1	0.597
ZNF750	2.08283333333333
MCM5	-1.2321
MEGF11	-0.516
KCNK7	-0.2865
PTP4A3	-0.6585
C1QTNF2	0.6155
OR6S1	0.5265
FAM122B	-0.7215
ZNF551	-0.65675
HBQ1	-2.2765
GEMIN6	-0.49925
ARSK	0.329
RBP7	3.93483333333333
CPNE9	-0.2395
DSC1	2.0595
LOC730112	-1.017
MAP2K4	0.51675
HS3ST5	-2.522
EPB41L3	0.38525
TEKT2	0.37025
CDKN2B	0.609833333333333
ZNF480	-0.76125
MAP3K6	0.6129
MAP6	2.19066666666667
HN1	-0.8815
OR2L13	-0.474
SLC16A11	0.49725
FAM96A	-0.61175
APOL1	0.32075
