Hybridization REF	TCGA-A2-A0CL-01A-11R-A115-07
CXorf23	1.082125
MRTO4	-0.450625
TTC3	1.2431
NDUFB8	1.94933333333333
EDG2	-0.647
SEMA3G	1.43975
IL23A	-0.82575
GRHL1	0.6854
LOC441054	-2.996
WDR65	0.605875
PSTK	-0.25875
STOML3	-0.117
R3HDM2	-0.0916
C5	-2.729
SLC2A10	1.84483333333333
C3orf22	-0.01325
PAQR3	0.186846153846154
ANKRD26	0.1425
HCRTR1	0.176
LOC399947	-1.77175
PSD2	-0.41975
TIGD2	-1.20166666666667
SCRN1	-1.5365
COQ10A	-1.0285
DDI2	-0.1425
METTL7B	-0.664166666666667
UCN2	-0.418
FAM92A3	-1.14925
WDR16	0.0955
ZNF511	0.417166666666667
ZMYM5	0.1125
POLR3G	-2.2865
ZNF586	0.76225
C1orf49	0.0431666666666667
TANK	1.263
RCAN1	0.888666666666667
PELI3	1.26216666666667
LIMD2	1.37533333333333
TMEM189	-0.313
NTN4	-0.76625
LOC151300	0.2645
CLEC2A	-2.122
GPR135	0.064
DPYSL4	0.6315
JAK2	1.33483333333333
TSHZ1	1.10983333333333
TM9SF4	0.009
ZNF264	0.830833333333333
SIRPG	2.782375
BICD1	0.1435
HERC6	3.2535
METTL5	-0.502
CASP1	2.26775
PRRT1	-0.0383333333333333
PLA2G4C	2.55133333333333
ICA1L	-0.100428571428571
TPTE2	-0.0155
OTUD7A	-0.1665
AQP11	1.471
APOA2	-3.3942
KALRN	1.5356
SECTM1	1.67466666666667
IFNAR1	0.732
TALDO1	-0.0555
RAB11FIP4	0.208333333333333
EIF5A	-0.086
FAM49A	3.15775
NEGR1	0.955666666666667
YTHDC2	0.707
EHD2	0.025875
NCF1	2.8784
SCRT2	-1.0415
HOXA5	-0.700833333333333
NUP133	-0.39425
FGF12	-0.0301875
SLMO2	0.344125
SNTA1	0.4545
CACNG2	-0.054
GCM1	0.416125
ELF1	1.83516666666667
TLR5	2.35875
TCFL5	-0.444666666666667
RBMY2FP	-1.326
LOC100125556	-0.222375
FAM129B	-0.681
MAP3K7IP1	-0.131625
NCK2	0.6315
OXA1L	-0.4705
FMO9P	0.3365
ZSCAN12	0.2025
PSMD12	-0.589
HSCB	-0.201
CLDN10	-4.4415
MGC13053	-0.5105
HPCAL4	0.307666666666667
ASZ1	-1.2925
MEX3D	0.0224166666666667
NFAT5	-0.0658
CSPG4LYP1	-0.513666666666667
FBXO3	0.3217
DVL1	-0.801333333333333
CMKLR1	2.86366666666667
TYMS	-2.020875
PEF1	0.555
ZNF750	1.796
MCM5	-0.5899
MEGF11	-1.1855
KCNK7	-0.082
PTP4A3	0.293
C1QTNF2	-1.09766666666667
OR6S1	0.3795
FAM122B	-1.15975
ZNF551	-0.1975
HBQ1	-2.445
GEMIN6	-0.1995
ARSK	-0.74925
RBP7	2.40883333333333
CPNE9	-0.2105
DSC1	1.3625
LOC730112	-0.157
MAP2K4	0.51175
HS3ST5	-2.926
EPB41L3	0.62325
TEKT2	1.438
CDKN2B	0.20975
ZNF480	-0.69075
MAP3K6	0.2861
MAP6	1.70916666666667
HN1	0.5147
OR2L13	0.529666666666667
SLC16A11	0.26325
FAM96A	-0.32725
APOL1	1.696
C5orf32	-0.335
RTP1	-0.344666666666667
RNF175	0.223
ZBTB41	0.7535
AHCTF1	0.0233
SAE2	-0.2351
ITGA2	0.518916666666667
MME	0.529833333333333
CCDC14	-0.526
MAST4	0.212857142857143
KRT33B	-0.5915
KCTD2	0.105166666666667
WDR26	0.192416666666667
MFI2	-0.42875
NR4A3	2.688625
ARSA	1.13275
UNKL	-0.389666666666667
SULT6B1	-0.0025
CCNA2	-0.680833333333333
SOX15	0.4475
PPAPDC1B	-0.144833333333333
C19orf44	-0.407
MCAT	0.110833333333333
ARID1B	0.524
OR52N1	-0.1105
C12orf48	-1.14175
MAGI1	-0.100125
NIPA2	-0.36575
GBX2	-0.6775
RSHL3	0.63825
RAVER1	-0.494166666666667
C15orf17	-0.57325
SLC30A2	-0.141375
ZNF518	0.222
PCYT1B	-1.74725
C10orf114	0.20375
EIF3H	-0.179916666666667
SLC25A39	0.242
KIF1B	0.608875
AMOTL2	-0.1435
C6orf120	0.363625
PSRC1	-1.57025
PLA2G10	1.368125
KIF5C	-0.22975
MRPL37	-0.328
C17orf62	0.573666666666667
C9orf135	-2.18633333333333
DUSP10	1.156
CLCNKB	0.013
PSMA5	-0.080125
C8orf53	0.864
AMPD3	1.39016666666667
PIAS1	0.45575
ADCYAP1R1	0.208
GYLTL1B	-0.998
CDH20	0.0686666666666667
FBXO7	0.01775
TMEM134	0.495666666666667
FLJ14213	1.2545
ZNF3	-0.2245
LRRFIP1	0.167541666666667
CNOT2	0.458083333333333
ABI3	2.97125
ALDH5A1	-0.888333333333333
HNT	2.5481
SERPINA4	-2.6405
TK2	0.146583333333333
STMN1	-1.28777777777778
GUCA2A	-0.0981666666666667
GALNT10	1.35271428571429
DPP6	-1.17815
C9orf93	0.308375
PRELID2	-0.751
STK39	0.187625
SFTPA1	-1.9505
CKS2	-1.13988888888889
RHO	0.259375
C20orf135	-0.1045
XKR3	-3.1835
CR1	1.67825
RPS6KA2	0.689428571428571
C20orf112	1.02125
MRPL22	-0.28275
C4orf23	-0.404833333333333
GADD45B	1.6595
KLHDC1	1.3325
C2orf48	-2.2775
ZNF287	1.4495
DAAM2	-0.85025
DPPA2	-3.13266666666667
TCTN3	0.0648333333333333
DNAJB11	-0.242875
FPR1	3.4065
DEFB4	0.0865
PTCD2	-0.6729
SMOC2	3.80583333333333
CABP7	0.97775
SERPINB11	0.28475
MAGEF1	0.4315
NDE1	-0.0186666666666667
ITGA10	-0.1
FSHB	-0.1995
ANXA2	0.004125
HORMAD2	0.2145
HLCS	0.86725
MCF2L	0.659833333333333
FH	-0.974375
TBC1D24	0.2435
KIAA1505	1.34225
LGALS2	2.44775
CNBD1	0.062
SYNPO2L	-0.537
PTPN23	-0.0553571428571429
C1orf183	-0.8775
MAGEA8	-3.61925
DGCR8	-0.824875
GSR	-1.13775
PAQR7	0.38
ZNF676	0.64825
CACNA1C	-0.4271
SP7	0.1825
PDCD6	-0.42025
NRN1L	-0.728
BRI3BP	-0.072
KIAA1183	0.83325
ASB4	-0.39525
CCL23	1.6128
OBSL1	-0.882375
SLC12A7	0.28375
KIAA0240	1.102375
CD1B	-3.17483333333333
FCGR2A	1.9085
MDC1	-1.1135
HTR1A	-0.2355
OCEL1	0.13425
ATP11B	0.023
FBXO34	0.0586666666666667
PCDH12	2.651
RPE	-0.242
C17orf74	-0.292
CSDC2	0.988166666666667
PET112L	-0.21625
TMBIM1	0.526875
P2RXL1	-0.534
TCHP	-0.915
TRMT1	-0.581
F2RL2	2.22716666666667
LRRC32	2.75
IMPG2	0.311
BGLAP	-0.34
LOC493869	-1.19183333333333
MRAS	1.64625
SLC35F5	0.913
CBWD1	-0.0555
AXL	-0.50375
ATP2C2	2.0555
TELO2	-0.98925
PNPLA3	-1.28
PCDHB14	-0.808
CD276	0.1275
KRT80	-0.520625
DUSP28	-0.017
CSNK1E	-0.115333333333333
SRP14	0.5645
KCNQ4	-0.379
KRT72	1.637
CCDC117	0.00937499999999999
C6orf89	0.0710555555555556
TUBB2B	-2.68633333333333
RTN4IP1	-0.7375
CR1L	-2.5065
CEND1	-0.245625
C12orf41	-0.255666666666667
RNF31	0.557
UBN1	-0.018
C17orf32	0.715
SLC5A7	-0.371
GPR92	1.58533333333333
ESAM	1.8846
CTNNA1	-0.08875
HRBL	-0.1371
CBX4	0.5645
TMEM182	0.6835
SH3TC2	-1.26933333333333
IL10	2.3915
PXMP4	1.8175
RNF167	0.203
PAK7	1.59916666666667
ETV3	0.6515
ATPIF1	-0.632
LOC554207	-2.53066666666667
OR8H1	-0.333
WDFY3	0.786875
DPM1	0.3555
GPSM1	-0.575
WDR92	-0.2911
LRP1	0.375833333333333
ANKH	-0.294625
THUMPD3	-0.71825
POLR1B	-0.173
OLFM4	4.32216666666667
RAD9B	0.7195
TSPY2	-3.476
PAX6	-2.29466666666667
SCG2	-2.52075
SLC17A6	0.06175
FMO3	3.480125
PADI4	0.418125
TUBB4	-0.7693
NLK	-0.06525
POU4F3	-0.261
SDF4	0.07
ITGBL1	2.32516666666667
NETO1	-2.00875
TAP2	1.21075
ABBA-1	-0.378166666666667
GNAI1	-0.31475
VPS4B	0.939
NOPE	-0.3358
GALNT6	1.52483333333333
SESN1	2.0565
GBE1	-2.32344444444444
CLASP1	-0.241
RASGEF1B	2.600125
ACOT11	-0.0643571428571429
AFAP1	0.77025
OR2H2	-0.04
DPY19L2P1	-1.214
DZIP1	-1.8065
SEC22C	-0.329166666666667
GPR161	-0.320083333333333
RNF146	0.788
WDR74	-0.783625
GALP	-0.417
PURA	0.95675
DNPEP	0.74875
RP11-78J21.1	-0.711
ERBB2	0.9345
FANCM	-0.689666666666667
NEO1	-0.7
DDX3Y	-4.6812
RPS3A	-0.214375
MXRA7	0.0892142857142857
LGALS3	-0.381333333333333
GLT8D1	-0.1195
CFL2	-1.53033333333333
UPB1	1.02975
NAP1L5	-0.03475
CLDN14	0.346
DHX38	-0.54825
BTBD1	-0.42025
TARS2	-0.3905
ABCF1	-0.514
FCF1	-0.2085
LRRC49	-0.769
GUCY1B2	-1.937
C1orf177	0.519833333333333
SMARCA4	-0.274857142857143
LRP8	-1.41633333333333
TAGLN3	-0.82825
MRPL14	-0.686
TTRAP	-0.203
ZDHHC20	0.971
NFE2L3	0.07775
KIAA1377	-0.048875
PALMD	1.6707
TMEM43	0.11
TTL	-0.542625
STAT5B	-0.607666666666667
SSB	-0.257875
OR10H5	0.2315
SLC22A13	-1.025
AKAP3	-0.4545
TIMM23	-0.295333333333333
OAS2	2.77783333333333
KIAA0423	1.09225
TRIM11	-0.137333333333333
GLIS3	0.815875
TMEM50B	1.00733333333333
ARHGEF4	-1.491
DEGS1	0.198909090909091
TBL1XR1	0.00286666666666667
G6PD	-1.16575
SP140	2.1207
MUC17	-0.0417857142857143
NUDC	-0.5141
DNAJC5B	2.5045
SCARA3	-1.218
CPA3	5.16983333333333
BCAT2	-0.188
MFN1	0.2673
NRG3	0.234
SNX11	0.44375
PLEKHH1	-0.8915
GPR177	-0.9965
HCFC2	0.52325
TCAP	-0.76475
MOCOS	-1.22625
C14orf93	-0.2215
PRDM10	-0.845
SLC16A4	0.681083333333333
SRGAP1	0.805666666666667
VIP	1.59975
DUSP27	0.0648333333333333
LILRA1	2.2036
MC2R	0.222
MGC24103	-1.6215
MBTD1	-0.1365
FUT11	-0.245166666666667
USP33	0.2096
C15orf39	-0.10925
MAP3K12	-0.1535
PAAF1	-1.24133333333333
BARHL1	0.057
FLJ16165	-0.31
PIWIL2	-2.75125
SYNE1	1.05458333333333
CMTM4	0.07425
TSPYL1	0.4933
GUF1	-1.13516666666667
TMEM157	0.574
WDR44	0.6815
HIST1H3C	0.50275
DKFZp666G057	-0.564
RNPEP	-0.244
GAS2L2	-0.120333333333333
ADH4	-4.59875
GRPR	5.18133333333333
FBXL17	-0.6105
ZBTB10	1.2075
Gcom1	0.518777777777778
HTRA1	0.9566
ZNF585A	0.316333333333333
SLC26A2	0.286214285714286
OTOP3	0.364333333333333
WISP1	3.32511111111111
ATP2B4	-0.587416666666667
FLJ10769	0.176
CRAMP1L	-0.4365
CHST12	-0.0555
RAB22A	0.288083333333333
TARDBP	-0.284142857142857
STAU1	0.32825
CRB3	1.49016666666667
MIG7	-1.18975
CHMP1A	0.129
ZNF160	0.29875
B3GALT6	-0.236875
BARX1	-1.621
C6orf167	-0.765875
NXNL1	0.1505
DHX29	0.047625
HADHB	-0.0295
PLXNB2	0.320375
ILDR1	0.02675
SLC15A3	2.543
GAS2	-3.43616666666667
C20orf69	0.10675
NUMB	-0.39925
TNIP1	0.307125
MESP1	-0.5625
PSKH1	0.265
NSFL1C	0.535125
RHOG	0.5915
HEY1	-2.09133333333333
KNG1	-2.600875
ITGAX	2.2674
LIN9	-1.21666666666667
CANT1	0.361875
XRN1	2.38985714285714
CCDC96	0.5171
HEATR6	-0.863166666666667
GNG7	0.171833333333333
RUNX2	0.980125
SOX1	-0.399833333333333
FCRL5	3.1767
ZNF99	0.606875
FAM9A	0.073
SNX22	0.868166666666667
MBNL3	-1.3395
ODC1	-1.5709
ADORA2B	-3.19083333333333
NR2F6	-0.38275
ZFYVE16	0.429888888888889
SYNJ2BP	0.7751
POLE	-0.935125
E2F2	-0.663625
THRA	-0.347
PTGES2	-0.459833333333333
HIP1R	0.559166666666667
TMUB1	-0.5565
ENO3	-1.96025
RSPH10B	-0.101
CXorf39	0.33975
IRGC	0.06825
GPR109B	1.44375
FLJ13305	0.128
LCE3A	-0.387
TNFRSF18	-0.361333333333333
DET1	-1.06675
TRPM3	-0.348333333333333
C16orf79	-1.591
FECH	0.815666666666667
RAP2A	-0.0766666666666666
CRIP1	2.32933333333333
AZIN1	0.22575
SLC7A7	3.46025
IL10RA	2.5373
TMEM64	-2.49725
CDC42EP4	0.1994
C16orf58	-0.2143
ARG2	-2.753
POU5F1P4	-3.70725
FAM62B	0.935375
DNAH8	-0.4246
ASH2L	-0.44825
TSLP	-2.342
CNTNAP5	-0.705333333333333
TMEM16C	0.08475
IFNA14	-0.1165
SLC1A3	1.03575
CABYR	-0.0845
BCL7B	-0.2793
NUDT13	0.369166666666667
C13orf28	1.534
C1orf53	-0.15825
ARL6IP4	0.1821
RPL35A	-0.1805
EMR3	1.2375
RAB40C	-0.269333333333333
SLC41A1	0.517333333333333
LRCH1	1.27425
LY6G5B	-0.7605
FAM124A	-0.278357142857143
MGC10981	-3.69133333333333
CLIP3	1.0164
MAP4K2	0.136
CHIC1	0.566
SULF1	3.73983333333333
C20orf30	1.655
PRDM5	-0.851375
ELOVL1	0.13375
C11orf48	-0.44875
SLC39A10	0.1555
KCNV1	-0.8125
ACP1	-0.133
ZMYM2	0.2075
B3GNT6	-0.332
C9orf69	-0.67625
C2orf15	1.71525
C20orf166	-0.489
HSP90AA6P	-0.2295
EDG7	-1.392
NEURL	1.369375
LPL	2.6655
CLEC2D	1.709
GRRP1	1.84633333333333
CD8B	-0.7296
HIST1H3D	-1.05133333333333
SLC6A12	1.505
FAM27L	-0.302
CD84	2.9345
RASA1	0.1605
PHKG1	0.397
MAGEA11	-1.9895
IMPA1	-0.0134
NPM3	-0.919
RARRES1	4.457
SH3BP1	0.491375
B3GNTL1	-0.3785
ARPC5L	-0.165333333333333
KLHL26	-0.018
SIM2	2.423125
GJC1	0.0395
C20orf194	0.8015
EXO1	-1.68775
SLC2A2	-3.22216666666667
LOC285074	-0.12675
LRG1	-1.1495
KIRREL	-0.185
PIK3R1	2.16714285714286
C4orf34	0.27025
MAF	-0.456666666666667
ADCY4	3.2455
ZMIZ2	0.1707
SLC46A3	2.91583333333333
STAMBP	-0.104833333333333
CCDC16	0.433
MS4A12	-0.3125
TCF20	0.5
LRRC46	0.2785
C20orf152	1.2235
MRPS6	0.325375
ABCB11	0.563
KCNC2	0.143666666666667
CDH19	-3.18616666666667
C9orf123	0.170166666666667
SSH3	0.26375
LDLRAD1	-3.5335
CCBE1	-0.45075
ZNF135	0.259875
TAAR1	0.575
WFDC12	0.283
CCDC42	0.831833333333333
FLJ12529	0.42775
PER1	0.235666666666667
TIMM50	-0.5155
SMARCAD1	-0.0905
FAM26C	0.064
TP53TG3	-2.81216666666667
SH3RF1	0.314
LMCD1	1.9235
GPR63	-1.3195
FLJ21986	-1.592
AIFM3	0.29225
MICAL1	0.138166666666667
BLZF1	0.523166666666667
IQCA	2.1495
PCDHGC3	-0.642
SAC	0.704
BCL6B	2.27583333333333
DDO	0.196
MARCO	1.79875
DCHS1	0.8455
C1orf170	-0.799833333333333
CD200R1	3.36566666666667
C22orf15	-0.8175
SEPT11	-0.305666666666667
ADNP	0.91775
UST	-0.6489
C13orf34	-0.839
RFFL	0.299571428571429
APBA3	0.066
C2orf60	-0.342125
CUTL1	0.0817
PMS1	-0.370375
ZNF689	-0.1065
EIF3E	-0.195333333333333
IL9	0.0623333333333333
RPL31	0.18225
LY9	2.873
ATP2B3	-0.061
KDELR2	-0.217708333333333
TFCP2	-0.637875
NLRP12	-0.422875
FLJ45422	0.19825
TLE4	0.2572
ZNF570	0.9445
FLJ43806	-0.8625
TLK2	-0.016125
CIR	0.8115
MARS2	-0.4415
COL24A1	0.43525
SDF2L1	-0.251
HIBADH	-0.122
IGFBP3	-0.944142857142857
C12orf23	0.280375
PSPC1	-0.13275
C20orf43	0.7775
TRAV20	1.479
ARHGAP24	1.476875
KIAA1975	-0.686
C1QA	2.6752
DNTT	-4.507
C10orf6	0.741833333333333
C11orf41	-0.006
HNRPF	-0.174125
COL11A1	2.9905
UBAP2	0.575166666666667
CDKN2AIPNL	-1.286
C20orf174	5.05625
SPRED2	0.0235
PLA2G12A	0.4245
ICEBERG	-2.85466666666667
SCN10A	0.1295
C11orf65	-0.5165
GBP5	4.04625
PITPNC1	-0.536
POU3F3	-0.1835
NCOA7	1.034875
LIN7C	-0.0637
LOC348840	-1.2315
NKX2-2	2.04625
ANKRD13D	0.060125
LOC123688	-0.05
FUT2	1.87366666666667
TAAR8	0.474
FZD4	-0.160916666666667
PNMA3	-0.502333333333333
OR4L1	0.051
WIT1	-3.33225
EXOC3L	1.73425
ATPBD4	0.2699
KRBA1	-0.72325
UBXD6	-0.97375
HOXB7	0.536428571428571
C7orf23	0.0575
UNQ338	1.0555
STAB2	1.63275
CDC20B	0.1505
IRF9	2.33975
CENTG1	1.263
TNPO2	-0.88
MCPH1	0.000374999999999991
BMS1P5	-0.31475
SLC26A7	0.94375
HIST1H3J	-0.3395
C9orf3	-0.6531
LBH	1.866375
MYO1D	-0.033125
PTDSS2	-0.3425
NFU1	0.49375
DEPDC4	-1.11125
WNT7B	2.1192
GLP2R	-0.770833333333333
SETD4	0.102
DYNLT3	-0.1568
FKBP11	0.644666666666667
SESTD1	0.398833333333333
FLII	0.21375
RPS16	-0.3047
CHPF	0.0596666666666667
CSNK2A1	0.485833333333333
SUMO1P1	0.06825
FKBP6	-1.3955
ZNF214	-0.768166666666667
TWIST1	0.267333333333333
DDX56	-1.0595
TRAM1L1	1.3882
EPO	-2.9255
MRPS18B	-0.42825
ZNF682	0.189166666666667
RPL14	-0.696
MAFF	0.05675
LOC51136	0.177625
LY96	1.76425
DDX20	-0.40375
ABTB1	0.869
ARL5A	1.0516
CCT6A	-0.96775
HEPACAM	-0.770166666666667
EHHADH	-0.121166666666667
RBAK	0.836333333333333
CGB1	0.67475
ITGB5	0.9287
YIPF3	0.597
FKBP2	-0.049
NR1D1	-0.2485
TMEM110	0.1325
NEK2	-1.29883333333333
PRAMEF8	-2.85375
C20orf52	0.4085
PCDHGA3	-0.554
VWA3B	-0.168
NDUFA5	-0.301625
THAP9	0.06425
FLVCR2	1.26666666666667
AP1S1	-1.07575
SMAD6	-1.078
SAV1	0.074125
SAT1	1.783125
ZNF251	-0.200625
ADAMTS7	0.3592
RPP38	0.4165
C1orf211	-0.4675
YPEL2	0.7653
RBMS1	0.6175
ZNF445	-0.472
NRXN2	0.875833333333333
PGBD4	-0.082125
UGT2B28	-3.32325
WBSCR16	-0.4995
NLRC3	1.688625
ASTL	0.21625
ST6GALNAC1	-2.66325
ZADH2	-0.0885
MLLT4	0.140833333333333
ARL6	-0.2815
MEF2C	1.5455
CBFA2T3	-0.307
AFF3	1.24235714285714
COG7	-0.514333333333333
MYB	-2.6685
PLXNA3	0.343
XRCC2	-1.40533333333333
MMS19	-0.734
ST8SIA5	-0.78975
CHPT1	-0.430666666666667
KIAA1712	-1.534875
OR6X1	1.1395
ACTR3	1.02325
UGCG	1.75833333333333
OR4P4	-0.342
ZAP70	-0.33625
LPP	0.669125
ZNF485	-0.37725
PTPRCAP	1.7625
IL12RB1	1.522
ATRX	0.6965
CHST8	-1.380875
C14orf109	-0.13675
ARV1	-0.278
NMB	-0.371714285714286
COX5A	-0.811166666666667
EIF6	-0.11425
MPPED2	-0.929833333333333
SEMG1	-2.103
CHRDL1	2.5185
TRAF3IP2	0.55275
WNK2	-0.548
LILRA4	3.18416666666667
LAMA2	4.385
PXT1	0.5175
RLBP1	-3.7165
CD300C	1.64625
SLTM	-0.339375
FLJ10404	-0.457
APOBEC3D	0.738333333333333
RENBP	1.16833333333333
ATXN7L1	0.657125
NID1	0.9375
TUBGCP3	-0.771625
ITIH5	1.32983333333333
CCDC110	0.49525
C8A	-3.33325
MGC87042	-0.529
HOXC13	2.19025
TFDP2	0.81025
HCP5	2.6545
POLI	-0.01025
UCN	-1.1695
ZNF764	-0.350166666666667
C8orf45	1.0145
FHL3	0.895
SPATA5L1	-1.07075
MMRN2	2.73216666666667
NDST1	0.214333333333333
COL20A1	-0.730333333333333
ZNF248	-0.557333333333333
PELP1	-0.392833333333333
MBL2	-3.629
RNF41	0.153625
C5orf24	-0.18125
THOC5	-0.330125
SERINC3	0.834583333333333
RP11-151A6.2	0.53675
CDCP2	0.09825
HIST1H2AA	-0.16475
C11orf75	0.335333333333333
FKBP7	-0.30275
DDOST	-0.32325
GPNMB	0.930333333333333
TTF2	-0.595
KCNT1	0.112666666666667
SLC39A14	-0.5745
NGRN	-0.1618
GPR137B	1.5635
MECP2	0.41675
PSMA1	-0.46675
C16orf73	-6.0115
TMEM60	0.0448333333333333
CSN3	-0.2115
NOS1	0.227833333333333
RAB7L1	0.935666666666667
YBX2	-1.4645
KIAA1166	-0.55975
FUBP3	-0.128
ABCG1	1.0075
ACACA	-0.397833333333333
ARL11	1.9845
ATOH1	0.072
ODF1	-0.055
CREB3L3	-1.26133333333333
TMEM127	0.626357142857143
DSCAML1	0.198
PLN	2.41316666666667
LYPLA1	0.2485
PRDM9	-2.48525
SASP	-0.4765
PLUNC	-0.134166666666667
INTU	-0.18875
HISPPD1	-0.31775
LNPEP	0.683666666666667
YARS2	-0.399666666666667
APCDD1L	-1.765
ZCCHC4	-1.1192
FBXO22	-1.01183333333333
TTLL13	-0.244
ZNF669	0.76
PTGDR	3.54825
DDX27	0.61425
KIAA0409	-0.771
GJB6	1.04275
ASB8	0.7845
PLP2	0.498833333333333
MEPE	0.164
OR10J5	-0.085
KRT222P	1.46925
COQ7	-0.257166666666667
C1orf101	1.041
RERG	2.5559
CHMP5	0.43725
THAP11	-0.020125
ZNF43	0.940166666666667
ZRANB3	-0.478166666666667
KRT13	-1.138
MRPL19	-0.21575
RBBP9	0.810375
SPATA17	0.4285
BXDC5	0.298666666666667
PAFAH1B1	-0.112833333333333
MAGEE1	-0.58925
OSTF1	0.49525
KIAA0323	0.154
TXNDC13	-0.292166666666667
CNTN4	0.897
LCE1B	0.262
UNQ501	0.841
ZNF154	0.31425
C3orf64	0.773
SYT5	0.0821
PON1	0.1655
FLJ10357	0.076625
ATP4A	-1.1775
GNPDA1	-0.811833333333333
MGAT1	0.890833333333333
C14orf121	0.7595
SLC35B2	-0.57525
MIER3	-0.709666666666667
CHEK1	-2.1695
ZNF8	0.1325
TXNDC1	-0.149166666666667
CKB	-2.1438
RTN3	-0.3075
FZD2	-0.683833333333333
PART1	-0.954
PSMB6	0.1895
PCDHB8	-1.506
PHC3	0.7082
PPP1R8	-0.272666666666667
NOVA2	1.4365
TNFRSF11B	-2.5135
GOLPH3	0.978166666666667
UBLCP1	0.23125
SUHW3	-0.9005
TTLL1	0.917
OPN4	-0.165
OR13G1	0.056
ZPBP2	0.263166666666667
HSD17B11	-0.42525
C9orf50	-0.626
DHDDS	0.0763571428571429
CTSW	1.7671
NEFM	-2.58983333333333
MRPL28	-0.675
SYN1	-0.375333333333333
PIGV	0.201166666666667
ZIM2	-1.731
APBB1	0.562
SND1	-0.20275
C1orf123	0.416666666666667
CHD3	0.2965
BHLHB8	-0.092
RNASE2	1.786
BCAP31	0.25925
SLC25A44	0.106
CHD6	0.8002
PIB5PA	0.871692307692307
SELS	0.4705
LOC541471	0.274375
FAT2	0.725
ZNF81	0.1095
OR4C16	0.4725
FLJ10081	-0.3594
LRRC4	1.1875
CS	-0.6955
N4BP2	0.745375
IGFBP7	2.943
ZNF318	-0.0114166666666667
NDNL2	0.65125
ZNF609	-0.0695
SIRT4	-1.02875
EXOSC10	-0.38075
ECE2	-0.105833333333333
OVGP1	0.54975
GTPBP3	-1.17975
PACS2	-0.6345
C19orf36	-0.997166666666667
ARL4C	0.913625
ATG4B	-0.254
UBQLNL	0.858
RHOXF2B	-3.235
PLEKHG2	0.2215
GALR1	-1.664
AQP4	0.0556666666666667
HDAC7A	-0.173166666666667
DCUN1D3	0.15125
OR8A1	-1.794
CCRN4L	0.3815
CBR4	-0.777833333333333
KIFC1	-1.44683333333333
SLC7A14	-2.03233333333333
LHX5	-0.0395
TRPC7	-0.0325
LPXN	0.8195
SERPINA1	-1.664875
RPS13	-0.4131
BPIL3	-0.4665
PRKAA1	-1.0015
FADS2	-0.5568
ENAH	-0.472625
PRO1768	-0.066
APBA2BP	-0.22675
LIPH	0.523833333333333
C3orf33	0.16525
RCC2	-0.0642142857142857
ALDH1A2	-2.6209
RNF103	1.54175
AHCY	0.051875
ALG12	0.252
CCL17	1.95775
ZNF543	0.916333333333333
ESRRG	0.9367
CNGA1	1.17375
RDH5	0.701166666666667
OTX1	-0.2568
PTGFR	-1.36483333333333
CDR2	-0.037625
SELE	5.95125
NLGN2	-0.7565
EXOSC9	0.2585
ZNF566	0.532
KLRC2	-1.765
GPR12	0.1415
KIAA0196	0.4375
PDRG1	0.74375
SSR3	-0.808071428571429
MSI1	-0.2685
CST9	-0.497
CC2D1A	0.09225
PLAGL1	0.210166666666667
ZNF778	-0.035
RNF2	-0.31775
KLF6	1.829
THBD	2.58083333333333
tcag7.1314	1.20825
NR5A1	-0.49
ABCD2	2.385
DNAJC7	-1.164
CLEC4C	3.8975
TM2D3	0.214375
CCDC4	-0.8875
PLAC2	-1.36775
DCD	-0.1035
FAAH	1.050375
POLA1	-0.325166666666667
TM7SF2	-1.421375
FLJ39822	-0.441666666666667
FLOT2	0.45275
MAP4K1	1.19033333333333
SRP68	-0.341625
C21orf74	-0.424
ARPC5	0.664375
LOC126075	1.39425
HECW2	0.946375
ZDHHC4	-0.4935
ANKRD42	0.6022
PDE9A	-0.162666666666667
ABCA8	2.135
NDUFS2	-0.1495
UBR5	-0.2565
BTBD16	-2.796
LOC554174	0.247
ZNF20	0.899
KIAA1843	1.034
WDR17	-0.929625
C15orf33	-0.0565
RNF113A	-0.19825
CAMKK1	-0.5885
CLCN2	-0.199
ANXA6	-0.401
LOC340069	0.4105
EMID1	0.74025
DPM3	-0.486166666666667
ELA1	0.0465
SLC25A13	-0.2699
KRT24	0.88125
SMPD1	-0.0806666666666667
TH	-0.134625
COL6A2	0.629285714285714
ANKS1B	0.3805
GPR126	-0.3
ZC3H12A	0.403166666666667
TMEM47	0.376333333333333
C2orf51	-0.3195
C1orf88	1.60066666666667
HSF2BP	0.44
AKAP10	0.57725
RPAP3	-0.3555
KLHDC8B	0.121625
STOM	0.5937
MUPCDH	-0.08575
C10orf72	0.069875
PLEKHA3	0.74775
TCP11L1	0.37375
CWF19L1	1.33975
SPEF1	0.958769230769231
YSK4	-0.393
ELN	2.0305
SAMD8	0.483833333333333
MPI	-1.29916666666667
MEPCE	-0.5668
ABCC3	-1.224125
NANOGP1	-4.411
KCNK17	1.184875
HLA-DMB	4.0015
RRAGA	0.06825
ANGEL1	0.21975
RBM32B	-0.228
CPN1	-2.6615
MGC52282	-0.2878
HLA-A	1.86575
OR9G4	-0.001
EDNRB	0.011875
SCD	-1.71664285714286
C14orf80	-0.6605
BAGE2	0.1805
RABL4	1.8705
RCVRN	0.814
SHANK1	0.129
NLRP7	-1.567
CD226	3.405
STAT3	0.967375
SYNJ2	-0.6406
