Hybridization REF	TCGA-E2-A15F-01A-11R-A115-07
MAGEA1	-4.4755
NEDD8	0.235
KLHDC5	0.518055555555555
C3orf19	0.156166666666667
MRPS2	-1.369
POLR3H	0.5265
ABHD11	1.42
TMEM17	1.495
PAIP2B	0.2328
MAT1A	-2.47675
LGI3	0.1525
THUMPD2	0.631
TKTL2	-0.50525
XAGE3	-1.50983333333333
CALM3	0.844083333333333
C6orf136	-0.785166666666667
KCNC4	-0.18
RGS9	1.32683333333333
ACIN1	-2.17633333333333
SPATS1	-0.03125
XKR8	0.64
FAM84A	3.07283333333333
MS4A7	4.94390909090909
AGXT2L2	-0.15525
OR1F1	-0.2465
SMAP1L	0.126083333333333
IPO11	-0.00942857142857142
ZC3H11A	-0.0280625
C1orf151	1.014125
RNASEH2A	-0.99025
CCR10	-1.41
TXNDC11	-0.206
TMEM112	0.949
MAP1B	-1.83328571428571
NVL	-0.33275
PKM2	-1.0885
ARC	-0.54075
NUP54	-0.4805
PPFIBP2	0.440666666666667
STAT2	1.848
PTAFR	1.88983333333333
ROBO2	1.65075
RNF40	-0.417666666666667
CCDC135	-0.840166666666667
IFT81	0.0311
MORF4	0.02025
TM7SF3	0.06675
OR10H3	1.182
ABP1	1.9195
CHRD	0.66275
PLEKHA8	-0.647833333333333
NCALD	3.28475
OR5AK2	-0.1055
ACCN1	3.03566666666667
SLITRK1	3.0575
ARMET	1.1015
C9orf52	0.5785
REEP4	-0.54625
MTSS1	0.249875
ADH1B	3.77733333333333
DLD	0.2055
CDK5	-0.54825
PPFIA1	0.2926875
WFDC3	1.626
DNAJB12	0.852642857142857
RANGRF	-0.339
MLANA	-4.36575
AMY2B	0.66425
KIAA0319	0.651625
RPS7	-0.6845
JAK3	0.1731
ARFGEF1	2.2055
CXCL5	0.0525833333333334
TRAPPC4	0.051
CETN2	1.5405
HSPC111	-0.25525
RHOBTB3	-0.3894
PHLPP	-0.11
RGS10	1.007
TMEM58	1.926
CHERP	-0.18825
HSP90AB3P	-2.3955
FSTL3	-0.383833333333333
PEX11A	2.065
OR5V1	0.818
FCN3	1.76825
PTPN3	-0.3185
NPTX1	-3.29975
C21orf84	0.61075
C11orf51	0.217375
ZBED2	1.5815
FLJ90757	-0.851
NPY2R	1.388
PLD3	-0.03425
SYT17	2.8535
SGSM2	-1.477
OR1A2	0.09975
FOXP1	0.58225
SLC5A1	1.21725
POFUT1	-0.2387
EPHB6	-2.98383333333333
MYO1G	-1.858
STAC	-1.6808
KLHL17	-1.16866666666667
RGMA	-0.6799
TJP2	-1.8959
FAM114A1	-0.277
SERINC1	1.54541666666667
SLC9A8	0.7135
PEX19	1.12175
EDN2	2.075
PSMD7	-0.819777777777778
C3orf41	-1.2
UQCR	0.410875
PPP1R3C	0.73
LRP4	-2.38633333333333
TM2D1	1.381
TTC17	-0.1993125
C4BPB	-2.76575
CCL25	0.822
ZNF253	0.0455
CHRNA9	-2.40875
SOX11	-1.76825
HIVEP3	0.704
CGN	2.28183333333333
C3orf35	-0.183
PKD2L1	4.0925
SYVN1	-0.15875
PDE8B	0.77425
LOC439951	-1.67375
LTC4S	2.196
MIF4GD	-0.141
SMARCA2	1.978375
TUBGCP6	-0.657833333333333
CABLES1	0.57775
C16orf77	0.8015
ZNF791	0.061
FUT5	0.05
ADH6	-3.07425
P4HB	-0.10975
CLDND2	-0.7375
ALKBH8	-1.13925
PLAC4	-1.3015
F11R	0.324928571428571
MGC35295	0.569666666666667
PDZD4	-0.710333333333333
LOC389073	0.03475
FAM80B	-0.305166666666667
PSMB1	-0.62175
TXN	-1.08866666666667
VIPR1	1.8367
WBSCR18	0.4582
EXOSC6	-1.301
ACTA2	3.7195
SP5	-3.80541666666667
ANKRD1	-2.00275
DDR1	0.9019
ATP6V1D	-0.126
PTGS1	0.139416666666667
RNF157	-2.21575
DCC	0.251
SPAG7	-0.06875
FBXO18	-0.59125
UBE3C	-0.2786
HOXC6	-0.788
LRP2BP	0.2705
MYST2	0.12475
PDSS2	-0.31675
ATE1	0.86025
ARAF	-1.1345
KLF10	0.442
PLA2G2E	0.0915
ASCL1	0.491333333333333
TSNAXIP1	1.201
FAM131B	-0.196625
IFNA10	-1.778
NUP43	-0.32
FAM44B	0.673625
L1TD1	-4.88083333333333
NMD3	-0.762083333333333
C18orf54	-0.0717
PHOSPHO1	0.5945
RAG2	-3.355
EMILIN3	-0.3855
METTL3	-1.118
VPS13C	1.20125
REXO2	-1.02925
ANXA4	0.10775
CA1	-1.244
DCP1B	0.81675
TULP3	-1.1375
ATP2A2	0.456
ATIC	-0.43775
ADAM15	-0.884
NPL	0.968333333333333
LGR4	-1.24575
UEVLD	1.18916666666667
GAB1	1.725
SNAI2	-1.279
ZGPAT	0.3101
SNF1LK	-1.098125
DLEU1	-1.3755
UBE2Q1	0.167125
ZMYM6	0.4848125
JPH3	-1.5264
FAM38A	-1.11466666666667
PXK	0.594666666666667
DENND2D	2.47975
BAX	-1.63533333333333
CP	-3.62754545454545
RPL37	0.0513
G6PC3	0.560375
NCOA4	-0.483333333333333
LRRC14	0.51075
GORASP1	-0.075
FCHO2	-0.22275
CYP24A1	-1.4925
FXYD3	3.174
SMARCAL1	0.22
ABCB8	0.000833333333333306
CCDC44	-0.6325
PRDM7	-3.63325
USH1C	-1.78075
DNAH5	1.1235
SRF	-0.395166666666667
MAL2	2.72283333333333
PGPEP1	0.313
SIN3B	-1.00025
SEMA3C	-0.527
GRAMD3	1.188
FBXO10	-0.013125
OR5D13	0.1255
FLJ31818	0.468625
CACNA1I	-0.725375
S100A13	1.293
TP63	3.35835714285714
ANXA11	-0.000900000000000006
WDR66	1.911375
CSF2RB	0.5475
IFI44	1.996
DACT1	1.10833333333333
ANKRD23	-0.70825
ATP5G1	-0.453
C21orf70	-0.8495
PPWD1	-0.57375
DNAJC13	-0.04825
PAH	-2.67
PTCH2	0.597
TRMU	-0.9175
CCDC9	1.084
USP3	-0.9199
DCLRE1C	0.42
FAM55C	1.23075
FRMD4B	0.90125
CYP2R1	0.91375
RFPL1	-0.7058
XPO5	-0.84325
ARL6IP2	0.6495
OSBPL5	1.541
MMP9	4.35863636363636
KIAA0802	0.991
DHRS2	-3.34
SGEF	2.31775
TXNDC10	0.1684
EXOC6	1.07775
RPS27	0.8115
PNCK	-1.43783333333333
FSTL1	-1.38825
AACS	0.40675
SLMAP	0.733666666666667
SAMD4A	-0.1633
ABRA	0.5845
SMARCD3	2.039
PKNOX2	-1.74116666666667
A4GNT	0.3775
C9orf39	-1.912
RALYL	-0.04775
MGC33556	-2.754
C10orf25	-0.993
BBOX1	6.0825
NHEDC1	0.579
XDH	-0.4915
GCSH	-1.1945
EDN1	-0.532333333333333
MTERF	-0.3115
CLK4	1.500625
ZNF799	1.21233333333333
KCNG1	-1.042125
CXCR4	1.2065
PTPRR	-3.31475
IRAK1	-0.261375
LOC401397	-0.08625
TMSB10	-0.0532142857142858
CXCL3	-3.2885
TMC4	2.558
OR7A10	0.6725
STYK1	3.15575
CHRNA10	0.21025
CCNI	0.138
EP300	-0.169928571428571
LOC165186	-0.0781666666666667
HIC2	-2.72625
SDR-O	0.994
OR2W1	1.1265
KCNA6	0.001
TRIM74	-1.74525
REEP6	0.91475
ATP5G2	0.44625
ERG	1.03775
TMEM42	0.24325
PARN	0.467333333333333
SOD2	0.5450625
DIRAS1	0.576166666666667
PNPT1	-0.78575
JOSD3	-1.079
hCG_40738	-0.36
PDE1C	-2.0805
SEMA4D	-0.41275
AGPAT1	-0.152666666666667
NOSTRIN	0.529125
MAP3K3	-0.750333333333333
MAX	0.125714285714286
CAPS	2.91433333333333
SERPINA12	-0.8665
OSBPL8	-1.394125
RICS	0.0544
NR4A2	-0.1595
PPCS	1.93566666666667
LONP1	-1.51025
SCYL3	1.38175
HERC2P2	-1.18933333333333
FIBCD1	-0.7025
C15orf41	-0.11325
DMC1	-1.3855
C20orf27	-2.628
RPS6KA5	-1.0939
FAHD1	0.4505
SLC12A4	-0.398
BRCA1	-1.47833333333333
GBL	-1.088
SLK	0.572833333333333
NUDT9P1	0.2255
NOXO1	2.696
USP52	-1.0905
BAZ1B	0.7605
SLCO2B1	2.579
BBS12	2.0105
LRGUK	-0.799833333333333
TERF2IP	0.30725
COL1A1	4.2195
KIAA0090	1.02
GRK5	-0.188
AP1S2	-1.8068
TMEM52	-0.534833333333333
CA11	0.025375
OR4A15	0.726666666666667
ACBD3	1.9424
SPAG11B	0.258571428571429
PRDM2	0.9607
FOXP3	0.2565
SMYD3	-1.1758
LOC389199	-0.501
LGI2	0.8045
NAPE-PLD	-0.2635
ANKRD6	0.304
WDR45	0.653333333333333
SHROOM1	0.24025
PSCD3	0.265
PYY	2.477
KCNC1	4.3315
ARHGEF9	0.1666
OR8J1	0.59025
GPR55	0.925666666666667
NS3BP	-2.914
C10orf22	0.8705
NAT8L	2.543
DUSP4	0.708166666666667
FOXM1	-1.64316666666667
GRAMD2	1.1588
ZBTB48	-0.0181666666666667
BUD31	0.332
PABPC5	-0.478
CCDC41	-0.168
FBXO11	0.289666666666667
C6orf148	1.07075
RFXAP	-0.21675
C6orf15	0.834166666666667
CDK8	-0.2395
C6orf70	0.20425
TESSP2	1.0095
ALG2	0.273
PPP1R3D	0.08175
TPM3	0.798555555555555
SYT13	5.16775
EPB42	-0.875333333333333
CETN3	-0.029
PRY	0.2025
NTHL1	-0.196666666666667
POLR2B	0.642
RPS28	0.412666666666667
P2RX3	0.2235
LYZL4	0.247
WBP4	0.4819
PMM1	-0.688
C11orf79	0.35
CBLL1	-0.266
IL1F10	0.628833333333333
VAX2	0.963
SETDB1	-0.205833333333333
LRAP	-3.14683333333333
GCLM	0.692833333333333
CPEB3	2.36225
PPM1A	-0.32625
INTS1	-1.47475
CAMTA1	1.81058333333333
SAMSN1	-1.2855
LOC158830	-1.40966666666667
GMPPA	-0.806875
AIPL1	0.18
IL24	0.584583333333333
BDKRB1	0.081
MLF1	2.0671
TAF12	-0.0585
ID1	-2.5655
THADA	-0.199875
PIK3CB	0.23075
OR4N5	0.1395
TBC1D17	-0.408
COX8A	0.89775
CDCA4	-1.17525
C2orf44	-0.64875
ZNF534	-0.38425
IMMP1L	1.0635
NIPSNAP3B	0.316625
FTMT	0.503875
PWP2	-0.865833333333333
MMP15	-0.7957
DNAH11	-0.82525
MTMR14	-0.6865
DNAL4	-0.00175000000000001
IPP	0.21475
TMEM59	2.4575
C1orf157	1.465
RGS4	0.106166666666667
DDX18	-0.496
SNX6	-0.05225
ZNHIT2	1.07416666666667
NCDN	-0.300333333333333
FLJ33534	1.1
RAG1	-0.958
OR4D10	0.641
PTPN5	0.701166666666667
POMT1	0.221125
LRRC8A	-0.619
CYP1A1	-1.17775
CAPN1	-1.072
DDHD2	3.51275
GRIK2	-0.7015
GNRHR	0.34375
PPBP	1.745
HTR3A	-1
SLITRK4	0.33875
ANKRD49	0.86575
BTF3	0.1267
SARS	-0.04475
C13orf18	0.368
CACNB1	0.0707857142857143
QKI	-0.328318181818182
SETMAR	0.17875
MAN2B1	0.363666666666667
EML3	-1.16175
ACADL	1.12283333333333
OFD1	-0.010875
DEFB114	-0.7445
CGA	3.2502
PEX16	0.341833333333333
LRRC10	0.023
GNG12	-1.319
C1orf152	0.453666666666667
CHRM1	0.353
CD53	0.601
DBH	-0.8045
TFAP2B	-0.759
HIST1H2BJ	-1.5535
FAM46D	0.048
TMEM11	0.29075
C3orf32	-1.86075
PCCB	-0.6375
IPO13	0.5265
C6orf105	-2.12575
COMMD5	1.4155
SUV420H1	-0.6055
LTBR	-0.1505
ARHGAP15	-0.992375
HDHD2	1.07475
TDRKH	-0.304333333333333
LOC401052	0.609
PSG4	-1.1635
GNB4	-0.9331
SPATA4	1.5675
SLC9A3	-0.2245
OSBP	0.474333333333333
NBPF3	-1.25808333333333
DOCK11	-1.548
SLC39A5	-1.36666666666667
PRR5	-0.19
C10orf63	1.980875
SMTNL2	-1.92325
ADRA1A	0.31875
ASAH1	2.3469
DOM3Z	-0.6577
GIPR	0.601
AHI1	-0.642583333333333
NADSYN1	0.3905
RGS14	-0.9857
IL18BP	1.4893
RTN4RL1	2.56916666666667
ARMC6	-0.712
PSMD5	-0.764166666666667
HK3	0.5307
OR4S1	0.32325
RSU1	0.3396
MAD2L1	-1.00333333333333
EIF4A3	0.073
DLEC1	0.679
E4F1	0.3175
CHMP2B	0.781
CAMSAP1	-0.8135
RPS21	-0.534166666666667
ARID5A	-0.1205
UBE2N	0.9215
IGSF8	1.46766666666667
MAGEB6	-2.1315
ACAD11	-1.0032
MGC4172	-1.053
LMO4	-1.703
KLKB1	1.60225
HP	-0.726
HDAC3	-0.102
SCHIP1	0.51575
CLCA1	0.5125
OLFML2A	0.294125
C1orf112	-0.7715
KIF19	0.911
HAPLN4	-0.4674
CXCR7	0.519666666666667
GOT2	1.3006
RAB38	-0.268375
DCX	2.08225
PPM1H	0.202916666666667
NFYC	0.147
KIN	0.311625
ZNF228	2.36075
PLSCR4	2.022
HIG2	-0.19425
FAM79B	6.7735
C21orf86	-0.1056
KCNK10	0.58475
ZNF738	-0.54425
FSTL5	-2.2895
OR6A2	-0.143
OTOA	1.14216666666667
EXOC1	1.070125
AHRR	-2.21225
PDAP1	-2.43266666666667
C19orf6	-0.542375
ZAN	0.45825
LY6G6E	0.6025
EIF4E2	0.14075
C20orf198	-0.0435
ZNF324	1.12875
CYP3A5	-4.30166666666667
ENTPD7	0.842
MBOAT5	0.329
GJB5	-0.70875
TTC13	-0.556
S100Z	-1.31816666666667
KIAA0664	-1.263
PDGFRB	1.35816666666667
IL17D	1.23725
OR56B4	-1.0945
RDX	-0.942
SLC34A3	0.315
IL28B	1.203
JUND	1.5615
CHRNB1	0.60375
CAMK2B	2.93325
FETUB	-2.078
CXorf23	0.968625
MRTO4	-0.93425
TTC3	-0.737
NDUFB8	0.140166666666667
EDG2	-0.551
SEMA3G	-0.25225
IL23A	-0.349
GRHL1	2.1953
LOC441054	-0.148
WDR65	1.88283333333333
PSTK	0.492
STOML3	0.177666666666667
R3HDM2	0.3138
C5	-1.62775
SLC2A10	0.0713333333333333
C3orf22	0.78225
PAQR3	-0.870384615384616
ANKRD26	0.0476666666666667
HCRTR1	0.187
LOC399947	-0.8575
PSD2	0.77075
TIGD2	-0.263833333333333
SCRN1	-0.449
COQ10A	-0.44875
DDI2	0.1655
METTL7B	-0.831333333333333
UCN2	0.26825
FAM92A3	1.58575
WDR16	2.8825
ZNF511	-0.5275
ZMYM5	-0.149875
POLR3G	-3.01825
ZNF586	0.8545
C1orf49	0.0645
TANK	0.961833333333333
RCAN1	-0.237
PELI3	1.6515
LIMD2	-0.534166666666667
TMEM189	-0.1425
NTN4	0.011625
LOC151300	0.7425
CLEC2A	-2.875
GPR135	-0.940125
DPYSL4	-0.9167
JAK2	-0.1865
TSHZ1	0.072
TM9SF4	0.48125
ZNF264	1.26416666666667
SIRPG	1.38075
BICD1	-2.186
HERC6	4.01883333333333
METTL5	-0.549
CASP1	1.07925
PRRT1	-0.658666666666667
PLA2G4C	3.412
ICA1L	1.2895
TPTE2	-0.708333333333333
OTUD7A	-0.738166666666667
AQP11	-0.352
APOA2	-3.8117
KALRN	-0.6914
SECTM1	1.3725
IFNAR1	0.128
TALDO1	0.080875
RAB11FIP4	0.811
EIF5A	-1.744
FAM49A	1.69325
NEGR1	0.131166666666667
YTHDC2	0.11025
EHD2	0.78625
NCF1	1.4359
SCRT2	-0.9785
HOXA5	-1.66983333333333
NUP133	0.435
FGF12	0.26575
SLMO2	0.963125
SNTA1	-0.60525
CACNG2	-0.490375
GCM1	0.987
ELF1	0.0676666666666667
TLR5	3.0295
TCFL5	-0.407916666666667
RBMY2FP	-0.294
LOC100125556	0.100125
FAM129B	-0.763625
MAP3K7IP1	-0.697125
NCK2	-0.5195
OXA1L	-1.51925
FMO9P	0.4355
ZSCAN12	0.229
PSMD12	0.24
HSCB	-0.10625
CLDN10	-3.00225
MGC13053	-0.792
HPCAL4	-0.377666666666667
ASZ1	-1.1355
MEX3D	-0.296
NFAT5	-1.7611
CSPG4LYP1	-0.251666666666667
FBXO3	1.7242
DVL1	-0.793666666666667
CMKLR1	1.11783333333333
TYMS	-3.0965
PEF1	0.5605
ZNF750	2.34783333333333
MCM5	-1.4199
MEGF11	0.38925
KCNK7	0.0365
PTP4A3	0.364
C1QTNF2	-1.43783333333333
OR6S1	0.305
FAM122B	-0.1845
ZNF551	-0.347875
HBQ1	-1.192
GEMIN6	0.16075
ARSK	0.40975
RBP7	3.89333333333333
CPNE9	0.6155
DSC1	1.0225
LOC730112	-0.71375
MAP2K4	1.83925
HS3ST5	-1.3315
EPB41L3	1.06825
TEKT2	1.35325
CDKN2B	-0.168833333333333
ZNF480	0.16525
MAP3K6	-0.3078
MAP6	4.1175
HN1	-0.0737
OR2L13	1.22016666666667
SLC16A11	1.0485
FAM96A	-0.19425
APOL1	-0.31
C5orf32	0.345
RTP1	-0.677
RNF175	1.378375
ZBTB41	0.653375
AHCTF1	-1.3226
SAE2	0.6928
ITGA2	0.464916666666667
MME	-0.283166666666667
CCDC14	-1.44475
MAST4	1.458
KRT33B	-0.0845
KCTD2	-0.389666666666667
WDR26	0.0184166666666667
MFI2	0.853875
NR4A3	0.445
ARSA	1.0085
UNKL	-0.850666666666667
SULT6B1	0.721
CCNA2	-1.8715
SOX15	-0.172
PPAPDC1B	3.99658333333333
C19orf44	0.8895
MCAT	-0.0201666666666667
ARID1B	0.029625
OR52N1	0.648
C12orf48	-1.0785
MAGI1	1.43425
NIPA2	0.38925
GBX2	-3.162
RSHL3	1.3145
RAVER1	-0.347
C15orf17	-0.35775
SLC30A2	1.325625
ZNF518	-0.26975
PCYT1B	-1.649
C10orf114	-0.8675
EIF3H	0.59
SLC25A39	-0.523
KIF1B	-1.017875
AMOTL2	0.2825
C6orf120	0.624625
PSRC1	-1.456
PLA2G10	3.587375
KIF5C	0.432375
MRPL37	-0.5305
C17orf62	-0.121333333333333
C9orf135	-0.6755
DUSP10	0.9221
CLCNKB	0.292
PSMA5	0.42625
C8orf53	0.643
AMPD3	1.9835
PIAS1	-0.433
ADCYAP1R1	0.378
GYLTL1B	0.95675
CDH20	-0.0458333333333333
FBXO7	-0.47625
TMEM134	0.714666666666667
FLJ14213	0.635666666666667
ZNF3	-0.6945
LRRFIP1	0.768666666666667
CNOT2	0.520916666666667
ABI3	2.6635
ALDH5A1	-0.818666666666667
HNT	1.9169
SERPINA4	-2.88025
TK2	0.960363636363636
STMN1	-2.10433333333333
GUCA2A	-0.0568333333333334
GALNT10	-0.251714285714286
DPP6	-1.64689473684211
C9orf93	-1.013375
PRELID2	0.085
STK39	0.86125
SFTPA1	-1.43025
CKS2	-1.35855555555556
RHO	-0.0638749999999999
C20orf135	0.1225
XKR3	-2.643
CR1	1
RPS6KA2	-0.171428571428571
C20orf112	0.60875
MRPL22	0.432
C4orf23	0.488166666666667
GADD45B	0.7015
KLHDC1	2.15833333333333
C2orf48	-2.199
ZNF287	2.0765
DAAM2	-0.67475
DPPA2	-3.29316666666667
TCTN3	0.632
DNAJB11	1.09425
FPR1	4.15125
DEFB4	0.492
PTCD2	-0.3396
SMOC2	5.43483333333333
CABP7	1.08225
SERPINB11	-0.21125
MAGEF1	0.6445
NDE1	-0.629166666666667
ITGA10	-0.401
FSHB	0.9305
ANXA2	1.247125
HORMAD2	0.268666666666667
HLCS	1.22625
MCF2L	1.36016666666667
FH	0.382375
TBC1D24	0.27775
KIAA1505	2.60025
LGALS2	-0.20575
CNBD1	0.016
SYNPO2L	1.30275
PTPN23	-0.246142857142857
C1orf183	-0.651166666666667
MAGEA8	-3.04575
DGCR8	-1.339625
GSR	-1.2515
PAQR7	0.34525
ZNF676	-0.414
CACNA1C	0.4938
SP7	0.3495
PDCD6	0.66425
NRN1L	-0.935
BRI3BP	-0.415
KIAA1183	0.4995
ASB4	0.2835
CCL23	1.8106
OBSL1	-0.015375
SLC12A7	0.583166666666667
KIAA0240	0.81675
CD1B	-2.55733333333333
FCGR2A	2.055875
MDC1	-0.95425
HTR1A	0.076
OCEL1	0.80275
ATP11B	-0.7884375
FBXO34	-0.3855
PCDH12	2.88866666666667
RPE	0.375
C17orf74	0.14
CSDC2	0.628333333333333
PET112L	-0.14275
TMBIM1	-0.367125
P2RXL1	0.301
TCHP	-0.47525
TRMT1	-0.903333333333333
F2RL2	0.81725
LRRC32	2.6845
IMPG2	0.4625
BGLAP	0.56225
LOC493869	-1.92941666666667
MRAS	1.63425
SLC35F5	1.02
CBWD1	-0.012
AXL	-1.116375
ATP2C2	2.02925
TELO2	-0.44475
PNPLA3	0.1505
PCDHB14	0.3825
CD276	-0.08125
KRT80	-0.567125
DUSP28	-0.358
CSNK1E	-1.41683333333333
SRP14	1.938
KCNQ4	-0.072
KRT72	-0.585666666666667
CCDC117	1.552375
C6orf89	-0.441222222222222
TUBB2B	-1.88166666666667
RTN4IP1	-1.008
CR1L	-1.29666666666667
CEND1	0.109125
C12orf41	0.0318333333333333
RNF31	-0.0915
UBN1	-0.177666666666667
C17orf32	1.282375
SLC5A7	0.2045
GPR92	0.9665
ESAM	1.7919
CTNNA1	1.0225
HRBL	0.6549
CBX4	-0.3205
TMEM182	0.65875
SH3TC2	-1.78883333333333
IL10	1.2125
PXMP4	0.869
RNF167	0.4413
PAK7	1.6455
ETV3	0.1225
ATPIF1	0.591333333333333
LOC554207	-1.45116666666667
OR8H1	-0.112
WDFY3	1.4805
DPM1	1.10525
GPSM1	-0.843
WDR92	-0.1748
LRP1	-0.483166666666667
ANKH	-0.560875
THUMPD3	-0.3855
POLR1B	-0.0285
OLFM4	3.08316666666667
RAD9B	2.0565
TSPY2	-3.929
PAX6	-2.423
SCG2	-1.1785
SLC17A6	-0.18275
FMO3	2.71725
PADI4	-0.710333333333333
TUBB4	-0.8983
NLK	-0.3255
POU4F3	-1.0545
SDF4	-0.42
ITGBL1	2.5985
NETO1	-3.248
TAP2	-0.76125
ABBA-1	-0.67075
GNAI1	-1.1735
VPS4B	1.30575
NOPE	-0.142
GALNT6	2.22833333333333
SESN1	0.79875
GBE1	-1.16977777777778
CLASP1	-0.378
RASGEF1B	0.614
ACOT11	0.615071428571429
AFAP1	0.873
OR2H2	0.26125
DPY19L2P1	0.62825
DZIP1	-2.0185
SEC22C	0.246416666666667
GPR161	-0.421416666666667
RNF146	0.824
WDR74	-0.727125
GALP	-0.6985
PURA	-0.275
DNPEP	0.494833333333333
RP11-78J21.1	-1.29225
ERBB2	2.04975
FANCM	-1.75325
NEO1	0.811666666666667
DDX3Y	-4.9393
RPS3A	0.577375
MXRA7	-0.180142857142857
LGALS3	-1.427
GLT8D1	0.1715
CFL2	-2.1
UPB1	0.0145
NAP1L5	0.59625
CLDN14	-0.14325
DHX38	-1.39425
BTBD1	0.74475
TARS2	-0.905
ABCF1	-0.7078
FCF1	0.0234999999999999
LRRC49	1.92425
GUCY1B2	-2.2425
C1orf177	0.452833333333333
SMARCA4	-1.12485714285714
LRP8	-1.71716666666667
TAGLN3	-0.80175
MRPL14	-0.70675
TTRAP	-0.26925
ZDHHC20	-0.06925
NFE2L3	-1.50475
KIAA1377	0.628
PALMD	0.328
TMEM43	0.11025
TTL	-0.673375
STAT5B	-0.923833333333333
SSB	-0.088625
OR10H5	0.484
SLC22A13	-0.97525
AKAP3	0.48225
TIMM23	1.14533333333333
OAS2	3.53691666666667
KIAA0423	0.64575
TRIM11	0.424
GLIS3	1.38025
TMEM50B	1.69
ARHGEF4	-1.5485
DEGS1	-0.570727272727273
TBL1XR1	-0.2783
G6PD	-2.13575
SP140	0.9711
MUC17	-0.0917692307692308
NUDC	0.5582
DNAJC5B	3.99083333333333
SCARA3	-0.084
CPA3	6.94833333333333
BCAT2	0.218875
MFN1	0.6648
NRG3	0.7385
SNX11	-0.0305
PLEKHH1	-1.22316666666667
GPR177	-1.62416666666667
HCFC2	0.94975
TCAP	-0.036
MOCOS	-0.4495
C14orf93	-0.676
PRDM10	-0.0273333333333333
SLC16A4	0.967583333333333
SRGAP1	0.232333333333333
VIP	0.216
DUSP27	1.19616666666667
LILRA1	1.3355
MC2R	0.3935
MGC24103	-1.79075
MBTD1	-2.948
FUT11	-0.614833333333333
USP33	0.4439
C15orf39	-1.342
MAP3K12	0.672
PAAF1	0.231
BARHL1	0.8465
FLJ16165	0.042
PIWIL2	-3.3425
SYNE1	0.0254166666666666
CMTM4	-0.082
TSPYL1	1.0591
GUF1	-1.50416666666667
TMEM157	2.729
WDR44	0.1115
HIST1H3C	0.21725
DKFZp666G057	1.5295
RNPEP	-0.6325
GAS2L2	1.09483333333333
ADH4	-4.80725
GRPR	4.98116666666667
FBXL17	-1.97375
ZBTB10	1.1625
Gcom1	0.517888888888889
HTRA1	1.1813
ZNF585A	0.3425
SLC26A2	-1.45721428571429
OTOP3	0.266666666666667
WISP1	2.59577777777778
ATP2B4	-0.715583333333333
FLJ10769	1.047
CRAMP1L	-0.06
CHST12	-0.29625
RAB22A	0.772416666666667
TARDBP	0.381
STAU1	-0.35425
CRB3	2.6375
MIG7	-0.83725
CHMP1A	-0.9155
ZNF160	0.39025
B3GALT6	0.308625
BARX1	-2.4595
C6orf167	-1.7830625
NXNL1	0.3385
DHX29	1.22975
HADHB	0.53975
PLXNB2	-0.57625
ILDR1	-1.47675
SLC15A3	2.56625
GAS2	-2.9535
C20orf69	-0.9125
NUMB	-0.233
TNIP1	-0.438
MESP1	0.875166666666667
PSKH1	0.175
NSFL1C	-0.289375
RHOG	-0.074
HEY1	-1.24883333333333
KNG1	-2.32625
ITGAX	1.6209
LIN9	-0.833166666666667
CANT1	0.316875
XRN1	-0.0842142857142857
CCDC96	2.5571
HEATR6	-1.64316666666667
GNG7	0.78375
RUNX2	0.979375
SOX1	-0.930666666666667
FCRL5	1.9154
ZNF99	0.326125
FAM9A	-0.159
SNX22	1.85266666666667
MBNL3	-1.84433333333333
ODC1	-1.7129
ADORA2B	-2.19816666666667
NR2F6	-0.196
ZFYVE16	0.500333333333333
SYNJ2BP	-0.5119
POLE	-1.449625
E2F2	-0.924375
THRA	-0.303333333333333
PTGES2	-1.435
HIP1R	0.019
TMUB1	-1.08816666666667
ENO3	-1.943
RSPH10B	1.2215
CXorf39	1.70525
IRGC	0.334
GPR109B	-0.1075
FLJ13305	-1.875
LCE3A	-0.349
TNFRSF18	0.207333333333333
DET1	0.41225
TRPM3	-0.4105
C16orf79	-1.2115
FECH	-0.0656666666666666
RAP2A	0.114333333333333
CRIP1	3.042
AZIN1	0.837
SLC7A7	3.44075
IL10RA	0.4837
TMEM64	-0.33975
CDC42EP4	1.0846
C16orf58	-0.1781
ARG2	-1.1
POU5F1P4	-4.196
FAM62B	0.1095
DNAH8	-1.9394
ASH2L	2.736625
TSLP	-2.05116666666667
CNTNAP5	0.00683333333333331
TMEM16C	3.87625
IFNA14	0.9285
SLC1A3	0.098
CABYR	3.065
BCL7B	-0.1859
NUDT13	-0.403166666666667
C13orf28	0.19175
C1orf53	1.029
ARL6IP4	0.286
RPL35A	-0.202
EMR3	0.78125
RAB40C	0.691
SLC41A1	-0.6595
LRCH1	-0.81225
LY6G5B	-1.2365
FAM124A	-0.319214285714286
MGC10981	-3.47116666666667
CLIP3	0.1471
MAP4K2	0.0841666666666667
CHIC1	0.13875
SULF1	3.2775
C20orf30	-0.262857142857143
PRDM5	0.4335
ELOVL1	0.771
C11orf48	-0.028625
SLC39A10	-0.525
KCNV1	0.299
ACP1	-0.6215
ZMYM2	-0.922125
B3GNT6	-0.0713333333333333
C9orf69	-1.00775
C2orf15	1.61275
C20orf166	-0.8205
HSP90AA6P	-1.9735
EDG7	-1.383
NEURL	3.830875
LPL	2.51533333333333
CLEC2D	0.0900714285714285
