Hybridization REF	TCGA-A8-A09D-01A-11R-A00Z-07
TM9SF4	-0.348875
ZNF264	1.14516666666667
SIRPG	2.006875
BICD1	-0.14
HERC6	2.74483333333333
METTL5	-1.448
CASP1	0.73425
PRRT1	-0.636833333333333
PLA2G4C	2.226
ICA1L	0.994642857142857
TPTE2	-0.537666666666667
OTUD7A	1.1395
AQP11	-0.776
APOA2	-4.1768
KALRN	-0.0615
SECTM1	-0.173416666666667
IFNAR1	0.6195
TALDO1	0.526125
RAB11FIP4	0.505583333333333
EIF5A	-0.655
FAM49A	2.25175
NEGR1	1.29533333333333
YTHDC2	0.699625
EHD2	0.464875
NCF1	2.2728
SCRT2	1.3595
HOXA5	0.335
NUP133	-0.51375
FGF12	-0.50225
SLMO2	0.730125
SNTA1	0.195875
CACNG2	0.8135
GCM1	0.204
ELF1	0.0761666666666667
TLR5	3.05325
TCFL5	-0.59575
RBMY2FP	-0.432
LOC100125556	-0.21475
FAM129B	0.58975
MAP3K7IP1	-0.444875
NCK2	-0.3635
OXA1L	-0.04575
FMO9P	0.064
ZSCAN12	-0.156
PSMD12	0.361416666666667
HSCB	-0.617
CLDN10	-2.84025
MGC13053	-0.71825
HPCAL4	-0.556666666666667
ASZ1	0.8235
MEX3D	0.909666666666667
NFAT5	-0.1876
CSPG4LYP1	-0.686333333333333
FBXO3	0.4559
DVL1	-0.208833333333333
CMKLR1	3.45733333333333
TYMS	-2.21875
PEF1	0.86325
ZNF750	2.38733333333333
MCM5	-1.1919
MEGF11	-0.9785
KCNK7	0.328
PTP4A3	-0.05
C1QTNF2	-1.28133333333333
OR6S1	0.9505
FAM122B	-1.7985
ZNF551	-0.442375
HBQ1	-2.2645
GEMIN6	-1.0185
ARSK	-0.9005
RBP7	3.93483333333333
CPNE9	0.21475
DSC1	0.9745
LOC730112	-1.028
MAP2K4	0.331375
HS3ST5	-2.141
EPB41L3	0.393
TEKT2	-1.13875
CDKN2B	1.11458333333333
ZNF480	-1.4565
MAP3K6	0.6732
MAP6	1.86266666666667
HN1	0.7952
OR2L13	0.9945
SLC16A11	0.3895
FAM96A	-0.8155
APOL1	-0.0965
C5orf32	0.24475
RTP1	-0.498333333333333
RNF175	-0.797
ZBTB41	1.184625
AHCTF1	-0.2323
SAE2	-0.4061
ITGA2	-0.604916666666667
MME	1.35783333333333
CCDC14	-1.8965
MAST4	1.32892857142857
KRT33B	-0.7665
KCTD2	0.834
WDR26	0.110916666666667
MFI2	0.619375
NR4A3	-0.376
ARSA	0.53375
UNKL	0.1805
SULT6B1	0.1765
CCNA2	-2.12883333333333
SOX15	-0.5345
PPAPDC1B	0.20325
C19orf44	0.0635
MCAT	0.847416666666667
ARID1B	0.247
OR52N1	-0.743
C12orf48	-1.957
MAGI1	0.029
NIPA2	-0.1755
GBX2	-2.3225
RSHL3	0.285142857142857
RAVER1	0.389833333333333
C15orf17	-0.13375
SLC30A2	1.06475
ZNF518	0.462
PCYT1B	-2.401
C10orf114	-0.715
EIF3H	-0.919583333333333
SLC25A39	-1.16283333333333
KIF1B	0.4
AMOTL2	0.025
C6orf120	0.828875
PSRC1	-2.2985
PLA2G10	-0.274625
KIF5C	0.03925
MRPL37	-0.622
C17orf62	0.810666666666667
C9orf135	-1.6868
DUSP10	0.9082
CLCNKB	0.208
PSMA5	-0.600375
C8orf53	0.3165
AMPD3	1.72383333333333
PIAS1	0.36275
ADCYAP1R1	0.0535
GYLTL1B	2.0045
CDH20	0.0918333333333333
FBXO7	0.382
TMEM134	0.615166666666667
FLJ14213	0.75
ZNF3	0.02825
LRRFIP1	0.410291666666667
CNOT2	2.3705
ABI3	2.80725
ALDH5A1	0.176083333333333
HNT	3.8928
SERPINA4	-2.994
TK2	0.8095
STMN1	-1.96833333333333
GUCA2A	0.0281666666666667
GALNT10	0.110428571428571
DPP6	-0.582684210526316
C9orf93	0.156125
PRELID2	-0.996125
STK39	-0.180125
SFTPA1	-0.393
CKS2	-0.869111111111111
RHO	0.650285714285714
C20orf135	-0.3925
XKR3	-2.7505
CR1	0.4435
RPS6KA2	1.32857142857143
C20orf112	0.9185
MRPL22	-0.097
C4orf23	1.07116666666667
GADD45B	1.31375
KLHDC1	0.940166666666667
C2orf48	-2.4575
ZNF287	1.982
DAAM2	-0.118
DPPA2	-3.94783333333333
TCTN3	0.09
DNAJB11	-0.0295
FPR1	3.93575
DEFB4	0.1155
PTCD2	-0.5877
SMOC2	5.12983333333333
CABP7	0.991
SERPINB11	-0.122
MAGEF1	-0.599
NDE1	0.623833333333333
ITGA10	0.076
FSHB	-0.102
ANXA2	0.338125
HORMAD2	0.864
HLCS	0.47025
MCF2L	1.70058333333333
FH	-0.456
TBC1D24	1.6585
KIAA1505	0.63775
LGALS2	-0.47675
CNBD1	-1.1995
SYNPO2L	-0.686
PTPN23	-0.489928571428571
C1orf183	-0.442333333333333
MAGEA8	0.24
DGCR8	-0.659375
GSR	-0.55175
PAQR7	0.51775
ZNF676	0.3265
CACNA1C	0.3281
SP7	1.4855
PDCD6	-0.41675
NRN1L	-1.3805
BRI3BP	-0.232
KIAA1183	1.01025
ASB4	0.281
CCL23	1.289
OBSL1	-0.865125
SLC12A7	0.528583333333333
KIAA0240	1.33325
CD1B	-3.0965
FCGR2A	2.723
MDC1	-1.6355
HTR1A	0.459
OCEL1	-0.1325
ATP11B	-0.46725
FBXO34	0.432
PCDH12	4.27266666666667
RPE	-0.7935
C17orf74	0.0775
CSDC2	0.116833333333333
PET112L	-0.16725
TMBIM1	1.16775
P2RXL1	-0.94475
TCHP	-1.1055
TRMT1	-0.741666666666667
F2RL2	0.745
LRRC32	3.802
IMPG2	0.611
BGLAP	-0.68625
LOC493869	-1.374
MRAS	2.650875
SLC35F5	-0.06175
CBWD1	-0.0575
AXL	-0.837625
ATP2C2	3.02275
TELO2	0.13425
PNPLA3	-2.81375
PCDHB14	0.6365
CD276	0.61575
KRT80	-0.09425
DUSP28	0.5055
CSNK1E	-1.01958333333333
SRP14	0.196
KCNQ4	-0.5375
KRT72	0.4625
CCDC117	0.81175
C6orf89	-0.193055555555556
TUBB2B	-3.16866666666667
RTN4IP1	-0.665
CR1L	-3.28033333333333
CEND1	0.482375
C12orf41	-0.366666666666667
RNF31	1.7095
UBN1	0.527333333333333
C17orf32	0.510875
SLC5A7	0.5445
GPR92	1.6355
ESAM	2.7679
CTNNA1	0.35325
HRBL	-0.3995
CBX4	0.5305
TMEM182	-0.4225
SH3TC2	-2.0775
IL10	1.33016666666667
PXMP4	1.1485
RNF167	-0.419
PAK7	-0.2082
ETV3	0.1105
ATPIF1	-0.466166666666667
LOC554207	-2.21083333333333
OR8H1	-0.27775
WDFY3	1.3915
DPM1	-1.45975
GPSM1	0.0505
WDR92	-0.042
LRP1	1.1755
ANKH	-0.02
THUMPD3	-0.873
POLR1B	-1.471
OLFM4	0.0345
RAD9B	-0.856
TSPY2	-4.2165
PAX6	-2.20633333333333
SCG2	-2.827
SLC17A6	-0.04325
FMO3	5.054625
PADI4	-0.023625
TUBB4	-0.3894
NLK	-1.02825
POU4F3	-0.2785
SDF4	-0.08325
ITGBL1	3.63516666666667
NETO1	-1.555
TAP2	-0.2315
ABBA-1	0.312166666666667
GNAI1	1.184
VPS4B	0.347
NOPE	-0.1646
GALNT6	2.86533333333333
SESN1	0.65775
GBE1	-1.51544444444444
CLASP1	-0.21025
RASGEF1B	1.2035
ACOT11	0.115285714285714
AFAP1	0.98025
OR2H2	0.4395
DPY19L2P1	-1.38625
DZIP1	-1.69075
SEC22C	-0.919916666666667
GPR161	-0.580833333333333
RNF146	0.46775
WDR74	-0.35825
GALP	0.4215
PURA	1.78275
DNPEP	1.22675
RP11-78J21.1	-1.132
ERBB2	1.508625
FANCM	-0.228666666666667
NEO1	0.2725
DDX3Y	-5.2729
RPS3A	-0.04275
MXRA7	0.7585
LGALS3	0.0545
GLT8D1	-0.81875
CFL2	-1.44733333333333
UPB1	0.184
NAP1L5	-0.127125
CLDN14	0.1995
DHX38	-0.423
BTBD1	-0.29875
TARS2	-0.512
ABCF1	-0.4889
FCF1	-0.404833333333333
LRRC49	-0.93075
GUCY1B2	0.367
C1orf177	-0.531666666666667
SMARCA4	-0.582714285714286
LRP8	-1.69416666666667
TAGLN3	-1.95325
MRPL14	-0.1875
TTRAP	0.1035
ZDHHC20	0.77575
NFE2L3	-2.7065
KIAA1377	0.580125
PALMD	2.5422
TMEM43	0.426
TTL	-1.445875
STAT5B	-1.55433333333333
SSB	-1.117375
OR10H5	0.9775
SLC22A13	-2.0735
AKAP3	-1.41775
TIMM23	0.0841666666666667
OAS2	2.391
KIAA0423	0.988
TRIM11	0.9295
GLIS3	1.6815
TMEM50B	1.01866666666667
ARHGEF4	-0.576
DEGS1	-0.630727272727273
TBL1XR1	0.874266666666667
G6PD	-2.17425
SP140	0.7882
MUC17	-0.265428571428572
NUDC	-0.3788
DNAJC5B	3.58866666666667
SCARA3	-1.97516666666667
CPA3	5.44966666666667
BCAT2	-0.22375
MFN1	-0.5183
NRG3	0.391
SNX11	1.3395
PLEKHH1	-1.02183333333333
GPR177	-1.696
HCFC2	0.11025
TCAP	-0.9645
MOCOS	-1.902
C14orf93	-0.17225
PRDM10	-0.664666666666667
SLC16A4	-0.85775
SRGAP1	0.596166666666667
VIP	0.77025
DUSP27	0.7145
LILRA1	1.1664
MC2R	0.477
MGC24103	-1.658
MBTD1	-1.919
FUT11	-0.8945
USP33	0.0435
C15orf39	0.333
MAP3K12	-0.16875
PAAF1	-1.14516666666667
BARHL1	0.1545
FLJ16165	-0.01
PIWIL2	-2.2875
SYNE1	0.464583333333333
CMTM4	1.241875
TSPYL1	1.0506
GUF1	-0.236166666666667
TMEM157	1.359
WDR44	0.058
HIST1H3C	0.9955
DKFZp666G057	1.4665
RNPEP	0.06
GAS2L2	0.3665
ADH4	-4.2455
GRPR	0.0313333333333333
FBXL17	1.36625
ZBTB10	-0.0982499999999999
Gcom1	1.07994444444444
HTRA1	1.6604
ZNF585A	-0.240833333333333
SLC26A2	0.388785714285714
OTOP3	0.0433333333333333
WISP1	2.298
ATP2B4	-0.284083333333333
FLJ10769	1.38125
CRAMP1L	-0.045375
CHST12	-0.26175
RAB22A	2.88733333333333
TARDBP	-0.253714285714286
STAU1	2.53875
CRB3	2.60066666666667
MIG7	-1.04325
CHMP1A	0.383833333333333
ZNF160	0.057125
B3GALT6	0.12175
BARX1	-1.76166666666667
C6orf167	-1.1425
NXNL1	0.3325
DHX29	0.4465
HADHB	-0.57475
PLXNB2	0.42325
ILDR1	-0.8335
SLC15A3	3.961
GAS2	-4.669
C20orf69	0.038
NUMB	-0.359
TNIP1	0.202625
MESP1	-0.2875
PSKH1	0.2235
NSFL1C	0.094625
RHOG	0.45775
HEY1	-1.84983333333333
KNG1	-1.689625
ITGAX	3.0831
LIN9	-0.78
CANT1	1.81925
XRN1	0.0687142857142857
CCDC96	1.32822222222222
HEATR6	-0.171166666666667
GNG7	0.255083333333333
RUNX2	1.1915625
SOX1	0.565333333333333
FCRL5	-0.0937
ZNF99	0.49125
FAM9A	2.324
SNX22	0.538166666666667
MBNL3	-2.36566666666667
ODC1	-2.6988
ADORA2B	-1.73233333333333
NR2F6	0.35775
ZFYVE16	-0.241777777777778
SYNJ2BP	0.7155
POLE	-1.82
E2F2	-0.633125
THRA	-0.528
PTGES2	-0.657333333333333
HIP1R	0.187
TMUB1	-0.845333333333333
ENO3	-2.561
RSPH10B	-0.647
CXorf39	0.926125
IRGC	0.449
GPR109B	1.771
FLJ13305	0.2365
LCE3A	-0.572
TNFRSF18	0.656166666666667
DET1	0.0485
TRPM3	-0.116416666666667
C16orf79	-1.3575
FECH	-0.812666666666667
RAP2A	0.965
CRIP1	3.39766666666667
AZIN1	0.80425
SLC7A7	4.5215
IL10RA	0.8768
TMEM64	2.718
CDC42EP4	1.0716
C16orf58	-0.373
ARG2	-3.10075
POU5F1P4	-4.4965
FAM62B	-0.294
DNAH8	-2.9102
ASH2L	-0.096375
TSLP	-3.3445
CNTNAP5	-0.2478
TMEM16C	1.11675
IFNA14	1.65
SLC1A3	1.783
CABYR	-0.225
BCL7B	-0.4491
NUDT13	-2.66133333333333
C13orf28	0.9595
C1orf53	0.34125
ARL6IP4	-0.2358
RPL35A	-0.6135
EMR3	0.6345
RAB40C	0.653
SLC41A1	-0.712166666666667
LRCH1	0.3325
LY6G5B	-0.874
FAM124A	-0.0321428571428572
MGC10981	-4.404
CLIP3	0.593
MAP4K2	-0.910333333333333
CHIC1	-0.5755
SULF1	4.64983333333333
C20orf30	-0.383142857142857
PRDM5	-0.4685
ELOVL1	0.66675
C11orf48	-0.627
SLC39A10	-0.176
KCNV1	-0.175
ACP1	-0.6818
ZMYM2	0.035
B3GNT6	-0.000499999999999991
C9orf69	0.592
C2orf15	-0.31875
C20orf166	-0.3885
HSP90AA6P	-0.0605
EDG7	-0.894
NEURL	1.641
LPL	4.2725
CLEC2D	-0.255142857142857
GRRP1	2.287
CD8B	-3.334
HIST1H3D	0.974666666666667
SLC6A12	1.724125
FAM27L	0.016
CD84	2.7805
RASA1	0.265
PHKG1	0.732
MAGEA11	-2.1625
IMPA1	-1.6304
NPM3	-1.67725
RARRES1	3.6845
SH3BP1	0.139375
B3GNTL1	0.465
ARPC5L	-0.0685
KLHL26	0.11825
SIM2	1.9575
GJC1	0.901
C20orf194	0.74475
EXO1	-2.5715
SLC2A2	-2.2678
LOC285074	0.1
LRG1	-2.23175
KIRREL	0.614
PIK3R1	1.40771428571429
C4orf34	1.0335
MAF	-0.177166666666667
ADCY4	4.103
ZMIZ2	-0.0278
SLC46A3	2.0825
STAMBP	0.274166666666667
CCDC16	0.39925
MS4A12	0.3685
TCF20	-0.617
LRRC46	0.7965
C20orf152	0.68475
MRPS6	0.364125
ABCB11	0.2835
KCNC2	2.7005
CDH19	-3.03416666666667
C9orf123	-0.297
SSH3	-0.240125
LDLRAD1	-3.8085
CCBE1	-0.736
ZNF135	0.834625
TAAR1	-0.2235
WFDC12	-0.464
CCDC42	-0.219833333333333
FLJ12529	-1.04875
PER1	-0.612666666666667
TIMM50	0.00166666666666666
SMARCAD1	-0.635
FAM26C	0.259
TP53TG3	-2.25866666666667
SH3RF1	1.7999
LMCD1	2.09675
GPR63	-0.369
FLJ21986	-0.944375
AIFM3	0.24625
MICAL1	-0.00266666666666667
BLZF1	0.385166666666667
IQCA	2.09733333333333
PCDHGC3	-1.448
SAC	0.3265
BCL6B	2.694
DDO	-0.5115
MARCO	4.45525
DCHS1	1.0035
C1orf170	0.1485
CD200R1	0.902833333333333
C22orf15	-0.545
SEPT11	0.671666666666667
ADNP	-0.22525
UST	0.1497
C13orf34	-0.8005
RFFL	0.419142857142857
APBA3	-0.2875
C2orf60	-0.392375
CUTL1	0.4725
PMS1	-1.26683333333333
ZNF689	0.8355
EIF3E	-1.49783333333333
IL9	-0.2048
RPL31	-1.518625
LY9	0.457
ATP2B3	0.00549999999999998
KDELR2	0.685833333333333
TFCP2	0.125625
NLRP12	1.517125
FLJ45422	0.27725
TLE4	-1.2184
ZNF570	-0.509
FLJ43806	-0.863
TLK2	0.0705
CIR	0.264
MARS2	0.0775
COL24A1	0.8645
SDF2L1	-0.2005
HIBADH	-0.845666666666667
IGFBP3	-1.85442857142857
C12orf23	-0.07875
PSPC1	-0.04325
C20orf43	2.0525
TRAV20	0.635
ARHGAP24	1.195875
KIAA1975	-0.77275
C1QA	3.9945
DNTT	-4.6405
C10orf6	0.438583333333333
C11orf41	0.776625
HNRPF	0.253625
COL11A1	7.1295
UBAP2	-0.251166666666667
CDKN2AIPNL	-1.7675
C20orf174	2.918
SPRED2	0.37825
PLA2G12A	0.00516666666666667
ICEBERG	-2.7156
SCN10A	0.1415
C11orf65	-0.793
GBP5	4.80575
PITPNC1	0.622666666666667
POU3F3	1.637
NCOA7	-0.589375
LIN7C	0.1397
LOC348840	-0.693
NKX2-2	-2.8825
ANKRD13D	0.486875
LOC123688	0.26725
FUT2	2.42833333333333
TAAR8	0.529
FZD4	0.782083333333333
PNMA3	-0.691
OR4L1	-0.065
WIT1	-2.727
EXOC3L	1.85925
ATPBD4	-0.2253
KRBA1	-0.561
UBXD6	0.63975
HOXB7	0.522571428571428
C7orf23	-1.027
UNQ338	2.267
STAB2	-0.11875
CDC20B	0.45525
IRF9	3.14475
CENTG1	2.01425
TNPO2	-0.74175
MCPH1	0.0215
BMS1P5	-0.4645
SLC26A7	0.63425
HIST1H3J	0.61425
C9orf3	-0.0536000000000001
LBH	1.525375
MYO1D	1.5675
PTDSS2	-0.28325
NFU1	0.39825
DEPDC4	-2.618
WNT7B	2.0105
GLP2R	-0.646
SETD4	0.1579
DYNLT3	-0.3174
FKBP11	-0.989666666666667
SESTD1	0.601666666666667
FLII	0.68
RPS16	-0.3221
CHPF	0.302833333333333
CSNK2A1	-0.1415
SUMO1P1	-0.682
FKBP6	-0.6795
ZNF214	-1.1135
TWIST1	0.724833333333334
DDX56	-0.595
TRAM1L1	1.7236
EPO	1.36383333333333
MRPS18B	-0.35225
ZNF682	-0.315333333333333
RPL14	-0.890333333333333
MAFF	-0.9985
LOC51136	0.079375
LY96	1.1665
DDX20	-0.649
ABTB1	0.411666666666667
ARL5A	0.4812
CCT6A	-1.437
HEPACAM	0.201666666666667
EHHADH	-0.753166666666667
RBAK	0.771333333333333
CGB1	1.253
ITGB5	1.1941
YIPF3	0.07125
FKBP2	-0.2175
NR1D1	-0.4793
TMEM110	-0.3895
NEK2	-1.47583333333333
PRAMEF8	-3.41925
C20orf52	-0.724166666666667
PCDHGA3	-0.598
VWA3B	-0.112
NDUFA5	-0.079625
THAP9	-0.31375
FLVCR2	0.379833333333333
AP1S1	-1.49975
SMAD6	-0.38175
SAV1	-0.212125
SAT1	0.778125
ZNF251	-0.068625
ADAMTS7	0.4019
RPP38	0.51675
C1orf211	-1.38
YPEL2	2.17715
RBMS1	-0.251
ZNF445	-0.5035
NRXN2	0.7075
PGBD4	0.239375
UGT2B28	-2.79
WBSCR16	-0.6403
NLRC3	0.357125
ASTL	0.244
ST6GALNAC1	-2.15025
ZADH2	-1.008625
MLLT4	0.589166666666667
ARL6	-0.2845
MEF2C	1.104
CBFA2T3	0.225
AFF3	1.91007142857143
COG7	0.0681666666666666
MYB	-0.785333333333333
PLXNA3	0.508
XRCC2	-2.48533333333333
MMS19	-0.349125
ST8SIA5	-1.76325
CHPT1	-0.955333333333333
KIAA1712	-1.252375
OR6X1	0.063
ACTR3	-0.14725
UGCG	2.546
OR4P4	0.224
ZAP70	-3.18775
LPP	1.3935
ZNF485	-0.11625
PTPRCAP	-0.2325
IL12RB1	0.642
ATRX	-0.0256
CHST8	1.101375
C14orf109	-0.16575
ARV1	-0.76725
NMB	0.302857142857143
COX5A	-0.398333333333333
EIF6	-0.25125
MPPED2	-0.0963333333333333
SEMG1	-1.2715
CHRDL1	2.8185
TRAF3IP2	1.06775
WNK2	-0.988571428571429
LILRA4	3.69333333333333
LAMA2	4.809
PXT1	-0.198
RLBP1	-3.40925
CD300C	1.1685
SLTM	-0.210125
FLJ10404	-0.2078125
APOBEC3D	-1.72783333333333
RENBP	1.40383333333333
ATXN7L1	-0.267875
NID1	0.646
TUBGCP3	-0.504375
ITIH5	3.25744444444444
CCDC110	1.86875
C8A	-2.99875
MGC87042	-1.40175
HOXC13	1.0995
TFDP2	-1.65825
HCP5	0.895125
POLI	-0.6565
UCN	-1.64366666666667
ZNF764	0.253166666666667
C8orf45	2.274
FHL3	-0.54875
SPATA5L1	-0.95275
MMRN2	3.5965
NDST1	1.09566666666667
COL20A1	-0.0865
ZNF248	-0.5
PELP1	-0.0115
MBL2	-3.31533333333333
RNF41	-0.020875
C5orf24	0.795625
THOC5	-0.064
SERINC3	0.352166666666667
RP11-151A6.2	0.0065
CDCP2	-0.4365
HIST1H2AA	1.105
C11orf75	0.238833333333333
FKBP7	-0.01025
DDOST	-0.01775
GPNMB	2.1685
TTF2	-1.52083333333333
KCNT1	0.348333333333333
SLC39A14	-0.80725
NGRN	0.4868
GPR137B	2.258
MECP2	0.0485
PSMA1	-0.21325
C16orf73	-4.8905
TMEM60	-0.289833333333333
CSN3	2.216
NOS1	0.665166666666667
RAB7L1	-0.361333333333333
YBX2	-0.1755
KIAA1166	-0.636
FUBP3	-0.00666666666666666
ABCG1	2.1145
ACACA	-0.809916666666667
ARL11	0.3407
ATOH1	0.119
ODF1	0.2488
CREB3L3	-2.15183333333333
TMEM127	0.8625
DSCAML1	0.891
PLN	3.07333333333333
LYPLA1	0.493916666666667
PRDM9	-2.3725
SASP	-0.0935
PLUNC	0.00133333333333334
INTU	-0.318
HISPPD1	-0.89375
LNPEP	0.403166666666667
YARS2	-0.713
APCDD1L	-1.2755
ZCCHC4	-0.8801
FBXO22	-0.845333333333333
TTLL13	-0.0345
ZNF669	-0.752333333333334
PTGDR	2.398
DDX27	0.7525
KIAA0409	0.0455
GJB6	0.4555
ASB8	0.81225
PLP2	0.1905
MEPE	0.69075
OR10J5	-0.555
KRT222P	0.92325
COQ7	0.6505
C1orf101	1.00425
RERG	3.0865
CHMP5	0.376875
THAP11	0.061625
ZNF43	0.792666666666667
ZRANB3	-1.671
KRT13	-2.050875
MRPL19	-0.44
RBBP9	-0.799875
SPATA17	1.024125
BXDC5	-0.210166666666667
PAFAH1B1	-0.379333333333333
MAGEE1	1.085
OSTF1	0.60425
KIAA0323	0.453083333333333
TXNDC13	0.468833333333333
CNTN4	0.569875
LCE1B	0.32
UNQ501	0.4455
ZNF154	0.01875
C3orf64	0.195
SYT5	0.7187
PON1	-0.470333333333333
FLJ10357	0.08475
ATP4A	-2.4565
GNPDA1	-1.19416666666667
MGAT1	1.28283333333333
C14orf121	0.3305
SLC35B2	-0.45975
MIER3	1.0255
CHEK1	-3.583
ZNF8	-0.3235
TXNDC1	-0.114833333333333
CKB	-0.6039
RTN3	0.348285714285714
FZD2	-1.18533333333333
PART1	-0.20625
PSMB6	0.17
PCDHB8	-0.3865
PHC3	0.315888888888889
PPP1R8	-0.392333333333333
NOVA2	1.93566666666667
TNFRSF11B	-2.25725
GOLPH3	0.606666666666667
UBLCP1	-0.78675
SUHW3	-0.8845
TTLL1	0.248
OPN4	0.7755
OR13G1	0.78
ZPBP2	-0.0381666666666667
HSD17B11	-1.012125
C9orf50	0.09
DHDDS	0.256785714285714
CTSW	1.0772
NEFM	-2.78283333333333
MRPL28	-0.6945
SYN1	0.826333333333333
PIGV	-0.235666666666667
ZIM2	-1.1015
APBB1	0.0888333333333333
SND1	-0.71825
C1orf123	0.0803333333333333
CHD3	-0.422
BHLHB8	0.27375
RNASE2	0.968333333333333
BCAP31	0.46625
SLC25A44	0.2855
CHD6	-0.3019
PIB5PA	2.34669230769231
SELS	0.627875
LOC541471	-0.94975
FAT2	-0.2615
ZNF81	0.2605
OR4C16	-0.033
FLJ10081	-0.6866
LRRC4	1.47825
CS	-0.159
N4BP2	1.009375
IGFBP7	1.8905
ZNF318	0.0739166666666667
NDNL2	0.0945
ZNF609	1.1155
SIRT4	-0.7665
EXOSC10	-0.55175
ECE2	0.1145
OVGP1	-0.1105
GTPBP3	-0.7455
PACS2	0.5754
C19orf36	-0.574166666666667
ARL4C	-0.078375
ATG4B	-0.19725
UBQLNL	-2.55325
RHOXF2B	-3.362
PLEKHG2	-0.9815
GALR1	-0.5025
AQP4	0.0198
HDAC7A	-0.0161666666666667
DCUN1D3	0.27425
OR8A1	-0.7685
CCRN4L	0.77625
CBR4	-0.588166666666667
KIFC1	-1.8015
SLC7A14	-2.5616
LHX5	-0.246
TRPC7	-0.6585
LPXN	-0.36725
SERPINA1	-2.768
RPS13	-0.6644
BPIL3	-1.9975
PRKAA1	-1.63625
FADS2	-0.3353
ENAH	0.0319375
PRO1768	0.0649999999999999
APBA2BP	0.36425
LIPH	-1.2135
C3orf33	-0.0015
RCC2	0.0411428571428571
ALDH1A2	-3.0783
RNF103	1.99525
AHCY	-0.251125
ALG12	-0.0305
CCL17	2.20575
ZNF543	1.18916666666667
ESRRG	0.4856
CNGA1	-0.39975
RDH5	2.2105
OTX1	-0.2734
PTGFR	-1.586
CDR2	0.046125
SELE	3.843
NLGN2	-1.026
EXOSC9	-1.10875
ZNF566	0.920333333333333
KLRC2	-4.7865
GPR12	0.9465
KIAA0196	0.8015
PDRG1	0.9925
SSR3	-1.19242857142857
MSI1	0.017
CST9	0.714
CC2D1A	-0.171125
PLAGL1	-0.318888888888889
ZNF778	-0.42
RNF2	0.20675
KLF6	1.62266666666667
THBD	1.51933333333333
tcag7.1314	0.85
NR5A1	0.0626666666666667
ABCD2	0.91675
DNAJC7	-2.258
CLEC4C	0.1175
TM2D3	0.26225
CCDC4	-0.445
PLAC2	2.123
DCD	-0.229
FAAH	1.35025
POLA1	-0.790333333333333
TM7SF2	-0.39425
FLJ39822	-1.22666666666667
FLOT2	-0.154
MAP4K1	-0.946833333333334
SRP68	0.707875
C21orf74	-0.8205
ARPC5	0.394
LOC126075	0.56125
HECW2	1.1225
ZDHHC4	-0.64225
ANKRD42	0.8556
PDE9A	-0.686166666666667
ABCA8	2.292
NDUFS2	-0.1725
UBR5	-0.279375
BTBD16	-2.74525
LOC554174	2.4395
ZNF20	1.141
KIAA1843	0.6235
WDR17	-1.14314285714286
C15orf33	-0.0935
RNF113A	-0.4085
CAMKK1	0.1583
CLCN2	-0.51175
ANXA6	-1.275
LOC340069	0.4345
EMID1	0.511875
DPM3	-0.783
ELA1	-0.011
SLC25A13	-0.3862
KRT24	-0.056
SMPD1	-0.283666666666667
TH	0.30825
COL6A2	1.47292857142857
ANKS1B	0.2235
GPR126	-1.7624
ZC3H12A	0.634666666666667
TMEM47	0.672166666666667
C2orf51	-0.293
C1orf88	0.635
HSF2BP	-0.52
AKAP10	-0.05575
RPAP3	-0.805
KLHDC8B	0.737875
STOM	0.6791
MUPCDH	0.46125
C10orf72	-0.27675
PLEKHA3	0.59575
TCP11L1	-0.28475
CWF19L1	-0.426625
SPEF1	0.837
YSK4	1.0425
ELN	2.2551
SAMD8	0.233166666666667
MPI	-1.55333333333333
MEPCE	-0.1094
ABCC3	-0.98625
NANOGP1	-5.0275
KCNK17	1.0545
HLA-DMB	4.83
RRAGA	0.61325
ANGEL1	-0.60525
RBM32B	0.019
CPN1	-3.43725
MGC52282	-0.2533
HLA-A	0.960833333333333
OR9G4	0.1285
EDNRB	-0.202875
SCD	0.334285714285714
C14orf80	-0.147
BAGE2	0.463
RABL4	0.424666666666667
RCVRN	0.154
SHANK1	0.2645
NLRP7	-3.79025
CD226	1.058
STAT3	0.379
SYNJ2	0.0788
TPCN2	0.671833333333333
WDR36	-0.733583333333333
MBD4	-0.394
ROBO1	-0.9366
ST3GAL6	-2.0995
SLAMF8	3.7225
ATN1	0.691
GPR141	0.67425
KRT36	0.294
TPH1	0.0825
DDX52	-0.16675
ZSCAN29	-0.360666666666667
TRPT1	-0.495
DPEP3	0.6635
DENND4A	-0.409875
TSPAN16	0.593
PTCHD2	0.115
LOC145814	-1.62625
CAP1	0.347
EIF5A2	-0.1191
NT5DC3	-2.170875
SEPT9	0.19525
SEZ6L2	-0.339875
EGFLAM	3.7375
VPS11	0.1845
NDUFB5	-0.410166666666667
CIDEA	4.98116666666667
IER5L	0.98175
N6AMT1	1.80625
FAM83C	-0.32775
OXR1	-0.190416666666667
IRX1	-0.365
DGKB	-0.8736
GCN5L2	-2.7905
MIR16	0.02225
FBXW9	-0.014
WDR4	-0.3625
PDC	-0.499
VPS33B	-0.04375
HEXB	-0.17425
FLJ32214	1.01775
TCEB3	-0.93575
CRLF1	-1.88025
ABI3BP	0.565
C8orf22	-3.8005
PYCR1	-0.080625
KIAA1706	1.14175
CDK5R2	0.84825
WAS	0.1925
