Hybridization REF	TCGA-AN-A0XS-01A-22R-A109-07
SLCO1A2	-1.736
LIG4	-0.450416666666667
GSDMDC1	1.259375
BMP4	-2.0335
METT10D	0.244125
SYCE1	0.1795
SPANXD	-5.9945
SLC12A9	-0.2045
MC1R	-2.038
RNF168	-0.718
TRIM69	0.676
GALNT7	0.581833333333333
ISG20L2	-0.38525
KIAA2026	0.4635
TNFAIP8L1	0.295
DPY19L2	-0.86825
C12orf63	0.9605
PRDX5	0.0755
MED6	-0.561625
TXNDC5	-0.185875
CD46	-0.114833333333333
CCK	-2.97875
C17orf48	0.251
ANUBL1	0.503
SIT1	0.53
TYSND1	0.453333333333333
DEF6	0.690333333333333
GLT8D4	1.7265
UTP14A	0.085375
RPH3AL	1.942
NXF1	0.213
TRERF1	1.04916666666667
TUBB3	-1.690375
SLC24A2	0.883
SEC22B	0.31725
ZNF653	0.42775
GGTL3	-1.58508333333333
CDKL2	-0.366
CTF8	-0.333333333333333
EPC1	1.83316666666667
CYP4A11	-0.216833333333333
THRSP	4.9615
LELP1	0.0321666666666667
TES	0.416375
C17orf87	1.635
FERD3L	0.13
SH3TC1	0.0295
RAB36	0.136
CRYGB	-0.8325
GRIA3	0.6305
BHLHB9	0.6345
C1QTNF9	1.86025
GOPC	0.5575
PNPLA8	-0.320666666666667
ZNF444	0.564
FMO1	4.4955
POLR3C	-0.16275
SLC35F3	-0.90025
SGCG	-2.21783333333333
DCDC2	-5.05333333333333
NANP	-1.08125
MGC23270	0.0575
BEX4	-1.37691666666667
HYDIN	0.6309
RPS6KB2	-1.73
ADRM1	-0.727833333333333
BAT3	-0.04625
RAB31	3.2088125
SCGB2A1	4.755375
SLC6A14	-4.362875
DDX4	0.15475
PRRC1	0.348
AP3B2	1.10533333333333
TRGV7	0.628666666666667
TMEM184B	0.77675
ADPRHL1	0.983166666666667
C21orf45	-0.55025
ARNTL	1.46825
AADAT	-1.011375
CCL2	1.01416666666667
SNTB2	-0.440666666666667
RGS9BP	-2.08425
KPNA1	0.6095
TMEM41B	-0.114833333333333
S100A11	0.303083333333333
DOT1L	-1.4915
EFHC2	-1.040125
CLTC	0.158166666666667
SRP9	-0.400428571428571
ZNF521	0.639
FAM26F	0.2335
GPR88	0.2205
COL13A1	-0.557166666666667
CHMP4B	0.6985
SIGLEC6	0.202333333333333
NFAM1	0.50225
PVRL2	1.4523
ALKBH4	0.18325
CCDC93	-0.164
NXT1	0.40025
KCNK4	1.043
TROAP	-1.98633333333333
KCNA10	-0.06225
CCDC114	-0.00299999999999999
RAN	-0.910916666666667
LMTK2	-0.101
LOC400657	-0.4265
UFC1	0.04675
UBE1DC1	-1.062
EEF1A1	-0.376722222222222
CHAC1	-0.444
HMGA2	-5.7898
B3GALTL	0.70425
ING2	0.141
C1orf109	-0.65375
INTS3	0.2615
ZNF558	0.81225
TRPM4	1.41233333333333
LTB4R	-1.876
ISYNA1	-0.84825
LSM7	-0.1845
LRRC47	-0.4250625
ZNF179	-2.34883333333333
EXDL1	-0.434333333333333
SLC4A10	0.403125
ACSS2	-0.701166666666667
COPS7B	-0.591
KIAA0040	2.58633333333333
C1orf95	0.00849999999999998
AP1GBP1	0.173
OR9A2	-0.357
FAM71C	0.304333333333333
RIN1	-1.652
ITGA4	-1.9255
DNAJC6	-0.645
CLOCK	0.405833333333333
SLC35A4	0.537833333333333
DSG4	0.23975
LOC26010	-0.4145
NSUN2	-1.09775
TMEM86B	-1.1017
C14orf135	0.23825
KIFC3	-1.1395
PHF5A	-0.27425
NCAPH	-2.295625
STK11IP	0.09975
FLJ42953	0.713
CCDC19	2.495
ZNF329	0.267125
TAX1BP1	0.505
ZDHHC18	0.173333333333333
C10orf88	-0.1375
TMBIM4	1.114
NMUR1	0.895
KIR2DS4	0.4665
C9orf90	-0.114625
MGC87631	-0.1955
KDR	3.0191
ST3GAL2	-0.88075
RLN2	3.222
HPD	-3.5295
MOXD1	-1.14683333333333
PDGFRL	2.34833333333333
SMYD4	-0.610642857142857
FAM103A1	-0.1125
MFAP4	0.068
LOC285141	-2.31475
TMEM45B	-0.102875
SMCR7L	-0.683071428571429
GZMH	4.29875
CBLN1	-2.2065
CNNM1	-0.5575
PHF17	-0.544666666666667
NUP98	-0.338916666666667
RMI1	-1.084
PTPRS	0.346375
ANKRD57	0.897125
CLDN15	-0.438666666666667
OR51A2	0.9135
GUCA2B	1.2245
DOCK9	1.21225
ITGB1BP1	-0.604666666666667
DLG2	-0.206125
BRAP	0.11125
SESN3	0.21925
ZC3H7B	1.10525
FAM101A	3.26783333333333
FKSG24	-0.0475
ZYG11B	-0.468375
RFC2	-1.61225
SH2D3A	0.969666666666667
DVL3	0.132666666666667
ADFP	-0.9315
KRIT1	-0.526125
SERTAD3	1.499
LEFTY2	-3.2135
KRT27	-0.22
SCFD2	-0.32025
MN1	-0.37225
RORA	0.78525
PTPRD	0.432
PIAS2	-0.7075
CYP4X1	5.4565
FBXL15	0.303
MYH15	0.262833333333333
CRX	0.082
TBC1D13	-0.03725
SLC22A17	2.18733333333333
PLK2	-0.212666666666667
ARHGAP9	2.03075
EIF1B	-0.23025
C20orf185	-0.06525
DEFA7P	0.3075
PRIM1	-2.436
CRYAA	-1.57825
BACE1	0.6445
AGTRL1	1.082
ACAD9	0.281625
GRASP	0.65075
RBP4	-2.21116666666667
TFB2M	-0.90725
METTL9	-0.0141
ATP5O	-0.53875
SP100	0.7312
CPSF1	0.0256666666666667
S100A4	0.55825
LIME1	-0.45375
GPR137C	-1.191
OR2A2	0.664
C2orf29	-0.991
NUP188	-1.19675
SDPR	-0.95125
RAI1	0.39075
RPS20	0.991
LAMB1	-0.17475
ADM2	0.8225
ZNF229	-1.138
DKFZp434K1815	-1.237125
EPN3	2.40483333333333
CLIC3	0.48225
MEIG1	-1.2055
HMGB4	0.06475
STARD10	1.41
KLF8	2.89525
EPB41L2	-0.665166666666667
JMJD6	-0.3265
CTSL1	-0.617666666666667
GPR27	-1.096
ELAVL4	0.4595
MMP21	-0.126
PPM1B	0.442875
SUV39H1	-1.43125
AAMP	0.09925
TUSC4	0.6215
MBD6	0.48
KLK13	-1.25325
FMNL3	0.612666666666667
TRIM13	0.896583333333334
C15orf5	-0.59775
IQCF1	0.292
CACNG8	0.102
SLC35D3	0.1265
ZDHHC9	0.1215
ODF3L1	-0.0415
C9orf86	-0.5177
TSEN2	-1.0145
C17orf64	0.24375
SEPX1	1.6163
TSPO	0.849166666666667
SYMPK	-0.1525
ADORA1	0.023
TSPAN10	1.764
SEMA6C	0.874166666666667
RTTN	-0.6895
IL2	0.787666666666667
ARRDC3	-0.596583333333333
TBPL1	-0.92
STX12	0.54075
MRPL39	-1.15525
OR8H3	0.5845
IFIT5	0.854833333333333
CASC5	-2.619125
FAM46A	-1.43233333333333
HPCAL1	-0.844
CYLC1	0.121
VGLL2	0.173
C20orf191	0.09925
CDH1	1.51966666666667
ITPA	-0.04975
CCDC101	1.1435
D15Wsu75e	-0.11725
EDA	-0.77825
CREG1	-1.0035
OR7G2	0.3715
SAP18	1.04425
IFIT1	1.526
CALML3	0.989166666666667
FLJ37440	1.9495
FNDC5	-0.049
SERPINB6	-0.015
JUNB	0.9592
SYS1	1.63825
SCN2A	-0.176833333333333
ZKSCAN5	-0.6127
WNT7A	0.167333333333333
TSHZ3	2.8585
RNF148	-0.426
H6PD	0.286875
CAD	-0.941333333333333
ZNF449	0.19825
DOCK10	-0.12
FAIM2	-0.0285
HEXDC	0.49225
PRB1	-0.22425
C14orf148	-0.66
ETHE1	1.152
IRF5	0.6954
GNMT	0.879
MGC16291	-1.7075
RPAIN	-0.386857142857143
CAGE1	-0.1525
CNTNAP3	-3.0845
ACTR1B	-0.6395
EEF1E1	-1.55175
MSX1	-0.08075
ESF1	-0.5978
HSPC171	0.0675
MRPL2	0.0836666666666667
RDH12	-0.436666666666667
CELP	0.5295
METRNL	-0.01025
C10orf116	4.532
C19orf48	-1.71325
ZNF346	-0.280875
NCR1	-1.414
C10orf64	0.687
CD52	2.68925
VPS18	0.817625
AP4S1	-0.564666666666667
NPBWR1	2.206
TPK1	1.5145
UBA52	-0.108277777777778
RIPK1	0.6415
CPNE3	1.1419
HSPC159	-1.065375
C8orf38	1.40225
LRRC4B	-0.8085
PARP10	2.0072
ANKRD50	2.249625
CXCL9	7.054
FGF18	1.84445454545455
EIF2A	-0.412625
SLC20A2	1.60533333333333
KIAA1549	-0.258666666666667
SPINT1	1.7532
ZNF584	0.055
CRBN	0.188
ABCF3	0.229166666666667
NCBP1	-0.804333333333333
PLA2G4F	0.0401666666666667
PCDH10	-1.277125
TTC21A	1.67
C20orf144	0.9845
FGFR1OP2	-0.107166666666667
SLC9A1	0.284
CHRND	0.2835
FOXF1	-2.443
KIAA1467	1.55625
TPO	1.667
LTF	1.37914285714286
DNAJB9	0.34875
MRPS27	-1.07075
bA16L21.2.1	-0.34875
WBP2	0.4975
MRGPRX3	-2.28083333333333
PRPF18	0.2295
C10orf58	-0.03225
SMOC1	-2.9811
ADAT3	1.18733333333333
TMEM138	-0.38475
TMEM131	0.457125
TIMM8B	0.3305
MYH7	-0.808666666666667
ST6GAL2	1.2635
KIF1C	0.96775
SUHW2	-1.8045
PAPSS1	0.13175
CABP2	-0.198
HOXA4	-1.0445
ELF2	0.4035
SEMA3D	0.2431
MC5R	0.1065
OGFR	1.047
FLJ30092	0.6305
TGFA	-2.323
MMP17	1.82875
KIF15	-3.06325
CHIA	0.672
CATSPER3	0.20275
CEACAM7	0.243916666666667
PADI2	0.903125
HOXA9	0.544333333333333
LNX2	1.2782
TMEM144	1.18575
HIF1AN	0.697
METTL7A	0.0555
C6orf165	3.73016666666667
KIAA1468	0.6065
DSG3	0.8665
ZNF180	0.106666666666667
EIF4E3	1.15
SLC46A1	0.267125
DKK1	-1.46683333333333
ZNF205	1.74483333333333
LOC162073	1.87583333333333
COX7A1	5.05475
MAGEA1	-5.01733333333333
NEDD8	0.00241666666666668
KLHDC5	-0.169333333333333
C3orf19	0.415666666666667
MRPS2	-0.9415
POLR3H	0.1715
ABHD11	0.8803
TMEM17	0.998
PAIP2B	0.1019
MAT1A	-4.596
LGI3	-0.333
THUMPD2	-0.17475
TKTL2	0.00949999999999995
XAGE3	-1.81883333333333
CALM3	0.424916666666667
C6orf136	-0.297333333333333
KCNC4	0.065
RGS9	0.611833333333333
ACIN1	-0.966833333333333
SPATS1	-0.081
XKR8	-0.2435
FAM84A	1.44633333333333
MS4A7	4.78309090909091
AGXT2L2	0.33025
OR1F1	-0.2245
SMAP1L	0.288666666666667
IPO11	0.404625
ZC3H11A	-0.341
C1orf151	0.95225
RNASEH2A	-1.18275
CCR10	-0.6735
TXNDC11	0.802833333333333
TMEM112	1.23125
MAP1B	-1.09992857142857
NVL	0.21725
PKM2	-0.6887
ARC	1.55025
NUP54	-0.7135
PPFIBP2	1.565
STAT2	1.12125
PTAFR	2.48133333333333
ROBO2	-0.78525
RNF40	1.01283333333333
CCDC135	-0.8415
IFT81	-0.4672
MORF4	-1.00775
TM7SF3	-1.575875
OR10H3	0.137
ABP1	0.0705
CHRD	0.77275
PLEKHA8	-0.309833333333333
NCALD	1.2355
OR5AK2	0.27725
ACCN1	0.282666666666667
SLITRK1	-0.363
ARMET	0.0325
C9orf52	1.385
REEP4	-1.08975
MTSS1	2.8165
ADH1B	4.631
DLD	-1.209
CDK5	-0.4585
PPFIA1	-0.38875
WFDC3	0.992
DNAJB12	0.947428571428571
RANGRF	0.171
MLANA	-4.68075
AMY2B	0.6025
KIAA0319	-1.538875
RPS7	-0.5845
JAK3	0.366
ARFGEF1	2.20125
CXCL5	0.66875
TRAPPC4	0.22175
CETN2	0.8155
HSPC111	-1.52925
RHOBTB3	-2.3622
PHLPP	0.0415
RGS10	0.504
TMEM58	0.9055
CHERP	-0.530625
HSP90AB3P	-1.1385
FSTL3	-0.0888333333333333
PEX11A	0.9635
OR5V1	0.532
FCN3	2.621
PTPN3	-0.72325
NPTX1	-5.289125
C21orf84	-1.27275
C11orf51	0.1965
ZBED2	2.21175
FLJ90757	0.76725
NPY2R	0.36375
PLD3	0.5155
SYT17	3.55133333333333
SGSM2	0.035
OR1A2	0.2665
FOXP1	1.556875
SLC5A1	0.72925
POFUT1	-0.8148
EPHB6	-2.73716666666667
MYO1G	-1.09875
STAC	-1.5843
KLHL17	-0.0640000000000001
RGMA	1.2835
TJP2	-0.9564
FAM114A1	-0.202666666666667
SERINC1	1.31008333333333
SLC9A8	0.11975
PEX19	0.329875
EDN2	4.32025
PSMD7	-1.28288888888889
C3orf41	-3.00375
UQCR	0.181125
PPP1R3C	-0.8245
LRP4	-2.64316666666667
TM2D1	0.487
TTC17	0.00337499999999997
C4BPB	-5.078125
CCL25	0.64675
ZNF253	-0.236666666666667
CHRNA9	-3.60575
SOX11	-1.4405
HIVEP3	1.652
CGN	1.47008333333333
C3orf35	0.066625
PKD2L1	2.25925
SYVN1	0.03525
PDE8B	-1.914125
LOC439951	2.09425
LTC4S	2.9815
MIF4GD	0.435166666666667
SMARCA2	1.536125
TUBGCP6	0.146666666666667
CABLES1	0.53925
C16orf77	1.16383333333333
ZNF791	0.417
FUT5	-1.276
ADH6	-2.20383333333333
P4HB	-0.05725
CLDND2	-0.85475
ALKBH8	-0.36275
PLAC4	-1.08625
F11R	-0.256642857142857
MGC35295	0.5035
PDZD4	-0.5845
LOC389073	-0.3755
FAM80B	-0.245
PSMB1	0.160625
TXN	-0.720166666666667
VIPR1	2.2031
WBSCR18	0.2293
EXOSC6	-0.912333333333333
ACTA2	4.0385
SP5	-3.94433333333333
ANKRD1	-2.32975
DDR1	0.8432
ATP6V1D	-0.24575
PTGS1	-0.869
RNF157	-1.54975
DCC	0.35525
SPAG7	0.2865
FBXO18	0.01025
UBE3C	-0.7272
HOXC6	1.2445
LRP2BP	-0.192
MYST2	-0.089
PDSS2	0.6645
ATE1	-0.7205
ARAF	-0.08275
KLF10	0.37875
PLA2G2E	0.07825
ASCL1	-1.48183333333333
TSNAXIP1	1.028
FAM131B	-0.172875
IFNA10	-0.313
NUP43	-0.56975
FAM44B	-0.022875
L1TD1	-6.1155
NMD3	-1.60991666666667
C18orf54	-1.6879
PHOSPHO1	0.0395
RAG2	-1.1105
EMILIN3	-0.6905
METTL3	-0.50775
VPS13C	0.636875
REXO2	-0.51075
ANXA4	0.3065
CA1	-1.574
DCP1B	0.604
TULP3	-1.10683333333333
ATP2A2	-0.334714285714286
ATIC	-0.13375
ADAM15	-1.376
NPL	1.436
LGR4	-0.29575
UEVLD	0.397833333333333
GAB1	1.19425
SNAI2	-0.160833333333333
ZGPAT	0.2546
SNF1LK	0.505875
DLEU1	-1.116
UBE2Q1	0.049375
ZMYM6	-0.1158125
JPH3	-0.947166666666667
FAM38A	-0.675
PXK	0.519166666666667
DENND2D	2.47125
BAX	-0.773416666666667
CP	-2.86372727272727
RPL37	-0.1744
G6PC3	0.408125
NCOA4	0.0671666666666667
LRRC14	0.83525
GORASP1	0.866
FCHO2	1.108625
CYP24A1	-4.2605
FXYD3	1.1905
SMARCAL1	0.528
ABCB8	0.129666666666667
CCDC44	0.019
PRDM7	-3.63575
USH1C	-1.55225
DNAH5	1.28266666666667
SRF	0.0890833333333333
MAL2	2.435
PGPEP1	0.630083333333333
SIN3B	-0.53575
SEMA3C	-0.460166666666667
GRAMD3	2.4635
FBXO10	-0.223125
OR5D13	0.235
FLJ31818	-0.1885
CACNA1I	0.9555
S100A13	0.7845
TP63	1.40835714285714
ANXA11	0.513
WDR66	-0.252625
CSF2RB	0.349
IFI44	0.10325
DACT1	2.30533333333333
ANKRD23	-1.395
ATP5G1	-0.713333333333333
C21orf70	-0.422333333333333
PPWD1	-1.00925
DNAJC13	0.06675
PAH	-5.30366666666667
PTCH2	0.77825
TRMU	-0.99
CCDC9	0.608
USP3	-0.493
DCLRE1C	-0.0158
FAM55C	1.789
FRMD4B	1.11775
CYP2R1	0.39925
RFPL1	-1.0263
XPO5	-0.529
ARL6IP2	-1.1235
OSBPL5	1.97375
MMP9	3.69009090909091
KIAA0802	-0.85
DHRS2	2.22033333333333
SGEF	1.8675
TXNDC10	-0.7661
EXOC6	0.70525
RPS27	0.111166666666667
PNCK	-1.90766666666667
FSTL1	0.5445
AACS	0.29125
SLMAP	0.00200000000000002
SAMD4A	-0.4635
ABRA	-0.12575
SMARCD3	0.1065
PKNOX2	-2.60416666666667
A4GNT	0.591
C9orf39	-0.832833333333333
RALYL	0.40325
MGC33556	-2.386
C10orf25	-1.3405
BBOX1	3.112
NHEDC1	0.15325
XDH	0.38825
GCSH	-1.7895
EDN1	0.305
MTERF	-0.62875
CLK4	0.61725
ZNF799	0.671333333333333
KCNG1	-2.089375
CXCR4	1.03266666666667
PTPRR	-2.7635
IRAK1	-0.60225
LOC401397	-0.80575
TMSB10	0.695071428571429
CXCL3	-3.8928
TMC4	2.557
OR7A10	0.689
STYK1	0.79425
CHRNA10	-0.628
CCNI	1.26375
EP300	0.926285714285714
LOC165186	0.124666666666667
HIC2	-2.6825
SDR-O	0.194
OR2W1	0.2355
KCNA6	-0.1515
TRIM74	-1.15075
REEP6	2.1295
ATP5G2	0.095
ERG	1.081
TMEM42	0.16075
PARN	1.044
SOD2	-0.01275
DIRAS1	0.5005
PNPT1	-1.27675
JOSD3	-2.21175
hCG_40738	-0.4125
PDE1C	-2.15675
SEMA4D	0.442375
AGPAT1	0.143
NOSTRIN	1.183625
MAP3K3	0.0776666666666667
MAX	0.702428571428571
CAPS	1.356
SERPINA12	0.0715
OSBPL8	1.46675
RICS	1.7571
NR4A2	-0.709333333333333
PPCS	0.9915
LONP1	-1.034
SCYL3	0.96925
HERC2P2	-1.673
FIBCD1	-0.9795
C15orf41	-0.59875
DMC1	-1.521
C20orf27	-1.2375
RPS6KA5	0.6537
FAHD1	0.894833333333333
SLC12A4	0.182
BRCA1	-1.42525
GBL	0.57925
SLK	-0.0636666666666667
NUDT9P1	-0.501
NOXO1	1.1225
USP52	-0.6525
BAZ1B	0.513125
SLCO2B1	3.07775
BBS12	1.12366666666667
LRGUK	0.616666666666667
TERF2IP	0.273
COL1A1	5.365
KIAA0090	-0.089375
GRK5	-0.662333333333333
AP1S2	-0.9934
TMEM52	-0.5115
CA11	0.329625
OR4A15	0.433
ACBD3	0.5618
SPAG11B	0.204
PRDM2	1.667
FOXP3	0.4925
SMYD3	0.0171
LOC389199	2.1115
LGI2	2.0865
NAPE-PLD	-0.7746
ANKRD6	1.4935
WDR45	1.08
SHROOM1	-0.37925
PSCD3	0.561
PYY	0.4385
KCNC1	-1.338
ARHGEF9	0.4505
OR8J1	0.5425
GPR55	-0.3915
NS3BP	-1.2975
C10orf22	0.368833333333333
NAT8L	-1.11975
DUSP4	-0.0438333333333333
FOXM1	-2.58783333333333
GRAMD2	2.2169
ZBTB48	0.290333333333333
BUD31	-1.022
PABPC5	0.871
CCDC41	-0.813
FBXO11	-0.158833333333333
C6orf148	-1.626
RFXAP	-1.474
C6orf15	-0.0465
CDK8	-1.19716666666667
C6orf70	0.405625
TESSP2	0.181
ALG2	-0.19275
PPP1R3D	0.501
TPM3	-0.262222222222222
SYT13	-4.14275
EPB42	0.237166666666667
CETN3	-0.122
PRY	-0.0105
NTHL1	1.53183333333333
POLR2B	-0.451
RPS28	0.515333333333333
P2RX3	0.47375
LYZL4	-0.0825
WBP4	0.1824
PMM1	-0.24425
C11orf79	0.294
CBLL1	-0.8985
IL1F10	0.393166666666667
VAX2	0.7565
SETDB1	-0.328833333333333
LRAP	-2.6535
GCLM	-1.01883333333333
CPEB3	1.28175
PPM1A	0.4855
INTS1	-0.55425
CAMTA1	-0.61325
SAMSN1	-1.84675
LOC158830	-0.658833333333333
GMPPA	0.00125
AIPL1	-0.08675
IL24	0.133272727272727
BDKRB1	-2.12766666666667
MLF1	1.6979
TAF12	0.03775
ID1	-1.69525
THADA	-0.144375
PIK3CB	0.078
OR4N5	0.179
TBC1D17	0.205166666666667
COX8A	-0.28825
CDCA4	-1.15075
C2orf44	-0.013
ZNF534	-1.369
IMMP1L	-0.12375
NIPSNAP3B	-0.038125
FTMT	0.408875
PWP2	-1.0845
MMP15	-0.713
DNAH11	-2.4275
MTMR14	-0.113375
DNAL4	1.02975
IPP	0.019
TMEM59	0.804
C1orf157	0.5615
RGS4	0.6515
DDX18	-0.639833333333333
SNX6	-0.10675
ZNHIT2	0.646166666666667
NCDN	-0.0745
FLJ33534	0.0475
RAG1	-1.767625
OR4D10	0.023
PTPN5	0.0581666666666667
POMT1	0.096875
LRRC8A	-0.0031
CYP1A1	-1.979
CAPN1	-0.403833333333333
DDHD2	-0.458625
GRIK2	-0.26125
GNRHR	0.12375
PPBP	0.1045
HTR3A	-1.220125
SLITRK4	2.6995
ANKRD49	0.06225
BTF3	-0.0312
SARS	-0.11625
C13orf18	0.506166666666667
CACNB1	-0.160571428571429
QKI	0.488227272727273
SETMAR	0.641875
MAN2B1	0.815166666666667
EML3	-0.55725
ACADL	0.876833333333333
OFD1	-0.287125
DEFB114	0.809
CGA	-3.6738
PEX16	-0.0491666666666667
LRRC10	-0.3205
GNG12	-0.201
C1orf152	0.097
CHRM1	0.1645
CD53	1.052375
DBH	-0.4705
TFAP2B	4.63675
HIST1H2BJ	-1.2045
FAM46D	0.1145
TMEM11	0.87825
C3orf32	-2.65825
PCCB	0.088
IPO13	0.11575
C6orf105	-3.6115
COMMD5	1.41625
SUV420H1	-0.7744
LTBR	0.532
ARHGAP15	-0.611
HDHD2	0.3825
TDRKH	-0.678333333333333
LOC401052	2.3295
PSG4	-0.45225
GNB4	-0.1291
SPATA4	1.828
SLC9A3	-0.1165
OSBP	-0.0848333333333333
NBPF3	-0.3745
DOCK11	0.0845
SLC39A5	-1.78533333333333
PRR5	1.348
C10orf63	0.040625
SMTNL2	-1.77875
ADRA1A	0.558
ASAH1	2.2176
DOM3Z	-0.055
GIPR	1.472
AHI1	-0.237083333333333
NADSYN1	0.474833333333333
RGS14	-0.4757
IL18BP	1.1318
RTN4RL1	2.49883333333333
ARMC6	-0.46425
PSMD5	-0.873666666666667
HK3	2.1853
OR4S1	0.468
RSU1	0.8555
MAD2L1	-3.90155555555556
EIF4A3	0.60975
DLEC1	-0.0708333333333333
E4F1	1.262
CHMP2B	0.5585
CAMSAP1	-0.1375
RPS21	-0.997
ARID5A	1.053
UBE2N	0.1756
IGSF8	0.365333333333333
MAGEB6	-1.2505
ACAD11	-0.978
MGC4172	-1.13825
LMO4	-0.542
KLKB1	0.60675
HP	-0.6595
HDAC3	-0.37825
SCHIP1	0.03775
CLCA1	0.0185
OLFML2A	1.089125
C1orf112	-1.35375
KIF19	1.188
HAPLN4	-0.0823999999999999
CXCR7	0.839833333333333
GOT2	-0.2687
RAB38	1.048
DCX	-0.821
PPM1H	1.36183333333333
NFYC	0.844083333333333
KIN	-0.050875
ZNF228	0.439
PLSCR4	2.81866666666667
HIG2	-0.33325
FAM79B	6.425
C21orf86	-0.8481
KCNK10	0.29525
ZNF738	-1.15975
FSTL5	-1.49833333333333
OR6A2	-0.2515
OTOA	1.05233333333333
EXOC1	0.225
AHRR	-2.829125
PDAP1	-2.29833333333333
C19orf6	0.1015
ZAN	0.5095
LY6G6E	0.259
EIF4E2	-0.55125
C20orf198	0.2365
ZNF324	0.6425
CYP3A5	-3.807
ENTPD7	0.879666666666667
MBOAT5	-0.0901666666666667
GJB5	-1.2705
TTC13	-0.8115
S100Z	-0.890333333333333
KIAA0664	-0.485666666666667
PDGFRB	2.66125
IL17D	0.1275
OR56B4	0.056
RDX	-2.07516666666667
SLC34A3	1.6815
IL28B	-0.0835
JUND	1.12475
CHRNB1	0.068
CAMK2B	2.11875
FETUB	-2.12025
CXorf23	0.989875
MRTO4	-1.1045
TTC3	0.9864
NDUFB8	-0.116333333333333
EDG2	-0.76625
SEMA3G	1.9895
IL23A	-1.62075
GRHL1	0.7537
LOC441054	-2.449
WDR65	0.718375
PSTK	-0.102
STOML3	-0.100833333333333
R3HDM2	0.118
C5	-3.00325
SLC2A10	0.3795
C3orf22	0.3445
PAQR3	-2.26438461538461
ANKRD26	-1.07391666666667
HCRTR1	0.1265
LOC399947	-0.98175
PSD2	-0.61
TIGD2	-0.879
SCRN1	-1.416625
COQ10A	-0.45875
DDI2	-0.3815
METTL7B	-0.801833333333333
UCN2	0.81925
FAM92A3	-1.14825
WDR16	0.38225
ZNF511	-0.2655
ZMYM5	-0.738
POLR3G	-3.002
ZNF586	0.166
C1orf49	0.184833333333333
TANK	-0.166333333333333
RCAN1	-0.302333333333333
PELI3	0.834833333333333
LIMD2	0.0573333333333333
TMEM189	-0.462
NTN4	0.605875
LOC151300	-0.152
CLEC2A	-0.8185
GPR135	-0.2775
DPYSL4	-1.9211
JAK2	0.2185
TSHZ1	1.29533333333333
TM9SF4	-0.187875
ZNF264	0.483166666666667
SIRPG	2.191
BICD1	0.13725
HERC6	1.87383333333333
METTL5	-0.875
CASP1	0.4875
PRRT1	0.103333333333333
PLA2G4C	2.221
ICA1L	-0.6445
TPTE2	0.211166666666667
OTUD7A	1.62616666666667
AQP11	0.0985
APOA2	-4.3032
KALRN	-0.9234
SECTM1	-0.260916666666667
IFNAR1	0.554
TALDO1	0.100625
RAB11FIP4	0.363333333333333
EIF5A	-1.57
FAM49A	2.243
NEGR1	0.684666666666667
YTHDC2	-0.01325
EHD2	1.08775
NCF1	3.1799
SCRT2	2.054
HOXA5	-0.0286666666666667
NUP133	-0.124
FGF12	-1.1980625
SLMO2	-1.043875
SNTA1	0.371375
CACNG2	0.3745
GCM1	0.2985
ELF1	0.770166666666667
TLR5	3.3985
TCFL5	-1.18375
RBMY2FP	-0.385
LOC100125556	0.79375
FAM129B	0.894
MAP3K7IP1	0.06325
NCK2	-0.393
OXA1L	-0.4635
FMO9P	0.4395
ZSCAN12	-0.359
PSMD12	-0.739916666666667
HSCB	-0.54725
CLDN10	-2.781
MGC13053	-0.74575
HPCAL4	-0.637
ASZ1	0.078
MEX3D	1.14258333333333
NFAT5	-0.1003
CSPG4LYP1	-0.652166666666667
FBXO3	0.0666
DVL1	-0.331666666666667
CMKLR1	3.20666666666667
TYMS	-2.859375
PEF1	1.15
ZNF750	0.575833333333333
MCM5	-0.6963
MEGF11	-0.8415
KCNK7	-0.0445
PTP4A3	0.388
C1QTNF2	-0.738333333333333
OR6S1	0.233
FAM122B	-1.583
ZNF551	-1.187625
HBQ1	-2.5345
GEMIN6	-0.1205
ARSK	-0.5935
RBP7	3.62533333333333
CPNE9	0.22975
DSC1	0.8695
LOC730112	-0.6495
MAP2K4	1.540875
HS3ST5	-2.163
EPB41L3	-0.904
TEKT2	2.5385
CDKN2B	1.24858333333333
ZNF480	-0.32625
MAP3K6	0.8833
MAP6	1.47883333333333
HN1	-0.7096
OR2L13	0.594
SLC16A11	0.8725
FAM96A	-1.05425
APOL1	0.845
C5orf32	0.32525
RTP1	-0.273833333333333
RNF175	-0.186875
ZBTB41	1.0665
AHCTF1	-0.9685
SAE2	-0.5892
ITGA2	-0.586
MME	-0.114666666666667
CCDC14	-1.05475
MAST4	2.08928571428571
KRT33B	0.1175
KCTD2	0.1725
WDR26	0.192916666666667
MFI2	-0.383625
NR4A3	-0.25325
ARSA	1.8045
UNKL	0.8845
SULT6B1	0.231
CCNA2	-3.35133333333333
SOX15	-0.558
PPAPDC1B	0.04275
C19orf44	0.837
MCAT	1.14758333333333
ARID1B	0.50675
OR52N1	1.8905
C12orf48	-2.21125
MAGI1	0.776625
NIPA2	-0.78525
GBX2	-2.2805
RSHL3	0.936625
RAVER1	0.935
C15orf17	-0.26425
SLC30A2	1.32575
ZNF518	-0.5785
PCYT1B	-2.363
C10orf114	-1.605
EIF3H	1.35508333333333
