Hybridization REF	TCGA-A2-A04Y-01A-21R-A034-07
ZNF791	0.325
FUT5	0.529
ADH6	-2.41316666666667
P4HB	1.54075
CLDND2	-1.42575
ALKBH8	0.08925
PLAC4	-1.74225
F11R	0.977
MGC35295	0.352
PDZD4	-0.2895
LOC389073	-0.47125
FAM80B	-0.543166666666667
PSMB1	-0.179
TXN	-0.675833333333333
VIPR1	1.4199
WBSCR18	0.3665
EXOSC6	-0.352333333333333
ACTA2	3.59383333333333
SP5	-0.93825
ANKRD1	-3.51525
DDR1	2.1412
ATP6V1D	-0.0395
PTGS1	-1.03041666666667
RNF157	-0.68925
DCC	-0.47825
SPAG7	-0.34075
FBXO18	-0.614
UBE3C	-0.0612
HOXC6	0.30125
LRP2BP	-0.0966
MYST2	-0.56875
PDSS2	-0.60275
ATE1	0.136
ARAF	-1.428
KLF10	-0.14275
PLA2G2E	0.02775
ASCL1	2.286
TSNAXIP1	1.226
FAM131B	-0.4565
IFNA10	-0.269
NUP43	-1.171625
FAM44B	-1.142625
L1TD1	-4.57133333333333
NMD3	-1.82941666666667
C18orf54	-1.1565
PHOSPHO1	-0.5685
RAG2	-1.3175
EMILIN3	-0.0205
METTL3	-1.026
VPS13C	-0.1565
REXO2	-1.338
ANXA4	-0.17325
CA1	-1.0745
DCP1B	0.3795
TULP3	-0.0883333333333333
ATP2A2	-0.626428571428571
ATIC	-0.1395
ADAM15	0.08675
NPL	1.64683333333333
LGR4	-0.24375
UEVLD	0.332166666666667
GAB1	0.7935
SNAI2	-0.861333333333333
ZGPAT	0.8643
SNF1LK	0.954875
DLEU1	-1.767
UBE2Q1	0.643
ZMYM6	-0.176375
JPH3	-1.94216666666667
FAM38A	0.551
PXK	0.142666666666667
DENND2D	2.75475
BAX	-0.14175
CP	-4.82736363636364
RPL37	-0.3679
G6PC3	0.134
NCOA4	-1.03616666666667
LRRC14	-0.487
GORASP1	0.38975
FCHO2	1.695625
CYP24A1	-2.6451
FXYD3	1.65425
SMARCAL1	0.2145
ABCB8	-0.380166666666667
CCDC44	0.0475
PRDM7	-3.03425
USH1C	-1.16375
DNAH5	-0.115666666666667
SRF	-0.0373333333333333
MAL2	2.009
PGPEP1	0.502166666666667
SIN3B	0.419
SEMA3C	-0.886
GRAMD3	1.06475
FBXO10	-0.3435
OR5D13	1.0665
FLJ31818	-0.95325
CACNA1I	1.102125
S100A13	-0.1495
TP63	1.06278571428571
ANXA11	-0.1464
WDR66	0.774
CSF2RB	-0.2585
IFI44	1.61875
DACT1	1.17066666666667
ANKRD23	0.45275
ATP5G1	-1.07733333333333
C21orf70	-0.490166666666667
PPWD1	-1.37275
DNAJC13	-0.05025
PAH	-1.99416666666667
PTCH2	0.269
TRMU	-1.68175
CCDC9	0.616
USP3	-0.0432
DCLRE1C	0.2197
FAM55C	0.805
FRMD4B	1.24125
CYP2R1	-0.0235
RFPL1	-0.9565
XPO5	-1.029
ARL6IP2	-0.028
OSBPL5	1.96075
MMP9	4.31318181818182
KIAA0802	-0.405625
DHRS2	-2.04366666666667
SGEF	0.665625
TXNDC10	-0.451
EXOC6	-0.4075
RPS27	-0.217666666666667
PNCK	-1.54366666666667
FSTL1	-1.38975
AACS	0.0425
SLMAP	0.358833333333333
SAMD4A	-0.0213
ABRA	-0.03225
SMARCD3	0.967
PKNOX2	-1.33416666666667
A4GNT	0.03
C9orf39	-0.646
RALYL	0.3105
MGC33556	-2.4425
C10orf25	-1.565
BBOX1	2.711
NHEDC1	-0.205
XDH	-0.99125
GCSH	-0.7065
EDN1	1.003
MTERF	-1.72925
CLK4	0.670875
ZNF799	0.7625
KCNG1	-0.646125
CXCR4	1.377
PTPRR	-3.03925
IRAK1	-0.3535
LOC401397	-2.525
TMSB10	0.9275
CXCL3	-2.2281
TMC4	2.8975
OR7A10	0.7155
STYK1	-0.37025
CHRNA10	-0.07
CCNI	0.31025
EP300	1.26342857142857
LOC165186	-0.023
HIC2	-2.1695
SDR-O	0.8335
OR2W1	-0.69
KCNA6	0.2795
TRIM74	-1.9585
REEP6	2.51025
ATP5G2	-0.51525
ERG	0.421625
TMEM42	-0.12125
PARN	0.00816666666666666
SOD2	-0.4199375
DIRAS1	0.596333333333333
PNPT1	-0.95775
JOSD3	-0.9315
hCG_40738	-0.6895
PDE1C	-1.9845
SEMA4D	-0.10325
AGPAT1	0.173666666666667
NOSTRIN	1.122
MAP3K3	0.197666666666667
MAX	0.386
CAPS	4.279
SERPINA12	0.1675
OSBPL8	-0.3365
RICS	1.8377
NR4A2	2.98166666666667
PPCS	1.09116666666667
LONP1	-1.13325
SCYL3	1.34225
HERC2P2	0.214166666666667
FIBCD1	2.392
C15orf41	-0.0955
DMC1	-1.4075
C20orf27	-1.5685
RPS6KA5	0.218
FAHD1	-0.5015
SLC12A4	0.274
BRCA1	-1.1105
GBL	-0.518
SLK	0.268166666666667
NUDT9P1	-0.173
NOXO1	3.8875
USP52	-0.68825
BAZ1B	0.058375
SLCO2B1	2.96075
BBS12	-0.237
LRGUK	-0.569833333333333
TERF2IP	0.41025
COL1A1	4.194
KIAA0090	0.366125
GRK5	-0.612833333333333
AP1S2	-1.801
TMEM52	1.59283333333333
CA11	-0.75875
OR4A15	0.3525
ACBD3	-0.724
SPAG11B	-0.038125
PRDM2	0.2735
FOXP3	0.5515
SMYD3	-0.9833
LOC389199	1.6395
LGI2	0.0393333333333333
NAPE-PLD	-0.5502
ANKRD6	0.149
WDR45	0.181166666666667
SHROOM1	-0.10025
PSCD3	-0.5105
PYY	0.955
KCNC1	-0.6305
ARHGEF9	0.629
OR8J1	0.565
GPR55	-0.288833333333333
NS3BP	-0.8285
C10orf22	-0.425666666666667
NAT8L	2.74825
DUSP4	0.5655
FOXM1	-1.48666666666667
GRAMD2	3.2698
ZBTB48	0.518666666666667
BUD31	-1.0015
PABPC5	-0.4615
CCDC41	0.0505
FBXO11	-0.181833333333333
C6orf148	-0.8115
RFXAP	-1.76125
C6orf15	-0.1995
CDK8	-1.015
C6orf70	0.642375
TESSP2	0.1355
ALG2	-0.5535
PPP1R3D	4.31975
TPM3	0.0328333333333333
SYT13	4.3505
EPB42	-0.946666666666667
CETN3	-1.1495
PRY	-0.063
NTHL1	-0.3705
POLR2B	-0.641
RPS28	0.182333333333333
P2RX3	0.47875
LYZL4	0.9005
WBP4	0.0587
PMM1	-1.46975
C11orf79	-0.20525
CBLL1	-1.08
IL1F10	1.6995
VAX2	1.73
SETDB1	0.341833333333333
LRAP	-3.1035
GCLM	-0.413333333333333
CPEB3	2.6095
PPM1A	0.81675
INTS1	-0.26475
CAMTA1	1.616
SAMSN1	-1.355
LOC158830	-0.9725
GMPPA	-0.52975
AIPL1	-0.10525
IL24	0.06875
BDKRB1	-1.72616666666667
MLF1	0.1003
TAF12	-0.6225
ID1	-2.509125
THADA	-0.298
PIK3CB	-0.46725
OR4N5	-0.025
TBC1D17	0.107166666666667
COX8A	-0.00525
CDCA4	-1.20325
C2orf44	-1.2955
ZNF534	-0.70375
IMMP1L	-0.278
NIPSNAP3B	-0.998125
FTMT	0.32525
PWP2	-0.0543333333333333
MMP15	0.7871
DNAH11	-1.5055
MTMR14	-0.320375
DNAL4	-0.41725
IPP	0.10975
TMEM59	0.4905
C1orf157	1.0745
RGS4	0.340166666666667
DDX18	-0.4035
SNX6	-0.95025
ZNHIT2	0.949
NCDN	-0.536833333333333
FLJ33534	2.25725
RAG1	-2.223375
OR4D10	0.3565
PTPN5	-0.380666666666667
POMT1	0.7975
LRRC8A	0.1353
CYP1A1	-1.422
CAPN1	-0.0405
DDHD2	-0.60375
GRIK2	0.170333333333333
GNRHR	0.416
PPBP	0.0465
HTR3A	-0.7775
SLITRK4	0.544
ANKRD49	-0.098
BTF3	-0.5042
SARS	-0.40925
C13orf18	-0.2985
CACNB1	0.0552857142857143
QKI	-0.171136363636364
SETMAR	-0.282875
MAN2B1	1.10133333333333
EML3	-0.774
ACADL	-0.110166666666667
OFD1	-0.220375
DEFB114	-1.041
CGA	-0.5254
PEX16	-0.169333333333333
LRRC10	0.315
GNG12	-2.203
C1orf152	-0.0553333333333333
CHRM1	0.246
CD53	0.9585
DBH	-0.376
TFAP2B	5.05525
HIST1H2BJ	-0.582666666666667
FAM46D	0.187
TMEM11	-0.535
C3orf32	-2.18075
PCCB	-0.783125
IPO13	-0.23325
C6orf105	-4.742
COMMD5	0.8215
SUV420H1	-0.2453
LTBR	1.44025
ARHGAP15	-0.70375
HDHD2	0.01825
TDRKH	-0.898333333333333
LOC401052	1.267
PSG4	-0.6585
GNB4	-0.0391
SPATA4	-0.69725
SLC9A3	-0.3935
OSBP	0.5945
NBPF3	0.348
DOCK11	-0.558
SLC39A5	-1.62616666666667
PRR5	1.3111
C10orf63	-0.072625
SMTNL2	-1.2165
ADRA1A	-0.69175
ASAH1	0.9734
DOM3Z	0.1586
GIPR	1.302
AHI1	0.0691666666666667
NADSYN1	0.2335
RGS14	-0.6431
IL18BP	0.8781
RTN4RL1	1.72058333333333
ARMC6	-0.158
PSMD5	-0.453666666666667
HK3	1.3201
OR4S1	1.586
RSU1	0.0535
MAD2L1	-2.94022222222222
EIF4A3	-0.2815
DLEC1	-0.382
E4F1	0.933333333333333
CHMP2B	0.5607
CAMSAP1	0.42375
RPS21	-0.9735
ARID5A	0.4545
UBE2N	-0.4656
IGSF8	0.836666666666667
MAGEB6	-2.3205
ACAD11	-1.1615
MGC4172	-1.56725
LMO4	0.47
KLKB1	-0.0705
HP	0.383
HDAC3	-1.028
SCHIP1	0.02575
CLCA1	0.192
OLFML2A	0.898875
C1orf112	-1.5955
KIF19	0.5915
HAPLN4	-0.2034
CXCR7	1.70833333333333
GOT2	-0.0737
RAB38	-3.825875
DCX	1.3185
PPM1H	0.179
NFYC	0.535916666666667
KIN	-0.139875
ZNF228	0.26525
PLSCR4	1.65916666666667
HIG2	0.515
FAM79B	3.0935
C21orf86	-0.6632
KCNK10	0.302
ZNF738	-1.002875
FSTL5	-0.56725
OR6A2	-0.904
OTOA	0.809333333333333
EXOC1	0.347875
AHRR	-3.55625
PDAP1	-0.962666666666667
C19orf6	0.28575
ZAN	0.28975
LY6G6E	0.274
EIF4E2	-0.94725
C20orf198	-0.4145
ZNF324	0.4675
CYP3A5	-3.7445
ENTPD7	0.673333333333333
MBOAT5	-0.778666666666667
GJB5	0.53
TTC13	-1.076
S100Z	-1.1025
KIAA0664	-0.575833333333333
PDGFRB	1.77958333333333
IL17D	-0.1585
OR56B4	0.409
RDX	-2.96916666666667
SLC34A3	1.4485
IL28B	0.548
JUND	2.77775
CHRNB1	-1.106
CAMK2B	0.24725
FETUB	-1.48425
CXorf23	1.47325
MRTO4	-0.53775
TTC3	0.6927
NDUFB8	-0.0686666666666667
EDG2	-2.65825
SEMA3G	2.86475
IL23A	-1.1235
GRHL1	1.3954
LOC441054	-1.2835
WDR65	0.7915
PSTK	0.53925
STOML3	0.71
R3HDM2	-0.1296
C5	-2.7425
SLC2A10	0.357333333333333
C3orf22	0.75825
PAQR3	-2.129
ANKRD26	0.107166666666667
HCRTR1	0.235
LOC399947	-0.80675
PSD2	-0.724
TIGD2	-0.673833333333333
SCRN1	-0.59125
COQ10A	-0.342
DDI2	0.3405
METTL7B	-0.393
UCN2	1.037
FAM92A3	1.00775
WDR16	-0.023
ZNF511	0.7465
ZMYM5	-0.17325
POLR3G	-2.7575
ZNF586	-1.004
C1orf49	0.0756666666666667
TANK	-0.391166666666667
RCAN1	0.421
PELI3	1.4905
LIMD2	0.325166666666667
TMEM189	2.6735
NTN4	0.21275
LOC151300	0.4985
CLEC2A	-0.4945
GPR135	0.3365
DPYSL4	-3.1523
JAK2	0.252333333333333
TSHZ1	1.25
TM9SF4	-0.052
ZNF264	1.09233333333333
SIRPG	1.716875
BICD1	-0.68825
HERC6	2.77433333333333
METTL5	-0.548
CASP1	0.6965
PRRT1	-0.133
PLA2G4C	1.6575
ICA1L	-0.139071428571429
TPTE2	-0.0428333333333333
OTUD7A	1.5455
AQP11	-2.9135
APOA2	-4.174
KALRN	-1.1149
SECTM1	2.11208333333333
IFNAR1	0.47175
TALDO1	0.453375
RAB11FIP4	1.15966666666667
EIF5A	-1.54
FAM49A	2.159
NEGR1	-0.343333333333333
YTHDC2	0.798
EHD2	-0.6595
NCF1	2.5881
SCRT2	1.9625
HOXA5	-1.09733333333333
NUP133	-1.818
FGF12	-0.39125
SLMO2	1.318625
SNTA1	-0.326875
CACNG2	0.79125
GCM1	0.45525
ELF1	0.501
TLR5	3.18875
TCFL5	-1.43375
RBMY2FP	-0.5995
LOC100125556	0.197625
FAM129B	0.615375
MAP3K7IP1	-0.443875
NCK2	0.154
OXA1L	-0.65175
FMO9P	2.1475
ZSCAN12	-0.71325
PSMD12	0.430166666666667
HSCB	-1.63325
CLDN10	-3.0515
MGC13053	-0.876
HPCAL4	-0.879
ASZ1	-0.858
MEX3D	0.881916666666667
NFAT5	0.1804
CSPG4LYP1	-0.310333333333333
FBXO3	-0.0373
DVL1	0.938166666666667
CMKLR1	2.02783333333333
TYMS	-2.667375
PEF1	0.418
ZNF750	2.37016666666667
MCM5	-0.8621
MEGF11	-1.25125
KCNK7	0.343
PTP4A3	0.13
C1QTNF2	-1.6055
OR6S1	0.2135
FAM122B	-1.4
ZNF551	-0.24225
HBQ1	-1.9385
GEMIN6	0.06125
ARSK	-1.99625
RBP7	4.11883333333333
CPNE9	0.241
DSC1	1.6085
LOC730112	-1.1135
MAP2K4	-0.113875
HS3ST5	-1.7825
EPB41L3	0.61475
TEKT2	1.3345
CDKN2B	-0.251166666666667
ZNF480	0.83
MAP3K6	0.3893
MAP6	2.83866666666667
HN1	1.0318
OR2L13	0.245166666666667
SLC16A11	0.3065
FAM96A	-0.89225
APOL1	0.257
C5orf32	-0.16075
RTP1	-0.0236666666666667
RNF175	-0.791875
ZBTB41	1.312625
AHCTF1	1.0155
SAE2	-0.2698
ITGA2	1.58608333333333
MME	-0.924166666666666
CCDC14	-1.03825
MAST4	2.34742857142857
KRT33B	-0.3775
KCTD2	-0.375833333333333
WDR26	-0.196333333333333
MFI2	0.19775
NR4A3	2.121875
ARSA	0.9745
UNKL	0.419333333333333
SULT6B1	0.0715
CCNA2	-2.3935
SOX15	-0.442
PPAPDC1B	-0.55825
C19orf44	0.514
MCAT	0.931083333333333
ARID1B	0.65975
OR52N1	1.312
C12orf48	-1.361
MAGI1	1.754
NIPA2	-0.74
GBX2	-1.696
RSHL3	0.40625
RAVER1	0.835
C15orf17	-0.4765
SLC30A2	0.896625
ZNF518	0.572
PCYT1B	-2.2315
C10orf114	-1.6465
EIF3H	0.72825
SLC25A39	-0.0486666666666667
KIF1B	0.35925
AMOTL2	0.708
C6orf120	0.225375
PSRC1	-1.3875
PLA2G10	-0.46625
KIF5C	1.9335
MRPL37	-1.1015
C17orf62	0.707
C9orf135	-1.83083333333333
DUSP10	0.319
CLCNKB	0.336
PSMA5	0.276125
C8orf53	1.9975
AMPD3	1.72883333333333
PIAS1	0.136
ADCYAP1R1	0.052
GYLTL1B	1.29
CDH20	0.304666666666667
FBXO7	-0.75475
TMEM134	0.214
FLJ14213	0.184833333333333
ZNF3	-0.06925
LRRFIP1	-0.170875
CNOT2	0.63125
ABI3	2.8575
ALDH5A1	0.30525
HNT	2.2717
SERPINA4	-2.83225
TK2	0.18025
STMN1	-2.027
GUCA2A	0.0955
GALNT10	-0.455785714285714
DPP6	-0.9084
C9orf93	1.363875
PRELID2	-1.45975
STK39	-0.142
SFTPA1	-1.20625
CKS2	-1.865
RHO	0.30675
C20orf135	0.28575
XKR3	-2.6135
CR1	0.0392857142857143
RPS6KA2	0.360714285714286
C20orf112	1.136
MRPL22	-0.3705
C4orf23	0.421166666666667
GADD45B	2.86675
KLHDC1	1.49016666666667
C2orf48	-2.737
ZNF287	0.079
DAAM2	-1.196
DPPA2	-3.08616666666667
TCTN3	-0.0586666666666667
DNAJB11	0.28025
FPR1	3.1905
DEFB4	0.2695
PTCD2	-1.0577
SMOC2	5.41866666666667
CABP7	1.015
SERPINB11	0.4725
MAGEF1	0.4375
NDE1	0.0781666666666667
ITGA10	0.227
FSHB	-0.4255
ANXA2	-0.22425
HORMAD2	0.05075
HLCS	0.51
MCF2L	2.11958333333333
FH	-0.096375
TBC1D24	1.81375
KIAA1505	0.76575
LGALS2	-0.224
CNBD1	0.0425
SYNPO2L	-0.56075
PTPN23	0.236428571428571
C1orf183	0.205166666666667
MAGEA8	-2.674
DGCR8	-0.339625
GSR	-0.36175
PAQR7	0.175
ZNF676	0.2195
CACNA1C	0.5601
SP7	1.106
PDCD6	-0.05975
NRN1L	0.5715
BRI3BP	0.202833333333333
KIAA1183	0.73075
ASB4	-0.577
CCL23	0.4453
OBSL1	0.716625
SLC12A7	0.183666666666667
KIAA0240	1.891875
CD1B	-2.79383333333333
FCGR2A	2.177625
MDC1	-1.51475
HTR1A	0.6995
OCEL1	0.9335
ATP11B	-0.794875
FBXO34	-0.0376666666666667
PCDH12	3.40983333333333
RPE	-0.819
C17orf74	-0.019
CSDC2	0.453833333333333
PET112L	0.1595
TMBIM1	-0.132875
P2RXL1	0.12
TCHP	-0.51625
TRMT1	-0.547333333333333
F2RL2	0.65825
LRRC32	2.4825
IMPG2	0.2725
BGLAP	0.27775
LOC493869	-2.85925
MRAS	1.493125
SLC35F5	-0.703
CBWD1	-1.055
AXL	-2.152125
ATP2C2	3.265
TELO2	0.37675
PNPLA3	-0.0855
PCDHB14	0.30475
CD276	0.13575
KRT80	-1.533
DUSP28	-1.18
CSNK1E	-0.924416666666667
SRP14	0.7015
KCNQ4	0.466
KRT72	0.684333333333333
CCDC117	-0.90675
C6orf89	-0.231222222222222
TUBB2B	-2.34133333333333
RTN4IP1	-1.077
CR1L	-3.45383333333333
CEND1	0.825
C12orf41	-0.97
RNF31	0.62975
UBN1	0.462666666666667
C17orf32	0.470375
SLC5A7	0.5345
GPR92	1.998
ESAM	2.0896
CTNNA1	-0.0209166666666667
HRBL	0.2329
CBX4	-0.39275
TMEM182	-0.74375
SH3TC2	-0.7465
IL10	0.558833333333333
PXMP4	3.018
RNF167	-0.4874
PAK7	0.818833333333333
ETV3	0.427
ATPIF1	-0.0881666666666667
LOC554207	-1.89566666666667
OR8H1	0.2245
WDFY3	1.434875
DPM1	-1.55275
GPSM1	-0.264
WDR92	-0.4056
LRP1	0.581166666666667
ANKH	-0.871625
THUMPD3	-1.36175
POLR1B	-0.938
OLFM4	4.04066666666667
RAD9B	-0.04925
TSPY2	-3.7385
PAX6	-1.78266666666667
SCG2	-3.42875
SLC17A6	0.12175
FMO3	2.169375
PADI4	0.262125
TUBB4	-0.689
NLK	-0.58525
POU4F3	-0.6265
SDF4	0.699
ITGBL1	1.95616666666667
NETO1	-1.73125
TAP2	0.184875
ABBA-1	0.155333333333333
GNAI1	-0.98975
VPS4B	-0.2745
NOPE	-0.6162
GALNT6	3.08083333333333
SESN1	0.607125
GBE1	-1.67877777777778
CLASP1	0.1825
RASGEF1B	1.16925
ACOT11	0.0513571428571428
AFAP1	0.721
OR2H2	0.029
DPY19L2P1	-0.38675
DZIP1	-2.48525
SEC22C	-0.696333333333333
GPR161	-1.164
RNF146	1.0315
WDR74	-0.746625
GALP	-0.422
PURA	1.7825
DNPEP	0.504
RP11-78J21.1	-1.8795
ERBB2	2.790125
FANCM	-0.4005
NEO1	0.628833333333333
DDX3Y	-4.7734
RPS3A	-0.409
MXRA7	-0.578642857142857
LGALS3	-0.153666666666667
GLT8D1	-0.26875
CFL2	-2.38116666666667
UPB1	0.034
NAP1L5	-0.226875
CLDN14	-0.048
DHX38	-0.6345
BTBD1	-0.69425
TARS2	0.429666666666667
ABCF1	-0.204
FCF1	0.2355
LRRC49	-0.676
GUCY1B2	-1.6595
C1orf177	0.335833333333333
SMARCA4	-0.520428571428571
LRP8	-1.05383333333333
TAGLN3	-1.15475
MRPL14	0.353
TTRAP	-0.8005
ZDHHC20	0.92075
NFE2L3	-1.47025
KIAA1377	0.64875
PALMD	1.3364
TMEM43	-0.345
TTL	-0.895375
STAT5B	-0.900166666666667
SSB	-0.538
OR10H5	-0.2765
SLC22A13	-0.24475
AKAP3	-0.879
TIMM23	0.0468333333333333
OAS2	3.26941666666667
KIAA0423	0.25825
TRIM11	-0.0185
GLIS3	0.560125
TMEM50B	-0.247
ARHGEF4	-0.837875
DEGS1	0.285636363636364
TBL1XR1	1.1415
G6PD	-1.544
SP140	1.0394
MUC17	-0.106307692307692
NUDC	-0.4492
DNAJC5B	0.777333333333333
SCARA3	-0.975166666666667
CPA3	6.18916666666667
BCAT2	-0.39175
MFN1	-0.4504
NRG3	-0.3025
SNX11	0.3225
PLEKHH1	-0.00649999999999999
GPR177	-2.10783333333333
HCFC2	0.28625
TCAP	-0.56375
MOCOS	-1.79775
C14orf93	-0.04475
PRDM10	0.122833333333333
SLC16A4	-0.826083333333333
SRGAP1	0.0953333333333333
VIP	0.443333333333333
DUSP27	0.248166666666667
LILRA1	0.9367
MC2R	1.1145
MGC24103	-2.16275
MBTD1	-0.6575
FUT11	-0.569333333333333
USP33	-0.2245
C15orf39	-0.824
MAP3K12	0.524875
PAAF1	-1.37083333333333
BARHL1	-0.171
FLJ16165	0.113
PIWIL2	-3.235
SYNE1	0.685166666666667
CMTM4	-0.304125
TSPYL1	-0.0941
GUF1	-0.707666666666667
TMEM157	1.6095
WDR44	-0.23575
HIST1H3C	-0.408
DKFZp666G057	-0.287
RNPEP	0.9245
GAS2L2	0.800333333333333
ADH4	-4.55575
GRPR	2.09316666666667
FBXL17	1.95475
ZBTB10	2.043
Gcom1	-0.00038888888888892
HTRA1	1.3337
ZNF585A	0.296333333333333
SLC26A2	0.845153846153846
OTOP3	0.151
WISP1	1.22144444444444
ATP2B4	-0.226666666666667
FLJ10769	1.15125
CRAMP1L	0.191125
CHST12	0.17975
RAB22A	2.94141666666667
TARDBP	-0.137571428571429
STAU1	-0.4125
CRB3	2.20966666666667
MIG7	-2.63075
CHMP1A	0.317
ZNF160	-0.112
B3GALT6	0.9225
BARX1	-1.15683333333333
C6orf167	-2.4484
NXNL1	0.4125
DHX29	0.614875
HADHB	-0.31975
PLXNB2	0.618375
ILDR1	-0.34725
SLC15A3	3.0725
GAS2	-4.52883333333333
C20orf69	-0.0585
NUMB	-0.163
TNIP1	-0.21775
MESP1	5.20983333333333
PSKH1	0.03775
NSFL1C	-0.285875
RHOG	0.39675
HEY1	-2.701
KNG1	-1.9875
ITGAX	1.8516
LIN9	-1.352
CANT1	0.377125
XRN1	0.471785714285714
CCDC96	1.8201
HEATR6	-0.580333333333333
GNG7	0.17725
RUNX2	0.8548125
SOX1	0.725333333333333
FCRL5	0.135
ZNF99	0.36975
FAM9A	0.1125
SNX22	0.429166666666667
MBNL3	-1.974
ODC1	-3.1478
ADORA2B	-2.32233333333333
NR2F6	0.54075
ZFYVE16	-0.0721111111111112
SYNJ2BP	1.2736
POLE	-0.49275
E2F2	-1.03375
THRA	-0.866166666666667
PTGES2	-1.0095
HIP1R	0.949333333333333
TMUB1	-0.204666666666667
ENO3	-2.16725
RSPH10B	0.897
CXorf39	0.61775
IRGC	0.38425
GPR109B	0.02725
FLJ13305	-0.073
LCE3A	-0.408
TNFRSF18	1.84683333333333
DET1	-0.5395
TRPM3	-0.269
C16orf79	-0.903
FECH	-0.3505
RAP2A	0.0206666666666667
CRIP1	3.34083333333333
AZIN1	1.613
SLC7A7	3.85225
IL10RA	1.507
TMEM64	-0.437
CDC42EP4	0.6221
C16orf58	-0.3486
ARG2	-3.28175
POU5F1P4	-2.93
FAM62B	-0.1995
DNAH8	-2.2112
ASH2L	-0.53725
TSLP	-3.3925
CNTNAP5	-0.447666666666667
TMEM16C	-0.18875
IFNA14	-0.524
SLC1A3	0.641375
CABYR	2.36025
BCL7B	-0.5235
NUDT13	-0.452
C13orf28	0.06425
C1orf53	1.706
ARL6IP4	0.2996
RPL35A	-0.30075
EMR3	0.379
RAB40C	0.534
SLC41A1	-0.866833333333333
LRCH1	-0.09875
LY6G5B	-0.268
FAM124A	-0.317071428571429
MGC10981	-3.97766666666667
CLIP3	-0.0041
MAP4K2	0.609
CHIC1	-0.409
SULF1	2.1125
C20orf30	-0.585857142857143
PRDM5	-1.36275
ELOVL1	-0.0345
C11orf48	0.048875
SLC39A10	-0.5225
KCNV1	-0.74075
ACP1	-0.8025
ZMYM2	0.922875
B3GNT6	-0.336666666666667
C9orf69	0.45425
C2orf15	0.90625
C20orf166	0.546
HSP90AA6P	0.799
EDG7	-0.724
NEURL	0.064625
LPL	2.54333333333333
CLEC2D	0.0358571428571428
GRRP1	2.27533333333333
CD8B	-2.4184
HIST1H3D	-0.865666666666667
SLC6A12	0.8385
FAM27L	0.0225
CD84	2.4207
RASA1	-0.885
PHKG1	-0.257
MAGEA11	-0.757
IMPA1	-1.8698
NPM3	-1.6105
RARRES1	2.2035
SH3BP1	0.3815
B3GNTL1	0.364
ARPC5L	-0.438
KLHL26	0.35125
SIM2	1.72425
GJC1	1.3445
C20orf194	0.09375
EXO1	-3.15
SLC2A2	-2.647
LOC285074	-0.522
LRG1	1.96975
KIRREL	0.375
PIK3R1	1.06935714285714
C4orf34	0.60475
MAF	-1.52777777777778
ADCY4	3.705
ZMIZ2	1.2457
SLC46A3	2.30116666666667
STAMBP	-0.0708333333333333
CCDC16	0.1605
MS4A12	-0.0015
TCF20	0.1035
LRRC46	0.807
C20orf152	-0.4275
MRPS6	-1.402125
ABCB11	-0.045
KCNC2	0.105833333333333
CDH19	-2.319
C9orf123	-1.07516666666667
SSH3	1.8785
LDLRAD1	-0.8145
CCBE1	-0.9435
ZNF135	2.158125
TAAR1	0.7845
WFDC12	0.5655
CCDC42	0.187166666666667
FLJ12529	-0.2905
PER1	-0.136
TIMM50	-0.219833333333333
SMARCAD1	-0.5685
FAM26C	-0.348
TP53TG3	-2.37666666666667
SH3RF1	1.236
LMCD1	1.41475
GPR63	-0.5475
FLJ21986	-2.294
AIFM3	0.51075
MICAL1	0.184666666666667
BLZF1	0.562833333333333
IQCA	3.583
PCDHGC3	-0.075
SAC	0.12
BCL6B	2.079
DDO	0.8295
MARCO	1.876
DCHS1	0.273333333333333
C1orf170	2.14716666666667
CD200R1	0.390166666666667
C22orf15	0.263
SEPT11	0.610833333333333
ADNP	-0.40975
UST	0.5075
C13orf34	-1.097
RFFL	0.268357142857143
APBA3	0.1665
C2orf60	-0.615875
CUTL1	0.6099
PMS1	-1.149
ZNF689	-0.691
EIF3E	-1.3155
IL9	0.293833333333333
RPL31	-0.24475
LY9	0.563833333333333
ATP2B3	-0.1045
KDELR2	0.341125
TFCP2	-2.247375
NLRP12	-0.258625
FLJ45422	0.54925
TLE4	-1.226
ZNF570	-0.38
FLJ43806	-0.092
TLK2	0.50925
CIR	1.12775
MARS2	-0.9595
COL24A1	0.244
SDF2L1	-0.0535
HIBADH	-1.01616666666667
IGFBP3	-2.38842857142857
C12orf23	-0.101
PSPC1	0.71375
C20orf43	-0.5835
TRAV20	0.6645
ARHGAP24	1.352625
KIAA1975	-0.527
C1QA	3.8497
DNTT	-4.97166666666667
C10orf6	0.710083333333334
C11orf41	-0.824875
HNRPF	0.28625
COL11A1	5.29583333333333
UBAP2	0.254166666666667
CDKN2AIPNL	-0.7435
C20orf174	3.7045
SPRED2	-0.68525
PLA2G12A	-0.241
ICEBERG	-2.1388
SCN10A	0.396
C11orf65	-0.41725
GBP5	5.10825
PITPNC1	-0.408333333333333
POU3F3	1.79
NCOA7	-0.241875
LIN7C	-0.6761
LOC348840	-0.7545
NKX2-2	-2.48475
ANKRD13D	1.162125
LOC123688	0.0165
FUT2	2.17616666666667
TAAR8	0.481
FZD4	-0.0410833333333334
PNMA3	-0.783166666666667
