Hybridization REF	TCGA-BH-A0BR-01A-21R-A115-07
ADFP	0.403833333333333
KRIT1	-0.236875
SERTAD3	0.9645
LEFTY2	-3.69175
KRT27	0.028
SCFD2	-0.684
MN1	-0.766
RORA	0.96825
PTPRD	1.3565
PIAS2	0.435
CYP4X1	6.69316666666667
FBXL15	0.6525
MYH15	0.137666666666667
CRX	0.0406666666666667
TBC1D13	0.199
SLC22A17	0.408333333333333
PLK2	1.14833333333333
ARHGAP9	1.35125
EIF1B	-0.641
C20orf185	-0.205
DEFA7P	0.258
PRIM1	-2.771
CRYAA	-0.93575
BACE1	0.683
AGTRL1	0.566
ACAD9	-0.522875
GRASP	0.518
RBP4	-3.33033333333333
TFB2M	-0.5855
METTL9	-0.2441
ATP5O	-0.26525
SP100	0.2351
CPSF1	-1.46
S100A4	-0.07675
LIME1	-1.43775
GPR137C	-0.1785
OR2A2	0.1545
C2orf29	0.25225
NUP188	-1.35075
SDPR	-0.46875
RAI1	-0.332125
RPS20	-0.6776
LAMB1	0.52875
ADM2	0.00316666666666667
ZNF229	-1.43525
DKFZp434K1815	-0.64825
EPN3	1.498
CLIC3	-1.3895
MEIG1	0.00700000000000001
HMGB4	0.0135
STARD10	2.24475
KLF8	1.10575
EPB41L2	-0.0938333333333333
JMJD6	-0.209875
CTSL1	1.20716666666667
GPR27	-0.8095
ELAVL4	0.21225
MMP21	0.3325
PPM1B	0.58875
SUV39H1	-1.1
AAMP	0.229
TUSC4	-0.492
MBD6	0.2565
KLK13	1.442875
FMNL3	0.803
TRIM13	-0.37825
C15orf5	-1.4235
IQCF1	-0.03975
CACNG8	0.115
SLC35D3	0.095
ZDHHC9	1.42
ODF3L1	-0.05775
C9orf86	0.2596
TSEN2	-2.34625
C17orf64	0.21025
SEPX1	0.7537
TSPO	0.316333333333333
SYMPK	-1.248
ADORA1	-0.0735
TSPAN10	0.17425
SEMA6C	-0.2495
RTTN	-0.3742
IL2	0.7905
ARRDC3	0.316583333333333
TBPL1	-0.305333333333333
STX12	1.49025
MRPL39	-0.1105
OR8H3	0.338
IFIT5	1.45933333333333
CASC5	-2.63325
FAM46A	-0.219333333333333
HPCAL1	-0.945125
CYLC1	0.5705
VGLL2	0.289375
C20orf191	-0.44425
CDH1	2.98675
ITPA	-0.7195
CCDC101	-0.39275
D15Wsu75e	-0.339
EDA	-0.545
CREG1	-0.14875
OR7G2	1.041
SAP18	0.22675
IFIT1	0.7725
CALML3	1.66366666666667
FLJ37440	1.1565
FNDC5	-0.33075
SERPINB6	-0.111785714285714
JUNB	1.2772
SYS1	0.8915
SCN2A	1.76533333333333
ZKSCAN5	-0.4402
WNT7A	0.124666666666667
TSHZ3	3.17725
RNF148	1.052
H6PD	0.606375
CAD	-0.928166666666667
ZNF449	0.50875
DOCK10	0.07
FAIM2	0.389
HEXDC	-1.024
PRB1	0.244
C14orf148	0.263
ETHE1	0.40525
IRF5	0.732
GNMT	1.94116666666667
MGC16291	-2.171875
RPAIN	-0.8035
CAGE1	0.297
CNTNAP3	-2.506625
ACTR1B	-0.23225
EEF1E1	-1.0475
MSX1	0.2105
ESF1	-0.9087
HSPC171	0.9415
MRPL2	-0.692666666666667
RDH12	-0.0683333333333333
CELP	-0.0275
METRNL	0.4395
C10orf116	3.3285
C19orf48	-1.825
ZNF346	0.007125
NCR1	-0.964
C10orf64	0.3665
CD52	1.67675
VPS18	2.546
AP4S1	0.229333333333333
NPBWR1	0.453
TPK1	0.8575
UBA52	-0.481722222222222
RIPK1	0.9265
CPNE3	-0.0081
HSPC159	0.203125
C8orf38	0.43125
LRRC4B	-0.227
PARP10	0.2886
ANKRD50	1.488375
CXCL9	6.5705
FGF18	0.810909090909091
EIF2A	-0.91325
SLC20A2	0.4815
KIAA1549	0.2365
SPINT1	2.3845
ZNF584	0.4295
CRBN	-0.122666666666667
ABCF3	1.09916666666667
NCBP1	-0.178
PLA2G4F	0.584
PCDH10	-0.25975
TTC21A	0.35425
C20orf144	0.125
FGFR1OP2	0.132333333333333
SLC9A1	0.5206
CHRND	-0.034
FOXF1	-2.12275
KIAA1467	1.11275
TPO	0.453166666666667
LTF	2.78542857142857
DNAJB9	0.88675
MRPS27	-0.92425
bA16L21.2.1	0.647
WBP2	0.012
MRGPRX3	-0.890166666666667
PRPF18	0.949
C10orf58	0.80775
SMOC1	-0.6963
ADAT3	0.0348333333333333
TMEM138	0.024
TMEM131	0.78175
TIMM8B	-0.2775
MYH7	-0.13
ST6GAL2	1.733875
KIF1C	0.448
SUHW2	-0.559
PAPSS1	0.76975
CABP2	-0.1375
HOXA4	-1.12325
ELF2	0.23925
SEMA3D	1.1973
MC5R	0.1995
OGFR	0.1495
FLJ30092	-0.407166666666667
TGFA	0.1723
MMP17	-0.0135
KIF15	-2.87825
CHIA	-0.063
CATSPER3	0.13825
CEACAM7	1.45916666666667
PADI2	0.486125
HOXA9	0.921166666666667
LNX2	0.324333333333333
TMEM144	2.329
HIF1AN	0.115
METTL7A	-0.3869
C6orf165	1.638
KIAA1468	1.203
DSG3	-0.866
ZNF180	-0.520166666666667
EIF4E3	1.6255
SLC46A1	0.322
DKK1	-4.2075
ZNF205	0.217166666666667
LOC162073	1.31761111111111
COX7A1	4.66875
MAGEA1	-5.927
NEDD8	0.3025
KLHDC5	0.389611111111111
C3orf19	0.029
MRPS2	-0.86875
POLR3H	-0.236142857142857
ABHD11	1.5623
TMEM17	0.95725
PAIP2B	0.2912
MAT1A	-4.0065
LGI3	0.133
THUMPD2	-0.35925
TKTL2	-0.06825
XAGE3	-2.33583333333333
CALM3	-0.316083333333333
C6orf136	-0.4195
KCNC4	-0.0351666666666667
RGS9	-0.0565
ACIN1	-0.2135
SPATS1	0.13725
XKR8	0.13275
FAM84A	1.33641666666667
MS4A7	4.70172727272727
AGXT2L2	-0.464
OR1F1	0.271
SMAP1L	-0.03125
IPO11	0.717375
ZC3H11A	-0.0956875
C1orf151	0.483125
RNASEH2A	-1.037
CCR10	-1.097
TXNDC11	0.335583333333333
TMEM112	0.0505
MAP1B	0.603928571428571
NVL	0.865
PKM2	-0.3381
ARC	-0.16425
NUP54	-0.979
PPFIBP2	1.63083333333333
STAT2	0.82525
PTAFR	1.99566666666667
ROBO2	-0.11625
RNF40	0.0263333333333333
CCDC135	-0.363
IFT81	-0.5394
MORF4	-0.38225
TM7SF3	0.566875
OR10H3	0.163
ABP1	-0.109125
CHRD	1.085
PLEKHA8	-0.0148333333333333
NCALD	1.61366666666667
OR5AK2	0.22425
ACCN1	0.1945
SLITRK1	-0.174
ARMET	0.55975
C9orf52	0.98625
REEP4	-0.52875
MTSS1	0.3935
ADH1B	3.376
DLD	-0.335
CDK5	-0.105
PPFIA1	1.2903125
WFDC3	1.38375
DNAJB12	0.968428571428571
RANGRF	-1.0745
MLANA	-4.54525
AMY2B	-0.84775
KIAA0319	-0.033125
RPS7	-0.3015
JAK3	0.0622
ARFGEF1	0.127
CXCL5	0.426416666666667
TRAPPC4	-0.94975
CETN2	0.9455
HSPC111	-0.8625
RHOBTB3	-1.1151
PHLPP	-0.9635
RGS10	1.1395
TMEM58	1.109
CHERP	-0.81125
HSP90AB3P	-0.411166666666667
FSTL3	-0.8405
PEX11A	0.157
OR5V1	0.354
FCN3	1.666
PTPN3	0.396125
NPTX1	-5.205625
C21orf84	-0.84825
C11orf51	0.924875
ZBED2	1.87475
FLJ90757	0.16075
NPY2R	1.75675
PLD3	0.64225
SYT17	0.851166666666667
SGSM2	-1.3755
OR1A2	0.208
FOXP1	1.698125
SLC5A1	3.2855
POFUT1	-0.3667
EPHB6	-2.73433333333333
MYO1G	-1.31725
STAC	-1.7478
KLHL17	-0.756166666666667
RGMA	0.4541
TJP2	-0.551
FAM114A1	1.28416666666667
SERINC1	1.33858333333333
SLC9A8	-0.268625
PEX19	0.54875
EDN2	3.6015
PSMD7	-0.350111111111111
C3orf41	-2.02
UQCR	-0.277125
PPP1R3C	-0.6435
LRP4	-1.92033333333333
TM2D1	0.5265
TTC17	0.00625
C4BPB	-2.67925
CCL25	0.83325
ZNF253	0.219333333333333
CHRNA9	-2.72675
SOX11	0.871875
HIVEP3	0.3035
CGN	1.60633333333333
C3orf35	-0.10375
PKD2L1	2.9365
SYVN1	0.433
PDE8B	-1.78875
LOC439951	0.291
LTC4S	1.92833333333333
MIF4GD	-0.0065
SMARCA2	1.042625
TUBGCP6	-1.07816666666667
CABLES1	0.24475
C16orf77	1.021
ZNF791	0.12475
FUT5	2.662
ADH6	-1.98116666666667
P4HB	1.23075
CLDND2	-1.17225
ALKBH8	-0.286
PLAC4	-1.82475
F11R	1.71614285714286
MGC35295	0.248
PDZD4	-0.0783333333333333
LOC389073	-0.1155
FAM80B	-0.499333333333333
PSMB1	0.46225
TXN	-0.264666666666667
VIPR1	0.7288
WBSCR18	0.5441
EXOSC6	-0.578833333333333
ACTA2	4.61466666666667
SP5	-1.84258333333333
ANKRD1	-2.22475
DDR1	1.5973
ATP6V1D	-0.369
PTGS1	-0.9795
RNF157	-1.0635
DCC	0.065
SPAG7	-0.62475
FBXO18	0.13175
UBE3C	0.3286
HOXC6	1.22825
LRP2BP	-0.472833333333333
MYST2	-0.665
PDSS2	0.06475
ATE1	0.5545
ARAF	-0.6715
KLF10	0.80475
PLA2G2E	-0.28425
ASCL1	-0.716
TSNAXIP1	2.35
FAM131B	0.536875
IFNA10	-1.1505
NUP43	-0.139875
FAM44B	-0.08425
L1TD1	-5.71933333333333
NMD3	0.915666666666667
C18orf54	-1.544
PHOSPHO1	0.271
RAG2	-1.2255
EMILIN3	-0.21
METTL3	-0.8475
VPS13C	0.714125
REXO2	-1.20075
ANXA4	0.5345
CA1	-0.62725
DCP1B	0.30375
TULP3	-0.209666666666667
ATP2A2	0.117857142857143
ATIC	-0.77925
ADAM15	-0.363
NPL	1.98133333333333
LGR4	-0.80175
UEVLD	0.945333333333333
GAB1	2.13475
SNAI2	1.10883333333333
ZGPAT	-0.1978
SNF1LK	0.041625
DLEU1	-2.534
UBE2Q1	0.18425
ZMYM6	0.4655
JPH3	0.744666666666667
FAM38A	-0.454
PXK	-0.4755
DENND2D	2.7495
BAX	-0.422583333333333
CP	1.44572727272727
RPL37	-0.5454
G6PC3	0.3435
NCOA4	-0.135333333333333
LRRC14	-0.311
GORASP1	0.1
FCHO2	1.411625
CYP24A1	-2.4787
FXYD3	2.165625
SMARCAL1	0.553
ABCB8	0.185166666666667
CCDC44	-0.82675
PRDM7	-3.09175
USH1C	-1.10975
DNAH5	0.883833333333333
SRF	0.3335
MAL2	1.15616666666667
PGPEP1	-0.27025
SIN3B	-1.01375
SEMA3C	0.915833333333333
GRAMD3	2.516
FBXO10	-0.40525
OR5D13	-0.123
FLJ31818	0.424125
CACNA1I	0.33725
S100A13	-0.176
TP63	1.23064285714286
ANXA11	0.4696
WDR66	2.43925
CSF2RB	0.131
IFI44	0.3325
DACT1	3.02333333333333
ANKRD23	-1.461125
ATP5G1	-1.40366666666667
C21orf70	-0.690833333333333
PPWD1	-1.2225
DNAJC13	-0.09525
PAH	-6.639
PTCH2	0.20075
TRMU	-1.0635
CCDC9	0.192
USP3	0.7243
DCLRE1C	0.3111
FAM55C	0.3365
FRMD4B	1.67575
CYP2R1	-1.30675
RFPL1	0.0735
XPO5	-0.712
ARL6IP2	-0.4195
OSBPL5	0.82625
MMP9	4.28127272727273
KIAA0802	-0.325875
DHRS2	-4.6675
SGEF	-0.25925
TXNDC10	-0.2994
EXOC6	0.62125
RPS27	0.228333333333333
PNCK	-1.0995
FSTL1	0.644
AACS	0.8975
SLMAP	0.226166666666667
SAMD4A	0.1856
ABRA	0.39
SMARCD3	-0.059
PKNOX2	-2.35466666666667
A4GNT	0.4475
C9orf39	-0.586166666666667
RALYL	0.379
MGC33556	-3.101
C10orf25	-0.526
BBOX1	3.021
NHEDC1	-1.1225
XDH	0.5455
GCSH	-1.1335
EDN1	1.74216666666667
MTERF	-0.377
CLK4	0.3635
ZNF799	0.1285
KCNG1	-1.8945
CXCR4	0.8465
PTPRR	-1.22475
IRAK1	-0.613875
LOC401397	0.14325
TMSB10	1.20128571428571
CXCL3	-2.7849
TMC4	2.80425
OR7A10	-0.1095
STYK1	3.10425
CHRNA10	-0.71775
CCNI	0.3925
EP300	1.0765
LOC165186	-0.6455
HIC2	-3.51875
SDR-O	-0.0915
OR2W1	0.2465
KCNA6	0.0595
TRIM74	-1.6385
REEP6	1.33275
ATP5G2	-0.19025
ERG	0.999875
TMEM42	-0.83825
PARN	0.4755
SOD2	0.989625
DIRAS1	-0.166333333333333
PNPT1	-1.2455
JOSD3	-1.468
hCG_40738	0.345
PDE1C	-1.91725
SEMA4D	0.0625
AGPAT1	0.245
NOSTRIN	0.6
MAP3K3	-0.0526666666666667
MAX	0.378857142857143
CAPS	2.91566666666667
SERPINA12	0.6805
OSBPL8	1.522625
RICS	1.244
NR4A2	1.6725
PPCS	1.19633333333333
LONP1	-0.02325
SCYL3	1.48625
HERC2P2	-1.75233333333333
FIBCD1	0.0315
C15orf41	-1.22
DMC1	-1.69433333333333
C20orf27	-1.85675
RPS6KA5	1.4856
FAHD1	-0.375
SLC12A4	0.16725
BRCA1	-2.11491666666667
GBL	-0.793
SLK	1.1475
NUDT9P1	-2.4625
NOXO1	2.946
USP52	-1.3805
BAZ1B	-0.114
SLCO2B1	3.96975
BBS12	0.642
LRGUK	0.718833333333333
TERF2IP	-0.00025
COL1A1	6.2175
KIAA0090	1.550625
GRK5	0.0678333333333333
AP1S2	-1.3568
TMEM52	-0.296333333333333
CA11	-0.868125
OR4A15	0.337666666666667
ACBD3	1.3853
SPAG11B	0.370125
PRDM2	0.9753
FOXP3	0.18825
SMYD3	-0.2534
LOC389199	0.186
LGI2	2.43566666666667
NAPE-PLD	-0.1111
ANKRD6	0.649
WDR45	0.571166666666667
SHROOM1	-0.49375
PSCD3	1.493
PYY	0.2305
KCNC1	-1.0445
ARHGEF9	-0.237
OR8J1	0.40125
GPR55	0.153666666666667
NS3BP	-2.377
C10orf22	0.113666666666667
NAT8L	-2.86875
DUSP4	-0.326833333333333
FOXM1	-1.9155
GRAMD2	1.734
ZBTB48	-0.439166666666667
BUD31	-0.0315
PABPC5	0.602
CCDC41	-0.96275
FBXO11	0.5905
C6orf148	-0.47775
RFXAP	-0.42925
C6orf15	-0.234833333333333
CDK8	-0.218166666666667
C6orf70	-0.085875
TESSP2	0.0485
ALG2	0.8105
PPP1R3D	1.13025
TPM3	0.471333333333333
SYT13	-1.4055
EPB42	0.0365
CETN3	-0.46575
PRY	0.275
NTHL1	-0.8255
POLR2B	-0.702
RPS28	0.629583333333333
P2RX3	0.53325
LYZL4	0.43525
WBP4	-0.2434
PMM1	-1.28975
C11orf79	0.3665
CBLL1	0.21425
IL1F10	1.6755
VAX2	0.9135
SETDB1	-0.598333333333333
LRAP	0.337666666666667
GCLM	0.39
CPEB3	1.986
PPM1A	0.3088125
INTS1	-0.58
CAMTA1	0.240333333333333
SAMSN1	-1.27925
LOC158830	-1.977
GMPPA	0.236125
AIPL1	-0.0295
IL24	-0.122583333333333
BDKRB1	-1.5315
MLF1	2.0501
TAF12	-0.0795
ID1	-2.803375
THADA	-0.284
PIK3CB	-0.12925
OR4N5	0.0605000000000001
TBC1D17	-0.320833333333333
COX8A	0.0635
CDCA4	-0.29375
C2orf44	-1.00575
ZNF534	-1.3305
IMMP1L	0.616
NIPSNAP3B	0.273375
FTMT	0.400625
PWP2	-0.528166666666667
MMP15	0.9093
DNAH11	-0.19875
MTMR14	-0.568
DNAL4	0.46425
IPP	-0.61975
TMEM59	0.5985
C1orf157	0.833
RGS4	1.19816666666667
DDX18	-0.0603333333333333
SNX6	0.19325
ZNHIT2	0.349666666666667
NCDN	-0.135166666666667
FLJ33534	0.2365
RAG1	-0.993625
OR4D10	0.1995
PTPN5	0.0541666666666667
POMT1	0.395125
LRRC8A	0.613
CYP1A1	-0.79625
CAPN1	0.485666666666667
DDHD2	-0.36875
GRIK2	0.17675
GNRHR	-0.05575
PPBP	0.788
HTR3A	0.023625
SLITRK4	1.57375
ANKRD49	-0.7385
BTF3	-0.2062
SARS	-0.2945
C13orf18	0.945333333333333
CACNB1	-0.331071428571429
QKI	0.678142857142857
SETMAR	0.02
MAN2B1	1.43566666666667
EML3	-0.6305
ACADL	-0.1345
OFD1	0.911875
DEFB114	null
CGA	-4.11933333333333
PEX16	-0.480833333333333
LRRC10	-0.281
GNG12	1.1075
C1orf152	0.0393333333333333
CHRM1	0.064
CD53	0.97475
DBH	0.189
TFAP2B	-1.275625
HIST1H2BJ	-0.160666666666667
FAM46D	-0.623
TMEM11	-0.2255
C3orf32	-2.94275
PCCB	-1.400125
IPO13	0.264
C6orf105	-2.597
COMMD5	0.33925
SUV420H1	0.8484
LTBR	1.1285
ARHGAP15	-1.192375
HDHD2	-0.35225
TDRKH	0.00183333333333333
LOC401052	-0.1295
PSG4	-0.47075
GNB4	0.6617
SPATA4	-0.63825
SLC9A3	-0.2755
OSBP	0.7695
NBPF3	-0.319083333333333
DOCK11	-0.4185
SLC39A5	-1.1315
PRR5	0.3329
C10orf63	1.04725
SMTNL2	-1.31425
ADRA1A	-0.01175
ASAH1	1.9521
DOM3Z	0.3963
GIPR	0.0161666666666667
AHI1	1.06316666666667
NADSYN1	0.775333333333333
RGS14	-0.1025
IL18BP	1.1643
RTN4RL1	1.71958333333333
ARMC6	-1.13975
PSMD5	0.654333333333333
HK3	1.5712
OR4S1	2.24425
RSU1	1.2458
MAD2L1	-2.38533333333333
EIF4A3	-0.04125
DLEC1	-0.446166666666667
E4F1	-0.482333333333333
CHMP2B	0.8021
CAMSAP1	0.082
RPS21	-0.994333333333333
ARID5A	0.4915
UBE2N	0.3856
IGSF8	1.50683333333333
MAGEB6	-1.4815
ACAD11	-1.9789
MGC4172	-0.879
LMO4	0.8315
KLKB1	-0.17375
HP	-0.442
HDAC3	0.47225
SCHIP1	1.364
CLCA1	0.293
OLFML2A	0.668
C1orf112	-1.537
KIF19	0.324416666666667
HAPLN4	-0.0371
CXCR7	1.38483333333333
GOT2	0.0881
RAB38	-2.4045
DCX	-0.305
PPM1H	1.36708333333333
NFYC	0.182833333333333
KIN	0.121
ZNF228	0.4985
PLSCR4	2.38533333333333
HIG2	-0.37025
FAM79B	1.2135
C21orf86	0.0466
KCNK10	0.2755
ZNF738	-0.081
FSTL5	-1.17016666666667
OR6A2	0.6205
OTOA	0.874666666666667
EXOC1	-0.164375
AHRR	0.45125
PDAP1	-1.432
C19orf6	-0.831625
ZAN	0.10075
LY6G6E	0.4285
EIF4E2	-0.24475
C20orf198	-0.07475
ZNF324	1.2655
CYP3A5	-3.293
ENTPD7	2.6105
MBOAT5	0.591833333333333
GJB5	2.07125
TTC13	0.35075
S100Z	-0.876166666666667
KIAA0664	-1.08166666666667
PDGFRB	2.05125
IL17D	-0.15325
OR56B4	0.117
RDX	-1.37033333333333
SLC34A3	0.14
IL28B	0.6735
JUND	0.76475
CHRNB1	-0.357125
CAMK2B	0.13075
FETUB	-0.61725
CXorf23	1.741875
MRTO4	-1.070375
TTC3	1.1669
NDUFB8	-0.0671666666666667
EDG2	0.02475
SEMA3G	0.856
IL23A	-1.81775
GRHL1	0.8729
LOC441054	-1.196
WDR65	0.37825
PSTK	-0.442
STOML3	0.4038
R3HDM2	-0.2681
C5	-3.38225
SLC2A10	0.556166666666667
C3orf22	0.117
PAQR3	-1.07915384615385
ANKRD26	-1.12575
HCRTR1	0.0455
LOC399947	-0.165
PSD2	0.37875
TIGD2	-0.7635
SCRN1	-1.1275
COQ10A	-0.46675
DDI2	0.049
METTL7B	-0.510333333333333
UCN2	0.0725
FAM92A3	-0.81725
WDR16	0.77025
ZNF511	0.314
ZMYM5	-0.040625
POLR3G	-2.985
ZNF586	0.63875
C1orf49	0.310166666666667
TANK	0.645166666666667
RCAN1	1.16866666666667
PELI3	1.07083333333333
LIMD2	-0.1335
TMEM189	0.043
NTN4	0.516625
LOC151300	-0.2525
CLEC2A	-0.591
GPR135	-0.696875
DPYSL4	1.0652
JAK2	0.124833333333333
TSHZ1	0.968833333333333
TM9SF4	0.079
ZNF264	1.45516666666667
SIRPG	1.12875
BICD1	0.12475
HERC6	0.2205
METTL5	-0.952
CASP1	0.6835
PRRT1	-0.5565
PLA2G4C	1.23816666666667
ICA1L	0.306571428571429
TPTE2	-0.172333333333333
OTUD7A	0.493166666666667
AQP11	-0.88725
APOA2	-4.2442
KALRN	-0.5643
SECTM1	1.25591666666667
IFNAR1	0.37875
TALDO1	-0.056625
RAB11FIP4	0.0115833333333333
EIF5A	-1.8465
FAM49A	2.36075
NEGR1	1.0735
YTHDC2	0.825125
EHD2	-0.097
NCF1	1.3524
SCRT2	0.354
HOXA5	-0.404833333333333
NUP133	-0.13625
FGF12	0.9149375
SLMO2	-0.38
SNTA1	0.00137499999999998
CACNG2	0.254125
GCM1	1.026875
ELF1	0.855833333333333
TLR5	2.113
TCFL5	-0.680833333333333
RBMY2FP	-0.458
LOC100125556	0.31325
FAM129B	0.452625
MAP3K7IP1	-0.596625
NCK2	0.0135
OXA1L	-0.632
FMO9P	1.2615
ZSCAN12	0.3505
PSMD12	-0.753916666666667
HSCB	-0.08775
CLDN10	-1.5255
MGC13053	-0.03375
HPCAL4	0.134166666666667
ASZ1	-0.388
MEX3D	0.3045
NFAT5	-0.2676
CSPG4LYP1	-0.0293333333333333
FBXO3	0.5695
DVL1	-0.189166666666667
CMKLR1	2.02216666666667
TYMS	-2.71025
PEF1	0.6615
ZNF750	1.78666666666667
MCM5	-1.5526
MEGF11	-0.61875
KCNK7	-0.0595
PTP4A3	0.108
C1QTNF2	0.421333333333333
OR6S1	-0.0235
FAM122B	-0.94725
ZNF551	-0.205
HBQ1	-1.555
GEMIN6	-0.64575
ARSK	0.961
RBP7	2.4755
CPNE9	0.359
DSC1	0.9095
LOC730112	-0.44025
MAP2K4	0.1715
HS3ST5	-1.0755
EPB41L3	0.2155
TEKT2	0.6525
CDKN2B	1.505
ZNF480	-1.2385
MAP3K6	0.7598
MAP6	1.16833333333333
HN1	-0.2333
OR2L13	0.407833333333333
SLC16A11	0.21575
FAM96A	-0.33225
APOL1	0.94825
C5orf32	0.468
RTP1	0.447333333333333
RNF175	-0.566625
ZBTB41	1.450875
AHCTF1	-0.2989
SAE2	-1.1352
ITGA2	1.27275
MME	0.2545
CCDC14	-2.44775
MAST4	0.945857142857143
KRT33B	-0.203
KCTD2	-0.458166666666667
WDR26	0.76125
MFI2	-0.1165
NR4A3	0.939375
ARSA	1.595
UNKL	-0.4325
SULT6B1	0.303
CCNA2	-2.6395
SOX15	-0.528
PPAPDC1B	0.461583333333333
C19orf44	-0.5775
MCAT	0.0506666666666667
ARID1B	0.429375
OR52N1	0.263
C12orf48	-1.90525
MAGI1	-0.732
NIPA2	-0.5205
GBX2	-1.311
RSHL3	0.045
RAVER1	0.00133333333333333
C15orf17	-1.01375
SLC30A2	0.375625
ZNF518	0.19825
PCYT1B	-1.27425
C10orf114	-1.309
EIF3H	0.033
SLC25A39	-0.666333333333333
KIF1B	0.4965
AMOTL2	-0.30275
C6orf120	0.9805
PSRC1	-1.4875
PLA2G10	1.963
KIF5C	-0.621
MRPL37	-0.323
C17orf62	0.0561666666666667
C9orf135	-0.956833333333333
DUSP10	1.6316
CLCNKB	0.2955
PSMA5	0.27
C8orf53	-0.12975
AMPD3	0.993666666666667
PIAS1	0.50375
ADCYAP1R1	0.0355
GYLTL1B	-0.0475
CDH20	0.0155
FBXO7	-0.10225
TMEM134	1.04416666666667
FLJ14213	1.22366666666667
ZNF3	-0.038
LRRFIP1	0.382458333333333
CNOT2	0.0115
ABI3	2.14275
ALDH5A1	-0.492833333333333
HNT	2.9861
SERPINA4	-2.27
TK2	1.03008333333333
STMN1	-1.11822222222222
GUCA2A	-0.0295
GALNT10	1.32664285714286
DPP6	-0.7017
C9orf93	-0.4705
PRELID2	-0.679375
STK39	2.023
SFTPA1	-1.502
CKS2	-0.556222222222222
RHO	0.17975
C20orf135	0.21625
XKR3	-1.7915
CR1	0.8195
RPS6KA2	1.41664285714286
C20orf112	0.60525
MRPL22	-0.04325
C4orf23	-0.0608333333333333
GADD45B	1.34575
KLHDC1	1.667
C2orf48	-1.7875
ZNF287	0.7075
DAAM2	-0.45175
DPPA2	-2.5085
TCTN3	0.947166666666667
DNAJB11	0.97125
FPR1	4.226
DEFB4	0.075
PTCD2	-1.2717
SMOC2	5.36433333333333
CABP7	2.70225
SERPINB11	-0.04125
MAGEF1	1.603
NDE1	0.548166666666667
ITGA10	-0.001
FSHB	0.497
ANXA2	1.16675
HORMAD2	0.2765
HLCS	0.52975
MCF2L	0.997333333333333
FH	-0.306
TBC1D24	1.0455
KIAA1505	1.9265
LGALS2	0.24275
CNBD1	-0.8955
SYNPO2L	-0.893
PTPN23	-0.0327142857142857
C1orf183	0.255833333333333
MAGEA8	-2.05075
DGCR8	-1.929625
GSR	-0.233
PAQR7	0.03175
ZNF676	0.2165
CACNA1C	0.3387
SP7	0.341
PDCD6	2.784
NRN1L	-0.983
BRI3BP	0.178416666666667
KIAA1183	0.34
ASB4	-0.22325
CCL23	1.1559
OBSL1	-0.999375
SLC12A7	2.62233333333333
KIAA0240	0.931875
CD1B	-2.982
FCGR2A	1.79825
MDC1	-1.31
HTR1A	-0.119666666666667
OCEL1	-0.10475
ATP11B	1.4920625
FBXO34	0.107333333333333
PCDH12	3.5275
RPE	0.075
C17orf74	0.0805
CSDC2	0.445
PET112L	-0.76375
TMBIM1	-0.120375
P2RXL1	-0.23025
TCHP	-1.4055
TRMT1	-1.40183333333333
F2RL2	0.402583333333333
LRRC32	3.35516666666667
IMPG2	0.4655
BGLAP	0.90675
LOC493869	0.703583333333333
MRAS	1.845625
SLC35F5	1.561
CBWD1	-0.0365
AXL	-1.087125
ATP2C2	2.8965
TELO2	-0.81775
PNPLA3	-2.3325
PCDHB14	2.8905
CD276	0.70275
KRT80	0.60525
DUSP28	-0.09
CSNK1E	-0.622083333333333
SRP14	0.6575
KCNQ4	-0.004
KRT72	0.208
CCDC117	-0.21625
C6orf89	0.100111111111111
TUBB2B	-3.21316666666667
RTN4IP1	-0.7505
CR1L	-2.5595
CEND1	0.05325
C12orf41	-0.755666666666667
RNF31	0.43175
UBN1	0.170666666666667
C17orf32	0.0825
SLC5A7	0.45625
GPR92	1.26716666666667
ESAM	2.3043
CTNNA1	0.55225
HRBL	0.1401
CBX4	-0.4025
TMEM182	0.33375
SH3TC2	-0.618
IL10	0.758833333333333
PXMP4	0.336
RNF167	-0.0107
PAK7	0.437666666666667
ETV3	-0.0265
ATPIF1	0.0733333333333333
LOC554207	-1.707
OR8H1	0.5005
WDFY3	0.8795
DPM1	-0.71825
GPSM1	-0.103
WDR92	-0.0248
LRP1	0.884666666666667
ANKH	0.834125
THUMPD3	-1.3925
POLR1B	-1.13375
OLFM4	4.89966666666667
RAD9B	0.2775
TSPY2	-2.6655
PAX6	-1.32816666666667
SCG2	-2.14775
SLC17A6	0.1135
FMO3	2.328125
PADI4	0.10225
TUBB4	-0.2663
NLK	-0.16625
POU4F3	-0.2935
SDF4	0.78625
ITGBL1	3.84033333333333
NETO1	-0.295625
TAP2	0.184625
ABBA-1	-0.1985
GNAI1	0.68575
VPS4B	1.1755
NOPE	-0.5543
GALNT6	2.774
SESN1	0.163625
GBE1	-0.968888888888889
CLASP1	0.18325
RASGEF1B	0.95575
ACOT11	0.245428571428571
AFAP1	1.09375
OR2H2	0.15625
DPY19L2P1	-1.373
DZIP1	-1.12725
SEC22C	0.072
GPR161	-0.22325
RNF146	1.443
WDR74	-1.24225
GALP	-0.463
PURA	1.1265
DNPEP	0.84325
RP11-78J21.1	-0.70975
ERBB2	1.252125
