Hybridization REF	TCGA-BH-A0HU-01A-11R-A034-07
CD2AP	0.6365
CCL20	-5.36983333333333
CCDC86	-0.726
ZFP30	-0.2635
CTBP1	0.05725
MAK10	0.4465
STXBP5	-1.1955
LOR	0.7664
MAP6D1	-0.391875
ARMC7	0.5135
TMEM150	0.2365
NSL1	0.0315
KIF5A	-1.261
ASCC2	-0.9665
PSENEN	0.898333333333333
OPTC	-3.14
FCRL2	-1.09833333333333
KBTBD11	-2.232875
PCK1	-1.87216666666667
CENTD3	-1.7425
MEGF8	-0.448
ALPPL2	0.65075
OBFC2B	-0.249333333333333
ZFYVE20	0.31625
GALC	1.6635
CTRB2	0.33175
C20orf71	0.86175
TBKBP1	0.5065
CAMLG	0.872875
TREML4	0.523
RSAD1	-0.28
TUBA3D	1.0329
KIAA1833	0.7865
PNPLA1	-0.249
LRRC34	-2.09766666666667
CDH26	-0.586
ZNF167	-0.211
ZBTB26	-1.5065
VWF	4.103
VTN	-2.04083333333333
BAD	1.42525
PDS5B	0.685181818181818
ZNF644	0.0349166666666667
SH3GLB2	-1.06
SMPDL3A	-0.2689
NRG2	-1.07271428571429
IL15	1.36633333333333
GABARAPL1	-1.12416666666667
LAT2	-1.56866666666667
SLCO1A2	-3.4978
LIG4	-1.52016666666667
GSDMDC1	1.57575
BMP4	-1.677375
METT10D	0.011125
SYCE1	-0.297
SPANXD	-5.39375
SLC12A9	0.411833333333333
MC1R	-2.714
RNF168	0.6815
TRIM69	0.49625
GALNT7	0.246166666666667
ISG20L2	0.524
KIAA2026	0.0455
TNFAIP8L1	-0.48
DPY19L2	-1.41125
C12orf63	3.879
PRDX5	-0.3115
MED6	-0.667625
TXNDC5	-1.110875
CD46	0.11275
CCK	-1.76375
C17orf48	-0.49025
ANUBL1	2.26575
SIT1	-1.448
TYSND1	-0.1665
DEF6	-0.3365
GLT8D4	0.108
UTP14A	-0.649625
RPH3AL	-0.8265
NXF1	-0.608666666666667
TRERF1	1.3615
TUBB3	-1.407875
SLC24A2	0.743
SEC22B	0.264416666666667
ZNF653	1.3775
GGTL3	-1.56891666666667
CDKL2	1.893
CTF8	-0.74525
EPC1	1.4215
CYP4A11	0.296166666666667
THRSP	4.585
LELP1	0.6344
TES	0.873125
C17orf87	1.811
FERD3L	0.1775
SH3TC1	-0.9515
RAB36	-0.542
CRYGB	0.0385000000000001
GRIA3	0.49825
BHLHB9	0.47925
C1QTNF9	-0.08875
GOPC	0.615875
PNPLA8	0.615666666666667
ZNF444	0.61975
FMO1	2.84025
POLR3C	-0.074
SLC35F3	-2.2655
SGCG	-3.3255
DCDC2	-1.2335
NANP	-0.2445
MGC23270	-0.016
BEX4	-0.306916666666667
HYDIN	0.917375
RPS6KB2	-2.10125
ADRM1	-0.520333333333334
BAT3	-0.5945
RAB31	0.146625
SCGB2A1	7.921
SLC6A14	-5.0325
DDX4	0.396333333333333
PRRC1	1.006
AP3B2	-1.501
TRGV7	-1.03766666666667
TMEM184B	0.606
ADPRHL1	0.889666666666667
C21orf45	-0.066875
ARNTL	0.081
AADAT	-0.421125
CCL2	-0.0428333333333333
SNTB2	-0.856833333333333
RGS9BP	0.712
KPNA1	0.589
TMEM41B	0.689333333333333
S100A11	0.62875
DOT1L	-2.164
EFHC2	1.54275
CLTC	-0.830166666666666
SRP9	0.4885
ZNF521	-0.7915
FAM26F	-2.0545
GPR88	0.83625
COL13A1	-1.02933333333333
CHMP4B	0.0859
SIGLEC6	0.155166666666667
NFAM1	0.530375
PVRL2	1.042
ALKBH4	0.81825
CCDC93	-0.44925
NXT1	0.8765
KCNK4	0.0385
TROAP	-0.329166666666667
KCNA10	-0.0189999999999999
CCDC114	0.00583333333333339
RAN	-0.34325
LMTK2	0.031
LOC400657	-0.816
UFC1	0.80575
UBE1DC1	-0.961
EEF1A1	-1.02476470588235
CHAC1	-0.0905
HMGA2	-5.664
B3GALTL	2.02525
ING2	0.75425
C1orf109	1.40275
INTS3	1.053125
ZNF558	0.90875
TRPM4	2.439
LTB4R	-0.9815
ISYNA1	-1.69075
LSM7	-0.34475
LRRC47	-1.0121875
ZNF179	-2.644
EXDL1	-2.204
SLC4A10	-1.69228571428571
ACSS2	-1.1075
COPS7B	-0.7395
KIAA0040	2.77633333333333
C1orf95	0.8665
AP1GBP1	-0.15475
OR9A2	0.136
FAM71C	0.925
RIN1	-1.644
ITGA4	-3.5015
DNAJC6	-2.78866666666667
CLOCK	0.971333333333333
SLC35A4	0.780833333333333
DSG4	1.32766666666667
LOC26010	-0.4725
NSUN2	-0.5075
TMEM86B	-0.7189
C14orf135	0.434
KIFC3	-2.1195
PHF5A	-0.051
NCAPH	-1.417
STK11IP	-0.759
FLJ42953	-0.2
CCDC19	2.634
ZNF329	0.531875
TAX1BP1	0.491666666666667
ZDHHC18	-0.656666666666667
C10orf88	0.174
TMBIM4	1.2833
NMUR1	0.2955
KIR2DS4	0.297625
C9orf90	0.1745
MGC87631	-2.563
KDR	2.9492
ST3GAL2	-1.923125
RLN2	0.17
HPD	-3.9635
MOXD1	-2.03716666666667
PDGFRL	1.4745
SMYD4	-0.722071428571429
FAM103A1	0.605833333333333
MFAP4	-2.17533333333333
LOC285141	0.6825
TMEM45B	-2.17175
SMCR7L	-0.737857142857143
GZMH	4.4755
CBLN1	-2.45833333333333
CNNM1	-0.29575
PHF17	-0.5925
NUP98	0.285833333333333
RMI1	0.78725
PTPRS	0.17575
ANKRD57	-2.0045
CLDN15	-0.767666666666667
OR51A2	-0.511
GUCA2B	-0.699
DOCK9	1.13875
ITGB1BP1	-1.105
DLG2	-1.1385
BRAP	0.259
SESN3	-1.47425
ZC3H7B	0.22125
FAM101A	0.984833333333333
FKSG24	0.7505
ZYG11B	0.380375
RFC2	0.24275
SH2D3A	-0.306333333333333
DVL3	0.428083333333333
ADFP	-1.527
KRIT1	-1.52125
SERTAD3	2.39383333333333
LEFTY2	-4.089
KRT27	-1.306
SCFD2	-0.3955
MN1	-1.8185
RORA	-1.23875
PTPRD	-2.7225
PIAS2	-1.15266666666667
CYP4X1	4.3315
FBXL15	-0.154
MYH15	0.242333333333333
CRX	-0.201166666666667
TBC1D13	1.23975
SLC22A17	0.9005
PLK2	0.221333333333333
ARHGAP9	0.26525
EIF1B	-0.6785
C20orf185	0.29575
DEFA7P	-0.2645
PRIM1	-1.497
CRYAA	-2.64175
BACE1	-0.34
AGTRL1	0.329833333333333
ACAD9	0.783375
GRASP	-0.6455
RBP4	-2.919
TFB2M	0.67425
METTL9	-0.3981
ATP5O	-1.1535
SP100	0.4698
CPSF1	-0.412333333333333
S100A4	-1.291
LIME1	-0.86125
GPR137C	1.34475
OR2A2	0.694
C2orf29	-0.33725
NUP188	-0.92275
SDPR	-2.226
RAI1	-0.185
RPS20	0.9252
LAMB1	-1.90525
ADM2	0.502833333333333
ZNF229	-0.09425
DKFZp434K1815	-0.33325
EPN3	3.44066666666667
CLIC3	-1.29675
MEIG1	-2.48075
HMGB4	-1.59575
STARD10	0.906
KLF8	2.343
EPB41L2	-2.11333333333333
JMJD6	-0.63925
CTSL1	-1.1385
GPR27	-0.8085
ELAVL4	2.811
MMP21	-1.287
PPM1B	0.34875
SUV39H1	-0.84475
AAMP	-0.23675
TUSC4	0.683166666666667
MBD6	0.728
KLK13	-0.560125
FMNL3	-0.403666666666667
TRIM13	0.170333333333333
C15orf5	-2.34275
IQCF1	-1.31428571428571
CACNG8	0.773
SLC35D3	0.491166666666667
ZDHHC9	0.506
ODF3L1	-0.7405
C9orf86	0.0297
TSEN2	-0.89375
C17orf64	0.18925
SEPX1	0.2719
TSPO	0.0701666666666667
SYMPK	-0.25
ADORA1	2.1445
TSPAN10	0.51375
SEMA6C	0.854833333333333
RTTN	-1.0728
IL2	-0.4302
ARRDC3	0.05425
TBPL1	-0.46
STX12	-0.41275
MRPL39	-1.964
OR8H3	null
IFIT5	1.09266666666667
CASC5	-1.1185
FAM46A	-0.774666666666667
HPCAL1	-1.279625
CYLC1	-0.9415
VGLL2	-1.2725
C20orf191	0.05025
CDH1	2.26141666666667
ITPA	0.21025
CCDC101	-0.01875
D15Wsu75e	0.11825
EDA	-0.8105
CREG1	-1.387
OR7G2	0.461
SAP18	1.06758333333333
IFIT1	1.0825
CALML3	1.3165
FLJ37440	1.3935
FNDC5	-0.3515
SERPINB6	-0.744214285714286
JUNB	0.432
SYS1	2.0645
SCN2A	-0.889
ZKSCAN5	-0.1763
WNT7A	-0.8018
TSHZ3	1.10275
RNF148	2.40975
H6PD	0.101875
CAD	-0.894666666666667
ZNF449	-0.558
DOCK10	-2.7215
FAIM2	-0.0171666666666667
HEXDC	-0.5465
PRB1	-0.447
C14orf148	-0.1075
ETHE1	-0.03025
IRF5	-0.0808
GNMT	1.07916666666667
MGC16291	-2.06125
RPAIN	-0.6135
CAGE1	0.373
CNTNAP3	-3.39757142857143
ACTR1B	-1.01825
EEF1E1	-1.08175
MSX1	-1.59425
ESF1	-1.0252
HSPC171	0.10675
MRPL2	-0.3005
RDH12	-0.366166666666667
CELP	-0.4365
METRNL	-1.901
C10orf116	4.44416666666667
C19orf48	0.311
ZNF346	-0.863571428571429
NCR1	-1.1685
C10orf64	-1.028
CD52	0.9775
VPS18	0.693125
AP4S1	0.00383333333333336
NPBWR1	0.6495
TPK1	-0.293
UBA52	0.0638888888888888
RIPK1	0.940166666666667
CPNE3	0.4299
HSPC159	0.64125
C8orf38	0.2355
LRRC4B	-0.442
PARP10	0.4521
ANKRD50	1.373625
CXCL9	7.32275
FGF18	0.555
EIF2A	-0.04825
SLC20A2	2.23833333333333
KIAA1549	-0.30975
SPINT1	1.765
ZNF584	-0.7215
CRBN	-0.1485
ABCF3	0.708666666666667
NCBP1	-0.3415
PLA2G4F	0.2535
PCDH10	-0.806285714285714
TTC21A	0.63375
C20orf144	0.7315
FGFR1OP2	-0.142333333333333
SLC9A1	-0.5529
CHRND	0.2975
FOXF1	-2.7735
KIAA1467	1.655
TPO	-0.0172
LTF	0.456
DNAJB9	-0.0765
MRPS27	-0.18525
bA16L21.2.1	0.20575
WBP2	0.2845
MRGPRX3	-2.2312
PRPF18	0.60625
C10orf58	0.711
SMOC1	-2.432
ADAT3	0.553
TMEM138	0.11
TMEM131	-0.7735
TIMM8B	0.07575
MYH7	-1.21825
ST6GAL2	-0.362875
KIF1C	1.11875
SUHW2	-4.574
PAPSS1	0.64525
CABP2	0.756
HOXA4	-1.87475
ELF2	0.1435
SEMA3D	-0.457444444444444
MC5R	-1.6535
OGFR	0.6095
FLJ30092	0.192333333333333
TGFA	-2.4879
MMP17	0.1365
KIF15	-1.11025
CHIA	-0.34975
CATSPER3	0.428
CEACAM7	0.717909090909091
PADI2	1.684875
HOXA9	-0.48
LNX2	-0.0313333333333333
TMEM144	2.715
HIF1AN	0.94975
METTL7A	-0.342
C6orf165	1.81933333333333
KIAA1468	0.349625
DSG3	-1.1435
ZNF180	0.668166666666667
EIF4E3	1.583375
SLC46A1	1.05425
DKK1	-3.77033333333333
ZNF205	0.7735
LOC162073	0.695058823529412
COX7A1	5.35925
MAGEA1	-2.06716666666667
NEDD8	0.305416666666667
KLHDC5	0.481611111111111
C3orf19	0.255833333333333
MRPS2	-0.108
POLR3H	-0.4895
ABHD11	1.8263
TMEM17	0.877
PAIP2B	1.0781
MAT1A	-1.83925
LGI3	-0.1525
THUMPD2	0.30775
TKTL2	0.67125
XAGE3	-2.02316666666667
CALM3	0.484333333333333
C6orf136	0.196166666666667
KCNC4	-1.0155
RGS9	-0.1745
ACIN1	-0.557666666666667
SPATS1	-1.05466666666667
XKR8	-0.38775
FAM84A	1.608
MS4A7	5.50154545454545
AGXT2L2	-0.49525
OR1F1	-0.46
SMAP1L	0.179583333333333
IPO11	-0.635125
ZC3H11A	0.50325
C1orf151	0.304714285714286
RNASEH2A	0.126
CCR10	-1.256
TXNDC11	-0.112916666666667
TMEM112	1.54425
MAP1B	0.436857142857143
NVL	1.61275
PKM2	-1.6006
ARC	-0.65425
NUP54	-1.036
PPFIBP2	1.614
STAT2	0.1355
PTAFR	0.897666666666667
ROBO2	-0.444285714285714
RNF40	0.391666666666667
CCDC135	-1.1585
IFT81	0.774888888888889
MORF4	-1.82775
TM7SF3	-0.458875
OR10H3	1.2645
ABP1	-0.883875
CHRD	1.464
PLEKHA8	-0.130333333333333
NCALD	0.698
OR5AK2	0.1015
ACCN1	0.203666666666667
SLITRK1	-2.906
ARMET	-0.05075
C9orf52	1.50775
REEP4	-0.56375
MTSS1	2.486875
ADH1B	3.45866666666667
DLD	-0.92675
CDK5	-0.2845
PPFIA1	-0.4566875
WFDC3	1.4255
DNAJB12	0.387142857142857
RANGRF	-0.6825
MLANA	-5.446
AMY2B	-0.651
KIAA0319	0.132625
RPS7	-0.5055
JAK3	-0.2076
ARFGEF1	1.29925
CXCL5	0.796916666666667
TRAPPC4	-0.73175
CETN2	0.30025
HSPC111	0.322
RHOBTB3	-3.5829
PHLPP	-2.214
RGS10	1.44425
TMEM58	1.321
CHERP	0.3595
HSP90AB3P	-0.903666666666667
FSTL3	-0.945666666666667
PEX11A	1.39875
OR5V1	0.916
FCN3	1.7095
PTPN3	0.46775
NPTX1	-5.095125
C21orf84	-2.70375
C11orf51	-0.543
ZBED2	1.32925
FLJ90757	-0.62375
NPY2R	3.12166666666667
PLD3	-0.791
SYT17	2.29266666666667
SGSM2	-1.23275
OR1A2	1.2345
FOXP1	1.088875
SLC5A1	5.5775
POFUT1	0.382
EPHB6	-3.28166666666667
MYO1G	-2.07425
STAC	-2.43555555555556
KLHL17	-0.572833333333333
RGMA	-0.3719
TJP2	-0.9331
FAM114A1	0.16
SERINC1	1.24183333333333
SLC9A8	0.121625
PEX19	0.902
EDN2	4.59425
PSMD7	-1.88711111111111
C3orf41	-3.09325
UQCR	-0.391375
PPP1R3C	0.8005
LRP4	-2.59683333333333
TM2D1	0.66225
TTC17	0.2941875
C4BPB	-3.2855
CCL25	-0.13275
ZNF253	0.490333333333333
CHRNA9	-3.61325
SOX11	-1.6925
HIVEP3	1.392
CGN	2.75308333333333
C3orf35	-0.1145
PKD2L1	3.48875
SYVN1	-0.051
PDE8B	0.100625
LOC439951	0.40025
LTC4S	1.73683333333333
MIF4GD	-0.1085
SMARCA2	1.4541875
TUBGCP6	-0.533833333333333
CABLES1	1.255
C16orf77	0.704666666666667
ZNF791	-0.000250000000000028
FUT5	-1.789
ADH6	-1.45466666666667
P4HB	0.5915
CLDND2	-1.66775
ALKBH8	-1.48725
PLAC4	-0.59525
F11R	1.89185714285714
MGC35295	0.851333333333333
PDZD4	-0.619
LOC389073	-0.538
FAM80B	-0.117
PSMB1	-0.362375
TXN	-0.208166666666667
VIPR1	0.7585
WBSCR18	0.1774
EXOSC6	-0.868333333333333
ACTA2	3.31916666666667
SP5	-2.58641666666667
ANKRD1	-2.7375
DDR1	1.9387
ATP6V1D	-0.038
PTGS1	-2.02875
RNF157	-1.51
DCC	-0.0675
SPAG7	-0.36175
FBXO18	-0.439
UBE3C	-0.3018
HOXC6	0.6405
LRP2BP	0.393333333333333
MYST2	-0.453
PDSS2	0.26925
ATE1	0.92325
ARAF	-1.43975
KLF10	-0.27725
PLA2G2E	-0.1635
ASCL1	0.231333333333333
TSNAXIP1	0.64825
FAM131B	-0.08925
IFNA10	null
NUP43	-0.062625
FAM44B	-0.580125
L1TD1	-5.525
NMD3	-1.25
C18orf54	-1.5287
PHOSPHO1	0.1065
RAG2	-3.722
EMILIN3	0.3305
METTL3	-1.213
VPS13C	-0.92625
REXO2	-1.383
ANXA4	-0.317
CA1	-1.37925
DCP1B	0.7845
TULP3	-0.457833333333333
ATP2A2	-0.4085
ATIC	-1.034
ADAM15	-0.54025
NPL	1.00366666666667
LGR4	-1.889625
UEVLD	0.179
GAB1	1.4045
SNAI2	-0.988333333333333
ZGPAT	-0.4053
SNF1LK	-0.867125
DLEU1	-0.657
UBE2Q1	0.649875
ZMYM6	-0.477625
JPH3	-1.81425
FAM38A	-0.11725
PXK	-0.621333333333333
DENND2D	1.528
BAX	-1.33891666666667
CP	-1.54463636363636
RPL37	0.3275
G6PC3	0.966
NCOA4	-1.109
LRRC14	0.769
GORASP1	-0.47225
FCHO2	1.258125
CYP24A1	-3.2378
FXYD3	1.752375
SMARCAL1	0.20325
ABCB8	0.497166666666667
CCDC44	-0.02125
PRDM7	-3.48075
USH1C	-0.63
DNAH5	2.01616666666667
SRF	0.3625
MAL2	2.26833333333333
PGPEP1	0.239583333333333
SIN3B	0.10475
SEMA3C	-1.10616666666667
GRAMD3	1.88675
FBXO10	0.581875
OR5D13	0.921
FLJ31818	-0.703
CACNA1I	0.238625
S100A13	-0.0535
TP63	0.6935
ANXA11	0.3799
WDR66	-0.56425
CSF2RB	0.5505
IFI44	0.69775
DACT1	0.8005
ANKRD23	-1.518375
ATP5G1	-0.701166666666667
C21orf70	-1.2415
PPWD1	-1.279
DNAJC13	0.32675
PAH	-5.165
PTCH2	0.47125
TRMU	-1.3285
CCDC9	0.7035
USP3	-1.4905
DCLRE1C	1.0448
FAM55C	0.582
FRMD4B	0.94125
CYP2R1	0.52175
RFPL1	-1.1238
XPO5	-0.768
ARL6IP2	0.0505
OSBPL5	2.1515
MMP9	3.36754545454545
KIAA0802	-0.030875
DHRS2	-2.234
SGEF	1.8715
TXNDC10	-1.2156
EXOC6	0.04
RPS27	0.940166666666667
PNCK	-1.50825
FSTL1	-1.5465
AACS	0.10175
SLMAP	0.623333333333333
SAMD4A	-0.7348
ABRA	0.884333333333333
SMARCD3	-0.28725
PKNOX2	-3.5165
A4GNT	3.481
C9orf39	-0.427
RALYL	0.23075
MGC33556	-2.3725
C10orf25	-2.0395
BBOX1	-0.167
NHEDC1	-1.91925
XDH	-1.504
GCSH	-1.746
EDN1	1.03633333333333
MTERF	-1.1345
CLK4	-0.1245
ZNF799	0.692
KCNG1	-1.589375
CXCR4	0.628
PTPRR	-2.689
IRAK1	-1.08175
LOC401397	-0.3865
TMSB10	0.912357142857143
CXCL3	-3.4477
TMC4	1.0765
OR7A10	0.5215
STYK1	3.49275
CHRNA10	0.37325
CCNI	0.46725
EP300	-0.0963571428571428
LOC165186	-0.102
HIC2	-2.59275
SDR-O	0.171
OR2W1	1.7415
KCNA6	0.148
TRIM74	-2.1535
REEP6	0.84375
ATP5G2	0.322
ERG	0.440285714285714
TMEM42	0.23175
PARN	0.4645
SOD2	-0.3573125
DIRAS1	-0.8135
PNPT1	-1.25825
JOSD3	-1.6045
hCG_40738	-0.9385
PDE1C	-2.594
SEMA4D	0.464375
AGPAT1	1.03533333333333
NOSTRIN	1.252875
MAP3K3	0.092
MAX	0.615357142857143
CAPS	-0.4465
SERPINA12	0.1405
OSBPL8	-0.735375
RICS	0.8021
NR4A2	0.672666666666667
PPCS	1.84016666666667
LONP1	-1.88375
SCYL3	2.1355
HERC2P2	-1.5435
FIBCD1	-1.9505
C15orf41	-0.85025
DMC1	-2.47183333333333
C20orf27	-1.657
RPS6KA5	1.0747
FAHD1	-0.0953333333333333
SLC12A4	-0.24625
BRCA1	-0.262833333333333
GBL	-0.84725
SLK	0.677666666666667
NUDT9P1	-1.394
NOXO1	2.0105
USP52	-1.55175
BAZ1B	0.914375
SLCO2B1	2.4125
BBS12	0.4045
LRGUK	-0.0968333333333333
TERF2IP	-0.273
COL1A1	4.211
KIAA0090	0.525875
GRK5	-1.17166666666667
AP1S2	-2.1115
TMEM52	-0.3545
CA11	-1.4555
OR4A15	-0.113
ACBD3	1.3363
SPAG11B	-0.9618
PRDM2	0.1479
FOXP3	1.459
SMYD3	0.5508
LOC389199	0.644
LGI2	-0.135333333333333
NAPE-PLD	-0.1131
ANKRD6	-0.2965
WDR45	0.288
SHROOM1	2.35225
PSCD3	-0.484
PYY	1.0215
KCNC1	0.135
ARHGEF9	1.2958
OR8J1	0.184
GPR55	-0.976
NS3BP	-1.4125
C10orf22	-0.955166666666667
NAT8L	-1.92025
DUSP4	-0.93
FOXM1	-0.802166666666667
GRAMD2	1.262
ZBTB48	-0.4575
BUD31	0.0595
PABPC5	0.639
CCDC41	-0.0645
FBXO11	-0.24975
C6orf148	-0.106
RFXAP	-1.1305
C6orf15	0.4244
CDK8	-0.665166666666667
C6orf70	-0.00587499999999996
TESSP2	0.196
ALG2	0.65175
PPP1R3D	0.54725
TPM3	1.53016666666667
SYT13	4.24625
EPB42	-0.430666666666667
CETN3	-0.43675
PRY	0.4795
NTHL1	-0.150833333333333
POLR2B	-0.124
RPS28	0.0520833333333333
P2RX3	0.561
LYZL4	0.0246666666666667
WBP4	-0.6052
PMM1	-0.65275
C11orf79	0.93825
CBLL1	0.18175
IL1F10	-0.338833333333333
VAX2	-2.859
SETDB1	0.691666666666667
LRAP	-3.2405
GCLM	-1.4685
CPEB3	3.0885
PPM1A	-0.00774999999999994
INTS1	-1.07
CAMTA1	0.67825
SAMSN1	-3.27775
LOC158830	-1.79316666666667
GMPPA	-0.84575
AIPL1	-0.8465
IL24	1.14116666666667
BDKRB1	-1.4165
MLF1	1.335
TAF12	-0.58475
ID1	-2.693625
THADA	-0.424125
PIK3CB	0.0525
OR4N5	-0.034
TBC1D17	-0.6015
COX8A	-0.694
CDCA4	-0.19425
C2orf44	-0.475
ZNF534	-0.72175
IMMP1L	1.672
NIPSNAP3B	0.18025
FTMT	0.777285714285714
PWP2	-1.206
MMP15	-0.3043
DNAH11	-1.5335
MTMR14	-0.435625
DNAL4	-0.13
IPP	0.576
TMEM59	1.101625
C1orf157	1.557
RGS4	0.399
DDX18	-0.320333333333333
SNX6	-0.72675
ZNHIT2	0.9985
NCDN	-0.743
FLJ33534	0.643
RAG1	-1.97425
OR4D10	0.8415
PTPN5	0.2215
POMT1	1.151625
LRRC8A	1.1075
CYP1A1	-1.3055
CAPN1	-0.605333333333333
DDHD2	-0.546125
GRIK2	-2.201
GNRHR	-2.67266666666667
PPBP	1.3365
HTR3A	-0.3965
SLITRK4	1.145
ANKRD49	-0.92
BTF3	-0.4096
SARS	-1.12125
C13orf18	-0.8585
CACNB1	-0.1415
QKI	-0.069952380952381
SETMAR	-0.130375
MAN2B1	0.7345
EML3	-1.708
ACADL	-0.243833333333333
OFD1	-0.224625
DEFB114	1.753
CGA	-4.600375
PEX16	0.75
LRRC10	-0.191
GNG12	-0.4175
C1orf152	0.749666666666667
CHRM1	0.015
CD53	-1.290125
DBH	-2.1195
TFAP2B	1.219375
HIST1H2BJ	-1.4965
FAM46D	0.53
TMEM11	-0.225
C3orf32	-2.5895
PCCB	-0.555625
IPO13	0.391375
C6orf105	-3.56575
COMMD5	1.509
SUV420H1	0.3976
LTBR	0.7605
ARHGAP15	-2.555875
HDHD2	-0.281
TDRKH	0.984666666666667
LOC401052	-3.147
PSG4	-1.554
GNB4	0.0954
SPATA4	1.5345
SLC9A3	0.1695
OSBP	1.349
NBPF3	0.0958333333333333
DOCK11	-1.578
SLC39A5	-1.75683333333333
PRR5	0.839
C10orf63	-0.407571428571429
SMTNL2	-4.58
ADRA1A	1.079
ASAH1	0.0321
DOM3Z	0.0954
GIPR	1.25883333333333
AHI1	-0.100083333333333
NADSYN1	-0.933166666666667
RGS14	-0.4971
IL18BP	1.1971
RTN4RL1	2.28425
ARMC6	0.37175
PSMD5	0.272333333333333
HK3	1.72833333333333
OR4S1	0.337666666666667
RSU1	1.0115
MAD2L1	-2.383
EIF4A3	0.1025
DLEC1	-0.940333333333333
E4F1	0.809666666666667
CHMP2B	-0.3505
CAMSAP1	0.398
RPS21	-0.926833333333333
ARID5A	-0.058
UBE2N	0.1715
IGSF8	1.08383333333333
MAGEB6	-1.1605
ACAD11	-1.8041
MGC4172	-0.44
LMO4	1.39225
KLKB1	-1.042
HP	-1.815
HDAC3	-0.55675
SCHIP1	-0.021
CLCA1	1.1875
OLFML2A	-0.228
C1orf112	-1.0405
KIF19	0.687363636363636
HAPLN4	-0.4955
CXCR7	-1.211
GOT2	-0.222
RAB38	-0.68
DCX	-0.681333333333333
PPM1H	1.55975
NFYC	0.855416666666667
KIN	0.938875
ZNF228	0.60275
PLSCR4	1.80133333333333
HIG2	0.22375
FAM79B	6.868
C21orf86	-0.9249
KCNK10	-0.857
ZNF738	-1.395125
FSTL5	-0.7705
OR6A2	-0.0895
OTOA	1.02716666666667
EXOC1	0.950125
AHRR	-3.34375
PDAP1	-1.46258333333333
C19orf6	-0.432875
ZAN	0.5885
LY6G6E	0.6965
EIF4E2	-0.674
C20orf198	0.13
ZNF324	1.50625
CYP3A5	-3.544
ENTPD7	2.09783333333333
MBOAT5	-0.7
GJB5	-3.31975
TTC13	1.327
S100Z	-1.0855
KIAA0664	-0.880833333333333
PDGFRB	1.86358333333333
IL17D	-1.1635
OR56B4	-1.9805
RDX	-2.52733333333333
SLC34A3	0.769
IL28B	0.716
JUND	3.02925
CHRNB1	-0.19425
CAMK2B	1.04525
FETUB	-1.87475
CXorf23	1.81425
MRTO4	-1.22525
TTC3	0.533
NDUFB8	0.3065
EDG2	-1.6005
SEMA3G	0.86925
IL23A	-2.52225
GRHL1	0.8173
LOC441054	-2.5395
WDR65	0.948
PSTK	-0.064
STOML3	0.5184
R3HDM2	0.0436
C5	-1.53
SLC2A10	0.330666666666667
C3orf22	0.6235
PAQR3	-1.28338461538462
ANKRD26	1.03425
HCRTR1	0.0975
LOC399947	-0.171333333333333
PSD2	-0.70275
TIGD2	0.0291666666666667
SCRN1	-1.094875
COQ10A	-1.44975
DDI2	-0.441
METTL7B	-1.26383333333333
UCN2	0.719
FAM92A3	-2.15725
WDR16	0.033
ZNF511	0.283666666666667
ZMYM5	1.074
POLR3G	-1.09075
ZNF586	-0.675
C1orf49	0.178
TANK	-0.4825
RCAN1	0.527
PELI3	1.22483333333333
LIMD2	-0.655666666666667
TMEM189	-0.1095
NTN4	0.904875
LOC151300	-0.049
CLEC2A	-1.755
GPR135	-0.279875
DPYSL4	-2.9652
JAK2	-0.6355
TSHZ1	1.207
TM9SF4	0.142125
ZNF264	0.766833333333333
SIRPG	1.46975
BICD1	-1.32325
HERC6	1.721
METTL5	-1.0295
CASP1	-0.49425
PRRT1	-0.197166666666667
PLA2G4C	1.30733333333333
ICA1L	-1.22946153846154
TPTE2	0.878
OTUD7A	0.7765
AQP11	-1.035
APOA2	-4.3908
KALRN	-0.358
SECTM1	1.54475
IFNAR1	-0.509
TALDO1	0.237875
RAB11FIP4	0.347818181818182
EIF5A	-2.4145
FAM49A	0.93875
NEGR1	-0.783666666666667
YTHDC2	0.535875
EHD2	-1.323875
NCF1	0.9018
SCRT2	1.1995
HOXA5	-1.71133333333333
NUP133	0.418
FGF12	0.5736875
SLMO2	-0.2435
SNTA1	0.721625
CACNG2	0.3495
GCM1	0.252
ELF1	-1.44766666666667
TLR5	3.47125
TCFL5	-0.507083333333333
RBMY2FP	-0.589
LOC100125556	0.305625
FAM129B	0.410625
MAP3K7IP1	-0.00987499999999999
NCK2	-0.0205
OXA1L	-0.63025
FMO9P	0.6285
ZSCAN12	-1.2745
PSMD12	0.0474166666666667
HSCB	-1.02575
CLDN10	-3.17675
MGC13053	-0.63275
HPCAL4	-0.401833333333333
ASZ1	0.451
MEX3D	0.46675
NFAT5	-1.6606
CSPG4LYP1	-1.40916666666667
FBXO3	0.4727
DVL1	-0.256333333333333
CMKLR1	1.7
TYMS	-2.02675
PEF1	1.50825
ZNF750	-0.8275
MCM5	-0.1645
MEGF11	-0.78475
KCNK7	0.319
PTP4A3	0.9695
C1QTNF2	0.564
OR6S1	0.7525
FAM122B	-1.16675
ZNF551	0.137125
HBQ1	-2.74
GEMIN6	-0.086
ARSK	1.29425
RBP7	2.7475
CPNE9	0.06
DSC1	-0.3405
LOC730112	-0.33675
MAP2K4	0.049875
HS3ST5	-1.4575
EPB41L3	0.43025
