Hybridization REF	TCGA-A2-A0EO-01A-11R-A034-07
ACCN1	-0.551
SLITRK1	-0.452
ARMET	-0.6065
C9orf52	0.219
REEP4	-0.91175
MTSS1	1.19925
ADH1B	3.39716666666667
DLD	-0.8075
CDK5	-0.6235
PPFIA1	-0.4295
WFDC3	1.37025
DNAJB12	0.828142857142857
RANGRF	-0.689
MLANA	-4.2875
AMY2B	-1.103
KIAA0319	-1.58075
RPS7	-0.985
JAK3	-0.0736
ARFGEF1	1.34975
CXCL5	0.480083333333333
TRAPPC4	0.45575
CETN2	0.9115
HSPC111	-0.87675
RHOBTB3	-2.0499
PHLPP	0.3895
RGS10	1.302
TMEM58	0.32925
CHERP	-0.0755
HSP90AB3P	-1.295
FSTL3	0.214166666666667
PEX11A	0.803
OR5V1	0.6405
FCN3	1.42625
PTPN3	-0.29575
NPTX1	-4.85525
C21orf84	-0.97375
C11orf51	-0.25225
ZBED2	1.53775
FLJ90757	-0.06225
NPY2R	1.413
PLD3	-0.182
SYT17	3.24133333333333
SGSM2	-1.233
OR1A2	0.01475
FOXP1	1.308125
SLC5A1	3.36825
POFUT1	-0.6496
EPHB6	-2.72616666666667
MYO1G	-1.7275
STAC	-1.0819
KLHL17	-0.6065
RGMA	1.1196
TJP2	-0.8109
FAM114A1	0.244333333333333
SERINC1	1.05716666666667
SLC9A8	0.139
PEX19	0.1385
EDN2	5.15975
PSMD7	-1.36933333333333
C3orf41	-1.8135
UQCR	-0.3745
PPP1R3C	0.385
LRP4	-1.9025
TM2D1	-0.361
TTC17	0.7616875
C4BPB	-4.91775
CCL25	0.2605
ZNF253	-0.333833333333333
CHRNA9	-4.7125
SOX11	-1.13775
HIVEP3	1.1295
CGN	1.83916666666667
C3orf35	-0.3045
PKD2L1	2.57275
SYVN1	0.147
PDE8B	-0.75875
LOC439951	1.17325
LTC4S	2.5125
MIF4GD	0.549666666666667
SMARCA2	2.255875
TUBGCP6	-0.0831666666666667
CABLES1	0.30375
C16orf77	2.5115
ZNF791	0.33625
FUT5	-1.6445
ADH6	-2.6256
P4HB	0.433
CLDND2	-1.1925
ALKBH8	0.4905
PLAC4	-0.8545
F11R	0.682428571428571
MGC35295	0.544333333333333
PDZD4	-0.459
LOC389073	-0.0105
FAM80B	-0.452333333333333
PSMB1	-0.99625
TXN	-1.276
VIPR1	1.8347
WBSCR18	0.2754
EXOSC6	-1.04283333333333
ACTA2	4.3955
SP5	-2.24116666666667
ANKRD1	-2.63525
DDR1	1.0257
ATP6V1D	0.1665
PTGS1	-0.364583333333333
RNF157	-1.59025
DCC	0.08975
SPAG7	-0.95825
FBXO18	0.02
UBE3C	-0.6069
HOXC6	1.04475
LRP2BP	-0.341833333333333
MYST2	-0.3805
PDSS2	-0.4145
ATE1	0.143
ARAF	-1.06675
KLF10	0.949
PLA2G2E	-0.20225
ASCL1	2.29283333333333
TSNAXIP1	1.30475
FAM131B	-0.156
IFNA10	0.27
NUP43	-0.944375
FAM44B	-0.04425
L1TD1	-5.91166666666667
NMD3	-1.12833333333333
C18orf54	-0.7841
PHOSPHO1	0.475
RAG2	-1.9495
EMILIN3	-0.4415
METTL3	-0.47425
VPS13C	0.350375
REXO2	0.105
ANXA4	-0.138
CA1	-1.36825
DCP1B	0.427
TULP3	-0.670666666666667
ATP2A2	0.0252142857142857
ATIC	-0.87925
ADAM15	-0.0319166666666667
NPL	1.10666666666667
LGR4	-0.544125
UEVLD	0.5565
GAB1	1.198
SNAI2	0.492666666666667
ZGPAT	0.1052
SNF1LK	0.67325
DLEU1	-1.49025
UBE2Q1	0.418375
ZMYM6	0.271875
JPH3	-1.32666666666667
FAM38A	-0.562833333333333
PXK	0.411333333333333
DENND2D	1.7865
BAX	-0.539416666666667
CP	-2.35163636363636
RPL37	0.4266
G6PC3	0.400375
NCOA4	0.1055
LRRC14	0.00849999999999998
GORASP1	0.4705
FCHO2	1.77175
CYP24A1	-3.6518
FXYD3	2.197125
SMARCAL1	0.185
ABCB8	-1.038
CCDC44	-0.49525
PRDM7	-3.13925
USH1C	-1.834
DNAH5	2.557
SRF	-0.2515
MAL2	2.87466666666667
PGPEP1	0.128
SIN3B	-0.8405
SEMA3C	1.8045
GRAMD3	1.92425
FBXO10	0.03075
OR5D13	0.5815
FLJ31818	0.146375
CACNA1I	0.432
S100A13	0.589
TP63	4.26971428571429
ANXA11	0.7793
WDR66	0.38725
CSF2RB	0.207
IFI44	0.17075
DACT1	2.65883333333333
ANKRD23	-2.03825
ATP5G1	-0.846333333333333
C21orf70	-0.707333333333333
PPWD1	-1.339
DNAJC13	-0.38325
PAH	-4.49
PTCH2	-0.2695
TRMU	-1.6285
CCDC9	0.3425
USP3	-0.6018
DCLRE1C	-0.1831
FAM55C	0.6635
FRMD4B	1.742
CYP2R1	0.15625
RFPL1	-0.5021
XPO5	-1.42075
ARL6IP2	-0.606
OSBPL5	1.31475
MMP9	4.27045454545454
KIAA0802	-0.354875
DHRS2	-1.088
SGEF	1.93025
TXNDC10	-0.0936
EXOC6	0.63175
RPS27	0.614
PNCK	-2.32283333333333
FSTL1	0.41375
AACS	0.00425
SLMAP	0.256
SAMD4A	-0.0184
ABRA	-0.0916666666666667
SMARCD3	0.81125
PKNOX2	-1.99133333333333
A4GNT	0.5815
C9orf39	-0.243
RALYL	0.1465
MGC33556	-2.859
C10orf25	-1.408
BBOX1	6.0875
NHEDC1	1.30225
XDH	-0.66475
GCSH	-2.063
EDN1	2.47966666666667
MTERF	-0.6765
CLK4	1.0095
ZNF799	1.05683333333333
KCNG1	-1.98225
CXCR4	1.32033333333333
PTPRR	-2.25
IRAK1	-0.741625
LOC401397	-0.84925
TMSB10	0.703142857142857
CXCL3	-2.1876
TMC4	2.039
OR7A10	0.8305
STYK1	2.25875
CHRNA10	-1.58375
CCNI	0.94975
EP300	1.45614285714286
LOC165186	-0.385333333333333
HIC2	-2.44525
SDR-O	0.1015
OR2W1	0.293
KCNA6	0.1755
TRIM74	-2.385
REEP6	0.8275
ATP5G2	0.12925
ERG	0.840375
TMEM42	0.50125
PARN	0.166166666666667
SOD2	-0.1969375
DIRAS1	0.217666666666667
PNPT1	-2.23975
JOSD3	-1.27825
hCG_40738	-1.2055
PDE1C	-1.073
SEMA4D	0.145375
AGPAT1	-0.365
NOSTRIN	1.267125
MAP3K3	-0.526666666666667
MAX	0.995071428571429
CAPS	-0.1905
SERPINA12	-0.162
OSBPL8	0.763375
RICS	2.1914
NR4A2	1.33083333333333
PPCS	0.641333333333333
LONP1	-1.372
SCYL3	2.05975
HERC2P2	-2.501
FIBCD1	-1.422
C15orf41	-0.726
DMC1	-1.6426
C20orf27	-1.622
RPS6KA5	0.8396
FAHD1	-0.261
SLC12A4	0.1715
BRCA1	-1.92366666666667
GBL	-0.562
SLK	0.553833333333333
NUDT9P1	-0.292
NOXO1	2.897
USP52	-1.4265
BAZ1B	0.725375
SLCO2B1	2.82225
BBS12	1.34433333333333
LRGUK	-0.587833333333333
TERF2IP	0.1335
COL1A1	5.9205
KIAA0090	-0.14225
GRK5	-0.437666666666667
AP1S2	-0.7174
TMEM52	-1.01266666666667
CA11	-0.550125
OR4A15	0.436333333333333
ACBD3	1.4784
SPAG11B	0.568
PRDM2	1.0558
FOXP3	-0.1545
SMYD3	-0.7232
LOC389199	0.7805
LGI2	1.7275
NAPE-PLD	-0.4991
ANKRD6	1.6325
WDR45	0.386333333333333
SHROOM1	-0.4425
PSCD3	1.076
PYY	0.093
KCNC1	-0.9565
ARHGEF9	0.8127
OR8J1	0.24125
GPR55	-0.2495
NS3BP	-1.5755
C10orf22	0.468666666666667
NAT8L	-1.6895
DUSP4	2.061
FOXM1	-2.868
GRAMD2	1.6983
ZBTB48	-0.204833333333333
BUD31	-0.6735
PABPC5	2.839
CCDC41	-0.13975
FBXO11	0.06375
C6orf148	-1.08775
RFXAP	-1.245
C6orf15	1.47583333333333
CDK8	-0.975166666666667
C6orf70	0.05125
TESSP2	-1.7105
ALG2	-0.314
PPP1R3D	1.3655
TPM3	0.222444444444444
SYT13	-2.4315
EPB42	-1.3895
CETN3	-0.9885
PRY	-0.3905
NTHL1	-0.316
POLR2B	-0.1575
RPS28	0.106916666666667
P2RX3	0.13725
LYZL4	-1.01175
WBP4	-0.038
PMM1	-0.49775
C11orf79	0.192
CBLL1	-0.39675
IL1F10	2.02433333333333
VAX2	-0.818
SETDB1	0.3345
LRAP	0.352833333333333
GCLM	-1.07283333333333
CPEB3	2.54775
PPM1A	0.700875
INTS1	-0.4055
CAMTA1	1.28116666666667
SAMSN1	-1.54625
LOC158830	-2.1835
GMPPA	-1.05475
AIPL1	-0.241
IL24	0.500416666666667
BDKRB1	-2.55933333333333
MLF1	0.7568
TAF12	0.038
ID1	-2.6065
THADA	-0.096875
PIK3CB	-1.06425
OR4N5	-0.303
TBC1D17	-0.818833333333333
COX8A	-0.79575
CDCA4	-0.75625
C2orf44	-0.52325
ZNF534	-0.92025
IMMP1L	-0.01675
NIPSNAP3B	-0.120625
FTMT	0.5615
PWP2	-1.0565
MMP15	-1.458
DNAH11	-1.26575
MTMR14	-0.525125
DNAL4	1.03175
IPP	-0.58
TMEM59	0.405
C1orf157	3
RGS4	1.82416666666667
DDX18	-0.3845
SNX6	0.103
ZNHIT2	1.173
NCDN	-0.4965
FLJ33534	-0.6055
RAG1	-1.86371428571429
OR4D10	0.548
PTPN5	-0.161166666666667
POMT1	0.111125
LRRC8A	1.0869
CYP1A1	-1.78275
CAPN1	-0.132
DDHD2	0.06375
GRIK2	0.82825
GNRHR	0.30275
PPBP	0.44425
HTR3A	-1.211625
SLITRK4	1.709
ANKRD49	0.13975
BTF3	0.0334
SARS	-0.6285
C13orf18	0.561666666666667
CACNB1	-0.462461538461538
QKI	0.767272727272727
SETMAR	0.18175
MAN2B1	0.7565
EML3	-0.97
ACADL	1.284
OFD1	-0.59075
DEFB114	-0.1965
CGA	-3.4166
PEX16	0.2
LRRC10	0.2575
GNG12	0.403
C1orf152	-0.0248333333333333
CHRM1	0.3655
CD53	0.491375
DBH	-0.6595
TFAP2B	4.6965
HIST1H2BJ	-0.784833333333333
FAM46D	0.35
TMEM11	-0.586
C3orf32	-3.142
PCCB	-2.016875
IPO13	-0.437875
C6orf105	-2.03725
COMMD5	1.0155
SUV420H1	0.0203
LTBR	0.33525
ARHGAP15	-0.57575
HDHD2	0.12325
TDRKH	-0.214333333333333
LOC401052	0.917
PSG4	-1.124
GNB4	-0.1517
SPATA4	2.6835
SLC9A3	-0.8615
OSBP	0.760666666666667
NBPF3	-0.29125
DOCK11	-0.568
SLC39A5	-1.83183333333333
PRR5	1.0452
C10orf63	0.632625
SMTNL2	-0.9955
ADRA1A	-1.451
ASAH1	2.3368
DOM3Z	-0.8621
GIPR	0.994833333333333
AHI1	-0.621916666666667
NADSYN1	-0.400833333333333
RGS14	-1.1462
IL18BP	0.9069
RTN4RL1	2.61275
ARMC6	-1.0175
PSMD5	0.015
HK3	1.3572
OR4S1	2.4915
RSU1	0.9693
MAD2L1	-3.30711111111111
EIF4A3	0.4455
DLEC1	-0.782333333333333
E4F1	0.160666666666667
CHMP2B	0.2593
CAMSAP1	0.00675000000000001
RPS21	-0.8455
ARID5A	0.9735
UBE2N	-0.2829
IGSF8	0.9215
MAGEB6	-2.69
ACAD11	-1.4721
MGC4172	-1.05025
LMO4	0.81525
KLKB1	-0.6165
HP	-0.7715
HDAC3	-0.45025
SCHIP1	0.9055
CLCA1	0.653
OLFML2A	1.466375
C1orf112	-1.64775
KIF19	0.822083333333333
HAPLN4	-0.4931
CXCR7	0.0985
GOT2	-0.111
RAB38	-1.5325
DCX	-0.056
PPM1H	0.288583333333333
NFYC	0.382083333333333
KIN	-0.137
ZNF228	1.019
PLSCR4	3.0645
HIG2	0.30225
FAM79B	5.3655
C21orf86	-0.1117
KCNK10	0.82425
ZNF738	-1.656375
FSTL5	-0.959833333333333
OR6A2	-0.507
OTOA	0.7755
EXOC1	0.273125
AHRR	-3.7395
PDAP1	-1.61208333333333
C19orf6	-0.415875
ZAN	0.33625
LY6G6E	-1.093
EIF4E2	-0.5375
C20orf198	0.19575
ZNF324	0.34375
CYP3A5	-3.657
ENTPD7	1.25683333333333
MBOAT5	-0.249833333333333
GJB5	0.55375
TTC13	-0.793
S100Z	-0.925
KIAA0664	-1.07983333333333
PDGFRB	2.7955
IL17D	0.307
OR56B4	-1.163
RDX	-1.54483333333333
SLC34A3	1.125
IL28B	0.508
JUND	2.80825
CHRNB1	-0.579375
CAMK2B	0.97775
FETUB	-2.1475
CXorf23	1.436
MRTO4	-1.036375
TTC3	1.1869
NDUFB8	-0.348
EDG2	0.41725
SEMA3G	1.1425
IL23A	-1.76975
GRHL1	0.8684
LOC441054	-1.203
WDR65	0.866571428571428
PSTK	-0.431
STOML3	-0.0246
R3HDM2	-0.0762
C5	-1.8335
SLC2A10	1.453
C3orf22	0.5055
PAQR3	-0.839538461538462
ANKRD26	-0.778416666666667
HCRTR1	-0.0155
LOC399947	-0.7695
PSD2	0.011
TIGD2	-0.2105
SCRN1	-1.189125
COQ10A	-1.01
DDI2	-0.724
METTL7B	-1.05166666666667
UCN2	0.78175
FAM92A3	-1.136
WDR16	0.652
ZNF511	-0.483
ZMYM5	-0.341625
POLR3G	-2.29475
ZNF586	-0.0035
C1orf49	0.416666666666667
TANK	0.394833333333333
RCAN1	0.202833333333333
PELI3	1.508
LIMD2	-0.718916666666667
TMEM189	-0.979
NTN4	1.779125
LOC151300	1.069
CLEC2A	-0.6645
GPR135	-0.488
DPYSL4	-1.0792
JAK2	1.10433333333333
TSHZ1	1.3745
TM9SF4	-0.26
ZNF264	0.551166666666667
SIRPG	1.768
BICD1	0.4695
HERC6	0.257333333333333
METTL5	-1.374
CASP1	1.0715
PRRT1	-0.3945
PLA2G4C	1.59866666666667
ICA1L	-0.144071428571429
TPTE2	-0.2624
OTUD7A	1.02833333333333
AQP11	-0.718
APOA2	-4.4983
KALRN	-0.859
SECTM1	0.605833333333333
IFNAR1	0.11175
TALDO1	-0.18575
RAB11FIP4	0.246916666666667
EIF5A	-1.862
FAM49A	2.13325
NEGR1	0.866666666666667
YTHDC2	0.2105
EHD2	-0.156
NCF1	2.067
SCRT2	1.202
HOXA5	1.33516666666667
NUP133	0.50725
FGF12	-0.8691875
SLMO2	-0.498375
SNTA1	-0.194875
CACNG2	0.131
GCM1	0.622875
ELF1	0.8535
TLR5	4.2575
TCFL5	-1.71033333333333
RBMY2FP	-0.3205
LOC100125556	0.556
FAM129B	0.374625
MAP3K7IP1	-0.082
NCK2	-0.176
OXA1L	-0.9035
FMO9P	0.724
ZSCAN12	0.0926666666666666
PSMD12	-0.685083333333333
HSCB	-0.49625
CLDN10	-2.782
MGC13053	-0.305
HPCAL4	-0.818166666666667
ASZ1	0.3045
MEX3D	0.494916666666667
NFAT5	0.5401
CSPG4LYP1	-0.297
FBXO3	1.1529
DVL1	-0.570333333333333
CMKLR1	1.83783333333333
TYMS	-3.6615
PEF1	0.8205
ZNF750	0.936333333333333
MCM5	-0.7772
MEGF11	-1.70625
KCNK7	0.007
PTP4A3	-0.323
C1QTNF2	-1.30066666666667
OR6S1	0.023
FAM122B	-1.21975
ZNF551	-1.112375
HBQ1	-2.833
GEMIN6	-0.3605
ARSK	0.338
RBP7	2.77383333333333
CPNE9	-0.21875
DSC1	3.3895
LOC730112	-0.43575
MAP2K4	0.131
HS3ST5	1.279
EPB41L3	-0.59025
TEKT2	1.42825
CDKN2B	0.8315
ZNF480	-0.58325
MAP3K6	0.019
MAP6	2.46716666666667
HN1	-0.1602
OR2L13	0.738833333333333
SLC16A11	0.43175
FAM96A	-0.69225
APOL1	0.526
C5orf32	0.3755
RTP1	-0.037
RNF175	0.8795
ZBTB41	1.6225
AHCTF1	0.4074
SAE2	-0.8375
ITGA2	1.36058333333333
MME	0.605833333333333
CCDC14	-1.95325
MAST4	0.352857142857143
KRT33B	-1.055
KCTD2	0.385833333333333
WDR26	0.654166666666667
MFI2	0.759375
NR4A3	0.210875
ARSA	1.488
UNKL	0.0851666666666667
SULT6B1	-0.164
CCNA2	-3.26183333333333
SOX15	-1.6065
PPAPDC1B	1.52891666666667
C19orf44	0.6465
MCAT	0.62625
ARID1B	0.503375
OR52N1	-0.088
C12orf48	-1.7255
MAGI1	-0.11925
NIPA2	-0.8595
GBX2	-1.8015
RSHL3	0.628875
RAVER1	0.279833333333333
C15orf17	-0.4585
SLC30A2	0.478
ZNF518	0.0015
PCYT1B	-0.47625
C10orf114	-0.3145
EIF3H	0.5115
SLC25A39	-0.839333333333333
KIF1B	0.297875
AMOTL2	0.60175
C6orf120	0.726875
PSRC1	-2.0215
PLA2G10	2.06
KIF5C	1.605875
MRPL37	-0.963
C17orf62	0.414166666666667
C9orf135	-1.472
DUSP10	2.2871
CLCNKB	0.2215
PSMA5	-0.6275
C8orf53	1.3845
AMPD3	0.8275
PIAS1	-0.1345
ADCYAP1R1	-0.2825
GYLTL1B	0.39975
CDH20	-0.165666666666667
FBXO7	-0.0955
TMEM134	1.05966666666667
FLJ14213	1.07316666666667
ZNF3	-0.526
LRRFIP1	0.158291666666667
CNOT2	0.492916666666667
ABI3	2.943
ALDH5A1	-1.00275
HNT	3.5636
SERPINA4	-3.2175
TK2	0.454916666666667
STMN1	-2.043
GUCA2A	0.3075
GALNT10	1.44792857142857
DPP6	-1.2745
C9orf93	0.35625
PRELID2	-0.373625
STK39	-0.585875
SFTPA1	-0.051
CKS2	-1.34555555555556
RHO	0.17575
C20orf135	-0.263
XKR3	-2.211
CR1	0.6685
RPS6KA2	0.907571428571429
C20orf112	0.529
MRPL22	-0.29525
C4orf23	0.423333333333333
GADD45B	2.67875
KLHDC1	1.92733333333333
C2orf48	-2.731
ZNF287	0.993
DAAM2	-0.8015
DPPA2	-3.05466666666667
TCTN3	0.599666666666667
DNAJB11	-0.215625
FPR1	3.96725
DEFB4	0.1345
PTCD2	-0.6522
SMOC2	5.46533333333333
CABP7	2.8955
SERPINB11	0.622
MAGEF1	0.2665
NDE1	0.866333333333333
ITGA10	0.089
FSHB	0.5105
ANXA2	1.036875
HORMAD2	1.13325
HLCS	0.283
MCF2L	0.991
FH	-0.687
TBC1D24	1.54275
KIAA1505	0.43675
LGALS2	0.35775
CNBD1	-1.038
SYNPO2L	0.51775
PTPN23	-0.284714285714286
C1orf183	-0.531333333333333
MAGEA8	-4.03075
DGCR8	-1.742875
GSR	-1.929
PAQR7	-0.07725
ZNF676	-0.9965
CACNA1C	0.2344
SP7	-0.2645
PDCD6	0.303
NRN1L	-1.214
BRI3BP	-0.484181818181818
KIAA1183	1.11175
ASB4	0.1815
CCL23	2.248
OBSL1	-0.872875
SLC12A7	0.9085
KIAA0240	1.214
CD1B	-2.07533333333333
FCGR2A	2.438375
MDC1	-1.69075
HTR1A	0.00766666666666667
OCEL1	0.3875
ATP11B	-1.3741875
FBXO34	0.656166666666667
PCDH12	3.56483333333333
RPE	-0.83075
C17orf74	0.1975
CSDC2	1.8455
PET112L	0.052
TMBIM1	0.20575
P2RXL1	0.2355
TCHP	-1.16475
TRMT1	-1.28616666666667
F2RL2	2.24275
LRRC32	3.4815
IMPG2	-0.3575
BGLAP	-1.07075
LOC493869	-0.968666666666667
MRAS	1.851125
SLC35F5	0.6675
CBWD1	-0.74
AXL	-0.99625
ATP2C2	0.66825
TELO2	-1.1015
PNPLA3	-3.34425
PCDHB14	1.491
CD276	0.27025
KRT80	-0.805
DUSP28	-0.255
CSNK1E	0.11375
SRP14	0.397
KCNQ4	-0.933
KRT72	-0.2165
CCDC117	0.18075
C6orf89	-0.00844444444444443
TUBB2B	-1.979
RTN4IP1	-1.441
CR1L	-3.60316666666667
CEND1	0.401625
C12orf41	-0.563166666666667
RNF31	0.1855
UBN1	0.273833333333333
C17orf32	0.432
SLC5A7	0.59325
GPR92	1.15766666666667
ESAM	2.7898
CTNNA1	0.616166666666667
HRBL	-0.2621
CBX4	-0.37175
TMEM182	-1.046
SH3TC2	-1.377
IL10	1.0175
PXMP4	0.845
RNF167	-0.3932
PAK7	3.0065
ETV3	-0.3205
ATPIF1	-0.231166666666667
LOC554207	-1.88366666666667
OR8H1	0.29775
WDFY3	1.235625
DPM1	-1.1545
GPSM1	-0.1995
WDR92	-0.0465
LRP1	0.700166666666667
ANKH	0.141875
THUMPD3	-1.445
POLR1B	-0.9555
OLFM4	6.82416666666667
RAD9B	-0.21325
TSPY2	-2.2785
PAX6	-1.76233333333333
SCG2	-2.523875
SLC17A6	0.25275
FMO3	2.17275
PADI4	0.1495
TUBB4	-0.7888
NLK	-0.38725
POU4F3	-0.671
SDF4	-0.23475
ITGBL1	3.25016666666667
NETO1	-1.99775
TAP2	-0.00650000000000001
ABBA-1	-0.169083333333333
GNAI1	-0.18125
VPS4B	0.615
NOPE	0.1508
GALNT6	2.63566666666667
SESN1	0.64675
GBE1	-1.22411111111111
CLASP1	0.03325
RASGEF1B	1.21075
ACOT11	-0.317214285714286
AFAP1	1.19625
OR2H2	0.06275
DPY19L2P1	-1.3
DZIP1	-1.36925
SEC22C	-0.345
GPR161	0.21625
RNF146	0.8375
WDR74	-0.8405
GALP	-0.3045
PURA	1.44475
DNPEP	0.32025
RP11-78J21.1	-0.92625
ERBB2	3.048875
FANCM	-0.84975
NEO1	0.6735
DDX3Y	-4.5296
RPS3A	0.2985
MXRA7	-0.0392142857142857
LGALS3	0.8005
GLT8D1	0.21075
CFL2	-1.692
UPB1	0.18475
NAP1L5	-0.037875
CLDN14	-0.05875
DHX38	-0.801
BTBD1	-0.14175
TARS2	0.213333333333333
ABCF1	-0.7294
FCF1	0.241666666666667
LRRC49	0.275
GUCY1B2	-2.404
C1orf177	0.18
SMARCA4	-0.642
LRP8	-3.24
TAGLN3	-1.36025
MRPL14	-1.277
TTRAP	-0.70175
ZDHHC20	1.0405
NFE2L3	-1.2045
KIAA1377	0.0825
PALMD	1.3617
TMEM43	0.1035
TTL	-1.468375
STAT5B	-0.997333333333333
SSB	-1.09225
OR10H5	-0.088
SLC22A13	-1.23975
AKAP3	1.07925
TIMM23	0.0718333333333333
OAS2	1.76083333333333
KIAA0423	0.54125
TRIM11	0.576166666666667
GLIS3	2.711625
TMEM50B	1.107
ARHGEF4	-0.996375
DEGS1	0.261454545454545
TBL1XR1	1.45336666666667
G6PD	-2.197
SP140	0.8669
MUC17	0.639083333333333
NUDC	-0.5902
DNAJC5B	1.91516666666667
SCARA3	-0.359666666666667
CPA3	7.4965
BCAT2	-0.314875
MFN1	-0.6299
NRG3	0.239
SNX11	-0.00150000000000001
PLEKHH1	-2.00666666666667
GPR177	-0.176833333333333
HCFC2	0.65625
TCAP	-1.2335
MOCOS	-1.21975
C14orf93	0.16475
PRDM10	-0.320666666666667
SLC16A4	0.0145833333333333
SRGAP1	0.7555
VIP	0.3275
DUSP27	0.981666666666667
LILRA1	1.1902
MC2R	0.579
MGC24103	-1.76
MBTD1	-1.584
FUT11	-0.272833333333333
USP33	0.0107
C15orf39	-1.25375
MAP3K12	0.13275
PAAF1	-0.2765
BARHL1	-0.1835
FLJ16165	-0.111
PIWIL2	-2.88
SYNE1	1.13691666666667
CMTM4	0.078
TSPYL1	0.4649
GUF1	-0.872833333333333
TMEM157	1.377
WDR44	0.18875
HIST1H3C	0.47175
DKFZp666G057	0.5415
RNPEP	0.124
GAS2L2	0.066
ADH4	-4.6415
GRPR	1.98116666666667
FBXL17	1.27975
ZBTB10	0.678833333333333
Gcom1	0.611388888888889
HTRA1	3.0935
ZNF585A	-0.237666666666667
SLC26A2	0.659692307692308
OTOP3	0.4795
WISP1	3.57055555555556
ATP2B4	-0.189666666666667
FLJ10769	0.99475
CRAMP1L	0.246375
CHST12	-0.69675
RAB22A	0.673083333333333
TARDBP	-0.191142857142857
STAU1	-0.198
CRB3	2.17366666666667
MIG7	-0.76825
CHMP1A	-0.639666666666667
ZNF160	-0.215
B3GALT6	0.287375
BARX1	-1.97466666666667
C6orf167	-2.145375
NXNL1	0.163
DHX29	0.467125
HADHB	-0.34175
PLXNB2	1.093625
ILDR1	-1.63
SLC15A3	2.72075
GAS2	-2.547
C20orf69	0.22075
NUMB	-0.04675
TNIP1	-0.170375
MESP1	-0.388333333333333
PSKH1	-0.7665
NSFL1C	-0.063875
RHOG	0.33225
HEY1	-1.10233333333333
KNG1	-1.8775
ITGAX	1.9993
LIN9	-1.01466666666667
CANT1	0.23375
XRN1	0.578571428571429
CCDC96	1.9648
HEATR6	-1.37466666666667
GNG7	0.888166666666667
RUNX2	2.094
SOX1	0.9495
FCRL5	0.5028
ZNF99	-0.709875
FAM9A	0.3435
SNX22	0.4795
MBNL3	-1.74366666666667
ODC1	-2.738
ADORA2B	-2.22516666666667
NR2F6	-0.25575
ZFYVE16	-0.0341666666666667
SYNJ2BP	0.5797
POLE	-1.182375
E2F2	-1.55075
THRA	0.664
PTGES2	-1.605
HIP1R	0.0505
TMUB1	-0.585833333333333
ENO3	-2.60325
RSPH10B	-1.517
CXorf39	1.02425
IRGC	0.11075
GPR109B	0.2575
FLJ13305	-0.499
LCE3A	-0.849
TNFRSF18	-0.5475
DET1	0.68575
TRPM3	-0.13775
C16orf79	-2.415
FECH	-0.3245
RAP2A	0.152833333333333
CRIP1	3.1845
AZIN1	0.274625
SLC7A7	3.588
IL10RA	0.9631
TMEM64	-2.125
CDC42EP4	0.8716
C16orf58	0.1067
ARG2	-2.11875
POU5F1P4	-5.063
FAM62B	0.076
DNAH8	-1.8519
ASH2L	0.090625
TSLP	-1.29216666666667
CNTNAP5	0.1966
TMEM16C	-0.33475
IFNA14	0.3925
SLC1A3	0.361875
CABYR	-0.00574999999999999
BCL7B	-0.5216
NUDT13	-1.13533333333333
C13orf28	0.14025
C1orf53	-0.29525
ARL6IP4	0.1433
RPL35A	-0.07975
EMR3	1.59275
RAB40C	0.323083333333333
SLC41A1	-0.762666666666667
LRCH1	0.618
LY6G5B	-1.4215
FAM124A	-0.342071428571429
MGC10981	-3.83
CLIP3	0.66
MAP4K2	-0.883
CHIC1	0.07575
SULF1	3.64833333333333
C20orf30	-0.0787142857142857
PRDM5	0.168375
ELOVL1	-0.2795
C11orf48	-0.9955
SLC39A10	0.05775
KCNV1	0.2195
ACP1	-0.9178
ZMYM2	-0.463375
B3GNT6	-0.00283333333333332
C9orf69	-0.60775
C2orf15	1.17825
C20orf166	-1.2265
HSP90AA6P	-0.4135
EDG7	-0.3835
NEURL	0.322125
LPL	0.897833333333333
CLEC2D	-0.414857142857143
GRRP1	2.001
CD8B	-2.7043
HIST1H3D	1.54766666666667
SLC6A12	0.4255
FAM27L	-0.2375
CD84	1.946
RASA1	-0.648
PHKG1	-1.216
MAGEA11	-2.0405
IMPA1	-1.0843
NPM3	-1.03125
RARRES1	5.37475
SH3BP1	-0.25525
B3GNTL1	-0.718
ARPC5L	-0.8155
KLHL26	0.41
SIM2	-1.80925
GJC1	0.674
C20orf194	0.06875
EXO1	-3.4265
SLC2A2	-2.686
LOC285074	-1.1745
LRG1	-1.7945
KIRREL	0.5435
PIK3R1	2.04764285714286
C4orf34	0.5835
MAF	-0.412111111111111
ADCY4	3.93883333333333
ZMIZ2	0.5315
SLC46A3	1.38983333333333
STAMBP	-0.4795
CCDC16	0.74275
MS4A12	-0.131
TCF20	0.1425
LRRC46	1.46875
C20orf152	-0.17725
MRPS6	-1.014875
ABCB11	0.1785
KCNC2	1.17116666666667
CDH19	-1.7535
C9orf123	0.268333333333333
SSH3	1.55975
LDLRAD1	-2.78625
CCBE1	-1.6095
ZNF135	0.087375
TAAR1	0.8535
WFDC12	-0.533
CCDC42	0.256833333333333
FLJ12529	-0.3425
PER1	0.306833333333333
TIMM50	-0.843
SMARCAD1	-0.371333333333333
FAM26C	0.5515
