Hybridization REF	TCGA-B6-A0RO-01A-22R-A084-07
C9orf52	0.5605
REEP4	-1.36475
MTSS1	1.05425
ADH1B	1.326
DLD	-0.1405
CDK5	-0.42325
PPFIA1	-0.2
WFDC3	1.87125
DNAJB12	1.68442857142857
RANGRF	-0.656
MLANA	-5.29125
AMY2B	-1.752
KIAA0319	-0.27375
RPS7	-1.0975
JAK3	-0.0706
ARFGEF1	0.81125
CXCL5	0.858916666666667
TRAPPC4	0.528
CETN2	1.9345
HSPC111	-1.502
RHOBTB3	-2.8767
PHLPP	0.3905
RGS10	1.8715
TMEM58	1.45875
CHERP	-1.056875
HSP90AB3P	-0.0148333333333333
FSTL3	-1.22616666666667
PEX11A	1.05775
OR5V1	0.586
FCN3	1.06625
PTPN3	0.100875
NPTX1	-4.522625
C21orf84	-0.722
C11orf51	0.16425
ZBED2	-0.338
FLJ90757	0.595
NPY2R	3.5975
PLD3	0.5735
SYT17	2.84166666666667
SGSM2	-0.39925
OR1A2	0.058
FOXP1	0.7615
SLC5A1	4.40625
POFUT1	-0.3201
EPHB6	-3.08866666666667
MYO1G	-0.63075
STAC	-1.2838
KLHL17	-0.0288333333333333
RGMA	-0.2069
TJP2	-0.5444
FAM114A1	0.352833333333333
SERINC1	0.886083333333333
SLC9A8	-0.043375
PEX19	0.795375
EDN2	2.50825
PSMD7	-0.336
C3orf41	-2.672
UQCR	-0.065375
PPP1R3C	-0.565
LRP4	-2.63516666666667
TM2D1	-0.375
TTC17	0.2475
C4BPB	-4.732625
CCL25	0.6305
ZNF253	0.112333333333333
CHRNA9	-3.107
SOX11	-2.23325
HIVEP3	-0.172
CGN	2.63783333333333
C3orf35	0.339125
PKD2L1	2.67275
SYVN1	0.305875
PDE8B	2.27575
LOC439951	0.7525
LTC4S	2.19566666666667
MIF4GD	0.820166666666667
SMARCA2	0.772
TUBGCP6	-0.900166666666667
CABLES1	-0.11875
C16orf77	2.12983333333333
ZNF791	0.27325
FUT5	2.398
ADH6	-1.99266666666667
P4HB	1.0455
CLDND2	-1.7875
ALKBH8	0.30575
PLAC4	-2.17475
F11R	1.08878571428571
MGC35295	0.344666666666667
PDZD4	-0.075
LOC389073	-0.53175
FAM80B	-0.2315
PSMB1	-0.136875
TXN	-1.8455
VIPR1	2.2806
WBSCR18	0.6901
EXOSC6	0.382666666666667
ACTA2	3.43316666666667
SP5	-0.469333333333333
ANKRD1	-1.971
DDR1	3.3175
ATP6V1D	0.84175
PTGS1	-1.8135
RNF157	-0.93025
DCC	0.607
SPAG7	1.329
FBXO18	0.40425
UBE3C	0.0329
HOXC6	0.31125
LRP2BP	1.74983333333333
MYST2	0.07475
PDSS2	0.005
ATE1	0.60175
ARAF	0.88775
KLF10	-0.844
PLA2G2E	0.1115
ASCL1	-0.799666666666667
TSNAXIP1	3.48875
FAM131B	-0.417875
IFNA10	0.9985
NUP43	-1.850875
FAM44B	-0.231125
L1TD1	-5.19733333333333
NMD3	-0.444083333333333
C18orf54	-2.0784
PHOSPHO1	0.2285
RAG2	-1.7525
EMILIN3	-0.464
METTL3	-0.59775
VPS13C	-0.196125
REXO2	-1.865
ANXA4	0.01125
CA1	-0.89375
DCP1B	0.6815
TULP3	-0.668833333333333
ATP2A2	0.351857142857143
ATIC	-0.611
ADAM15	-0.15125
NPL	0.189
LGR4	-1.001875
UEVLD	1.31166666666667
GAB1	1.31625
SNAI2	-1.51783333333333
ZGPAT	0.339
SNF1LK	0.23625
DLEU1	-1.6445
UBE2Q1	0.352375
ZMYM6	-0.143375
JPH3	-1.07
FAM38A	0.588333333333333
PXK	-0.732
DENND2D	2.2325
BAX	-1.37875
CP	-1.02554545454545
RPL37	-2.1877
G6PC3	0.7895
NCOA4	0.369666666666667
LRRC14	-0.78825
GORASP1	0.639
FCHO2	1.1315
CYP24A1	-3.0743
FXYD3	2.09475
SMARCAL1	0.1645
ABCB8	0.597666666666667
CCDC44	0.43925
PRDM7	-2.75875
USH1C	-1.139
DNAH5	2.2175
SRF	0.600583333333333
MAL2	1.72866666666667
PGPEP1	-0.304666666666667
SIN3B	0.2225
SEMA3C	-0.874666666666667
GRAMD3	1.65725
FBXO10	-0.457375
OR5D13	0.311
FLJ31818	0.30475
CACNA1I	0.95675
S100A13	1.4585
TP63	2.28578571428571
ANXA11	0.9006
WDR66	3.841375
CSF2RB	0.118
IFI44	-0.194
DACT1	0.922333333333333
ANKRD23	-2.173
ATP5G1	-0.6185
C21orf70	0.143
PPWD1	-1.63525
DNAJC13	-0.718
PAH	-4.34383333333333
PTCH2	0.63
TRMU	-2.16075
CCDC9	0.4435
USP3	-0.6236
DCLRE1C	-0.4211
FAM55C	0.06975
FRMD4B	0.95425
CYP2R1	0.26675
RFPL1	-0.3474
XPO5	-0.59375
ARL6IP2	-0.6555
OSBPL5	1.3505
MMP9	0.877909090909091
KIAA0802	-1.0875
DHRS2	-2.97483333333333
SGEF	0.370375
TXNDC10	-0.3409
EXOC6	1.715
RPS27	0.169333333333333
PNCK	1.8435
FSTL1	-1.57825
AACS	1.8335
SLMAP	0.1475
SAMD4A	-1.398
ABRA	0.01875
SMARCD3	1.54225
PKNOX2	-0.6275
A4GNT	0.1605
C9orf39	-1.45866666666667
RALYL	-0.014
MGC33556	-3.161
C10orf25	-0.4755
BBOX1	5.5075
NHEDC1	2.07125
XDH	-0.51375
GCSH	-0.338
EDN1	0.5075
MTERF	-0.5055
CLK4	-0.0965
ZNF799	1.06416666666667
KCNG1	-1.96375
CXCR4	-0.529333333333333
PTPRR	-2.51425
IRAK1	-0.5375
LOC401397	-2.85575
TMSB10	0.100714285714286
CXCL3	-3.3975
TMC4	3.4045
OR7A10	0.363
STYK1	-0.6615
CHRNA10	-1.03675
CCNI	0.84675
EP300	0.144785714285714
LOC165186	1.75116666666667
HIC2	-3.40175
SDR-O	0.3515
OR2W1	0.5435
KCNA6	-0.003
TRIM74	-2.588
REEP6	2.21025
ATP5G2	0.517
ERG	0.389375
TMEM42	-0.0435
PARN	0.141666666666667
SOD2	-1.13425
DIRAS1	-0.137166666666667
PNPT1	-1.3515
JOSD3	-2.44225
hCG_40738	-0.517
PDE1C	-1.23225
SEMA4D	-0.3985
AGPAT1	-0.313
NOSTRIN	0.435375
MAP3K3	-1.103
MAX	0.911642857142857
CAPS	3.642
SERPINA12	0.2685
OSBPL8	-0.78475
RICS	2.2062
NR4A2	0.1735
PPCS	1.13516666666667
LONP1	-1.6255
SCYL3	1.26
HERC2P2	-2.87333333333333
FIBCD1	0.867
C15orf41	-1.735
DMC1	-1.51016666666667
C20orf27	-0.59275
RPS6KA5	1.4827
FAHD1	0.185666666666667
SLC12A4	0.4695
BRCA1	-2.30508333333333
GBL	0.40375
SLK	0.2215
NUDT9P1	-0.451
NOXO1	1.349
USP52	-0.67125
BAZ1B	-0.83325
SLCO2B1	2.10325
BBS12	1.32933333333333
LRGUK	0.966166666666667
TERF2IP	0.67925
COL1A1	3.834
KIAA0090	0.40475
GRK5	-0.7625
AP1S2	-2.3214
TMEM52	-0.145166666666667
CA11	-0.568625
OR4A15	0.426
ACBD3	1.6177
SPAG11B	0.11325
PRDM2	0.4458
FOXP3	-0.33
SMYD3	0.9158
LOC389199	0.698
LGI2	0.056
NAPE-PLD	-0.2767
ANKRD6	-0.089
WDR45	0.416
SHROOM1	-1.1945
PSCD3	0.2105
PYY	0.6245
KCNC1	-0.1965
ARHGEF9	0.9006
OR8J1	0.32
GPR55	-0.0583333333333333
NS3BP	-2.3785
C10orf22	0.502
NAT8L	-1.1465
DUSP4	-0.946833333333333
FOXM1	-3.04533333333333
GRAMD2	1.7837
ZBTB48	-0.128333333333333
BUD31	-0.1165
PABPC5	0.4035
CCDC41	-0.60425
FBXO11	-0.11525
C6orf148	-1.26475
RFXAP	-0.916
C6orf15	0.340833333333333
CDK8	-0.444666666666667
C6orf70	0.24475
TESSP2	0.356
ALG2	0.295
PPP1R3D	1.10175
TPM3	0.324111111111111
SYT13	3.79075
EPB42	-0.609333333333333
CETN3	-0.22975
PRY	-0.43
NTHL1	0.542333333333333
POLR2B	0.349
RPS28	-1.20025
P2RX3	0.19525
LYZL4	0.472
WBP4	0.0597
PMM1	-0.63325
C11orf79	0.70225
CBLL1	-0.82925
IL1F10	0.120333333333333
VAX2	1.158
SETDB1	0.150333333333333
LRAP	-1.06883333333333
GCLM	-0.670166666666667
CPEB3	2.75375
PPM1A	1.2631875
INTS1	-0.8745
CAMTA1	0.045
SAMSN1	-2.06075
LOC158830	-3.1095
GMPPA	0.177875
AIPL1	0.0995
IL24	-0.548166666666667
BDKRB1	-3.23916666666667
MLF1	1.4734
TAF12	-0.871
ID1	-2.57425
THADA	0.45175
PIK3CB	0.499
OR4N5	-0.1855
TBC1D17	-0.428166666666667
COX8A	0.342
CDCA4	0.04475
C2orf44	-1.02075
ZNF534	-1.60975
IMMP1L	0.499
NIPSNAP3B	0.734
FTMT	0.56675
PWP2	-0.615166666666667
MMP15	1.2073
DNAH11	0.682
MTMR14	-0.0225
DNAL4	1.2655
IPP	-1.0215
TMEM59	1.677375
C1orf157	0.407
RGS4	0.6505
DDX18	-0.258666666666667
SNX6	0.46025
ZNHIT2	1.46816666666667
NCDN	-0.523333333333333
FLJ33534	0.017
RAG1	-2.0305
OR4D10	0.35
PTPN5	0.692
POMT1	0.368
LRRC8A	-0.6941
CYP1A1	-1.30025
CAPN1	0.961833333333333
DDHD2	-0.251625
GRIK2	0.272
GNRHR	-0.196
PPBP	-0.05525
HTR3A	-0.563875
SLITRK4	-1.647
ANKRD49	-0.30975
BTF3	0.0536
SARS	-0.305
C13orf18	-0.403
CACNB1	-0.589
QKI	-0.267181818181818
SETMAR	0.4205
MAN2B1	1.1255
EML3	-0.41275
ACADL	0.0806
OFD1	-0.19575
DEFB114	0.003
CGA	-3.9905
PEX16	0.623333333333333
LRRC10	-0.6565
GNG12	-0.474
C1orf152	0.354833333333333
CHRM1	0.4965
CD53	-0.474
DBH	0.016
TFAP2B	1.37775
HIST1H2BJ	0.615166666666667
FAM46D	-0.921
TMEM11	0.29625
C3orf32	-3.05975
PCCB	1.32575
IPO13	-0.10925
C6orf105	-3.649
COMMD5	0.90925
SUV420H1	0.4265
LTBR	0.926
ARHGAP15	-1.083625
HDHD2	1.11525
TDRKH	0.553166666666667
LOC401052	1.3585
PSG4	-0.16325
GNB4	-0.9261
SPATA4	0.52775
SLC9A3	-0.4735
OSBP	0.895833333333333
NBPF3	-1.02783333333333
DOCK11	-2.146
SLC39A5	-1.78316666666667
PRR5	0.7093
C10orf63	4.856125
SMTNL2	-0.0195
ADRA1A	0.48575
ASAH1	1.4895
DOM3Z	-0.1887
GIPR	0.712
AHI1	-0.936916666666667
NADSYN1	0.393833333333333
RGS14	0.5656
IL18BP	0.3758
RTN4RL1	1.40741666666667
ARMC6	-0.35175
PSMD5	0.325166666666667
HK3	0.6573
OR4S1	-0.162
RSU1	0.3417
MAD2L1	-2.47955555555555
EIF4A3	0.20875
DLEC1	-1.0465
E4F1	-0.399
CHMP2B	0.3023
CAMSAP1	-0.83025
RPS21	-1.19216666666667
ARID5A	-0.0275
UBE2N	0.8364
IGSF8	0.934166666666666
MAGEB6	-1.751
ACAD11	-1.9029
MGC4172	-0.486
LMO4	-0.26325
KLKB1	-0.326
HP	-1.2155
HDAC3	0.4085
SCHIP1	-0.70975
CLCA1	0.0365
OLFML2A	1.355
C1orf112	-1.5645
KIF19	2.35866666666667
HAPLN4	-0.2649
CXCR7	-1.52116666666667
GOT2	0.3446
RAB38	-3.009625
DCX	-0.599
PPM1H	1.92066666666667
NFYC	-0.0570833333333334
KIN	0.249875
ZNF228	0.24375
PLSCR4	1.1775
HIG2	-0.1935
FAM79B	4.048
C21orf86	-0.822
KCNK10	1.85675
ZNF738	-1.311375
FSTL5	-0.440666666666667
OR6A2	0.446
OTOA	1.39816666666667
EXOC1	-0.076125
AHRR	-3.042875
PDAP1	-2.04875
C19orf6	-0.6885
ZAN	0.322
LY6G6E	0.3705
EIF4E2	-0.164
C20orf198	0.0055
ZNF324	-0.0825
CYP3A5	-3.50783333333333
ENTPD7	2.29616666666667
MBOAT5	1.25283333333333
GJB5	0.121
TTC13	-0.07775
S100Z	-1.131
KIAA0664	0.160166666666667
PDGFRB	1.12208333333333
IL17D	0.085
OR56B4	-0.3245
RDX	-2.35333333333333
SLC34A3	0.7095
IL28B	1.3455
JUND	-0.0855
CHRNB1	0.084
CAMK2B	1.7455
FETUB	-2.454
CXorf23	1.079125
MRTO4	-1.76
TTC3	0.7604
NDUFB8	0.998666666666667
EDG2	-0.5125
SEMA3G	1.323
IL23A	-1.88675
GRHL1	1.4109
LOC441054	0.428
WDR65	1.024875
PSTK	0.9925
STOML3	1.8495
R3HDM2	-0.3351
C5	-2.47575
SLC2A10	0.660333333333333
C3orf22	0.5315
PAQR3	-0.493230769230769
ANKRD26	-0.238833333333333
HCRTR1	0.1995
LOC399947	-0.28125
PSD2	-0.3925
TIGD2	0.569333333333333
SCRN1	-1.018125
COQ10A	-0.455
DDI2	-0.1365
METTL7B	-0.663166666666667
UCN2	0.3475
FAM92A3	-0.502
WDR16	4.4875
ZNF511	1.16966666666667
ZMYM5	0.92075
POLR3G	-3.1095
ZNF586	0.74625
C1orf49	0.4265
TANK	0.698333333333333
RCAN1	-0.0546666666666667
PELI3	0.252833333333333
LIMD2	-1.01358333333333
TMEM189	-0.9385
NTN4	1.87825
LOC151300	-0.0645
CLEC2A	-0.513
GPR135	0.747
DPYSL4	0.7996
JAK2	-0.4725
TSHZ1	0.8155
TM9SF4	0.51025
ZNF264	0.273666666666667
SIRPG	0.433
BICD1	-0.92125
HERC6	1.8785
METTL5	-1.018
CASP1	0.41
PRRT1	-0.6425
PLA2G4C	2.3105
ICA1L	0.621857142857143
TPTE2	0.367
OTUD7A	0.456166666666667
AQP11	-0.0615
APOA2	-4.9428
KALRN	-0.9125
SECTM1	0.667166666666667
IFNAR1	0.7865
TALDO1	0.430375
RAB11FIP4	0.430583333333333
EIF5A	-0.395
FAM49A	0.51675
NEGR1	0.367166666666667
YTHDC2	-0.375125
EHD2	-0.425125
NCF1	0.8268
SCRT2	0.158
HOXA5	-0.170166666666667
NUP133	0.3975
FGF12	-0.9894375
SLMO2	0.189875
SNTA1	0.90825
CACNG2	0.497625
GCM1	0.37025
ELF1	1.07516666666667
TLR5	3.482
TCFL5	-1.33783333333333
RBMY2FP	-0.277
LOC100125556	1.260125
FAM129B	0.126375
MAP3K7IP1	-0.37075
NCK2	0.4345
OXA1L	-0.585
FMO9P	0.688
ZSCAN12	0.2695
PSMD12	-0.703666666666667
HSCB	-0.50375
CLDN10	-2.115
MGC13053	-0.6165
HPCAL4	-0.680833333333333
ASZ1	-0.651
MEX3D	0.306583333333333
NFAT5	-1.0544
CSPG4LYP1	-0.458166666666667
FBXO3	1.5702
DVL1	-0.7015
CMKLR1	1.08066666666667
TYMS	-3.371
PEF1	1.02425
ZNF750	1.87383333333333
MCM5	-1.739
MEGF11	-0.54275
KCNK7	0.047
PTP4A3	0.276
C1QTNF2	-1.38033333333333
OR6S1	0.2845
FAM122B	-0.872
ZNF551	-0.7535
HBQ1	-2.635
GEMIN6	-0.2005
ARSK	-0.716
RBP7	3.02316666666667
CPNE9	-0.04125
DSC1	2.053
LOC730112	1.15
MAP2K4	0.784125
HS3ST5	-1.1775
EPB41L3	-2.03275
TEKT2	3.78375
CDKN2B	-0.0868333333333334
ZNF480	-0.97725
MAP3K6	0.004
MAP6	3.422
HN1	-0.032
OR2L13	0.345833333333333
SLC16A11	0.50375
FAM96A	-1.08225
APOL1	-0.184
C5orf32	0.48975
RTP1	-0.158333333333333
RNF175	-0.744
ZBTB41	1.60425
AHCTF1	-0.6057
SAE2	-0.2682
ITGA2	-1.21458333333333
MME	-0.2205
CCDC14	-2.25325
MAST4	0.229642857142857
KRT33B	0.173
KCTD2	0.00249999999999999
WDR26	0.599833333333333
MFI2	0.8705
NR4A3	-0.05725
ARSA	2.224
UNKL	-0.1385
SULT6B1	0.6715
CCNA2	-3.589
SOX15	-0.444
PPAPDC1B	1.24416666666667
C19orf44	-0.948
MCAT	0.597
ARID1B	-0.256625
OR52N1	0.1635
C12orf48	-1.65575
MAGI1	0.50775
NIPA2	-0.5365
GBX2	-1.1185
RSHL3	3.7845
RAVER1	0.224833333333333
C15orf17	-0.4175
SLC30A2	2.438375
ZNF518	0.1575
PCYT1B	-0.66325
C10orf114	-1.474
EIF3H	-0.505416666666667
SLC25A39	-0.102166666666667
KIF1B	-1.1165
AMOTL2	-0.264
C6orf120	0.62725
PSRC1	-2.28175
PLA2G10	3.539125
KIF5C	-0.24875
MRPL37	-0.7825
C17orf62	1.0755
C9orf135	0.863333333333333
DUSP10	-0.0012
CLCNKB	0.576
PSMA5	0.335125
C8orf53	-0.394
AMPD3	1.63333333333333
PIAS1	-0.251
ADCYAP1R1	-0.102
GYLTL1B	0.6675
CDH20	0.3365
FBXO7	-0.37325
TMEM134	0.873166666666667
FLJ14213	0.614833333333333
ZNF3	-0.3185
LRRFIP1	-0.00399999999999999
CNOT2	0.681083333333333
ABI3	1.8875
ALDH5A1	0.9425
HNT	1.5551
SERPINA4	-1.4105
TK2	0.84975
STMN1	-2.87933333333333
GUCA2A	-0.0878333333333333
GALNT10	0.847214285714286
DPP6	-0.38705
C9orf93	0.215625
PRELID2	-0.92075
STK39	1.054125
SFTPA1	-0.71375
CKS2	-2.34533333333333
RHO	-0.045625
C20orf135	-0.09375
XKR3	-2.9695
CR1	-0.435125
RPS6KA2	-0.205357142857143
C20orf112	0.44725
MRPL22	0.05175
C4orf23	1.39583333333333
GADD45B	0.49775
KLHDC1	2.1255
C2orf48	-1.654
ZNF287	1.4475
DAAM2	-2.20725
DPPA2	-3.003
TCTN3	0.919166666666667
DNAJB11	0.26275
FPR1	3.26575
DEFB4	0.1545
PTCD2	-0.5936
SMOC2	5.20783333333333
CABP7	-0.0565
SERPINB11	0.08525
MAGEF1	0.2735
NDE1	-0.0695
ITGA10	0.022
FSHB	0.342
ANXA2	-0.271
HORMAD2	0.19475
HLCS	1.221
MCF2L	1.901
FH	-0.0215
TBC1D24	0.776
KIAA1505	2.1285
LGALS2	-2.24275
CNBD1	-0.4345
SYNPO2L	0.3795
PTPN23	-0.58
C1orf183	0.859
MAGEA8	-2.66
DGCR8	-1.774875
GSR	0.6005
PAQR7	0.25175
ZNF676	-0.16225
CACNA1C	-0.7685
SP7	0.113
PDCD6	0.6615
NRN1L	-1.3425
BRI3BP	0.147583333333333
KIAA1183	0.93125
ASB4	-0.47375
CCL23	0.7164
OBSL1	-0.94825
SLC12A7	1.28058333333333
KIAA0240	1.081375
CD1B	-3.7814
FCGR2A	-0.709875
MDC1	-2.23675
HTR1A	0.292666666666667
OCEL1	1.04975
ATP11B	-0.440625
FBXO34	0.726
PCDH12	2.93033333333333
RPE	-0.235
C17orf74	-0.161
CSDC2	0.4935
PET112L	0.296
TMBIM1	0.840125
P2RXL1	-0.323
TCHP	-0.17275
TRMT1	-1.7185
F2RL2	0.45975
LRRC32	2.59483333333333
IMPG2	0.4915
BGLAP	0.234
LOC493869	-2.07591666666667
MRAS	0.394125
SLC35F5	1.274
CBWD1	0.1715
AXL	-2.252875
ATP2C2	3.06725
TELO2	-0.55925
PNPLA3	-5.19475
PCDHB14	0.428
CD276	1.79
KRT80	-1.18375
DUSP28	0.352
CSNK1E	-1.42316666666667
SRP14	0.8295
KCNQ4	0.234
KRT72	0.528333333333333
CCDC117	0.964375
C6orf89	0.817222222222222
TUBB2B	-2.56133333333333
RTN4IP1	-0.72075
CR1L	-3.36866666666667
CEND1	0.310125
C12orf41	0.921833333333333
RNF31	0.45575
UBN1	-0.398833333333333
C17orf32	0.726
SLC5A7	0.08025
GPR92	0.898166666666667
ESAM	2.1116
CTNNA1	0.210833333333333
HRBL	0.5667
CBX4	0.293
TMEM182	0.68225
SH3TC2	-1.03733333333333
IL10	0.349333333333333
PXMP4	1.9695
RNF167	0.3834
PAK7	1.92066666666667
ETV3	-0.0155
ATPIF1	-0.0275
LOC554207	-2.23966666666667
OR8H1	0.15825
WDFY3	1.199
DPM1	-0.89875
GPSM1	-0.0125
WDR92	-0.1963
LRP1	0.230666666666667
ANKH	-1.491875
THUMPD3	-0.56775
POLR1B	-0.5265
OLFM4	7.2755
RAD9B	0.34425
TSPY2	-3.2265
PAX6	-1.82483333333333
SCG2	-3.611875
SLC17A6	0.19225
FMO3	1.540375
PADI4	-0.012875
TUBB4	-0.7246
NLK	-0.04625
POU4F3	-0.2785
SDF4	0.72075
ITGBL1	1.61966666666667
NETO1	-1.679125
TAP2	0.233375
ABBA-1	-0.158916666666667
GNAI1	-0.874
VPS4B	1.63075
NOPE	-0.4281
GALNT6	2.56333333333333
SESN1	0.182375
GBE1	-2.35988888888889
CLASP1	-0.08425
RASGEF1B	0.547
ACOT11	0.125214285714286
AFAP1	0.39825
OR2H2	0.28925
DPY19L2P1	-0.803
DZIP1	-2.482
SEC22C	-0.382833333333333
GPR161	-1.63658333333333
RNF146	0.13675
WDR74	-1.117125
GALP	0.642
PURA	0.67175
DNPEP	0.982166666666667
RP11-78J21.1	-1.18875
ERBB2	2.63975
FANCM	-0.66975
NEO1	1.2425
DDX3Y	-4.8832
RPS3A	-0.1485
MXRA7	0.239071428571429
LGALS3	0.440833333333333
GLT8D1	0.0655
CFL2	-1.8105
UPB1	0.05725
NAP1L5	-0.115125
CLDN14	-0.411
DHX38	-0.69375
BTBD1	0.01275
TARS2	-0.272166666666667
ABCF1	-0.7504
FCF1	0.117666666666667
LRRC49	0.65725
GUCY1B2	0.595
C1orf177	0.729333333333333
SMARCA4	-1.29992857142857
LRP8	-3.62933333333333
TAGLN3	-0.4535
MRPL14	-0.08775
TTRAP	0.1185
ZDHHC20	1.29125
NFE2L3	-1.6675
KIAA1377	0.920875
PALMD	0.7025
TMEM43	-0.49975
TTL	-1.529375
STAT5B	-0.804166666666667
SSB	-1.4425
OR10H5	0.1705
SLC22A13	-0.40475
AKAP3	-0.52125
TIMM23	0.9445
OAS2	2.58708333333333
KIAA0423	1.905
TRIM11	0.7045
GLIS3	0.1695
TMEM50B	2.82483333333333
ARHGEF4	-1.392
DEGS1	0.171181818181818
TBL1XR1	0.4838
G6PD	-1.43575
SP140	0.0785
MUC17	0.150230769230769
NUDC	-0.2841
DNAJC5B	0.606333333333333
SCARA3	-1.434
CPA3	3.32883333333333
BCAT2	0.7245
MFN1	-0.0104
NRG3	0.954
SNX11	1.1675
PLEKHH1	-0.664333333333333
GPR177	-0.789
HCFC2	0.62125
TCAP	-1.60475
MOCOS	-0.77875
C14orf93	-0.0845
PRDM10	-0.622
SLC16A4	-0.177916666666667
SRGAP1	-0.596
VIP	-0.07525
DUSP27	1.003
LILRA1	0.9593
MC2R	0.6435
MGC24103	-2.1325
MBTD1	-2.163
FUT11	0.0693333333333333
USP33	0.4994
C15orf39	-1.65625
MAP3K12	-0.418375
PAAF1	-0.806666666666667
BARHL1	-0.1335
FLJ16165	-0.6635
PIWIL2	-3.03675
SYNE1	0.301333333333333
CMTM4	1.573625
TSPYL1	1.399
GUF1	-0.689333333333333
TMEM157	1.9615
WDR44	0.19275
HIST1H3C	-0.339
DKFZp666G057	3.283
RNPEP	1.49875
GAS2L2	3.15233333333333
ADH4	-4.4795
GRPR	1.1745
FBXL17	0.83625
ZBTB10	-0.338166666666667
Gcom1	0.669444444444445
HTRA1	1.1609
ZNF585A	-0.539166666666667
SLC26A2	0.0623846153846154
OTOP3	0.2585
WISP1	1.68455555555556
ATP2B4	-1.456
FLJ10769	1.47475
CRAMP1L	-0.13175
CHST12	-1.14975
RAB22A	0.0750833333333333
TARDBP	-0.648142857142857
STAU1	0.2925
CRB3	2.66
MIG7	-1.756
CHMP1A	1.153
ZNF160	-0.063625
B3GALT6	0.416
BARX1	-1.41216666666667
C6orf167	-1.9256875
NXNL1	0.463
DHX29	0.585125
HADHB	0.7675
PLXNB2	0.923625
ILDR1	-1.7595
SLC15A3	1.682
GAS2	-2.373
C20orf69	-0.20825
NUMB	-0.029
TNIP1	0.13725
MESP1	0.455166666666667
PSKH1	0.70875
NSFL1C	0.26375
RHOG	-0.0735
HEY1	-2.9665
KNG1	-1.46525
ITGAX	1.2273
LIN9	-1.00333333333333
CANT1	1.84675
XRN1	-0.265571428571429
CCDC96	2.3549
HEATR6	-1.34766666666667
GNG7	0.49975
RUNX2	0.2334375
SOX1	0.596166666666667
FCRL5	-0.1745
ZNF99	0.595875
FAM9A	-0.2665
SNX22	0.111333333333333
MBNL3	-2.44166666666667
ODC1	-2.2129
ADORA2B	-2.0125
NR2F6	0.37975
ZFYVE16	0.4875
SYNJ2BP	0.8744
POLE	-1.274375
E2F2	-2.150625
THRA	0.7855
PTGES2	-1.0395
HIP1R	1.04333333333333
TMUB1	-0.246666666666667
ENO3	-2.2765
RSPH10B	-0.0405
CXorf39	1.328
IRGC	0.5015
GPR109B	-1.203
FLJ13305	-0.66
LCE3A	-0.485
TNFRSF18	2.04233333333333
DET1	-0.16
TRPM3	0.0242727272727273
C16orf79	-2.074
FECH	0.7865
RAP2A	-0.2545
CRIP1	3.09866666666667
AZIN1	-0.12625
SLC7A7	2.85725
IL10RA	-0.00529999999999999
TMEM64	-3.20175
CDC42EP4	0.8645
C16orf58	0.564
ARG2	-2.18575
POU5F1P4	-5.03725
FAM62B	-0.4575
DNAH8	-2.4946
ASH2L	-0.013375
TSLP	-2.316
CNTNAP5	-0.0631666666666666
TMEM16C	4.84775
IFNA14	-0.086
SLC1A3	-0.215125
CABYR	2.24475
BCL7B	-0.0396
NUDT13	-1.20483333333333
C13orf28	0.777
C1orf53	1.597
ARL6IP4	0.991
RPL35A	-0.86625
EMR3	0.6215
RAB40C	0.556666666666667
SLC41A1	-0.462833333333333
LRCH1	0.673
LY6G5B	-0.995
FAM124A	-0.630928571428571
MGC10981	-4.16883333333333
CLIP3	-0.6033
MAP4K2	-0.569833333333333
CHIC1	0.03275
SULF1	1.95566666666667
C20orf30	0.368571428571428
PRDM5	-0.272125
ELOVL1	0.216
C11orf48	-0.243
SLC39A10	0.1015
KCNV1	0.21575
ACP1	-0.337833333333333
ZMYM2	0.261375
B3GNT6	0.179833333333333
C9orf69	-0.51475
C2orf15	0.9945
C20orf166	-0.6715
HSP90AA6P	0.023
EDG7	-0.19
NEURL	1.102625
LPL	-0.0913333333333333
CLEC2D	-1.20921428571429
GRRP1	1.15733333333333
CD8B	-1.2175
HIST1H3D	1.4915
SLC6A12	0.087
FAM27L	0.02
CD84	0.7001
RASA1	0.02
PHKG1	-0.25
MAGEA11	-1.204
IMPA1	-0.9464
NPM3	-1.32775
RARRES1	3.22375
SH3BP1	-0.134625
B3GNTL1	-0.1395
ARPC5L	-0.122
KLHL26	0.3345
SIM2	1.868625
GJC1	0.4595
C20orf194	-0.231
EXO1	-3.517
SLC2A2	-2.07866666666667
LOC285074	-1.2495
LRG1	2.1105
KIRREL	-0.503
PIK3R1	1.21121428571429
C4orf34	1.5735
MAF	-2.46566666666667
ADCY4	2.94083333333333
ZMIZ2	-0.4717
SLC46A3	2.82466666666667
STAMBP	-0.173
CCDC16	0.312
MS4A12	-0.046
TCF20	-0.73575
LRRC46	3.29425
C20orf152	1.15275
MRPS6	-0.01625
ABCB11	-0.014
KCNC2	0.29
CDH19	-1.4355
C9orf123	-0.1505
SSH3	1.23225
LDLRAD1	3.136
CCBE1	-0.63525
ZNF135	1.753125
TAAR1	1.452
WFDC12	0.365
CCDC42	0.140666666666667
FLJ12529	-0.7295
PER1	-0.825
TIMM50	-0.4835
SMARCAD1	-0.215333333333333
FAM26C	0.4485
TP53TG3	-2.57633333333333
SH3RF1	1.8092
LMCD1	0.916
