Hybridization REF	TCGA-BH-A0B7-01A-12R-A115-07
NMD3	-0.675416666666667
C18orf54	-1.4819
PHOSPHO1	0.1055
RAG2	-2.1625
EMILIN3	-0.314
METTL3	-1.00075
VPS13C	0.743125
REXO2	-0.24325
ANXA4	0.24275
CA1	-0.65825
DCP1B	-0.96475
TULP3	-1.54633333333333
ATP2A2	-0.0774285714285714
ATIC	-0.06425
ADAM15	0.739416666666667
NPL	1.35833333333333
LGR4	-0.21125
UEVLD	1.11833333333333
GAB1	2.1635
SNAI2	0.614666666666667
ZGPAT	-0.8692
SNF1LK	0.26275
DLEU1	-1.91725
UBE2Q1	0.795375
ZMYM6	0.08325
JPH3	1.8155
FAM38A	-0.210333333333333
PXK	-0.227833333333333
DENND2D	2.35025
BAX	-0.82475
CP	1.00036363636364
RPL37	-0.1535
G6PC3	0.363625
NCOA4	0.208833333333333
LRRC14	-0.6825
GORASP1	0.572
FCHO2	1.1675
CYP24A1	-3.2624
FXYD3	1.51425
SMARCAL1	0.70325
ABCB8	0.175833333333333
CCDC44	-0.8765
PRDM7	-3.595
USH1C	-1.1755
DNAH5	0.566666666666667
SRF	-0.0685
MAL2	2.8035
PGPEP1	-0.58375
SIN3B	-0.21775
SEMA3C	-0.0286666666666667
GRAMD3	1.76825
FBXO10	-0.510375
OR5D13	1.0325
FLJ31818	-0.30025
CACNA1I	0.579875
S100A13	-0.548
TP63	1.82985714285714
ANXA11	0.4485
WDR66	-0.444625
CSF2RB	0.6635
IFI44	1.086
DACT1	1.95516666666667
ANKRD23	-2.089625
ATP5G1	-0.6685
C21orf70	-0.521
PPWD1	-1.60125
DNAJC13	0.69575
PAH	-1.78683333333333
PTCH2	0.425
TRMU	-1.62175
CCDC9	-0.3175
USP3	0.362
DCLRE1C	-0.2298
FAM55C	0.5455
FRMD4B	2.4265
CYP2R1	-0.195
RFPL1	0.3754
XPO5	-0.5125
ARL6IP2	0.4695
OSBPL5	1.752
MMP9	4.40409090909091
KIAA0802	-1.084875
DHRS2	-1.78533333333333
SGEF	0.0745
TXNDC10	-0.259
EXOC6	0.393
RPS27	0.236
PNCK	-0.210833333333333
FSTL1	0.22175
AACS	0.62525
SLMAP	0.623166666666667
SAMD4A	-0.2293
ABRA	-0.4575
SMARCD3	0.09075
PKNOX2	-1.0825
A4GNT	0.6815
C9orf39	-1.05166666666667
RALYL	3.6675
MGC33556	-2.453
C10orf25	-0.341
BBOX1	5.87075
NHEDC1	-0.46175
XDH	1.67025
GCSH	-1.812
EDN1	2.54033333333333
MTERF	-0.6885
CLK4	0.34925
ZNF799	0.2735
KCNG1	-0.640625
CXCR4	2.06966666666667
PTPRR	-2.07025
IRAK1	-0.70025
LOC401397	-0.5115
TMSB10	1.97392857142857
CXCL3	-3.6694
TMC4	1.3325
OR7A10	2.6875
STYK1	1.91975
CHRNA10	-0.19
CCNI	0.65725
EP300	1.04942857142857
LOC165186	-0.827333333333333
HIC2	-3.2845
SDR-O	0.668
OR2W1	0.3975
KCNA6	0.229
TRIM74	-1.758
REEP6	1.33175
ATP5G2	-0.06175
ERG	0.983125
TMEM42	-0.512
PARN	-0.413666666666667
SOD2	-0.0214375
DIRAS1	0.1545
PNPT1	-1.40925
JOSD3	-1.811
hCG_40738	0.365
PDE1C	-2.255
SEMA4D	0.264125
AGPAT1	-0.0675
NOSTRIN	1.18825
MAP3K3	-0.0303333333333333
MAX	0.377785714285714
CAPS	0.591666666666667
SERPINA12	0.12
OSBPL8	0.244125
RICS	2.2016
NR4A2	2.121
PPCS	1.44383333333333
LONP1	-1.302
SCYL3	2.01425
HERC2P2	-1.6835
FIBCD1	-1.3255
C15orf41	-1.18975
DMC1	-0.9925
C20orf27	-0.70525
RPS6KA5	0.7219
FAHD1	0.00683333333333333
SLC12A4	0.18825
BRCA1	-2.52633333333333
GBL	-0.315
SLK	0.386666666666667
NUDT9P1	-1.557
NOXO1	-0.477
USP52	-2.0585
BAZ1B	-0.228375
SLCO2B1	3.063
BBS12	0.759166666666667
LRGUK	-0.465833333333333
TERF2IP	0.0395
COL1A1	4.629
KIAA0090	0.838375
GRK5	0.458
AP1S2	-1.1924
TMEM52	-0.728833333333333
CA11	-0.47575
OR4A15	0.397166666666667
ACBD3	1.3625
SPAG11B	0.592125
PRDM2	1.3551
FOXP3	0.1915
SMYD3	1.1916
LOC389199	0.152
LGI2	2.67483333333333
NAPE-PLD	-0.3244
ANKRD6	0.438
WDR45	0.653833333333333
SHROOM1	1.13
PSCD3	0.1675
PYY	0.148
KCNC1	-0.9055
ARHGEF9	-0.2081
OR8J1	0.62225
GPR55	0.157333333333333
NS3BP	-1.432
C10orf22	0.463
NAT8L	0.11325
DUSP4	1.0035
FOXM1	-2.09133333333333
GRAMD2	2.7027
ZBTB48	0.182333333333333
BUD31	-0.502
PABPC5	1.32
CCDC41	-1.58225
FBXO11	0.182833333333333
C6orf148	-0.21775
RFXAP	-1.47025
C6orf15	0.103833333333333
CDK8	-0.508166666666667
C6orf70	0.514
TESSP2	-0.3225
ALG2	-0.08675
PPP1R3D	1.15025
TPM3	0.4995
SYT13	3.13625
EPB42	0.132333333333333
CETN3	-0.9715
PRY	-0.128
NTHL1	-0.8995
POLR2B	-0.0425
RPS28	-0.0138333333333333
P2RX3	0.51975
LYZL4	1.09666666666667
WBP4	-0.5258
PMM1	-0.38625
C11orf79	0.3545
CBLL1	-0.51775
IL1F10	0.977666666666667
VAX2	0.7865
SETDB1	-0.0218333333333333
LRAP	0.0725
GCLM	-0.850833333333333
CPEB3	1.52225
PPM1A	0.256875
INTS1	0.20925
CAMTA1	1.709
SAMSN1	-1.16025
LOC158830	-0.895333333333333
GMPPA	1.06975
AIPL1	-0.447333333333333
IL24	0.640333333333333
BDKRB1	-1.04133333333333
MLF1	-0.8382
TAF12	0.00875
ID1	-2.39575
THADA	-0.274875
PIK3CB	0.70975
OR4N5	0.591
TBC1D17	-0.212333333333333
COX8A	0.16975
CDCA4	-1.1165
C2orf44	-0.85475
ZNF534	-0.54025
IMMP1L	0.51125
NIPSNAP3B	0.068375
FTMT	0.54475
PWP2	-0.0393333333333333
MMP15	1.4208
DNAH11	-0.515
MTMR14	0.352125
DNAL4	1.49225
IPP	-0.18225
TMEM59	0.76125
C1orf157	1.465
RGS4	0.995666666666667
DDX18	-0.476833333333333
SNX6	-0.27275
ZNHIT2	0.140666666666667
NCDN	0.5675
FLJ33534	0.4425
RAG1	-2.06314285714286
OR4D10	0.174
PTPN5	-0.0915
POMT1	0.066375
LRRC8A	0.2987
CYP1A1	-1.0625
CAPN1	0.9865
DDHD2	-1.075375
GRIK2	-1.205
GNRHR	0.3415
PPBP	0.9605
HTR3A	0.18275
SLITRK4	0.33
ANKRD49	-0.19975
BTF3	-0.8056
SARS	-0.37925
C13orf18	0.419833333333333
CACNB1	-0.339714285714286
QKI	0.435590909090909
SETMAR	0.657375
MAN2B1	0.784333333333333
EML3	0.08425
ACADL	1.37433333333333
OFD1	-0.35425
DEFB114	-0.97
CGA	-3.7021
PEX16	-0.0345
LRRC10	-0.88
GNG12	0.43
C1orf152	-0.1695
CHRM1	0.5005
CD53	1.503625
DBH	-0.533
TFAP2B	4.57775
HIST1H2BJ	0.927333333333333
FAM46D	0.3945
TMEM11	0.54
C3orf32	-2.13575
PCCB	-0.91975
IPO13	0.76625
C6orf105	-1.06875
COMMD5	0.1375
SUV420H1	-0.1266
LTBR	0.8115
ARHGAP15	0.492375
HDHD2	0.20275
TDRKH	-0.490833333333333
LOC401052	2.4035
PSG4	-0.52075
GNB4	-0.127
SPATA4	-0.66575
SLC9A3	-1.482
OSBP	0.367
NBPF3	-0.029
DOCK11	-0.4355
SLC39A5	-1.37416666666667
PRR5	0.5604
C10orf63	1.8135
SMTNL2	-0.59925
ADRA1A	0.7665
ASAH1	1.4924
DOM3Z	-0.2845
GIPR	0.2445
AHI1	-0.59025
NADSYN1	0.119666666666667
RGS14	0.8008
IL18BP	1.0409
RTN4RL1	1.73608333333333
ARMC6	-0.72275
PSMD5	0.215
HK3	1.9117
OR4S1	1.12875
RSU1	1.028
MAD2L1	-1.493
EIF4A3	-0.55325
DLEC1	0.262666666666667
E4F1	-0.672666666666667
CHMP2B	0.5982
CAMSAP1	-0.57475
RPS21	-1.68133333333333
ARID5A	1.15875
UBE2N	-0.1265
IGSF8	1.49233333333333
MAGEB6	-1.877
ACAD11	-1.6264
MGC4172	-0.25725
LMO4	0.246
KLKB1	-0.18075
HP	-0.742
HDAC3	0.34275
SCHIP1	0.1785
CLCA1	0.05
OLFML2A	1.43125
C1orf112	-2.31875
KIF19	1.68025
HAPLN4	-0.2632
CXCR7	0.315166666666667
GOT2	-0.5937
RAB38	-2.1615
DCX	0.47175
PPM1H	0.971166666666667
NFYC	0.201666666666667
KIN	-0.07775
ZNF228	0.604
PLSCR4	2.23933333333333
HIG2	-0.6015
FAM79B	1.9775
C21orf86	0.2458
KCNK10	1.434
ZNF738	-1.13125
FSTL5	-1.02616666666667
OR6A2	-0.1285
OTOA	0.597166666666667
EXOC1	0.085375
AHRR	-3.694625
PDAP1	-1.581
C19orf6	-0.412875
ZAN	0.267
LY6G6E	0.038
EIF4E2	0.04875
C20orf198	-0.82475
ZNF324	-0.0285
CYP3A5	0.428333333333333
ENTPD7	1.2575
MBOAT5	0.215666666666667
GJB5	0.31025
TTC13	1.43775
S100Z	-1.10183333333333
KIAA0664	-0.505833333333333
PDGFRB	2.12316666666667
IL17D	-0.1065
OR56B4	-0.2855
RDX	-0.368
SLC34A3	0.2085
IL28B	-0.0155
JUND	0.73175
CHRNB1	-0.024375
CAMK2B	2.82575
FETUB	-1.032
CXorf23	0.8745
MRTO4	-1.067375
TTC3	0.7783
NDUFB8	-0.394166666666667
EDG2	-0.03
SEMA3G	1.67975
IL23A	-1.0995
GRHL1	1.9923
LOC441054	-1.147
WDR65	0.7895
PSTK	-0.4905
STOML3	-0.237333333333333
R3HDM2	-0.3606
C5	-2.69925
SLC2A10	0.779
C3orf22	0.12175
PAQR3	0.247153846153846
ANKRD26	-0.775416666666667
HCRTR1	0.163
LOC399947	-0.42425
PSD2	-0.99925
TIGD2	0.334166666666667
SCRN1	-1.284375
COQ10A	-1.28975
DDI2	0.1505
METTL7B	0.542166666666667
UCN2	0.1895
FAM92A3	-0.877
WDR16	1.75475
ZNF511	-0.252666666666667
ZMYM5	-1.482625
POLR3G	-3.101
ZNF586	-0.66275
C1orf49	0.720833333333333
TANK	1.207
RCAN1	0.382833333333333
PELI3	-0.0493333333333333
LIMD2	1.06375
TMEM189	1.019
NTN4	1.1095
LOC151300	1.177
CLEC2A	-1.994
GPR135	-0.712375
DPYSL4	-2.6156
JAK2	0.327166666666667
TSHZ1	0.718166666666667
TM9SF4	-0.39
ZNF264	0.926
SIRPG	2.2955
BICD1	0.222
HERC6	1.48066666666667
METTL5	-1.7215
CASP1	1.64425
PRRT1	-0.089
PLA2G4C	3.36833333333333
ICA1L	-0.662285714285714
TPTE2	0.7254
OTUD7A	0.460166666666667
AQP11	-1.5465
APOA2	-4.1769
KALRN	1.161
SECTM1	1.42908333333333
IFNAR1	1.0515
TALDO1	0.64675
RAB11FIP4	0.757333333333333
EIF5A	-0.9465
FAM49A	2.9465
NEGR1	1.07616666666667
YTHDC2	-0.6335
EHD2	0.00612500000000001
NCF1	2.6483
SCRT2	0.3005
HOXA5	-0.947
NUP133	-0.25025
FGF12	-0.0310625
SLMO2	0.442875
SNTA1	0.0185
CACNG2	0.078125
GCM1	1.622375
ELF1	0.618666666666667
TLR5	3.2295
TCFL5	-0.637666666666667
RBMY2FP	-0.981
LOC100125556	0.3645
FAM129B	0.22175
MAP3K7IP1	-0.218625
NCK2	0.514
OXA1L	-0.882
FMO9P	2.164
ZSCAN12	0.2255
PSMD12	-0.120083333333333
HSCB	-0.1285
CLDN10	-2.539
MGC13053	-1.15725
HPCAL4	-0.332166666666667
ASZ1	0.8145
MEX3D	0.265416666666667
NFAT5	-1.0776
CSPG4LYP1	-0.226666666666667
FBXO3	0.5902
DVL1	-0.4505
CMKLR1	2.33333333333333
TYMS	-3.127125
PEF1	0.59175
ZNF750	2.70766666666667
MCM5	-1.3944
MEGF11	1.50975
KCNK7	-0.139
PTP4A3	-0.0065
C1QTNF2	0.948
OR6S1	0.048
FAM122B	-1.2315
ZNF551	-0.2805
HBQ1	-1.8725
GEMIN6	-0.83225
ARSK	-0.36575
RBP7	2.5545
CPNE9	0.09
DSC1	3.579
LOC730112	0.00775
MAP2K4	0.37525
HS3ST5	-2.223
EPB41L3	0.547
TEKT2	-0.23675
CDKN2B	0.255583333333333
ZNF480	-0.7025
MAP3K6	0.7434
MAP6	2.27883333333333
HN1	1.5317
OR2L13	1.6252
SLC16A11	0.40425
FAM96A	-0.6135
APOL1	1.026
C5orf32	0.1445
RTP1	-0.0975
RNF175	0.272375
ZBTB41	1.767375
AHCTF1	0.0607
SAE2	-0.559
ITGA2	0.353083333333333
MME	0.4535
CCDC14	-1.924
MAST4	1.01592857142857
KRT33B	-0.5215
KCTD2	0.137166666666667
WDR26	1.75866666666667
MFI2	-0.695875
NR4A3	1.213125
ARSA	-0.57675
UNKL	-0.512666666666667
SULT6B1	0.1295
CCNA2	-2.50416666666667
SOX15	-0.7905
PPAPDC1B	-0.3085
C19orf44	-0.3235
MCAT	0.02
ARID1B	0.256625
OR52N1	null
C12orf48	-1.67325
MAGI1	-0.236625
NIPA2	0.07575
GBX2	0.66025
RSHL3	1.318
RAVER1	0.0106666666666667
C15orf17	-0.10325
SLC30A2	1.895
ZNF518	0.33325
PCYT1B	-0.63275
C10orf114	-0.23275
EIF3H	-0.102166666666667
SLC25A39	0.15
KIF1B	0.430375
AMOTL2	0.1095
C6orf120	1.381875
PSRC1	-1.8545
PLA2G10	0.39625
KIF5C	1.489875
MRPL37	-0.454
C17orf62	0.485666666666667
C9orf135	-0.6505
DUSP10	1.7179
CLCNKB	0.2435
PSMA5	-0.219125
C8orf53	-0.1315
AMPD3	0.847
PIAS1	0.293
ADCYAP1R1	-0.073
GYLTL1B	1.68075
CDH20	0.5784
FBXO7	-0.5655
TMEM134	1.0055
FLJ14213	1.605
ZNF3	-0.72125
LRRFIP1	0.512541666666667
CNOT2	0.01175
ABI3	2.66575
ALDH5A1	-0.51475
HNT	2.5506
SERPINA4	-2.536
TK2	0.605916666666667
STMN1	-1.15666666666667
GUCA2A	-0.157333333333333
GALNT10	1.65707142857143
DPP6	-0.8821
C9orf93	-1.8515
PRELID2	-1.1705
STK39	0.64125
SFTPA1	-1.723
CKS2	-2.29388888888889
RHO	-0.094125
C20orf135	-0.44675
XKR3	-2.109
CR1	1.883
RPS6KA2	2.018
C20orf112	0.85525
MRPL22	0.09225
C4orf23	0.397333333333333
GADD45B	1.56825
KLHDC1	0.616666666666667
C2orf48	-2.2865
ZNF287	0.7565
DAAM2	-0.642
DPPA2	-3.9115
TCTN3	0.5975
DNAJB11	-0.247125
FPR1	2.73975
DEFB4	0.2245
PTCD2	-1.255
SMOC2	4.70016666666667
CABP7	1.429
SERPINB11	0.33825
MAGEF1	0.1625
NDE1	0.0316666666666667
ITGA10	0.472
FSHB	-0.408
ANXA2	0.957125
HORMAD2	0.517
HLCS	0.80975
MCF2L	1.40216666666667
FH	0.163875
TBC1D24	2.76575
KIAA1505	0.72075
LGALS2	0.72025
CNBD1	-1.286
SYNPO2L	-1.36625
PTPN23	0.380285714285714
C1orf183	-0.408833333333333
MAGEA8	-2.13375
DGCR8	-1.953875
GSR	-1.525
PAQR7	0.04375
ZNF676	0.31975
CACNA1C	0.0254
SP7	-0.2405
PDCD6	0.45025
NRN1L	-1.6615
BRI3BP	-0.41825
KIAA1183	0.45975
ASB4	-0.16225
CCL23	3.2327
OBSL1	-0.774375
SLC12A7	1.25733333333333
KIAA0240	1.198625
CD1B	-1.46833333333333
FCGR2A	1.69725
MDC1	-1.43125
HTR1A	0.5315
OCEL1	-0.1715
ATP11B	-0.0206875
FBXO34	0.2055
PCDH12	3.597
RPE	-0.57225
C17orf74	-0.323
CSDC2	0.5575
PET112L	-0.122
TMBIM1	1.16125
P2RXL1	-0.196
TCHP	-1.044
TRMT1	-1.7545
F2RL2	1.90425
LRRC32	3.3945
IMPG2	0.3785
BGLAP	-0.274
LOC493869	-0.7085
MRAS	2.1705
SLC35F5	1.11
CBWD1	-0.326
AXL	-2.017625
ATP2C2	3.0615
TELO2	-0.54575
PNPLA3	-1.37525
PCDHB14	1.6565
CD276	0.97425
KRT80	-0.672875
DUSP28	0.1605
CSNK1E	-0.388666666666667
SRP14	0.8965
KCNQ4	-0.028
KRT72	1.6425
CCDC117	-0.121875
C6orf89	-0.168166666666667
TUBB2B	-3.847
RTN4IP1	-0.36275
CR1L	-3.14516666666667
CEND1	0.197375
C12orf41	-0.501666666666667
RNF31	-0.44925
UBN1	0.0696666666666667
C17orf32	0.544875
SLC5A7	0.00649999999999998
GPR92	1.1925
ESAM	2.5209
CTNNA1	0.602833333333333
HRBL	-0.2485
CBX4	0.897
TMEM182	0.20225
SH3TC2	0.501166666666667
IL10	1.35083333333333
PXMP4	-1.66
RNF167	0.2095
PAK7	0.7295
ETV3	-0.269
ATPIF1	0.031
LOC554207	-2.0145
OR8H1	0.32875
WDFY3	1.338125
DPM1	-0.64175
GPSM1	-0.429
WDR92	-0.2572
LRP1	0.702
ANKH	0.41625
THUMPD3	-0.867
POLR1B	-0.6665
OLFM4	1.05233333333333
RAD9B	0.2985
TSPY2	-3.4925
PAX6	-2.24783333333333
SCG2	-1.80975
SLC17A6	-0.0365
FMO3	4.08
PADI4	0.274625
TUBB4	0.241
NLK	-0.0185
POU4F3	-0.43
SDF4	0.69525
ITGBL1	2.291
NETO1	-1.449375
TAP2	0.985375
ABBA-1	-0.0198333333333334
GNAI1	1.2585
VPS4B	1.07125
NOPE	-0.1041
GALNT6	2.65116666666667
SESN1	1.145125
GBE1	-1.70477777777778
CLASP1	0.11825
RASGEF1B	1.21275
ACOT11	-0.0522857142857143
AFAP1	1.66975
OR2H2	0.225
DPY19L2P1	-1.97925
DZIP1	-1.9805
SEC22C	0.250333333333333
GPR161	-0.76175
RNF146	0.19575
WDR74	-1.3855
GALP	-0.7145
PURA	0.64975
DNPEP	0.232416666666667
RP11-78J21.1	-1.1805
ERBB2	5.244625
FANCM	-1.36075
NEO1	1.17183333333333
DDX3Y	-4.5961
RPS3A	-0.159625
MXRA7	0.0854285714285714
LGALS3	0.341166666666667
GLT8D1	-0.14375
CFL2	-1.98433333333333
UPB1	0.429
NAP1L5	0.208375
CLDN14	0.555
DHX38	-0.87275
BTBD1	-6.93889390390723e-18
TARS2	-0.0835
ABCF1	-0.5439
FCF1	0.443666666666667
LRRC49	-0.4275
GUCY1B2	-0.779
C1orf177	0.0546666666666667
SMARCA4	-0.370642857142857
LRP8	-1.72216666666667
TAGLN3	-0.62125
MRPL14	-0.458
TTRAP	0.361
ZDHHC20	0.9765
NFE2L3	0.03175
KIAA1377	1.263
PALMD	2.9171
TMEM43	0.04325
TTL	-0.820625
STAT5B	-1.29216666666667
SSB	-1.54175
OR10H5	0.108
SLC22A13	-1.04425
AKAP3	-1.247
TIMM23	-0.274833333333333
OAS2	2.40575
KIAA0423	0.36575
TRIM11	0.422166666666667
GLIS3	0.261875
TMEM50B	1.3265
ARHGEF4	-0.226625
DEGS1	2.35972727272727
TBL1XR1	0.366466666666667
G6PD	-0.117
SP140	1.5052
MUC17	-0.00371428571428567
NUDC	-0.6762
DNAJC5B	2.90066666666667
SCARA3	-0.906
CPA3	5.57216666666667
BCAT2	-0.507625
MFN1	0.0436
NRG3	0.556
SNX11	-0.262
PLEKHH1	0.154666666666667
GPR177	1.92683333333333
HCFC2	0.372
TCAP	2.73725
MOCOS	-1.125
C14orf93	-0.797
PRDM10	0.0351666666666667
SLC16A4	0.41675
SRGAP1	0.225666666666667
VIP	1.779
DUSP27	0.187166666666667
LILRA1	1.3411
MC2R	-0.026
MGC24103	-2.7815
MBTD1	-3.497
FUT11	-0.887
USP33	0.246
C15orf39	-0.11225
MAP3K12	-0.144625
PAAF1	-1.20416666666667
BARHL1	0.047
FLJ16165	0.066
PIWIL2	-1.86675
SYNE1	0.492666666666667
CMTM4	0.630125
TSPYL1	0.5928
GUF1	-0.4075
TMEM157	1.0165
WDR44	0.069
HIST1H3C	-0.0535
DKFZp666G057	1.93825
RNPEP	0.5405
GAS2L2	0.3265
ADH4	-4.389
GRPR	1.88
FBXL17	0.57325
ZBTB10	2.03866666666667
Gcom1	0.698888888888889
HTRA1	2.0487
ZNF585A	-0.537
SLC26A2	0.846714285714286
OTOP3	0.0583333333333333
WISP1	2.27222222222222
ATP2B4	0.228333333333333
FLJ10769	-0.06675
CRAMP1L	-0.35725
CHST12	-0.48125
RAB22A	1.24483333333333
TARDBP	-0.617714285714286
STAU1	0.3555
CRB3	1.75466666666667
MIG7	-2.7945
CHMP1A	0.137166666666667
ZNF160	0.3015
B3GALT6	-0.029875
BARX1	-2.05283333333333
C6orf167	-1.5841875
NXNL1	0.549
DHX29	0.2455
HADHB	0.13125
PLXNB2	0.86325
ILDR1	-1.721
SLC15A3	2.58025
GAS2	-1.52633333333333
C20orf69	-0.0315
NUMB	-0.15275
TNIP1	0.94725
MESP1	1.63116666666667
PSKH1	-0.071
NSFL1C	-0.5635
RHOG	0.814
HEY1	-1.94416666666667
KNG1	-1.71257142857143
ITGAX	2.4353
LIN9	-0.609333333333333
CANT1	1.338875
XRN1	0.0897857142857143
CCDC96	1.8781
HEATR6	-1.30466666666667
GNG7	0.01775
RUNX2	1.1850625
SOX1	-0.433
FCRL5	1.9322
ZNF99	0.327875
FAM9A	2.2485
SNX22	0.536666666666667
MBNL3	-1.781
ODC1	-2.2401
ADORA2B	-1.9965
NR2F6	-0.052
ZFYVE16	-0.302333333333333
SYNJ2BP	0.5082
POLE	-0.818125
E2F2	-1.1205
THRA	0.977
PTGES2	-0.934333333333333
HIP1R	0.3865
TMUB1	-1.07233333333333
ENO3	-2.24625
RSPH10B	0.5125
CXorf39	1.35675
IRGC	0.14525
GPR109B	1.4795
FLJ13305	-1.402
LCE3A	-0.3705
TNFRSF18	-0.963
DET1	-0.185
TRPM3	-0.3755
C16orf79	-1.7025
FECH	0.0825
RAP2A	0.389666666666667
CRIP1	1.90383333333333
AZIN1	-0.30925
SLC7A7	3.5775
IL10RA	1.4049
TMEM64	-1.577
CDC42EP4	1.1558
C16orf58	0.0468
ARG2	-1.56625
POU5F1P4	-4.6675
FAM62B	-0.065875
DNAH8	-1.1918
ASH2L	-0.758375
TSLP	-2.6905
CNTNAP5	-0.384166666666667
TMEM16C	0.343
IFNA14	0.256
SLC1A3	1.188375
CABYR	0.811
BCL7B	-0.4318
NUDT13	-1.55466666666667
C13orf28	-0.155
C1orf53	-0.18075
ARL6IP4	-0.2653
RPL35A	0.06775
EMR3	1.34325
RAB40C	0.389916666666667
SLC41A1	-0.283666666666667
LRCH1	-0.08675
LY6G5B	-1.2285
FAM124A	-0.149714285714286
MGC10981	-2.59766666666667
CLIP3	0.4556
MAP4K2	0.272333333333333
CHIC1	-0.4045
SULF1	2.73733333333333
C20orf30	-0.167
PRDM5	-0.630875
ELOVL1	0.58225
C11orf48	-0.5425
SLC39A10	0.10925
KCNV1	-0.29725
ACP1	-0.699333333333333
ZMYM2	-0.759125
B3GNT6	0.107166666666667
C9orf69	0.0075
C2orf15	-0.91425
C20orf166	null
HSP90AA6P	-0.603
EDG7	0.48
NEURL	0.031125
LPL	3.964
CLEC2D	0.746428571428571
GRRP1	1.996
CD8B	-1.6785
HIST1H3D	0.8725
SLC6A12	0.520375
FAM27L	-0.215
CD84	2.2628
RASA1	0.993
PHKG1	0.171
MAGEA11	-1.809
IMPA1	-1.416
NPM3	-2.3235
RARRES1	5.025
SH3BP1	0.256875
B3GNTL1	-0.2525
ARPC5L	0.683666666666667
KLHL26	0.2755
SIM2	0.255
GJC1	0.184
C20orf194	-0.1305
EXO1	-1.591
SLC2A2	-2.07
LOC285074	-1.58
LRG1	2.25175
KIRREL	-0.329
PIK3R1	3.06028571428571
C4orf34	2.355
MAF	-0.275388888888889
ADCY4	4.2895
ZMIZ2	0.2165
SLC46A3	1.05266666666667
STAMBP	0.377166666666667
CCDC16	-0.44275
MS4A12	0.1955
TCF20	-0.34225
LRRC46	0.268
C20orf152	0.398
MRPS6	1.0215
ABCB11	-0.1235
KCNC2	0.495166666666667
CDH19	-2.22
C9orf123	-1.23683333333333
SSH3	0.2555
LDLRAD1	-2.03075
CCBE1	-0.3565
ZNF135	0.566625
TAAR1	1.015
WFDC12	0.548
CCDC42	0.243833333333333
FLJ12529	-0.366
PER1	-0.457166666666667
TIMM50	-0.740166666666667
SMARCAD1	-0.102666666666667
FAM26C	0.335
TP53TG3	0.377833333333333
SH3RF1	2.6961
LMCD1	1.66025
GPR63	-0.3905
FLJ21986	-2.376125
AIFM3	-0.7035
MICAL1	-0.184666666666667
BLZF1	1.048
IQCA	1.81866666666667
PCDHGC3	-1.2415
SAC	1.07475
BCL6B	2.44
DDO	0.93575
MARCO	3.78625
DCHS1	1.18466666666667
C1orf170	0.270833333333333
CD200R1	2.349
C22orf15	-0.6275
SEPT11	0.694166666666667
ADNP	0.473
UST	-0.0918
C13orf34	-1.79816666666667
RFFL	-0.373071428571429
APBA3	-0.295
C2orf60	-0.881125
CUTL1	-0.0275
PMS1	-1.11771428571429
ZNF689	-0.102
EIF3E	-0.551833333333333
IL9	0.4608
RPL31	-0.14975
LY9	2.02716666666667
ATP2B3	-0.026
KDELR2	1.06508333333333
TFCP2	-0.226625
NLRP12	0.712625
FLJ45422	-0.1985
TLE4	-0.2679
ZNF570	0.344
FLJ43806	-0.3295
TLK2	-0.47725
CIR	0.7115
MARS2	0.017
COL24A1	0.7365
SDF2L1	-1.0025
HIBADH	-0.623333333333333
IGFBP3	-2.45028571428571
C12orf23	0.2705
PSPC1	-0.31725
C20orf43	0.73825
TRAV20	0.3295
ARHGAP24	1.442375
KIAA1975	-1.766625
C1QA	3.4597
DNTT	-4.68516666666667
C10orf6	-0.42525
C11orf41	0.1845
HNRPF	0.1495
COL11A1	4.37966666666667
UBAP2	-0.355666666666667
CDKN2AIPNL	-2.0845
C20orf174	5.29275
SPRED2	1.327
PLA2G12A	0.461666666666667
ICEBERG	-0.497666666666667
SCN10A	0.115
C11orf65	0.83825
GBP5	5.18325
PITPNC1	-0.218666666666667
POU3F3	0.666
NCOA7	2.640375
LIN7C	0.0286
LOC348840	-0.2825
NKX2-2	3.147
ANKRD13D	0.300875
LOC123688	-0.565
FUT2	1.792
TAAR8	0.417
FZD4	1.14925
PNMA3	-0.890666666666667
OR4L1	0.7925
WIT1	-0.802
EXOC3L	1.2845
ATPBD4	-0.724
KRBA1	-1.30575
UBXD6	-0.70225
HOXB7	-0.840071428571428
C7orf23	-1.1545
UNQ338	0.88175
STAB2	2.44975
CDC20B	1.31825
IRF9	1.7405
CENTG1	0.490333333333333
TNPO2	-1.34325
MCPH1	-0.036625
BMS1P5	-2.49925
SLC26A7	2.2315
HIST1H3J	1.262
C9orf3	0.0015
LBH	1.277875
MYO1D	1.498375
PTDSS2	-0.2915
NFU1	-0.419
DEPDC4	-1.94725
WNT7B	1.0747
GLP2R	-0.732166666666667
SETD4	0.1862
DYNLT3	-0.2815
FKBP11	-0.718666666666667
SESTD1	0.292
FLII	0.30425
RPS16	-0.5187
CHPF	1.09933333333333
CSNK2A1	-1.0025
SUMO1P1	0.2695
FKBP6	-0.099
ZNF214	-0.515833333333333
TWIST1	0.600666666666667
DDX56	-1.088
TRAM1L1	1.8749
EPO	-2.94833333333333
MRPS18B	-0.90775
ZNF682	0.09
RPL14	-0.641333333333333
MAFF	0.19
