Hybridization REF	TCGA-B6-A0WY-01A-11R-A109-07
PVRL4	2.65866666666667
C2orf30	-0.209
ITIH4	-0.23975
ADARB2	0.1055
C1orf104	0.62475
PIM2	-2.70783333333333
REGL	-0.107
SLC17A5	-1.09933333333333
PIPOX	-1.8355
INSIG1	-2.16533333333333
SYNGR1	0.335583333333333
TEX15	-2.0935
REPIN1	-0.776666666666667
PDE4A	-0.2491
CAPZB	-0.27075
YPEL3	0.6675
C14orf100	1.128875
GINS2	-1.11725
C18orf21	-0.0221666666666667
CYP1B1	1.70125
VISA	-0.8824
XYLT1	-0.5199
ZNF440	-0.37325
BRWD1	0.232785714285714
GOLPH3L	0.70225
C11orf77	0.6525
ZBTB17	-0.0275
SLC19A2	0.745
C6orf134	0.14125
C9	-0.012
ART5	1.339625
ARTN	1.615
TMTC2	2.26
GNRH2	-0.02775
STEAP1	-0.8632
RPL39L	-0.43
FLJ10292	-0.780833333333333
RLF	-1.12175
NAT14	0.4825
RRN3	-0.1115
C11orf16	-0.00483333333333339
C3orf14	0.54475
TEX264	0.476
C22orf28	-0.03675
C20orf175	-0.1395
XPNPEP2	-0.168333333333333
PDE6A	-0.7785
SPIB	0.662
TBCB	1.07933333333333
SLC5A11	-1.06875
ADRA2C	-0.197833333333333
DHCR24	-0.467
MEF2D	0.42325
C6orf114	0.23225
ZPLD1	0.918
MYO1B	0.625166666666667
VAMP8	2.074375
ANKRA2	0.0921666666666667
C11orf42	0.425
TAS2R60	0.3635
PANX1	1.28125
C12orf42	0.672
RCBTB1	0.39275
FGL2	5.5915
CEP70	-0.747125
WASL	0.4215
SEPT14	-0.3755
DCHS2	0.156
CYBA	0.3775
ARHGAP11A	-3.307
MPZL2	0.608833333333333
KIAA1881	1.67833333333333
ANXA1	0.581
AFF1	0.1905625
FRMD3	-1.613
SUSD5	0.87275
C9orf32	-0.26975
RASSF7	0.03275
KIR2DL2	0.3955
SENP1	-0.152
C20orf195	-0.446
C3orf44	0.264
KRTAP9-3	0.59275
ZFP28	0.27175
PLCB2	0.1668
TXNDC15	0.62225
CALR3	-0.11525
HLTF	0.145
C17orf67	-1.31325
NDUFA6	-0.111625
PKP1	-0.23625
HMG20B	-0.3785
GPR180	-0.9035
BAI3	0.95125
NOSIP	0.5585
TRIM23	0.040375
ARL1	0.407357142857143
CDK5RAP2	-0.38225
SSH2	-1.5555
KCTD15	0.33025
FTHL17	0.045
AK3	-1.18633333333333
RAB3C	-0.1225
PAX4	-0.031875
KDELC2	-1.54425
BIK	2.27366666666667
KIAA1553	-0.77125
CEP135	-0.8075
NANOG	-4.05
TRIM22	3.4325
CDH13	-1.4605
B4GALNT4	-0.549
MDGA2	-1.1715
SAMD3	1.75016666666667
OR1E1	0.558
TAS2R10	-0.539
FASN	0.81725
GPR116	2.8846
ZNF219	0.921166666666667
CD33	-1.70725
RAB3GAP1	0.72
H1FOO	0.28
NXPH3	0.329
CROCC	-1.01283333333333
GPX7	0.58725
BASP1	-0.4383
STAM	-0.47525
TBK1	0.16175
STX2	-0.3285
RPL29	-0.295
NR1H3	0.6985
MPPE1	-0.01775
PHACTR3	-0.328
SLC44A2	2.572375
C10orf109	-0.32325
CLCN6	-0.844
C16orf59	-2.393
SQSTM1	1.2165
AADAC	-1.35975
LRRC8C	-0.130375
BIN3	-0.9138
HPS6	1.024
MAN2A2	-0.8097
GABPB2	-1.19675
KCND1	-0.0505
PTPN11	-0.0366428571428571
ZNF274	-0.77825
ATF3	-0.477166666666667
C7orf26	-0.17725
C1QL3	0.2995
WDR54	-0.759666666666667
FLJ40869	-0.9955
ZNF397	0.1555
MLL	-0.2368
TTLL6	-0.290875
ANKRD15	-0.811166666666667
KIAA1958	-0.86825
C1orf218	0.689
ZDHHC16	0.687
DDX47	-0.428
EVI5L	-0.0918333333333333
GDF6	-4.66925
TAPBPL	0.833833333333333
BTG1	0.9514
DPP4	0.6545
KLHL23	-1.49475
APOC3	-3.98025
BTBD12	-0.202666666666667
CNOT4	-0.058375
HIST1H3I	0.317833333333333
OR5H1	0.38325
APEH	-0.186625
TRY1	-0.0215
SLC26A8	0.0328333333333333
KCNA2	-0.324833333333333
TMEM159	2.090375
C6orf81	-0.728
PCYT1A	1.376
C6orf157	-0.2
BRMS1	0.778
CHST1	2.35066666666667
LGALS1	0.562
TAF1B	-1.3615
FLJ40504	0.17025
GPR173	0.242
COL15A1	1.05875
CASP10	-0.507571428571428
PCMT1	-0.843785714285714
HDAC5	0.5211
LOC641367	-0.7415
EVC2	0.95225
SGPL1	0.877666666666667
GON4L	-0.155214285714286
AFG3L2	-1.2485
C5orf15	0.435666666666667
UBXD1	0.8029
LILRB4	0.8075
GSTA4	0.475333333333333
ADIG	-0.131
GRIPAP1	-0.201125
HIST1H3B	0.310333333333333
BTRC	1.1155
USP49	-2.5235
IQCH	0.797125
ACBD6	-0.065
YEATS2	-0.632
CABP5	-0.36225
TRIM3	0.295
HNRPM	-0.32025
FGG	-4.0196
C18orf16	0.14375
CLEC2B	-0.21875
PQBP1	-0.341166666666667
JTB	0.00333333333333333
REST	0.7915
SLC8A3	-0.106833333333333
TMEM16H	0.04725
MRPL47	0.58075
EVI1	1.275
MUC1	1.93775
TEAD3	0.657375
STOML1	0.054375
USP24	-0.9778
PNMA5	-0.65325
MAEL	0.456833333333333
LBP	0.6337
HSD17B4	0.48825
SEC31B	-2.95825
IDH2	0.8439
SFRS16	-1.552375
AICDA	0.6815
RNF180	-0.8095
C1orf56	-0.155666666666667
FLJ10324	0.278
GPR148	-0.319
MEF2A	0.47975
ASF1B	-1.74333333333333
HTN3	-0.335
RNF215	0.38875
SLC4A3	1.14433333333333
ADAMTS9	1.2216
C9orf66	2.37533333333333
FOXD3	1.1825
GSDM1	-0.4785
IFITM5	2.322
PODXL2	-0.478
C1orf176	0.0955
RPS3	0.71975
hCG_2004593	0.224625
COL21A1	-0.98775
NTNG2	1.3045
RAI14	-0.475
P76	0.83025
LRFN3	0.964875
FAM14B	-0.34275
FKBP14	-1.01875
TNNI3	-1.815
HOXB3	-0.252625
SGCB	-0.245
PPAPDC3	1.28
FRAT1	0.00800000000000003
MORN1	0.799833333333333
ARHGEF2	-0.109
BNIP2	-0.5985
DHX30	-0.475
EEFSEC	-0.51375
FGF20	0.549
FLJ38973	-0.0845714285714286
PLCH2	0.3825
CCNG2	1.055375
PSPN	0.181
WDR88	-0.152
HOXB13	0.998625
MTMR8	-0.8055
SPAM1	0.46
PPP2R1B	-0.905
TANC1	0.64475
CNN3	0.8035
CHGA	-0.109625
C9orf128	2.062
CACNA1B	0.725666666666667
MMAB	-0.5831
RHOA	-0.103083333333333
RAPGEFL1	1.3245
SLC1A5	-0.675
CALCA	-0.125375
SYCP1	0.1945
CXCL11	5.146375
GFI1B	-1.475
PSCD1	0.085
C11orf58	0.2325
MGC45438	1.96283333333333
NUDT18	0.776
ASB3	-0.120833333333333
ZP1	-2.31
LPPR2	0.327
ZNF527	0.856833333333333
ZNF771	0.318875
TTBK2	-0.50725
TRIM55	-0.3895
GJB3	0.395166666666667
PRSS35	0.043
SCRG1	5.5115
ZDHHC24	1.503
DUSP26	0.28675
C1orf51	-0.052
DNAJC3	0.805833333333333
LITAF	0.932875
ZNF410	0.058
AFP	-4.63733333333333
ZW10	-1.135
PHOX2B	0.3585
VILL	-0.044
ELOVL7	0.0355
LOC644186	3.891
PPP3CC	-0.45125
CHST13	-1.90725
WDR40B	0.311416666666667
MEA1	0.03725
HILS1	2.78875
DLX6	-2.22466666666667
NKG7	2.188
EMP1	1.566
ACTR6	0.00750000000000001
CHCHD7	-0.0383571428571429
COG2	0.1784
TCEA2	1.094
TARS	-0.71075
FLJ20294	0.00633333333333332
ZNF92	0.166375
TRAPPC2L	0.1719
ARHGAP28	-0.1
CCDC109B	-0.117
LGTN	-0.519333333333333
INGX	-0.417833333333333
LOC124446	1.27125
RPS2	-1.07325
C17orf75	-1.065
NBPF1	-0.1955
SLC2A8	0.416666666666667
SNRPE	-0.5385
CARD6	-0.02225
IL13RA2	-1.007
CUEDC2	0.031125
C4orf19	0.657
AOC3	1.1365
MTHFD2	-0.8925
OR5M9	0.3695
C4orf38	0.5515
SS18L2	-0.25925
OAS3	2.7695
LARGE	1.29225
LRIG3	1.0295
LIMA1	1.03125
STARD3	0.15475
VPS39	0.35275
CTAGE6	0.3415
ODAM	-0.5615
MORF4L2	-0.118
GSTO2	1.764
MTFMT	-1.219
PRKAB2	-1.09628571428571
ZNF76	-0.0576666666666667
HSPB2	4.6945
CRB2	0.19925
KLRK1	-2.2655
LYST	0.48775
UBE2M	-1.112
SLC16A9	-1.59175
ZNF281	-0.0065
ST8SIA1	-0.80975
C9orf105	-0.924
ANKRD46	0.703
FAM108A3	0.369
C20orf91	0.76425
ZYX	0.375166666666667
RSPH1	2.83975
ZSCAN5	-0.085
RIMS3	0.0628333333333334
KRT76	0.227
CEACAM4	0.674666666666667
SIRPB1	0.121875
CFHR4	0.521
SOX3	0.521333333333333
GATAD1	-0.747
C21orf57	0.46675
TMC8	-0.773
AVIL	0.377833333333333
LMOD1	3.92875
HIGD1A	-0.438375
NEU3	-0.0503333333333333
DES	1.854
BZW1	-0.1874
ZNF221	-0.022
CCDC27	-0.045
GDAP1	0.9565
RBBP4	-0.10525
MGC40499	0.205
PHKA1	-1.088125
PRKAR1A	0.203944444444444
HSD3B1	-0.09775
RAD52	-1.26666666666667
CD207	0.7405
LOC389791	-0.136
RSPO1	1.13016666666667
TMEPAI	2.88025
MFSD2	0.54475
ETV4	-2.03616666666667
SCGN	-0.127
LOC391356	0.2795
MPP1	-1.322
STARD3NL	-0.38575
TFAP2D	0.2045
CD2AP	0.5635
CCL20	-5.38
CCDC86	-0.8415
ZFP30	-0.552
CTBP1	-0.445
MAK10	-0.0285
STXBP5	-1.17183333333333
LOR	2.136
MAP6D1	1.11
ARMC7	0.8475
TMEM150	0.5884
NSL1	-0.96825
KIF5A	-0.502125
ASCC2	-0.302666666666667
PSENEN	0.537166666666667
OPTC	-0.4195
FCRL2	-0.363
KBTBD11	-1.379125
PCK1	-2.622875
CENTD3	-0.2945
MEGF8	0.04175
ALPPL2	-0.02675
OBFC2B	-0.0433333333333333
ZFYVE20	-0.091125
GALC	0.877
CTRB2	0.229
C20orf71	-0.182166666666667
TBKBP1	0.875833333333333
CAMLG	0.865125
TREML4	-0.3105
RSAD1	0.07425
TUBA3D	-0.546
KIAA1833	0.429125
PNPLA1	-0.4625
LRRC34	-0.778833333333333
CDH26	0.7235
ZNF167	0.7245
ZBTB26	-0.1505
VWF	3.723
VTN	-0.573
BAD	0.8995
PDS5B	0.202416666666667
ZNF644	0.357333333333333
SH3GLB2	-0.0325
SMPDL3A	0.1109
NRG2	2.65775
IL15	0.301833333333333
GABARAPL1	0.0868333333333333
LAT2	0.467222222222222
SLCO1A2	-1.61233333333333
LIG4	-0.72275
GSDMDC1	1.256375
BMP4	-1.26075
METT10D	-0.094625
SYCE1	0.234
SPANXD	-5.77725
SLC12A9	-0.1235
MC1R	-1.994
RNF168	-0.6455
TRIM69	0.8995
GALNT7	1.22533333333333
ISG20L2	0.0015
KIAA2026	0.243
TNFAIP8L1	-0.618
DPY19L2	-0.3565
C12orf63	-0.11
PRDX5	0.34875
MED6	-0.748
TXNDC5	-1.244
CD46	0.0108333333333333
CCK	-1.88725
C17orf48	0.16375
ANUBL1	0.74175
SIT1	-0.651833333333333
TYSND1	0.4685
DEF6	0.134
GLT8D4	1.177
UTP14A	0.185875
RPH3AL	2.10125
NXF1	-0.387333333333333
TRERF1	-0.896666666666667
TUBB3	-1.2086875
SLC24A2	0.595
SEC22B	0.489416666666667
ZNF653	0.7425
GGTL3	-1.72975
CDKL2	1.11125
CTF8	-0.290583333333333
EPC1	1.35316666666667
CYP4A11	-0.264833333333333
THRSP	2.647
LELP1	-0.515
TES	1.03475
C17orf87	1.622
FERD3L	-0.11675
SH3TC1	0.2825
RAB36	1.4205
CRYGB	0.5905
GRIA3	1.0021
BHLHB9	0.983
C1QTNF9	0.48575
GOPC	-0.09325
PNPLA8	-0.129166666666667
ZNF444	0.27
FMO1	3.618
POLR3C	-0.033
SLC35F3	2.53325
SGCG	-2.90433333333333
DCDC2	-1.464
NANP	-0.743
MGC23270	-0.8675
BEX4	0.591333333333333
HYDIN	0.8312
RPS6KB2	-1.402
ADRM1	-0.104416666666667
BAT3	-0.24175
RAB31	0.6123125
SCGB2A1	4.313
SLC6A14	-2.877625
DDX4	-0.27575
PRRC1	0.545833333333333
AP3B2	1.87733333333333
TRGV7	0.290666666666667
TMEM184B	0.78575
ADPRHL1	1.435
C21orf45	-0.23175
ARNTL	0.6995
AADAT	-1.128875
CCL2	1.00816666666667
SNTB2	0.250166666666667
RGS9BP	0.057
KPNA1	0.47825
TMEM41B	-0.439333333333333
S100A11	0.41575
DOT1L	-1.568
EFHC2	-0.265125
CLTC	-0.321166666666667
SRP9	-0.181571428571429
ZNF521	1.153
FAM26F	-0.5715
GPR88	2.07616666666667
COL13A1	-0.6305
CHMP4B	0.4419
SIGLEC6	0.0636666666666666
NFAM1	0.24125
PVRL2	0.9185
ALKBH4	0.19025
CCDC93	-0.8206875
NXT1	0.138
KCNK4	0.7655
TROAP	-1.84016666666667
KCNA10	0.49675
CCDC114	0.239666666666667
RAN	-0.215333333333333
LMTK2	-0.35
LOC400657	-0.736
UFC1	0.63575
UBE1DC1	-1.169
EEF1A1	-0.372722222222222
CHAC1	0.1715
HMGA2	-5.0458
B3GALTL	-0.34025
ING2	-0.5145
C1orf109	-0.607
INTS3	0.50875
ZNF558	-0.069
TRPM4	1.45966666666667
LTB4R	-1.276
ISYNA1	0.08375
LSM7	-0.18
LRRC47	-0.7143125
ZNF179	-2.54116666666667
EXDL1	-0.1965
SLC4A10	0.338875
ACSS2	-0.787333333333333
COPS7B	-0.851
KIAA0040	1.428
C1orf95	-0.6435
AP1GBP1	-0.083
OR9A2	-0.2245
FAM71C	0.3485
RIN1	-0.814666666666667
ITGA4	-1.9885
DNAJC6	-0.523833333333333
CLOCK	0.2215
SLC35A4	0.4465
DSG4	0.58775
LOC26010	0.3315
NSUN2	-0.741
TMEM86B	-1.2501
C14orf135	-0.176
KIFC3	-1.51866666666667
PHF5A	-0.029
NCAPH	-2.650125
STK11IP	-0.33325
FLJ42953	0.533125
CCDC19	1.59516666666667
ZNF329	-0.336125
TAX1BP1	0.159833333333333
ZDHHC18	-0.349166666666667
C10orf88	0.0595
TMBIM4	0.9188
NMUR1	-0.393
KIR2DS4	0.5015
C9orf90	0.48825
MGC87631	-1.839
KDR	3.0881
ST3GAL2	-0.33675
RLN2	0.937833333333333
HPD	-3.7485
MOXD1	-1.547
PDGFRL	2.11016666666667
SMYD4	-0.874214285714286
FAM103A1	0.342
MFAP4	-0.305833333333333
LOC285141	0.2435
TMEM45B	-0.054375
SMCR7L	-0.509142857142857
GZMH	3.546
CBLN1	-0.674333333333333
CNNM1	-0.6435
PHF17	-1.05516666666667
NUP98	-0.187333333333333
RMI1	-1.32575
PTPRS	0.018
ANKRD57	0.422
CLDN15	-0.761333333333333
OR51A2	-0.855
GUCA2B	0.668
DOCK9	1.166
ITGB1BP1	-0.915
DLG2	0.61775
BRAP	0.1465
SESN3	1.608
ZC3H7B	0.91075
FAM101A	3.974
FKSG24	0.40075
ZYG11B	-0.836625
RFC2	-1.5075
SH2D3A	0.8715
DVL3	0.317916666666667
ADFP	-2.23566666666667
KRIT1	-0.905375
SERTAD3	1.986
LEFTY2	-3.481
KRT27	0.4015
SCFD2	-0.0955
MN1	-1.44875
RORA	0.467
PTPRD	-0.87625
PIAS2	-0.473666666666667
CYP4X1	3.94866666666667
FBXL15	0.581
MYH15	-0.1595
CRX	0.3745
TBC1D13	-0.04725
SLC22A17	1.78233333333333
PLK2	1.405
ARHGAP9	1.09225
EIF1B	-0.72625
C20orf185	-0.04425
DEFA7P	0.1055
PRIM1	-2.0745
CRYAA	-1.36875
BACE1	0.7915
AGTRL1	0.741833333333333
ACAD9	0.275125
GRASP	0.54125
RBP4	-3.69
TFB2M	-0.6045
METTL9	-0.8555
ATP5O	-0.33525
SP100	0.7431
CPSF1	-0.532666666666667
S100A4	-1.0665
LIME1	-1.159
GPR137C	-0.6945
OR2A2	0.8935
C2orf29	-0.66775
NUP188	-1.0725
SDPR	-0.2205
RAI1	-0.21125
RPS20	0.6023
LAMB1	-0.63825
ADM2	2.63366666666667
ZNF229	0.21075
DKFZp434K1815	-1.25775
EPN3	2.61166666666667
CLIC3	-0.21875
MEIG1	-0.62375
HMGB4	0.0305
STARD10	2.924
KLF8	2.271
EPB41L2	-0.858166666666667
JMJD6	-0.377571428571429
CTSL1	-0.832166666666667
GPR27	0.402
ELAVL4	0.896375
MMP21	0.126
PPM1B	0.21775
SUV39H1	-1.34725
AAMP	0.091
TUSC4	0.189833333333333
MBD6	0.3855
KLK13	-0.283125
FMNL3	0.513166666666667
TRIM13	0.360916666666667
C15orf5	-0.466
IQCF1	0.260625
CACNG8	0.201
SLC35D3	0.209
ZDHHC9	0.7765
ODF3L1	0.163
C9orf86	-0.9131
TSEN2	-1.37
C17orf64	0.51375
SEPX1	1.0053
TSPO	0.899666666666667
SYMPK	-0.346
ADORA1	0.922
TSPAN10	1.618375
SEMA6C	0.541833333333333
RTTN	-1.2109
IL2	0.515166666666667
ARRDC3	-0.139
TBPL1	-0.798
STX12	0.38575
MRPL39	-0.533
OR8H3	1.196
IFIT5	2.32633333333333
CASC5	-3.0735
FAM46A	-0.526666666666667
HPCAL1	-0.796625
CYLC1	0.9465
VGLL2	0.288875
C20orf191	-0.26925
CDH1	2.37908333333333
ITPA	0.12875
CCDC101	-0.1835
D15Wsu75e	0.189
EDA	-0.87625
CREG1	-0.7205
OR7G2	0.2615
SAP18	0.890166666666667
IFIT1	4.7085
CALML3	3.995
FLJ37440	2.48
FNDC5	-0.55075
SERPINB6	0.173428571428571
JUNB	1.4976
SYS1	1.66175
SCN2A	1.8095
ZKSCAN5	-0.7449
WNT7A	0.0573333333333334
TSHZ3	2.8285
RNF148	1.00575
H6PD	-0.194875
CAD	-1.1235
ZNF449	0.62925
DOCK10	-0.2375
FAIM2	0.242833333333333
HEXDC	-0.2895
PRB1	-0.13025
C14orf148	0.074
ETHE1	0.8075
IRF5	0.6981
GNMT	1.64383333333333
MGC16291	-1.817625
RPAIN	-0.489071428571429
CAGE1	0.3475
CNTNAP3	-0.5885
ACTR1B	-0.3955
EEF1E1	-1.031
MSX1	-0.638875
ESF1	-0.3597
HSPC171	0.968
MRPL2	-0.270166666666667
RDH12	0.015
CELP	0.0205
METRNL	-0.87475
C10orf116	4.32916666666667
C19orf48	-1.16075
ZNF346	-0.1065
NCR1	-0.3915
C10orf64	0.0555
CD52	1.06325
VPS18	2.855625
AP4S1	-0.00683333333333333
NPBWR1	2.2505
TPK1	0.46275
UBA52	0.167055555555556
RIPK1	0.886166666666667
CPNE3	0.6965
HSPC159	0.127125
C8orf38	1.33625
LRRC4B	0.0395
PARP10	1.661
ANKRD50	1.905625
CXCL9	7.16025
FGF18	1.97490909090909
EIF2A	-0.538125
SLC20A2	1.19383333333333
KIAA1549	-0.500666666666667
SPINT1	1.9607
ZNF584	-0.479
CRBN	-0.0445
ABCF3	0.4965
NCBP1	-0.351166666666667
PLA2G4F	0.412166666666667
PCDH10	-0.79175
TTC21A	0.26425
C20orf144	1.1515
FGFR1OP2	-0.374666666666667
SLC9A1	0.0622
CHRND	0.077
FOXF1	-2.459
KIAA1467	0.9675
TPO	0.186333333333333
LTF	3.621
DNAJB9	0.35775
MRPS27	-0.7945
bA16L21.2.1	-0.1945
WBP2	0.260166666666667
MRGPRX3	0.362166666666667
PRPF18	0.06975
C10orf58	0.30125
SMOC1	-2.4399
ADAT3	0.705333333333333
TMEM138	-0.25325
TMEM131	-0.304375
TIMM8B	0.50125
MYH7	0.178833333333333
ST6GAL2	0.5025
KIF1C	0.29775
SUHW2	-1.5505
PAPSS1	0.3575
CABP2	-0.036
HOXA4	0.1825
ELF2	-0.091
SEMA3D	-0.6257
MC5R	0.101
OGFR	0.655
FLJ30092	0.047
TGFA	0.7171
MMP17	1.62925
KIF15	-3.58825
CHIA	0.30575
CATSPER3	0.0445
CEACAM7	0.21375
PADI2	2.109625
HOXA9	2.02333333333333
LNX2	0.897
TMEM144	1.649
HIF1AN	0.794
METTL7A	-0.1176
C6orf165	2.6005
KIAA1468	0.17225
DSG3	4.712
ZNF180	0.0693333333333333
EIF4E3	1.237375
SLC46A1	0.926375
DKK1	-4.55483333333333
ZNF205	1.336
LOC162073	0.745666666666667
COX7A1	5.1415
MAGEA1	-5.291
NEDD8	-0.0431666666666667
KLHDC5	0.247111111111111
C3orf19	0.3405
MRPS2	-0.34875
POLR3H	0.418928571428571
ABHD11	0.2464
TMEM17	1.421
PAIP2B	-0.0396
MAT1A	-2.755
LGI3	-0.08175
THUMPD2	-0.436
TKTL2	-0.31775
XAGE3	-2.65383333333333
CALM3	0.198916666666667
C6orf136	-0.412666666666667
KCNC4	0.540666666666667
RGS9	1.55366666666667
ACIN1	-0.985166666666667
SPATS1	0.18975
XKR8	-0.1245
FAM84A	2.06491666666667
MS4A7	4.405
AGXT2L2	-0.229
OR1F1	0.5255
SMAP1L	-0.46125
IPO11	0.326125
ZC3H11A	-0.3255
C1orf151	0.247125
RNASEH2A	-0.743
CCR10	-0.8975
TXNDC11	0.0216666666666667
TMEM112	0.874375
MAP1B	0.129714285714286
NVL	-0.34725
PKM2	-0.90505
ARC	-0.2515
NUP54	-0.945
PPFIBP2	1.05733333333333
STAT2	1.515
PTAFR	2.09933333333333
ROBO2	-0.0185
RNF40	0.124
CCDC135	-0.6875
IFT81	-0.3631
MORF4	-0.58475
TM7SF3	-0.331
OR10H3	1.0555
ABP1	1.524375
CHRD	1.222375
PLEKHA8	-0.305833333333333
NCALD	2.32233333333333
OR5AK2	0.34525
ACCN1	0.998833333333333
SLITRK1	-0.31425
ARMET	0.0705
C9orf52	1.28125
REEP4	-0.77925
MTSS1	1.547
ADH1B	0.913166666666667
DLD	-1.16075
CDK5	-0.47125
PPFIA1	-0.1230625
WFDC3	1.26825
DNAJB12	1.091
RANGRF	-0.136
MLANA	-4.7445
AMY2B	-0.99475
KIAA0319	-0.854125
RPS7	-0.404
JAK3	0.2385
ARFGEF1	1.3485
CXCL5	0.548454545454545
TRAPPC4	-0.3435
CETN2	0.6755
HSPC111	-0.259
RHOBTB3	-0.8763
PHLPP	-0.387
RGS10	0.59825
TMEM58	0.9225
CHERP	-0.519875
HSP90AB3P	-0.490333333333333
FSTL3	-0.814666666666667
PEX11A	1.0395
OR5V1	0.6315
FCN3	2.6435
PTPN3	0.173125
NPTX1	-4.454375
C21orf84	-0.959
C11orf51	0.18825
ZBED2	1.756
FLJ90757	-0.25175
NPY2R	1.608
PLD3	0.50875
SYT17	1.10316666666667
SGSM2	-0.683
OR1A2	0.32075
FOXP1	1.1225
SLC5A1	0.91625
POFUT1	-0.402
EPHB6	-2.132
MYO1G	-1.464375
STAC	-1.1807
KLHL17	-0.4975
RGMA	0.9491
TJP2	-0.9446
FAM114A1	-0.5005
SERINC1	1.00575
SLC9A8	-0.20975
PEX19	0.021125
EDN2	3.67875
PSMD7	-0.368444444444444
C3orf41	-2.82375
UQCR	-0.059
PPP1R3C	0.48925
LRP4	-1.13916666666667
TM2D1	0.086
TTC17	-0.0199375
C4BPB	-4.247375
CCL25	0.27925
ZNF253	-0.238166666666667
CHRNA9	-3.52975
SOX11	-1.187625
HIVEP3	0.477
CGN	1.93091666666667
C3orf35	-0.31075
PKD2L1	3.195
SYVN1	-0.2145
PDE8B	0.310375
LOC439951	2.0255
LTC4S	2.57916666666667
MIF4GD	0.564333333333333
SMARCA2	1.5551875
TUBGCP6	-0.106833333333333
CABLES1	-0.18
C16orf77	2.54333333333333
ZNF791	0.18925
FUT5	-0.6685
ADH6	-1.859
P4HB	0.5575
CLDND2	-1.026
ALKBH8	0.313
PLAC4	-1.20275
F11R	0.0717857142857143
MGC35295	0.851
PDZD4	-0.414833333333333
LOC389073	-0.84925
FAM80B	0.136833333333333
PSMB1	-0.203875
TXN	-0.403666666666667
VIPR1	1.529
WBSCR18	0.2623
EXOSC6	-0.500833333333333
ACTA2	4.29016666666667
SP5	-3.4355
ANKRD1	-1.94325
DDR1	1.9592
ATP6V1D	-0.079
PTGS1	-1.38091666666667
RNF157	-0.691
DCC	0.272333333333333
SPAG7	-0.18925
FBXO18	-0.23025
UBE3C	-0.6887
HOXC6	0.5615
LRP2BP	-0.125166666666667
MYST2	-0.098
PDSS2	0.319
ATE1	-0.026
ARAF	-0.85175
KLF10	0.504
PLA2G2E	0.60575
ASCL1	-1.88216666666667
TSNAXIP1	1.6105
FAM131B	0.3295
IFNA10	0.2195
NUP43	-1.166125
FAM44B	-0.0465
L1TD1	-4.80283333333333
NMD3	-1.09275
C18orf54	-1.1388
PHOSPHO1	0.251
RAG2	-1.445
EMILIN3	-0.249
METTL3	-0.789
VPS13C	0.677625
REXO2	-0.949
ANXA4	0.0645
CA1	-1.37275
DCP1B	0.468
TULP3	-0.882833333333333
ATP2A2	0.0259285714285714
ATIC	-0.47475
ADAM15	-0.561416666666667
NPL	0.584833333333333
LGR4	0.578625
UEVLD	0.370166666666667
GAB1	1.03625
SNAI2	0.911
ZGPAT	0.4621
SNF1LK	0.47
DLEU1	-1.037
UBE2Q1	0.220625
ZMYM6	-0.29675
JPH3	-0.933
FAM38A	-0.851
PXK	-0.405
DENND2D	2.0525
BAX	-0.956416666666667
CP	-1.75918181818182
RPL37	0.1038
G6PC3	0.647
NCOA4	-0.1915
LRRC14	0.54
GORASP1	0.344
FCHO2	0.92325
CYP24A1	-3.7983
FXYD3	2.58
SMARCAL1	0.4755
ABCB8	-0.530833333333333
CCDC44	0.2075
PRDM7	-2.749
USH1C	0.32275
DNAH5	0.807
SRF	0.0726666666666667
MAL2	2.4775
PGPEP1	-0.0721666666666667
SIN3B	-0.81225
SEMA3C	1.23966666666667
GRAMD3	3.39275
FBXO10	0.087125
OR5D13	1.234
FLJ31818	-0.140625
CACNA1I	1.558125
S100A13	-0.23
TP63	4.01121428571429
ANXA11	0.4967
WDR66	0.772875
CSF2RB	0.167
IFI44	2.38
DACT1	1.71666666666667
ANKRD23	-1.909875
ATP5G1	-0.398333333333333
C21orf70	-0.129
PPWD1	-0.90125
DNAJC13	-0.2875
PAH	-5.03466666666667
PTCH2	0.16075
TRMU	-1.327
CCDC9	-0.1015
USP3	-0.2592
DCLRE1C	-0.1709
FAM55C	1.13225
FRMD4B	1.4305
CYP2R1	-0.294
RFPL1	-0.168
XPO5	-0.52225
ARL6IP2	-1.118
OSBPL5	1.3275
MMP9	4.07272727272727
KIAA0802	-0.9535
DHRS2	-0.958
SGEF	1.74625
TXNDC10	-0.9831
EXOC6	-0.025
RPS27	0.245
PNCK	-1.50816666666667
FSTL1	-0.34175
AACS	0.65725
SLMAP	-0.114166666666667
SAMD4A	-0.3925
ABRA	0.1825
SMARCD3	1.527
PKNOX2	-0.851666666666667
A4GNT	0.1515
C9orf39	-1.088
RALYL	0.0725
MGC33556	-2.718
C10orf25	-0.7865
BBOX1	6.337
NHEDC1	0.29125
XDH	-0.27475
GCSH	-0.398
EDN1	1.3775
MTERF	-0.6475
CLK4	0.137875
ZNF799	0.6505
KCNG1	-0.648875
CXCR4	-0.6005
PTPRR	-2.24125
IRAK1	-0.492
LOC401397	-0.75375
TMSB10	0.846642857142857
CXCL3	-3.5037
TMC4	1.8435
OR7A10	-0.261
STYK1	2.62
CHRNA10	-0.328
CCNI	0.5865
EP300	0.673
LOC165186	-0.0345
HIC2	-2.77475
SDR-O	0.3415
OR2W1	0.2235
KCNA6	0.2415
