Hybridization REF	TCGA-A2-A0EM-01A-11R-A034-07
CCR10	-1.3055
TXNDC11	-0.0746666666666667
TMEM112	0.8545
MAP1B	-0.680357142857143
NVL	0.09625
PKM2	-1.0405
ARC	-1.104
NUP54	-0.7115
PPFIBP2	0.683
STAT2	0.78125
PTAFR	1.77016666666667
ROBO2	1.908375
RNF40	0.2225
CCDC135	-1.25916666666667
IFT81	-0.114
MORF4	0.15125
TM7SF3	-0.01925
OR10H3	0.176
ABP1	-0.1095
CHRD	1.88825
PLEKHA8	-0.377166666666667
NCALD	0.522333333333333
OR5AK2	-0.1855
ACCN1	-0.517333333333333
SLITRK1	-1.1525
ARMET	-0.4465
C9orf52	0.0205
REEP4	-0.84725
MTSS1	1.725625
ADH1B	2.7995
DLD	-0.45975
CDK5	-0.37075
PPFIA1	-0.52125
WFDC3	0.2035
DNAJB12	0.937571428571429
RANGRF	0.537
MLANA	-4.3635
AMY2B	-1.3095
KIAA0319	-2.24857142857143
RPS7	-1.187
JAK3	-0.3091
ARFGEF1	0.7695
CXCL5	0.314166666666667
TRAPPC4	0.1085
CETN2	1.03625
HSPC111	-0.929
RHOBTB3	-2.5386
PHLPP	-0.451
RGS10	1.5525
TMEM58	1.06425
CHERP	-0.36575
HSP90AB3P	-1.37233333333333
FSTL3	0.326333333333333
PEX11A	0.77825
OR5V1	0.711
FCN3	2.53025
PTPN3	0.3255
NPTX1	-5.061875
C21orf84	-2.56675
C11orf51	-0.308
ZBED2	1.45725
FLJ90757	0.777
NPY2R	1.768
PLD3	-0.2165
SYT17	3.23166666666667
SGSM2	-0.16125
OR1A2	-0.03125
FOXP1	1.220125
SLC5A1	3.87525
POFUT1	-0.4897
EPHB6	-2.8265
MYO1G	-1.348125
STAC	-2.0315
KLHL17	-0.642166666666667
RGMA	0.1183
TJP2	-0.708
FAM114A1	0.445666666666667
SERINC1	1.45175
SLC9A8	-0.347125
PEX19	1.569625
EDN2	1.54725
PSMD7	-1.36744444444444
C3orf41	-0.963
UQCR	-0.197125
PPP1R3C	3.23975
LRP4	-1.01833333333333
TM2D1	0.51325
TTC17	0.0171875
C4BPB	-4.470625
CCL25	0.259
ZNF253	0.0773333333333333
CHRNA9	-3.4495
SOX11	-0.810375
HIVEP3	0.7825
CGN	1.42858333333333
C3orf35	-0.13525
PKD2L1	1.24575
SYVN1	-0.208875
PDE8B	-1.089625
LOC439951	0.42325
LTC4S	1.623
MIF4GD	0.0893333333333333
SMARCA2	2.45825
TUBGCP6	-0.0483333333333333
CABLES1	0.84
C16orf77	0.505833333333333
ZNF791	-0.2525
FUT5	0.5485
ADH6	-2.03266666666667
P4HB	0.07
CLDND2	-0.4395
ALKBH8	0.08875
PLAC4	-2.0305
F11R	0.491142857142857
MGC35295	-0.2815
PDZD4	-0.679
LOC389073	0.24625
FAM80B	-0.509833333333333
PSMB1	-0.3585
TXN	-1.4345
VIPR1	0.6424
WBSCR18	0.0511
EXOSC6	-0.895
ACTA2	3.551
SP5	-3.55075
ANKRD1	-0.621
DDR1	1.2999
ATP6V1D	0.343
PTGS1	-0.9075
RNF157	-1.1245
DCC	-0.48825
SPAG7	0.16
FBXO18	-0.30825
UBE3C	-0.0945
HOXC6	0.2545
LRP2BP	-0.614166666666667
MYST2	-0.11675
PDSS2	-0.26925
ATE1	0.52375
ARAF	-0.065
KLF10	-0.3675
PLA2G2E	0.16325
ASCL1	-1.53766666666667
TSNAXIP1	0.54225
FAM131B	0.513
IFNA10	1.0555
NUP43	-0.51025
FAM44B	-0.32525
L1TD1	-4.41466666666667
NMD3	-0.9185
C18orf54	-1.4924
PHOSPHO1	-1.5445
RAG2	-2.392
EMILIN3	-0.293
METTL3	-0.52825
VPS13C	1.236125
REXO2	-0.21125
ANXA4	0.731
CA1	-0.9175
DCP1B	0.98025
TULP3	-0.769
ATP2A2	-0.154428571428571
ATIC	-0.4925
ADAM15	-0.444166666666667
NPL	0.377
LGR4	-1.638125
UEVLD	0.9705
GAB1	0.48
SNAI2	0.490166666666667
ZGPAT	0.0477
SNF1LK	0.097375
DLEU1	-0.505
UBE2Q1	0.453875
ZMYM6	0.214625
JPH3	-1.03366666666667
FAM38A	-1.02358333333333
PXK	0.455833333333333
DENND2D	1.78425
BAX	-0.8975
CP	-5.16136363636364
RPL37	-0.3352
G6PC3	0.47175
NCOA4	0.327833333333333
LRRC14	-0.099625
GORASP1	0.15975
FCHO2	1.33525
CYP24A1	-2.1439
FXYD3	0.9825
SMARCAL1	0.056
ABCB8	0.284333333333333
CCDC44	-0.468
PRDM7	-2.53725
USH1C	-1.33775
DNAH5	1.98533333333333
SRF	0.383416666666667
MAL2	2.89983333333333
PGPEP1	0.221916666666667
SIN3B	-0.668
SEMA3C	-0.5135
GRAMD3	1.57675
FBXO10	-0.5515
OR5D13	1.135
FLJ31818	-0.29975
CACNA1I	0.804375
S100A13	0.34
TP63	2.4885
ANXA11	0.9257
WDR66	0.996625
CSF2RB	0.0165
IFI44	-0.61675
DACT1	2.00816666666667
ANKRD23	-2.41325
ATP5G1	-0.533166666666667
C21orf70	-1.02416666666667
PPWD1	-1.086
DNAJC13	-0.154
PAH	-5.1262
PTCH2	0.07275
TRMU	-1.2875
CCDC9	0.081
USP3	-0.0192
DCLRE1C	-0.4344
FAM55C	1.10625
FRMD4B	1.9615
CYP2R1	-0.482
RFPL1	0.0626
XPO5	-1.06075
ARL6IP2	-0.723
OSBPL5	1.68825
MMP9	2.52472727272727
KIAA0802	0.053625
DHRS2	-3.96833333333333
SGEF	1.914375
TXNDC10	0.1554
EXOC6	1.5795
RPS27	0.7405
PNCK	-1.26583333333333
FSTL1	-0.26375
AACS	0.1555
SLMAP	0.882666666666667
SAMD4A	-0.4175
ABRA	0.983666666666667
SMARCD3	1.13375
PKNOX2	-2.61316666666667
A4GNT	0.623
C9orf39	-0.8025
RALYL	0.0245
MGC33556	-2.9295
C10orf25	-0.7725
BBOX1	1.2655
NHEDC1	0.14775
XDH	0.52875
GCSH	-1.7695
EDN1	-0.7755
MTERF	-0.621
CLK4	-0.338
ZNF799	0.565666666666667
KCNG1	-1.912125
CXCR4	-0.593833333333333
PTPRR	-2.095
IRAK1	-0.735375
LOC401397	-0.81375
TMSB10	0.368428571428571
CXCL3	-4.146
TMC4	2.18425
OR7A10	-0.0885
STYK1	-0.8465
CHRNA10	-0.3065
CCNI	0.78775
EP300	0.886428571428572
LOC165186	-0.92925
HIC2	-2.311
SDR-O	0.2055
OR2W1	-0.6615
KCNA6	-0.787
TRIM74	-1.946
REEP6	1.889
ATP5G2	0.1915
ERG	0.38425
TMEM42	-0.0635
PARN	0.615666666666667
SOD2	-0.74775
DIRAS1	-0.3035
PNPT1	-1.7415
JOSD3	-1.755
hCG_40738	-0.97
PDE1C	-1.78475
SEMA4D	-0.373875
AGPAT1	-0.281166666666667
NOSTRIN	2.1205
MAP3K3	0.00733333333333334
MAX	0.648714285714286
CAPS	0.236666666666667
SERPINA12	-0.9875
OSBPL8	1.931125
RICS	2.0369
NR4A2	2.50083333333333
PPCS	1.36766666666667
LONP1	-1.36675
SCYL3	1.88875
HERC2P2	-2.07883333333333
FIBCD1	-0.975
C15orf41	-1.23725
DMC1	-0.947166666666667
C20orf27	-1.15225
RPS6KA5	1.0743
FAHD1	0.414666666666667
SLC12A4	-0.0205
BRCA1	-2.12066666666667
GBL	-0.10075
SLK	0.205666666666667
NUDT9P1	-0.4045
NOXO1	1.5965
USP52	-1.20175
BAZ1B	0.408375
SLCO2B1	3.04375
BBS12	0.7605
LRGUK	0.264166666666667
TERF2IP	-0.33775
COL1A1	4.98
KIAA0090	0.643125
GRK5	-0.0361666666666667
AP1S2	-1.4546
TMEM52	-0.791833333333333
CA11	0.58125
OR4A15	0.162833333333333
ACBD3	1.8473
SPAG11B	0.854571428571428
PRDM2	0.7266
FOXP3	0.06375
SMYD3	0.9411
LOC389199	0.8045
LGI2	0.517833333333333
NAPE-PLD	-0.2476
ANKRD6	0.558
WDR45	0.5085
SHROOM1	3.0295
PSCD3	0.219
PYY	0.555
KCNC1	-0.333
ARHGEF9	-1.0006
OR8J1	0.46925
GPR55	-0.542
NS3BP	-1.494
C10orf22	0.300666666666667
NAT8L	0.08875
DUSP4	2.33033333333333
FOXM1	-2.65933333333333
GRAMD2	1.808
ZBTB48	-0.329333333333333
BUD31	-0.3275
PABPC5	0.02
CCDC41	-0.679
FBXO11	0.315666666666667
C6orf148	-1.3225
RFXAP	-1.561
C6orf15	0.44
CDK8	-0.824833333333333
C6orf70	0.357125
TESSP2	0.2075
ALG2	0.55375
PPP1R3D	1.25875
TPM3	0.5145
SYT13	-1.9265
EPB42	-1.24683333333333
CETN3	-1.0165
PRY	0.0945
NTHL1	-0.0378333333333333
POLR2B	0.2915
RPS28	-0.196333333333333
P2RX3	0.331
LYZL4	0.39375
WBP4	0.1228
PMM1	-0.2215
C11orf79	0.133
CBLL1	-0.696
IL1F10	0.84
VAX2	-0.45
SETDB1	0.767833333333333
LRAP	-0.600833333333333
GCLM	-0.453333333333333
CPEB3	3.1975
PPM1A	0.6388125
INTS1	-0.763
CAMTA1	1.36
SAMSN1	-2.4725
LOC158830	-3.44
GMPPA	-0.570125
AIPL1	0.01025
IL24	0.485416666666667
BDKRB1	-2.698
MLF1	1.0629
TAF12	-0.208
ID1	-2.098375
THADA	0.0745
PIK3CB	0.00424999999999999
OR4N5	1.727
TBC1D17	-0.160666666666667
COX8A	0.01175
CDCA4	-1.028
C2orf44	-0.822
ZNF534	-1.165
IMMP1L	0.45825
NIPSNAP3B	0.889
FTMT	0.118125
PWP2	-0.8585
MMP15	-0.1877
DNAH11	-2.1145
MTMR14	-0.208625
DNAL4	1.0005
IPP	-1.01825
TMEM59	1.185625
C1orf157	0.543
RGS4	-0.392166666666667
DDX18	-0.171333333333333
SNX6	0.34825
ZNHIT2	0.824166666666667
NCDN	-0.199166666666667
FLJ33534	-0.531
RAG1	-1.718125
OR4D10	0.5045
PTPN5	-0.209166666666667
POMT1	0.341
LRRC8A	0.4895
CYP1A1	-1.992
CAPN1	-0.251
DDHD2	-0.313375
GRIK2	-0.91975
GNRHR	0.7465
PPBP	-0.8945
HTR3A	-1.530375
SLITRK4	0.954
ANKRD49	-0.27175
BTF3	-0.1011
SARS	-0.41275
C13orf18	0.0531666666666667
CACNB1	-0.536615384615385
QKI	0.0906363636363636
SETMAR	0.591625
MAN2B1	0.458
EML3	-1.1705
ACADL	-0.726
OFD1	-0.411375
DEFB114	2.28
CGA	-3.5247
PEX16	0.526
LRRC10	-0.5245
GNG12	0.8595
C1orf152	0.112666666666667
CHRM1	0.181
CD53	-0.202375
DBH	-1.62725
TFAP2B	4.266875
HIST1H2BJ	-1.03633333333333
FAM46D	0.0485
TMEM11	-0.33775
C3orf32	-2.843
PCCB	0.344125
IPO13	-0.280375
C6orf105	-2.58875
COMMD5	0.70575
SUV420H1	-0.3663
LTBR	0.57425
ARHGAP15	-1.26275
HDHD2	1.42675
TDRKH	0.813333333333333
LOC401052	-0.3665
PSG4	-0.6705
GNB4	-0.9804
SPATA4	1.53775
SLC9A3	-0.3685
OSBP	0.529833333333333
NBPF3	-0.556666666666667
DOCK11	-1.571
SLC39A5	-2.20666666666667
PRR5	0.9466
C10orf63	-0.1145
SMTNL2	-2.653
ADRA1A	0.505333333333333
ASAH1	3.4638
DOM3Z	-0.1004
GIPR	0.58
AHI1	-0.371333333333333
NADSYN1	0.0706666666666667
RGS14	0.4004
IL18BP	0.4261
RTN4RL1	2.0255
ARMC6	-0.5415
PSMD5	0.717
HK3	0.5595
OR4S1	1.29325
RSU1	0.4963
MAD2L1	-2.50233333333333
EIF4A3	-0.257
DLEC1	-0.299833333333333
E4F1	-0.0261666666666667
CHMP2B	0.7073
CAMSAP1	-0.08225
RPS21	-1.26783333333333
ARID5A	0.6095
UBE2N	-0.0686
IGSF8	1.59333333333333
MAGEB6	-3.393
ACAD11	-1.5409
MGC4172	-0.61925
LMO4	-1.50725
KLKB1	-0.4295
HP	-0.818
HDAC3	-0.36425
SCHIP1	0.38825
CLCA1	0.9915
OLFML2A	1.405875
C1orf112	-0.4575
KIF19	0.520909090909091
HAPLN4	-0.1989
CXCR7	-0.227833333333333
GOT2	-0.0214
RAB38	0.579
DCX	-0.61275
PPM1H	0.87975
NFYC	0.419583333333333
KIN	-0.16125
ZNF228	1.23425
PLSCR4	2.96983333333333
HIG2	-0.2285
FAM79B	6.968
C21orf86	-0.7057
KCNK10	0.22025
ZNF738	-1.072625
FSTL5	-0.462833333333333
OR6A2	0.2375
OTOA	1.06333333333333
EXOC1	0.369
AHRR	-3.365375
PDAP1	-2.08141666666667
C19orf6	-0.36125
ZAN	-0.0805
LY6G6E	-0.395
EIF4E2	-0.84
C20orf198	-0.3175
ZNF324	0.4845
CYP3A5	-2.6545
ENTPD7	1.24716666666667
MBOAT5	0.0958333333333333
GJB5	0.27625
TTC13	0.31525
S100Z	-1.176
KIAA0664	-0.9145
PDGFRB	1.82716666666667
IL17D	-0.3915
OR56B4	-1.3895
RDX	-1.24416666666667
SLC34A3	0.842
IL28B	0.534
JUND	1.467
CHRNB1	0.4965
CAMK2B	2.59375
FETUB	-1.68675
CXorf23	1.2055
MRTO4	-1.45175
TTC3	0.5908
NDUFB8	-0.1345
EDG2	-0.82825
SEMA3G	1.47325
IL23A	-1.593
GRHL1	1.2721
LOC441054	-2.7585
WDR65	-0.932714285714286
PSTK	-0.2365
STOML3	0.722666666666667
R3HDM2	-0.0205
C5	-2.18925
SLC2A10	0.711833333333333
C3orf22	0.44025
PAQR3	-1.35484615384615
ANKRD26	-0.1785
HCRTR1	0.185
LOC399947	-1.1195
PSD2	-0.596
TIGD2	-0.0121666666666667
SCRN1	-1.00475
COQ10A	-0.0225
DDI2	-0.682
METTL7B	-1.12816666666667
UCN2	0.505
FAM92A3	-1.3185
WDR16	0.163
ZNF511	0.116833333333333
ZMYM5	-0.618375
POLR3G	-2.64075
ZNF586	-0.296
C1orf49	-0.0708333333333334
TANK	0.7525
RCAN1	0.555166666666667
PELI3	1.1265
LIMD2	-0.556083333333333
TMEM189	-1.0905
NTN4	2.4175
LOC151300	0.0605
CLEC2A	-1.586
GPR135	-0.40025
DPYSL4	-2.535
JAK2	0.597666666666667
TSHZ1	1.73866666666667
TM9SF4	-0.450625
ZNF264	0.587833333333333
SIRPG	0.341
BICD1	-1.05075
HERC6	-0.206833333333333
METTL5	-1.1255
CASP1	0.4835
PRRT1	-0.854
PLA2G4C	2.025
ICA1L	-0.0782857142857143
TPTE2	-0.0171666666666667
OTUD7A	0.685833333333333
AQP11	0.67375
APOA2	-3.8923
KALRN	-1.2848
SECTM1	0.45475
IFNAR1	-0.156
TALDO1	-0.374125
RAB11FIP4	0.51125
EIF5A	-1.359
FAM49A	1.4305
NEGR1	0.641
YTHDC2	-0.003375
EHD2	-0.210375
NCF1	1.6223
SCRT2	1.195
HOXA5	1.85966666666667
NUP133	0.946
FGF12	-1.6121875
SLMO2	-0.3425
SNTA1	0.131375
CACNG2	0.306875
GCM1	0.951375
ELF1	0.362666666666667
TLR5	3.145
TCFL5	-1.15875
RBMY2FP	-0.3645
LOC100125556	0.813375
FAM129B	0.412875
MAP3K7IP1	-0.31625
NCK2	-0.1145
OXA1L	-0.97575
FMO9P	0.307
ZSCAN12	0.18125
PSMD12	-0.67025
HSCB	-0.41925
CLDN10	-3.46975
MGC13053	-0.82925
HPCAL4	-1.0135
ASZ1	0.1455
MEX3D	0.68875
NFAT5	-0.593
CSPG4LYP1	-0.282833333333333
FBXO3	1.4439
DVL1	-0.0135
CMKLR1	1.08833333333333
TYMS	-2.33875
PEF1	0.9705
ZNF750	-1.44716666666667
MCM5	-0.6196
MEGF11	-1.14475
KCNK7	-0.3675
PTP4A3	0.0735
C1QTNF2	-0.8575
OR6S1	-2.161
FAM122B	-0.853
ZNF551	-0.648625
HBQ1	-2.25
GEMIN6	-0.2425
ARSK	-0.59575
RBP7	3.87333333333333
CPNE9	0.4095
DSC1	0.258
LOC730112	0.39875
MAP2K4	2.658875
HS3ST5	-1.993
EPB41L3	-0.32375
TEKT2	1.81025
CDKN2B	0.341583333333333
ZNF480	-1.06975
MAP3K6	0.5603
MAP6	2.23383333333333
HN1	-0.2123
OR2L13	1.13533333333333
SLC16A11	0.51325
FAM96A	-0.78825
APOL1	-0.23075
C5orf32	0.132
RTP1	0.413833333333333
RNF175	-0.2885
ZBTB41	2.581375
AHCTF1	0.2993
SAE2	-0.8405
ITGA2	0.866833333333333
MME	-0.454333333333333
CCDC14	-1.928
MAST4	1.63292857142857
KRT33B	-0.433
KCTD2	-1.1255
WDR26	0.556
MFI2	-0.30075
NR4A3	-1.47375
ARSA	2.0325
UNKL	-0.326
SULT6B1	0.088
CCNA2	-2.9875
SOX15	0.355
PPAPDC1B	0.229666666666667
C19orf44	0.3295
MCAT	0.663916666666667
ARID1B	0.303
OR52N1	0.857
C12orf48	-1.86525
MAGI1	1.282625
NIPA2	-0.49425
GBX2	-2.352
RSHL3	-0.51475
RAVER1	0.2205
C15orf17	-0.29225
SLC30A2	-0.0333333333333334
ZNF518	0.14575
PCYT1B	-1.1375
C10orf114	-1.2775
EIF3H	1.07691666666667
SLC25A39	-0.928166666666667
KIF1B	-0.537875
AMOTL2	0.09325
C6orf120	0.859571428571429
PSRC1	-2.01775
PLA2G10	1.113375
KIF5C	1.81
MRPL37	-0.6435
C17orf62	-0.215333333333333
C9orf135	-1.3762
DUSP10	1.1026
CLCNKB	0.546
PSMA5	-0.36175
C8orf53	0.626
AMPD3	1.04933333333333
PIAS1	0.0555
ADCYAP1R1	-0.753
GYLTL1B	1.33325
CDH20	0.272
FBXO7	-0.0035
TMEM134	0.782166666666667
FLJ14213	0.918166666666667
ZNF3	-0.577
LRRFIP1	0.105541666666667
CNOT2	0.00175
ABI3	2.60025
ALDH5A1	-0.63275
HNT	3.4822
SERPINA4	-2.157
TK2	0.382416666666667
STMN1	-1.961
GUCA2A	-0.4244
GALNT10	0.940571428571429
DPP6	-0.750526315789474
C9orf93	-0.353875
PRELID2	-0.352375
STK39	-0.411125
SFTPA1	-1.2625
CKS2	-1.74433333333333
RHO	-0.15725
C20orf135	-0.7865
XKR3	-4.999
CR1	0.235
RPS6KA2	1.33692857142857
C20orf112	0.0265
MRPL22	0.09
C4orf23	0.0618333333333333
GADD45B	-0.47525
KLHDC1	1.74283333333333
C2orf48	-2.81
ZNF287	1.982
DAAM2	-1.09525
DPPA2	-3.68075
TCTN3	0.0973333333333333
DNAJB11	-0.235
FPR1	3.5625
DEFB4	-0.134
PTCD2	-0.8693
SMOC2	4.65516666666667
CABP7	2.07325
SERPINB11	-0.47275
MAGEF1	0.396
NDE1	0.290333333333333
ITGA10	-0.1325
FSHB	-1.9795
ANXA2	0.54925
HORMAD2	0.0195
HLCS	0.32275
MCF2L	1.08333333333333
FH	0.44525
TBC1D24	1.88525
KIAA1505	0.4585
LGALS2	-0.299
CNBD1	-0.1535
SYNPO2L	1.1265
PTPN23	-0.0478571428571429
C1orf183	-0.3
MAGEA8	-3.274
DGCR8	-1.4715
GSR	-2.026
PAQR7	0.27125
ZNF676	-0.7005
CACNA1C	0.3069
SP7	-0.1545
PDCD6	-0.09475
NRN1L	-1.2075
BRI3BP	0.0958333333333333
KIAA1183	0.95925
ASB4	0.0386666666666667
CCL23	0.0607
OBSL1	-1.364875
SLC12A7	0.232
KIAA0240	1.710875
CD1B	-2.46966666666667
FCGR2A	1.450125
MDC1	-1.0445
HTR1A	0.610833333333333
OCEL1	0.68325
ATP11B	-1.27975
FBXO34	0.00200000000000001
PCDH12	3.31116666666667
RPE	-0.4945
C17orf74	0.1555
CSDC2	0.631166666666667
PET112L	-1.0225
TMBIM1	0.142125
P2RXL1	-0.03125
TCHP	-0.74525
TRMT1	-1.488
F2RL2	1.55445454545455
LRRC32	3.16933333333333
IMPG2	-1.7135
BGLAP	0.31925
LOC493869	-1.42616666666667
MRAS	1.037625
SLC35F5	0.18125
CBWD1	0.093
AXL	-0.89175
ATP2C2	1.33075
TELO2	-0.216
PNPLA3	-2.20525
PCDHB14	0.16925
CD276	0.21725
KRT80	-1.9305
DUSP28	0.5505
CSNK1E	-0.2655
SRP14	0.517
KCNQ4	0.374
KRT72	0.596
CCDC117	0.910625
C6orf89	0.190055555555556
TUBB2B	-2.64883333333333
RTN4IP1	-1.0215
CR1L	-3.2862
CEND1	-0.3775
C12orf41	-0.145833333333333
RNF31	0.227
UBN1	0.346166666666667
C17orf32	0.72925
SLC5A7	0.5455
GPR92	1.45433333333333
ESAM	2.1832
CTNNA1	0.422333333333333
HRBL	0.2025
CBX4	-0.94175
TMEM182	0.06525
SH3TC2	-1.33166666666667
IL10	0.268666666666667
PXMP4	1.415
RNF167	0.2634
PAK7	1.1475
ETV3	0.2055
ATPIF1	0.2415
LOC554207	-2.9966
OR8H1	-0.28625
WDFY3	0.99125
DPM1	-1.07225
GPSM1	-0.02
WDR92	-0.286
LRP1	0.405833333333333
ANKH	-0.1255
THUMPD3	-0.947
POLR1B	-0.625
OLFM4	1.5792
RAD9B	-0.977666666666667
TSPY2	-2.9805
PAX6	-1.7135
SCG2	-3.321125
SLC17A6	0.54825
FMO3	2.764625
PADI4	-0.3455
TUBB4	-1.1131
NLK	0.48525
POU4F3	0.3295
SDF4	-0.24825
ITGBL1	3.6895
NETO1	-0.2975
TAP2	-0.5145
ABBA-1	-0.206083333333333
GNAI1	-0.4215
VPS4B	1.494
NOPE	-0.462
GALNT6	2.64266666666667
SESN1	1.967625
GBE1	-0.898666666666667
CLASP1	0.26825
RASGEF1B	-0.342125
ACOT11	-0.346714285714286
AFAP1	0.75125
OR2H2	0.12
DPY19L2P1	-1.043
DZIP1	-1.336
SEC22C	0.112416666666667
GPR161	0.352083333333333
RNF146	0.899
WDR74	-0.695125
GALP	-0.0085
PURA	0.85725
DNPEP	0.51675
RP11-78J21.1	-0.738
ERBB2	2.253375
FANCM	-0.800166666666667
NEO1	0.959833333333333
DDX3Y	-4.80211111111111
RPS3A	-0.259
MXRA7	-0.230357142857143
LGALS3	-0.824833333333333
GLT8D1	0.0755
CFL2	-1.547
UPB1	-0.03875
NAP1L5	0.213125
CLDN14	0.69925
DHX38	-0.84125
BTBD1	-0.01275
TARS2	0.466833333333333
ABCF1	-0.5877
FCF1	-0.0493333333333333
LRRC49	0.76975
GUCY1B2	-1.8155
C1orf177	-1.34716666666667
SMARCA4	-0.823285714285714
LRP8	-2.88616666666667
TAGLN3	-1.11325
MRPL14	-0.31175
TTRAP	0.15275
ZDHHC20	0.5455
NFE2L3	-1.184
KIAA1377	-0.9555
PALMD	0.891
TMEM43	-1.064
TTL	-1.008875
STAT5B	-1.04166666666667
SSB	-0.864875
OR10H5	0.1675
SLC22A13	-0.799
AKAP3	-1.65033333333333
TIMM23	0.180166666666667
OAS2	1.80708333333333
KIAA0423	1.207
TRIM11	1.02983333333333
GLIS3	2.6335
TMEM50B	1.09766666666667
ARHGEF4	-1.363625
DEGS1	0.539
TBL1XR1	1.34813333333333
G6PD	-2.146
SP140	-0.3826
MUC17	0.297727272727273
NUDC	-0.2198
DNAJC5B	0.419166666666667
SCARA3	0.2545
CPA3	6.226
BCAT2	0.1715
MFN1	-0.5325
NRG3	-0.078
SNX11	0.29775
PLEKHH1	-0.685833333333333
GPR177	0.267666666666667
HCFC2	0.51975
TCAP	-1.1645
MOCOS	-0.17375
C14orf93	-0.0365
PRDM10	-0.3255
SLC16A4	1.63133333333333
SRGAP1	-1.40033333333333
VIP	0.838
DUSP27	1.122
LILRA1	0.7031
MC2R	-0.0865
MGC24103	-1.02775
MBTD1	-1.286
FUT11	-0.275833333333333
USP33	0.9945
C15orf39	-1.5865
MAP3K12	-0.326625
PAAF1	-0.3705
BARHL1	-0.539
FLJ16165	0.927
PIWIL2	-2.75775
SYNE1	-0.239454545454545
CMTM4	0.368375
TSPYL1	1.6242
GUF1	-0.870666666666667
TMEM157	1.615
WDR44	0.08875
HIST1H3C	0.08075
DKFZp666G057	2.437
RNPEP	0.322
GAS2L2	0.509666666666667
ADH4	-4.13
GRPR	1.12333333333333
FBXL17	0.9
ZBTB10	0.0813636363636364
Gcom1	0.399
HTRA1	2.0447
ZNF585A	-0.100833333333333
SLC26A2	0.277307692307692
OTOP3	0.353166666666667
WISP1	3.12488888888889
ATP2B4	0.397416666666667
FLJ10769	0.55525
CRAMP1L	0.234375
CHST12	-0.822
RAB22A	0.543833333333333
TARDBP	-0.175642857142857
STAU1	-0.687
CRB3	2.29466666666667
MIG7	-1.5875
CHMP1A	-0.627166666666667
ZNF160	-0.17
B3GALT6	0.468625
BARX1	-1.43216666666667
C6orf167	-1.3103125
NXNL1	-0.032
DHX29	0.348375
HADHB	0.057
PLXNB2	0.196625
ILDR1	-1.049
SLC15A3	2.276
GAS2	-4.429
C20orf69	-0.90575
NUMB	0.103
TNIP1	0.106875
MESP1	-0.745333333333333
PSKH1	-0.301
NSFL1C	-0.256375
RHOG	0.1495
HEY1	-1.953
KNG1	-1.497625
ITGAX	1.1304
LIN9	-0.1055
CANT1	0.592
XRN1	0.408214285714286
CCDC96	1.8202
HEATR6	-1.14816666666667
GNG7	0.645083333333333
RUNX2	1.6755
SOX1	0.265
FCRL5	-0.632333333333333
ZNF99	0.108375
FAM9A	0.491
SNX22	0.267666666666667
MBNL3	-3.1695
ODC1	-2.8577
ADORA2B	-2.028
NR2F6	0.13475
ZFYVE16	-0.519055555555555
SYNJ2BP	0.0846
POLE	-1.33975
E2F2	-1.4625
THRA	-0.188833333333333
PTGES2	-1.0215
HIP1R	0.404166666666667
TMUB1	-0.910166666666667
ENO3	-1.87325
RSPH10B	-0.231
CXorf39	1.215
IRGC	-0.1305
GPR109B	-0.4925
FLJ13305	-0.8085
LCE3A	-1.0495
TNFRSF18	0.5755
DET1	0.5835
TRPM3	-0.325
C16orf79	-1.32
FECH	0.856
RAP2A	0.384166666666667
CRIP1	2.62
AZIN1	-0.25425
SLC7A7	3.556
IL10RA	0.2998
TMEM64	-2.74575
CDC42EP4	0.4995
C16orf58	-0.0118888888888889
ARG2	-1.9985
POU5F1P4	-4.79125
FAM62B	-0.57275
DNAH8	-2.24844444444444
ASH2L	0.058375
TSLP	-3.0805
CNTNAP5	-0.11275
TMEM16C	0.112
IFNA14	2.037
SLC1A3	-0.137875
CABYR	2.373
BCL7B	-0.3619
NUDT13	-1.0855
C13orf28	1.075
C1orf53	1.57475
ARL6IP4	0.204
RPL35A	-0.277
EMR3	0.452333333333333
RAB40C	0.41375
SLC41A1	0.597166666666667
LRCH1	0.26875
LY6G5B	-1.1325
FAM124A	0.104642857142857
MGC10981	-3.61633333333333
CLIP3	-0.0354
MAP4K2	-0.0103333333333333
CHIC1	0.66575
SULF1	3.81283333333333
C20orf30	-0.0652142857142857
PRDM5	-0.936
ELOVL1	0.06925
C11orf48	-0.743375
SLC39A10	0.895
KCNV1	-0.121
ACP1	-0.517833333333333
ZMYM2	-0.302
B3GNT6	-0.206833333333333
C9orf69	-0.42125
C2orf15	1.307
C20orf166	2.37
HSP90AA6P	-0.871
EDG7	-1.765
NEURL	-1.20425
LPL	0.396166666666667
CLEC2D	-0.806857142857143
GRRP1	1.55
CD8B	-3.1524
HIST1H3D	-1.6795
SLC6A12	0.30575
FAM27L	-1.525
CD84	0.8437
RASA1	-0.2335
PHKG1	-1.1855
MAGEA11	-1.934
IMPA1	-0.8757
NPM3	-1.56475
RARRES1	1.753
SH3BP1	-0.068
B3GNTL1	-0.4665
ARPC5L	-0.17
KLHL26	0.09875
SIM2	-1.70557142857143
GJC1	0.6355
C20orf194	0.09275
EXO1	-2.6695
SLC2A2	-1.63975
LOC285074	-1.4065
LRG1	3.00325
KIRREL	0.475
