Hybridization REF	TCGA-A2-A04W-01A-31R-A115-07
LOC151300	-0.289
CLEC2A	-1.5535
GPR135	-0.721625
DPYSL4	-1.3453
JAK2	0.3285
TSHZ1	1.017
TM9SF4	0.50925
ZNF264	1.62066666666667
SIRPG	0.878625
BICD1	0.3995
HERC6	0.202666666666667
METTL5	-0.772
CASP1	-0.8685
PRRT1	-0.392166666666667
PLA2G4C	1.11566666666667
ICA1L	0.265428571428571
TPTE2	-0.1285
OTUD7A	-0.278666666666667
AQP11	-2.0475
APOA2	-3.5394
KALRN	0.273
SECTM1	1.73941666666667
IFNAR1	0.6465
TALDO1	0.362
RAB11FIP4	0.262666666666667
EIF5A	-1.146
FAM49A	2.5245
NEGR1	0.235333333333333
YTHDC2	-0.17025
EHD2	0.2165
NCF1	1.1156
SCRT2	-0.9285
HOXA5	0.0518333333333333
NUP133	-0.42075
FGF12	1.394875
SLMO2	-0.302625
SNTA1	1.1665
CACNG2	0.0385
GCM1	1.4125
ELF1	0.710166666666667
TLR5	2.14325
TCFL5	-0.454
RBMY2FP	-0.7715
LOC100125556	0.730625
FAM129B	-0.18525
MAP3K7IP1	-0.031
NCK2	1.171
OXA1L	-0.98875
FMO9P	2.658
ZSCAN12	-0.5815
PSMD12	0.0865833333333333
HSCB	0.42075
CLDN10	-2.9845
MGC13053	-0.48475
HPCAL4	0.191833333333333
ASZ1	-0.9745
MEX3D	0.571583333333333
NFAT5	-0.9652
CSPG4LYP1	-0.2125
FBXO3	0.6948
DVL1	-0.545166666666667
CMKLR1	0.845833333333333
TYMS	-4.848375
PEF1	0.5375
ZNF750	2.72283333333333
MCM5	-0.9779
MEGF11	-0.99275
KCNK7	0.2655
PTP4A3	-0.248
C1QTNF2	-0.345833333333333
OR6S1	0.4625
FAM122B	-2.00025
ZNF551	0.67375
HBQ1	-1.88
GEMIN6	-0.5375
ARSK	-0.7755
RBP7	1.17833333333333
CPNE9	0.259
DSC1	-0.2775
LOC730112	-0.38375
MAP2K4	0.6655
HS3ST5	-1.252
EPB41L3	-0.49025
TEKT2	-0.52375
CDKN2B	2.09425
ZNF480	0.29
MAP3K6	0.769
MAP6	3.60733333333333
HN1	0.5614
OR2L13	0.372666666666667
SLC16A11	0.56325
FAM96A	-1.141
APOL1	0.40225
C5orf32	-0.1805
RTP1	0.0758333333333333
RNF175	-1.12175
ZBTB41	1.0135
AHCTF1	-0.1067
SAE2	-0.3816
ITGA2	-1.07391666666667
MME	-1.06533333333333
CCDC14	-1.5865
MAST4	-0.0312142857142857
KRT33B	-0.4985
KCTD2	-0.501333333333333
WDR26	1.29425
MFI2	1.208125
NR4A3	1.191125
ARSA	1.84825
UNKL	-0.2875
SULT6B1	0.258
CCNA2	-2.93416666666667
SOX15	0.247
PPAPDC1B	1.34983333333333
C19orf44	0.03
MCAT	0.0194166666666666
ARID1B	-0.11175
OR52N1	0.128
C12orf48	-1.16225
MAGI1	-0.725
NIPA2	-0.2495
GBX2	-1.1315
RSHL3	1.58575
RAVER1	-0.235333333333333
C15orf17	-0.12675
SLC30A2	0.32875
ZNF518	-0.33525
PCYT1B	-0.74775
C10orf114	-0.29175
EIF3H	-0.39525
SLC25A39	-0.7
KIF1B	1.990125
AMOTL2	0.43875
C6orf120	0.754125
PSRC1	-2.029
PLA2G10	2.63775
KIF5C	0.47625
MRPL37	-0.0085
C17orf62	0.0385
C9orf135	-1.24283333333333
DUSP10	3.03
CLCNKB	0.4415
PSMA5	0.35875
C8orf53	-0.21475
AMPD3	0.855166666666667
PIAS1	-0.13525
ADCYAP1R1	0.068
GYLTL1B	1.9205
CDH20	0.0738333333333333
FBXO7	-0.26525
TMEM134	0.7125
FLJ14213	1.44916666666667
ZNF3	0.0115
LRRFIP1	0.4085
CNOT2	0.502916666666667
ABI3	1.73225
ALDH5A1	-1.58708333333333
HNT	3.0014
SERPINA4	-2.331
TK2	0.53175
STMN1	-1.933
GUCA2A	0.297333333333333
GALNT10	1.18621428571429
DPP6	-0.712368421052632
C9orf93	-1.006
PRELID2	-0.903875
STK39	-0.594875
SFTPA1	-1.14225
CKS2	-1.01355555555556
RHO	0.289428571428571
C20orf135	0.25925
XKR3	-2.578
CR1	0.2615
RPS6KA2	1.54214285714286
C20orf112	1.00725
MRPL22	-0.9455
C4orf23	0.506666666666667
GADD45B	2.002
KLHDC1	0.221666666666667
C2orf48	-1.952
ZNF287	0.78
DAAM2	0.0745
DPPA2	-2.88616666666667
TCTN3	0.849
DNAJB11	0.174
FPR1	3.34525
DEFB4	0.69
PTCD2	-1.8943
SMOC2	4.99083333333333
CABP7	1.5625
SERPINB11	0.143
MAGEF1	0.5065
NDE1	-0.130833333333333
ITGA10	0.281
FSHB	-0.023
ANXA2	1.230625
HORMAD2	0.1395
HLCS	0.58375
MCF2L	1.59125
FH	-0.107875
TBC1D24	2.5765
KIAA1505	0.519
LGALS2	-2.62575
CNBD1	-0.3255
SYNPO2L	-0.832
PTPN23	-0.0792857142857143
C1orf183	0.461166666666667
MAGEA8	-2.78425
DGCR8	-1.64225
GSR	-0.334
PAQR7	0.47525
ZNF676	0.2165
CACNA1C	1.4437
SP7	0.226
PDCD6	0.25125
NRN1L	-1.5805
BRI3BP	0.143416666666667
KIAA1183	0.6055
ASB4	0.211
CCL23	0.5615
OBSL1	-0.6035
SLC12A7	1.21866666666667
KIAA0240	0.550875
CD1B	-3.4235
FCGR2A	0.681
MDC1	-1.6465
HTR1A	-0.142833333333333
OCEL1	-0.482
ATP11B	0.435875
FBXO34	0.427833333333333
PCDH12	3.35416666666667
RPE	-0.4965
C17orf74	-0.084
CSDC2	1.40516666666667
PET112L	-0.842
TMBIM1	0.887125
P2RXL1	-0.1505
TCHP	-1.0025
TRMT1	-1.23233333333333
F2RL2	0.641083333333333
LRRC32	3.58316666666667
IMPG2	0.6745
BGLAP	-0.5575
LOC493869	0.172
MRAS	1.553
SLC35F5	2.52575
CBWD1	0.882
AXL	-1.5365
ATP2C2	4.75725
TELO2	-1.13075
PNPLA3	-2.641
PCDHB14	2.1745
CD276	0.88725
KRT80	-0.301875
DUSP28	-0.4225
CSNK1E	0.00566666666666667
SRP14	0.2525
KCNQ4	-0.7455
KRT72	0.242833333333333
CCDC117	0.331125
C6orf89	-0.443888888888889
TUBB2B	-0.275833333333333
RTN4IP1	1.619
CR1L	-3.639
CEND1	0.050375
C12orf41	-0.9525
RNF31	-0.16725
UBN1	-0.1985
C17orf32	0.450875
SLC5A7	0.76325
GPR92	0.145666666666667
ESAM	2.1692
CTNNA1	0.231916666666667
HRBL	0.1734
CBX4	-0.17475
TMEM182	0.47975
SH3TC2	-0.657166666666667
IL10	0.647166666666667
PXMP4	-2.1565
RNF167	-0.4992
PAK7	-0.457833333333333
ETV3	0.057
ATPIF1	0.285833333333333
LOC554207	-2.11933333333333
OR8H1	0.41675
WDFY3	1.051
DPM1	-0.26325
GPSM1	0.308
WDR92	-0.4668
LRP1	0.585666666666667
ANKH	0.146625
THUMPD3	-0.727
POLR1B	0.199
OLFM4	3.29083333333333
RAD9B	0.0405
TSPY2	-3.1195
PAX6	-1.6495
SCG2	-2.4535
SLC17A6	0.48375
FMO3	1.589
PADI4	0.194625
TUBB4	0.3833
NLK	0.026
POU4F3	-0.4695
SDF4	0.25925
ITGBL1	3.60466666666667
NETO1	-0.96725
TAP2	-0.187625
ABBA-1	-0.41725
GNAI1	2.327
VPS4B	0.89975
NOPE	0.3381
GALNT6	1.86233333333333
SESN1	-0.124625
GBE1	-1.58444444444444
CLASP1	-1.12425
RASGEF1B	1.011
ACOT11	0.561
AFAP1	1.9675
OR2H2	0.29875
DPY19L2P1	-2.0955
DZIP1	-0.8045
SEC22C	0.394083333333333
GPR161	0.10225
RNF146	2.24625
WDR74	-1.411
GALP	-0.266
PURA	0.67625
DNPEP	0.15
RP11-78J21.1	-1.2795
ERBB2	5.018125
FANCM	-0.30175
NEO1	1.73033333333333
DDX3Y	-4.4119
RPS3A	-0.568375
MXRA7	0.645214285714286
LGALS3	-0.382833333333333
GLT8D1	0.436
CFL2	-1.21533333333333
UPB1	0.104
NAP1L5	0.193625
CLDN14	2.52975
DHX38	-0.467
BTBD1	-0.4055
TARS2	-0.5525
ABCF1	-0.5491
FCF1	0.101833333333333
LRRC49	-0.20925
GUCY1B2	-0.996
C1orf177	1.2125
SMARCA4	-0.207928571428571
LRP8	-1.37033333333333
TAGLN3	0.90575
MRPL14	-0.7655
TTRAP	-0.76675
ZDHHC20	0.99525
NFE2L3	-1.7625
KIAA1377	0.149375
PALMD	1.2438
TMEM43	0.633
TTL	-1.12075
STAT5B	-1.6255
SSB	-0.2195
OR10H5	0.1605
SLC22A13	-0.19175
AKAP3	-0.8165
TIMM23	0.387333333333333
OAS2	0.849166666666667
KIAA0423	0.91725
TRIM11	0.779666666666667
GLIS3	2.072375
TMEM50B	0.573666666666667
ARHGEF4	-0.48225
DEGS1	1.70690909090909
TBL1XR1	0.4244
G6PD	0.24525
SP140	0.2835
MUC17	0.146071428571429
NUDC	-0.4287
DNAJC5B	2.34516666666667
SCARA3	-0.815166666666667
CPA3	5.28616666666667
BCAT2	-0.31375
MFN1	0.1174
NRG3	0.6015
SNX11	-0.407
PLEKHH1	-0.87
GPR177	1.95716666666667
HCFC2	0.72775
TCAP	0.64125
MOCOS	-1.0365
C14orf93	-0.6565
PRDM10	-0.559666666666667
SLC16A4	-0.671083333333333
SRGAP1	0.0458333333333333
VIP	-0.102
DUSP27	-0.0175
LILRA1	0.6214
MC2R	0.35
MGC24103	-0.4975
MBTD1	-2.273
FUT11	-0.967666666666667
USP33	0.6571
C15orf39	-0.2555
MAP3K12	0.059
PAAF1	-1.424
BARHL1	0.452
FLJ16165	-0.173
PIWIL2	-2.523
SYNE1	0.249666666666667
CMTM4	1.003625
TSPYL1	2.6902
GUF1	-0.180666666666667
TMEM157	1.4735
WDR44	0.0855
HIST1H3C	-0.51125
DKFZp666G057	1.4885
RNPEP	0.245
GAS2L2	0.167833333333333
ADH4	-5.04875
GRPR	0.194333333333333
FBXL17	-0.9725
ZBTB10	0.339833333333333
Gcom1	-0.194388888888889
HTRA1	2.4993
ZNF585A	-0.415166666666667
SLC26A2	0.866428571428571
OTOP3	0.228
WISP1	3.10755555555556
ATP2B4	-0.2285
FLJ10769	0.875
CRAMP1L	-0.229875
CHST12	0.26575
RAB22A	0.528083333333333
TARDBP	-0.224214285714286
STAU1	0.67275
CRB3	2.9795
MIG7	-0.249
CHMP1A	-0.227
ZNF160	0.794625
B3GALT6	-0.2285
BARX1	-1.17083333333333
C6orf167	-1.57425
NXNL1	0.9875
DHX29	0.2625
HADHB	-0.068
PLXNB2	1.810875
ILDR1	-1.434
SLC15A3	1.98
GAS2	-4.98666666666667
C20orf69	-0.58
NUMB	-0.2425
TNIP1	-0.383625
MESP1	1.293
PSKH1	0.2455
NSFL1C	-0.15575
RHOG	0.26875
HEY1	-2.00083333333333
KNG1	-1.88475
ITGAX	1.6217
LIN9	-0.4965
CANT1	1.096
XRN1	-0.269642857142857
CCDC96	1.9352
HEATR6	-1.4735
GNG7	0.236583333333333
RUNX2	1.741375
SOX1	-0.362
FCRL5	0.3827
ZNF99	0.871125
FAM9A	0.4855
SNX22	0.0161666666666667
MBNL3	-2.168
ODC1	-1.7437
ADORA2B	-1.5415
NR2F6	0.6385
ZFYVE16	-0.105277777777778
SYNJ2BP	-0.0266
POLE	-0.981625
E2F2	-0.826375
THRA	3.90183333333333
PTGES2	-0.397833333333333
HIP1R	0.760666666666667
TMUB1	-0.271166666666667
ENO3	-2.73975
RSPH10B	0.667
CXorf39	0.858875
IRGC	0.28925
GPR109B	-1.113
FLJ13305	-1.1135
LCE3A	0.3425
TNFRSF18	0.217833333333333
DET1	-0.3035
TRPM3	-0.299166666666667
C16orf79	-1.6425
FECH	-0.4545
RAP2A	0.368166666666667
CRIP1	-1.07916666666667
AZIN1	0.158125
SLC7A7	3.185
IL10RA	0.6177
TMEM64	-3.34075
CDC42EP4	0.4591
C16orf58	-0.0778
ARG2	-2.99375
POU5F1P4	-4.303
FAM62B	0.691625
DNAH8	-2.1168
ASH2L	-0.5935
TSLP	-4.2495
CNTNAP5	-0.0408
TMEM16C	-0.23525
IFNA14	-0.3225
SLC1A3	1.138875
CABYR	-0.969
BCL7B	0.055
NUDT13	-1.71216666666667
C13orf28	0.21325
C1orf53	-0.16525
ARL6IP4	0.2545
RPL35A	-0.13475
EMR3	0.762
RAB40C	0.556
SLC41A1	0.270166666666667
LRCH1	0.18275
LY6G5B	-0.742
FAM124A	-0.233214285714286
MGC10981	-3.95
CLIP3	0.4151
MAP4K2	-0.1265
CHIC1	-0.359
SULF1	4.69616666666667
C20orf30	-0.0322142857142857
PRDM5	-0.367125
ELOVL1	1.64475
C11orf48	-1.058875
SLC39A10	-0.698
KCNV1	0.03075
ACP1	-0.2025
ZMYM2	-0.486625
B3GNT6	1.04816666666667
C9orf69	0.10125
C2orf15	1.50625
C20orf166	-0.1215
HSP90AA6P	-0.8825
EDG7	1.8285
NEURL	-1.923875
LPL	0.102333333333333
CLEC2D	-0.281857142857143
GRRP1	1.9285
CD8B	-2.9705
HIST1H3D	-0.976166666666667
SLC6A12	0.495625
FAM27L	-0.076
CD84	1.3172
RASA1	-0.7245
PHKG1	-0.174
MAGEA11	-1.689
IMPA1	-1.9593
NPM3	-1.16775
RARRES1	3.23525
SH3BP1	-0.1095
B3GNTL1	-1.2315
ARPC5L	0.724833333333333
KLHL26	0.45925
SIM2	2.22
GJC1	0.183
C20orf194	0.06525
EXO1	-2.1205
SLC2A2	-1.9615
LOC285074	-1.13
LRG1	1.56425
KIRREL	-0.1855
PIK3R1	3.43842857142857
C4orf34	1.56775
MAF	-1.69855555555556
ADCY4	3.35433333333333
ZMIZ2	0.628
SLC46A3	1.64916666666667
STAMBP	-0.251
CCDC16	-0.31
MS4A12	0.7685
TCF20	0.64225
LRRC46	0.39225
C20orf152	0.061
MRPS6	-0.599875
ABCB11	0.065
KCNC2	0.340166666666667
CDH19	-2.37033333333333
C9orf123	-0.0175
SSH3	-0.122
LDLRAD1	0.799
CCBE1	-0.66325
ZNF135	2.227125
TAAR1	1.024
WFDC12	1.5695
CCDC42	0.2345
FLJ12529	-0.10925
PER1	-0.6945
TIMM50	-0.571333333333333
SMARCAD1	-0.835166666666667
FAM26C	0.608
TP53TG3	-0.983
SH3RF1	2.5359
LMCD1	2.52275
GPR63	-0.452
FLJ21986	-2.026
AIFM3	-0.44175
MICAL1	-0.627333333333333
BLZF1	1.1845
IQCA	1.58616666666667
PCDHGC3	0.102
SAC	0.474
BCL6B	1.76083333333333
DDO	0.07475
MARCO	3.092
DCHS1	1.807
C1orf170	-0.3155
CD200R1	0.411
C22orf15	-0.438
SEPT11	-0.496333333333333
ADNP	-0.031
UST	0.5673
C13orf34	-0.825
RFFL	-0.245571428571429
APBA3	0.1485
C2orf60	-0.69625
CUTL1	-0.0123
PMS1	-0.612
ZNF689	-1.9455
EIF3E	-0.988666666666667
IL9	0.0338333333333333
RPL31	-0.21725
LY9	-0.0288333333333333
ATP2B3	0.339
KDELR2	2.20370833333333
TFCP2	0.306625
NLRP12	0.73075
FLJ45422	-0.38
TLE4	-0.6568
ZNF570	0.7625
FLJ43806	-0.297
TLK2	-0.5715
CIR	1.827
MARS2	0.413
COL24A1	1.36575
SDF2L1	-0.6645
HIBADH	-0.042
IGFBP3	-0.992214285714286
C12orf23	1.48525
PSPC1	-0.4665
C20orf43	-0.04875
TRAV20	0.1895
ARHGAP24	1.5405
KIAA1975	-1.4965
C1QA	3.019
DNTT	-5.194
C10orf6	-0.927916666666667
C11orf41	0.3195
HNRPF	0.24975
COL11A1	7.21583333333333
UBAP2	0.267833333333333
CDKN2AIPNL	-2.5535
C20orf174	1.8585
SPRED2	0.67125
PLA2G12A	0.618333333333333
ICEBERG	-1.56083333333333
SCN10A	0.338
C11orf65	0.1715
GBP5	4.055
PITPNC1	-0.4135
POU3F3	-0.6595
NCOA7	3.65525
LIN7C	-0.1206
LOC348840	-1.2365
NKX2-2	-1.065
ANKRD13D	0.0295
LOC123688	0.24725
FUT2	3.45616666666667
TAAR8	2.4595
FZD4	0.654666666666667
PNMA3	0.132
OR4L1	0.373
WIT1	-2.43025
EXOC3L	1.11625
ATPBD4	-0.7493
KRBA1	0.057
UBXD6	-0.065
HOXB7	-0.2285
C7orf23	-1.298
UNQ338	2.79875
STAB2	0.61025
CDC20B	-0.0975
IRF9	1.01275
CENTG1	0.532833333333333
TNPO2	-0.41625
MCPH1	0.234875
BMS1P5	-2.464
SLC26A7	0.704
HIST1H3J	0.449
C9orf3	0.4308
LBH	1.272875
MYO1D	0.4875
PTDSS2	-0.58725
NFU1	-0.0585
DEPDC4	-1.4185
WNT7B	2.2939
GLP2R	-0.1295
SETD4	-0.3204
DYNLT3	0.9658
FKBP11	-0.555
SESTD1	0.437333333333333
FLII	0.37175
RPS16	-0.3858
CHPF	1.52083333333333
CSNK2A1	0.027
SUMO1P1	0.27825
FKBP6	-0.452
ZNF214	-0.301833333333333
TWIST1	1.409
DDX56	-0.934166666666667
TRAM1L1	0.9012
EPO	2.22583333333333
MRPS18B	-1.50375
ZNF682	-0.133
RPL14	-0.184833333333333
MAFF	0.4825
LOC51136	-0.85275
LY96	0.39775
DDX20	0.091
ABTB1	-0.289
ARL5A	0.749
CCT6A	-0.13825
HEPACAM	-1.21166666666667
EHHADH	-0.388
RBAK	0.886
CGB1	0.74225
ITGB5	1.5435
YIPF3	0.7845
FKBP2	0.078
NR1D1	1.4446
TMEM110	1.153
NEK2	-1.35066666666667
PRAMEF8	-2.827
C20orf52	-0.4375
PCDHGA3	0.85
VWA3B	0.24825
NDUFA5	0.51125
THAP9	-0.19625
FLVCR2	-0.264666666666667
AP1S1	-1.059625
SMAD6	-0.79925
SAV1	1.1595
SAT1	5.437875
ZNF251	0.470375
ADAMTS7	-0.2061
RPP38	0.01275
C1orf211	-0.897
YPEL2	1.16575
RBMS1	0.575
ZNF445	-0.287166666666667
NRXN2	0.682
PGBD4	-0.818125
UGT2B28	6.054
WBSCR16	-0.5968
NLRC3	-0.036875
ASTL	0.3905
ST6GALNAC1	-0.44075
ZADH2	-0.210875
MLLT4	-0.110333333333333
ARL6	0.426166666666667
MEF2C	0.4595
CBFA2T3	-2.8975
AFF3	-0.145928571428571
COG7	-0.159666666666667
MYB	-2.60933333333333
PLXNA3	0.7195
XRCC2	-1.369
MMS19	-0.792125
ST8SIA5	-1.17075
CHPT1	-1.3555
KIAA1712	-0.663375
OR6X1	0.525
ACTR3	1.729625
UGCG	-0.522
OR4P4	0.4635
ZAP70	-2.89175
LPP	1.0645
ZNF485	0.7095
PTPRCAP	-0.71525
IL12RB1	0.30025
ATRX	0.2512
CHST8	0.555125
C14orf109	-0.56725
ARV1	0.64075
NMB	-1.45557142857143
COX5A	-1.11983333333333
EIF6	-0.585
MPPED2	-0.906333333333333
SEMG1	-2.025
CHRDL1	0.2285
TRAF3IP2	0.90625
WNK2	0.107625
LILRA4	2.55483333333333
LAMA2	4.98125
PXT1	0.5205
RLBP1	-3.356
CD300C	0.276
SLTM	-0.49675
FLJ10404	-1.0185625
APOBEC3D	-0.893666666666667
RENBP	0.3915
ATXN7L1	0.3465
NID1	1.66275
TUBGCP3	-0.4185
ITIH5	0.309111111111111
CCDC110	3.186
C8A	-2.16925
MGC87042	0.35725
HOXC13	1.242
TFDP2	-0.784
HCP5	1.40075
POLI	-0.13275
UCN	-1.4175
ZNF764	-0.168
C8orf45	0.34
FHL3	-0.53625
SPATA5L1	-1.416
MMRN2	2.65333333333333
NDST1	0.0926666666666667
COL20A1	0.000999999999999995
ZNF248	0.0783333333333334
PELP1	-0.754333333333333
MBL2	-2.88283333333333
RNF41	0.647375
C5orf24	-0.083875
THOC5	-0.83275
SERINC3	0.502583333333333
RP11-151A6.2	0.1595
CDCP2	-0.02775
HIST1H2AA	-0.05275
C11orf75	1.30933333333333
FKBP7	1.25
DDOST	-0.3095
GPNMB	1.54683333333333
TTF2	-0.3805
KCNT1	0.5175
SLC39A14	-0.82675
NGRN	0.168
GPR137B	2.44875
MECP2	0.169
PSMA1	0.38075
C16orf73	-4.8365
TMEM60	-0.0126666666666667
CSN3	-0.562
NOS1	0.347666666666667
RAB7L1	-0.95
YBX2	-0.2415
KIAA1166	-0.134625
FUBP3	0.324833333333333
ABCG1	1.047
ACACA	-1.00216666666667
ARL11	-0.0288
ATOH1	-0.8365
ODF1	0.285666666666667
CREB3L3	-1.64066666666667
TMEM127	1.66221428571429
DSCAML1	0.73875
PLN	3.96216666666667
LYPLA1	-0.908583333333333
PRDM9	-1.23325
SASP	-0.90775
PLUNC	1.7815
INTU	0.000749999999999997
HISPPD1	-0.8605
LNPEP	-0.584
YARS2	-0.1995
APCDD1L	-0.8825
ZCCHC4	-0.3282
FBXO22	-1.33866666666667
TTLL13	-0.366
ZNF669	0.761166666666667
PTGDR	1.417
DDX27	0.308
KIAA0409	0.0365
GJB6	0.73475
ASB8	0.721
PLP2	0.2755
MEPE	1.194
OR10J5	0.525
KRT222P	-0.00624999999999996
COQ7	-0.641166666666667
C1orf101	0.32575
RERG	1.4933
CHMP5	0.3585
THAP11	-0.661
ZNF43	0.624166666666667
ZRANB3	-0.911333333333333
KRT13	-1.223875
MRPL19	0.20225
RBBP9	-0.66375
SPATA17	0.98825
BXDC5	0.105833333333333
PAFAH1B1	-0.372166666666667
MAGEE1	1.149
OSTF1	-0.024
KIAA0323	-0.349416666666667
TXNDC13	1.753
CNTN4	1.927125
LCE1B	0.7995
UNQ501	-0.261
ZNF154	1.181
C3orf64	0.47775
SYT5	0.7322
PON1	0.274
FLJ10357	-0.069375
ATP4A	-1.03
GNPDA1	-1.35866666666667
MGAT1	1.40616666666667
C14orf121	0.11625
SLC35B2	-0.36775
MIER3	-0.0486666666666667
CHEK1	-2.678375
ZNF8	-0.109833333333333
TXNDC1	-0.0665
CKB	-1.4331
RTN3	0.154642857142857
FZD2	-0.857166666666667
PART1	2.54525
PSMB6	-1.04075
PCDHB8	2.679
PHC3	0.5227
PPP1R8	-0.838333333333333
NOVA2	1.60066666666667
TNFRSF11B	-4.21625
GOLPH3	1.65183333333333
UBLCP1	0.2275
SUHW3	-1.1955
TTLL1	0.85525
OPN4	0.417
OR13G1	-0.4665
ZPBP2	0.158666666666667
HSD17B11	-1.416375
C9orf50	0.1265
DHDDS	0.899928571428571
CTSW	0.2685
NEFM	-1.81383333333333
MRPL28	-1.33
SYN1	-0.241666666666667
PIGV	-0.775333333333333
ZIM2	0.57725
APBB1	0.172666666666667
SND1	0.09
C1orf123	0.572666666666667
CHD3	-0.68875
BHLHB8	0.17275
RNASE2	-0.551166666666667
BCAP31	1.66375
SLC25A44	0.551166666666667
CHD6	-0.5204
PIB5PA	1.79561538461538
SELS	0.66275
LOC541471	0.369375
FAT2	-0.426
ZNF81	-0.003
OR4C16	0.7115
FLJ10081	-0.5965
LRRC4	1.15725
CS	0.387
N4BP2	-0.93725
IGFBP7	2.275
ZNF318	-0.3735
NDNL2	0.93625
ZNF609	0.160625
SIRT4	-0.3605
EXOSC10	-1.03475
ECE2	0.626
OVGP1	0.9035
GTPBP3	-1.55425
PACS2	0.0843
C19orf36	-1.3785
ARL4C	0.276125
ATG4B	-0.63325
UBQLNL	-0.91825
RHOXF2B	-3.6645
PLEKHG2	-0.8495
GALR1	-0.4365
AQP4	0.149
HDAC7A	-0.173666666666667
DCUN1D3	1.20525
OR8A1	-0.136
CCRN4L	1.00225
CBR4	-0.602
KIFC1	-2.57116666666667
SLC7A14	-1.254
LHX5	0.0435
TRPC7	-0.278
LPXN	2.5055
SERPINA1	-1.49425
RPS13	-0.2251
BPIL3	1.079
PRKAA1	0.26275
FADS2	0.0701
ENAH	0.792625
PRO1768	0.5225
APBA2BP	-0.21575
LIPH	3.76383333333333
C3orf33	-0.386
RCC2	-1.22771428571429
ALDH1A2	-3.2317
RNF103	2.684
AHCY	-0.153625
ALG12	0.9225
CCL17	1.18425
ZNF543	1.79433333333333
ESRRG	2.3803
CNGA1	1.627
RDH5	-1.245
OTX1	-0.1985
PTGFR	-1.60233333333333
CDR2	1.159625
SELE	5.41525
NLGN2	-0.704166666666667
EXOSC9	-1.35
ZNF566	0.182666666666667
KLRC2	-4.3805
GPR12	0.5965
KIAA0196	-0.341
PDRG1	-0.42075
SSR3	-0.097
MSI1	0.01
CST9	-0.7315
CC2D1A	-0.478
PLAGL1	-0.0667222222222222
ZNF778	0.205
RNF2	-0.203625
KLF6	2.77983333333333
THBD	3.43833333333333
tcag7.1314	0.292
NR5A1	-0.116
ABCD2	-0.09525
DNAJC7	-2.1405
CLEC4C	1.0365
TM2D3	0.5305
CCDC4	0.3195
PLAC2	0.9215
DCD	1.0885
FAAH	1.45975
POLA1	-1.2365
TM7SF2	0.13075
FLJ39822	-1.30883333333333
FLOT2	0.07725
MAP4K1	-0.802
SRP68	-0.587
C21orf74	null
ARPC5	-0.01125
LOC126075	1.75675
HECW2	0.359625
ZDHHC4	-0.7795
ANKRD42	1.6271
PDE9A	-0.246
ABCA8	1.11
NDUFS2	-0.429
UBR5	-1.01025
BTBD16	-2.5155
LOC554174	-0.97
ZNF20	1.189
KIAA1843	0.727
WDR17	-1.10775
C15orf33	-0.2625
RNF113A	-0.13
CAMKK1	-0.2261
CLCN2	-0.22875
ANXA6	-1.104
LOC340069	0.5045
EMID1	0.6645
DPM3	-0.57975
ELA1	-0.1785
SLC25A13	-0.0594
KRT24	1.7275
SMPD1	1.43266666666667
TH	0.1725
COL6A2	1.36035714285714
ANKS1B	0.44325
GPR126	0.2648
ZC3H12A	-0.732666666666667
TMEM47	0.523833333333333
C2orf51	0.121333333333333
C1orf88	2.0515
HSF2BP	-0.45925
AKAP10	-0.5385
RPAP3	-0.638
KLHDC8B	0.422875
STOM	0.2442
MUPCDH	-0.154625
C10orf72	0.654625
PLEKHA3	0.58375
TCP11L1	0.77675
CWF19L1	-0.301125
SPEF1	1.18415384615385
YSK4	1.479
ELN	2.5839
SAMD8	0.933
MPI	-1.73466666666667
MEPCE	-0.5158
ABCC3	0.04925
NANOGP1	-3.5895
KCNK17	0.1415
HLA-DMB	3.58116666666667
RRAGA	1.1175
ANGEL1	-0.63625
RBM32B	-0.069
CPN1	-2.69475
MGC52282	-0.3882
HLA-A	0.610083333333333
OR9G4	0.2305
EDNRB	-1.291625
SCD	-0.124285714285714
C14orf80	-0.492833333333333
BAGE2	0.017
RABL4	1.22116666666667
RCVRN	0.401
SHANK1	-0.1175
NLRP7	-2.96875
CD226	0.73675
STAT3	0.219125
SYNJ2	-0.9093
TPCN2	0.603
WDR36	-1.31491666666667
MBD4	-0.24075
ROBO1	-0.4685
ST3GAL6	-3.847
SLAMF8	2.24166666666667
ATN1	0.543666666666667
GPR141	0.72175
KRT36	-0.166
TPH1	0.15
DDX52	-1.221
ZSCAN29	0.1505
TRPT1	-1.0565
DPEP3	0.6565
DENND4A	-0.880625
TSPAN16	0.27
PTCHD2	-0.1775
LOC145814	-0.29025
CAP1	2.02433333333333
EIF5A2	0.3758
NT5DC3	-0.911625
SEPT9	-0.924875
SEZ6L2	1.09075
EGFLAM	3.23675
VPS11	-0.007125
NDUFB5	-0.487833333333333
CIDEA	-0.0951666666666667
IER5L	1.43325
N6AMT1	-0.3275
FAM83C	-0.30475
OXR1	0.0435833333333333
IRX1	-0.1905
DGKB	-1.00683333333333
GCN5L2	-3.38925
MIR16	0.96875
FBXW9	-0.498
WDR4	-1.7845
PDC	-0.029
VPS33B	-1.17
HEXB	0.0195
FLJ32214	0.373
TCEB3	0.345
CRLF1	-0.256
ABI3BP	0.54525
C8orf22	-3.48175
PYCR1	0.178375
KIAA1706	1.65
